
[00:00:00.000 --> 00:00:05.520]  你還記不記得你讀書的時候那些解方程式的方法
[00:04:03.800 --> 00:04:06.200]  每一次的宣召經文
[00:04:06.200 --> 00:04:09.520]  都用了每一個有福的人去提醒我們
[00:04:09.520 --> 00:04:12.240]  耶穌期望我們怎樣成為一個有福的人
[00:04:12.240 --> 00:04:14.200]  當然耶穌解釋到要成為有福的人
[00:04:14.200 --> 00:04:15.680]  就一定要很明白
[00:04:15.680 --> 00:04:19.320]  究竟聖經所說的價值和標準是什麼
[00:04:19.320 --> 00:04:21.920]  當中第十六節到第二十節
[00:04:21.920 --> 00:04:23.480]  正正在說
[00:04:23.480 --> 00:04:25.800]  在舊約裏面留下了很多的律法
[00:04:25.800 --> 00:04:28.560]  很多的先知和律法裏面的教導
[00:04:28.560 --> 00:04:30.360]  就是整個舊約的教導
[00:04:30.360 --> 00:04:32.080]  但原來這些舊約的教導
[00:04:32.080 --> 00:04:35.240]  在不知不覺間漸漸失去了意義
[00:04:35.240 --> 00:04:36.400]  或者這麼說
[00:04:36.400 --> 00:04:39.600]  這些律法舊約的教導
[00:04:39.600 --> 00:04:42.600]  其實有一個更高層次的意義
[00:04:42.600 --> 00:04:46.000]  而這個意義是需要藉著耶穌去點名
[00:04:46.000 --> 00:04:48.720]  藉著耶穌去指出這些律法
[00:04:48.720 --> 00:04:52.320]  最終是想我們怎樣去行事為人
[00:04:52.320 --> 00:04:55.880]  以致我們能夠成為天國的子民
[00:04:55.880 --> 00:04:58.440]  所以我們在第二十節的時候
[00:04:58.440 --> 00:04:59.840]  正正提醒我們
[00:04:59.840 --> 00:05:02.560]  我們要思考的就是藉著耶穌所說的
[00:05:02.560 --> 00:05:03.600]  我們的義
[00:05:03.600 --> 00:05:07.880]  怎樣可以勝過民事和法理錯人的義
[00:05:07.880 --> 00:05:09.640]  所以我上次也看了
[00:05:09.640 --> 00:05:12.600]  怎樣去發怒的問題
[00:05:12.600 --> 00:05:15.760]  原來也有不同的層次
[00:05:15.760 --> 00:05:18.640]  我們今天會看到三個重點
[00:05:18.640 --> 00:05:21.080]  也是跟著耶穌在第二十七節
[00:05:21.080 --> 00:05:23.840]  一路開始幫我們思考的
[00:05:23.840 --> 00:05:25.520]  在這個方程式裏面
[00:05:25.520 --> 00:05:26.640]  我們第一個看到的
[00:05:26.640 --> 00:05:31.080]  就是先看色
[00:05:31.080 --> 00:05:32.520]  我給的題目就是
[00:05:32.520 --> 00:05:35.040]  當耶穌論到奸淫的時候
[00:05:35.040 --> 00:05:38.080]  就要解釋
[00:05:38.080 --> 00:05:41.760]  讓我再讀一次這段經文
[00:05:41.760 --> 00:05:44.120]  你們聽過有話說不可奸淫
[00:05:44.120 --> 00:05:45.840]  但是我告訴你們
[00:05:45.840 --> 00:05:48.560]  凡看見婦女就動淫念的
[00:05:48.560 --> 00:05:51.880]  這人心裡已經與她犯奸淫了
[00:05:51.880 --> 00:05:54.240]  若是你的右眼使你跌倒
[00:05:54.240 --> 00:05:56.320]  就把她挖出來丟掉
[00:05:56.320 --> 00:05:59.280]  寧可失去身體中的一部分
[00:05:59.280 --> 00:06:02.480]  也不讓整個身體被拎進地獄
[00:06:02.480 --> 00:06:04.920]  若是你的右手使你跌倒
[00:06:04.920 --> 00:06:06.960]  就把她撼下來丟掉
[00:06:06.960 --> 00:06:09.080]  寧可失去身體中的一部分
[00:06:09.080 --> 00:06:13.600]  也不讓整個身體下地獄
[00:06:13.600 --> 00:06:15.120]  我們記得我們一直在說
[00:06:15.120 --> 00:06:17.600]  耶穌要教導這些門徒
[00:06:17.600 --> 00:06:21.880]  如何在他們的生命裏效法基督的時候
[00:06:21.880 --> 00:06:25.640]  他就用了一個拉比常常用的教導方式
[00:06:25.640 --> 00:06:29.040]  耶穌會先說出一些按照舊約
[00:06:29.040 --> 00:06:31.520]  或者舊約所帶來的傳統
[00:06:31.520 --> 00:06:34.520]  一些對聖經的錯誤的看法
[00:06:34.520 --> 00:06:38.880]  或者是一些按字面意義的解釋
[00:06:38.880 --> 00:06:43.200]  所以有些經文確實在聖經舊約裏有提及
[00:06:43.200 --> 00:06:46.160]  不過那些人對於經文的理解
[00:06:46.160 --> 00:06:48.720]  就是按字面的意義去理解
[00:06:48.720 --> 00:06:51.600]  而耶穌正正好像當時的老師一樣
[00:06:51.600 --> 00:06:55.080]  提出我們要用一個正確的方式
[00:06:55.080 --> 00:06:59.000]  去理解這段聖經
[00:06:59.000 --> 00:07:02.280]  所以我們見到我們上一次看到的論路戲
[00:07:02.280 --> 00:07:04.320]  就會有這樣的結構
[00:07:04.320 --> 00:07:08.680]  包括了有文士和法理賽人的理解
[00:07:08.680 --> 00:07:10.920]  接著有耶穌的理解
[00:07:10.920 --> 00:07:14.200]  接著耶穌嘗試用一些例子去解說
[00:07:14.200 --> 00:07:16.960]  耶穌用了兩個例子去解說
[00:07:16.960 --> 00:07:20.040]  所以你發現今天我們讀到《論耕淫》的時候
[00:07:20.040 --> 00:07:22.080]  同樣是一個這樣的模式
[00:07:22.080 --> 00:07:24.840]  先說出舊約裏面
[00:07:24.840 --> 00:07:27.240]  或者文士和法理賽人所理解的
[00:07:27.240 --> 00:07:29.920]  是一個怎樣的舊約聖經
[00:07:29.920 --> 00:07:33.360]  在耶穌之下怎樣去理解這個舊約聖經
[00:07:33.360 --> 00:07:36.280]  接著耶穌說出兩個解說的例子
[00:07:36.280 --> 00:07:40.400]  去幫我們明白怎樣去想這件事情
[00:07:40.400 --> 00:07:42.920]  所以我們試著按照這個方式
[00:07:42.920 --> 00:07:48.280]  去理解耶穌論耕淫的時候所說的
[00:07:48.280 --> 00:07:50.720]  一開始這段聖經就說到
[00:07:50.720 --> 00:07:53.280]  文士和法理賽人的意義
[00:07:53.280 --> 00:07:56.080]  即是說他們怎樣去按照舊約去理解
[00:07:56.080 --> 00:07:58.520]  而去守律法呢
[00:07:58.520 --> 00:08:02.520]  其中他們的理解就是不可耕淫
[00:08:02.520 --> 00:08:04.080]  不可耕淫是很直接的
[00:08:04.080 --> 00:08:06.960]  因為十誡裏面很清楚明確
[00:08:06.960 --> 00:08:09.880]  第七誡就是講不可耕淫
[00:08:09.880 --> 00:08:13.680]  而上一次第六誡就是不可殺人
[00:08:13.680 --> 00:08:16.480]  其實都是連接上次講不可殺人
[00:08:16.480 --> 00:08:20.280]  因為發怒就是殺人真正的兇手
[00:08:20.280 --> 00:08:22.000]  或者引發點
[00:08:22.000 --> 00:08:24.640]  現在同樣耶穌說到不可耕淫的時候
[00:08:24.640 --> 00:08:29.080]  不可耕淫就是一個我們用肉眼去看得到的行動
[00:08:29.080 --> 00:08:32.080]  一個行為一個表現
[00:08:32.080 --> 00:08:35.520]  雖然有些耕淫你不會看到現場
[00:08:35.520 --> 00:08:39.880]  但事實上整個耕淫的行動本質上
[00:08:39.880 --> 00:08:41.920]  或者行為本身上
[00:08:41.920 --> 00:08:44.720]  應該是可以用肉眼去分辨到一個人
[00:08:44.720 --> 00:08:49.120]  有沒有在肉體上有耕淫的行為
[00:08:49.120 --> 00:08:52.680]  所以文士和法理賽人眼裏面的所謂的不可耕淫
[00:08:52.680 --> 00:08:55.360]  正正好就是按照第七誡裏面
[00:08:55.360 --> 00:08:58.360]  看看有沒有在猶太人的圈子裏面
[00:08:58.360 --> 00:09:01.480]  有些人有些耕淫的活動
[00:09:01.480 --> 00:09:06.040]  所以你會看到當他們真的抓到一些人犯耕淫的時候
[00:09:06.040 --> 00:09:09.200]  就會抓他們出來去罰他們
[00:09:09.200 --> 00:09:13.480]  你也記得耶穌被人試探的時候
[00:09:13.480 --> 00:09:17.080]  抓了一個犯耕淫的婦人帶到耶穌面前
[00:09:17.080 --> 00:09:19.160]  因為被他們抓到發現了
[00:09:19.160 --> 00:09:21.840]  看到了 沒得走了
[00:09:21.840 --> 00:09:25.640]  即是說他沒得再有爭辯爭吵 沒有做過
[00:09:25.640 --> 00:09:31.040]  因為真是用肉眼看到他們有淫亂的事件
[00:09:31.040 --> 00:09:33.240]  所以文士和法理賽人很堅持
[00:09:33.240 --> 00:09:36.640]  不可以有這些耕淫的事件
[00:09:36.640 --> 00:09:39.520]  一些淫亂的事件在他們的族群裏面
[00:09:39.520 --> 00:09:42.800]  在猶太的社會裏面發生
[00:09:42.800 --> 00:09:48.480]  特別是當你要堅持成為一個遵守律法的猶太人的時候
[00:09:48.480 --> 00:09:51.200]  更加是不可以
[00:09:51.200 --> 00:09:55.720]  這個就是他們所理解的舊弱
[00:09:55.720 --> 00:09:59.760]  這個我們似乎在表面上看又真的是這樣
[00:09:59.760 --> 00:10:02.840]  不可耕淫就是沒有性的行為
[00:10:02.840 --> 00:10:07.120]  沒有淫亂 就是不可耕淫
[00:10:07.120 --> 00:10:09.040]  但在這個議題上
[00:10:09.040 --> 00:10:11.440]  耶穌卻是帶來一個新的見解
[00:10:11.440 --> 00:10:14.640]  或者另一個角度去看
[00:10:14.640 --> 00:10:19.800]  因為耶穌說到門徒應該有的義的時候是怎樣呢?
[00:10:19.800 --> 00:10:21.480]  耶穌的說法就是
[00:10:21.480 --> 00:10:24.760]  「凡看見婦女就動淫念的
[00:10:24.760 --> 00:10:28.840]  這人心裡已經與她犯奸淫了」
[00:10:28.840 --> 00:10:30.200]  這裏你會發現
[00:10:30.200 --> 00:10:33.960]  耶穌說如果看見一個婦女
[00:10:33.960 --> 00:10:37.280]  例如她衣著很性感
[00:10:37.280 --> 00:10:41.200]  有很多舉動令她想入非非
[00:10:41.200 --> 00:10:44.080]  而在過程裏面動了一個淫念
[00:10:44.080 --> 00:10:45.800]  在腦裏想一想
[00:10:45.800 --> 00:10:49.520]  有一些奸淫的行為或者性的衝動
[00:10:49.520 --> 00:10:51.520]  這裏說 原來耶穌說
[00:10:51.520 --> 00:10:55.320]  「這人心裡已經與她犯奸淫了」
[00:10:55.320 --> 00:10:56.960]  所以從一個實際的角度來說
[00:10:56.960 --> 00:11:00.080]  我們知道他們是沒有犯過奸淫的
[00:11:00.080 --> 00:11:02.760]  沒有任何身體的接觸
[00:11:02.760 --> 00:11:04.680]  不過耶穌的說法是
[00:11:04.680 --> 00:11:07.360]  當他動了這個意念
[00:11:07.360 --> 00:11:09.880]  在他腦裏產生這個意念的時候
[00:11:09.880 --> 00:11:16.280]  原來在他腦裏已經有犯奸淫的意念糾纏著
[00:11:16.280 --> 00:11:18.080]  所以耶穌所著重的
[00:11:18.080 --> 00:11:22.040]  並不是肉眼所見的淫亂
[00:11:22.040 --> 00:11:25.280]  而是重視我們在思想裏面
[00:11:25.280 --> 00:11:28.520]  在我們的意念裏面所帶來的淫亂
[00:11:28.520 --> 00:11:31.680]  而這些淫亂往往都會傷害了
[00:11:31.680 --> 00:11:35.600]  我們基督徒生命的本質
[00:11:35.600 --> 00:11:39.880]  因為當我們容許淫念在我們裏面佔據著
[00:11:39.880 --> 00:11:43.800]  就會令我們在思想上常常偏執
[00:11:43.800 --> 00:11:46.000]  所以事實上我們需要明白
[00:11:46.000 --> 00:11:48.840]  這種狀況 耶穌所提及的
[00:11:48.840 --> 00:11:52.520]  是我們需要認真去思考
[00:11:52.520 --> 00:11:54.600]  因為耶穌所強調的是
[00:11:54.600 --> 00:11:58.680]  人心裏面的罪才是神所關注的
[00:11:58.680 --> 00:12:01.240]  確實我們生命裏面有很多事情
[00:12:01.240 --> 00:12:03.400]  是別人看不到的
[00:12:03.400 --> 00:12:06.400]  你可以在你私底下發生很多事情
[00:12:06.400 --> 00:12:11.720]  但原來人未必能夠看得到你所有的行為
[00:12:11.720 --> 00:12:12.880]  但更重要的是
[00:12:12.880 --> 00:12:15.400]  很多時候你心裏的思想意念
[00:12:15.400 --> 00:12:18.040]  更加是人無法看得到
[00:12:18.040 --> 00:12:22.080]  不過愛我們的上帝是通透的
[00:12:22.080 --> 00:12:24.200]  祂能夠看到人的內心
[00:12:24.200 --> 00:12:27.160]  所以祂知道人裏面有很多的邪惡
[00:12:27.160 --> 00:12:28.840]  很多的意念
[00:12:28.840 --> 00:12:30.920]  而我們對神交代
[00:12:30.920 --> 00:12:33.760]  去對神交障才是重要的
[00:12:33.760 --> 00:12:36.720]  我們要遵守神的要求
[00:12:36.720 --> 00:12:39.640]  不是因為我們要對身邊的人作出交代
[00:12:39.640 --> 00:12:42.600]  而我們要對一個能夠審判我們
[00:12:42.600 --> 00:12:46.280]  能夠監察我們的神作出交代
[00:12:46.280 --> 00:12:50.040]  或者用另一個說法更加好一點
[00:12:50.040 --> 00:12:52.880]  一個信徒的生命和成長
[00:12:52.880 --> 00:12:57.360]  是需要我們認真去面對我們裏面的罪
[00:12:57.360 --> 00:13:00.760]  而耶穌很想我們和祂建立一個合宜的關係
[00:13:00.760 --> 00:13:02.600]  一個正確的關係的時候
[00:13:02.600 --> 00:13:04.560]  就想我們生命能夠成長
[00:13:04.560 --> 00:13:06.040]  生命能夠成熟
[00:13:06.040 --> 00:13:10.560]  以致我們能夠認清我們裏面的罪
[00:13:10.560 --> 00:13:14.080]  哪怕這些罪是別人看不到
[00:13:14.080 --> 00:13:17.000]  不過神是能夠監察得到
[00:13:17.000 --> 00:13:19.320]  所以如果你看在《撒慕爾記》上
[00:13:19.320 --> 00:13:22.240]  當神揀選哪一個的時候
[00:13:22.240 --> 00:13:24.840]  神曾經這樣和撒慕爾說
[00:13:24.840 --> 00:13:28.360]  「不要只看他的外貌和他身材高大」
[00:13:28.360 --> 00:13:29.480]  「我不揀選他」
[00:13:29.480 --> 00:13:32.080]  「因為耶和華不像人看人」
[00:13:32.080 --> 00:13:37.480]  「人是看外貌 耶和華是看內心」
[00:13:37.480 --> 00:13:38.960]  所以我們知道
[00:13:38.960 --> 00:13:41.440]  神是很清楚看我們的內心
[00:13:41.440 --> 00:13:44.240]  所以我們今天在登山部分裏面提醒我們
[00:13:44.240 --> 00:13:49.640]  如何能夠有神所看門徒的義
[00:13:49.640 --> 00:13:51.840]  就是我們要整理我們的內心
[00:13:51.840 --> 00:13:53.560]  去謹守我們的內心
[00:13:53.560 --> 00:13:58.520]  保持我們裏面內心的那種聖潔
[00:13:58.520 --> 00:14:02.560]  這才是更加重要耶穌所說的吩咐
[00:14:02.560 --> 00:14:05.840]  不只是說奸淫的事令我們不潔
[00:14:05.840 --> 00:14:09.040]  而是有很多事在我們做的時候
[00:14:09.040 --> 00:14:11.040]  別人是看不到
[00:14:11.040 --> 00:14:13.160]  或者在我們心裏面有很多的異念
[00:14:13.160 --> 00:14:15.840]  而這些異念是不斷破壞我們
[00:14:15.840 --> 00:14:17.160]  就好像之前說到
[00:14:17.160 --> 00:14:19.600]  怒火在我們裏面發生的話
[00:14:19.600 --> 00:14:22.000]  我們忍不住這種怒火 擋不住的話
[00:14:22.000 --> 00:14:25.520]  我們就會去傷害別人
[00:14:25.520 --> 00:14:28.520]  所以耶穌特別在後面說到
[00:14:28.520 --> 00:14:33.200]  具體說了兩個例子去說明這件事
[00:14:33.200 --> 00:14:36.880]  包括如果你的右眼令你跌倒
[00:14:36.880 --> 00:14:38.600]  就要挖它出來
[00:14:38.600 --> 00:14:40.600]  如果你的右手使你跌倒
[00:14:40.600 --> 00:14:42.880]  你就將它撞下來
[00:14:42.880 --> 00:14:44.000]  所以你想想
[00:14:44.000 --> 00:14:47.120]  如果我們說動淫念是這麼容易的話
[00:14:47.120 --> 00:14:51.360]  似乎每一個信徒都斬了手腳
[00:14:51.360 --> 00:14:52.960]  所以這裡耶穌所說的
[00:14:52.960 --> 00:14:57.600]  並不是一個文字式的直接的理解
[00:14:57.600 --> 00:15:00.800]  不過耶穌是用了一個比喻的方式
[00:15:00.800 --> 00:15:05.800]  去提醒我們這件事情的嚴重性
[00:15:05.800 --> 00:15:09.120]  耶穌特別在這裡說到用右眼和右手
[00:15:09.120 --> 00:15:11.800]  為什麼用到右眼和右手呢?
[00:15:11.800 --> 00:15:17.000]  因為右其實對於猶太人的理解來說
[00:15:17.000 --> 00:15:20.720]  是比較強、比較大、比較尊貴的身份
[00:15:20.720 --> 00:15:22.320]  都是用右邊的
[00:15:22.320 --> 00:15:28.440]  所以辯雅文的名字是右手之子的代表
[00:15:28.440 --> 00:15:32.520]  辯雅文之派很強調右手是有力量的
[00:15:32.520 --> 00:15:36.920]  所以右邊代表一些高貴、力量的源頭
[00:15:36.920 --> 00:15:41.640]  差不多是你最強的部分
[00:15:41.640 --> 00:15:44.320]  但耶穌說你認為最強的部分
[00:15:44.320 --> 00:15:46.800]  無論是你的右眼或右手
[00:15:46.800 --> 00:15:54.880]  但是如果右眼或右手為你帶來破壞
[00:15:54.880 --> 00:15:56.880]  為你生命帶來破壞
[00:15:56.880 --> 00:15:59.280]  你就要將它刮出來、撼下來
[00:15:59.280 --> 00:16:04.800]  他說寧可失去身體的一部分
[00:16:04.800 --> 00:16:09.760]  也不要讓整個身體被困在地獄裡
[00:16:09.760 --> 00:16:13.720]  就是說不要小看這個你覺得很重視的東西
[00:16:13.720 --> 00:16:15.880]  這麼重視的部分
[00:16:15.880 --> 00:16:18.480]  如果你處理得不合理
[00:16:18.480 --> 00:16:21.160]  你將會因小失大
[00:16:21.160 --> 00:16:24.720]  對你生命帶來一個極大的破壞性
[00:16:24.720 --> 00:16:26.840]  今天有很多人都是這樣
[00:16:26.840 --> 00:16:32.960]  特別容許很多色情、淫亂發生的時候
[00:16:32.960 --> 00:16:35.320]  不單是破壞自己的身體
[00:16:35.320 --> 00:16:37.320]  更加是破壞神的殿
[00:16:37.320 --> 00:16:40.920]  也同樣很多時候破壞很多的家庭
[00:16:40.920 --> 00:16:47.040]  所以即使你覺得很重要的右手右眼
[00:16:47.040 --> 00:16:48.600]  但當有需要的時候
[00:16:48.600 --> 00:16:50.600]  你寧可放棄
[00:16:50.600 --> 00:16:52.960]  因為你知道對你是好的
[00:16:52.960 --> 00:16:58.280]  我不知道你有沒有養寵物
[00:16:58.280 --> 00:17:00.400]  我們家裡也養過寵物
[00:17:00.400 --> 00:17:03.360]  其中我們有養過狗
[00:17:03.360 --> 00:17:08.720]  我想問養狗的人知道不可以給什麼狗吃嗎?
[00:17:08.720 --> 00:17:11.800]  每個人都知道
[00:17:11.800 --> 00:17:13.880]  這麼好吃也不請牠吃
[00:17:13.880 --> 00:17:16.040]  朱古力是最好吃的
[00:17:16.040 --> 00:17:19.400]  無論是激凍還是黑朱古力
[00:17:19.400 --> 00:17:21.080]  全部都很好吃
[00:17:21.080 --> 00:17:24.480]  但我們知道一個問題
[00:17:24.480 --> 00:17:28.920]  我們不會給狗吃朱古力
[00:17:28.920 --> 00:17:31.120]  而且我們會有一個狀況
[00:17:31.120 --> 00:17:34.120]  是一點都不會給牠吃
[00:17:34.120 --> 00:17:38.920]  我們不會給牠吃一點
[00:17:38.920 --> 00:17:40.560]  因為我們知道
[00:17:40.560 --> 00:17:42.360]  那隻狗吃了朱古力的話
[00:17:42.360 --> 00:17:44.480]  牠是會死亡的
[00:17:44.480 --> 00:17:46.760]  哪怕只是一點朱古力
[00:17:46.760 --> 00:17:48.440]  一個這麼美味的朱古力
[00:17:48.440 --> 00:17:51.280]  原來對牠的生命帶來威脅
[00:17:51.280 --> 00:17:53.680]  所以耶穌正正說
[00:17:53.680 --> 00:17:56.120]  哪怕是你認為最好的部分
[00:17:56.120 --> 00:17:58.640]  如果這個部分令你跌倒
[00:17:58.640 --> 00:17:59.960]  是會令你死亡
[00:17:59.960 --> 00:18:02.000]  是會令你進入地獄裡
[00:18:02.000 --> 00:18:04.600]  是會令你和神阻隔的話
[00:18:04.600 --> 00:18:06.560]  你一點都不要跌
[00:18:06.560 --> 00:18:08.200]  所以耶穌的比喻
[00:18:08.200 --> 00:18:10.760]  正正好藉著一個誇張的方法
[00:18:10.760 --> 00:18:12.360]  去呼籲著什麼呢?
[00:18:12.360 --> 00:18:15.160]  我們在神面前的悔改
[00:18:15.160 --> 00:18:17.520]  是需要徹底的
[00:18:17.520 --> 00:18:20.120]  徹底的悔和徹底的改
[00:18:20.120 --> 00:18:22.000]  以至我們真的將一些
[00:18:22.000 --> 00:18:23.880]  令我們破壞生命的事情
[00:18:23.880 --> 00:18:26.160]  我們去隔絕
[00:18:26.160 --> 00:18:28.040]  當然在今天的經文裡
[00:18:28.040 --> 00:18:29.640]  我們特別是說一些
[00:18:29.640 --> 00:18:33.600]  一些性、淫亂的事情
[00:18:33.600 --> 00:18:36.160]  當然你想到一些相關的
[00:18:36.160 --> 00:18:38.640]  都會令我們和神隔絕
[00:18:38.640 --> 00:18:40.640]  或者破壞我們和神的關係
[00:18:40.640 --> 00:18:44.960]  我們都需要徹底的悔和改
[00:18:44.960 --> 00:18:48.360]  在第一點的論間淫解釋裡
[00:18:48.360 --> 00:18:52.040]  我想和大家反思的是什麼呢?
[00:18:52.040 --> 00:18:55.720]  就是今天的社會的風氣
[00:18:55.720 --> 00:18:57.320]  我嘗試這樣稱呼
[00:18:57.320 --> 00:19:01.840]  叫「色無界」和「色無界」
[00:19:01.840 --> 00:19:03.840]  看得明白嗎?
[00:19:03.840 --> 00:19:05.640]  什麼叫「色無界」呢?
[00:19:05.640 --> 00:19:07.920]  就是無界線
[00:19:07.920 --> 00:19:10.800]  今天在我們的社會裡
[00:19:10.800 --> 00:19:12.520]  特別是我們發現
[00:19:12.520 --> 00:19:18.160]  以前好像界線沒有那麼明顯
[00:19:18.160 --> 00:19:21.520]  因為我想我們在香港的時候
[00:19:21.520 --> 00:19:24.440]  我們通常真的走過布攤
[00:19:24.440 --> 00:19:27.200]  才會看到色情刊物
[00:19:27.200 --> 00:19:32.840]  而且色情刊物通常會霸佔三分之一的布攤
[00:19:32.840 --> 00:19:34.080]  會有這麼多
[00:19:34.080 --> 00:19:36.120]  但今天我發現我來了美國
[00:19:36.120 --> 00:19:37.320]  不知道有沒有看錯
[00:19:37.320 --> 00:19:39.560]  我逛過一些公開雜誌
[00:19:39.560 --> 00:19:41.600]  我都沒怎麼看見那些雜誌
[00:19:41.600 --> 00:19:43.720]  更加沒看到那些色情雜誌
[00:19:43.720 --> 00:19:45.720]  我不知道有沒有觀察錯誤
