
[00:00:00.000 --> 00:00:02.000]  大家有沒有聽過《碧上涼山》?
[00:05:22.000 --> 00:05:24.000]  因為你的心是靠近神
[00:05:24.000 --> 00:05:27.000]  今天的題目是「幻想新心」
[00:05:27.000 --> 00:05:29.000]  「隨心而行」
[00:05:29.000 --> 00:05:31.000]  當然是問號
[00:05:31.000 --> 00:05:33.000]  如果你不靠近神,不是向神的心意
[00:05:33.000 --> 00:05:36.000]  你的心裏面是有自己的另一套東西
[00:05:36.000 --> 00:05:38.000]  你自己的一些私心、私意的時候
[00:05:38.000 --> 00:05:40.000]  要小心了
[00:05:40.000 --> 00:05:42.000]  分開三方面
[00:05:42.000 --> 00:05:45.000]  第一是「洗格拉的群體」
[00:05:45.000 --> 00:05:48.000]  第二是「洗格拉的考驗」
[00:05:48.000 --> 00:05:52.000]  第三是「我們都是蒙因的罪人」
[00:05:52.000 --> 00:05:55.000]  因為這個場景是在洗格拉
[00:05:55.000 --> 00:05:59.000]  所以我們就用這個地點
[00:05:59.000 --> 00:06:01.000]  來做一個分題
[00:06:01.000 --> 00:06:04.000]  第一方面就是「洗格拉的群體」
[00:06:04.000 --> 00:06:09.000]  第六節有二十五章
[00:06:09.000 --> 00:06:13.000]  第六節有二十七章
[00:06:13.000 --> 00:06:18.000]  當日阿吉將洗格拉這個地方賜給大衛
[00:06:18.000 --> 00:06:22.000]  因為洗格拉是屬於由大王直到今天
[00:06:22.000 --> 00:06:24.000]  這句話是什麼意思呢?
[00:06:24.000 --> 00:06:27.000]  大衛在菲律師尼找到一個落腳的地方
[00:06:27.000 --> 00:06:29.000]  他說「我不住京城了」
[00:06:29.000 --> 00:06:31.000]  「我離遠一點」
[00:06:31.000 --> 00:06:33.000]  「不要太近了」
[00:06:33.000 --> 00:06:35.000]  「大家騷擾你了」
[00:06:35.000 --> 00:06:37.000]  於是讓他見到一點
[00:06:37.000 --> 00:06:42.000]  這座城就是由大王直到今天
[00:06:42.000 --> 00:06:43.000]  什麼意思呢?
[00:06:43.000 --> 00:06:46.000]  其實當時是說
[00:06:46.000 --> 00:06:50.000]  後來就是由大之派的地方
[00:06:50.000 --> 00:06:52.000]  再說早前
[00:06:52.000 --> 00:06:56.000]  以前是誰帶領他們進入迦南地?
[00:06:56.000 --> 00:06:58.000]  約書亞
[00:06:58.000 --> 00:07:00.000]  十二支派分地
[00:07:00.000 --> 00:07:02.000]  這個地神說是給由大之派的
[00:07:02.000 --> 00:07:04.000]  但是他們沒有去進攻
[00:07:04.000 --> 00:07:05.000]  沒有拿到
[00:07:05.000 --> 00:07:06.000]  冥冥之中
[00:07:06.000 --> 00:07:11.000]  其實神已經記住在心裡面
[00:07:11.000 --> 00:07:15.000]  這個地是屬於你們的流奶與物之地
[00:07:15.000 --> 00:07:17.000]  但是你們沒有去拿到
[00:07:17.000 --> 00:07:19.000]  這次讓大衛安排大衛
[00:07:19.000 --> 00:07:21.000]  大衛就去了這個地方
[00:07:21.000 --> 00:07:22.000]  大衛知不知道呢?
[00:07:22.000 --> 00:07:24.000]  可能知道
[00:07:24.000 --> 00:07:27.000]  但是他為什麼會選擇這個地方呢?
[00:07:27.000 --> 00:07:29.000]  就是知道神的心意
[00:07:29.000 --> 00:07:32.000]  他知道這個地方是神要給他的
[00:07:32.000 --> 00:07:35.000]  趁這個機會不如我就去這個地方
[00:07:35.000 --> 00:07:37.000]  或者你會想
[00:07:37.000 --> 00:07:39.000]  「不是啊,住京城好啊」
[00:07:39.000 --> 00:07:42.000]  「京城那裡什麼都有啊」
[00:07:42.000 --> 00:07:45.000]  這個人的想法當然是去那些地方繁華一點
[00:07:45.000 --> 00:07:49.000]  或者近黃都方便一點
[00:07:49.000 --> 00:07:52.000]  你看看大衛
[00:07:52.000 --> 00:07:55.000]  是想到神的想法
[00:07:55.000 --> 00:07:57.000]  他不會羞辱神
[00:07:57.000 --> 00:07:58.000]  他去那個地方
[00:07:58.000 --> 00:08:03.000]  縱使投靠這個好像是敵人
[00:08:03.000 --> 00:08:06.000]  因為大衛更加出名的是什麼呢?
[00:08:06.000 --> 00:08:11.000]  他是掃羅王的叛軍
[00:08:11.000 --> 00:08:15.000]  就是反叛、背叛的叛
[00:08:15.000 --> 00:08:17.000]  他是一個這樣的死囚
[00:08:17.000 --> 00:08:19.000]  可以說是國家的
[00:08:19.000 --> 00:08:22.000]  所以他來到投靠是好事
[00:08:22.000 --> 00:08:25.000]  但是大衛是要愛這個地方
[00:08:25.000 --> 00:08:27.000]  這幫人是什麼人呢?
[00:08:27.000 --> 00:08:29.000]  可以說是烏合之眾
[00:08:29.000 --> 00:08:31.000]  比一百零八的好漢
[00:08:31.000 --> 00:08:36.000]  可能在社會裡面更加被遺棄
[00:08:36.000 --> 00:08:38.000]  聖經怎麼形容他們呢?
[00:08:38.000 --> 00:08:39.000]  《二二章》第二節說
[00:08:39.000 --> 00:08:42.000]  這些生活困逼
[00:08:42.000 --> 00:08:44.000]  就是搵朝不得晚的人
[00:08:44.000 --> 00:08:46.000]  還是欠債破產的人
[00:08:46.000 --> 00:08:48.000]  心裡苦惱
[00:08:48.000 --> 00:08:50.000]  賓館裡面是很不滿
[00:08:50.000 --> 00:08:52.000]  都聚集在一起找大衛
[00:08:52.000 --> 00:08:54.000]  找他做領袖
[00:08:54.000 --> 00:08:56.000]  跟隨有四百
[00:08:56.000 --> 00:08:58.000]  那時候現在就六百了
[00:08:58.000 --> 00:09:02.000]  所以大衛在一個這樣的群眾的底下
[00:09:02.000 --> 00:09:05.000]  他們完全是一幫很不行的人
[00:09:05.000 --> 00:09:09.000]  但是當然可能也是很多社會不容
[00:09:09.000 --> 00:09:10.000]  很多的不滿
[00:09:10.000 --> 00:09:12.000]  有很多的問題都好
[00:09:12.000 --> 00:09:15.000]  是失敗、失落一群人
[00:09:15.000 --> 00:09:16.000]  但是這群人
[00:09:16.000 --> 00:09:18.000]  他們雖然是這樣
[00:09:18.000 --> 00:09:20.000]  你可以說是烏合之眾
[00:09:20.000 --> 00:09:25.000]  但是在這個洗卡拉的地方裡面
[00:09:25.000 --> 00:09:27.000]  這個群體慢慢改變
[00:09:27.000 --> 00:09:32.000]  將來就成為大衛的勇士
[00:09:32.000 --> 00:09:34.000]  所以你看到
[00:09:34.000 --> 00:09:36.000]  就是在這個生活
[00:09:36.000 --> 00:09:37.000]  慢慢轉變
[00:09:37.000 --> 00:09:41.000]  讓他們能夠成為一個美好的群體
[00:09:41.000 --> 00:09:44.000]  你說怎麼會這樣呢?
[00:09:44.000 --> 00:09:47.000]  大衛是好像一個個伴變了
[00:09:47.000 --> 00:09:51.000]  去到一個非理事人的地方裡面
[00:09:51.000 --> 00:09:54.000]  怎麼會可以讓他更加
[00:09:54.000 --> 00:09:56.000]  連這個群體的人
[00:09:56.000 --> 00:09:59.000]  他們都可能是被以色列不喜悅的
[00:09:59.000 --> 00:10:03.000]  怎麼他們會變成一個更加的跟隨神
[00:10:03.000 --> 00:10:06.000]  更加明白神心意的一個群體呢?
[00:10:06.000 --> 00:10:09.000]  當然這個是在大衛的身上
[00:10:09.000 --> 00:10:12.000]  大衛在這些困境裡面
[00:10:12.000 --> 00:10:14.000]  在這些困難裡面
[00:10:14.000 --> 00:10:18.000]  仍然是心裡面想望著
[00:10:18.000 --> 00:10:21.000]  究竟神是怎麼看的呢?
[00:10:21.000 --> 00:10:25.000]  究竟神是怎麼讓我來到這個地方裡面
[00:10:25.000 --> 00:10:29.000]  這個群體有一群聚集了這些的烏合之眾
[00:10:29.000 --> 00:10:32.000]  人的眼光又是一些被遺棄的人
[00:10:32.000 --> 00:10:35.000]  但是大衛用神的眼光去望著這群形象
[00:10:35.000 --> 00:10:37.000]  我相信是不一樣的
[00:10:37.000 --> 00:10:38.000]  今天我們很多時候
[00:10:38.000 --> 00:10:41.000]  用人的眼光去看人
[00:10:41.000 --> 00:10:43.000]  但是其實你知道你的眼光
[00:10:43.000 --> 00:10:47.000]  都是染了一個顏色的
[00:10:47.000 --> 00:10:49.000]  我們有時候都會
[00:10:49.000 --> 00:10:52.000]  用有色的眼鏡去看著別人
[00:10:52.000 --> 00:10:54.000]  所以我們都不能夠看得出
[00:10:54.000 --> 00:10:57.000]  看得精準、看得清楚
[00:10:57.000 --> 00:10:59.000]  那時候我們就是這樣
[00:10:59.000 --> 00:11:01.000]  但是大衛沒錯
[00:11:01.000 --> 00:11:03.000]  一般人都覺得這幫人很不行
[00:11:03.000 --> 00:11:05.000]  但是他卻不是這樣
[00:11:05.000 --> 00:11:09.000]  但是更加的大衛在這些困境、絕境裡面
[00:11:09.000 --> 00:11:10.000]  他沒有自暴自棄
[00:11:10.000 --> 00:11:15.000]  說有一幫流氓一起圍圍圍算了
[00:11:15.000 --> 00:11:18.000]  偷呃拐騙
[00:11:18.000 --> 00:11:20.000]  我上次不是說
[00:11:20.000 --> 00:11:22.000]  好像要保護其他人
[00:11:22.000 --> 00:11:23.000]  好像做徒弟那樣
[00:11:23.000 --> 00:11:24.000]  那就算了
[00:11:24.000 --> 00:11:26.000]  我明星還可以
[00:11:26.000 --> 00:11:28.000]  意識力都不行的了
[00:11:28.000 --> 00:11:30.000]  但是大衛不是這樣
[00:11:30.000 --> 00:11:32.000]  大衛是繼續的
[00:11:32.000 --> 00:11:35.000]  去看看這些困難的時候
[00:11:35.000 --> 00:11:37.000]  更加看不到神的心意的時候
[00:11:37.000 --> 00:11:39.000]  怎樣繼續生活
[00:11:39.000 --> 00:11:42.000]  但是他會把他的心
[00:11:42.000 --> 00:11:45.000]  那種真的繼續走下去
[00:11:45.000 --> 00:11:48.000]  因為他的心是柔軟
[00:11:48.000 --> 00:11:50.000]  他的心是貼近神
[00:11:50.000 --> 00:11:52.000]  他年少的時候
[00:11:52.000 --> 00:11:53.000]  一直在牧羊的時候
[00:11:53.000 --> 00:11:55.000]  他的心已經歸向神
[00:11:55.000 --> 00:11:59.000]  所以他要聽他心底裡面的聲音
[00:11:59.000 --> 00:12:02.000]  所以在這些困境裡面
[00:12:02.000 --> 00:12:06.000]  他一定會仰望神、禱告神、祈求神
[00:12:06.000 --> 00:12:08.000]  繼續向前走
[00:12:08.000 --> 00:12:10.000]  這幫不可愛、被人欺負
[00:12:10.000 --> 00:12:12.000]  或者是別人不喜歡的人
[00:12:12.000 --> 00:12:15.000]  慢慢地建立在這個群體裡面
[00:12:15.000 --> 00:12:16.000]  所以這個洗腳拉
[00:12:16.000 --> 00:12:18.000]  成為了大衛的基地
[00:12:18.000 --> 00:12:20.000]  你今天說
[00:12:20.000 --> 00:12:23.000]  這個群體就好像我們一些
[00:12:23.000 --> 00:12:26.000]  在生活裡面遇到很多困難
[00:12:26.000 --> 00:12:28.000]  我們在生命裡面
[00:12:28.000 --> 00:12:30.000]  遇到很多的迫迫
[00:12:30.000 --> 00:12:33.000]  或者我們很多的難處
[00:12:33.000 --> 00:12:34.000]  後來我們都知道
[00:12:34.000 --> 00:12:38.000]  原來有神的愛在當中
[00:12:38.000 --> 00:12:40.000]  彼此能夠去建立
[00:12:40.000 --> 00:12:43.000]  這個群體慢慢形成了一個教會
[00:12:43.000 --> 00:12:49.000]  雖然不是一個有形有一個的建築物
[00:12:49.000 --> 00:12:50.000]  一個教會
[00:12:50.000 --> 00:12:53.000]  你可以說這幫洗腳拉的群體
[00:12:53.000 --> 00:12:56.000]  已經可以說是一種教會的群體
[00:12:56.000 --> 00:13:00.000]  因為他們是能夠在絕境裡面
[00:13:00.000 --> 00:13:02.000]  靠著大衛帶領他們
[00:13:02.000 --> 00:13:06.000]  每一件事都盡量靠近神的心意
[00:13:06.000 --> 00:13:08.000]  就算聽不到神的聲音
[00:13:08.000 --> 00:13:15.000]  就是大衛去聽他們心底的聲音
[00:13:15.000 --> 00:13:20.000]  因為他知道他的心是連著神的心
[00:13:20.000 --> 00:13:25.000]  所以當我們能夠對這個信仰認真的時候
[00:13:25.000 --> 00:13:26.000]  我們就算去什麼地方
[00:13:26.000 --> 00:13:28.000]  跟別人相處
[00:13:28.000 --> 00:13:31.000]  我們都可以成為教會
[00:13:31.000 --> 00:13:33.000]  所以基督徒的生活
[00:13:33.000 --> 00:13:36.000]  教會的生活不是個人的事情
[00:13:36.000 --> 00:13:38.000]  是一個群體的事情
[00:13:38.000 --> 00:13:40.000]  我們有自己的故事
[00:13:40.000 --> 00:13:41.000]  你有你的故事
[00:13:41.000 --> 00:13:44.000]  但是你和我的故事是可以互相影響
[00:13:44.000 --> 00:13:45.000]  是好的一方面
[00:13:45.000 --> 00:13:48.000]  因為我的故事從神裡面的經歷
[00:13:48.000 --> 00:13:50.000]  你的故事從神裡面的經歷
[00:13:50.000 --> 00:13:52.000]  我們是彼此激勵
[00:13:52.000 --> 00:13:54.000]  我們未必是
[00:13:54.000 --> 00:13:56.000]  不一定是我們經歷了所有的事情
[00:13:56.000 --> 00:13:57.000]  但是我們都
[00:13:57.000 --> 00:13:59.000]  有些人經歷失戀
[00:13:59.000 --> 00:14:00.000]  有些人經歷失業
[00:14:00.000 --> 00:14:04.000]  有些人經歷其他的難處
[00:14:04.000 --> 00:14:05.000]  是家庭的
[00:14:05.000 --> 00:14:06.000]  是工作的
[00:14:06.000 --> 00:14:07.000]  是學業的
[00:14:07.000 --> 00:14:09.000]  但是當我們看到
[00:14:09.000 --> 00:14:10.000]  我們同樣有這樣的難處
[00:14:10.000 --> 00:14:14.000]  就是互相能夠去鼓勵
[00:14:14.000 --> 00:14:16.000]  互相去待及
[00:14:16.000 --> 00:14:18.000]  這是教會美麗的地方
[00:14:18.000 --> 00:14:21.000]  但是如果我們只是說成功的經驗
[00:14:21.000 --> 00:14:22.000]  你不成功
[00:14:22.000 --> 00:14:24.000]  我就會小看你
[00:14:24.000 --> 00:14:25.000]  你不能夠成功
[00:14:25.000 --> 00:14:27.000]  我就會小看你
[00:14:27.000 --> 00:14:29.000]  或者覺得你不是我們中間
[00:14:29.000 --> 00:14:31.000]  這個不是教會的生活
[00:14:31.000 --> 00:14:35.000]  看到他們當中是這樣的情況
[00:14:35.000 --> 00:14:37.000]  大衛幫助他們
[00:14:37.000 --> 00:14:40.000]  當然我不能說他們真的這麼美好
[00:14:40.000 --> 00:14:42.000]  真的是一個很熟練的群體
[00:14:42.000 --> 00:14:44.000]  仍然是一個烏合之眾
[00:14:44.000 --> 00:14:47.000]  暫時說有個地方妻身
[00:14:47.000 --> 00:14:49.000]  能夠跟著大衛
[00:14:49.000 --> 00:14:53.000]  比在一個曠野沙漠的地方
[00:14:53.000 --> 00:14:55.000]  穩朝不得晚
[00:14:55.000 --> 00:14:57.000]  可能還要哈哈爸爸
[00:14:57.000 --> 00:14:59.000]  或者不哈爸爸大衛帶著他們
[00:14:59.000 --> 00:15:00.000]  幫一下人手
[00:15:00.000 --> 00:15:03.000]  但是都是好像遇到這個喇叭
[00:15:03.000 --> 00:15:04.000]  這些人
[00:15:04.000 --> 00:15:07.000]  幫手又不會給回一些
[00:15:07.000 --> 00:15:10.000]  應該給回一些食物給他們
[00:15:10.000 --> 00:15:12.000]  或者給回一些好處來
[00:15:12.000 --> 00:15:13.000]  遇到這些人
[00:15:13.000 --> 00:15:17.000]  就更加變得不常失
[00:15:17.000 --> 00:15:20.000]  他們都是需要生活的
[00:15:20.000 --> 00:15:22.000]  跟隨大衛就去了一個
[00:15:22.000 --> 00:15:27.000]  阿吉王這個菲律師人的地方
[00:15:27.000 --> 00:15:29.000]  所以在當中
[00:15:29.000 --> 00:15:34.000]  大衛是究竟很多的掙扎
[00:15:34.000 --> 00:15:35.000]  為什麼呢
[00:15:35.000 --> 00:15:38.000]  第一去了敵人的地方
[00:15:38.000 --> 00:15:40.000]  第二還要巴結他們
[00:15:40.000 --> 00:15:42.000]  以前菲律師跟他們打過
[00:15:42.000 --> 00:15:44.000]  現在就巴結他
[00:15:44.000 --> 00:15:45.000]  第三呢
[00:15:45.000 --> 00:15:46.000]  他巴結之餘
[00:15:46.000 --> 00:15:47.000]  我們結盟
[00:15:47.000 --> 00:15:48.000]  我和你
[00:15:48.000 --> 00:15:51.000]  菲律師都有很多的敵人
[00:15:51.000 --> 00:15:55.000]  我和你去幫忙打其他的敵人
[00:15:55.000 --> 00:15:58.000]  好像僱傭兵那樣的感覺
[00:15:58.000 --> 00:16:01.000]  大衛還要去騙他們
[00:16:01.000 --> 00:16:02.000]  我打什麼人呢
[00:16:02.000 --> 00:16:05.000]  你猜大衛說打什麼人
[00:16:05.000 --> 00:16:06.000]  以色列人
[00:16:06.000 --> 00:16:08.000]  以色列人和你一直都是
[00:16:08.000 --> 00:16:10.000]  很多的攻擊
[00:16:10.000 --> 00:16:12.000]  我幫你打回以色列人
[00:16:12.000 --> 00:16:16.000]  大衛就變成了以色列的叛徒
[00:16:16.000 --> 00:16:18.000]  於是就騙他們
[00:16:18.000 --> 00:16:21.000]  那些人真的經常出去攻擊
[00:16:21.000 --> 00:16:23.000]  但其實他是攻擊什麼呢
[00:16:23.000 --> 00:16:25.000]  是攻擊以色列的敵人
[00:16:25.000 --> 00:16:27.000]  不是菲律師
[00:16:27.000 --> 00:16:28.000]  是其他的敵人
[00:16:28.000 --> 00:16:30.000]  所以每次經歷回來
[00:16:30.000 --> 00:16:32.000]  都拿了很多的戰勝品戰利品
[00:16:32.000 --> 00:16:35.000]  都要還給阿吉王
[00:16:35.000 --> 00:16:37.000]  所以阿吉王很喜歡
[00:16:37.000 --> 00:16:38.000]  你打得到
[00:16:38.000 --> 00:16:39.000]  又贏
[00:16:39.000 --> 00:16:40.000]  又做了這麼多
[00:16:40.000 --> 00:16:41.000]  又幫助我們
[00:16:41.000 --> 00:16:44.000]  起碼鞏固到我不會被人偷襲
[00:16:44.000 --> 00:16:46.000]  他很喜歡大衛
[00:16:46.000 --> 00:16:48.000]  所以有時甚至
[00:16:48.000 --> 00:16:51.000]  大衛我們有些戰爭
[00:16:51.000 --> 00:16:52.000]  你幫忙出馬
[00:16:52.000 --> 00:16:54.000]  和我們大隊
[00:16:54.000 --> 00:16:55.000]  這個特別
[00:16:55.000 --> 00:16:57.000]  這個六百人的隊
[00:16:57.000 --> 00:16:58.000]  是特別精壯
[00:16:58.000 --> 00:17:00.000]  特別是厲害的
[00:17:00.000 --> 00:17:02.000]  他的戰績是很好的
[00:17:02.000 --> 00:17:04.000]  所以很使用他的
[00:17:04.000 --> 00:17:06.000]  但是問題是
[00:17:06.000 --> 00:17:07.000]  你似乎覺得
[00:17:07.000 --> 00:17:09.000]  在一個宿寧的綱頸裏面
[00:17:09.000 --> 00:17:10.000]  真是一個
[00:17:10.000 --> 00:17:14.000]  不是那麼宿寧的地方裏面
[00:17:14.000 --> 00:17:18.000]  要過一個信徒的生活是困難的
[00:17:18.000 --> 00:17:19.000]  對不對
[00:17:19.000 --> 00:17:21.000]  有時我們都會遇到這樣的情況
[00:17:21.000 --> 00:17:23.000]  一個扮偶像
[00:17:23.000 --> 00:17:25.000]  一個或者是
[00:17:25.000 --> 00:17:28.000]  菲律師都很凶殘的一個民族
[00:17:28.000 --> 00:17:29.000]  在他們裏面生活
[00:17:29.000 --> 00:17:31.000]  見到他們這樣可能是
[00:17:31.000 --> 00:17:32.000]  有時是防衛
[00:17:32.000 --> 00:17:33.000]  有時是攻擊
[00:17:33.000 --> 00:17:34.000]  哈哈霸霸
[00:17:34.000 --> 00:17:35.000]  大衛看到怎麼辦呢
[00:17:35.000 --> 00:17:36.000]  怎樣看呢
[00:17:36.000 --> 00:17:39.000]  唯有掙扎求存
[00:17:39.000 --> 00:17:40.000]  我都不理那麼多
[00:17:40.000 --> 00:17:43.000]  都是憑著良心的緣故
[00:17:43.000 --> 00:17:46.000]  用戰鬥的方式
[00:17:46.000 --> 00:17:48.000]  我和你很好的相處
[00:17:48.000 --> 00:17:49.000]  和菲律師
[00:17:49.000 --> 00:17:51.000]  有時我們會這樣
[00:17:51.000 --> 00:17:53.000]  在這裏武神的引導
[00:17:53.000 --> 00:17:56.000]  究竟是怎樣面對這件事呢
[00:17:56.000 --> 00:17:57.000]  就是說
[00:17:57.000 --> 00:17:59.000]  隨心而行
[00:17:59.000 --> 00:18:00.000]  是怎樣呢
[00:18:00.000 --> 00:18:02.000]  我的心是怎樣的呢
[00:18:02.000 --> 00:18:04.000]  當然我們會留意
[00:18:04.000 --> 00:18:07.000]  如果你自己有紮實的信仰
[00:18:07.000 --> 00:18:09.000]  你有好的信心
[00:18:09.000 --> 00:18:11.000]  你是會繼續仰望神
[00:18:11.000 --> 00:18:13.000]  繼續在當中
[00:18:13.000 --> 00:18:15.000]  透過這個環境
[00:18:15.000 --> 00:18:16.000]  去辨別
[00:18:16.000 --> 00:18:18.000]  究竟神繼續怎樣引導你
[00:18:18.000 --> 00:18:21.000]  神不會把整條路給你看得清清楚楚
[00:18:21.000 --> 00:18:22.000]  但是
[00:18:22.000 --> 00:18:23.000]  一步一步靠著他
[00:18:23.000 --> 00:18:24.000]  但是很多時候
[00:18:24.000 --> 00:18:27.000]  我們這個信心就不足了
