
[00:00:00.000 --> 00:00:05.000]  今天的題目是活出奉獻的人生
[00:01:54.000 --> 00:01:55.000]  做好工作
[00:01:55.000 --> 00:01:58.000]  我們人生有什麼目標
[00:01:58.000 --> 00:02:00.000]  人生有什麼目標
[00:02:00.000 --> 00:02:03.000]  什麼叫做不枉此生
[00:02:03.000 --> 00:02:05.000]  我們人生怎樣完成
[00:02:05.000 --> 00:02:08.000]  我們想完成的目的呢
[00:02:08.000 --> 00:02:09.000]  有些人可能覺得
[00:02:09.000 --> 00:02:11.000]  我完成人生的目標或者目的
[00:02:11.000 --> 00:02:13.000]  至少吃遍天下
[00:02:13.000 --> 00:02:15.000]  珍收美食
[00:02:15.000 --> 00:02:17.000]  或者走遍天涯海角
[00:02:17.000 --> 00:02:20.000]  見到不同的東西見識
[00:02:20.000 --> 00:02:22.000]  又或者有一班好朋友
[00:02:22.000 --> 00:02:25.000]  常常在宅內談天說地
[00:02:25.000 --> 00:02:27.000]  又或者創了一番事業
[00:02:27.000 --> 00:02:29.000]  很快就上市了
[00:02:29.000 --> 00:02:31.000]  這樣也不行
[00:02:31.000 --> 00:02:33.000]  心理學家William Morton
[00:02:33.000 --> 00:02:35.000]  做了一個研究
[00:02:35.000 --> 00:02:38.000]  他訪問了三千名受訪者
[00:02:38.000 --> 00:02:41.000]  就問我為什麼而活
[00:02:41.000 --> 00:02:43.000]  我為什麼而活
[00:02:43.000 --> 00:02:47.000]  答案或者結果令我相當驚訝
[00:02:47.000 --> 00:02:52.000]  竟然高達94%的受訪者說
[00:02:52.000 --> 00:02:57.000]  我沒有什麼人生明確的目標
[00:02:57.000 --> 00:02:59.000]  Paul Brosson
[00:02:59.000 --> 00:03:01.000]  一個暢銷書
[00:03:01.000 --> 00:03:04.000]  叫《這輩子你該做什麼》
[00:03:04.000 --> 00:03:06.000]  他這樣說
[00:03:06.000 --> 00:03:08.000]  每個人應該都有真正的目的
[00:03:08.000 --> 00:03:11.000]  只是要努力找出來
[00:03:11.000 --> 00:03:14.000]  我們不容易得意就領悟
[00:03:14.000 --> 00:03:16.000]  這個人是史丹福大學讀書
[00:03:16.000 --> 00:03:18.000]  本來畢業之後做金融
[00:03:18.000 --> 00:03:20.000]  所謂的穩定行業
[00:03:20.000 --> 00:03:22.000]  但他發現原來他人生
[00:03:22.000 --> 00:03:23.000]  不是喜歡金融
[00:03:23.000 --> 00:03:26.000]  所以轉了去寫書
[00:03:26.000 --> 00:03:28.000]  寫報章
[00:03:28.000 --> 00:03:32.000]  結果他的書就變了暢銷書籍
[00:03:32.000 --> 00:03:34.000]  Will Warren
[00:03:34.000 --> 00:03:37.000]  一本暢銷書叫《標竿人生》
[00:03:37.000 --> 00:03:39.000]  有沒有人看過
[00:03:39.000 --> 00:03:42.000]  他講到小了目的
[00:03:42.000 --> 00:03:45.000]  如果生命少了目的
[00:03:45.000 --> 00:03:47.000]  人生就變得毫無意義的動作
[00:03:47.000 --> 00:03:49.000]  每天這樣做什麼呢
[00:03:49.000 --> 00:03:50.000]  天天這樣吃飯
[00:03:50.000 --> 00:03:51.000]  起床這樣出街
[00:03:51.000 --> 00:03:52.000]  這樣做什麼呢
[00:03:52.000 --> 00:03:54.000]  毫無風向的活動
[00:03:54.000 --> 00:03:55.000]  毫無道理的事件
[00:03:55.000 --> 00:03:57.000]  少了目的
[00:03:57.000 --> 00:03:59.000]  人生就變得微不足道
[00:03:59.000 --> 00:04:00.000]  瑣碎低微
[00:04:00.000 --> 00:04:02.000]  了無新趣
[00:04:02.000 --> 00:04:03.000]  對他來說
[00:04:03.000 --> 00:04:05.000]  他的分析或者他看到的
[00:04:05.000 --> 00:04:08.000]  就是最慘的悲劇不是死
[00:04:08.000 --> 00:04:13.000]  最慘的悲劇是毫無目的的人生
[00:04:13.000 --> 00:04:14.000]  但你知不知道
[00:04:14.000 --> 00:04:16.000]  你人生有什麼目的
[00:04:16.000 --> 00:04:19.000]  你人生有什麼意義
[00:04:19.000 --> 00:04:22.000]  當然作為主的門徒
[00:04:22.000 --> 00:04:25.000]  我們的人生必定是充滿意義
[00:04:25.000 --> 00:04:28.000]  而且這個意義必定是從上主領受
[00:04:28.000 --> 00:04:30.000]  明白嗎
[00:04:30.000 --> 00:04:31.000]  這是誰主的門徒
[00:04:31.000 --> 00:04:32.000]  大家有多少個手
[00:04:32.000 --> 00:04:33.000]  有很多
[00:04:33.000 --> 00:04:35.000]  今天這邊很適合你聽
[00:04:35.000 --> 00:04:38.000]  所以跟旁邊的人說很適合你聽
[00:04:38.000 --> 00:04:41.000]  保羅由十二章開始
[00:04:41.000 --> 00:04:42.000]  剛才說到
[00:04:42.000 --> 00:04:47.000]  開始提及基督徒的生活原則
[00:04:47.000 --> 00:04:49.000]  在第十二章之前
[00:04:49.000 --> 00:04:50.000]  一到十一章
[00:04:50.000 --> 00:04:52.000]  他講到很多神學性的問題
[00:04:52.000 --> 00:04:56.000]  包括恩信清義的教導非常重要
[00:04:56.000 --> 00:04:59.000]  而怎樣將恩信清義的教導
[00:04:59.000 --> 00:05:04.000]  具體實際的融合在生活上
[00:05:04.000 --> 00:05:06.000]  十二章開始講明
[00:05:06.000 --> 00:05:10.000]  所以今天我們立刻進入第十二章
[00:05:10.000 --> 00:05:12.000]  怎樣活好人生
[00:05:12.000 --> 00:05:14.000]  今天將為大家準備
[00:05:14.000 --> 00:05:16.000]  你猜是幾點
[00:05:16.000 --> 00:05:18.000]  三點
[00:05:18.000 --> 00:05:19.000]  我們立刻進入
[00:05:19.000 --> 00:05:20.000]  第一點
[00:05:20.000 --> 00:05:24.000]  我們先讀第十二章第一節
[00:05:24.000 --> 00:05:25.000]  我們一起讀
[00:05:25.000 --> 00:05:26.000]  預備起
[00:05:26.000 --> 00:05:27.000]  所以弟兄們
[00:05:27.000 --> 00:05:30.000]  我以神的慈悲勸你們
[00:05:30.000 --> 00:05:34.000]  將神體獻上,幫助活祭
[00:05:34.000 --> 00:05:37.000]  自成其敵,自信所棄於敵
[00:05:37.000 --> 00:05:41.000]  你們與此照共,大事理所方而敵
[00:05:41.000 --> 00:05:43.000]  當我們今天再回想
[00:05:43.000 --> 00:05:46.000]  我們生命究竟為何的時候
[00:05:46.000 --> 00:05:47.000]  保羅在這裡
[00:05:47.000 --> 00:05:49.000]  他有話要說
[00:05:49.000 --> 00:05:51.000]  當在第一章到十一章
[00:05:51.000 --> 00:05:53.000]  他很立體
[00:05:53.000 --> 00:05:54.000]  亦都很重要
[00:05:54.000 --> 00:05:56.000]  講到恩信清義的恩典
[00:05:56.000 --> 00:05:57.000]  這種重要之後
[00:05:57.000 --> 00:05:59.000]  他立刻作出呼籲
[00:05:59.000 --> 00:06:02.000]  他呼籲我們究竟怎樣活人生
[00:06:02.000 --> 00:06:04.000]  怎樣可以不浪費
[00:06:04.000 --> 00:06:07.000]  這個恩信清義的恩典
[00:06:07.000 --> 00:06:08.000]  活好人生
[00:06:08.000 --> 00:06:11.000]  我不知道是不是你的目標
[00:06:11.000 --> 00:06:12.000]  他說活好人生
[00:06:12.000 --> 00:06:15.000]  首要的不是我們一般
[00:06:15.000 --> 00:06:19.000]  說要讀一個好的學位
[00:06:19.000 --> 00:06:22.000]  不是要有一份好的工作
[00:06:22.000 --> 00:06:27.000]  不是要有一個好的家庭
[00:06:27.000 --> 00:06:30.000]  那個都是重要的
[00:06:30.000 --> 00:06:31.000]  或者不是
[00:06:31.000 --> 00:06:33.000]  我們先怎樣認識自己
[00:06:33.000 --> 00:06:37.000]  他說活好我們人生的起始點是甚麼呢
[00:06:37.000 --> 00:06:41.000]  將身體獻上
[00:06:41.000 --> 00:06:42.000]  很有趣
[00:06:42.000 --> 00:06:46.000]  這個基礎叫我們繼續發展
[00:06:46.000 --> 00:06:49.000]  發揮其他我們生命不同的環節
[00:06:49.000 --> 00:06:51.000]  變得有方向
[00:06:51.000 --> 00:06:53.000]  變得有基礎
[00:06:53.000 --> 00:06:55.000]  明白嗎
[00:06:55.000 --> 00:06:58.000]  所以第一點我們要學習的第一步
[00:06:58.000 --> 00:07:01.000]  是將全人獻上
[00:07:01.000 --> 00:07:03.000]  這個是重點
[00:07:03.000 --> 00:07:04.000]  我再講一次
[00:07:04.000 --> 00:07:07.000]  我們人生的意義的起始點
[00:07:07.000 --> 00:07:09.000]  不是找一份好的工作
[00:07:09.000 --> 00:07:10.000]  不是認識自己
[00:07:10.000 --> 00:07:11.000]  不是讀好的學位
[00:07:11.000 --> 00:07:12.000]  不是找一份伴侶
[00:07:12.000 --> 00:07:15.000]  不是找一份甚麼的家庭等等
[00:07:15.000 --> 00:07:19.000]  先的基礎是將身體獻上
[00:07:19.000 --> 00:07:21.000]  在這個基礎上面
[00:07:21.000 --> 00:07:23.000]  我們建立的就穩固了
[00:07:23.000 --> 00:07:26.000]  這個基礎上面我們再建立的東西就持久
[00:07:26.000 --> 00:07:28.000]  就變得有意思
[00:07:28.000 --> 00:07:29.000]  他一開始說
[00:07:29.000 --> 00:07:30.000]  所以甚麼
[00:07:30.000 --> 00:07:32.000]  弟兄們
[00:07:32.000 --> 00:07:34.000]  不關姐妹的事
[00:07:34.000 --> 00:07:36.000]  所以我們就去姐妹的
[00:07:36.000 --> 00:07:38.000]  罵爆你老公
[00:07:38.000 --> 00:07:41.000]  當然弟兄們是包姐妹的
[00:07:41.000 --> 00:07:42.000]  好了
[00:07:42.000 --> 00:07:44.000]  那誰是他的聽眾呢
[00:07:44.000 --> 00:07:46.000]  保羅跟誰在說呢
[00:07:46.000 --> 00:07:47.000]  上個星期
[00:07:47.000 --> 00:07:50.000]  巴蜀月尖講到第十章
[00:07:50.000 --> 00:07:52.000]  這個段落非常重要
[00:07:52.000 --> 00:07:54.000]  我們讀讀第十章
[00:07:54.000 --> 00:07:55.000]  九到十節
[00:07:55.000 --> 00:07:58.000]  究竟甚麼是弟兄姐妹們
[00:07:58.000 --> 00:08:00.000]  我們讀一二三
[00:08:00.000 --> 00:08:02.000]  你若口裡承認
[00:08:02.000 --> 00:08:04.000]  耶穌為主
[00:08:04.000 --> 00:08:06.000]  心裡信神
[00:08:06.000 --> 00:08:08.000]  叫他從死裡復活
[00:08:08.000 --> 00:08:09.000]  就可以得救
[00:08:09.000 --> 00:08:11.000]  因為人心裡相信
[00:08:11.000 --> 00:08:13.000]  就可以正義
[00:08:13.000 --> 00:08:14.000]  口裡承認
[00:08:14.000 --> 00:08:16.000]  就可以得救
[00:08:16.000 --> 00:08:17.000]  我想問一下
[00:08:17.000 --> 00:08:20.000]  誰是口裡承認耶穌為主
[00:08:20.000 --> 00:08:22.000]  心裡信神
[00:08:22.000 --> 00:08:24.000]  叫他從死裡復活
[00:08:24.000 --> 00:08:25.000]  首先
[00:08:25.000 --> 00:08:27.000]  所以保羅在跟你說話
[00:08:27.000 --> 00:08:28.000]  所以從旁邊說
[00:08:28.000 --> 00:08:30.000]  保羅在跟你說話
[00:08:30.000 --> 00:08:32.000]  當然我們說
[00:08:32.000 --> 00:08:34.000]  口裡承認耶穌為主
[00:08:34.000 --> 00:08:36.000]  不是一個唸口王
[00:08:36.000 --> 00:08:37.000]  耶穌是主
[00:08:37.000 --> 00:08:39.000]  我們是甚麼
[00:08:39.000 --> 00:08:40.000]  可以嗎
[00:08:40.000 --> 00:08:41.000]  即是聽他講
[00:08:41.000 --> 00:08:42.000]  他講的話
[00:08:42.000 --> 00:08:43.000]  我們就跟
[00:08:43.000 --> 00:08:44.000]  如果你真的是
[00:08:44.000 --> 00:08:46.000]  這樣的生命的話
[00:08:46.000 --> 00:08:49.000]  保羅就用神的慈悲
[00:08:49.000 --> 00:08:51.000]  不是我勸起保羅
[00:08:51.000 --> 00:08:53.000]  我用神的慈悲
[00:08:53.000 --> 00:08:55.000]  甚麼意思呢
[00:08:55.000 --> 00:08:57.000]  慈悲原文是福數
[00:08:57.000 --> 00:08:58.000]  是眾數
[00:08:58.000 --> 00:09:00.000]  它代表神的慈悲
[00:09:00.000 --> 00:09:01.000]  是多方面的
[00:09:01.000 --> 00:09:02.000]  多層面的
[00:09:02.000 --> 00:09:03.000]  當然
[00:09:03.000 --> 00:09:04.000]  比我們這一班
[00:09:04.000 --> 00:09:07.000]  無可推諉不配的罪人
[00:09:07.000 --> 00:09:09.000]  甚麼是神的慈悲
[00:09:09.000 --> 00:09:12.000]  在一到十一章講得很清楚
[00:09:12.000 --> 00:09:13.000]  所以如果我們很想
[00:09:13.000 --> 00:09:14.000]  再知道
[00:09:14.000 --> 00:09:16.000]  我們聽回我們講的
[00:09:16.000 --> 00:09:17.000]  又或者
[00:09:17.000 --> 00:09:19.000]  我們重溫一下
[00:09:19.000 --> 00:09:21.000]  在一章十八節講
[00:09:21.000 --> 00:09:22.000]  我們一起讀
[00:09:22.000 --> 00:09:23.000]  一二三
[00:09:23.000 --> 00:09:24.000]  神的憤怒
[00:09:24.000 --> 00:09:26.000]  從天上顯明
[00:09:26.000 --> 00:09:27.000]  在一切
[00:09:27.000 --> 00:09:29.000]  不勤不義的人身上
[00:09:29.000 --> 00:09:31.000]  就像立地坦
[00:09:31.000 --> 00:09:33.000]  不義左港真理的人
[00:09:33.000 --> 00:09:34.000]  保羅很清楚
[00:09:34.000 --> 00:09:36.000]  神的憤怒
[00:09:36.000 --> 00:09:38.000]  有兩樣我們犯錯的原因
[00:09:38.000 --> 00:09:39.000]  第一
[00:09:39.000 --> 00:09:40.000]  是不敬勤
[00:09:40.000 --> 00:09:41.000]  可以嗎
[00:09:41.000 --> 00:09:43.000]  不敬勤是對誰
[00:09:43.000 --> 00:09:44.000]  對神
[00:09:44.000 --> 00:09:45.000]  可以嗎
[00:09:45.000 --> 00:09:46.000]  我們最大的問題
[00:09:46.000 --> 00:09:48.000]  不是貪婪
[00:09:48.000 --> 00:09:49.000]  最大問題
[00:09:49.000 --> 00:09:51.000]  不是詐騙
[00:09:51.000 --> 00:09:53.000]  最大問題的起點是
[00:09:53.000 --> 00:09:55.000]  我們不敬勤
[00:09:55.000 --> 00:09:56.000]  不信神
[00:09:56.000 --> 00:09:57.000]  可以嗎
[00:09:57.000 --> 00:09:59.000]  所以我們生命就開始混亂了
[00:09:59.000 --> 00:10:01.000]  就可以做第二樣東西
[00:10:01.000 --> 00:10:03.000]  就是對人不義
[00:10:03.000 --> 00:10:04.000]  可以嗎
[00:10:04.000 --> 00:10:05.000]  講得很清楚
[00:10:05.000 --> 00:10:06.000]  好
[00:10:06.000 --> 00:10:08.000]  接著下去第三章
[00:10:08.000 --> 00:10:09.000]  我們一起讀
[00:10:09.000 --> 00:10:10.000]  一二三
[00:10:10.000 --> 00:10:12.000]  我們已經證明
[00:10:12.000 --> 00:10:21.000]  普世的人都服在神的審判
[00:10:21.000 --> 00:10:22.000]  保羅當時說
[00:10:22.000 --> 00:10:24.000]  普世的人都服在神的審判
[00:10:24.000 --> 00:10:26.000]  猶太人
[00:10:26.000 --> 00:10:27.000]  希臘人
[00:10:27.000 --> 00:10:28.000]  即是外邦人
[00:10:28.000 --> 00:10:30.000]  即是今天的中國人
[00:10:30.000 --> 00:10:31.000]  西人
[00:10:31.000 --> 00:10:32.000]  印度人
[00:10:32.000 --> 00:10:33.000]  什麼人都好
[00:10:33.000 --> 00:10:34.000]  全包
[00:10:34.000 --> 00:10:35.000]  如果沒有義人
[00:10:35.000 --> 00:10:37.000]  全部都服在神的審判
[00:10:37.000 --> 00:10:39.000]  其實對今天來說
[00:10:39.000 --> 00:10:40.000]  我們一點都不陌生
[00:10:40.000 --> 00:10:41.000]  對罪
[00:10:41.000 --> 00:10:44.000]  利希臣的人是大多數
[00:10:44.000 --> 00:10:47.000]  戰爭是不斷
[00:10:47.000 --> 00:10:48.000]  就是俄烏戰爭
[00:10:48.000 --> 00:10:49.000]  已經快一年了
[00:10:49.000 --> 00:10:50.000]  剛剛今早看新聞
[00:10:50.000 --> 00:10:51.000]  又死了很多人
[00:10:51.000 --> 00:10:54.000]  人命好像是玩具一樣
[00:10:54.000 --> 00:10:57.000]  我們過度的享受
[00:10:57.000 --> 00:10:59.000]  生產碳排放
[00:10:59.000 --> 00:11:01.000]  引發全球暖化危機
[00:11:01.000 --> 00:11:02.000]  我女兒剛剛
[00:11:02.000 --> 00:11:05.000]  昨天飛回去伯克萊上學
[00:11:05.000 --> 00:11:06.000]  伯克萊
[00:11:06.000 --> 00:11:13.000]  三藩市其實從來都不會連續大雨水浸
[00:11:13.000 --> 00:11:14.000]  這麼多年都沒有
[00:11:14.000 --> 00:11:16.000]  今年第一次
[00:11:16.000 --> 00:11:18.000]  我們有個朋友住了幾十年
[00:11:18.000 --> 00:11:20.000]  連續很多日大雨
[00:11:20.000 --> 00:11:22.000]  連續水浸
[00:11:22.000 --> 00:11:23.000]  亂了這個世界
[00:11:23.000 --> 00:11:24.000]  現在的天氣
[00:11:24.000 --> 00:11:26.000]  很多人都當看不到
[00:11:26.000 --> 00:11:28.000]  我們的不同世界領袖
[00:11:28.000 --> 00:11:29.000]  沒事
[00:11:29.000 --> 00:11:31.000]  碳排放污染的危機
[00:11:31.000 --> 00:11:32.000]  毒品搶掠
[00:11:32.000 --> 00:11:34.000]  槍擊人口販賣殺害
[00:11:34.000 --> 00:11:36.000]  全部都在發生
[00:11:36.000 --> 00:11:38.000]  今天這個世界
[00:11:38.000 --> 00:11:39.000]  互利彈道
[00:11:39.000 --> 00:11:41.000]  但是神沒有放棄
[00:11:41.000 --> 00:11:42.000]  祂說
[00:11:42.000 --> 00:11:44.000]  因著基督耶穌的救恩
[00:11:44.000 --> 00:11:45.000]  祂再來
[00:11:45.000 --> 00:11:46.000]  redeem
[00:11:46.000 --> 00:11:47.000]  redemption
[00:11:47.000 --> 00:11:49.000]  讓我們白白清移
[00:11:49.000 --> 00:11:51.000]  接著去到第五章
[00:11:51.000 --> 00:11:52.000]  我們一起讀
[00:11:52.000 --> 00:11:53.000]  五章一節
[00:11:53.000 --> 00:11:54.000]  一二三
[00:11:54.000 --> 00:12:00.000]  我們基因信清移
[00:12:00.000 --> 00:12:02.000]  不單止藉著基督
[00:12:02.000 --> 00:12:05.000]  還可以跟神有關係
[00:12:05.000 --> 00:12:07.000]  而且不單止這樣
[00:12:07.000 --> 00:12:08.000]  第八章這樣說
[00:12:08.000 --> 00:12:09.000]  一起讀
[00:12:09.000 --> 00:12:10.000]  一二三
[00:12:10.000 --> 00:12:14.000]  聖靈與我們的心不同正
[00:12:14.000 --> 00:12:15.000]  神親自猜
[00:12:15.000 --> 00:12:17.000]  聖靈住在我們裡面
[00:12:17.000 --> 00:12:19.000]  印證我們的身份
[00:12:19.000 --> 00:12:21.000]  真是很奇怪的事
[00:12:21.000 --> 00:12:23.000]  接著第九章
[00:12:23.000 --> 00:12:24.000]  祂這樣提到
[00:12:24.000 --> 00:12:25.000]  一起讀
[00:12:25.000 --> 00:12:26.000]  一二三
[00:12:26.000 --> 00:12:34.000]  我們擁有一切
[00:12:34.000 --> 00:12:36.000]  不是我們做多大的努力
[00:12:36.000 --> 00:12:40.000]  只在乎發憐憫的神
[00:12:40.000 --> 00:12:42.000]  是上帝自己做的
[00:12:42.000 --> 00:12:43.000]  所以保羅
[00:12:43.000 --> 00:12:44.000]  一路去到第十一章
[00:12:44.000 --> 00:12:46.000]  到第十二章
[00:12:46.000 --> 00:12:48.000]  他提出一個論點
[00:12:48.000 --> 00:12:51.000]  面對上帝的恩慈悲
[00:12:51.000 --> 00:12:54.000]  人唯一的回應
[00:12:54.000 --> 00:12:59.000]  就是將身體獻上
[00:12:59.000 --> 00:13:01.000]  就好像當你發現
[00:13:01.000 --> 00:13:04.000]  有一個很愛你的太太
[00:13:04.000 --> 00:13:07.000]  或者很愛你的老公
[00:13:07.000 --> 00:13:09.000]  你又很喜歡他
[00:13:09.000 --> 00:13:10.000]  他又對你好
[00:13:10.000 --> 00:13:12.000]  又照顧你
[00:13:12.000 --> 00:13:13.000]  起居飲食
[00:13:13.000 --> 00:13:15.000]  又幫助你
[00:13:15.000 --> 00:13:17.000]  病的時候又看著你
[00:13:17.000 --> 00:13:19.000]  我很喜歡做婚前輔導
[00:13:19.000 --> 00:13:20.000]  我見到很多
[00:13:20.000 --> 00:13:24.000]  快要結婚的夫婦都很甜蜜
[00:13:24.000 --> 00:13:25.000]  當然我這樣說
[00:13:25.000 --> 00:13:27.000]  不是說結婚之後就不甜蜜
[00:13:27.000 --> 00:13:29.000]  是特別甜蜜的
[00:13:29.000 --> 00:13:32.000]  特別說到
[00:13:32.000 --> 00:13:36.000]  我們結婚的婚盟都會提到
[00:13:36.000 --> 00:13:40.000]  無論環境是順是逆
[00:13:40.000 --> 00:13:44.000]  無論是富裕和貧窮
[00:13:44.000 --> 00:13:47.000]  無論是健康和疾病
[00:13:47.000 --> 00:13:50.000]  都會永遠愛你
[00:13:50.000 --> 00:13:52.000]  永遠尊重你
[00:13:52.000 --> 00:13:53.000]  照顧你
[00:13:53.000 --> 00:13:56.000]  終生不遇
[00:13:56.000 --> 00:13:59.000]  面對一個這麼愛你的對方
[00:13:59.000 --> 00:14:01.000]  你唯一可以做的是什麼呢
[00:14:01.000 --> 00:14:05.000]  以身相許
[00:14:05.000 --> 00:14:07.000]  真的
[00:14:07.000 --> 00:14:12.000]  與我們向上帝更加的深
[00:14:12.000 --> 00:14:13.000]  和更加的永恆
[00:14:13.000 --> 00:14:16.000]  就是面對一個這麼愛我們的主
[00:14:16.000 --> 00:14:18.000]  我們唯一可以做的
[00:14:18.000 --> 00:14:21.000]  就是以身相許
[00:14:21.000 --> 00:14:23.000]  將身體獻上
[00:14:23.000 --> 00:14:28.000]  你說那我又怎樣將身體獻上給神呢
[00:14:28.000 --> 00:14:29.000]  在這裡看一看
[00:14:29.000 --> 00:14:31.000]  在《舊約》裡面說
[00:14:31.000 --> 00:14:32.000]  這個當作活祭
[00:14:32.000 --> 00:14:34.000]  《舊約》的獻祭
[00:14:34.000 --> 00:14:37.000]  我們知道是可能買牛
[00:14:37.000 --> 00:14:39.000]  買個羊
[00:14:39.000 --> 00:14:41.000]  沒有殘疾
[00:14:41.000 --> 00:14:44.000]  是沒有瑕疵
[00:14:44.000 --> 00:14:46.000]  當時的獻祭
[00:14:46.000 --> 00:14:47.000]  跟我們中國人很不同
[00:14:47.000 --> 00:14:51.000]  我們宵夜是想求福
[00:14:51.000 --> 00:14:54.000]  宵夜你就會有好事
[00:14:54.000 --> 00:14:55.000]  但我們不是
[00:14:55.000 --> 00:14:57.000]  神已經給了福氣
[00:14:57.000 --> 00:14:59.000]  給了恩典
[00:14:59.000 --> 00:15:00.000]  知不知道
[00:15:00.000 --> 00:15:03.000]  所以我們的獻祭是
[00:15:03.000 --> 00:15:05.000]  多謝主的回應
[00:15:05.000 --> 00:15:08.000]  又或者舊約獻祭是應罪
[00:15:08.000 --> 00:15:10.000]  已經足夠有餘
[00:15:10.000 --> 00:15:11.000]  跟旁邊的人說
[00:15:11.000 --> 00:15:15.000]  我們足夠有餘
[00:15:15.000 --> 00:15:17.000]  而舊約告訴我們
[00:15:17.000 --> 00:15:20.000]  我們的獻祭是精挑細選的
[00:15:20.000 --> 00:15:22.000]  是最好的給神的東西
[00:15:22.000 --> 00:15:23.000]  不是多餘的
[00:15:23.000 --> 00:15:25.000]  因為神已經公認眾族
[00:15:25.000 --> 00:15:27.000]  不是勉強的
[00:15:27.000 --> 00:15:30.000]  我們給的神是這樣的
[00:15:30.000 --> 00:15:32.000]  就好像我們過年
[00:15:32.000 --> 00:15:35.000]  下個星期就是農曆年
[00:15:35.000 --> 00:15:37.000]  有沒有人已經約定
[00:15:37.000 --> 00:15:39.000]  家人做團年飯
[00:15:39.000 --> 00:15:43.000]  有誰會為你準備
[00:15:43.000 --> 00:15:46.000]  準備時一定會約定日子
[00:15:46.000 --> 00:15:47.000]  約了時間
[00:15:47.000 --> 00:15:48.000]  約了誰
[00:15:48.000 --> 00:15:50.000]  想好吃些什麼
[00:15:50.000 --> 00:15:51.000]  是不是這樣
[00:15:51.000 --> 00:15:54.000]  不要說過年那麼複雜
[00:15:54.000 --> 00:15:56.000]  有時候你請人吃飯
[00:15:56.000 --> 00:15:58.000]  你去到那裡吃飯
[00:15:58.000 --> 00:15:59.000]  或者你被請
[00:15:59.000 --> 00:16:02.000]  你去到那頓飯
[00:16:02.000 --> 00:16:05.000]  去到那個佈置
[00:16:05.000 --> 00:16:06.000]  那個家裡
[00:16:06.000 --> 00:16:08.000]  你大概知道
