
[00:00:00.000 --> 00:00:04.000]  今天我們又要繼續講我們的系列
[00:02:08.600 --> 00:02:12.480]  耶穌基督的靈就在我們每一個基督徒的身上
[00:02:12.480 --> 00:02:14.040]  我也說過
[00:02:14.040 --> 00:02:17.120]  在這個系列裏我會重複講這幾點
[00:02:17.120 --> 00:02:19.080]  有三點我們學到
[00:02:19.080 --> 00:02:22.160]  第一要有社紀的侍奉
[00:02:22.160 --> 00:02:25.440]  第二點有昂貴的代價
[00:02:25.440 --> 00:02:27.080]  來跟隨耶穌基督
[00:02:27.080 --> 00:02:30.600]  第三要有任憑主來差遣
[00:02:30.600 --> 00:02:34.760]  就好像以利沙任憑以利亞來差遣一樣
[00:02:34.760 --> 00:02:38.720]  這三件事會重複在這個系列裏出現
[00:02:38.720 --> 00:02:41.080]  我也說過再出現的時候
[00:02:41.080 --> 00:02:44.080]  是很直接地用新約的經文
[00:02:44.080 --> 00:02:48.200]  已經不再是舊約的經文那麼婉轉
[00:02:48.200 --> 00:02:50.880]  會得很直接
[00:02:50.880 --> 00:02:53.880]  我們一起來看看第一點是什麼
[00:02:53.880 --> 00:02:57.280]  第一點是要我們有個社紀的生命
[00:02:57.280 --> 00:03:01.160]  要社紀地來跟從耶穌基督
[00:03:01.160 --> 00:03:02.160]  新約的經文
[00:03:02.160 --> 00:03:03.920]  我們先看一節的經文是
[00:03:03.920 --> 00:03:08.000]  《路加福音》九章二十三至二十六節
[00:03:08.000 --> 00:03:10.120]  耶穌又對衆人說
[00:03:10.120 --> 00:03:11.960]  若有人要跟從我
[00:03:11.960 --> 00:03:16.960]  就當社紀天天背起他的十字架來跟從我
[00:03:16.960 --> 00:03:21.320]  因爲凡要救自己生命的必喪掉生命
[00:03:21.320 --> 00:03:25.160]  凡爲我喪掉生命的必救了生命
[00:03:25.160 --> 00:03:28.520]  人若贊得全世界卻喪了自己
[00:03:28.520 --> 00:03:31.640]  賠賞自己有什麼益處呢?
[00:03:31.640 --> 00:03:34.600]  凡把我和我的道當作可恥的
[00:03:34.600 --> 00:03:36.880]  人只在自己的榮耀裏
[00:03:36.880 --> 00:03:41.080]  並天父與聖天使的榮耀裏
[00:03:41.080 --> 00:03:45.960]  降臨的時候也要把那人當作可恥的
[00:03:45.960 --> 00:03:48.080]  這裏說的是什麼呢?
[00:03:48.080 --> 00:03:52.080]  凡要救自己生命的必喪失生命
[00:03:52.080 --> 00:03:57.320]  凡爲我喪掉生命的必救了生命
[00:03:57.320 --> 00:04:00.360]  這裏所說的是如何得生命
[00:04:00.360 --> 00:04:02.440]  如何能夠得生命呢?
[00:04:02.440 --> 00:04:03.800]  耶穌基督說
[00:04:03.800 --> 00:04:06.640]  要社紀來跟隨我
[00:04:06.640 --> 00:04:10.280]  天天背起十字架來跟從我
[00:04:10.280 --> 00:04:12.440]  這個和我們上星期所說的
[00:04:12.440 --> 00:04:14.240]  彼得就是問耶穌
[00:04:14.240 --> 00:04:19.240]  祂說 看啊 我們已經撇去一切來跟從禰了
[00:04:19.240 --> 00:04:20.960]  我們又能夠得到些什麼呢?
[00:04:20.960 --> 00:04:22.600]  祂問耶穌
[00:04:22.600 --> 00:04:24.280]  耶穌怎麼回答祂呢?
[00:04:24.280 --> 00:04:28.680]  耶穌說在《馬可福音》十章三十節
[00:04:28.680 --> 00:04:32.520]  來世必得永生
[00:04:32.520 --> 00:04:35.480]  得永生 得生命
[00:04:35.480 --> 00:04:39.360]  如何能夠得永生 如何能夠得生命呢?
[00:04:39.360 --> 00:04:41.960]  社稷跟隨耶穌基督
[00:04:41.960 --> 00:04:46.720]  撇下一切來跟隨耶穌基督
[00:04:46.720 --> 00:04:49.560]  這個令我們很驚訝
[00:04:49.560 --> 00:04:50.680]  有人說
[00:04:50.680 --> 00:04:54.080]  但我信主從來沒有這樣和我說過
[00:04:54.080 --> 00:04:55.480]  祂只說神愛我
[00:04:55.480 --> 00:04:58.280]  神要祝福我 神要保守我
[00:04:58.280 --> 00:05:01.160]  一切都是關於我的
[00:05:01.160 --> 00:05:02.960]  爲什麼你現在和我說要
[00:05:02.960 --> 00:05:06.840]  社稷背起十字架來跟隨耶穌基督
[00:05:06.840 --> 00:05:10.320]  從來沒有人和我這樣說過
[00:05:10.320 --> 00:05:12.840]  這個世界時時都是教我們什麼?
[00:05:12.840 --> 00:05:18.160]  要自我 自私 自利 自信 自滿 自足
[00:05:18.160 --> 00:05:19.880]  一切都是自己的
[00:05:19.880 --> 00:05:22.800]  就是這個世界是教我們的
[00:05:22.800 --> 00:05:24.560]  我相信上個星期
[00:05:24.560 --> 00:05:25.600]  你如果記得的話
[00:05:25.600 --> 00:05:27.480]  我都和大家說過
[00:05:27.480 --> 00:05:28.920]  羅伯特·敘利爾
[00:05:28.920 --> 00:05:34.800]  就是克里斯多·卡蒂羅的前一任主任牧師
[00:05:34.800 --> 00:05:36.480]  我說過他說什麼
[00:05:36.480 --> 00:05:38.040]  說他很忙很忙
[00:05:38.040 --> 00:05:40.200]  做主任牧師已經夠忙了
[00:05:40.200 --> 00:05:42.920]  還出了很多書
[00:05:42.920 --> 00:05:45.520]  沒時間和自己的家人在一起
[00:05:45.520 --> 00:05:49.760]  結果他自己的女兒要捐五百塊出來
[00:05:49.760 --> 00:05:53.400]  買個時間和爸爸出來喫飯
[00:05:53.400 --> 00:05:56.560]  這個羅伯特·敘利爾日忙夜忙推銷自己的書
[00:05:56.560 --> 00:05:58.120]  是什麼書啊?
[00:05:58.120 --> 00:06:02.080]  其中一本叫做《自尊》
[00:06:02.080 --> 00:06:03.000]  他說什麼
[00:06:03.000 --> 00:06:06.360]  他說傳統的神學是以神爲主的
[00:06:06.360 --> 00:06:08.920]  他說這個是錯誤的
[00:06:08.920 --> 00:06:12.120]  要以人爲主纔是對的
[00:06:12.120 --> 00:06:14.560]  他說我們要將以人爲主的神學
[00:06:14.560 --> 00:06:18.240]  來代替以神爲主的神學
[00:06:18.240 --> 00:06:19.480]  他還說什麼
[00:06:19.480 --> 00:06:21.720]  他說上帝的計劃當中
[00:06:21.720 --> 00:06:26.360]  是照顧到每個人的每個信徒的需要
[00:06:26.360 --> 00:06:28.120]  他們的需要是什麼
[00:06:28.120 --> 00:06:31.120]  他們的需要就是自我的尊敬
[00:06:31.120 --> 00:06:32.680]  自我的尊重
[00:06:32.680 --> 00:06:34.160]  自我的價值
[00:06:34.160 --> 00:06:35.960]  自我的尊嚴
[00:06:35.960 --> 00:06:39.120]  全部都是自我的
[00:06:39.120 --> 00:06:42.560]  他說如果我們真的要忠於上帝的計劃的時候
[00:06:42.560 --> 00:06:44.120]  跟從上帝的計劃
[00:06:44.120 --> 00:06:46.200]  我們就要feel good
[00:06:46.200 --> 00:06:49.000]  feel good 我都不知道怎麼翻譯了
[00:06:49.000 --> 00:06:51.640]  總言之要我們開心要我們快樂
[00:06:51.640 --> 00:06:53.560]  這個纔是最重要
[00:06:53.560 --> 00:06:56.760]  這個就是福音派的信息
[00:06:56.760 --> 00:06:59.160]  我們每一個基督徒都要feel good
[00:06:59.160 --> 00:07:02.440]  這個就是福音了
[00:07:02.440 --> 00:07:04.600]  究竟是不是這樣的呢?
[00:07:04.600 --> 00:07:09.840]  我們知道聖經裏面是怎麼樣來教我們呢?
[00:07:09.840 --> 00:07:13.360]  聖經時時警告我們要提防自我
[00:07:13.360 --> 00:07:17.280]  在這裏提摩太後書三章一至二節
[00:07:17.280 --> 00:07:18.360]  保羅怎麼說
[00:07:18.360 --> 00:07:22.960]  你該知道末世必有危險的日子來到
[00:07:22.960 --> 00:07:25.720]  因爲那時人要尊顧自己
[00:07:25.720 --> 00:07:29.360]  貪愛錢財自誇狂傲
[00:07:29.360 --> 00:07:35.520]  旁讀違背父母忘恩負義心不聖潔
[00:07:35.520 --> 00:07:36.920]  保羅說
[00:07:36.920 --> 00:07:39.800]  到末世的人會尊顧自己
[00:07:39.800 --> 00:07:43.120]  會貪愛錢財會自誇會狂傲
[00:07:43.120 --> 00:07:46.480]  這些就完全是自我的表現
[00:07:46.480 --> 00:07:51.760]  就跟剛纔Robert Schuler那本書所講的一模一樣
[00:07:51.760 --> 00:07:53.720]  聖經不是這樣教的
[00:07:53.720 --> 00:07:57.320]  聖經說我們每個都是不配的罪人
[00:07:57.320 --> 00:08:00.960]  我們要捨己來跟隨耶穌基督
[00:08:00.960 --> 00:08:04.160]  剛纔《路加福音》九章二十四節是怎樣說的
[00:08:04.160 --> 00:08:10.640]  耶穌基督說要捨己天天背起自己的十字架來跟隨基督
[00:08:10.640 --> 00:08:15.000]  因爲凡要救自己生命的必喪掉生命
[00:08:15.000 --> 00:08:18.760]  凡爲我喪掉生命的必救了生命
[00:08:18.760 --> 00:08:23.360]  每一個人靠着自我自私自信的辦法
[00:08:23.360 --> 00:08:27.760]  以爲能夠救自己的人都會喪失生命
[00:08:27.760 --> 00:08:33.520]  唯有真真正正捨己背起十字架來跟隨耶穌基督
[00:08:33.520 --> 00:08:37.920]  才能夠真真正正得到生命
[00:08:37.920 --> 00:08:45.520]  剛纔我講的就是福音的核心
[00:08:45.520 --> 00:08:50.280]  捨棄自己來背起十字架跟隨基督
[00:08:50.280 --> 00:08:53.400]  我都跟大家講過了這個系列
[00:08:53.400 --> 00:08:56.000]  其實有個副主題
[00:08:56.000 --> 00:09:01.320]  有很多人可能以爲我剛纔所講的不是比平時的基督徒
[00:09:01.320 --> 00:09:03.040]  是比門徒
[00:09:03.040 --> 00:09:06.760]  更進一步你要追求更上一層樓的
[00:09:06.760 --> 00:09:10.640]  你要成爲門徒才背起自己十字架來跟隨耶穌基督
[00:09:10.640 --> 00:09:13.200]  一般的基督徒不用這樣做
[00:09:13.200 --> 00:09:15.040]  但是剛纔所講的是什麼
[00:09:15.040 --> 00:09:16.560]  是得生命
[00:09:16.560 --> 00:09:18.000]  是得永生
[00:09:18.000 --> 00:09:21.080]  講的是得救101
[00:09:21.080 --> 00:09:23.600]  是得救最基本的東西
[00:09:23.600 --> 00:09:26.760]  不是說有個人已經成爲基督徒
[00:09:26.760 --> 00:09:29.040]  要成爲門徒更進一步
[00:09:29.040 --> 00:09:32.520]  纔要背起自己的十字架來跟隨基督
[00:09:32.520 --> 00:09:35.040]  我也講過我這次這個系列
[00:09:35.040 --> 00:09:37.440]  有個副主題 有個副標題
[00:09:37.440 --> 00:09:41.120]  是叫做信徒街門徒
[00:09:41.120 --> 00:09:45.080]  聖經裏面從來沒有說有兩種不同的基督徒
[00:09:45.080 --> 00:09:47.440]  有些低級一些是初信徒
[00:09:47.440 --> 00:09:48.360]  平信徒
[00:09:48.360 --> 00:09:49.760]  有些是門徒
[00:09:49.760 --> 00:09:51.400]  有兩種不同的生活
[00:09:51.400 --> 00:09:53.400]  你要做門徒的話
[00:09:53.400 --> 00:09:55.800]  你要有更崇高的生活
[00:09:55.800 --> 00:09:58.080]  聖經從來沒有這樣講過
[00:09:58.080 --> 00:09:59.800]  所有的基督徒
[00:09:59.800 --> 00:10:03.080]  所有的信徒都是門徒
[00:10:03.080 --> 00:10:05.320]  我們如果要得救要得永生
[00:10:05.320 --> 00:10:10.560]  我們要寫記背起十字架來跟隨耶穌基督
[00:10:10.560 --> 00:10:13.920]  是非常非常清楚的
[00:10:13.920 --> 00:10:15.320]  又在另外一節經文
[00:10:15.320 --> 00:10:19.040]  在馬太福音10:32-33
[00:10:19.040 --> 00:10:20.200]  耶穌基督又說
[00:10:20.200 --> 00:10:22.440]  凡在人面前認我的
[00:10:22.440 --> 00:10:27.240]  我在天上的父面前也必認他
[00:10:27.240 --> 00:10:29.360]  凡在人面前不認我的
[00:10:29.360 --> 00:10:36.600]  我在天上的父面前也必不認他
[00:10:36.600 --> 00:10:39.760]  接着在馬太福音10:38
[00:10:39.760 --> 00:10:45.960]  或不揹着他十字架跟從我的也不配作我的門徒
[00:10:45.960 --> 00:10:48.040]  又一次耶穌基督說
[00:10:48.040 --> 00:10:49.720]  那些自我的人
[00:10:49.720 --> 00:10:51.480]  如果不認我的話
[00:10:51.480 --> 00:10:53.800]  我也不會認他
[00:10:53.800 --> 00:10:56.440]  凡是寫記來接受我
[00:10:56.440 --> 00:10:58.120]  接受耶穌基督的
[00:10:58.120 --> 00:11:00.240]  都能夠得着生命
[00:11:00.240 --> 00:11:02.600]  我們看到這裏又一個給我們看到
[00:11:02.600 --> 00:11:04.480]  不是教我們自我
[00:11:04.480 --> 00:11:05.880]  自滿自足
[00:11:05.880 --> 00:11:08.160]  而是教我們要寫去一切
[00:11:08.160 --> 00:11:10.520]  來接受耶穌基督
[00:11:10.520 --> 00:11:14.720]  又一次雖然是不同的教導
[00:11:14.720 --> 00:11:18.800]  但主題所教我們的都是一模一樣
[00:11:18.800 --> 00:11:21.960]  當我們回到路加福音9:57
[00:11:21.960 --> 00:11:24.480]  就是剛纔一開始讀過的經文
[00:11:24.480 --> 00:11:26.640]  有個人對耶穌基督說
[00:11:26.640 --> 00:11:31.280]  他說你無論往哪裏去我都要跟從你
[00:11:31.280 --> 00:11:33.280]  耶穌基督怎麼回答他
[00:11:33.280 --> 00:11:37.520]  耶穌基督說我不是去住五星大酒店
[00:11:37.520 --> 00:11:38.800]  去哪裏你都要跟從我
[00:11:38.800 --> 00:11:40.480]  他說狐狸有洞
[00:11:40.480 --> 00:11:43.160]  天空的飛鳥有窩
[00:11:43.160 --> 00:11:47.480]  只是人子連枕頭的地方都沒有
[00:11:47.480 --> 00:11:49.000]  耶穌基督是不是跟他說
[00:11:49.000 --> 00:11:50.440]  你來跟從我
[00:11:50.440 --> 00:11:52.680]  我祝福你我保守你
[00:11:52.680 --> 00:11:54.400]  你要什麼你得什麼
[00:11:54.400 --> 00:11:56.080]  耶穌基督沒有這麼說
[00:11:56.080 --> 00:11:57.800]  他說你來跟從我
[00:11:57.800 --> 00:12:01.680]  連睡覺的地方你都沒有
[00:12:01.680 --> 00:12:06.280]  他要人捨棄一切來跟隨自己
[00:12:06.280 --> 00:12:08.640]  那個人可能已經走了
[00:12:08.640 --> 00:12:11.320]  聖經沒有說他究竟怎麼樣
[00:12:11.320 --> 00:12:13.520]  但耶穌又和另外一個人說
[00:12:13.520 --> 00:12:15.720]  他說你來跟從我
[00:12:15.720 --> 00:12:18.040]  那個人剛剛纔聽見耶穌基督說
[00:12:18.040 --> 00:12:20.360]  連睡覺枕頭的地方都沒有
[00:12:20.360 --> 00:12:21.960]  開玩笑
[00:12:21.960 --> 00:12:23.720]  叫我來跟從你
[00:12:23.720 --> 00:12:24.720]  他馬上怎麼說
[00:12:24.720 --> 00:12:29.800]  他說容我回去埋葬了我的父親先
[00:12:29.800 --> 00:12:32.600]  他的爸爸死了嗎
[00:12:32.600 --> 00:12:34.560]  爸爸死了他還在趁熱鬧
[00:12:34.560 --> 00:12:37.080]  跟着耶穌基督一起看熱鬧
[00:12:37.080 --> 00:12:39.560]  他說爸爸還沒死
[00:12:39.560 --> 00:12:42.520]  那爲什麼他說要等爸爸八年
[00:12:42.520 --> 00:12:45.440]  葬了之後纔來跟隨耶穌基督
[00:12:45.440 --> 00:12:47.280]  他說等爸爸八年之後
[00:12:47.280 --> 00:12:49.600]  說不定能分財產
[00:12:49.600 --> 00:12:51.480]  你說跟隨你什麼都沒有
[00:12:51.480 --> 00:12:53.600]  連睡的地方都沒有這麼可憐
[00:12:53.600 --> 00:12:59.000]  如果我分到財產我就來跟從你
[00:12:59.000 --> 00:13:01.560]  這個人都沒有心來跟從耶穌基督
[00:13:01.560 --> 00:13:03.880]  不是這麼容易的跟從耶穌基督
[00:13:03.880 --> 00:13:08.120]  不是個個都願意捨棄來跟隨耶穌基督
[00:13:08.120 --> 00:13:09.440]  又在另外一個場合
[00:13:09.440 --> 00:13:10.920]  耶穌基督又說
[00:13:10.920 --> 00:13:13.000]  《路加福音》17章33節
[00:13:13.000 --> 00:13:15.080]  又是一樣的教導
[00:13:15.080 --> 00:13:18.720]  他說凡想要保存生命的
[00:13:18.720 --> 00:13:20.120]  必喪掉生命
[00:13:20.120 --> 00:13:21.640]  凡喪掉生命的
[00:13:21.640 --> 00:13:23.200]  必救活生命
[00:13:23.200 --> 00:13:25.520]  又是一樣的教導
[00:13:25.520 --> 00:13:27.880]  不要自私自我自利
[00:13:27.880 --> 00:13:36.240]  你們要捨棄一切來跟從我
[00:13:36.240 --> 00:13:39.640]  在這裏《約翰福音》12章24節
[00:13:39.640 --> 00:13:41.440]  又有不同的經文
[00:13:41.440 --> 00:13:43.960]  又是教導很相似的東西
[00:13:43.960 --> 00:13:47.400]  耶穌基督在這裏《約翰福音》12章24節
[00:13:47.400 --> 00:13:49.800]  說「我實實在在地告訴你們
[00:13:49.800 --> 00:13:52.480]  一粒物子不落在地裏死了
[00:13:52.480 --> 00:13:54.240]  仍舊是一粒
[00:13:54.240 --> 00:13:57.960]  若是死了就結出許多的子粒來」
[00:13:57.960 --> 00:13:59.400]  說的是什麼
[00:13:59.400 --> 00:14:00.960]  如果你們不跟隨我
[00:14:00.960 --> 00:14:03.960]  不捨棄來跟隨我的話
[00:14:03.960 --> 00:14:07.080]  一粒種子就是永遠一粒種子
[00:14:07.080 --> 00:14:10.000]  但是你願意捨棄跟從我的話
[00:14:10.000 --> 00:14:14.000]  你能夠結出很多的果子來
[00:14:14.000 --> 00:14:16.120]  接着在這裏《約翰福音》12章25節
[00:14:16.120 --> 00:14:17.800]  又是一樣的經文
[00:14:17.800 --> 00:14:20.960]  「愛惜自己生命的就喪失生命
[00:14:20.960 --> 00:14:22.240]  在這世上
[00:14:22.240 --> 00:14:27.680]  恨護自己生命的就要保存生命到永生
[00:14:27.680 --> 00:14:32.080]  若有人服侍我就當跟從我」
[00:14:32.080 --> 00:14:33.400]  弟兄姊妹
[00:14:33.400 --> 00:14:39.120]  我們願不願意捨棄來跟從耶穌基督
[00:14:39.120 --> 00:14:42.600]  神未必要你捨棄一切
[00:14:42.600 --> 00:14:44.760]  未必要你捨棄你的事業
[00:14:44.760 --> 00:14:45.920]  你的財富
[00:14:45.920 --> 00:14:48.640]  未必要你捨棄和家人的關係
[00:14:48.640 --> 00:14:50.520]  甚至你的性命
[00:14:50.520 --> 00:14:53.960]  但是如果耶穌基督真的要你這麼做
[00:14:53.960 --> 00:14:59.600]  你會怎麼樣呢
[00:14:59.600 --> 00:15:04.320]  這個又帶領我們進入了我們今天的經文
[00:15:04.320 --> 00:15:06.160]  今天的經文如果你記得的話
[00:15:06.160 --> 00:15:07.880]  剛纔我們讀過
[00:15:07.880 --> 00:15:11.680]  在這裏《馬太福音》16章15至19節
[00:15:11.680 --> 00:15:15.920]  耶穌問門徒我是誰
[00:15:15.920 --> 00:15:18.560]  西門彼得就是最快回答
[00:15:18.560 --> 00:15:21.280]  西門彼得嘴巴永遠都是很快的
[00:15:21.280 --> 00:15:22.160]  他說什麼
[00:15:22.160 --> 00:15:26.200]  他說你是基督是永生神的兒子
[00:15:26.200 --> 00:15:29.600]  耶穌基督說你這次答對了
[00:15:29.600 --> 00:15:31.920]  你是西門巴若拿
[00:15:31.920 --> 00:15:33.920]  什麼叫西門巴若拿
[00:15:33.920 --> 00:15:36.520]  你就是若拿的兒子西門
[00:15:36.520 --> 00:15:38.120]  你答對了
[00:15:38.120 --> 00:15:39.920]  你真的有福
[00:15:39.920 --> 00:15:41.400]  耶穌基督還說什麼
[00:15:41.400 --> 00:15:44.640]  這個不是憑血氣你能夠說出來的
[00:15:44.640 --> 00:15:49.360]  是天父的指示給你看的
[00:15:49.360 --> 00:15:51.320]  彼得其實是做了什麼
[00:15:51.320 --> 00:15:55.280]  彼得其實是承認了耶穌基督就是救主
[00:15:55.280 --> 00:15:57.520]  因爲基督的意思就是救主
[00:15:57.520 --> 00:15:59.920]  他說你是基督你是救主
[00:15:59.920 --> 00:16:02.240]  你是神的兒子
[00:16:02.240 --> 00:16:07.320]  這個和我們基督徒承認耶穌基督都很相似
[00:16:07.320 --> 00:16:08.680]  我們承認耶穌基督
[00:16:08.680 --> 00:16:11.440]  我們就承認耶穌基督是我們的救主
[00:16:11.440 --> 00:16:15.040]  是不是
[00:16:15.040 --> 00:16:16.480]  耶穌基督是我們的救主
[00:16:16.480 --> 00:16:18.760]  不是那麼容易能夠承認的
[00:16:18.760 --> 00:16:23.000]  是要有聖靈來感動我們才能夠說得出
[00:16:23.000 --> 00:16:25.400]  但如果聖靈真的感動我們
[00:16:25.400 --> 00:16:27.080]  我們就會怎樣
[00:16:27.080 --> 00:16:30.240]  會真真正正背起自己的十字架
[00:16:30.240 --> 00:16:34.280]  捨己來跟從耶穌基督
[00:16:34.280 --> 00:16:38.280]  我們看看耶穌基督還和彼得說什麼
[00:16:38.280 --> 00:16:44.400]  他說你是彼得 Petros 小石仔
[00:16:44.400 --> 00:16:47.600]  教會將會建立在盤石上
[00:16:47.600 --> 00:16:48.920]  Petra
[00:16:48.920 --> 00:16:52.440]  Petra和Petros是兩個不同的字
[00:16:52.440 --> 00:16:55.200]  很可惜天主教是怎樣
[00:16:55.200 --> 00:16:58.880]  調轉了它 歪曲了它來說
[00:16:58.880 --> 00:17:02.920]  耶穌基督說要將教會建立在彼得身上
[00:17:02.920 --> 00:17:08.040]  所以他們說爲什麼彼得就是天主教第一位主教
[00:17:08.040 --> 00:17:13.960]  就是因爲耶穌基督說要將教會建立在彼得身上
[00:17:13.960 --> 00:17:15.640]  其實這個Petra是什麼
[00:17:15.640 --> 00:17:18.040]  這個盤石是誰
[00:17:18.040 --> 00:17:20.600]  盤石是耶穌基督
[00:17:20.600 --> 00:17:23.920]  剛剛纔看到這個纔是教會的根基
[00:17:23.920 --> 00:17:26.000]  剛纔唱聖詩我們也有唱
[00:17:26.000 --> 00:17:28.760]  教會唯一的根基是耶穌基督
[00:17:28.760 --> 00:17:31.800]  祂就是基督是永生神的兒子
[00:17:31.800 --> 00:17:35.240]  這個是教會的根基
[00:17:35.240 --> 00:17:37.760]  接着耶穌基督還和門徒說
[00:17:37.760 --> 00:17:41.880]  你們知不知道天國的鎖匙都給了你們了
[00:17:41.880 --> 00:17:46.000]  如果是地上捆綁的 天上都要捆綁
[00:17:46.000 --> 00:17:49.480]  你們在地上釋放的 天上都要釋放
[00:17:49.480 --> 00:17:52.240]  意思是你們和人傳福音的時候
[00:17:52.240 --> 00:17:56.640]  有誰接受的 那就是他們的罪被釋放
[00:17:56.640 --> 00:18:00.000]  有誰不接受的話 他們的罪仍然被捆綁
[00:18:00.000 --> 00:18:02.360]  所以地上捆綁的 天上都捆綁
[00:18:02.360 --> 00:18:05.840]  地上釋放的 天上也都釋放
[00:18:05.840 --> 00:18:09.760]  你想想可不可以想象當時彼得的心情
[00:18:09.760 --> 00:18:12.480]  我想他開心得不得了
[00:18:12.480 --> 00:18:14.800]  這個還不是尼賽亞
[00:18:14.800 --> 00:18:19.160]  這個就是我們夢寐以求等了很久很久的尼賽亞
[00:18:19.160 --> 00:18:23.120]  他建立他的教會連天國的鎖匙都給了我們
[00:18:23.120 --> 00:18:25.800]  原來準不準人進入天國
[00:18:25.800 --> 00:18:27.880]  不是民事 不是發尼賽人
[00:18:27.880 --> 00:18:33.240]  甚至不是祭司長 是我們這羣門徒
[00:18:33.240 --> 00:18:38.080]  我相信他開心得不得了 他說我要講給全世界的人聽
[00:18:38.080 --> 00:18:40.800]  結果耶穌基督怎樣跟他講
[00:18:40.800 --> 00:18:45.000]  耶穌基督說 你不可以告訴別人我是基督
[00:18:45.000 --> 00:18:47.400]  現在還不是時候
[00:18:47.400 --> 00:18:50.040]  接着他們跟門徒說什麼
[00:18:50.040 --> 00:18:52.120]  我要去耶路撒冷
[00:18:52.120 --> 00:18:54.040]  我要受很多苦
[00:18:54.040 --> 00:18:58.640]  受長老 祭司長和民事很多的苦
[00:18:58.640 --> 00:19:04.120]  然後我要被殺 三天是復活
[00:19:04.120 --> 00:19:06.120]  耶穌基督其實在講什麼
[00:19:06.120 --> 00:19:08.880]  他說我的國不是屬於這個世界
[00:19:08.880 --> 00:19:13.520]  正如當他被比拉多來審問他時
[00:19:13.520 --> 00:19:15.280]  問他是不是猶太人的王
[00:19:15.280 --> 00:19:17.640]  他說我的國不是這個世界
[00:19:17.640 --> 00:19:21.520]  他說暫時我不會建立我的國在這個地上
[00:19:21.520 --> 00:19:24.920]  我不會進入我的榮耀 這是將來的事
[00:19:24.920 --> 00:19:30.000]  他說我會爲衆人而死 受苦 三天覆活
[00:19:30.000 --> 00:19:32.920]  這是我這次來要做的
[00:19:32.920 --> 00:19:34.360]  彼得怎樣說
[00:19:34.360 --> 00:19:36.160]  彼得拉着他勸他說
