
[00:00:00.000 --> 00:00:02.000]  各位兄姊妹,聖誕快樂!
[00:03:34.000 --> 00:03:35.000]  少喫點甜點
[00:03:35.000 --> 00:03:38.000]  就可以將活力召喚回來
[00:03:38.000 --> 00:03:40.000]  就可以召喚力量
[00:03:40.000 --> 00:03:42.000]  結果是怎樣呢?
[00:03:42.000 --> 00:03:45.000]  或者大家都有目共睹了
[00:03:45.000 --> 00:03:48.000]  一年就過去了
[00:03:48.000 --> 00:03:51.000]  回復青春,很老實,真的沒什麼進展
[00:03:51.000 --> 00:03:54.000]  老實講,回復青春實在是沒有進展
[00:03:54.000 --> 00:03:57.000]  我會說反而和那些甜品的友情越來越深厚
[00:03:57.000 --> 00:04:00.000]  反而跟甜點的交情深厚了
[00:04:00.000 --> 00:04:03.000]  做運動,極其量都是每天和狗走走
[00:04:03.000 --> 00:04:06.000]  運動就是每天和狗散散步
[00:04:06.000 --> 00:04:09.000]  這個經歷教了我一個道理
[00:04:09.000 --> 00:04:12.000]  願望真的是出於自己
[00:04:12.000 --> 00:04:15.000]  可以是一廂情願
[00:04:15.000 --> 00:04:18.000]  盼望就有點不同
[00:04:18.000 --> 00:04:21.000]  盼望是出於神的
[00:04:21.000 --> 00:04:24.000]  其實是神對我們將來的一個應許
[00:04:24.000 --> 00:04:27.000]  聽姐妹聖經這個故事
[00:04:27.000 --> 00:04:30.000]  在路加福音告訴我們
[00:04:30.000 --> 00:04:33.000]  耶穌降生其實是盼望的來臨
[00:04:33.000 --> 00:04:36.000]  耶穌降生其實是盼望的來臨
[00:04:36.000 --> 00:04:39.000]  不是憑空想象的盼望是出於神
[00:04:39.000 --> 00:04:42.000]  不是憑空想象的盼望是出於神
[00:04:42.000 --> 00:04:45.000]  並且當耶穌臨到我們的生命
[00:04:45.000 --> 00:04:48.000]  盼望也都會隨之臨到我們的生命
[00:04:48.000 --> 00:04:51.000]  並且當耶穌臨到我們的生命
[00:04:51.000 --> 00:04:54.000]  盼望也隨之臨到
[00:04:54.000 --> 00:04:57.000]  所以我希望今天聖誕節的崇拜
[00:04:57.000 --> 00:05:00.000]  我們每一個人都看到盼望的來臨
[00:05:00.000 --> 00:05:03.000]  我希望在今天聖誕節的崇拜裏
[00:05:03.000 --> 00:05:06.000]  我們每一個人都看到盼望的來臨
[00:05:06.000 --> 00:05:09.000]  我們每一個人都看到盼望的來臨
[00:05:09.000 --> 00:05:12.000]  今天我們會看路加福音耶穌誕生的經文
[00:05:12.000 --> 00:05:15.000]  我們今天看的是路加福音耶穌誕生的經文
[00:05:15.000 --> 00:05:18.000]  剛剛好是三個時段
[00:05:18.000 --> 00:05:21.000]  剛好是三個時段
[00:05:21.000 --> 00:05:24.000]  出生之前
[00:05:24.000 --> 00:05:27.000]  出生之前
[00:05:27.000 --> 00:05:30.000]  出生之前
[00:05:30.000 --> 00:05:33.000]  三個時段都教我們看到神在當中的工作
[00:05:33.000 --> 00:05:36.000]  看到神的工作就有盼望
[00:05:36.000 --> 00:05:39.000]  看到神的工作就有盼望
[00:05:39.000 --> 00:05:42.000]  讓我們低頭禱告
[00:05:42.000 --> 00:05:45.000]  親愛的恩主我們滿傷陷阱
[00:05:45.000 --> 00:05:48.000]  因爲今天我們能夠在聖誕節當中敬拜主你
[00:05:48.000 --> 00:05:51.000]  今天我們能在聖誕節敬拜主
[00:05:51.000 --> 00:05:54.000]  我們得以稱主耶穌基督你爲救主
[00:05:54.000 --> 00:05:57.000]  得以稱主耶穌基督爲救主
[00:05:57.000 --> 00:06:00.000]  因爲你從前誕生來到世界
[00:06:00.000 --> 00:06:03.000]  你將盼望帶到這個世界
[00:06:03.000 --> 00:06:06.000]  讓我們看到神你並不是遠在天方
[00:06:06.000 --> 00:06:09.000]  讓我們看到神你並不是遠在天方
[00:06:09.000 --> 00:06:12.000]  而你真是以馬來歷與我們同在
[00:06:12.000 --> 00:06:15.000]  而是以馬內利與我們同在
[00:06:15.000 --> 00:06:18.000]  願意今天聖靈你感動我們
[00:06:18.000 --> 00:06:21.000]  願意今天聖靈你感動我們
[00:06:21.000 --> 00:06:24.000]  每當我們想起天父想起主耶穌基督
[00:06:24.000 --> 00:06:27.000]  每當我們想起天父想起主耶穌基督
[00:06:27.000 --> 00:06:30.000]  每當我們想起主耶穌基督
[00:06:30.000 --> 00:06:33.000]  每當我們想起主耶穌基督
[00:06:33.000 --> 00:06:36.000]  每當我們想起主耶穌基督
[00:06:36.000 --> 00:06:39.000]  每當我們想起主耶穌基督
[00:06:39.000 --> 00:06:42.000]  每當我們想起主耶穌基督
[00:06:42.000 --> 00:06:45.000]  每當我們想起主耶穌基督
[00:06:45.000 --> 00:06:48.000]  每當我們想起主耶穌基督
[00:06:48.000 --> 00:06:51.000]  每當我們想起主耶穌基督
[00:06:51.000 --> 00:06:54.000]  每當我們想起主耶穌基督
[00:06:54.000 --> 00:06:57.000]  每當我們想起主耶穌基督
[00:06:57.000 --> 00:07:00.000]  每當我們想起主耶穌基督
[00:07:00.000 --> 00:07:03.000]  每當我們想起主耶穌基督
[00:07:03.000 --> 00:07:06.000]  每當我們想起主耶穌基督
[00:07:06.000 --> 00:07:09.000]  每當我們想起主耶穌基督
[00:07:09.000 --> 00:07:12.000]  每當我們想起主耶穌基督
[00:07:12.000 --> 00:07:15.000]  每當我們想起主耶穌基督
[00:07:15.000 --> 00:07:18.000]  每當我們想起主耶穌基督
[00:07:18.000 --> 00:07:21.000]  每當我們想起主耶穌基督
[00:07:21.000 --> 00:07:24.000]  每當我們想起主耶穌基督
[00:07:24.000 --> 00:07:27.000]  每當我們想起主耶穌基督
[00:07:27.000 --> 00:07:30.000]  每當我們想起主耶穌基督
[00:07:30.000 --> 00:07:33.000]  每當我們想起主耶穌基督
[00:07:33.000 --> 00:07:36.000]  每當我們想起主耶穌基督
[00:07:36.000 --> 00:07:39.000]  每當我們想起主耶穌基督
[00:07:39.000 --> 00:07:42.000]  每當我們想起主耶穌基督
[00:07:42.000 --> 00:07:45.000]  每當我們想起主耶穌基督
[00:07:45.000 --> 00:07:48.000]  每當我們想起主耶穌基督
[00:07:48.000 --> 00:07:51.000]  每當我們想起主耶穌基督
[00:07:51.000 --> 00:07:54.000]  每當我們想起主耶穌基督
[00:07:54.000 --> 00:07:57.000]  每當我們想起主耶穌基督
[00:07:57.000 --> 00:08:00.000]  每當我們想起主耶穌基督
[00:08:00.000 --> 00:08:03.000]  每當我們想起主耶穌基督
[00:08:03.000 --> 00:08:06.000]  每當我們想起主耶穌基督
[00:08:06.000 --> 00:08:09.000]  每當我們想起主耶穌基督
[00:08:09.000 --> 00:08:12.000]  每當我們想起主耶穌基督
[00:08:12.000 --> 00:08:15.000]  每當我們想起主耶穌基督
[00:08:15.000 --> 00:08:18.000]  每當我們想起主耶穌基督
[00:08:18.000 --> 00:08:21.000]  每當我們想起主耶穌基督
[00:08:21.000 --> 00:08:24.000]  每當我們想起主耶穌基督
[00:08:24.000 --> 00:08:27.000]  每當我們想起主耶穌基督
[00:08:27.000 --> 00:08:30.000]  每當我們想起主耶穌基督
[00:08:30.000 --> 00:08:33.000]  每當我們想起主耶穌基督
[00:08:33.000 --> 00:08:36.000]  每當我們想起主耶穌基督
[00:08:36.000 --> 00:08:39.000]  每當我們想起主耶穌基督
[00:08:39.000 --> 00:08:42.000]  每當我們想起主耶穌基督
[00:08:42.000 --> 00:08:45.000]  每當我們想起主耶穌基督
[00:08:45.000 --> 00:08:48.000]  每當我們想起主耶穌基督
[00:08:48.000 --> 00:08:51.000]  每當我們想起主耶穌基督
[00:08:51.000 --> 00:08:54.000]  每當我們想起主耶穌基督
[00:08:54.000 --> 00:08:57.000]  每當我們想起主耶穌基督
[00:08:57.000 --> 00:09:00.000]  每當我們想起主耶穌基督
[00:09:00.000 --> 00:09:03.000]  每當我們想起主耶穌基督
[00:09:03.000 --> 00:09:06.000]  每當我們想起主耶穌基督
[00:09:06.000 --> 00:09:09.000]  每當我們想起主耶穌基督
[00:09:09.000 --> 00:09:12.000]  每當我們想起主耶穌基督
[00:09:12.000 --> 00:09:15.000]  每當我們想起主耶穌基督
[00:09:15.000 --> 00:09:18.000]  每當我們想起主耶穌基督
[00:09:18.000 --> 00:09:21.000]  每當我們想起主耶穌基督
[00:09:21.000 --> 00:09:24.000]  每當我們想起主耶穌基督
[00:09:24.000 --> 00:09:27.000]  每當我們想起主耶穌基督
[00:09:27.000 --> 00:09:30.000]  每當我們想起主耶穌基督
[00:09:30.000 --> 00:09:33.000]  每當我們想起主耶穌基督
[00:09:33.000 --> 00:09:36.000]  每當我們想起主耶穌基督
[00:09:36.000 --> 00:09:39.000]  每當我們想起主耶穌基督
[00:09:39.000 --> 00:09:42.000]  每當我們想起主耶穌基督
[00:09:42.000 --> 00:09:45.000]  每當我們想起主耶穌基督
[00:09:45.000 --> 00:09:48.000]  每當我們想起主耶穌基督
[00:09:48.000 --> 00:09:51.000]  每當我們想起主耶穌基督
[00:09:51.000 --> 00:09:54.000]  每當我們想起主耶穌基督
[00:09:54.000 --> 00:09:57.000]  每當我們想起主耶穌基督
[00:09:57.000 --> 00:10:00.000]  每當我們想起主耶穌基督
[00:10:00.000 --> 00:10:03.000]  每當我們想起主耶穌基督
[00:10:03.000 --> 00:10:06.000]  每當我們想起主耶穌基督
[00:10:06.000 --> 00:10:09.000]  每當我們想起主耶穌基督
[00:10:09.000 --> 00:10:12.000]  每當我們想起主耶穌基督
[00:10:12.000 --> 00:10:15.000]  每當我們想起主耶穌基督
[00:10:15.000 --> 00:10:18.000]  每當我們想起主耶穌基督
[00:10:18.000 --> 00:10:21.000]  每當我們想起主耶穌基督
[00:10:21.000 --> 00:10:24.000]  每當我們想起主耶穌基督
[00:10:24.000 --> 00:10:27.000]  每當我們想起主耶穌基督
[00:10:27.000 --> 00:10:30.000]  每當我們想起主耶穌基督
[00:10:30.000 --> 00:10:33.000]  每當我們想起主耶穌基督
[00:10:33.000 --> 00:10:36.000]  每當我們想起主耶穌基督
[00:10:36.000 --> 00:10:39.000]  每當我們想起主耶穌基督
[00:10:39.000 --> 00:10:42.000]  每當我們想起主耶穌基督
[00:10:42.000 --> 00:10:45.000]  每當我們想起主耶穌基督
[00:10:45.000 --> 00:10:48.000]  每當我們想起主耶穌基督
[00:10:48.000 --> 00:10:51.000]  每當我們想起主耶穌基督
[00:10:51.000 --> 00:10:54.000]  每當我們想起主耶穌基督
[00:10:54.000 --> 00:10:57.000]  每當我們想起主耶穌基督
[00:10:57.000 --> 00:11:00.000]  每當我們想起主耶穌基督
[00:11:00.000 --> 00:11:03.000]  每當我們想起主耶穌基督
[00:11:03.000 --> 00:11:06.000]  每當我們想起主耶穌基督
[00:11:06.000 --> 00:11:09.000]  每當我們想起主耶穌基督
[00:11:09.000 --> 00:11:12.000]  每當我們想起主耶穌基督
[00:11:12.000 --> 00:11:15.000]  每當我們想起主耶穌基督
[00:11:15.000 --> 00:11:18.000]  每當我們想起主耶穌基督
[00:11:18.000 --> 00:11:21.000]  每當我們想起主耶穌基督
[00:11:21.000 --> 00:11:24.000]  每當我們想起主耶穌基督
[00:11:24.000 --> 00:11:27.000]  每當我們想起主耶穌基督
[00:11:27.000 --> 00:11:30.000]  每當我們想起主耶穌基督
[00:11:30.000 --> 00:11:33.000]  每當我們想起主耶穌基督
[00:11:33.000 --> 00:11:36.000]  每當我們想起主耶穌基督
[00:11:36.000 --> 00:11:39.000]  每當我們想起主耶穌基督
[00:11:39.000 --> 00:11:42.000]  每當我們想起主耶穌基督
[00:11:42.000 --> 00:11:45.000]  每當我們想起主耶穌基督
[00:11:45.000 --> 00:11:48.000]  每當我們想起主耶穌基督
[00:11:48.000 --> 00:11:51.000]  每當我們想起主耶穌基督
[00:11:51.000 --> 00:11:54.000]  每當我們想起主耶穌基督
[00:11:54.000 --> 00:11:57.000]  每當我們想起主耶穌基督
[00:11:57.000 --> 00:12:00.000]  每當我們想起主耶穌基督
[00:12:00.000 --> 00:12:03.000]  每當我們想起主耶穌基督
[00:12:03.000 --> 00:12:06.000]  每當我們想起主耶穌基督
[00:12:06.000 --> 00:12:09.000]  每當我們想起主耶穌基督
[00:12:09.000 --> 00:12:12.000]  每當我們想起主耶穌基督
[00:12:12.000 --> 00:12:15.000]  每當我們想起主耶穌基督
[00:12:15.000 --> 00:12:18.000]  每當我們想起主耶穌基督
[00:12:18.000 --> 00:12:21.000]  每當我們想起主耶穌基督
[00:12:21.000 --> 00:12:24.000]  每當我們想起主耶穌基督
[00:12:24.000 --> 00:12:27.000]  每當我們想起主耶穌基督
[00:12:27.000 --> 00:12:30.000]  每當我們想起主耶穌基督
[00:12:30.000 --> 00:12:33.000]  每當我們想起主耶穌基督
[00:12:33.000 --> 00:12:36.000]  每當我們想起主耶穌基督
[00:12:36.000 --> 00:12:39.000]  每當我們想起主耶穌基督
[00:12:39.000 --> 00:12:42.000]  每當我們想起主耶穌基督
[00:12:42.000 --> 00:12:45.000]  每當我們想起主耶穌基督
[00:12:45.000 --> 00:12:48.000]  每當我們想起主耶穌基督
[00:12:48.000 --> 00:12:51.000]  每當我們想起主耶穌基督
[00:12:51.000 --> 00:12:54.000]  每當我們想起主耶穌基督
[00:12:54.000 --> 00:12:57.000]  每當我們想起主耶穌基督
[00:12:57.000 --> 00:13:00.000]  每當我們想起主耶穌基督
[00:13:00.000 --> 00:13:03.000]  每當我們想起主耶穌基督
[00:13:03.000 --> 00:13:06.000]  每當我們想起主耶穌基督
[00:13:06.000 --> 00:13:09.000]  每當我們想起主耶穌基督
[00:13:09.000 --> 00:13:12.000]  每當我們想起主耶穌基督
[00:13:12.000 --> 00:13:15.000]  每當我們想起主耶穌基督
[00:13:15.000 --> 00:13:18.000]  每當我們想起主耶穌基督
[00:13:18.000 --> 00:13:21.000]  每當我們想起主耶穌基督
[00:13:21.000 --> 00:13:24.000]  每當我們想起主耶穌基督
[00:13:24.000 --> 00:13:27.000]  每當我們想起主耶穌基督
[00:13:27.000 --> 00:13:30.000]  每當我們想起主耶穌基督
[00:13:30.000 --> 00:13:33.000]  每當我們想起主耶穌基督
[00:13:33.000 --> 00:13:36.000]  每當我們想起主耶穌基督
[00:13:36.000 --> 00:13:39.000]  每當我們想起主耶穌基督
[00:13:39.000 --> 00:13:42.000]  每當我們想起主耶穌基督
[00:13:42.000 --> 00:13:45.000]  每當我們想起主耶穌基督
[00:13:45.000 --> 00:13:48.000]  每當我們想起主耶穌基督
[00:13:48.000 --> 00:13:51.000]  每當我們想起主耶穌基督
[00:13:51.000 --> 00:13:54.000]  每當我們想起主耶穌基督
[00:13:54.000 --> 00:13:57.000]  每當我們想起主耶穌基督
[00:13:57.000 --> 00:14:00.000]  每當我們想起主耶穌基督
[00:14:00.000 --> 00:14:03.000]  每當我們想起主耶穌基督
[00:14:03.000 --> 00:14:06.000]  每當我們想起主耶穌基督
[00:14:06.000 --> 00:14:09.000]  每當我們想起主耶穌基督
[00:14:09.000 --> 00:14:12.000]  每當我們想起主耶穌基督
[00:14:12.000 --> 00:14:15.000]  每當我們想起主耶穌基督
[00:14:15.000 --> 00:14:18.000]  每當我們想起主耶穌基督
[00:14:18.000 --> 00:14:21.000]  每當我們想起主耶穌基督
[00:14:21.000 --> 00:14:24.000]  每當我們想起主耶穌基督
[00:14:24.000 --> 00:14:27.000]  每當我們想起主耶穌基督
[00:14:27.000 --> 00:14:30.000]  每當我們想起主耶穌基督
[00:14:30.000 --> 00:14:33.000]  每當我們想起主耶穌基督
[00:14:33.000 --> 00:14:36.000]  每當我們想起主耶穌基督
[00:14:36.000 --> 00:14:39.000]  每當我們想起主耶穌基督
[00:14:39.000 --> 00:14:42.000]  每當我們想起主耶穌基督
[00:14:42.000 --> 00:14:45.000]  每當我們想起主耶穌基督
[00:14:45.000 --> 00:14:48.000]  每當我們想起主耶穌基督
[00:14:48.000 --> 00:14:51.000]  每當我們想起主耶穌基督
[00:14:51.000 --> 00:14:54.000]  每當我們想起主耶穌基督
[00:14:54.000 --> 00:14:57.000]  每當我們想起主耶穌基督
[00:14:57.000 --> 00:15:00.000]  每當我們想起主耶穌基督
[00:15:00.000 --> 00:15:03.000]  每當我們想起主耶穌基督
[00:15:03.000 --> 00:15:06.000]  每當我們想起主耶穌基督
[00:15:06.000 --> 00:15:09.000]  每當我們想起主耶穌基督
[00:15:09.000 --> 00:15:12.000]  每當我們想起主耶穌基督
[00:15:12.000 --> 00:15:15.000]  每當我們想起主耶穌基督
[00:15:15.000 --> 00:15:18.000]  每當我們想起主耶穌基督
[00:15:18.000 --> 00:15:21.000]  每當我們想起主耶穌基督
[00:15:21.000 --> 00:15:24.000]  每當我們想起主耶穌基督
[00:15:24.000 --> 00:15:27.000]  每當我們想起主耶穌基督
[00:15:27.000 --> 00:15:30.000]  每當我們想起主耶穌基督
[00:15:30.000 --> 00:15:33.000]  每當我們想起主耶穌基督
[00:15:33.000 --> 00:15:36.000]  每當我們想起主耶穌基督
[00:15:36.000 --> 00:15:39.000]  每當我們想起主耶穌基督
[00:15:39.000 --> 00:15:42.000]  每當我們想起主耶穌基督
[00:15:42.000 --> 00:15:45.000]  每當我們想起主耶穌基督
[00:15:45.000 --> 00:15:48.000]  每當我們想起主耶穌基督
[00:15:48.000 --> 00:15:51.000]  每當我們想起主耶穌基督
[00:15:51.000 --> 00:15:54.000]  每當我們想起主耶穌基督
[00:15:54.000 --> 00:15:57.000]  每當我們想起主耶穌基督
[00:15:57.000 --> 00:16:00.000]  每當我們想起主耶穌基督
[00:16:00.000 --> 00:16:03.000]  每當我們想起主耶穌基督
[00:16:03.000 --> 00:16:06.000]  每當我們想起主耶穌基督
[00:16:06.000 --> 00:16:09.000]  每當我們想起主耶穌基督
[00:16:09.000 --> 00:16:12.000]  每當我們想起主耶穌基督
[00:16:12.000 --> 00:16:15.000]  每當我們想起主耶穌基督
[00:16:15.000 --> 00:16:18.000]  每當我們想起主耶穌基督
[00:16:18.000 --> 00:16:21.000]  每當我們想起主耶穌基督
[00:16:21.000 --> 00:16:24.000]  每當我們想起主耶穌基督
[00:16:24.000 --> 00:16:27.000]  每當我們想起主耶穌基督
[00:16:27.000 --> 00:16:30.000]  每當我們想起主耶穌基督
[00:16:30.000 --> 00:16:33.000]  每當我們想起主耶穌基督
[00:16:33.000 --> 00:16:36.000]  每當我們想起主耶穌基督
[00:16:36.000 --> 00:16:39.000]  每當我們想起主耶穌基督
[00:16:39.000 --> 00:16:42.000]  每當我們想起主耶穌基督
[00:16:42.000 --> 00:16:45.000]  每當我們想起主耶穌基督
[00:16:45.000 --> 00:16:48.000]  每當我們想起主耶穌基督
[00:16:48.000 --> 00:16:51.000]  每當我們想起主耶穌基督
[00:16:51.000 --> 00:16:54.000]  每當我們想起主耶穌基督
[00:16:54.000 --> 00:16:57.000]  每當我們想起主耶穌基督
[00:16:57.000 --> 00:17:00.000]  每當我們想起主耶穌基督
[00:17:00.000 --> 00:17:03.000]  每當我們想起主耶穌基督
[00:17:03.000 --> 00:17:06.000]  每當我們想起主耶穌基督
[00:17:06.000 --> 00:17:09.000]  每當我們想起主耶穌基督
[00:17:09.000 --> 00:17:12.000]  每當我們想起主耶穌基督
[00:17:12.000 --> 00:17:15.000]  每當我們想起主耶穌基督
[00:17:15.000 --> 00:17:18.000]  每當我們想起主耶穌基督
[00:17:18.000 --> 00:17:21.000]  每當我們想起主耶穌基督
[00:17:21.000 --> 00:17:24.000]  每當我們想起主耶穌基督
[00:17:24.000 --> 00:17:27.000]  每當我們想起主耶穌基督
[00:17:27.000 --> 00:17:30.000]  每當我們想起主耶穌基督
[00:17:30.000 --> 00:17:33.000]  每當我們想起主耶穌基督
[00:17:33.000 --> 00:17:36.000]  每當我們想起主耶穌基督
[00:17:36.000 --> 00:17:39.000]  每當我們想起主耶穌基督
[00:17:39.000 --> 00:17:42.000]  每當我們想起主耶穌基督
[00:17:42.000 --> 00:17:45.000]  每當我們想起主耶穌基督
[00:17:45.000 --> 00:17:48.000]  每當我們想起主耶穌基督
[00:17:48.000 --> 00:17:51.000]  每當我們想起主耶穌基督
[00:17:51.000 --> 00:17:54.000]  每當我們想起主耶穌基督
[00:17:54.000 --> 00:17:57.000]  每當我們想起主耶穌基督
[00:17:57.000 --> 00:18:00.000]  每當我們想起主耶穌基督
[00:18:00.000 --> 00:18:03.000]  每當我們想起主耶穌基督
[00:18:03.000 --> 00:18:06.000]  每當我們想起主耶穌基督
[00:18:06.000 --> 00:18:09.000]  每當我們想起主耶穌基督
[00:18:09.000 --> 00:18:12.000]  每當我們想起主耶穌基督
[00:18:12.000 --> 00:18:15.000]  每當我們想起主耶穌基督
[00:18:15.000 --> 00:18:18.000]  每當我們想起主耶穌基督
[00:18:18.000 --> 00:18:21.000]  每當我們想起主耶穌基督
[00:18:21.000 --> 00:18:24.000]  每當我們想起主耶穌基督
[00:18:24.000 --> 00:18:27.000]  每當我們想起主耶穌基督
[00:18:27.000 --> 00:18:30.000]  每當我們想起主耶穌基督
[00:18:30.000 --> 00:18:33.000]  每當我們想起主耶穌基督
[00:18:33.000 --> 00:18:36.000]  每當我們想起主耶穌基督
[00:18:36.000 --> 00:18:39.000]  每當我們想起主耶穌基督
[00:18:39.000 --> 00:18:42.000]  每當我們想起主耶穌基督
[00:18:42.000 --> 00:18:45.000]  每當我們想起主耶穌基督
[00:18:45.000 --> 00:18:48.000]  每當我們想起主耶穌基督
[00:18:48.000 --> 00:18:51.000]  每當我們想起主耶穌基督
[00:18:51.000 --> 00:18:54.000]  每當我們想起主耶穌基督
[00:18:54.000 --> 00:18:57.000]  每當我們想起主耶穌基督
[00:18:57.000 --> 00:19:00.000]  每當我們想起主耶穌基督
[00:19:00.000 --> 00:19:03.000]  每當我們想起主耶穌基督
[00:19:03.000 --> 00:19:06.000]  每當我們想起主耶穌基督
[00:19:06.000 --> 00:19:09.000]  每當我們想起主耶穌基督
[00:19:09.000 --> 00:19:12.000]  每當我們想起主耶穌基督
[00:19:12.000 --> 00:19:15.000]  每當我們想起主耶穌基督
[00:19:15.000 --> 00:19:18.000]  每當我們想起主耶穌基督
[00:19:18.000 --> 00:19:21.000]  每當我們想起主耶穌基督
[00:19:21.000 --> 00:19:24.000]  每當我們想起主耶穌基督
[00:19:24.000 --> 00:19:27.000]  每當我們想起主耶穌基督
[00:19:27.000 --> 00:19:30.000]  每當我們想起主耶穌基督
[00:19:30.000 --> 00:19:33.000]  每當我們想起主耶穌基督
[00:19:33.000 --> 00:19:36.000]  每當我們想起主耶穌基督
[00:19:36.000 --> 00:19:39.000]  每當我們想起主耶穌基督
