
[00:00:00.000 --> 00:00:10.600]  好,感謝主,給我們今天很特別的時間,很特別的背景去崇拜
[00:10:00.000 --> 00:10:03.000]  類似黃大仙的地方去求籤
[00:10:03.000 --> 00:10:04.000]  有沒有人做過這件事
[00:10:04.000 --> 00:10:06.000]  有沒有人做過的
[00:10:06.000 --> 00:10:07.000]  沒有
[00:10:07.000 --> 00:10:08.000]  大家都沒有
[00:10:08.000 --> 00:10:10.000]  迷信主義以前都是沒有去做這些
[00:10:10.000 --> 00:10:11.000]  我去過黃大仙
[00:10:11.000 --> 00:10:13.000]  不過好像沒有求籤
[00:10:13.000 --> 00:10:15.000]  裝香或者做某些事情
[00:10:15.000 --> 00:10:17.000]  但是黃大仙去求籤
[00:10:17.000 --> 00:10:19.000]  大家都不知道籤筒有多少支籤
[00:10:19.000 --> 00:10:21.000]  有沒有人知道
[00:10:21.000 --> 00:10:26.000]  100
[00:10:26.000 --> 00:10:27.000]  今早有個答案100
[00:10:27.000 --> 00:10:28.000]  其實我都不知道
[00:10:28.000 --> 00:10:29.000]  我沒有查到
[00:10:29.000 --> 00:10:31.000]  但是這些搖出來的
[00:10:31.000 --> 00:10:32.000]  代表你就是這樣
[00:10:32.000 --> 00:10:33.000]  你就是這樣
[00:10:33.000 --> 00:10:34.000]  或者看那些星座
[00:10:34.000 --> 00:10:36.000]  看那些觀星
[00:10:36.000 --> 00:10:39.000]  其實很有限的一種的寓言
[00:10:39.000 --> 00:10:40.000]  所謂的寓言
[00:10:40.000 --> 00:10:42.000]  就是說一些很籠統的話
[00:10:42.000 --> 00:10:44.000]  說你和人的關係
[00:10:44.000 --> 00:10:45.000]  這段時間可能不太好
[00:10:45.000 --> 00:10:47.000]  你戀愛運程不太好
[00:10:47.000 --> 00:10:50.000]  你的工作事業可能有些障礙
[00:10:50.000 --> 00:10:54.000]  說一些隨時都可以中和不中的事情
[00:10:54.000 --> 00:10:56.000]  但是耶穌基督
[00:10:56.000 --> 00:11:00.000]  所應驗的寓言是很準確
[00:11:00.000 --> 00:11:03.000]  好像一個罪犯被釘死
[00:11:03.000 --> 00:11:05.000]  但是卻是一個神聖的僕人
[00:11:05.000 --> 00:11:09.000]  這種吊詭性的寓言
[00:11:09.000 --> 00:11:11.000]  沒有其他人
[00:11:11.000 --> 00:11:13.000]  今天的猶太人和以色列人
[00:11:13.000 --> 00:11:15.000]  當他們仍然看舊約聖經
[00:11:15.000 --> 00:11:17.000]  又不相信耶穌的時候
[00:11:17.000 --> 00:11:20.000]  他們不知道這些經文究竟是在說哪一個
[00:11:20.000 --> 00:11:22.000]  他們不知道哪一個人
[00:11:22.000 --> 00:11:25.000]  是這個聖經所寓言的人
[00:11:25.000 --> 00:11:27.000]  唯有我們相信耶穌
[00:11:27.000 --> 00:11:30.000]  我們知道就應驗在耶穌基督的身上
[00:11:30.000 --> 00:11:33.000]  每一個寓言可以跟你這樣說
[00:11:33.000 --> 00:11:36.000]  比中六合彩更加困難
[00:11:36.000 --> 00:11:42.000]  如果每一個寓言能夠應驗
[00:11:42.000 --> 00:11:47.000]  是很難撞出來的
[00:11:47.000 --> 00:11:49.000]  並且很多很多的元加起來
[00:11:49.000 --> 00:11:51.000]  都是吻合的
[00:11:51.000 --> 00:11:55.000]  所以這是我們信仰的很重要的根基
[00:11:55.000 --> 00:11:56.000]  保羅說
[00:11:56.000 --> 00:11:59.000]  是按照聖經所發生的一樣
[00:12:00.000 --> 00:12:01.000]  不是他控制
[00:12:01.000 --> 00:12:02.000]  因為當時都是被動
[00:12:02.000 --> 00:12:04.000]  你被掛在十字架被人捉拿
[00:12:04.000 --> 00:12:06.000]  不到你說你要這樣罰我
[00:12:06.000 --> 00:12:07.000]  你要這樣處罰我
[00:12:07.000 --> 00:12:09.000]  不是耶穌說要這樣被處罰
[00:12:09.000 --> 00:12:12.000]  而是那些不信的人
[00:12:12.000 --> 00:12:13.000]  也不是猶太人
[00:12:13.000 --> 00:12:15.000]  他不是看著聖經跟著這樣做
[00:12:15.000 --> 00:12:16.000]  但是他所做的
[00:12:16.000 --> 00:12:20.000]  只是應驗了聖經的寓言
[00:12:20.000 --> 00:12:22.000]  譬如他說被安葬在婦人
[00:12:22.000 --> 00:12:24.000]  被刑罰的時候
[00:12:24.000 --> 00:12:25.000]  一個囚犯一樣
[00:12:25.000 --> 00:12:27.000]  但是安葬卻是和一個富人
[00:12:27.000 --> 00:12:30.000]  一個有錢人的洞穴中安葬
[00:12:30.000 --> 00:12:33.000]  這些都是很獨特的寓言
[00:12:33.000 --> 00:12:35.000]  第二個大點就是
[00:12:35.000 --> 00:12:40.000]  我們所相信的一個歷史所見證的耶穌
[00:12:40.000 --> 00:12:42.000]  保羅說到
[00:12:42.000 --> 00:12:43.000]  耶穌的復活
[00:12:43.000 --> 00:12:45.000]  曾經顯給基法
[00:12:45.000 --> 00:12:46.000]  即是彼得看
[00:12:46.000 --> 00:12:49.000]  又給十二使徒看
[00:12:49.000 --> 00:12:51.000]  後來又給五百多個弟兄看
[00:12:51.000 --> 00:12:53.000]  有一半現在還活著
[00:12:53.000 --> 00:12:54.000]  他寫聖經的時候還活著
[00:12:54.000 --> 00:12:57.000]  有些已經死了
[00:12:57.000 --> 00:12:58.000]  以後給雅各看
[00:12:58.000 --> 00:13:00.000]  又給眾使徒看
[00:13:00.000 --> 00:13:03.000]  最後也給我保羅看
[00:13:03.000 --> 00:13:07.000]  我好像還沒到產期而生的人一樣
[00:13:07.000 --> 00:13:10.000]  保羅究竟什麼時候見過耶穌
[00:13:10.000 --> 00:13:11.000]  有些討論
[00:13:11.000 --> 00:13:12.000]  有些神學家認為
[00:13:12.000 --> 00:13:14.000]  耶穌在生的時候
[00:13:14.000 --> 00:13:16.000]  保羅已經聽過他講到
[00:13:16.000 --> 00:13:17.000]  或者有些相遇
[00:13:17.000 --> 00:13:18.000]  不過有些神學家又覺得
[00:13:18.000 --> 00:13:20.000]  未必是這樣
[00:13:20.000 --> 00:13:21.000]  高馬聯何
[00:13:21.000 --> 00:13:24.000]  保羅是當耶穌死而復活之後
[00:13:24.000 --> 00:13:25.000]  才相信
[00:13:25.000 --> 00:13:27.000]  在他在大馬色路上
[00:13:27.000 --> 00:13:28.000]  他走著走著
[00:13:28.000 --> 00:13:29.000]  逼伯別人的時候
[00:13:29.000 --> 00:13:31.000]  耶穌向他顯現
[00:13:31.000 --> 00:13:37.000]  跟他說話
[00:13:37.000 --> 00:13:40.000]  所以保羅說到
[00:13:40.000 --> 00:13:43.000]  耶穌復活並不是一種傳說
[00:13:43.000 --> 00:13:44.000]  一種講論
[00:13:44.000 --> 00:13:46.000]  而是有人見到的
[00:13:46.000 --> 00:13:48.000]  有人見到之後
[00:13:48.000 --> 00:13:49.000]  寫出來的
[00:13:49.000 --> 00:13:51.000]  跟別人分享
[00:13:51.000 --> 00:13:52.000]  傳遞出來
[00:13:52.000 --> 00:13:53.000]  你不信去看看
[00:13:53.000 --> 00:13:54.000]  當時就可以這樣
[00:13:54.000 --> 00:13:56.000]  不過我們知道歷史有限
[00:13:56.000 --> 00:13:58.000]  歷史是一個直線
[00:13:58.000 --> 00:13:59.000]  人類的歷史是一個直線
[00:13:59.000 --> 00:14:01.000]  過往在二千多年前
[00:14:01.000 --> 00:14:03.000]  發生的就是在二千多年前
[00:14:03.000 --> 00:14:05.000]  我們不能夠回到
[00:14:05.000 --> 00:14:07.000]  不是回到未來
[00:14:07.000 --> 00:14:08.000]  是回到過去
[00:14:08.000 --> 00:14:10.000]  我們不能夠回到過去去看
[00:14:10.000 --> 00:14:12.000]  那個事情也不能來到未來
[00:14:12.000 --> 00:14:13.000]  讓我們看到
[00:14:13.000 --> 00:14:16.000]  所以我們只相信見證人
[00:14:16.000 --> 00:14:21.000]  他所報告所說的事情
[00:14:21.000 --> 00:14:23.000]  但在聖經以外
[00:14:23.000 --> 00:14:25.000]  有人說你是信耶穌的
[00:14:25.000 --> 00:14:26.000]  你是基督徒
[00:14:26.000 --> 00:14:28.000]  你當然說聖經這樣說是對的
[00:14:28.000 --> 00:14:30.000]  但是我們要知道
[00:14:30.000 --> 00:14:32.000]  有其他的歷史學家
[00:14:32.000 --> 00:14:33.000]  他同樣寫下了
[00:14:33.000 --> 00:14:34.000]  這個人
[00:14:34.000 --> 00:14:36.000]  泰西塔斯
[00:14:36.000 --> 00:14:39.000]  在耶穌離世之後沒多久出生
[00:14:39.000 --> 00:14:41.000]  他是羅馬其中一個最著名
[00:14:41.000 --> 00:14:43.000]  最可靠的歷史家
[00:14:43.000 --> 00:14:46.000]  耶穌在提比留的任內死於比拉多手下
[00:14:46.000 --> 00:14:48.000]  他的門徒說他復活了
[00:14:48.000 --> 00:14:54.000]  並且將他的話從猶太地傳到全羅馬
[00:14:54.000 --> 00:14:57.000]  另一個人說
[00:14:57.000 --> 00:14:59.000]  耶穌是第一世紀的人
[00:14:59.000 --> 00:15:03.000]  他的門徒將他的福音在猶太地傳揚
[00:15:03.000 --> 00:15:07.000]  結果被格魯雕驅逐出城
[00:15:07.000 --> 00:15:11.000]  第三個的翻譯叫約瑟夫
[00:15:11.000 --> 00:15:13.000]  他與耶穌更接近的年代
[00:15:13.000 --> 00:15:15.000]  主要是37年出生
[00:15:15.000 --> 00:15:17.000]  他說耶穌是雅各的哥哥
[00:15:17.000 --> 00:15:19.000]  被稱為基督
[00:15:19.000 --> 00:15:21.000]  他行了許多的神蹟
[00:15:21.000 --> 00:15:23.000]  後來被比拉多釘死
[00:15:23.000 --> 00:15:25.000]  他的門徒說他三日復活
[00:15:25.000 --> 00:15:28.000]  因此他必定是尼塞亞
[00:15:28.000 --> 00:15:31.000]  這些是不信耶穌的人
[00:15:31.000 --> 00:15:33.000]  這些是很可靠的歷史學家
[00:15:33.000 --> 00:15:37.000]  因為他們不是要幫基督徒寫歷史
[00:15:37.000 --> 00:15:40.000]  而是在他的很專業的地位
[00:15:40.000 --> 00:15:42.000]  或者在他獨特的地位上
[00:15:42.000 --> 00:15:46.000]  記述當時歷史所發生的重要事情
[00:15:46.000 --> 00:15:48.000]  他們的見證
[00:15:48.000 --> 00:15:53.000]  都見證著耶穌在世為人
[00:15:53.000 --> 00:15:56.000]  見證到耶穌被釘於十字架
[00:15:56.000 --> 00:15:59.000]  至於他們信不信耶穌復活
[00:15:59.000 --> 00:16:01.000]  你看他的文字
[00:16:01.000 --> 00:16:03.000]  他的門徒說他復活
[00:16:03.000 --> 00:16:05.000]  有這樣的說法
[00:16:05.000 --> 00:16:06.000]  因為他們不信
[00:16:06.000 --> 00:16:08.000]  他們不太相信復活
[00:16:08.000 --> 00:16:09.000]  所以他們寫歷史的時候
[00:16:09.000 --> 00:16:11.000]  不會直接說我信他復活
[00:16:11.000 --> 00:16:16.000]  他只是說他的門徒說他復活
[00:16:16.000 --> 00:16:17.000]  但是大家要知道
[00:16:17.000 --> 00:16:19.000]  這個世界也有些人
[00:16:19.000 --> 00:16:21.000]  是不信耶穌存在
[00:16:21.000 --> 00:16:23.000]  或者有些人說
[00:16:23.000 --> 00:16:25.000]  耶穌沒有死於十字架上
[00:16:25.000 --> 00:16:26.000]  譬如穆斯林
[00:16:26.000 --> 00:16:29.000]  他就不相信耶穌死於十字架上
[00:16:29.000 --> 00:16:31.000]  但是這些歷史學家
[00:16:31.000 --> 00:16:34.000]  很肯定耶穌是死於十字架上
[00:16:34.000 --> 00:16:36.000]  全世界的人都沒有人能夠否認
[00:16:36.000 --> 00:16:38.000]  耶穌是最偉大的人物
[00:16:38.000 --> 00:16:40.000]  包括他所說的話
[00:16:40.000 --> 00:16:42.000]  是有誠信的
[00:16:42.000 --> 00:16:43.000]  是真實的
[00:16:43.000 --> 00:16:45.000]  是可靠的
[00:16:45.000 --> 00:16:47.000]  如果耶穌是說謊的話
[00:16:47.000 --> 00:16:50.000]  他不能夠成為人類的榜樣
[00:16:50.000 --> 00:16:51.000]  但是耶穌
[00:16:51.000 --> 00:16:52.000]  當我們翻開聖經的時候
[00:16:52.000 --> 00:16:54.000]  我們看到他說過
[00:16:54.000 --> 00:16:55.000]  他要受死
[00:16:55.000 --> 00:16:59.000]  並且在第三天復活
[00:16:59.000 --> 00:17:01.000]  所以當我們說信耶穌的時候
[00:17:01.000 --> 00:17:02.000]  我們看歷史
[00:17:02.000 --> 00:17:03.000]  耶穌是存在
[00:17:03.000 --> 00:17:05.000]  耶穌是受死的
[00:17:05.000 --> 00:17:08.000]  耶穌自己也說要復活
[00:17:08.000 --> 00:17:12.000]  我們相信耶穌是有這些歷史的根據
[00:17:12.000 --> 00:17:14.000]  有一個人叫做
[00:17:14.000 --> 00:17:15.000]  寇爾森
[00:17:15.000 --> 00:17:16.000]  Charles Colson
[00:17:16.000 --> 00:17:19.000]  他是水門事件的其中一個主角
[00:17:19.000 --> 00:17:20.000]  1972年
[00:17:20.000 --> 00:17:22.000]  不知道大家有沒有聽過水門事件
[00:17:22.000 --> 00:17:24.000]  當時尼克遜總統在位
[00:17:24.000 --> 00:17:26.000]  但是因為一些政治黑金
[00:17:26.000 --> 00:17:28.000]  被人偷偷地進入大廈
[00:17:28.000 --> 00:17:30.000]  發現了文件
[00:17:30.000 --> 00:17:32.000]  他嘗試去掩蓋這件事情
[00:17:32.000 --> 00:17:37.000]  當時這個寇爾森是一個白宮的法律顧問
[00:17:37.000 --> 00:17:41.000]  他嘗試去掩飾這件事情
[00:17:41.000 --> 00:17:43.000]  但是被人查了幾個星期
[00:17:43.000 --> 00:17:45.000]  大概三個星期
[00:17:45.000 --> 00:17:47.000]  就已經發現漏洞
[00:17:47.000 --> 00:17:51.000]  所以這個寇爾森被判入獄七個月
[00:17:51.000 --> 00:17:53.000]  尼克遜總統也下台
