
[00:00:00.000 --> 00:00:04.080]  今日的講題是「莊稼淑寮」
[00:03:24.080 --> 00:03:27.360]  門徒將食物帶給耶穌
[00:03:27.360 --> 00:03:32.400]  請耶穌吃的時候 耶穌說自己有食物
[00:03:32.400 --> 00:03:35.760]  而且他說道 「我這是在用和合本
[00:03:35.760 --> 00:03:37.760]  不過分別不是太大」
[00:03:37.760 --> 00:03:40.280]  由我讀出再次四章三十四節
[00:03:40.280 --> 00:03:44.160]  「我的食物就是進行猜我來者的旨意
[00:03:44.160 --> 00:03:46.160]  造成他的功」
[00:03:46.160 --> 00:03:48.800]  顯然耶穌所指的食物的意思
[00:03:48.800 --> 00:03:50.800]  當然不是表面的意思
[00:03:50.800 --> 00:03:56.640]  很有可能是在呼應《生命記》八章三節
[00:03:56.640 --> 00:03:59.280]  摩西和以色列人的說話
[00:03:59.280 --> 00:04:01.280]  「他苦戀你 任你飢餓
[00:04:01.280 --> 00:04:05.120]  將你和你列祖所不認識的瓦拿刺給你吃
[00:04:05.120 --> 00:04:08.600]  使你知道人活著不是單靠食物
[00:04:08.600 --> 00:04:12.560]  乃是靠耶和華口裡所出的一切」
[00:04:12.560 --> 00:04:16.400]  耶穌在此用了他整個生命去體現
[00:04:16.400 --> 00:04:19.040]  人活著不是單靠食物
[00:04:19.040 --> 00:04:22.960]  乃是靠耶和華口裡所出的一切
[00:04:22.960 --> 00:04:24.960]  如果我們熟悉聖經
[00:04:24.960 --> 00:04:26.960]  我們就會想起
[00:04:26.960 --> 00:04:29.600]  其實耶穌在曠野獸試探的時候
[00:04:29.600 --> 00:04:33.800]  他同樣用這段經文來回應魔鬼
[00:04:33.800 --> 00:04:36.480]  在對待撒瑪利亞婦人這件事上
[00:04:36.480 --> 00:04:41.120]  很明顯門徒不理解為什麼耶穌要這樣做
[00:04:41.120 --> 00:04:47.680]  但耶穌馬上用這經歷來教導門徒
[00:04:47.680 --> 00:04:50.160]  進行天父的旨意
[00:04:50.160 --> 00:04:52.560]  就是他心中的滿足
[00:04:52.560 --> 00:04:56.000]  甚至可以說是他基本的需要
[00:04:56.000 --> 00:04:57.320]  就是他的食物
[00:04:57.320 --> 00:05:01.000]  也是他這一生人最重要的使命
[00:05:01.000 --> 00:05:03.480]  事實上耶穌所做的一切
[00:05:03.480 --> 00:05:07.000]  他來到這個地上四處傳揚福音
[00:05:07.000 --> 00:05:09.480]  甚至願意走上十字架
[00:05:09.480 --> 00:05:11.160]  來到死亡
[00:05:11.160 --> 00:05:13.880]  為要得著更多人的生命
[00:05:13.880 --> 00:05:18.080]  他來到當中冒險和這個婦人對話
[00:05:18.080 --> 00:05:24.080]  他為的就是要信服和進行天父的旨意
[00:05:24.080 --> 00:05:26.960]  與人分享福音
[00:05:26.960 --> 00:05:28.960]  我相信我們都知道
[00:05:28.960 --> 00:05:30.960]  是耶穌的使命
[00:05:30.960 --> 00:05:33.960]  是耶穌心中的滿足
[00:05:33.960 --> 00:05:36.960]  就算是和一個撒瑪利亞婦人
[00:05:36.960 --> 00:05:38.960]  也是值得他投放時間
[00:05:38.960 --> 00:05:40.960]  甚至冒險
[00:05:40.960 --> 00:05:42.960]  可能要背負他人的指責
[00:05:42.960 --> 00:05:43.960]  閒言
[00:05:43.960 --> 00:05:45.960]  不過他的目的
[00:05:45.960 --> 00:05:48.960]  是要讓更多人得著福音
[00:05:48.960 --> 00:05:49.960]  得著救人
[00:05:49.960 --> 00:05:52.960]  分享上帝的道
[00:05:52.960 --> 00:05:54.960]  就是耶穌的使命
[00:05:54.960 --> 00:05:56.960]  值得他付上代價
[00:05:56.960 --> 00:06:01.960]  今天在這個日子很想和大家再次重溫
[00:06:01.960 --> 00:06:04.960]  景福堂成立的故事
[00:06:04.960 --> 00:06:07.960]  景福堂坐落在屯門碼頭區
[00:06:07.960 --> 00:06:09.960]  原來它成立的原因
[00:06:09.960 --> 00:06:11.960]  是在1982年
[00:06:11.960 --> 00:06:13.960]  由一位窩福堂的會友
[00:06:13.960 --> 00:06:16.960]  唐吾玉美姊妹
[00:06:16.960 --> 00:06:20.960]  她捐了一筆款項給基督教興學會
[00:06:20.960 --> 00:06:22.960]  希望可以作為在這條村
[00:06:22.960 --> 00:06:24.960]  叫做湖景村
[00:06:24.960 --> 00:06:27.960]  這個地方的一間學校
[00:06:27.960 --> 00:06:31.960]  加入唐賓南紀念中學的開辦費
[00:06:31.960 --> 00:06:36.960]  而且盼望窩福堂能夠在這裡設立教會
[00:06:36.960 --> 00:06:38.960]  在1983年8月
[00:06:38.960 --> 00:06:41.960]  窩福堂召集了一千名基督徒義工
[00:06:41.960 --> 00:06:43.960]  和醫護人員
[00:06:43.960 --> 00:06:47.960]  在這條村舉辦了新村新人運動
[00:06:47.960 --> 00:06:50.960]  服侍數以萬計的居民
[00:06:50.960 --> 00:06:52.960]  這個活動過後
[00:06:52.960 --> 00:06:55.960]  景福堂正式成立
[00:06:55.960 --> 00:06:57.960]  不知道窩福堂當中
[00:06:57.960 --> 00:07:01.960]  會否有人當年參與這個運動
[00:07:01.960 --> 00:07:02.960]  如果是的話
[00:07:02.960 --> 00:07:06.960]  很歡迎你和我分享當時的狀況
[00:07:06.960 --> 00:07:08.960]  我也很想知道
[00:07:08.960 --> 00:07:11.960]  這個運動在我成長後
[00:07:11.960 --> 00:07:13.960]  在神學院裝備
[00:07:13.960 --> 00:07:15.960]  有一個老師和我分享
[00:07:15.960 --> 00:07:20.960]  他說當年我看了新村新人的見證
[00:07:20.960 --> 00:07:23.960]  他激勵我踏上全職侍奉的道路
[00:07:23.960 --> 00:07:26.960]  我聽到之後也很感動
[00:07:26.960 --> 00:07:28.960]  屯門碼頭區
[00:07:28.960 --> 00:07:30.960]  其實今天也很遠
[00:07:30.960 --> 00:07:32.960]  乘車也要一個多小時
[00:07:32.960 --> 00:07:33.960]  如果是當年
[00:07:33.960 --> 00:07:35.960]  其實很不方便
[00:07:35.960 --> 00:07:38.960]  我覺得用攀山涉水也不為過
[00:07:38.960 --> 00:07:39.960]  用這四個字語
[00:07:39.960 --> 00:07:41.960]  但是很多人
[00:07:41.960 --> 00:07:45.960]  有一千名基督徒義工和弟兄姊妹
[00:07:45.960 --> 00:07:47.960]  去到當中付出
[00:07:47.960 --> 00:07:50.960]  去到這個地方服侍
[00:07:50.960 --> 00:07:52.960]  其實和耶穌一樣
[00:07:52.960 --> 00:07:53.960]  祂不惜代價
[00:07:53.960 --> 00:07:56.960]  專門找撒瑪利亞婦人
[00:07:56.960 --> 00:08:01.960]  祂為著讓更多人得聞救恩
[00:08:01.960 --> 00:08:02.960]  景福堂的成立
[00:08:02.960 --> 00:08:06.960]  我們知道和學校不能分割
[00:08:06.960 --> 00:08:10.960]  因為有教會才有這間學校出現
[00:08:10.960 --> 00:08:12.960]  所以我們知道我們的使命
[00:08:12.960 --> 00:08:13.960]  我們福音和祥第一
[00:08:13.960 --> 00:08:15.960]  一定在這間學校裡
[00:08:15.960 --> 00:08:18.960]  而且我們成立了快要43年
[00:08:18.960 --> 00:08:22.960]  其實作為這一區最歷史悠久的教會
[00:08:22.960 --> 00:08:24.960]  我們再次反思
[00:08:24.960 --> 00:08:27.960]  今天我們在這裡的身份
[00:08:27.960 --> 00:08:29.960]  我們的儀仗
[00:08:29.960 --> 00:08:30.960]  我們很肯定
[00:08:30.960 --> 00:08:32.960]  無論學校或這一區的居民
[00:08:32.960 --> 00:08:35.960]  都是我們福音的對象
[00:08:35.960 --> 00:08:38.960]  學生福音事供已經開始上了軌道
[00:08:38.960 --> 00:08:41.960]  但是社區的工作仍然需要努力
[00:08:41.960 --> 00:08:45.960]  所以我們教會今年有一百人左右
[00:08:45.960 --> 00:08:47.960]  我們有17個人
[00:08:47.960 --> 00:08:48.960]  17個人一起去參加
[00:08:48.960 --> 00:08:50.960]  博道神學院第二屆
[00:08:50.960 --> 00:08:55.960]  《行在社區的福音》的正式課程
[00:08:55.960 --> 00:08:58.960]  我們很盼望和弟兄姊妹一同去學習
[00:08:58.960 --> 00:09:00.960]  再一次反思
[00:09:00.960 --> 00:09:01.960]  去實踐
[00:09:01.960 --> 00:09:04.960]  怎樣去開展社區福音的工作
[00:09:04.960 --> 00:09:08.960]  不知道今天窩福堂的使命是什麼
[00:09:08.960 --> 00:09:12.960]  由當年籍堂的行動
[00:09:12.960 --> 00:09:14.960]  建立了很多不同的教會
[00:09:14.960 --> 00:09:17.960]  景福堂也是蒙福之一的教會
[00:09:17.960 --> 00:09:19.960]  成為社區的祝福
[00:09:19.960 --> 00:09:24.960]  到今天我們怎樣去回應那猜我來者的旨意呢?
[00:09:24.960 --> 00:09:25.960]  願意我們一起換面
[00:09:25.960 --> 00:09:28.960]  一起努力去回應上帝的吩咐
[00:09:28.960 --> 00:09:29.960]  仿效耶穌基督
[00:09:29.960 --> 00:09:34.960]  繼續將福音傳遍在每一個地方
[00:09:34.960 --> 00:09:35.960]  第二點
[00:09:35.960 --> 00:09:38.960]  我們也把握機會去傳揚福音
[00:09:38.960 --> 00:09:41.960]  在經文裡提到
[00:09:41.960 --> 00:09:43.960]  到修葛的時候
[00:09:43.960 --> 00:09:45.960]  還有四個月
[00:09:45.960 --> 00:09:47.960]  有些學者會將這件事定義為
[00:09:47.960 --> 00:09:50.960]  可能在十二月或一月的時間
[00:09:50.960 --> 00:09:53.960]  在春季修成之前的四個月
[00:09:53.960 --> 00:09:54.960]  其實很有可能是說
[00:09:54.960 --> 00:09:56.960]  當時民間的言語
[00:09:56.960 --> 00:10:00.960]  表達很缺乏緊張的心態
[00:10:00.960 --> 00:10:01.960]  既然還有四個月
[00:10:01.960 --> 00:10:03.960]  何必這麼心急呢?
[00:10:03.960 --> 00:10:05.960]  但耶穌可能想表達的是
[00:10:05.960 --> 00:10:07.960]  你們以為還有四個月嗎?
[00:10:07.960 --> 00:10:09.960]  但我告訴你們
[00:10:09.960 --> 00:10:12.960]  有些田地需要立即修葛
[00:10:12.960 --> 00:10:14.960]  莊稼已經熟了
[00:10:14.960 --> 00:10:18.960]  「熟了」在和合本小字旁邊有個「發白」
[00:10:18.960 --> 00:10:22.960]  即是表示當時的麥田狀態
[00:10:22.960 --> 00:10:24.960]  已經完全成熟至發白
[00:10:24.960 --> 00:10:26.960]  可以修葛的時間
[00:10:26.960 --> 00:10:29.960]  難道耶穌叫門徒去做農夫?
[00:10:29.960 --> 00:10:30.960]  當然不是
[00:10:30.960 --> 00:10:34.960]  耶穌是用上帝的道和人的心
[00:10:34.960 --> 00:10:37.960]  來比喻種子和田地
[00:10:37.960 --> 00:10:40.960]  其實耶穌指的是
[00:10:40.960 --> 00:10:42.960]  剛剛和撒瑪尼亞婦人對話
[00:10:42.960 --> 00:10:44.960]  分享上帝的道
[00:10:44.960 --> 00:10:46.960]  就在婦人的心裡殺種
[00:10:46.960 --> 00:10:49.960]  而耶穌剛剛殺了種
[00:10:49.960 --> 00:10:51.960]  修葛已經發生了
[00:10:51.960 --> 00:10:52.960]  為什麼呢?
[00:10:52.960 --> 00:10:54.960]  因為婦人立即扔下罐子
[00:10:54.960 --> 00:10:56.960]  馬上跑到城裡來分享
[00:10:56.960 --> 00:10:58.960]  自己遇到耶穌的事
[00:10:58.960 --> 00:11:00.960]  難道這就是基督?
[00:11:00.960 --> 00:11:04.960]  很多人跑到城裡去找耶穌
[00:11:04.960 --> 00:11:08.960]  在經文後少少39-40字更加表明
[00:11:08.960 --> 00:11:11.960]  這個城的人都信了耶穌
[00:11:11.960 --> 00:11:14.960]  證明這個城真是一片發白
[00:11:14.960 --> 00:11:16.960]  已經成熟的莊稼
[00:11:16.960 --> 00:11:18.960]  可以修葛的田地
[00:11:18.960 --> 00:11:20.960]  修葛的時間到了
[00:11:20.960 --> 00:11:21.960]  修葛的人很忙碌
[00:11:21.960 --> 00:11:24.960]  要積蓄五穀道永生
[00:11:24.960 --> 00:11:27.960]  五穀很有可能是指當時跟隨耶穌的人
[00:11:27.960 --> 00:11:30.960]  就是這一群撒瑪利亞人
[00:11:30.960 --> 00:11:32.960]  能夠修葛他們
[00:11:32.960 --> 00:11:34.960]  他們就能夠永生
[00:11:34.960 --> 00:11:37.960]  這一切都要叫殺種的
[00:11:37.960 --> 00:11:38.960]  修葛的
[00:11:38.960 --> 00:11:41.960]  都要一起歡呼和快樂
[00:11:41.960 --> 00:11:42.960]  弟兄姊妹
[00:11:42.960 --> 00:11:44.960]  現在的環境
[00:11:44.960 --> 00:11:46.960]  讓我們可以自由傳福音
[00:11:46.960 --> 00:11:47.960]  其實很寶貴
[00:11:47.960 --> 00:11:49.960]  好像耶穌所說
[00:11:49.960 --> 00:11:50.960]  不要再等了
[00:11:50.960 --> 00:11:53.960]  現在就是修葛的時間
[00:11:53.960 --> 00:11:58.960]  有一次我們跟幾位知體去不同的住後教會
[00:11:58.960 --> 00:12:00.960]  一起有一個交流的時間
[00:12:00.960 --> 00:12:03.960]  有八間教會一起來分享
[00:12:03.960 --> 00:12:06.960]  其中有一位弟兄來分享
[00:12:06.960 --> 00:12:10.960]  他帶了一位宣教士來參觀學校的情況
[00:12:10.960 --> 00:12:12.960]  對方很好奇就問
[00:12:12.960 --> 00:12:15.960]  帶他參觀一間基督教的學校
[00:12:15.960 --> 00:12:16.960]  他就問
[00:12:16.960 --> 00:12:19.960]  為什麼這個地方可以有這麼多十字架
[00:12:19.960 --> 00:12:20.960]  這麼多經文
[00:12:20.960 --> 00:12:24.960]  難道這是一間私立的學校
[00:12:24.960 --> 00:12:27.960]  那位弟兄就回應
[00:12:27.960 --> 00:12:31.960]  其實這間學校是政府津貼的學校
[00:12:31.960 --> 00:12:33.960]  對方馬上就覺得很驚訝
[00:12:33.960 --> 00:12:36.960]  他表示其實很多地方
[00:12:36.960 --> 00:12:37.960]  很多國家
[00:12:37.960 --> 00:12:40.960]  如果是由政府開辦的學校
[00:12:40.960 --> 00:12:42.960]  是不能夠有宗教在裏面
[00:12:42.960 --> 00:12:46.960]  所以能夠有一個這麼寶貴的身份
[00:12:46.960 --> 00:12:49.960]  在這裏我看到這麼多十字架和經文
[00:12:49.960 --> 00:12:51.960]  對他來說是十分驚訝
[00:12:51.960 --> 00:12:53.960]  反過來是很感恩
[00:12:53.960 --> 00:12:56.960]  雖然日後社會的情況我們不知道
[00:12:56.960 --> 00:12:58.960]  但至少在這一刻
[00:12:58.960 --> 00:12:59.960]  至少在這一刻
[00:12:59.960 --> 00:13:02.960]  我們香港對比起其他的國家
[00:13:02.960 --> 00:13:04.960]  其他的地方
[00:13:04.960 --> 00:13:06.960]  能夠在學校聚會
[00:13:06.960 --> 00:13:09.960]  能夠很自由地跟學生傳福音
[00:13:09.960 --> 00:13:13.960]  對我們來說是十分之難得
[00:13:13.960 --> 00:13:15.960]  我們亦都很感恩
[00:13:15.960 --> 00:13:18.960]  以景福堂為例子
[00:13:18.960 --> 00:13:21.960]  其實我們可以有學校的支持
[00:13:21.960 --> 00:13:25.960]  跟學校有很多關係的建立等等
[00:13:25.960 --> 00:13:27.960]  校長都很支持福音的工作
[00:13:27.960 --> 00:13:28.960]  所以對於孕育
[00:13:28.960 --> 00:13:32.960]  福音的和長是很美好的狀況
[00:13:32.960 --> 00:13:34.960]  最後我們的領袖
[00:13:34.960 --> 00:13:35.960]  我們知道
[00:13:35.960 --> 00:13:38.960]  中學生在年輕的時候去信耶穌
[00:13:38.960 --> 00:13:40.960]  其實是一個很寶貴的時刻
[00:13:40.960 --> 00:13:42.960]  因為原來十二至十三歲
[00:13:42.960 --> 00:13:44.960]  是第一個宗教醒覺期
[00:13:44.960 --> 00:13:47.960]  他開始擺脫父母的信仰
[00:13:47.960 --> 00:13:50.960]  去進入建立自己信仰的時刻
[00:13:50.960 --> 00:13:52.960]  根據一些調查
[00:13:52.960 --> 00:13:53.960]  青少年的階段
[00:13:53.960 --> 00:13:55.960]  就是信主的黃金時期
[00:13:55.960 --> 00:13:57.960]  所以讓我們知道
[00:13:57.960 --> 00:13:59.960]  無論在社會的環境
[00:13:59.960 --> 00:14:01.960]  學校的支持
[00:14:01.960 --> 00:14:04.960]  甚至我們發現青少年人發展的時期
[00:14:04.960 --> 00:14:07.960]  這一切有利傳福音的因素
[00:14:07.960 --> 00:14:08.960]  都告訴我們
[00:14:08.960 --> 00:14:11.960]  「舉目觀看,莊稼熟了」
[00:14:11.960 --> 00:14:13.960]  提醒我們要把握機會
[00:14:13.960 --> 00:14:15.960]  來傳揚上主的救恩
[00:14:15.960 --> 00:14:19.960]  頂智媒在這個仍然可以自由傳港福音的土地
[00:14:19.960 --> 00:14:22.960]  其實機會就在我們眼前
[00:14:22.960 --> 00:14:25.960]  上帝擺在我們每一個地方
[00:14:25.960 --> 00:14:28.960]  給我們所擁有的每一個角色
[00:14:28.960 --> 00:14:31.960]  讓我們遇到每一個機會
[00:14:31.960 --> 00:14:32.960]  機遇
[00:14:32.960 --> 00:14:35.960]  其實都是可以給我們傳福音的機會
[00:14:35.960 --> 00:14:39.960]  我們教會最近來了一個日本人
[00:14:39.960 --> 00:14:42.960]  香港人去日本很多
[00:14:42.960 --> 00:14:45.960]  只要有日本人想認識香港
[00:14:45.960 --> 00:14:46.960]  他就來香港
[00:14:46.960 --> 00:14:51.960]  他已經認識了我們教會其中一位的姨姨
[00:14:51.960 --> 00:14:54.960]  他已經來了教會幾次崇拜
[00:14:54.960 --> 00:14:56.960]  但他不懂得聽廣東話
[00:14:56.960 --> 00:14:57.960]  為什麼呢?
[00:14:57.960 --> 00:15:01.960]  我去問他情況的時候
[00:15:01.960 --> 00:15:03.960]  他從來沒有接觸過基督教
[00:15:03.960 --> 00:15:06.960]  他也不認識耶穌是怎樣的一回事
[00:15:06.960 --> 00:15:08.960]  他來自於山梨縣
[00:15:08.960 --> 00:15:09.960]  我沒有記錯
[00:15:09.960 --> 00:15:11.960]  可以看到富士山
[00:15:11.960 --> 00:15:12.960]  他每天看到青山
[00:15:12.960 --> 00:15:14.960]  他每天都看到富士山
[00:15:14.960 --> 00:15:15.960]  我們和他分享的時候
[00:15:15.960 --> 00:15:18.960]  原來他來香港一年的工作假期
[00:15:18.960 --> 00:15:22.960]  我們就覺得不如接觸一下這個日本人
[00:15:22.960 --> 00:15:25.960]  和幾位弟兄姊妹膽粗粗
[00:15:25.960 --> 00:15:29.960]  有勇氣和他說約他吃飯
[00:15:29.960 --> 00:15:31.960]  我就不懂日文
[00:15:31.960 --> 00:15:32.960]  我只懂得Ohio
[00:15:32.960 --> 00:15:34.960]  然後就要說英文
[00:15:34.960 --> 00:15:37.960]  但是我發現我旁邊的組員
[00:15:37.960 --> 00:15:39.960]  他們都是二十多歲三十歲
[00:15:39.960 --> 00:15:41.960]  他們可以說兩句
[00:15:41.960 --> 00:15:44.960]  因為他們很喜歡日本的潮流文化
[00:15:44.960 --> 00:15:45.960]  經常去日本
[00:15:45.960 --> 00:15:46.960]  又會追星
[00:15:46.960 --> 00:15:50.960]  他們未必很流利
[00:15:50.960 --> 00:15:51.960]  但也可以對話
[00:15:51.960 --> 00:15:53.960]  我就看到這位日本人很開心
[00:15:53.960 --> 00:15:56.960]  可能覺得有些賓至如歸
[00:15:56.960 --> 00:15:57.960]  一些很基本的單字
[00:15:57.960 --> 00:15:58.960]  他們可以對話
[00:15:58.960 --> 00:16:02.960]  我就和他吃完飯
[00:16:02.960 --> 00:16:03.960]  和他組員分享
[00:16:03.960 --> 00:16:06.960]  這是一個黃金的機會
[00:16:06.960 --> 00:16:08.960]  他會來香港一年
[00:16:08.960 --> 00:16:11.960]  不如我們好好珍惜這一年的時間
[00:16:11.960 --> 00:16:14.960]  和這位日本人傳福音
[00:16:14.960 --> 00:16:20.960]  當然我的組員可能都在思考我的邀請
[00:16:20.960 --> 00:16:22.960]  不過開始他們接觸
[00:16:22.960 --> 00:16:25.960]  這個日本人更邀請他們一起行山
[00:16:25.960 --> 00:16:28.960]  挑戰他們行七個小時的港島徑
[00:16:28.960 --> 00:16:30.960]  我不知道他們最後有沒有答應
[00:16:30.960 --> 00:16:32.960]  這一年的時間
[00:16:32.960 --> 00:16:33.960]  弟兄姊妹
[00:16:33.960 --> 00:16:35.960]  其實上帝在每一個地方
[00:16:35.960 --> 00:16:38.960]  讓我們遇到每一個人
[00:16:38.960 --> 00:16:40.960]  都是機會
[00:16:40.960 --> 00:16:44.960]  願意我們好好把握這些機會
[00:16:44.960 --> 00:16:47.960]  上帝將這些不同的人帶到我們身邊
[00:16:47.960 --> 00:16:49.960]  為要成就他的心意
[00:16:49.960 --> 00:16:51.960]  願意我們時常敏銳到
[00:16:51.960 --> 00:16:52.960]  聖靈的帶領
[00:16:52.960 --> 00:16:56.960]  我們一起去經歷上帝的作為
[00:16:56.960 --> 00:16:58.960]  最後一點
[00:16:58.960 --> 00:17:02.960]  我們一起來看三十七和三十八節
[00:17:02.960 --> 00:17:05.960]  不如請大家一起讀出三十七節
[00:17:05.960 --> 00:17:08.960]  我們一起去看PowerPoint的經文
[00:17:08.960 --> 00:17:09.960]  一二三
[00:17:09.960 --> 00:17:10.960]  俗語說
[00:17:10.960 --> 00:17:11.960]  那人撒種
[00:17:11.960 --> 00:17:12.960]  這人收割
[00:17:12.960 --> 00:17:15.960]  這話可見是真的
[00:17:15.960 --> 00:17:19.960]  我猜你們去收你們所沒有奴婦的
[00:17:19.960 --> 00:17:20.960]  別人奴婦
[00:17:20.960 --> 00:17:23.960]  你們享受他們所奴婦的
[00:17:23.960 --> 00:17:24.960]  那人撒種
[00:17:24.960 --> 00:17:25.960]  這人收割
[00:17:25.960 --> 00:17:27.960]  這是呈現一個合一
[00:17:27.960 --> 00:17:29.960]  和彼此配搭的福祉
[00:17:29.960 --> 00:17:32.960]  產生了一個豐盛的收成
[00:17:32.960 --> 00:17:33.960]  一個人撒種
[00:17:33.960 --> 00:17:35.960]  另一個人收割
[00:17:35.960 --> 00:17:38.960]  我們見到無論撒種的或收割的
[00:17:38.960 --> 00:17:41.960]  他們兩者的工作都是不可或缺
[00:17:41.960 --> 00:17:42.960]  撒種者的奴婦
[00:17:42.960 --> 00:17:45.960]  他預期將來會有收成
[00:17:45.960 --> 00:17:46.960]  收成的人不要忘記
[00:17:46.960 --> 00:17:49.960]  其實他自己所享受的成果
[00:17:49.960 --> 00:17:52.960]  是另一個人奴婦的果子
[00:17:52.960 --> 00:17:54.960]  耶穌接著說
[00:17:54.960 --> 00:17:58.960]  要差遣門徒去收割他們沒有奴婦的
[00:17:58.960 --> 00:18:03.960]  門徒就受委託這個意義深長的工作
[00:18:03.960 --> 00:18:05.960]  他們會結很多的果子
[00:18:05.960 --> 00:18:07.960]  他們收割會很豐盛
[00:18:07.960 --> 00:18:10.960]  他們會帶領越來越多人去認識主耶穌的救恩
[00:18:10.960 --> 00:18:13.960]  其實是因為他們前人的工作
[00:18:13.960 --> 00:18:14.960]  在某個角度來說
[00:18:14.960 --> 00:18:16.960]  在主耶穌侍奉之前
[00:18:16.960 --> 00:18:20.960]  都是有一個有一個的先知和公義的領袖
[00:18:20.960 --> 00:18:22.960]  來宣講上帝的訊息
[00:18:22.960 --> 00:18:23.960]  預備人心
[00:18:23.960 --> 00:18:25.960]  領受福音
[00:18:25.960 --> 00:18:27.960]  在一個福音的工作裡
[00:18:27.960 --> 00:18:31.960]  有一個很重要的提醒
[00:18:31.960 --> 00:18:33.960]  一個生命在信仰的道路
[00:18:33.960 --> 00:18:36.960]  會經歷殺種和收割
[00:18:36.960 --> 00:18:38.960]  我們這幾年在學校福音事工
[00:18:38.960 --> 00:18:42.960]  尤其是我們進入聖經課
[00:18:42.960 --> 00:18:44.960]  我們接觸都不少的人數
[00:18:44.960 --> 00:18:47.960]  已經很保守估計250人
[00:18:47.960 --> 00:18:48.960]  最新的一年
[00:18:48.960 --> 00:18:50.960]  最新的數字應該去到370人
[00:18:50.960 --> 00:18:52.960]  曾參與教會的活動
[00:18:52.960 --> 00:18:55.960]  已經去到80至100人
[00:18:55.960 --> 00:19:00.960]  雖然今天我們牧區的人數大約40至50人
[00:19:00.960 --> 00:19:02.960]  但是對我們來說
[00:19:02.960 --> 00:19:05.960]  和成人崇拜人數的比例
[00:19:05.960 --> 00:19:07.960]  是佔1比2
