
[00:00:00.000 --> 00:00:03.320]  今天很高興和大家分享一份訊息
[00:02:26.800 --> 00:02:32.560]  但是祂卻將這個全港福音的使命
[00:02:32.560 --> 00:02:37.480]  交託給所有跟從祂的人 包括你和我
[00:02:37.480 --> 00:02:40.240]  我們看上來 如果從頭這樣看下去
[00:02:40.240 --> 00:02:43.600]  都覺得這十二個門徒真的不是很行
[00:02:43.600 --> 00:02:46.560]  但是你看見在2000年來
[00:02:46.560 --> 00:02:50.720]  這個福音卻一直在改變世界
[00:02:50.720 --> 00:02:54.920]  為什麼耶穌這麼喜歡使用門徒呢
[00:02:54.920 --> 00:02:59.040]  跟旁邊的人說 耶穌很喜歡使用你
[00:02:59.040 --> 00:03:02.640]  縱然我們經常覺得教會 或者基督徒
[00:03:02.640 --> 00:03:04.640]  都是很平凡的人
[00:03:04.640 --> 00:03:06.120]  如果我簡單一點說
[00:03:06.120 --> 00:03:10.080]  他們不單止平凡 他們還是很麻煩
[00:03:10.080 --> 00:03:12.600]  所以做組長的那些 心中就有數了
[00:03:12.600 --> 00:03:16.880]  小組真的很難做 在夢想上真的有很多困難
[00:03:16.880 --> 00:03:21.600]  但是耶穌基督卻愛我們每一個
[00:03:21.600 --> 00:03:25.960]  門後的時候 基督還要來 要去迎娶教會
[00:03:25.960 --> 00:03:29.800]  就好像新郎哥迎娶新婦一樣
[00:03:29.800 --> 00:03:33.520]  這是代表著耶穌基督對教會的那份愛
[00:03:33.520 --> 00:03:36.040]  所以弟兄姊妹 不要經常罵教會
[00:03:36.040 --> 00:03:39.520]  因為你是在罵耶穌基督的愛人
[00:03:39.520 --> 00:03:42.680]  我們要好好地 反而要預備教會
[00:03:42.680 --> 00:03:45.720]  預備代嫁的姑娘更美麗
[00:03:45.720 --> 00:03:50.400]  能夠在門後的日子 去嫁給我們這位愛我們的主
[00:03:50.400 --> 00:03:52.440]  事實上在教會生活越久的時候
[00:03:52.440 --> 00:03:54.400]  我們全部人的熱誠是越困難
[00:03:54.400 --> 00:03:58.000]  因為我們覺得裡面那幫人真的很麻煩
[00:03:58.000 --> 00:04:00.560]  我們所受到做基督徒的壓力
[00:04:00.560 --> 00:04:03.720]  不單止是教會外面的壓力和攻擊
[00:04:03.720 --> 00:04:06.960]  最慘是回到教會裡面 越回得久的時候
[00:04:06.960 --> 00:04:09.240]  都覺得當中的人有很多麻煩
[00:04:09.240 --> 00:04:13.240]  所以很多時候 基督徒會有一批經常轉教會
[00:04:13.240 --> 00:04:15.400]  有些是早上又回來 又離開
[00:04:15.400 --> 00:04:16.840]  離開之後又轉去另一間教會
[00:04:16.840 --> 00:04:19.480]  接著有空沒事 又有空又回來
[00:04:19.480 --> 00:04:21.560]  究竟我們這一幫人
[00:04:21.560 --> 00:04:24.560]  為何上帝還仍然要使用我們呢?
[00:04:24.560 --> 00:04:26.760]  在幸福小組的會議裡面
[00:04:26.760 --> 00:04:28.280]  經常鼓勵我們要傳福音
[00:04:28.280 --> 00:04:29.400]  我和牧師聊天的時候也說
[00:04:29.400 --> 00:04:31.720]  我都不明白為什麼神要使用教會
[00:04:31.720 --> 00:04:34.080]  其實如果是使用天使就好了
[00:04:34.080 --> 00:04:36.760]  一群天使顯然在上面吹角
[00:04:36.760 --> 00:04:39.840]  說耶穌基督是事主 我相信每個人都陶醉了
[00:04:39.840 --> 00:04:41.840]  為何偏偏要使用我們呢?
[00:04:41.840 --> 00:04:43.400]  我們好像做什麼都不成功
[00:04:43.400 --> 00:04:46.400]  小組總是搞來搞去 搞不定
[00:04:46.400 --> 00:04:49.080]  你看看我們整個的世界地圖
[00:04:49.080 --> 00:04:51.320]  如果是關於福音工作網的時候
[00:04:51.320 --> 00:04:55.080]  他們說紅色這些就是福音已經傳了的地方
[00:04:55.080 --> 00:04:57.760]  但是我們細心去看的時候
[00:04:57.760 --> 00:05:00.760]  其實這些國家已經越來越離開上帝
[00:05:00.760 --> 00:05:04.160]  他們的人權是比神權還要大
[00:05:04.160 --> 00:05:06.520]  人比上帝還要重要
[00:05:06.520 --> 00:05:07.920]  而中間那一步
[00:05:07.920 --> 00:05:10.920]  是好像攻極都攻不進的極權的地方
[00:05:10.920 --> 00:05:11.920]  回教的地方
[00:05:11.920 --> 00:05:13.640]  是很難傳福音的地方
[00:05:13.640 --> 00:05:15.720]  去到那裡是很危險的
[00:05:15.720 --> 00:05:17.160]  我們經常說這一部分
[00:05:17.160 --> 00:05:21.440]  就是十至四十道窗的未得之物
[00:05:21.440 --> 00:05:22.920]  裡面是很艱難
[00:05:22.920 --> 00:05:26.800]  但是偏偏最多人口是在這些地方裡面
[00:05:26.800 --> 00:05:28.840]  你想想 上帝要拯救世人
[00:05:28.840 --> 00:05:33.960]  怎樣能夠將這些人帶到上帝的身邊呢?
[00:05:33.960 --> 00:05:37.080]  其實靠我們 我真的覺得死定的
[00:05:37.080 --> 00:05:38.040]  是不是?
[00:05:38.040 --> 00:05:40.160]  所以你見到我老公為什麼這麼雀躍
[00:05:40.160 --> 00:05:41.800]  有時候在談什麼一帶一路
[00:05:41.800 --> 00:05:43.520]  很喜歡研究這個課題
[00:05:43.520 --> 00:05:45.960]  其實我們不是對經濟或者政治有興趣的
[00:05:45.960 --> 00:05:49.080]  但是你只要將兩幅圖一拼你就明白了
[00:05:49.080 --> 00:05:51.640]  我們看見是上帝不知道在搞什麼
[00:05:51.640 --> 00:05:53.600]  我們對於上帝的工作
[00:05:53.600 --> 00:05:56.000]  在這個門口日子上帝想做些什麼
[00:05:56.000 --> 00:05:57.480]  很有興趣
[00:05:57.480 --> 00:05:59.480]  剛剛你看到這幅圖嗎?
[00:05:59.480 --> 00:06:03.040]  就是這一堆永遠都傳福音傳不了
[00:06:03.040 --> 00:06:04.680]  沒辦法攻入的地方
[00:06:04.680 --> 00:06:07.840]  上帝好像在做一些事情
[00:06:07.840 --> 00:06:08.840]  所以兄弟姐妹
[00:06:08.840 --> 00:06:11.400]  我們關心的是屬靈的事
[00:06:11.400 --> 00:06:14.960]  跟鄰居說 我們要關心屬靈的事
[00:06:14.960 --> 00:06:16.520]  我們要有上帝的心腸
[00:06:16.520 --> 00:06:18.280]  怎樣可以在這裡傳福音呢?
[00:06:18.280 --> 00:06:21.680]  怎樣可以帶到那些人能夠信主呢?
[00:06:21.680 --> 00:06:23.560]  如果你用這樣的心態的時候
[00:06:23.560 --> 00:06:28.200]  你發現如果你在香港不傳福音是抵打的
[00:06:28.200 --> 00:06:32.240]  2018年這個叫做全球首望的名單
[00:06:32.240 --> 00:06:36.880]  說的是世界上做基督徒最危險的50個國家
[00:06:36.880 --> 00:06:39.040]  香港榜上無名
[00:06:39.040 --> 00:06:41.320]  大家很擔心的 很不喜歡的
[00:06:41.320 --> 00:06:42.440]  你們的祖國
[00:06:42.440 --> 00:06:45.720]  你覺得很難 不上去 那些人很麻煩
[00:06:45.720 --> 00:06:48.800]  你知不知道上到上面有多危險?
[00:06:48.800 --> 00:06:52.280]  中國是排43而已
[00:06:52.280 --> 00:06:56.320]  你兒子考43 你不覺得他很厲害嗎?
[00:06:56.320 --> 00:06:58.080]  現在中國也是排幾呢?
[00:06:58.080 --> 00:07:01.160]  跟鄰居說 中國不是很危險的
[00:07:01.160 --> 00:07:03.240]  你知道No.1是誰嗎?
[00:07:03.240 --> 00:07:05.000]  No.1是北韓
[00:07:05.000 --> 00:07:06.160]  我不知道怎樣統計
[00:07:06.160 --> 00:07:08.160]  這些是宣教的資料
[00:07:08.160 --> 00:07:09.240]  但起碼一樣東西
[00:07:09.240 --> 00:07:11.160]  我們榜上無名
[00:07:11.160 --> 00:07:11.960]  所以跟鄰居說
[00:07:11.960 --> 00:07:15.000]  在香港你不傳福音是有禍的
[00:07:15.000 --> 00:07:16.800]  這麼平安的時間
[00:07:16.800 --> 00:07:18.680]  這麼隨意可以傳福音的時間
[00:07:18.680 --> 00:07:19.920]  你不傳福音
[00:07:19.920 --> 00:07:21.320]  上到天堂
[00:07:21.320 --> 00:07:24.160]  我們不知道怎樣去面對這位愛我們的上帝
[00:07:24.160 --> 00:07:27.760]  耶穌基督在世三年的侍奉裡面
[00:07:27.760 --> 00:07:30.960]  他第一件事要做的就是呼召門徒
[00:07:30.960 --> 00:07:34.760]  耶穌說 來 跟從我
[00:07:34.760 --> 00:07:36.160]  耶穌不是說你信耶穌
[00:07:36.160 --> 00:07:37.600]  有平安 有喜樂
[00:07:37.600 --> 00:07:40.000]  耶穌說你來醫治報道大會
[00:07:40.000 --> 00:07:41.920]  你可以醫治
[00:07:41.920 --> 00:07:44.960]  耶穌的呼召是說來跟從我
[00:07:44.960 --> 00:07:46.040]  並且他說
[00:07:46.040 --> 00:07:50.120]  我要使你們得人如得魚一樣
[00:07:50.120 --> 00:07:52.480]  面對著耶穌基督的呼召
[00:07:52.480 --> 00:07:55.560]  今天是對你和我一個重新的提醒
[00:07:55.560 --> 00:07:56.800]  原來我們今天信耶穌
[00:07:56.800 --> 00:07:58.840]  不是你得平安喜樂這麼簡單
[00:07:58.840 --> 00:08:00.600]  我們有一個很重要的責任
[00:08:00.600 --> 00:08:02.680]  就是要得人如得魚
[00:08:02.680 --> 00:08:03.800]  對於彼得他們
[00:08:03.800 --> 00:08:05.840]  這班漁夫很簡單
[00:08:05.840 --> 00:08:08.200]  因為打魚是他們在行的事
[00:08:08.200 --> 00:08:09.960]  是他們天天都經歷的事
[00:08:09.960 --> 00:08:12.000]  哦 就是這麼容易的
[00:08:12.000 --> 00:08:13.720]  但是我們今天做基督徒
[00:08:13.720 --> 00:08:16.640]  為什麼我們傳福音不是這麼容易的
[00:08:16.640 --> 00:08:19.400]  傳福音不是我們天天都應該做的事嗎
[00:08:19.400 --> 00:08:22.560]  傳福音不是我們很袖手很在行的事嗎
[00:08:22.560 --> 00:08:24.520]  為什麼今天無論是教會
[00:08:24.520 --> 00:08:25.680]  或者是基督徒
[00:08:25.680 --> 00:08:27.080]  我們在傳福音裡面
[00:08:27.080 --> 00:08:28.720]  是覺得這麼綁手綁腳
[00:08:28.720 --> 00:08:30.040]  這麼困難
[00:08:30.040 --> 00:08:31.440]  上次你問我
[00:08:31.440 --> 00:08:33.960]  在牧會一直帶領著小組的時候
[00:08:33.960 --> 00:08:35.680]  我都覺得好像很艱難
[00:08:35.680 --> 00:08:36.520]  為什麼
[00:08:36.520 --> 00:08:38.200]  我用了幾年時間
[00:08:38.200 --> 00:08:39.960]  三乘三的祈禱
[00:08:39.960 --> 00:08:42.840]  我自己的區也只能推一半半
[00:08:42.840 --> 00:08:44.920]  其他的我都不想問了
[00:08:44.920 --> 00:08:45.760]  是不是很艱難
[00:08:45.760 --> 00:08:46.640]  很艱難
[00:08:46.640 --> 00:08:48.800]  原來我們教會的人是沒有朋友的
[00:08:48.800 --> 00:08:49.440]  你問你旁邊那個
[00:08:49.440 --> 00:08:51.040]  你是不是沒有朋友的
[00:08:51.040 --> 00:08:53.480]  三個名字都找不到的
[00:08:53.480 --> 00:08:54.440]  很古怪
[00:08:54.440 --> 00:08:56.920]  原來我們真的沒有朋友的嗎
[00:08:56.920 --> 00:08:57.840]  有沒有想過
[00:08:57.840 --> 00:08:59.640]  突然間你會接到一個幼稚的同學
[00:08:59.640 --> 00:09:03.640]  打電話來找你的
[00:09:03.640 --> 00:09:05.920]  叫你出來吃個飯
[00:09:05.920 --> 00:09:07.160]  我這個年紀
[00:09:07.160 --> 00:09:09.360]  就一定知道他應該不會結婚的
[00:09:09.360 --> 00:09:10.560]  你們那些可能年輕一點
[00:09:10.560 --> 00:09:11.560]  就說他結婚了
[00:09:11.560 --> 00:09:13.280]  所以派貼紙約我
[00:09:13.280 --> 00:09:16.000]  我們這些通常都是經到最後
[00:09:16.000 --> 00:09:17.440]  他不是轉行做保險
[00:09:17.440 --> 00:09:19.160]  當然是做直銷
[00:09:19.160 --> 00:09:22.560]  那個吃飯的感覺已經沒什麼印象了
[00:09:22.560 --> 00:09:24.680]  但是這樣
[00:09:24.680 --> 00:09:26.720]  我真的見證
[00:09:26.720 --> 00:09:28.080]  很多弟兄姊妹
[00:09:28.080 --> 00:09:30.000]  進了這些行業之後
[00:09:30.000 --> 00:09:32.840]  他們整個性格都改變了
[00:09:32.840 --> 00:09:34.200]  以前鵪鶉那樣
[00:09:34.200 --> 00:09:35.720]  很內斂的
[00:09:35.720 --> 00:09:37.560]  突然間轉了這些行業
[00:09:37.560 --> 00:09:39.840]  超人那樣
[00:09:39.840 --> 00:09:41.240]  非常有風範
[00:09:41.240 --> 00:09:43.120]  而且非常熱心
[00:09:43.120 --> 00:09:44.640]  非常關心你
[00:09:44.640 --> 00:09:46.160]  是不是
[00:09:46.160 --> 00:09:47.040]  弟兄姊妹
[00:09:47.040 --> 00:09:48.480]  為什麼我們信了耶穌
[00:09:48.480 --> 00:09:51.400]  反而我們沒有這份情操呢
[00:09:51.400 --> 00:09:54.040]  你是上帝榮耀的王子
[00:09:54.040 --> 00:09:55.760]  然後你很喜歡將
[00:09:55.760 --> 00:09:59.200]  神與你之間發生的事跟別人分享
[00:09:59.200 --> 00:10:01.200]  為什麼這麼艱難
[00:10:01.200 --> 00:10:03.280]  找三個名字都找不到
[00:10:03.280 --> 00:10:04.280]  為什麼你幼稚
[00:10:04.280 --> 00:10:07.320]  同學竟然會找到你的電話找到你
[00:10:07.320 --> 00:10:10.360]  我們是不是在心態上有些東西不同呢
[00:10:10.360 --> 00:10:12.360]  好了很辛苦找到三個名單
[00:10:12.360 --> 00:10:14.360]  我們發現下一步就很艱難
[00:10:14.360 --> 00:10:16.000]  搞新朋友活動
[00:10:16.000 --> 00:10:18.080]  自己已經不想去了
[00:10:18.080 --> 00:10:19.320]  還說要我搞
[00:10:19.320 --> 00:10:20.800]  早上的心聲是這樣的
[00:10:20.800 --> 00:10:24.560]  接著想搞回來就一大盆冷水
[00:10:24.560 --> 00:10:25.640]  沒什麼可以做的
[00:10:25.640 --> 00:10:28.600]  不去吃宵夜又說熱氣
[00:10:28.600 --> 00:10:30.480]  行山又說熱
[00:10:30.480 --> 00:10:32.240]  總有原因的
[00:10:32.240 --> 00:10:35.920]  然後365天都是忙的
[00:10:35.920 --> 00:10:38.760]  忙到永遠都找不到時間在一起
[00:10:38.760 --> 00:10:40.120]  我們現在沒有朋友了
[00:10:40.120 --> 00:10:42.320]  原來我們都不想跟別人做朋友
[00:10:42.320 --> 00:10:43.240]  弟兄姊妹
[00:10:43.240 --> 00:10:44.400]  我們要不去反省一下
[00:10:44.400 --> 00:10:46.160]  我們究竟在發生什麼事
[00:10:46.160 --> 00:10:49.360]  這一年多上帝不斷叫我們去想
[00:10:49.360 --> 00:10:51.120]  如果我們有一群新朋友來了
[00:10:51.120 --> 00:10:53.000]  我們發覺都很艱難的
[00:10:53.000 --> 00:10:55.360]  給點掌聲我們的教會小組好嗎
[00:10:55.360 --> 00:10:57.160]  我們這個暑假很忙碌的
[00:10:57.160 --> 00:10:59.000]  除了這裡開很多班之外
[00:10:59.000 --> 00:11:01.400]  很多小組都開始搞新朋友活動
[00:11:01.400 --> 00:11:06.880]  弄麵包、盆栽、畫畫、弄珠鏈
[00:11:06.880 --> 00:11:08.040]  神乎其器
[00:11:08.040 --> 00:11:09.440]  什麼都做的
[00:11:09.440 --> 00:11:11.480]  但是心裡當我們一起去圖稿
[00:11:11.480 --> 00:11:12.800]  一起去想策略的時候
[00:11:12.800 --> 00:11:15.040]  我們都發現很艱難
[00:11:15.040 --> 00:11:16.880]  因為怎樣埋攬呢
[00:11:16.880 --> 00:11:18.680]  可以帶到信主呢
[00:11:18.680 --> 00:11:21.080]  才會來我們去探討幸福小組
[00:11:21.080 --> 00:11:22.680]  啟發課程怎樣處理
[00:11:22.680 --> 00:11:25.040]  就是因為我們希望要找個中轉站
[00:11:25.040 --> 00:11:27.240]  但是莫斯科經常推給我
[00:11:27.240 --> 00:11:28.480]  師母怎樣想
[00:11:28.480 --> 00:11:29.800]  不是我怎樣想
[00:11:29.800 --> 00:11:31.880]  弟兄姊妹你怎樣想
[00:11:31.880 --> 00:11:33.280]  中轉站的意思就是
[00:11:33.280 --> 00:11:34.640]  你在細胞小組之外
[00:11:34.640 --> 00:11:36.280]  你要多找一晚
[00:11:36.280 --> 00:11:41.160]  專門讓你的新朋友很幸福地信耶穌
[00:11:41.160 --> 00:11:43.400]  你有沒有覺得自己很不幸福
[00:11:43.400 --> 00:11:45.200]  還要多給一晚
[00:11:45.200 --> 00:11:47.040]  所有的團隊都在顫抖
[00:11:47.040 --> 00:11:48.680]  多給一晚
[00:11:48.680 --> 00:11:49.960]  所以已經沒什麼人理我了
[00:11:49.960 --> 00:11:51.440]  我都懶得說了
[00:11:51.440 --> 00:11:52.680]  弟兄姊妹
[00:11:52.680 --> 00:11:54.120]  是不是這麼難
[00:11:54.120 --> 00:11:55.120]  是呀
[00:11:55.120 --> 00:11:56.320]  真的這麼難
[00:11:56.320 --> 00:11:58.960]  還有一些令我們沮喪的消息是什麼
[00:11:58.960 --> 00:12:01.600]  原來我們帶了朋友決志信主
[00:12:01.600 --> 00:12:04.200]  都不是一天光曬的
[00:12:04.200 --> 00:12:05.720]  我們見到很多情況就是
[00:12:05.720 --> 00:12:08.000]  信了主今天就很激動了
[00:12:08.000 --> 00:12:09.080]  但是
[00:12:09.080 --> 00:12:10.840]  到了他重返崇拜之後
[00:12:10.840 --> 00:12:13.040]  他就不打算回來了
[00:12:13.040 --> 00:12:14.400]  每個星期都要回來
[00:12:14.400 --> 00:12:15.960]  這麼麻煩
[00:12:15.960 --> 00:12:17.800]  我們吃齋一年都吃不完一次
[00:12:17.800 --> 00:12:20.440]  我們幾何去紙 去廟
[00:12:20.440 --> 00:12:22.520]  接著你跟他說你進小組
[00:12:22.520 --> 00:12:25.720]  每個禮拜還要拿一晚回來
[00:12:25.720 --> 00:12:27.120]  說不要了
[00:12:27.120 --> 00:12:29.320]  漸漸我們發覺缺了一切信主
[00:12:29.320 --> 00:12:32.040]  和他能夠真的植根在教會小組
[00:12:32.040 --> 00:12:33.520]  是兩回事
[00:12:33.520 --> 00:12:34.760]  因此你想想
[00:12:34.760 --> 00:12:36.480]  向一百個人傳福音
[00:12:36.480 --> 00:12:38.800]  能夠落到一個在你的小組裡面
[00:12:38.800 --> 00:12:40.200]  我們都感謝主
[00:12:40.200 --> 00:12:42.680]  給你旁邊的組員一點掌聲
[00:12:42.680 --> 00:12:43.880]  你看看他
[00:12:43.880 --> 00:12:46.160]  原來你每個禮拜見到他
[00:12:46.160 --> 00:12:49.920]  是難能可貴的事
[00:12:49.920 --> 00:12:51.320]  如果我們有這樣的心情
[00:12:51.320 --> 00:12:52.720]  我們見面應該很高興
[00:12:52.720 --> 00:12:55.480]  啊 竟然我還見到你
[00:12:55.480 --> 00:12:57.160]  弟子妹 是啊
[00:12:57.160 --> 00:12:58.920]  這條路是艱難的
[00:12:58.920 --> 00:13:01.160]  但是耶穌為什麼說
[00:13:01.160 --> 00:13:02.560]  來跟從我
[00:13:02.560 --> 00:13:05.960]  我會使你得人如得魚一樣
[00:13:05.960 --> 00:13:07.720]  有些地方我們需要反省
[00:13:07.720 --> 00:13:08.560]  第一
[00:13:08.560 --> 00:13:13.160]  究竟我們傳福音的動機是什麼
[00:13:13.160 --> 00:13:14.560]  我們經常挑戰的就是
[00:13:14.560 --> 00:13:17.480]  那些人信耶穌的動機不知道是什麼
[00:13:17.480 --> 00:13:20.200]  哇 無端端走回來這麼熱心
[00:13:20.200 --> 00:13:22.920]  肯定是預備結婚 想借教堂
[00:13:22.920 --> 00:13:25.040]  哇 突然生子又說回來
[00:13:25.040 --> 00:13:28.480]  肯定是想拿那五分進學校
[00:13:28.480 --> 00:13:32.120]  是我們自己的動機要反省一下
[00:13:32.120 --> 00:13:33.960]  耶穌基督在世的日子
[00:13:33.960 --> 00:13:36.280]  你看到那些禍殺 禍殺
[00:13:36.280 --> 00:13:38.080]  鋪地毯的那些人
[00:13:38.080 --> 00:13:39.400]  他們什麼的
[00:13:39.400 --> 00:13:41.520]  真的喜歡耶穌做尼塞亞
[00:13:41.520 --> 00:13:43.040]  他們想藉著耶穌
[00:13:43.040 --> 00:13:44.600]  如果是尼塞亞就好了
[00:13:44.600 --> 00:13:46.680]  推翻羅馬政府
[00:13:46.680 --> 00:13:49.000]  有些人來是為了五餅而如
[00:13:49.000 --> 00:13:51.400]  有些是希望病得醫治
[00:13:51.400 --> 00:13:53.000]  今天和我們每一個
[00:13:53.000 --> 00:13:55.280]  在傳福音見到的群眾
[00:13:55.280 --> 00:13:56.920]  其實是一樣的
[00:13:56.920 --> 00:13:59.600]  如果耶穌好像我們這樣的心情
[00:13:59.600 --> 00:14:01.240]  救恩是不會成就的
[00:14:01.240 --> 00:14:03.000]  你和我是沒有機會
[00:14:03.000 --> 00:14:06.800]  來經歷上帝那份真實和無條件的愛
[00:14:06.800 --> 00:14:08.320]  因為很多時候
[00:14:08.320 --> 00:14:10.760]  我們給非基督的感覺
[00:14:10.760 --> 00:14:14.280]  是我們都很使喚的
[00:14:14.280 --> 00:14:16.560]  哇 回來玩啊
[00:14:16.560 --> 00:14:19.120]  會不會玩著玩著就要我決志
[00:14:19.120 --> 00:14:21.440]  其實他們心裡是這樣想的
[00:14:21.440 --> 00:14:22.440]  你說派月餅
[00:14:22.440 --> 00:14:24.320]  我們當年在清二零零五年
[00:14:24.320 --> 00:14:27.040]  第一次開始做這個社區的服務的時候
[00:14:27.040 --> 00:14:30.080]  你知道第一年的月餅是派不去的
[00:14:30.080 --> 00:14:32.720]  那些社福機構是不來拿的
[00:14:32.720 --> 00:14:33.360]  第一他們會覺得
[00:14:33.360 --> 00:14:36.240]  哇 哪有這麼賤的 隨街跳
[00:14:36.240 --> 00:14:37.720]  我們第一年弄得那麼慘
[00:14:37.720 --> 00:14:39.400]  我們是站在巴士站派的
[00:14:39.400 --> 00:14:41.360]  幸好那時IC學生多
[00:14:41.360 --> 00:14:45.040]  不然真的會發夢被月餅壓死
[00:14:45.040 --> 00:14:47.880]  我們派盆菜 免費帶老人家來
[00:14:47.880 --> 00:14:51.360]  讓他們可以開開心心過聖誕節
[00:14:51.360 --> 00:14:53.000]  那些機構不理睬我們
[00:14:53.000 --> 00:14:54.720]  第一他們不想在假期裡面工作
[00:14:54.720 --> 00:14:56.000]  還搞這些事
[00:14:56.000 --> 00:14:56.680]  第二個問題
[00:14:56.680 --> 00:14:59.520]  如果被老闆知道會不會去教會罵
[00:14:59.520 --> 00:15:03.120]  會不會帶人去信耶穌會被人批評
[00:15:03.120 --> 00:15:05.000]  所以沒有人欺負我們
[00:15:05.000 --> 00:15:07.680]  我們很辛苦去經營什麼
[00:15:07.680 --> 00:15:09.720]  洗去教會的形象
[00:15:09.720 --> 00:15:11.960]  在群青區我們用了很多年時間
[00:15:11.960 --> 00:15:13.200]  我們搞活動是讓人知道
[00:15:13.200 --> 00:15:14.760]  我們不是一定要全副任務
[00:15:14.760 --> 00:15:16.280]  我們不是逼你全副任務
[00:15:16.280 --> 00:15:17.280]  你來吃這餐飯
[00:15:17.280 --> 00:15:18.320]  你來拿這個月餅
[00:15:18.320 --> 00:15:20.080]  是沒有交換的條件
[00:15:20.080 --> 00:15:21.560]  因為上帝愛我們
[00:15:21.560 --> 00:15:23.160]  所以我們愛你
[00:15:23.160 --> 00:15:24.280]  兄弟姐妹
[00:15:24.280 --> 00:15:26.320]  原來我們全副任務的動機
[00:15:26.320 --> 00:15:28.080]  或者我們裡面的心態
[00:15:28.080 --> 00:15:32.880]  其實微信主義的人的心很清
[00:15:32.880 --> 00:15:34.320]  我們憑什麼
[00:15:34.320 --> 00:15:36.880]  來將好消息交給別人
[00:15:36.880 --> 00:15:39.240]  如果我們自己都不知道
[00:15:39.240 --> 00:15:41.440]  我們所經歷的這個福音
[00:15:41.440 --> 00:15:44.360]  其實是上帝無條件的愛
[00:15:44.360 --> 00:15:45.560]  十二個門徒
[00:15:45.560 --> 00:15:46.760]  真是很奇怪
[00:15:46.760 --> 00:15:49.040]  你為什麼會記得彼得那麼多
[00:15:49.040 --> 00:15:50.320]  是因為他出名
[00:15:50.320 --> 00:15:52.320]  不是他出名好
[00:15:52.320 --> 00:15:54.480]  是他出名差
