
[00:00:00.000 --> 00:00:02.000]  在這個新春的日子
[00:03:51.700 --> 00:03:59.700]  當黑武士告訴盧卡知道的時候
[00:03:59.700 --> 00:04:01.300]  說我是你爸爸
[00:04:01.300 --> 00:04:06.500]  那種愛恨交纏是最複雜的一件事
[00:04:06.500 --> 00:04:09.200]  其實有時候我想清楚一點
[00:04:09.200 --> 00:04:13.400]  愛和恨不是真的這麼對立的
[00:04:13.400 --> 00:04:15.100]  雖然我們會說
[00:04:15.100 --> 00:04:17.500]  愛的反面就是恨
[00:04:17.500 --> 00:04:19.200]  這裡很有意思
[00:04:19.200 --> 00:04:23.300]  這個人將恨字反過來變成愛字
[00:04:23.300 --> 00:04:24.700]  其實也有點意思的
[00:04:24.700 --> 00:04:26.000]  因為你發覺
[00:04:26.000 --> 00:04:28.200]  我們今天去恨人
[00:04:28.200 --> 00:04:32.700]  其實在街上那些不相識的人
[00:04:32.700 --> 00:04:34.100]  最多踩到你的腳
[00:04:34.100 --> 00:04:35.800]  你氣他半天而已
[00:04:35.800 --> 00:04:38.300]  回去洗個熱水澡都忘記了
[00:04:38.300 --> 00:04:41.700]  但是那些真正傷你的
[00:04:41.700 --> 00:04:46.600]  是那些曾經可能很愛你的人
[00:04:46.600 --> 00:04:48.300]  有一首國語時代曲
[00:04:48.300 --> 00:04:50.300]  不知道大家有沒有聽過
[00:04:50.300 --> 00:04:53.800]  《愛你變成恨你》
[00:04:53.800 --> 00:04:56.200]  潘迪華姐姐
[00:04:56.200 --> 00:05:00.200]  先聲明我不是那個年代的
[00:05:00.200 --> 00:05:02.200]  但我認識這首歌
[00:05:02.200 --> 00:05:03.700]  我記得她說
[00:05:03.700 --> 00:05:09.800]  我愛你 變了害你
[00:05:09.800 --> 00:05:16.200]  早知愛你 我不愛
[00:05:16.200 --> 00:05:18.500]  記不記得這首歌
[00:05:18.500 --> 00:05:19.800]  有些很認同的
[00:05:19.800 --> 00:05:23.900]  我們就洩露了你們年齡的秘密
[00:05:23.900 --> 00:05:24.900]  是啊
[00:05:24.900 --> 00:05:26.900]  你細心去想這首歌
[00:05:26.900 --> 00:05:28.900]  或者想一想的時候
[00:05:28.900 --> 00:05:31.800]  人世間的很多愛恨
[00:05:31.800 --> 00:05:33.300]  其實一線之間
[00:05:33.300 --> 00:05:35.500]  本來你那個最愛的人
[00:05:35.500 --> 00:05:37.500]  卻是負心薄恨
[00:05:37.500 --> 00:05:40.100]  去搞三搞四
[00:05:40.100 --> 00:05:42.400]  那種恨
[00:05:42.400 --> 00:05:45.100]  特別是女性那種怨恨
[00:05:45.100 --> 00:05:47.000]  好像一個漩渦
[00:05:47.000 --> 00:05:50.300]  那種怨念是很恐怖的
[00:05:50.300 --> 00:05:51.600]  當然男性一樣
[00:05:51.600 --> 00:05:53.900]  我不是女性
[00:05:53.900 --> 00:05:57.200]  愛和恨是讓人可以活下去的
[00:05:57.200 --> 00:05:59.300]  兩股的原力
[00:05:59.300 --> 00:06:01.600]  愛是正面的力量
[00:06:01.600 --> 00:06:04.100]  恨是一種反動力
[00:06:04.100 --> 00:06:08.700]  一種腐化了和顛覆的愛
[00:06:08.700 --> 00:06:10.500]  在聖經裏面
[00:06:10.500 --> 00:06:12.500]  剛才我們讀了一段聖經
[00:06:12.500 --> 00:06:14.400]  我也想多讀兩節
[00:06:14.400 --> 00:06:15.700]  因為我覺得很有意思
[00:06:15.700 --> 00:06:19.200]  我們一起讀一讀這兩節經文
[00:06:19.200 --> 00:06:20.700]  預備起
[00:06:20.700 --> 00:06:23.600]  我們彼此相愛
[00:06:23.600 --> 00:06:28.100]  這就是你們許多所聽見的命令
[00:06:28.100 --> 00:06:32.500]  不可像該隱他是屬下惡者
[00:06:32.500 --> 00:06:34.500]  殺了他的弟兄
[00:06:34.500 --> 00:06:37.000]  為什麼殺了他呢
[00:06:37.000 --> 00:06:39.800]  因為自己的行為是惡的
[00:06:39.800 --> 00:06:43.300]  兄弟的行為是善的
[00:06:43.300 --> 00:06:46.900]  有人提醒我們要彼此相愛
[00:06:46.900 --> 00:06:50.900]  他說這個是主從起初給我們的命令
[00:06:50.900 --> 00:06:54.400]  他提出了聖經裏面一個很重要的人物
[00:06:54.400 --> 00:06:56.100]  是叫該隱
[00:06:56.100 --> 00:06:59.600]  該隱就是人類第一對兄弟
[00:06:59.600 --> 00:07:03.200]  他是殘殺了自己的兄弟阿伯
[00:07:03.200 --> 00:07:06.900]  所以他是殺人者的始祖
[00:07:06.900 --> 00:07:09.700]  他因為自己的惡
[00:07:09.700 --> 00:07:11.000]  對方的善
[00:07:11.000 --> 00:07:14.500]  將阿伯殺了
[00:07:14.500 --> 00:07:17.200]  所以我們見到
[00:07:17.200 --> 00:07:20.100]  人倫的關係本來應該是愛的
[00:07:20.100 --> 00:07:27.000]  但是第一對兄弟的關係竟然因愛變成了恨
[00:07:27.000 --> 00:07:29.000]  我們說愛之欲其生
[00:07:29.000 --> 00:07:31.400]  恨之欲其死
[00:07:31.400 --> 00:07:35.900]  世上第一對同根生的兄弟
[00:07:35.900 --> 00:07:40.300]  竟然就產生了仇殺的事件
[00:07:40.300 --> 00:07:42.000]  所以我們見到
[00:07:42.000 --> 00:07:46.500]  原來恨的力量真的很大
[00:07:46.500 --> 00:07:48.800]  竟然是這樣
[00:07:48.800 --> 00:07:53.000]  為什麼該隱要殺阿伯呢
[00:07:53.000 --> 00:07:57.600]  約翰講了一個非常有肅靈洞察力的一句說話
[00:07:57.600 --> 00:08:00.700]  他說因自己的行為是惡的
[00:08:00.700 --> 00:08:03.400]  兄弟的行為是善的
[00:08:03.400 --> 00:08:07.400]  這是聖經作者的觀察
[00:08:07.400 --> 00:08:10.300]  見到那個是惡那個是善
[00:08:10.300 --> 00:08:13.500]  但是對於該隱來說
[00:08:13.500 --> 00:08:16.300]  他當然以為自己是善的
[00:08:16.300 --> 00:08:20.200]  因為他以為自己獻上的祭物
[00:08:20.200 --> 00:08:22.600]  一定會蒙上帝月立
[00:08:22.600 --> 00:08:24.200]  他當然覺得是好的
[00:08:24.200 --> 00:08:27.700]  誰知道上帝沒有月立他和他的祭物
[00:08:27.700 --> 00:08:29.600]  他就受恨
[00:08:29.600 --> 00:08:30.400]  憎惡
[00:08:30.400 --> 00:08:32.400]  覺得他的弟兄是惡的
[00:08:32.400 --> 00:08:33.400]  各位
[00:08:33.400 --> 00:08:36.700]  原來善惡的判斷
[00:08:36.700 --> 00:08:40.700]  正是造成了人類一切
[00:08:40.700 --> 00:08:44.100]  苦難和罪惡的根源
[00:08:44.100 --> 00:08:47.600]  在樂園裏面有兩棵樹
[00:08:47.600 --> 00:08:48.900]  大家都記得吧
[00:08:48.900 --> 00:08:50.300]  在創世的時候
[00:08:50.300 --> 00:08:53.200]  有一棵叫善惡的知識樹
[00:08:53.200 --> 00:08:57.200]  有一棵叫生命樹
[00:08:57.200 --> 00:08:58.900]  神明的吩咐人
[00:08:58.900 --> 00:09:02.500]  不可以吃這棵分別善惡樹的果子
[00:09:02.500 --> 00:09:05.000]  而這個分別善惡樹的果子
[00:09:05.000 --> 00:09:08.000]  正是告訴我們
[00:09:08.000 --> 00:09:12.500]  我們是一個分別善惡的機制
[00:09:12.500 --> 00:09:14.400]  想深一層
[00:09:14.400 --> 00:09:19.200]  如果有知識有分別善惡不是好事嗎
[00:09:19.200 --> 00:09:22.400]  如果在一個沒有罪惡的世界
[00:09:22.400 --> 00:09:24.100]  在伊甸園裏面
[00:09:24.100 --> 00:09:28.200]  根本不需要這種分別善惡的知識
[00:09:28.200 --> 00:09:32.000]  我們的神不是說反知識反智慧
[00:09:32.000 --> 00:09:37.400]  但是有一些智慧在樂園裏面不需要用
[00:09:37.400 --> 00:09:40.500]  當他和動物改名
[00:09:40.500 --> 00:09:43.600]  在看守這個園子做修理
[00:09:43.600 --> 00:09:44.800]  看守的工作
[00:09:44.800 --> 00:09:47.400]  他一定要用智慧去做
[00:09:47.400 --> 00:09:50.200]  所以我們看得出上帝不是反對智慧
[00:09:50.200 --> 00:09:55.200]  但是如果在樂園裏面有一種智慧是沒有用的
[00:09:55.200 --> 00:10:00.200]  因為在裏面我們不需要做自己的判斷
[00:10:00.200 --> 00:10:02.300]  不需要我們去分別善惡
[00:10:02.300 --> 00:10:06.500]  上帝的話語就是善惡的標準
[00:10:06.500 --> 00:10:08.600]  所以聖經裏面有另一棵樹
[00:10:08.600 --> 00:10:10.700]  叫做生命樹
[00:10:10.700 --> 00:10:11.800]  耶穌曾經說過
[00:10:11.800 --> 00:10:15.000]  我的話就是靈就是生命
[00:10:15.000 --> 00:10:18.500]  原來神的話語吩咐我們只要信服
[00:10:18.500 --> 00:10:22.300]  我們就可以過一個討神喜悅的生活
[00:10:22.300 --> 00:10:27.400]  但是人吃了這棵分別善惡樹的果子
[00:10:27.400 --> 00:10:30.400]  產生了第一個最嚴重的惡果
[00:10:30.400 --> 00:10:33.700]  就是將他的兄弟殺了
[00:10:33.700 --> 00:10:38.700]  各位我們有沒有曾經痛恨過我們的弟兄呢
[00:10:38.700 --> 00:10:40.500]  我們在這個世界裏面
[00:10:40.500 --> 00:10:44.300]  其實是一個愛恨交纏的世界
[00:10:44.300 --> 00:10:47.700]  其實我發覺在香港的信徒當中
[00:10:47.700 --> 00:10:50.700]  或者在我們現在香港的社會當中
[00:10:50.700 --> 00:10:52.900]  正是進入一種很白熱化
[00:10:52.900 --> 00:10:57.000]  很對立的一個局面
[00:10:57.000 --> 00:10:58.500]  其中有些人分析
[00:10:58.500 --> 00:11:00.500]  會不會是這些的
[00:11:00.500 --> 00:11:02.700]  大家知道這些是什麼來的
[00:11:02.700 --> 00:11:03.700]  這個是Facebook
[00:11:03.700 --> 00:11:05.300]  這是什麼
[00:11:05.300 --> 00:11:06.700]  Instagram
[00:11:06.700 --> 00:11:08.700]  這是什麼
[00:11:08.700 --> 00:11:10.100]  Twitter
[00:11:10.100 --> 00:11:13.600]  有很多長者都會用
[00:11:13.600 --> 00:11:15.100]  WhatsApp
[00:11:15.100 --> 00:11:18.100]  你看到這些很好的社交平台
[00:11:18.100 --> 00:11:19.300]  很好的社交軟件
[00:11:19.300 --> 00:11:20.400]  其實是好的
[00:11:20.400 --> 00:11:23.800]  我們當然想人的關係可以透過這些軟件
[00:11:23.800 --> 00:11:24.900]  可以溝通
[00:11:24.900 --> 00:11:26.600]  可以更加緊密
[00:11:26.600 --> 00:11:29.800]  但是正正因為這種緊密
[00:11:29.800 --> 00:11:34.200]  人很容易將自己心裏面那一套講了出來
[00:11:34.200 --> 00:11:36.100]  接著我們發現
[00:11:36.100 --> 00:11:37.600]  在Facebook
[00:11:37.600 --> 00:11:40.400]  有所謂unlike的
[00:11:40.400 --> 00:11:43.100]  就是我不喜歡你的熱潮
[00:11:43.100 --> 00:11:44.400]  當你的政見
[00:11:44.400 --> 00:11:46.700]  你的說法和我不對的時候
[00:11:46.700 --> 00:11:48.400]  我會怎樣
[00:11:48.400 --> 00:11:49.800]  是unlike了你
[00:11:49.800 --> 00:11:50.600]  拒絕你
[00:11:50.600 --> 00:11:52.200]  不再看你的東西
[00:11:52.200 --> 00:11:54.700]  於是乎久而久之我們發現
[00:11:54.700 --> 00:11:57.100]  人類的空間
[00:11:57.100 --> 00:12:00.300]  以為透過這些軟件可以更加的緊密
[00:12:00.300 --> 00:12:02.700]  誰知道是更加的疏離
[00:12:02.700 --> 00:12:08.900]  我們只不過是和那些同聲同氣的人走在一起
[00:12:08.900 --> 00:12:10.200]  甚至我發覺
[00:12:10.200 --> 00:12:11.400]  在這些軟件裏面
[00:12:11.400 --> 00:12:13.800]  有些基督徒
[00:12:13.800 --> 00:12:16.300]  他們甚至可以用
[00:12:16.300 --> 00:12:17.100]  粗口
[00:12:17.100 --> 00:12:18.300]  謾罵
[00:12:18.300 --> 00:12:19.300]  詛咒
[00:12:19.300 --> 00:12:22.900]  這些方式來彼此的對罵
[00:12:22.900 --> 00:12:24.800]  在我成長的年代
[00:12:24.800 --> 00:12:28.100]  我是背聖經說不可叫人小看你年輕
[00:12:28.100 --> 00:12:30.100]  還要在言語行為
[00:12:30.100 --> 00:12:31.200]  愛心信心
[00:12:31.200 --> 00:12:33.900]  清潔上都作信徒的榜樣
[00:12:33.900 --> 00:12:35.300]  但是現在的人
[00:12:35.300 --> 00:12:37.600]  似乎在網上可以事無忌憚
[00:12:37.600 --> 00:12:39.700]  因為他可以隱藏他的身份
[00:12:39.700 --> 00:12:41.700]  他可以用粗口去罵人
[00:12:41.700 --> 00:12:43.900]  不用去負責
[00:12:43.900 --> 00:12:44.700]  漸漸
[00:12:44.700 --> 00:12:47.000]  這些同聲同氣的人走在一起
[00:12:47.000 --> 00:12:48.700]  有一個現象稱為
[00:12:48.700 --> 00:12:51.200]  圍爐取暖
[00:12:51.200 --> 00:12:53.700]  大家有沒有聽過
[00:12:53.700 --> 00:12:55.300]  也有人說這種現象
[00:12:55.300 --> 00:12:59.300]  他們用鍵盤來打仗
[00:12:59.300 --> 00:13:02.200]  鍵盤的戰士
[00:13:02.200 --> 00:13:06.600]  有一個現象叫做網絡的巴爾幹化
[00:13:06.600 --> 00:13:08.000]  聽起來好像很複雜
[00:13:08.000 --> 00:13:09.400]  巴爾幹就是說
[00:13:09.400 --> 00:13:11.900]  本來一個土地裏面
[00:13:11.900 --> 00:13:14.200]  因為那些藍絲拉夫
[00:13:14.200 --> 00:13:16.100]  大家紛紛的獨立
[00:13:16.100 --> 00:13:18.500]  然後自己彼此的敵對
[00:13:18.500 --> 00:13:20.500]  本來是同一塊土地
[00:13:20.500 --> 00:13:24.600]  卻是分成很多個不同的板塊
[00:13:24.600 --> 00:13:27.700]  今天在網絡上就是這樣
[00:13:27.700 --> 00:13:29.700]  很多同聲同氣的人走在一起
[00:13:29.700 --> 00:13:31.000]  圍爐取暖
[00:13:31.000 --> 00:13:34.300]  說我們自己喜歡說的話
[00:13:34.300 --> 00:13:37.000]  但是他們對於另外一些不同的意見
[00:13:37.000 --> 00:13:38.000]  他們是用
[00:13:38.000 --> 00:13:39.100]  嗤之以鼻
[00:13:39.100 --> 00:13:40.900]  或者去排擠他
[00:13:40.900 --> 00:13:42.600]  社交的媒體
[00:13:42.600 --> 00:13:46.300]  甚至有時會被一些的政客來利用
[00:13:46.300 --> 00:13:50.700]  他們會用來做他們想做的
[00:13:50.700 --> 00:13:54.000]  政治的籌碼或者目的
[00:13:54.000 --> 00:13:56.800]  麻煩幫我按一按
[00:13:56.800 --> 00:13:57.800]  好
[00:13:57.800 --> 00:14:02.400]  所以我們見到今天
[00:14:02.400 --> 00:14:05.000]  特別我們在雨傘運動之後
[00:14:05.000 --> 00:14:07.500]  這種兩極化的現象
[00:14:07.500 --> 00:14:10.400]  不單止由網絡的世界
[00:14:10.400 --> 00:14:12.200]  甚至跑到來到現實的世界
[00:14:12.200 --> 00:14:14.600]  連教會也都不例外
[00:14:14.600 --> 00:14:18.300]  很多年青的信徒紛紛用腳投票
[00:14:18.300 --> 00:14:19.200]  出走教會
[00:14:19.200 --> 00:14:20.600]  因為那個教會
[00:14:20.600 --> 00:14:22.300]  和他們的政見不同
[00:14:22.300 --> 00:14:24.200]  和他的立場和他的看法不同
[00:14:24.200 --> 00:14:27.400]  他就離開了那個教會
[00:14:27.400 --> 00:14:29.500]  散後有很多的神學院
[00:14:29.500 --> 00:14:30.500]  很多的教會
[00:14:30.500 --> 00:14:33.300]  他們想做一些復和的工作
[00:14:33.300 --> 00:14:39.300]  所以見到神學院都是辦過一些復和的講座
[00:14:39.300 --> 00:14:41.000]  希望去修好
[00:14:41.000 --> 00:14:43.500]  這種的教會群體當中的關係
[00:14:43.500 --> 00:14:45.300]  但是今天我告訴大家
[00:14:45.300 --> 00:14:48.600]  這些傷口仍然是隱隱作痛
[00:14:48.600 --> 00:14:51.800]  那些復和之道仍然是欠奉
[00:14:51.800 --> 00:14:54.600]  我們再看回聖經裏面
[00:14:54.600 --> 00:14:57.600]  約翰的話語就講得很明白
[00:14:57.600 --> 00:15:00.400]  因為我們人類就是用了自己的良知
[00:15:00.400 --> 00:15:02.800]  做了分別是惡的工具
[00:15:02.800 --> 00:15:05.200]  我們認為我們對的東西
[00:15:05.200 --> 00:15:07.400]  我們認為人的義
[00:15:07.400 --> 00:15:09.700]  就是我們自己對的東西
[00:15:09.700 --> 00:15:11.000]  就覺得是對的
[00:15:11.000 --> 00:15:13.600]  所以我們見到
[00:15:13.600 --> 00:15:15.400]  聖經裏面讓我們見到
[00:15:15.400 --> 00:15:19.400]  當亞當夏侯他們犯了罪之後
[00:15:19.400 --> 00:15:21.100]  見到自己的羞恥
[00:15:21.100 --> 00:15:22.800]  他們做了一件事
[00:15:22.800 --> 00:15:24.900]  就是用無花果樹的葉
[00:15:24.900 --> 00:15:27.500]  來做了衣裳
[00:15:27.500 --> 00:15:29.900]  穿在身上
[00:15:29.900 --> 00:15:32.500]  企圖遮掩他這個羞恥
[00:15:32.500 --> 00:15:33.900]  但是
[00:15:33.900 --> 00:15:36.400]  上帝見到他之後
[00:15:36.400 --> 00:15:40.300]  他為他人預備了一件毛衣
[00:15:40.300 --> 00:15:43.200]  他將毛衣披在人的身上
[00:15:43.200 --> 00:15:45.700]  其實這個是一個預表
[00:15:45.700 --> 00:15:49.500]  毛衣在背後就是要有殺生
[00:15:49.500 --> 00:15:51.100]  要殺了一隻動物
[00:15:51.100 --> 00:15:52.800]  無論一隻牛一隻羊
[00:15:52.800 --> 00:15:55.200]  其實背後要經過流血
[00:15:55.200 --> 00:15:58.200]  要經過袋鼠的工作
[00:15:58.200 --> 00:16:00.900]  讓一個毛衣可以披在人的身上
[00:16:00.900 --> 00:16:04.100]  他沒有改造那件無花果樹衣
[00:16:04.100 --> 00:16:06.300]  正正告訴我們一件事
[00:16:06.300 --> 00:16:10.800]  就是我們今天不是試圖改變我們
[00:16:10.800 --> 00:16:12.300]  或者用人的義
[00:16:12.300 --> 00:16:14.700]  去做任何修修補補的工作
[00:16:14.700 --> 00:16:18.900]  而是我們要讓神的義披在我們身上
[00:16:18.900 --> 00:16:21.300]  我們要讓救恩的
[00:16:21.300 --> 00:16:23.500]  耶穌的寶血遮蓋我們
[00:16:23.500 --> 00:16:28.500]  我們才能夠真正得著救贖
[00:16:28.500 --> 00:16:31.500]  怎樣才能夠得到救贖呢?
[00:16:31.500 --> 00:16:35.200]  我們不是試圖去改變這個充滿仇恨的世界
[00:16:35.200 --> 00:16:39.400]  當然我們應該要在當中做和平之子的工作
[00:16:39.400 --> 00:16:42.300]  但是今天最悲哀的一件事
[00:16:42.300 --> 00:16:46.300]  就是我們很多時候和世界的人沒有分別
[00:16:46.300 --> 00:16:49.000]  世界的人受恨彼此爭鬥
[00:16:49.000 --> 00:16:53.200]  我們教會裏面也都是受恨和彼此爭鬥
[00:16:53.200 --> 00:16:55.400]  世界的人那些辦公室的政治
[00:16:55.400 --> 00:16:57.500]  一樣在教會裏面出現
[00:16:57.500 --> 00:16:58.900]  各位弟兄姊妹
[00:16:58.900 --> 00:17:03.300]  今天我們和世界的人有沒有分別呢?
[00:17:03.300 --> 00:17:05.900]  我們讀一讀約翰的說話
[00:17:05.900 --> 00:17:06.700]  我們一起讀
[00:17:06.700 --> 00:17:08.000]  預備起
[00:17:08.000 --> 00:17:09.100]  弟兄們
[00:17:09.100 --> 00:17:11.200]  世人若恨你們
[00:17:11.200 --> 00:17:13.300]  不要以為稀奇
[00:17:13.300 --> 00:17:15.200]  我們因為愛弟兄
[00:17:15.200 --> 00:17:19.100]  就曉得是已經出死入生了
[00:17:19.100 --> 00:17:20.600]  沒有愛心的
[00:17:20.600 --> 00:17:23.000]  仍住在死中
[00:17:23.000 --> 00:17:24.600]  凡恨
[00:17:24.600 --> 00:17:26.100]  下一句
[00:17:26.100 --> 00:17:28.300]  凡恨他弟兄的
[00:17:28.300 --> 00:17:30.200]  就是殺人的
[00:17:30.200 --> 00:17:33.100]  你們曉得凡殺人的
[00:17:33.100 --> 00:17:35.900]  又永生存在他裏面
[00:17:35.900 --> 00:17:37.900]  主為我們捨命
[00:17:37.900 --> 00:17:41.400]  我們從此就知道何為愛
[00:17:41.400 --> 00:17:45.100]  我們也當為弟兄捨命
[00:17:45.100 --> 00:17:48.400]  其實在約翰的書信裏面
[00:17:48.400 --> 00:17:50.300]  有一個很重要的觀念
[00:17:50.300 --> 00:17:54.100]  他將光明和黑暗分得很清楚
[00:17:54.100 --> 00:17:56.800]  我們將這段經文做了一點點的分析
[00:17:56.800 --> 00:17:59.400]  其實他正正是說出
[00:17:59.400 --> 00:18:01.300]  世人的那種恨
[00:18:01.300 --> 00:18:05.600]  和基督徒弟兄之間那種愛的分別
[00:18:05.600 --> 00:18:08.100]  這裏也讓大家看到
[00:18:08.100 --> 00:18:09.300]  恨的世界
[00:18:09.300 --> 00:18:10.900]  世人恨我們
[00:18:10.900 --> 00:18:12.700]  但是在愛的教會
[00:18:12.700 --> 00:18:14.500]  我們彼此相愛
[00:18:14.500 --> 00:18:16.100]  世人住在死裏面
[00:18:16.100 --> 00:18:18.100]  我們就出死入生
[00:18:18.100 --> 00:18:20.600]  世人是用殺人殺戮
[00:18:20.600 --> 00:18:22.900]  來作為他們的工作
[00:18:22.900 --> 00:18:26.300]  但是我們要為弟兄來捨命
[00:18:26.300 --> 00:18:27.900]  世人沒有永生
[00:18:27.900 --> 00:18:30.100]  我們卻是有永生在裏面
[00:18:30.100 --> 00:18:33.400]  很清楚將兩個圖畫
[00:18:33.400 --> 00:18:35.100]  展現給我們看到
[00:18:35.100 --> 00:18:37.100]  世界充滿了恨意
[00:18:37.100 --> 00:18:39.900]  基督的群體卻是充滿愛
[00:18:39.900 --> 00:18:42.100]  但可惜正如我剛才所說
[00:18:42.100 --> 00:18:44.600]  我們和世界的界別
[00:18:44.600 --> 00:18:46.700]  分別漸漸的模糊
[00:18:46.700 --> 00:18:47.900]  主為我們捨命
[00:18:47.900 --> 00:18:51.100]  我們應該為弟兄來捨命
[00:18:51.100 --> 00:18:53.700]  但我們卻是用仇恨那一套
[00:18:53.700 --> 00:18:56.000]  繼續將在我們教會裏面
[00:18:56.000 --> 00:18:58.500]  來不斷的廝殺
[00:18:58.500 --> 00:19:01.900]  各位,我記得我自己有一次
[00:19:01.900 --> 00:19:05.300]  組織了我舊時班團契的團友
[00:19:05.300 --> 00:19:06.700]  我們很想說回
[00:19:06.700 --> 00:19:08.300]  舊時我們教會的生活
[00:19:08.300 --> 00:19:10.500]  大家約出來吃飯
[00:19:10.500 --> 00:19:12.900]  突然有個姐妹
[00:19:12.900 --> 00:19:17.100]  說了一點當時社會的政治問題
