
[00:00:00.000 --> 00:00:04.000]  OK 今天是我今年第一次來到當中
[00:02:43.000 --> 00:02:49.000]  一些生活的立場和心態
[00:02:49.000 --> 00:02:51.000]  人開始意識到
[00:02:51.000 --> 00:02:53.000]  我不知道你有沒有意識到
[00:02:53.000 --> 00:02:56.000]  原來我們想穩定
[00:02:56.000 --> 00:02:58.000]  everybody does
[00:02:58.000 --> 00:02:59.000]  我們想穩定
[00:02:59.000 --> 00:03:01.000]  但是沒有保證
[00:03:01.000 --> 00:03:03.000]  你想的
[00:03:03.000 --> 00:03:05.000]  制度可不可靠
[00:03:05.000 --> 00:03:07.000]  很多時候制度都不可靠
[00:03:07.000 --> 00:03:09.000]  而且制度經常會改變
[00:03:09.000 --> 00:03:12.000]  計劃隨時可以告吹
[00:03:12.000 --> 00:03:15.000]  這就是我們今天的情況
[00:03:15.000 --> 00:03:21.000]  所以當我們現在生活在這樣的環境當中的時候
[00:03:21.000 --> 00:03:23.000]  帶來的結果是什麼呢
[00:03:23.000 --> 00:03:25.000]  我們更加焦慮
[00:03:25.000 --> 00:03:27.000]  因為今天不知道明天的事
[00:03:27.000 --> 00:03:29.000]  如果是這樣的時候
[00:03:29.000 --> 00:03:31.000]  我們更加趨向於自保
[00:03:31.000 --> 00:03:35.000]  如何讓自己覺得安全一點
[00:03:35.000 --> 00:03:37.000]  與此同時
[00:03:37.000 --> 00:03:39.000]  我們現在很容易劃分界線
[00:03:39.000 --> 00:03:42.000]  這些是他們,這些是我們
[00:03:42.000 --> 00:03:46.000]  陣營的分隔越來越清楚
[00:03:46.000 --> 00:03:48.000]  問題就是
[00:03:48.000 --> 00:03:50.000]  我們信耶穌
[00:03:50.000 --> 00:03:51.000]  你是否信耶穌
[00:03:51.000 --> 00:03:53.000]  我們是約族
[00:03:53.000 --> 00:03:55.000]  基督的信仰
[00:03:55.000 --> 00:03:57.000]  在這樣的世界裏
[00:03:57.000 --> 00:04:01.000]  可以帶給我們什麼樣的盼望呢
[00:04:01.000 --> 00:04:04.000]  大家知道我們從今年開始
[00:04:04.000 --> 00:04:06.000]  我們是看以弗所書
[00:04:06.000 --> 00:04:10.000]  今天和大家看第三章
[00:04:10.000 --> 00:04:12.000]  以弗所書第三章來說
[00:04:12.000 --> 00:04:22.000]  保羅說到一個從前被隱藏的奧秘
[00:04:22.000 --> 00:04:24.000]  這個mystery
[00:04:24.000 --> 00:04:26.000]  人不知道,不明白的
[00:04:26.000 --> 00:04:28.000]  但是到現在知道了
[00:04:28.000 --> 00:04:31.000]  這個奧秘到底是什麼呢
[00:04:31.000 --> 00:04:34.000]  如果你回去有時間再詳細去看第三章
[00:04:34.000 --> 00:04:35.000]  以弗所書的時候
[00:04:35.000 --> 00:04:37.000]  你會發覺原來這個奧秘就是說
[00:04:37.000 --> 00:04:43.000]  世上所有的人都可以成為神的子民
[00:04:43.000 --> 00:04:46.000]  我們先看第六到第八節
[00:04:46.000 --> 00:04:47.000]  聖經怎麼說
[00:04:47.000 --> 00:04:49.000]  這個奧秘是什麼呢
[00:04:49.000 --> 00:04:51.000]  就是外邦人,非猶太人
[00:04:51.000 --> 00:04:54.000]  在基督耶穌裏
[00:04:54.000 --> 00:04:59.000]  藉著福音得以同為後至成為一體
[00:04:59.000 --> 00:05:01.000]  同夢應許
[00:05:01.000 --> 00:05:03.000]  我作了這個福音的執事
[00:05:03.000 --> 00:05:07.000]  我本來是被眾聖徒當中最少的重誓
[00:05:07.000 --> 00:05:10.000]  然而他還賜給我這個恩典
[00:05:10.000 --> 00:05:13.000]  叫我把基督那測不透的豐富
[00:05:13.000 --> 00:05:16.000]  傳給外邦人
[00:05:16.000 --> 00:05:18.000]  大家知道了
[00:05:18.000 --> 00:05:19.000]  因為我看下去
[00:05:19.000 --> 00:05:21.000]  大家可能算了一段時間
[00:05:21.000 --> 00:05:24.000]  在猶太人的觀念來說
[00:05:24.000 --> 00:05:27.000]  非猶太人稱之為外邦人
[00:05:27.000 --> 00:05:32.000]  非猶太人是不可以領受神的祝福和恩典的
[00:05:32.000 --> 00:05:33.000]  為什麼呢
[00:05:33.000 --> 00:05:34.000]  很簡單
[00:05:34.000 --> 00:05:36.000]  因為他們不是神的選民
[00:05:36.000 --> 00:05:40.000]  只有猶太人才是神的選民
[00:05:40.000 --> 00:05:47.000]  所以只有猶太人才能夠享受神應許賜給人的祝福和幫助
[00:05:47.000 --> 00:05:49.000]  所以這些猶太人
[00:05:49.000 --> 00:05:50.000]  因為這個緣故
[00:05:50.000 --> 00:05:54.000]  其實他們心裏有些驕傲
[00:05:54.000 --> 00:05:55.000]  種族的驕傲
[00:05:55.000 --> 00:05:57.000]  We are chosen by God
[00:05:57.000 --> 00:06:00.000]  我們這班人是被神所揀選的
[00:06:00.000 --> 00:06:05.000]  所以在他們的心裏和非猶太人
[00:06:05.000 --> 00:06:07.000]  有一個無形的國界
[00:06:07.000 --> 00:06:10.000]  你們不是選民
[00:06:10.000 --> 00:06:11.000]  我們是選民
[00:06:11.000 --> 00:06:12.000]  我們是神的子民
[00:06:12.000 --> 00:06:14.000]  你們不是神的子民
[00:06:14.000 --> 00:06:15.000]  就是這樣分開
[00:06:15.000 --> 00:06:18.000]  這個很多時候
[00:06:18.000 --> 00:06:22.000]  你會發覺其實猶太人是自己組成的
[00:06:22.000 --> 00:06:23.000]  自己在一起
[00:06:23.000 --> 00:06:27.000]  但是原來我們在新約聖經看下去的時候
[00:06:27.000 --> 00:06:33.000]  我們發覺原來這些猶太人是不明白神的心意
[00:06:33.000 --> 00:06:36.000]  新約聖經告訴我們神愛世人
[00:06:36.000 --> 00:06:39.000]  聖經沒有說神愛猶太人
[00:06:39.000 --> 00:06:41.000]  只是說神愛世人
[00:06:41.000 --> 00:06:43.000]  世上每一個人
[00:06:43.000 --> 00:06:44.000]  但是神愛世人
[00:06:44.000 --> 00:06:45.000]  要救世人
[00:06:45.000 --> 00:06:46.000]  這個計劃
[00:06:46.000 --> 00:06:49.000]  神是揀選了猶太人
[00:06:49.000 --> 00:06:53.000]  將神的愛和探望帶給全世界的人
[00:06:53.000 --> 00:06:55.000]  而不只是猶太人
[00:06:55.000 --> 00:06:58.000]  但是猶太人以自己是神的選民自居
[00:06:58.000 --> 00:07:02.000]  覺得自己是一個很光榮的身份
[00:07:02.000 --> 00:07:06.000]  所以這個是誤會了神的心意
[00:07:06.000 --> 00:07:08.000]  而耶穌基督來到我們當中
[00:07:08.000 --> 00:07:10.000]  我們大家都知道是什麼呢
[00:07:10.000 --> 00:07:13.000]  他的工作就是要拆毀人與神之間的牆
[00:07:13.000 --> 00:07:16.000]  也要拆毀人與人之間的牆
[00:07:16.000 --> 00:07:20.000]  特別是猶太人和非猶太人之間的牆
[00:07:20.000 --> 00:07:23.000]  而所有願意接受和相信的人
[00:07:23.000 --> 00:07:25.000]  就成為一個新的個體
[00:07:25.000 --> 00:07:27.000]  這個個體叫什麼名字
[00:07:27.000 --> 00:07:29.000]  叫什麼名字
[00:07:29.000 --> 00:07:31.000]  教會
[00:07:31.000 --> 00:07:34.000]  其實已不鎖書就是教會論
[00:07:34.000 --> 00:07:36.000]  整本已不鎖書都是講教會的
[00:07:36.000 --> 00:07:38.000]  這個新的個體
[00:07:38.000 --> 00:07:40.000]  保羅就稱之為教會
[00:07:40.000 --> 00:07:42.000]  而保羅說我很榮幸
[00:07:42.000 --> 00:07:44.000]  我是仕途中最少的一個
[00:07:44.000 --> 00:07:46.000]  但是神將一個這麼重要的奧秘
[00:07:46.000 --> 00:07:48.000]  揭示在我的生命當中
[00:07:48.000 --> 00:07:49.000]  我明白了
[00:07:49.000 --> 00:07:53.000]  我就是要將好消息帶給所有非猶太人
[00:07:53.000 --> 00:07:55.000]  所謂的外邦人
[00:07:55.000 --> 00:07:58.000]  但聽知不知道我想提的是什麼呢
[00:07:58.000 --> 00:08:00.000]  保羅過去了
[00:08:00.000 --> 00:08:02.000]  而我們相信耶穌基督的人
[00:08:02.000 --> 00:08:04.000]  就成為神的選民
[00:08:04.000 --> 00:08:05.000]  是不是
[00:08:05.000 --> 00:08:07.000]  你相信耶穌之後
[00:08:07.000 --> 00:08:09.000]  我們都成為神的選民
[00:08:09.000 --> 00:08:11.000]  當我們成為神的選民的時候
[00:08:11.000 --> 00:08:14.000]  我們就有責任去宣揚
[00:08:14.000 --> 00:08:20.000]  去照我們出黑暗入奇妙光明者的美德
[00:08:20.000 --> 00:08:24.000]  就是神允許給所有人的救恩
[00:08:24.000 --> 00:08:26.000]  我們因為擁有基督耶穌的生命
[00:08:26.000 --> 00:08:28.000]  弟兄姊妹我想告訴你
[00:08:28.000 --> 00:08:30.000]  無論我們世界有多混亂
[00:08:30.000 --> 00:08:32.000]  這是預計了的
[00:08:32.000 --> 00:08:34.000]  聖經早就告訴我們
[00:08:34.000 --> 00:08:36.000]  這個世界不會越來越好
[00:08:36.000 --> 00:08:38.000]  你聽我講都不知道是第一次講
[00:08:38.000 --> 00:08:40.000]  明天會更好?NO!
[00:08:40.000 --> 00:08:42.000]  明天會更亂?你預計了
[00:08:42.000 --> 00:08:44.000]  這個世界從來都不穩定
[00:08:44.000 --> 00:08:46.000]  聖經也沒有允許這個世界會很穩定
[00:08:46.000 --> 00:08:47.000]  不會改變
[00:08:47.000 --> 00:08:48.000]  不會的
[00:08:48.000 --> 00:08:49.000]  我們想了
[00:08:49.000 --> 00:08:50.000]  不會發生的
[00:08:50.000 --> 00:08:52.000]  但是
[00:08:52.000 --> 00:08:53.000]  信耶穌的人
[00:08:53.000 --> 00:08:54.000]  基督徒
[00:08:54.000 --> 00:08:56.000]  特別是神所設立的新的個體
[00:08:56.000 --> 00:08:58.000]  教會
[00:08:58.000 --> 00:09:04.000]  有扭轉這個世界的能力
[00:09:04.000 --> 00:09:07.000]  在種種的動盪不安當中
[00:09:07.000 --> 00:09:10.000]  神能夠給我們一個新的
[00:09:10.000 --> 00:09:12.000]  或者一個從神而來的
[00:09:12.000 --> 00:09:14.000]  生活的態度
[00:09:14.000 --> 00:09:16.000]  我們有個圖表給大家看看
[00:09:16.000 --> 00:09:18.000]  這個圖表是什麼呢?
[00:09:18.000 --> 00:09:20.000]  看不看得到?
[00:09:20.000 --> 00:09:22.000]  都OK,夠大隻字
[00:09:22.000 --> 00:09:24.000]  左邊呢
[00:09:24.000 --> 00:09:26.000]  就是現在世界在轉向
[00:09:26.000 --> 00:09:28.000]  大家同不同意嗎?
[00:09:28.000 --> 00:09:30.000]  中間就是世界這樣轉
[00:09:30.000 --> 00:09:32.000]  人通常有什麼反應呢?
[00:09:32.000 --> 00:09:34.000]  然後最右手邊
[00:09:34.000 --> 00:09:36.000]  最右手邊那邊
[00:09:36.000 --> 00:09:39.000]  基督徒原來有一個不同的生活態度
[00:09:39.000 --> 00:09:41.000]  大家同不同意現在
[00:09:41.000 --> 00:09:42.000]  我們從合作
[00:09:42.000 --> 00:09:43.000]  共融
[00:09:43.000 --> 00:09:45.000]  現在變成彼此競爭
[00:09:45.000 --> 00:09:47.000]  當你有競爭的時候
[00:09:47.000 --> 00:09:48.000]  就緊張了
[00:09:48.000 --> 00:09:49.000]  緊張你會憂慮
[00:09:49.000 --> 00:09:51.000]  憂慮會自保
[00:09:51.000 --> 00:09:53.000]  再極端一點
[00:09:53.000 --> 00:09:55.000]  鬥個你死我活
[00:09:55.000 --> 00:09:57.000]  世界就是這樣
[00:09:57.000 --> 00:10:00.000]  我們見到很多類似這樣的見證
[00:10:00.000 --> 00:10:02.000]  但是對基督徒來說
[00:10:02.000 --> 00:10:03.000]  我們相信神
[00:10:03.000 --> 00:10:05.000]  我們知道有競爭
[00:10:05.000 --> 00:10:07.000]  但是我們不會用不法的手段
[00:10:07.000 --> 00:10:09.000]  我們會保持我們的誠信
[00:10:09.000 --> 00:10:11.000]  在競爭當中
[00:10:11.000 --> 00:10:13.000]  我們不會想辦法去害人
[00:10:13.000 --> 00:10:15.000]  因為我們是基督徒
[00:10:15.000 --> 00:10:19.000]  這個就和世界的做法不同了
[00:10:19.000 --> 00:10:21.000]  這個世界
[00:10:21.000 --> 00:10:23.000]  我們以前說要全球化
[00:10:23.000 --> 00:10:25.000]  現在呢
[00:10:25.000 --> 00:10:28.000]  強調國家利益優先
[00:10:28.000 --> 00:10:32.000]  當你有這樣的想法的時候
[00:10:32.000 --> 00:10:35.000]  這個陣營意識就越來越強烈
[00:10:35.000 --> 00:10:37.000]  就不自覺地被人覺得
[00:10:37.000 --> 00:10:39.000]  排他排外
[00:10:39.000 --> 00:10:41.000]  但是作為基督徒呢
[00:10:41.000 --> 00:10:43.000]  聖經教我們要愛鄰舍
[00:10:43.000 --> 00:10:45.000]  是不是
[00:10:45.000 --> 00:10:46.000]  人與人之間相處
[00:10:46.000 --> 00:10:47.000]  有時候有誤會有紛爭
[00:10:47.000 --> 00:10:49.000]  有仇恨有怨恨
[00:10:49.000 --> 00:10:51.000]  但是基督徒教我們
[00:10:51.000 --> 00:10:53.000]  甚至仇敵你都要愛
[00:10:53.000 --> 00:10:54.000]  是不是
[00:10:54.000 --> 00:10:57.000]  所以不要讓仇恨去鎖住我們的心
[00:10:57.000 --> 00:10:59.000]  還有世界是很亂的了
[00:10:59.000 --> 00:11:01.000]  有不同的國家彼此在競爭
[00:11:01.000 --> 00:11:04.000]  但是不要忘記我們是什麼
[00:11:04.000 --> 00:11:06.000]  我們是天國的子民
[00:11:06.000 --> 00:11:08.000]  制度信任下降
[00:11:08.000 --> 00:11:10.000]  特別是年輕一代來說
[00:11:10.000 --> 00:11:12.000]  經常挑戰權威
[00:11:12.000 --> 00:11:14.000]  因為制度不可靠
[00:11:14.000 --> 00:11:16.000]  以前就說很乖的很乖女的
[00:11:16.000 --> 00:11:18.000]  在哪個國家做什麼人
[00:11:18.000 --> 00:11:20.000]  聽話吧
[00:11:20.000 --> 00:11:23.000]  現在通常我們不能夠容忍這樣的東西
[00:11:23.000 --> 00:11:25.000]  要解構文化
[00:11:25.000 --> 00:11:27.000]  在新一代出來
[00:11:27.000 --> 00:11:29.000]  要解構現在國家的運作是怎樣
[00:11:29.000 --> 00:11:31.000]  這個制度好與不好
[00:11:31.000 --> 00:11:33.000]  不要讓任何的權威
[00:11:33.000 --> 00:11:35.000]  一講出來你就壓住
[00:11:35.000 --> 00:11:37.000]  於是很多時候
[00:11:37.000 --> 00:11:39.000]  在不自覺當中
[00:11:39.000 --> 00:11:41.000]  你會發覺我們當中
[00:11:41.000 --> 00:11:43.000]  有很多憤世嫉俗的人在當中
[00:11:43.000 --> 00:11:45.000]  他不滿意
[00:11:45.000 --> 00:11:47.000]  他覺得這樣不好那樣不對
[00:11:47.000 --> 00:11:49.000]  但是在基督徒裡面來說
[00:11:49.000 --> 00:11:52.000]  神似乎是有智慧的
[00:11:52.000 --> 00:11:55.000]  神不是我們盲目去聽從的
[00:11:55.000 --> 00:11:57.000]  神是一個很講道理的神
[00:11:57.000 --> 00:11:59.000]  所以聖經教導我們
[00:11:59.000 --> 00:12:01.000]  要有從神來的智慧
[00:12:01.000 --> 00:12:03.000]  去分辨是非黑白
[00:12:03.000 --> 00:12:05.000]  不要說我都懶得理你了
[00:12:05.000 --> 00:12:07.000]  麻煩了我站起來算了
[00:12:07.000 --> 00:12:09.000]  不如擺平還是逃避
[00:12:09.000 --> 00:12:11.000]  NO!我們要面對這些改變
[00:12:11.000 --> 00:12:13.000]  我們要知道到底
[00:12:13.000 --> 00:12:15.000]  聖經怎樣講
[00:12:15.000 --> 00:12:17.000]  有一樣東西相當重要
[00:12:17.000 --> 00:12:19.000]  好像早期的使徒
[00:12:19.000 --> 00:12:21.000]  被拉到人民去挑戰他們的時候
[00:12:21.000 --> 00:12:23.000]  他說信從神重要呢
[00:12:23.000 --> 00:12:25.000]  還是信從人重要呢
[00:12:25.000 --> 00:12:27.000]  你自己決定吧
[00:12:27.000 --> 00:12:29.000]  今天你和我都要決定
[00:12:29.000 --> 00:12:31.000]  到底我們是聽神講多一點
[00:12:31.000 --> 00:12:33.000]  還是信服人多一點
[00:12:33.000 --> 00:12:37.000]  穩定那種感覺
[00:12:37.000 --> 00:12:39.000]  減弱
[00:12:39.000 --> 00:12:41.000]  不穩定
[00:12:41.000 --> 00:12:43.000]  我剛才講過
[00:12:43.000 --> 00:12:45.000]  今天都不知道明天的事
[00:12:45.000 --> 00:12:47.000]  緊張的時候都不知道明天會怎樣
[00:12:47.000 --> 00:12:49.000]  有些人就說
[00:12:49.000 --> 00:12:51.000]  今早有就過了今天再算
[00:12:51.000 --> 00:12:53.000]  有些人就比較謹慎
[00:12:53.000 --> 00:12:55.000]  特別我們中國人
[00:12:55.000 --> 00:12:57.000]  團職儲多點錢
[00:12:57.000 --> 00:12:59.000]  雖然錢可以
[00:12:59.000 --> 00:13:01.000]  忽然間蒸發
[00:13:01.000 --> 00:13:03.000]  但是我們不自然地說
[00:13:03.000 --> 00:13:05.000]  哎呀現在經濟這麼不穩定
[00:13:05.000 --> 00:13:07.000]  吃飯出去少點
[00:13:07.000 --> 00:13:09.000]  以前一個禮拜
[00:13:09.000 --> 00:13:11.000]  四餐現在一餐好了
[00:13:11.000 --> 00:13:13.000]  會不會儲多點錢在家
[00:13:13.000 --> 00:13:15.000]  希望銀行多點戶口
[00:13:15.000 --> 00:13:17.000]  控方當中
[00:13:17.000 --> 00:13:19.000]  嘗試去
[00:13:19.000 --> 00:13:21.000]  讓自己感覺安全
[00:13:21.000 --> 00:13:23.000]  對基督徒來說
[00:13:23.000 --> 00:13:25.000]  有智慧的準備
[00:13:25.000 --> 00:13:27.000]  有智慧的
[00:13:27.000 --> 00:13:29.000]  剛才講過
[00:13:29.000 --> 00:13:31.000]  有沒有預備
[00:13:31.000 --> 00:13:33.000]  我們不是鼻小躲在山裡工作的人
[00:13:33.000 --> 00:13:35.000]  但是
[00:13:35.000 --> 00:13:37.000]  基督徒的安全感
[00:13:37.000 --> 00:13:39.000]  不是在我們的物質財富
[00:13:39.000 --> 00:13:41.000]  或者我們是否做一些
[00:13:41.000 --> 00:13:43.000]  很好的分析抉擇
[00:13:43.000 --> 00:13:45.000]  我們的安全感
[00:13:45.000 --> 00:13:47.000]  是在上帝的身上
[00:13:47.000 --> 00:13:49.000]  成功與效率至上
[00:13:49.000 --> 00:13:51.000]  現在什麼都講performance
[00:13:51.000 --> 00:13:53.000]  Efficiency
[00:13:53.000 --> 00:13:55.000]  但是到一個地步
[00:13:55.000 --> 00:13:57.000]  價值工具化
[00:13:57.000 --> 00:13:59.000]  是什麼意思
[00:13:59.000 --> 00:14:01.000]  我們要聽老闆的話
[00:14:01.000 --> 00:14:03.000]  你不聽老闆的話
[00:14:03.000 --> 00:14:05.000]  你可能沒事做
[00:14:05.000 --> 00:14:07.000]  這是我們的work ethic
[00:14:07.000 --> 00:14:09.000]  做工的道德也是
[00:14:09.000 --> 00:14:11.000]  老闆分別做什麼
[00:14:11.000 --> 00:14:13.000]  你就盡量去做
[00:14:13.000 --> 00:14:15.000]  但是有時我們覺得
[00:14:15.000 --> 00:14:17.000]  這個應該是把持的
[00:14:17.000 --> 00:14:19.000]  是被人利用
[00:14:19.000 --> 00:14:21.000]  到一個地步
[00:14:21.000 --> 00:14:23.000]  為了要聽老闆的話不擇手段
[00:14:23.000 --> 00:14:25.000]  做一些不應該做的事
[00:14:25.000 --> 00:14:27.000]  解釋老闆叫我這樣做
[00:14:27.000 --> 00:14:29.000]  有什麼辦法
[00:14:29.000 --> 00:14:31.000]  求神憐憫我們
[00:14:31.000 --> 00:14:33.000]  我們有立場的
[00:14:33.000 --> 00:14:35.000]  是基督的立場
[00:14:35.000 --> 00:14:37.000]  不是我們自己的立場
[00:14:37.000 --> 00:14:39.000]  無論在什麼情況下
[00:14:39.000 --> 00:14:41.000]  我們的誠信品格
[00:14:41.000 --> 00:14:43.000]  必須要保障
[00:14:43.000 --> 00:14:45.000]  求神幫助我們
[00:14:45.000 --> 00:14:47.000]  是看人的品格
[00:14:47.000 --> 00:14:49.000]  多於看你工作的效果
[00:14:49.000 --> 00:14:51.000]  這是我們和人不同的地方
[00:14:51.000 --> 00:14:53.000]  身份的分裂加劇
[00:14:53.000 --> 00:14:55.000]  剛才我已經說過
[00:14:55.000 --> 00:14:57.000]  因為陣營對立
[00:14:57.000 --> 00:14:59.000]  他們我們我們
[00:14:59.000 --> 00:15:01.000]  不自然地有分隔
[00:15:01.000 --> 00:15:03.000]  基督徒說合一
[00:15:03.000 --> 00:15:05.000]  大家說算了
[00:15:05.000 --> 00:15:07.000]  合一吧
[00:15:07.000 --> 00:15:09.000]  但是合一建基在什麼上
[00:15:09.000 --> 00:15:11.000]  建基在神的真理上
[00:15:11.000 --> 00:15:13.000]  和真理違背
[00:15:13.000 --> 00:15:15.000]  合不來
[00:15:15.000 --> 00:15:17.000]  你相信神
[00:15:17.000 --> 00:15:19.000]  我不相信神
[00:15:19.000 --> 00:15:21.000]  信與不信不相配
[00:15:21.000 --> 00:15:23.000]  不是極端
[00:15:23.000 --> 00:15:25.000]  根本就是一個例子
[00:15:25.000 --> 00:15:27.000]  所以合一
[00:15:27.000 --> 00:15:29.000]  必須建立在
[00:15:29.000 --> 00:15:31.000]  聖經所啟示的教導和真理上
[00:15:31.000 --> 00:15:33.000]  但是彼此相交的時候
[00:15:33.000 --> 00:15:35.000]  要有基督的愛
[00:15:35.000 --> 00:15:37.000]  去包容接納
[00:15:37.000 --> 00:15:39.000]  不是包容罪惡
[00:15:39.000 --> 00:15:41.000]  不是包容不好的行動
[00:15:41.000 --> 00:15:43.000]  是包容大家的分別
[00:15:43.000 --> 00:15:45.000]  你有不同的意見
[00:15:45.000 --> 00:15:47.000]  大家都是好基督徒
[00:15:47.000 --> 00:15:49.000]  但有些人支持特朗普
[00:15:49.000 --> 00:15:51.000]  有些人反對特朗普
[00:15:51.000 --> 00:15:53.000]  有些是民主黨
[00:15:53.000 --> 00:15:55.000]  有些是共和黨
[00:15:55.000 --> 00:15:57.000]  都愛主的
[00:15:57.000 --> 00:15:59.000]  我們彼此尊重
[00:15:59.000 --> 00:16:01.000]  我們不要互相踐踏
[00:16:01.000 --> 00:16:03.000]  用愛去包容
[00:16:03.000 --> 00:16:05.000]  沒有什麼對與錯
[00:16:05.000 --> 00:16:07.000]  你覺得對我都對
[00:16:07.000 --> 00:16:09.000]  你覺得錯我都錯
[00:16:09.000 --> 00:16:11.000]  不要緊
[00:16:11.000 --> 00:16:13.000]  我們大家以愛去包容
[00:16:13.000 --> 00:16:15.000]  我們就要懲罰
[00:16:15.000 --> 00:16:17.000]  是因為他違背了聖經的原告
[00:16:17.000 --> 00:16:19.000]  大家明白我說什麼嗎?
[00:16:19.000 --> 00:16:21.000]  所以基督徒不同
[00:16:21.000 --> 00:16:23.000]  基督徒對人做事的態度
[00:16:23.000 --> 00:16:25.000]  很不一樣
[00:16:25.000 --> 00:16:27.000]  未來不確定
[00:16:27.000 --> 00:16:29.000]  這個不用說了
[00:16:29.000 --> 00:16:31.000]  很多人覺得既然是這樣
[00:16:31.000 --> 00:16:33.000]  有些人就逃避
[00:16:33.000 --> 00:16:35.000]  有些人就覺得很失望很難過
[00:16:35.000 --> 00:16:37.000]  有些人覺得既然是這樣
[00:16:37.000 --> 00:16:39.000]  吃了它先算
[00:16:39.000 --> 00:16:41.000]  玩了先算
[00:16:41.000 --> 00:16:43.000]  但我們基督徒
[00:16:43.000 --> 00:16:47.000]  我們活在神賜給我們的盼望裡面
[00:16:47.000 --> 00:16:49.000]  求神幫助我們
[00:16:49.000 --> 00:16:51.000]  既然我們能夠繼續生存在這個世界
[00:16:51.000 --> 00:16:53.000]  忠心的去為神而奉
[00:16:53.000 --> 00:16:55.000]  做個好的基督徒
[00:16:55.000 --> 00:16:57.000]  兄弟姐妹
[00:16:57.000 --> 00:16:59.000]  我一大堆
[00:16:59.000 --> 00:17:01.000]  大家有沒有留意
[00:17:01.000 --> 00:17:03.000]  看到現時我們的世界
[00:17:03.000 --> 00:17:05.000]  有這樣的轉變
