
[00:00:00.000 --> 00:00:05.000]  我在想 如果經過今年這麼頻繁
[00:02:05.000 --> 00:02:08.000]  你是必須要經過一個實踐
[00:02:08.000 --> 00:02:11.000]  你才能夠學會游泳
[00:02:11.000 --> 00:02:16.000]  駕駛也是 你不是背了所有交通條例
[00:02:16.000 --> 00:02:20.000]  或者在模擬器懂得駕駛之後
[00:02:20.000 --> 00:02:25.000]  然後駕駛著車去到最繁忙的地方
[00:02:25.000 --> 00:02:27.000]  那你就懂得駕駛
[00:02:27.000 --> 00:02:32.000]  駕駛也是要在路面的實際情況下
[00:02:32.000 --> 00:02:34.000]  去學習去改善
[00:02:34.000 --> 00:02:37.000]  記得打燈 看倒後鏡
[00:02:37.000 --> 00:02:40.000]  然後再轉一轉肩膀 看死角位
[00:02:40.000 --> 00:02:45.000]  有很多東西不是書本也不是頭腦
[00:02:45.000 --> 00:02:47.000]  信仰也是
[00:02:47.000 --> 00:02:52.000]  信仰有很多方面是生命的體驗
[00:02:52.000 --> 00:02:54.000]  是侍奉的經歷
[00:02:54.000 --> 00:02:58.000]  這次十八區 一生最美的祝福
[00:02:58.000 --> 00:03:00.000]  還有去到河南周口
[00:03:00.000 --> 00:03:03.000]  是很多人大開眼界
[00:03:03.000 --> 00:03:07.000]  是侍奉付出當中感受到喜樂的體驗
[00:03:07.000 --> 00:03:11.000]  而且和這些學生或者服侍的群體
[00:03:11.000 --> 00:03:13.000]  有生命交流
[00:03:13.000 --> 00:03:16.000]  對你有一個很重要的影響
[00:03:16.000 --> 00:03:19.000]  所以我們教會整體
[00:03:19.000 --> 00:03:23.000]  我們很需要在滿途分裂
[00:03:23.000 --> 00:03:29.000]  無論是課程上和在教導的形式上
[00:03:29.000 --> 00:03:31.000]  我們一起來學習
[00:03:31.000 --> 00:03:34.000]  我相信經過今年之後
[00:03:34.000 --> 00:03:38.000]  明年我們教會若能夠在這方面一同學習
[00:03:38.000 --> 00:03:42.000]  一定是有一個很大的增長
[00:03:42.000 --> 00:03:46.000]  我們每個人都能夠好像群起的飛鷹一樣
[00:03:46.000 --> 00:03:49.000]  輾次上騰 再攀靈峰
[00:03:49.000 --> 00:03:52.000]  另外我們今年做的一些事情
[00:03:52.000 --> 00:03:54.000]  是沒有辦法停的
[00:03:54.000 --> 00:03:57.000]  原來做主的門徒
[00:03:57.000 --> 00:03:59.000]  是必須要出去
[00:03:59.000 --> 00:04:04.000]  去做耶穌基督吩咐我們做的事情
[00:04:04.000 --> 00:04:08.000]  從河南周口和十八區
[00:04:08.000 --> 00:04:11.000]  服侍回來的弟兄姊妹的分享裡面
[00:04:11.000 --> 00:04:13.000]  我覺得是廣福堂
[00:04:13.000 --> 00:04:16.000]  有相當大部分的弟兄姊妹
[00:04:16.000 --> 00:04:20.000]  心裡面的火被燃點起來
[00:04:20.000 --> 00:04:24.000]  各樣的冷淡被除去了
[00:04:24.000 --> 00:04:30.000]  突然之間有二百多個不懂教小朋友的人
[00:04:30.000 --> 00:04:33.000]  本來是不教小朋友的人
[00:04:33.000 --> 00:04:35.000]  去到那個地方
[00:04:35.000 --> 00:04:41.000]  能夠用那些河南特色的口音普通話
[00:04:41.000 --> 00:04:43.000]  來教小朋友
[00:04:43.000 --> 00:04:46.000]  你想一下難度是多麼的高
[00:04:46.000 --> 00:04:49.000]  他們不是說各位老師們
[00:04:49.000 --> 00:04:51.000]  他們說各位老師們
[00:04:51.000 --> 00:04:54.000]  我以為是各位老鼠
[00:04:54.000 --> 00:04:56.000]  各位老師們
[00:04:56.000 --> 00:04:58.000]  那我就想了
[00:04:58.000 --> 00:05:01.000]  我們兒童區經常說找不到老師
[00:05:01.000 --> 00:05:02.000]  經過這次之後
[00:05:02.000 --> 00:05:05.000]  你不要跟我說找不到老師
[00:05:05.000 --> 00:05:09.000]  如果你是某一個比較年長的牧區
[00:05:09.000 --> 00:05:11.000]  平時連教小朋友都不懂
[00:05:11.000 --> 00:05:13.000]  你都能夠去那裡
[00:05:13.000 --> 00:05:18.000]  跟一些講河南口音普通話的小朋友
[00:05:18.000 --> 00:05:20.000]  來溝通的話
[00:05:20.000 --> 00:05:22.000]  何況我們廣福堂
[00:05:22.000 --> 00:05:25.000]  這一班講純正廣東話
[00:05:25.000 --> 00:05:27.000]  這麼可愛的小朋友
[00:05:27.000 --> 00:05:30.000]  所以我們經常說
[00:05:30.000 --> 00:05:32.000]  除了早堂有兒童主日學
[00:05:32.000 --> 00:05:34.000]  因為沒有老師的緣故
[00:05:34.000 --> 00:05:37.000]  中堂、晏堂、禮拜六晚
[00:05:37.000 --> 00:05:40.000]  我們沒辦法有兒童的配套
[00:05:40.000 --> 00:05:43.000]  我們有二百多個人
[00:05:43.000 --> 00:05:45.000]  所以盼望你們在周口
[00:05:45.000 --> 00:05:48.000]  或者十八區服侍燃點起來的東西
[00:05:48.000 --> 00:05:50.000]  不要讓它冷下來
[00:05:50.000 --> 00:05:53.000]  繼續燒下去
[00:05:53.000 --> 00:05:55.000]  看到這班弟兄姊妹
[00:05:55.000 --> 00:05:57.000]  心火熱起來
[00:05:57.000 --> 00:05:58.000]  很開心
[00:05:58.000 --> 00:06:00.000]  真的好像希伯來書所說
[00:06:00.000 --> 00:06:02.000]  激發愛心
[00:06:02.000 --> 00:06:05.000]  勉勵行善
[00:06:05.000 --> 00:06:07.000]  我經常覺得教會
[00:06:07.000 --> 00:06:10.000]  要復興很簡單
[00:06:10.000 --> 00:06:12.000]  簡單是怎樣呢
[00:06:12.000 --> 00:06:16.000]  只要其中有一粒炭被點著
[00:06:16.000 --> 00:06:19.000]  然後放進祭壇裡面
[00:06:19.000 --> 00:06:23.000]  將未燃著的炭和冷淡的炭
[00:06:23.000 --> 00:06:25.000]  燃燒起來
[00:06:25.000 --> 00:06:29.000]  祭壇上的火就紅紅的
[00:06:29.000 --> 00:06:31.000]  繼續熾熱的燃燒
[00:06:31.000 --> 00:06:33.000]  只要有一個人
[00:06:33.000 --> 00:06:36.000]  《孝法聖經》裡面的小朋友
[00:06:36.000 --> 00:06:41.000]  肯將他自己的五餅二魚拿出來
[00:06:41.000 --> 00:06:43.000]  自己未必有得吃
[00:06:43.000 --> 00:06:46.000]  但是經過耶穌基督燭謝
[00:06:46.000 --> 00:06:48.000]  撕開分出去之後
[00:06:48.000 --> 00:06:50.000]  不單止那個影響力
[00:06:50.000 --> 00:06:52.000]  能夠餵飽五千人
[00:06:52.000 --> 00:06:55.000]  還有十二難之症
[00:06:55.000 --> 00:06:57.000]  所以弟兄姊妹不要小看你
[00:06:57.000 --> 00:07:01.000]  只有一塊很小的炭被燃點起來
[00:07:01.000 --> 00:07:03.000]  也不要小看你
[00:07:03.000 --> 00:07:06.000]  你的才幹恩賜資源只有五餅二魚
[00:07:06.000 --> 00:07:09.000]  如果你肯擺出來的話
[00:07:09.000 --> 00:07:12.000]  經過主的祝福和撕開
[00:07:12.000 --> 00:07:15.000]  所產生的影響力
[00:07:15.000 --> 00:07:19.000]  是超過你自己所想所求的
[00:07:19.000 --> 00:07:21.000]  今天我用一段經文
[00:07:21.000 --> 00:07:23.000]  是大家耳熟能詳的
[00:07:23.000 --> 00:07:26.000]  就是大使命的經文
[00:07:26.000 --> 00:07:31.000]  《馬太福音》第28章18到20節
[00:07:31.000 --> 00:07:33.000]  在這段經文給我們看見
[00:07:33.000 --> 00:07:35.000]  原來做主的門徒
[00:07:35.000 --> 00:07:39.000]  和往外服侍是互相關聯的
[00:07:39.000 --> 00:07:42.000]  我們一起來讀這段經文
[00:08:10.000 --> 00:08:14.000]  這一段講到耶穌臨升天前
[00:08:14.000 --> 00:08:16.000]  頒佈大使命的經文
[00:08:16.000 --> 00:08:20.000]  這段經文29、30節
[00:08:20.000 --> 00:08:24.000]  兩節之間有五個動詞
[00:08:24.000 --> 00:08:28.000]  推動整個大使命是這五個動詞
[00:08:28.000 --> 00:08:31.000]  我們一同來思想一下
[00:08:31.000 --> 00:08:33.000]  我們怎樣做主的門徒
[00:08:33.000 --> 00:08:37.000]  和去改變世界改變天下
[00:08:37.000 --> 00:08:40.000]  原來第一個的做主門徒
[00:08:40.000 --> 00:08:44.000]  被主差遣的名詞就是去
[00:08:44.000 --> 00:08:48.000]  Go 你們要去
[00:08:48.000 --> 00:08:49.000]  去哪裏呢
[00:08:49.000 --> 00:08:52.000]  往普天下去
[00:08:52.000 --> 00:08:54.000]  去到每一個地方有人
[00:08:54.000 --> 00:08:56.000]  有人未聽聞福音的
[00:08:56.000 --> 00:08:58.000]  在那裏未有見證的
[00:08:58.000 --> 00:09:01.000]  你就去到那個地方
[00:09:01.000 --> 00:09:04.000]  有時未必我們主動去
[00:09:04.000 --> 00:09:06.000]  有時是被動的去
[00:09:06.000 --> 00:09:09.000]  假設你的公司派你去到一個地方
[00:09:09.000 --> 00:09:11.000]  有見證的機會
[00:09:11.000 --> 00:09:15.000]  但是卻是沒有見證的教會在那裏
[00:09:15.000 --> 00:09:18.000]  也許你就是那裏的燈台
[00:09:18.000 --> 00:09:20.000]  第一眼燈
[00:09:20.000 --> 00:09:22.000]  第一個燃點者
[00:09:22.000 --> 00:09:24.000]  耶穌呼召我們來
[00:09:24.000 --> 00:09:27.000]  不單止叫我們做他的門徒
[00:09:27.000 --> 00:09:30.000]  也都叫我們裝備好之後
[00:09:30.000 --> 00:09:33.000]  承接他的差遣而出去
[00:09:33.000 --> 00:09:36.000]  我們怎樣可以做耶穌基督的門徒呢
[00:09:36.000 --> 00:09:39.000]  路加福音第十四章那裏說
[00:09:39.000 --> 00:09:41.000]  人到我這裏來
[00:09:41.000 --> 00:09:45.000]  若不愛我勝過愛自己的父母
[00:09:45.000 --> 00:09:50.000]  妻子兒女弟兄姊妹和自己的生命
[00:09:50.000 --> 00:09:53.000]  就不配作我的門徒
[00:09:53.000 --> 00:09:57.000]  又說到凡不配著自己十字架的
[00:09:57.000 --> 00:10:00.000]  也不能作我的門徒
[00:10:00.000 --> 00:10:03.000]  就是耶穌基督的門徒根據這段經文
[00:10:03.000 --> 00:10:05.000]  兩個很機要的條件
[00:10:05.000 --> 00:10:08.000]  第一讓主居首位
[00:10:08.000 --> 00:10:11.000]  我們都要愛我們的父母
[00:10:11.000 --> 00:10:13.000]  我們愛我們的兄弟姊妹
[00:10:13.000 --> 00:10:14.000]  愛我們的兒女
[00:10:14.000 --> 00:10:16.000]  愛我們的靈性
[00:10:16.000 --> 00:10:19.000]  但是到了一些關鍵時刻
[00:10:19.000 --> 00:10:22.000]  而這些關係產生了一種
[00:10:22.000 --> 00:10:25.000]  和我們信仰有矛盾的時候
[00:10:25.000 --> 00:10:29.000]  我們在那裏就要凸顯主耶穌
[00:10:29.000 --> 00:10:33.000]  讓主耶穌在我們生命裏面的主權
[00:10:33.000 --> 00:10:37.000]  和在我們關係裏面那種主權
[00:10:37.000 --> 00:10:39.000]  凸顯出來
[00:10:39.000 --> 00:10:42.000]  讓主居首位
[00:10:42.000 --> 00:10:45.000]  有時候代價真的不容易
[00:10:45.000 --> 00:10:47.000]  代價不容易
[00:10:47.000 --> 00:10:51.000]  假設你是一個專業的會計師
[00:10:51.000 --> 00:10:55.000]  有一間很出名的公司聘請了你
[00:10:55.000 --> 00:11:00.000]  然後派你去到某一個法律比較鬆的國家
[00:11:00.000 --> 00:11:04.000]  然後這個國家的分公司的經理告訴你
[00:11:04.000 --> 00:11:08.000]  我們公司一直是有兩本帳簿的
[00:11:08.000 --> 00:11:11.000]  那你怎樣呢?
[00:11:11.000 --> 00:11:15.000]  這間公司的待遇非常之優厚
[00:11:15.000 --> 00:11:18.000]  能夠令你很安然做到退休
[00:11:18.000 --> 00:11:21.000]  有一個很大筆的退休金
[00:11:21.000 --> 00:11:25.000]  當你要做一個這樣的決定的時候
[00:11:25.000 --> 00:11:31.000]  就是你是不是要讓主居首位的時候
[00:11:31.000 --> 00:11:33.000]  有些人捨不得
[00:11:33.000 --> 00:11:35.000]  付不出這個代價
[00:11:35.000 --> 00:11:39.000]  有些人是付這個代價
[00:11:39.000 --> 00:11:41.000]  辛苦地付這個代價
[00:11:41.000 --> 00:11:43.000]  但有一天他看見
[00:11:43.000 --> 00:11:47.000]  原來當我肯這樣付這個代價
[00:11:47.000 --> 00:11:50.000]  更好的祝福是在後面
[00:11:50.000 --> 00:11:53.000]  有些人的局限就是我們授時間空間
[00:11:53.000 --> 00:11:56.000]  我們沒有辦法馬上去到十年後
[00:11:56.000 --> 00:11:58.000]  看看我做這個決定
[00:11:58.000 --> 00:12:00.000]  對我十年後有什麼影響
[00:12:00.000 --> 00:12:02.000]  這個是信心
[00:12:02.000 --> 00:12:05.000]  這是一個信心的功課
[00:12:05.000 --> 00:12:07.000]  除了這樣之外
[00:12:07.000 --> 00:12:09.000]  還要跟隨耶穌基督
[00:12:09.000 --> 00:12:11.000]  背著自己的十字架
[00:12:11.000 --> 00:12:13.000]  不是背別人的十字架
[00:12:13.000 --> 00:12:15.000]  是背自己的十字架
[00:12:15.000 --> 00:12:17.000]  無論別人看你多麼幸福
[00:12:17.000 --> 00:12:19.000]  家家有本難唸的經
[00:12:19.000 --> 00:12:23.000]  你仍然有一個你自己獨特的十字架
[00:12:23.000 --> 00:12:25.000]  有些人的十字架是他的婚姻
[00:12:25.000 --> 00:12:28.000]  有些人的十字架是他的親子關係
[00:12:28.000 --> 00:12:31.000]  有些人的十字架就是工作裏面的困境
[00:12:31.000 --> 00:12:34.000]  假設有人跟我說
[00:12:34.000 --> 00:12:35.000]  漢穆斯
[00:12:35.000 --> 00:12:39.000]  我的小朋友從出生已經來港福堂
[00:12:39.000 --> 00:12:44.000]  甚至是你幫他舉行這個英械奉獻禮
[00:12:44.000 --> 00:12:46.000]  然後他去大學之前
[00:12:46.000 --> 00:12:49.000]  都在港福堂很乖做主日學
[00:12:49.000 --> 00:12:53.000]  但去到大學他已經放棄了信仰
[00:12:53.000 --> 00:12:56.000]  成為一個無神論者
[00:12:56.000 --> 00:13:01.000]  那你對爾森的父母怎樣呢
[00:13:01.000 --> 00:13:03.000]  不容易
[00:13:03.000 --> 00:13:04.000]  不容易
[00:13:04.000 --> 00:13:06.000]  只能夠為他祈禱
[00:13:06.000 --> 00:13:09.000]  為他來到期待
[00:13:09.000 --> 00:13:14.000]  這個就是你自己的十字架
[00:13:14.000 --> 00:13:18.000]  只背十字架不跟隨耶穌基督是很慘的
[00:13:18.000 --> 00:13:23.000]  但只跟隨耶穌基督又不肯附上背自己的十字架
[00:13:23.000 --> 00:13:25.000]  這個又不是主的意思
[00:13:25.000 --> 00:13:31.000]  所以兩者是背著我們人生特有的重擔困難
[00:13:31.000 --> 00:13:33.000]  是為主的緣故而去背負
[00:13:33.000 --> 00:13:38.000]  但有耶穌基督的路可以移除
[00:13:38.000 --> 00:13:41.000]  基督的生命是外向
[00:13:41.000 --> 00:13:46.000]  基督的生活不是限於教會四道場
[00:13:46.000 --> 00:13:51.000]  基督是願意與人分享耶穌基督的好處
[00:13:51.000 --> 00:13:53.000]  所以你們要去
[00:13:53.000 --> 00:13:55.000]  耶穌呼召我們來
[00:13:55.000 --> 00:13:58.000]  是要叫我們被拆出去
[00:13:58.000 --> 00:14:01.000]  宣教學裏面有三種動物
[00:14:01.000 --> 00:14:08.000]  有鷹、有海狸、有白鴿
[00:14:08.000 --> 00:14:10.000]  鷹是飛得很高
[00:14:10.000 --> 00:14:12.000]  牠的眼睛很銳利
[00:14:12.000 --> 00:14:14.000]  很遠的地方
[00:14:14.000 --> 00:14:16.000]  牠已經看到在草叢裏面
[00:14:16.000 --> 00:14:19.000]  有一條蟲或者一隻小鳥
[00:14:19.000 --> 00:14:21.000]  鷹看到之後就回來
[00:14:21.000 --> 00:14:24.000]  告訴白鴿
[00:14:24.000 --> 00:14:25.000]  你們出去吧
[00:14:25.000 --> 00:14:28.000]  你們去執行這個任務吧
[00:14:28.000 --> 00:14:30.000]  有些人有意象
[00:14:30.000 --> 00:14:32.000]  但他缺乏實踐的能力
[00:14:32.000 --> 00:14:34.000]  因為他不能夠做完所有事情
[00:14:34.000 --> 00:14:36.000]  有些人有實踐能力
[00:14:36.000 --> 00:14:38.000]  但他需要人告訴他
[00:14:38.000 --> 00:14:40.000]  需要在哪裏
[00:14:40.000 --> 00:14:42.000]  怎樣去做
[00:14:42.000 --> 00:14:44.000]  宣教士就像信鴿一樣
[00:14:44.000 --> 00:14:46.000]  被拆到工場
[00:14:46.000 --> 00:14:48.000]  但在他們的地方
[00:14:48.000 --> 00:14:52.000]  有更多的就是鷹、海狸
[00:14:52.000 --> 00:14:54.000]  海狸這種生活
[00:14:54.000 --> 00:14:57.000]  就是一生人不離開
[00:14:57.000 --> 00:15:00.000]  它那個河邊動亂範圍
[00:15:00.000 --> 00:15:02.000]  是甚麼呢
[00:15:02.000 --> 00:15:04.000]  這個十多二十呎的地方
[00:15:04.000 --> 00:15:06.000]  一直在那裏生活
[00:15:06.000 --> 00:15:08.000]  有些人很有高正遠足
[00:15:08.000 --> 00:15:10.000]  有些人願意去做
[00:15:10.000 --> 00:15:12.000]  但有更多的人
[00:15:12.000 --> 00:15:14.000]  是需要以禱告
[00:15:14.000 --> 00:15:16.000]  以奉獻來支持
[00:15:16.000 --> 00:15:18.000]  讓整個運動
[00:15:18.000 --> 00:15:20.000]  群起的飛鷹
[00:15:20.000 --> 00:15:22.000]  真是飛得起
[00:15:22.000 --> 00:15:24.000]  群起的信鴿能夠被拆去
[00:15:24.000 --> 00:15:26.000]  是因為這樣的緣故
[00:15:26.000 --> 00:15:28.000]  聖經說
[00:15:28.000 --> 00:15:30.000]  若沒有逢差演
[00:15:30.000 --> 00:15:32.000]  怎能傳道呢
[00:15:32.000 --> 00:15:34.000]  如經上所記
[00:15:34.000 --> 00:15:36.000]  想傳喜訊的人
[00:15:36.000 --> 00:15:40.000]  他們的腳中何等皆未
[00:15:40.000 --> 00:15:42.000]  舊約爾賽亞先知
[00:15:42.000 --> 00:15:46.000]  在社會政治危機的時候
[00:15:46.000 --> 00:15:48.000]  他去到聖殿裏面敬拜
[00:15:48.000 --> 00:15:50.000]  在淚眼芬花當中
[00:15:50.000 --> 00:15:52.000]  前途不知道怎樣的時候
[00:15:52.000 --> 00:15:56.000]  他聽到上帝的呼召
[00:15:56.000 --> 00:15:58.000]  爾賽亞書第六章說
[00:15:58.000 --> 00:16:00.000]  我又聽見主的聲音說
[00:16:00.000 --> 00:16:02.000]  我可以差演誰
[00:16:02.000 --> 00:16:04.000]  誰肯為我們去呢
[00:16:04.000 --> 00:16:08.000]  我說我在這裏請差演我
[00:16:08.000 --> 00:16:10.000]  主耶穌說
[00:16:10.000 --> 00:16:12.000]  當我們舉目望天觀看
[00:16:12.000 --> 00:16:14.000]  莊稼已經發白
[00:16:14.000 --> 00:16:16.000]  是收割的時候
[00:16:16.000 --> 00:16:18.000]  不收割的時候
[00:16:18.000 --> 00:16:20.000]  落冰雹或者荒旱的時候
[00:16:20.000 --> 00:16:24.000]  連一些可以收割的都沒有
[00:16:24.000 --> 00:16:26.000]  你們當求莊稼的主
[00:16:26.000 --> 00:16:28.000]  打發工人
[00:16:28.000 --> 00:16:30.000]  我們要記住一個很重要
[00:16:30.000 --> 00:16:32.000]  是耶穌呼召你
[00:16:32.000 --> 00:16:34.000]  耶穌拯救你
[00:16:34.000 --> 00:16:36.000]  改變你的生命
[00:16:36.000 --> 00:16:38.000]  是要將你推出去
[00:16:38.000 --> 00:16:40.000]  去回你原本的地方
[00:16:40.000 --> 00:16:42.000]  好像這些被賄賂的人
[00:16:42.000 --> 00:16:44.000]  得到醫治之後
[00:16:44.000 --> 00:16:46.000]  他回到原本的地方
[00:16:46.000 --> 00:16:48.000]  告訴別人他們的生命
[00:16:48.000 --> 00:16:50.000]  如何因耶穌改變
[00:16:50.000 --> 00:16:52.000]  這段經文第二個動力
[00:16:52.000 --> 00:16:54.000]  就是這個使字
[00:16:54.000 --> 00:16:58.000]  門徒訓練的使
[00:16:58.000 --> 00:17:02.000]  使萬民作我的門徒
[00:17:02.000 --> 00:17:04.000]  原來我們出去有一個目的
[00:17:04.000 --> 00:17:06.000]  就是make disciple
[00:17:06.000 --> 00:17:10.000]  原來門徒是需要製造的
[00:17:10.000 --> 00:17:14.000]  和打造的
[00:17:14.000 --> 00:17:16.000]  這個門徒的意思
[00:17:16.000 --> 00:17:18.000]  就是耶穌基督的效法者
[00:17:18.000 --> 00:17:22.000]  和耶穌基督的中心追隨者
[00:17:22.000 --> 00:17:24.000]  就是門徒
[00:17:24.000 --> 00:17:26.000]  就好像師父有學徒一樣
[00:17:26.000 --> 00:17:30.000]  學徒就是要學師父所做的事
[00:17:30.000 --> 00:17:34.000]  師父的一笑一貧一動一靜
[00:17:34.000 --> 00:17:36.000]  都要學
[00:17:36.000 --> 00:17:40.000]  有很多事今天仍然是學師仔
[00:17:40.000 --> 00:17:42.000]  如果你讀中醫學院
[00:17:42.000 --> 00:17:44.000]  沒有跟到一個老中醫
[00:17:44.000 --> 00:17:46.000]  可能你走的路長一點
[00:17:46.000 --> 00:17:49.000]  如果你學水墨畫戲攝影
[00:17:49.000 --> 00:17:51.000]  自己摸都可以
[00:17:51.000 --> 00:17:53.000]  如果跟到一個好師父又不同
[00:17:53.000 --> 00:17:55.000]  你彈古箏彈鋼琴
[00:17:55.000 --> 00:17:57.000]  學唱歌
[00:17:57.000 --> 00:17:59.000]  不可以看本《美聲法》
[00:17:59.000 --> 00:18:01.000]  自己唱就唱到
[00:18:01.000 --> 00:18:03.000]  我真的很少聽過
[00:18:03.000 --> 00:18:05.000]  學唱歌是不用跟師父
[00:18:05.000 --> 00:18:09.000]  有很多事今天仍然要個別傳授
[00:18:09.000 --> 00:18:13.000]  學煮菜學演戲都是一樣
[00:18:13.000 --> 00:18:16.000]  中國有一個人
[00:18:16.000 --> 00:18:20.000]  演孫悟空是演得很好的
[00:18:20.000 --> 00:18:22.000]  我不記得他的名字
[00:18:22.000 --> 00:18:24.000]  總之叫美猴王
[00:18:24.000 --> 00:18:31.000]  他很想將這種國寶級的演技傳給自己的子女
[00:18:31.000 --> 00:18:33.000]  但好像傳不到
[00:18:33.000 --> 00:18:36.000]  要隔代才傳到給孫子
[00:18:36.000 --> 00:18:39.000]  孫子裡面有個得有個不得
[00:18:39.000 --> 00:18:43.000]  原來做猴子這麼簡單
[00:18:43.000 --> 00:18:45.000]  個個都做猴子戲
[00:18:45.000 --> 00:18:47.000]  用不著這麼厲害
[00:18:47.000 --> 00:18:51.000]  原來講這些技巧是國寶級
[00:18:51.000 --> 00:18:54.000]  一動一靜 拗頭 一憑一笑
[00:18:54.000 --> 00:18:56.000]  到不到位
[00:18:56.000 --> 00:19:01.000]  如果世間為了演孫悟空演得這麼好
[00:19:01.000 --> 00:19:03.000]  他直接觀察猴子
[00:19:03.000 --> 00:19:05.000]  在家養十幾隻猴子
[00:19:05.000 --> 00:19:07.000]  吃飯對猴子
[00:19:07.000 --> 00:19:09.000]  洗澡對著猴子
[00:19:09.000 --> 00:19:11.000]  看猴子怎樣洗澡
[00:19:11.000 --> 00:19:13.000]  以至他上到舞台
[00:19:13.000 --> 00:19:16.000]  或者拍西遊記的時候
[00:19:16.000 --> 00:19:18.000]  活現孫悟空
[00:19:18.000 --> 00:19:20.000]  如果我們要效法耶穌
[00:19:20.000 --> 00:19:24.000]  基督徒就是耶穌基督縮影的意思
[00:19:24.000 --> 00:19:26.000]  如果要這樣的話
[00:19:26.000 --> 00:19:28.000]  我們豈不是更加
[00:19:28.000 --> 00:19:30.000]  吃飯又要對著耶穌基督
[00:19:30.000 --> 00:19:32.000]  洗澡又要對著耶穌基督
[00:19:32.000 --> 00:19:34.000]  在課堂又要對著耶穌基督
[00:19:34.000 --> 00:19:36.000]  在辦公廳又要對著耶穌基督
[00:19:36.000 --> 00:19:39.000]  在街上又要想起耶穌基督
[00:19:39.000 --> 00:19:42.000]  豈不是更加是這樣呢?
[00:19:42.000 --> 00:19:44.000]  耶穌呼召人來
[00:19:44.000 --> 00:19:46.000]  是要學習他
[00:19:46.000 --> 00:19:49.000]  學他心裡面的柔和謙卑
[00:19:49.000 --> 00:19:54.000]  學他負擔他那種的五額
[00:19:54.000 --> 00:19:56.000]  我們看到
[00:19:56.000 --> 00:20:02.000]  如果我們要製造和打造一些人
[00:20:02.000 --> 00:20:04.000]  成為基督的縮影
[00:20:04.000 --> 00:20:08.000]  成為耶穌基督的忠實跟隨者
[00:20:08.000 --> 00:20:11.000]  成為耶穌基督的效法者
[00:20:11.000 --> 00:20:14.000]  保羅在《哥羅西書》一章28節說
[00:20:14.000 --> 00:20:19.000]  我們傳揚他要用諸般的智慧
[00:20:19.000 --> 00:20:24.000]  要把人完完全全帶到耶穌基督的面前
[00:20:24.000 --> 00:20:26.000]  保羅說向什麼人
[00:20:26.000 --> 00:20:28.000]  我們做什麼人
[00:20:28.000 --> 00:20:31.000]  為的是能夠得到他們
[00:20:31.000 --> 00:20:33.000]  所以保羅也說
[00:20:33.000 --> 00:20:35.000]  無論得是不得是
[00:20:35.000 --> 00:20:37.000]  我們總要傳福音
[00:20:37.000 --> 00:20:40.000]  我們知道無論在方法上
[00:20:40.000 --> 00:20:41.000]  在對象上
[00:20:41.000 --> 00:20:43.000]  在時間上
[00:20:43.000 --> 00:20:45.000]  為了要得到一個人
[00:20:45.000 --> 00:20:49.000]  打造他成為耶穌基督的門徒
[00:20:49.000 --> 00:20:52.000]  我們要竭心
[00:20:52.000 --> 00:20:55.000]  盡力竭心來做
