
[00:00:00.000 --> 00:00:02.820]  使徒信經 要講到是
[00:02:51.780 --> 00:02:53.560]  所以拘捕他們
[00:02:53.560 --> 00:02:56.380]  把他們囚禁在監獄裡
[00:02:56.380 --> 00:02:59.960]  到隔日 因為那時天色黑了
[00:02:59.960 --> 00:03:03.300]  但是聽見信息的人有許多信了
[00:03:03.300 --> 00:03:07.640]  光是男人數目將近5000
[00:03:07.640 --> 00:03:13.280]  所以教會從12個人開始 12使徒後來變成了120個
[00:03:13.540 --> 00:03:18.400]  到了初期彼得一次講到有3000信主 第二次講到
[00:03:18.400 --> 00:03:21.220]  今天我們讀的這封經文有5000人信主
[00:03:21.220 --> 00:03:26.840]  這就奠定了教會 5000是指男人 沒有算他們的老婆有些孩子
[00:03:26.840 --> 00:03:33.000]  所以根據教會的歷史學家說 初期教會可能在很短的時間
[00:03:33.000 --> 00:03:35.300]  就已經可能超過2萬人
[00:03:35.300 --> 00:03:39.900]  所以在這個大復興當中 我們也看到一個問題開始來外患
[00:03:40.160 --> 00:03:45.020]  來自於宗教領袖各種的逼迫 是教會面臨的第一個問題
[00:03:45.020 --> 00:03:52.200]  但是這個問題並沒有阻止到教會的發展 反而幫助教會發展得更快
[00:03:52.200 --> 00:03:53.720]  是因為在
[00:03:53.720 --> 00:03:56.800]  環境不好的時候 通常信主的人
[00:03:56.800 --> 00:03:59.100]  就一定都是真心信的
[00:03:59.100 --> 00:04:01.160]  我記得
[00:04:01.160 --> 00:04:05.500]  很多年前 我們國語組有一個女生 有個女同學
[00:04:05.500 --> 00:04:06.780]  家裡很有錢
[00:04:06.780 --> 00:04:07.800]  家裡很有錢
[00:04:08.320 --> 00:04:10.360]  但是後來她畢業就回國了
[00:04:10.360 --> 00:04:12.920]  後來就有個男生去追她
[00:04:12.920 --> 00:04:15.480]  因為她家很有錢嘛
[00:04:15.480 --> 00:04:19.840]  所以她爸就很害怕那個男生是衝著她的錢來的
[00:04:19.840 --> 00:04:23.420]  那結果當那個男生要追她的女兒的時候 她爸
[00:04:23.420 --> 00:04:25.460]  去聘請了一位
[00:04:25.460 --> 00:04:27.260]  私人偵探
[00:04:27.260 --> 00:04:30.580]  去偵探那個男生 幫他起底
[00:04:30.580 --> 00:04:32.900]  就整個家裡全部起了一遍
[00:04:32.900 --> 00:04:34.940]  最後才決定要不要同意
[00:04:34.940 --> 00:04:36.740]  讓你來約會我的女兒
[00:04:37.240 --> 00:04:41.340]  沒辦法 你知道如果你要去追一些豪門的女生
[00:04:41.340 --> 00:04:44.920]  你就避免不了別人會請私人偵探查你的家底
[00:04:44.920 --> 00:04:47.220]  為什麼 因為實在太有錢
[00:04:47.220 --> 00:04:48.500]  太有錢 沒辦法
[00:04:48.500 --> 00:04:51.060]  他就很怕說有人跟我在一起
[00:04:51.060 --> 00:04:53.120]  是衝著我的錢來的
[00:04:53.120 --> 00:04:58.740]  對吧 但我個人是沒有這個煩惱 對嗎 我跟Shirley在一起的時候 是我這輩子最窮的時候
[00:04:58.740 --> 00:05:01.060]  很明顯她跟我在一起
[00:05:01.060 --> 00:05:02.840]  完全是因為我長得帥而已
[00:05:02.840 --> 00:05:05.140]  這個毋庸置疑
[00:05:05.660 --> 00:05:08.220]  但是如果你很有錢就不一樣
[00:05:08.220 --> 00:05:10.260]  那現在有個問題
[00:05:10.260 --> 00:05:13.080]  你知道神
[00:05:13.080 --> 00:05:15.140]  就是我們所信的這位天父
[00:05:15.140 --> 00:05:16.660]  他是最富有的
[00:05:16.660 --> 00:05:18.720]  他掌管一切的資源
[00:05:18.720 --> 00:05:20.260]  他創造了天地
[00:05:20.260 --> 00:05:21.280]  並且
[00:05:21.280 --> 00:05:25.380]  聖經上說 你賺錢的能力是他賜給你的
[00:05:25.380 --> 00:05:27.940]  對吧 如果你天生就腦殘 你也
[00:05:27.940 --> 00:05:30.500]  不太想要 這輩子你大概賺不了錢 對吧
[00:05:30.500 --> 00:05:32.800]  至少你要長得健健康康
[00:05:32.800 --> 00:05:34.340]  他給你有機會
[00:05:34.840 --> 00:05:36.120]  讀書你才有
[00:05:36.120 --> 00:05:37.400]  賺錢的能力
[00:05:37.400 --> 00:05:39.720]  賺錢的能力是他給你的
[00:05:39.720 --> 00:05:43.300]  賺錢的機遇也是他provide給你的
[00:05:43.300 --> 00:05:48.920]  而且他又是一位非常非常大方的神 就是他很希望
[00:05:48.920 --> 00:05:51.480]  我們每一位他的兒女
[00:05:51.480 --> 00:05:54.820]  都能夠享受到他給我們的一些福氣呀
[00:05:54.820 --> 00:05:59.160]  很多的福氣 錢各方面 賺錢的能力 機遇啊
[00:05:59.160 --> 00:06:00.960]  但現在問題來了
[00:06:01.720 --> 00:06:06.580]  這位天父雖然很有錢 也願意給他的兒女很多的錢
[00:06:06.580 --> 00:06:08.120]  但問題是
[00:06:08.120 --> 00:06:09.140]  同時呢
[00:06:09.140 --> 00:06:11.960]  他又想要跟他的兒女建立一個
[00:06:11.960 --> 00:06:16.560]  非常相愛 彼此相愛的關係 很單純相愛的關係
[00:06:16.560 --> 00:06:19.640]  那麼現在問題就出在於
[00:06:19.640 --> 00:06:21.940]  你怎麼知道
[00:06:21.940 --> 00:06:25.780]  你跟這位天父的關係是很單純愛的關係
[00:06:25.780 --> 00:06:28.860]  還是你衝著他的祝福 衝著他的錢來
[00:06:30.140 --> 00:06:33.480]  這就是當時舊約約伯記提到的一個問題
[00:06:33.480 --> 00:06:37.320]  神跟那個撒旦講話
[00:06:37.320 --> 00:06:38.600]  天父說你看
[00:06:38.600 --> 00:06:42.180]  你看我的僕人約伯你看
[00:06:42.180 --> 00:06:45.260]  他跟我關係多好 他就喜歡敬拜我
[00:06:45.260 --> 00:06:47.300]  我們這是老鐵的關係
[00:06:47.300 --> 00:06:48.840]  兄弟情可好了
[00:06:48.840 --> 00:06:51.660]  結果撒旦怎麼說呢 撒旦呢
[00:06:51.660 --> 00:06:54.460]  撒旦的意思就是控告者
[00:06:54.460 --> 00:06:57.540]  所以他的責任就是在你跟神之間
[00:06:57.540 --> 00:06:58.560]  挑撥離間
[00:06:58.820 --> 00:07:03.680]  所以他就控告約伯 神你別傻了 你真的以為約伯
[00:07:03.680 --> 00:07:06.240]  喜歡你敬拜你是愛你嗎
[00:07:06.240 --> 00:07:09.060]  他是衝著你的祝福來的
[00:07:09.060 --> 00:07:11.360]  你看你多祝福他
[00:07:11.360 --> 00:07:13.400]  什麼流羊成群啊
[00:07:13.400 --> 00:07:19.800]  什麼三個幾個兒子全部都很乖啊 老婆又聽話 各種身體又健康
[00:07:19.800 --> 00:07:20.840]  各種的祝福
[00:07:20.840 --> 00:07:24.920]  那撒旦說你試試看 你試試看拿走這樣的祝福
[00:07:24.920 --> 00:07:26.720]  保證
[00:07:27.480 --> 00:07:29.780]  他翻臉比翻書還快
[00:07:29.780 --> 00:07:31.320]  馬上就不認你
[00:07:31.320 --> 00:07:33.100]  換句話說
[00:07:33.100 --> 00:07:36.180]  基本上撒旦是在指控說
[00:07:36.180 --> 00:07:38.220]  神你認為那個很愛你的人
[00:07:38.220 --> 00:07:39.760]  其實他
[00:07:39.760 --> 00:07:41.300]  只是一個consumer
[00:07:41.300 --> 00:07:42.840]  他是個消費者
[00:07:42.840 --> 00:07:46.160]  有好處他就來 沒好處他馬上就跑
[00:07:46.160 --> 00:07:48.460]  那結果神就跟撒旦說好
[00:07:48.460 --> 00:07:50.260]  我證明給你看
[00:07:50.260 --> 00:07:52.560]  約伯跟我真的是
[00:07:52.560 --> 00:07:55.900]  老鐵 我們咱兩個兄弟情是真實的
[00:07:56.140 --> 00:07:59.200]  他真的不會這麼離棄我 他不是那麼膚淺的人
[00:07:59.200 --> 00:08:01.500]  於是神跟撒旦說
[00:08:01.500 --> 00:08:02.540]  我允許你
[00:08:02.540 --> 00:08:04.060]  把他某些的
[00:08:04.060 --> 00:08:04.840]  東西拿走
[00:08:04.840 --> 00:08:08.160]  就讓他感覺好像我沒有在祝福他
[00:08:08.160 --> 00:08:11.740]  以此試試他這個人是一個消費者還是說
[00:08:11.740 --> 00:08:13.540]  不是喔 我可是
[00:08:13.540 --> 00:08:15.080]  跟神堅持來到神
[00:08:15.080 --> 00:08:18.140]  面前 那最後當然結局就是我們都知道
[00:08:18.140 --> 00:08:19.180]  撒旦錯了嘛
[00:08:19.180 --> 00:08:22.500]  約伯從頭到尾都抓住神 雖然他有
[00:08:22.500 --> 00:08:24.800]  吵啊鬧啊哭啊
[00:08:25.060 --> 00:08:28.140]  可是從來沒有跟神說你給我滾
[00:08:28.140 --> 00:08:29.660]  沒祝福那我就滾了嘛
[00:08:29.660 --> 00:08:30.700]  這從來沒有
[00:08:30.700 --> 00:08:38.620]  我上禮拜聽了一篇講到也是講這段聖經 他說這段聖經告訴我們基本上門徒一個
[00:08:38.620 --> 00:08:39.400]  很大的特徵
[00:08:39.400 --> 00:08:44.780]  就說你怎麼知道你是個門徒 你是真心想愛神還是只是說你是個消費者
[00:08:44.780 --> 00:08:49.120]  重點就在於今天看到第一個特徵 他說第一個特徵就是
[00:08:49.120 --> 00:08:54.240]  當外在環境不順利 尤其是有些逼迫來到的時候
[00:08:55.020 --> 00:08:57.580]  你仍然會堅持願意
[00:08:57.580 --> 00:08:58.600]  服侍神
[00:08:58.600 --> 00:08:59.880]  他說這
[00:08:59.880 --> 00:09:01.420]  你就很清楚知道
[00:09:01.420 --> 00:09:04.240]  我跟神還真的 我跟神是來真的
[00:09:04.240 --> 00:09:07.300]  我不是那個很膚淺的 我不是衝著祂的錢來的
[00:09:07.300 --> 00:09:09.100]  也不是衝著祂的祝福
[00:09:09.100 --> 00:09:11.140]  我真的是愛神
[00:09:11.140 --> 00:09:15.760]  所以當初教會有一個很好的方法
[00:09:15.760 --> 00:09:21.120]  去處理說到底這群120人信了主那3000人 後來信主5000人
[00:09:21.120 --> 00:09:22.400]  到底你們是
[00:09:22.400 --> 00:09:24.460]  衝著神的祝福來的呢
[00:09:24.720 --> 00:09:26.260]  還是說你真的愛神呢
[00:09:26.260 --> 00:09:28.560]  很簡單 因為當初環境不好
[00:09:28.560 --> 00:09:33.160]  環境不好的時候只要進得到教會的門一定都是真的
[00:09:33.160 --> 00:09:34.440]  因為當初
[00:09:34.440 --> 00:09:37.000]  你知道什麼時候假信徒開始進來嗎
[00:09:37.000 --> 00:09:41.620]  到了第三世紀 羅馬帝國 君士坦丁 後來信主了之後
[00:09:41.620 --> 00:09:45.960]  後來就整個羅馬帝國都變成基督教了 因為他實行了很多
[00:09:45.960 --> 00:09:47.500]  對基督徒很多的優惠
[00:09:47.500 --> 00:09:51.080]  如果你是某些的官位只有基督徒可以當
[00:09:51.080 --> 00:09:52.620]  基督徒可以減稅
[00:09:53.140 --> 00:09:59.280]  所以很多以前是什麼拜觀音的拜關公的 突然間說明天就跑到教會報到說我也是基督徒
[00:09:59.280 --> 00:10:00.300]  我不錯我很信主的
[00:10:00.300 --> 00:10:07.220]  那結果一瞬間整個羅馬帝國都是基督徒 可是呢99.9%都是假的
[00:10:07.220 --> 00:10:11.060]  就是那種假冒說聽說有好處就跑到教會
[00:10:11.060 --> 00:10:16.940]  所以當初所謂教會的大福星什麼整個羅馬帝國都變成基督教是假的
[00:10:16.940 --> 00:10:20.280]  只有真正小部分真的是信徒
[00:10:21.040 --> 00:10:27.180]  所以到了第三世紀雖然外在的環境很好了整個帝國都是基督教也給基督徒很多的優惠
[00:10:27.180 --> 00:10:29.740]  不再有逼迫可是教會從此進入
[00:10:29.740 --> 00:10:32.560]  在歷史上我們稱之為黑暗時期
[00:10:32.560 --> 00:10:35.120]  一直到了馬丁路德改教
[00:10:35.120 --> 00:10:37.940]  總共大概有1000多年的時間
[00:10:37.940 --> 00:10:39.480]  好黑暗的那段時間
[00:10:39.480 --> 00:10:44.340]  如果你去看那段時間你幾乎是哇這基督教黑暗到不行的地步
[00:10:44.340 --> 00:10:47.920]  那麼什麼什麼那麼那些什麼修道士在
[00:10:47.920 --> 00:10:49.460]  修道院裡面去
[00:10:49.460 --> 00:10:50.740]  不但
[00:10:51.000 --> 00:10:52.280]  修道院是
[00:10:52.280 --> 00:10:56.880]  你們大概不知道修道院是怎麼回事以前的修道院就是今天納帕的winery
[00:10:56.880 --> 00:10:57.920]  酒莊
[00:10:57.920 --> 00:11:00.220]  因為以前修道院是用來釀酒的
[00:11:00.220 --> 00:11:02.520]  所以大家就party啊那每個
[00:11:02.520 --> 00:11:05.840]  那種傳道士都是三妻四妾啊
[00:11:05.840 --> 00:11:09.440]  跟修女什麼搞在一起啊就是整個東西都很混亂
[00:11:09.440 --> 00:11:13.280]  那因為當時教會教皇的權力越來越大又變得很黑暗
[00:11:13.280 --> 00:11:17.120]  各種的政治又攪在一起所以基本上有1000多年的歷史
[00:11:17.120 --> 00:11:19.920]  是真的不堪一提的
[00:11:20.700 --> 00:11:21.980]  那是因為環境太好
[00:11:21.980 --> 00:11:23.520]  可是初期教會
[00:11:23.520 --> 00:11:25.320]  就是因為環境不好
[00:11:25.320 --> 00:11:29.160]  反而能夠來到教會神面前的都是一群
[00:11:29.160 --> 00:11:32.220]  很單純他就覺得說對我不是consumer
[00:11:32.220 --> 00:11:34.780]  我來就是因為你是真的
[00:11:34.780 --> 00:11:36.580]  我就跟你來真的
[00:11:36.580 --> 00:11:38.880]  所以這是第一個好處我們看到
[00:11:38.880 --> 00:11:41.960]  有時候教會遇到一些問題啊很大的問題
[00:11:41.960 --> 00:11:43.480]  不一定不是好事
[00:11:43.480 --> 00:11:45.800]  有時候太順利
[00:11:45.800 --> 00:11:49.120]  反而會惹一堆consumer來到有時候有些
[00:11:49.380 --> 00:11:53.220]  逼迫來到你看中國大陸就是中國大陸基本上教會的發展
[00:11:53.220 --> 00:11:54.500]  是透過逼迫的
[00:11:54.500 --> 00:11:57.060]  環境這麼差你還願意來表示你
[00:11:57.060 --> 00:11:58.840]  進來一個就是真的一個
[00:11:58.840 --> 00:12:00.380]  所有都是真的
[00:12:00.380 --> 00:12:02.180]  所以那個power就很大
[00:12:02.180 --> 00:12:05.500]  相反到羅馬帝國的時候就教會走下坡
[00:12:05.500 --> 00:12:08.320]  所以這初期教會第一個很重要的特點
[00:12:08.320 --> 00:12:13.960]  第二個特點就是我們講講內憂內憂有一件事情是很特別的
[00:12:13.960 --> 00:12:15.240]  我們來看看
[00:12:15.240 --> 00:12:16.260]  教會
[00:12:16.760 --> 00:12:20.600]  當初教會面臨一個什麼內憂的問題剛剛是外患現在是內憂
[00:12:20.600 --> 00:12:27.000]  在使徒心中第四章32到5章4節我們先看32到33吧
[00:12:27.000 --> 00:12:28.540]  這邊
[00:12:28.540 --> 00:12:33.400]  短短的一段經文記載了當初一幅非常漂亮的畫面
[00:12:33.400 --> 00:12:37.240]  他說這一群信徒都同心合一就是非常合一
[00:12:37.240 --> 00:12:38.520]  沒有人
[00:12:38.520 --> 00:12:40.820]  沒有一個人說他的財物是屬於自己的
[00:12:40.820 --> 00:12:43.380]  所有的東西都是大家共用
[00:12:43.640 --> 00:12:47.480]  使徒們大有能力的見證主耶穌的復活
[00:12:47.480 --> 00:12:50.560]  上帝大大的降福給他們每一個人
[00:12:50.560 --> 00:12:52.100]  他們領受很大的祝福
[00:12:52.100 --> 00:12:54.400]  在他們中間沒有人缺乏什麼
[00:12:54.400 --> 00:12:57.460]  那些擁有田地房產的都賣了
[00:12:57.460 --> 00:13:01.060]  把賣產業的錢交給使徒
[00:13:01.060 --> 00:13:03.860]  照個人的需要分給個人
[00:13:03.860 --> 00:13:05.400]  舉了一個例子
[00:13:05.400 --> 00:13:11.540]  他說其中有個人出生在塞浦路斯就是現在希臘的那附近
[00:13:11.540 --> 00:13:12.820]  名叫約瑟
[00:13:13.340 --> 00:13:18.460]  他說使徒們叫他巴拿巴巴拿巴的意思就是鼓勵者就很會鼓勵人的一個人
[00:13:18.460 --> 00:13:20.760]  他賣掉了自己的一塊田地
[00:13:20.760 --> 00:13:22.300]  把錢拿來
[00:13:22.300 --> 00:13:24.100]  交給使徒
[00:13:24.100 --> 00:13:26.660]  先看這裡
[00:13:26.660 --> 00:13:28.440]  首先要解釋
[00:13:28.440 --> 00:13:29.980]  當時的教會
[00:13:29.980 --> 00:13:33.060]  並不是在推行共產主義
[00:13:33.060 --> 00:13:37.660]  也不是要走一條有基督教特色的社會主義道路
[00:13:37.660 --> 00:13:38.420]  不要誤會
[00:13:38.420 --> 00:13:40.480]  為什麼因為這不是規定
[00:13:40.480 --> 00:13:42.260]  你聽清楚這不是規定
[00:13:43.040 --> 00:13:44.060]  這邊講的是
[00:13:44.060 --> 00:13:46.620]  當時在聖靈的感動下
[00:13:46.620 --> 00:13:49.440]  弟兄姊妹聚在一起有些人很有錢
[00:13:49.440 --> 00:13:51.240]  他就賣了一些
[00:13:51.240 --> 00:13:54.560]  不是全賣啊有些自己還得住的嘛對吧
[00:13:54.560 --> 00:13:55.840]  賣了一些他的
[00:13:55.840 --> 00:13:58.400]  田產就交給使徒奉獻給教會
[00:13:58.400 --> 00:14:01.980]  就分給那些有需要的人結果教會就一無所缺
[00:14:01.980 --> 00:14:03.260]  只講這個
[00:14:03.260 --> 00:14:06.340]  他不是講法律規定你要這麼做
[00:14:06.340 --> 00:14:08.640]  所以後面有個傻帽出來
[00:14:08.640 --> 00:14:12.220]  在那邊裝屬靈的時候被神責罰就講到這一點
[00:14:12.740 --> 00:14:13.760]  彼得跟他說
[00:14:13.760 --> 00:14:17.080]  田地是你的房產是你的沒有人規定你要賣啊
[00:14:17.080 --> 00:14:21.700]  即便你要賣了錢也是你的也沒人逼你要分享
[00:14:21.700 --> 00:14:25.540]  這是出於自願就是大家都想要分享
[00:14:25.540 --> 00:14:27.580]  我們教會也是一樣
[00:14:27.580 --> 00:14:31.940]  我們教會如果你自願有些東西擺在教會就凡無共用的了
[00:14:31.940 --> 00:14:37.060]  前陣子有人跟我說我可以買些飲料放在你們教會的冰箱嗎我說歡迎
[00:14:37.060 --> 00:14:40.380]  他說我可以寫個小紙條貼在上面說這是我的嗎
[00:14:40.380 --> 00:14:42.180]  我說你可以貼沒問題
[00:14:42.440 --> 00:14:44.480]  不過我是不會看那個紙條的
[00:14:44.480 --> 00:14:48.580]  你放得到我教會的冰箱我就當你是跟我分享的
[00:14:48.580 --> 00:14:51.140]  教會當初也是這樣就是
[00:14:51.140 --> 00:14:52.940]  你可以不放
[00:14:52.940 --> 00:14:54.720]  但是如果你放了
[00:14:54.720 --> 00:14:56.260]  就大家凡無共用
[00:14:56.260 --> 00:14:58.560]  但是這不是律法的規定
[00:14:58.560 --> 00:15:02.400]  所以當初教會並不是走什麼共產主義也不是啊
[00:15:02.400 --> 00:15:03.420]  他們只是一個
[00:15:03.420 --> 00:15:08.300]  這段時間描寫當時一個非常棒的一個狀況
[00:15:08.300 --> 00:15:11.880]  接下來就開始有了一個問題了
[00:15:12.140 --> 00:15:13.160]  開始有問題了
[00:15:13.160 --> 00:15:15.220]  到了第五章第一節
[00:15:15.220 --> 00:15:17.520]  他有一個對比
[00:15:17.520 --> 00:15:20.600]  前面那個是真的就是他真的賣掉田產去分
[00:15:20.600 --> 00:15:24.940]  後面有個有個裝X的人裝X的人他怎麼說呢
[00:15:24.940 --> 00:15:27.000]  第五章第一節他說有另外一個人
[00:15:27.000 --> 00:15:29.040]  他講到另外一個例子了負面的例子
[00:15:29.040 --> 00:15:30.840]  教會出現第一宗
[00:15:30.840 --> 00:15:32.880]  第一宗非常
[00:15:32.880 --> 00:15:35.700]  邪惡的事情他說有個人叫亞南尼亞
[00:15:35.700 --> 00:15:37.480]  他的妻子
[00:15:38.000 --> 00:15:43.380]  Safira就是什麼叫拉菲拉嗎這個叫撒菲拉
[00:15:43.380 --> 00:15:49.780]  他們說賣了一些田產一些還不是全部的我可見當初人家要保留自己的房子住的
[00:15:49.780 --> 00:15:53.620]  他就留了一部分的錢這不是問題因為教會從來沒有
[00:15:53.620 --> 00:15:55.160]  規定你要全部奉獻的
[00:15:55.160 --> 00:15:57.460]  他留了一部分錢把剩下的
[00:15:57.460 --> 00:16:02.060]  交給使徒這個事情他妻子也同意就是兩個合謀一起
[00:16:02.060 --> 00:16:04.380]  重點不是這樣說重點是
[00:16:05.140 --> 00:16:08.980]  他把剩下的交給使徒彼得問他說他說亞南尼亞
[00:16:08.980 --> 00:16:12.060]  你為什麼讓撒旦控制你的心
[00:16:12.060 --> 00:16:14.880]  使你欺騙聖靈
[00:16:14.880 --> 00:16:19.740]  把賣田產所得來的錢留下一部分下面這句他說
[00:16:19.740 --> 00:16:21.780]  田產沒有賣出是你的
[00:16:21.780 --> 00:16:23.320]  不是你的沒有人逼你賣
[00:16:23.320 --> 00:16:24.340]  第二
[00:16:24.340 --> 00:16:29.460]  賣了之後錢也是你的就是你可以不奉獻也可以選擇奉獻一點點
[00:16:29.460 --> 00:16:33.560]  彼得罵他是因為這個人在裝X
[00:16:34.080 --> 00:16:38.680]  就是他賣了田產留下一部分錢就過來騙彼得說
[00:16:38.680 --> 00:16:40.220]  這是所有的錢
[00:16:40.220 --> 00:16:41.760]  這才是重點
[00:16:41.760 --> 00:16:42.780]  那結果
[00:16:42.780 --> 00:16:49.440]  後面就是彼得就罵他說你為什麼存心這麼說你不是欺騙人你在欺騙上帝
[00:16:49.440 --> 00:16:55.320]  金恩沒有說彼得怎麼怎麼知道他留下一部分錢的應該是聖靈直接告訴他
[00:16:55.320 --> 00:17:00.700]  所以接下來我就補讀接下來的金恩因為接下來的金恩非常恐怖這個人就drop dead
[00:17:00.700 --> 00:17:03.260]  就馬上當場就斃命
[00:17:03.780 --> 00:17:05.820]  結果三個小時之後他太太進來
[00:17:05.820 --> 00:17:10.440]  彼得就給他一個機會說你不要撒謊我給你一個機會你不要撒謊
[00:17:10.440 --> 00:17:17.080]  你丈夫送來的錢是你們賣田產的全部嗎還是只是一部分
[00:17:17.080 --> 00:17:19.400]  他太太說當然是全部了沒騙你的
[00:17:19.400 --> 00:17:23.740]  結果剛講完彼得又罵他了你為什麼又欺騙神呢
[00:17:23.740 --> 00:17:27.320]  明明你們留下了一部分錢又說全部
[00:17:27.320 --> 00:17:30.660]  沒人逼你要賣田產也沒人逼你要捐
[00:17:31.160 --> 00:17:35.000]  你捐的甘心樂意沒問題可是為什麼要騙
[00:17:35.000 --> 00:17:41.660]  明明沒有捐那麼多就裝成我捐了那麼多我好屬靈我好厲害我非常的棒
[00:17:41.660 --> 00:17:45.240]  裝雷鋒是嗎結果他說
[00:17:45.240 --> 00:17:49.340]  你不知道三個小時之前你丈夫剛剛才在我面前
[00:17:49.340 --> 00:17:50.360]  死亡
[00:17:50.360 --> 00:17:52.920]  他的屍體在剛剛被抬出去
[00:17:52.920 --> 00:17:57.540]  接下來他們要把你抬出去他話講完他太太也當場死亡
[00:17:58.560 --> 00:18:02.400]  這是當初教會記載一件非常非常特別的事
[00:18:02.400 --> 00:18:05.220]  我在現代教會基本上沒見過
[00:18:05.220 --> 00:18:06.500]  就很奇怪就是
[00:18:06.500 --> 00:18:09.320]  因為我印象當中如果
[00:18:09.320 --> 00:18:12.640]  如果我是作者我要描寫當初教會第一宗
[00:18:12.640 --> 00:18:16.480]  有罪惡進到教會有一件不好邪惡的事情進到教會
[00:18:16.480 --> 00:18:21.600]  我一定會選一些驚天動地的事對吧有人在教會開槍什麼謀殺了誰
[00:18:21.600 --> 00:18:27.240]  有人用牧師搞婚外情就我一定會選一些驚天動地的事
