
[00:00:00.000 --> 00:00:04.280]  《讀經》是聆聽神的聲音
[00:02:43.620 --> 00:02:47.300]  你的愛人說這三句說話
[00:02:47.300 --> 00:02:51.420]  或許你需要回家再跟你的神恩仔說這三句說話
[00:02:51.420 --> 00:02:54.700]  無論你的神恩仔現在在甚麼情況裏面
[00:02:54.700 --> 00:02:56.420]  你要讓他知道
[00:02:56.420 --> 00:02:58.220]  你是這樣對他們
[00:02:58.220 --> 00:03:00.980]  因為神是這樣愛你
[00:03:00.980 --> 00:03:02.100]  以你為榮
[00:03:02.100 --> 00:03:03.620]  以及你所做的
[00:03:03.620 --> 00:03:05.260]  神是喜悅
[00:03:05.260 --> 00:03:08.380]  當我們聽見神是這樣的聲音對我們說的時候
[00:03:08.380 --> 00:03:11.460]  我們能夠對我們所愛的人說的時候
[00:03:11.460 --> 00:03:14.340]  我深信神自己有祂的工作
[00:03:14.340 --> 00:03:15.540]  在我們生命裏面
[00:03:15.540 --> 00:03:17.580]  以及在我們家人裏面
[00:03:17.580 --> 00:03:20.180]  當一個人透過讀聖經
[00:03:20.180 --> 00:03:22.060]  聽到上帝的聲音的時候
[00:03:22.060 --> 00:03:23.860]  他的回應會是怎樣呢?
[00:03:23.860 --> 00:03:25.140]  他的回應不會是
[00:03:25.140 --> 00:03:27.100]  哎呀,真是好了,真是感恩
[00:03:27.100 --> 00:03:28.820]  他的回應就像剛才
[00:03:28.820 --> 00:03:31.300]  Worshiping教我們的詩歌一樣
[00:03:31.300 --> 00:03:32.660]  就是詩篇十九篇
[00:03:32.660 --> 00:03:34.540]  第十四節最後那節
[00:03:34.540 --> 00:03:35.500]  詩人說
[00:03:35.500 --> 00:03:38.260]  當我明白了神自己的話
[00:03:38.260 --> 00:03:40.060]  聽到祂的聲音是怎樣呢?
[00:03:40.060 --> 00:03:43.580]  我們一起來讀第十九章第十四節
[00:03:43.580 --> 00:03:45.580]  耶和華我的盆石
[00:03:45.580 --> 00:03:47.260]  我的救贖主
[00:03:47.260 --> 00:03:49.460]  願我口中的言語
[00:03:49.460 --> 00:03:51.020]  心裏的意念
[00:03:51.020 --> 00:03:53.380]  在你面前蒙月臘
[00:03:53.380 --> 00:03:56.100]  詩篇十九篇第十四節
[00:03:56.100 --> 00:03:59.260]  今早想和各位一起重新思想
[00:03:59.260 --> 00:04:01.860]  是怎樣去讀聖經
[00:04:01.860 --> 00:04:03.380]  我們看見詩篇十九篇
[00:04:03.380 --> 00:04:09.420]  當然是講到聖經我們很熟悉的一篇的詩章
[00:04:09.420 --> 00:04:12.060]  但大家有沒有留意到一開始的時候
[00:04:12.060 --> 00:04:17.020]  第一到第六節並不是在講我們看的聖經
[00:04:17.020 --> 00:04:19.260]  是在講大自然的
[00:04:19.260 --> 00:04:22.620]  為什麼當我們講解聖經的時候
[00:04:22.620 --> 00:04:25.900]  大衛要和大自然開始呢?
[00:04:25.900 --> 00:04:28.060]  還有為什麼當他講到大自然的時候
[00:04:28.060 --> 00:04:30.500]  他講到大自然有一個見證
[00:04:30.500 --> 00:04:33.300]  他講到這個見證是有聲音的呢?
[00:04:33.300 --> 00:04:34.940]  大自然怎麼會有聲音呢?
[00:04:34.940 --> 00:04:36.340]  我們看看,出去看一下天
[00:04:36.340 --> 00:04:37.460]  怎麼會有聲音呢?
[00:04:37.460 --> 00:04:39.020]  為什麼會這樣呢?
[00:04:39.020 --> 00:04:42.780]  其實那幾節聖經講到大自然是述說
[00:04:42.780 --> 00:04:46.540]  是去傳揚,是發出言語的
[00:04:46.540 --> 00:04:48.820]  但後來又說無言無語
[00:04:48.820 --> 00:04:51.780]  但後來又說有言語傳到地極
[00:04:51.780 --> 00:04:56.300]  究竟言語和神的話是有什麼關係呢?
[00:04:56.300 --> 00:04:59.140]  讓我們今天一起去思想
[00:04:59.140 --> 00:05:03.940]  讓我們最後的時候能夠好像詩篇十九篇十四章一樣
[00:05:03.940 --> 00:05:07.500]  讓我們的心對主有一個新的領受
[00:05:07.500 --> 00:05:09.500]  讓我們做一切的夢渠月
[00:05:09.500 --> 00:05:10.780]  我們看第一樣的
[00:05:10.780 --> 00:05:13.580]  我們看第一節到第六節
[00:05:13.580 --> 00:05:15.660]  我們看聖經裡面告訴我們
[00:05:15.660 --> 00:05:19.980]  我們應該去得看見神的話的榮耀
[00:05:19.980 --> 00:05:22.340]  得看見神的話的榮耀
[00:05:22.340 --> 00:05:24.340]  這句話是不是有點矛盾呢?
[00:05:24.340 --> 00:05:27.220]  是不是應該說得聽見神的話的榮耀呢?
[00:05:27.220 --> 00:05:27.940]  不是
[00:05:27.940 --> 00:05:30.020]  詩人告訴我們我們得看見
[00:05:30.020 --> 00:05:33.860]  是另一種方法去看見神的話的榮耀
[00:05:33.860 --> 00:05:36.060]  那是怎樣的解釋呢?
[00:05:36.060 --> 00:05:38.380]  當我們講到是神的話的時候
[00:05:38.380 --> 00:05:40.580]  讀經是讀神的話的時候
[00:05:40.580 --> 00:05:41.900]  古人
[00:05:41.900 --> 00:05:43.500]  猶太人、希伯來人
[00:05:43.500 --> 00:05:45.860]  他們對神的話的了解
[00:05:45.860 --> 00:05:47.820]  不是好像我們這樣的了解
[00:05:47.820 --> 00:05:49.820]  我們的了解就是在聖經裡面
[00:05:49.820 --> 00:05:52.380]  在聖書裡面記載的印出來
[00:05:52.380 --> 00:05:54.260]  我們就讀那段話
[00:05:54.260 --> 00:05:55.940]  但是猶太人不是這樣想的
[00:05:55.940 --> 00:05:57.140]  不是這樣看的
[00:05:57.140 --> 00:05:58.140]  對他們來說
[00:05:58.140 --> 00:06:00.820]  神的話就是神在說話
[00:06:00.820 --> 00:06:02.540]  就是神的說話
[00:06:02.540 --> 00:06:04.540]  神在說話的意思
[00:06:04.540 --> 00:06:05.780]  所以對他們來說
[00:06:05.780 --> 00:06:08.260]  神的話就是神在說話
[00:06:08.260 --> 00:06:09.900]  就是神的聲音
[00:06:09.900 --> 00:06:11.700]  所以當他們讀經的時候
[00:06:11.700 --> 00:06:13.780]  他們是去聽神的聲音
[00:06:13.780 --> 00:06:16.820]  The word of God is the voice of God
[00:06:16.820 --> 00:06:20.700]  當我們了解了這件事的時候
[00:06:20.700 --> 00:06:23.460]  我們讀聖經和我們聽到的時候
[00:06:23.460 --> 00:06:27.100]  我們就完全有一個大的轉變
[00:06:27.100 --> 00:06:28.900]  究竟神的話
[00:06:28.900 --> 00:06:30.900]  是不是就是神在說話呢?
[00:06:30.900 --> 00:06:33.300]  神在說話是怎樣的呢?
[00:06:33.300 --> 00:06:34.740]  我們大家都明白
[00:06:34.740 --> 00:06:37.580]  神確是不斷的在說話
[00:06:37.580 --> 00:06:40.420]  而神的話確是神說話的
[00:06:40.420 --> 00:06:42.100]  神說話會怎樣呢?
[00:06:42.100 --> 00:06:44.380]  神的話語是能夠創造的
[00:06:44.380 --> 00:06:46.540]  在《創世紀》裡面我們也看過
[00:06:46.540 --> 00:06:48.700]  上帝是用聲音來創造的
[00:06:48.700 --> 00:06:50.180]  祂要有就要有
[00:06:50.180 --> 00:06:51.740]  要有光就有光
[00:06:51.740 --> 00:06:54.220]  要地和海分開就會分開
[00:06:54.220 --> 00:06:56.220]  祂的話是能夠創造
[00:06:56.220 --> 00:06:58.300]  祂的話不單是能夠創造
[00:06:58.300 --> 00:07:00.300]  祂的話也能夠毀滅的
[00:07:00.300 --> 00:07:01.540]  就是祂說的話
[00:07:01.540 --> 00:07:03.020]  那些東西是可以毀滅的
[00:07:03.020 --> 00:07:06.300]  在《詩篇》第29篇說到上帝說話的時候
[00:07:06.300 --> 00:07:08.060]  當祂大聲的說話的時候
[00:07:08.060 --> 00:07:09.340]  那些樹都會斷的
[00:07:09.340 --> 00:07:10.660]  那些海都會
[00:07:10.660 --> 00:07:12.140]  那些浪都會翻騰的
[00:07:12.140 --> 00:07:13.700]  祂能夠創造
[00:07:13.700 --> 00:07:15.500]  祂的話語能創造能毀滅
[00:07:15.500 --> 00:07:17.500]  但是更重要的一件事
[00:07:17.500 --> 00:07:20.820]  就是神的話語能夠進入人的生命裡面
[00:07:20.820 --> 00:07:23.540]  並且改變人的生命
[00:07:23.540 --> 00:07:25.420]  改變人的命運
[00:07:25.420 --> 00:07:26.980]  改變人的 destiny(命運)
[00:07:26.980 --> 00:07:29.500]  很多人的生命本來是
[00:07:29.500 --> 00:07:31.700]  沒有什麼特別的
[00:07:31.700 --> 00:07:34.660]  但是因為就是上帝跟祂說話的時候
[00:07:34.660 --> 00:07:36.460]  上帝所說的話
[00:07:36.460 --> 00:07:38.660]  就成為了那些人的生命
[00:07:38.660 --> 00:07:40.100]  成為了他們的命運
[00:07:40.100 --> 00:07:42.220]  好像我們熟悉的摩西
[00:07:42.220 --> 00:07:45.100]  摩西當他幾十年來
[00:07:45.100 --> 00:07:47.460]  他都是失意了之後
[00:07:47.460 --> 00:07:48.980]  就沒有什麼盼望在裡面
[00:07:48.980 --> 00:07:51.700]  但是神在山上透過這個
[00:07:51.700 --> 00:07:56.220]  不會消盡的樹
[00:07:56.220 --> 00:07:57.180]  對他說
[00:07:57.180 --> 00:07:58.180]  呼召他
[00:07:58.180 --> 00:08:01.260]  叫摩西成為他上帝的僕人
[00:08:01.260 --> 00:08:03.260]  帶領以色列人出埃及
[00:08:03.260 --> 00:08:05.580]  神就教他會怎麼做
[00:08:05.580 --> 00:08:08.900]  而摩西就按著神所說的每一樣東西
[00:08:08.900 --> 00:08:10.340]  每一樣東西神所說的
[00:08:10.340 --> 00:08:12.860]  都發生在摩西的生命裡面
[00:08:12.860 --> 00:08:14.780]  所以他的命運
[00:08:14.780 --> 00:08:16.780]  他更新了的命運
[00:08:16.780 --> 00:08:19.420]  其實就是上帝的話來造成的
[00:08:19.420 --> 00:08:22.340]  所以我們去聽上帝的話
[00:08:22.340 --> 00:08:24.940]  聽上帝的聲音那個重要
[00:08:24.940 --> 00:08:26.940]  但是上帝跟人說話的時候
[00:08:26.940 --> 00:08:29.420]  祂是要求人跟祂有對話的
[00:08:29.420 --> 00:08:31.940]  就是祂跟你說你要回答祂的
[00:08:31.940 --> 00:08:34.740]  如果你是真的答祂願意
[00:08:34.740 --> 00:08:36.540]  聽祂說去了解祂
[00:08:36.540 --> 00:08:38.540]  祂會軟化你的心的
[00:08:38.540 --> 00:08:39.900]  最初不是很明白的
[00:08:39.900 --> 00:08:41.220]  聽著聽著就明白了
[00:08:41.220 --> 00:08:43.340]  心就軟化下來跟隨祂
[00:08:43.340 --> 00:08:46.380]  但是如果我們是決定去抵擋上帝的時候
[00:08:46.380 --> 00:08:49.380]  上帝就會令我們的心越來越剛硬的
[00:08:49.380 --> 00:08:52.060]  越來越剛硬的意思就是越來越拒絕祂
[00:08:52.060 --> 00:08:54.980]  因為我們一早已經決定要拒絕祂
[00:08:54.980 --> 00:08:57.260]  所以越聽會越剛硬
[00:08:57.260 --> 00:08:59.660]  有人聽到上帝的聲音很開心
[00:08:59.660 --> 00:09:01.980]  有人聽見上帝的聲音是很不開心
[00:09:01.980 --> 00:09:04.580]  因為有些人的心是軟化
[00:09:04.580 --> 00:09:06.300]  有些人的心是剛硬
[00:09:06.300 --> 00:09:07.340]  無論怎樣
[00:09:07.340 --> 00:09:11.300]  上帝透過祂說的話是改變人的命運
[00:09:11.300 --> 00:09:13.380]  當耶穌基督來到這個世界的時候
[00:09:13.380 --> 00:09:15.700]  《聖經》的時候又怎麼樣呢?
[00:09:15.700 --> 00:09:17.180]  耶穌基督來到世界的時候
[00:09:17.180 --> 00:09:19.420]  耶穌基督《聖經》裡面給祂的名字
[00:09:19.420 --> 00:09:20.700]  是叫做「道」
[00:09:20.700 --> 00:09:21.740]  The Word
[00:09:21.740 --> 00:09:23.260]  Logos 這個字
[00:09:23.260 --> 00:09:25.780]  為什麼叫祂的名字做「道」呢?
[00:09:25.780 --> 00:09:29.060]  為什麼祂在太初有「道」與「神」同在呢?
[00:09:29.060 --> 00:09:32.860]  其實耶穌基督當天是創造宇宙的說話
[00:09:32.860 --> 00:09:35.700]  那位神變成了人的樣式
[00:09:35.700 --> 00:09:37.260]  叫做「道成肉身」
[00:09:37.260 --> 00:09:38.340]  The Voice
[00:09:38.340 --> 00:09:39.460]  Incarnate
[00:09:39.460 --> 00:09:43.260]  那個聲音是「道成肉身」來到人間
[00:09:43.260 --> 00:09:44.860]  祂來到人間的時候
[00:09:44.860 --> 00:09:46.340]  祂又做些什麼呢?
[00:09:46.340 --> 00:09:50.780]  祂做的事跟剛才所說的各樣的事一樣
[00:09:50.780 --> 00:09:52.380]  耶穌基督來到這個世界上面
[00:09:52.380 --> 00:09:55.340]  祂又用祂的說話去創造的
[00:09:55.340 --> 00:09:56.860]  祂用祂的說話去創造
[00:09:56.860 --> 00:09:58.620]  祂能夠從無變有
[00:09:58.620 --> 00:10:04.780]  祂用祂的說話去讓五餅二魚能夠餵飽幾千人
[00:10:04.780 --> 00:10:07.180]  祂用祂的說話去醫治人
[00:10:07.180 --> 00:10:09.660]  祂用祂的說話叫死人復活
[00:10:09.660 --> 00:10:11.500]  祂能夠Create(創造)的
[00:10:11.500 --> 00:10:13.700]  所以今天當我們聽耶穌的說話的時候
[00:10:13.700 --> 00:10:17.820]  耶穌是繼續創造著你的生命和我的生命
[00:10:17.820 --> 00:10:19.620]  所以我們聽祂的說話
[00:10:19.620 --> 00:10:21.780]  聽祂說話何等重要
[00:10:21.780 --> 00:10:22.780]  在《聖經》裡面
[00:10:22.780 --> 00:10:23.900]  我們看過《福音書》裡面
[00:10:23.900 --> 00:10:26.740]  也都祂的說話是可以毀滅的
[00:10:26.740 --> 00:10:28.180]  祂叫那棵樹枯乾
[00:10:28.180 --> 00:10:30.220]  那棵樹就會枯乾
[00:10:30.220 --> 00:10:32.740]  但是耶穌最重要的就是我們看見
[00:10:32.740 --> 00:10:37.620]  祂是透過祂的話去改變了很多人的生命
[00:10:37.620 --> 00:10:39.700]  特別是祂的門徒的生命
[00:10:39.700 --> 00:10:41.500]  祂呼召祂的門徒
[00:10:41.500 --> 00:10:42.980]  呼召人去跟從祂
[00:10:42.980 --> 00:10:44.140]  有人跟從祂
[00:10:44.140 --> 00:10:45.540]  有人不跟從祂
[00:10:45.540 --> 00:10:46.820]  那些人的命運
[00:10:46.820 --> 00:10:50.340]  就是透過祂對祂的呼召能夠有改變
[00:10:50.340 --> 00:10:53.460]  或者祂不回應的時候就沒有改變
[00:10:53.460 --> 00:10:57.660]  今天我們要怎樣重新的看《讀聖經》
[00:10:57.660 --> 00:11:00.620]  其實很重要的一點就是看《聖經》
[00:11:00.620 --> 00:11:03.100]  再不是寫出來的一些字
[00:11:03.100 --> 00:11:04.300]  就這樣去讀
[00:11:04.300 --> 00:11:06.100]  而是神在說話
[00:11:06.100 --> 00:11:09.140]  我們每天去聆聽祂的聲音
[00:11:09.140 --> 00:11:11.700]  這個是很重要的一件事
[00:11:11.700 --> 00:11:13.780]  因為我們都聽過有兩種的讀經
[00:11:13.780 --> 00:11:15.900]  一種叫做知識的讀經
[00:11:15.900 --> 00:11:18.220]  一種叫做生命的讀經
[00:11:18.220 --> 00:11:19.340]  有什麼不同呢?
[00:11:19.340 --> 00:11:22.500]  知識讀經和生命的讀經有什麼不同呢?
[00:11:22.500 --> 00:11:23.580]  或者我們說
[00:11:23.580 --> 00:11:27.540]  閱讀《聖經》和聆聽神的話
[00:11:27.540 --> 00:11:29.900]  又有什麼不同呢?
[00:11:29.900 --> 00:11:35.020]  我們說讀和聽有什麼不同呢?
[00:11:35.020 --> 00:11:37.100]  有很大的不同
[00:11:37.100 --> 00:11:39.020]  如果我們說閱讀的時候
[00:11:39.020 --> 00:11:39.620]  我們就這樣
[00:11:39.620 --> 00:11:40.780]  這些是《聖經》來的
[00:11:40.780 --> 00:11:41.260]  印了來
[00:11:41.260 --> 00:11:42.260]  我們就去讀它
[00:11:42.260 --> 00:11:44.020]  就這樣讀它的時候
[00:11:44.020 --> 00:11:45.820]  閱讀是什麼意思呢?
[00:11:45.820 --> 00:11:47.140]  閱讀的意思就是說
[00:11:47.140 --> 00:11:49.420]  那個讀者控制了一切的
[00:11:49.420 --> 00:11:51.060]  就是讀《聖經》的那個人
[00:11:51.060 --> 00:11:52.660]  控制了一切的
[00:11:52.660 --> 00:11:54.220]  什麼時候讀是在乎我
[00:11:54.220 --> 00:11:56.620]  我什麼時候喜歡我就拿起《半聖經》來讀
[00:11:56.620 --> 00:11:57.820]  我讀快也好
[00:11:57.820 --> 00:11:58.700]  讀慢也好
[00:11:58.700 --> 00:12:01.060]  是視乎我去決定
[00:12:01.060 --> 00:12:02.140]  或者我不讀的時候
[00:12:02.140 --> 00:12:02.860]  我就放下它
[00:12:02.860 --> 00:12:03.980]  遲一點再讀
[00:12:03.980 --> 00:12:05.780]  但是聆聽就不同了
[00:12:05.780 --> 00:12:08.140]  聆聽是一個人跟你說話
[00:12:08.140 --> 00:12:09.620]  所以他說話的時候
[00:12:09.620 --> 00:12:10.940]  你一定要在這裡才行
[00:12:10.940 --> 00:12:12.340]  不然他就說完了
[00:12:12.340 --> 00:12:13.620]  就聽不到了
[00:12:13.620 --> 00:12:15.340]  所以說聆聽的時候
[00:12:15.340 --> 00:12:17.340]  是由說話那個人
[00:12:17.340 --> 00:12:19.700]  說話那個人做主導的
[00:12:19.700 --> 00:12:21.180]  所以大家就明白了
[00:12:21.180 --> 00:12:22.500]  如果我們看《聖經》
[00:12:22.500 --> 00:12:24.980]  當為是聽神的聲音的時候
[00:12:24.980 --> 00:12:26.620]  我們就會用心去聽
[00:12:26.620 --> 00:12:30.100]  這段時間用心去讀他自己的話
[00:12:30.100 --> 00:12:31.780]  因為那個重點
[00:12:31.780 --> 00:12:33.460]  那個主導不在我這裡
[00:12:33.460 --> 00:12:35.260]  在他那裡不得不聽
[00:12:35.260 --> 00:12:37.180]  有時候我們就這樣讀的時候
[00:12:37.180 --> 00:12:38.260]  做閱讀的時候
[00:12:38.260 --> 00:12:39.380]  我們會憂魂的
[00:12:39.380 --> 00:12:39.860]  是不是?
[00:12:39.860 --> 00:12:41.980]  因為我們憂了魂都去了哪裡
[00:12:41.980 --> 00:12:43.780]  看看《聖經》憂了魂也說不定
[00:12:43.780 --> 00:12:46.420]  但是當我們去聽那個人說話的時候
[00:12:46.420 --> 00:12:48.620]  我們都會憂魂
[00:12:48.620 --> 00:12:50.140]  但是說話那個人
[00:12:50.140 --> 00:12:51.620]  他知道你在憂魂
[00:12:51.620 --> 00:12:53.140]  所以我們特別要小心
[00:12:53.140 --> 00:12:54.820]  知道什麼時候憂
[00:12:54.820 --> 00:12:55.980]  但是大家不用緊張
[00:12:55.980 --> 00:12:57.260]  我不是在說我
[00:12:57.260 --> 00:12:58.980]  不用緊張
[00:12:58.980 --> 00:13:01.620]  還有一件很重要的事情
[00:13:01.620 --> 00:13:02.380]  是
[00:13:02.380 --> 00:13:05.340]  閱讀如果為了知識
[00:13:05.340 --> 00:13:07.060]  讀一次就可以了
[00:13:07.060 --> 00:13:09.740]  譬如我們想聽一個《聖經》裡面的故事
[00:13:09.740 --> 00:13:10.460]  譬如說
[00:13:10.460 --> 00:13:13.980]  大衛和哥利亞的戰爭
[00:13:13.980 --> 00:13:14.700]  打仗
[00:13:14.700 --> 00:13:16.060]  大衛怎樣勝過哥利亞
[00:13:16.060 --> 00:13:17.300]  我們聽了一次
[00:13:17.300 --> 00:13:20.260]  這個知識已經進入了我們心
[00:13:20.260 --> 00:13:22.060]  我們就不用再聽了
[00:13:22.060 --> 00:13:24.860]  所以如果是為了知識而去聽的時候
[00:13:24.860 --> 00:13:26.660]  好像我們很多時候說
[00:13:26.660 --> 00:13:28.060]  說到說什麼呢?
[00:13:28.060 --> 00:13:29.220]  我們說大衛與哥利亞
[00:13:29.220 --> 00:13:30.060]  又是那一段
[00:13:30.060 --> 00:13:31.100]  我聽過很多次了
[00:13:31.100 --> 00:13:33.180]  我從很小的時候已經聽了
[00:13:33.180 --> 00:13:36.500]  為什麼我們就這樣去讀的時候
[00:13:36.500 --> 00:13:40.300]  是不覺得再聽是有興趣呢?
[00:13:40.300 --> 00:13:42.700]  因為我們就這樣閱讀的時候
[00:13:42.700 --> 00:13:44.180]  為知識閱讀的時候
[00:13:44.180 --> 00:13:46.300]  我是不需要跟那個作者
[00:13:46.300 --> 00:13:47.780]  就是這件事情發生的作者
[00:13:47.780 --> 00:13:49.780]  或者說的人是有關係的
[00:13:49.780 --> 00:13:52.100]  因為我自己是喜歡什麼時候讀就什麼時候讀
[00:13:52.100 --> 00:13:53.900]  聽我一次就夠了
[00:13:53.900 --> 00:13:56.500]  但是如果這個不是單單是閱讀
[00:13:56.500 --> 00:13:58.380]  是去聆聽的時候
[00:13:58.380 --> 00:14:00.180]  是聽有一個人
[00:14:00.180 --> 00:14:02.740]  去說這件事情給我聽的時候
[00:14:02.740 --> 00:14:04.180]  那就不同了
[00:14:04.180 --> 00:14:05.180]  為什麼不同呢?
[00:14:05.180 --> 00:14:06.980]  在說同樣的故事
[00:14:06.980 --> 00:14:08.660]  但是因為我聽的時候
[00:14:08.660 --> 00:14:12.060]  我是跟那個講者建立了一個關係
[00:14:12.060 --> 00:14:13.220]  而讀的時候
[00:14:13.220 --> 00:14:15.620]  我是沒有跟那個作者有這個關係
[00:14:15.620 --> 00:14:16.580]  但是我聽的時候
[00:14:16.580 --> 00:14:18.780]  我是活生生的聽到他講話的
[00:14:18.780 --> 00:14:20.980]  雖然他講了同樣的故事
[00:14:20.980 --> 00:14:22.580]  但是他講的時候
[00:14:22.580 --> 00:14:24.740]  他可以講的方法是不同的
[00:14:24.740 --> 00:14:27.140]  他表達的方法又不同
[00:14:27.140 --> 00:14:29.580]  是因為我跟他有這個關係
[00:14:29.580 --> 00:14:31.780]  所以我覺得他講的東西
[00:14:31.780 --> 00:14:32.740]  雖然聽過
[00:14:32.740 --> 00:14:34.180]  仍夠寶貴
[00:14:34.180 --> 00:14:35.580]  我想大家都記得
[00:14:35.580 --> 00:14:36.980]  墨西珍牧師
[00:14:36.980 --> 00:14:39.780]  他講過很多的故事給我們聽
[00:14:39.780 --> 00:14:42.620]  我們很多時候都聽過他講的那些比喻
[00:14:42.620 --> 00:14:44.220]  但是我很誠實的
[00:14:44.220 --> 00:14:45.620]  我亦都告訴他
[00:14:45.620 --> 00:14:47.820]  我們每一次聽你比喻的時候
[00:14:47.820 --> 00:14:49.620]  我們都知道那個故事是什麼
[00:14:49.620 --> 00:14:52.420]  甚至我可以學到你這樣說都可以
[00:14:52.420 --> 00:14:54.420]  但是我每一次
[00:14:54.420 --> 00:14:56.420]  我心裡面都被那個故事
[00:14:56.420 --> 00:14:58.420]  被你說的東西感動
[00:14:58.420 --> 00:15:00.620]  不是那個故事我沒聽過
[00:15:00.620 --> 00:15:02.220]  而是因為我跟他的關係
[00:15:02.220 --> 00:15:05.220]  你們我們教會跟我們牧師的關係
[00:15:05.220 --> 00:15:07.140]  我們知道牧師想告訴我們
[00:15:07.140 --> 00:15:08.820]  是為了什麼
[00:15:08.820 --> 00:15:10.220]  他為了愛我們
[00:15:10.220 --> 00:15:11.620]  為了造就我們
[00:15:11.620 --> 00:15:13.420]  所以他就講聖經給我們聽
[00:15:13.420 --> 00:15:14.620]  我們用這個故事
[00:15:14.620 --> 00:15:16.220]  我們聽過很多次的
[00:15:16.220 --> 00:15:17.420]  來表達這個東西
[00:15:17.420 --> 00:15:19.420]  是因為我們跟他的關係
[00:15:19.420 --> 00:15:21.020]  所以我們聽完又聽
[00:15:21.020 --> 00:15:23.020]  我們覺得有味道
[00:15:23.020 --> 00:15:24.220]  當我們讀聖經的時候
[00:15:24.220 --> 00:15:25.420]  我們不只是說
[00:15:25.420 --> 00:15:27.020]  印了出來的我們就讀
[00:15:27.020 --> 00:15:29.020]  站著讀也好怎樣也好
[00:15:29.020 --> 00:15:31.220]  我們好像聽見主站在我們面前
[00:15:31.220 --> 00:15:32.620]  神站在我們面前
