
[00:00:00.000 --> 00:00:04.240]  在教會八十週年的堂慶當中
[00:08:43.680 --> 00:08:46.680]  忠心的基督徒
[00:08:46.680 --> 00:08:52.680]  將會為信仰付出代價
[00:08:52.680 --> 00:08:53.680]  在今晚
[00:08:53.680 --> 00:08:56.680]  讓我們一同去呼吸
[00:08:56.680 --> 00:08:58.680]  一同去看以弗所書
[00:08:58.680 --> 00:09:01.680]  以弗所書是能夠給我們定心
[00:09:01.680 --> 00:09:03.680]  好像定心丸那樣
[00:09:03.680 --> 00:09:04.680]  給我們安慰
[00:09:04.680 --> 00:09:05.680]  給我們鼓勵
[00:09:05.680 --> 00:09:09.680]  讓我們能夠面對前面的困難
[00:09:09.680 --> 00:09:12.680]  在以弗所書的第一章和第二章
[00:09:12.680 --> 00:09:17.680]  保羅常常說到神救恩的計劃
[00:09:17.680 --> 00:09:20.680]  神救恩的戲劇
[00:09:20.680 --> 00:09:22.680]  所以我們看到保羅
[00:09:22.680 --> 00:09:28.680]  他看到神那種真實的救贖計劃和工作
[00:09:28.680 --> 00:09:30.680]  於是保羅的回應是什麼呢?
[00:09:30.680 --> 00:09:33.680]  他看到這麼奇妙的救恩作為
[00:09:33.680 --> 00:09:38.680]  他的回應就是去祈禱
[00:09:38.680 --> 00:09:40.680]  在第三章的第一節
[00:09:40.680 --> 00:09:43.680]  保羅就說:因此
[00:09:43.680 --> 00:09:50.680]  我保羅為你們愛邦人作了基督耶穌的囚犯囚徒
[00:09:50.680 --> 00:09:53.680]  是你們去祈禱
[00:09:53.680 --> 00:09:56.680]  他準備去祈禱的時候又停下來
[00:09:56.680 --> 00:09:58.680]  於是又想起很多事情
[00:09:58.680 --> 00:10:03.680]  本來想著在第一章第二章救贖的亮光下
[00:10:03.680 --> 00:10:04.680]  好好去祈禱
[00:10:04.680 --> 00:10:06.680]  去相信神的祈禱
[00:10:06.680 --> 00:10:08.680]  他就想起一些事情
[00:10:08.680 --> 00:10:10.680]  在第三章的二至十三節
[00:10:10.680 --> 00:10:12.680]  保羅就再講
[00:10:12.680 --> 00:10:15.680]  其實福音的事供是怎樣
[00:10:15.680 --> 00:10:17.680]  福音的本質是怎樣
[00:10:17.680 --> 00:10:19.680]  講完之後保羅又說
[00:10:19.680 --> 00:10:23.680]  我保羅的任務是什麼
[00:10:23.680 --> 00:10:27.680]  其實這個是突然間打岔了
[00:10:27.680 --> 00:10:28.680]  他打岔了
[00:10:28.680 --> 00:10:30.680]  就是因為真的有事情要想
[00:10:30.680 --> 00:10:31.680]  但是他打岔了
[00:10:31.680 --> 00:10:33.680]  有些很重要的事情
[00:10:33.680 --> 00:10:36.680]  他是要告訴耶稣所人知道的
[00:10:36.680 --> 00:10:39.680]  所以在三章十三節這樣講
[00:10:39.680 --> 00:10:41.680]  所以我求你們
[00:10:41.680 --> 00:10:46.680]  不要因我為你們所受的患難喪膽
[00:10:46.680 --> 00:10:50.680]  這原是你們的光榮
[00:10:50.680 --> 00:10:52.680]  他提醒耶稣所人
[00:10:52.680 --> 00:10:55.680]  我保羅我現在是坐牢
[00:10:55.680 --> 00:10:58.680]  我的鏈是鎖在牆上
[00:10:58.680 --> 00:11:00.680]  囚在監牢裡面
[00:11:00.680 --> 00:11:01.680]  你們都是很不開心
[00:11:01.680 --> 00:11:03.680]  我知道
[00:11:03.680 --> 00:11:07.680]  不過我是以此為一個光榮
[00:11:07.680 --> 00:11:10.680]  並且其實告訴你們
[00:11:10.680 --> 00:11:12.680]  在將來
[00:11:12.680 --> 00:11:17.680]  你們都要面對這個嚴峻的事實
[00:11:17.680 --> 00:11:21.680]  你們有機會被迫害
[00:11:21.680 --> 00:11:23.680]  在那個時候
[00:11:23.680 --> 00:11:25.680]  耶稣所人面對的危機
[00:11:25.680 --> 00:11:27.680]  就正如今天的危機
[00:11:27.680 --> 00:11:31.680]  就是會搖動我們信心的根基
[00:11:31.680 --> 00:11:33.680]  搞到我們亂七八糟
[00:11:33.680 --> 00:11:34.680]  我們所想的
[00:11:34.680 --> 00:11:37.680]  是想到其他日常的事
[00:11:37.680 --> 00:11:39.680]  怎麼去搞、怎麼去弄
[00:11:39.680 --> 00:11:43.680]  我們沒有想到我們的身
[00:11:43.680 --> 00:11:44.680]  我們沒有想到
[00:11:44.680 --> 00:11:46.680]  哪裡是我們的力量
[00:11:46.680 --> 00:11:48.680]  哪裡是我們的安慰
[00:11:48.680 --> 00:11:51.680]  哪裡是我們的幫助
[00:11:51.680 --> 00:11:53.680]  因此我們不知道
[00:11:53.680 --> 00:11:55.680]  怎麼面對這麼敵對
[00:11:55.680 --> 00:11:57.680]  這麼紛亂
[00:11:57.680 --> 00:12:00.680]  這麼躁動的世界
[00:12:00.680 --> 00:12:02.680]  其實這些都是急切的問題
[00:12:02.680 --> 00:12:05.680]  是我們需要回答的
[00:12:05.680 --> 00:12:07.680]  所以保羅就說
[00:12:07.680 --> 00:12:09.680]  你們要記得
[00:12:09.680 --> 00:12:11.680]  這個環境不是很好
[00:12:11.680 --> 00:12:13.680]  我告訴你們
[00:12:13.680 --> 00:12:15.680]  不過我告訴你們
[00:12:15.680 --> 00:12:20.680]  於是保羅就在十四節開始祈禱
[00:12:20.680 --> 00:12:23.680]  而今晚我們在十五節至二十三節
[00:12:23.680 --> 00:12:24.680]  十四節至二十一節
[00:12:24.680 --> 00:12:28.680]  我們看保羅是怎麼去祈禱
[00:12:28.680 --> 00:12:30.680]  在祈禱的時候開始
[00:12:30.680 --> 00:12:31.680]  他怎麼去祈禱呢?
[00:12:31.680 --> 00:12:35.680]  他說:因此我在父的面前
[00:12:35.680 --> 00:12:38.680]  是去屈膝、去敬拜
[00:12:38.680 --> 00:12:40.680]  未講到這一點的意思
[00:12:40.680 --> 00:12:41.680]  我想跟大家講一下
[00:12:41.680 --> 00:12:43.680]  其實很快地中南
[00:12:43.680 --> 00:12:47.680]  這個禱告的目標是什麼
[00:12:47.680 --> 00:12:53.680]  這段禱文的結構是很細心的
[00:12:53.680 --> 00:12:56.680]  每一個懇求就黏著每一個懇求
[00:12:56.680 --> 00:12:58.680]  所以有解經者就說
[00:12:58.680 --> 00:13:02.680]  這是一個樓梯式的祈禱
[00:13:02.680 --> 00:13:06.680]  就是一個討問就拉著另一個討問
[00:13:06.680 --> 00:13:08.680]  以十六節為例
[00:13:08.680 --> 00:13:09.680]  保羅祈禱就是說
[00:13:09.680 --> 00:13:12.680]  求神藉著祂的靈
[00:13:12.680 --> 00:13:17.680]  使你們內心的力量可以剛強
[00:13:17.680 --> 00:13:19.680]  其實這裡的翻譯是說
[00:13:19.680 --> 00:13:21.680]  藉著祂的靈
[00:13:21.680 --> 00:13:25.680]  使你們得到力量而剛強
[00:13:25.680 --> 00:13:27.680]  其實這是一個很好的祈禱
[00:13:27.680 --> 00:13:29.680]  但是這個祈禱
[00:13:29.680 --> 00:13:33.680]  其實這個祈禱不是靠聖靈就可以了
[00:13:33.680 --> 00:13:35.680]  因為廣東話是靠聖靈
[00:13:35.680 --> 00:13:37.680]  你以為這麼偉大的禱告
[00:13:37.680 --> 00:13:38.680]  我們靠聖靈
[00:13:38.680 --> 00:13:39.680]  其實不是
[00:13:39.680 --> 00:13:42.680]  這個靠聖靈不是目標
[00:13:42.680 --> 00:13:44.680]  這個靠聖靈是一個means
[00:13:44.680 --> 00:13:46.680]  是一個渠道
[00:13:46.680 --> 00:13:47.680]  是一個方法
[00:13:47.680 --> 00:13:49.680]  是一個路徑
[00:13:49.680 --> 00:13:51.680]  在十七節
[00:13:51.680 --> 00:13:52.680]  當然他講到
[00:13:52.680 --> 00:13:55.680]  祈求那藉著聖靈而得的能力
[00:13:55.680 --> 00:13:59.680]  以致基督能住在你們的心裡
[00:13:59.680 --> 00:14:01.680]  聖靈搭上另一個
[00:14:01.680 --> 00:14:05.680]  就是說基督住在你的心裡
[00:14:05.680 --> 00:14:07.680]  接著在十九節
[00:14:07.680 --> 00:14:10.680]  就講到真正的目標
[00:14:10.680 --> 00:14:12.680]  目標是什麼呢?
[00:14:12.680 --> 00:14:18.680]  就是為要使你們充滿上帝的豐盛
[00:14:18.680 --> 00:14:21.680]  充滿上帝的豐盛
[00:14:21.680 --> 00:14:23.680]  豐盛的意思
[00:14:23.680 --> 00:14:27.680]  就是被上帝的豐盛所充滿
[00:14:27.680 --> 00:14:30.680]  所保羅祂禱告的目標是什麼呢?
[00:14:30.680 --> 00:14:35.680]  是你們被上帝的豐盛所充滿
[00:14:35.680 --> 00:14:37.680]  講到這個豐盛
[00:14:37.680 --> 00:14:39.680]  其實是已不鎖書常常講的
[00:14:39.680 --> 00:14:40.680]  在一章二十三節
[00:14:40.680 --> 00:14:41.680]  昨晚我都講過了
[00:14:41.680 --> 00:14:43.680]  我說今天會講一下
[00:14:43.680 --> 00:14:45.680]  一章二十三節這樣講
[00:14:45.680 --> 00:14:48.680]  「教會是丫的身體」
[00:14:48.680 --> 00:14:50.680]  其實這些講法真的很奇怪
[00:14:50.680 --> 00:14:51.680]  在現在的社會
[00:14:51.680 --> 00:14:53.680]  我們常常都說教會沒有用
[00:14:53.680 --> 00:14:56.680]  但是已不鎖書講到教會很重要
[00:14:56.680 --> 00:14:58.680]  「教會是丫的身體」
[00:14:58.680 --> 00:15:03.680]  「自那充滿萬有者所充滿的」
[00:15:03.680 --> 00:15:05.680]  很抬舉
[00:15:05.680 --> 00:15:07.680]  在一章二十三節
[00:15:07.680 --> 00:15:11.680]  教會是耶穌的豐盛
[00:15:11.680 --> 00:15:15.680]  耶穌基督充滿萬有
[00:15:15.680 --> 00:15:18.680]  在四章十節這樣講
[00:15:18.680 --> 00:15:24.680]  「那降下的就是高星遠超月珠天上的」
[00:15:24.680 --> 00:15:28.680]  「惟要充滿萬有」
[00:15:28.680 --> 00:15:31.680]  就是講到耶穌基督超越珠天
[00:15:31.680 --> 00:15:34.680]  以致能夠充滿萬有
[00:15:34.680 --> 00:15:37.680]  保羅的意思就是說
[00:15:37.680 --> 00:15:41.680]  人是會被神的豐盛去充滿
[00:15:41.680 --> 00:15:44.680]  意思就是人的靈魂和神
[00:15:44.680 --> 00:15:50.680]  有很全面、很豐富的接觸
[00:15:50.680 --> 00:15:52.680]  所以保羅的目的就是說
[00:15:52.680 --> 00:15:54.680]  我為你們祈禱
[00:15:54.680 --> 00:15:56.680]  雖然你們面對患難
[00:15:56.680 --> 00:15:59.680]  但是你們都可以和神
[00:15:59.680 --> 00:16:01.680]  有一種豐盛
[00:16:01.680 --> 00:16:04.680]  有一種全面的聯合
[00:16:04.680 --> 00:16:06.680]  全面的團結
[00:16:06.680 --> 00:16:08.680]  我希望所有的人
[00:16:08.680 --> 00:16:12.680]  都有一種豐盛的經歷
[00:16:12.680 --> 00:16:15.680]  這個是保羅禱告的意願
[00:16:15.680 --> 00:16:17.680]  不知道你們會不會這樣祈禱呢?
[00:16:17.680 --> 00:16:18.680]  如果沒有的話
[00:16:18.680 --> 00:16:21.680]  我們要學保羅常常這樣學
[00:16:21.680 --> 00:16:23.680]  我相信保羅的意願
[00:16:23.680 --> 00:16:27.680]  不單只是向已不所教會的意願
[00:16:27.680 --> 00:16:31.680]  並且是向我們這班人的意願
[00:16:31.680 --> 00:16:33.680]  但是事實上
[00:16:33.680 --> 00:16:37.680]  我們每天都在打仗
[00:16:37.680 --> 00:16:39.680]  在打仗的時候
[00:16:39.680 --> 00:16:42.680]  我們面對生命當中
[00:16:42.680 --> 00:16:45.680]  很多很小或者大
[00:16:45.680 --> 00:16:47.680]  你說大的特別的事情
[00:16:47.680 --> 00:16:49.680]  我們有很多的需要
[00:16:49.680 --> 00:16:51.680]  這些事情充滿了我們的眼界
[00:16:51.680 --> 00:16:53.680]  充滿了我們的horizon
[00:16:53.680 --> 00:16:58.680]  例如我們要面對香港青年的將來
[00:16:58.680 --> 00:17:00.680]  面對他們的需要
[00:17:00.680 --> 00:17:04.680]  我們要解決婚姻的問題
[00:17:04.680 --> 00:17:07.680]  甚至將來要解決性別的問題
[00:17:07.680 --> 00:17:12.680]  我們要處理經濟的危機等等
[00:17:12.680 --> 00:17:14.680]  這些都很重要
[00:17:14.680 --> 00:17:16.680]  是要面對的
[00:17:16.680 --> 00:17:18.680]  但是有沒有想過
[00:17:18.680 --> 00:17:19.680]  假如我們不小心
[00:17:19.680 --> 00:17:23.680]  或者我們心慌慌心亂亂
[00:17:23.680 --> 00:17:27.680]  我們的心很容易被一些危機
[00:17:27.680 --> 00:17:32.680]  被一些事情去佔據著
[00:17:32.680 --> 00:17:35.680]  所以我們只會關心這些事情
[00:17:35.680 --> 00:17:38.680]  這些事情成為我們生命
[00:17:38.680 --> 00:17:40.680]  差不多有些嚴重來說
[00:17:40.680 --> 00:17:42.680]  是唯一的事情
[00:17:42.680 --> 00:17:44.680]  是佔滿了我們的眼界
[00:17:44.680 --> 00:17:46.680]  佔滿了我們的horizon
[00:17:46.680 --> 00:17:47.680]  在這樣的時候
[00:17:47.680 --> 00:17:51.680]  神,如果我們還記得有神的話
[00:17:51.680 --> 00:17:57.680]  神只會是我們救急的僕人
[00:17:57.680 --> 00:18:00.680]  所以有僕人去出現
[00:18:00.680 --> 00:18:02.680]  是幫助我們解決生命
[00:18:02.680 --> 00:18:05.680]  這些困難幫助我們過渡
[00:18:05.680 --> 00:18:08.680]  但是如果困難是沒有解決
[00:18:08.680 --> 00:18:11.680]  假如我們是那個安書
[00:18:11.680 --> 00:18:13.680]  我們拿不到平安
[00:18:13.680 --> 00:18:14.680]  拿不到和平
[00:18:14.680 --> 00:18:15.680]  拿不到的時候
[00:18:15.680 --> 00:18:17.680]  我們就非常的失落
[00:18:17.680 --> 00:18:19.680]  我們不知道怎樣面對
[00:18:19.680 --> 00:18:21.680]  這個這麼躁動
[00:18:21.680 --> 00:18:24.680]  這麼充滿敵意的社會
[00:18:24.680 --> 00:18:29.680]  但是如果我們真的相信神
[00:18:29.680 --> 00:18:32.680]  真的會記得神
[00:18:32.680 --> 00:18:34.680]  甚至像保羅所說
[00:18:34.680 --> 00:18:36.680]  神的豐盛充滿我們
[00:18:36.680 --> 00:18:38.680]  是我們很嚮往的話
[00:18:38.680 --> 00:18:40.680]  這就是我們所期待的
[00:18:40.680 --> 00:18:45.680]  我們當然覺得祂是最珍貴的珍珠
[00:18:45.680 --> 00:18:47.680]  我們會放棄我們一切
[00:18:47.680 --> 00:18:50.680]  我們會追尋一樣的東西
[00:18:50.680 --> 00:18:52.680]  我們會放棄我們的財富
[00:18:52.680 --> 00:18:54.680]  我們扭壞的生命
[00:18:54.680 --> 00:18:56.680]  我們要得著耶穌
[00:18:56.680 --> 00:18:58.680]  但是假如相反來說
[00:18:58.680 --> 00:19:01.680]  我們的眼睛就看著這些瑣碎的事情
[00:19:01.680 --> 00:19:02.680]  或者不是瑣碎
[00:19:02.680 --> 00:19:05.680]  就是很大的事情上面
[00:19:05.680 --> 00:19:10.680]  而是沒有將眼睛放在耶穌那裡
[00:19:10.680 --> 00:19:14.680]  你發覺你是不能夠面對試探
[00:19:14.680 --> 00:19:18.680]  不能夠面對這個躁動的社會
[00:19:18.680 --> 00:19:22.680]  所以保羅是提醒已不所人
[00:19:22.680 --> 00:19:26.680]  保羅是提醒所有地區的人
[00:19:26.680 --> 00:19:31.680]  保羅提醒香港宗教會弟兄姊妹們
[00:19:31.680 --> 00:19:36.680]  你們要知道被神的豐盛所充滿
[00:19:36.680 --> 00:19:40.680]  雖然我保羅坐牢就快死了
[00:19:40.680 --> 00:19:43.680]  被神的豐盛所充滿
[00:19:43.680 --> 00:19:45.680]  你們也不是好得多
[00:19:45.680 --> 00:19:48.680]  被神的豐盛所充滿
[00:19:48.680 --> 00:19:50.680]  我為你祈禱
[00:19:50.680 --> 00:19:53.680]  我沒有為你祈禱叫你不要被人抓
[00:19:53.680 --> 00:19:55.680]  我沒有
[00:19:55.680 --> 00:20:00.680]  我只是為你能夠以耶穌基督為自保
[00:20:00.680 --> 00:20:04.680]  為神的豐盛能夠充滿你們每個人
[00:20:04.680 --> 00:20:06.680]  我為此去禱告
[00:20:06.680 --> 00:20:11.680]  這是保羅禱告的目標
[00:20:11.680 --> 00:20:14.680]  你同不同意嗎?
[00:20:14.680 --> 00:20:17.680]  在這個年代還這樣祈禱
[00:20:17.680 --> 00:20:19.680]  何等的抽象
[00:20:19.680 --> 00:20:21.680]  何等的不真實
[00:20:21.680 --> 00:20:24.680]  我們不是看到很多天災人禍嗎?
[00:20:24.680 --> 00:20:26.680]  假如你是天災人禍的
[00:20:26.680 --> 00:20:28.680]  是僥倖流倒的
[00:20:28.680 --> 00:20:30.680]  是倖存者
[00:20:30.680 --> 00:20:32.680]  你怎樣面對這個人生
[00:20:32.680 --> 00:20:35.680]  你怎樣面對香港這個情況
[00:20:35.680 --> 00:20:37.680]  當人面對天災人禍的時候
[00:20:37.680 --> 00:20:39.680]  我們的心都碎
[00:20:39.680 --> 00:20:41.680]  我們哀動當中
[00:20:41.680 --> 00:20:42.680]  我們失落
[00:20:42.680 --> 00:20:44.680]  我們不知如何算
[00:20:44.680 --> 00:20:45.680]  我們應該怎樣面對
[00:20:45.680 --> 00:20:47.680]  我們去祈禱
[00:20:47.680 --> 00:20:49.680]  好像保羅那樣去祈禱
[00:20:49.680 --> 00:20:53.680]  抑或我們真的要大聲一點去說
[00:20:53.680 --> 00:20:59.680]  神啊!究竟你做過什麼?
[00:20:59.680 --> 00:21:02.680]  親愛的弟兄姊妹們
[00:21:02.680 --> 00:21:04.680]  要找答案的話
[00:21:04.680 --> 00:21:06.680]  我們回到聖經
[00:21:06.680 --> 00:21:08.680]  回到我們信仰的時候
