
[00:00:00.000 --> 00:00:03.400]  OK,我現在帶你去第二個故事
[00:02:44.320 --> 00:02:45.520]  信不信?
[00:02:45.520 --> 00:02:50.120]  信不信我們教會最需要的不是多些人力做某些事
[00:02:50.120 --> 00:02:55.720]  我們最需要的是像阿拿這種侍奉
[00:02:55.720 --> 00:02:58.720]  不斷地祈禱
[00:02:58.720 --> 00:03:00.720]  這裡說他禁食祈求
[00:03:00.720 --> 00:03:03.320]  我想想
[00:03:03.320 --> 00:03:04.520]  六十多年了
[00:03:04.520 --> 00:03:06.120]  六十年了
[00:03:06.120 --> 00:03:07.720]  在禁食祈禱
[00:03:07.720 --> 00:03:09.120]  祈求什麼呢?
[00:03:09.120 --> 00:03:11.120]  哪有這麼多東西要求?
[00:03:11.120 --> 00:03:13.120]  如果我問你
[00:03:13.120 --> 00:03:17.120]  現在教會要你做我們的禱告勇士
[00:03:17.120 --> 00:03:18.920]  你要為我們教會祈求
[00:03:18.920 --> 00:03:21.720]  你會祈求什麼呢?
[00:03:21.720 --> 00:03:22.720]  有些人很壞
[00:03:22.720 --> 00:03:25.320]  祈求出入平安身體健康
[00:03:25.320 --> 00:03:26.320]  學業進步
[00:03:26.320 --> 00:03:28.320]  如意吉祥
[00:03:28.320 --> 00:03:30.920]  一定壞
[00:03:30.920 --> 00:03:32.520]  就算你不是祈求那些
[00:03:32.520 --> 00:03:35.720]  可能你會發覺教會都會給你一堆東西
[00:03:35.720 --> 00:03:37.720]  你幫我們祈求這幾樣東西
[00:03:37.720 --> 00:03:38.720]  某某人病了
[00:03:38.720 --> 00:03:40.320]  某某人什麼什麼
[00:03:40.320 --> 00:03:41.520]  你再問清楚
[00:03:41.520 --> 00:03:45.520]  你猜阿拿祈禱什麼?
[00:03:45.520 --> 00:03:46.720]  其實你看到的
[00:03:46.720 --> 00:03:48.720]  下一節你就知道了
[00:03:48.720 --> 00:03:52.120]  他盡前來感謝上帝
[00:03:52.120 --> 00:03:55.120]  對一切盼望耶路撒冷
[00:03:55.120 --> 00:03:56.920]  得救贖的人
[00:03:56.920 --> 00:03:59.320]  廣論者
[00:03:59.320 --> 00:04:01.520]  孩子的事
[00:04:01.520 --> 00:04:02.920]  就是阿拿
[00:04:02.920 --> 00:04:04.920]  他看到耶穌的時候
[00:04:04.920 --> 00:04:06.920]  他就開始感謝上帝了
[00:04:06.920 --> 00:04:08.720]  如果你記得那個故事前後
[00:04:08.720 --> 00:04:10.120]  還有另外一個才知道
[00:04:10.120 --> 00:04:12.320]  叫西面的
[00:04:12.320 --> 00:04:15.120]  這兩個人一男一女
[00:04:15.120 --> 00:04:19.120]  一生在等待著一件事
[00:04:19.120 --> 00:04:22.120]  天國的來臨
[00:04:22.120 --> 00:04:24.320]  原來在舊約聖經裏面
[00:04:24.320 --> 00:04:25.720]  在新約聖經裏面
[00:04:25.720 --> 00:04:27.920]  那些人禁食祈禱
[00:04:27.920 --> 00:04:32.120]  就不是為了自己一些肉體的需要
[00:04:32.120 --> 00:04:35.120]  我不知道你有沒有朋友禁食祈禱
[00:04:35.120 --> 00:04:37.120]  我聽過好幾個朋友禁食祈禱
[00:04:37.120 --> 00:04:40.120]  通常媽媽進了醫院
[00:04:40.120 --> 00:04:42.520]  在醫院不知道行不行
[00:04:42.520 --> 00:04:43.520]  於是就
[00:04:43.520 --> 00:04:45.120]  為什麼你這麼殘忍
[00:04:45.120 --> 00:04:47.520]  因為我禁食了很多天
[00:04:47.520 --> 00:04:50.520]  原來在舊約聖經和新約聖經裏面
[00:04:50.520 --> 00:04:51.520]  那些人禁食祈禱
[00:04:51.520 --> 00:04:53.320]  就不是為了媽媽的
[00:04:53.320 --> 00:04:54.920]  不是為了爸爸的
[00:04:54.920 --> 00:04:55.920]  是為了什麼
[00:04:55.920 --> 00:04:57.520]  天國的來臨
[00:04:57.520 --> 00:04:59.320]  最好的例子
[00:04:59.320 --> 00:05:01.920]  彈爾里書裏面的彈爾里
[00:05:01.920 --> 00:05:05.920]  彈爾里那個連獅子坑都不怕進的那個
[00:05:05.920 --> 00:05:07.920]  死都要死到回到家裏
[00:05:07.920 --> 00:05:09.320]  在那裏祈禱
[00:05:09.320 --> 00:05:11.920]  你有沒有想過他祈什麼這麼重要
[00:05:11.920 --> 00:05:14.320]  停一天都不行
[00:05:14.320 --> 00:05:16.520]  其實你看完整本彈爾里書
[00:05:16.520 --> 00:05:18.520]  你知道前後的背景
[00:05:18.520 --> 00:05:21.320]  你知道彈爾里是其一樣東西
[00:05:21.320 --> 00:05:23.720]  天國的來臨
[00:05:23.720 --> 00:05:25.920]  沒了一條命都可以
[00:05:25.920 --> 00:05:27.920]  但是有一樣東西不可以停
[00:05:27.920 --> 00:05:29.720]  祈禱天國的來臨
[00:05:29.720 --> 00:05:33.120]  所以這個安娜最後的祈禱是什麼
[00:05:33.120 --> 00:05:34.920]  天國的來臨
[00:05:34.920 --> 00:05:35.520]  OK
[00:05:35.520 --> 00:05:39.120]  所以如果你今天要成為現代的安娜
[00:05:39.120 --> 00:05:42.120]  要用晝夜去侍奉上帝的時候
[00:05:42.120 --> 00:05:44.120]  你祈什麼
[00:05:44.120 --> 00:05:45.720]  天國的來臨
[00:05:45.720 --> 00:05:46.720]  天國來了沒有
[00:05:46.720 --> 00:05:47.720]  從另一個角度來講
[00:05:47.720 --> 00:05:48.320]  已經來了
[00:05:48.320 --> 00:05:49.720]  耶穌已經來了
[00:05:49.720 --> 00:05:50.720]  從另一個角度來講
[00:05:50.720 --> 00:05:53.320]  我們還在等著祂再來
[00:05:53.320 --> 00:05:56.520]  所以我們仍然都是在祈禱主道文的
[00:05:56.520 --> 00:05:58.120]  因為我們看出去這個世界
[00:05:58.120 --> 00:06:00.920]  我們知道天國還沒有來
[00:06:00.920 --> 00:06:02.320]  但是我們已經有一個福音
[00:06:02.320 --> 00:06:04.920]  這個福音可以傳出去
[00:06:04.920 --> 00:06:07.520]  將天國帶到外面的黑暗
[00:06:07.520 --> 00:06:09.920]  或者將外面的黑暗帶來教會裏面
[00:06:09.920 --> 00:06:11.720]  以致天國可以來到
[00:06:11.720 --> 00:06:13.320]  這個是我們需要
[00:06:13.320 --> 00:06:15.320]  是我們的使命
[00:06:15.320 --> 00:06:17.520]  我們需要這件事
[00:06:17.520 --> 00:06:19.320]  還有一個故事
[00:06:19.320 --> 00:06:21.920]  這個故事是真人真事
[00:06:21.920 --> 00:06:24.120]  一個寡婦祈禱
[00:06:24.120 --> 00:06:25.120]  《路加福音》裏面
[00:06:25.120 --> 00:06:28.120]  原來還有另一個寡婦祈禱的故事
[00:06:28.120 --> 00:06:30.320]  但是那個就是一個比喻
[00:06:30.320 --> 00:06:32.520]  我帶你看完這個比喻
[00:06:32.520 --> 00:06:35.520]  那我們就完
[00:06:35.520 --> 00:06:39.520]  《路加福音》第十八章第一節
[00:06:39.520 --> 00:06:43.120]  耶穌對門徒講了一個比喻
[00:06:43.120 --> 00:06:47.120]  為了要他們常常祈禱
[00:06:47.120 --> 00:06:49.320]  不可悔心
[00:06:49.320 --> 00:06:52.920]  這是金句來的
[00:06:52.920 --> 00:06:54.320]  你背了背了
[00:06:54.320 --> 00:06:55.720]  耶穌講了一個比喻
[00:06:55.720 --> 00:06:57.320]  我們要很留意聽這個比喻
[00:06:57.320 --> 00:06:57.920]  為什麼
[00:06:57.920 --> 00:07:00.320]  因為祂叫我們常常祈禱不可悔心
[00:07:00.320 --> 00:07:00.920]  OK
[00:07:00.920 --> 00:07:02.120]  祈禱什麼呢
[00:07:02.120 --> 00:07:06.120]  祂說:某城有一個官
[00:07:06.120 --> 00:07:11.120]  不懼怕上帝也不尊重人
[00:07:11.120 --> 00:07:13.320]  那城裏有個寡婦
[00:07:13.320 --> 00:07:14.920]  又是寡婦
[00:07:14.920 --> 00:07:16.120]  路加很喜歡
[00:07:16.120 --> 00:07:17.520]  耶穌很喜歡講寡婦的
[00:07:17.520 --> 00:07:19.120]  常到他那裏說
[00:07:19.120 --> 00:07:20.720]  我有一個冤家
[00:07:20.720 --> 00:07:22.720]  求你給我伸冤
[00:07:22.720 --> 00:07:24.120]  寡婦要伸冤
[00:07:24.120 --> 00:07:26.320]  他恨久不受理
[00:07:26.320 --> 00:07:27.920]  後來心裏說
[00:07:27.920 --> 00:07:31.320]  我雖然不懼怕上帝
[00:07:31.320 --> 00:07:33.720]  也不尊重人
[00:07:33.720 --> 00:07:36.920]  只因這寡婦煩擾我
[00:07:36.920 --> 00:07:38.920]  我就給她伸冤吧
[00:07:38.920 --> 00:07:41.720]  免得她常來纏擾我
[00:07:41.720 --> 00:07:46.720]  主說:你們聽這不義的官所說的話
[00:07:46.720 --> 00:07:50.720]  上帝的選民晝夜呼籲他
[00:07:50.720 --> 00:07:57.120]  豈會言辭不給他們伸冤嗎
[00:07:57.120 --> 00:07:59.920]  我想問你這個比喻
[00:07:59.920 --> 00:08:02.120]  講來幹什麼
[00:08:02.120 --> 00:08:04.720]  那你說龍牧師第一次已經講了
[00:08:04.720 --> 00:08:07.920]  耶穌講這個比喻是叫我們常常祈禱
[00:08:07.920 --> 00:08:09.920]  不可灰心
[00:08:09.920 --> 00:08:12.320]  他說有一個寡婦
[00:08:12.320 --> 00:08:14.120]  寡婦是被人欺負的
[00:08:14.120 --> 00:08:15.920]  接著他有一個仇人
[00:08:15.920 --> 00:08:17.920]  他有冤情
[00:08:17.920 --> 00:08:18.720]  他要伸冤
[00:08:18.720 --> 00:08:20.320]  但這個官很壞
[00:08:20.320 --> 00:08:22.120]  不幫他伸冤
[00:08:22.120 --> 00:08:24.720]  不過他死了
[00:08:24.720 --> 00:08:25.720]  結果那個官說
[00:08:25.720 --> 00:08:26.920]  這麼煩算
[00:08:26.920 --> 00:08:29.920]  我給你一個公義
[00:08:29.920 --> 00:08:32.720]  他說如果一個這麼不義的官
[00:08:32.720 --> 00:08:38.520]  尚且會因為避免糾纏而給他公義
[00:08:38.520 --> 00:08:40.320]  那麼你說上帝
[00:08:40.320 --> 00:08:42.520]  你求你掠上帝
[00:08:42.520 --> 00:08:44.520]  上帝會不會給
[00:08:44.520 --> 00:08:45.920]  會
[00:08:45.920 --> 00:08:48.920]  於是這個比喻叫什麼
[00:08:48.920 --> 00:08:51.520]  常常祈禱不可灰心
[00:08:51.520 --> 00:08:52.720]  祈什麼
[00:08:52.720 --> 00:08:57.320]  什麼都可以
[00:08:57.320 --> 00:09:00.520]  下一次病的時候你掠上帝
[00:09:00.520 --> 00:09:02.920]  掠得夠多上帝就給你
[00:09:02.920 --> 00:09:07.320]  你想清楚一點
[00:09:07.320 --> 00:09:10.320]  是不是教給你下次祈禱
[00:09:10.320 --> 00:09:13.320]  找全團契一起跟你掠上帝
[00:09:13.320 --> 00:09:14.920]  什麼都可以
[00:09:14.920 --> 00:09:16.720]  當然不是
[00:09:16.720 --> 00:09:19.120]  我告訴你
[00:09:19.120 --> 00:09:21.720]  其中一個新藥很難讀
[00:09:21.720 --> 00:09:24.120]  就是因為新藥裡面很多東西
[00:09:24.120 --> 00:09:26.120]  你需要舊約的背景才明白
[00:09:26.120 --> 00:09:30.920]  這裡整個故事講到一個寡婦要伸冤
[00:09:30.920 --> 00:09:34.320]  原來這些是代號
[00:09:34.320 --> 00:09:36.920]  在舊約聖經裡面
[00:09:36.920 --> 00:09:38.720]  寡婦代表什麼
[00:09:38.720 --> 00:09:41.120]  就是忠心於上帝那幫人
[00:09:41.120 --> 00:09:43.520]  經常被人欺負
[00:09:43.520 --> 00:09:44.720]  在舊約聖經裡面
[00:09:44.720 --> 00:09:47.720]  以色列人大部分都不信耶和華
[00:09:47.720 --> 00:09:49.120]  於是有一幫人
[00:09:49.120 --> 00:09:51.320]  包括以色列的先知
[00:09:51.320 --> 00:09:53.520]  經常被人欺負
[00:09:53.520 --> 00:09:55.120]  經常被人殺
[00:09:55.120 --> 00:09:58.320]  他們成為耶和華的寡婦
[00:09:58.320 --> 00:09:59.920]  於是他們求伸冤
[00:09:59.920 --> 00:10:01.120]  求伸冤的意思是什麼
[00:10:01.120 --> 00:10:03.920]  求上帝的國彌臨
[00:10:03.920 --> 00:10:05.920]  所以整個故事在講的
[00:10:05.920 --> 00:10:08.920]  不是叫我們常常禱告不可灰心
[00:10:08.920 --> 00:10:10.320]  喜歡求什麼就求什麼
[00:10:10.320 --> 00:10:11.920]  不是
[00:10:11.920 --> 00:10:15.520]  他說如果你是鼓勵我們
[00:10:15.520 --> 00:10:18.920]  去求上帝的國來到我們當中
[00:10:18.920 --> 00:10:21.520]  如果我們真的這樣求的時候
[00:10:21.520 --> 00:10:24.320]  上帝一定將祂的國
[00:10:24.320 --> 00:10:27.520]  帶到你我們當中
[00:10:27.520 --> 00:10:30.120]  我再給你一點東西
[00:10:30.120 --> 00:10:31.720]  其實是很多的東西
[00:10:31.720 --> 00:10:34.720]  不過不給你
[00:10:34.720 --> 00:10:37.520]  又好像很對不起你
[00:10:37.520 --> 00:10:38.520]  最後的結束
[00:10:38.520 --> 00:10:39.720]  耶穌說了一句話
[00:10:39.720 --> 00:10:41.720]  他說我告訴你們
[00:10:41.720 --> 00:10:43.720]  祂很快就要及探不慎
[00:10:43.720 --> 00:10:46.920]  原上帝的國必定彌臨
[00:10:46.920 --> 00:10:48.720]  當然耶穌已經來了
[00:10:48.720 --> 00:10:50.720]  結果耶穌真的在十字架上
[00:10:50.720 --> 00:10:52.720]  將上帝的國帶到這個世界
[00:10:52.720 --> 00:10:54.920]  接著耶穌問了一句問題
[00:10:54.920 --> 00:10:59.320]  他說然而人子來的時候
[00:10:59.320 --> 00:11:03.720]  能在世上找到這樣的信德
[00:11:03.720 --> 00:11:06.120]  信德的中文翻譯不太好
[00:11:06.120 --> 00:11:08.920]  其實信德的意思是信心
[00:11:08.920 --> 00:11:10.720]  耶穌說上帝
[00:11:10.720 --> 00:11:13.720]  已經聆聽了救約先知所有的祈禱
[00:11:13.720 --> 00:11:14.720]  包括還有誰呢
[00:11:14.720 --> 00:11:16.720]  亞拿西勉他的祈禱
[00:11:16.720 --> 00:11:17.720]  已經聽了
[00:11:17.720 --> 00:11:20.520]  於是上帝已經派遣了他的獨生兒子
[00:11:20.520 --> 00:11:23.720]  將天國帶到當中
[00:11:23.720 --> 00:11:25.320]  但是耶穌說
[00:11:25.320 --> 00:11:27.720]  我現在來了
[00:11:27.720 --> 00:11:30.320]  有沒有人有真的信心來跟從我
[00:11:30.320 --> 00:11:32.320]  這是耶穌的問題
[00:11:32.320 --> 00:11:33.320]  耶穌是來了
[00:11:33.320 --> 00:11:36.720]  但是真的跟隨祂的人多不多
[00:11:36.720 --> 00:11:38.720]  不多
[00:11:38.720 --> 00:11:39.720]  OK
[00:11:39.720 --> 00:11:41.720]  那什麼叫真信心呢
[00:11:41.720 --> 00:11:44.720]  什麼叫真的信德呢
[00:11:44.720 --> 00:11:48.120]  如果你繼續看《路加福音》第十八章
[00:11:48.120 --> 00:11:49.720]  你就會看明白了
[00:11:49.720 --> 00:11:52.320]  如果你如何去明白《路加福音》第十八章
[00:11:52.320 --> 00:11:54.520]  我給你一個很簡單的比喻
[00:11:54.520 --> 00:11:58.120]  叫做六聲叛語
[00:11:58.120 --> 00:12:01.320]  在《路加福音》第十八章裡面
[00:12:01.320 --> 00:12:02.720]  有一個中心的思想
[00:12:02.720 --> 00:12:04.520]  就是主耶穌基督人子
[00:12:04.520 --> 00:12:06.520]  人子來了
[00:12:06.520 --> 00:12:08.120]  接著有好幾個故事
[00:12:08.120 --> 00:12:10.320]  大家你和我很熟悉的故事
[00:12:10.320 --> 00:12:13.120]  裡面有六個人物
[00:12:13.120 --> 00:12:14.720]  所以是六聲叛語
[00:12:14.720 --> 00:12:15.520]  OK
[00:12:15.520 --> 00:12:16.520]  哪六個人物呢
[00:12:16.520 --> 00:12:17.320]  一個
[00:12:17.320 --> 00:12:18.120]  剛剛已經說了
[00:12:18.120 --> 00:12:18.920]  有一個寡婦
[00:12:18.920 --> 00:12:20.120]  祈禱的寡婦
[00:12:20.120 --> 00:12:21.520]  另一個呢
[00:12:21.520 --> 00:12:22.920]  是耶穌說的另一個比喻
[00:12:22.920 --> 00:12:25.920]  百里塞人和瑞利想去祈禱的
[00:12:25.920 --> 00:12:27.520]  也是祈禱的故事
[00:12:27.520 --> 00:12:28.720]  接著耶穌說
[00:12:28.720 --> 00:12:29.920]  有些小孩子要
[00:12:29.920 --> 00:12:31.320]  要人帶小孩子來
[00:12:31.320 --> 00:12:33.920]  接著有些人門徒阻止
[00:12:33.920 --> 00:12:34.720]  接著耶穌說
[00:12:34.720 --> 00:12:37.120]  不要讓小孩子到我這裡來
[00:12:37.120 --> 00:12:39.720]  接著有一個很重點的故事
[00:12:39.720 --> 00:12:41.520]  叫做年輕的財主
[00:12:41.520 --> 00:12:43.120]  有錢人的那個
[00:12:43.120 --> 00:12:46.720]  結果他走開了
[00:12:46.720 --> 00:12:48.720]  他沒辦法放棄他的錢財
[00:12:48.720 --> 00:12:50.320]  於是他沒辦法跟隨耶穌
[00:12:50.320 --> 00:12:52.920]  還有一個是核子
[00:12:52.920 --> 00:12:55.120]  在這個六聲叛語的故事裡面
[00:12:55.120 --> 00:12:56.920]  是三對人
[00:12:56.920 --> 00:12:57.720]  耶穌是眾生
[00:12:57.720 --> 00:12:59.720]  接著是三對人
[00:12:59.720 --> 00:13:02.720]  寡婦趁核子
[00:13:02.720 --> 00:13:04.720]  瑞利趁孩子
[00:13:04.720 --> 00:13:07.520]  百里塞人和年輕財主又是一對
[00:13:07.520 --> 00:13:08.520]  我給你這樣看
[00:13:08.520 --> 00:13:10.720]  希望你看得明白
[00:13:10.720 --> 00:13:12.720]  堅定的
[00:13:12.720 --> 00:13:14.520]  堅定的貧窮寡婦
[00:13:14.520 --> 00:13:18.320]  對著堅定的貧窮核子
[00:13:18.320 --> 00:13:20.720]  罪惡深重的瑞利
[00:13:20.720 --> 00:13:23.920]  對著一個一文不值的孩子
[00:13:23.920 --> 00:13:25.320]  那些孩子很小
[00:13:25.320 --> 00:13:26.520]  還沒做到事
[00:13:26.520 --> 00:13:27.920]  所以他是一文不值的
[00:13:27.920 --> 00:13:31.320]  接著有兩個壞小子
[00:13:31.320 --> 00:13:33.520]  自意的百里塞人
[00:13:33.520 --> 00:13:35.120]  對著一個良善
[00:13:35.120 --> 00:13:36.920]  自以為自己良善
[00:13:36.920 --> 00:13:38.920]  青年的財主
[00:13:38.920 --> 00:13:41.920]  所以整個第十八章是告訴我們
[00:13:41.920 --> 00:13:43.320]  什麼是真信心
[00:13:43.320 --> 00:13:44.120]  什麼是假信心
[00:13:44.120 --> 00:13:45.920]  我想讓你看看什麼是真信心
[00:13:45.920 --> 00:13:47.120]  什麼是假信心
[00:13:47.120 --> 00:13:48.120]  第一
[00:13:48.120 --> 00:13:52.120]  真信心是懇求上帝的憐憫
[00:13:52.120 --> 00:13:54.920]  假信心就是自以為意
[00:13:54.920 --> 00:13:55.520]  第二
[00:13:55.520 --> 00:13:58.920]  真信心是可以拋棄所有跟隨主耶穌基督
[00:13:58.920 --> 00:14:00.720]  拋棄他的錢財的
[00:14:00.720 --> 00:14:03.320]  假信心是被財所困
[00:14:03.320 --> 00:14:05.120]  年輕的財主
[00:14:05.120 --> 00:14:05.720]  第三
[00:14:05.720 --> 00:14:07.720]  真信心是徹求天國
[00:14:07.720 --> 00:14:09.120]  你記得那個寡婦
[00:14:09.120 --> 00:14:10.120]  其實最後求
[00:14:10.120 --> 00:14:13.720]  整個比喻是在說求天國的來臨
[00:14:13.720 --> 00:14:17.720]  假信心是網求自我自己所需要
[00:14:17.720 --> 00:14:18.320]  最後
[00:14:18.320 --> 00:14:21.920]  真信心是跟隨主耶穌基督
[00:14:21.920 --> 00:14:23.320]  假信心是偏向基督
[00:14:23.320 --> 00:14:24.520]  我不知道你記不記得
[00:14:24.520 --> 00:14:26.120]  我想你不知道你記不記得
[00:14:26.120 --> 00:14:27.720]  你有空你回去看看
[00:14:27.720 --> 00:14:29.720]  那個核子
[00:14:29.720 --> 00:14:30.520]  耶穌問他
[00:14:30.520 --> 00:14:31.520]  你要做些什麼
[00:14:31.520 --> 00:14:31.920]  那個人說
[00:14:31.920 --> 00:14:34.120]  I want to see 我想看見
[00:14:34.120 --> 00:14:35.720]  於是耶穌依住了他
[00:14:35.720 --> 00:14:39.120]  你以為耶穌是做了一個普通的神蹟
[00:14:39.120 --> 00:14:40.920]  其實你不知道你有沒有留意到
[00:14:40.920 --> 00:14:42.120]  最後那個人
[00:14:42.120 --> 00:14:43.720]  那個核子眼睛開了之後
[00:14:43.720 --> 00:14:45.920]  他做了些什麼
[00:14:45.920 --> 00:14:50.320]  他就在那條路上面跟隨主耶穌基督
[00:14:50.320 --> 00:14:51.920]  路加寫這個神學
[00:14:51.920 --> 00:14:53.320]  那個神學就不是
[00:14:53.320 --> 00:14:54.520]  哇他眼睛開了
[00:14:54.520 --> 00:14:57.920]  於是很快回到家裡去娶老婆
[00:14:57.920 --> 00:14:59.120]  找份工作
[00:14:59.120 --> 00:15:00.920]  可以過回正常人的生活
[00:15:00.920 --> 00:15:01.720]  他不是的
[00:15:01.720 --> 00:15:06.320]  他是在那條路上面跟隨主耶穌基督
[00:15:06.320 --> 00:15:09.520]  整個故事的高峰是那個核子
[00:15:09.520 --> 00:15:10.720]  因為那個核子
[00:15:10.720 --> 00:15:12.720]  放棄了他所有的東西
[00:15:12.720 --> 00:15:14.420]  他有一個氈
[00:15:14.420 --> 00:15:15.520]  晚上用來蓋的
[00:15:15.520 --> 00:15:17.020]  早上用來做生意的
[00:15:17.020 --> 00:15:18.420]  用來黑錢的
[00:15:18.420 --> 00:15:20.920]  他放下那個氈去跳起
[00:15:20.920 --> 00:15:22.620]  去跟隨主耶穌基督
[00:15:22.620 --> 00:15:24.720]  他呼喊耶穌是說
[00:15:24.720 --> 00:15:26.920]  Son of David 大衛之子大衛之子
[00:15:26.920 --> 00:15:31.320]  他追求著天國的來臨
[00:15:31.320 --> 00:15:32.920]  大衛的國的來臨
[00:15:32.920 --> 00:15:35.420]  而當他眼睛明亮的時候
[00:15:35.420 --> 00:15:39.120]  他不是回家娶老婆
[00:15:39.120 --> 00:15:41.120]  而是在那條路上
[00:15:41.120 --> 00:15:42.520]  如果你知道老家講的
[00:15:42.520 --> 00:15:46.220]  是十字架路的路上
[00:15:46.220 --> 00:15:48.420]  跟隨主耶穌基督
[00:15:48.420 --> 00:15:49.820]  黑眼的核子
[00:15:49.820 --> 00:15:51.520]  真的信心
[00:15:51.520 --> 00:15:55.020]  如果你很熟悉路加保佑
[00:15:55.020 --> 00:15:56.920]  你知道核子
[00:15:56.920 --> 00:16:00.820]  就不是路加保佑裡面最終的英雄
[00:16:00.820 --> 00:16:01.720]  在路加保佑裡面
[00:16:01.720 --> 00:16:03.620]  還有一個有名
[00:16:03.620 --> 00:16:05.820]  有名出來的英雄
[00:16:05.820 --> 00:16:09.720]  那個英雄叫做撒蓋
[00:16:09.720 --> 00:16:11.620]  是有錢人
[00:16:11.620 --> 00:16:14.120]  有錢的瑞利
[00:16:14.120 --> 00:16:16.220]  但是他隨空
[00:16:16.220 --> 00:16:18.320]  好像那個瑞利說
[00:16:18.320 --> 00:16:19.320]  憐憫我
[00:16:19.320 --> 00:16:21.320]  而耶穌去到他家
[00:16:21.320 --> 00:16:24.020]  跟他說天國的悔改信息
[00:16:24.020 --> 00:16:26.320]  結果撒蓋說了一句話
[00:16:26.320 --> 00:16:29.720]  他說我有的財富一半給窮人
[00:16:29.720 --> 00:16:30.920]  剩下來的
[00:16:30.920 --> 00:16:33.220]  我騙人我四倍奉還
