
[00:00:00.000 --> 00:00:05.000]  今日我睇盧家福音,四左十六至廿二節
[00:01:37.000 --> 00:01:42.000]  就是1977年,出賣了一年多
[00:01:42.000 --> 00:01:45.000]  來讀中學
[00:01:45.000 --> 00:01:50.000]  那一年是1977,就是英女皇登基二十五週年
[00:01:50.000 --> 00:01:52.000]  二十五是銀禧
[00:01:52.000 --> 00:01:55.000]  我記得九月來的時候已經過了
[00:01:55.000 --> 00:01:59.000]  見到商店有很多大平賣的紀念品
[00:01:59.000 --> 00:02:03.000]  所以我很記得,我記得我買了一枝筆給我爸爸
[00:02:03.000 --> 00:02:05.000]  原子筆,有英女皇登基
[00:02:05.000 --> 00:02:08.000]  Silver Jubilee,銀禧二十五週年
[00:02:08.000 --> 00:02:11.000]  很快去,現在已經是七十年
[00:02:11.000 --> 00:02:14.000]  我還在等我女兒送一枝筆給我
[00:02:14.000 --> 00:02:17.000]  但我未收到,可能她在等減價
[00:02:17.000 --> 00:02:22.000]  希年這個字,Jubilee這個字從何而來呢?
[00:02:22.000 --> 00:02:24.000]  很多人就不知道了
[00:02:24.000 --> 00:02:27.000]  原來希伯來文那裡來的,猶太人有這個字
[00:02:27.000 --> 00:02:29.000]  是最初他們開始的
[00:02:29.000 --> 00:02:31.000]  一個叫做Viove
[00:02:31.000 --> 00:02:33.000]  我不是很懂希伯來文
[00:02:33.000 --> 00:02:37.000]  意思就是用號角吹起一個響號
[00:02:37.000 --> 00:02:39.000]  一個很長續的響號
[00:02:39.000 --> 00:02:42.000]  通常意思就是要宣告一些東西
[00:02:42.000 --> 00:02:44.000]  Jubilee這個字就是這樣來的
[00:02:44.000 --> 00:02:47.000]  今天用在一些週年紀念
[00:02:47.000 --> 00:02:51.000]  我們通常是用這個Jubilee的名字
[00:02:51.000 --> 00:02:54.000]  我們叫希年,銀禧二十五週年
[00:02:54.000 --> 00:02:57.000]  金禧五十,六十是鑽禧
[00:02:57.000 --> 00:03:03.000]  七十是白金,紅寶四十八,九十,我不知道是不是
[00:03:03.000 --> 00:03:06.000]  八十,相信都不會
[00:03:06.000 --> 00:03:09.000]  這個希年這個字,Jubilee這個字
[00:03:09.000 --> 00:03:12.000]  原來在聖經裡面有說的
[00:03:12.000 --> 00:03:15.000]  猶太人最初說這個希年
[00:03:15.000 --> 00:03:18.000]  在利美記二十五章,大家熟悉舊約的
[00:03:18.000 --> 00:03:21.000]  就應該都會知道,原來它有一個叫希年
[00:03:21.000 --> 00:03:23.000]  就是第五十年
[00:03:23.000 --> 00:03:26.000]  猶太人是以七個做一個完整數目的
[00:03:26.000 --> 00:03:28.000]  七年,七年,七年,七年
[00:03:28.000 --> 00:03:31.000]  七個七年就是四十九,七七四十九大家都會念
[00:03:31.000 --> 00:03:33.000]  對到第五十年,那個叫做希年
[00:03:33.000 --> 00:03:35.000]  什麼意思呢?
[00:03:35.000 --> 00:03:37.000]  首先我們知道什麼叫安息年
[00:03:37.000 --> 00:03:40.000]  第七年是安息年,因為跟上神造天地
[00:03:40.000 --> 00:03:43.000]  第七天,第六天工作,第七天休息
[00:03:43.000 --> 00:03:46.000]  所以在利美記二十五章三至四節那裡
[00:03:46.000 --> 00:03:48.000]  我讀給大家聽得到
[00:03:48.000 --> 00:03:51.000]  你們六天要耕種田地
[00:03:51.000 --> 00:03:55.000]  六年要耕種田地,六年要整收葡萄園
[00:03:55.000 --> 00:03:57.000]  收藏它的地的出產
[00:03:57.000 --> 00:04:01.000]  第七年怎樣?地要守完全安息的安息年
[00:04:01.000 --> 00:04:03.000]  它是向耶和華守安息
[00:04:03.000 --> 00:04:06.000]  你們不可耕種田地,也不可守整葡萄園
[00:04:06.000 --> 00:04:08.000]  原來舊約有這樣的指示
[00:04:08.000 --> 00:04:11.000]  有兩個作用,第一就是給人休息
[00:04:11.000 --> 00:04:13.000]  是很主動休息
[00:04:13.000 --> 00:04:15.000]  七天有一天休息,七年有一年休息
[00:04:15.000 --> 00:04:17.000]  這個就是舊約的均衡
[00:04:17.000 --> 00:04:20.000]  另外一個就是地都要休息的,知不知道
[00:04:20.000 --> 00:04:23.000]  地要休息的,你們種慣了的那些人就知道了
[00:04:23.000 --> 00:04:25.000]  如果你每年都種回同一個地
[00:04:25.000 --> 00:04:28.000]  那些菜就越來越瘦的,知不知道
[00:04:28.000 --> 00:04:30.000]  不會越來越肥的
[00:04:30.000 --> 00:04:32.000]  你要拼命加點人工肥料都可能可以的
[00:04:32.000 --> 00:04:34.000]  如果你靠天然,一定不行的
[00:04:34.000 --> 00:04:36.000]  因為它用光那些營養
[00:04:36.000 --> 00:04:40.000]  所以地去到第七年都要休息
[00:04:40.000 --> 00:04:42.000]  所以我們的神是創造者
[00:04:42.000 --> 00:04:44.000]  祂知道明白這個道理的
[00:04:44.000 --> 00:04:46.000]  所以不只是人要休息
[00:04:46.000 --> 00:04:48.000]  牛羊要休息,牢仔要休息
[00:04:48.000 --> 00:04:50.000]  生畜要休息
[00:04:50.000 --> 00:04:52.000]  地也要休息
[00:04:52.000 --> 00:04:54.000]  那這個稀年呢
[00:04:54.000 --> 00:04:56.000]  稀年就是七七四十九
[00:04:56.000 --> 00:04:58.000]  過了四十九年,真的很少
[00:04:58.000 --> 00:05:00.000]  一生人可能碰到一次,知不知道
[00:05:00.000 --> 00:05:02.000]  因為第五十年
[00:05:02.000 --> 00:05:04.000]  它怎麼說呢
[00:05:04.000 --> 00:05:06.000]  美記那裡說二十五章
[00:05:06.000 --> 00:05:08.000]  你們要計算七個安息年
[00:05:08.000 --> 00:05:10.000]  就是七個七年
[00:05:10.000 --> 00:05:12.000]  就叫成為你們的七個安息年
[00:05:12.000 --> 00:05:14.000]  一共四十九年
[00:05:14.000 --> 00:05:16.000]  到第五十年怎麼樣呢
[00:05:16.000 --> 00:05:18.000]  七月初十
[00:05:18.000 --> 00:05:20.000]  猶太人的七月初十
[00:05:20.000 --> 00:05:22.000]  我們大約九月十月左右
[00:05:22.000 --> 00:05:24.000]  你們要大聲吹角,因為這一天是贖罪日
[00:05:24.000 --> 00:05:26.000]  贖罪日我們聽過了
[00:05:26.000 --> 00:05:28.000]  贖罪日就是 Day of Torment
[00:05:28.000 --> 00:05:30.000]  就是猶太人一個很重要的
[00:05:30.000 --> 00:05:32.000]  最重要的一天
[00:05:32.000 --> 00:05:34.000]  大祭司進去致勝了為我們贖罪
[00:05:34.000 --> 00:05:36.000]  一年一次過過的日子
[00:05:36.000 --> 00:05:38.000]  全地要吹角,你們要
[00:05:38.000 --> 00:05:40.000]  以第五十年為聖年
[00:05:40.000 --> 00:05:42.000]  每年都有贖罪日,但第五十年
[00:05:42.000 --> 00:05:44.000]  那個特別厲害的,那個重要一點的
[00:05:44.000 --> 00:05:46.000]  那個叫聖年,你全地
[00:05:46.000 --> 00:05:48.000]  向所有的居民
[00:05:48.000 --> 00:05:50.000]  宣告自由
[00:05:50.000 --> 00:05:52.000]  這就是你們的稀年
[00:05:52.000 --> 00:05:54.000]  各人的產業要歸還給自己
[00:05:54.000 --> 00:05:56.000]  各人要歸還自己一家
[00:05:56.000 --> 00:05:58.000]  即是有些人呢,去到第五十年
[00:05:58.000 --> 00:06:00.000]  才回家,很奇怪
[00:06:00.000 --> 00:06:02.000]  我來讀書讀幾年
[00:06:02.000 --> 00:06:04.000]  都叫救命,不能回家
[00:06:04.000 --> 00:06:06.000]  那五十年,為甚麼
[00:06:06.000 --> 00:06:08.000]  那些是奴隸
[00:06:08.000 --> 00:06:10.000]  即是第五十年你可以有自由
[00:06:10.000 --> 00:06:12.000]  你可以回到自己的家
[00:06:12.000 --> 00:06:14.000]  你做了四十九年奴隸
[00:06:14.000 --> 00:06:16.000]  第五十年有自由
[00:06:16.000 --> 00:06:18.000]  那一年是天下大赦
[00:06:18.000 --> 00:06:20.000]  即是你本來是失去了自由的
[00:06:20.000 --> 00:06:22.000]  第五十年
[00:06:22.000 --> 00:06:24.000]  你可以回到你的鄉下
[00:06:24.000 --> 00:06:26.000]  主人就按規定
[00:06:26.000 --> 00:06:28.000]  一定要放你走
[00:06:30.000 --> 00:06:32.000]  而且甚麼,而且就是你那些
[00:06:32.000 --> 00:06:34.000]  物產業還給自己
[00:06:34.000 --> 00:06:36.000]  即是呢
[00:06:36.000 --> 00:06:38.000]  你一些東西按了給人
[00:06:38.000 --> 00:06:40.000]  他說,還給你
[00:06:40.000 --> 00:06:42.000]  有些你欠人錢,不用你還
[00:06:42.000 --> 00:06:44.000]  這就是稀年,多著數
[00:06:44.000 --> 00:06:46.000]  那些人就說,說笑就說
[00:06:46.000 --> 00:06:48.000]  第四十九年我買屋
[00:06:48.000 --> 00:06:50.000]  我問銀行借,那第五十年
[00:06:50.000 --> 00:06:52.000]  就不用還了,對不對
[00:06:52.000 --> 00:06:54.000]  那我又不知道他怎麼算,因為不是
[00:06:54.000 --> 00:06:56.000]  借了五十年
[00:06:56.000 --> 00:06:58.000]  他定了日子是五十年
[00:06:58.000 --> 00:07:00.000]  根據猶太人的日曆
[00:07:00.000 --> 00:07:02.000]  但不要理怎樣都好
[00:07:02.000 --> 00:07:04.000]  總不知這一年這個Jubilee
[00:07:04.000 --> 00:07:06.000]  這個叫聖年
[00:07:06.000 --> 00:07:08.000]  Holy Year,亦都是稀年
[00:07:08.000 --> 00:07:10.000]  這個日子
[00:07:10.000 --> 00:07:12.000]  這一日是很重要的
[00:07:12.000 --> 00:07:14.000]  聖經猶太人習俗就
[00:07:14.000 --> 00:07:16.000]  已經很清楚寫在這裡
[00:07:16.000 --> 00:07:18.000]  今天盧家福音就
[00:07:18.000 --> 00:07:20.000]  盧家在盧家福音那裡
[00:07:20.000 --> 00:07:22.000]  就很詳盡講了
[00:07:22.000 --> 00:07:24.000]  耶穌一番的說話
[00:07:24.000 --> 00:07:26.000]  就是講關於
[00:07:26.000 --> 00:07:28.000]  這個的稀年
[00:07:28.000 --> 00:07:30.000]  為甚麼要這樣講呢
[00:07:30.000 --> 00:07:32.000]  首先要明白,我研究聖經
[00:07:32.000 --> 00:07:34.000]  先看作者
[00:07:34.000 --> 00:07:36.000]  我對盧家都有少少認識
[00:07:36.000 --> 00:07:38.000]  因為通常去到
[00:07:38.000 --> 00:07:40.000]  我當時去到神學第二年
[00:07:40.000 --> 00:07:42.000]  就通常有個主修科
[00:07:42.000 --> 00:07:44.000]  一定是盧家使徒行轉的
[00:07:44.000 --> 00:07:46.000]  是研讀盧家和使徒行轉
[00:07:46.000 --> 00:07:48.000]  使徒行轉和盧家福音都是
[00:07:48.000 --> 00:07:50.000]  盧家寫的,所以呢
[00:07:50.000 --> 00:07:52.000]  盧家是什麼人呢
[00:07:52.000 --> 00:07:54.000]  很多時候我們知道
[00:07:54.000 --> 00:07:56.000]  我們說他是一個外邦人
[00:07:56.000 --> 00:07:58.000]  聖經其實不講得
[00:07:58.000 --> 00:08:00.000]  很清楚,但有暗示過
[00:08:00.000 --> 00:08:02.000]  有暗示過
[00:08:02.000 --> 00:08:04.000]  在哥羅西書四章那裡
[00:08:04.000 --> 00:08:06.000]  十字十四節那裡講到保羅
[00:08:06.000 --> 00:08:08.000]  寫給哥羅西教會
[00:08:08.000 --> 00:08:10.000]  保羅很喜歡問候說話
[00:08:10.000 --> 00:08:12.000]  四章那裡說到
[00:08:12.000 --> 00:08:14.000]  跟我一起坐監的有個阿利達古
[00:08:14.000 --> 00:08:16.000]  問候你們,有巴拿巴的
[00:08:16.000 --> 00:08:18.000]  表弟馬可,也都問候你們
[00:08:18.000 --> 00:08:20.000]  馬可,巴拿巴大家聽過了
[00:08:20.000 --> 00:08:22.000]  也有個稱為尤士督的耶穌
[00:08:22.000 --> 00:08:24.000]  問候你們
[00:08:24.000 --> 00:08:26.000]  他說很多人問候,即是保羅的同工
[00:08:26.000 --> 00:08:28.000]  他說奉國禮的人
[00:08:28.000 --> 00:08:30.000]  只有這三個人是
[00:08:30.000 --> 00:08:32.000]  為神的國與我同工
[00:08:32.000 --> 00:08:34.000]  即是說我的同工只有三個
[00:08:34.000 --> 00:08:36.000]  受國禮,只有三個猶太人
[00:08:36.000 --> 00:08:38.000]  其他的就不是
[00:08:38.000 --> 00:08:40.000]  你明白嗎,如果你這樣看
[00:08:40.000 --> 00:08:42.000]  意思就是這樣
[00:08:42.000 --> 00:08:44.000]  接著他說
[00:08:44.000 --> 00:08:46.000]  作基督的僕人,以巴忽
[00:08:46.000 --> 00:08:48.000]  問候你們,親愛的醫生
[00:08:48.000 --> 00:08:50.000]  盧家和底馬
[00:08:50.000 --> 00:08:52.000]  都是問候你們
[00:08:52.000 --> 00:08:54.000]  即是之後那三個,以巴忽
[00:08:54.000 --> 00:08:56.000]  盧家醫生和
[00:08:56.000 --> 00:08:58.000]  加底馬,這三個
[00:08:58.000 --> 00:09:00.000]  不是加底馬
[00:09:00.000 --> 00:09:02.000]  是底馬
[00:09:02.000 --> 00:09:04.000]  因為很少聽過名字
[00:09:04.000 --> 00:09:06.000]  這三個應該就不是
[00:09:06.000 --> 00:09:08.000]  受國禮,即是不是猶太人
[00:09:08.000 --> 00:09:10.000]  即是包括盧家,但我清楚知道
[00:09:10.000 --> 00:09:12.000]  盧家是一直都在
[00:09:12.000 --> 00:09:14.000]  和保羅有很多時候
[00:09:14.000 --> 00:09:16.000]  是一起出去宣教
[00:09:16.000 --> 00:09:18.000]  所以後來他寫了《使徒行傳》
[00:09:18.000 --> 00:09:20.000]  我知道盧家是一個醫生
[00:09:20.000 --> 00:09:22.000]  這裡說得很清楚
[00:09:22.000 --> 00:09:24.000]  也看到他描述,在盧家福音
[00:09:24.000 --> 00:09:26.000]  描述耶穌基督
[00:09:26.000 --> 00:09:28.000]  他醫治的時候
[00:09:28.000 --> 00:09:30.000]  描述得特別詳細
[00:09:30.000 --> 00:09:32.000]  人家馬太馬可就說
[00:09:32.000 --> 00:09:34.000]  他生麻風,那個人
[00:09:34.000 --> 00:09:36.000]  盧家說他生大麻風,因為有分別
[00:09:36.000 --> 00:09:38.000]  所以他是很清楚
[00:09:38.000 --> 00:09:40.000]  很清晰寫得很清楚
[00:09:40.000 --> 00:09:42.000]  以他的醫學知識去寫
[00:09:42.000 --> 00:09:44.000]  他是一個希臘人,他有受教育的
[00:09:44.000 --> 00:09:46.000]  所以他寫的
[00:09:46.000 --> 00:09:48.000]  盧家福音原文,他都是
[00:09:48.000 --> 00:09:50.000]  賢經的學者就是說
[00:09:50.000 --> 00:09:52.000]  他寫的是很漂亮
[00:09:52.000 --> 00:09:54.000]  寫得很好的希臘文
[00:09:54.000 --> 00:09:56.000]  即是比較高級一點
[00:09:56.000 --> 00:09:58.000]  不是那麼市井
[00:09:58.000 --> 00:10:00.000]  有學識的希臘文
[00:10:00.000 --> 00:10:02.000]  我不是研究希臘文,我不知道
[00:10:02.000 --> 00:10:04.000]  我都是聽他們說,我覺得不是
[00:10:04.000 --> 00:10:06.000]  那麼奇怪,就是最重要一點
[00:10:06.000 --> 00:10:08.000]  不是盧家是什麼人
[00:10:08.000 --> 00:10:10.000]  最重要就是他
[00:10:10.000 --> 00:10:12.000]  將耶穌在拿撒勒會堂
[00:10:12.000 --> 00:10:14.000]  這篇教導,這個宣言
[00:10:14.000 --> 00:10:16.000]  他擺了在
[00:10:16.000 --> 00:10:18.000]  耶穌一出來
[00:10:18.000 --> 00:10:20.000]  傳道的開始
[00:10:20.000 --> 00:10:22.000]  一出來傳道的開始
[00:10:22.000 --> 00:10:24.000]  因為之前就講耶穌的家譜
[00:10:24.000 --> 00:10:26.000]  耶穌的出生,耶穌
[00:10:26.000 --> 00:10:28.000]  長大就受洗
[00:10:28.000 --> 00:10:30.000]  然後就講耶穌
[00:10:30.000 --> 00:10:32.000]  去了曠野
[00:10:32.000 --> 00:10:34.000]  被魔鬼試探,然後耶穌就
[00:10:34.000 --> 00:10:36.000]  回來他自己長大的地方
[00:10:36.000 --> 00:10:38.000]  拿撒勒的地方,盧家就立刻
[00:10:38.000 --> 00:10:40.000]  就講他
[00:10:40.000 --> 00:10:42.000]  立刻講他這個
[00:10:42.000 --> 00:10:44.000]  耶穌的宣言,就剛才大家看的那篇
[00:10:44.000 --> 00:10:46.000]  盧家
[00:10:46.000 --> 00:10:48.000]  認為這個宣言是很重要的
[00:10:48.000 --> 00:10:50.000]  因為我如果看回如果是馬太
[00:10:50.000 --> 00:10:52.000]  去到第十三章,去到
[00:10:52.000 --> 00:10:54.000]  差不多一半,才有講
[00:10:54.000 --> 00:10:56.000]  而且他沒有講得很詳細耶穌講什麼
[00:10:56.000 --> 00:10:58.000]  他就說耶穌在會堂講完講完
[00:10:58.000 --> 00:11:00.000]  那些人就妒忌他,憤怒他,不喜歡他
[00:11:00.000 --> 00:11:02.000]  那些猶太人,就這麼多,沒有講
[00:11:02.000 --> 00:11:04.000]  但是盧家很清楚講耶穌
[00:11:04.000 --> 00:11:06.000]  在會堂那裡講了
[00:11:06.000 --> 00:11:08.000]  那幾句話,而且他擺了
[00:11:08.000 --> 00:11:10.000]  在耶穌傳道出來,最先那裡
[00:11:10.000 --> 00:11:12.000]  開始講,證明他認為這個
[00:11:12.000 --> 00:11:14.000]  是很重要
[00:11:14.000 --> 00:11:16.000]  那耶穌講了些什麼呢?就剛才大家
[00:11:16.000 --> 00:11:18.000]  所講的,主的靈在我身上,因為他
[00:11:18.000 --> 00:11:20.000]  用「高高我」那裡開始看,看到
[00:11:20.000 --> 00:11:22.000]  去宣告神越立人的
[00:11:22.000 --> 00:11:24.000]  欺憐,原來這句說話是怎樣來的呢?
[00:11:24.000 --> 00:11:26.000]  這句說話在舊約二菜下說
[00:11:26.000 --> 00:11:28.000]  耶穌去到會堂的時候
[00:11:28.000 --> 00:11:30.000]  就好像以前我們回禮拜堂
[00:11:30.000 --> 00:11:32.000]  我們今天回禮拜堂,他們就去
[00:11:32.000 --> 00:11:34.000]  猶太人的會堂,去到之後
[00:11:34.000 --> 00:11:36.000]  以前的崇拜
[00:11:36.000 --> 00:11:38.000]  我們不要叫崇拜,聚會
[00:11:38.000 --> 00:11:40.000]  就不像今天那樣,不是說
[00:11:40.000 --> 00:11:42.000]  定了誰是主席,誰是大師
[00:11:42.000 --> 00:11:44.000]  誰是讀經,誰是祈禱
[00:11:44.000 --> 00:11:46.000]  沒有這個規矩
[00:11:46.000 --> 00:11:48.000]  每個人都安靜,敬拜
[00:11:48.000 --> 00:11:50.000]  那你可以
[00:11:50.000 --> 00:11:52.000]  走出來,我想讀一篇聖經
[00:11:52.000 --> 00:11:54.000]  跟大家分享,那他的聖經
[00:11:54.000 --> 00:11:56.000]  當然就是舊約,舊約那裡發書
[00:11:56.000 --> 00:11:58.000]  你們可以
[00:11:58.000 --> 00:12:00.000]  突然間分享一篇詩篇,唱出來
[00:12:00.000 --> 00:12:02.000]  一首歌,多數的歌都是
[00:12:02.000 --> 00:12:04.000]  根據詩篇去唱
[00:12:04.000 --> 00:12:06.000]  當時的習俗是這樣,那當然啦
[00:12:06.000 --> 00:12:08.000]  你第一次來教會,即是那裡的會堂
[00:12:08.000 --> 00:12:10.000]  你不會突然間走出來講話的,通常都不會
[00:12:10.000 --> 00:12:12.000]  但猶太人就每個星期都回來
[00:12:12.000 --> 00:12:14.000]  所以大家很熟悉
[00:12:14.000 --> 00:12:16.000]  那耶穌也是回到那裡
[00:12:16.000 --> 00:12:18.000]  他自己的家,他從小就長大的嘛
[00:12:18.000 --> 00:12:20.000]  很熟悉那些人的,那些人都知道他是誰
[00:12:20.000 --> 00:12:22.000]  那些人知道他是木匠的兒子,藥室的兒子
[00:12:22.000 --> 00:12:24.000]  那他就
[00:12:24.000 --> 00:12:26.000]  很大膽地走出來
[00:12:26.000 --> 00:12:28.000]  跟那個執事講
[00:12:28.000 --> 00:12:30.000]  那時候執事,管理這個會堂的人
[00:12:30.000 --> 00:12:32.000]  他說我想讀一篇書
[00:12:32.000 --> 00:12:34.000]  幾一章幾一節
[00:12:34.000 --> 00:12:36.000]  他就給了一個用羊皮捲著的
[00:12:36.000 --> 00:12:38.000]  以塞亞的書
[00:12:38.000 --> 00:12:40.000]  以塞亞是舊約的先知
[00:12:40.000 --> 00:12:42.000]  大家都清楚了
[00:12:42.000 --> 00:12:44.000]  就是六一一章一節,六一一
[00:12:44.000 --> 00:12:46.000]  香港的教會是聽過什麼
[00:12:46.000 --> 00:12:48.000]  六一一靈良堂
[00:12:48.000 --> 00:12:50.000]  是靈恩派教會
[00:12:50.000 --> 00:12:52.000]  其實他是指以
[00:12:52.000 --> 00:12:54.000]  以塞亞六一一章一節
[00:12:54.000 --> 00:12:56.000]  那裡講的,那他講的跟耶穌講的
[00:12:56.000 --> 00:12:58.000]  差不多,有一點點不同
[00:12:58.000 --> 00:13:00.000]  路加修飾了一點點詞語
[00:13:00.000 --> 00:13:02.000]  今天我們不是賢經
[00:13:02.000 --> 00:13:04.000]  我們不需要說修飾什麼
[00:13:04.000 --> 00:13:06.000]  但是意思就跟
[00:13:06.000 --> 00:13:08.000]  剛才大家讀的那篇是一樣的
[00:13:08.000 --> 00:13:10.000]  那首先
[00:13:10.000 --> 00:13:12.000]  耶穌講的那兩句說話是什麼呢
[00:13:12.000 --> 00:13:14.000]  就是
[00:13:14.000 --> 00:13:16.000]  就是頭
[00:13:16.000 --> 00:13:18.000]  頭一句是什麼呢
[00:13:18.000 --> 00:13:20.000]  第一句就是主的
[00:13:20.000 --> 00:13:22.000]  靈在我身上
[00:13:22.000 --> 00:13:24.000]  耶穌第一句說話就是
[00:13:24.000 --> 00:13:26.000]  拿以塞亞書那句說話,主的靈
[00:13:26.000 --> 00:13:28.000]  來到,但他說主的靈就在我身上
[00:13:28.000 --> 00:13:30.000]  這句說話是很重要的
[00:13:30.000 --> 00:13:32.000]  他是告訴別人他是有
[00:13:32.000 --> 00:13:34.000]  這個權備,這個authority
[00:13:34.000 --> 00:13:36.000]  有這個power,有這個權能
[00:13:36.000 --> 00:13:38.000]  路加,如果我研究路加
[00:13:38.000 --> 00:13:40.000]  我知道路加是很著重
[00:13:40.000 --> 00:13:42.000]  Holy Spirit
[00:13:42.000 --> 00:13:44.000]  很著重這個聖靈的
[00:13:44.000 --> 00:13:46.000]  大家如果看回就知道了
[00:13:46.000 --> 00:13:48.000]  如果看回路加福音一開始的時候
[00:13:48.000 --> 00:13:50.000]  瑪利亞懷孕的時候
[00:13:50.000 --> 00:13:52.000]  天使怎樣說
[00:13:52.000 --> 00:13:54.000]  聖靈要臨到你身上,至高者的能力
[00:13:54.000 --> 00:13:56.000]  要任避你,因此
[00:13:56.000 --> 00:13:58.000]  那要出生的聖者要
[00:13:58.000 --> 00:14:00.000]  被稱為神的兒子
[00:14:00.000 --> 00:14:02.000]  他說到
[00:14:02.000 --> 00:14:04.000]  聖靈臨到瑪利亞
[00:14:04.000 --> 00:14:06.000]  聖靈感人
[00:14:06.000 --> 00:14:08.000]  那句說話就是這樣來
[00:14:08.000 --> 00:14:10.000]  他很強調這個聖靈
[00:14:10.000 --> 00:14:12.000]  接著路加福音3章22節
[00:14:12.000 --> 00:14:14.000]  那裡就是耶穌洗禮
[00:14:14.000 --> 00:14:16.000]  聖靈降在他身上
[00:14:16.000 --> 00:14:18.000]  形狀彷彿甲子
[00:14:18.000 --> 00:14:20.000]  又有聲音從天上來
[00:14:20.000 --> 00:14:22.000]  說你使我的愛子,我喜愛你
[00:14:22.000 --> 00:14:24.000]  所以我們經常說三人一體
[00:14:24.000 --> 00:14:26.000]  三個齊了,耶穌受洗
[00:14:26.000 --> 00:14:28.000]  聖靈好像甲子一樣來到
[00:14:28.000 --> 00:14:30.000]  接著天上也有父的聲音
[00:14:30.000 --> 00:14:32.000]  就說這是我的愛子,我喜愛你
[00:14:32.000 --> 00:14:34.000]  路加福音很強調這件事
[00:14:34.000 --> 00:14:36.000]  路加福音3章22節
[00:14:36.000 --> 00:14:38.000]  那裡說到什麼呢,說到耶穌
[00:14:38.000 --> 00:14:40.000]  受完試探回來的時候
[00:14:40.000 --> 00:14:42.000]  他怎樣說,他不是說
[00:14:42.000 --> 00:14:44.000]  試探成功,不是那麼簡單
[00:14:44.000 --> 00:14:46.000]  他說耶穌滿有聖靈
[00:14:46.000 --> 00:14:48.000]  從約旦河回來,聖靈把他
[00:14:48.000 --> 00:14:50.000]  引到曠野
[00:14:50.000 --> 00:14:52.000]  耶穌是滿有聖靈的
[00:14:52.000 --> 00:14:54.000]  到路加福音第四章那裡
[00:14:54.000 --> 00:14:56.000]  剛才開頭之前
[00:14:56.000 --> 00:14:58.000]  說到耶穌帶著聖靈的
[00:14:58.000 --> 00:15:00.000]  能力回到加利利
[00:15:00.000 --> 00:15:02.000]  他的名聲全遍了四方
[00:15:02.000 --> 00:15:04.000]  聖靈的能力帶到
[00:15:04.000 --> 00:15:06.000]  回到加利利的地方
[00:15:06.000 --> 00:15:08.000]  他的名聲全遍四方
[00:15:08.000 --> 00:15:10.000]  耶穌的名聲全遍四方
[00:15:10.000 --> 00:15:12.000]  是靠什麼呢
[00:15:12.000 --> 00:15:14.000]  是靠聖靈
[00:15:14.000 --> 00:15:16.000]  所以路加福音多次
[00:15:16.000 --> 00:15:18.000]  在路加福音那裡提到
[00:15:18.000 --> 00:15:20.000]  聖靈,聖靈有一個empowerment
[00:15:20.000 --> 00:15:22.000]  我們叫做,令到耶穌有
[00:15:22.000 --> 00:15:24.000]  一個能力
[00:15:24.000 --> 00:15:28.000]  不只是給我們,不只是給耶穌
[00:15:28.000 --> 00:15:30.000]  一個能力,是給我們今天
[00:15:30.000 --> 00:15:32.000]  聖靈今天也是給我們很多的能力
