
[00:00:00.000 --> 00:00:05.880]  讀兩節聖經,我們在《死渡行傳》第十六章第九到第十節
[00:05:34.160 --> 00:05:37.200]  Cindy Jacobs牧師的講道
[00:05:37.200 --> 00:05:43.560]  她的信息讓我再一次明白到神對萬國萬民的心意
[00:05:43.560 --> 00:05:46.360]  也就是在那次特會當中
[00:05:46.360 --> 00:05:49.480]  神開始讓我看見一個圖畫
[00:05:49.480 --> 00:05:51.800]  是有一條生命河的
[00:05:51.800 --> 00:05:55.840]  那個生命河是要流向萬國萬民的
[00:05:55.840 --> 00:05:58.040]  我記得在最後一個晚上
[00:05:58.040 --> 00:06:00.360]  在那天聚會當中
[00:06:00.360 --> 00:06:04.640]  他們在臺上邀請各國各族的代表
[00:06:04.640 --> 00:06:06.720]  到臺上與他們一同站立
[00:06:06.720 --> 00:06:08.920]  爲萬國萬民禱告
[00:06:08.920 --> 00:06:11.960]  發現許多國家的一些牧者都上臺了
[00:06:11.960 --> 00:06:14.320]  就是沒有中國的牧者
[00:06:14.320 --> 00:06:15.880]  所以他們在臺上就問說
[00:06:15.880 --> 00:06:17.760]  有沒有中國的牧者
[00:06:17.760 --> 00:06:20.480]  中國的代表在其中
[00:06:20.480 --> 00:06:23.160]  問了半天都沒有人回應
[00:06:23.160 --> 00:06:24.320]  師母就對我說
[00:06:24.320 --> 00:06:27.720]  他們在叫你啦
[00:06:27.720 --> 00:06:28.760]  我說我不是
[00:06:28.760 --> 00:06:29.880]  我不是代表
[00:06:29.880 --> 00:06:31.440]  我是參加聚會
[00:06:31.440 --> 00:06:32.640]  我是會衆
[00:06:32.640 --> 00:06:35.280]  不是什麼代表啦
[00:06:35.280 --> 00:06:39.200]  但他們在臺上持續在問都沒有人回應
[00:06:39.200 --> 00:06:41.040]  掙扎了很久
[00:06:41.040 --> 00:06:43.080]  我說好吧我就上去吧
[00:06:43.080 --> 00:06:44.680]  這都是不是平常的我
[00:06:44.680 --> 00:06:47.520]  我是最不喜歡做這種事情
[00:06:47.520 --> 00:06:49.520]  我就上去啊
[00:06:49.520 --> 00:06:52.800]  他們看見一箇中國牧師上來很高興
[00:06:52.800 --> 00:06:56.000]  所以就在臺上我跟各國的代表
[00:06:56.000 --> 00:07:01.120]  就手牽手一同爲萬國萬民來祝福禱告
[00:07:01.120 --> 00:07:02.360]  等聚會結束了
[00:07:02.360 --> 00:07:03.280]  師母就對我說
[00:07:03.280 --> 00:07:05.040]  她在靈裏面有個感動
[00:07:05.040 --> 00:07:07.400]  也是因爲師母always走在我前面
[00:07:07.400 --> 00:07:09.120]  她靈裏面有個感動
[00:07:09.120 --> 00:07:10.960]  說將來我會跟這些講員
[00:07:10.960 --> 00:07:13.520]  很密切的連結在一起
[00:07:13.520 --> 00:07:16.600]  我心想你別開玩笑
[00:07:16.600 --> 00:07:17.440]  我們是誰
[00:07:17.440 --> 00:07:18.720]  誰認得我們嘛
[00:07:18.720 --> 00:07:21.240]  怎麼可能嘛
[00:07:21.240 --> 00:07:25.080]  可是沒想到25年後的今天
[00:07:25.080 --> 00:07:27.240]  我們果然跟Dick Eastman牧師
[00:07:27.240 --> 00:07:28.360]  Din Sherman牧師
[00:07:28.360 --> 00:07:29.560]  Cindy Jacob牧師
[00:07:29.560 --> 00:07:31.320]  成爲神國福音的好夥伴
[00:07:31.320 --> 00:07:36.200]  Hallelujah
[00:07:36.200 --> 00:07:39.120]  我現在還是萬國主教佈道團的國際董事
[00:07:39.120 --> 00:07:43.800]  Amen Hallelujah
[00:07:43.800 --> 00:07:47.240]  回想起來這就是命定的時刻
[00:07:47.240 --> 00:07:51.320]  當我在那一剎那選擇順從神的呼召的時候
[00:07:51.320 --> 00:07:55.960]  神就帶領我進入神命定的心意當中
[00:07:55.960 --> 00:07:58.080]  所以接下來在1995年
[00:07:58.080 --> 00:08:01.200]  我們就正式成立了生命和靈量堂
[00:08:01.200 --> 00:08:02.560]  Amen
[00:08:02.560 --> 00:08:03.880]  第二我們來看
[00:08:03.880 --> 00:08:07.400]  有神命定的地界
[00:08:07.400 --> 00:08:08.360]  我深深的相信
[00:08:08.360 --> 00:08:11.560]  神帶領我們來到Santa Clara這個城市
[00:08:11.560 --> 00:08:16.920]  這個城市也是神爲我們所命定的地界
[00:08:16.920 --> 00:08:18.960]  當初我們在尋找合適的場地
[00:08:18.960 --> 00:08:20.400]  要開始聚會的時候
[00:08:20.400 --> 00:08:24.480]  其實一開始我們花很多時間都找不到合適的場地
[00:08:24.480 --> 00:08:28.720]  最後終於找到唯一合適我們聚會的場地
[00:08:28.720 --> 00:08:33.040]  就是在Santa Clara市裏面的Mission College
[00:08:33.040 --> 00:08:37.000]  一個二樓一間的階梯教室
[00:08:37.000 --> 00:08:41.560]  所以我們教會真的是從Santa Clara這個城市開始的
[00:08:41.560 --> 00:08:43.560]  後來雖然搬到Sunnyvale
[00:08:43.560 --> 00:08:45.640]  借一間中學聚會
[00:08:45.640 --> 00:08:52.520]  但最終神又把我們帶回到Santa Clara這個城市買地建堂
[00:08:52.520 --> 00:08:53.680]  我常常在想
[00:08:53.680 --> 00:08:59.040]  爲什麼神把我們一定要放在Santa Clara這個城市呢
[00:08:59.040 --> 00:09:02.720]  很多年前我在這個San Jose Mercury News
[00:09:02.720 --> 00:09:03.960]  看到一篇文章很有意思
[00:09:03.960 --> 00:09:05.360]  我們看這個圖片好不好
[00:09:05.360 --> 00:09:06.960]  很有意思的圖片
[00:09:06.960 --> 00:09:07.880]  這圖片上面說
[00:09:07.880 --> 00:09:09.880]  The world is flat
[00:09:09.880 --> 00:09:12.400]  The center is here
[00:09:12.400 --> 00:09:14.440]  講到世界是平的
[00:09:14.440 --> 00:09:18.640]  但是我們看見中心就在這裏
[00:09:18.640 --> 00:09:27.760]  他講到矽谷就是處在一個影響世界決策的中心點
[00:09:27.760 --> 00:09:30.080]  因爲當你想到影響世界決策
[00:09:30.080 --> 00:09:31.120]  你想到三個地方
[00:09:31.120 --> 00:09:33.760]  歐洲 美洲 亞洲
[00:09:33.760 --> 00:09:36.160]  三個是最重要的地區
[00:09:36.160 --> 00:09:37.360]  而矽谷
[00:09:37.360 --> 00:09:38.920]  從矽谷到歐洲
[00:09:38.920 --> 00:09:40.600]  從矽谷到亞洲
[00:09:40.600 --> 00:09:43.600]  大概都是10到12個鐘頭的飛機距離
[00:09:43.600 --> 00:09:45.360]  等距
[00:09:45.360 --> 00:09:51.760]  所以矽谷的確是位於影響世界決策的中心點
[00:09:51.760 --> 00:09:53.640]  如果你再看矽谷的地圖
[00:09:53.640 --> 00:09:54.840]  你就會發現
[00:09:54.840 --> 00:09:59.160]  Santa Clara城市也正好在矽谷的中心點
[00:09:59.160 --> 00:10:01.520]  無論你從Fremont來
[00:10:01.520 --> 00:10:03.000]  無論從Palo Alto來
[00:10:03.000 --> 00:10:03.800]  Cupertino來
[00:10:03.800 --> 00:10:04.880]  花多少時間
[00:10:04.880 --> 00:10:06.040]  20分鐘
[00:10:06.040 --> 00:10:08.440]  等距
[00:10:08.440 --> 00:10:12.440]  所以如果說矽谷是影響世界的中心點
[00:10:12.440 --> 00:10:15.640]  我們Santa Clara城市是中心的中心點
[00:10:15.640 --> 00:10:23.360]  你們自嗨一下吧
[00:10:23.360 --> 00:10:25.040]  事實上可能有些人不知道
[00:10:25.040 --> 00:10:27.600]  我們Santa Clara城市還有個別名
[00:10:27.600 --> 00:10:30.600]  在他們的市徽打一下
[00:10:30.600 --> 00:10:32.520]  這個城市的市徽上
[00:10:32.520 --> 00:10:34.880]  很清楚講到Santa Clara城市是什麼
[00:10:34.880 --> 00:10:38.080]  The Mission City
[00:10:38.080 --> 00:10:40.160]  因爲早在1777年
[00:10:40.160 --> 00:10:41.680]  西班牙殖民的時期
[00:10:41.680 --> 00:10:44.440]  他們在加州建立了21個教會
[00:10:44.440 --> 00:10:45.800]  來做管理的工作
[00:10:45.800 --> 00:10:48.200]  這每一個教會都叫Mission
[00:10:48.200 --> 00:10:51.880]  Santa Clara就是當時第8個Mission
[00:10:51.880 --> 00:10:53.600]  你知道每次我想到
[00:10:53.600 --> 00:10:56.480]  Santa Clara這個城市又叫The Mission City
[00:10:56.480 --> 00:10:58.080]  我就不得不感謝神的作爲
[00:10:58.080 --> 00:10:59.160]  說真的
[00:10:59.160 --> 00:11:02.120]  我們從來沒有很刻意說
[00:11:02.120 --> 00:11:04.240]  一定要到Santa Clara這個城市
[00:11:04.240 --> 00:11:05.480]  從來沒有
[00:11:05.480 --> 00:11:08.000]  但神卻早已經爲我們計劃好
[00:11:08.000 --> 00:11:09.960]  佈局好了
[00:11:09.960 --> 00:11:12.640]  神把生命就是要放在這個城市
[00:11:12.640 --> 00:11:14.720]  要提醒我們福音
[00:11:14.720 --> 00:11:18.600]  就是要從影響世界的決策的中心
[00:11:18.600 --> 00:11:20.800]  一直傳到地球
[00:11:20.800 --> 00:11:21.920]  Amen
[00:11:21.920 --> 00:11:27.720]  這的確是命定的地界就在這裏了
[00:11:27.720 --> 00:11:29.400]  很興奮嗎
[00:11:29.400 --> 00:11:31.960]  很興奮
[00:11:31.960 --> 00:11:35.120]  第三有個命定的時刻
[00:11:35.120 --> 00:11:38.160]  你知道宣教工作的發展
[00:11:38.160 --> 00:11:40.760]  一定是要有個起點
[00:11:40.760 --> 00:11:42.680]  而我相信那個起始點
[00:11:42.680 --> 00:11:45.760]  就是在1996年10月份
[00:11:45.760 --> 00:11:49.840]  我們教會第一次舉行宣教月的時候
[00:11:49.840 --> 00:11:51.480]  我記得那時候我一連串講了
[00:11:51.480 --> 00:11:54.240]  四個禮拜有關信心的信息
[00:11:54.240 --> 00:11:58.920]  鼓勵弟兄姐平信心經歷神的信息 信實
[00:11:58.920 --> 00:12:00.320]  在宣教主日那天
[00:12:00.320 --> 00:12:04.120]  我們準備爲第二年的宣教事工
[00:12:04.120 --> 00:12:08.000]  收第一次我們教會的第一次信心人選
[00:12:08.000 --> 00:12:09.560]  在那時候我們教會其實人並不多
[00:12:09.560 --> 00:12:11.640]  剛剛開始才一百多人
[00:12:11.640 --> 00:12:14.360]  所以我們宣教委員會那時候怎麼想
[00:12:14.360 --> 00:12:17.160]  最多四萬塊錢已經不得了了
[00:12:17.160 --> 00:12:19.200]  可沒想到那個主日
[00:12:19.200 --> 00:12:20.480]  收完任憲之後
[00:12:20.480 --> 00:12:22.720]  我們請召在當場數算
[00:12:22.720 --> 00:12:24.600]  然後交給我報告
[00:12:24.600 --> 00:12:27.320]  當我看了那個數字我嚇一跳
[00:12:27.320 --> 00:12:30.400]  心想會不會有人寫錯了一個零
[00:12:30.400 --> 00:12:32.200]  多寫一個零
[00:12:32.200 --> 00:12:36.600]  因爲那個信心任憲的總數是31萬美金
[00:12:36.600 --> 00:12:38.760]  哇 弟兄姐妹那種信心的語言
[00:12:38.760 --> 00:12:41.200]  超過我們所想象的
[00:12:41.200 --> 00:12:42.680]  從那一天開始我告訴你
[00:12:42.680 --> 00:12:48.520]  我們教會就真的走向一條宣教不歸路了
[00:12:48.520 --> 00:12:50.520]  回想起來那真是命定的時刻
[00:12:50.520 --> 00:12:54.040]  當時的會衆他們聽見神的呼召
[00:12:54.040 --> 00:12:58.680]  而且一同選擇順從神的呼召的時候
[00:12:58.680 --> 00:13:00.920]  神就借了會衆的信心
[00:13:00.920 --> 00:13:05.320]  帶領我們整個教會進入神命定的心意當中
[00:13:05.320 --> 00:13:09.040]  所以第一個我們看見這是神的命定
[00:13:09.040 --> 00:13:13.760]  走向萬國萬民的宣教就是生命河一個命定
[00:13:13.760 --> 00:13:17.040]  第二我們來看神的佈局
[00:13:17.040 --> 00:13:20.560]  生命河要流向萬國萬民
[00:13:20.560 --> 00:13:24.720]  這是神很清楚給我們生命河的命定
[00:13:24.720 --> 00:13:28.800]  但這條江河要怎麼流往哪裏流啊
[00:13:28.800 --> 00:13:31.840]  是一開始我們都不明白的
[00:13:31.840 --> 00:13:34.400]  當時我們只是一步步的學習如何
[00:13:34.400 --> 00:13:35.920]  聆聽聖靈的聲音
[00:13:35.920 --> 00:13:38.480]  順從聖靈的感動
[00:13:38.480 --> 00:13:41.920]  當時我們所看見的只是好像這裏一點
[00:13:41.920 --> 00:13:43.360]  那裏做一點
[00:13:43.360 --> 00:13:47.840]  好像總是看不出什麼章法出來
[00:13:47.840 --> 00:13:50.320]  可是現在當我們回頭來看的時候
[00:13:50.320 --> 00:13:52.200]  其實弟兄姐妹
[00:13:52.200 --> 00:13:58.280]  神早已經按照祂的計劃在爲我們佈局了
[00:13:58.280 --> 00:13:58.920]  三方面
[00:13:58.920 --> 00:14:02.320]  第一個神在非洲的佈局
[00:14:02.320 --> 00:14:04.560]  神在非洲的佈局
[00:14:04.560 --> 00:14:07.000]  在1999年的時候
[00:14:07.000 --> 00:14:09.360]  我還記得我們宣教委員會
[00:14:09.360 --> 00:14:14.080]  一同在禱告尋求神要帶領我們下一個宣教工廠在哪裏
[00:14:14.080 --> 00:14:15.360]  很奇妙啊
[00:14:15.360 --> 00:14:17.240]  六個人一起禱告
[00:14:17.240 --> 00:14:19.560]  六個人有同樣的感動
[00:14:19.560 --> 00:14:21.440]  讓我們進入非洲
[00:14:21.440 --> 00:14:23.040]  但非洲這麼大
[00:14:23.040 --> 00:14:25.080]  從哪裏開始呢
[00:14:25.080 --> 00:14:27.120]  你們當時真的就請了
[00:14:27.120 --> 00:14:28.680]  萬國主教布達坦總幹事
[00:14:28.680 --> 00:14:31.880]  蒂伊斯門牧師專程飛到我們中間來
[00:14:31.880 --> 00:14:34.680]  來分享非洲的需要
[00:14:34.680 --> 00:14:38.080]  他就跟我們提到在西非一個國家叫多哥
[00:14:38.080 --> 00:14:41.080]  有一個年輕人叫Ido
[00:14:41.080 --> 00:14:43.080]  他很有傳福音的熱忱
[00:14:43.080 --> 00:14:46.160]  想要把福音傳遍整個多哥
[00:14:46.160 --> 00:14:48.440]  我們聽了很受感動
[00:14:48.440 --> 00:14:50.480]  所以就決定要進入多哥
[00:14:50.480 --> 00:14:55.520]  後來Ido牧師果然也成爲我們在非洲福音的非常好的夥伴
[00:14:55.520 --> 00:14:57.880]  但說真的那個時候
[00:14:57.880 --> 00:15:01.680]  西非對我們來講是完全陌生的一塊土地
[00:15:01.680 --> 00:15:06.560]  我只記得我小時候在臺灣聽過西非龍羹隊之類的
[00:15:06.560 --> 00:15:09.120]  除此之外一無所知
[00:15:09.120 --> 00:15:13.120]  多哥Togo這個國家更是從來沒聽過
[00:15:13.120 --> 00:15:18.400]  我第一次聽到多哥以爲是美國三明治店什麼之類的
[00:15:18.400 --> 00:15:20.120]  再加上他們都講法語啊
[00:15:20.120 --> 00:15:21.520]  我都跟神說神啊
[00:15:21.520 --> 00:15:25.120]  我英文都搞不定還要搞法語啊
[00:15:25.120 --> 00:15:27.920]  我還記得我們2000年第一次
[00:15:27.920 --> 00:15:31.800]  進入到多哥的時候發現這個國家真是貧窮啊
[00:15:31.800 --> 00:15:34.240]  什麼都沒有啊
[00:15:34.240 --> 00:15:39.320]  再加上我們頭幾年在多哥的施工說真的非常的艱難
[00:15:39.320 --> 00:15:41.440]  非常不順利
[00:15:41.440 --> 00:15:43.240]  所以那段時間我常常埋怨神
[00:15:43.240 --> 00:15:47.440]  我說神你把我們帶到這個國家幹什麼啊
[00:15:47.440 --> 00:15:49.040]  沒想到
[00:15:49.040 --> 00:15:51.120]  就在2010年的時候
[00:15:51.120 --> 00:15:53.880]  奇妙的事情發生了
[00:15:53.880 --> 00:15:56.200]  你知道本來在非洲啊
[00:15:56.200 --> 00:15:59.520]  這個內陸航空啊是非常不方便
[00:15:59.520 --> 00:16:02.200]  就比如說多哥跟加納是鄰國
[00:16:02.200 --> 00:16:05.400]  多哥是法屬加納是英屬
[00:16:05.400 --> 00:16:07.760]  開車就幾個鐘頭就到
[00:16:07.760 --> 00:16:10.160]  可是呢如果你要從多哥飛到加納
[00:16:10.160 --> 00:16:12.320]  只有一種飛法在那個時候
[00:16:12.320 --> 00:16:14.560]  你要從多哥飛到巴黎
[00:16:14.560 --> 00:16:16.040]  從巴黎飛到倫敦
[00:16:16.040 --> 00:16:17.840]  再從倫敦飛到加納
[00:16:17.840 --> 00:16:20.720]  唯一的飛法沒有別的飛法
[00:16:20.720 --> 00:16:23.400]  2010年很奇妙
[00:16:23.400 --> 00:16:26.880]  在當時在非洲非常大的銀行叫ECOBANK
[00:16:26.880 --> 00:16:30.240]  他們的總裁是多哥人
[00:16:30.240 --> 00:16:32.000]  他就集資啊
[00:16:32.000 --> 00:16:37.040]  開設了一家在非洲的內陸航空公司叫ASCAI
[00:16:37.040 --> 00:16:40.480]  你知道他把這個航空公司的總部設在哪裏嗎
[00:16:40.480 --> 00:16:44.040]  沒錯就設在多哥的LOMAIN首都啊
[00:16:44.040 --> 00:16:47.120]  現在每天都有飛機從LOMAIN飛到
[00:16:47.120 --> 00:16:49.920]  西非跟中非的每一個國家
[00:16:49.920 --> 00:16:53.120]  甚至他們跟Ethiopian Airline合作
[00:16:53.120 --> 00:16:56.120]  也有飛機飛到紐約來
[00:16:56.120 --> 00:17:02.960]  忽然間多哥現在變成整個西非最重要的轉運中心了
[00:17:02.960 --> 00:17:06.840]  換句話說我們看見現在在多哥是任何非洲
[00:17:06.840 --> 00:17:09.320]  你想做跨國大企業
[00:17:09.320 --> 00:17:12.600]  你那個總部首選之地啊
[00:17:12.600 --> 00:17:14.560]  因爲每天有飛機飛到不同的國家嘛
[00:17:14.560 --> 00:17:16.680]  首選之地
[00:17:16.680 --> 00:17:17.880]  所以現在很多人都對我說
[00:17:17.880 --> 00:17:20.920]  劉牧師你當時真的有好眼光啊
[00:17:20.920 --> 00:17:24.960]  我說不是我開始埋怨的很沒有好眼光
[00:17:24.960 --> 00:17:30.440]  神纔是那個幕後真正策劃推動者啊
[00:17:30.440 --> 00:17:32.360]  神衝公園2000年很奇妙
[00:17:32.360 --> 00:17:34.480]  我們真的懵懂無知的時候
[00:17:34.480 --> 00:17:37.520]  神衝2000年開始就爲我們佈局啊
[00:17:37.520 --> 00:17:39.560]  直到如今
[00:17:39.560 --> 00:17:43.800]  所以現在我們才能夠快速的進入非洲14個國家
[00:17:43.800 --> 00:17:51.160]  建立了92間教會
[00:17:51.160 --> 00:17:54.480]  第二個我們看神在中亞的佈局
[00:17:54.480 --> 00:17:57.800]  你知道我們跨文化分堂是從哪一個國家開始的
[00:17:57.800 --> 00:17:59.920]  有沒有人知道
[00:17:59.920 --> 00:18:01.520]  蒙古沒錯
[00:18:01.520 --> 00:18:04.320]  我們跨文化分堂從蒙古開始
[00:18:04.320 --> 00:18:06.200]  但爲什麼從蒙古開始
[00:18:06.200 --> 00:18:08.320]  我們從來沒有想過
[00:18:08.320 --> 00:18:10.200]  回想起來
[00:18:10.200 --> 00:18:11.840]  爲什麼神帶我們從蒙古開始
[00:18:11.840 --> 00:18:13.760]  是有原因的
[00:18:13.760 --> 00:18:18.680]  因爲蒙古跟中亞的關係是非常密切
[00:18:18.680 --> 00:18:21.480]  是跟中亞施工的發展有關的
[00:18:21.480 --> 00:18:26.440]  我們從公園2003年開始我們進入中亞
[00:18:26.440 --> 00:18:29.160]  想要物色當地的墓者建立分堂
[00:18:29.160 --> 00:18:31.840]  一直非常不成功
[00:18:31.840 --> 00:18:36.320]  2005年的時候我記得我去到蒙古才忽然間發現
[00:18:36.320 --> 00:18:37.280]  其實早該知道
[00:18:37.280 --> 00:18:39.240]  但是我實在說老實話
[00:18:39.240 --> 00:18:41.920]  很實論忽然才發現
[00:18:41.920 --> 00:18:45.160]  原來蒙古跟中亞是有血緣關係的
[00:18:45.160 --> 00:18:49.200]  因爲當年陳吉思汗犧牲的時候經過
[00:18:49.200 --> 00:18:51.960]  留下一些蒙古軍隊在中亞
[00:18:51.960 --> 00:18:55.960]  所以現在很多都是中亞人都是蒙古的後裔
[00:18:55.960 --> 00:19:00.800]  所以中亞的人文是跟蒙古很相像
[00:19:00.800 --> 00:19:07.200]  所以2007年我就帶着蒙古牧師巴布牧師跟我一起進入到哈薩克
[00:19:07.200 --> 00:19:10.800]  由於中亞跟蒙古以前都是惡俗
[00:19:10.800 --> 00:19:14.400]  所以他們用俄語交通一點問題都沒有
[00:19:14.400 --> 00:19:18.360]  所以當地的牧師他們看見巴布牧師來都好高興
[00:19:18.360 --> 00:19:22.040]  因爲他從來不知道蒙古也有這麼大一間基督教會在哪裏
[00:19:22.040 --> 00:19:25.440]  搶着請巴布牧師去他們教會講道
[00:19:25.440 --> 00:19:27.040]  巴布牧師都很不好意思
[00:19:27.040 --> 00:19:32.520]  他說看他們說劉牧師也很會講道你要知道
[00:19:32.520 --> 00:19:36.640]  不過他們看看我還是請巴布牧師去講道
[00:19:36.640 --> 00:19:39.080]  沒人認得我
[00:19:39.080 --> 00:19:41.360]  可是透過蒙古教會
[00:19:41.360 --> 00:19:45.760]  我們開始慢慢跟哈薩克的牧師建立了美好的關係
