
[00:00:00.000 --> 00:00:06.000]  各位電視節目的朋友們,早安,很高興有這個機會能夠分享訊息
[00:02:58.000 --> 00:03:02.000]  我們求神,讓我們真的與主同死同復活
[00:03:02.000 --> 00:03:05.000]  讓我們能夠活出基督的榮美來
[00:03:05.000 --> 00:03:10.000]  我又講了一次,我們要認識聖靈和聖靈的工作
[00:03:10.000 --> 00:03:15.000]  我們常常,尤其是我,有的時候為各位祝福的時候說
[00:03:15.000 --> 00:03:19.000]  願耶穌的恩惠,父神的慈愛,聖靈的感動與交通
[00:03:19.000 --> 00:03:23.000]  長與眾弟兄姊妹同在,從今直到永遠
[00:03:23.000 --> 00:03:27.000]  所以我們就看到聖靈的工作,祂會感動人
[00:03:27.000 --> 00:03:32.000]  祂會讓人與人交通,讓人與神能夠交通
[00:03:32.000 --> 00:03:37.000]  是的,我們信主,我們是聖靈的感動我們
[00:03:37.000 --> 00:03:41.000]  我們能夠與神交通,是聖靈帶領我們
[00:03:41.000 --> 00:03:46.000]  因為祂是Comforter,祂是Helper,祂是Counselor
[00:03:46.000 --> 00:03:49.000]  祂是神,Hallelujah,讚美神
[00:03:49.000 --> 00:03:56.000]  是的,我後來又講了一次,講說恩高的信息
[00:03:56.000 --> 00:04:03.000]  因為,記得嗎,我問各位說,恩高可不可以傳承?
[00:04:03.000 --> 00:04:05.000]  救恩可不可以傳承?
[00:04:05.000 --> 00:04:13.000]  我的意思是說,假如您今天決志信主了,成為神的兒女
[00:04:13.000 --> 00:04:19.000]  是不是你的孩子就可以像是接受你的遺產
[00:04:19.000 --> 00:04:22.000]  或者接受你的教導,也成為基督徒呢?
[00:04:22.000 --> 00:04:28.000]  不可以,所以救恩沒有傳承,救恩必須要自己去得的,自己去接受的
[00:04:28.000 --> 00:04:33.000]  所以我就舉一個例子說,你去看,常常有一部話是
[00:04:33.000 --> 00:04:39.000]  耶穌在叩門,是不是,而那個門是沒有門把的
[00:04:39.000 --> 00:04:44.000]  所以耶穌祂自己進不來,必須要你從裡面開,祂才能夠進來的
[00:04:44.000 --> 00:04:49.000]  所以救恩是沒有傳承的,但是恩高可以有傳承的
[00:04:49.000 --> 00:04:53.000]  譬如說,以利沙他三次的說
[00:04:53.000 --> 00:04:59.000]  我奉主耶,奉耶和華的名,還有我向你啟示,我絕對不離開你
[00:04:59.000 --> 00:05:02.000]  他就三次一路跟著祂
[00:05:02.000 --> 00:05:07.000]  後來當以利亞被以色列的戰車火馬接去的時候
[00:05:07.000 --> 00:05:11.000]  以利亞丟下了衣服,就讓以利沙聽到了
[00:05:11.000 --> 00:05:17.000]  以利沙說,願雙倍的恩高,雙倍的祝福降臨在我身上
[00:05:17.000 --> 00:05:19.000]  後來果然如此
[00:05:19.000 --> 00:05:22.000]  所以恩高是可以傳承的
[00:05:22.000 --> 00:05:25.000]  所以當我們來到神的面前
[00:05:25.000 --> 00:05:30.000]  當我們願意把我們的恩高分次給人
[00:05:30.000 --> 00:05:32.000]  按手,就如聖經上面說的
[00:05:32.000 --> 00:05:38.000]  雅各書上為人按手,人就得到祝福,人就得到恩高
[00:05:38.000 --> 00:05:42.000]  當然了,聖靈本身也是不能夠傳承的
[00:05:42.000 --> 00:05:46.000]  聖靈或者是恩賜是沒有辦法傳承的
[00:05:46.000 --> 00:05:50.000]  因為聖經上面說是聖靈按著己義分次給人的
[00:05:50.000 --> 00:05:55.000]  所以這是按照祂的方式,Hallelujah
[00:05:55.000 --> 00:06:02.000]  那麼我上次也講了聖靈恩賜恩高的一個信息
[00:06:02.000 --> 00:06:07.000]  是講到我們過去這麼多年來,靈人的運動等等
[00:06:07.000 --> 00:06:12.000]  所以今天我就要進入另外一個主題
[00:06:12.000 --> 00:06:15.000]  大家都常常不能夠了解的
[00:06:15.000 --> 00:06:21.000]  因為在不久前教宗聖方濟
[00:06:21.000 --> 00:06:25.000]  他在彌撒講道中他說
[00:06:25.000 --> 00:06:29.000]  如果沒有聖神的恩寵
[00:06:29.000 --> 00:06:33.000]  我們沒有辦法做一個基督徒
[00:06:33.000 --> 00:06:40.000]  他特別用了保羅在以夫所說的來論述
[00:06:40.000 --> 00:06:45.000]  因為你知道嗎?保羅在以夫所說非常熟悉的一本書
[00:06:45.000 --> 00:06:52.000]  他一上來就說是奉神旨意做基督耶穌的使徒
[00:06:52.000 --> 00:06:57.000]  又自己稱是為外邦人做了被囚的
[00:06:57.000 --> 00:07:01.000]  而且他又說我在父面前屈膝
[00:07:01.000 --> 00:07:05.000]  換著說他是全心全意的交給神
[00:07:05.000 --> 00:07:09.000]  所以他才能夠活出他的生命
[00:07:09.000 --> 00:07:12.000]  所以保羅才是保羅
[00:07:12.000 --> 00:07:16.000]  不然保羅連基督徒都做不下去了
[00:07:16.000 --> 00:07:19.000]  正如聖方濟教宗所說的
[00:07:19.000 --> 00:07:21.000]  我們能夠做基督徒
[00:07:21.000 --> 00:07:23.000]  我們能夠服侍神
[00:07:23.000 --> 00:07:25.000]  我們能夠服侍人
[00:07:25.000 --> 00:07:29.000]  是神有恩寵在我們身上
[00:07:29.000 --> 00:07:34.000]  恩寵在聖經裡面是講favor
[00:07:34.000 --> 00:07:39.000]  譬如說及三千寵愛於一生
[00:07:39.000 --> 00:07:43.000]  恩寵也是可以傳承的
[00:07:43.000 --> 00:07:44.000]  可以延續的
[00:07:44.000 --> 00:07:49.000]  有一句話俗話說是愛屋及鳥
[00:07:49.000 --> 00:07:53.000]  所以你愛屋子那個鳥也能夠得到恩寵
[00:07:53.000 --> 00:07:58.000]  所以這是我們能夠再一次
[00:07:58.000 --> 00:08:01.000]  好的感謝神
[00:08:01.000 --> 00:08:05.000]  所以最後讓我來再稍微加深一點
[00:08:05.000 --> 00:08:08.000]  到底什麼叫聖靈
[00:08:08.000 --> 00:08:10.000]  聖靈是三一真神
[00:08:10.000 --> 00:08:12.000]  使徒信經講說
[00:08:12.000 --> 00:08:13.000]  我信上帝
[00:08:13.000 --> 00:08:14.000]  我信耶穌
[00:08:14.000 --> 00:08:17.000]  我信聖靈
[00:08:17.000 --> 00:08:20.000]  聖靈在古聖經當中洪水的強調
[00:08:20.000 --> 00:08:22.000]  還有恩寵
[00:08:22.000 --> 00:08:24.000]  那麼禮物
[00:08:24.000 --> 00:08:26.000]  現在不要
[00:08:26.000 --> 00:08:27.000]  到底什麼叫
[00:08:27.000 --> 00:08:29.000]  其實有一個最簡單
[00:08:29.000 --> 00:08:34.000]  就是如果說你在世界上面用的
[00:08:34.000 --> 00:08:36.000]  那是你的才幹
[00:08:36.000 --> 00:08:39.000]  但是你如果被神所用
[00:08:39.000 --> 00:08:42.000]  那就成為你的恩賜了
[00:08:42.000 --> 00:08:45.000]  譬如說喬叔叔
[00:08:45.000 --> 00:08:49.000]  他以前是一個頗有名氣
[00:08:49.000 --> 00:08:51.000]  大有名聲的一個演員
[00:08:51.000 --> 00:08:53.000]  那是他以前
[00:08:53.000 --> 00:08:55.000]  但是他被神用了以後
[00:08:55.000 --> 00:08:58.000]  這成為他的恩賜
[00:08:58.000 --> 00:09:01.000]  像我以前
[00:09:01.000 --> 00:09:02.000]  什麼恩賜都沒有
[00:09:02.000 --> 00:09:05.000]  但是當神要用我的時候
[00:09:05.000 --> 00:09:08.000]  他就會加添恩賜給我
[00:09:08.000 --> 00:09:10.000]  所以感謝神
[00:09:10.000 --> 00:09:11.000]  讚美神
[00:09:11.000 --> 00:09:12.000]  Hallelujah
[00:09:12.000 --> 00:09:13.000]  是的
[00:09:13.000 --> 00:09:15.000]  再來講一個叫做恩高
[00:09:15.000 --> 00:09:18.000]  恩高英文叫做Anointing
[00:09:18.000 --> 00:09:20.000]  最簡單的講法就是恩高
[00:09:20.000 --> 00:09:24.000]  就是聖靈的運行
[00:09:24.000 --> 00:09:26.000]  聖靈的彰顯
[00:09:26.000 --> 00:09:28.000]  這就叫做恩高
[00:09:28.000 --> 00:09:30.000]  譬如說詩篇二十三篇說
[00:09:30.000 --> 00:09:33.000]  你用油搞了我的頭
[00:09:33.000 --> 00:09:35.000]  使我的骨灰滿溢
[00:09:35.000 --> 00:09:39.000]  那個油英文是講說Anointing
[00:09:39.000 --> 00:09:41.000]  因為大胃王他是一個牧羊人
[00:09:41.000 --> 00:09:44.000]  他就把自己比作是一隻羊
[00:09:44.000 --> 00:09:47.000]  羊你知道他的鼻子很短
[00:09:47.000 --> 00:09:51.000]  羊吃草吃得很貼地面
[00:09:51.000 --> 00:09:53.000]  能夠吃得很乾淨
[00:09:53.000 --> 00:09:57.000]  但是常常地上有洞
[00:09:57.000 --> 00:09:58.000]  洞裡面有蛇蟹
[00:09:58.000 --> 00:10:01.000]  會折牠會咬牠會叮牠
[00:10:01.000 --> 00:10:03.000]  或者是有蟲子
[00:10:03.000 --> 00:10:05.000]  或者是蚊蠅叮牠
[00:10:05.000 --> 00:10:08.000]  所以牠有的時候面部受傷
[00:10:08.000 --> 00:10:10.000]  所以大胃王說
[00:10:10.000 --> 00:10:12.000]  你用油搞了我的頭
[00:10:12.000 --> 00:10:15.000]  就是讓牠的毒藥一樣
[00:10:15.000 --> 00:10:17.000]  那麼油搞了我頭
[00:10:17.000 --> 00:10:20.000]  Anointing就是恩高
[00:10:20.000 --> 00:10:23.000]  譬如說我如果
[00:10:23.000 --> 00:10:26.000]  聖靈有給我醫治的恩賜
[00:10:26.000 --> 00:10:28.000]  但是並不是說
[00:10:28.000 --> 00:10:30.000]  我就可以去開一個醫院
[00:10:30.000 --> 00:10:32.000]  醫院那邊為人按手禱告
[00:10:32.000 --> 00:10:34.000]  人就病得醫治
[00:10:34.000 --> 00:10:36.000]  乃是要在
[00:10:36.000 --> 00:10:38.000]  聖靈的運行彰顯的時候
[00:10:38.000 --> 00:10:40.000]  我才顯出我的能力來
[00:10:40.000 --> 00:10:42.000]  做功才有果相
[00:10:42.000 --> 00:10:43.000]  所以有的時候
[00:10:43.000 --> 00:10:45.000]  禱告也不見得有用
[00:10:45.000 --> 00:10:46.000]  有的時候
[00:10:46.000 --> 00:10:49.000]  哇忽然間恩高來的時候
[00:10:49.000 --> 00:10:52.000]  運行起來就非常好用
[00:10:52.000 --> 00:10:54.000]  我不止一次有去參加過
[00:10:54.000 --> 00:10:55.000]  這種聖靈的特會
[00:10:55.000 --> 00:10:58.000]  或者是恩高的特會
[00:10:58.000 --> 00:11:01.000]  我就發現那些講員
[00:11:01.000 --> 00:11:03.000]  尤其是那世界級的講員
[00:11:03.000 --> 00:11:06.000]  他一上來的時候漫天亂講
[00:11:06.000 --> 00:11:07.000]  他好像在講故事
[00:11:07.000 --> 00:11:08.000]  講笑話一樣
[00:11:08.000 --> 00:11:10.000]  而且甚至一上來的時候
[00:11:10.000 --> 00:11:12.000]  就一大堆賣書之類的
[00:11:12.000 --> 00:11:14.000]  你坐在那邊正想說
[00:11:14.000 --> 00:11:15.000]  我要走了我要走了
[00:11:15.000 --> 00:11:17.000]  沒有什麼好聽的
[00:11:17.000 --> 00:11:19.000]  忽然間他說恩高在運行了
[00:11:19.000 --> 00:11:21.000]  現在有什麼病的人通通舉手
[00:11:21.000 --> 00:11:23.000]  你馬上要得到醫治
[00:11:23.000 --> 00:11:25.000]  他跟我有什麼不同
[00:11:25.000 --> 00:11:29.000]  他能夠感受到恩高來了
[00:11:29.000 --> 00:11:31.000]  他能夠感受到聖靈在做功
[00:11:31.000 --> 00:11:33.000]  風一來的時候
[00:11:33.000 --> 00:11:35.000]  他就能夠乘上風
[00:11:35.000 --> 00:11:37.000]  如音產自上天
[00:11:37.000 --> 00:11:39.000]  好像浪一來的時候
[00:11:39.000 --> 00:11:40.000]  他能夠乘上這個浪
[00:11:40.000 --> 00:11:43.000]  就開始滑起衝浪
[00:11:43.000 --> 00:11:46.000]  那麼恩寵是什麼呢
[00:11:46.000 --> 00:11:49.000]  今天我要講
[00:11:49.000 --> 00:11:51.000]  恩寵這個也是
[00:11:51.000 --> 00:11:54.000]  不太容易了解一件事情
[00:11:54.000 --> 00:11:57.000]  恩寵是我們不配得的恩典
[00:11:57.000 --> 00:11:59.000]  叫做恩寵
[00:11:59.000 --> 00:12:01.000]  比如說浪子回頭的故事
[00:12:01.000 --> 00:12:03.000]  我們都很清楚
[00:12:03.000 --> 00:12:06.000]  他找父親分遺產
[00:12:06.000 --> 00:12:08.000]  既分得了遺產
[00:12:08.000 --> 00:12:11.000]  就出去揮霍就離開了家
[00:12:11.000 --> 00:12:13.000]  把錢都花完了
[00:12:13.000 --> 00:12:15.000]  變得一貧如洗
[00:12:15.000 --> 00:12:17.000]  連一口飯都沒得吃了
[00:12:17.000 --> 00:12:19.000]  他就忽然想到
[00:12:19.000 --> 00:12:21.000]  我父家是這麼有錢
[00:12:21.000 --> 00:12:24.000]  我為什麼還在外面浪蕩呢
[00:12:24.000 --> 00:12:26.000]  所以他就回家
[00:12:26.000 --> 00:12:27.000]  聖經上面說
[00:12:27.000 --> 00:12:29.000]  父親天天在那邊引頸希望
[00:12:29.000 --> 00:12:31.000]  就盼著他回來
[00:12:31.000 --> 00:12:32.000]  當他回來的時候
[00:12:32.000 --> 00:12:34.000]  父親就給他穿上鞋子
[00:12:34.000 --> 00:12:35.000]  洗上袋子
[00:12:35.000 --> 00:12:36.000]  戴上戒指
[00:12:36.000 --> 00:12:38.000]  又為他宰羊宰牛
[00:12:38.000 --> 00:12:40.000]  法式的慶祝
[00:12:40.000 --> 00:12:42.000]  又把他抱在懷裡
[00:12:42.000 --> 00:12:45.000]  連連以他親嘴
[00:12:45.000 --> 00:12:46.000]  這就是恩寵
[00:12:46.000 --> 00:12:50.000]  這個父親就是恩寵在他
[00:12:50.000 --> 00:12:52.000]  我們有的時候講說
[00:12:52.000 --> 00:12:54.000]  神啊你要恩上加恩
[00:12:54.000 --> 00:12:55.000]  利上加利
[00:12:55.000 --> 00:12:56.000]  福上加福
[00:12:56.000 --> 00:12:57.000]  榮上加榮
[00:12:57.000 --> 00:12:58.000]  樂上加樂
[00:12:58.000 --> 00:13:01.000]  什麼叫恩上加恩呢
[00:13:01.000 --> 00:13:04.000]  第一個恩就是救恩
[00:13:04.000 --> 00:13:05.000]  神你賜救恩給我
[00:13:05.000 --> 00:13:06.000]  我得到救恩
[00:13:06.000 --> 00:13:09.000]  第二個恩就是恩寵
[00:13:09.000 --> 00:13:11.000]  你有恩寵在我
[00:13:11.000 --> 00:13:12.000]  你知道嗎
[00:13:12.000 --> 00:13:14.000]  當神恩寵在你的時候
[00:13:14.000 --> 00:13:17.000]  那真是不得了
[00:13:17.000 --> 00:13:19.000]  最明顯的一個例子
[00:13:19.000 --> 00:13:21.000]  當亞伯拉罕
[00:13:21.000 --> 00:13:23.000]  他還名字叫亞伯蘭
[00:13:23.000 --> 00:13:26.000]  有一次他在的地方
[00:13:26.000 --> 00:13:28.000]  發生了饑荒
[00:13:28.000 --> 00:13:29.000]  他就舉家
[00:13:29.000 --> 00:13:31.000]  前往埃及地
[00:13:31.000 --> 00:13:33.000]  去討口飯吃
[00:13:33.000 --> 00:13:35.000]  他跟他妻子說
[00:13:35.000 --> 00:13:36.000]  你不要說是我太太
[00:13:36.000 --> 00:13:38.000]  免得人家橫刀奪愛
[00:13:38.000 --> 00:13:39.000]  說是我的妹子
[00:13:39.000 --> 00:13:42.000]  埃及王就把他妹子娶走
[00:13:42.000 --> 00:13:46.000]  結果神的靈來跟他講說
[00:13:46.000 --> 00:13:49.000]  這是亞伯拉罕的妻子
[00:13:49.000 --> 00:13:52.000]  神就斥責埃及王
[00:13:52.000 --> 00:13:55.000]  其實法老王一點錯都沒有
[00:13:55.000 --> 00:13:56.000]  君子好求嘛
[00:13:56.000 --> 00:13:58.000]  你說你是你妹妹嗎
[00:13:58.000 --> 00:14:02.000]  但是神就對亞伯蘭特別有恩寵
[00:14:02.000 --> 00:14:05.000]  後來亞伯蘭改名叫亞伯拉罕
[00:14:05.000 --> 00:14:08.000]  又犯了同樣一件的事情
[00:14:08.000 --> 00:14:10.000]  又退到基拉爾去了
[00:14:10.000 --> 00:14:12.000]  同樣的亞比彌勒王
[00:14:12.000 --> 00:14:16.000]  又把他的妻子帶進宮內去了
[00:14:16.000 --> 00:14:18.000]  深夜的時候
[00:14:18.000 --> 00:14:22.000]  神跟他說你這個死人
[00:14:22.000 --> 00:14:24.000]  錯通通是在亞伯蘭
[00:14:24.000 --> 00:14:25.000]  亞伯拉罕
[00:14:25.000 --> 00:14:28.000]  但是神恩寵在他
[00:14:28.000 --> 00:14:31.000]  我有的時候為弟兄姐妹禱告
[00:14:31.000 --> 00:14:33.000]  我的弟兄姐妹來找我什麼事
[00:14:33.000 --> 00:14:35.000]  我明天要考試
[00:14:35.000 --> 00:14:37.000]  我明天要去找工作
[00:14:37.000 --> 00:14:39.000]  要面試
[00:14:39.000 --> 00:14:40.000]  求你為我禱告
[00:14:40.000 --> 00:14:42.000]  我就說求神恩寵在你
[00:14:42.000 --> 00:14:44.000]  你讀不會的
[00:14:44.000 --> 00:14:46.000]  沒有讀到的通通不考
[00:14:46.000 --> 00:14:47.000]  考的都是你會的
[00:14:47.000 --> 00:14:49.000]  這叫恩寵
[00:14:49.000 --> 00:14:51.000]  你去面試的時候
[00:14:51.000 --> 00:14:52.000]  神啊
[00:14:52.000 --> 00:14:57.000]  你讓他在考官眼中有恩寵
[00:14:57.000 --> 00:15:01.000]  他所講的考官都歡喜都歡樂
[00:15:01.000 --> 00:15:04.000]  他們都願意聽都喜歡
[00:15:04.000 --> 00:15:06.000]  這叫做恩寵
[00:15:06.000 --> 00:15:08.000]  恩寵是神的賜福
[00:15:08.000 --> 00:15:11.000]  譬如說亞伯拉罕的兒子叫以撒
[00:15:11.000 --> 00:15:13.000]  以撒在荒年耕種
[00:15:13.000 --> 00:15:15.000]  有百倍的收成
[00:15:15.000 --> 00:15:16.000]  什麼叫荒年
[00:15:16.000 --> 00:15:19.000]  荒年就是說天不下雨
[00:15:19.000 --> 00:15:21.000]  地貧瘠不出產
[00:15:21.000 --> 00:15:25.000]  但是他為什麼就有百倍的收成
[00:15:25.000 --> 00:15:28.000]  神恩寵在他
[00:15:28.000 --> 00:15:32.000]  所以恩寵實際上是最重要的
[00:15:32.000 --> 00:15:33.000]  我跟你講
[00:15:33.000 --> 00:15:35.000]  你沒有恩賜都沒有關係
[00:15:35.000 --> 00:15:37.000]  功課不好不聰明都沒有關係
[00:15:37.000 --> 00:15:39.000]  你會的他才考得到
[00:15:39.000 --> 00:15:40.000]  你不會的他都不考
[00:15:40.000 --> 00:15:41.000]  你講錯話了
[00:15:41.000 --> 00:15:43.000]  人家都聽成是對的
[00:15:43.000 --> 00:15:44.000]  你知道嗎
[00:15:44.000 --> 00:15:45.000]  這叫做恩寵
[00:15:45.000 --> 00:15:47.000]  有的時候神恩寵不在
[00:15:47.000 --> 00:15:49.000]  你講的再對的話
[00:15:49.000 --> 00:15:51.000]  人家聽了都聽了另外一些
[00:15:51.000 --> 00:15:57.000]  所以恩寵比恩高恩賜都要重要
[00:15:57.000 --> 00:16:01.000]  假如你在人眼中有放favor
[00:16:01.000 --> 00:16:04.000]  在人家眼中有恩寵的時候
[00:16:04.000 --> 00:16:08.000]  你拿了書就睡覺
[00:16:08.000 --> 00:16:12.000]  人家說你是睡覺都拿本書
[00:16:12.000 --> 00:16:15.000]  你如果在人家眼中沒有恩寵
[00:16:15.000 --> 00:16:17.000]  你睡覺拿本書
[00:16:17.000 --> 00:16:21.000]  人家說你一拿書就想睡覺
[00:16:21.000 --> 00:16:23.000]  所以恩寵是非常重要
[00:16:23.000 --> 00:16:26.000]  恩寵不是我們配得的恩典
[00:16:26.000 --> 00:16:31.000]  恩寵是神的賜福給我們
[00:16:31.000 --> 00:16:35.000]  恩寵可以加福祿受洗給我們
[00:16:35.000 --> 00:16:37.000]  Hallelujah 是的
[00:16:37.000 --> 00:16:40.000]  耶穌說你們在禱告的時候
[00:16:40.000 --> 00:16:42.000]  說我們在天上的父
[00:16:42.000 --> 00:16:44.000]  也人都尊你的名為聖
[00:16:44.000 --> 00:16:45.000]  等等等等
[00:16:45.000 --> 00:16:48.000]  然後說不叫我遇見事態
[00:16:48.000 --> 00:16:50.000]  救我脫離凶惡
[00:16:50.000 --> 00:16:52.000]  這是神的恩寵
[00:16:52.000 --> 00:16:55.000]  什麼人可以不遇見事態
[00:16:55.000 --> 00:16:59.000]  什麼人能夠被救伐脫離凶惡呢
[00:16:59.000 --> 00:17:01.000]  感謝讚美神
[00:17:01.000 --> 00:17:03.000]  靈靈就特別有神的恩寵
[00:17:03.000 --> 00:17:05.000]  靈靈是一個很粗心的人
[00:17:05.000 --> 00:17:08.000]  他東西一天到晚找不到
[00:17:08.000 --> 00:17:13.000]  但是就在緊張的關頭就讓他找到
[00:17:13.000 --> 00:17:15.000]  神特別恩寵在他
[00:17:15.000 --> 00:17:19.000]  你要得神的恩寵是有條件的
[00:17:19.000 --> 00:17:20.000]  你知道嗎
[00:17:20.000 --> 00:17:21.000]  因為你知道我們剛才練的
[00:17:21.000 --> 00:17:24.000]  蘇埃及記的三十三章
[00:17:24.000 --> 00:17:29.000]  他是說摩西在神面前蒙恩
[00:17:29.000 --> 00:17:33.000]  神就跟他說了五樣事情
[00:17:33.000 --> 00:17:34.000]  神說什麼
[00:17:34.000 --> 00:17:38.000]  神說我要顯一切的恩惠
[00:17:38.000 --> 00:17:41.000]  在你面前經過
[00:17:41.000 --> 00:17:44.000]  所有好的事情都在你面前經過
[00:17:44.000 --> 00:17:46.000]  隨你去挑
[00:17:46.000 --> 00:17:47.000]  對不對
[00:17:47.000 --> 00:17:48.000]  我要顯一切的恩惠
[00:17:48.000 --> 00:17:50.000]  在你面前經過
[00:17:50.000 --> 00:17:52.000]  如果說神這麼待你呢
[00:17:52.000 --> 00:17:54.000]  那真是不得了
[00:17:54.000 --> 00:17:57.000]  你要什麼都可以得到
[00:17:57.000 --> 00:17:58.000]  神又說
[00:17:58.000 --> 00:18:02.000]  我要在你面前宣告我的名
[00:18:02.000 --> 00:18:04.000]  他的意思是說
[00:18:04.000 --> 00:18:06.000]  恰恰如果說今天
[00:18:06.000 --> 00:18:08.000]  這個習大大
[00:18:08.000 --> 00:18:09.000]  習主席說
[00:18:09.000 --> 00:18:11.000]  小遠啊
[00:18:11.000 --> 00:18:13.000]  你拿我這張名片
[00:18:13.000 --> 00:18:14.000]  你到哪裡
[00:18:14.000 --> 00:18:16.000]  有的碰到什麼事情
[00:18:16.000 --> 00:18:18.000]  你就把我名片拿出來
[00:18:18.000 --> 00:18:20.000]  跟人家說這是習主席給我的
[00:18:20.000 --> 00:18:21.000]  有什麼事情
[00:18:21.000 --> 00:18:26.000]  那是好像一個皇上的金牌一樣
[00:18:26.000 --> 00:18:27.000]  不是嗎
[00:18:27.000 --> 00:18:30.000]  那是大大的恩處加在你身上
[00:18:30.000 --> 00:18:33.000]  所以我們要宣告他的名
[00:18:33.000 --> 00:18:35.000]  神說我要在你面前宣告我的名
[00:18:35.000 --> 00:18:36.000]  Hallelujah
[00:18:36.000 --> 00:18:39.000]  神的名是有能力的
[00:18:39.000 --> 00:18:41.000]  Hallelujah 是的
[00:18:41.000 --> 00:18:43.000]  第三還有說
[00:18:43.000 --> 00:18:45.000]  我要恩待誰就恩待誰
[00:18:45.000 --> 00:18:48.000]  表示說神說我要恩待你摩西
[00:18:48.000 --> 00:18:51.000]  我要憐憫誰我就憐憫誰
[00:18:51.000 --> 00:18:53.000]  我要憐憫你摩西
[00:18:53.000 --> 00:18:55.000]  Hallelujah 是的
[00:18:55.000 --> 00:18:56.000]  他又說
[00:18:56.000 --> 00:19:00.000]  我要將你放在醫師穴中
[00:19:00.000 --> 00:19:02.000]  用我的手遮蓋你
[00:19:02.000 --> 00:19:03.000]  等我過去
[00:19:03.000 --> 00:19:05.000]  然後將我的手收回
[00:19:05.000 --> 00:19:08.000]  你就得見我的肺
[00:19:08.000 --> 00:19:10.000]  這句話也非常有意思
[00:19:10.000 --> 00:19:13.000]  因為在舊約時候
[00:19:13.000 --> 00:19:15.000]  我們不能夠見神的面
[00:19:15.000 --> 00:19:17.000]  你如果見了神的面
[00:19:17.000 --> 00:19:19.000]  你就必死無疑
[00:19:19.000 --> 00:19:21.000]  就好像我們不能夠用肉眼
[00:19:21.000 --> 00:19:23.000]  來看太陽
[00:19:23.000 --> 00:19:25.000]  你用肉眼看太陽
