
[00:00:00.000 --> 00:00:02.880]  各位來賓 主內地的兄姊妹 早安
[00:04:27.160 --> 00:04:30.280]  相差了71年的時候
[00:04:30.280 --> 00:04:32.400]  所以我們看到這個時候
[00:04:32.400 --> 00:04:36.760]  當但義理被擄的時候是青年的時間
[00:04:36.760 --> 00:04:41.080]  當時大約可能是十四、五歲的當中
[00:04:41.080 --> 00:04:43.320]  當時可能是他的十四、五歲
[00:04:43.320 --> 00:04:48.560]  直到71年之後 現在已經是超過八十歲
[00:04:48.560 --> 00:04:52.320]  可能已經接近九十歲的時候
[00:04:52.320 --> 00:04:56.480]  他在這個年歲 去到第十章
[00:04:56.480 --> 00:05:04.680]  他就為這班被擄回歸去耶路撒冷的以色列民來禱告
[00:05:04.680 --> 00:05:07.120]  神就透過天使
[00:05:07.120 --> 00:05:11.760]  一個穿著細碼衣的天使就和他說話
[00:05:11.760 --> 00:05:14.920]  這個天使就在這個Tigris River
[00:05:14.920 --> 00:05:21.080]  也就是底格里斯河上面就和他講解一個預章
[00:05:21.080 --> 00:05:25.400]  是從第十章開始到十二章這個地方
[00:05:25.400 --> 00:05:28.400]  他在預章當中就提到
[00:05:28.400 --> 00:05:36.920]  但義理之後 以色列人就會受到 繼續被波斯
[00:05:36.920 --> 00:05:40.120]  其他的國王去統治
[00:05:40.120 --> 00:05:47.600]  直到他會遇到亞歷山大大帝 希臘這個君主
[00:05:47.600 --> 00:05:50.280]  之後這個亞歷山大大帝的王朝
[00:05:50.280 --> 00:05:54.080]  就被他四個的將軍瓜分起來
[00:05:54.080 --> 00:05:58.640]  以色列民就會經歷到這個王朝
[00:05:58.640 --> 00:06:05.920]  這個四個將軍 其中兩個將軍的王朝的統治
[00:06:05.920 --> 00:06:10.600]  我們又經歷到安提亞哥四世的統治
[00:06:10.600 --> 00:06:16.160]  這個暴君殘害以色列民
[00:06:16.160 --> 00:06:18.800]  在十一章的後半期 後半部
[00:06:18.800 --> 00:06:20.920]  我們就見到這個啟示
[00:06:20.920 --> 00:06:25.440]  繼續去提到一個敵基督的出現
[00:06:25.440 --> 00:06:32.120]  這個獨裁者是會甚至是自高起來
[00:06:32.120 --> 00:06:35.000]  去自稱為神
[00:06:35.000 --> 00:06:41.280]  對以色列民將會有一個大災難的出現
[00:06:41.280 --> 00:06:43.640]  這個大災難當中有戰爭
[00:06:43.640 --> 00:06:50.080]  又有對耶和華神有褻瀆的事情會發生
[00:06:50.080 --> 00:06:52.600]  會污穢這個聖殿
[00:06:52.600 --> 00:06:55.920]  這個情況將會發生
[00:06:55.920 --> 00:06:59.720]  我們看到在馬太福音24-25章
[00:06:59.720 --> 00:07:01.840]  我們看到末世的時候
[00:07:01.840 --> 00:07:06.160]  知道這個敵基督的出現在耶穌時期之後
[00:07:06.160 --> 00:07:09.960]  所以我們可以看到這個敵基督
[00:07:09.960 --> 00:07:15.120]  在蘭爾利書第11章的尾部份
[00:07:15.120 --> 00:07:20.680]  到第12章第5節開始都是提到敵基督的事情
[00:07:20.680 --> 00:07:22.480]  這個大災難
[00:07:22.480 --> 00:07:28.720]  蘭爾利再來到見到有兩個天使加入
[00:07:28.720 --> 00:07:31.600]  但是這次提到的「河」
[00:07:31.600 --> 00:07:34.760]  這個「河」這個字這個原文
[00:07:34.760 --> 00:07:39.360]  是和第十章提到的大河
[00:07:39.360 --> 00:07:43.400]  第一格里斯河那個字是不同的
[00:07:43.400 --> 00:07:45.880]  這裡第十二章第五節所提到的「河」
[00:07:45.880 --> 00:07:50.920]  往往是提到埃及那條河
[00:07:50.920 --> 00:07:53.240]  所以我們看到這裡的時候
[00:07:53.240 --> 00:07:56.320]  可能是看到神的拯救當中
[00:07:56.320 --> 00:07:57.800]  有拯救的計劃
[00:07:57.800 --> 00:08:00.520]  在11章上一個星期的主日
[00:08:00.520 --> 00:08:02.200]  我也提到一個信息
[00:08:02.200 --> 00:08:07.960]  就是耶穌基督會再次降臨
[00:08:07.960 --> 00:08:09.880]  去拯救這班的異性聯盟
[00:08:09.880 --> 00:08:12.120]  從敵基督的手中裡面
[00:08:12.120 --> 00:08:14.040]  將他們拯救出來
[00:08:14.040 --> 00:08:16.680]  這裡來到第五節那裡
[00:08:16.680 --> 00:08:22.080]  蘭爾利就見到這兩位天使
[00:08:22.080 --> 00:08:26.600]  加入他們的討論這個異象裡面
[00:08:26.600 --> 00:08:28.160]  這兩個天使就在那裡問
[00:08:28.160 --> 00:08:32.720]  其中一個就問這個穿細碼衣的天使
[00:08:32.720 --> 00:08:36.000]  就是原本和蘭爾利分享這個異象的天使
[00:08:36.000 --> 00:08:38.880]  就問他這些奇異的事
[00:08:38.880 --> 00:08:42.800]  這個大災難將會發生的事情
[00:08:42.800 --> 00:08:47.880]  是何時才會臨到他們當中呢?
[00:08:47.880 --> 00:08:53.640]  這些奇異的事 這個大災難
[00:08:53.640 --> 00:08:55.760]  是何時才會臨到他們當中呢?
[00:08:55.760 --> 00:08:59.280]  這個就是所謂很多時候是七十個七
[00:08:59.280 --> 00:09:02.400]  最後的七所發生的事情
[00:09:02.400 --> 00:09:05.600]  究竟何時才會來到他們當中呢?
[00:09:05.600 --> 00:09:09.680]  他就繼續這樣說 我聽見 蘭爾利
[00:09:09.680 --> 00:09:14.160]  聽見那站在河水以上穿細碼衣的天使
[00:09:14.160 --> 00:09:18.280]  就向天上雙手舉起
[00:09:18.280 --> 00:09:19.280]  就說在這裡起誓
[00:09:19.280 --> 00:09:24.320]  對著活到永遠的神的主來起誓
[00:09:24.320 --> 00:09:30.320]  說這個時候就會是一載、二載、半載
[00:09:30.320 --> 00:09:36.520]  這個敵基督就會打破聖文權力的時候
[00:09:36.520 --> 00:09:40.760]  這一切事情都會應驗
[00:09:40.760 --> 00:09:44.120]  這裡提到 原來這個
[00:09:44.120 --> 00:09:47.080]  指著活到永遠的主
[00:09:47.080 --> 00:09:48.960]  我之前的主日都提到
[00:09:48.960 --> 00:09:54.720]  在這個米蘇巴特米亞的地區的民族
[00:09:54.720 --> 00:09:58.520]  那時他們的神是會死的 他們當地的神
[00:09:58.520 --> 00:10:03.000]  但是耶和華的神就是永活的神
[00:10:03.000 --> 00:10:05.720]  是一個永恆永遠的主
[00:10:05.720 --> 00:10:08.080]  這個天使就舉起手
[00:10:08.080 --> 00:10:12.040]  就向這個主 耶和華的神起誓
[00:10:12.040 --> 00:10:18.040]  就告訴蘭爾利 告訴問這個問題的天使
[00:10:18.040 --> 00:10:23.240]  這個打破聖文權力
[00:10:23.240 --> 00:10:28.040]  對這個敵基督會反目成仇的時候
[00:10:28.040 --> 00:10:31.720]  在最後的七年 第70個七
[00:10:31.720 --> 00:10:36.040]  最後的七的三年半的時候
[00:10:36.040 --> 00:10:38.800]  一載、二載 一年、兩年、半年
[00:10:38.800 --> 00:10:44.680]  就三年半 就去到最後的七的中間的時候
[00:10:44.680 --> 00:10:49.160]  這個敵基督就會對這幫的以色列民
[00:10:49.160 --> 00:10:52.280]  就會有個反目成仇的時候
[00:10:52.280 --> 00:10:58.800]  就開始取消他們的反制和設立一些
[00:10:58.800 --> 00:11:02.600]  毀壞可真的事情去污穢聖殿
[00:11:02.600 --> 00:11:05.800]  就是等到這七年裡面的中間
[00:11:05.800 --> 00:11:08.120]  一載、二載、半載
[00:11:08.120 --> 00:11:15.480]  在這個猶太人的曆法
[00:11:15.480 --> 00:11:19.800]  就是360日為一年
[00:11:19.800 --> 00:11:24.640]  那三年半就是1260日
[00:11:24.640 --> 00:11:28.240]  根據他們的曆法就是
[00:11:28.240 --> 00:11:31.120]  這個就是一年 但是我們知道
[00:11:31.120 --> 00:11:36.200]  地球圍繞太陽運行是多過360日
[00:11:36.200 --> 00:11:37.760]  所以根據猶太人的曆法
[00:11:37.760 --> 00:11:41.000]  他們就會有一些補償
[00:11:41.000 --> 00:11:45.800]  有個好像中國人的潤月的情況
[00:11:45.800 --> 00:11:49.880]  就差不多就會加上一個月
[00:11:49.880 --> 00:11:57.200]  補償失去的日數來補充一年的時候
[00:11:57.200 --> 00:12:03.600]  那猶太人的曆法
[00:12:03.600 --> 00:12:10.880]  就是一天就是太陽 地球自轉的一天
[00:12:10.880 --> 00:12:17.600]  一個月就是月亮圍繞地球 一周就是一個月
[00:12:17.600 --> 00:12:19.920]  他們的曆法就是這樣的
[00:12:19.920 --> 00:12:24.280]  所以一載、二載、半載加起來就三年半
[00:12:24.280 --> 00:12:26.720]  如果大家算一算360日一年
[00:12:26.720 --> 00:12:29.960]  那算一算就是1260日
[00:12:29.960 --> 00:12:32.760]  在1260日的時候
[00:12:32.760 --> 00:12:36.560]  那個基督就會反目成仇
[00:12:36.560 --> 00:12:39.880]  就會廢掉他的反制
[00:12:39.880 --> 00:12:42.400]  而這個就應驗起來了
[00:12:42.400 --> 00:12:44.760]  就是到了這個日期
[00:12:44.760 --> 00:12:49.320]  但是你聽到第八節就看到
[00:12:49.320 --> 00:12:51.440]  他就不明白
[00:12:51.440 --> 00:12:58.320]  究竟這些事情的結局是會怎樣的?
[00:12:58.320 --> 00:13:02.000]  究竟這個大災難後
[00:13:02.000 --> 00:13:04.040]  耶穌回來的時候
[00:13:04.040 --> 00:13:07.080]  那個結局是會怎樣的呢?
[00:13:07.080 --> 00:13:13.520]  這個天使就對那個穿西馬衣的天使
[00:13:13.520 --> 00:13:15.440]  就對大耳裡說
[00:13:15.440 --> 00:13:17.720]  「你只管去」
[00:13:17.720 --> 00:13:21.480]  因為這些話已經隱藏、封閉起來了
[00:13:21.480 --> 00:13:23.800]  直到末時
[00:13:23.800 --> 00:13:26.200]  這個天使就對大耳裡說
[00:13:26.200 --> 00:13:28.360]  「你還是走吧」
[00:13:28.360 --> 00:13:32.800]  這個去 要看文法上面
[00:13:32.800 --> 00:13:34.880]  是一個命令式
[00:13:34.880 --> 00:13:37.560]  這個天使就命令大耳裡
[00:13:37.560 --> 00:13:39.200]  「你快點走」
[00:13:39.200 --> 00:13:45.760]  「你不要再過分地好奇」
[00:13:45.760 --> 00:13:49.400]  「不要再追問了」
[00:13:49.400 --> 00:13:54.960]  因為這些事情已經是隱藏起來、封閉起來
[00:13:54.960 --> 00:13:57.680]  這個是神的意思
[00:13:57.680 --> 00:14:00.280]  是不告訴大耳裡聽
[00:14:00.280 --> 00:14:01.800]  祂的意思是什麼
[00:14:01.800 --> 00:14:05.280]  還有這個現象 將來所發生的事情
[00:14:05.280 --> 00:14:09.720]  已經封閉了 有個燒 丟了一個印
[00:14:09.720 --> 00:14:12.000]  好像一封信 丟了一個蠟燈
[00:14:12.000 --> 00:14:14.400]  丟了 關在裡面
[00:14:14.400 --> 00:14:19.080]  沒有人可以再將這個計劃改變
[00:14:19.080 --> 00:14:24.120]  而且這個信息是會暫時不會被人知道
[00:14:24.120 --> 00:14:26.080]  因為時候還沒有到
[00:14:26.080 --> 00:14:30.160]  直到等到這個滴基督出現的時候
[00:14:30.160 --> 00:14:33.440]  或者到大耳裡死了之後
[00:14:33.440 --> 00:14:42.600]  慢慢將來的人就會明白到將會發生的事情
[00:14:42.600 --> 00:14:46.800]  這些將來的當事人
[00:14:46.800 --> 00:14:51.480]  他們當中就會有很多作出一個選擇
[00:14:51.480 --> 00:14:57.240]  他們就會有一幫智慧人
[00:14:57.240 --> 00:15:01.440]  他們就明白什麼事情了
[00:15:01.440 --> 00:15:06.320]  就說他們那幫智慧人就會自己清潔
[00:15:06.320 --> 00:15:08.440]  清淨潔白
[00:15:08.440 --> 00:15:11.440]  他們會繼續去跟從耶和華
[00:15:11.440 --> 00:15:14.840]  去敬拜祂 信仰會不動搖
[00:15:14.840 --> 00:15:17.960]  透過這些大災難
[00:15:17.960 --> 00:15:20.040]  就會這些的思念
[00:15:20.040 --> 00:15:23.560]  會更加會變成一些的正感
[00:15:23.560 --> 00:15:25.960]  更加去純正
[00:15:25.960 --> 00:15:28.240]  更加去跟隨信 跟隨耶和華
[00:15:28.240 --> 00:15:31.280]  更加去依靠耶和華
[00:15:31.280 --> 00:15:34.040]  這個智慧 這裡提到的智慧人就會明白
[00:15:34.040 --> 00:15:36.040]  但是大耳裡明不明白
[00:15:36.040 --> 00:15:39.960]  但不是代表大耳裡不是智慧
[00:15:39.960 --> 00:15:42.760]  因為那時候時候還沒有到
[00:15:42.760 --> 00:15:45.160]  大耳裡是無法明白的
[00:15:45.160 --> 00:15:50.080]  他當時依然是跟隨信賴著耶和華
[00:15:50.080 --> 00:15:52.920]  我們從他的大耳裡書第一章開始
[00:15:52.920 --> 00:15:55.680]  他經歷了71年裡面
[00:15:55.680 --> 00:15:59.440]  寫到這裡12章第5節第12章的時候
[00:15:59.440 --> 00:16:01.440]  這71年的期間
[00:16:01.440 --> 00:16:04.960]  他都是清淨潔白
[00:16:04.960 --> 00:16:07.640]  經過苦難當中 經過一些試煉當中
[00:16:07.640 --> 00:16:09.920]  他依然是非常依靠神
[00:16:09.920 --> 00:16:14.560]  所以他都是一個智慧人
[00:16:14.560 --> 00:16:19.760]  到這個時候 到大災難的時候
[00:16:19.760 --> 00:16:22.960]  有人 當時大災難期間的人
[00:16:22.960 --> 00:16:24.720]  都有人會明白這些事情
[00:16:24.720 --> 00:16:27.240]  繼續去清淨潔白
[00:16:27.240 --> 00:16:32.800]  繼續去信仰堅持對耶和華的信仰
[00:16:32.800 --> 00:16:35.760]  所以這班是智慧人的表現
[00:16:35.760 --> 00:16:38.360]  但是當中有一班惡人
[00:16:38.360 --> 00:16:41.560]  這些惡人就行一些惡事
[00:16:41.560 --> 00:16:47.000]  就是專門敬拜迪基督
[00:16:47.000 --> 00:16:50.360]  因為迪基督當時就自稱自己是神
[00:16:50.360 --> 00:16:56.920]  有一班人會跟隨迪基督去敬拜祂
[00:16:56.920 --> 00:17:01.280]  會不再信賴耶和華
[00:17:01.280 --> 00:17:03.520]  不會信賴耶和華
[00:17:03.520 --> 00:17:08.160]  這班惡人他們就是不明白
[00:17:08.160 --> 00:17:13.680]  不明白原來到最後神有我計劃在當中
[00:17:13.680 --> 00:17:16.400]  去到第11節那裡提到
[00:17:16.400 --> 00:17:21.120]  這個時候 這個日期
[00:17:21.120 --> 00:17:27.720]  因為那裡天使說 究竟這個日期是怎樣的呢?
[00:17:27.720 --> 00:17:30.040]  天使就解釋給他聽
[00:17:30.040 --> 00:17:36.320]  原來除掉上天的繁祭
[00:17:36.320 --> 00:17:40.000]  並設立那位懷可真之物的時候
[00:17:40.000 --> 00:17:46.960]  必有一千二百九十天
[00:17:46.960 --> 00:17:54.880]  這裡提到原來主耶穌基督回來的日子
[00:17:54.880 --> 00:18:00.840]  最後那七年就分為兩半
[00:18:00.840 --> 00:18:03.720]  頭一半就一千二百六十天
[00:18:03.720 --> 00:18:06.720]  後一半又一千二百六十天
[00:18:06.720 --> 00:18:10.720]  這裡提到一千二百九十天的意思是什麼呢?
[00:18:10.720 --> 00:18:16.840]  就是說 當後半的一千二百六十天完結的時候
[00:18:16.840 --> 00:18:19.480]  主耶穌基督就回來了
[00:18:19.480 --> 00:18:23.920]  另外有三十天 加起來就一千二百九十天了
[00:18:23.920 --> 00:18:27.320]  這三十天的時間 其實主耶穌基督
[00:18:27.320 --> 00:18:31.960]  是在審判這個世界
[00:18:31.960 --> 00:18:37.640]  在審判這個世界 究竟是那幫
[00:18:37.640 --> 00:18:41.680]  在生命察上面有名的 就會有復活的機會
[00:18:41.680 --> 00:18:45.600]  所以這裡提到 這裡是三十天裡面
[00:18:45.600 --> 00:18:51.840]  就會有這個智慧人在生命察上面
[00:18:51.840 --> 00:18:56.600]  已經過世的 就會有復活的時候
[00:18:56.600 --> 00:19:02.360]  之後再等到一千三百三十五天的時候
[00:19:02.360 --> 00:19:07.520]  那些人便有福了 那些復活了
[00:19:07.520 --> 00:19:14.520]  本來過了生 過了世的智慧人就有福了
[00:19:14.520 --> 00:19:21.240]  這個就從大災難的時候開始
[00:19:21.240 --> 00:19:28.040]  就是從第七十七中間的時候 算一千三百三十五天
[00:19:28.040 --> 00:19:33.240]  就是耶穌回來 將一千三百三十五天
[00:19:33.240 --> 00:19:36.440]  減去一千二百六十天 就是耶穌回來的日子
[00:19:36.440 --> 00:19:39.480]  就是回來之後 審判了三十天
[00:19:39.480 --> 00:19:46.240]  接著再用其它的 再用剩餘的時間
[00:19:46.240 --> 00:19:56.160]  那四十五天加起來 就是建立千禧年的統治
[00:19:56.160 --> 00:19:58.640]  這幫人就有這樣的福了
[00:19:58.640 --> 00:20:01.600]  他的福是有福了 這幫人就有福了
[00:20:01.600 --> 00:20:07.800]  因為他們是和耶穌一起去管治千禧年的期間
[00:20:07.800 --> 00:20:12.960]  這個天使就再跟丹爾說
[00:20:12.960 --> 00:20:17.720]  你現在慢慢回去 又去了 又是一個命令字
[00:20:17.720 --> 00:20:21.120]  第二次出現了 你去 等候這個結局
[00:20:21.120 --> 00:20:24.960]  我就是告訴你這麼多 你就回去等
[00:20:24.960 --> 00:20:29.720]  你慢慢 現在你是萬年 你就可以在這裡安息了
[00:20:29.720 --> 00:20:35.440]  直到時候到的時候 你就會復活起來
[00:20:35.440 --> 00:20:40.960]  享受你的福分 這個福分就提到
[00:20:40.960 --> 00:20:46.160]  我們回想起 原來耶和華神
[00:20:46.160 --> 00:20:50.400]  自從在埃及的地方
[00:20:50.400 --> 00:20:53.720]  帶這幫以色列人出來 出埃及的時候
[00:20:53.720 --> 00:20:59.560]  我們在第五節看到 神在提到
[00:20:59.560 --> 00:21:03.240]  原來這個耶和華神在埃及
[00:21:03.240 --> 00:21:07.720]  以色列人被當奴隸的時候
[00:21:07.720 --> 00:21:12.240]  祂的苦 耶和華知道 祂就用祂的大能手
[00:21:12.240 --> 00:21:15.400]  就把這幫以色列人帶了出來
[00:21:15.400 --> 00:21:17.520]  帶了出來去到迦南地
[00:21:17.520 --> 00:21:22.440]  他們有占溝分地的時候 約斯亞的時候
[00:21:22.440 --> 00:21:26.120]  這幫以色列人進了迦南地 就有分地
[00:21:26.120 --> 00:21:28.760]  這個福分 這個字
[00:21:28.760 --> 00:21:33.680]  其實是從那時候約斯亞記裡面提到的
[00:21:33.680 --> 00:21:38.640]  它的翻譯是一樣的 就說他們有福分去分
[00:21:38.640 --> 00:21:43.440]  領受神 領受耶和華給他們的土地
[00:21:43.440 --> 00:21:47.440]  這個是他們的神的應許
[00:21:47.440 --> 00:21:50.200]  這裡再次提到 原來這個耶和華神
[00:21:50.200 --> 00:21:53.080]  我們的耶和華神 除了帶祂出來
[00:21:53.080 --> 00:21:56.760]  這幫人出埃及 進到迦南地之外
[00:21:56.760 --> 00:22:02.440]  就算在尼泊爾加尼沙皇
[00:22:02.440 --> 00:22:08.840]  把這幫以色列人 把猶太國滅亡 滅絕的時候
[00:22:08.840 --> 00:22:13.160]  直到主耶穌基督回來
[00:22:13.160 --> 00:22:16.040]  耶和華神一直都在看顧他們
[00:22:16.040 --> 00:22:20.000]  直到丹尼尼再次復活的時候
[00:22:20.000 --> 00:22:24.000]  祂再會有一個祂的福分
[00:22:24.000 --> 00:22:28.760]  神就會提到 把祂原本屬於祂的
[00:22:28.760 --> 00:22:31.240]  就會再分給丹尼尼
[00:22:31.240 --> 00:22:34.120]  這幫神所揀選的民族
[00:22:34.120 --> 00:22:40.920]  丹尼尼是神揀選民族中的自衛人
[00:22:40.920 --> 00:22:44.120]  當他跟從神的時候 就會有這樣的福分
[00:22:44.120 --> 00:22:51.320]  在神的應許當中 承受神的產業
[00:22:51.320 --> 00:22:54.920]  在這幾節的經文當中 我們學了一個功課
[00:22:54.920 --> 00:22:59.400]  我們人生走到盡頭的時候 究竟是怎樣的呢?
[00:22:59.400 --> 00:23:03.960]  我們藉著主耶穌基督 祂回來的時候
[00:23:03.960 --> 00:23:09.080]  祂就好像一塊石頭 把敵基督的政權打碎
[00:23:09.080 --> 00:23:13.560]  藉著祂 我們可以得到永生
[00:23:13.560 --> 00:23:18.360]  和祂一同作王一千年 承受神的產業
[00:23:18.360 --> 00:23:20.760]  我們當中看到三個重點
[00:23:20.760 --> 00:23:24.680]  耶和華神是永恆的神 永恆的主
[00:23:24.680 --> 00:23:28.280]  祂是創造天地萬物的主
[00:23:28.280 --> 00:23:34.120]  這是天賦世界 一切都是祂掌權之下
[00:23:34.120 --> 00:23:41.160]  丹尼尼在主前605年尼泊爾加尼沙王
[00:23:41.160 --> 00:23:47.160]  第一次俘虜以色列人到巴比倫城去
[00:23:47.160 --> 00:23:50.040]  他就是頭一批
[00:23:50.040 --> 00:23:56.120]  丹尼尼在巴比倫城生活了71年有多
[00:23:56.120 --> 00:23:58.440]  他年紀老邁了
[00:23:58.440 --> 00:24:01.720]  但是在這個威嚇之下
[00:24:01.720 --> 00:24:08.120]  進城的時候 看到巴比倫城
[00:24:08.120 --> 00:24:13.000]  巴比倫的軍隊多麼的強大
[00:24:13.000 --> 00:24:17.240]  他的神是不是比耶和華神更厲害呢?
[00:24:17.240 --> 00:24:19.880]  在這種威嚇 懼怕之下
[00:24:19.880 --> 00:24:24.440]  他依然信靠神 信靠神的帶領
[00:24:24.440 --> 00:24:26.840]  這段期間 他的生活期間
[00:24:26.840 --> 00:24:32.680]  神在他選擇的時候會插手干預
[00:24:32.680 --> 00:24:37.880]  神的恩典 神的帶領的手
[00:24:37.880 --> 00:24:43.880]  其實在以色列人在埃及做奴隸的時候
[00:24:43.880 --> 00:24:48.440]  神帶領的手都有將他們從埃及拯救出來
[00:24:48.440 --> 00:24:51.160]  帶領他們進到迦南地
[00:24:51.160 --> 00:24:56.120]  進到迦南地之後 雖然他們是秘魯
[00:24:56.120 --> 00:24:59.960]  但是神一直都有看顧他們
[00:24:59.960 --> 00:25:04.440]  我們教會當中有很多大兄姐妹來賓
[00:25:04.440 --> 00:25:08.760]  都是從香港、澳門、台山
[00:25:08.760 --> 00:25:10.200]  或者各省各縣
[00:25:10.200 --> 00:25:13.960]  甚至馬來西亞、新加坡、越南
[00:25:13.960 --> 00:25:17.800]  來到明州這個地區
[00:25:17.800 --> 00:25:23.960]  我們都明白僑居外地的心情的環境、的境況
[00:25:23.960 --> 00:25:32.280]  我們當中可能都有遇到很多的困苦的生活的情況
[00:25:32.280 --> 00:25:40.120]  但是我們要以永恆的神 永恆的主做我們的根基
[00:25:40.120 --> 00:25:42.440]  我們學習一個實踐的功課
[00:25:42.440 --> 00:25:45.640]  從神的話語當中 從講道裡
[00:25:45.640 --> 00:25:49.400]  我們可不可以學習怎樣做一些聽道的筆記
[00:25:49.400 --> 00:25:54.760]  將神的話語成為我們生命的根基呢?
[00:25:54.760 --> 00:25:57.480]  我們接著帶到第二點
[00:25:57.480 --> 00:26:03.080]  當我們認定神、基督是我們根基的時候
[00:26:03.080 --> 00:26:06.120]  我們就可以開始去認識神
