
[00:00:00.000 --> 00:00:06.220]  感謝上帝讓小弟有機會來到大家的教會當中
[00:04:36.840 --> 00:04:38.440]  當時講到永生
[00:04:38.440 --> 00:04:40.320]  我根本完全不留意
[00:04:40.320 --> 00:04:42.000]  還有很多日子
[00:04:42.000 --> 00:04:43.520]  什麼時候才死
[00:04:43.520 --> 00:04:46.280]  跟我們的年齡有關
[00:04:46.280 --> 00:04:48.440]  現在想起死就很接近
[00:04:48.440 --> 00:04:50.280]  因為年紀大了
[00:04:50.280 --> 00:04:52.000]  但無論如何
[00:04:52.000 --> 00:04:55.680]  這位摩西就看到
[00:04:55.680 --> 00:04:57.440]  人生是很短暫的
[00:04:57.440 --> 00:05:00.280]  你不覺就會過去
[00:05:00.280 --> 00:05:01.640]  人生是短
[00:05:01.640 --> 00:05:03.480]  加上人生是苦
[00:05:03.480 --> 00:05:05.480]  七八九十
[00:05:05.480 --> 00:05:07.920]  這個苦怎麼去描寫
[00:05:07.920 --> 00:05:08.840]  哇
[00:05:08.840 --> 00:05:10.840]  神會發怒
[00:05:10.840 --> 00:05:12.840]  神會發憤
[00:05:12.840 --> 00:05:14.960]  我們會消滅我們會害怕
[00:05:14.960 --> 00:05:16.560]  因為人有罪
[00:05:16.560 --> 00:05:22.080]  所以人生的現實就是要面對罪惡這回事
[00:05:22.080 --> 00:05:25.360]  然後神會將我們的罪惡
[00:05:25.360 --> 00:05:27.360]  將我們的忍惡
[00:05:27.360 --> 00:05:29.480]  有沒有顯明的刀
[00:05:29.480 --> 00:05:31.120]  我們是知道的
[00:05:31.120 --> 00:05:32.800]  知道有罪的時候
[00:05:32.800 --> 00:05:34.560]  知道上帝的審判
[00:05:34.560 --> 00:05:37.360]  所以如果帶著罪惡的時候
[00:05:37.360 --> 00:05:40.760]  我們就會在震怒之下
[00:05:40.760 --> 00:05:42.520]  在震怒之下
[00:05:42.520 --> 00:05:45.160]  只能夠有一聲歎息
[00:05:45.160 --> 00:05:48.080]  然後第十節告訴我們
[00:05:48.080 --> 00:05:50.480]  無論你多長命
[00:05:50.480 --> 00:05:54.680]  都是生命的質素
[00:05:54.680 --> 00:06:00.760]  就是勞苦受煩,轉眼成空如飛而去
[00:06:00.760 --> 00:06:03.400]  所以這兩段的描寫
[00:06:03.400 --> 00:06:06.400]  人生又苦又短
[00:06:06.400 --> 00:06:08.880]  相對於上帝的永恆
[00:06:08.880 --> 00:06:10.880]  人生就是這樣
[00:06:10.880 --> 00:06:12.880]  這是我們的現實
[00:06:12.880 --> 00:06:14.880]  我們每一天都要
[00:06:14.880 --> 00:06:17.680]  跟這個現實一起去生活
[00:06:17.680 --> 00:06:19.680]  怎麼算好呢?
[00:06:19.680 --> 00:06:23.400]  然後十一、十二節
[00:06:23.400 --> 00:06:27.880]  摩西就說出那個秘訣
[00:06:27.880 --> 00:06:30.440]  特別是十二節
[00:06:30.440 --> 00:06:36.640]  求你教導我們怎樣數算自己的日子
[00:06:36.640 --> 00:06:41.000]  好使我們得到一個智慧的心
[00:06:41.000 --> 00:06:43.800]  這一節的聖經
[00:06:43.800 --> 00:06:47.280]  就成為了詩篇的轉捩點
[00:06:47.280 --> 00:06:50.800]  第一個段落是記載到上帝的永恆
[00:06:50.800 --> 00:06:55.040]  第二個段落是記載到人的短和苦
[00:06:55.040 --> 00:06:57.280]  然後轉捩點在哪裡呢?
[00:06:57.280 --> 00:07:00.280]  人生還有沒有盼望呢?
[00:07:00.280 --> 00:07:03.280]  十二節就告訴我們有的
[00:07:03.280 --> 00:07:05.280]  這個盼望就是
[00:07:05.280 --> 00:07:11.280]  求你教導我們怎樣去數算自己的日子
[00:07:11.280 --> 00:07:14.880]  好使我們得到智慧的心來生活
[00:07:14.880 --> 00:07:16.880]  這個就是轉捩點
[00:07:16.880 --> 00:07:18.680]  這個轉捩點之後
[00:07:18.680 --> 00:07:22.080]  十三、十四、十五節的這三節聖經
[00:07:22.080 --> 00:07:25.680]  都出現了那個祈求的字眼
[00:07:25.680 --> 00:07:31.680]  將我們的短和苦
[00:07:31.680 --> 00:07:34.680]  怎樣把它轉化呢?
[00:07:34.680 --> 00:07:36.880]  就要祈求上帝
[00:07:36.880 --> 00:07:39.880]  要我們由短又苦的生活
[00:07:39.880 --> 00:07:41.880]  充滿什麼呢?
[00:07:41.880 --> 00:07:44.480]  有神的廉恤,十三節
[00:07:44.480 --> 00:07:47.880]  十四節就是有神的慈愛
[00:07:47.880 --> 00:07:49.880]  可以歡呼喜樂
[00:07:49.880 --> 00:07:52.880]  是一個很相對的情況
[00:07:52.880 --> 00:07:54.880]  前面好像沒有什麼出路
[00:07:54.880 --> 00:07:55.880]  沒有什麼盼望
[00:07:55.880 --> 00:07:58.480]  後面就是那個祈求
[00:07:58.480 --> 00:08:01.480]  告訴我們我們可以求上帝
[00:08:01.480 --> 00:08:05.080]  使我們由短又苦的生命裡面
[00:08:05.080 --> 00:08:07.080]  經歷上帝的慈愛
[00:08:07.080 --> 00:08:10.480]  可以一生一世喜樂
[00:08:10.480 --> 00:08:13.480]  十五節就是
[00:08:13.480 --> 00:08:16.480]  我們糟爛的日子有多少呢?
[00:08:16.480 --> 00:08:18.480]  我們喜樂的日子
[00:08:18.480 --> 00:08:21.480]  求上帝也給我們有多少呢?
[00:08:21.480 --> 00:08:25.480]  所以我們不能否定人生有苦難
[00:08:25.480 --> 00:08:27.480]  但是私人的祈求就是
[00:08:27.480 --> 00:08:30.080]  是的,我們有多少的苦難呢?
[00:08:30.080 --> 00:08:34.480]  上帝你同樣給我們有多少的喜樂
[00:08:34.480 --> 00:08:37.480]  所以十三、十四、十五節
[00:08:37.480 --> 00:08:42.480]  就是去回應那個由短又苦的日子
[00:08:42.480 --> 00:08:45.080]  其實可以變成什麼呢?
[00:08:45.080 --> 00:08:46.680]  有上帝的慈愛
[00:08:46.680 --> 00:08:49.480]  有喜樂的
[00:08:49.480 --> 00:08:52.480]  那個的關鍵就在十二節
[00:08:52.480 --> 00:08:57.280]  懂得去求神去教導我們的時候
[00:08:57.280 --> 00:09:01.480]  我們的人生就會經歷一種轉化
[00:09:01.480 --> 00:09:06.480]  最後結論就是十六和十七節
[00:09:06.480 --> 00:09:09.280]  十六節就是
[00:09:09.280 --> 00:09:12.280]  上帝向我們顯明
[00:09:12.280 --> 00:09:14.280]  向我們的子孫顯明
[00:09:14.280 --> 00:09:15.480]  顯明什麼呢?
[00:09:15.480 --> 00:09:16.880]  十七節就說了
[00:09:16.880 --> 00:09:18.880]  就是榮耀
[00:09:18.880 --> 00:09:22.080]  上帝的恩典向我們顯明
[00:09:22.080 --> 00:09:26.680]  和是堅勒我們手裡所作的功
[00:09:26.680 --> 00:09:30.880]  這兩節聖經就是回應第一、第二節
[00:09:30.880 --> 00:09:32.280]  第一、第二節
[00:09:32.280 --> 00:09:35.880]  就是講到上帝的永恆
[00:09:35.880 --> 00:09:39.280]  是我們的居所
[00:09:39.280 --> 00:09:41.880]  所以我們手裡所作的功
[00:09:41.880 --> 00:09:43.480]  上帝會怎樣呢?
[00:09:43.480 --> 00:09:45.480]  堅勒
[00:09:45.480 --> 00:09:47.480]  所以整篇詩篇
[00:09:47.480 --> 00:09:49.280]  就是這五個段落
[00:09:49.280 --> 00:09:52.680]  構成了一個前後的呼應
[00:09:52.680 --> 00:09:55.280]  在這篇詩篇裡面
[00:09:55.280 --> 00:09:57.080]  有三個信息
[00:09:57.080 --> 00:09:59.080]  比較清楚一點的
[00:09:59.080 --> 00:10:01.480]  想跟頂姐妹分享
[00:10:01.480 --> 00:10:04.680]  第一就是轉捩點
[00:10:04.680 --> 00:10:08.280]  人生的轉捩點就是第十二節的經文
[00:10:08.280 --> 00:10:10.280]  就是
[00:10:10.280 --> 00:10:12.680]  我們想我們的日子怎樣過呢?
[00:10:12.680 --> 00:10:14.680]  你要掌握到這個秘訣
[00:10:14.680 --> 00:10:17.880]  就是求上帝
[00:10:17.880 --> 00:10:19.480]  求主耶穌
[00:10:19.480 --> 00:10:21.280]  教導我們
[00:10:21.280 --> 00:10:22.480]  第一
[00:10:22.480 --> 00:10:24.880]  我們要有一個受教的心
[00:10:24.880 --> 00:10:27.680]  人生有很多資訊
[00:10:27.680 --> 00:10:29.680]  充滿這個世代
[00:10:29.680 --> 00:10:32.880]  我們需要受教於誰呢?
[00:10:32.880 --> 00:10:34.880]  就是我們要受教於
[00:10:34.880 --> 00:10:36.680]  主耶穌
[00:10:36.680 --> 00:10:38.680]  聖經裡面的教導
[00:10:38.680 --> 00:10:41.480]  這個打風也打不掉的
[00:10:41.480 --> 00:10:44.880]  問題是你的心是受教多少
[00:10:44.880 --> 00:10:47.480]  你的內容是受教多少
[00:10:47.480 --> 00:10:49.480]  越多的時候
[00:10:49.480 --> 00:10:52.080]  你的生命的轉化是越大的
[00:10:52.080 --> 00:10:54.480]  這個就是關鍵
[00:10:54.480 --> 00:10:56.480]  未信耶穌的人生
[00:10:56.480 --> 00:10:58.880]  信了耶穌的人生
[00:10:58.880 --> 00:11:00.880]  分別在哪裡呢?
[00:11:00.880 --> 00:11:03.880]  就是有沒有主耶穌的教導
[00:11:03.880 --> 00:11:06.880]  看不看到人生的短暫
[00:11:06.880 --> 00:11:09.880]  看不看到人生的苦難
[00:11:09.880 --> 00:11:12.880]  看不看到人生的出路呢?
[00:11:12.880 --> 00:11:14.680]  信了耶穌之後
[00:11:14.680 --> 00:11:17.280]  我們可以從這個角度去看人生
[00:11:17.280 --> 00:11:20.680]  這個就是上帝對我們的教導
[00:11:20.680 --> 00:11:22.880]  有了上帝的教導
[00:11:22.880 --> 00:11:26.080]  我們的人生可以經歷一個轉變
[00:11:26.080 --> 00:11:30.680]  所以為什麼教會的傳統
[00:11:30.680 --> 00:11:33.480]  一定提醒我們要讀聖經
[00:11:33.480 --> 00:11:39.280]  甚至有很多茶經的組合出現
[00:11:39.280 --> 00:11:43.280]  譬如《生命之道》
[00:11:43.280 --> 00:11:46.280]  譬如什麼的茶經
[00:11:46.280 --> 00:11:48.280]  越來越流行
[00:11:48.280 --> 00:11:50.680]  目的是什麼呢?
[00:11:50.680 --> 00:11:55.880]  鼓勵弟兄姊妹要在神的話裡面去受教
[00:11:55.880 --> 00:11:57.080]  你才知道
[00:11:57.080 --> 00:11:59.480]  你不知道你怎麼走
[00:11:59.480 --> 00:12:02.480]  雖然知道你未必一定會走
[00:12:02.480 --> 00:12:04.880]  但是你第一步就要知道
[00:12:04.880 --> 00:12:07.480]  所以我們要有一個決心
[00:12:07.480 --> 00:12:10.280]  我願意在神的面前
[00:12:10.280 --> 00:12:14.080]  我要經歷一個轉化更新的人生
[00:12:14.080 --> 00:12:18.480]  起點就是求神去指教我們
[00:12:18.480 --> 00:12:20.280]  我們的靈修
[00:12:20.280 --> 00:12:22.080]  我們的茶經
[00:12:22.080 --> 00:12:24.280]  我們的聽道
[00:12:24.280 --> 00:12:30.280]  我們還有時間去學習一些聖經課程
[00:12:30.280 --> 00:12:36.680]  可以幫助你真的掌握到秘訣
[00:12:36.680 --> 00:12:39.480]  求神指教我們做什麼?
[00:12:39.480 --> 00:12:42.480]  數算自己的日子
[00:12:42.480 --> 00:12:44.480]  有了上帝的指教
[00:12:44.480 --> 00:12:48.880]  我們就準備好去數算自己的日子
[00:12:48.880 --> 00:12:52.680]  數算不只是量的數算
[00:12:52.680 --> 00:12:54.880]  還有質的數算
[00:12:54.880 --> 00:12:59.080]  就是我們生命的質素和生命的長短
[00:12:59.080 --> 00:13:03.080]  所以生命可以從這兩個角度去看
[00:13:03.080 --> 00:13:07.080]  你活得長活得很悶
[00:13:07.080 --> 00:13:08.480]  要不要呢?
[00:13:08.480 --> 00:13:11.080]  你活得很短但是很有意思的
[00:13:11.080 --> 00:13:13.880]  又是另一種生活的方式
[00:13:13.880 --> 00:13:16.880]  最好就是活得長又有意思
[00:13:16.880 --> 00:13:19.080]  這就是我們的祈禱
[00:13:19.080 --> 00:13:21.880]  你活得長應該很有機會的
[00:13:21.880 --> 00:13:25.280]  因為摩西那個年代是七十八十
[00:13:25.280 --> 00:13:28.880]  但是我們已經是八十多九十幾了
[00:13:28.880 --> 00:13:32.480]  我講的時候要很小心
[00:13:32.480 --> 00:13:34.480]  請大家很小心聽
[00:13:34.480 --> 00:13:38.680]  就是平均年齡
[00:13:38.680 --> 00:13:41.080]  即使有些長有些短
[00:13:41.080 --> 00:13:45.280]  香港人的平均年齡是全世界最長的
[00:13:45.280 --> 00:13:48.280]  最近兩年就出現了這個現象
[00:13:48.280 --> 00:13:50.080]  爬了日本頭
[00:13:50.080 --> 00:13:53.880]  女人可以活到八十七點三歲
[00:13:53.880 --> 00:13:57.680]  男人就是八十二點三歲
[00:13:57.680 --> 00:14:00.080]  通常女人比男人長命
[00:14:00.080 --> 00:14:02.880]  不知道為什麼,不過是一個現實
[00:14:02.880 --> 00:14:05.880]  就是平均
[00:14:05.880 --> 00:14:07.880]  因為我一次講完之後
[00:14:07.880 --> 00:14:09.880]  有個婆婆她很擔心
[00:14:09.880 --> 00:14:11.680]  你說平均八十六歲
[00:14:11.680 --> 00:14:14.080]  我現在八十七歲已經八十五歲了
[00:14:14.080 --> 00:14:16.280]  我即時說很短命
[00:14:16.280 --> 00:14:18.880]  我就跟她講平均
[00:14:18.880 --> 00:14:25.480]  就是長壽的問題
[00:14:25.480 --> 00:14:28.480]  生命的量的問題
[00:14:28.480 --> 00:14:31.280]  但另一方面就是生命的質素
[00:14:31.280 --> 00:14:34.880]  怎樣去提升我們生命的質素呢
[00:14:34.880 --> 00:14:38.080]  除了有神的說話指教我們
[00:14:38.080 --> 00:14:45.280]  我們還需要有一個思考或者反省的現象
[00:14:45.280 --> 00:14:47.680]  檢討我們的生命
[00:14:47.680 --> 00:14:48.880]  不斷檢討
[00:14:48.880 --> 00:14:51.480]  如果你不檢討的時候
[00:14:51.480 --> 00:14:53.280]  每天都是這樣過
[00:14:53.280 --> 00:14:55.480]  每個星期都是一個節奏
[00:14:55.480 --> 00:14:57.680]  然後每年都是這樣過
[00:14:57.680 --> 00:14:59.880]  突然之間你醒覺起來
[00:14:59.880 --> 00:15:03.680]  我已經退休了
[00:15:03.680 --> 00:15:06.080]  你突然間才察覺
[00:15:06.080 --> 00:15:08.280]  去到一個階段了
[00:15:08.280 --> 00:15:12.280]  所以你要去提升你生命的質素
[00:15:12.280 --> 00:15:16.880]  就要學習一個叫做檢討
[00:15:16.880 --> 00:15:20.480]  坐下來思考一下
[00:15:20.480 --> 00:15:23.480]  進一步我們要怎樣去努力呢
[00:15:23.480 --> 00:15:26.880]  這些叫做人生的反省
[00:15:26.880 --> 00:15:30.880]  在我們香港的教育制度裡面
[00:15:30.880 --> 00:15:35.680]  學校的教育都叫我們去反思
[00:15:35.680 --> 00:15:39.480]  無論是reflection也好review也好
[00:15:39.480 --> 00:15:42.880]  都是叫你對於所做的事情
[00:15:42.880 --> 00:15:46.480]  你能夠回顧、反省
[00:15:46.480 --> 00:15:48.880]  這個是反思
[00:15:48.880 --> 00:15:51.880]  你能夠去反思
[00:15:51.880 --> 00:15:54.480]  你就會知道有些什麼做得不好的
[00:15:54.480 --> 00:15:55.880]  你就去改善
[00:15:55.880 --> 00:16:00.080]  有些做得好的就繼續去享受
[00:16:00.080 --> 00:16:06.480]  你的生命的質素就可以提升起來
[00:16:06.480 --> 00:16:11.480]  這個反思我們都需要有的
[00:16:11.480 --> 00:16:12.880]  需要學的
[00:16:12.880 --> 00:16:15.880]  如果你不反思就渾渾噩噩
[00:16:15.880 --> 00:16:18.080]  就過了你一生
[00:16:18.080 --> 00:16:20.080]  如果你懂得反思的時候
[00:16:20.080 --> 00:16:22.080]  停一停下來
[00:16:22.080 --> 00:16:23.480]  想一想
[00:16:23.480 --> 00:16:27.480]  然後你有些亮光出現一下
[00:16:27.480 --> 00:16:31.880]  你平時的意識就主宰你的思想
[00:16:31.880 --> 00:16:33.880]  但當你停一停下來
[00:16:33.880 --> 00:16:36.880]  你的潛意識就開始出現
[00:16:36.880 --> 00:16:41.280]  那些真正的感受開始出現
[00:16:41.280 --> 00:16:47.480]  所以我們人生要去養成一個有反思的機制
[00:16:47.480 --> 00:16:49.680]  所以為什麼這二三十年
[00:16:49.680 --> 00:16:53.480]  香港教會就流行一個現象
[00:16:53.480 --> 00:16:56.280]  就是靜修的現象
[00:16:56.280 --> 00:16:57.880]  太過忙碌了
[00:16:57.880 --> 00:17:02.280]  忙碌到連呼吸都沒有
[00:17:02.280 --> 00:17:04.080]  那怎麼辦呢?
[00:17:04.080 --> 00:17:06.880]  這一種操練就幫助我們
[00:17:06.880 --> 00:17:10.680]  有時候需要放下手頭上所做的事情
[00:17:10.680 --> 00:17:12.080]  安靜的
[00:17:12.080 --> 00:17:15.480]  然後上帝的說話進入我們的生命
[00:17:15.480 --> 00:17:18.080]  然後我們內心深處的聲音
[00:17:18.080 --> 00:17:19.680]  出來告訴我們
[00:17:19.680 --> 00:17:21.480]  我們的人生
[00:17:21.480 --> 00:17:24.680]  可以怎樣繼續走法呢?
[00:17:24.680 --> 00:17:28.880]  反思的本能每個人都有
[00:17:28.880 --> 00:17:37.480]  問題是我們會不會讓反思成為我們生命的一部分
[00:17:37.480 --> 00:17:41.880]  我有個孫女今年會升五年級
[00:17:41.880 --> 00:17:44.080]  早幾年
[00:17:44.080 --> 00:17:48.080]  她第一次來我家
[00:17:48.080 --> 00:17:51.280]  兒子和媳婦帶她來的時候
[00:17:51.280 --> 00:17:53.080]  很開心的
[00:17:53.080 --> 00:17:55.080]  因為我住神學院
[00:17:55.080 --> 00:18:00.280]  宿舍下面有一間幼稚園
[00:18:00.280 --> 00:18:03.080]  教會開了幼稚園
[00:18:03.080 --> 00:18:05.880]  所以禮拜六、禮拜日來的時候
[00:18:05.880 --> 00:18:07.880]  幼稚園的人都走了
[00:18:07.880 --> 00:18:09.280]  看到很多玩具
[00:18:09.280 --> 00:18:10.880]  開心到不得了
[00:18:10.880 --> 00:18:14.280]  因為她差不多到幼稚園的年齡
[00:18:14.280 --> 00:18:16.480]  一看到滑梯
[00:18:16.480 --> 00:18:20.680]  就馬上爬上去滑梯
[00:18:20.680 --> 00:18:22.480]  滑梯也不是很高
[00:18:22.480 --> 00:18:25.280]  幼稚園的滑梯高到這裡
[00:18:25.280 --> 00:18:27.280]  一條滑梯滑下去
[00:18:27.280 --> 00:18:30.280]  這邊有幾級樓梯上去
[00:18:30.280 --> 00:18:32.280]  一爬上去
[00:18:32.280 --> 00:18:34.280]  就滑下去
[00:18:34.280 --> 00:18:37.680]  一滑下去的時候
[00:18:37.680 --> 00:18:39.680]  就屁股落地
[00:18:39.680 --> 00:18:41.680]  當堂哭了出來
[00:18:41.680 --> 00:18:44.280]  因為太快、太興奮
[00:18:44.280 --> 00:18:46.280]  哭了出來的時候
[00:18:46.280 --> 00:18:47.680]  就摸著屁股
[00:18:47.680 --> 00:18:50.680]  沒辦法,自己跌倒
[00:18:50.680 --> 00:18:52.680]  過了幾分鐘之後
[00:18:52.680 --> 00:18:55.280]  她又再爬樓梯
[00:18:55.280 --> 00:18:57.280]  又再要滑梯
[00:18:57.280 --> 00:18:59.080]  我就跟她說
[00:18:59.080 --> 00:19:01.080]  你不怕屁股痛嗎?
[00:19:01.080 --> 00:19:03.880]  她對我笑一笑
[00:19:03.880 --> 00:19:05.880]  然後又再滑
[00:19:05.880 --> 00:19:08.880]  這次滑的時候她怎樣呢?
[00:19:08.880 --> 00:19:10.880]  兩隻手扶著
[00:19:10.880 --> 00:19:12.880]  速度慢一點
[00:19:12.880 --> 00:19:14.880]  接近到地的時候
[00:19:14.880 --> 00:19:16.880]  兩隻腳踏在地上
[00:19:16.880 --> 00:19:19.880]  就站起來對著我笑
[00:19:19.880 --> 00:19:21.880]  說我沒跌倒
[00:19:21.880 --> 00:19:24.880]  小朋友也有這種
[00:19:24.880 --> 00:19:27.880]  從錯誤當中學習的能力
[00:19:27.880 --> 00:19:29.880]  這就叫做反思
[00:19:29.880 --> 00:19:33.880]  人生你不去從錯誤當中學習
[00:19:33.880 --> 00:19:35.880]  你就一直錯下去
[00:19:37.880 --> 00:19:39.880]  我們很多的性格
[00:19:39.880 --> 00:19:41.880]  你想一下你的性格
[00:19:41.880 --> 00:19:45.880]  如果你更多從錯誤當中學習
[00:19:45.880 --> 00:19:47.880]  你的性格就會怎樣?
[00:19:47.880 --> 00:19:49.880]  撞板少一點
[00:19:49.880 --> 00:19:52.880]  錯誤當中你學習不到的時候
[00:19:52.880 --> 00:19:54.880]  就是這樣錯下去
[00:19:54.880 --> 00:19:56.880]  一次、兩次、三次
[00:19:56.880 --> 00:19:58.880]  你死不認錯
[00:19:58.880 --> 00:20:00.880]  不覺得自己是錯的
[00:20:00.880 --> 00:20:02.880]  結果你的人生就是這樣
[00:20:02.880 --> 00:20:04.880]  所以生命的質素
[00:20:04.880 --> 00:20:07.880]  我們要求神教導我們
[00:20:07.880 --> 00:20:10.880]  怎樣去數算自己的日子
[00:20:10.880 --> 00:20:15.880]  在質和量當中去數算
[00:20:15.880 --> 00:20:19.880]  我們的人生可以怎樣呢?
[00:20:19.880 --> 00:20:21.880]  得到智慧
[00:20:21.880 --> 00:20:23.880]  人的智慧是怎樣來的?
[00:20:23.880 --> 00:20:26.880]  摩西告訴我們就是這樣
[00:20:26.880 --> 00:20:30.880]  人的智慧就是有神的指教
[00:20:30.880 --> 00:20:32.880]  然後我們懂得去反省
[00:20:32.880 --> 00:20:35.880]  經歷一個歷程
[00:20:35.880 --> 00:20:37.880]  從錯誤當中學習
[00:20:37.880 --> 00:20:39.880]  我們叫做獨立思考
[00:20:39.880 --> 00:20:41.880]  反思
[00:20:41.880 --> 00:20:44.880]  這樣就是自己掌握到
[00:20:44.880 --> 00:20:49.880]  甚麼是對自己的成長和發展最好的
[00:20:49.880 --> 00:20:52.880]  這個就是人生的智慧
[00:20:52.880 --> 00:20:55.880]  昨天看電視
[00:20:55.880 --> 00:20:57.880]  有一個星期日檔案
[00:20:57.880 --> 00:20:59.880]  可能今晚你回去也會看到
[00:20:59.880 --> 00:21:02.880]  講到資訊科技方面
[00:21:02.880 --> 00:21:05.880]  想將香港變成一個智慧的城市
[00:21:05.880 --> 00:21:07.880]  因為5G科技發展
[00:21:07.880 --> 00:21:12.880]  資訊交流的速度快了很多
[00:21:12.880 --> 00:21:18.880]  我們的生活可以有很多的改變
