
[00:00:00.000 --> 00:00:02.000]  第一位女朋友,早晨
[00:02:33.500 --> 00:02:38.500]  如果要我再講故事,可以加一條尾
[00:02:38.500 --> 00:02:40.500]  其實用不著做這麼大的餅
[00:02:40.500 --> 00:02:41.500]  餐餐吃個餅
[00:02:41.500 --> 00:02:43.500]  就算不懶惰,轉過來都悶
[00:02:43.500 --> 00:02:44.500]  吃到悶
[00:02:44.500 --> 00:02:46.500]  其實在小朋友身邊
[00:02:46.500 --> 00:02:48.500]  找個朋友陪著就可以了
[00:02:48.500 --> 00:02:50.500]  如果小朋友身邊有朋友陪著他
[00:02:50.500 --> 00:02:51.500]  在輪舍陪著他
[00:02:51.500 --> 00:02:53.500]  就不用煮這麼大的水泡餅
[00:02:53.500 --> 00:02:55.500]  他都不會餓著
[00:02:55.500 --> 00:02:58.500]  如果有朋友身邊陪著他這段時間
[00:02:58.500 --> 00:03:00.500]  小朋友不會餓著
[00:03:00.500 --> 00:03:03.500]  而且不用每一餐都吃水泡餅
[00:03:03.500 --> 00:03:05.500]  原來有朋友的好處是
[00:03:05.500 --> 00:03:06.500]  如果今天再講這個故事
[00:03:06.500 --> 00:03:09.500]  我就會這樣教我的兒孫
[00:03:09.500 --> 00:03:10.500]  小朋友
[00:03:10.500 --> 00:03:12.500]  最重要是身邊有另一個小朋友
[00:03:12.500 --> 00:03:14.500]  來陪伴你過你的日子
[00:03:14.500 --> 00:03:17.500]  這個是五十年前的故事
[00:03:17.500 --> 00:03:19.500]  二千年前有另一個故事
[00:03:20.500 --> 00:03:23.500]  耶穌二千年前跟門徒聊天的時候
[00:03:23.500 --> 00:03:25.500]  有一次祂問到一個很特別的問題
[00:03:25.500 --> 00:03:27.500]  耶穌在說
[00:03:27.500 --> 00:03:29.500]  我應該怎樣去講出
[00:03:29.500 --> 00:03:32.500]  這個世代是怎樣的世代呢
[00:03:32.500 --> 00:03:34.500]  怎樣去描述
[00:03:34.500 --> 00:03:37.500]  當時二千年前的時代是怎樣呢
[00:03:37.500 --> 00:03:39.500]  這幅圖畫當然不是二千年前
[00:03:39.500 --> 00:03:41.500]  是今天的我們
[00:03:41.500 --> 00:03:42.500]  二零二四年
[00:03:42.500 --> 00:03:45.500]  又會怎樣描述今天二零二四年
[00:03:45.500 --> 00:03:47.500]  我們這個世代呢
[00:03:47.500 --> 00:03:49.500]  口罩就不用戴了
[00:03:49.500 --> 00:03:50.500]  黑眼鏡就要戴了
[00:03:50.500 --> 00:03:52.500]  因為那個網絡差不多樣子
[00:03:52.500 --> 00:03:54.500]  究竟這個世代是怎樣的世代
[00:03:54.500 --> 00:03:55.500]  去形容呢
[00:03:55.500 --> 00:03:59.500]  看當時耶穌怎樣描述當時的世代
[00:03:59.500 --> 00:04:03.500]  好像小朋友在街市裡
[00:04:03.500 --> 00:04:05.500]  跟同伴一起玩
[00:04:05.500 --> 00:04:07.500]  當時你也知道
[00:04:07.500 --> 00:04:09.500]  在以色列一帶的地方
[00:04:09.500 --> 00:04:10.500]  其實沒什麼玩的
[00:04:10.500 --> 00:04:12.500]  要麼就跟獅子老虎玩
[00:04:12.500 --> 00:04:14.500]  要麼就家裡有沒有電腦
[00:04:14.500 --> 00:04:15.500]  有沒有啤牌
[00:04:15.500 --> 00:04:18.500]  有沒有什麼遊戲
[00:04:18.500 --> 00:04:19.500]  沒有什麼好玩的
[00:04:19.500 --> 00:04:20.500]  有沒有遊樂場
[00:04:20.500 --> 00:04:21.500]  也未必有
[00:04:21.500 --> 00:04:22.500]  沒有什麼好玩的
[00:04:22.500 --> 00:04:24.500]  那他們喜歡玩些什麼呢
[00:04:24.500 --> 00:04:27.500]  有兩樣東西他們很喜歡玩的
[00:04:27.500 --> 00:04:33.500]  今天的年代
[00:04:33.500 --> 00:04:34.500]  二千年前的今天
[00:04:34.500 --> 00:04:36.500]  我們小朋友就在遊樂場玩
[00:04:36.500 --> 00:04:37.500]  大大小小的小朋友
[00:04:37.500 --> 00:04:38.500]  一堆這樣玩
[00:04:38.500 --> 00:04:40.500]  當時玩些什麼呢
[00:04:40.500 --> 00:04:42.500]  耶穌說當時的年代
[00:04:42.500 --> 00:04:43.500]  那些人是怎樣的
[00:04:43.500 --> 00:04:45.500]  好像小朋友在街上
[00:04:45.500 --> 00:04:47.500]  在街市裡聚在一起玩
[00:04:47.500 --> 00:04:50.500]  有些小朋友在那裡唱吹笛
[00:04:50.500 --> 00:04:51.500]  但是他說
[00:04:51.500 --> 00:04:53.500]  我吹笛為什麼你們不跳舞
[00:04:53.500 --> 00:04:54.500]  我在那裡唱哀歌
[00:04:54.500 --> 00:04:56.500]  為什麼你們不去除胸
[00:04:56.500 --> 00:04:58.500]  原來你知不知道他們玩些什麼呢
[00:04:58.500 --> 00:05:01.500]  當時的小朋友沒什麼好玩
[00:05:01.500 --> 00:05:03.500]  就玩些大人的遊戲
[00:05:03.500 --> 00:05:05.500]  十二歲以下的小朋友
[00:05:05.500 --> 00:05:06.500]  沒什麼好玩就玩些大人的遊戲
[00:05:06.500 --> 00:05:07.500]  大人的遊戲是什麼呢
[00:05:07.500 --> 00:05:09.500]  就是玩結婚
[00:05:09.500 --> 00:05:11.500]  我不知道你小時候有沒有玩結婚
[00:05:11.500 --> 00:05:13.500]  男的跟女的玩結婚
[00:05:13.500 --> 00:05:14.500]  開開心心地來吹笛
[00:05:14.500 --> 00:05:15.500]  很開心地吹笛
[00:05:15.500 --> 00:05:16.500]  慶祝結婚
[00:05:16.500 --> 00:05:17.500]  扮新郎扮新娘
[00:05:17.500 --> 00:05:19.500]  又扮開心地跳舞
[00:05:19.500 --> 00:05:21.500]  因為他們很喜歡小朋友
[00:05:21.500 --> 00:05:22.500]  喜歡成長得快
[00:05:22.500 --> 00:05:23.500]  好像學大人一樣
[00:05:23.500 --> 00:05:24.500]  玩些跳舞
[00:05:24.500 --> 00:05:25.500]  開心
[00:05:25.500 --> 00:05:27.500]  叫結婚的遊戲
[00:05:27.500 --> 00:05:28.500]  為什麼遊戲就玩呢
[00:05:28.500 --> 00:05:30.500]  玩些扮喪禮的遊戲
[00:05:30.500 --> 00:05:31.500]  扮有死的人
[00:05:31.500 --> 00:05:32.500]  不知道有沒有人扮死了
[00:05:32.500 --> 00:05:33.500]  躺在那裡
[00:05:33.500 --> 00:05:35.500]  又扮唱哀歌
[00:05:35.500 --> 00:05:36.500]  有些小朋友唱哀歌
[00:05:36.500 --> 00:05:37.500]  其他小朋友就走在一起
[00:05:37.500 --> 00:05:38.500]  哭在一起
[00:05:38.500 --> 00:05:39.500]  哎呀好慘啊
[00:05:39.500 --> 00:05:40.500]  家人死了
[00:05:40.500 --> 00:05:41.500]  玩這些遊戲
[00:05:41.500 --> 00:05:43.500]  最慘的是什麼呢
[00:05:43.500 --> 00:05:45.500]  就是當有小朋友想玩
[00:05:45.500 --> 00:05:47.500]  而叫同伴去玩
[00:05:47.500 --> 00:05:48.500]  同伴就不理他
[00:05:48.500 --> 00:05:50.500]  沒有人跟他玩
[00:05:50.500 --> 00:05:51.500]  這樣就更淒涼
[00:05:51.500 --> 00:05:52.500]  你可以想像
[00:05:52.500 --> 00:05:53.500]  那個小朋友
[00:05:53.500 --> 00:05:54.500]  想跟其他人玩的時候
[00:05:54.500 --> 00:05:56.500]  其實那個小朋友不理你
[00:05:56.500 --> 00:05:57.500]  我吹笛
[00:05:57.500 --> 00:05:58.500]  我好心地吹
[00:05:58.500 --> 00:05:59.500]  為什麼你們沒有人跳舞
[00:05:59.500 --> 00:06:01.500]  我在唱哀歌
[00:06:01.500 --> 00:06:02.500]  唱哀歌的時候
[00:06:02.500 --> 00:06:03.500]  就是唱那些喪禮的歌
[00:06:03.500 --> 00:06:04.500]  為什麼沒有人隨空
[00:06:04.500 --> 00:06:06.500]  沒有人扮死人
[00:06:06.500 --> 00:06:07.500]  這樣就很淒涼
[00:06:07.500 --> 00:06:08.500]  耶穌說
[00:06:08.500 --> 00:06:10.500]  當時那些人
[00:06:10.500 --> 00:06:12.500]  就好像小朋友
[00:06:12.500 --> 00:06:13.500]  想去玩
[00:06:13.500 --> 00:06:15.500]  又沒有人理睬他們
[00:06:15.500 --> 00:06:17.500]  是一個什麼樣的態度呢
[00:06:17.500 --> 00:06:20.500]  就是一個無動於衷的態度
[00:06:20.500 --> 00:06:23.500]  他形容當時是這樣
[00:06:23.500 --> 00:06:25.500]  今天這個世代又怎樣呢
[00:06:25.500 --> 00:06:26.500]  你不知道有沒有嘗試過
[00:06:26.500 --> 00:06:28.500]  在街上看到一些流浪漢
[00:06:28.500 --> 00:06:29.500]  你看到的時候
[00:06:29.500 --> 00:06:30.500]  心裡面那種感動
[00:06:30.500 --> 00:06:32.500]  越來越少
[00:06:32.500 --> 00:06:34.500]  不是越來越多
[00:06:34.500 --> 00:06:35.500]  又或者你聽見身邊
[00:06:35.500 --> 00:06:37.500]  有些朋友、親友
[00:06:37.500 --> 00:06:39.500]  有些不開心的時候
[00:06:39.500 --> 00:06:40.500]  你聽得下去
[00:06:40.500 --> 00:06:41.500]  都好像沒有什麼反應
[00:06:41.500 --> 00:06:43.500]  又覺得他好像阻礙了你的時間
[00:06:43.500 --> 00:06:45.500]  要說這麼多話給你聽
[00:06:45.500 --> 00:06:48.500]  有沒有一些人在我們身邊
[00:06:48.500 --> 00:06:50.500]  過著一些不開心
[00:06:50.500 --> 00:06:52.500]  孤獨、被冷漠的日子
[00:06:52.500 --> 00:06:55.500]  而我們聽不到他們的呼喊
[00:06:55.500 --> 00:06:57.500]  就像幾幅圖畫那樣
[00:06:57.500 --> 00:06:59.500]  我們的人心
[00:06:59.500 --> 00:07:02.500]  是一個無動於衷的心境
[00:07:02.500 --> 00:07:04.500]  當時的年代是這樣的心境
[00:07:04.500 --> 00:07:05.500]  今天我們的年代
[00:07:05.500 --> 00:07:07.500]  是不是都是類似心境
[00:07:07.500 --> 00:07:08.500]  都是無動於衷的
[00:07:08.500 --> 00:07:09.500]  都是沒有感覺
[00:07:09.500 --> 00:07:10.500]  沒有反應的呢
[00:07:10.500 --> 00:07:11.500]  曾幾何時
[00:07:11.500 --> 00:07:12.500]  我們看見電視上
[00:07:12.500 --> 00:07:15.500]  講到非洲那些窮苦的
[00:07:15.500 --> 00:07:17.500]  非洲人的小孩子
[00:07:17.500 --> 00:07:18.500]  瘦了一瘦的身體
[00:07:18.500 --> 00:07:19.500]  戴一戴的圖畫小孩
[00:07:19.500 --> 00:07:20.500]  覺得很淒涼
[00:07:20.500 --> 00:07:22.500]  都想捐錢
[00:07:22.500 --> 00:07:23.500]  今天我們是不是
[00:07:23.500 --> 00:07:24.500]  看到圖畫的時候
[00:07:24.500 --> 00:07:26.500]  很快就會轉台呢
[00:07:26.500 --> 00:07:27.500]  我們的心裡面
[00:07:27.500 --> 00:07:28.500]  是不是還有一個
[00:07:28.500 --> 00:07:29.500]  為了身邊的人
[00:07:29.500 --> 00:07:31.500]  去憂愁悲哀的心境
[00:07:31.500 --> 00:07:33.500]  因為是一個無動於衷
[00:07:33.500 --> 00:07:34.500]  好像耶穌所描述
[00:07:34.500 --> 00:07:35.500]  當時的年代的人
[00:07:35.500 --> 00:07:37.500]  是一個這樣的心境呢
[00:07:39.500 --> 00:07:42.500]  特別是對到一個福音的信息
[00:07:42.500 --> 00:07:43.500]  對到獅子約翰
[00:07:43.500 --> 00:07:46.500]  傳來悔改的信息的時候
[00:07:46.500 --> 00:07:47.500]  耶穌描述那些小孩
[00:07:47.500 --> 00:07:48.500]  好像小朋友玩遊戲
[00:07:48.500 --> 00:07:49.500]  沒有人理會他
[00:07:49.500 --> 00:07:51.500]  當日約翰來到的時候
[00:07:51.500 --> 00:07:52.500]  約翰來到
[00:07:52.500 --> 00:07:54.500]  既不吃也不喝
[00:07:54.500 --> 00:07:56.500]  人們就說他是被鬼附的
[00:07:56.500 --> 00:07:58.500]  當然約翰不是沒有吃東西
[00:07:58.500 --> 00:07:59.500]  也不是沒有喝水
[00:07:59.500 --> 00:08:00.500]  只不過他在曠野裡
[00:08:00.500 --> 00:08:02.500]  來到自己生活
[00:08:02.500 --> 00:08:05.500]  曠野裡來到自己生活
[00:08:05.500 --> 00:08:07.500]  馬大福來了描述
[00:08:07.500 --> 00:08:10.500]  約翰身穿駱駝毛的衣服
[00:08:10.500 --> 00:08:11.500]  不像其他人穿的那些
[00:08:11.500 --> 00:08:12.500]  平時那些美麗的衣服
[00:08:12.500 --> 00:08:14.500]  穿駱駝毛做的衣服
[00:08:14.500 --> 00:08:15.500]  很簡樸的
[00:08:15.500 --> 00:08:16.500]  腰束著皮帶
[00:08:16.500 --> 00:08:18.500]  吃的是蝗蟲和野蜜
[00:08:18.500 --> 00:08:21.500]  跟其他以色列人所吃的不同
[00:08:21.500 --> 00:08:22.500]  他就在曠野裡
[00:08:22.500 --> 00:08:24.500]  傳了一個悔改的道理
[00:08:24.500 --> 00:08:27.500]  有人從不同的地方來聽
[00:08:27.500 --> 00:08:29.500]  但是相信更加多的人
[00:08:29.500 --> 00:08:30.500]  覺得他是傻的
[00:08:30.500 --> 00:08:32.500]  傻的
[00:08:32.500 --> 00:08:35.500]  在那裡好像扮以利亞那樣
[00:08:35.500 --> 00:08:37.500]  傻的那些人在說什麼
[00:08:37.500 --> 00:08:39.500]  很多人拒絕那個福音
[00:08:39.500 --> 00:08:40.500]  很多人就像那些小朋友
[00:08:40.500 --> 00:08:41.500]  聽見有人吹笛子
[00:08:41.500 --> 00:08:42.500]  也沒有人去跳舞
[00:08:42.500 --> 00:08:43.500]  聽見有人唱愛歌
[00:08:43.500 --> 00:08:44.500]  也沒有人去反應
[00:08:44.500 --> 00:08:45.500]  扮那個喪偉
[00:08:45.500 --> 00:08:48.500]  當代的人耶穌不必說話
[00:08:48.500 --> 00:08:50.500]  見到施了約翰尼的時候
[00:08:50.500 --> 00:08:52.500]  是什麼樣的反應
[00:08:52.500 --> 00:08:54.500]  是一個拒絕的反應
[00:08:54.500 --> 00:08:55.500]  是一個不屑的反應
[00:08:55.500 --> 00:08:57.500]  是一個不想聽的反應
[00:08:57.500 --> 00:08:59.500]  只是覺得這些是傻的
[00:08:59.500 --> 00:09:02.500]  今天的年代又是怎樣的
[00:09:04.500 --> 00:09:06.500]  在幾十年前
[00:09:06.500 --> 00:09:09.500]  我再次來到加拿大的時候
[00:09:09.500 --> 00:09:11.500]  我住在唐人街那裡
[00:09:11.500 --> 00:09:14.500]  在丹特市和恩街那附近
[00:09:14.500 --> 00:09:16.500]  經常都會見到一些
[00:09:16.500 --> 00:09:18.500]  類似的傳道牧師
[00:09:18.500 --> 00:09:20.500]  牧者在街上呼喊
[00:09:20.500 --> 00:09:22.500]  在聖經上呼喊
[00:09:22.500 --> 00:09:23.500]  不只是在多倫多
[00:09:23.500 --> 00:09:24.500]  在北美
[00:09:24.500 --> 00:09:25.500]  在歐洲各個不同的地方
[00:09:25.500 --> 00:09:27.500]  都會有這些場合
[00:09:27.500 --> 00:09:29.500]  幾十年前那些傳道牧師
[00:09:29.500 --> 00:09:31.500]  在街上傳福音
[00:09:31.500 --> 00:09:32.500]  呼喊
[00:09:32.500 --> 00:09:34.500]  到今天你是不是發覺
[00:09:34.500 --> 00:09:36.500]  少見了很多
[00:09:36.500 --> 00:09:38.500]  原來很多人都當他們是傻的
[00:09:38.500 --> 00:09:39.500]  見到有些人掛著牌子
[00:09:39.500 --> 00:09:40.500]  放著牌子在說
[00:09:40.500 --> 00:09:41.500]  有時候都分不清
[00:09:41.500 --> 00:09:43.500]  究竟那是傳道的人
[00:09:43.500 --> 00:09:45.500]  還是那些乞丐
[00:09:45.500 --> 00:09:47.500]  在旁邊黑錢的人
[00:09:47.500 --> 00:09:49.500]  希望別人給稅錢的人
[00:09:49.500 --> 00:09:51.500]  同樣掛著牌子
[00:09:51.500 --> 00:09:52.500]  神愛你
[00:09:52.500 --> 00:09:55.500]  有沒有零稅錢可以幫到我
[00:09:55.500 --> 00:09:58.500]  很可惜的就是這個年代
[00:09:58.500 --> 00:10:00.500]  今天的年代
[00:10:00.500 --> 00:10:02.500]  很多傳道的
[00:10:02.500 --> 00:10:04.500]  在街上的
[00:10:04.500 --> 00:10:06.500]  都被別人看成是傻的
[00:10:06.500 --> 00:10:08.500]  沒有興趣
[00:10:08.500 --> 00:10:10.500]  沒有心去聆聽
[00:10:10.500 --> 00:10:11.500]  耶穌來的時候
[00:10:11.500 --> 00:10:13.500]  會不會好一點呢
[00:10:13.500 --> 00:10:16.500]  耶穌繼續去跟門徒
[00:10:16.500 --> 00:10:18.500]  來描述當代的情況
[00:10:18.500 --> 00:10:19.500]  說人子來了
[00:10:19.500 --> 00:10:20.500]  又吃又喝
[00:10:20.500 --> 00:10:22.500]  不像獅子一樣
[00:10:22.500 --> 00:10:25.500]  自己在曠野裡獨自生活
[00:10:25.500 --> 00:10:26.500]  人子來了
[00:10:26.500 --> 00:10:27.500]  是在人群的中間
[00:10:27.500 --> 00:10:29.500]  又吃又喝
[00:10:29.500 --> 00:10:31.500]  但是那些人又怎樣說他呢
[00:10:31.500 --> 00:10:34.500]  獅子約翰那些人就說他是傻的
[00:10:34.500 --> 00:10:35.500]  跟那些人在中間
[00:10:35.500 --> 00:10:38.500]  又吃又喝的耶穌
[00:10:38.500 --> 00:10:39.500]  他們就說
[00:10:39.500 --> 00:10:42.500]  這個人貪吃好酒
[00:10:42.500 --> 00:10:44.500]  為了吃為了喝
[00:10:44.500 --> 00:10:46.500]  就跟那些稅人和罪人
[00:10:46.500 --> 00:10:48.500]  來做朋友
[00:10:48.500 --> 00:10:53.500]  這是一個什麼的世代
[00:10:53.500 --> 00:10:57.500]  是一個是非不分的世代
[00:10:58.500 --> 00:10:59.500]  今天我們做基督徒
[00:10:59.500 --> 00:11:01.500]  是不是有時候都被人當我們是傻的
[00:11:01.500 --> 00:11:03.500]  每個星期用這麼多時間
[00:11:03.500 --> 00:11:04.500]  回到教會
[00:11:04.500 --> 00:11:05.500]  星期天這麼好的時間
[00:11:05.500 --> 00:11:06.500]  出去喝茶不是很好嗎
[00:11:06.500 --> 00:11:08.500]  偏偏我們喜歡回來這裡
[00:11:08.500 --> 00:11:10.500]  過一個敬拜的生活
[00:11:10.500 --> 00:11:14.500]  覺得我們不知道在做什麼
[00:11:14.500 --> 00:11:16.500]  當時的耶穌給人們看成
[00:11:16.500 --> 00:11:18.500]  為什麼祂做這些事
[00:11:18.500 --> 00:11:21.500]  祂是不應該跟那些稅人來做朋友的
[00:11:21.500 --> 00:11:23.500]  耶穌又說是獅子
[00:11:23.500 --> 00:11:26.500]  祂是不應該跟那些罪人來做朋友的
[00:11:26.500 --> 00:11:27.500]  為什麼還要跟他們吃飯
[00:11:27.500 --> 00:11:29.500]  還要在那些地方居住
[00:11:29.500 --> 00:11:31.500]  為什麼耶穌還要做這些事
[00:11:31.500 --> 00:11:34.500]  他們是不想像耶穌那樣
[00:11:34.500 --> 00:11:37.500]  他們覺得耶穌是一個不分是非的人
[00:11:37.500 --> 00:11:39.500]  還說我們當時是不想做
[00:11:39.500 --> 00:11:40.500]  不應該做的事
[00:11:40.500 --> 00:11:43.500]  其實不分是非的是哪一個呢
[00:11:43.500 --> 00:11:45.500]  今天當我們跟身邊的人
[00:11:45.500 --> 00:11:47.500]  全部都可能遇上一些困難
[00:11:47.500 --> 00:11:48.500]  可能覺得很多時候身邊的人
[00:11:48.500 --> 00:11:50.500]  都不願意來聽我們說
[00:11:50.500 --> 00:11:51.500]  關於耶穌基督的事蹟
[00:11:51.500 --> 00:11:52.500]  覺得我們很落後
[00:11:52.500 --> 00:11:53.500]  二千年前的事
[00:11:53.500 --> 00:11:55.500]  你還今天在這裡說
[00:11:55.500 --> 00:11:56.500]  是不是有些已經落後了
[00:11:57.500 --> 00:11:59.500]  是不是已經過去了
[00:11:59.500 --> 00:12:01.500]  我們很多時候都遇到這些困難
[00:12:01.500 --> 00:12:05.500]  耶穌當日用的方法
[00:12:05.500 --> 00:12:06.500]  並不是去抗爭
[00:12:06.500 --> 00:12:08.500]  去等候那些人出來
[00:12:08.500 --> 00:12:10.500]  耶穌是去到人群的中間
[00:12:10.500 --> 00:12:11.500]  做他們的朋友
[00:12:11.500 --> 00:12:13.500]  不是做那些好人的朋友
[00:12:13.500 --> 00:12:15.500]  是做所有人的朋友
[00:12:15.500 --> 00:12:16.500]  包括那些罪人
[00:12:16.500 --> 00:12:18.500]  包括那些被人拒絕的人
[00:12:18.500 --> 00:12:19.500]  包括那些病人
[00:12:19.500 --> 00:12:20.500]  包括那些被鬼附人
[00:12:20.500 --> 00:12:22.500]  包括所有在社會上被拒絕
[00:12:22.500 --> 00:12:23.500]  沒有人喜歡的人
[00:12:23.500 --> 00:12:27.500]  耶穌就去到他們中間做他們的朋友
[00:12:27.500 --> 00:12:30.500]  因為耶穌聽到他們的呼喊聲
[00:12:30.500 --> 00:12:32.500]  聽到人的需要
[00:12:32.500 --> 00:12:34.500]  耶穌是因為祂處理了這個方法
[00:12:34.500 --> 00:12:35.500]  祂去到人群中間
[00:12:35.500 --> 00:12:38.500]  祂所有傳說的呼喊信息
[00:12:38.500 --> 00:12:41.500]  透過跟隨祂的門徒
[00:12:41.500 --> 00:12:43.500]  十二個 三百個 五百個
[00:12:43.500 --> 00:12:45.500]  一直傳到今天
[00:12:45.500 --> 00:12:47.500]  我們這個時代
[00:12:47.500 --> 00:12:50.500]  是因為耶穌有去接觸人群的方式
[00:12:50.500 --> 00:12:52.500]  成為他們的朋友
[00:12:52.500 --> 00:12:54.500]  以致到今天的我們
[00:12:54.500 --> 00:12:56.500]  有機會成為耶穌的朋友
[00:12:56.500 --> 00:13:00.500]  有機會讓耶穌成為我們的朋友
[00:13:00.500 --> 00:13:03.500]  今天嘗試在聖經裡記載
[00:13:03.500 --> 00:13:04.500]  關於耶穌的那麼多種事蹟裡
[00:13:04.500 --> 00:13:05.500]  抽出其中幾個
[00:13:05.500 --> 00:13:08.500]  來給我們今天學習
[00:13:08.500 --> 00:13:10.500]  學習耶穌怎樣去成為
[00:13:10.500 --> 00:13:14.500]  瑞利和罪人的朋友
[00:13:14.500 --> 00:13:15.500]  嘗試分開四個方面
[00:13:15.500 --> 00:13:19.500]  來看其中一些耶穌的事蹟
[00:13:19.500 --> 00:13:21.500]  細心關懷那些患病
[00:13:21.500 --> 00:13:24.500]  以及有需要的人
[00:13:24.500 --> 00:13:25.500]  你可能覺得這件事很容易
[00:13:25.500 --> 00:13:26.500]  身邊有人生病了
[00:13:26.500 --> 00:13:28.500]  那就去探望一下他
[00:13:28.500 --> 00:13:29.500]  去關懷一下他
[00:13:29.500 --> 00:13:32.500]  為什麼有什麼困難呢
[00:13:32.500 --> 00:13:34.500]  我自己就覺得挺困難的
[00:13:34.500 --> 00:13:35.500]  為什麼有困難呢
[00:13:35.500 --> 00:13:36.500]  我還
[00:13:36.500 --> 00:13:38.500]  到現在都還在發生的一樣
[00:13:38.500 --> 00:13:41.500]  我自己一個不好的習慣
[00:13:41.500 --> 00:13:43.500]  就是實事求是
[00:13:43.500 --> 00:13:45.500]  專心做事
[00:13:45.500 --> 00:13:48.500]  打電話給一些弟兄姊妹
[00:13:48.500 --> 00:13:50.500]  答應了去接她回教會
[00:13:50.500 --> 00:13:51.500]  我就打電話給她
