
[00:00:00.000 --> 00:00:02.680]  好 那丁文哲妹 我們上個禮拜
[00:08:46.000 --> 00:08:48.000]  十大傑出青年 對不對
[00:08:48.000 --> 00:08:49.720]  在猶太教當中
[00:08:49.720 --> 00:08:53.040]  他可以說是加瑪列門下的
[00:08:53.040 --> 00:08:54.760]  這個弟子 高材生
[00:08:54.760 --> 00:08:56.960]  他可以說是在猶太教的眼中
[00:08:56.960 --> 00:08:58.800]  看起來是一個模範學生
[00:08:58.800 --> 00:09:00.960]  但是保羅被主得罪了之後
[00:09:00.960 --> 00:09:02.960]  他的眼睛被打開他看見
[00:09:02.960 --> 00:09:07.720]  他說在罪人中 我是一個罪魁
[00:09:07.720 --> 00:09:09.320]  劉主任你有這種感覺嗎
[00:09:10.500 --> 00:09:12.960]  你有這種感覺 你不要做罪魁了 好不好
[00:09:12.960 --> 00:09:14.960]  你覺得自己是一個罪人嗎
[00:09:14.960 --> 00:09:20.040]  如果到今天你還不覺得是一個罪人
[00:09:20.040 --> 00:09:22.520]  我覺得你重生德就有問題
[00:09:22.520 --> 00:09:26.120]  你懂我意思嗎
[00:09:26.120 --> 00:09:31.160]  如果你我不感覺自己是一個罪人
[00:09:31.160 --> 00:09:33.240]  你今天不需要耶穌基督
[00:09:33.240 --> 00:09:38.360]  所以福音一個很重要的關鍵是在這個地方
[00:09:38.800 --> 00:09:40.800]  福音一定要講到罪
[00:09:40.800 --> 00:09:43.680]  一個人不認識罪
[00:09:43.680 --> 00:09:47.920]  他沒有辦法 appreciate這位耶穌基督
[00:09:47.920 --> 00:09:54.000]  他只不過這是一個 不錯 基督教很好
[00:09:54.000 --> 00:09:56.000]  基督徒很nice
[00:09:56.000 --> 00:09:58.280]  我到教會的時候 他們對我都很好
[00:09:58.280 --> 00:10:00.600]  Yes good 但是不夠
[00:10:00.600 --> 00:10:04.880]  他要成為一個真正的跟隨主的門徒
[00:10:04.880 --> 00:10:06.880]  他一定要看見他是一個罪人
[00:10:07.880 --> 00:10:11.440]  當然這個怎麼樣讓他看見這個東西是聖靈的工作
[00:10:11.440 --> 00:10:13.440]  我們也有責任要把神的話講出來
[00:10:13.440 --> 00:10:17.480]  脫離黑暗的詮釋竟然就是什麼
[00:10:17.480 --> 00:10:19.720]  因為約翰一書第五章十九節說
[00:10:19.720 --> 00:10:22.600]  全世界都握在誰的手下
[00:10:22.600 --> 00:10:25.800]  惡者 惡者是誰 魔鬼
[00:10:25.800 --> 00:10:30.520]  是不是全世界都握在惡者的手下
[00:10:30.520 --> 00:10:33.840]  今天惡巫戰爭已經達到第100天了
[00:10:37.680 --> 00:10:39.680]  我一生當中 我想你一生當中
[00:10:39.680 --> 00:10:41.680]  沒有 我們當中有一些長輩
[00:10:41.680 --> 00:10:43.680]  經歷過第二次世界大戰
[00:10:43.680 --> 00:10:46.680]  我們這邊有沒有經歷過第二次世界大戰的 有沒有
[00:10:46.680 --> 00:10:48.680]  這個毛大姐
[00:10:48.680 --> 00:10:54.680]  我覺得這個惡巫戰爭已經有一點
[00:10:54.680 --> 00:10:57.680]  這個第三次世界大戰的前兆
[00:10:57.680 --> 00:11:02.680]  我就覺得說我一生當中沒有看過
[00:11:02.680 --> 00:11:05.680]  眼睜睜全世界看著一個國家
[00:11:05.680 --> 00:11:07.680]  被另外一個國家侵略
[00:11:07.680 --> 00:11:09.680]  我們這邊講侵略
[00:11:09.680 --> 00:11:13.680]  大家都OK嗎
[00:11:13.680 --> 00:11:15.680]  你不是另外一邊的吧
[00:11:15.680 --> 00:11:21.680]  眼睜睜地看著另外一個國家被侵略
[00:11:21.680 --> 00:11:24.680]  眼睜睜看著六百萬的人流離死所
[00:11:24.680 --> 00:11:26.680]  眼睜睜地看著
[00:11:26.680 --> 00:11:29.680]  這些很多是種族屠殺的做法
[00:11:29.680 --> 00:11:34.680]  世界各國怕引起第三次世界大戰
[00:11:34.680 --> 00:11:37.680]  大家都不敢動兵
[00:11:37.680 --> 00:11:39.680]  只能夠偷偷地送武器
[00:11:39.680 --> 00:11:42.680]  送的武器還不能夠長程大砲
[00:11:42.680 --> 00:11:44.680]  長程導彈飛機 為什麼
[00:11:44.680 --> 00:11:46.680]  怕引起戰爭
[00:11:46.680 --> 00:11:50.680]  你就真是看見這一世代
[00:11:50.680 --> 00:11:52.680]  公義在哪裡
[00:11:52.680 --> 00:11:55.680]  是不是
[00:11:55.680 --> 00:11:58.680]  黑惡的權勢掌權
[00:11:58.680 --> 00:12:01.680]  全世界服在那惡者手下
[00:12:02.680 --> 00:12:04.680]  弟兄姊妹
[00:12:04.680 --> 00:12:06.680]  所以保羅說
[00:12:06.680 --> 00:12:10.680]  我們過去就是在那個惡者的手下
[00:12:10.680 --> 00:12:11.680]  是不是
[00:12:11.680 --> 00:12:14.680]  過去新竹之前
[00:12:14.680 --> 00:12:16.680]  會抽菸的告訴我
[00:12:16.680 --> 00:12:18.680]  抽菸 想不想戒菸
[00:12:18.680 --> 00:12:21.680]  戒菸
[00:12:21.680 --> 00:12:24.680]  戒了一百次還是沒有戒掉
[00:12:24.680 --> 00:12:27.680]  那個黑暗的權勢掌控我們
[00:12:27.680 --> 00:12:31.680]  過去看這個internet pornography
[00:12:31.680 --> 00:12:33.680]  看網路色情
[00:12:33.680 --> 00:12:35.680]  喜歡看韓劇
[00:12:35.680 --> 00:12:37.680]  喜歡看小說
[00:12:37.680 --> 00:12:39.680]  一看就晚上不睡覺
[00:12:39.680 --> 00:12:41.680]  打電動玩具 年輕人
[00:12:41.680 --> 00:12:43.680]  有沒有 很多這些魔鬼
[00:12:43.680 --> 00:12:45.680]  用各式各樣的方式在掌控我們
[00:12:45.680 --> 00:12:47.680]  而我們被掌控在其中
[00:12:47.680 --> 00:12:49.680]  就像保羅說
[00:12:49.680 --> 00:12:51.680]  享受最終之樂
[00:12:51.680 --> 00:12:53.680]  那時候我們
[00:12:53.680 --> 00:12:57.680]  在那個隨從這世界的風俗
[00:12:57.680 --> 00:13:00.680]  現在丟這杯
[00:13:00.680 --> 00:13:04.680]  如今他把我們從罪惡裡面怎麼樣
[00:13:04.680 --> 00:13:07.680]  把我們從罪惡裡面
[00:13:07.680 --> 00:13:09.680]  從黑暗的權勢裡面
[00:13:09.680 --> 00:13:11.680]  把我們牽到哪裡去
[00:13:11.680 --> 00:13:12.680]  牽到哪裡
[00:13:12.680 --> 00:13:14.680]  哪裡
[00:13:14.680 --> 00:13:16.680]  哪裡
[00:13:16.680 --> 00:13:21.680]  牽到他愛子的國度裡面
[00:13:21.680 --> 00:13:28.680]  這一次俄羅斯
[00:13:30.680 --> 00:13:33.680]  他們發動這一次的戰爭
[00:13:33.680 --> 00:13:35.680]  他們大概據說
[00:13:35.680 --> 00:13:37.680]  把差不多20萬的
[00:13:37.680 --> 00:13:39.680]  烏克蘭的兒童
[00:13:39.680 --> 00:13:43.680]  把他牽到俄羅斯去
[00:13:43.680 --> 00:13:47.680]  那麼其他100萬人民
[00:13:47.680 --> 00:13:49.680]  成年人
[00:13:49.680 --> 00:13:51.680]  總共是120萬
[00:13:51.680 --> 00:13:55.680]  被他牽到俄羅斯去
[00:13:55.680 --> 00:13:58.680]  這個是一個反例子
[00:13:58.680 --> 00:14:00.680]  我現在要講的是一個反例子
[00:14:00.680 --> 00:14:02.680]  這不是說我們牽到俄羅斯那邊
[00:14:02.680 --> 00:14:03.680]  就是怎麼樣
[00:14:03.680 --> 00:14:04.680]  愛子的國度
[00:14:04.680 --> 00:14:05.680]  對不起不是
[00:14:05.680 --> 00:14:08.680]  我只是要來解釋這個牽的意思
[00:14:08.680 --> 00:14:11.680]  牽這個字在原來的意思裡面
[00:14:11.680 --> 00:14:13.680]  就是從一個國家的居民
[00:14:13.680 --> 00:14:15.680]  把他轉移到另外一個居民
[00:14:15.680 --> 00:14:17.680]  這個叫做牽
[00:14:17.680 --> 00:14:19.680]  在古代的時候
[00:14:19.680 --> 00:14:21.680]  打仗的時候都會做這種事情的
[00:14:21.680 --> 00:14:24.680]  俄羅斯今天做這種事情也不稀奇
[00:14:24.680 --> 00:14:26.680]  他想要把烏克蘭的這一些人
[00:14:26.680 --> 00:14:28.680]  把他怎麼樣
[00:14:28.680 --> 00:14:30.680]  整個怎麼樣
[00:14:30.680 --> 00:14:32.680]  俄羅斯化
[00:14:32.680 --> 00:14:34.680]  有沒有
[00:14:34.680 --> 00:14:36.680]  當年台灣被日本人佔領的時候
[00:14:36.680 --> 00:14:38.680]  怎麼樣
[00:14:38.680 --> 00:14:40.680]  那叫日本化
[00:14:40.680 --> 00:14:42.680]  是不是
[00:14:42.680 --> 00:14:44.680]  所以我們組織被的在台灣的
[00:14:44.680 --> 00:14:46.680]  他會講日文
[00:14:46.680 --> 00:14:48.680]  哎呦
[00:14:48.680 --> 00:14:50.680]  你知道日本人統治的時候
[00:14:50.680 --> 00:14:51.680]  多好啊
[00:14:51.680 --> 00:14:53.680]  也不庇護啊
[00:14:53.680 --> 00:14:56.680]  不想要現在這麼亂啊
[00:14:56.680 --> 00:14:58.680]  哎呦
[00:14:58.680 --> 00:15:01.680]  你偷東西把你手剁掉看你敢偷嗎
[00:15:01.680 --> 00:15:04.680]  你想不想要這樣子的來管你呢
[00:15:04.680 --> 00:15:06.680]  那你回去啊
[00:15:06.680 --> 00:15:08.680]  你懂我意思嗎
[00:15:08.680 --> 00:15:10.680]  現在說什麼你可以看見
[00:15:10.680 --> 00:15:13.680]  所以一個國家他想要統治另外一個國家
[00:15:13.680 --> 00:15:15.680]  他做的
[00:15:15.680 --> 00:15:18.680]  魔鬼的手法是歷史歷代都一樣的
[00:15:18.680 --> 00:15:20.680]  俄羅斯就做今天做這樣的事情
[00:15:20.680 --> 00:15:22.680]  把這些牽到那個地方去
[00:15:22.680 --> 00:15:24.680]  他要把這些的一百二十萬人
[00:15:24.680 --> 00:15:25.680]  把它怎麼樣
[00:15:25.680 --> 00:15:27.680]  變成是講俄語
[00:15:27.680 --> 00:15:29.680]  變成是接受俄羅斯的教育
[00:15:29.680 --> 00:15:34.680]  接受他們的觀念
[00:15:34.680 --> 00:15:36.680]  所以第一件事情保留在這裡說
[00:15:36.680 --> 00:15:37.680]  我們要感謝
[00:15:37.680 --> 00:15:40.680]  因為他把我們從黑暗的詮釋裡面
[00:15:40.680 --> 00:15:42.680]  牽到他愛子的國度裡面
[00:15:42.680 --> 00:15:43.680]  親愛的同志們
[00:15:43.680 --> 00:15:45.680]  現在也許美國沒有那麼好了
[00:15:45.680 --> 00:15:47.680]  不過呢當初你來美國的時候
[00:15:47.680 --> 00:15:48.680]  美國好不好啊
[00:15:48.680 --> 00:15:50.680]  好不好
[00:15:50.680 --> 00:15:52.680]  怎麼這麼少人好
[00:15:52.680 --> 00:15:55.680]  那你來美國是不甘不願的囉
[00:15:55.680 --> 00:15:57.680]  不得不來
[00:15:57.680 --> 00:15:59.680]  是不是
[00:15:59.680 --> 00:16:03.680]  在中國混不下所以來這裡是吧
[00:16:03.680 --> 00:16:05.680]  在台灣混不下
[00:16:05.680 --> 00:16:07.680]  很多人來美國為什麼
[00:16:07.680 --> 00:16:09.680]  美國好不好
[00:16:09.680 --> 00:16:11.680]  好是不是
[00:16:11.680 --> 00:16:12.680]  親愛的同志們
[00:16:12.680 --> 00:16:14.680]  所以呢
[00:16:14.680 --> 00:16:16.680]  美國你都覺得好了
[00:16:16.680 --> 00:16:18.680]  他愛子的國度
[00:16:18.680 --> 00:16:20.680]  就是耶穌基督的國度
[00:16:20.680 --> 00:16:24.680]  豈不是比這豪商不知道千倍萬倍嗎
[00:16:24.680 --> 00:16:25.680]  所以親愛的同志們
[00:16:25.680 --> 00:16:28.680]  你現在在哪一個國度啊
[00:16:28.680 --> 00:16:31.680]  你現在哪一個國度
[00:16:31.680 --> 00:16:32.680]  你說我在美國
[00:16:32.680 --> 00:16:33.680]  沒錯你在美國
[00:16:33.680 --> 00:16:37.680]  你人你人這個具體的是在美國生活
[00:16:37.680 --> 00:16:39.680]  但是請問你在那個無形的國度裡面
[00:16:39.680 --> 00:16:41.680]  你是在黑暗的國度
[00:16:41.680 --> 00:16:43.680]  還是在光明的國度
[00:16:43.680 --> 00:16:44.680]  是在魔鬼的國度
[00:16:44.680 --> 00:16:47.680]  還是耶穌基督的國度
[00:16:47.680 --> 00:16:49.680]  耶穌基督的國度
[00:16:49.680 --> 00:16:52.680]  你有為這件事情感謝主嗎
[00:16:52.680 --> 00:16:59.680]  你為這件事情向保羅說又感謝父啊
[00:16:59.680 --> 00:17:02.680]  保羅說你的眼睛被打開
[00:17:02.680 --> 00:17:04.680]  你認識神的旨意
[00:17:04.680 --> 00:17:05.680]  你就會看見這是一個
[00:17:05.680 --> 00:17:07.680]  多麼值得我們感恩的事情
[00:17:07.680 --> 00:17:08.680]  你不要
[00:17:08.680 --> 00:17:10.680]  今天你可以看見
[00:17:10.680 --> 00:17:13.680]  我現在我是沒有那麼
[00:17:13.680 --> 00:17:14.680]  坦白講
[00:17:14.680 --> 00:17:16.680]  我這個拿到美國公民的時候
[00:17:16.680 --> 00:17:19.680]  我沒有那麼興奮
[00:17:19.680 --> 00:17:22.680]  所以我不太能夠體會
[00:17:22.680 --> 00:17:24.680]  那些人拿美國公民的感覺
[00:17:24.680 --> 00:17:27.680]  我們當中有些人應該有這種感覺
[00:17:27.680 --> 00:17:30.680]  當你拿到美國公民的宣誓的時候
[00:17:30.680 --> 00:17:33.680]  你的感覺是怎麼樣
[00:17:33.680 --> 00:17:36.680]  終究這一天到了
[00:17:36.680 --> 00:17:38.680]  我成為美國公民了
[00:17:38.680 --> 00:17:39.680]  哈利路亞
[00:17:39.680 --> 00:17:41.680]  親愛的同志們
[00:17:41.680 --> 00:17:44.680]  你成為天國公民有沒有這麼興奮
[00:17:44.680 --> 00:17:46.680]  有沒有這麼興奮
[00:17:46.680 --> 00:17:48.680]  有啊
[00:17:48.680 --> 00:17:50.680]  是不是
[00:17:50.680 --> 00:17:52.680]  彭明剛受洗啊
[00:17:52.680 --> 00:17:54.680]  好不容易啊
[00:17:54.680 --> 00:17:55.680]  是不是
[00:17:55.680 --> 00:17:58.680]  差點沒有辦法受洗啊
[00:17:58.680 --> 00:18:01.680]  所以越不容易得著你越珍惜
[00:18:01.680 --> 00:18:03.680]  得來全不費功夫
[00:18:03.680 --> 00:18:04.680]  你就怎麼樣
[00:18:04.680 --> 00:18:06.680]  隨便糟蹋
[00:18:06.680 --> 00:18:09.680]  全都是被天國神的國度
[00:18:09.680 --> 00:18:11.680]  何等寶貴
[00:18:11.680 --> 00:18:13.680]  在這個國度裡面
[00:18:13.680 --> 00:18:14.680]  沒有黑暗
[00:18:14.680 --> 00:18:15.680]  沒有一點的皺紋
[00:18:15.680 --> 00:18:16.680]  沒有一點的這些瑕疵
[00:18:16.680 --> 00:18:18.680]  沒有一切人間的這些問題
[00:18:18.680 --> 00:18:20.680]  在上帝的國度裡面
[00:18:20.680 --> 00:18:21.680]  神的國度完全降臨
[00:18:21.680 --> 00:18:24.680]  所以耶穌基督告訴我們一件事情
[00:18:24.680 --> 00:18:26.680]  整個四福音你可以看見
[00:18:26.680 --> 00:18:28.680]  神要我們在那邊就是在等候
[00:18:28.680 --> 00:18:32.680]  就是在預備將來的國度完全降臨
[00:18:32.680 --> 00:18:34.680]  我們在地上這個地方
[00:18:34.680 --> 00:18:37.680]  不管你在美國在中國在台灣在哪一個地方
[00:18:37.680 --> 00:18:38.680]  你在世界哪一個角落
[00:18:38.680 --> 00:18:39.680]  你成為一個基督徒
[00:18:39.680 --> 00:18:42.680]  你要知道你是天上的國民
[00:18:42.680 --> 00:18:46.680]  在地上等候主耶穌基督的降臨
[00:18:46.680 --> 00:18:48.680]  Amen
[00:18:48.680 --> 00:18:51.680]  所以你不是
[00:18:51.680 --> 00:18:55.680]  你不要把你自己降格了
[00:18:55.680 --> 00:19:00.680]  只是以擁有美國國民身份為榮
[00:19:00.680 --> 00:19:03.680]  你要看見你最值得
