
[00:00:00.000 --> 00:00:02.000]  好 今天的題目
[00:03:51.000 --> 00:03:55.000]  獨身人士也可以活得好精彩
[00:03:55.000 --> 00:03:57.000]  你說今天的題目
[00:03:57.000 --> 00:04:00.000]  是否與結婚的人無關?
[00:04:00.000 --> 00:04:02.000]  當然不是
[00:04:02.000 --> 00:04:05.000]  身邊有很多結婚的人
[00:04:05.000 --> 00:04:07.000]  剛才你們也看到了
[00:04:07.000 --> 00:04:09.000]  很多人還是單身
[00:04:09.000 --> 00:04:11.000]  你也要關顧他們
[00:04:11.000 --> 00:04:16.000]  另外就是原來在這幾節聖經裡
[00:04:16.000 --> 00:04:19.000]  也有提到結婚的人要做些什麼
[00:04:19.000 --> 00:04:21.000]  要有些什麼責任
[00:04:21.000 --> 00:04:24.000]  所以既然有秘笈
[00:04:24.000 --> 00:04:27.000]  今天我就送你們三個錦囊
[00:04:27.000 --> 00:04:30.000]  看看這三個錦囊
[00:04:30.000 --> 00:04:32.000]  如何帶出精彩的生命
[00:04:32.000 --> 00:04:34.000]  第一個錦囊
[00:04:34.000 --> 00:04:37.000]  以不變應萬變
[00:04:37.000 --> 00:04:39.000]  不隨便變
[00:04:39.000 --> 00:04:41.000]  我們先讀一下聖經
[00:04:41.000 --> 00:04:43.000]  由第二十五節至三十一節
[00:04:43.000 --> 00:04:45.000]  一二三
[00:04:45.000 --> 00:04:47.000]  論到
[00:05:09.000 --> 00:05:24.000]  ......
[00:05:24.000 --> 00:05:26.000]  讀完這三節
[00:05:26.000 --> 00:05:28.000]  二十九至三十一
[00:05:28.000 --> 00:05:30.000]  弟兄們
[00:05:30.000 --> 00:05:51.000]  ......
[00:05:51.000 --> 00:05:53.000]  讀了這麼多節聖經
[00:05:53.000 --> 00:05:55.000]  其實大家知不知道要說什麼
[00:05:55.000 --> 00:05:57.000]  我前面的弟兄姊妹開始笑了
[00:05:57.000 --> 00:06:00.000]  究竟結婚還是不結婚呢
[00:06:00.000 --> 00:06:02.000]  究竟在說什麼呢
[00:06:02.000 --> 00:06:04.000]  很有趣,我先提醒大家
[00:06:04.000 --> 00:06:06.000]  保羅寫的書信
[00:06:06.000 --> 00:06:10.000]  通常都是針對當時教會要處理的問題
[00:06:10.000 --> 00:06:12.000]  正在發生的問題
[00:06:12.000 --> 00:06:15.000]  而在第七章至二十五節
[00:06:15.000 --> 00:06:17.000]  剛才你們讀過
[00:06:17.000 --> 00:06:20.000]  ......
[00:06:20.000 --> 00:06:22.000]  保羅一二十五節就說到
[00:06:22.000 --> 00:06:25.000]  論到同生的人
[00:06:25.000 --> 00:06:28.000]  單身、獨身的人
[00:06:28.000 --> 00:06:30.000]  原來保羅要處理的是
[00:06:30.000 --> 00:06:34.000]  哥倫多教會的人對這方面的疑問
[00:06:34.000 --> 00:06:36.000]  對保羅的提問
[00:06:36.000 --> 00:06:39.000]  其實不是到現在保羅才回應
[00:06:39.000 --> 00:06:41.000]  其實在七章第一節
[00:06:41.000 --> 00:06:43.000]  上次陳牧師說的第一節的時候
[00:06:43.000 --> 00:06:46.000]  哥倫多教會已經有人在問這些問題
[00:06:46.000 --> 00:06:50.000]  在說獨身,禁慾主義,其他的問題
[00:06:50.000 --> 00:06:52.000]  所以保羅繼續在這章聖經裡
[00:06:52.000 --> 00:06:56.000]  詳細跟他們說有什麼忠告給結婚的人
[00:06:56.000 --> 00:06:58.000]  又有什麼忠告給獨身的人
[00:06:58.000 --> 00:07:00.000]  所以去到二十五節
[00:07:00.000 --> 00:07:03.000]  很明顯他跟獨身的人說話
[00:07:03.000 --> 00:07:05.000]  不過保羅很特別
[00:07:05.000 --> 00:07:06.000]  也很坦白
[00:07:06.000 --> 00:07:08.000]  他說我接下來說的話
[00:07:08.000 --> 00:07:13.000]  其實不是直接由主耶穌基督的吩咐下來
[00:07:13.000 --> 00:07:16.000]  不過,所以他是沒有主的命令
[00:07:16.000 --> 00:07:18.000]  但是保羅的身份
[00:07:18.000 --> 00:07:21.000]  我相信在當時任何一間教會都知道
[00:07:21.000 --> 00:07:24.000]  他是直接從耶穌那裡領受救恩
[00:07:24.000 --> 00:07:27.000]  並且直接被耶穌授命為使徒
[00:07:27.000 --> 00:07:29.000]  作外邦人的使徒
[00:07:29.000 --> 00:07:32.000]  所以保羅說的教導
[00:07:32.000 --> 00:07:34.000]  他的忠告有沒有份量
[00:07:34.000 --> 00:07:36.000]  當然有份量
[00:07:36.000 --> 00:07:39.000]  所以他說的意見值不值得聽
[00:07:39.000 --> 00:07:41.000]  當然值得聽
[00:07:41.000 --> 00:07:46.000]  所以說完自己的權威性之後
[00:07:46.000 --> 00:07:48.000]  他就說第二十六節
[00:07:48.000 --> 00:07:50.000]  二十六節他一開始說
[00:07:50.000 --> 00:07:53.000]  那個是什麼時代?
[00:07:53.000 --> 00:07:57.000]  艱難的時代
[00:07:57.000 --> 00:08:00.000]  保羅為什麼要先說這個呢?
[00:08:00.000 --> 00:08:03.000]  要有處境性去演繹這個問題
[00:08:03.000 --> 00:08:05.000]  婚姻是好的
[00:08:05.000 --> 00:08:06.000]  婚姻是無罪的
[00:08:06.000 --> 00:08:10.000]  但是保羅在這裡要說獨身的問題的時候
[00:08:10.000 --> 00:08:12.000]  他先將處境告訴大家
[00:08:12.000 --> 00:08:15.000]  當時的處境非常艱難
[00:08:15.000 --> 00:08:16.000]  為什麼非常艱難呢?
[00:08:16.000 --> 00:08:21.000]  因為當時羅馬帝國在各處都在逼迫基督徒
[00:08:21.000 --> 00:08:24.000]  在各處都是嚴重的逼迫
[00:08:24.000 --> 00:08:25.000]  所以非常艱難
[00:08:25.000 --> 00:08:28.000]  他不僅在二十六節說現在是艱難的時候
[00:08:28.000 --> 00:08:33.000]  他在二十九節還說「時候減少了」
[00:08:33.000 --> 00:08:35.000]  什麼是「時候減少了」?
[00:08:35.000 --> 00:08:37.000]  什麼叫「時候減少了」?
[00:08:37.000 --> 00:08:40.000]  少了一點時間
[00:08:40.000 --> 00:08:42.000]  所餘無幾
[00:08:42.000 --> 00:08:44.000]  為什麼會少了一點時間?
[00:08:44.000 --> 00:08:45.000]  所餘時間無幾
[00:08:45.000 --> 00:08:47.000]  第三十一節怎麼說?
[00:08:47.000 --> 00:08:51.000]  「這世界的樣子將要過去」
[00:08:51.000 --> 00:08:53.000]  那你們想起什麼?
[00:08:53.000 --> 00:08:55.000]  主在來
[00:08:55.000 --> 00:09:01.000]  原來保羅對末世觀有個迫切的感受
[00:09:01.000 --> 00:09:04.000]  他覺得主在來很快就會回來
[00:09:04.000 --> 00:09:07.000]  所以在這麼短暫的時候
[00:09:07.000 --> 00:09:09.000]  在這麼艱難的時候
[00:09:09.000 --> 00:09:13.000]  我們要怎麼去看一個獨身的問題呢?
[00:09:13.000 --> 00:09:18.000]  這個正正就是保羅先將客觀環境告訴我們
[00:09:18.000 --> 00:09:25.000]  然後才叫我們去想自身的問題
[00:09:25.000 --> 00:09:28.000]  他怎麼鼓勵當時的人
[00:09:28.000 --> 00:09:30.000]  在這麼艱難的環境
[00:09:30.000 --> 00:09:32.000]  末世當中
[00:09:32.000 --> 00:09:35.000]  他叫他們怎麼做呢?
[00:09:35.000 --> 00:09:37.000]  保羅的忠告是
[00:09:37.000 --> 00:09:40.000]  「守素安常」
[00:09:40.000 --> 00:09:42.000]  什麼叫「守素安常」呢?
[00:09:42.000 --> 00:09:46.000]  原文直譯就是這樣
[00:09:46.000 --> 00:09:48.000]  更加清楚的是
[00:09:48.000 --> 00:09:50.000]  「維持原狀」
[00:09:50.000 --> 00:09:52.000]  「維持原狀」就是說
[00:09:52.000 --> 00:09:54.000]  你結了婚就維持結了婚
[00:09:54.000 --> 00:09:56.000]  不要拋棄你的伴侶
[00:09:56.000 --> 00:09:58.000]  但你未婚的
[00:09:58.000 --> 00:10:04.000]  不需要急需進入婚姻
[00:10:04.000 --> 00:10:07.000]  為什麼保羅會這樣說呢?
[00:10:07.000 --> 00:10:09.000]  在艱難的日子
[00:10:09.000 --> 00:10:11.000]  不要趕著去結婚
[00:10:11.000 --> 00:10:13.000]  為什麼呢?
[00:10:13.000 --> 00:10:15.000]  原來在艱難的日子
[00:10:15.000 --> 00:10:17.000]  保持一個穩定的狀態
[00:10:17.000 --> 00:10:20.000]  可以更加專心面對挑戰
[00:10:20.000 --> 00:10:22.000]  為什麼我會這樣說呢?
[00:10:22.000 --> 00:10:24.000]  我在想
[00:10:24.000 --> 00:10:26.000]  是
[00:10:26.000 --> 00:10:29.000]  結婚很正常
[00:10:29.000 --> 00:10:31.000]  結婚有負擔是應該的
[00:10:31.000 --> 00:10:33.000]  是正常的事
[00:10:33.000 --> 00:10:34.000]  但如果你想想
[00:10:34.000 --> 00:10:36.000]  在艱難例如打仗的日子
[00:10:36.000 --> 00:10:38.000]  你有家庭
[00:10:38.000 --> 00:10:41.000]  你的擔子就更加重
[00:10:41.000 --> 00:10:43.000]  我不是一個人去逃難
[00:10:43.000 --> 00:10:45.000]  我一家人去逃難
[00:10:45.000 --> 00:10:47.000]  我要看顧我身邊的人的時候
[00:10:47.000 --> 00:10:49.000]  擔子不一樣
[00:10:49.000 --> 00:10:52.000]  我家人告訴我
[00:10:52.000 --> 00:10:54.000]  原來第二次世界大戰的時候
[00:10:54.000 --> 00:10:56.000]  我奶奶一個人
[00:10:56.000 --> 00:10:58.000]  要帶著四個子女
[00:10:58.000 --> 00:11:02.000]  當時我爺爺在美國服兵役
[00:11:02.000 --> 00:11:04.000]  所以她一個人
[00:11:04.000 --> 00:11:05.000]  要帶著四個子女
[00:11:05.000 --> 00:11:08.000]  包括我爸爸去逃難
[00:11:08.000 --> 00:11:09.000]  一個兒子
[00:11:09.000 --> 00:11:10.000]  三個女兒
[00:11:10.000 --> 00:11:11.000]  最後有兩個女兒
[00:11:11.000 --> 00:11:13.000]  在逃難過程中
[00:11:13.000 --> 00:11:15.000]  已經病死了
[00:11:15.000 --> 00:11:17.000]  所以我沒有見過那兩個小姑姐
[00:11:17.000 --> 00:11:19.000]  實際上
[00:11:19.000 --> 00:11:20.000]  真的
[00:11:20.000 --> 00:11:21.000]  原來在艱難的日子
[00:11:21.000 --> 00:11:23.000]  你要照顧一家大小
[00:11:23.000 --> 00:11:27.000]  其實相對你的責任是重了
[00:11:27.000 --> 00:11:29.000]  所以保羅更加
[00:11:29.000 --> 00:11:33.000]  用一個迫切的末世觀去看的時候
[00:11:33.000 --> 00:11:35.000]  他覺得短暫的事情
[00:11:35.000 --> 00:11:36.000]  包括婚姻
[00:11:36.000 --> 00:11:38.000]  就算不得什麼
[00:11:38.000 --> 00:11:40.000]  因為在永恆當中
[00:11:40.000 --> 00:11:46.000]  究竟什麼才可以帶到永恆呢?
[00:11:46.000 --> 00:11:48.000]  在這麼艱難的日子
[00:11:48.000 --> 00:11:50.000]  如果不是必須的
[00:11:50.000 --> 00:11:51.000]  保羅就覺得
[00:11:51.000 --> 00:11:53.000]  我們不要為一些短暫
[00:11:53.000 --> 00:11:56.000]  逐世的事去增添煩惱
[00:11:56.000 --> 00:12:00.000]  原來平穩性對我們生活很有影響
[00:12:00.000 --> 00:12:02.000]  為什麼我這樣說呢?
[00:12:02.000 --> 00:12:05.000]  我上星期有機會和兩個舊同事吃飯
[00:12:05.000 --> 00:12:09.000]  兩個我相繼認識的舊同事吃飯
[00:12:09.000 --> 00:12:11.000]  兩個都是我帶信耶穌的
[00:12:11.000 --> 00:12:14.000]  不過現在兩個還是單身的
[00:12:14.000 --> 00:12:18.000]  第一個年紀比較成熟
[00:12:18.000 --> 00:12:19.000]  不過他屬靈生命
[00:12:19.000 --> 00:12:21.000]  比較幼嫩
[00:12:21.000 --> 00:12:22.000]  我就問他
[00:12:22.000 --> 00:12:26.000]  如果現在有一個合適的人在你面前
[00:12:26.000 --> 00:12:29.000]  你會不會考慮結婚?
[00:12:29.000 --> 00:12:30.000]  他說當然不會
[00:12:30.000 --> 00:12:31.000]  答得我非常快
[00:12:31.000 --> 00:12:33.000]  我剛剛才拒絕了一個
[00:12:33.000 --> 00:12:36.000]  我說這麼厲害?
[00:12:36.000 --> 00:12:37.000]  什麼事啊?
[00:12:37.000 --> 00:12:39.000]  我和他太熟了
[00:12:39.000 --> 00:12:42.000]  他說為什麼要搞一些事情來煩惱
[00:12:42.000 --> 00:12:44.000]  我覺得現在很好
[00:12:44.000 --> 00:12:46.000]  我現在很開心
[00:12:46.000 --> 00:12:47.000]  他的工作
[00:12:47.000 --> 00:12:48.000]  如果不是因為疫情的緣故
[00:12:48.000 --> 00:12:50.000]  他經常都會飛來飛去
[00:12:50.000 --> 00:12:51.000]  他說不要煩惱
[00:12:51.000 --> 00:12:54.000]  他說我真的覺得生活得很好
[00:12:54.000 --> 00:12:55.000]  很開心
[00:12:55.000 --> 00:12:57.000]  再加上他一家人
[00:12:57.000 --> 00:12:58.000]  和幾兄弟姐妹
[00:12:58.000 --> 00:13:00.000]  那些全部結了婚
[00:13:00.000 --> 00:13:02.000]  住在新界的丁屋
[00:13:02.000 --> 00:13:04.000]  整棟都是他們一家人住
[00:13:04.000 --> 00:13:06.000]  他覺得我現在的狀況
[00:13:06.000 --> 00:13:08.000]  我回到家裡很開心
[00:13:08.000 --> 00:13:12.000]  我不需要去找伴侶
[00:13:12.000 --> 00:13:13.000]  我明白了
[00:13:13.000 --> 00:13:15.000]  他還跟我說了一件事
[00:13:15.000 --> 00:13:16.000]  我也覺得很特別
[00:13:16.000 --> 00:13:17.000]  因為我和他很熟
[00:13:17.000 --> 00:13:18.000]  所以我認識他媽媽
[00:13:18.000 --> 00:13:20.000]  他媽媽已經八十多歲了
[00:13:20.000 --> 00:13:22.000]  他說你知不知道伯母跟我說什麼?
[00:13:22.000 --> 00:13:23.000]  我說說什麼?
[00:13:23.000 --> 00:13:28.000]  他說我被我姐姐最聰明的一件事
[00:13:28.000 --> 00:13:30.000]  就是我沒有結婚
[00:13:30.000 --> 00:13:34.000]  我說伯母的看法也很特別
[00:13:34.000 --> 00:13:37.000]  很少有八十多歲的老人家會這樣說
[00:13:37.000 --> 00:13:38.000]  很特別
[00:13:38.000 --> 00:13:40.000]  於是我看另一個人
[00:13:40.000 --> 00:13:42.000]  我說他年輕一點
[00:13:42.000 --> 00:13:44.000]  不過他熟齡生命
[00:13:44.000 --> 00:13:45.000]  資深很多
[00:13:45.000 --> 00:13:47.000]  他已經在另一間教會執事
[00:13:47.000 --> 00:13:50.000]  也有很多領導的崗位
[00:13:50.000 --> 00:13:52.000]  他跟我說
[00:13:52.000 --> 00:13:54.000]  我不會刻意去求
[00:13:54.000 --> 00:13:58.000]  不過如果上帝真的為他預備一個合適的人選
[00:13:58.000 --> 00:14:00.000]  他會接受的
[00:14:00.000 --> 00:14:03.000]  但是他也要接受我一個條件
[00:14:03.000 --> 00:14:05.000]  我說什麼條件?
[00:14:05.000 --> 00:14:10.000]  他說他要接受我現在有一個很重要的負擔
[00:14:10.000 --> 00:14:11.000]  負擔是什麼呢?
[00:14:11.000 --> 00:14:18.000]  就是我現在要負責照顧和我同住年老的父母親
[00:14:18.000 --> 00:14:20.000]  如果他不可以接受我這個負擔
[00:14:20.000 --> 00:14:22.000]  我也接受不了他
[00:14:22.000 --> 00:14:28.000]  哦,原來人就算不在逼迫的環境當中
[00:14:28.000 --> 00:14:33.000]  其實有些東西的穩定性對人的生活是很影響的
[00:14:33.000 --> 00:14:36.000]  所以我們兩個朋友都不在逼迫的環境中
[00:14:36.000 --> 00:14:39.000]  他也會以不變應萬變
[00:14:39.000 --> 00:14:41.000]  不隨便變
[00:14:41.000 --> 00:14:43.000]  他也會這樣選擇
[00:14:43.000 --> 00:14:46.000]  何況在一些逼迫的環境當中
[00:14:46.000 --> 00:14:49.000]  真的是更大的挑戰
[00:14:49.000 --> 00:14:53.000]  所以在第一世紀基督徒要面對這麼大的逼迫的時候
[00:14:53.000 --> 00:14:58.000]  保羅期待主再來的盼望那麼迫切
[00:14:58.000 --> 00:15:01.000]  就會將自贊自輕的事情放下
[00:15:01.000 --> 00:15:06.000]  而將他的心思意念放在上帝的工作中
[00:15:06.000 --> 00:15:10.000]  他用另外一個眼光去看待那個時代
[00:15:10.000 --> 00:15:14.000]  其實我不知道大家覺得今天的時代
[00:15:14.000 --> 00:15:16.000]  今天的情況是一個怎樣的時代
[00:15:16.000 --> 00:15:18.000]  是不是一個艱難的時代
[00:15:18.000 --> 00:15:22.000]  今天的時代是不是一個末世的時代
[00:15:22.000 --> 00:15:26.000]  究竟我們有沒有用一個正確的末世眼光
[00:15:26.000 --> 00:15:30.000]  擺好一個正確的優先次序
[00:15:30.000 --> 00:15:33.000]  究竟我們看今世的事
[00:15:33.000 --> 00:15:35.000]  相對永恆的事
[00:15:35.000 --> 00:15:38.000]  我們會不會以神不變的福音
[00:15:38.000 --> 00:15:43.000]  去面對世界遜色萬變的時代
[00:15:43.000 --> 00:15:48.000]  我想真的,我們這個世界變得很快
[00:15:48.000 --> 00:15:52.000]  快到我們未必懂得怎樣回應
[00:15:52.000 --> 00:15:56.000]  不過,上帝的福音是永恆不變
[00:15:56.000 --> 00:16:00.000]  亦是人終極的盼望,終極的出路
[00:16:00.000 --> 00:16:06.000]  這個很值得我們反思的第一個錦囊
[00:16:06.000 --> 00:16:09.000]  第二個錦囊是什麼呢
[00:16:09.000 --> 00:16:13.000]  活出聖潔,專心侍主
[00:16:13.000 --> 00:16:15.000]  我們一起讀這四節聖經好不好
[00:16:15.000 --> 00:16:16.000]  1,2,3
[00:16:39.000 --> 00:16:42.000]  以天出大靈,以我的世上識字化類
[00:16:42.000 --> 00:16:45.000]  能感恩吊詔呼喜悅
[00:16:45.000 --> 00:16:48.000]  可說是一縷慰勵的天氣之存
[00:16:48.000 --> 00:16:50.000]  是不少動動靈魂
[00:16:50.000 --> 00:16:53.000]  乃至要要你同心合理
[00:16:53.000 --> 00:16:55.000]  是不知恩貴的義主
[00:16:55.000 --> 00:16:57.000]  亦有深深的喜悅
[00:16:57.000 --> 00:16:58.000]  寶萊又來了
[00:16:58.000 --> 00:16:59.000]  究竟嫁還是不嫁呢
[00:16:59.000 --> 00:17:00.000]  娶還是不娶呢
[00:17:00.000 --> 00:17:02.000]  又是來來回回了
[00:17:02.000 --> 00:17:04.000]  不過在第三十二節
[00:17:04.000 --> 00:17:08.000]  由於這段聖經是在回應獨生人士
[00:17:08.000 --> 00:17:11.000]  所以第三十二節就直接講到
[00:17:11.000 --> 00:17:13.000]  如果你沒有娶的話
[00:17:13.000 --> 00:17:15.000]  就是獨生
[00:17:15.000 --> 00:17:18.000]  為什麼事掛念呢
[00:17:18.000 --> 00:17:20.000]  主的事掛念
[00:17:20.000 --> 00:17:22.000]  要討誰的喜悅呢
[00:17:22.000 --> 00:17:24.000]  主的事
[00:17:24.000 --> 00:17:25.000]  喜悅
[00:17:25.000 --> 00:17:27.000]  如果我們還俗獨生的時候
[00:17:27.000 --> 00:17:30.000]  在保羅的教導裡
[00:17:30.000 --> 00:17:32.000]  不是我們獨生就自己去
[00:17:32.000 --> 00:17:38.000]  我好自由啊 我娶娶娶就行了
[00:17:38.000 --> 00:17:40.000]  其實不是 我們要為主的事掛念
[00:17:40.000 --> 00:17:43.000]  要討主的喜悅
[00:17:43.000 --> 00:17:46.000]  如果結了婚呢
[00:17:46.000 --> 00:17:49.000]  娶了妻的又如何
[00:17:49.000 --> 00:17:53.000]  為什麼事掛念呢
[00:17:53.000 --> 00:17:55.000]  世上的事掛念
[00:17:55.000 --> 00:17:57.000]  叫誰喜悅呢
[00:17:57.000 --> 00:17:58.000]  妻子喜悅
[00:17:58.000 --> 00:18:01.000]  未出嫁和出嫁都是一樣情況
[00:18:01.000 --> 00:18:02.000]  原來是公平的
[00:18:02.000 --> 00:18:04.000]  在保羅的教導裡
[00:18:04.000 --> 00:18:06.000]  沒有重男輕女
[00:18:06.000 --> 00:18:08.000]  你會覺得
[00:18:08.000 --> 00:18:13.000]  獨生是不是有點優越感呢
[00:18:13.000 --> 00:18:16.000]  結了婚要掛念世上
[00:18:16.000 --> 00:18:18.000]  當然不是
[00:18:18.000 --> 00:18:19.000]  如果你說是的話
[00:18:19.000 --> 00:18:22.000]  請你先聽兩星期前的篇
[00:18:22.000 --> 00:18:24.000]  上網聽陳牧師的篇
[00:18:24.000 --> 00:18:28.000]  怎樣是上帝喜悅的婚姻生活
[00:18:28.000 --> 00:18:29.000]  在這裡
[00:18:29.000 --> 00:18:30.000]  你結了婚的
[00:18:30.000 --> 00:18:33.000]  你要照顧你的家庭
[00:18:33.000 --> 00:18:35.000]  看顧你的配偶
[00:18:35.000 --> 00:18:37.000]  是絕對合檔
[00:18:37.000 --> 00:18:38.000]  絕對需要
[00:18:38.000 --> 00:18:39.000]  這是你的責任
[00:18:39.000 --> 00:18:44.000]  在家庭都是服侍上帝的地方
[00:18:44.000 --> 00:18:45.000]  Amen
[00:18:45.000 --> 00:18:47.000]  所以不要說自己沒有份
[00:18:47.000 --> 00:18:50.000]  一定有份
[00:18:50.000 --> 00:18:52.000]  如果大家心水清
[00:18:52.000 --> 00:18:54.000]  或者來亞根堂比較久的日子
[00:18:54.000 --> 00:18:56.000]  都知道我們教會
[00:18:56.000 --> 00:18:58.000]  有些規定的侍奉
[00:18:58.000 --> 00:19:01.000]  叫做一喜二子三特批
[00:19:01.000 --> 00:19:03.000]  為什麼要有三特批
[00:19:03.000 --> 00:19:05.000]  第三個侍奉崗位
[00:19:05.000 --> 00:19:07.000]  就要區目特批
[00:19:07.000 --> 00:19:08.000]  原因是
[00:19:08.000 --> 00:19:10.000]  不是想壓制大家
[00:19:10.000 --> 00:19:13.000]  是想看顧你們的家庭
[00:19:13.000 --> 00:19:14.000]  看你的狀況
[00:19:14.000 --> 00:19:17.000]  是否適合有第三個侍奉崗位
[00:19:17.000 --> 00:19:20.000]  所以絕對不是不需要理會家庭
[00:19:20.000 --> 00:19:22.000]  我只是做上帝的功就行了
[00:19:22.000 --> 00:19:23.000]  不是這樣的
[00:19:23.000 --> 00:19:26.000]  所以我們每個人有不同的崗位
[00:19:26.000 --> 00:19:29.000]  有不同的職份要處理
[00:19:29.000 --> 00:19:32.000]  但如果我們還是單身的話
[00:19:32.000 --> 00:19:34.000]  我們的確需要
[00:19:34.000 --> 00:19:37.000]  以主的事掛慮
[00:19:37.000 --> 00:19:39.000]  討主的喜悅
[00:19:39.000 --> 00:19:42.000]  Amen
[00:19:42.000 --> 00:19:44.000]  說到這裏
[00:19:44.000 --> 00:19:47.000]  我想大家再看看35節
[00:19:47.000 --> 00:19:50.000]  本來我說這些所有的東西
[00:19:50.000 --> 00:19:53.000]  我是想你們行事合宜
[00:19:53.000 --> 00:19:55.000]  做適合你們要做的崗位
[00:19:55.000 --> 00:19:58.000]  如果你做適合你們要做的崗位
