
[00:00:00.000 --> 00:00:03.500]  很多年前有一天呢 我在教會裡面
[00:01:58.500 --> 00:02:01.500]  所以誰都不敢碰他
[00:02:01.500 --> 00:02:04.500]  那眼看著這個孩子就要活活餓死的時候
[00:02:04.500 --> 00:02:10.500]  楊許牧師就把他抱回家 抱回家領養他
[00:02:10.500 --> 00:02:16.500]  然後看著這個孩子就給他取名叫恩典
[00:02:16.500 --> 00:02:21.500]  那因為楊許牧師姓楊就賜名叫他楊恩典
[00:02:21.500 --> 00:02:25.500]  那這個楊恩典自從做了楊許牧師的女兒之後
[00:02:25.500 --> 00:02:30.500]  他真的一輩子活在恩典的當中
[00:02:30.500 --> 00:02:39.500]  那所以這個楊恩典他說我的一生都是楊許牧師給我的
[00:02:39.500 --> 00:02:47.500]  那為什麼這個老牧師他要來看少叔呢
[00:02:47.500 --> 00:02:50.500]  原來是我們教會很多年前
[00:02:50.500 --> 00:02:54.500]  很多年前那個時候台灣還很貧窮的時候
[00:02:54.500 --> 00:02:56.500]  我們教會就發起就醫回收
[00:02:56.500 --> 00:03:00.500]  那回收送到哪裡 就送到六龜孤兒院去
[00:03:00.500 --> 00:03:05.500]  那那個時候六龜孤兒院沒有人給他們醫服
[00:03:05.500 --> 00:03:10.500]  因為那時候台灣很貧窮 連就醫大家都沒有的
[00:03:10.500 --> 00:03:15.500]  但是我們教會就送醫服給他們
[00:03:15.500 --> 00:03:20.500]  那是第一間 台灣第一間教會送就醫給他們
[00:03:20.500 --> 00:03:24.500]  所以楊許牧師就很紀念這個恩典
[00:03:24.500 --> 00:03:27.500]  他說還好那個時候我們給了他們
[00:03:27.500 --> 00:03:30.500]  而且不是只給一年 是我們每年都給
[00:03:30.500 --> 00:03:36.500]  那這些就醫就幫助那些孩子在山上度過寒冷的冬天
[00:03:36.500 --> 00:03:40.500]  所以他就很紀念這個恩典
[00:03:40.500 --> 00:03:47.500]  那所以就特地來拜訪少叔 可惜沒有看見
[00:03:47.500 --> 00:03:51.500]  所以為什麼基隆教會會做這些事情
[00:03:51.500 --> 00:03:53.500]  這是神給我們的命定
[00:03:53.500 --> 00:03:56.500]  我們是靈感傳 是先行者
[00:03:56.500 --> 00:04:00.500]  我們總是做人家都還沒看見或是不肯做的事情
[00:04:00.500 --> 00:04:02.500]  我們就第一個跳下去做
[00:04:02.500 --> 00:04:05.500]  因為我們教會是個有恩典的教會
[00:04:05.500 --> 00:04:07.500]  我們懂得什麼叫恩典
[00:04:07.500 --> 00:04:11.500]  所以今天我要分享的主題是我們的福氣有恩典
[00:04:11.500 --> 00:04:15.500]  我們要來看約翰福音一章十四節
[00:04:25.500 --> 00:04:28.500]  翻到了我們就一起來念
[00:04:28.500 --> 00:04:31.500]  請道成的肉身住在我們中間
[00:04:31.500 --> 00:04:34.500]  充充滿滿的有恩典有真理
[00:04:34.500 --> 00:04:36.500]  我們也見過他的榮光
[00:04:36.500 --> 00:04:40.500]  正是復讀生子的榮光
[00:04:40.500 --> 00:04:44.500]  我今天沒有要解釋這一整節的經文
[00:04:44.500 --> 00:04:51.500]  我只是要來解釋這一節經文裡面講的三個字有恩典
[00:04:51.500 --> 00:04:56.500]  那在這一節經文裡面講的這個有恩典是誰有恩典呢
[00:04:56.500 --> 00:05:00.500]  是耶穌 耶穌道成的肉身住在我們中間
[00:05:00.500 --> 00:05:06.500]  他充充滿滿的有恩典有真理
[00:05:06.500 --> 00:05:09.500]  我們的耶穌有恩典
[00:05:09.500 --> 00:05:14.500]  所以信耶穌的人就因此有了恩典
[00:05:14.500 --> 00:05:17.500]  我們一起來低頭禱告
[00:05:17.500 --> 00:05:24.500]  天父我們深深感謝你今天你引領我們要來思想有恩典這個主題
[00:05:24.500 --> 00:05:29.500]  我們求你藉著你的話來賜福每一個願意享受恩典
[00:05:29.500 --> 00:05:33.500]  願意領受恩典願意蒙恩典來到你面前的人
[00:05:33.500 --> 00:05:38.500]  讓我們來經歷你所給我們那極大的恩典
[00:05:38.500 --> 00:05:41.500]  這樣禱告是靠耶穌基督的聖名
[00:05:41.500 --> 00:05:45.500]  首先我們看恩典是什麼意思呢
[00:05:45.500 --> 00:05:49.500]  恩典是仁慈的對待別人
[00:05:49.500 --> 00:05:52.500]  是一種禮物一種善行
[00:05:52.500 --> 00:05:58.500]  或者是特別慷慨或仁慈的對待別人
[00:05:58.500 --> 00:06:02.500]  那這個是恩典的意思
[00:06:02.500 --> 00:06:05.500]  所以我們教會願意在那貧窮的年代
[00:06:05.500 --> 00:06:08.500]  但是就願意把舊衣
[00:06:08.500 --> 00:06:11.500]  雖然是舊衣其實也是很新的衣服
[00:06:11.500 --> 00:06:16.500]  就割捨出來然後還花一大筆的油費
[00:06:16.500 --> 00:06:18.500]  那彭老師就曾經告訴我說
[00:06:18.500 --> 00:06:21.500]  那個油費的錢幾乎等於那衣服的錢
[00:06:21.500 --> 00:06:23.500]  甚至還超過
[00:06:23.500 --> 00:06:26.500]  因為當年只有中華郵政沒有什麼宅配
[00:06:26.500 --> 00:06:31.500]  沒有其他的運貨運送的方式只能用郵寄
[00:06:31.500 --> 00:06:37.500]  那寄到那個從台灣北寄到台灣南
[00:06:37.500 --> 00:06:42.500]  那這是一種仁慈對待人的行動
[00:06:42.500 --> 00:06:46.500]  然後也是一個禮物也是一個善行
[00:06:46.500 --> 00:06:48.500]  也是特別的慷慨
[00:06:48.500 --> 00:06:51.500]  那這個就是恩典的意思
[00:06:51.500 --> 00:06:55.500]  因此楊徐牧師就一直紀念基隆教會
[00:06:55.500 --> 00:06:58.500]  到他年老法白還特地帶著
[00:06:58.500 --> 00:07:01.500]  親自帶著他的兒子來
[00:07:01.500 --> 00:07:04.500]  讓他兒子認識我們的教會
[00:07:04.500 --> 00:07:06.500]  那這是恩典的意思
[00:07:06.500 --> 00:07:09.500]  那恩典的來源呢
[00:07:09.500 --> 00:07:12.500]  從聖經上看有兩個來源
[00:07:12.500 --> 00:07:14.500]  第一個呢從人而來
[00:07:14.500 --> 00:07:16.500]  在正言書19章12節說
[00:07:16.500 --> 00:07:18.500]  王的憤怒好像獅子吼叫
[00:07:18.500 --> 00:07:21.500]  他的恩典卻如草上的甘露
[00:07:21.500 --> 00:07:22.500]  所以我們知道呢
[00:07:22.500 --> 00:07:26.500]  有權柄的人是可以給人恩典的
[00:07:26.500 --> 00:07:28.500]  那第二個呢是從神而來
[00:07:28.500 --> 00:07:30.500]  在詩篇86篇15節說
[00:07:30.500 --> 00:07:33.500]  主啊你是有憐憫有恩典的神
[00:07:33.500 --> 00:07:37.500]  不輕易發怒並有豐盛的慈愛和誠實
[00:07:37.500 --> 00:07:39.500]  另外一個恩典的來源是從神而來
[00:07:39.500 --> 00:07:42.500]  但是這兩個來源我們會發現有顯然的不同
[00:07:42.500 --> 00:07:43.500]  怎麼不同呢
[00:07:43.500 --> 00:07:47.500]  從人而來的恩典是受情緒控制的
[00:07:47.500 --> 00:07:50.500]  因為這個王會憤怒像獅子吼叫
[00:07:50.500 --> 00:07:54.500]  那當王憤怒的時候恩典就會不見了
[00:07:54.500 --> 00:07:56.500]  那但是呢我們的神呢
[00:07:56.500 --> 00:07:59.500]  他是不輕易發怒的
[00:07:59.500 --> 00:08:03.500]  所以從神而來的恩典是不受情緒影響的
[00:08:03.500 --> 00:08:05.500]  他不輕易發怒的
[00:08:05.500 --> 00:08:07.500]  所以從神而來的恩典你就放心
[00:08:07.500 --> 00:08:11.500]  他不會隨便因為發脾氣就把恩典收回
[00:08:11.500 --> 00:08:15.500]  那所以我們今天我們的焦點
[00:08:15.500 --> 00:08:17.500]  要來看神的恩典
[00:08:17.500 --> 00:08:20.500]  因為耶穌基督是有恩典的
[00:08:20.500 --> 00:08:24.500]  那信耶穌的人就有了神的恩典
[00:08:24.500 --> 00:08:26.500]  所以我們要來看那神的恩典
[00:08:26.500 --> 00:08:30.500]  到底他是怎麼樣呢 是一生之久
[00:08:30.500 --> 00:08:35.500]  終其一生我們都領受恩典
[00:08:35.500 --> 00:08:38.500]  詩篇三十篇五節我們一起來念
[00:08:38.500 --> 00:08:41.500]  因為他的怒氣不過是轉眼之間
[00:08:41.500 --> 00:08:44.500]  他的恩典乃是一生之久
[00:08:44.500 --> 00:08:46.500]  衣袖雖然有哭泣
[00:08:46.500 --> 00:08:48.500]  早晨便必歡呼
[00:08:48.500 --> 00:08:51.500]  這是一節很美的經文
[00:08:51.500 --> 00:08:52.500]  很美的應許
[00:08:52.500 --> 00:08:56.500]  神的恩典一生穿過你的一生
[00:08:56.500 --> 00:09:00.500]  那真是很棒的一個應許
[00:09:00.500 --> 00:09:02.500]  為什麼呢 因為我們的一生
[00:09:02.500 --> 00:09:05.500]  你都不知道要發生什麼事情
[00:09:05.500 --> 00:09:10.500]  我們的一生明日要發生何事
[00:09:10.500 --> 00:09:13.500]  你今日是不曉得的
[00:09:13.500 --> 00:09:17.500]  就是每一天都在變化的當中
[00:09:17.500 --> 00:09:21.500]  但是對於信靠耶穌的人有一個好消息
[00:09:21.500 --> 00:09:23.500]  就是你不必憂慮
[00:09:23.500 --> 00:09:28.500]  因為你一生的當中都有恩典
[00:09:28.500 --> 00:09:31.500]  我們要知道這個真理
[00:09:31.500 --> 00:09:34.500]  而且要抓住這個真理
[00:09:34.500 --> 00:09:37.500]  你每天早晨從床上醒來的時候
[00:09:37.500 --> 00:09:41.500]  你就要告訴自己說我是有恩典的人
[00:09:41.500 --> 00:09:44.500]  因為你還在這一生當中
[00:09:44.500 --> 00:09:46.500]  這一生都是有恩典的
[00:09:46.500 --> 00:09:49.500]  他的恩典是一生一生之久
[00:09:49.500 --> 00:09:51.500]  不管你是什麼樣的人
[00:09:51.500 --> 00:09:56.500]  不管你今天有沒有守到神的律法
[00:09:56.500 --> 00:10:00.500]  不管你今天有沒有做到
[00:10:00.500 --> 00:10:03.500]  人看來你是不是一個標準的基督徒
[00:10:03.500 --> 00:10:06.500]  都沒有關係的 你有恩典
[00:10:06.500 --> 00:10:08.500]  你要相信這件事情
[00:10:08.500 --> 00:10:10.500]  因為聖經上明明的告訴我
[00:10:10.500 --> 00:10:14.500]  然後這個恩典的特質是借耶穌基督來的
[00:10:14.500 --> 00:10:16.500]  約翰福音一章十七節我們一起來念
[00:10:16.500 --> 00:10:19.500]  律法本是借摩西傳的恩典和真理
[00:10:19.500 --> 00:10:22.500]  都是由耶穌基督來的
[00:10:22.500 --> 00:10:26.500]  神的恩典是普遍的施恩惠
[00:10:26.500 --> 00:10:29.500]  他降於給好人也給壞人
[00:10:29.500 --> 00:10:32.500]  這個神的恩典是普遍的存在的
[00:10:32.500 --> 00:10:36.500]  無處不在 時時都可看見
[00:10:36.500 --> 00:10:41.500]  但是很特別的就是
[00:10:41.500 --> 00:10:43.500]  我們為什麼要信耶穌
[00:10:43.500 --> 00:10:45.500]  除了耶穌赦免我們的罪
[00:10:45.500 --> 00:10:52.500]  除了耶穌可以帶我們與神和好
[00:10:52.500 --> 00:10:56.500]  另外一個主要的原因就是
[00:10:56.500 --> 00:10:58.500]  如果我們不相信耶穌的話
[00:10:58.500 --> 00:11:01.500]  我們看不見恩典
[00:11:01.500 --> 00:11:03.500]  我們也不容易領受恩典
[00:11:03.500 --> 00:11:07.500]  我們也不相信我一生之久有恩典
[00:11:07.500 --> 00:11:11.500]  特別就是當你每天都在遇見
[00:11:11.500 --> 00:11:15.500]  倒楣的事情的時候
[00:11:15.500 --> 00:11:18.500]  你的心會瓦解的
[00:11:18.500 --> 00:11:20.500]  你不會相信你是有恩典的人
[00:11:20.500 --> 00:11:23.500]  你會覺得我怎麼這麼倒楣
[00:11:23.500 --> 00:11:25.500]  你的內心馬上就沉下去了
[00:11:25.500 --> 00:11:29.500]  這個是沒辦法的事情
[00:11:29.500 --> 00:11:33.500]  但是你相信耶穌基督的人
[00:11:33.500 --> 00:11:36.500]  就特別不一樣
[00:11:36.500 --> 00:11:38.500]  在你絕望的時候
[00:11:38.500 --> 00:11:41.500]  神都有一個微小的聲音
[00:11:41.500 --> 00:11:42.500]  在你的內心提醒你
[00:11:42.500 --> 00:11:44.500]  你是有恩典的人
[00:11:44.500 --> 00:11:46.500]  來拉你一把
[00:11:46.500 --> 00:11:50.500]  讓你不至於絕望
[00:11:50.500 --> 00:11:52.500]  因為約翰福音第一章
[00:11:52.500 --> 00:11:53.500]  也告訴我們說
[00:11:53.500 --> 00:11:55.500]  從來沒有人看見神
[00:11:55.500 --> 00:11:57.500]  只有在父懷裡的獨生子
[00:11:57.500 --> 00:11:59.500]  將祂顯明出來
[00:11:59.500 --> 00:12:02.500]  所以神的恩典
[00:12:02.500 --> 00:12:04.500]  藉著耶穌基督顯明
[00:12:04.500 --> 00:12:05.500]  所以你相信耶穌的人
[00:12:05.500 --> 00:12:09.500]  有一個特別之處
[00:12:09.500 --> 00:12:12.500]  除了你最會得赦免
[00:12:12.500 --> 00:12:14.500]  除了你與神和好之外
[00:12:14.500 --> 00:12:15.500]  你有一個特別的眼光
[00:12:15.500 --> 00:12:19.500]  就是你能夠看見恩典在哪裡
[00:12:19.500 --> 00:12:26.500]  你能夠看見你是有恩典的人
[00:12:26.500 --> 00:12:30.500]  因為恩典藉著耶穌基督
[00:12:30.500 --> 00:12:35.500]  特別顯明在信耶穌的人身上
[00:12:35.500 --> 00:12:38.500]  然後我們如果看見恩典
[00:12:38.500 --> 00:12:40.500]  你順著恩典走就對了
[00:12:40.500 --> 00:12:43.500]  我們知道有一句成語叫
[00:12:43.500 --> 00:12:44.500]  順藤摸瓜
[00:12:44.500 --> 00:12:46.500]  就是你要摘一個瓜
[00:12:46.500 --> 00:12:49.500]  你就看到哪個有個蔓藤
[00:12:49.500 --> 00:12:51.500]  就順著藤摸上去摸到那個瓜
[00:12:51.500 --> 00:12:55.500]  同樣的如果你會看見恩典
[00:12:55.500 --> 00:12:57.500]  你就順著恩典的路
[00:12:57.500 --> 00:12:59.500]  走上去就對了
[00:12:59.500 --> 00:13:01.500]  所以以前有個人叫以利亞
[00:13:01.500 --> 00:13:03.500]  他禱告求下雨
[00:13:03.500 --> 00:13:05.500]  雨就一直沒下下來
[00:13:05.500 --> 00:13:06.500]  大家都很灰心
[00:13:06.500 --> 00:13:10.500]  但是這個以利亞他就很聰明
[00:13:10.500 --> 00:13:11.500]  他就叫僕人說
[00:13:11.500 --> 00:13:14.500]  你到山邊看看有什麼動靜沒有
[00:13:14.500 --> 00:13:16.500]  那這僕人就不懂
[00:13:16.500 --> 00:13:18.500]  就回來說什麼都沒有發生
[00:13:18.500 --> 00:13:21.500]  只有一個巴掌大的雲彩
[00:13:21.500 --> 00:13:23.500]  這個以利亞他就有眼光
[00:13:23.500 --> 00:13:25.500]  看見那個恩典
[00:13:25.500 --> 00:13:28.500]  他馬上說有傾盆大雨要下下來
[00:13:28.500 --> 00:13:29.500]  為什麼
[00:13:29.500 --> 00:13:30.500]  因為他已經看見
[00:13:30.500 --> 00:13:34.500]  那一個巴掌大的雲彩是個恩典
[00:13:34.500 --> 00:13:36.500]  所以果然不多久
[00:13:36.500 --> 00:13:39.500]  馬上乾旱就解除
[00:13:39.500 --> 00:13:42.500]  所以相信耶穌基督
[00:13:42.500 --> 00:13:45.500]  你有一個恩惠的
[00:13:45.500 --> 00:13:48.500]  就是你會看見恩典
[00:13:48.500 --> 00:13:50.500]  因為恩典是藉著耶穌基督
[00:13:50.500 --> 00:13:52.500]  送到我們每一個
[00:13:52.500 --> 00:13:55.500]  信耶穌的人的生命的裡面
[00:13:55.500 --> 00:13:59.500]  那你說怎麼我就是沒有恩典呢
[00:13:59.500 --> 00:14:01.500]  為什麼上帝就是祝福王老師呢
[00:14:01.500 --> 00:14:03.500]  就沒有祝福我呢
[00:14:03.500 --> 00:14:04.500]  我告訴你
[00:14:04.500 --> 00:14:06.500]  如果你已經信了耶穌
[00:14:06.500 --> 00:14:09.500]  你還沒有恩典有幾個原因
[00:14:09.500 --> 00:14:11.500]  第一個
[00:14:11.500 --> 00:14:14.500]  可能你現在還沒有真正的相信耶穌
[00:14:14.500 --> 00:14:17.500]  耶穌沒有真正住在你心裡
[00:14:17.500 --> 00:14:20.500]  所以你要去問問自己
[00:14:20.500 --> 00:14:23.500]  我有沒有真正的相信耶穌
[00:14:23.500 --> 00:14:25.500]  然後第二個原因
[00:14:25.500 --> 00:14:28.500]  就是你一定沒有每天親近他
[00:14:28.500 --> 00:14:31.500]  以至於雖然耶穌住在你心裡
[00:14:31.500 --> 00:14:33.500]  你卻把他冷落在一邊
[00:14:33.500 --> 00:14:36.500]  你把他忘記了
[00:14:36.500 --> 00:14:40.500]  所以恩典在你門外扣門
[00:14:40.500 --> 00:14:42.500]  你卻聽而不見
[00:14:42.500 --> 00:14:44.500]  就是明明有恩典
[00:14:44.500 --> 00:14:46.500]  你視而不見
[00:14:46.500 --> 00:14:49.500]  我們會不會有這種情況發生呢
[00:14:49.500 --> 00:14:51.500]  會啊
[00:14:51.500 --> 00:14:53.500]  就是明明有恩典
[00:14:53.500 --> 00:14:54.500]  看不見看不見
[00:14:54.500 --> 00:14:55.500]  為什麼
[00:14:55.500 --> 00:14:56.500]  因為就是我說的
[00:14:56.500 --> 00:14:58.500]  我們跟耶穌不親近
[00:14:58.500 --> 00:14:59.500]  跟耶穌基督不親近
[00:14:59.500 --> 00:15:02.500]  所以耶穌基督已經把恩典帶來了
[00:15:02.500 --> 00:15:04.500]  你不認識
[00:15:04.500 --> 00:15:09.500]  所以我們要改變
[00:15:09.500 --> 00:15:14.500]  如果我們一直覺得自己是沒有恩典的人
[00:15:14.500 --> 00:15:17.500]  我們就要學習來改變自己
[00:15:17.500 --> 00:15:19.500]  然後恩典另外一個特質
[00:15:19.500 --> 00:15:20.500]  使人百百領受
[00:15:20.500 --> 00:15:22.500]  你剛剛說恩典是一種禮物
[00:15:22.500 --> 00:15:25.500]  聖經上對恩典的定義是一種禮物
[00:15:25.500 --> 00:15:29.500]  禮物就是叫你不花錢得到的
[00:15:29.500 --> 00:15:33.500]  白白得來
[00:15:33.500 --> 00:15:37.500]  有一年我有一個朋友
[00:15:37.500 --> 00:15:40.500]  他突然間來開車接我到台北
[00:15:40.500 --> 00:15:42.500]  然後就到一家很大的文具店
[00:15:42.500 --> 00:15:46.500]  那文具店就大概上千坪都有
[00:15:46.500 --> 00:15:47.500]  反正很大的一間文具店
[00:15:47.500 --> 00:15:50.500]  然後就告訴我說你要拿什麼就拿什麼
[00:15:50.500 --> 00:15:53.500]  你要拿什麼就拿什麼
[00:15:53.500 --> 00:15:55.500]  我都心裡忐忑不安
[00:15:55.500 --> 00:15:58.500]  會不會我拿了他還要跟我要錢
[00:15:58.500 --> 00:16:00.500]  結果他就跟我說
[00:16:00.500 --> 00:16:02.500]  沒關係你就盡量拿
[00:16:02.500 --> 00:16:04.500]  我就趕快拿
[00:16:04.500 --> 00:16:08.500]  然後我就看文具店有遙控車
[00:16:08.500 --> 00:16:10.500]  那遙控車一台是很貴的
[00:16:10.500 --> 00:16:12.500]  這麼大一台遙控車
[00:16:12.500 --> 00:16:15.500]  我就搬了兩台
[00:16:15.500 --> 00:16:18.500]  但是一邊搬一邊心裡還是很不安
[00:16:18.500 --> 00:16:19.500]  因為那個很昂貴
[00:16:19.500 --> 00:16:22.500]  那個都上萬塊的
[00:16:22.500 --> 00:16:25.500]  但是真的是免費的
[00:16:25.500 --> 00:16:26.500]  不要錢
[00:16:26.500 --> 00:16:29.500]  白白領受
[00:16:29.500 --> 00:16:30.500]  為什麼呢
[00:16:30.500 --> 00:16:32.500]  原來後來我才知道
[00:16:32.500 --> 00:16:34.500]  就是那間店是他親戚開的
[00:16:34.500 --> 00:16:38.500]  結果要關門了
[00:16:38.500 --> 00:16:39.500]  要關門了
[00:16:39.500 --> 00:16:41.500]  反正要關門了
[00:16:41.500 --> 00:16:43.500]  等於說東西要被別人搬走
[00:16:43.500 --> 00:16:49.500]  乾脆叫我先去搬
[00:16:49.500 --> 00:16:50.500]  所以恩典是什麼
[00:16:50.500 --> 00:16:52.500]  就是你不用擔心的
[00:16:52.500 --> 00:16:53.500]  不用擔心
[00:16:53.500 --> 00:16:54.500]  白白領受
[00:16:54.500 --> 00:16:56.500]  羅馬書三章二十四節
[00:16:56.500 --> 00:16:58.500]  奴精雀門神的恩典
[00:16:58.500 --> 00:17:02.500]  因基督耶穌的救贖就有白白的誠意
[00:17:02.500 --> 00:17:04.500]  這節經文講到說
[00:17:04.500 --> 00:17:06.500]  耶穌為我們定在十字架上
[00:17:06.500 --> 00:17:08.500]  赦免我們的罪
[00:17:08.500 --> 00:17:10.500]  這是一個白白的恩典
[00:17:10.500 --> 00:17:13.500]  因為常常我們傳福音的時候
[00:17:13.500 --> 00:17:15.500]  有的人就會問說
[00:17:15.500 --> 00:17:17.500]  難道單單的相信就可以
[00:17:17.500 --> 00:17:19.500]  還要做什麼嗎
[00:17:19.500 --> 00:17:21.500]  我們中國人都喜歡做什麼
[00:17:21.500 --> 00:17:22.500]  好像就覺得
[00:17:22.500 --> 00:17:26.500]  好像就相信很空虛
[00:17:26.500 --> 00:17:28.500]  這個恩典會領到嗎
[00:17:28.500 --> 00:17:33.500]  其實恩典是一種禮物
[00:17:33.500 --> 00:17:38.500]  是我們不配得而得
[00:17:38.500 --> 00:17:42.500]  是為我們付上我們付不起的代價
[00:17:42.500 --> 00:17:45.500]  所以我們只要相信領受
[00:17:45.500 --> 00:17:47.500]  就可以白白的接受
[00:17:47.500 --> 00:17:49.500]  不用任何的擔心
[00:17:49.500 --> 00:17:53.500]  你就可以把這恩典帶回到你生命的裡面
[00:17:53.500 --> 00:17:57.500]  這是神恩典的特質
[00:17:57.500 --> 00:18:00.500]  雖然這裡講的是一個救恩的恩典
[00:18:00.500 --> 00:18:03.500]  但是可以泛指到神
[00:18:03.500 --> 00:18:07.500]  所要給我們人生的每一個恩典
[00:18:07.500 --> 00:18:09.500]  都是白白領受的
[00:18:09.500 --> 00:18:11.500]  就是神給我們的恩典
[00:18:11.500 --> 00:18:15.500]  都是我們都可以白白領受的
[00:18:15.500 --> 00:18:17.500]  然後神恩典的特質
[00:18:17.500 --> 00:18:20.500]  第四點是豐富的
[00:18:20.500 --> 00:18:22.500]  以夫所書二章七節說
[00:18:22.500 --> 00:18:24.500]  要將他極豐富的恩典
[00:18:24.500 --> 00:18:26.500]  就是他在基督耶穌裡
[00:18:26.500 --> 00:18:28.500]  向我們所施的恩慈
[00:18:28.500 --> 00:18:31.500]  顯明給後來的世代看
[00:18:31.500 --> 00:18:34.500]  就是神恩典是豐富的
[00:18:34.500 --> 00:18:39.500]  豐富的意思就是說很多很多
[00:18:39.500 --> 00:18:43.500]  所以你竟可以領受神的恩典
[00:18:43.500 --> 00:18:46.500]  所以我剛剛說我們不能領受恩典
[00:18:46.500 --> 00:18:48.500]  一個原因沒有真正的相信耶穌
[00:18:48.500 --> 00:18:51.500]  第二個原因可能我們沒有每天親近他
[00:18:51.500 --> 00:18:54.500]  以至於不認識恩典的存在
[00:18:54.500 --> 00:18:56.500]  就錯過了恩典
[00:18:56.500 --> 00:18:58.500]  但是另外還有一個原因
[00:18:58.500 --> 00:19:04.500]  就是你一直以為恩典是不足的
[00:19:04.500 --> 00:19:06.500]  不夠的
[00:19:06.500 --> 00:19:11.500]  所以沒辦法知取這個恩典
[00:19:11.500 --> 00:19:18.500]  不相信這恩典會領到我們的身上
[00:19:18.500 --> 00:19:19.500]  因為恩典不夠嘛
[00:19:19.500 --> 00:19:21.500]  上帝的恩典給了他就沒有了
[00:19:21.500 --> 00:19:22.500]  我就沒有了
[00:19:22.500 --> 00:19:23.500]  不是的
[00:19:23.500 --> 00:19:26.500]  上帝的恩典給了他還會給了你
[00:19:26.500 --> 00:19:28.500]  上帝的恩典是夠的
[00:19:28.500 --> 00:19:33.500]  所以以前我們請過一個牧師
[00:19:33.500 --> 00:19:34.500]  來我們這邊講到
[00:19:34.500 --> 00:19:36.500]  那牧師是個醫生
[00:19:36.500 --> 00:19:37.500]  我忘了他名字
[00:19:37.500 --> 00:19:42.500]  這牧師本來他是個醫生
[00:19:42.500 --> 00:19:43.500]  是個牙醫
[00:19:43.500 --> 00:19:47.500]  但是有一天他就去參加一個特會
[00:19:47.500 --> 00:19:50.500]  看見說那個講員手一揮
[00:19:50.500 --> 00:19:51.500]  馬上很多人就倒在地上
[00:19:51.500 --> 00:19:53.500]  然後病就得醫治
[00:19:53.500 --> 00:19:54.500]  他就心裡想
[00:19:54.500 --> 00:19:57.500]  我看病要辛辛苦苦看了一個才得醫治
[00:19:57.500 --> 00:20:00.500]  那個人手一揮人家就得醫治
[00:20:00.500 --> 00:20:02.500]  所以他就渴慕
[00:20:02.500 --> 00:20:05.500]  他說巴不得主耶穌也給我這個恩典
[00:20:05.500 --> 00:20:06.500]  那我手一揮
[00:20:06.500 --> 00:20:10.500]  來到我面前的病人都得了醫治
[00:20:10.500 --> 00:20:13.500]  結果他後來就成了這樣子的人
[00:20:13.500 --> 00:20:18.500]  他就有了這樣的一個恩典
[00:20:18.500 --> 00:20:21.500]  所以真的恩典是豐滿的
[00:20:21.500 --> 00:20:26.500]  就是你不用害怕你想要的恩典會不夠
[00:20:26.500 --> 00:20:31.500]  恩典是足夠夠你用的
[00:20:31.500 --> 00:20:34.500]  那真的恩典豐滿的
[00:20:34.500 --> 00:20:36.500]  第五個特質它是豐滿的
