
[00:00:00.000 --> 00:00:02.000]  我們起來讀今天的經文
[00:01:56.000 --> 00:01:59.000]  可以是這樣子出生的
[00:01:59.000 --> 00:02:01.000]  那麼我現在要講的重點是
[00:02:01.000 --> 00:02:03.000]  他按聖善的靈說
[00:02:03.000 --> 00:02:05.000]  應從死裡復活
[00:02:05.000 --> 00:02:10.000]  以大人寫明是神的兒子
[00:02:10.000 --> 00:02:15.000]  這個地方講到耶穌基督的神性
[00:02:15.000 --> 00:02:19.000]  所以保留在這地讓我們看見一件事情
[00:02:19.000 --> 00:02:23.000]  就是耶穌基督從死裡復活
[00:02:23.000 --> 00:02:26.000]  這一件事情的重要性
[00:02:26.000 --> 00:02:29.000]  我們慶祝復活節 對不對
[00:02:29.000 --> 00:02:33.000]  剛過去是受難節 是不是
[00:02:33.000 --> 00:02:36.000]  基督教裡面的這個節慶裡面
[00:02:36.000 --> 00:02:39.000]  你最喜歡哪個節日
[00:02:39.000 --> 00:02:42.000]  復活節 真的嗎
[00:02:42.000 --> 00:02:44.000]  我覺得大部分人比較喜歡什麼節
[00:02:44.000 --> 00:02:46.000]  聖誕節 為什麼
[00:02:46.000 --> 00:02:49.000]  因為有大餐可吃
[00:02:49.000 --> 00:02:52.000]  因為聖誕節有很多好像很熱鬧
[00:02:52.000 --> 00:02:54.000]  有沒有燈啦這些東西
[00:02:54.000 --> 00:02:56.000]  反而復活節
[00:02:56.000 --> 00:03:01.000]  在今天的基督教會有點忽略它了
[00:03:01.000 --> 00:03:04.000]  可是我們信仰的核心
[00:03:04.000 --> 00:03:07.000]  不是只是耶穌基督為我們出生
[00:03:07.000 --> 00:03:10.000]  為我們受死
[00:03:10.000 --> 00:03:13.000]  耶穌基督也為我們復活
[00:03:13.000 --> 00:03:16.000]  這是非常重要的
[00:03:16.000 --> 00:03:18.000]  所以保留在菲利比書第三章
[00:03:18.000 --> 00:03:19.000]  第十節 第十一節他說
[00:03:19.000 --> 00:03:21.000]  使我認識基督
[00:03:21.000 --> 00:03:24.000]  曉得他復活的大人
[00:03:24.000 --> 00:03:26.000]  並且曉得和他一同受苦
[00:03:26.000 --> 00:03:27.000]  效法他的死
[00:03:27.000 --> 00:03:31.000]  或者我也得以從死裡怎麼樣復活
[00:03:31.000 --> 00:03:34.000]  剛才我們在受洗的時候
[00:03:34.000 --> 00:03:38.000]  我們為什麼要把他浸到水裡面
[00:03:38.000 --> 00:03:42.000]  這個聖經上保留在羅馬書裡面提到說
[00:03:42.000 --> 00:03:48.000]  因為我們受洗是因為歸入他的死
[00:03:48.000 --> 00:03:52.000]  所以藉著這樣子的一個動作
[00:03:52.000 --> 00:03:54.000]  這樣子的一個儀式
[00:03:54.000 --> 00:03:59.000]  象徵著我們的救人老我已經死了
[00:03:59.000 --> 00:04:03.000]  跟你旁邊說你已經死了
[00:04:03.000 --> 00:04:07.000]  怎麼到教會來老師叫我死不死的
[00:04:07.000 --> 00:04:10.000]  就是因為你的救人沒有死
[00:04:10.000 --> 00:04:12.000]  所以問題就出來了
[00:04:12.000 --> 00:04:15.000]  夫妻吵架 夫妻這個很多的問題
[00:04:15.000 --> 00:04:18.000]  兒女的問題 跟別人的問題
[00:04:18.000 --> 00:04:20.000]  一切的問題都是我們這個救人對不對
[00:04:20.000 --> 00:04:22.000]  所以這個救人該死不該死
[00:04:22.000 --> 00:04:26.000]  該死 跟你旁邊說你該死
[00:04:26.000 --> 00:04:29.000]  這個救人要死了之後
[00:04:29.000 --> 00:04:33.000]  然後怎麼樣
[00:04:33.000 --> 00:04:34.000]  所以受洗怎麼樣
[00:04:34.000 --> 00:04:36.000]  起來是復活
[00:04:36.000 --> 00:04:40.000]  所以保羅說他要曉得
[00:04:40.000 --> 00:04:48.000]  我們跟他一同受苦並且從死裡復活
[00:04:48.000 --> 00:04:53.000]  受難節是在祭列耶穌基督為我們受死
[00:04:53.000 --> 00:04:56.000]  天主教比較
[00:04:56.000 --> 00:05:00.000]  我不敢因為他們官方的網站裡面
[00:05:00.000 --> 00:05:02.000]  他們當然不會這樣說
[00:05:02.000 --> 00:05:04.000]  可是整個天主教你會發現
[00:05:04.000 --> 00:05:07.000]  你走進天主教堂裡面去看
[00:05:07.000 --> 00:05:13.000]  耶穌是怎麼樣
[00:05:13.000 --> 00:05:16.000]  定在十字架上面
[00:05:16.000 --> 00:05:19.000]  你看不管是天主教 東正教
[00:05:19.000 --> 00:05:22.000]  他們的十字架
[00:05:22.000 --> 00:05:25.000]  你看就是他們掛一個十字架對不對
[00:05:25.000 --> 00:05:31.000]  請問這個十字架上面有誰 耶穌
[00:05:31.000 --> 00:05:34.000]  因為他們很看重這件事情
[00:05:34.000 --> 00:05:38.000]  他們常常想到的耶穌為我們受死
[00:05:38.000 --> 00:05:40.000]  很好 這非常好
[00:05:40.000 --> 00:05:41.000]  但親愛的同志們
[00:05:41.000 --> 00:05:44.000]  我們的信仰不能夠停留在這裡
[00:05:44.000 --> 00:05:46.000]  我們的信仰必須看見
[00:05:46.000 --> 00:05:48.000]  這一位耶穌基督
[00:05:48.000 --> 00:05:50.000]  這位定十字架上的耶穌
[00:05:50.000 --> 00:05:54.000]  現在基督教的基督徒掛的十字架
[00:05:54.000 --> 00:05:57.000]  耶穌在哪裡
[00:05:57.000 --> 00:05:58.000]  沒有了對不對
[00:05:58.000 --> 00:06:01.000]  這個十字架上面沒有看見耶穌 為什麼
[00:06:01.000 --> 00:06:03.000]  因為表明一件事情
[00:06:03.000 --> 00:06:08.000]  耶穌已經復活了
[00:06:08.000 --> 00:06:10.000]  這個世界
[00:06:10.000 --> 00:06:11.000]  這個佛教也好
[00:06:11.000 --> 00:06:12.000]  伊斯蘭教也好
[00:06:12.000 --> 00:06:13.000]  印度教也好
[00:06:13.000 --> 00:06:17.000]  很多的教都有他的所謂的教主
[00:06:17.000 --> 00:06:22.000]  對不對
[00:06:22.000 --> 00:06:26.000]  但是這些教主都死了
[00:06:26.000 --> 00:06:32.000]  所以我們信仰的核心是很重要的
[00:06:32.000 --> 00:06:39.000]  表明說我們是受死而且復活
[00:06:39.000 --> 00:06:42.000]  第二個
[00:06:42.000 --> 00:06:44.000]  為什麼復活這麼重要
[00:06:44.000 --> 00:06:46.000]  保羅在這個地方說
[00:06:46.000 --> 00:06:52.000]  以大人寫明是神的兒子
[00:06:52.000 --> 00:06:55.000]  神的兒子是什麼意思
[00:06:55.000 --> 00:06:58.000]  這個概念不能用我們中文的想法來講
[00:06:58.000 --> 00:07:01.000]  我是我爸爸的兒子
[00:07:01.000 --> 00:07:04.000]  所以我不是我爸爸對不對
[00:07:04.000 --> 00:07:06.000]  懂不懂
[00:07:06.000 --> 00:07:08.000]  懂嗎
[00:07:08.000 --> 00:07:13.000]  但是耶穌他是神的兒子
[00:07:13.000 --> 00:07:18.000]  表明他就是神
[00:07:18.000 --> 00:07:20.000]  你聽得我在講什麼
[00:07:20.000 --> 00:07:22.000]  這是不一樣的邏輯
[00:07:22.000 --> 00:07:25.000]  因為在猶太人的觀念裡面
[00:07:25.000 --> 00:07:29.000]  當講到神的兒子的時候
[00:07:29.000 --> 00:07:33.000]  就是在講到他是神
[00:07:33.000 --> 00:07:38.000]  所以神的兒子就有神性對不對
[00:07:38.000 --> 00:07:40.000]  OK 好了
[00:07:40.000 --> 00:07:43.000]  那這一個跟我們一般所提到的
[00:07:43.000 --> 00:07:46.000]  我們基督徒都是神的兒女
[00:07:46.000 --> 00:07:47.000]  不太一樣
[00:07:47.000 --> 00:07:49.000]  了解我意思嗎
[00:07:49.000 --> 00:07:52.000]  我們都是神的兒女
[00:07:52.000 --> 00:07:54.000]  但是我們有沒有神性
[00:07:54.000 --> 00:07:55.000]  沒有
[00:07:55.000 --> 00:07:57.000]  我們是不是神
[00:07:57.000 --> 00:08:00.000]  不是
[00:08:00.000 --> 00:08:05.000]  所以耶穌基督從死裡復活這件事情
[00:08:05.000 --> 00:08:08.000]  在整個世界
[00:08:08.000 --> 00:08:10.000]  從以前到現在
[00:08:10.000 --> 00:08:13.000]  請問有沒有哪一個人死去了之後
[00:08:13.000 --> 00:08:15.000]  然後又活起來了
[00:08:15.000 --> 00:08:17.000]  然後就再也沒有死了
[00:08:17.000 --> 00:08:19.000]  有沒有
[00:08:19.000 --> 00:08:21.000]  你可能聽過有人死了復活了
[00:08:21.000 --> 00:08:22.000]  去過殿堂
[00:08:22.000 --> 00:08:23.000]  但請問他後來
[00:08:23.000 --> 00:08:25.000]  他後來又到哪去了
[00:08:25.000 --> 00:08:27.000]  他還要死了是不是
[00:08:27.000 --> 00:08:29.000]  你有沒有看過一個人死了之後復活
[00:08:29.000 --> 00:08:34.000]  然後他就再也沒有死亡了
[00:08:34.000 --> 00:08:37.000]  耶穌基督
[00:08:37.000 --> 00:08:39.000]  所以復活這件事情就證明
[00:08:39.000 --> 00:08:42.000]  這裡說以大人寫明是神的兒子
[00:08:42.000 --> 00:08:47.000]  寫明這個字在希臘文裡面
[00:08:47.000 --> 00:08:50.000]  就是地平線的意思
[00:08:50.000 --> 00:08:53.000]  我們英文的horizontal
[00:08:53.000 --> 00:08:55.000]  horizont
[00:08:55.000 --> 00:08:58.000]  這一個地平線
[00:08:58.000 --> 00:09:00.000]  什麼叫地平線
[00:09:00.000 --> 00:09:01.000]  你看
[00:09:01.000 --> 00:09:03.000]  當你從這個圖片裡面
[00:09:03.000 --> 00:09:05.000]  你這個海這樣看過去的時候
[00:09:05.000 --> 00:09:07.000]  你看到什麼
[00:09:07.000 --> 00:09:09.000]  你有沒有看到一個
[00:09:09.000 --> 00:09:10.000]  一個平線
[00:09:10.000 --> 00:09:13.000]  那個就叫做地平線
[00:09:13.000 --> 00:09:14.000]  是不是
[00:09:14.000 --> 00:09:19.000]  所以這個寫明原文的意思
[00:09:19.000 --> 00:09:23.000]  它就是把它標示出來
[00:09:23.000 --> 00:09:25.000]  把它劃定界限
[00:09:25.000 --> 00:09:27.000]  這個意思
[00:09:27.000 --> 00:09:28.000]  換句話說
[00:09:28.000 --> 00:09:33.000]  耶穌基督他從死裡復活這件事情
[00:09:33.000 --> 00:09:35.000]  神接著這個死裡復活
[00:09:35.000 --> 00:09:37.000]  大人死了死裡復活這件事情
[00:09:37.000 --> 00:09:39.000]  要來把它標明出來
[00:09:39.000 --> 00:09:41.000]  把它顯示出來
[00:09:41.000 --> 00:09:42.000]  顯示什麼
[00:09:42.000 --> 00:09:46.000]  顯示耶穌基督與所有一切的人
[00:09:46.000 --> 00:09:49.000]  所有一切其他地上的這些教主
[00:09:49.000 --> 00:09:51.000]  不一樣的就是因為
[00:09:51.000 --> 00:09:53.000]  耶穌基督他是神
[00:09:53.000 --> 00:09:54.000]  Amen
[00:09:54.000 --> 00:09:55.000]  跟你旁邊說
[00:09:55.000 --> 00:10:05.000]  耶穌基督是神
[00:10:05.000 --> 00:10:07.000]  當我們講到耶穌基督是神的時候
[00:10:07.000 --> 00:10:09.000]  我要再強調
[00:10:09.000 --> 00:10:13.000]  耶穌基督不是神
[00:10:13.000 --> 00:10:18.000]  裡面的一位神
[00:10:18.000 --> 00:10:21.000]  因為你如果碰到伊斯蘭教的
[00:10:21.000 --> 00:10:23.000]  你跟他講說
[00:10:23.000 --> 00:10:26.000]  I believe in God
[00:10:26.000 --> 00:10:28.000]  他會說什麼
[00:10:28.000 --> 00:10:30.000]  I believe in two
[00:10:30.000 --> 00:10:32.000]  我也相信
[00:10:32.000 --> 00:10:34.000]  但是他的God是什麼
[00:10:34.000 --> 00:10:36.000]  Allah
[00:10:36.000 --> 00:10:38.000]  你懂我意思嗎
[00:10:38.000 --> 00:10:40.000]  所以你跟伊斯蘭教的人
[00:10:40.000 --> 00:10:41.000]  跟他談話的時候
[00:10:41.000 --> 00:10:42.000]  你不要講God
[00:10:42.000 --> 00:10:43.000]  為什麼
[00:10:43.000 --> 00:10:45.000]  你也不要跟猶太教的人講God
[00:10:45.000 --> 00:10:46.000]  為什麼
[00:10:46.000 --> 00:10:48.000]  納坦雅胡也跟你說
[00:10:48.000 --> 00:10:52.000]  I believe in God
[00:10:52.000 --> 00:10:55.000]  但是他不believe in Jesus
[00:10:55.000 --> 00:10:58.000]  我們所相信的這位耶穌
[00:10:58.000 --> 00:11:01.000]  他是God
[00:11:01.000 --> 00:11:04.000]  他是三位一體的神的一位
[00:11:04.000 --> 00:11:05.000]  懂這意思嗎
[00:11:05.000 --> 00:11:09.000]  聖父聖子聖靈
[00:11:09.000 --> 00:11:12.000]  所以這位神他是
[00:11:12.000 --> 00:11:15.000]  獨一的真神有沒有
[00:11:15.000 --> 00:11:19.000]  認識你獨一的真神
[00:11:19.000 --> 00:11:20.000]  獨一的真神
[00:11:20.000 --> 00:11:22.000]  他又是獨一的
[00:11:22.000 --> 00:11:23.000]  但是我們所信的
[00:11:23.000 --> 00:11:25.000]  又是三位一體的神
[00:11:25.000 --> 00:11:27.000]  我今天沒有時間仔細講
[00:11:27.000 --> 00:11:28.000]  需要了解的
[00:11:28.000 --> 00:11:31.000]  請你參加門訓
[00:11:31.000 --> 00:11:37.000]  那第二位神的復活
[00:11:37.000 --> 00:11:38.000]  耶穌基督的復活
[00:11:38.000 --> 00:11:42.000]  把他跟世上所有一切其他的人
[00:11:42.000 --> 00:11:48.000]  劃清界限
[00:11:48.000 --> 00:11:55.000]  有多少人去過這些地方
[00:11:55.000 --> 00:12:01.000]  這個釋迦摩尼他出生的地方
[00:12:01.000 --> 00:12:03.000]  去過在盧比尼
[00:12:03.000 --> 00:12:06.000]  就是尼泊爾的盧比尼
[00:12:06.000 --> 00:12:11.000]  但是據說他在那邊
[00:12:11.000 --> 00:12:13.000]  佛家叫做什麼
[00:12:13.000 --> 00:12:17.000]  在那邊原籍的地方
[00:12:17.000 --> 00:12:20.000]  那個是在印度一個北部
[00:12:20.000 --> 00:12:24.000]  可能我想我們大概都沒有去過
[00:12:24.000 --> 00:12:30.000]  那麼請問現在釋迦摩尼在哪裡
[00:12:30.000 --> 00:12:32.000]  你到他的
[00:12:32.000 --> 00:12:36.000]  你到這個地方
[00:12:36.000 --> 00:12:39.000]  他這個名字是翻譯過來很奇怪
[00:12:39.000 --> 00:12:42.000]  我們中文叫做居什麼
[00:12:42.000 --> 00:12:45.000]  居斯納杰羅
[00:12:45.000 --> 00:12:46.000]  就這個地方
[00:12:46.000 --> 00:12:49.000]  你上去Google可以找得到
[00:12:49.000 --> 00:12:52.000]  這個地方其實據說
[00:12:52.000 --> 00:12:57.000]  這個釋迦摩尼他死了之後
[00:12:57.000 --> 00:13:00.000]  人把它火化之後
[00:13:00.000 --> 00:13:02.000]  把他的舍利子
[00:13:02.000 --> 00:13:03.000]  舍利子知道吧
[00:13:03.000 --> 00:13:06.000]  把他分成了八個
[00:13:06.000 --> 00:13:09.000]  所以送往了八個地方去
[00:13:09.000 --> 00:13:11.000]  所以這八個地方
[00:13:11.000 --> 00:13:13.000]  都把它弄了一個塔
[00:13:13.000 --> 00:13:15.000]  一個廟之類的
[00:13:15.000 --> 00:13:16.000]  來供奉他
[00:13:16.000 --> 00:13:20.000]  所以你要去找他的墳墓
[00:13:20.000 --> 00:13:23.000]  你找不到他這一個單獨的
[00:13:23.000 --> 00:13:27.000]  你只找到他的舍利子懂嗎
[00:13:27.000 --> 00:13:28.000]  但是我請問
[00:13:28.000 --> 00:13:30.000]  就算是他舍利子了
[00:13:30.000 --> 00:13:32.000]  請問莫罕默德耶穌
[00:13:32.000 --> 00:13:34.000]  那個叫
[00:13:34.000 --> 00:13:37.000]  釋迦摩尼有沒有再復活
[00:13:37.000 --> 00:13:39.000]  沒有
[00:13:39.000 --> 00:13:40.000]  莫罕默德
[00:13:40.000 --> 00:13:42.000]  釋迦摩尼死了
[00:13:42.000 --> 00:13:43.000]  他沒有再復活
[00:13:43.000 --> 00:13:46.000]  莫罕默德呢
[00:13:46.000 --> 00:13:48.000]  莫罕默德呢
[00:13:48.000 --> 00:13:51.000]  莫罕默德是伊斯蘭教的創辦人
[00:13:51.000 --> 00:13:52.000]  在他的手下
[00:13:52.000 --> 00:13:53.000]  南征北討
[00:13:53.000 --> 00:13:56.000]  把伊斯蘭教整個阿拉伯半島
[00:13:56.000 --> 00:13:59.000]  通通把它統一了
[00:13:59.000 --> 00:14:00.000]  後來他的街坊人
[00:14:00.000 --> 00:14:01.000]  陸陸續續的
[00:14:01.000 --> 00:14:04.000]  把當時候的北非
[00:14:04.000 --> 00:14:06.000]  甚至歐洲一些的地方
[00:14:06.000 --> 00:14:08.000]  通通把它拿下來
[00:14:08.000 --> 00:14:11.000]  就形成了今天的伊斯蘭教世界
[00:14:11.000 --> 00:14:14.000]  所以當初他們就是用武力
[00:14:14.000 --> 00:14:17.000]  擴展了他們的宗教信仰
[00:14:17.000 --> 00:14:22.000]  但是這位偉大的莫罕默德
[00:14:22.000 --> 00:14:24.000]  這是他的
[00:14:24.000 --> 00:14:28.000]  據說是他的靈犬
[00:14:28.000 --> 00:14:31.000]  請問他現在在哪裡
[00:14:31.000 --> 00:14:35.000]  在哪裡
[00:14:35.000 --> 00:14:37.000]  他還活著嗎
[00:14:37.000 --> 00:14:38.000]  沒有
[00:14:38.000 --> 00:14:41.000]  世界上面所有偉大的教主
[00:14:41.000 --> 00:14:43.000]  都死了
[00:14:43.000 --> 00:14:47.000]  世界上面所有偉大的君王都死了
[00:14:47.000 --> 00:14:50.000]  成吉思汗死了
[00:14:50.000 --> 00:14:52.000]  打遍歐亞非山中
[00:14:52.000 --> 00:14:53.000]  是不是
[00:14:53.000 --> 00:14:55.000]  跟耶穌差不多聯名
[00:14:55.000 --> 00:14:57.000]  他死了
[00:14:57.000 --> 00:14:58.000]  當他死的時候
[00:14:58.000 --> 00:15:00.000]  據說他叫他的手下
[00:15:00.000 --> 00:15:02.000]  把在棺木裡面挖兩個洞出來
[00:15:02.000 --> 00:15:03.000]  讓他的手伸出來
[00:15:03.000 --> 00:15:06.000]  因為他說我要向世界上的人
[00:15:06.000 --> 00:15:08.000]  告訴世界上的人
[00:15:08.000 --> 00:15:09.000]  我空空的來
[00:15:09.000 --> 00:15:10.000]  我也空空的走
[00:15:10.000 --> 00:15:12.000]  我什麼都沒有帶走
[00:15:12.000 --> 00:15:14.000]  一個曾經差池風雲
[00:15:14.000 --> 00:15:16.000]  把歐亞非山中都統一的
[00:15:16.000 --> 00:15:18.000]  打下來的一個成吉思汗
[00:15:18.000 --> 00:15:21.000]  最後他人生走到終點的時候
[00:15:21.000 --> 00:15:23.000]  他什麼都帶不走
[00:15:23.000 --> 00:15:27.000]  你今天有多少棟房子
[00:15:27.000 --> 00:15:30.000]  你今天有多少的存款
[00:15:30.000 --> 00:15:33.000]  黃金多少噸
[00:15:33.000 --> 00:15:35.000]  多少兩
[00:15:35.000 --> 00:15:38.000]  多少盎司
[00:15:38.000 --> 00:15:42.000]  兄弟們這一切當你走的時候可以帶走嗎
[00:15:42.000 --> 00:15:44.000]  我們中國人聰明啊
[00:15:44.000 --> 00:15:46.000]  帶不走怎麼辦呢
[00:15:46.000 --> 00:15:51.000]  燒紙錢
[00:15:51.000 --> 00:15:52.000]  是不是
[00:15:52.000 --> 00:15:54.000]  把汽車把洋房通通燒
[00:15:54.000 --> 00:15:56.000]  希望將來到天
[00:15:56.000 --> 00:15:57.000]  到了這個天
[00:15:57.000 --> 00:15:58.000]  什麼極樂世界的時候
[00:15:58.000 --> 00:16:00.000]  他還可以繼續開車
[00:16:00.000 --> 00:16:02.000]  你到天堂還去開車嗎
[00:16:02.000 --> 00:16:03.000]  真是很可笑
[00:16:03.000 --> 00:16:05.000]  你有沒有發現我們
[00:16:05.000 --> 00:16:06.000]  我們自以為聰明
[00:16:06.000 --> 00:16:08.000]  替自己造神
[00:16:08.000 --> 00:16:11.000]  但是耶穌基督他從死裡復活
[00:16:11.000 --> 00:16:12.000]  當你去耶路撒冷
[00:16:12.000 --> 00:16:14.000]  到聖地去看的時候
[00:16:14.000 --> 00:16:15.000]  你看見了一個
[00:16:15.000 --> 00:16:17.000]  耶穌所復活的那個地方
[00:16:17.000 --> 00:16:18.000]  那個石洞裡面
[00:16:18.000 --> 00:16:20.000]  現在在那個地方裡面
[00:16:20.000 --> 00:16:23.000]  裡面沒有人了
[00:16:23.000 --> 00:16:25.000]  那邊寫著耶穌復活了
[00:16:25.000 --> 00:16:27.000]  哈利路亞
[00:16:27.000 --> 00:16:29.000]  耶穌復活了
[00:16:29.000 --> 00:16:32.000]  所以你不要到死人當中去找死人
[00:16:32.000 --> 00:16:37.000]  你不要在死人當中去找活人
[00:16:37.000 --> 00:16:41.000]  耶穌基督已經復活了
[00:16:41.000 --> 00:16:43.000]  耶穌基督已經復活了
[00:16:43.000 --> 00:16:45.000]  所以耶穌基督的復活
[00:16:45.000 --> 00:16:48.000]  證明他是神
[00:16:48.000 --> 00:16:50.000]  他不只是基督教的創辦人
[00:16:50.000 --> 00:16:51.000]  是一個教主
[00:16:51.000 --> 00:16:55.000]  他就是神
[00:16:55.000 --> 00:16:57.000]  所以今天因著耶穌基督的復活
[00:16:57.000 --> 00:17:00.000]  我們是有盼望的人
[00:17:00.000 --> 00:17:03.000]  所以你要來相信這位耶穌基督
[00:17:03.000 --> 00:17:07.000]  跟你旁邊說你要相信他
[00:17:07.000 --> 00:17:10.000]  不要像重金一樣等待
[00:17:10.000 --> 00:17:13.000]  等待了十幾年了
[00:17:13.000 --> 00:17:14.000]  是不是
[00:17:14.000 --> 00:17:16.000]  我們中國人講說
[00:17:16.000 --> 00:17:18.000]  晚上睡覺脫了鞋
[00:17:18.000 --> 00:17:22.000]  第二天起來能不能穿鞋
[00:17:22.000 --> 00:17:24.000]  你都不知道
[00:17:24.000 --> 00:17:25.000]  是不是
[00:17:25.000 --> 00:17:30.000]  黃泉路上有老有少
[00:17:30.000 --> 00:17:31.000]  你到歐洲去
[00:17:31.000 --> 00:17:33.000]  你看到有一些的教堂裡面
[00:17:33.000 --> 00:17:35.000]  有那個小棺木
[00:17:35.000 --> 00:17:36.000]  有沒有
[00:17:36.000 --> 00:17:38.000]  中國人覺得很忌諱
[00:17:38.000 --> 00:17:41.000]  怎麼到教堂去看到這個棺木
[00:17:41.000 --> 00:17:43.000]  西方人他們受基督教的影響
[00:17:43.000 --> 00:17:45.000]  他們不覺得沒問題的
[00:17:45.000 --> 00:17:47.000]  反正他們覺得從教堂裡面
[00:17:47.000 --> 00:17:50.000]  直接到天上去比較快一點
[00:17:50.000 --> 00:17:52.000]  請問你有沒有看到
[00:17:52.000 --> 00:17:56.000]  那個小小的孩子的棺木
[00:17:56.000 --> 00:17:58.000]  那些可能是君王的孩子
[00:17:58.000 --> 00:18:01.000]  或者是什麼皇帝的
[00:18:01.000 --> 00:18:03.000]  這些的親戚
[00:18:03.000 --> 00:18:04.000]  小孩子
[00:18:04.000 --> 00:18:09.000]  是不是我們的年齡
[00:18:09.000 --> 00:18:13.000]  就代表我們的人生多長呢
[00:18:13.000 --> 00:18:18.000]  人生不是你能夠掌握的
[00:18:18.000 --> 00:18:20.000]  趁著今天抓住耶穌基督
[00:18:20.000 --> 00:18:26.000]  趁著有機會來認識這位耶穌基督
[00:18:26.000 --> 00:18:28.000]  約翰福音一章十二節
[00:18:28.000 --> 00:18:30.000]  這裡告訴我們什麼叫做信
[00:18:30.000 --> 00:18:31.000]  我們起來念好不好
[00:18:31.000 --> 00:18:37.000]  凡接待他的就是明的人
[00:18:37.000 --> 00:18:41.000]  他就賜他們全品做神的兒女
[00:18:41.000 --> 00:18:42.000]  如果你不會背的話
[00:18:42.000 --> 00:18:44.000]  你要把這節背起來
[00:18:44.000 --> 00:18:47.000]  很多人基督徒信耶穌信了很久
[00:18:47.000 --> 00:18:49.000]  你問他說你怎麼知道你是基督徒
[00:18:49.000 --> 00:18:56.000]  你怎麼確認你得救了
[00:18:56.000 --> 00:18:59.000]  不知道他怎麼回答
[00:18:59.000 --> 00:19:02.000]  把這些神經背起來
[00:19:02.000 --> 00:19:07.000]  這節神經是你得救的一個把握確定
[00:19:07.000 --> 00:19:11.000]  這裡說凡接待他的就是
[00:19:11.000 --> 00:19:14.000]  那個瓜胡是我多加的
[00:19:14.000 --> 00:19:17.000]  就是信他明的人
[00:19:17.000 --> 00:19:19.000]  接待是什麼
[00:19:19.000 --> 00:19:23.000]  接待就是接受
[00:19:23.000 --> 00:19:26.000]  接待他就是耶穌
[00:19:26.000 --> 00:19:30.000]  接待他到哪裡呢
[00:19:30.000 --> 00:19:33.000]  接待到我們的心裡面
[00:19:33.000 --> 00:19:37.000]  他說你凡是把耶穌接到你心裡面來
[00:19:37.000 --> 00:19:41.000]  你就是信他明的人
[00:19:41.000 --> 00:19:46.000]  他就賜給他們全品做神的兒女
[00:19:46.000 --> 00:19:48.000]  他就給你全品做神的兒女
[00:19:48.000 --> 00:19:50.000]  你就是神的兒女
[00:19:50.000 --> 00:19:53.000]  但是請你記得
[00:19:53.000 --> 00:19:59.000]  這個原文裡面其實它這個相信
[00:19:59.000 --> 00:20:03.000]  它是一個英文把它翻譯
[00:20:03.000 --> 00:20:08.000]  它的介系是叫做believe in two
[00:20:08.000 --> 00:20:12.000]  什麼叫做believe in two
[00:20:12.000 --> 00:20:21.000]  這個意思就是說你要信進去了
[00:20:21.000 --> 00:20:25.000]  我們中國人講說你信得太迷了有沒有
[00:20:25.000 --> 00:20:27.000]  我以前爸爸媽媽常常
[00:20:27.000 --> 00:20:28.000]  他們還沒有信主
[00:20:28.000 --> 00:20:32.000]  常常就說你信迷了
