
[00:00:00.000 --> 00:00:05.000]  以上的相片不是在雀仔書裏拍攝出來的
[00:03:06.000 --> 00:03:11.000]  而是在於你有沒有讓基督在你的生命裏面
[00:03:11.000 --> 00:03:15.000]  既然有新的生命在裏面
[00:03:15.000 --> 00:03:17.000]  彼得的意思是說
[00:03:17.000 --> 00:03:22.000]  以上所提及的惡毒 詭詐 假善 嫉妒 一切誹謗
[00:03:22.000 --> 00:03:25.000]  不應該傳在我們這班重生
[00:03:25.000 --> 00:03:28.000]  有基督 有聖靈在裏面的人
[00:03:28.000 --> 00:03:30.000]  惡毒 大家聽得多
[00:03:30.000 --> 00:03:32.000]  這個一定是負面的知識
[00:03:32.000 --> 00:03:35.000]  惡毒就是那些不好的心思
[00:03:35.000 --> 00:03:37.000]  是會害人的計謀
[00:03:37.000 --> 00:03:41.000]  這些不好的 我們基督徒不應該有惡毒的思想
[00:03:41.000 --> 00:03:43.000]  惡毒的計謀
[00:03:43.000 --> 00:03:45.000]  鬼詐即是狡猾
[00:03:45.000 --> 00:03:47.000]  或者一些說話不誠實
[00:03:47.000 --> 00:03:48.000]  不合理的欺騙
[00:03:48.000 --> 00:03:51.000]  甚至一些取口 拿人便宜的一些東西
[00:03:51.000 --> 00:03:53.000]  我們叫做鬼詐
[00:03:53.000 --> 00:03:56.000]  假善 就是假冒為善
[00:03:56.000 --> 00:03:58.000]  假善通常是形容那些演戲的人
[00:03:58.000 --> 00:04:01.000]  那些是假的 不是真的這樣的
[00:04:01.000 --> 00:04:04.000]  用廣東話最貼切的是什麼
[00:04:04.000 --> 00:04:06.000]  演戲
[00:04:06.000 --> 00:04:09.000]  基督徒不應該演戲的
[00:04:09.000 --> 00:04:11.000]  我們做學生的時代就知道
[00:04:11.000 --> 00:04:13.000]  我明明很頑皮的
[00:04:13.000 --> 00:04:14.000]  上課不留心的
[00:04:14.000 --> 00:04:16.000]  不守秩序的
[00:04:16.000 --> 00:04:18.000]  老師不在的時候我就亂來
[00:04:18.000 --> 00:04:20.000]  老師踏進門口
[00:04:20.000 --> 00:04:22.000]  我們馬上個個肅靜
[00:04:22.000 --> 00:04:24.000]  這些叫做假善的行為
[00:04:24.000 --> 00:04:27.000]  如果我明明不喜歡你的
[00:04:27.000 --> 00:04:29.000]  你是恨我真的
[00:04:29.000 --> 00:04:32.000]  但在你面前又很有禮貌的
[00:04:32.000 --> 00:04:34.000]  你背後我就馬上說你
[00:04:34.000 --> 00:04:37.000]  這些叫做假善的說話
[00:04:37.000 --> 00:04:39.000]  基督徒不應該有這些東西的
[00:04:39.000 --> 00:04:41.000]  嫉妒
[00:04:41.000 --> 00:04:43.000]  我想是最普及的一樣東西
[00:04:43.000 --> 00:04:45.000]  小孩子都會有嫉妒的
[00:04:45.000 --> 00:04:49.000]  特別如果你是剛剛生了第二胎的時候
[00:04:49.000 --> 00:04:50.000]  你有明白
[00:04:50.000 --> 00:04:54.000]  我希望不會發生在你的子女身上
[00:04:54.000 --> 00:04:55.000]  很多時候都聽到
[00:04:55.000 --> 00:04:57.000]  那些哥哥或姐姐
[00:04:57.000 --> 00:04:59.000]  見到這個剛出生的弟弟妹妹
[00:04:59.000 --> 00:05:01.000]  他們會產生嫉妒
[00:05:01.000 --> 00:05:05.000]  我有個親戚現在已經二十多歲了
[00:05:05.000 --> 00:05:07.000]  他妹妹出生的時候
[00:05:07.000 --> 00:05:09.000]  不知為何會踩他
[00:05:09.000 --> 00:05:11.000]  踩在他胸口上
[00:05:11.000 --> 00:05:13.000]  嫉妒
[00:05:13.000 --> 00:05:15.000]  不開心
[00:05:15.000 --> 00:05:16.000]  媽媽疼愛他
[00:05:16.000 --> 00:05:18.000]  媽媽關注他
[00:05:18.000 --> 00:05:20.000]  人類最普及的罪
[00:05:20.000 --> 00:05:23.000]  不只是發生在小朋友身上
[00:05:23.000 --> 00:05:25.000]  那個人妒忌阿伯
[00:05:25.000 --> 00:05:27.000]  殺了他
[00:05:27.000 --> 00:05:31.000]  阿伯的子女妒忌約瑟
[00:05:31.000 --> 00:05:33.000]  賣了他
[00:05:33.000 --> 00:05:35.000]  耶穌門徒彼此嫉妒
[00:05:35.000 --> 00:05:39.000]  猶太人嫉妒耶穌要殺他
[00:05:39.000 --> 00:05:42.000]  嫉妒帶來死亡
[00:05:42.000 --> 00:05:45.000]  嫉妒帶來很多混亂的事情
[00:05:45.000 --> 00:05:48.000]  彼得說這些東西不應該存在
[00:05:48.000 --> 00:05:50.000]  誹謗的說話
[00:05:50.000 --> 00:05:53.000]  簡單來說就是惡意的論斷
[00:05:53.000 --> 00:05:55.000]  共同的特色是甚麼
[00:05:55.000 --> 00:05:56.000]  不是公開說的
[00:05:56.000 --> 00:05:59.000]  是背後說人一些壞話
[00:05:59.000 --> 00:06:01.000]  甚至可能不真實
[00:06:01.000 --> 00:06:03.000]  廣東話很貼切
[00:06:03.000 --> 00:06:04.000]  即是篤人背脊
[00:06:04.000 --> 00:06:06.000]  這些不應該在我們這班
[00:06:06.000 --> 00:06:08.000]  重生又基督
[00:06:08.000 --> 00:06:10.000]  在裡面有新生命的基督徒
[00:06:10.000 --> 00:06:12.000]  應該有的行為
[00:06:12.000 --> 00:06:14.000]  彼得告訴你
[00:06:14.000 --> 00:06:16.000]  以上這些惡行
[00:06:16.000 --> 00:06:18.000]  其實我們信耶穌的時候
[00:06:18.000 --> 00:06:20.000]  我們已經斷絕和他們的關係
[00:06:20.000 --> 00:06:22.000]  我們不應該和他們有來往
[00:06:22.000 --> 00:06:25.000]  但一日你和我在這個世界裡面
[00:06:25.000 --> 00:06:29.000]  這些惡行都會死纏著我們
[00:06:29.000 --> 00:06:31.000]  雖然如此
[00:06:31.000 --> 00:06:32.000]  彼得提醒我們
[00:06:32.000 --> 00:06:36.000]  我們必須堅決一切所提到的惡行
[00:06:36.000 --> 00:06:38.000]  否則這些東西
[00:06:38.000 --> 00:06:42.000]  都會妨礙我們宿命生命的成長
[00:06:42.000 --> 00:06:47.000]  保持和以上惡行絕交的狀態
[00:06:47.000 --> 00:06:51.000]  就像今天的中日關係
[00:06:53.000 --> 00:06:55.000]  那是愛無賴
[00:06:55.000 --> 00:06:57.000]  所必須有的準備
[00:06:57.000 --> 00:06:59.000]  我記得小時候
[00:06:59.000 --> 00:07:01.000]  沒胃口吃東西的時候
[00:07:01.000 --> 00:07:02.000]  爸爸媽媽就會說
[00:07:02.000 --> 00:07:04.000]  你肚子裡面有蟲
[00:07:04.000 --> 00:07:06.000]  所以你沒胃口吃東西
[00:07:06.000 --> 00:07:08.000]  於是買那些花塔餅叫我吃
[00:07:08.000 --> 00:07:11.000]  我吃完之後我更加沒胃口
[00:07:11.000 --> 00:07:16.000]  原來疾病
[00:07:16.000 --> 00:07:18.000]  或者裡面有些不妥
[00:07:18.000 --> 00:07:21.000]  是會妨礙我們進食的胃口
[00:07:21.000 --> 00:07:23.000]  同樣罪行、惡行
[00:07:23.000 --> 00:07:27.000]  是會妨礙我們基督徒愛慕上帝話語
[00:07:27.000 --> 00:07:29.000]  所以除去惡行
[00:07:29.000 --> 00:07:34.000]  是我們信徒生命成長必須的條件
[00:07:34.000 --> 00:07:36.000]  不要忘記
[00:07:36.000 --> 00:07:38.000]  我們今天擁有這個新的生命
[00:07:38.000 --> 00:07:42.000]  乃是因為耶穌基督在十字架上救贖而得到的
[00:07:42.000 --> 00:07:44.000]  我們都因著祂的話語
[00:07:44.000 --> 00:07:49.000]  使我們的生命可以循序漸進地成長
[00:07:52.000 --> 00:07:54.000]  2月11日
[00:07:54.000 --> 00:07:57.000]  我看到一篇新聞
[00:07:57.000 --> 00:08:01.000]  是記載到海洋公園在去年7月
[00:08:01.000 --> 00:08:04.000]  有一隻企鵝蛋不小心
[00:08:04.000 --> 00:08:07.000]  在爸爸媽媽的腳上掉了出來
[00:08:07.000 --> 00:08:11.000]  三成的蛋殼破壞了
[00:08:11.000 --> 00:08:14.000]  面對脫水的威脅
[00:08:14.000 --> 00:08:18.000]  這個企鵝的生存是非常渺茫
[00:08:18.000 --> 00:08:20.000]  但經過海洋公園的護理員
[00:08:20.000 --> 00:08:22.000]  精心的照顧
[00:08:22.000 --> 00:08:24.000]  竟然奇蹟的生存
[00:08:24.000 --> 00:08:28.000]  翌日馬上回到爸爸媽媽的身邊
[00:08:28.000 --> 00:08:32.000]  在他們的照顧下已經茁壯成長
[00:08:32.000 --> 00:08:34.000]  游泳得多開心
[00:08:34.000 --> 00:08:36.000]  所以就有頭版的新聞
[00:08:36.000 --> 00:08:38.000]  這個半歲大的企鵝
[00:08:38.000 --> 00:08:40.000]  海洋公園給它一個名字
[00:08:40.000 --> 00:08:42.000]  叫什麼呢?
[00:08:42.000 --> 00:08:43.000]  不是圓圓
[00:08:43.000 --> 00:08:44.000]  不是樂樂
[00:08:44.000 --> 00:08:47.000]  那是奇蹟
[00:08:47.000 --> 00:08:49.000]  各位頂子妹
[00:08:49.000 --> 00:08:50.000]  今天成為基督徒
[00:08:50.000 --> 00:08:53.000]  你和我擁有一個永恆的生命
[00:08:53.000 --> 00:08:56.000]  這個豈不是奇蹟嗎?
[00:08:56.000 --> 00:08:59.000]  講得清楚一點
[00:08:59.000 --> 00:09:00.000]  正確一點
[00:09:00.000 --> 00:09:01.000]  我覺得不是奇蹟
[00:09:01.000 --> 00:09:03.000]  那是神蹟
[00:09:03.000 --> 00:09:07.000]  你和我竟然神蹟地坐在生命堂的裏面
[00:09:07.000 --> 00:09:08.000]  成為基督徒
[00:09:08.000 --> 00:09:10.000]  成為一個有永生的人
[00:09:10.000 --> 00:09:11.000]  有豐盛生命的人
[00:09:11.000 --> 00:09:13.000]  這個絕對是神蹟
[00:09:13.000 --> 00:09:18.000]  是神給我們一份最大的禮物
[00:09:18.000 --> 00:09:21.000]  如果不是神的拯救
[00:09:21.000 --> 00:09:23.000]  你和我有什麼盼望呢?
[00:09:23.000 --> 00:09:25.000]  如果不是神的拯救
[00:09:25.000 --> 00:09:27.000]  我們面對這個世界
[00:09:27.000 --> 00:09:31.000]  有什麼盼望給我們呢?
[00:09:31.000 --> 00:09:35.000]  祂將我們這個必死的生命
[00:09:35.000 --> 00:09:40.000]  帶進一個永恆的生命當中
[00:09:40.000 --> 00:09:43.000]  很喜歡這個月的樂詩
[00:09:43.000 --> 00:09:46.000]  每次唱的時候都有很大的感受
[00:09:46.000 --> 00:09:49.000]  不單止有什麼優美的旋律
[00:09:49.000 --> 00:09:51.000]  因為整篇的詩
[00:09:51.000 --> 00:09:56.000]  是用詩篇103篇的背景去配合的
[00:09:56.000 --> 00:09:58.000]  神的愛
[00:09:58.000 --> 00:10:01.000]  神的名要值得稱頌
[00:10:01.000 --> 00:10:05.000]  是因為祂是至大至盛的上帝之餘
[00:10:05.000 --> 00:10:06.000]  正如詩句說
[00:10:06.000 --> 00:10:11.000]  祂領我出死入生
[00:10:11.000 --> 00:10:12.000]  頂姐妹
[00:10:12.000 --> 00:10:14.000]  這個豈不是神蹟嗎?
[00:10:14.000 --> 00:10:16.000]  你和我今天可以免去死亡
[00:10:16.000 --> 00:10:17.000]  進入永恆的裏面
[00:10:17.000 --> 00:10:19.000]  這個不是必然的
[00:10:19.000 --> 00:10:21.000]  原本我們等死的死囚
[00:10:21.000 --> 00:10:22.000]  今天竟然告訴我們
[00:10:22.000 --> 00:10:23.000]  我們無罪釋放
[00:10:23.000 --> 00:10:26.000]  進入到永恆自由的境域裏面
[00:10:26.000 --> 00:10:28.000]  頂姐妹
[00:10:28.000 --> 00:10:30.000]  你明白嗎?
[00:10:30.000 --> 00:10:32.000]  你看不看到你的身份
[00:10:32.000 --> 00:10:34.000]  今天是何等的尊貴
[00:10:34.000 --> 00:10:36.000]  你有沒有珍惜這份生命呢?
[00:10:36.000 --> 00:10:37.000]  還是繼續糟蹋
[00:10:37.000 --> 00:10:39.000]  繼續犯罪
[00:10:39.000 --> 00:10:44.000]  而叫我這個根深的生命被糟蹋呢?
[00:10:44.000 --> 00:10:46.000]  第二方面我們要思想
[00:10:46.000 --> 00:10:49.000]  這個根深的生命
[00:10:49.000 --> 00:10:51.000]  不是好像剛才那些硬照
[00:10:51.000 --> 00:10:54.000]  一幅很美麗的鳥仔成長的圖畫
[00:10:54.000 --> 00:10:57.000]  是一個好像後面尾聲那裏
[00:10:57.000 --> 00:10:59.000]  你聽到鳥仔的聲音
[00:10:59.000 --> 00:11:01.000]  是一個活生生的生命
[00:11:01.000 --> 00:11:03.000]  我不知道它叫是因為肚餓叫
[00:11:03.000 --> 00:11:05.000]  還是自然的本能
[00:11:05.000 --> 00:11:08.000]  可能多數是肚餓叫
[00:11:08.000 --> 00:11:13.000]  原來基督徒的生命是活潑的
[00:11:13.000 --> 00:11:16.000]  是可以影響這個世界的
[00:11:16.000 --> 00:11:19.000]  這個生命是成長的
[00:11:19.000 --> 00:11:21.000]  成長的生命
[00:11:21.000 --> 00:11:24.000]  其中一個特徵是什麼呢?
[00:11:24.000 --> 00:11:25.000]  根據彼得告訴我們
[00:11:25.000 --> 00:11:28.000]  是會有一個渴慕的心
[00:11:28.000 --> 00:11:31.000]  原來重生就是指我們新的生命的開始
[00:11:31.000 --> 00:11:33.000]  當我們擁有一個新的生命
[00:11:33.000 --> 00:11:35.000]  是會自然成長的
[00:11:35.000 --> 00:11:37.000]  在彼得的心目中
[00:11:37.000 --> 00:11:40.000]  所有基督徒都是一個嬰孩
[00:11:40.000 --> 00:11:44.000]  都需要奶使他發育成長
[00:11:44.000 --> 00:11:47.000]  二章二節上半節這裏說
[00:11:47.000 --> 00:11:50.000]  就要愛慕那純淨的靈奶
[00:11:50.000 --> 00:11:54.000]  像財生的嬰孩愛慕那一樣
[00:11:54.000 --> 00:11:56.000]  如果BB一出生不愛奶
[00:11:56.000 --> 00:11:58.000]  我們做父母就很擔心
[00:11:58.000 --> 00:12:02.000]  奶是BB必然愛慕
[00:12:02.000 --> 00:12:04.000]  也是必須的營養
[00:12:04.000 --> 00:12:06.000]  所以彼得告訴我們
[00:12:06.000 --> 00:12:09.000]  不單止要除去惡行
[00:12:09.000 --> 00:12:12.000]  那些妨礙我們愛慕奶的元素
[00:12:12.000 --> 00:12:18.000]  我們更加要有一個長進的心智
[00:12:18.000 --> 00:12:20.000]  因為屬靈的奶
[00:12:20.000 --> 00:12:24.000]  是我們屬靈生命基本的營養
[00:12:24.000 --> 00:12:27.000]  唯有這樣才能幫助我們靈命的成長
[00:12:27.000 --> 00:12:30.000]  這些屬靈的靈奶是什麼呢?
[00:12:30.000 --> 00:12:34.000]  就是我們所知道的真道
[00:12:34.000 --> 00:12:36.000]  我們看一章二十三節彼得怎樣形容
[00:12:36.000 --> 00:12:37.000]  這個真道是怎樣?
[00:12:37.000 --> 00:12:38.000]  一起讀好嗎?
[00:12:38.000 --> 00:12:39.000]  預備起
[00:12:39.000 --> 00:12:41.000]  你們夢了重生
[00:12:41.000 --> 00:12:43.000]  不是由於能壞的種子
[00:12:43.000 --> 00:12:46.000]  乃由於不能壞的種子
[00:12:46.000 --> 00:12:50.000]  是著神活潑常存的道
[00:12:50.000 --> 00:12:52.000]  這個純淨的靈奶
[00:12:52.000 --> 00:12:53.000]  這個真道
[00:12:53.000 --> 00:12:58.000]  是沒有死期的
[00:12:58.000 --> 00:13:00.000]  沒有保鮮期的
[00:13:00.000 --> 00:13:03.000]  是天天都新鮮的
[00:13:03.000 --> 00:13:07.000]  所以彼得的信息告訴我們
[00:13:07.000 --> 00:13:10.000]  他要糾正我們一個很重要的錯誤
[00:13:10.000 --> 00:13:11.000]  很多時候
[00:13:11.000 --> 00:13:13.000]  我們以為聖經
[00:13:13.000 --> 00:13:15.000]  幾千年前寫的東西
[00:13:15.000 --> 00:13:17.000]  落後了
[00:13:17.000 --> 00:13:19.000]  講的東西是適合古代的信徒聽
[00:13:19.000 --> 00:13:20.000]  我們現在
[00:13:20.000 --> 00:13:21.000]  二十一世紀
[00:13:21.000 --> 00:13:23.000]  這個香港這麼現代
[00:13:23.000 --> 00:13:25.000]  神的話語不行了
[00:13:25.000 --> 00:13:26.000]  沒用了
[00:13:26.000 --> 00:13:28.000]  不需要理會
[00:13:28.000 --> 00:13:30.000]  是不是這樣呢?
[00:13:30.000 --> 00:13:32.000]  我們只不過是道聽途說
[00:13:32.000 --> 00:13:34.000]  我們只不過是聽聞
[00:13:34.000 --> 00:13:36.000]  關於聖經的東西
[00:13:36.000 --> 00:13:39.000]  我們從來沒有親身去認識
[00:13:39.000 --> 00:13:40.000]  去相信
[00:13:40.000 --> 00:13:42.000]  去經歷
[00:13:42.000 --> 00:13:44.000]  我們沒有經歷
[00:13:44.000 --> 00:13:46.000]  我們怎麼能夠去肯定
[00:13:46.000 --> 00:13:48.000]  上帝的話語不行呢?
[00:13:48.000 --> 00:13:50.000]  凡是用心去認識
[00:13:50.000 --> 00:13:51.000]  相信
[00:13:51.000 --> 00:13:52.000]  經歷的信徒
[00:13:52.000 --> 00:13:54.000]  都可以認證一件事
[00:13:54.000 --> 00:13:56.000]  上帝的話語
[00:13:56.000 --> 00:13:58.000]  此時此刻
[00:13:58.000 --> 00:14:00.000]  都有效的
[00:14:00.000 --> 00:14:02.000]  真正的落伍
[00:14:02.000 --> 00:14:04.000]  真正的迷信
[00:14:04.000 --> 00:14:06.000]  就是我從來不去經歷
[00:14:06.000 --> 00:14:08.000]  就說聖經沒有效
[00:14:08.000 --> 00:14:09.000]  聖經落後
[00:14:09.000 --> 00:14:11.000]  這個是真正的落後
[00:14:11.000 --> 00:14:12.000]  如果是這樣
[00:14:12.000 --> 00:14:13.000]  各位頂智妹
[00:14:13.000 --> 00:14:15.000]  如果到現在你認為聖經是
[00:14:15.000 --> 00:14:17.000]  只不過是在禮拜堂裡面
[00:14:17.000 --> 00:14:19.000]  擺在那裡陳設
[00:14:19.000 --> 00:14:21.000]  或者只不過是我們崇拜
[00:14:21.000 --> 00:14:22.000]  讀經
[00:14:22.000 --> 00:14:23.000]  唱詩歌的時候
[00:14:23.000 --> 00:14:25.000]  或者查經的時候才用的
[00:14:25.000 --> 00:14:27.000]  一本書
[00:14:27.000 --> 00:14:28.000]  那我只能夠說
[00:14:28.000 --> 00:14:29.000]  我們是不識貨
[00:14:29.000 --> 00:14:31.000]  我們是走寶
[00:14:31.000 --> 00:14:33.000]  聖經的話語就浪費了
[00:14:33.000 --> 00:14:35.000]  純正的靈賴是神的話
[00:14:35.000 --> 00:14:37.000]  是沒有雜質的
[00:14:37.000 --> 00:14:39.000]  神的話語不是謬論
[00:14:39.000 --> 00:14:41.000]  不是惡毒的說話
[00:14:41.000 --> 00:14:43.000]  更加不是不道德的說話
[00:14:43.000 --> 00:14:45.000]  是適合我們每位教徒
[00:14:45.000 --> 00:14:47.000]  屬靈生命的需要
[00:14:47.000 --> 00:14:49.000]  神的話語
[00:14:49.000 --> 00:14:51.000]  既然是純正
[00:14:51.000 --> 00:14:53.000]  沒有雜質
[00:14:53.000 --> 00:14:54.000]  我們用了它
[00:14:54.000 --> 00:14:56.000]  享受了之後
[00:14:56.000 --> 00:14:58.000]  不會培育我們成為大肚子的嬰兒
[00:14:58.000 --> 00:15:00.000]  因為它是純正
[00:15:00.000 --> 00:15:02.000]  真實我們需要的靈賴
[00:15:02.000 --> 00:15:04.000]  今天做父母的
[00:15:04.000 --> 00:15:06.000]  或者我們很節儉
[00:15:06.000 --> 00:15:08.000]  我們要生活
[00:15:08.000 --> 00:15:10.000]  為了生活得好一點
[00:15:10.000 --> 00:15:12.000]  我們要節儉一點
[00:15:12.000 --> 00:15:14.000]  但多節儉都好
[00:15:14.000 --> 00:15:16.000]  我們都不會吝嗇對我們
[00:15:16.000 --> 00:15:18.000]  剛剛出生的嬰兒
[00:15:18.000 --> 00:15:20.000]  或者我們的小孩
[00:15:20.000 --> 00:15:22.000]  那個生活的需要
[00:15:22.000 --> 00:15:24.000]  我們盡所能的
[00:15:24.000 --> 00:15:26.000]  供應最好的奶和食物
[00:15:26.000 --> 00:15:28.000]  給我們子女
[00:15:28.000 --> 00:15:30.000]  這是一份天職
[00:15:30.000 --> 00:15:32.000]  是父母對子女的愛
[00:15:32.000 --> 00:15:34.000]  我寧願節儉自己
[00:15:34.000 --> 00:15:36.000]  都不想我子女吃了不好的奶
[00:15:36.000 --> 00:15:38.000]  身體有影響
[00:15:38.000 --> 00:15:40.000]  上帝今天已經將
[00:15:40.000 --> 00:15:42.000]  純正的靈賴
[00:15:42.000 --> 00:15:44.000]  給我們每一個
[00:15:44.000 --> 00:15:46.000]  多到不得了
[00:15:46.000 --> 00:15:48.000]  而且是沒有過期的
[00:15:48.000 --> 00:15:50.000]  頂姊妹我們沒有珍惜
[00:15:50.000 --> 00:15:52.000]  今天我們對聖經的興趣
[00:15:52.000 --> 00:15:54.000]  會不會連
[00:15:54.000 --> 00:15:56.000]  時事的新聞
[00:15:56.000 --> 00:15:58.000]  財經的消息
[00:15:58.000 --> 00:16:00.000]  韓劇
[00:16:00.000 --> 00:16:02.000]  熱門的電影
[00:16:02.000 --> 00:16:04.000]  唱詩的小說
[00:16:04.000 --> 00:16:06.000]  都有所不及呢
[00:16:06.000 --> 00:16:08.000]  如果我寧願追學韓劇
[00:16:08.000 --> 00:16:10.000]  我都不肯花時間去讀上帝的話語
[00:16:10.000 --> 00:16:12.000]  我寧願去玩
[00:16:12.000 --> 00:16:14.000]  去做自己喜歡的東西
[00:16:14.000 --> 00:16:16.000]  都不願意來敬拜上帝
[00:16:16.000 --> 00:16:18.000]  不會稱頌主的聖名
[00:16:18.000 --> 00:16:20.000]  這個反映了什麼
[00:16:20.000 --> 00:16:22.000]  反映了我們生命裡有些問題
[00:16:24.000 --> 00:16:26.000]  每個人有不同的原因
[00:16:26.000 --> 00:16:28.000]  不同的經歷
[00:16:28.000 --> 00:16:30.000]  可能你真的覺得
[00:16:30.000 --> 00:16:32.000]  聖經是悶一點的
[00:16:32.000 --> 00:16:34.000]  為什麼會悶呢?問題在哪裡呢?
[00:16:34.000 --> 00:16:38.000]  是不是因為我們根本
[00:16:38.000 --> 00:16:40.000]  沒有真正去認識聖經
[00:16:40.000 --> 00:16:42.000]  去相信聖經
[00:16:42.000 --> 00:16:44.000]  去經歷聖經呢?
[00:16:44.000 --> 00:16:46.000]  如果我們完全對上帝的話語
[00:16:46.000 --> 00:16:48.000]  沒有興趣沒有接觸
[00:16:48.000 --> 00:16:50.000]  這個是確實一個大的問題
[00:16:50.000 --> 00:16:52.000]  我們不能夠置之不理
[00:16:52.000 --> 00:16:54.000]  我們要找出原因
[00:16:54.000 --> 00:16:56.000]  和解決方法
[00:16:56.000 --> 00:16:58.000]  因為這個關乎
[00:16:58.000 --> 00:17:00.000]  我們靈命生死的問題
[00:17:00.000 --> 00:17:02.000]  第二個特徵
[00:17:02.000 --> 00:17:04.000]  這個生命不單止有
[00:17:04.000 --> 00:17:06.000]  學悟上帝的話語的心
[00:17:06.000 --> 00:17:08.000]  這個生命是要
[00:17:08.000 --> 00:17:10.000]  不斷成長之餘
[00:17:10.000 --> 00:17:12.000]  是會進入到一個成熟的地步
[00:17:12.000 --> 00:17:14.000]  二章二節
[00:17:14.000 --> 00:17:16.000]  我們看螢幕
[00:17:16.000 --> 00:17:18.000]  這裡這麼說
[00:17:18.000 --> 00:17:20.000]  叫你們因此漸長
[00:17:20.000 --> 00:17:22.000]  以致得救
[00:17:22.000 --> 00:17:24.000]  另外一本說
[00:17:24.000 --> 00:17:26.000]  叫你們靠祂長大
[00:17:26.000 --> 00:17:28.000]  進入救恩
[00:17:28.000 --> 00:17:30.000]  基督徒的生命旅程
[00:17:30.000 --> 00:17:32.000]  我們稱為
[00:17:32.000 --> 00:17:34.000]  天路的歷程
[00:17:34.000 --> 00:17:36.000]  在整個歷程裡面
[00:17:36.000 --> 00:17:38.000]  有些人的歷程是短一點的
[00:17:38.000 --> 00:17:40.000]  有些人是長一點的
[00:17:40.000 --> 00:17:42.000]  每人的經歷不同
[00:17:42.000 --> 00:17:44.000]  但是相同的就是說
