
[00:00:00.000 --> 00:00:04.160]  之前我在週六的聖經課程裏面
[00:03:22.880 --> 00:03:26.400]  因為講經驗哪及船長和船主
[00:03:26.400 --> 00:03:28.600]  況且當時保羅是甚麼呢
[00:03:28.600 --> 00:03:30.400]  只是階下囚
[00:03:30.400 --> 00:03:32.760]  一個囚犯有甚麼發言權
[00:03:32.760 --> 00:03:33.960]  還若有
[00:03:33.960 --> 00:03:36.520]  保羅其實也有發言權的資格
[00:03:36.520 --> 00:03:38.320]  因為他有很多航海經驗
[00:03:38.320 --> 00:03:39.680]  聖經告訴他
[00:03:39.680 --> 00:03:42.480]  他其實遭遇過海難
[00:03:42.480 --> 00:03:46.880]  遇船壞有三次一晝一夜在海裏面
[00:03:46.880 --> 00:03:49.560]  並且經歷過海裏面的危險
[00:03:49.560 --> 00:03:51.800]  所以其實講了他航海經驗不少
[00:03:51.800 --> 00:03:54.920]  也遇風浪或遇海難也多
[00:03:54.920 --> 00:03:58.400]  但在當中他沒有話語權
[00:03:58.400 --> 00:04:00.160]  於是大家就不相信他
[00:04:00.160 --> 00:04:03.080]  繼續來到他航行
[00:04:03.080 --> 00:04:05.760]  去到第十三至二十節裏面
[00:04:05.760 --> 00:04:07.000]  我們一齊來到中獨
[00:04:07.000 --> 00:04:08.600]  發生了甚麼事呢
[00:04:08.600 --> 00:04:10.080]  第十三至二十
[00:04:10.080 --> 00:04:18.560]  「予備起,這時微微起了南風
[00:04:18.560 --> 00:04:21.920]  他們以為得意就起立
[00:04:21.920 --> 00:04:24.520]  貼近格里底行去
[00:04:24.520 --> 00:04:29.040]  不多幾時狂風從島上撲下來
[00:04:29.040 --> 00:04:32.280]  那風名叫有格
[00:04:32.280 --> 00:04:34.520]  船被風抓住
[00:04:34.520 --> 00:04:36.040]  敵不住風
[00:04:36.040 --> 00:04:38.480]  我們就任風刮去
[00:04:38.480 --> 00:04:42.640]  貼著一個小島的背風噴汗
[00:04:42.640 --> 00:04:45.080]  那島名叫高達
[00:04:45.080 --> 00:04:48.440]  在那裏緊緊收住了小船
[00:04:48.440 --> 00:04:51.240]  既然把小船拉上來
[00:04:51.240 --> 00:04:54.320]  就用纜索捆綁船底
[00:04:54.320 --> 00:04:58.840]  又恐怕在塞爾底沙灘上割了錢
[00:04:58.840 --> 00:05:00.720]  就落了風來
[00:05:00.720 --> 00:05:03.480]  任船飄去
[00:05:03.480 --> 00:05:06.640]  我們被風浪得心急
[00:05:06.640 --> 00:05:11.320]  第二天眾人就把貨物拋在海裏
[00:05:11.320 --> 00:05:12.920]  到第三天
[00:05:12.920 --> 00:05:17.440]  他們又親手把船上的器具拋棄了
[00:05:17.440 --> 00:05:20.680]  太陽和星辰多日不顯露
[00:05:20.680 --> 00:05:23.440]  又有狂風大浪吹逼
[00:05:23.440 --> 00:05:26.720]  我們得救的指望都絕了」
[00:05:26.720 --> 00:05:30.600]  在這段記載了當時非常嚴峻的情況
[00:05:30.600 --> 00:05:32.200]  遇上巨風大浪
[00:05:32.200 --> 00:05:34.120]  根本船控制不了
[00:05:34.120 --> 00:05:36.480]  他說被風刮去
[00:05:36.480 --> 00:05:38.000]  又擔心割錢
[00:05:38.000 --> 00:05:39.440]  所以把風拉下來
[00:05:39.440 --> 00:05:41.760]  任船飄去
[00:05:41.760 --> 00:05:43.400]  被風浪迫得很急
[00:05:43.400 --> 00:05:45.560]  把貨物器具拋下去
[00:05:45.560 --> 00:05:47.480]  希望穩定的船
[00:05:47.480 --> 00:05:49.720]  太陽星辰多日不顯露
[00:05:49.720 --> 00:05:51.200]  除了說得很黑之外
[00:05:51.200 --> 00:05:53.600]  他們都沒有方位去定方位
[00:05:53.600 --> 00:05:55.280]  利用太陽星獸定方位
[00:05:55.280 --> 00:05:56.160]  沒有方位
[00:05:56.160 --> 00:05:58.720]  那怎樣去行船呢?
[00:05:58.720 --> 00:05:59.720]  不知道
[00:05:59.720 --> 00:06:01.240]  有一節稍後讀
[00:06:01.240 --> 00:06:03.640]  就說他們多日都沒有吃東西
[00:06:03.640 --> 00:06:06.160]  所有人都沒有心機去騎
[00:06:06.160 --> 00:06:09.360]  最後他們的狀態是怎樣呢?
[00:06:09.360 --> 00:06:14.040]  大家都說得救指望都絕了
[00:06:14.040 --> 00:06:15.720]  沒有方法
[00:06:15.720 --> 00:06:17.400]  沒有希望
[00:06:17.400 --> 00:06:18.320]  絕了
[00:06:18.320 --> 00:06:19.360]  絕望
[00:06:19.360 --> 00:06:21.320]  人的盡頭
[00:06:21.320 --> 00:06:22.720]  人的盡頭是怎樣呢?
[00:06:22.720 --> 00:06:23.440]  沒有希望
[00:06:23.440 --> 00:06:25.240]  唯有等死
[00:06:25.240 --> 00:06:27.280]  就在這個時候
[00:06:27.280 --> 00:06:29.280]  21到26節裏面
[00:06:29.280 --> 00:06:32.720]  保羅就出來跟他們說這番說話
[00:06:32.720 --> 00:06:34.120]  有一節這樣說
[00:06:34.120 --> 00:06:36.360]  眾人多日沒有吃什麼
[00:06:36.360 --> 00:06:39.040]  保羅就出來站在他們中間說
[00:06:39.040 --> 00:06:39.760]  諸位
[00:06:39.760 --> 00:06:41.440]  你們本該聽我的話
[00:06:41.440 --> 00:06:43.320]  不離開格里底
[00:06:43.320 --> 00:06:46.480]  免得遭遇這樣的損傷破壞
[00:06:46.480 --> 00:06:48.880]  現在我還勸你們放心
[00:06:48.880 --> 00:06:51.360]  你們的性命一個也不失喪
[00:06:51.360 --> 00:06:53.120]  唯獨失喪這條船
[00:06:53.120 --> 00:06:55.360]  因為我所屬所侍奉的神
[00:06:55.360 --> 00:06:58.200]  他的使者昨夜站在我旁邊說
[00:06:58.200 --> 00:06:59.840]  保羅不要害怕
[00:06:59.840 --> 00:07:02.240]  你必定站在該殺面前
[00:07:02.240 --> 00:07:04.240]  並且與你同船的人
[00:07:04.240 --> 00:07:05.920]  神都賜給你
[00:07:05.920 --> 00:07:08.320]  所以諸位可以放心
[00:07:08.320 --> 00:07:10.240]  我信神他怎樣對我說
[00:07:10.240 --> 00:07:12.920]  事情也要怎樣成就
[00:07:12.920 --> 00:07:16.680]  只是我不必要葬在一個島上
[00:07:16.680 --> 00:07:19.400]  在當時最有話事權就是船主
[00:07:19.400 --> 00:07:20.880]  船長白夫長
[00:07:20.880 --> 00:07:22.920]  在這個時候有沒有發聲?
[00:07:22.920 --> 00:07:23.400]  沒有
[00:07:23.400 --> 00:07:25.040]  他都絕望了
[00:07:25.040 --> 00:07:26.280]  人的盡頭
[00:07:26.280 --> 00:07:27.320]  做完了
[00:07:27.320 --> 00:07:28.920]  現在都不能控制
[00:07:28.920 --> 00:07:30.120]  什麼都沒有辦法
[00:07:30.120 --> 00:07:31.040]  怎樣呢?
[00:07:31.040 --> 00:07:33.200]  於是保羅站出來說話
[00:07:33.200 --> 00:07:35.480]  好像成為船的領導
[00:07:35.480 --> 00:07:37.880]  但保羅是否因為我有航海經驗
[00:07:37.880 --> 00:07:40.200]  因為我有很多海難經驗
[00:07:40.200 --> 00:07:42.680]  所以我有資格說怎樣船行
[00:07:42.680 --> 00:07:43.880]  又不是
[00:07:43.880 --> 00:07:45.000]  而保羅說
[00:07:45.000 --> 00:07:47.680]  他能夠從神裡得到啟示
[00:07:47.680 --> 00:07:49.960]  因為昨夜的使者跟他說
[00:07:49.960 --> 00:07:51.760]  告訴他不用害怕
[00:07:51.760 --> 00:07:53.160]  你會站在該殺面前
[00:07:53.160 --> 00:07:56.960]  和船上的人都平安
[00:07:56.960 --> 00:07:58.840]  保羅在這個時候
[00:07:58.840 --> 00:08:00.840]  他因著上帝的話語
[00:08:00.840 --> 00:08:02.120]  神的啟示的時候
[00:08:02.120 --> 00:08:04.480]  他就在當中說了一番話
[00:08:04.480 --> 00:08:06.960]  令到那群本來很絕望的人
[00:08:06.960 --> 00:08:09.760]  重新有盼望
[00:08:09.760 --> 00:08:13.600]  基督徒面對人生風浪的時候
[00:08:13.600 --> 00:08:14.840]  有一種特質
[00:08:14.840 --> 00:08:17.600]  在絕望或者無望的時候
[00:08:17.600 --> 00:08:20.360]  我們要為人帶出希望
[00:08:20.360 --> 00:08:23.080]  有一首歌我們都唱很多次了
[00:08:23.080 --> 00:08:24.840]  聖法蘭西斯的圖文
[00:08:24.840 --> 00:08:26.240]  其中有一句說
[00:08:26.240 --> 00:08:27.960]  在絕望之處
[00:08:27.960 --> 00:08:28.680]  做什麼?
[00:08:28.680 --> 00:08:30.920]  博下希望
[00:08:30.920 --> 00:08:33.960]  在你覺得無望的時候
[00:08:33.960 --> 00:08:37.080]  你能夠為人帶出希望
[00:08:37.080 --> 00:08:39.920]  這是基督徒人生態度
[00:08:39.920 --> 00:08:42.200]  面對風浪的其中一種態度
[00:08:42.200 --> 00:08:46.600]  我記得自己在大埔醫院服侍
[00:08:46.600 --> 00:08:48.480]  在院衛會服侍
[00:08:48.480 --> 00:08:50.680]  有時會和院務有機會
[00:08:50.680 --> 00:08:52.880]  在網上分享
[00:08:52.880 --> 00:08:54.960]  我記得有一次有位院務分享
[00:08:54.960 --> 00:08:56.040]  在疫症期間
[00:08:56.040 --> 00:08:58.400]  院務都不能進入探病
[00:08:58.400 --> 00:09:00.880]  不過有些特殊情況之下容許
[00:09:00.880 --> 00:09:02.200]  當他探病的時候
[00:09:02.200 --> 00:09:03.400]  探了某個人
[00:09:03.400 --> 00:09:06.680]  遇到旁邊有位義工
[00:09:06.680 --> 00:09:07.960]  原來這個義工也有病
[00:09:07.960 --> 00:09:08.960]  經過輾轉之下
[00:09:08.960 --> 00:09:11.200]  最終又去到大埔醫院去休養
[00:09:11.200 --> 00:09:12.400]  療養
[00:09:12.400 --> 00:09:15.040]  見到他當然就和他聊天
[00:09:15.040 --> 00:09:16.080]  順帶
[00:09:16.080 --> 00:09:18.600]  這個義工都很失望
[00:09:18.600 --> 00:09:21.000]  因為病的治療很辛苦
[00:09:21.000 --> 00:09:21.760]  弄了很久
[00:09:21.760 --> 00:09:25.360]  好像做不到以前可以做的事
[00:09:25.360 --> 00:09:26.320]  以前去服侍
[00:09:26.320 --> 00:09:27.200]  真的很開心
[00:09:27.200 --> 00:09:28.200]  現在就不行
[00:09:28.200 --> 00:09:29.600]  所以人很憔悴
[00:09:29.600 --> 00:09:30.480]  很沉
[00:09:30.480 --> 00:09:32.840]  也沒有什麼動力
[00:09:32.840 --> 00:09:34.800]  但院務見到他的時候
[00:09:34.800 --> 00:09:35.880]  再和他聊天
[00:09:35.880 --> 00:09:37.120]  了解了情況
[00:09:37.120 --> 00:09:40.080]  之後院務就這樣和他講
[00:09:40.080 --> 00:09:41.840]  用一個新的角度和他講
[00:09:41.840 --> 00:09:42.560]  他說
[00:09:42.560 --> 00:09:43.480]  你知不知道
[00:09:43.480 --> 00:09:46.080]  其實你來到現在醫院這裡
[00:09:46.080 --> 00:09:48.560]  是上帝差派你來的
[00:09:48.560 --> 00:09:49.960]  其他人進不了醫院裡面
[00:09:49.960 --> 00:09:51.480]  接觸其他病人的
[00:09:51.480 --> 00:09:54.360]  不過你現在就非常差派在醫院裡面
[00:09:54.360 --> 00:09:55.120]  因為你病
[00:09:55.120 --> 00:09:56.040]  就進來了
[00:09:56.040 --> 00:09:58.000]  所以你可以接觸到其他人
[00:09:58.000 --> 00:10:01.760]  你可以用你過去義工的經驗
[00:10:01.760 --> 00:10:02.880]  來和他們分享
[00:10:02.880 --> 00:10:04.280]  幫助他們
[00:10:04.280 --> 00:10:05.440]  這句話
[00:10:05.440 --> 00:10:07.760]  神差他來到這裡
[00:10:07.760 --> 00:10:10.640]  令他好像有一種不同的感覺
[00:10:10.640 --> 00:10:11.480]  是的
[00:10:11.480 --> 00:10:12.120]  好像我現在
[00:10:12.120 --> 00:10:13.480]  別人進不來
[00:10:13.480 --> 00:10:15.040]  我就在當中
[00:10:15.040 --> 00:10:17.000]  可以和他們分享
[00:10:17.000 --> 00:10:19.040]  就重燃他的動力
[00:10:19.040 --> 00:10:21.080]  於是就在當中慢慢
[00:10:21.080 --> 00:10:23.520]  和附近的病友分享
[00:10:23.520 --> 00:10:24.560]  做見證
[00:10:24.560 --> 00:10:27.520]  之後他帶了一兩位病人
[00:10:27.520 --> 00:10:28.840]  順著
[00:10:28.840 --> 00:10:29.520]  是的
[00:10:29.520 --> 00:10:31.720]  當人失望的時候
[00:10:31.720 --> 00:10:32.960]  當時基督在身邊
[00:10:32.960 --> 00:10:34.000]  基督你做什麼
[00:10:34.000 --> 00:10:37.960]  讓無望的人帶來了希望
[00:10:37.960 --> 00:10:38.880]  大家都知道
[00:10:38.880 --> 00:10:40.240]  這些場景
[00:10:40.240 --> 00:10:42.000]  不少時候都會見到
[00:10:42.000 --> 00:10:42.800]  有人移民
[00:10:42.800 --> 00:10:44.560]  有些家庭在機場裡面
[00:10:44.560 --> 00:10:46.480]  類別的情況
[00:10:46.480 --> 00:10:48.560]  但慢慢出現了一種現象
[00:10:48.560 --> 00:10:50.440]  就是一個現象是什麼
[00:10:50.440 --> 00:10:52.760]  有些年長的長者就來香港
[00:10:52.760 --> 00:10:54.880]  一些年輕的家庭就離開了
[00:10:54.880 --> 00:10:56.560]  所以這個年長的長者
[00:10:56.560 --> 00:10:57.760]  當然難過
[00:10:57.760 --> 00:11:00.520]  但有些可能會很憂鬱
[00:11:00.520 --> 00:11:01.320]  很憂慮
[00:11:01.320 --> 00:11:03.360]  或者很擔心
[00:11:03.360 --> 00:11:05.600]  我不知道在我們在當中的弟兄姊妹
[00:11:05.600 --> 00:11:07.240]  會不會在你隔壁左右
[00:11:07.240 --> 00:11:09.480]  有這樣的情況出現呢
[00:11:09.480 --> 00:11:11.720]  有些長者就是這樣
[00:11:11.720 --> 00:11:12.960]  這個時候
[00:11:12.960 --> 00:11:14.440]  作為基督的你
[00:11:14.440 --> 00:11:16.720]  你會不會在這些憂鬱的
[00:11:16.720 --> 00:11:18.280]  或者失望的人裡面
[00:11:18.280 --> 00:11:20.920]  你能夠在當中做他們的扶持
[00:11:20.920 --> 00:11:22.400]  做他們的幫助
[00:11:22.400 --> 00:11:23.880]  做他們的依靠
[00:11:23.880 --> 00:11:26.880]  讓他們重新有些動力
[00:11:26.880 --> 00:11:31.160]  希望繼續向前來到去生活
[00:11:31.160 --> 00:11:33.160]  有一句話叫做
[00:11:33.160 --> 00:11:38.080]  遠親不及近鄰
[00:11:38.080 --> 00:11:39.000]  如果是的時候
[00:11:39.000 --> 00:11:40.480]  能夠多點幫助他們
[00:11:40.480 --> 00:11:44.840]  讓他們真能夠有向前生活的動力
[00:11:44.840 --> 00:11:48.000]  保羅面對這個風浪裡面
[00:11:48.000 --> 00:11:51.200]  他能夠在無望裡面帶出盼望
[00:11:51.200 --> 00:11:52.600]  不是因為他自己的能力
[00:11:52.600 --> 00:11:54.280]  而是因為上帝的啟示
[00:11:54.280 --> 00:11:55.760]  上帝這樣跟他說
[00:11:55.760 --> 00:12:00.120]  所以保羅有一個堅定的相信
[00:12:00.120 --> 00:12:03.760]  所以眾位可以放心
[00:12:03.760 --> 00:12:06.120]  我信神他怎樣對我說
[00:12:06.120 --> 00:12:08.760]  事情也要怎樣的成就
[00:12:08.760 --> 00:12:11.040]  保羅這麼堅定的在哪裡呢
[00:12:11.040 --> 00:12:12.680]  他相信上帝的話語
[00:12:12.680 --> 00:12:15.240]  上帝的話語是這樣說的
[00:12:15.240 --> 00:12:17.240]  就發生了
[00:12:17.240 --> 00:12:18.880]  弟兄姊妹你相信嗎
[00:12:18.880 --> 00:12:20.520]  上帝的話語是這樣說的
[00:12:20.520 --> 00:12:21.560]  你相信的時候
[00:12:21.560 --> 00:12:22.480]  你會看到
[00:12:22.480 --> 00:12:26.080]  他的話語的實現
[00:12:26.080 --> 00:12:29.520]  我自己第一任的師母離開的時候
[00:12:29.520 --> 00:12:30.840]  我自己那個時候
[00:12:30.840 --> 00:12:32.640]  沉在一個很低沉很低沉
[00:12:32.640 --> 00:12:33.840]  有時候覺得好像有一個
[00:12:33.840 --> 00:12:36.680]  很形式的人私走路那樣的生活
[00:12:36.680 --> 00:12:38.000]  你可以看到是OK的
[00:12:38.000 --> 00:12:41.040]  但是他人好像沒有了靈魂
[00:12:41.040 --> 00:12:42.560]  其實在那個時候很混亂
[00:12:42.560 --> 00:12:44.760]  或者很迷茫不知道怎樣
[00:12:44.760 --> 00:12:47.120]  但是最給力量安慰我
[00:12:47.120 --> 00:12:48.520]  我就是看聖經
[00:12:48.520 --> 00:12:51.960]  我覺得聖經跟我心靈裡面有共鳴的時候
[00:12:51.960 --> 00:12:53.240]  在那個時候
[00:12:53.240 --> 00:12:54.920]  我看到若瑟的故事
[00:12:54.920 --> 00:12:56.680]  我看到路德的故事
[00:12:56.680 --> 00:12:59.040]  我看到若伯的故事
[00:12:59.040 --> 00:13:01.280]  透過這些故事的時候
[00:13:01.280 --> 00:13:03.120]  上帝慢慢給我看到一件事
[00:13:03.120 --> 00:13:05.160]  你現在所遭遇的苦難
[00:13:05.160 --> 00:13:07.240]  是一個時段來的
[00:13:07.240 --> 00:13:10.160]  之後是會過去的
[00:13:10.160 --> 00:13:11.600]  還有看到這些故事的時候
[00:13:11.600 --> 00:13:14.280]  你看到若瑟雖然被兄弟出賣
[00:13:14.280 --> 00:13:16.400]  但最終上帝有一個安排
[00:13:16.400 --> 00:13:18.720]  他升高成為宰相
[00:13:18.720 --> 00:13:22.520]  路德他沒有了丈夫和他的婆婆
[00:13:22.520 --> 00:13:25.200]  回到猶太地方的時候
[00:13:25.200 --> 00:13:27.880]  就是撿墨水很貧窮的生活
[00:13:27.880 --> 00:13:31.400]  但上帝安排了他有一個新的婚姻
[00:13:31.400 --> 00:13:35.160]  並且他成為大衛王的先祖
[00:13:35.160 --> 00:13:37.080]  若伯他失去了很多
[00:13:37.080 --> 00:13:38.880]  但上帝祝福給他
[00:13:38.880 --> 00:13:42.120]  讓他能夠重新得著以前
[00:13:42.120 --> 00:13:44.240]  他所受的苦他雖然明白
[00:13:44.240 --> 00:13:46.600]  但是寫成了若伯記的時候
[00:13:46.600 --> 00:13:48.960]  成為今天很多人面對苦難的時候
[00:13:48.960 --> 00:13:52.200]  透過在若伯記裡得到很多安慰力量
[00:13:52.200 --> 00:13:55.880]  和啟動了面對苦難的能力
[00:13:55.880 --> 00:13:59.160]  神在每一個人身上都有一個計劃
[00:13:59.160 --> 00:14:01.440]  包括你和我都有
[00:14:01.440 --> 00:14:03.160]  有一次我看靈修的時候
[00:14:03.160 --> 00:14:05.200]  有一句話是耶穌這樣說
[00:14:05.200 --> 00:14:07.040]  在約翰方十三章七節
[00:14:07.040 --> 00:14:09.920]  「我所做的你如今不知道
[00:14:09.920 --> 00:14:12.000]  後來你明白」
[00:14:12.000 --> 00:14:14.200]  我緊緊捉住上帝的話語
[00:14:14.200 --> 00:14:15.480]  雖然我也不明白
[00:14:15.480 --> 00:14:17.640]  但是我相信上帝的話語
[00:14:17.640 --> 00:14:20.760]  一直這樣生活到今天
[00:14:20.760 --> 00:14:23.040]  過了那段日子
[00:14:23.040 --> 00:14:25.480]  所以上帝的話語我今天會很緊緊捉住
[00:14:25.480 --> 00:14:27.880]  我成為人生的座右銘
[00:14:27.880 --> 00:14:29.960]  譬如有一句話我常常記住
[00:14:29.960 --> 00:14:32.360]  「忘記背後努力面前
[00:14:32.360 --> 00:14:35.200]  向著鏢光直跑」
[00:14:35.200 --> 00:14:37.520]  過去的就要過去
[00:14:37.520 --> 00:14:39.320]  你要現在努力面前
[00:14:39.320 --> 00:14:41.200]  因為上帝有託付給你
[00:14:41.200 --> 00:14:44.800]  你面對的目標是「鏢光努力向前」
[00:14:44.800 --> 00:14:46.240]  之後不知道會怎樣
[00:14:46.240 --> 00:14:47.520]  不過當你努力向前的時候
[00:14:47.520 --> 00:14:50.280]  你就會看到上帝在你身上的預備
[00:14:50.280 --> 00:14:54.000]  看到上帝在你身上的計劃
[00:14:54.000 --> 00:14:55.040]  弟兄姊妹
[00:14:55.040 --> 00:14:57.040]  最近我不知道在工作上
[00:14:57.040 --> 00:14:59.880]  你有沒有人事的風浪
[00:14:59.880 --> 00:15:03.440]  或者家庭裡面有沒有風波來發生
[00:15:03.440 --> 00:15:05.520]  或者你個人或者你的家人
[00:15:05.520 --> 00:15:06.920]  會不會在健康上
[00:15:06.920 --> 00:15:09.360]  財政上出了一些問題
[00:15:09.360 --> 00:15:11.000]  而令到家庭裡面
[00:15:11.000 --> 00:15:14.520]  是否有一個憂心的時候
[00:15:14.520 --> 00:15:17.120]  在時代裡我很想鼓勵你
[00:15:17.120 --> 00:15:18.600]  回到神裡面
[00:15:18.600 --> 00:15:21.200]  緊握著聖經上帝的話語
[00:15:21.200 --> 00:15:22.200]  堅信
[00:15:22.200 --> 00:15:23.680]  好像保羅那樣說
[00:15:23.680 --> 00:15:26.320]  「神這樣跟我說
[00:15:26.320 --> 00:15:29.160]  事情也都這樣來成就」
[00:15:29.160 --> 00:15:30.840]  好像針研那樣說
[00:15:30.840 --> 00:15:33.760]  「你要專心仰賴耶和華
[00:15:33.760 --> 00:15:36.120]  不可以靠自己的聰明
[00:15:36.120 --> 00:15:39.440]  在你一切所行的事上都要認定祂
[00:15:39.440 --> 00:15:42.000]  祂必指引你的路」
[00:15:42.000 --> 00:15:43.920]  人一切盡了
[00:15:43.920 --> 00:15:45.480]  沒辦法的時候
[00:15:45.480 --> 00:15:48.080]  我需要回到神的身邊
[00:15:48.080 --> 00:15:50.680]  一個很老生常談的說話
[00:15:50.680 --> 00:15:53.080]  在基督教圈子聖神都說的
[00:15:53.080 --> 00:15:54.080]  你都懂的
[00:15:54.080 --> 00:15:55.840]  我講一句你講下一句
[00:15:55.840 --> 00:15:58.440]  人的盡頭
[00:15:58.440 --> 00:15:59.720]  怎麼沒有的
[00:15:59.720 --> 00:16:01.200]  神的開始
[00:16:01.200 --> 00:16:02.000]  對了
[00:16:02.000 --> 00:16:05.600]  我們不行的時候就回到神那裡
[00:16:05.600 --> 00:16:06.840]  怎樣看神
[00:16:06.840 --> 00:16:09.840]  就堅守聖經神的話語
[00:16:09.840 --> 00:16:10.920]  你守下去的時候
[00:16:10.920 --> 00:16:11.920]  看下去的時候
[00:16:11.920 --> 00:16:15.120]  你慢慢看到上帝的幫助在裡面
[00:16:15.120 --> 00:16:17.120]  保羅在這個風浪裡面
[00:16:17.120 --> 00:16:19.320]  他周圍的人認為無望的時候
[00:16:19.320 --> 00:16:21.400]  他信靠上帝的說話
[00:16:21.400 --> 00:16:22.600]  他信靠上帝的說話
[00:16:22.600 --> 00:16:24.560]  上帝的說話不是馬上發生
