
[00:00:00.000 --> 00:00:04.800]  感謝主我們可以再一次在神的家裡相聚
[00:02:10.320 --> 00:02:12.640]  虛空又好像一口氣
[00:02:12.640 --> 00:02:14.680]  你是不能夠捉實的
[00:02:14.680 --> 00:02:17.880]  你始終是會吸了進去你的身體
[00:02:17.880 --> 00:02:19.080]  或者經過你的鼻孔
[00:02:19.080 --> 00:02:20.400]  或者經過你的口角
[00:02:20.400 --> 00:02:22.800]  漏出來
[00:02:22.800 --> 00:02:24.840]  捉不實
[00:02:24.840 --> 00:02:30.000]  虛空亦都是像一口氣般短暫
[00:02:30.000 --> 00:02:31.760]  你沒有辦法用你的身體
[00:02:31.760 --> 00:02:35.000]  永遠困住這一口氣
[00:02:35.000 --> 00:02:38.360]  你所吸的氣只是當下你去呼吸的
[00:02:38.360 --> 00:02:39.760]  你身體裡有的氣
[00:02:39.760 --> 00:02:44.160]  不會是你十年前、二十年前儲下的
[00:02:44.160 --> 00:02:46.640]  虛空又像一口氣
[00:02:46.640 --> 00:02:50.880]  你要用力去做這個動作
[00:02:50.880 --> 00:02:52.520]  在一些環境
[00:02:52.520 --> 00:02:54.320]  每一口氣雖然短暫
[00:02:54.320 --> 00:02:56.040]  是需要的
[00:02:56.040 --> 00:02:57.720]  但你要花力氣
[00:02:57.720 --> 00:02:59.840]  要花力氣去吸入
[00:02:59.840 --> 00:03:02.160]  虛空又好像一口氣
[00:03:02.160 --> 00:03:03.520]  你沒有辦法
[00:03:03.520 --> 00:03:06.480]  確知你所吸的那一口氣
[00:03:06.480 --> 00:03:08.560]  必然是對你有好處的
[00:03:08.560 --> 00:03:11.080]  甚至可以說是隨機的
[00:03:11.080 --> 00:03:12.040]  你要吸了進去
[00:03:12.040 --> 00:03:14.960]  你才分辨到到底這一口氣是香的
[00:03:14.960 --> 00:03:17.440]  還是有味道的
[00:03:17.440 --> 00:03:19.200]  這口氣當你聞到的時候
[00:03:19.200 --> 00:03:22.800]  已經進入了你的身體裡
[00:03:22.800 --> 00:03:24.520]  無法確定
[00:03:24.520 --> 00:03:26.400]  虛空也像一口氣
[00:03:26.400 --> 00:03:29.920]  充滿了張力和情感
[00:03:29.920 --> 00:03:32.600]  通常我們會用一口氣
[00:03:32.600 --> 00:03:33.880]  一聲的嘆氣
[00:03:33.880 --> 00:03:37.880]  來代表那種無奈、灰心、氣憤
[00:03:37.880 --> 00:03:42.760]  有時噴一噴氣代表諷刺或不滿
[00:03:42.760 --> 00:03:46.120]  虛空就是充滿了張力和情感
[00:03:46.120 --> 00:03:50.520]  所以要體會到虛空這個傳道書的字詞
[00:03:50.520 --> 00:03:52.760]  其實我們要一路去感受
[00:03:52.760 --> 00:03:54.040]  就好像你那口氣
[00:03:54.040 --> 00:03:55.760]  你記住這個感覺
[00:03:55.760 --> 00:03:57.840]  當你讀到這個字的時候
[00:03:57.840 --> 00:04:00.200]  你想起這個體會
[00:04:00.200 --> 00:04:02.480]  大概我們可以明白多一點
[00:04:02.480 --> 00:04:05.000]  虛空的意境
[00:04:05.000 --> 00:04:07.880]  虛空當然是傳道書的主題字
[00:04:07.880 --> 00:04:12.360]  它不單在前言和後記都有出現
[00:04:12.360 --> 00:04:15.000]  而且傳道者一開始就說明
[00:04:15.000 --> 00:04:17.720]  虛空的虛空一切都是虛空
[00:04:17.720 --> 00:04:19.840]  在最後的後記十二章八節裡
[00:04:19.840 --> 00:04:21.280]  他再說一次
[00:04:21.280 --> 00:04:24.280]  虛空的虛空一切都是虛空
[00:04:24.280 --> 00:04:26.920]  他重複地、首尾呼應地說
[00:04:26.920 --> 00:04:29.720]  是幫我們傳道書包著在當中
[00:04:29.720 --> 00:04:33.080]  他裡面要傾談的十二章課題
[00:04:33.080 --> 00:04:37.120]  都是圍繞著這個問題、這個發現
[00:04:37.120 --> 00:04:39.520]  虛空的虛空又是甚麼意思呢?
[00:04:39.520 --> 00:04:44.160]  希伯來人喜歡用答字來表達極度的程度
[00:04:44.160 --> 00:04:46.800]  譬如他說天上的天
[00:04:46.800 --> 00:04:50.040]  王中之王 過中之過
[00:04:50.040 --> 00:04:53.000]  即是代表最高的天
[00:04:53.000 --> 00:04:55.120]  是最厲害的王
[00:04:55.120 --> 00:04:57.760]  和最美妙的岳章
[00:04:57.760 --> 00:04:59.160]  所以虛空的虛空
[00:04:59.160 --> 00:05:01.760]  就是代表這件事是虛空到極
[00:05:01.760 --> 00:05:03.400]  絕對虛空
[00:05:03.400 --> 00:05:05.400]  就不是絕對空虛
[00:05:05.400 --> 00:05:06.280]  如果你懂得笑
[00:05:06.280 --> 00:05:08.280]  即是你跟我一樣有差不多的年紀
[00:05:08.280 --> 00:05:11.160]  年輕人應該不明白的
[00:05:11.160 --> 00:05:14.120]  若然虛空就好像一口氣
[00:05:14.120 --> 00:05:18.000]  再說不是心靈上的空虛
[00:05:18.000 --> 00:05:20.600]  不是虛無飄渺、空溜溜
[00:05:20.600 --> 00:05:22.120]  不是絕對空虛
[00:05:22.120 --> 00:05:23.880]  而是絕對虛空
[00:05:23.880 --> 00:05:28.000]  即是不能夠帶給你長久的滿足
[00:05:28.000 --> 00:05:30.040]  你困不住它
[00:05:30.040 --> 00:05:33.360]  沒有長久的意義是短暫的
[00:05:33.360 --> 00:05:35.480]  你沒有辦法完全去掌控
[00:05:35.480 --> 00:05:37.520]  你確定不到
[00:05:37.520 --> 00:05:39.400]  這就是虛空的虛空
[00:05:39.400 --> 00:05:41.920]  絕對的虛空
[00:05:41.920 --> 00:05:45.480]  傳道者反思人生發現了這一個實況
[00:05:45.480 --> 00:05:47.400]  原來我們的人生就是這樣
[00:05:47.400 --> 00:05:49.160]  一切
[00:05:49.160 --> 00:05:51.160]  它是你所經歷的一切事
[00:05:51.160 --> 00:05:52.960]  你做的或是別人做在你身上的
[00:05:52.960 --> 00:05:54.600]  或是你所遭遇的
[00:05:54.600 --> 00:05:56.160]  都是這樣的
[00:05:56.160 --> 00:05:58.080]  你會經歷到
[00:05:58.080 --> 00:05:59.880]  很多事情你捉實不到
[00:05:59.880 --> 00:06:00.960]  很短暫
[00:06:00.960 --> 00:06:02.440]  你要用力氣
[00:06:02.440 --> 00:06:05.520]  確定不到好還是壞
[00:06:05.520 --> 00:06:06.960]  但這口氣
[00:06:06.960 --> 00:06:08.880]  你始終都要吸進去
[00:06:08.880 --> 00:06:15.280]  你始終都是充滿了感受
[00:06:15.280 --> 00:06:17.480]  人生很多時候都是這樣
[00:06:17.480 --> 00:06:19.600]  到頭來你會發現
[00:06:19.600 --> 00:06:23.120]  很多事情我們真的掌控、主宰不到
[00:06:23.120 --> 00:06:27.600]  或者我們需要再多一點時間去消化和理解
[00:06:27.600 --> 00:06:29.680]  但我們不斷透過傳道書的經文
[00:06:29.680 --> 00:06:30.480]  在這一季裏
[00:06:30.480 --> 00:06:33.560]  你就會反思到我們人生很多的範圍
[00:06:33.560 --> 00:06:35.360]  其實就是這樣
[00:06:35.360 --> 00:06:36.920]  傳道者用接下來的經文
[00:06:36.920 --> 00:06:40.440]  就會向你講解虛空的現實
[00:06:40.440 --> 00:06:41.640]  是你的特色
[00:06:41.640 --> 00:06:45.680]  是你人生的特色
[00:06:45.680 --> 00:06:47.680]  我想這是一個實際的例子
[00:06:47.680 --> 00:06:49.320]  小時候我們去遊樂場
[00:06:49.320 --> 00:06:51.080]  或者去一些嘉年華會
[00:06:51.080 --> 00:06:56.920]  有時候會找父母買一支棉花糖給我們吃
[00:06:56.920 --> 00:06:58.200]  很大、很漂亮
[00:06:58.200 --> 00:07:00.400]  拿著棉花糖很想吃
[00:07:00.400 --> 00:07:02.560]  覺得很開心
[00:07:02.560 --> 00:07:03.360]  我長大後才知道
[00:07:03.360 --> 00:07:06.560]  原來這麼大、這麼漂亮的棉花糖
[00:07:06.560 --> 00:07:11.960]  是用一汁的砂糖放在機器裏發出來的
[00:07:11.960 --> 00:07:13.000]  你吃過的
[00:07:13.000 --> 00:07:14.840]  吃起來很甜
[00:07:14.840 --> 00:07:17.200]  但好像一陣風
[00:07:17.200 --> 00:07:20.600]  不飽的
[00:07:20.600 --> 00:07:22.200]  絕對的虛空
[00:07:22.200 --> 00:07:24.120]  人生如風
[00:07:24.120 --> 00:07:27.400]  這是我們人生裏一種無奈的感覺
[00:07:27.400 --> 00:07:29.280]  不能夠帶來長久的滿足
[00:07:29.280 --> 00:07:31.000]  沒有永遠的意義
[00:07:31.000 --> 00:07:33.560]  亦不能夠掌控
[00:07:33.560 --> 00:07:34.760]  所以我們先不要灰心
[00:07:34.760 --> 00:07:37.920]  雖然傳道書是講述冷酷的現實
[00:07:37.920 --> 00:07:41.040]  但它是要激你、激我
[00:07:41.040 --> 00:07:41.800]  去想一想
[00:07:41.800 --> 00:07:43.680]  看一看自己的人生
[00:07:43.680 --> 00:07:45.680]  在神面前我們看一看
[00:07:45.680 --> 00:07:47.560]  「是的,神啊,為何會這樣呢?」
[00:07:47.560 --> 00:07:51.560]  去想清楚到底是甚麼意思呢?
[00:07:51.560 --> 00:07:54.040]  在引言的這十一節經文裏面
[00:07:54.040 --> 00:07:57.920]  傳道者就將他的觀察和難題作了一個概略
[00:07:57.920 --> 00:07:58.560]  他說甚麼呢?
[00:07:58.560 --> 00:08:00.720]  這十一節經文簡單說
[00:08:00.720 --> 00:08:03.760]  「到頭來一切只不過是一口氣」
[00:08:03.760 --> 00:08:06.840]  要記得虛空那口氣
[00:08:06.840 --> 00:08:08.480]  「而大自然的循環不息
[00:08:08.480 --> 00:08:10.040]  不斷告訴人一個事實
[00:08:10.040 --> 00:08:12.480]  就是你的生存花了力氣
[00:08:12.480 --> 00:08:15.160]  大循循環環沒有甚麼新事物
[00:08:15.160 --> 00:08:17.000]  就像太陽、風和河流
[00:08:17.000 --> 00:08:20.200]  到頭來都是回到原點
[00:08:20.200 --> 00:08:21.960]  歸回原處
[00:08:21.960 --> 00:08:25.200]  而人最終也會歸回原點
[00:08:25.200 --> 00:08:28.120]  你沒有東西可以加到人生裏面
[00:08:28.120 --> 00:08:29.680]  而且你離開這個世界後
[00:08:29.680 --> 00:08:32.440]  你會被遺忘
[00:08:32.440 --> 00:08:35.320]  整個現實是很冷酷的
[00:08:35.320 --> 00:08:37.040]  呈現在我們面前
[00:08:37.040 --> 00:08:39.320]  這就是引言的部分
[00:08:39.320 --> 00:08:41.040]  我們看看第三節
[00:08:41.040 --> 00:08:42.680]  我請你幫我讀第三節
[00:08:42.680 --> 00:08:43.760]  預備起
[00:08:43.760 --> 00:08:46.280]  「人的一切
[00:08:46.280 --> 00:08:50.120]  就是他在日光之下的道路
[00:08:50.120 --> 00:08:53.520]  對自己有甚麼的處理?」
[00:08:53.520 --> 00:08:57.520]  日光之下不代表對天堂是相對的
[00:08:57.520 --> 00:08:58.840]  如果這樣簡單理解
[00:08:58.840 --> 00:09:02.400]  我們會自以為比傳道者更有智慧
[00:09:02.400 --> 00:09:04.680]  你只看著世上的事
[00:09:04.680 --> 00:09:07.400]  看一看天空就豁然開朗
[00:09:07.400 --> 00:09:08.920]  這不是這樣的意思
[00:09:08.920 --> 00:09:12.600]  圓明的日光之下代表人世間的時空
[00:09:12.600 --> 00:09:15.520]  太陽所照到每一吋的土地
[00:09:15.520 --> 00:09:17.720]  即是你人生所經歷的每一件事
[00:09:17.720 --> 00:09:19.240]  每一個角落
[00:09:19.240 --> 00:09:22.000]  傳道者說在這個日光之下所發生的
[00:09:22.000 --> 00:09:24.920]  他接著也會考察、觀察
[00:09:24.920 --> 00:09:27.000]  而他的結論就是虛空的虛空
[00:09:27.000 --> 00:09:29.120]  一切都是虛空
[00:09:29.120 --> 00:09:32.880]  那一口氣是這樣的
[00:09:32.880 --> 00:09:37.080]  傳道書填補我們只重視救贖的觀念
[00:09:37.080 --> 00:09:40.840]  創造同樣都是同一位神所做的
[00:09:40.840 --> 00:09:42.320]  祂不單止救我們
[00:09:42.320 --> 00:09:46.560]  但同樣祂也創造了這個世界給我們
[00:09:46.560 --> 00:09:48.160]  實實在在地做了
[00:09:48.160 --> 00:09:50.120]  你有一個真實的人生
[00:09:50.120 --> 00:09:51.720]  要你去過活
[00:09:51.720 --> 00:09:54.600]  不只是坐在這裡等待天家
[00:09:54.600 --> 00:09:56.040]  今世如何做人
[00:09:56.040 --> 00:09:57.760]  為何要做人
[00:09:57.760 --> 00:10:00.520]  為何人會遇到那麼多福和禍
[00:10:00.520 --> 00:10:02.160]  苦和樂
[00:10:02.160 --> 00:10:06.200]  不只是一句「人有罪」就解釋完
[00:10:06.200 --> 00:10:08.320]  這是我們信了耶穌比較長的時間
[00:10:08.320 --> 00:10:11.440]  我們會去發現、去問、去想的
[00:10:11.440 --> 00:10:13.760]  你眼見那麼多荒謬的事
[00:10:13.760 --> 00:10:15.520]  世間那麼多的苦難
[00:10:15.520 --> 00:10:17.360]  那麼多不同人的遭遇
[00:10:17.360 --> 00:10:18.960]  一比較下來
[00:10:18.960 --> 00:10:22.800]  你是不能單純從救贖就解釋完
[00:10:22.800 --> 00:10:27.760]  必須要從神的創造觀點去看待人生
[00:10:27.760 --> 00:10:29.480]  而在神的創造觀點底下
[00:10:29.480 --> 00:10:31.120]  人是有一樣常常做的
[00:10:31.120 --> 00:10:33.240]  就是勞碌
[00:10:33.240 --> 00:10:34.560]  當然我們要明白
[00:10:34.560 --> 00:10:36.160]  工作當然是勞碌的
[00:10:36.160 --> 00:10:37.600]  這是必然的
[00:10:37.600 --> 00:10:40.960]  但人生很多事務都被形容為勞碌
[00:10:40.960 --> 00:10:44.960]  或是「勞苦受煩」
[00:10:44.960 --> 00:10:46.400]  今日我們都很辛苦
[00:10:46.400 --> 00:10:47.160]  工作不說
[00:10:47.160 --> 00:10:48.800]  只說抗疫
[00:10:48.800 --> 00:10:51.760]  去年一開始要頗口罩、頗搓手液
[00:10:51.760 --> 00:10:53.760]  我現在已經忘記了
[00:10:53.760 --> 00:10:54.560]  每天都這樣做
[00:10:54.560 --> 00:10:54.960]  是的
[00:10:54.960 --> 00:10:57.960]  你有沒有發覺你每天做多了很多事
[00:10:57.960 --> 00:11:00.360]  戴上口罩之前又要揭手
[00:11:00.360 --> 00:11:02.480]  脫下口罩又要揭手
[00:11:02.480 --> 00:11:04.280]  吃一口飯又要揭手
[00:11:04.280 --> 00:11:06.440]  出入門口又要揭手
[00:11:06.440 --> 00:11:07.400]  很多事要做
[00:11:07.400 --> 00:11:09.480]  今日戴上口罩又不要了
[00:11:09.480 --> 00:11:10.920]  明天要換新的
[00:11:10.920 --> 00:11:12.440]  重重複複
[00:11:12.440 --> 00:11:14.560]  多了很多事要做
[00:11:14.560 --> 00:11:16.280]  勞碌
[00:11:16.280 --> 00:11:19.400]  我們人生很多範疇都是這樣
[00:11:19.400 --> 00:11:20.360]  所以傳道者問
[00:11:20.360 --> 00:11:21.560]  在這個日光之下
[00:11:21.560 --> 00:11:22.800]  人世間的事情
[00:11:22.800 --> 00:11:24.000]  這個勞碌裏面
[00:11:24.000 --> 00:11:25.280]  這一切所做的事
[00:11:25.280 --> 00:11:26.800]  重重複複之後
[00:11:26.800 --> 00:11:28.920]  有什麼益處
[00:11:28.920 --> 00:11:31.680]  益處的原文是一種商業的用字
[00:11:31.680 --> 00:11:33.440]  代表盈餘
[00:11:33.440 --> 00:11:35.920]  Service
[00:11:35.920 --> 00:11:37.800]  在扣除開支之後
[00:11:37.800 --> 00:11:39.320]  剩下什麼
[00:11:39.320 --> 00:11:40.680]  有什麼利潤
[00:11:40.680 --> 00:11:42.760]  作者的人生總結說
[00:11:42.760 --> 00:11:45.360]  做完這麼大輪
[00:11:45.360 --> 00:11:47.800]  都是沒有什麼回報
[00:11:47.800 --> 00:11:50.600]  那個成效不能夠延續
[00:11:50.600 --> 00:11:53.160]  當然他整個人生來看
[00:11:53.160 --> 00:11:55.760]  沒有進展、沒有增長
[00:11:55.760 --> 00:11:58.400]  虛空一口氣
[00:11:58.400 --> 00:12:00.080]  經歷過
[00:12:00.080 --> 00:12:01.320]  留不住
[00:12:01.320 --> 00:12:02.880]  經歷過
[00:12:02.880 --> 00:12:04.480]  仍然感覺到
[00:12:04.480 --> 00:12:06.640]  不是很實質
[00:12:06.640 --> 00:12:07.320]  或者你會想
[00:12:07.320 --> 00:12:08.360]  不是的,我們做很多事
[00:12:08.360 --> 00:12:11.000]  包括工作有回報、有糧出
[00:12:11.000 --> 00:12:13.720]  這裡不是說你花了力氣
[00:12:13.720 --> 00:12:15.800]  做了苦工沒有糧出
[00:12:15.800 --> 00:12:18.040]  而是你一生花了力氣所做的事
[00:12:18.040 --> 00:12:19.600]  最終到達那個點
[00:12:19.600 --> 00:12:22.840]  回到原點的時候
[00:12:22.840 --> 00:12:25.360]  回到神那裡的時候
[00:12:25.360 --> 00:12:27.880]  你什麼都帶不走
[00:12:27.880 --> 00:12:30.160]  從這裡你會看到在死亡面前
[00:12:30.160 --> 00:12:33.280]  人生是一樣很公平
[00:12:33.280 --> 00:12:34.400]  又說回防疫
[00:12:34.400 --> 00:12:36.360]  上個月我們第四波很害怕
[00:12:36.360 --> 00:12:38.040]  因為原本打算放寬
[00:12:38.040 --> 00:12:41.280]  又有健身群組
[00:12:41.280 --> 00:12:43.200]  明明這一班朋友
[00:12:43.200 --> 00:12:45.600]  是最注重健康
[00:12:45.600 --> 00:12:47.880]  最注重健美
[00:12:47.880 --> 00:12:51.880]  他偏偏在健身室中中招
[00:12:51.880 --> 00:12:55.200]  到頭來有沒有進帳
[00:12:55.200 --> 00:12:57.160]  可能在患病面前
[00:12:57.160 --> 00:12:59.320]  人人都一樣
[00:12:59.320 --> 00:13:01.200]  去年你看到的
[00:13:01.200 --> 00:13:02.520]  窮人患病
[00:13:02.520 --> 00:13:03.760]  有錢人患病
[00:13:03.760 --> 00:13:06.000]  國家元首患病
[00:13:06.000 --> 00:13:08.680]  一樣
[00:13:08.680 --> 00:13:09.760]  他的一生所做的
[00:13:09.760 --> 00:13:11.560]  沒有令他在死亡面前
[00:13:11.560 --> 00:13:14.000]  多了什麼
[00:13:14.000 --> 00:13:15.640]  所以傳道者問
[00:13:15.640 --> 00:13:16.880]  有什麼盈餘呢?
[00:13:16.880 --> 00:13:20.120]  都是歸零
[00:13:20.120 --> 00:13:20.880]  所以第四節
[00:13:20.880 --> 00:13:23.360]  他繼續說出虛空的感慨
[00:13:23.360 --> 00:13:25.400]  我又請你幫我讀
[00:13:25.400 --> 00:13:29.240]  「一代過去一代有來
[00:13:29.240 --> 00:13:31.960]  幾卓永遠存在」
[00:13:31.960 --> 00:13:34.520]  從日光之下的勞碌無益
[00:13:34.520 --> 00:13:35.560]  到這一節
[00:13:35.560 --> 00:13:37.560]  放在一起你會看到
[00:13:37.560 --> 00:13:38.960]  人生就是這樣
[00:13:38.960 --> 00:13:41.560]  你經歷了做了很多很偉大的事
[00:13:41.560 --> 00:13:43.160]  是會過的
[00:13:43.160 --> 00:13:45.560]  一代又一代
[00:13:45.560 --> 00:13:47.560]  這樣替換
[00:13:47.560 --> 00:13:49.560]  人生如果抽離很遠
[00:13:49.560 --> 00:13:50.560]  回頭看
[00:13:50.560 --> 00:13:53.560]  好像沒有什麼特別大的重要性
[00:13:53.560 --> 00:13:54.560]  相對之下
[00:13:54.560 --> 00:13:55.560]  他所站的地方
[00:13:55.560 --> 00:13:56.960]  這個人生的舞台
[00:13:56.960 --> 00:13:58.160]  這個大地
[00:13:58.160 --> 00:14:01.360]  沒有改變沒有變動
[00:14:01.360 --> 00:14:02.560]  多虧我們北宣家
[00:14:02.560 --> 00:14:04.960]  有一個歷史文物檔案室
[00:14:04.960 --> 00:14:05.960]  如果你不知道什麼
[00:14:05.960 --> 00:14:08.960]  你上我們Facebook專頁就找到
[00:14:08.960 --> 00:14:10.360]  定期都會登一些
[00:14:10.360 --> 00:14:13.160]  教會歷史的小故事給你知道
[00:14:13.160 --> 00:14:15.560]  讓我們認識教會多一些
[00:14:15.560 --> 00:14:17.160]  在三月初
[00:14:17.160 --> 00:14:19.960]  我們北宣首任的堂主任梁德仁牧師
[00:14:19.960 --> 00:14:21.760]  就安息主懷
[00:14:21.760 --> 00:14:24.160]  享年九十八歲
[00:14:24.160 --> 00:14:27.360]  他在一九五二年北宣成立的時候
[00:14:27.360 --> 00:14:30.360]  他當時是建道的第一批畢業同學
[00:14:30.360 --> 00:14:32.560]  警察會就派他來北宣
[00:14:32.560 --> 00:14:34.760]  做第一任的堂主任
[00:14:34.760 --> 00:14:35.760]  但是他今天
[00:14:35.760 --> 00:14:38.960]  不是太多弟兄姊妹記得梁牧師
[00:14:38.960 --> 00:14:41.760]  可能你都未必認識他
[00:14:41.760 --> 00:14:43.360]  一代來一代去
[00:14:43.360 --> 00:14:45.960]  教會的歷史只是短短七十年
[00:14:45.960 --> 00:14:47.560]  但其實在這七十年裏面
[00:14:47.560 --> 00:14:51.360]  有很多愛主的弟兄姊妹同工
[00:14:51.360 --> 00:14:53.360]  在當中服侍參與
[00:14:53.360 --> 00:14:56.560]  但時間的流逝是很令人感慨的
[00:14:56.560 --> 00:14:57.960]  有時候有些弟兄姊妹
[00:14:57.960 --> 00:15:00.360]  跟我說起某某某弟兄姊妹
[00:15:00.360 --> 00:15:01.960]  跟著問我認不認識
[00:15:01.960 --> 00:15:03.360]  我說不認識
[00:15:03.360 --> 00:15:04.760]  他說不是
[00:15:04.760 --> 00:15:08.360]  很多年前我和他一起在那裏做了什麼事情
[00:15:08.360 --> 00:15:12.960]  是啊 很快人生就一代一代替換
[00:15:12.960 --> 00:15:15.760]  有些事情真的記不了那麼多
[00:15:15.760 --> 00:15:18.160]  傳道者有這個發現
[00:15:18.160 --> 00:15:19.160]  相對於人生
[00:15:19.160 --> 00:15:20.760]  大地都會過去
[00:15:20.760 --> 00:15:21.760]  但比人更加長久
[00:15:21.760 --> 00:15:23.160]  不過大地所展現的
[00:15:23.160 --> 00:15:25.960]  是另一種現象
[00:15:25.960 --> 00:15:28.160]  太陽、風和河流
[00:15:28.160 --> 00:15:30.160]  第五節講到太陽
[00:15:30.160 --> 00:15:31.560]  第六節講到風
[00:15:31.560 --> 00:15:34.360]  第七節講到江河
[00:15:34.360 --> 00:15:35.560]  這三個自然現象
[00:15:35.560 --> 00:15:38.160]  無論是上升下降的太陽
[00:15:38.160 --> 00:15:40.960]  吹向南又刮向北的風
[00:15:40.960 --> 00:15:43.360]  或者是不斷流經大海
[00:15:43.360 --> 00:15:46.160]  流奔大海的各個河川
[00:15:46.160 --> 00:15:49.160]  之後亦都會回到原點
[00:15:49.160 --> 00:15:50.960]  回到原本的地方
[00:15:50.960 --> 00:15:52.360]  回到原來的出處
[00:15:52.360 --> 00:15:54.160]  歸回本源
[00:15:54.160 --> 00:15:55.360]  有些經學者認為
[00:15:55.360 --> 00:15:57.760]  這三個現象是展現了
[00:15:57.760 --> 00:15:59.560]  人生是循循環環
[00:15:59.560 --> 00:16:00.560]  兜兜轉轉
[00:16:00.560 --> 00:16:01.960]  重重複複
[00:16:01.960 --> 00:16:04.560]  都是回到原本的地方
[00:16:04.560 --> 00:16:05.760]  沒有什麼進帳
[00:16:05.760 --> 00:16:06.760]  沒有什麼利潤
[00:16:06.760 --> 00:16:08.960]  無止境單調的循環
[00:16:08.960 --> 00:16:12.960]  很無奈
[00:16:12.960 --> 00:16:15.960]  人生的無奈折射在這裡
[00:16:15.960 --> 00:16:18.160]  所以傳道者在第八節繼續講
[00:16:18.160 --> 00:16:19.560]  我請你幫我讀第八節
[00:16:19.560 --> 00:16:20.560]  預備起
[00:16:20.560 --> 00:16:23.760]  「萬事都寧人言語
[00:16:23.760 --> 00:16:25.960]  人說說得盡
[00:16:25.960 --> 00:16:28.160]  眼看看得透
[00:16:28.160 --> 00:16:30.560]  耳聽聽得熟」
[00:16:30.560 --> 00:16:32.760]  傳道者繼續舉人的活動例子
[00:16:32.760 --> 00:16:33.760]  你去說話
[00:16:33.760 --> 00:16:34.760]  你去看事
[00:16:34.760 --> 00:16:35.760]  你去聽事
[00:16:35.760 --> 00:16:37.560]  這三個活動的最終結果
[00:16:37.560 --> 00:16:38.760]  和上面的大自然
[00:16:38.760 --> 00:16:42.760]  那三個例子有相同的效果
[00:16:42.760 --> 00:16:45.160]  只不過是不斷的循環
[00:16:45.160 --> 00:16:46.760]  不斷的重複
[00:16:46.760 --> 00:16:48.560]  徒勞無功
[00:16:48.560 --> 00:16:49.360]  沒有進展
[00:16:49.360 --> 00:16:53.760]  沒有一個圓滿的結局
[00:16:53.760 --> 00:16:54.760]  你說不會有一天
[00:16:54.760 --> 00:16:57.960]  你會覺得自己說話說得夠
[00:16:57.960 --> 00:16:59.960]  你昨天在網上打了一大段東西
[00:16:59.960 --> 00:17:02.560]  你今天又會再打
[00:17:02.560 --> 00:17:03.560]  你看了很多東西
[00:17:03.560 --> 00:17:04.960]  你不會說自己看夠了
