
[00:00:00.000 --> 00:00:04.240]  OK 今天跟大家分享的是與教目共舞
[00:09:32.520 --> 00:09:35.320]  幫忙去服侍
[00:09:35.320 --> 00:09:36.840]  所以就
[00:09:36.840 --> 00:09:40.040]  當我說到與教目共舞的時候
[00:09:40.040 --> 00:09:41.480]  其實
[00:09:41.480 --> 00:09:43.800]  我就是想跟大家去分享
[00:09:43.800 --> 00:09:47.080]  我們怎樣能夠讓我們這間屬靈的醫院
[00:09:47.080 --> 00:09:49.560]  不單單是建立起來
[00:09:49.560 --> 00:09:52.280]  而且能夠吸引更多的人來求醫治
[00:09:52.280 --> 00:09:53.720]  又吸引更多的人
[00:09:53.720 --> 00:09:55.880]  可以和我們一起去同工
[00:09:55.880 --> 00:10:03.160]  讓神的福音可以傳到更多的地方
[00:10:03.160 --> 00:10:04.440]  那麼
[00:10:04.440 --> 00:10:06.520]  到底我們教學目
[00:10:06.520 --> 00:10:08.160]  和第一次節目之間
[00:10:08.160 --> 00:10:09.520]  應該怎樣相處呢
[00:10:09.520 --> 00:10:11.080]  應該怎樣互相建立
[00:10:11.080 --> 00:10:13.960]  才能夠建立一個好的明星呢
[00:10:13.960 --> 00:10:14.880]  那麼大家知道
[00:10:14.880 --> 00:10:16.120]  我們現在看的是希伯來書的
[00:10:16.120 --> 00:10:16.800]  是不是
[00:10:16.800 --> 00:10:18.160]  那麼我們今天看的是
[00:10:18.160 --> 00:10:20.360]  希伯來書的第五章
[00:10:20.360 --> 00:10:22.280]  第一到第四節
[00:10:22.280 --> 00:10:24.040]  很快就跟大家看看這幾節聖經
[00:10:24.040 --> 00:10:25.440]  第四節
[00:10:25.440 --> 00:10:26.400]  這裡說
[00:10:26.400 --> 00:10:29.040]  凡從人間挑選的大祭司
[00:10:29.040 --> 00:10:32.360]  是奉派替人辦理屬神的事
[00:10:32.360 --> 00:10:35.640]  為了要獻上禮物和贖罪祭
[00:10:35.640 --> 00:10:39.600]  或者亦為要為罪獻上禮物和祭物
[00:10:39.600 --> 00:10:40.400]  第二節
[00:10:40.400 --> 00:10:45.240]  他能體諒那些愚矇和失迷的人
[00:10:45.240 --> 00:10:48.560]  因為他自己亦都是被軟弱所困
[00:10:48.560 --> 00:10:53.200]  故此他理當為百姓和自己獻贖罪祭
[00:10:53.200 --> 00:10:55.200]  這個大祭司的尊榮
[00:10:55.200 --> 00:10:57.400]  沒有人能夠自取
[00:10:57.400 --> 00:11:00.000]  唯要蒙神所照
[00:11:00.000 --> 00:11:03.080]  像亞倫一樣
[00:11:03.080 --> 00:11:05.280]  那麼這裡說到大祭司
[00:11:05.280 --> 00:11:07.400]  有很多人不知道什麼叫祭司
[00:11:07.400 --> 00:11:09.120]  那麼其實大祭司呢
[00:11:09.120 --> 00:11:11.480]  就是祭司的頭
[00:11:11.480 --> 00:11:12.040]  OK
[00:11:12.040 --> 00:11:13.800]  或者是祭司的領袖
[00:11:13.800 --> 00:11:15.600]  那麼如果在教會裡面來說呢
[00:11:15.600 --> 00:11:18.480]  可以被以為教會主任牧師
[00:11:18.480 --> 00:11:20.160]  那麼如果祭司的人多
[00:11:20.160 --> 00:11:23.040]  因為整個利美族的人都被神呼召做祭司
[00:11:23.040 --> 00:11:24.760]  那麼你都要去管理
[00:11:24.760 --> 00:11:26.560]  那麼所以又有祭司長
[00:11:26.560 --> 00:11:28.200]  每個祭司長裡面來說
[00:11:28.200 --> 00:11:31.160]  管理若干的祭司
[00:11:31.160 --> 00:11:34.480]  好像現在會檢教會裡面有三個副主任牧師
[00:11:34.480 --> 00:11:37.280]  每個教堂都有教堂教授
[00:11:37.280 --> 00:11:38.680]  但是大祭司呢
[00:11:38.680 --> 00:11:39.760]  在教會裡面
[00:11:39.760 --> 00:11:44.440]  在這個《舊約聖經》的會幕當中
[00:11:44.440 --> 00:11:47.360]  是擁有一個最崇高的地位
[00:11:47.360 --> 00:11:48.800]  那麼如果我們看《利美記》
[00:11:48.800 --> 00:11:52.560]  就會記載到神設立一個大祭司的制度的時候
[00:11:52.560 --> 00:11:53.840]  特別呢
[00:11:53.840 --> 00:11:55.680]  上帝都是一個設計師
[00:11:55.680 --> 00:11:59.880]  我們大祭司設計了一些禮服
[00:11:59.880 --> 00:12:03.000]  是進行宗教儀式的時候做的
[00:12:03.000 --> 00:12:03.880]  那麼你看看
[00:12:03.880 --> 00:12:05.160]  圖在不在這裡
[00:12:05.160 --> 00:12:06.800]  那麼
[00:12:06.800 --> 00:12:08.080]  咦?過了嗎?
[00:12:08.080 --> 00:12:08.520]  喔
[00:12:08.520 --> 00:12:08.960]  update了
[00:12:08.960 --> 00:12:09.360]  不好意思
[00:12:09.360 --> 00:12:09.800]  不要緊的
[00:12:09.800 --> 00:12:10.560]  看不到
[00:12:10.560 --> 00:12:11.480]  不過這幅圖畫
[00:12:11.480 --> 00:12:12.080]  這幅照片
[00:12:12.080 --> 00:12:14.320]  你就說到大祭司裡面來說
[00:12:14.320 --> 00:12:17.520]  衣服裡面來說是分幾層的
[00:12:17.520 --> 00:12:19.600]  但是外面那層裡面來說
[00:12:19.600 --> 00:12:22.880]  是鑲滿了不同類型的寶石
[00:12:22.880 --> 00:12:26.320]  而每個寶石是代表著一些不同的屬靈意思的
[00:12:26.320 --> 00:12:29.040]  代表著十二個支派
[00:12:29.040 --> 00:12:32.400]  那麼所以當這個祭司或者大祭司
[00:12:32.400 --> 00:12:33.400]  要去服侍的時候
[00:12:33.400 --> 00:12:34.920]  去到會幕當中的時候
[00:12:34.920 --> 00:12:36.320]  一穿起這些禮服
[00:12:36.320 --> 00:12:36.640]  哇
[00:12:36.640 --> 00:12:38.440]  那些百姓一看到
[00:12:38.440 --> 00:12:38.720]  哇
[00:12:38.720 --> 00:12:39.520]  那麼名貴
[00:12:39.520 --> 00:12:42.760]  那麼漂亮的一個禮服的時候
[00:12:42.760 --> 00:12:45.000]  很自然就已經肅然起敬了
[00:12:45.000 --> 00:12:48.000]  很自然就會肅然起敬
[00:12:48.000 --> 00:12:49.440]  那麼所以呢
[00:12:49.440 --> 00:12:50.160]  事實上
[00:12:50.160 --> 00:12:51.000]  今天
[00:12:51.000 --> 00:12:53.680]  我不知道大家有沒有天主教徒的背景
[00:12:53.680 --> 00:12:55.200]  天主教裡面來說
[00:12:55.200 --> 00:12:57.640]  那些神父的職份
[00:12:57.640 --> 00:13:02.040]  其實他的工作就是做祭司
[00:13:02.040 --> 00:13:03.400]  所以呢
[00:13:03.400 --> 00:13:06.320]  天主教的神父是叫什麼的?
[00:13:06.320 --> 00:13:08.000]  叫priest嘛
[00:13:08.000 --> 00:13:09.560]  是不是?叫他做priest的
[00:13:09.560 --> 00:13:10.160]  你說不是
[00:13:10.160 --> 00:13:11.760]  叫神父
[00:13:11.760 --> 00:13:14.160]  不是,他在崗位上面
[00:13:14.160 --> 00:13:16.160]  他的職份是priest
[00:13:16.160 --> 00:13:17.400]  有priest
[00:13:17.400 --> 00:13:18.360]  然後有主教
[00:13:18.360 --> 00:13:19.480]  大主教上的嘛
[00:13:19.480 --> 00:13:22.720]  他們很bureaucratic,是不是?
[00:13:22.720 --> 00:13:24.920]  但是為什麼叫神父呢?
[00:13:24.920 --> 00:13:27.480]  因為那些天主教徒
[00:13:27.480 --> 00:13:30.320]  相信這個priest
[00:13:30.320 --> 00:13:32.880]  是上帝差黎去牧養他們
[00:13:32.880 --> 00:13:35.040]  照顧他們屬靈生命的需要的
[00:13:35.040 --> 00:13:39.200]  好像是神差黎的屬靈的父親一樣
[00:13:39.200 --> 00:13:41.040]  所以就叫father
[00:13:41.040 --> 00:13:43.120]  是神父
[00:13:43.120 --> 00:13:44.000]  就是神父
[00:13:44.000 --> 00:13:45.280]  不是我自己肉身的父親
[00:13:45.280 --> 00:13:46.240]  不過是神父
[00:13:46.240 --> 00:13:48.920]  是神差黎去照顧我們
[00:13:48.920 --> 00:13:49.800]  牧養我們
[00:13:49.800 --> 00:13:54.840]  讓我們的靈性生命能夠成長的
[00:13:54.840 --> 00:13:57.080]  所以這個是
[00:13:57.080 --> 00:13:59.680]  天主教徒對priest
[00:13:59.680 --> 00:14:00.360]  對father
[00:14:00.360 --> 00:14:03.040]  就是神父的認識
[00:14:03.040 --> 00:14:06.840]  他們對神父是相當的尊敬的
[00:14:06.840 --> 00:14:09.600]  而希伯來書的作者裡面來說
[00:14:09.600 --> 00:14:11.120]  是很強調什麼呢?
[00:14:11.120 --> 00:14:12.840]  這個大祭司
[00:14:12.840 --> 00:14:15.680]  是奉派替人辦理屬神的事
[00:14:15.680 --> 00:14:17.080]  聖經說得很清楚
[00:14:17.080 --> 00:14:19.720]  包括獻祭
[00:14:19.720 --> 00:14:20.880]  獻贖罪祭
[00:14:20.880 --> 00:14:21.880]  獻感恩祭
[00:14:21.880 --> 00:14:22.560]  平安祭
[00:14:22.560 --> 00:14:25.800]  總之是所有跟獻祭有關
[00:14:25.800 --> 00:14:27.280]  跟神有關的事
[00:14:27.280 --> 00:14:31.360]  都是由這些祭司和大祭司去處理的
[00:14:31.360 --> 00:14:34.240]  而當神子派
[00:14:34.240 --> 00:14:35.800]  摩西的哥哥是誰?
[00:14:35.800 --> 00:14:37.360]  阿倫
[00:14:37.360 --> 00:14:38.840]  做大祭司的時候
[00:14:38.840 --> 00:14:42.280]  他要求阿倫和他的幾個兒子
[00:14:42.280 --> 00:14:43.680]  都是做祭司的
[00:14:43.680 --> 00:14:47.680]  要保持頭腦清醒
[00:14:47.680 --> 00:14:51.480]  因為他們要教導那些意識裂人
[00:14:51.480 --> 00:14:53.160]  怎樣去敬拜上帝
[00:14:53.160 --> 00:14:54.040]  侍奉上帝
[00:14:54.040 --> 00:14:56.360]  怎樣在神的大令之下
[00:14:56.360 --> 00:14:58.160]  去過每日的生活
[00:14:58.160 --> 00:14:59.280]  我們很快看看
[00:14:59.280 --> 00:15:01.720]  《利美記》第十章
[00:15:01.720 --> 00:15:02.960]  第八節
[00:15:02.960 --> 00:15:04.240]  有話對阿倫說
[00:15:04.240 --> 00:15:06.920]  你和你的兒子一起進會幕的時候
[00:15:06.920 --> 00:15:09.800]  即是去進行這個服侍我的時候
[00:15:09.800 --> 00:15:12.040]  淡酒烈酒都不夠喝
[00:15:12.040 --> 00:15:13.680]  免得你們死亡
[00:15:13.680 --> 00:15:17.360]  只要作你們世世代代永遠的律例
[00:15:17.360 --> 00:15:21.400]  使你們可以把聖的和俗的
[00:15:21.400 --> 00:15:25.080]  潔淨的和不潔淨的分辨清楚
[00:15:25.080 --> 00:15:27.760]  可以把耶和華藉著摩西
[00:15:27.760 --> 00:15:29.880]  告訴意識裂人的一切律例
[00:15:29.880 --> 00:15:31.480]  教訓他們
[00:15:31.480 --> 00:15:33.320]  簡單的來說
[00:15:33.320 --> 00:15:37.440]  就是進行你們的職務的時候
[00:15:37.440 --> 00:15:38.640]  就不要喝酒
[00:15:38.640 --> 00:15:39.200]  為甚麼呢
[00:15:39.200 --> 00:15:41.040]  喝酒會清醒
[00:15:41.040 --> 00:15:42.840]  要能夠分辨是非
[00:15:42.840 --> 00:15:44.760]  這個是你們要做的工作
[00:15:44.760 --> 00:15:46.040]  你要搞清楚
[00:15:46.040 --> 00:15:46.920]  說些甚麼
[00:15:46.920 --> 00:15:48.560]  不要亂說話
[00:15:48.560 --> 00:15:52.120]  我相信我們做牧師傳道人的話
[00:15:52.120 --> 00:15:55.560]  如果我用一個對比的話
[00:15:55.560 --> 00:15:58.120]  是承擔了類似的責任的
[00:15:58.120 --> 00:15:59.920]  我們就是要帶領會長去敬拜神
[00:15:59.920 --> 00:16:01.240]  我們要侍奉上帝
[00:16:01.240 --> 00:16:04.480]  我們主持主餐禮、授朕的儀式
[00:16:04.480 --> 00:16:06.400]  最重要是做甚麼
[00:16:06.400 --> 00:16:09.840]  按照聖經的教導去解釋聖經
[00:16:09.840 --> 00:16:12.080]  幫助會眾明白
[00:16:12.080 --> 00:16:15.600]  並且能夠去遵守
[00:16:15.600 --> 00:16:19.240]  所以如果牧師都是被神呼召
[00:16:19.240 --> 00:16:21.960]  用來去牧養教會的話
[00:16:21.960 --> 00:16:27.640]  會眾應不應該尊重牧師
[00:16:27.640 --> 00:16:29.160]  應該吧
