
[00:00:00.000 --> 00:00:04.860]  大家好,主要是有機會跟大家分享神的話語
[00:02:42.220 --> 00:02:45.520]  當時對我們來說是很大的影響
[00:02:45.520 --> 00:02:52.540]  無論是我們,對大家來說,你的年紀又回不上都知道那個影響去到哪裡
[00:02:52.540 --> 00:02:59.740]  對機構來說,是經歷在事故上很突然的所有事情都停止了
[00:02:59.740 --> 00:03:02.860]  所以當時我們做了
[00:03:02.860 --> 00:03:09.640]  我還很記得,當時我有份搞出來的,就是為中國祈禱
[00:03:09.640 --> 00:03:14.260]  而且是分區的,我還記得在潮人生命堂
[00:03:14.260 --> 00:03:19.340]  為了不同地區,不同省份,將中國分成六個行政區
[00:03:19.340 --> 00:03:23.700]  誰有負擔就站在那個區域那裡去禱告
[00:03:23.700 --> 00:03:27.760]  最近有位牧師找我,當日就在那裡立志
[00:03:27.760 --> 00:03:32.520]  到現在仍然堅持去為華東的教會服侍
[00:03:32.520 --> 00:03:37.500]  當時對我們來說,我們看到的就是禱告那種力量
[00:03:37.500 --> 00:03:39.960]  對疫情有沒有影響我不知道
[00:03:39.960 --> 00:03:42.460]  不過對人心肯定是有影響
[00:03:42.460 --> 00:03:45.460]  當時也有一些弟兄姊妹
[00:03:45.460 --> 00:03:52.920]  我也很記得有一位姊妹,她很誠信為了中國的少數民族
[00:03:52.920 --> 00:03:59.660]  結果她的教會長期支持中國西南面的一些工作
[00:03:59.660 --> 00:04:04.660]  另外一位,五年前左右我再見她
[00:04:04.660 --> 00:04:07.740]  她現在已經去了非洲做宣教士
[00:04:07.740 --> 00:04:12.580]  也是在那段時間,因為我不知道什麼原因
[00:04:12.580 --> 00:04:15.580]  我相信是聖靈的工作,我分析不到
[00:04:15.580 --> 00:04:21.560]  在那個環境,原來當我們知道我的所活是為何
[00:04:21.560 --> 00:04:26.060]  那個環境的改變,可能更加讓我清晰看見
[00:04:26.060 --> 00:04:27.780]  我要做的是什麼
[00:04:27.780 --> 00:04:32.700]  所以如果你裡面很清楚神給你的召命
[00:04:32.700 --> 00:04:35.920]  應該是不會有神關門這回事的
[00:04:35.920 --> 00:04:37.620]  特別是在士徒裡面
[00:04:37.620 --> 00:04:45.620]  所以今年在這個疫情出現的時候,我們邀請了香港和國內的牧者
[00:04:45.620 --> 00:04:47.620]  分別寫一些圖文
[00:04:47.620 --> 00:04:52.580]  一起的來為中國,為香港,為世界,來為其他
[00:04:52.580 --> 00:04:54.080]  羅木超也有份寫的
[00:04:54.080 --> 00:04:58.080]  我將我不懂寫的找他寫
[00:04:58.080 --> 00:05:00.080]  其實我一篇也沒有寫過
[00:05:00.080 --> 00:05:05.580]  到現在原來已經差不多兩個月的時間了
[00:05:05.580 --> 00:05:08.080]  有些東西在變化中
[00:05:08.080 --> 00:05:14.080]  但是我們的工作,原來再一次讓我看見
[00:05:14.080 --> 00:05:19.580]  當我們面對這個城市,或者我們世界各地不同的城市的需要的時候
[00:05:19.580 --> 00:05:24.080]  很重要的一件事就是,我知不知道我為了什麼而活呢?
[00:05:24.080 --> 00:05:26.080]  我的使命是什麼呢?
[00:05:26.080 --> 00:05:30.580]  當我們說城市宣教,或者我們說猜拳的工作
[00:05:30.580 --> 00:05:33.580]  形式可以隨著時代而變化
[00:05:33.580 --> 00:05:37.580]  形式可以對著對象而去調整自己
[00:05:37.580 --> 00:05:40.080]  但是你的使命始終如一
[00:05:40.080 --> 00:05:42.580]  我們知不知道我們要做什麼呢?
[00:05:42.580 --> 00:05:45.580]  所以今天去看這一段的經文
[00:05:45.580 --> 00:05:48.080]  我們看到很多的問題
[00:05:48.080 --> 00:05:53.580]  我們讀到保羅寫給提摩泰的這封信裡面
[00:05:53.580 --> 00:05:55.580]  保羅其實提了好幾次
[00:05:55.580 --> 00:05:58.580]  起碼在他的書上有十次在說
[00:05:58.580 --> 00:06:00.580]  我不以XX為恥
[00:06:00.580 --> 00:06:03.580]  不過只是這一段的經文都出現了三次
[00:06:03.580 --> 00:06:09.580]  不以作見證為恥,不以被囚為恥,不以受苦為恥
[00:06:09.580 --> 00:06:13.580]  為什麼會覺得,侍奉會覺得是恥辱呢?
[00:06:13.580 --> 00:06:19.580]  當你發現你所表達,或者你過去所相信的那一套
[00:06:19.580 --> 00:06:23.080]  在今天的環境似乎有所出入的時候
[00:06:23.080 --> 00:06:26.580]  你可能會覺得有些猶豫
[00:06:26.580 --> 00:06:27.580]  例如什麼呢?
[00:06:27.580 --> 00:06:31.580]  當我一直在傳的是一個王大仙的信仰
[00:06:31.580 --> 00:06:33.580]  有求必應的信仰
[00:06:33.580 --> 00:06:35.580]  你現在就覺得很乏力
[00:06:35.580 --> 00:06:38.580]  國內的等級節目也面對一個這樣的問題
[00:06:38.580 --> 00:06:42.580]  因為中國教會快速的增長
[00:06:42.580 --> 00:06:45.580]  在某種程度上是一個民間信仰式的傳播
[00:06:45.580 --> 00:06:48.580]  就是祈禱
[00:06:48.580 --> 00:06:49.580]  靈了
[00:06:49.580 --> 00:06:51.580]  那就信耶穌吧
[00:06:51.580 --> 00:06:53.580]  我們也是這樣傳的福音
[00:06:53.580 --> 00:06:54.580]  有些時候也是這樣
[00:06:54.580 --> 00:06:55.580]  我們的見證也是這樣說的
[00:06:55.580 --> 00:06:59.580]  但是如果我們所祈求的不靈
[00:06:59.580 --> 00:07:00.580]  那你還傳不傳呢?
[00:07:00.580 --> 00:07:02.580]  你怎麼傳呢?
[00:07:02.580 --> 00:07:03.580]  保羅呢
[00:07:03.580 --> 00:07:05.580]  他帶著提摩太出身
[00:07:05.580 --> 00:07:07.580]  而保羅的宣教旅程
[00:07:07.580 --> 00:07:10.580]  基本上也是不太正面的
[00:07:10.580 --> 00:07:12.580]  就是他
[00:07:12.580 --> 00:07:13.580]  我說的是他的經歷
[00:07:13.580 --> 00:07:15.580]  到了歐洲宣教
[00:07:15.580 --> 00:07:17.580]  從菲律賓開始就被人困住了
[00:07:17.580 --> 00:07:19.580]  然後要逃亡
[00:07:19.580 --> 00:07:20.580]  然後人家追他下去
[00:07:20.580 --> 00:07:22.580]  追到鐵撒羅尼加
[00:07:22.580 --> 00:07:24.580]  就好像被人追殺一樣
[00:07:24.580 --> 00:07:27.580]  他寫這封信的時候還在坐牢的時候
[00:07:27.580 --> 00:07:30.580]  他的聚會基本上是沒有多少人
[00:07:30.580 --> 00:07:32.580]  當然後來教會很興旺
[00:07:32.580 --> 00:07:35.580]  但是傳福音即時看到的果效是沒有什麼的
[00:07:35.580 --> 00:07:36.580]  甚至乎在雅典
[00:07:36.580 --> 00:07:40.580]  很厲害的夏略巴古的辯論結束之後
[00:07:40.580 --> 00:07:41.580]  信的只有幾個
[00:07:41.580 --> 00:07:43.580]  大家覺得是來聽聽新奇的道理
[00:07:43.580 --> 00:07:44.580]  就結束了
[00:07:44.580 --> 00:07:45.580]  就走了
[00:07:45.580 --> 00:07:49.580]  似乎如果我們用成功神學的思想去看福音
[00:07:49.580 --> 00:07:50.580]  很多事情
[00:07:50.580 --> 00:07:53.580]  特別是今天全世界在蔓延的疫情
[00:07:53.580 --> 00:07:55.580]  我們可能都無話可說
[00:07:55.580 --> 00:07:58.580]  我們說好像神關門
[00:07:58.580 --> 00:07:59.580]  這件事做不到
[00:07:59.580 --> 00:08:00.580]  那件事做不到
[00:08:00.580 --> 00:08:01.580]  這裡去不了
[00:08:01.580 --> 00:08:02.580]  那裡去不了
[00:08:02.580 --> 00:08:04.580]  如果你知道你要做什麼的話
[00:08:04.580 --> 00:08:06.580]  你知道你的使命的話
[00:08:06.580 --> 00:08:08.580]  其實沒有神關門這回事
[00:08:08.580 --> 00:08:10.580]  可能是那道門關了
[00:08:10.580 --> 00:08:13.580]  但是其實那道牆是塌了的
[00:08:13.580 --> 00:08:16.580]  我聽過一個姐妹的禱告
[00:08:16.580 --> 00:08:18.580]  神關了門還會開了扇窗的
[00:08:18.580 --> 00:08:20.580]  很多人都會這樣說的
[00:08:20.580 --> 00:08:22.580]  其實我覺得神可能只是關了窗而已
[00:08:22.580 --> 00:08:24.580]  反而開了門
[00:08:24.580 --> 00:08:26.580]  甚至是拆了牆
[00:08:26.580 --> 00:08:28.580]  如果你清楚你的使命
[00:08:28.580 --> 00:08:30.580]  其實根本沒有關門這回事
[00:08:30.580 --> 00:08:33.580]  我們今天看看保羅如何教導提摩體
[00:08:33.580 --> 00:08:36.580]  他如何不以為恥
[00:08:36.580 --> 00:08:40.580]  其實在這個世界
[00:08:40.580 --> 00:08:42.580]  苦難才是常態
[00:08:42.580 --> 00:08:44.580]  不過香港我們過去這麼多年
[00:08:44.580 --> 00:08:46.580]  經歷的都是很幸福
[00:08:46.580 --> 00:08:49.580]  在宣教學的用字裡面有一個叫 majority world
[00:08:49.580 --> 00:08:51.580]  最初我聽的時候聽不明白
[00:08:51.580 --> 00:08:53.580]  如果說十四十支槍
[00:08:53.580 --> 00:08:55.580]  你就明白了
[00:08:55.580 --> 00:08:57.580]  或者是第三世界你就明白了
[00:08:57.580 --> 00:09:00.580]  然後原來西方去討論宣教世界
[00:09:00.580 --> 00:09:03.580]  是在說未得之民是佔大多數的
[00:09:03.580 --> 00:09:05.580]  或者貧窮落後佔大多數
[00:09:05.580 --> 00:09:07.580]  那個叫 majority
[00:09:07.580 --> 00:09:08.580]  所以那個叫 majority world
[00:09:08.580 --> 00:09:11.580]  不過其實在西方世界講
[00:09:11.580 --> 00:09:13.580]  我覺得也要反過來
[00:09:13.580 --> 00:09:15.580]  我們現在看到
[00:09:15.580 --> 00:09:16.580]  那個世界
[00:09:16.580 --> 00:09:17.580]  那個疫情的數字
[00:09:17.580 --> 00:09:18.580]  你會看到
[00:09:18.580 --> 00:09:20.580]  不是貧窮落後的地方特別高
[00:09:20.580 --> 00:09:21.580]  你會看到
[00:09:21.580 --> 00:09:22.580]  那個世界很混亂
[00:09:22.580 --> 00:09:24.580]  我們也不懂得以前的標準
[00:09:24.580 --> 00:09:25.580]  今天用不到
[00:09:25.580 --> 00:09:27.580]  但是我想很重要的就是
[00:09:27.580 --> 00:09:30.580]  我們認識這個苦難世界
[00:09:30.580 --> 00:09:33.580]  我們現在是更加認識這個苦難世界
[00:09:33.580 --> 00:09:35.580]  而是保羅要全力
[00:09:35.580 --> 00:09:37.580]  給提摩教導他
[00:09:37.580 --> 00:09:40.580]  去承擔起大連教會的使命
[00:09:40.580 --> 00:09:41.580]  是要告訴他
[00:09:41.580 --> 00:09:43.580]  如何去面對這個苦難世界
[00:09:43.580 --> 00:09:46.580]  如何面對在環境轉變底下
[00:09:46.580 --> 00:09:48.580]  就算是為主被囚也好
[00:09:48.580 --> 00:09:51.580]  你要堅持你的使命
[00:09:51.580 --> 00:09:52.580]  好,我第一件事跟他說
[00:09:52.580 --> 00:09:54.580]  在這段經文裡面提到他
[00:09:54.580 --> 00:09:56.580]  他就是
[00:09:56.580 --> 00:09:58.580]  這裡我提的標題
[00:09:58.580 --> 00:10:00.580]  檢視我們的價值觀
[00:10:00.580 --> 00:10:04.580]  我們信仰由內而外的表現
[00:10:04.580 --> 00:10:06.580]  我們內裡的價值
[00:10:06.580 --> 00:10:08.580]  如何影響我們的行為
[00:10:08.580 --> 00:10:11.580]  我們從小家裡成長
[00:10:11.580 --> 00:10:14.580]  我們父母帶給我們的是什麼呢?
[00:10:14.580 --> 00:10:16.580]  裡面的價值觀
[00:10:16.580 --> 00:10:18.580]  內在的生命價值
[00:10:18.580 --> 00:10:20.580]  在這種價值觀
[00:10:20.580 --> 00:10:23.580]  主導了我們的行為
[00:10:23.580 --> 00:10:26.580]  而保羅也這樣提醒提摩泰
[00:10:26.580 --> 00:10:28.580]  他說為了提摩泰去感謝神
[00:10:28.580 --> 00:10:30.580]  就是我接觸祖先
[00:10:30.580 --> 00:10:32.580]  用純潔的良心所侍奉的神
[00:10:32.580 --> 00:10:34.580]  保羅的家庭傳統
[00:10:34.580 --> 00:10:36.580]  本來就是猶太教的傳統
[00:10:36.580 --> 00:10:39.580]  他對神的心是很熱切的
[00:10:39.580 --> 00:10:41.580]  但是在這個侍奉的過程裡面
[00:10:41.580 --> 00:10:44.580]  他為了提摩泰而感恩
[00:10:44.580 --> 00:10:47.580]  為了祂而滿心快樂
[00:10:47.580 --> 00:10:49.580]  提到祂有無毅的信心
[00:10:49.580 --> 00:10:51.580]  這個無毅的信心
[00:10:51.580 --> 00:10:53.580]  是祂的家人帶給祂的
[00:10:53.580 --> 00:10:56.580]  是祂的媽媽和祂的外祖母帶給祂的
[00:10:56.580 --> 00:10:58.580]  不僅是在說
[00:10:58.580 --> 00:11:00.580]  這裡說很多的心
[00:11:00.580 --> 00:11:02.580]  純潔的良心
[00:11:02.580 --> 00:11:03.580]  無毅的信心
[00:11:03.580 --> 00:11:04.580]  後面還要說
[00:11:04.580 --> 00:11:06.580]  不是膽怯的心
[00:11:06.580 --> 00:11:10.580]  這個心其實跟中國人的理解很相似
[00:11:10.580 --> 00:11:12.580]  因為中國人和猶太人都是這樣認為的
[00:11:12.580 --> 00:11:15.580]  心是承載你的道德
[00:11:15.580 --> 00:11:17.580]  心是你跟神
[00:11:17.580 --> 00:11:20.580]  就是說一生的果後由心發出
[00:11:20.580 --> 00:11:22.580]  神所給你的東西就在這裡
[00:11:22.580 --> 00:11:24.580]  然後在裡面好好培養
[00:11:24.580 --> 00:11:26.580]  我們說良心
[00:11:26.580 --> 00:11:31.580]  在這個培育的過程裡面
[00:11:31.580 --> 00:11:34.580]  我們的心是怎麼被培育的呢?
[00:11:34.580 --> 00:11:37.580]  就是說代表我們的價值觀是怎麼樣的呢?
[00:11:37.580 --> 00:11:38.580]  我們的人是怎麼樣的呢?
[00:11:38.580 --> 00:11:40.580]  我們的家教是怎麼樣的呢?
[00:11:40.580 --> 00:11:43.580]  而這裡說的是單純無毅的心
[00:11:43.580 --> 00:11:47.580]  其實是說一個很堅定的信心
[00:11:47.580 --> 00:11:50.580]  這個信心是說對神有盼望的
[00:11:50.580 --> 00:11:53.580]  對神的公義是有堅持的
[00:11:53.580 --> 00:11:56.580]  對神所掌管的歷史是有確信的
[00:11:56.580 --> 00:11:58.580]  我們是不是這樣相信呢?
[00:11:58.580 --> 00:12:00.580]  我們是不是有這樣的信心呢?
[00:12:00.580 --> 00:12:04.580]  如果我們對神掌管歷史是有確信的話
[00:12:04.580 --> 00:12:06.580]  那麼歷史是不斷在變化
[00:12:06.580 --> 00:12:07.580]  有好有不好
[00:12:07.580 --> 00:12:08.580]  有高低起跌
[00:12:08.580 --> 00:12:11.580]  神擺我此時此刻在這個城市
[00:12:11.580 --> 00:12:12.580]  這個地方
[00:12:12.580 --> 00:12:13.580]  為了什麼呢?
[00:12:13.580 --> 00:12:15.580]  不會是無緣無故的
[00:12:15.580 --> 00:12:17.580]  一定是有原因的
[00:12:17.580 --> 00:12:19.580]  當今天我們互道平安
[00:12:19.580 --> 00:12:20.580]  我們都明白
[00:12:20.580 --> 00:12:22.580]  比起三年前或者兩年前
[00:12:22.580 --> 00:12:24.580]  說平安就很不同了
[00:12:24.580 --> 00:12:26.580]  多了一些內容
[00:12:26.580 --> 00:12:28.580]  我們知道得來不易
[00:12:28.580 --> 00:12:29.580]  這個是我們的經歷
[00:12:29.580 --> 00:12:32.580]  我們的經驗告訴我們
[00:12:32.580 --> 00:12:36.580]  我們要知道有些東西的價值是重要的
[00:12:36.580 --> 00:12:41.580]  今天我們如何來活出這種價值呢?
[00:12:41.580 --> 00:12:43.580]  如何去看出一個人的信心呢?
[00:12:43.580 --> 00:12:45.580]  其實就是在危難的表現
[00:12:45.580 --> 00:12:47.580]  所以我們的信仰不是說
[00:12:47.580 --> 00:12:49.580]  當然我們會祈求
[00:12:49.580 --> 00:12:51.580]  我們都渴望平安喜樂
[00:12:51.580 --> 00:12:52.580]  臨到我們中間
[00:12:52.580 --> 00:12:55.580]  我們每時每刻都要這樣去禱告
[00:12:55.580 --> 00:12:58.580]  但是有危難來到的時候又如何呢?
[00:12:58.580 --> 00:13:03.580]  基督徒不能免於苦難
[00:13:03.580 --> 00:13:06.580]  我很記得… 祈禱不要亂來
[00:13:06.580 --> 00:13:08.580]  我不知道有沒有在這裡分享過
[00:13:08.580 --> 00:13:11.580]  我1995年的時候有肺癆
[00:13:11.580 --> 00:13:12.580]  不知道有沒有說過
[00:13:12.580 --> 00:13:15.580]  我沒有什麼信心去祈禱
[00:13:15.580 --> 00:13:17.580]  神明我知道你可以一夜之間治好我的
[00:13:17.580 --> 00:13:19.580]  不過我不敢這樣求
[00:13:19.580 --> 00:13:20.580]  其實沒有信心
[00:13:20.580 --> 00:13:22.580]  不過我當時有一個信念
[00:13:22.580 --> 00:13:24.580]  就是基督徒沒有例外
[00:13:24.580 --> 00:13:28.580]  所以求你給我一個不一樣的治療過程
[00:13:28.580 --> 00:13:29.580]  那就糟糕了
[00:13:29.580 --> 00:13:30.580]  其實是很糟糕的
[00:13:30.580 --> 00:13:34.580]  因為在政府醫院那些治療肺癆
[00:13:34.580 --> 00:13:35.580]  就是治療半年
[00:13:35.580 --> 00:13:37.580]  他會看著你吃藥的
[00:13:37.580 --> 00:13:38.580]  一個星期吃三次
[00:13:38.580 --> 00:13:39.580]  每次22顆藥
[00:13:39.580 --> 00:13:41.580]  我到現在還記得很仔細
[00:13:41.580 --> 00:13:44.580]  那些藥最大顆那些是五塊錢那麼大的
[00:13:44.580 --> 00:13:46.580]  是有副作用的
[00:13:46.580 --> 00:13:47.580]  後來我查過
[00:13:47.580 --> 00:13:50.580]  副作用別人的是兩個星期
[00:13:50.580 --> 00:13:52.580]  我持續半年都有
[00:13:52.580 --> 00:13:54.580]  低燒、麻痺、作嘔那些
[00:13:54.580 --> 00:13:56.580]  所以後來我太太有嬰兒
[00:13:56.580 --> 00:13:58.580]  作嘔作悶一個月左右
[00:13:58.580 --> 00:14:00.580]  我都經驗過半年了
[00:14:00.580 --> 00:14:02.580]  不要亂來
[00:14:02.580 --> 00:14:05.580]  過程是重要的
[00:14:05.580 --> 00:14:08.580]  基督徒不能免於苦難的
[00:14:08.580 --> 00:14:09.580]  所以小心一點
[00:14:09.580 --> 00:14:10.580]  不要亂祈禱
[00:14:10.580 --> 00:14:12.580]  不過我很感恩的是什麼呢?
[00:14:12.580 --> 00:14:13.580]  很奇怪
[00:14:13.580 --> 00:14:15.580]  我持續半年那種不舒服
[00:14:15.580 --> 00:14:16.580]  往後的十年
[00:14:16.580 --> 00:14:18.580]  我不能夠再喝蘋果汁了
[00:14:18.580 --> 00:14:20.580]  原因是我送藥是用蘋果汁送的
[00:14:20.580 --> 00:14:23.580]  之後聞到蘋果汁就作嘔
[00:14:23.580 --> 00:14:25.580]  過半年之後有一個牧師
[00:14:25.580 --> 00:14:28.580]  來不及探望我還熬夜給我吃藥
[00:14:28.580 --> 00:14:29.580]  吃了很久
[00:14:29.580 --> 00:14:31.580]  他最後一次探望
[00:14:31.580 --> 00:14:33.580]  最後一次吃藥之後
[00:14:33.580 --> 00:14:35.580]  他突然跟我說他的故事
[00:14:35.580 --> 00:14:37.580]  原來他也有打針、吃藥
[00:14:37.580 --> 00:14:39.580]  也試過有肺癆
[00:14:39.580 --> 00:14:41.580]  不過過了半年療程之後
[00:14:41.580 --> 00:14:42.580]  他的副作用沒有那麼多
[00:14:42.580 --> 00:14:44.580]  但他過了半年療程之後
[00:14:44.580 --> 00:14:46.580]  醫生就說他驗錯了
[00:14:46.580 --> 00:14:48.580]  是沒有肺癆的
[00:14:48.580 --> 00:14:50.580]  我很大膽安慰
[00:14:50.580 --> 00:14:52.580]  那些日子我沒有白過
[00:14:52.580 --> 00:14:54.580]  那些苦沒有白捱
[00:14:54.580 --> 00:14:56.580]  回想起來
[00:14:56.580 --> 00:14:58.580]  你經歷過的困難
[00:14:58.580 --> 00:15:01.580]  就變成你的資產
[00:15:01.580 --> 00:15:04.580]  你能夠去面對
[00:15:04.580 --> 00:15:06.580]  甚至乎是更大的困難
[00:15:06.580 --> 00:15:08.580]  所以保羅提醒提摩泰
[00:15:08.580 --> 00:15:10.580]  在這裡你不用膽怯
[00:15:10.580 --> 00:15:12.580]  事實上真的會害怕
[00:15:12.580 --> 00:15:13.580]  當你去侍奉
[00:15:13.580 --> 00:15:14.580]  當你面對逆境
[00:15:14.580 --> 00:15:16.580]  見到你的師父為主被囚
[00:15:16.580 --> 00:15:17.580]  跟他一起侍奉的時候
[00:15:17.580 --> 00:15:20.580]  見到他又被打又被趕
[00:15:20.580 --> 00:15:22.580]  你的師父被囚
[00:15:22.580 --> 00:15:24.580]  你承擔這個使命
[00:15:24.580 --> 00:15:25.580]  你害怕嗎?
[00:15:25.580 --> 00:15:27.580]  會腳震的
[00:15:27.580 --> 00:15:28.580]  但保羅提醒他
[00:15:28.580 --> 00:15:31.580]  神所給予的是剛強仁愛自制的心
[00:15:31.580 --> 00:15:33.580]  舊的翻譯是謹守的心
[00:15:33.580 --> 00:15:35.580]  就是說你在神的面前
[00:15:35.580 --> 00:15:37.580]  這個無偽的信心
[00:15:37.580 --> 00:15:38.580]  這個單純的信心
[00:15:38.580 --> 00:15:41.580]  大比例是對神那種確實的倚靠
[00:15:41.580 --> 00:15:43.580]  所以面對環境的轉變
[00:15:43.580 --> 00:15:45.580]  面對環境的惡劣
[00:15:45.580 --> 00:15:47.580]  你都不需要害怕
[00:15:47.580 --> 00:15:51.580]  我記得很多年前
[00:15:51.580 --> 00:15:53.580]  我們有一個訓練
[00:15:53.580 --> 00:15:55.580]  有些歷期的訓練
[00:15:55.580 --> 00:15:59.580]  有一個活動叫做挑戰塔
[00:15:59.580 --> 00:16:01.580]  不知道大家有沒有玩過
[00:16:01.580 --> 00:16:02.580]  四層樓那麼高的
[00:16:02.580 --> 00:16:03.580]  現在好像突破還有
[00:16:03.580 --> 00:16:05.580]  其他的我認識的已經拆掉了
[00:16:05.580 --> 00:16:08.580]  有一條木柱站在上面的頂
[00:16:08.580 --> 00:16:09.580]  四層樓那麼高
[00:16:09.580 --> 00:16:12.580]  你身上只有一條鋼線
[00:16:12.580 --> 00:16:13.580]  一直不知道怎麼弄
[00:16:13.580 --> 00:16:15.580]  下面有一個教練綁著
[00:16:15.580 --> 00:16:17.580]  下面沒有安全網
[00:16:17.580 --> 00:16:20.580]  有些人爬上去已經腳軟了
[00:16:20.580 --> 00:16:24.580]  站在一個大概比港台小的位置
[00:16:24.580 --> 00:16:26.580]  前面大概一米多一點
[00:16:26.580 --> 00:16:28.580]  不夠兩米有一個球
[00:16:28.580 --> 00:16:30.580]  我們的任務就是跳出去拍那個球
[00:16:30.580 --> 00:16:32.580]  是不是沒有安全網
[00:16:32.580 --> 00:16:34.580]  我不知道你夠不夠膽跳
[00:16:34.580 --> 00:16:36.580]  有些人說很刺激很好玩
[00:16:36.580 --> 00:16:37.580]  下面講得很厲害
[00:16:37.580 --> 00:16:38.580]  上去腳軟不敢動
[00:16:38.580 --> 00:16:39.580]  嚇死媽媽
[00:16:39.580 --> 00:16:41.580]  真的有這樣的人
[00:16:41.580 --> 00:16:43.580]  當時我也有這樣玩
[00:16:43.580 --> 00:16:44.580]  玩了不止一次
[00:16:44.580 --> 00:16:45.580]  我還覺得很開心
[00:16:45.580 --> 00:16:47.580]  畏高一點是難講一點
[00:16:47.580 --> 00:16:49.580]  跳出去拍完那個球
[00:16:49.580 --> 00:16:51.580]  其實就這樣掉下去
[00:16:51.580 --> 00:16:54.580]  不過那個鋼線有一個設計
[00:16:54.580 --> 00:16:56.580]  就是教練可以幫你鬆緊
[00:16:56.580 --> 00:16:58.580]  他可以拉著你
[00:16:58.580 --> 00:16:59.580]  那麼
[00:16:59.580 --> 00:17:02.580]  這個繩網或者是這種訓練
[00:17:02.580 --> 00:17:04.580]  鍛鍊我們的信心
[00:17:04.580 --> 00:17:05.580]  鍛鍊我們的勇氣
[00:17:05.580 --> 00:17:09.580]  原來你試過一次就不會再害怕了
[00:17:09.580 --> 00:17:11.580]  第一次你不敢走出去的話
[00:17:11.580 --> 00:17:13.580]  你一直都會害怕的
[00:17:13.580 --> 00:17:14.580]  你從來都不肯試的話
[00:17:14.580 --> 00:17:16.580]  你每次看到都腳軟
[00:17:16.580 --> 00:17:19.580]  但是你試過一次之後你知道是什麼
[00:17:19.580 --> 00:17:20.580]  所以
[00:17:20.580 --> 00:17:21.580]  這裡在講
[00:17:21.580 --> 00:17:22.580]  在侍奉裡面
[00:17:22.580 --> 00:17:24.580]  我們的經歷神給我們不是膽怯的心
[00:17:24.580 --> 00:17:27.580]  但是今天如果我們看到的是
[00:17:27.580 --> 00:17:29.580]  接連不斷的逆境
[00:17:29.580 --> 00:17:31.580]  在我們這個城市裡面的人
[00:17:31.580 --> 00:17:34.580]  都是面對著這種處境
[00:17:34.580 --> 00:17:36.580]  當大家都在講沒有什麼盼望
[00:17:36.580 --> 00:17:37.580]  沒有什麼希望
