
[00:00:00.000 --> 00:00:03.760]  不知我們是否每天都會跟着鼻子走呢
[00:04:45.760 --> 00:04:48.160]  因爲以色列人出埃及嘛
[00:04:48.160 --> 00:04:49.760]  經過抗議四十年之後
[00:04:49.760 --> 00:04:51.520]  開始進入迦南了
[00:04:51.520 --> 00:04:53.600]  一般遇到的人就阿摩利人
[00:04:53.600 --> 00:04:56.480]  啪一聲就被他滅了
[00:04:56.480 --> 00:05:00.080]  哇 過百萬的以色列人
[00:05:00.080 --> 00:05:01.840]  好像那些蝗蟲一樣
[00:05:01.840 --> 00:05:03.200]  從那個抗議湧過來
[00:05:03.200 --> 00:05:05.120]  朝着他的方向走
[00:05:05.120 --> 00:05:06.080]  哇 怎麼辦
[00:05:06.080 --> 00:05:07.360]  特別是他聽到
[00:05:07.360 --> 00:05:10.480]  阿摩利人全部被他消滅了
[00:05:10.480 --> 00:05:13.600]  現在就來到我們這裏 哪有得fight
[00:05:13.600 --> 00:05:16.080]  沒得打的
[00:05:16.080 --> 00:05:18.720]  哇 剩下的這個巴勒
[00:05:18.720 --> 00:05:23.200]  摩厄的皇帝就很震驚 很害怕 懼怕
[00:05:23.200 --> 00:05:24.800]  就是kindled by
[00:05:24.800 --> 00:05:27.440]  overwhelmed by fear
[00:05:27.440 --> 00:05:32.000]  就是被恐懼籠罩着
[00:05:32.000 --> 00:05:34.640]  他就想起有個人叫巴勒
[00:05:34.640 --> 00:05:37.920]  聽到這個人很厲害的是什麼
[00:05:37.920 --> 00:05:39.680]  咒了哪個 哪個就衰了
[00:05:39.680 --> 00:05:41.760]  祝福哪個 哪個就蒙福
[00:05:41.760 --> 00:05:43.920]  他立刻派了一大羣士臣
[00:05:43.920 --> 00:05:48.400]  帶着很豐厚的占卜的禮金
[00:05:48.400 --> 00:05:49.920]  去見巴勒
[00:05:49.920 --> 00:05:52.000]  巴勒 你有沒有聽到
[00:05:52.000 --> 00:05:54.160]  有一大羣人
[00:05:54.160 --> 00:05:57.600]  好像蝗蟲螞蟻一樣從埃及出來
[00:05:57.600 --> 00:05:59.040]  現在就來到我們這裏
[00:05:59.040 --> 00:06:01.920]  你幫我咒了他們
[00:06:01.920 --> 00:06:06.720]  讓我的士兵和軍隊可以和他fight不得已
[00:06:06.720 --> 00:06:09.360]  而且可以把他趕走
[00:06:09.360 --> 00:06:16.560]  巴勒皇帝 兩個人就差一個字
[00:06:16.560 --> 00:06:19.360]  就叫那些士臣去這樣做
[00:06:19.360 --> 00:06:22.080]  有沒有聽過這個故事
[00:06:22.080 --> 00:06:24.000]  去到巴勒面前的時候
[00:06:24.000 --> 00:06:25.200]  巴勒就說
[00:06:25.200 --> 00:06:27.840]  哦 你要我咒了這些人嗎
[00:06:27.840 --> 00:06:29.680]  等等
[00:06:29.680 --> 00:06:32.240]  讓我先問問上帝
[00:06:32.240 --> 00:06:34.400]  他是一個pagan prophet
[00:06:34.400 --> 00:06:36.320]  不過他聽過耶和華神
[00:06:36.320 --> 00:06:37.760]  所以看聖經的時候
[00:06:37.760 --> 00:06:43.200]  他說讓我先問問耶和華上帝
[00:06:43.200 --> 00:06:44.800]  你們在這裏過一晚吧
[00:06:44.800 --> 00:06:48.880]  今晚讓我和他們聊聊吧
[00:06:48.880 --> 00:06:51.760]  他就問上帝
[00:06:51.760 --> 00:06:52.960]  有羣人這樣來
[00:06:52.960 --> 00:06:54.080]  上帝 這羣是什麼人
[00:06:54.080 --> 00:06:56.720]  這羣是巴勒王師來的
[00:06:56.720 --> 00:06:59.520]  叫我去咒了以色列人
[00:06:59.520 --> 00:07:01.440]  上帝給了他一個答覆
[00:07:01.440 --> 00:07:04.160]  上帝說 你不可以跟他們去
[00:07:04.160 --> 00:07:05.120]  你不可以跟他們去
[00:07:05.120 --> 00:07:07.280]  You should go with them
[00:07:07.280 --> 00:07:08.880]  你又不可以去咒了以色列人
[00:07:08.880 --> 00:07:12.080]  因爲以色列人是蒙福的
[00:07:12.080 --> 00:07:14.400]  我要祝福以色列人
[00:07:14.400 --> 00:07:21.280]  這就是上帝給巴勒的教導
[00:07:21.280 --> 00:07:23.520]  我看巴勒的反應的時候
[00:07:23.520 --> 00:07:24.400]  我第一個感覺
[00:07:24.400 --> 00:07:27.520]  這個巴勒比我們基督徒好
[00:07:27.520 --> 00:07:28.720]  爲什麼呢
[00:07:28.720 --> 00:07:30.320]  因爲當他遇到一個難題
[00:07:30.320 --> 00:07:31.280]  或者遇到一件事
[00:07:31.280 --> 00:07:33.680]  他要決定怎麼做的時候
[00:07:33.680 --> 00:07:35.360]  他第一件事想到的是什麼
[00:07:35.360 --> 00:07:37.920]  先問下上帝
[00:07:37.920 --> 00:07:39.600]  求上帝給一個指引
[00:07:39.600 --> 00:07:41.200]  他有一個心
[00:07:41.200 --> 00:07:46.320]  去聽從 去跟從上帝的指引
[00:07:46.320 --> 00:07:48.080]  不知道你和我
[00:07:48.080 --> 00:07:49.840]  做人走到現在
[00:07:49.840 --> 00:07:51.760]  或者信耶穌信了不短時間
[00:07:51.760 --> 00:07:52.640]  有長有短
[00:07:52.640 --> 00:07:54.800]  我不知道你信耶穌多久了
[00:07:54.800 --> 00:07:56.320]  有沒有遇到一個處境
[00:07:56.320 --> 00:07:57.760]  你會去問下上帝
[00:07:57.760 --> 00:07:59.840]  特別當那些事
[00:07:59.840 --> 00:08:02.000]  其實你很有把握的
[00:08:02.000 --> 00:08:05.040]  或者你覺得你自己做得不錯的
[00:08:05.040 --> 00:08:07.600]  有人要你去做一些事的時候
[00:08:07.600 --> 00:08:11.440]  你會不會問上帝呢
[00:08:11.440 --> 00:08:12.240]  上一堂的時候
[00:08:12.240 --> 00:08:13.120]  我們有大學生在
[00:08:13.120 --> 00:08:14.240]  或者有些中學生在
[00:08:14.240 --> 00:08:18.480]  因爲我們是互聯網服務
[00:08:18.480 --> 00:08:19.680]  如果你的學校
[00:08:19.680 --> 00:08:21.840]  那個籃球隊的教練來找你
[00:08:21.840 --> 00:08:23.120]  喂 你打得不錯哦
[00:08:23.120 --> 00:08:26.480]  你來參加校隊吧
[00:08:26.480 --> 00:08:29.040]  不過打校隊要練習的
[00:08:29.040 --> 00:08:30.480]  星期天你去那個教會
[00:08:30.480 --> 00:08:33.200]  或者你能不能參加團體
[00:08:33.200 --> 00:08:35.200]  和那個時間有矛盾的
[00:08:35.200 --> 00:08:36.960]  你會不會去問下上帝
[00:08:36.960 --> 00:08:39.600]  那我可不可以參加校隊啊
[00:08:39.600 --> 00:08:42.400]  會不會做一樣的事
[00:08:42.400 --> 00:08:43.760]  你做工作做得不錯
[00:08:43.760 --> 00:08:44.640]  OK
[00:08:44.640 --> 00:08:47.760]  都挺有成績有表現的
[00:08:47.760 --> 00:08:48.560]  於是呢
[00:08:48.560 --> 00:08:50.240]  別的公司就想來叫你
[00:08:50.240 --> 00:08:52.160]  喂 你過來幫我啦
[00:08:52.160 --> 00:08:53.040]  你幫我
[00:08:53.040 --> 00:08:54.880]  我給你一個更好的職位
[00:08:54.880 --> 00:08:57.360]  甚至你給你現在人工最少多三分之一
[00:08:57.360 --> 00:08:59.760]  你過來幫我啦
[00:08:59.760 --> 00:09:00.960]  你做得挺好
[00:09:00.960 --> 00:09:02.640]  有成績
[00:09:02.640 --> 00:09:03.840]  你會不會去問下上帝
[00:09:03.840 --> 00:09:06.320]  上帝我去不去好呢
[00:09:06.320 --> 00:09:07.280]  或者你的老闆說
[00:09:07.280 --> 00:09:09.520]  哇 你真的做得挺不錯的
[00:09:09.520 --> 00:09:11.520]  我升你做管理員
[00:09:11.520 --> 00:09:12.960]  或者是任何職位
[00:09:12.960 --> 00:09:14.720]  不過你要多很多責任的
[00:09:14.720 --> 00:09:16.800]  你要做一樣做一樣
[00:09:16.800 --> 00:09:17.840]  你會不會很開心去做
[00:09:17.840 --> 00:09:20.240]  或者說 等等先
[00:09:20.240 --> 00:09:22.480]  等我問下上帝
[00:09:22.480 --> 00:09:24.880]  你會不會這麼做
[00:09:24.880 --> 00:09:27.360]  去年你可能拿了一個很大的bonus
[00:09:27.360 --> 00:09:29.120]  你做工作做得好嘛
[00:09:29.120 --> 00:09:31.040]  所以公司給你一個很大的bonus
[00:09:31.040 --> 00:09:34.080]  那你想想 好不好搬屋呢
[00:09:34.080 --> 00:09:35.520]  不是搬個大屋這麼簡單
[00:09:35.520 --> 00:09:37.120]  要搬一個好的校區
[00:09:37.120 --> 00:09:40.000]  讓我的小孩去一個好的學校讀書
[00:09:40.000 --> 00:09:41.920]  或者 我有個bonus
[00:09:41.920 --> 00:09:45.040]  不如send我的小孩去christian school啦
[00:09:45.040 --> 00:09:45.920]  不要去public school啦
[00:09:45.920 --> 00:09:48.400]  都不準教什麼東西
[00:09:48.400 --> 00:09:50.400]  我現在有錢嘛
[00:09:50.400 --> 00:09:53.200]  有個bonus在這裏嘛
[00:09:53.200 --> 00:09:55.680]  我們會不會去問下上帝
[00:09:55.680 --> 00:09:56.960]  好不好這麼做
[00:09:56.960 --> 00:10:00.880]  應該做什麼的抉擇
[00:10:00.880 --> 00:10:02.160]  舉個例子
[00:10:02.160 --> 00:10:05.360]  在我生命當中有沒有遇過這樣的問題
[00:10:05.360 --> 00:10:09.440]  有沒有遇過類似這樣的情況發生在你的生命當中呢
[00:10:09.440 --> 00:10:16.560]  你會不會像巴蘭一樣先問下上帝
[00:10:16.560 --> 00:10:17.360]  求神幫助我們
[00:10:17.360 --> 00:10:19.360]  應該好好提醒你
[00:10:19.360 --> 00:10:21.360]  雖然巴蘭知道他有這樣的
[00:10:21.360 --> 00:10:23.120]  似乎他能證明給別人看
[00:10:23.120 --> 00:10:24.320]  他有這樣的力量
[00:10:24.320 --> 00:10:27.120]  其實我遷就還是不遷就我自己決定
[00:10:27.120 --> 00:10:31.600]  但是不要 等等先 等我先問下上帝
[00:10:31.600 --> 00:10:33.680]  我記得一樣東西是
[00:10:33.680 --> 00:10:37.840]  第一樣東西我們要跟巴蘭學習的
[00:10:37.840 --> 00:10:38.960]  不過其實呢
[00:10:38.960 --> 00:10:41.360]  巴蘭有很多問題
[00:10:41.360 --> 00:10:42.640]  你學這樣東西好了
[00:10:42.640 --> 00:10:44.400]  先問上帝
[00:10:44.400 --> 00:10:45.600]  他有一個很嚴重的問題
[00:10:45.600 --> 00:10:46.480]  是什麼呢
[00:10:46.480 --> 00:10:47.760]  上帝說他聽了
[00:10:47.760 --> 00:10:49.360]  你不要跟他去啦
[00:10:49.360 --> 00:10:50.480]  你不要走錯意識的人啦
[00:10:50.480 --> 00:10:53.440]  因爲他們是蒙福的民族來的
[00:10:53.440 --> 00:10:56.080]  巴蘭聽到上帝說了
[00:10:56.080 --> 00:11:00.320]  其實他眨眼看下去
[00:11:00.320 --> 00:11:01.280]  他不錯的
[00:11:01.280 --> 00:11:02.080]  爲什麼呢
[00:11:02.080 --> 00:11:02.880]  第二天早上起來
[00:11:02.880 --> 00:11:04.160]  他就叫那些仕臣過來
[00:11:04.160 --> 00:11:05.680]  喂 你叫我去就要收你人
[00:11:05.680 --> 00:11:06.720]  但是上帝說
[00:11:06.720 --> 00:11:08.480]  他不讓我去
[00:11:08.480 --> 00:11:11.040]  你們走吧
[00:11:11.040 --> 00:11:12.880]  上帝不讓我
[00:11:12.880 --> 00:11:13.840]  上帝說不行
[00:11:13.840 --> 00:11:15.520]  你們走吧
[00:11:15.520 --> 00:11:17.120]  聽下去的時候呢
[00:11:17.120 --> 00:11:21.200]  巴蘭似乎不單單有個心聽從上帝
[00:11:21.200 --> 00:11:22.240]  而且他真的做了
[00:11:22.240 --> 00:11:24.080]  他讓人走
[00:11:24.080 --> 00:11:24.640]  不過呢
[00:11:24.640 --> 00:11:27.520]  你有沒有留心巴蘭怎麼說呢
[00:11:27.520 --> 00:11:30.800]  如果你有機會回去看看這段聖經的時候呢
[00:11:30.800 --> 00:11:31.760]  巴蘭說
[00:11:31.760 --> 00:11:36.960]  上帝拒絕讓我走
[00:11:36.960 --> 00:11:39.360]  他好像夏威夷一樣
[00:11:39.360 --> 00:11:43.120]  將神的話扭曲出來說一些
[00:11:43.120 --> 00:11:44.800]  上帝說你不要去
[00:11:44.800 --> 00:11:46.320]  你不要走錯這些人
[00:11:46.320 --> 00:11:48.240]  因爲這些人是蒙福的
[00:11:48.240 --> 00:11:50.320]  他說上帝不讓我去
[00:11:50.320 --> 00:11:52.640]  那是怎樣的
[00:11:52.640 --> 00:11:54.720]  當他和這些仕臣這樣說的時候呢
[00:11:54.720 --> 00:11:56.960]  其實他的心裏想說
[00:11:56.960 --> 00:11:58.240]  其實我想去的
[00:11:58.240 --> 00:12:00.640]  不過神不讓
[00:12:00.640 --> 00:12:03.520]  神不讓我就不去
[00:12:03.520 --> 00:12:06.080]  你聽到他的意思嗎
[00:12:06.080 --> 00:12:08.560]  上帝拒絕讓我去
[00:12:08.560 --> 00:12:10.240]  神拒絕不讓我去
[00:12:10.240 --> 00:12:10.960]  其實我想的
[00:12:10.960 --> 00:12:11.920]  我不覺得有什麼問題
[00:12:11.920 --> 00:12:13.280]  現在跟你去而已
[00:12:13.280 --> 00:12:14.000]  OK
[00:12:14.000 --> 00:12:16.400]  我可以不奏助的
[00:12:16.400 --> 00:12:17.680]  我看不到有什麼問題
[00:12:17.680 --> 00:12:19.680]  I don't see any harm
[00:12:19.680 --> 00:12:23.440]  這個其實是巴蘭的心
[00:12:23.440 --> 00:12:24.800]  弟兄姐妹聽聽
[00:12:24.800 --> 00:12:27.040]  當他這樣和這些仕臣說
[00:12:27.040 --> 00:12:30.080]  又沒有將神完全的說話
[00:12:30.080 --> 00:12:31.760]  說給這些仕臣聽
[00:12:31.760 --> 00:12:34.880]  更加沒有將理由的原因
[00:12:34.880 --> 00:12:35.760]  原來神祝福他們
[00:12:35.760 --> 00:12:36.720]  我不奏助他們
[00:12:36.720 --> 00:12:38.720]  沒有說給他們聽
[00:12:38.720 --> 00:12:40.000]  所以呢
[00:12:40.000 --> 00:12:43.040]  他給那幫仕臣一個印象
[00:12:43.040 --> 00:12:44.640]  巴蘭爲什麼不來
[00:12:44.640 --> 00:12:46.960]  可能我們這幫人不夠
[00:12:46.960 --> 00:12:48.320]  身份不夠厲害
[00:12:48.320 --> 00:12:50.640]  或者錢不夠多
[00:12:50.640 --> 00:12:51.840]  事實上他們就回去
[00:12:51.840 --> 00:12:53.920]  告訴巴勒王
[00:12:53.920 --> 00:12:55.200]  巴蘭不肯來
[00:12:55.200 --> 00:12:58.000]  我猜可能他覺得我們這些人
[00:12:58.000 --> 00:12:59.200]  不夠榮耀
[00:12:59.200 --> 00:13:01.040]  可能錢不夠
[00:13:01.040 --> 00:13:02.320]  所以聖經告訴我們
[00:13:02.320 --> 00:13:06.240]  巴勒王再send另外一幫人去
[00:13:06.240 --> 00:13:07.840]  比以前的人更多
[00:13:07.840 --> 00:13:08.960]  更尊貴
[00:13:08.960 --> 00:13:10.800]  而且這次不得了
[00:13:10.800 --> 00:13:12.560]  你告訴巴蘭
[00:13:12.560 --> 00:13:13.440]  他說得出要什麼
[00:13:13.440 --> 00:13:14.560]  我就給什麼他
[00:13:14.560 --> 00:13:17.760]  你說多厲害
[00:13:17.760 --> 00:13:19.520]  由此可以看到
[00:13:19.520 --> 00:13:21.520]  這些人覺得巴蘭不來
[00:13:21.520 --> 00:13:24.640]  因爲我們給的東西不夠榮耀
[00:13:24.640 --> 00:13:27.280]  其實原來巴蘭的心
[00:13:27.280 --> 00:13:29.440]  有他自己的想法
[00:13:29.440 --> 00:13:31.840]  不過又不說出來
[00:13:31.840 --> 00:13:34.560]  兄弟姐妹
[00:13:34.560 --> 00:13:38.000]  不知道這會不會是我們的問題
[00:13:38.000 --> 00:13:39.040]  ok
[00:13:39.040 --> 00:13:40.080]  其實我們聽到的
[00:13:40.080 --> 00:13:41.040]  我們明白的
[00:13:41.040 --> 00:13:43.120]  上帝想我們做些什麼
[00:13:43.120 --> 00:13:44.320]  do this and do what
[00:13:44.320 --> 00:13:47.040]  或者不要做這樣不要做那樣
[00:13:47.040 --> 00:13:48.320]  其實我們都知道
[00:13:48.320 --> 00:13:50.560]  但其實我們心裏
[00:13:50.560 --> 00:13:52.640]  有他自己的思想
[00:13:52.640 --> 00:13:54.320]  沒問題的
[00:13:54.320 --> 00:13:56.480]  ok的
[00:13:56.480 --> 00:13:58.480]  所以我們有意無意
[00:13:58.480 --> 00:14:01.120]  扭曲了神的一些心意
[00:14:01.120 --> 00:14:02.160]  就告訴別人
[00:14:02.160 --> 00:14:05.120]  甚至是告訴自己
[00:14:05.120 --> 00:14:08.640]  其實神不是真的這樣的意思
[00:14:08.640 --> 00:14:10.640]  有時人很奇怪
[00:14:10.640 --> 00:14:13.200]  當我們心裏有些慾望的時候
[00:14:13.200 --> 00:14:15.440]  我們會有意無意去製造
[00:14:15.440 --> 00:14:17.760]  很多的leeway給自己
[00:14:17.760 --> 00:14:21.200]  甚至我們會擴大那些grey area
[00:14:21.200 --> 00:14:21.840]  ok
[00:14:21.840 --> 00:14:25.440]  讓我們有機會可以做自己想要做的事
[00:14:25.440 --> 00:14:26.720]  因爲我們想justify
[00:14:26.720 --> 00:14:27.520]  其實沒問題的
[00:14:27.520 --> 00:14:30.640]  ok的
[00:14:30.640 --> 00:14:33.680]  有一個基督徒的朋友
[00:14:33.680 --> 00:14:34.880]  很熱心的在教會
[00:14:34.880 --> 00:14:36.320]  教會的領袖
[00:14:36.320 --> 00:14:37.040]  ok
[00:14:37.040 --> 00:14:39.840]  每個星期帶着一家大小回教會
[00:14:39.840 --> 00:14:41.200]  十年如一日的
[00:14:41.200 --> 00:14:45.120]  不過後來告訴我
[00:14:45.120 --> 00:14:46.080]  他說我兒子
[00:14:46.080 --> 00:14:47.680]  我很proud of my son
[00:14:47.680 --> 00:14:50.080]  他是teenager
[00:14:50.080 --> 00:14:52.960]  他說我的兒子在全州
[00:14:52.960 --> 00:14:55.920]  打乒乓球第二名
[00:14:55.920 --> 00:14:57.520]  在全州
[00:14:57.520 --> 00:15:01.520]  所以他真的會被選去做國家隊
[00:15:01.520 --> 00:15:02.560]  不過我跟他說
[00:15:02.560 --> 00:15:04.160]  聖義敬拜上是很重要的
[00:15:04.160 --> 00:15:10.480]  所以他最多隻能缺席三次不去崇拜
[00:15:10.480 --> 00:15:13.200]  你會不會被今天戒賴
[00:15:13.200 --> 00:15:15.680]  可能他知道他在跟牧師說話
[00:15:15.680 --> 00:15:16.320]  牧師很緊張
[00:15:16.320 --> 00:15:17.280]  星期天是敬拜
[00:15:17.280 --> 00:15:20.240]  所以我最多隻能缺席三次不去崇拜
[00:15:20.240 --> 00:15:20.880]  ok
[00:15:20.880 --> 00:15:25.760]  如果要打乒乓球的話
[00:15:25.760 --> 00:15:28.720]  有時候我們不知不覺地
[00:15:28.720 --> 00:15:31.600]  我們會製造一些環境
[00:15:31.600 --> 00:15:32.560]  讓自己走上去
[00:15:32.560 --> 00:15:34.640]  我們知道其實是有問題的
[00:15:34.640 --> 00:15:36.480]  不過我們自己告訴自己
[00:15:36.480 --> 00:15:38.480]  ok的
[00:15:38.480 --> 00:15:41.120]  沒問題的
[00:15:41.120 --> 00:15:42.960]  所以第一樣東西
[00:15:42.960 --> 00:15:44.240]  要學巴拿的是什麼呢
[00:15:44.240 --> 00:15:46.000]  要有個心
[00:15:46.000 --> 00:15:48.720]  順從神的心意去做
[00:15:48.720 --> 00:15:50.400]  但與此同時
[00:15:50.400 --> 00:15:53.040]  當我們發覺自己有自己的想法
[00:15:53.040 --> 00:15:54.400]  有自己的慾望的時候
[00:15:54.400 --> 00:15:56.400]  我們會製造很多環境和機會
[00:15:56.400 --> 00:15:58.720]  讓我們有機會走自己的路
[00:15:58.720 --> 00:16:00.560]  不跟上那條路走
[00:16:00.560 --> 00:16:06.720]  但這是相當危險的一個做法
[00:16:06.720 --> 00:16:12.320]  如果你回去看文殊紀第十二章的時候
