
[00:00:00.000 --> 00:00:04.000]  親愛的女生們,我們在這個地方,神與我們同在
[00:11:36.000 --> 00:11:37.000]  愛
[00:11:37.000 --> 00:11:39.000]  大部分會講愛
[00:11:39.000 --> 00:11:43.000]  除了愛還有什麼
[00:11:43.000 --> 00:11:45.000]  能力
[00:11:45.000 --> 00:11:51.000]  還有光
[00:11:51.000 --> 00:11:53.000]  還有什麼
[00:11:53.000 --> 00:11:56.000]  公義
[00:11:56.000 --> 00:11:59.000]  什麼什麼什麼實
[00:11:59.000 --> 00:12:00.000]  信實
[00:12:00.000 --> 00:12:03.000]  信實
[00:12:03.000 --> 00:12:05.000]  好了
[00:12:05.000 --> 00:12:07.000]  我鼓勵弟兄姊妹
[00:12:07.000 --> 00:12:11.000]  你可以用神的屬性
[00:12:11.000 --> 00:12:15.000]  來作為默想你的內容
[00:12:15.000 --> 00:12:17.000]  我後面最後會講
[00:12:17.000 --> 00:12:20.000]  親愛的姊妹
[00:12:20.000 --> 00:12:23.000]  神的豐富
[00:12:23.000 --> 00:12:24.000]  神的豐富
[00:12:24.000 --> 00:12:26.000]  神是何等愉悅豐富的神
[00:12:26.000 --> 00:12:28.000]  但是祂的本性
[00:12:28.000 --> 00:12:29.000]  祂的屬性裡面
[00:12:29.000 --> 00:12:32.000]  所有一切都是具具體體的
[00:12:32.000 --> 00:12:35.000]  在這裡說
[00:12:35.000 --> 00:12:40.000]  都有形有體地居住在基督裡面
[00:12:40.000 --> 00:12:41.000]  我們看看
[00:12:41.000 --> 00:12:45.000]  神的屬性
[00:12:45.000 --> 00:12:46.000]  一般在神學上面
[00:12:46.000 --> 00:12:49.000]  把它分成兩個
[00:12:49.000 --> 00:12:53.000]  第一個叫做不可
[00:12:53.000 --> 00:12:57.000]  不可什麼
[00:12:57.000 --> 00:13:00.000]  不可傳遞的屬性
[00:13:00.000 --> 00:13:01.000]  什麼意思
[00:13:01.000 --> 00:13:02.000]  就是這些屬性
[00:13:02.000 --> 00:13:04.000]  是只有神自己有的
[00:13:04.000 --> 00:13:06.000]  人不能有的
[00:13:06.000 --> 00:13:08.000]  沒有辦法傳遞的
[00:13:08.000 --> 00:13:10.000]  神是無所不能的
[00:13:10.000 --> 00:13:11.000]  請問人可不可以
[00:13:11.000 --> 00:13:12.000]  無所不能
[00:13:12.000 --> 00:13:13.000]  不行
[00:13:13.000 --> 00:13:15.000]  神是無所不知的
[00:13:15.000 --> 00:13:17.000]  神是無所不在的
[00:13:17.000 --> 00:13:18.000]  請問人能不能夠
[00:13:18.000 --> 00:13:23.000]  無所不在
[00:13:23.000 --> 00:13:26.000]  以前台灣有個宋七利
[00:13:26.000 --> 00:13:27.000]  他就宣傳
[00:13:27.000 --> 00:13:28.000]  祂可以
[00:13:28.000 --> 00:13:32.000]  祂的法力可以分身
[00:13:32.000 --> 00:13:35.000]  是不是
[00:13:35.000 --> 00:13:37.000]  真的可以嗎
[00:13:37.000 --> 00:13:38.000]  把它剁一塊下來
[00:13:38.000 --> 00:13:41.000]  看不可以分出去
[00:13:41.000 --> 00:13:42.000]  現在就是沒
[00:13:42.000 --> 00:13:43.000]  神無所不知
[00:13:43.000 --> 00:13:44.000]  神無所不在
[00:13:44.000 --> 00:13:45.000]  神無所不能
[00:13:45.000 --> 00:13:47.000]  這是祂的神性
[00:13:47.000 --> 00:13:49.000]  這是人沒有辦法分享的
[00:13:49.000 --> 00:13:51.000]  但是也有一些是
[00:13:51.000 --> 00:13:52.000]  人可以分享的
[00:13:52.000 --> 00:13:54.000]  這叫做什麼
[00:13:54.000 --> 00:13:56.000]  這叫做可傳遞的屬性
[00:13:56.000 --> 00:13:59.000]  剛才講的慈愛
[00:13:59.000 --> 00:14:00.000]  公義
[00:14:00.000 --> 00:14:01.000]  還有呢
[00:14:01.000 --> 00:14:03.000]  信實
[00:14:03.000 --> 00:14:04.000]  權柄
[00:14:04.000 --> 00:14:05.000]  智慧
[00:14:05.000 --> 00:14:06.000]  人力
[00:14:06.000 --> 00:14:09.000]  這些是對不對
[00:14:09.000 --> 00:14:11.000]  那親愛的牛仔妹
[00:14:11.000 --> 00:14:13.000]  當然我們沒有辦法
[00:14:13.000 --> 00:14:14.000]  像神一樣
[00:14:14.000 --> 00:14:17.000]  這麼樣子的完全
[00:14:17.000 --> 00:14:20.000]  可是神是慈愛的
[00:14:20.000 --> 00:14:23.000]  所以我們要彼此
[00:14:23.000 --> 00:14:25.000]  Amen
[00:14:25.000 --> 00:14:27.000]  神是公義的
[00:14:27.000 --> 00:14:30.000]  所以祂的兒女要怎麼樣
[00:14:30.000 --> 00:14:32.000]  行公義
[00:14:32.000 --> 00:14:34.000]  好憐憫
[00:14:34.000 --> 00:14:36.000]  存謙卑的心
[00:14:36.000 --> 00:14:37.000]  與神同行
[00:14:37.000 --> 00:14:38.000]  是不是
[00:14:38.000 --> 00:14:41.000]  神祂是信實的
[00:14:41.000 --> 00:14:44.000]  所以我們服事主的人
[00:14:44.000 --> 00:14:45.000]  要怎麼樣
[00:14:45.000 --> 00:14:47.000]  要忠心
[00:14:47.000 --> 00:14:49.000]  神所求於管家的
[00:14:49.000 --> 00:14:51.000]  是要祂有忠心
[00:14:51.000 --> 00:14:53.000]  忠心是什麼
[00:14:53.000 --> 00:14:55.000]  faithful
[00:14:55.000 --> 00:14:56.000]  信實
[00:14:56.000 --> 00:14:58.000]  可靠
[00:14:58.000 --> 00:14:59.000]  在婚姻當中
[00:14:59.000 --> 00:15:01.000]  做基督徒的
[00:15:01.000 --> 00:15:03.000]  你要對你的婚姻忠心
[00:15:03.000 --> 00:15:05.000]  Amen
[00:15:05.000 --> 00:15:07.000]  所以當牧師說
[00:15:07.000 --> 00:15:10.000]  在你旁邊這個人
[00:15:10.000 --> 00:15:11.000]  無論是生病
[00:15:11.000 --> 00:15:12.000]  貧窮富貴
[00:15:12.000 --> 00:15:15.000]  等等等等等等
[00:15:15.000 --> 00:15:17.000]  眾人可以離開他
[00:15:17.000 --> 00:15:19.000]  但是你
[00:15:19.000 --> 00:15:22.000]  永不可以離開他
[00:15:22.000 --> 00:15:27.000]  你要說什麼
[00:15:27.000 --> 00:15:28.000]  是的
[00:15:28.000 --> 00:15:30.000]  你要說Amen
[00:15:30.000 --> 00:15:32.000]  英文就說
[00:15:32.000 --> 00:15:34.000]  I do
[00:15:34.000 --> 00:15:36.000]  可是今天很多時候
[00:15:36.000 --> 00:15:37.000]  世界上的人
[00:15:37.000 --> 00:15:39.000]  不是這樣子的
[00:15:39.000 --> 00:15:40.000]  影響所及
[00:15:40.000 --> 00:15:42.000]  今天不少的基督徒
[00:15:42.000 --> 00:15:43.000]  也跟著這個世界走了
[00:15:43.000 --> 00:15:45.000]  你懂這意思嗎
[00:15:45.000 --> 00:15:47.000]  明明在誓約的時候
[00:15:47.000 --> 00:15:48.000]  講得很清楚
[00:15:48.000 --> 00:15:49.000]  不管是貧窮
[00:15:49.000 --> 00:15:50.000]  還有什麼
[00:15:50.000 --> 00:15:51.000]  富貴
[00:15:51.000 --> 00:15:52.000]  不管是健康
[00:15:52.000 --> 00:15:54.000]  或者是什麼
[00:15:54.000 --> 00:15:58.000]  疾病
[00:15:58.000 --> 00:16:00.000]  現在你懂什麼
[00:16:00.000 --> 00:16:05.000]  那就是神對我們的愛
[00:16:05.000 --> 00:16:06.000]  所以他說
[00:16:06.000 --> 00:16:08.000]  神是愛
[00:16:08.000 --> 00:16:11.000]  對不對
[00:16:11.000 --> 00:16:12.000]  所以當我們
[00:16:12.000 --> 00:16:13.000]  彼此相愛的時候
[00:16:13.000 --> 00:16:15.000]  世人就看出
[00:16:15.000 --> 00:16:20.000]  我們是主的門徒了
[00:16:20.000 --> 00:16:21.000]  丟什麼
[00:16:21.000 --> 00:16:22.000]  別人看不見耶穌
[00:16:22.000 --> 00:16:23.000]  別人看不見上帝
[00:16:23.000 --> 00:16:25.000]  但是別人看見基督徒
[00:16:25.000 --> 00:16:26.000]  彼此相愛的時候
[00:16:26.000 --> 00:16:28.000]  他們就看到什麼
[00:16:28.000 --> 00:16:31.000]  他們看見了耶穌基督
[00:16:31.000 --> 00:16:32.000]  當基督徒
[00:16:32.000 --> 00:16:33.000]  他的愛心
[00:16:33.000 --> 00:16:34.000]  發揮出來的時候
[00:16:34.000 --> 00:16:35.000]  別人看不見基督
[00:16:35.000 --> 00:16:36.000]  但是看到這個
[00:16:36.000 --> 00:16:37.000]  有愛心的基督徒
[00:16:37.000 --> 00:16:39.000]  他們就看到了什麼
[00:16:39.000 --> 00:16:42.000]  他們看到了基督
[00:16:42.000 --> 00:16:43.000]  所以為什麼
[00:16:43.000 --> 00:16:45.000]  我們對神的屬性的認識
[00:16:45.000 --> 00:16:46.000]  很重要
[00:16:46.000 --> 00:16:48.000]  因為真知
[00:16:48.000 --> 00:16:51.000]  才能夠立行
[00:16:51.000 --> 00:16:52.000]  你根本不知道
[00:16:52.000 --> 00:16:54.000]  神有這個屬性
[00:16:54.000 --> 00:16:56.000]  你就不要談說
[00:16:56.000 --> 00:16:58.000]  你要去實行
[00:16:58.000 --> 00:17:00.000]  要去把這個屬性怎麼樣
[00:17:00.000 --> 00:17:02.000]  去把它活出來
[00:17:02.000 --> 00:17:03.000]  所以
[00:17:03.000 --> 00:17:06.000]  所以保羅在這裡強調說
[00:17:06.000 --> 00:17:07.000]  基督
[00:17:07.000 --> 00:17:09.000]  祂是神本性
[00:17:09.000 --> 00:17:10.000]  一切的豐盛
[00:17:10.000 --> 00:17:14.000]  都在祂的裡面
[00:17:14.000 --> 00:17:15.000]  而且他說
[00:17:15.000 --> 00:17:16.000]  是有形有體的
[00:17:16.000 --> 00:17:17.000]  居住在基督裡面
[00:17:17.000 --> 00:17:19.000]  什麼意思叫有形有體
[00:17:19.000 --> 00:17:21.000]  有形有體就是說
[00:17:21.000 --> 00:17:22.000]  其實祂這個地方
[00:17:22.000 --> 00:17:27.000]  也帶出了道成肉身
[00:17:27.000 --> 00:17:28.000]  這當然都是針對
[00:17:28.000 --> 00:17:29.000]  當初諾斯底主義
[00:17:29.000 --> 00:17:32.000]  這個異端的問題
[00:17:32.000 --> 00:17:33.000]  所以保羅要強調
[00:17:33.000 --> 00:17:35.000]  祂是有形有體的
[00:17:35.000 --> 00:17:38.000]  居住在基督裡面
[00:17:38.000 --> 00:17:41.000]  現在劉子梅
[00:17:41.000 --> 00:17:45.000]  你對於這位基督的屬性
[00:17:45.000 --> 00:17:50.000]  有多少的認識
[00:17:50.000 --> 00:17:54.000]  大衛非常認識神的屬性
[00:17:54.000 --> 00:17:57.000]  所以你看大衛的詩篇裡面
[00:17:57.000 --> 00:17:59.000]  他說耶和華
[00:17:59.000 --> 00:18:02.000]  是我的山寨
[00:18:02.000 --> 00:18:05.000]  是我的磐石
[00:18:05.000 --> 00:18:09.000]  是我煥然中隨時的幫助
[00:18:09.000 --> 00:18:11.000]  祂是我的岩石
[00:18:11.000 --> 00:18:15.000]  祂是我的詩歌有沒有
[00:18:15.000 --> 00:18:20.000]  大衛非常認識這位神
[00:18:20.000 --> 00:18:21.000]  詩篇裡面充滿了
[00:18:21.000 --> 00:18:23.000]  對神屬性的描述
[00:18:23.000 --> 00:18:25.000]  耶和華的慈愛
[00:18:25.000 --> 00:18:27.000]  永遠長存
[00:18:27.000 --> 00:18:29.000]  耶和華的慈愛
[00:18:29.000 --> 00:18:31.000]  有一首詩篇裡面
[00:18:31.000 --> 00:18:33.000]  就是我們以前在練
[00:18:33.000 --> 00:18:35.000]  起英文的時候
[00:18:35.000 --> 00:18:37.000]  每一次就是弟兄練一遍
[00:18:37.000 --> 00:18:38.000]  耶和華的慈愛
[00:18:38.000 --> 00:18:40.000]  然後姐妹就練什麼
[00:18:40.000 --> 00:18:41.000]  永遠長存
[00:18:41.000 --> 00:18:42.000]  我們來試試看
[00:18:42.000 --> 00:18:43.000]  弟兄來跟我一起來
[00:18:43.000 --> 00:18:50.000]  耶和華的慈愛
[00:18:50.000 --> 00:18:52.000]  你們練得好像
[00:18:52.000 --> 00:18:54.000]  慈愛不夠永遠
[00:18:54.000 --> 00:18:59.000]  永遠長存
[00:18:59.000 --> 00:19:00.000]  劉子梅
[00:19:00.000 --> 00:19:03.000]  你要做一個熱情的基督徒
[00:19:03.000 --> 00:19:05.000]  Amen
[00:19:05.000 --> 00:19:07.000]  講話要熱情
[00:19:07.000 --> 00:19:09.000]  禱告要熱情
[00:19:09.000 --> 00:19:10.000]  傳福也要熱情
[00:19:10.000 --> 00:19:13.000]  Amen
[00:19:13.000 --> 00:19:15.000]  這位基督
[00:19:15.000 --> 00:19:16.000]  神的本性
[00:19:16.000 --> 00:19:17.000]  一切的豐盛
[00:19:17.000 --> 00:19:18.000]  都有形有體地
[00:19:18.000 --> 00:19:23.000]  居住在祂的裡面
[00:19:23.000 --> 00:19:24.000]  這個有形有體
[00:19:24.000 --> 00:19:26.000]  就代表是一個具體的
[00:19:26.000 --> 00:19:28.000]  不是虛幻的
[00:19:28.000 --> 00:19:30.000]  所以照祂上面講說
[00:19:30.000 --> 00:19:33.000]  虛空的望遠
[00:19:33.000 --> 00:19:34.000]  相對來講
[00:19:34.000 --> 00:19:36.000]  基督祂在地上說話的時候
[00:19:36.000 --> 00:19:37.000]  祂都說什麼
[00:19:37.000 --> 00:19:40.000]  我實實在在的告訴你們
[00:19:40.000 --> 00:19:41.000]  是不是
[00:19:41.000 --> 00:19:43.000]  所以這位基督
[00:19:43.000 --> 00:19:44.000]  神的本性
[00:19:44.000 --> 00:19:46.000]  具體的
[00:19:46.000 --> 00:19:48.000]  住在祂的裡面
[00:19:48.000 --> 00:19:50.000]  這裡講居住
[00:19:50.000 --> 00:19:52.000]  其實原文表達的是一個
[00:19:52.000 --> 00:19:54.000]  現在式
[00:19:54.000 --> 00:19:56.000]  什麼意思呢
[00:19:56.000 --> 00:19:58.000]  意思是一直住
[00:19:58.000 --> 00:20:01.000]  代表是一個永恆的狀態
[00:20:01.000 --> 00:20:03.000]  神就在耶穌基督的裡面
[00:20:03.000 --> 00:20:04.000]  Amen
[00:20:04.000 --> 00:20:06.000]  即使祂到承認說
[00:20:06.000 --> 00:20:07.000]  在地上的這一段時間
[00:20:07.000 --> 00:20:08.000]  三十三年半
[00:20:08.000 --> 00:20:09.000]  請問
[00:20:09.000 --> 00:20:10.000]  在祂裡面
[00:20:10.000 --> 00:20:12.000]  神在哪裡
[00:20:12.000 --> 00:20:14.000]  在哪裡
[00:20:14.000 --> 00:20:16.000]  神的本性都在祂裡面
