
[00:00:00.000 --> 00:00:02.060]  歡迎來到《九曰網》上的第六集
[00:01:16.640 --> 00:01:22.820]  結果女人的後裔會得勝
[00:01:22.820 --> 00:01:26.120]  然後展開了整本《聖經》的故事
[00:01:26.120 --> 00:01:28.920]  第十一章是巴別塔的故事
[00:01:28.920 --> 00:01:30.920]  人為自己立命
[00:01:30.920 --> 00:01:34.020]  上帝來混亂和分散他們
[00:01:34.020 --> 00:01:37.840]  最後就是亞伯蘭或阿伯拉罕的出現
[00:01:37.840 --> 00:01:40.680]  這一大段我們稱之為族長的歷史
[00:01:40.680 --> 00:01:42.280]  Patriarchal History
[00:01:42.280 --> 00:01:45.620]  裡面主要講到幾個以色列人
[00:01:45.620 --> 00:01:48.760]  神的子民的始祖的事蹟
[00:01:48.760 --> 00:01:51.960]  就是阿伯拉罕以撒亞國和十二眾子
[00:01:51.960 --> 00:01:53.560]  即是十二支派
[00:01:53.560 --> 00:01:58.480]  這一段歷史大約在公元前二千至一千五年之間
[00:01:58.480 --> 00:02:01.560]  背景當然是古近東的世界
[00:02:01.560 --> 00:02:04.980]  當中最重要的角色當然是阿伯拉罕
[00:02:04.980 --> 00:02:06.020]  想告訴你
[00:02:06.020 --> 00:02:08.580]  無論你看過《聖經》或未看過
[00:02:08.580 --> 00:02:10.860]  信《聖經》或不信
[00:02:10.860 --> 00:02:14.720]  你都需要去認識一下阿伯拉罕的事蹟
[00:02:14.720 --> 00:02:15.720]  為什麼呢?
[00:02:15.720 --> 00:02:19.080]  我帶大家去耶路撒冷的舊城
[00:02:19.080 --> 00:02:22.480]  舊城大概是一個正方形
[00:02:22.480 --> 00:02:24.080]  分開四個區域
[00:02:24.080 --> 00:02:26.780]  右上角是穆斯林區
[00:02:26.780 --> 00:02:29.880]  右下角是猶太人區
[00:02:29.880 --> 00:02:35.620]  左邊的上下就是基督教和亞美尼亞區
[00:02:35.620 --> 00:02:38.620]  這四個大區域
[00:02:38.620 --> 00:02:40.820]  代表著世界三大宗教
[00:02:40.820 --> 00:02:43.520]  三大獨一神的信仰
[00:02:43.520 --> 00:02:45.280]  而三個區域裡面
[00:02:45.280 --> 00:02:49.420]  都有一個神聖的地標
[00:02:49.420 --> 00:02:52.880]  穆斯林區當然是金頂清真寺
[00:02:52.880 --> 00:02:54.380]  猶太人的區域
[00:02:54.380 --> 00:02:55.380]  Jewish Quarter
[00:02:55.380 --> 00:02:57.180]  當然最神聖的地方
[00:02:57.180 --> 00:02:58.980]  就是西牆Western Wall
[00:02:58.980 --> 00:03:01.720]  而基督教就是聖母堂
[00:03:01.720 --> 00:03:06.080]  就是耶穌基督死而復活的地標
[00:03:06.080 --> 00:03:09.120]  三大獨一神的信仰
[00:03:09.120 --> 00:03:11.820]  代表著今天世界的人口
[00:03:11.820 --> 00:03:14.980]  成千上萬甚至數億
[00:03:14.980 --> 00:03:19.080]  所以你要了解今天世界的狀況
[00:03:19.080 --> 00:03:21.720]  或者世界的宗教政治動向
[00:03:21.720 --> 00:03:26.180]  你不能夠不了解阿伯拉罕的事跡
[00:03:26.180 --> 00:03:27.920]  但我想最重要的是
[00:03:27.920 --> 00:03:30.220]  《約聖經》裡面告訴我們
[00:03:30.220 --> 00:03:32.920]  每一位信奉耶穌基督的人
[00:03:32.920 --> 00:03:36.420]  都是以阿伯拉罕為我們屬靈的父親
[00:03:36.420 --> 00:03:39.720]  因為我們就是阿伯拉罕的子孫
[00:03:39.720 --> 00:03:42.320]  阿伯拉罕是我們所謂的信心之父
[00:03:42.320 --> 00:03:45.220]  所以他的事跡就是一個信心的旅程
[00:03:45.220 --> 00:03:46.980]  教導我們如何跟隨神
[00:03:46.980 --> 00:03:47.980]  跟隨耶穌基督
[00:03:49.080 --> 00:03:50.120]  教導我們如何跟隨神
[00:03:50.120 --> 00:03:51.120]  跟隨耶穌基督
[00:03:51.120 --> 00:03:52.020]  教導我們如何跟隨神
[00:03:52.020 --> 00:03:53.120]  跟隨耶穌基督
[00:03:53.120 --> 00:03:54.120]  教導我們如何跟隨神
[00:03:54.120 --> 00:03:55.120]  跟隨耶穌基督
[00:03:55.120 --> 00:03:56.120]  教導我們如何跟隨神
[00:03:56.120 --> 00:03:57.120]  跟隨耶穌基督
[00:03:57.120 --> 00:03:58.120]  教導我們如何跟隨神
[00:03:58.120 --> 00:03:59.120]  跟隨耶穌基督
[00:03:59.120 --> 00:04:00.120]  教導我們如何跟隨神
[00:04:00.120 --> 00:04:01.120]  跟隨耶穌基督
[00:04:01.120 --> 00:04:02.120]  教導我們如何跟隨神
[00:04:02.120 --> 00:04:03.120]  跟隨耶穌基督
[00:04:03.120 --> 00:04:04.120]  教導我們如何跟隨神
[00:04:04.120 --> 00:04:05.120]  跟隨耶穌基督
[00:04:05.120 --> 00:04:06.120]  教導我們如何跟隨神
[00:04:06.120 --> 00:04:07.120]  跟隨耶穌基督
[00:04:07.120 --> 00:04:08.120]  教導我們如何跟隨神
[00:04:08.120 --> 00:04:09.120]  跟隨耶穌基督
[00:04:09.120 --> 00:04:10.120]  教導我們如何跟隨神
[00:04:10.120 --> 00:04:11.120]  跟隨耶穌基督
[00:04:11.120 --> 00:04:12.120]  教導我們如何跟隨神
[00:04:12.120 --> 00:04:19.300]  跟隨神
[00:04:19.300 --> 00:04:22.100]  阿伯蘭和阿伯拉罕其實是同一個人
[00:04:22.100 --> 00:04:24.840]  阿伯蘭的意思就是尊貴之父
[00:04:24.840 --> 00:04:27.940]  然後上帝為他起一個新的名號
[00:04:27.940 --> 00:04:29.180]  叫做阿伯拉罕
[00:04:29.180 --> 00:04:31.480]  意思就是說萬國之父
[00:04:31.480 --> 00:04:32.780]  阿伯拉罕出現的時候
[00:04:32.780 --> 00:04:35.480]  就是《創世紀》第十一章尾的時候
[00:04:35.480 --> 00:04:38.080]  沒有交代他童年或者青年的時間
[00:04:38.080 --> 00:04:39.680]  一開始的起點
[00:04:39.680 --> 00:04:42.220]  就是當時佛教徒弟人的吾爾
[00:04:42.220 --> 00:04:44.260]  這是南米索不達米亞
[00:04:44.260 --> 00:04:46.760]  一個歷史悠久的古城
[00:04:46.760 --> 00:04:49.120]  我們所知道吾爾這個地方
[00:04:49.120 --> 00:04:50.520]  其實也有很多
[00:04:50.520 --> 00:04:52.860]  在公元前二千五百年的時候
[00:04:52.860 --> 00:04:56.700]  當時是吾爾城邦最高峰的時候
[00:04:56.700 --> 00:04:58.240]  我們稱它為第一王朝
[00:04:58.240 --> 00:04:59.700]  First Dynasty
[00:04:59.700 --> 00:05:02.380]  在一九二二到三四年之間
[00:05:02.380 --> 00:05:05.380]  有一個英國考古學家叫做Wooley
[00:05:05.380 --> 00:05:07.880]  他去到吾爾這個地方發掘的時候
[00:05:07.880 --> 00:05:12.120]  很多舉世聞名震驚世界的出土
[00:05:12.120 --> 00:05:15.380]  那裡他找到十六個王陵
[00:05:15.380 --> 00:05:16.780]  這些royal tombs
[00:05:16.780 --> 00:05:19.260]  當時的王的墳墓
[00:05:19.260 --> 00:05:21.320]  其中兩個的王陵
[00:05:21.320 --> 00:05:25.500]  特別讓新聞界震撼
[00:05:25.500 --> 00:05:29.440]  因為裡面找到幾十具屍體
[00:05:29.440 --> 00:05:31.640]  最著名的一個墳墓
[00:05:31.640 --> 00:05:33.200]  就是屬於一個女王
[00:05:33.200 --> 00:05:35.680]  裡面有七十四具屍體
[00:05:35.680 --> 00:05:37.640]  六具是男人
[00:05:37.640 --> 00:05:40.180]  其他都是女子
[00:05:40.180 --> 00:05:42.940]  裡面有很多名貴的陪葬品
[00:05:42.940 --> 00:05:44.980]  譬如金樹山羊
[00:05:44.980 --> 00:05:46.880]  女王的頭飾
[00:05:46.880 --> 00:05:47.920]  戰車
[00:05:47.920 --> 00:05:51.620]  用金箱建造的樂器等等
[00:05:51.620 --> 00:05:53.920]  屍體很整齊
[00:05:53.920 --> 00:05:56.720]  是擺放在墳墓裡面的
[00:05:56.720 --> 00:06:00.260]  並且穿上了華麗的衣服
[00:06:00.260 --> 00:06:01.860]  有頭飾
[00:06:01.860 --> 00:06:05.500]  Wooley開始發掘這個地方的時候
[00:06:05.500 --> 00:06:06.800]  他起初去解釋
[00:06:06.800 --> 00:06:09.000]  說這些年輕的男女
[00:06:09.000 --> 00:06:13.780]  被埋到女王的墳墓裡面
[00:06:13.780 --> 00:06:15.080]  原因就是
[00:06:15.080 --> 00:06:17.740]  是一種陪葬的人際
[00:06:17.740 --> 00:06:20.880]  就是軍王一聲令下
[00:06:20.880 --> 00:06:24.220]  他們全部進入墳墓裡面
[00:06:24.220 --> 00:06:27.260]  然後將他們殺死
[00:06:27.260 --> 00:06:30.660]  以致他們成為陪葬的人際
[00:06:30.660 --> 00:06:34.500]  所以Wooley稱這個為死亡大坑
[00:06:34.500 --> 00:06:37.100]  Great Death Pit
[00:06:37.100 --> 00:06:38.460]  之後
[00:06:38.460 --> 00:06:41.800]  Wooley再去檢驗這些屍體的時候
[00:06:41.800 --> 00:06:44.940]  發現很整齊的擺放
[00:06:44.940 --> 00:06:47.040]  沒有掙扎的跡象
[00:06:47.040 --> 00:06:49.680]  於是他太太有一個意見給他
[00:06:49.680 --> 00:06:51.180]  他太太認為
[00:06:51.180 --> 00:06:54.020]  這些宮女和侍從
[00:06:54.020 --> 00:06:56.380]  其實是一起服毒
[00:06:56.380 --> 00:06:57.380]  去到自殺
[00:06:57.380 --> 00:06:59.980]  然後去陪葬
[00:06:59.980 --> 00:07:02.520]  因為他有一個新的解釋的時候
[00:07:02.520 --> 00:07:04.800]  1928年的時候
[00:07:04.800 --> 00:07:06.160]  英國有一份報紙叫做
[00:07:06.160 --> 00:07:07.920]  《Illustrated London News》
[00:07:07.920 --> 00:07:09.640]  那裡有一個畫家
[00:07:09.640 --> 00:07:14.500]  將這個情況用一個畫像來表達出來
[00:07:14.500 --> 00:07:18.500]  你可以看到這些黑白的油畫
[00:07:18.500 --> 00:07:23.520]  講到這些隊伍進入墳墓裡面
[00:07:23.520 --> 00:07:26.140]  然後他們服毒自殺
[00:07:26.140 --> 00:07:28.320]  然後每一個都倒閉
[00:07:28.320 --> 00:07:30.260]  以致這麼多年之後
[00:07:30.260 --> 00:07:32.520]  Wooley再找出來
[00:07:32.520 --> 00:07:35.960]  這些是一些很毛骨悚然的情景
[00:07:35.960 --> 00:07:38.360]  當時是驚動一時
[00:07:38.360 --> 00:07:39.460]  但是近年
[00:07:39.460 --> 00:07:41.500]  在University of Pennsylvania
[00:07:41.500 --> 00:07:45.340]  用CT Scan去掃描幾個頭骨
[00:07:45.340 --> 00:07:49.040]  發現幾個頭骨都有一個30毫米的斧頭
[00:07:49.040 --> 00:07:51.940]  造成的創傷的破口
[00:07:51.940 --> 00:07:53.880]  所以現在學者相信
[00:07:53.880 --> 00:07:55.740]  這些宮女和侍從
[00:07:55.740 --> 00:07:57.520]  不是服毒而死的
[00:07:57.520 --> 00:07:59.420]  而是先被殺死
[00:07:59.420 --> 00:08:01.120]  然後整整齊齊的
[00:08:01.120 --> 00:08:02.220]  穿好衣服
[00:08:02.220 --> 00:08:03.380]  有頭飾
[00:08:03.380 --> 00:08:06.620]  然後放進墳墓裡面
[00:08:06.620 --> 00:08:09.900]  作為女王的陪葬
[00:08:09.900 --> 00:08:11.000]  怎樣也好
[00:08:11.000 --> 00:08:13.500]  這些都是告訴我們
[00:08:13.500 --> 00:08:15.660]  當時古米索不達人米雅
[00:08:15.660 --> 00:08:17.840]  吾爾的王朝
[00:08:17.840 --> 00:08:20.000]  甚至是那裡的背景
[00:08:20.000 --> 00:08:22.600]  有一些殺人滯的儀式
[00:08:22.600 --> 00:08:23.640]  怎樣也好
[00:08:23.640 --> 00:08:27.920]  是一個非常富庶的地方
[00:08:27.920 --> 00:08:30.640]  你看到那些金器
[00:08:30.640 --> 00:08:34.560]  這些名貴的珠寶
[00:08:34.560 --> 00:08:39.520]  全部都不是米索不達人米雅本有的天然資源
[00:08:39.520 --> 00:08:41.800]  全部都是從第二個地方
[00:08:41.800 --> 00:08:44.700]  藉著貿易運來的
[00:08:44.700 --> 00:08:45.700]  所以
[00:08:45.700 --> 00:08:47.700]  這個吾爾的地方
[00:08:47.700 --> 00:08:49.940]  確實是一個非常富庶
[00:08:49.940 --> 00:08:54.400]  以及當時是一個很繁榮的世界
[00:08:54.400 --> 00:08:57.140]  但是最終在公元前2000年的時候
[00:08:57.140 --> 00:08:58.580]  瓦解了
[00:08:58.580 --> 00:09:02.640]  也宣告了蘇美爾文明的沒落
[00:09:02.640 --> 00:09:04.180]  阿巴拉罕的事跡
[00:09:04.180 --> 00:09:06.680]  是在這個時間之後的
[00:09:06.680 --> 00:09:12.960]  就是在一個吾爾最輝煌的時代之後才出現
[00:09:12.960 --> 00:09:16.020]  雖然吾爾在阿巴拉罕的時候
[00:09:16.020 --> 00:09:18.700]  不再稱霸米索不達人米雅
[00:09:18.700 --> 00:09:25.200]  但仍然是一個非常重要的經濟宗教的中心
[00:09:25.200 --> 00:09:27.740]  這些發現可以幫助我們
[00:09:27.740 --> 00:09:30.940]  來想像一下阿巴拉罕當時的背景
[00:09:30.940 --> 00:09:32.300]  吾爾的文化
[00:09:32.300 --> 00:09:45.220]  《創世紀》十一章這樣記載
[00:09:45.220 --> 00:09:46.720]  以下是他拉的後代
[00:09:46.720 --> 00:09:49.520]  他拉生阿巴蘭、拿學和哈蘭
[00:09:49.520 --> 00:09:50.860]  哈蘭生羅德
[00:09:50.860 --> 00:09:53.760]  哈蘭在他父親他拉之前死在他出生之地
[00:09:53.760 --> 00:09:56.760]  就是迦勒底人的吾爾
[00:09:56.760 --> 00:09:58.960]  阿巴蘭和拿學各自娶妻
[00:09:58.960 --> 00:10:01.260]  阿巴蘭的妻子叫做撒萊
[00:10:01.260 --> 00:10:03.500]  拿學的妻子叫做麥加
[00:10:03.500 --> 00:10:04.940]  是哈蘭的女兒
[00:10:04.940 --> 00:10:08.740]  哈蘭是加密和易加的父親
[00:10:08.740 --> 00:10:15.080]  以往近東的家譜的作用就是追溯一個民族的歷史
[00:10:15.080 --> 00:10:16.620]  聖經裡面的家譜
[00:10:16.620 --> 00:10:19.180]  這裡就是追溯神的子民
[00:10:19.180 --> 00:10:23.320]  由亞當、瑟特、諾亞直到閃的後代
[00:10:23.320 --> 00:10:28.160]  現在追溯到阿拉罕的父親
[00:10:28.160 --> 00:10:30.160]  這些家譜裡面的名字
[00:10:30.160 --> 00:10:32.660]  我們知道全部都是屬於西閃族的
[00:10:32.660 --> 00:10:36.260]  就是敘利亞一帶的民族名字
[00:10:36.260 --> 00:10:41.600]  所以他們不是南美索不達米亞本土的一些名字
[00:10:41.600 --> 00:10:43.180]  為什麼呢?
[00:10:43.180 --> 00:10:46.140]  似乎我們所知道的歷史背景
[00:10:46.140 --> 00:10:49.120]  在公元前大概二千年左右
[00:10:49.120 --> 00:10:52.680]  當時有一個遷徙的現象
[00:10:52.680 --> 00:10:55.620]  就是從美索不達米亞的人眼中
[00:10:55.620 --> 00:10:57.020]  有一些西方人
[00:10:57.020 --> 00:10:59.020]  敘利亞的人
[00:10:59.020 --> 00:11:04.860]  他們很大批逐漸遷徙到美索不達米亞兩河流域的地方
[00:11:04.860 --> 00:11:07.500]  這個現象叫做 Amurian 遷徙
[00:11:07.500 --> 00:11:09.500]  Amurian migration
[00:11:09.500 --> 00:11:12.740]  所以他們很多時候因為不同的原因
[00:11:12.740 --> 00:11:16.840]  這些 Amurian 遷徙到南面
[00:11:16.840 --> 00:11:18.040]  然後落地生根
[00:11:18.040 --> 00:11:21.920]  甚至進駐在南美索不達米亞一帶
[00:11:21.920 --> 00:11:24.140]  建立自己城邦
[00:11:24.140 --> 00:11:27.380]  所以塔拉和阿拉罕
[00:11:27.380 --> 00:11:32.260]  似乎都是來自這些 Amurian 的民族
[00:11:32.260 --> 00:11:34.260]  我們看看加普的名字
[00:11:34.260 --> 00:11:39.560]  也可能會猜到他們宗教信仰的背景
[00:11:39.560 --> 00:11:41.840]  就是他們不是敬拜耶和華的
[00:11:41.840 --> 00:11:43.360]  塔拉這個字
[00:11:43.360 --> 00:11:44.200]  Tara
[00:11:44.200 --> 00:11:46.400]  很可能是一個月神的名字
[00:11:46.400 --> 00:11:49.780]  或者是一些很典型的 Amurian 的名字
[00:11:49.780 --> 00:11:51.780]  我們也知道
[00:11:51.780 --> 00:11:57.080]  吾爾或者將來他們去到的哈蘭的古城
[00:11:57.080 --> 00:12:01.860]  都是當時拜月神的宗教地方
[00:12:01.860 --> 00:12:05.560]  事實上在聖經之後也是如此交代
[00:12:05.560 --> 00:12:07.560]  在約書亞記二十四章第二節
[00:12:07.560 --> 00:12:10.360]  他說約書亞對中文說
[00:12:10.360 --> 00:12:12.600]  耶和華以色列的神是這樣說
[00:12:12.600 --> 00:12:14.260]  古時你們的列祖
[00:12:14.260 --> 00:12:15.760]  說到阿拉罕
[00:12:15.760 --> 00:12:18.260]  那河的父親塔拉
[00:12:18.260 --> 00:12:20.600]  他們住在大河的那一邊
[00:12:20.600 --> 00:12:24.080]  在幽法拉底河的美索不達瓦亞的地方
[00:12:24.080 --> 00:12:25.580]  他們是侍奉什麼呢?
[00:12:25.580 --> 00:12:26.940]  別的神
[00:12:26.940 --> 00:12:29.380]  就是其他的眾神
[00:12:29.380 --> 00:12:30.840]  所以屬靈上
[00:12:30.840 --> 00:12:33.780]  我們看到這個加普似乎發現
[00:12:33.780 --> 00:12:36.180]  這個家族開始已經死亡了
[00:12:36.180 --> 00:12:38.620]  是 Espiritu Dei
[00:12:38.620 --> 00:12:41.520]  塔拉生了三個兒子
[00:12:41.520 --> 00:12:44.200]  阿布蘭、那赫和哈蘭
[00:12:44.200 --> 00:12:46.960]  聖經的加普通常都是很公正的
[00:12:46.960 --> 00:12:50.040]  好像我們看《創世紀》第五章等等
[00:12:50.040 --> 00:12:55.040]  每逢有離題或是附插了一些細節的時候
[00:12:55.040 --> 00:12:56.600]  就有特別的意思
[00:12:56.600 --> 00:12:59.020]  這裡有兩處地方值得留意
[00:12:59.020 --> 00:13:00.020]  第一
[00:13:00.020 --> 00:13:04.080]  就是哈蘭在父親死之前去世
[00:13:04.080 --> 00:13:06.680]  這是非常不幸的
[00:13:06.680 --> 00:13:09.160]  這是 physical death
[00:13:09.160 --> 00:13:12.860]  另外一處就是殺害
[00:13:12.860 --> 00:13:14.860]  就是阿布蘭的妻子
[00:13:14.860 --> 00:13:16.000]  是不能夠生育的
[00:13:16.000 --> 00:13:17.500]  是沒有孩子的
[00:13:17.500 --> 00:13:19.760]  當時在古近東的社會裡面
[00:13:19.760 --> 00:13:22.660]  絕子絕孫是非常不幸的
[00:13:22.660 --> 00:13:25.500]  因為沒有人去延續你的名字
[00:13:25.500 --> 00:13:29.240]  所以我們看到這個加普告訴我們
[00:13:29.240 --> 00:13:31.440]  阿布蘭的世代
[00:13:31.440 --> 00:13:33.040]  來到這個時間
[00:13:33.040 --> 00:13:35.380]  在屬靈上已經死亡了
[00:13:35.380 --> 00:13:39.380]  在 physically 身體上也死亡了
[00:13:39.380 --> 00:13:43.320]  好像我們看《星球大戰》
[00:13:43.320 --> 00:13:46.820]  最後 The Last Jedi
[00:13:46.820 --> 00:13:50.600]  沒有人再繼續這個神的世代
[00:13:50.600 --> 00:13:53.900]  好像一件事都玩完了
[00:13:53.900 --> 00:13:55.360]  31節
[00:13:55.360 --> 00:13:58.300]  塔拉帶著她的兒子阿布蘭
[00:13:58.300 --> 00:14:02.380]  和她的孫子哈蘭的兒子羅德
[00:14:02.380 --> 00:14:05.080]  以及她的媳婦撒萊
[00:14:05.080 --> 00:14:09.180]  一同出了迦勒底的吾爾
[00:14:09.180 --> 00:14:11.980]  想要去迦南這個地方
[00:14:11.980 --> 00:14:14.660]  他們到了哈蘭這個古城
[00:14:14.660 --> 00:14:16.920]  住了在那裡32節
[00:14:16.920 --> 00:14:18.520]  塔拉死在哈蘭
[00:14:18.520 --> 00:14:21.560]  她的壽數是205歲
[00:14:21.560 --> 00:14:24.500]  從這個故事的情節來看
[00:14:24.500 --> 00:14:25.560]  告訴我們
[00:14:25.560 --> 00:14:33.000]  似乎塔拉和阿布蘭有一個神的呼召
[00:14:33.000 --> 00:14:37.880]  所以整個家離開了這個古城
[00:14:37.880 --> 00:14:42.520]  本身想去的目的地就是迦南地
[00:14:42.520 --> 00:14:49.080]  他們應該是按照著當時古代商貿的路線
[00:14:49.080 --> 00:14:54.260]  或者沿著幼發拉底河不斷北上
[00:14:54.260 --> 00:14:57.000]  經過一個大的城邦
[00:14:57.000 --> 00:14:59.640]  叫做馬里
[00:14:59.640 --> 00:15:03.400]  是一個大的阿摩利亞的城邦國家
[00:15:03.400 --> 00:15:07.800]  那裡出土了很多泥板和文獻
[00:15:07.800 --> 00:15:09.840]  裡面講到一些習族
[00:15:09.840 --> 00:15:14.380]  就是和創世紀的族長阿布拉罕爾薩亞國
[00:15:14.380 --> 00:15:16.720]  他們的風俗非常近
[00:15:16.720 --> 00:15:22.020]  從馬里他們可能一直向左上角
[00:15:22.020 --> 00:15:26.760]  向西北的方向來到哈蘭這個大的古城
[00:15:26.760 --> 00:15:29.520]  這是美索不達米亞的北面
[00:15:29.520 --> 00:15:32.360]  不知什麼原因他們就停留在這裡
[00:15:32.360 --> 00:15:33.660]  到底是叛逃而廢
[00:15:33.660 --> 00:15:38.240]  還是他們回到自己的阿摩利亞家鄉
[00:15:38.240 --> 00:15:40.920]  他們留戀在那個地方
[00:15:40.920 --> 00:15:42.300]  無論如何
[00:15:42.300 --> 00:15:45.600]  都好像是一個死路一條
[00:15:45.600 --> 00:15:48.380]  神的世代能否延續呢?
[00:15:48.380 --> 00:15:49.780]  就在這個時候
[00:15:49.780 --> 00:15:52.040]  上帝就說話
[00:15:52.040 --> 00:15:54.020]  創世紀十二章第一節
[00:15:54.020 --> 00:15:55.920]  對阿帕蘭說
[00:15:55.920 --> 00:15:59.720]  你要離開本地、本族、父家
[00:15:59.720 --> 00:16:02.140]  到我指示你的地方去
[00:16:02.140 --> 00:16:07.300]  然後有七句說話就是上帝對阿帕拉罕的允許
[00:16:07.300 --> 00:16:09.120]  我必使你成為大國
[00:16:09.120 --> 00:16:10.420]  賜福給你
[00:16:10.420 --> 00:16:12.420]  使你的名為大
[00:16:12.420 --> 00:16:15.360]  你也要使別人得福
[00:16:15.360 --> 00:16:16.480]  給你祝福的
[00:16:16.480 --> 00:16:18.100]  我必賜福給他
[00:16:18.100 --> 00:16:20.240]  興翰你的或者奏助你的
[00:16:20.240 --> 00:16:21.840]  我必奏助他
[00:16:21.840 --> 00:16:22.600]  第七句
[00:16:22.600 --> 00:16:27.940]  地上的萬族都要因你得福
[00:16:27.940 --> 00:16:31.680]  神賜給阿帕拉罕一個大國
[00:16:31.680 --> 00:16:35.520]  也允許告訴他會有一個大的名字
[00:16:35.520 --> 00:16:38.660]  別人會因為他而得福
[00:16:38.660 --> 00:16:40.660]  萬國會因為他而得福
[00:16:40.660 --> 00:16:46.080]  這其實是在回應創世紀一至十一章裡面不同的主題
[00:16:46.080 --> 00:16:49.300]  你記得人類在這頭十一章裡面
[00:16:49.300 --> 00:16:53.060]  就是不斷地叛變上帝
[00:16:53.060 --> 00:16:55.640]  並且是一種愚昧的行動
[00:16:55.640 --> 00:16:58.720]  帶來的只是審判和奏助
[00:16:58.720 --> 00:17:00.800]  亞當夏娃我們說過
[00:17:00.800 --> 00:17:02.620]  他們叛變是想得到智慧
[00:17:02.620 --> 00:17:04.320]  想變成神
[00:17:04.320 --> 00:17:06.040]  誰知道以為是一個福氣
[00:17:06.040 --> 00:17:08.220]  但是帶來的是奏助
[00:17:08.220 --> 00:17:09.220]  第四章
[00:17:09.220 --> 00:17:10.540]  就是該人
[00:17:10.540 --> 00:17:14.700]  他的敬拜獻祭得不到上帝閱立
[00:17:14.700 --> 00:17:16.400]  他就說想為首
[00:17:16.400 --> 00:17:18.760]  誰知道他也是流亡
[00:17:18.760 --> 00:17:19.760]  第六章
[00:17:19.760 --> 00:17:21.660]  一個比較難解的經文
[00:17:21.660 --> 00:17:23.800]  就是說當時的日子
[00:17:23.800 --> 00:17:25.660]  有所謂巨人
[00:17:25.660 --> 00:17:28.520]  這些人是神的兒子
[00:17:28.520 --> 00:17:30.080]  是一些君王
[00:17:30.080 --> 00:17:33.020]  他跟人的女子去結合
[00:17:33.020 --> 00:17:37.960]  生了上古英武有名的人物
[00:17:37.960 --> 00:17:40.760]  這些君王也是罪大惡極
[00:17:40.760 --> 00:17:43.960]  因為以自己的名為大
[00:17:43.960 --> 00:17:47.260]  所以上帝說要洪水泛濫
[00:17:47.260 --> 00:17:49.660]  來審判這個世界
[00:17:49.660 --> 00:17:52.620]  十一章我們說過巴別塔的故事
[00:17:52.620 --> 00:17:56.160]  就是說到人為自己來立名
[00:17:56.160 --> 00:17:59.620]  一直來說都是人類
[00:17:59.620 --> 00:18:02.220]  他想去高超自己
[00:18:02.220 --> 00:18:05.340]  說自己要為自己來立名
[00:18:05.340 --> 00:18:07.100]  或者甚至超越神
[00:18:07.100 --> 00:18:10.220]  在這裡有一個調轉
[00:18:10.220 --> 00:18:14.440]  就是上帝叫阿伯蘭的名為大
[00:18:14.440 --> 00:18:18.400]  以致他能夠使萬國來得福
[00:18:18.400 --> 00:18:22.820]  就是說要使萬國來認識創造主
[00:18:22.820 --> 00:18:25.900]  上帝對阿伯拉罕的呼召
[00:18:25.900 --> 00:18:31.880]  開展了上帝救贖人類的計劃
[00:18:31.880 --> 00:18:34.700]  但是有一樣很重要的事情
[00:18:34.700 --> 00:18:36.700]  就是人要回應
[00:18:36.700 --> 00:18:39.000]  這裡唯一一個命令式
