
[00:00:00.000 --> 00:00:03.000]  頂子沒有去平安
[00:01:40.000 --> 00:01:42.000]  做個健康成長的信徒
[00:01:42.000 --> 00:01:47.000]  仍然是你和我今時今日要呼應
[00:01:47.000 --> 00:01:51.000]  這個也是神的期望
[00:01:51.000 --> 00:01:54.000]  我們經常要檢視一下
[00:01:54.000 --> 00:01:58.000]  究竟我健康成長嗎
[00:01:58.000 --> 00:02:00.000]  我們有一個簡單的祈禱
[00:02:00.000 --> 00:02:03.000]  天父監察我們
[00:02:03.000 --> 00:02:04.000]  聖靈提醒我們
[00:02:04.000 --> 00:02:07.000]  不住要健康成長
[00:02:07.000 --> 00:02:10.000]  夠你帶領我們以下
[00:02:10.000 --> 00:02:12.000]  聽到、講到的時間
[00:02:12.000 --> 00:02:14.000]  祈禱奉書耶穌基督的名
[00:02:14.000 --> 00:02:15.000]  對不對
[00:02:15.000 --> 00:02:19.000]  今日我願意
[00:02:19.000 --> 00:02:25.000]  用耶穌所書四章一到十六節作為彼此勉勵的訊息
[00:02:25.000 --> 00:02:27.000]  經文打出來了
[00:02:27.000 --> 00:02:30.000]  你看看時間關係
[00:02:30.000 --> 00:02:33.000]  因為講的時候都要分別講
[00:02:33.000 --> 00:02:35.000]  跳得這麼快
[00:02:35.000 --> 00:02:37.000]  估計這裡按不到那裡
[00:02:37.000 --> 00:02:42.000]  知道老人家手腳沒那麼靈敏
[00:02:42.000 --> 00:02:43.000]  一到十六節
[00:02:43.000 --> 00:02:46.000]  十一節到十六節都提醒我們
[00:02:46.000 --> 00:02:52.000]  要自己追求靈命健康成長
[00:02:52.000 --> 00:02:55.000]  我今日會用兩大方面跟大家思想
[00:02:55.000 --> 00:02:56.000]  第一
[00:02:56.000 --> 00:02:59.000]  要健康地善用恩賜
[00:02:59.000 --> 00:03:00.000]  第二
[00:03:00.000 --> 00:03:05.000]  就要有成長的表現
[00:03:05.000 --> 00:03:07.000]  要健康地善用恩賜
[00:03:07.000 --> 00:03:10.000]  用第十一節那裡來看
[00:03:10.000 --> 00:03:11.000]  首先
[00:03:11.000 --> 00:03:15.000]  我們要再想一想自己的恩賜和類別
[00:03:15.000 --> 00:03:16.000]  在哪裡
[00:03:16.000 --> 00:03:17.000]  這裡說
[00:03:17.000 --> 00:03:18.000]  他所賜的有使徒
[00:03:18.000 --> 00:03:19.000]  有先知
[00:03:19.000 --> 00:03:20.000]  有傳福音的
[00:03:20.000 --> 00:03:23.000]  有牧師和教師
[00:03:23.000 --> 00:03:25.000]  有五樣東西
[00:03:25.000 --> 00:03:27.000]  你都聽過
[00:03:27.000 --> 00:03:30.000]  使徒原問是奉差遣的意思
[00:03:30.000 --> 00:03:33.000]  使徒不只是一種的恩賜
[00:03:33.000 --> 00:03:34.000]  更加是一種積分
[00:03:34.000 --> 00:03:37.000]  羅馬書十一章十三節這麼說
[00:03:37.000 --> 00:03:42.000]  除了十二使徒由主耶穌親自設立之外
[00:03:42.000 --> 00:03:46.000]  在馬可福音三章十三到十六節有記載
[00:03:46.000 --> 00:03:48.000]  還有聖靈所設立的使徒
[00:03:48.000 --> 00:03:50.000]  譬如保羅
[00:03:50.000 --> 00:03:51.000]  巴拿巴等
[00:03:51.000 --> 00:03:54.000]  使徒行轉十三章一到四節八節
[00:03:54.000 --> 00:03:57.000]  十四章三到六節
[00:03:57.000 --> 00:03:59.000]  按聖經所說
[00:03:59.000 --> 00:04:04.000]  五巡節之後使徒的主要有三個任務
[00:04:04.000 --> 00:04:05.000]  第一
[00:04:05.000 --> 00:04:07.000]  是見證基督的復活
[00:04:07.000 --> 00:04:09.000]  使徒行轉一章二節
[00:04:09.000 --> 00:04:10.000]  第二
[00:04:10.000 --> 00:04:14.000]  建立教會以忽所書二章二十節
[00:04:14.000 --> 00:04:15.000]  第三
[00:04:15.000 --> 00:04:17.000]  是確定真理的標準
[00:04:17.000 --> 00:04:19.000]  加拉太書一章九節
[00:04:19.000 --> 00:04:21.000]  提摩太后書一章十四節
[00:04:21.000 --> 00:04:25.000]  彼得後書三章十五到十六節
[00:04:25.000 --> 00:04:28.000]  使徒都見過主耶穌的復活
[00:04:28.000 --> 00:04:30.000]  臨前十五章六到七節
[00:04:30.000 --> 00:04:34.000]  並且有權定行神職其事
[00:04:34.000 --> 00:04:39.000]  哥倫多後書十二章十二節
[00:04:39.000 --> 00:04:40.000]  事實上
[00:04:40.000 --> 00:04:45.000]  一些開方直唐創立教會的人
[00:04:45.000 --> 00:04:49.000]  大多數有使徒的恩慈
[00:04:49.000 --> 00:04:53.000]  他們有意象
[00:04:53.000 --> 00:04:54.000]  有膽識
[00:04:54.000 --> 00:04:57.000]  有使命感
[00:04:57.000 --> 00:05:01.000]  你認為在我們中間
[00:05:01.000 --> 00:05:03.000]  我們成為教會的陳牧師
[00:05:03.000 --> 00:05:06.000]  是不是這類呢
[00:05:06.000 --> 00:05:07.000]  第二
[00:05:07.000 --> 00:05:09.000]  先知
[00:05:09.000 --> 00:05:10.000]  在這裡所說的先知
[00:05:10.000 --> 00:05:12.000]  既然是基督賜給新約教會的
[00:05:12.000 --> 00:05:14.000]  五種恩賜之一
[00:05:14.000 --> 00:05:17.000]  當然就不是指舊約的先知
[00:05:17.000 --> 00:05:20.000]  你知道舊約的先知
[00:05:20.000 --> 00:05:22.000]  最明顯的一種工作
[00:05:22.000 --> 00:05:25.000]  就是照神的旨意講語言
[00:05:25.000 --> 00:05:27.000]  或者藉語言
[00:05:27.000 --> 00:05:31.000]  警告和勸導當時的百姓
[00:05:31.000 --> 00:05:33.000]  而新約的先知
[00:05:33.000 --> 00:05:34.000]  其實主要的工作
[00:05:34.000 --> 00:05:37.000]  按臨前十四章一節所說
[00:05:37.000 --> 00:05:40.000]  是作先知的講道
[00:05:40.000 --> 00:05:42.000]  作先知的講道
[00:05:42.000 --> 00:05:44.000]  主要的
[00:05:44.000 --> 00:05:47.000]  按臨前十四章三到四節所說
[00:05:47.000 --> 00:05:51.000]  是要造就安慰勸勉人
[00:05:51.000 --> 00:05:53.000]  換言之
[00:05:53.000 --> 00:05:55.000]  是一種造就教會
[00:05:55.000 --> 00:06:01.000]  教導人建立人的恩賜
[00:06:01.000 --> 00:06:05.000]  臨前十四章十二、二十九、三十三節所說
[00:06:05.000 --> 00:06:07.000]  頂子輩
[00:06:07.000 --> 00:06:09.000]  不妨你又檢視一下
[00:06:09.000 --> 00:06:11.000]  自己或者我們當中
[00:06:11.000 --> 00:06:15.000]  是不是有些人
[00:06:15.000 --> 00:06:17.000]  很懂得關心人
[00:06:17.000 --> 00:06:18.000]  懂得安慰人
[00:06:18.000 --> 00:06:22.000]  也有教導造就的恩賜呢
[00:06:22.000 --> 00:06:24.000]  當你發覺
[00:06:24.000 --> 00:06:26.000]  或者你認識的人
[00:06:26.000 --> 00:06:28.000]  他們呢
[00:06:28.000 --> 00:06:30.000]  很有愛心
[00:06:30.000 --> 00:06:32.000]  用行動或者說話
[00:06:32.000 --> 00:06:33.000]  來幫助人
[00:06:33.000 --> 00:06:37.000]  使得人得無見難
[00:06:37.000 --> 00:06:38.000]  你就要想一下
[00:06:38.000 --> 00:06:41.000]  這個也可能是恩賜
[00:06:41.000 --> 00:06:42.000]  第三
[00:06:42.000 --> 00:06:44.000]  傳福音的
[00:06:44.000 --> 00:06:46.000]  就是特別有傳福音的負擔
[00:06:46.000 --> 00:06:50.000]  和恩賜的人
[00:06:50.000 --> 00:06:51.000]  你見到
[00:06:51.000 --> 00:06:54.000]  這類人很有心
[00:06:54.000 --> 00:06:55.000]  去傳福音
[00:06:55.000 --> 00:06:58.000]  去分享福音的
[00:06:58.000 --> 00:06:59.000]  通常這類人呢
[00:06:59.000 --> 00:07:01.000]  有某種吸引力
[00:07:01.000 --> 00:07:03.000]  而且很容易
[00:07:03.000 --> 00:07:05.000]  甚至很喜歡去接觸人
[00:07:05.000 --> 00:07:08.000]  他們很熱情
[00:07:08.000 --> 00:07:10.000]  聖經裏面呢
[00:07:10.000 --> 00:07:14.000]  使徒譬如彼得、保羅
[00:07:14.000 --> 00:07:17.000]  大多數有傳福音的恩賜
[00:07:17.000 --> 00:07:19.000]  但是有一個人呢
[00:07:19.000 --> 00:07:20.000]  聖經說
[00:07:20.000 --> 00:07:23.000]  就是稱為傳福音的肥吏
[00:07:23.000 --> 00:07:25.000]  他不是使徒
[00:07:25.000 --> 00:07:28.000]  他只是七個執事裏面一個
[00:07:28.000 --> 00:07:32.000]  聖童傳二十一章八節這麼說
[00:07:32.000 --> 00:07:36.000]  一個執事
[00:07:36.000 --> 00:07:39.000]  一個知心的信徒
[00:07:39.000 --> 00:07:42.000]  一個堂委或者call team
[00:07:42.000 --> 00:07:44.000]  核心領袖
[00:07:44.000 --> 00:07:46.000]  甚至團契職員
[00:07:46.000 --> 00:07:48.000]  原來都可以成為
[00:07:48.000 --> 00:07:51.000]  福音的得力助手
[00:07:51.000 --> 00:07:53.000]  你有沒有善用這個恩賜呢
[00:07:53.000 --> 00:07:55.000]  第四
[00:07:55.000 --> 00:07:57.000]  恩賜是牧師
[00:07:57.000 --> 00:07:59.000]  原文是牧羊者
[00:07:59.000 --> 00:08:02.000]  注釋書說牧師這個字
[00:08:02.000 --> 00:08:05.000]  不單止有餵養羊群的意思
[00:08:05.000 --> 00:08:08.000]  也有看顧、照顧羊群
[00:08:08.000 --> 00:08:13.000]  給牠們關懷、鼓勵、安慰
[00:08:13.000 --> 00:08:17.000]  牧師是神所賜給教會的一種恩賜
[00:08:17.000 --> 00:08:18.000]  和積分
[00:08:18.000 --> 00:08:20.000]  是要負上很大
[00:08:20.000 --> 00:08:23.000]  很重要的屬靈責任
[00:08:23.000 --> 00:08:25.000]  所以弟兄姊妹
[00:08:25.000 --> 00:08:28.000]  你要為牧師好好的祈禱
[00:08:28.000 --> 00:08:31.000]  和用行動來支持他
[00:08:31.000 --> 00:08:34.000]  完成他這個任務
[00:08:34.000 --> 00:08:36.000]  第五是教師
[00:08:36.000 --> 00:08:39.000]  是教導人明白聖經有解經因此
[00:08:39.000 --> 00:08:40.000]  能夠造就信徒
[00:08:40.000 --> 00:08:42.000]  保羅巴拿巴
[00:08:42.000 --> 00:08:44.000]  在未受聖靈差遣之前
[00:08:44.000 --> 00:08:46.000]  和安提拉教會裡面的
[00:08:46.000 --> 00:08:50.000]  西面路球馬臉
[00:08:50.000 --> 00:08:54.000]  同被稱為先知和教師
[00:08:54.000 --> 00:08:55.000]  今天在教會裡面
[00:08:55.000 --> 00:08:57.000]  有些喜歡訓練信徒
[00:08:57.000 --> 00:08:58.000]  教導人的
[00:08:58.000 --> 00:09:01.000]  一些侍奉的工作
[00:09:01.000 --> 00:09:05.000]  應該都是有教師的恩賜的
[00:09:05.000 --> 00:09:07.000]  一個能教導人明白神的
[00:09:07.000 --> 00:09:09.000]  華譽堅固信徒
[00:09:09.000 --> 00:09:13.000]  和激發他們去愛主的
[00:09:13.000 --> 00:09:16.000]  這些都是教師的恩賜
[00:09:16.000 --> 00:09:19.000]  我相信在我們中間在座的
[00:09:19.000 --> 00:09:22.000]  或者在網上的弟兄姊妹
[00:09:22.000 --> 00:09:23.000]  你一定擁有
[00:09:23.000 --> 00:09:26.000]  你體會到神賜給這種
[00:09:26.000 --> 00:09:28.000]  恩賜積分的原意嗎
[00:09:28.000 --> 00:09:31.000]  其實在聖經裡面
[00:09:31.000 --> 00:09:33.000]  在哥林多前書十二章八到十節
[00:09:33.000 --> 00:09:35.000]  更加提及聖靈賜給
[00:09:35.000 --> 00:09:38.000]  有一些人有智慧的言語
[00:09:38.000 --> 00:09:39.000]  知識的言語
[00:09:39.000 --> 00:09:40.000]  信心
[00:09:40.000 --> 00:09:42.000]  醫病的恩賜
[00:09:42.000 --> 00:09:43.000]  行義能
[00:09:43.000 --> 00:09:45.000]  辨別諸靈
[00:09:45.000 --> 00:09:46.000]  說謊言
[00:09:46.000 --> 00:09:48.000]  番謊言的恩賜
[00:09:48.000 --> 00:09:51.000]  而羅馬書十二章六到八節
[00:09:51.000 --> 00:09:55.000]  講到有作執事的
[00:09:55.000 --> 00:09:57.000]  治理的恩賜
[00:09:57.000 --> 00:10:01.000]  勸化施捨憐憫人的恩賜
[00:10:01.000 --> 00:10:03.000]  弟兄姊妹
[00:10:03.000 --> 00:10:04.000]  這些的恩賜
[00:10:04.000 --> 00:10:06.000]  你有沒有想過
[00:10:06.000 --> 00:10:10.000]  原來都是可以發揮出來
[00:10:10.000 --> 00:10:15.000]  能夠健康地發展教會的呢
[00:10:15.000 --> 00:10:17.000]  我們看第二樣
[00:10:19.000 --> 00:10:22.000]  健康地發揮恩賜的目的
[00:10:22.000 --> 00:10:23.000]  在第十二節
[00:10:23.000 --> 00:10:25.000]  為要成全聖徒
[00:10:25.000 --> 00:10:26.000]  各盡其職
[00:10:26.000 --> 00:10:30.000]  建立基督的身體
[00:10:30.000 --> 00:10:33.000]  那個的成全
[00:10:33.000 --> 00:10:35.000]  有個裝備的意思
[00:10:35.000 --> 00:10:37.000]  裝備得好好
[00:10:37.000 --> 00:10:39.000]  為神所用
[00:10:39.000 --> 00:10:41.000]  今天呢
[00:10:41.000 --> 00:10:43.000]  我們會發現到
[00:10:43.000 --> 00:10:45.000]  很多人有恩賜
[00:10:45.000 --> 00:10:46.000]  但是他是糟蹋了
[00:10:46.000 --> 00:10:47.000]  埋沒了
[00:10:47.000 --> 00:10:49.000]  這個令神很傷心的
[00:10:49.000 --> 00:10:53.000]  是有一些不健康的阻滯
[00:10:53.000 --> 00:10:57.000]  或者我稱之為障礙
[00:10:57.000 --> 00:10:59.000]  我用信徒
[00:10:59.000 --> 00:11:03.000]  甲乙丙丁來講一講
[00:11:03.000 --> 00:11:06.000]  他們可以代表四類的人
[00:11:06.000 --> 00:11:07.000]  第一類呢
[00:11:07.000 --> 00:11:09.000]  甲呢
[00:11:09.000 --> 00:11:12.000]  她是一個姊妹
[00:11:12.000 --> 00:11:14.000]  以前是信民間信仰
[00:11:14.000 --> 00:11:16.000]  或者佛教那些東西
[00:11:16.000 --> 00:11:17.000]  說信耶穌
[00:11:17.000 --> 00:11:20.000]  我信 我信 我信
[00:11:20.000 --> 00:11:21.000]  但是
[00:11:21.000 --> 00:11:22.000]  接著你卻是發覺
[00:11:22.000 --> 00:11:23.000]  原來
[00:11:23.000 --> 00:11:27.000]  她是沒有將耶穌
[00:11:27.000 --> 00:11:29.000]  擺在自己人生的主權裏面
[00:11:29.000 --> 00:11:31.000]  她接受耶穌只是救主
[00:11:31.000 --> 00:11:35.000]  不當耶穌是自己人生的主宰
[00:11:35.000 --> 00:11:36.000]  所以她仍然用
[00:11:36.000 --> 00:11:38.000]  以前那種生活方式
[00:11:38.000 --> 00:11:40.000]  處事為人的心態生活
[00:11:40.000 --> 00:11:41.000]  實際上
[00:11:41.000 --> 00:11:44.000]  她完全的將自己的人生主權
[00:11:44.000 --> 00:11:46.000]  交給神管理
[00:11:46.000 --> 00:11:49.000]  她是未被主得著
[00:11:49.000 --> 00:11:50.000]  或者反過來講
[00:11:50.000 --> 00:11:55.000]  她自己仍然未能完全得著
[00:11:55.000 --> 00:11:56.000]  因為
[00:11:56.000 --> 00:11:58.000]  她未曾真正看到
[00:11:58.000 --> 00:12:01.000]  基督是我人生之寶的
[00:12:01.000 --> 00:12:04.000]  她的心眼只是其他的事物
[00:12:04.000 --> 00:12:05.000]  熟悉的東西
[00:12:05.000 --> 00:12:07.000]  她根本呢
[00:12:07.000 --> 00:12:10.000]  完全未肯接受聖經的教導
[00:12:10.000 --> 00:12:12.000]  或者讓神完全掌管
[00:12:12.000 --> 00:12:14.000]  所以講恩賜這件事
[00:12:14.000 --> 00:12:18.000]  她完全不理
[00:12:18.000 --> 00:12:20.000]  新濤月
[00:12:20.000 --> 00:12:21.000]  她呢
[00:12:21.000 --> 00:12:24.000]  是一個專業人士
[00:12:24.000 --> 00:12:25.000]  嘩
[00:12:25.000 --> 00:12:26.000]  她很聰明的
[00:12:26.000 --> 00:12:29.000]  可以說好像世界仔一樣
[00:12:29.000 --> 00:12:31.000]  亦都好像以前大老官
[00:12:31.000 --> 00:12:33.000]  梁醒波所講的
[00:12:33.000 --> 00:12:35.000]  「撈世界要聰明」
[00:12:35.000 --> 00:12:37.000]  「一於當玩把戲」
[00:12:37.000 --> 00:12:40.000]  她遊戲人間
[00:12:40.000 --> 00:12:42.000]  樣樣頭頭是道
[00:12:42.000 --> 00:12:43.000]  不過
[00:12:43.000 --> 00:12:45.000]  她都是一個很好的家長
[00:12:45.000 --> 00:12:46.000]  愛子女
[00:12:46.000 --> 00:12:48.000]  愛家庭
[00:12:48.000 --> 00:12:50.000]  她一邊說愛主
[00:12:50.000 --> 00:12:51.000]  其實她一邊呢
[00:12:51.000 --> 00:12:54.000]  都是繼續貪戀世界的事物
[00:12:54.000 --> 00:12:56.000]  和活動
[00:12:56.000 --> 00:13:00.000]  她很在意一些東西
[00:13:00.000 --> 00:13:02.000]  其實外面的名利
[00:13:02.000 --> 00:13:03.000]  虛榮
[00:13:03.000 --> 00:13:06.000]  世界很多的玩樂呢
[00:13:06.000 --> 00:13:08.000]  牽引她很大
[00:13:08.000 --> 00:13:10.000]  所以有時去了那些
[00:13:10.000 --> 00:13:13.000]  都未必著重教會那些東西
[00:13:13.000 --> 00:13:15.000]  或者恩賜那些東西
[00:13:15.000 --> 00:13:18.000]  其實你和我都知道
[00:13:18.000 --> 00:13:20.000]  人若愛世界
[00:13:20.000 --> 00:13:24.000]  愛父的心就不在他裏頭
[00:13:24.000 --> 00:13:26.000]  是不是
[00:13:26.000 --> 00:13:29.000]  雅各更講得嚴重
[00:13:29.000 --> 00:13:32.000]  如果你和世俗為友
[00:13:32.000 --> 00:13:35.000]  就是與神為敵
[00:13:35.000 --> 00:13:37.000]  這麼嚴重
[00:13:37.000 --> 00:13:39.000]  他都不理那麼多
[00:13:39.000 --> 00:13:41.000]  所以有些進途呢
[00:13:41.000 --> 00:13:42.000]  亦都是真的
[00:13:42.000 --> 00:13:43.000]  這個世界
[00:13:43.000 --> 00:13:44.000]  有時做事
[00:13:44.000 --> 00:13:46.000]  我真是經歷很多人是
[00:13:46.000 --> 00:13:48.000]  人在江湖
[00:13:48.000 --> 00:13:49.000]  身不由己
[00:13:49.000 --> 00:13:51.000]  你不是那麼容易做
[00:13:51.000 --> 00:13:54.000]  除非你裏面有種能量
[00:13:54.000 --> 00:13:56.000]  或者智慧
[00:13:56.000 --> 00:13:57.000]  所以
[00:13:57.000 --> 00:13:58.000]  很多時候
[00:13:58.000 --> 00:13:59.000]  我們見這類的人
[00:13:59.000 --> 00:14:02.000]  有很多的版本出現
[00:14:02.000 --> 00:14:04.000]  我們有時稱這類人叫做
[00:14:04.000 --> 00:14:06.000]  一腳踏兩船式的信仰
[00:14:06.000 --> 00:14:08.000]  那些子女是對聖經真理
[00:14:08.000 --> 00:14:10.000]  或者對恩賜侍奉
[00:14:10.000 --> 00:14:14.000]  未必有興趣
[00:14:14.000 --> 00:14:16.000]  在他們心靈的深處
[00:14:16.000 --> 00:14:18.000]  其實我們又想回
[00:14:18.000 --> 00:14:20.000]  我們學上不是這樣
[00:14:20.000 --> 00:14:23.000]  我們有時不肯將自己的前途
[00:14:23.000 --> 00:14:25.000]  或者自己一切
[00:14:25.000 --> 00:14:27.000]  好好地奉獻給神
[00:14:27.000 --> 00:14:29.000]  剛才都有宣傳
[00:14:29.000 --> 00:14:31.000]  宣佈一下你奉獻
[00:14:31.000 --> 00:14:33.000]  甘心樂意
[00:14:33.000 --> 00:14:36.000]  但都未必那麼甘心
[00:14:36.000 --> 00:14:38.000]  你的時間才剛
[00:14:38.000 --> 00:14:42.000]  是否甘心會寫得好為主呢
[00:14:42.000 --> 00:14:46.000]  你會善用你這樣嗎
[00:14:46.000 --> 00:14:53.000]  信徒丙
[00:14:53.000 --> 00:14:56.000]  就是一個長者
[00:14:56.000 --> 00:14:58.000]  你聽到有些長者就
[00:14:58.000 --> 00:14:59.000]  他信耶穌
[00:14:59.000 --> 00:15:00.000]  我信
[00:15:00.000 --> 00:15:01.000]  信了
[00:15:01.000 --> 00:15:03.000]  不過有時信完之後
[00:15:03.000 --> 00:15:04.000]  我老了
[00:15:04.000 --> 00:15:05.000]  我要侍奉
[00:15:05.000 --> 00:15:06.000]  你不要找我
[00:15:06.000 --> 00:15:08.000]  你找一些年輕人
[00:15:08.000 --> 00:15:09.000]  我讀書少
[00:15:09.000 --> 00:15:14.000]  你不要搞我
[00:15:14.000 --> 00:15:18.000]  很多人類似都是這樣
[00:15:18.000 --> 00:15:19.000]  不少的信徒
[00:15:19.000 --> 00:15:21.000]  其實是貪圖安人
[00:15:21.000 --> 00:15:23.000]  不肯付出
[00:15:23.000 --> 00:15:24.000]  怕麻煩
[00:15:24.000 --> 00:15:25.000]  怕困身
[00:15:25.000 --> 00:15:27.000]  真正的原因
[00:15:27.000 --> 00:15:28.000]  骨子裡原來是
[00:15:28.000 --> 00:15:31.000]  怕為主吃苦
[00:15:31.000 --> 00:15:33.000]  怕蝕底
[00:15:33.000 --> 00:15:35.000]  怕辛苦
[00:15:35.000 --> 00:15:38.000]  更怕付代價
[00:15:38.000 --> 00:15:41.000]  特別現在後現代
[00:15:41.000 --> 00:15:42.000]  這個世代
[00:15:42.000 --> 00:15:45.000]  很多人要自我感覺良好
[00:15:45.000 --> 00:15:47.000]  我要啱feel
[00:15:47.000 --> 00:15:48.000]  我要享樂
[00:15:48.000 --> 00:15:50.000]  我要開心
[00:15:50.000 --> 00:15:52.000]  搞到我麻煩
[00:15:52.000 --> 00:15:53.000]  不開心
[00:15:53.000 --> 00:15:55.000]  不要搞我
[00:15:55.000 --> 00:15:58.000]  因次是況那些
[00:15:58.000 --> 00:16:01.000]  不要搞我
[00:16:01.000 --> 00:16:03.000]  信徒丁呢
[00:16:03.000 --> 00:16:05.000]  就是另一個人
[00:16:05.000 --> 00:16:09.000]  年輕一點的
[00:16:09.000 --> 00:16:10.000]  他呢
[00:16:10.000 --> 00:16:13.000]  其實對自己沒有信心
[00:16:13.000 --> 00:16:18.000]  也對神沒有信心
[00:16:18.000 --> 00:16:19.000]  他呢
[00:16:19.000 --> 00:16:21.000]  有時信不過自己
[00:16:21.000 --> 00:16:24.000]  可以承擔任何職務
[00:16:24.000 --> 00:16:26.000]  不行的
[00:16:26.000 --> 00:16:27.000]  但是另一種
[00:16:27.000 --> 00:16:29.000]  深層的深處
[00:16:29.000 --> 00:16:31.000]  他不信任人
[00:16:31.000 --> 00:16:34.000]  那個牧師這麼懶
[00:16:34.000 --> 00:16:36.000]  都不聯絡我
[00:16:36.000 --> 00:16:39.000]  這個傳道人又怎樣怎樣的
[00:16:39.000 --> 00:16:41.000]  用一種陰謀
[00:16:41.000 --> 00:16:42.000]  或者懷疑的
[00:16:42.000 --> 00:16:44.000]  來看一些教會的事
[00:16:44.000 --> 00:16:47.000]  看的未必是完全正面
[00:16:47.000 --> 00:16:48.000]  對一些人
[00:16:48.000 --> 00:16:50.000]  我不理那麼多
[00:16:50.000 --> 00:16:52.000]  你要我侍奉嗎
[00:16:52.000 --> 00:16:53.000]  什麼恩賜嗎
[00:16:53.000 --> 00:16:54.000]  採你都傻
[00:16:54.000 --> 00:16:58.000]  我都不想盡心的侍奉
[00:16:58.000 --> 00:17:01.000]  這些是一些你生命上
[00:17:01.000 --> 00:17:03.000]  卡住你成長
[00:17:03.000 --> 00:17:07.000]  或者善用恩賜的障礙
[00:17:07.000 --> 00:17:08.000]  A B C D
[00:17:08.000 --> 00:17:11.000]  你看到沒有沒有沒有沒有
[00:17:11.000 --> 00:17:13.000]  這四個沒有
[00:17:13.000 --> 00:17:16.000]  其實是你要檢視下
[00:17:16.000 --> 00:17:20.000]  究竟你不能夠善用你的恩賜
[00:17:20.000 --> 00:17:24.000]  是不是因為更深層的原因
[00:17:24.000 --> 00:17:26.000]  有一個老信徒
[00:17:26.000 --> 00:17:27.000]  在祈禱會裏面
[00:17:27.000 --> 00:17:29.000]  突然講出一番說話
[00:17:29.000 --> 00:17:30.000]  哎呀 神啊
[00:17:30.000 --> 00:17:36.000]  我要用十言的樂器來讚美你
[00:17:36.000 --> 00:17:38.000]  參加祈禱會的人都奇怪
[00:17:38.000 --> 00:17:40.000]  明知他根本不會彈
[00:17:40.000 --> 00:17:42.000]  任何的樂器
[00:17:42.000 --> 00:17:44.000]  究竟是什麼意思呢
[00:17:44.000 --> 00:17:45.000]  這個老人家
[00:17:45.000 --> 00:17:46.000]  老信徒就說
[00:17:46.000 --> 00:17:49.000]  我們敬拜讚美神的時候
[00:17:49.000 --> 00:17:52.000]  是用我們雙手去服侍神
[00:17:52.000 --> 00:17:55.000]  用我們雙腳行在神的旨意裏面
[00:17:55.000 --> 00:18:00.000]  用我們的口為神的恩典作見證
[00:18:00.000 --> 00:18:04.000]  用我們的心來愛神
[00:18:04.000 --> 00:18:10.000]  這樣兩眼 兩耳 兩手 兩腳
[00:18:10.000 --> 00:18:14.000]  口和心加起來就是十樣東西
[00:18:14.000 --> 00:18:18.000]  這個就是十言樂器
[00:18:18.000 --> 00:18:20.000]  頂姊妹 我們的五官
[00:18:20.000 --> 00:18:26.000]  我們的手 腳 心 口
[00:18:26.000 --> 00:18:28.000]  各有功能
[00:18:28.000 --> 00:18:29.000]  為神的緣故
[00:18:29.000 --> 00:18:32.000]  你願不願意很健康地運用
[00:18:32.000 --> 00:18:35.000]  發揮出來呢
[00:18:35.000 --> 00:18:38.000]  好 我們看另一樣
[00:18:38.000 --> 00:18:39.000]  第二方面
[00:18:39.000 --> 00:18:42.000]  我們要有成長的表現
[00:18:42.000 --> 00:18:43.000]  成長的呼聲
[00:18:43.000 --> 00:18:44.000]  在第十三節
