
[00:00:00.000 --> 00:00:02.000]  Thank you 每位早晨
[00:01:15.000 --> 00:01:17.000]  遇到意外
[00:01:17.000 --> 00:01:20.000]  受傷甚至係身亡
[00:01:20.000 --> 00:01:22.000]  其中有一個呢就係
[00:01:22.000 --> 00:01:25.000]  都一段時間之前㗎啦
[00:01:25.000 --> 00:01:28.000]  就係一個叫閃娜嘅車手
[00:01:28.000 --> 00:01:32.000]  可能有部份朋友聽過
[00:01:32.000 --> 00:01:36.000]  咁佢1994年嘅時候呢
[00:01:36.000 --> 00:01:39.000]  就因著一個嘅賽事呢
[00:01:39.000 --> 00:01:42.000]  當其時佢係34歲啫
[00:01:42.000 --> 00:01:45.000]  咁就喺賽車場上面
[00:01:45.000 --> 00:01:47.000]  因為撞爛
[00:01:47.000 --> 00:01:50.000]  咁所以呢就係離開世界嘅
[00:01:50.000 --> 00:01:52.000]  咁呢個閃娜呢
[00:01:52.000 --> 00:01:55.000]  好年輕就已經成名㗎啦
[00:01:55.000 --> 00:01:59.000]  佢喺嗰陣時甚至呢
[00:01:59.000 --> 00:02:02.000]  即係嚟到比起
[00:02:02.000 --> 00:02:05.000]  當年好老師文素等等
[00:02:05.000 --> 00:02:07.000]  即係超越佢哋
[00:02:07.000 --> 00:02:09.000]  攞咗好多世界冠軍
[00:02:09.000 --> 00:02:13.000]  咁喺1994年嗰個嘅賽事嗰度
[00:02:13.000 --> 00:02:15.000]  其實預賽嘅期間呢
[00:02:15.000 --> 00:02:18.000]  已經發生咗唔少嘅意外
[00:02:18.000 --> 00:02:22.000]  有車手受傷
[00:02:22.000 --> 00:02:24.000]  嚴重受傷
[00:02:24.000 --> 00:02:26.000]  甚至係身亡嘅
[00:02:26.000 --> 00:02:29.000]  未正式已經一死一傷
[00:02:29.000 --> 00:02:31.000]  咁當其時呢
[00:02:31.000 --> 00:02:35.000]  因為閃娜比佢嘅後來者
[00:02:35.000 --> 00:02:37.000]  當其時仍然係新秀
[00:02:37.000 --> 00:02:39.000]  舒默嘉
[00:02:39.000 --> 00:02:41.000]  就緊貼喺佢後面
[00:02:41.000 --> 00:02:45.000]  於是佢就一嗌嗌咗埋個欄邊呢
[00:02:45.000 --> 00:02:47.000]  結果就撞車
[00:02:47.000 --> 00:02:49.000]  就係咁樣
[00:02:49.000 --> 00:02:52.000]  離開世界
[00:02:52.000 --> 00:02:55.000]  所以賽車梗係要快啦
[00:02:55.000 --> 00:02:57.000]  甚至起跑快
[00:02:57.000 --> 00:02:59.000]  好重要㗎喎
[00:02:59.000 --> 00:03:02.000]  但我相信更加重要嘅就係
[00:03:02.000 --> 00:03:04.000]  你完成得到得㗎
[00:03:04.000 --> 00:03:09.000]  如果喺途中因為意外身亡
[00:03:09.000 --> 00:03:12.000]  其實冇意思㗎喎
[00:03:12.000 --> 00:03:16.000]  我相信喺我哋嘅信仰歷程裏面
[00:03:16.000 --> 00:03:18.000]  都好類似
[00:03:18.000 --> 00:03:22.000]  我唔知道大家信耶穌有幾耐
[00:03:22.000 --> 00:03:25.000]  可能有啲已經一段日子
[00:03:25.000 --> 00:03:28.000]  你起跑嘅時候起跑得好快
[00:03:28.000 --> 00:03:30.000]  不過問題就係
[00:03:30.000 --> 00:03:35.000]  我哋有冇能夠呢一份嘅持守
[00:03:35.000 --> 00:03:40.000]  可以令到我哋一路跑到尾
[00:03:40.000 --> 00:03:46.000]  林用義究竟持守信仰動力嘅來源
[00:03:46.000 --> 00:03:48.000]  喺邊度嚟呢
[00:03:48.000 --> 00:03:50.000]  今日我就用羅馬書第八章
[00:03:50.000 --> 00:03:53.000]  同大家嚟到去分享
[00:03:53.000 --> 00:03:56.000]  有聖經學者就形容呢一章聖經
[00:03:56.000 --> 00:04:01.000]  係可以幫我哋去分辨究竟一個教徒
[00:04:01.000 --> 00:04:05.000]  係咪真正係確信耶穌呀
[00:04:05.000 --> 00:04:11.000]  佢唔單止係成卷羅馬書嘅重心所在
[00:04:11.000 --> 00:04:13.000]  甚至有人講到好厲害
[00:04:13.000 --> 00:04:16.000]  佢係成個新約聖經嘅核心
[00:04:16.000 --> 00:04:18.000]  咁你就聽下囉
[00:04:18.000 --> 00:04:21.000]  睇下當我講完呢十七節呢
[00:04:21.000 --> 00:04:23.000]  你有啲乜嘢嘅體會
[00:04:23.000 --> 00:04:28.000]  上一章即係第七章嘅頭半嘅部分
[00:04:28.000 --> 00:04:30.000]  保羅話畀我哋知呢
[00:04:30.000 --> 00:04:33.000]  我哋唔能夠靠住律法
[00:04:33.000 --> 00:04:36.000]  嚟到去稱賢
[00:04:36.000 --> 00:04:39.000]  所以我哋唔可以因著有律法
[00:04:39.000 --> 00:04:43.000]  幫我哋脫離罪同埋死嘅權勢
[00:04:43.000 --> 00:04:46.000]  跟住方生喺兩個禮拜之前呢
[00:04:46.000 --> 00:04:49.000]  就幫我哋講第七章嘅後半節
[00:04:49.000 --> 00:04:53.000]  佢話畀我哋聽罪好邪惡呀
[00:04:53.000 --> 00:04:57.000]  所以我哋每一日都要同佢去糾纏
[00:04:57.000 --> 00:04:59.000]  出路喺邊度
[00:04:59.000 --> 00:05:01.000]  就係第八章
[00:05:01.000 --> 00:05:03.000]  保羅講到基督徒嘅新生命
[00:05:03.000 --> 00:05:08.000]  就係要受聖靈嘅支配同埋引導
[00:05:08.000 --> 00:05:12.000]  佢強調嘅唔再係輕易咁簡單呀
[00:05:12.000 --> 00:05:16.000]  而係因著我哋能夠同耶穌嚟到連合
[00:05:16.000 --> 00:05:19.000]  聖靈內住喺我哋嘅裏面
[00:05:19.000 --> 00:05:23.000]  所以我哋能夠可以有得勝嘅新生活
[00:05:23.000 --> 00:05:25.000]  所以保羅要話畀我哋聽
[00:05:25.000 --> 00:05:28.000]  新生命唔係單單輕易
[00:05:28.000 --> 00:05:30.000]  後面仲有嘢㗎
[00:05:30.000 --> 00:05:34.000]  跟住落嚟嘅嗰個過程叫做「成性」
[00:05:34.000 --> 00:05:36.000]  甚至去到最拉尾
[00:05:36.000 --> 00:05:40.000]  同耶穌基督一同得享榮耀
[00:05:40.000 --> 00:05:44.000]  今日呢我只係能夠有時間同大家講
[00:05:44.000 --> 00:05:46.000]  第一至第十七節
[00:05:46.000 --> 00:05:48.000]  隔一個禮拜之後呢
[00:05:48.000 --> 00:05:51.000]  會再講埋下半個部分
[00:05:51.000 --> 00:05:54.000]  請大家先聽我讀一讀
[00:05:54.000 --> 00:05:57.000]  羅馬書八章一至到十七節
[00:05:57.000 --> 00:06:02.000]  聖經咁講:如今那些在基督耶穌裏的就不定罪了
[00:06:02.000 --> 00:06:04.000]  因為賜生命聖靈的律
[00:06:04.000 --> 00:06:06.000]  在基督耶穌裏釋放了我
[00:06:06.000 --> 00:06:09.000]  使我脫離罪和死的律了
[00:06:09.000 --> 00:06:13.000]  律法既因肉體軟弱有所不能行的
[00:06:13.000 --> 00:06:17.000]  臣就差見自己的兒子成為罪身的形狀
[00:06:17.000 --> 00:06:18.000]  作了屬罪制
[00:06:18.000 --> 00:06:21.000]  在肉體中定了罪案
[00:06:21.000 --> 00:06:25.000]  使律法的意成就在我們者不隨從肉體
[00:06:25.000 --> 00:06:28.000]  只隨從聖靈的人身上
[00:06:28.000 --> 00:06:31.000]  因為隨從肉體的人體貼肉體的事
[00:06:31.000 --> 00:06:34.000]  隨從聖靈的人體貼聖靈的事
[00:06:34.000 --> 00:06:36.000]  體貼肉體就是死
[00:06:36.000 --> 00:06:39.000]  體貼聖靈的乃是生命平安
[00:06:39.000 --> 00:06:42.000]  原來體貼肉體的就是與神為首
[00:06:42.000 --> 00:06:45.000]  因為不服神的律法也是不能服
[00:06:45.000 --> 00:06:49.000]  而且屬肉體的人不能得神的喜歡
[00:06:49.000 --> 00:06:52.000]  如果神的靈住在你們心裏
[00:06:52.000 --> 00:06:55.000]  你們就不屬肉體乃屬聖靈了
[00:06:55.000 --> 00:06:59.000]  人若沒有基督的靈就不是屬基督的
[00:06:59.000 --> 00:07:01.000]  基督若在你們心裏
[00:07:01.000 --> 00:07:03.000]  身體就因罪而死
[00:07:03.000 --> 00:07:05.000]  心靈卻因疑而活
[00:07:05.000 --> 00:07:08.000]  然而叫耶穌從死裏復活者的靈
[00:07:08.000 --> 00:07:10.000]  若住在你們心裏
[00:07:10.000 --> 00:07:13.000]  那叫基督耶穌從死裏復活的
[00:07:13.000 --> 00:07:16.000]  也必藉著住在你們心裏的聖靈
[00:07:16.000 --> 00:07:20.000]  使你們必死的身體又活過來
[00:07:20.000 --> 00:07:23.000]  第十二節:第一門者用看來
[00:07:23.000 --> 00:07:25.000]  我們並不是欠肉體的債
[00:07:25.000 --> 00:07:27.000]  去順從肉體活著
[00:07:27.000 --> 00:07:31.000]  你們若順從肉體活著必要死
[00:07:31.000 --> 00:07:34.000]  若靠著聖靈至死身體的惡行
[00:07:34.000 --> 00:07:35.000]  必要活著
[00:07:35.000 --> 00:07:38.000]  因為凡被神的靈引導的
[00:07:38.000 --> 00:07:40.000]  都是神的兒子
[00:07:40.000 --> 00:07:42.000]  你們所受的不是怒捕的心
[00:07:42.000 --> 00:07:44.000]  仍舊害怕
[00:07:44.000 --> 00:07:46.000]  所受的乃是兒子的心
[00:07:46.000 --> 00:07:50.000]  因此我們呼叫阿爸父
[00:07:50.000 --> 00:07:52.000]  聖靈與我們的心同正
[00:07:52.000 --> 00:07:54.000]  我們是神的兒女
[00:07:54.000 --> 00:07:56.000]  既是兒女便是後子
[00:07:56.000 --> 00:08:00.000]  就是神的後子和基督同作後子
[00:08:00.000 --> 00:08:02.000]  如果我們和他一同受苦
[00:08:02.000 --> 00:08:05.000]  也必和他一同得榮耀
[00:08:05.000 --> 00:08:09.000]  這個大段落大致上可以分為四個部份
[00:08:09.000 --> 00:08:11.000]  第一個部份是第一至第四節
[00:08:11.000 --> 00:08:15.000]  其實那裏是講給我們聽聖靈的能力
[00:08:15.000 --> 00:08:17.000]  我們可以靠著祂的大能
[00:08:17.000 --> 00:08:19.000]  來幫我們去過一個
[00:08:19.000 --> 00:08:21.000]  屬乎聖靈的生活
[00:08:21.000 --> 00:08:23.000]  在罪裏面被釋放出來
[00:08:23.000 --> 00:08:26.000]  跟著五至第八節
[00:08:26.000 --> 00:08:31.000]  告訴我們這是一個缺乏的意念
[00:08:31.000 --> 00:08:36.000]  究竟是隨從或體貼肉體
[00:08:36.000 --> 00:08:40.000]  抑或隨從體貼聖靈
[00:08:40.000 --> 00:08:42.000]  王學館沒有把這兩個字的分別
[00:08:42.000 --> 00:08:45.000]  翻譯出來但其實這裏是講一個
[00:08:45.000 --> 00:08:49.000]  意向或者意念的選擇
[00:08:49.000 --> 00:08:53.000]  第三個部份九至十三節
[00:08:53.000 --> 00:08:56.000]  是講到聖靈在我們心裏面
[00:08:56.000 --> 00:08:59.000]  令到我們無論是我們的生活
[00:08:59.000 --> 00:09:03.000]  我們的靈都可以活過來
[00:09:03.000 --> 00:09:06.000]  最後一個部份十四至十七節
[00:09:06.000 --> 00:09:10.000]  要提醒我們原來聖靈在我們生命裏面
[00:09:10.000 --> 00:09:13.000]  是能夠有明證的
[00:09:13.000 --> 00:09:15.000]  有證據的
[00:09:15.000 --> 00:09:17.000]  看得到的
[00:09:17.000 --> 00:09:20.000]  我們先逐段來
[00:09:20.000 --> 00:09:23.000]  本來在第一至第二節
[00:09:23.000 --> 00:09:24.000]  聖經這樣講
[00:09:24.000 --> 00:09:28.000]  「如今那些在基督耶穌裏的就不定罪了
[00:09:28.000 --> 00:09:30.000]  因為似生命聖靈的律
[00:09:30.000 --> 00:09:33.000]  在基督耶穌裏釋放了我
[00:09:33.000 --> 00:09:36.000]  使我脫離罪和死的律了」
[00:09:36.000 --> 00:09:38.000]  短短兩節
[00:09:38.000 --> 00:09:40.000]  本來已經重複了兩次
[00:09:40.000 --> 00:09:44.000]  告訴我們「在基督耶穌裏」
[00:09:44.000 --> 00:09:46.000]  我由年頭講到現在
[00:09:46.000 --> 00:09:51.000]  作門徒其實只有一個焦點
[00:09:51.000 --> 00:09:54.000]  就是「在主裏」
[00:09:54.000 --> 00:09:56.000]  本來在這裏告訴我們
[00:09:56.000 --> 00:09:59.000]  在耶穌基督裏面會帶來兩個結果
[00:09:59.000 --> 00:10:03.000]  第一因為祂的救贖我們不會被定罪
[00:10:03.000 --> 00:10:05.000]  接著那段經文就說
[00:10:05.000 --> 00:10:07.000]  「似生命聖靈的律
[00:10:07.000 --> 00:10:10.000]  在基督耶穌裏釋放了我
[00:10:10.000 --> 00:10:13.000]  使我脫離罪和死的律」
[00:10:13.000 --> 00:10:15.000]  你不要誤會
[00:10:15.000 --> 00:10:19.000]  「罪和死的律」這個「律」字不是講「律法」
[00:10:19.000 --> 00:10:20.000]  為什麼?
[00:10:20.000 --> 00:10:22.000]  因為同一段聖經裏面
[00:10:22.000 --> 00:10:24.000]  後面那個部份
[00:10:24.000 --> 00:10:28.000]  保羅同樣將聖靈描述為「聖靈的律」
[00:10:28.000 --> 00:10:32.000]  所以很清楚不會講「聖靈的律法」
[00:10:32.000 --> 00:10:34.000]  這個「律」是什麼來的?
[00:10:34.000 --> 00:10:37.000]  這個「律」是講權力
[00:10:37.000 --> 00:10:39.000]  是講強制的力量
[00:10:39.000 --> 00:10:41.000]  是講一個秩序
[00:10:41.000 --> 00:10:44.000]  保羅想告訴我們
[00:10:44.000 --> 00:10:49.000]  聖靈已經給了我們一股新的力量
[00:10:49.000 --> 00:10:53.000]  這個力量是幫我們去過新生活
[00:10:53.000 --> 00:10:58.000]  因為這個力量遠遠超過罪的力量
[00:10:58.000 --> 00:11:00.000]  遠遠超過死亡的力量
[00:11:00.000 --> 00:11:02.000]  所以在聖靈裏面生活
[00:11:02.000 --> 00:11:07.000]  就可以和罪和死亡的力量較量
[00:11:07.000 --> 00:11:11.000]  然後在這個秩序裏面將它釋放出來
[00:11:11.000 --> 00:11:16.000]  聖靈的力量有多重要?
[00:11:16.000 --> 00:11:20.000]  上一次我說過第七章的時候
[00:11:20.000 --> 00:11:24.000]  「律法」這個字其實在第七章
[00:11:24.000 --> 00:11:27.000]  一共出現了三十一次這麼多
[00:11:27.000 --> 00:11:33.000]  而聖靈整個第七章一次這麼多
[00:11:33.000 --> 00:11:36.000]  不過在第八章剛剛反轉
[00:11:36.000 --> 00:11:39.000]  在第八章的時候
[00:11:39.000 --> 00:11:44.000]  在由一至二十七節數一數
[00:11:44.000 --> 00:11:49.000]  就已經有十九次提到聖靈
[00:11:49.000 --> 00:11:58.000]  所以當我們去看回宣道會的信仰
[00:11:58.000 --> 00:12:06.000]  我們就說我們的神學立場不是追求靈因
[00:12:06.000 --> 00:12:10.000]  但是聖靈的工作
[00:12:10.000 --> 00:12:16.000]  仍然是我們的信仰生命一個非常重要的關鍵
[00:12:16.000 --> 00:12:19.000]  在建立門徒生命上面
[00:12:19.000 --> 00:12:25.000]  我們絕對不能忽略聖靈的工作
[00:12:25.000 --> 00:12:28.000]  然後在第三至第四節就說
[00:12:28.000 --> 00:12:30.000]  「律法既因肉體軟弱
[00:12:30.000 --> 00:12:31.000]  有所不能行的
[00:12:31.000 --> 00:12:33.000]  神就差遣自己的兒子
[00:12:33.000 --> 00:12:35.000]  成為罪身的形狀
[00:12:35.000 --> 00:12:36.000]  作了屬罪制
[00:12:36.000 --> 00:12:40.000]  在肉體中成了定了罪案
[00:12:40.000 --> 00:12:43.000]  使律法的義成就在我們這不隨從肉體
[00:12:43.000 --> 00:12:46.000]  只隨從聖靈的人身上」
[00:12:46.000 --> 00:12:48.000]  肉體這個希臘文的字
[00:12:48.000 --> 00:12:51.000]  本身是說原始的人性
[00:12:51.000 --> 00:12:55.000]  而這個當然也是帶著一個負面
[00:12:55.000 --> 00:12:59.000]  就是告訴我們人性是有罪惡的
[00:12:59.000 --> 00:13:01.000]  本性就是其中
[00:13:01.000 --> 00:13:03.000]  所以他就說
[00:13:03.000 --> 00:13:05.000]  「律法既因肉體軟弱
[00:13:05.000 --> 00:13:07.000]  有所不能行的」
[00:13:07.000 --> 00:13:08.000]  有些東西是不行的
[00:13:08.000 --> 00:13:11.000]  因為人是屬乎血氣
[00:13:11.000 --> 00:13:12.000]  有罪性的緣故
[00:13:12.000 --> 00:13:16.000]  所以律法是不能夠幫我們
[00:13:16.000 --> 00:13:20.000]  拿走我們裡面犯罪的心
[00:13:20.000 --> 00:13:25.000]  美國有一位牧者叫John McArthur
[00:13:25.000 --> 00:13:27.000]  他說過一番說話
[00:13:27.000 --> 00:13:28.000]  很清楚的
[00:13:28.000 --> 00:13:29.000]  英文的
[00:13:29.000 --> 00:13:30.000]  他這樣說
[00:13:30.000 --> 00:13:32.000]  「The law condemns the sinners
[00:13:32.000 --> 00:13:34.000]  but cannot condemn sin
[00:13:34.000 --> 00:13:37.000]  Christ's offering condemned sin
[00:13:37.000 --> 00:13:40.000]  after which the indwelling Holy Spirit
[00:13:40.000 --> 00:13:42.000]  will keep us away from sin」
[00:13:42.000 --> 00:13:44.000]  翻譯出來意思是
[00:13:44.000 --> 00:13:47.000]  律法只能夠譴責罪人
[00:13:47.000 --> 00:13:51.000]  律法是沒有辦法譴責罪惡
[00:13:51.000 --> 00:13:53.000]  但是耶穌基督的獻上
[00:13:53.000 --> 00:13:55.000]  就能夠譴責罪惡
[00:13:55.000 --> 00:13:59.000]  裡面的聖靈才幫我們
[00:13:59.000 --> 00:14:03.000]  能夠幫我們去遠離罪惡
[00:14:03.000 --> 00:14:07.000]  所以神就差遣了耶穌基督
[00:14:07.000 --> 00:14:11.000]  來完成救贖的工作
[00:14:11.000 --> 00:14:16.000]  聖經說祂成為了罪身的形狀
[00:14:16.000 --> 00:14:18.000]  呂鎮忠的翻譯就是
[00:14:18.000 --> 00:14:20.000]  用有罪的肉體的樣式
[00:14:20.000 --> 00:14:22.000]  成為了贖罪者
[00:14:22.000 --> 00:14:24.000]  或者你不要搞錯
[00:14:24.000 --> 00:14:27.000]  耶穌不是成為了罪人
[00:14:27.000 --> 00:14:28.000]  你聽清楚
[00:14:28.000 --> 00:14:34.000]  耶穌是取了這個罪身的形狀
[00:14:34.000 --> 00:14:38.000]  所以因為這樣
[00:14:38.000 --> 00:14:44.000]  結果祂就在肉體中定了罪案
[00:14:44.000 --> 00:14:46.000]  被視為有罪
[00:14:46.000 --> 00:14:50.000]  讓律法的要求
[00:14:50.000 --> 00:14:53.000]  因著它的緣故可以被承傳
[00:14:53.000 --> 00:14:57.000]  所以就能夠成為那些
[00:14:57.000 --> 00:14:59.000]  不追從肉體
[00:14:59.000 --> 00:15:02.000]  只是隨從聖靈的人
[00:15:02.000 --> 00:15:06.000]  生命裡面改變的動物
[00:15:06.000 --> 00:15:10.000]  所以神在耶穌基督裡面
[00:15:10.000 --> 00:15:13.000]  救贖的最終目的
[00:15:13.000 --> 00:15:15.000]  我是說最終目的
[00:15:15.000 --> 00:15:19.000]  不是單單叫我們清儀
[00:15:19.000 --> 00:15:23.000]  而是要求我們成聖
[00:15:23.000 --> 00:15:27.000]  直到最後能夠活出
[00:15:27.000 --> 00:15:29.000]  耶穌基督生命的樣式
[00:15:29.000 --> 00:15:31.000]  活出聖潔
[00:15:31.000 --> 00:15:35.000]  因為這樣才是
[00:15:35.000 --> 00:15:38.000]  我們所相信的三一神
[00:15:38.000 --> 00:15:42.000]  要求我們結出的果子
[00:15:42.000 --> 00:15:45.000]  祂不是只是猜險
[00:15:45.000 --> 00:15:49.000]  耶穌來到地上完成救贖的工作
[00:15:49.000 --> 00:15:51.000]  不是去到那裡就停了
[00:15:51.000 --> 00:15:54.000]  要不然聖靈我們做什麼
[00:15:54.000 --> 00:16:00.000]  聖靈是要入住在我們的心裡
[00:16:00.000 --> 00:16:03.000]  保羅在第五章第八節這樣說
[00:16:03.000 --> 00:16:05.000]  因為隨從肉體的人
[00:16:05.000 --> 00:16:06.000]  體貼肉體的事
[00:16:06.000 --> 00:16:07.000]  隨從聖靈的人
[00:16:07.000 --> 00:16:09.000]  體貼聖靈的事
[00:16:09.000 --> 00:16:11.000]  體貼肉體的就是死
[00:16:11.000 --> 00:16:14.000]  體貼聖靈的乃是生命平安
[00:16:14.000 --> 00:16:17.000]  原來體貼肉體的就是與神為首
[00:16:17.000 --> 00:16:19.000]  因為不服神的律法
[00:16:19.000 --> 00:16:20.000]  也是不能服
[00:16:20.000 --> 00:16:24.000]  而且屬肉體的人不能得神的喜歡
[00:16:24.000 --> 00:16:29.000]  究竟隨從和體貼有什麼分別呢
[00:16:29.000 --> 00:16:34.000]  在中文聖經和學本就難一點看到
[00:16:34.000 --> 00:16:37.000]  你看看其他翻譯就知道了
[00:16:37.000 --> 00:16:39.000]  所以我專門將它列出來
[00:16:39.000 --> 00:16:41.000]  在你的筆記那裡
[00:16:41.000 --> 00:16:44.000]  隨從是容易一點解
[00:16:44.000 --> 00:16:47.000]  呂鎮忠將它的譯作順著
[00:16:47.000 --> 00:16:48.000]  即是跟著
[00:16:48.000 --> 00:16:49.000]  隨從是吧
[00:16:49.000 --> 00:16:51.000]  英文NIV就更清楚
[00:16:51.000 --> 00:16:53.000]  Live according to
[00:16:53.000 --> 00:16:55.000]  體貼是什麼
[00:16:55.000 --> 00:16:56.000]  呂鎮忠的翻譯是
[00:16:56.000 --> 00:16:59.000]  意念著
[00:16:59.000 --> 00:17:00.000]  英文NIV
[00:17:00.000 --> 00:17:04.000]  Have the mind set on
[00:17:04.000 --> 00:17:07.000]  本來專門這樣寫
[00:17:07.000 --> 00:17:10.000]  就是要點出問題的癥結
[00:17:10.000 --> 00:17:13.000]  究竟在哪裡
[00:17:13.000 --> 00:17:16.000]  正因為心思意念
[00:17:16.000 --> 00:17:18.000]  你這樣想
[00:17:18.000 --> 00:17:21.000]  跟著就會做了
[00:17:21.000 --> 00:17:24.000]  所以體貼的結果
[00:17:24.000 --> 00:17:26.000]  就是隨從
[00:17:26.000 --> 00:17:30.000]  搞不定我們裡面的內心
[00:17:30.000 --> 00:17:33.000]  我們的意念
[00:17:33.000 --> 00:17:35.000]  我們是沒有辦法跟隨主的
[00:17:35.000 --> 00:17:41.000]  沒有辦法真正信服在律法之下
[00:17:41.000 --> 00:17:44.000]  我在上一個復仇教會認識
[00:17:44.000 --> 00:17:46.000]  有一位弟兄
[00:17:46.000 --> 00:17:49.000]  他是做文職的
[00:17:49.000 --> 00:17:53.000]  在我認識他之前很久
[00:17:53.000 --> 00:17:58.000]  他已經跟上任太太離婚
[00:17:58.000 --> 00:18:01.000]  完結了他的婚姻關係
[00:18:01.000 --> 00:18:05.000]  後來他也因為投資失利的緣故
[00:18:05.000 --> 00:18:07.000]  就破產了
[00:18:07.000 --> 00:18:09.000]  跟著就回教會
[00:18:09.000 --> 00:18:11.000]  跟他談
[00:18:11.000 --> 00:18:15.000]  其實他在中學的年代已經信耶穌了
[00:18:15.000 --> 00:18:17.000]  還洗禮
[00:18:17.000 --> 00:18:19.000]  不過都搞成這樣
[00:18:19.000 --> 00:18:22.000]  他回來的時候
[00:18:22.000 --> 00:18:25.000]  就跟牧者和身邊的弟兄姊妹分享
[00:18:25.000 --> 00:18:29.000]  他就在國內認識了另外一位女士
[00:18:29.000 --> 00:18:31.000]  未信耶穌的
[00:18:31.000 --> 00:18:33.000]  再婚
[00:18:33.000 --> 00:18:37.000]  當然你可以想像得到
[00:18:37.000 --> 00:18:40.000]  經濟搞不定
[00:18:40.000 --> 00:18:43.000]  還要生了個孩子
[00:18:43.000 --> 00:18:48.000]  結果當然夫婦之間很多的艾殺
[00:18:48.000 --> 00:18:50.000]  去到一個情況
[00:18:50.000 --> 00:18:53.000]  沒有辦法住在一起
[00:18:53.000 --> 00:18:56.000]  有家暴
[00:18:56.000 --> 00:19:00.000]  於是我就介紹了這位弟兄
[00:19:00.000 --> 00:19:04.000]  去關懷無家者協會的宿舍住
[00:19:04.000 --> 00:19:06.000]  沒有地方住
[00:19:06.000 --> 00:19:09.000]  為了減省家庭的開支
[00:19:09.000 --> 00:19:14.000]  他太太和孩子就回深圳住
[00:19:14.000 --> 00:19:16.000]  便宜一點
[00:19:16.000 --> 00:19:20.000]  其實教會那班弟兄姊妹很好
[00:19:20.000 --> 00:19:22.000]  集資
[00:19:22.000 --> 00:19:24.000]  知道他們的生活有難處
[00:19:24.000 --> 00:19:27.000]  支持他們的生活費
[00:19:27.000 --> 00:19:30.000]  當時我
[00:19:30.000 --> 00:19:32.000]  當然不是我一個
[00:19:32.000 --> 00:19:34.000]  和另外一個弟兄
[00:19:34.000 --> 00:19:37.000]  被委派帶著那些錢
[00:19:37.000 --> 00:19:39.000]  我想告訴你不是一次
[00:19:39.000 --> 00:19:41.000]  是不斷的
[00:19:41.000 --> 00:19:43.000]  一筆一筆錢
[00:19:43.000 --> 00:19:47.000]  帶到深圳
[00:19:47.000 --> 00:19:52.000]  拿到這位國內的太太的手上
[00:19:52.000 --> 00:19:55.000]  因為這位弟兄
[00:19:55.000 --> 00:19:59.000]  他處理他的財政實在太混賬
[00:19:59.000 --> 00:20:02.000]  他的太太信不過他
[00:20:02.000 --> 00:20:04.000]  有沒有錢買奶粉
[00:20:04.000 --> 00:20:07.000]  所以不能經老公的手
[00:20:07.000 --> 00:20:10.000]  長話短說
[00:20:10.000 --> 00:20:14.000]  雖然經過了一段相當長的時間
[00:20:14.000 --> 00:20:20.000]  但是付出了這麼多的愛心關心
[00:20:20.000 --> 00:20:22.000]  因為這位弟兄
[00:20:22.000 --> 00:20:26.000]  心裏面根本沒有真正跟隨主
[00:20:26.000 --> 00:20:31.000]  結果他都選擇離開
[00:20:31.000 --> 00:20:33.000]  聯絡不到他
[00:20:33.000 --> 00:20:36.000]  人間蒸發了
[00:20:36.000 --> 00:20:42.000]  令我們感到很惋惜
[00:20:42.000 --> 00:20:47.000]  保羅說體貼隨從聲靈
