
[00:00:00.000 --> 00:00:03.400]  相信我們都會同意的
[00:01:37.400 --> 00:01:40.000]  有些人所懼怕的東西
[00:01:40.000 --> 00:01:43.200]  卻是我們有時都意想不到
[00:01:43.200 --> 00:01:44.800]  譬如說到
[00:01:44.800 --> 00:01:49.400]  一個很專制的霸王史太林
[00:01:49.400 --> 00:01:53.800]  不知道大家知不知道他怕甚麼呢?
[00:01:53.800 --> 00:01:56.800]  原來他是怕被人毒死
[00:01:56.800 --> 00:01:59.400]  和被人暗殺
[00:01:59.400 --> 00:02:03.000]  所以他很多時候住在一個甚麼地方呢?
[00:02:03.000 --> 00:02:06.400]  住在一個地方是有八個房間的
[00:02:06.400 --> 00:02:08.400]  而這個八個房間
[00:02:08.400 --> 00:02:11.400]  有些機關可以隨時一鎖起來
[00:02:11.400 --> 00:02:14.200]  就好像銀行裏面的格萬那樣
[00:02:14.200 --> 00:02:16.600]  你進都進不到
[00:02:16.600 --> 00:02:19.200]  而亦都知道的
[00:02:19.200 --> 00:02:23.200]  就是他每一晚睡哪一間房間呢?
[00:02:23.200 --> 00:02:25.200]  是沒有人知的
[00:02:25.200 --> 00:02:26.600]  為甚麼他要這樣做呢?
[00:02:26.600 --> 00:02:28.400]  這樣生活呢?
[00:02:28.400 --> 00:02:30.200]  因為他怕人毒他
[00:02:30.200 --> 00:02:33.000]  怕人去殺死他
[00:02:33.000 --> 00:02:37.000]  這些都是很特別的怕的經歷
[00:02:37.000 --> 00:02:39.200]  怕的現象
[00:02:39.200 --> 00:02:41.600]  或者我都不妨透露少少
[00:02:41.600 --> 00:02:44.600]  我都曾經有一個很懼怕的經歷
[00:02:44.600 --> 00:02:48.000]  就是怕地震
[00:02:48.000 --> 00:02:50.800]  在香港沒有甚麼地震
[00:02:50.800 --> 00:02:54.000]  不過在1988年當我相當年輕的時候
[00:02:54.000 --> 00:02:57.800]  去到美國福洛神學院在羅省的地方讀書
[00:02:57.800 --> 00:03:01.400]  大家知道羅省都是有地震帶來的
[00:03:01.400 --> 00:03:02.400]  就是有一天
[00:03:02.400 --> 00:03:05.000]  當我在廚房做著做著的時候
[00:03:05.000 --> 00:03:07.200]  突然間就地震了
[00:03:07.200 --> 00:03:09.400]  嘩!沒試過這樣的感覺
[00:03:09.400 --> 00:03:11.200]  當震完一刻之後
[00:03:11.200 --> 00:03:13.600]  沒多久我就發現
[00:03:13.600 --> 00:03:18.200]  在我心頭裏面湧現出一種恐懼感
[00:03:18.200 --> 00:03:20.600]  幾乎是控制不到的
[00:03:20.600 --> 00:03:22.600]  嘩!我才發現原來
[00:03:22.600 --> 00:03:24.800]  人是很軟弱的
[00:03:24.800 --> 00:03:25.800]  稍微動一動
[00:03:25.800 --> 00:03:27.600]  這樣
[00:03:27.600 --> 00:03:29.400]  那些懼怕感就全部走出來
[00:03:29.400 --> 00:03:32.200]  所以之後我都要好好地回到神的面前
[00:03:32.200 --> 00:03:34.000]  禱告求神安慰
[00:03:34.000 --> 00:03:35.000]  求神幫助
[00:03:35.000 --> 00:03:37.200]  以致到可以平靜下來
[00:03:37.200 --> 00:03:42.000]  這些都是很不同的一些懼怕的經歷
[00:03:42.000 --> 00:03:44.400]  人怕很多不同的東西
[00:03:44.400 --> 00:03:48.000]  除了剛才所講的一些事件情況之外
[00:03:48.000 --> 00:03:50.600]  舉多一個例子讓大家知道
[00:03:50.600 --> 00:03:53.600]  原來有一位日本的軍人
[00:03:53.600 --> 00:03:56.400]  他的名字叫做橫井莊一
[00:03:56.400 --> 00:03:58.400]  橫井莊一
[00:03:58.400 --> 00:04:02.400]  他大概是在第二次世界大戰的時候
[00:04:02.400 --> 00:04:04.400]  的一位軍人
[00:04:04.400 --> 00:04:06.800]  他都曾經怕過一些東西
[00:04:06.800 --> 00:04:08.400]  是怎樣的情況呢?
[00:04:08.400 --> 00:04:10.800]  原來這位橫井莊一
[00:04:10.800 --> 00:04:12.600]  當他大概在1944年
[00:04:12.600 --> 00:04:16.600]  也就是第二次世界大戰將快結束的時候
[00:04:16.600 --> 00:04:20.200]  當他知道日軍已經大勢已去了
[00:04:20.200 --> 00:04:21.600]  就快失敗了
[00:04:21.600 --> 00:04:22.800]  於是他怎樣做呢?
[00:04:22.800 --> 00:04:24.200]  於是他逃走
[00:04:24.200 --> 00:04:26.400]  他是駐守在關島裏面
[00:04:26.400 --> 00:04:27.800]  他逃走在哪裏呢?
[00:04:27.800 --> 00:04:30.800]  他逃走去到一個在關島的
[00:04:30.800 --> 00:04:34.400]  地下的一個洞穴裏面
[00:04:34.400 --> 00:04:37.400]  住在那裏
[00:04:37.400 --> 00:04:39.400]  住了多少年呢?
[00:04:39.400 --> 00:04:42.600]  住了28年
[00:04:42.600 --> 00:04:46.800]  住了28年以致到1972年他才被發現
[00:04:46.800 --> 00:04:49.200]  被人抓了出來
[00:04:49.200 --> 00:04:52.000]  當然意思不是他日日夜夜都躲在那裏
[00:04:52.000 --> 00:04:53.000]  他都會走出來的
[00:04:53.000 --> 00:04:54.200]  他怎樣維生呢?
[00:04:54.200 --> 00:04:55.600]  他靠打獵
[00:04:55.600 --> 00:04:56.800]  靠吃青蛙
[00:04:56.800 --> 00:04:57.800]  吃老鼠
[00:04:57.800 --> 00:04:58.600]  吃蛇
[00:04:58.600 --> 00:04:59.200]  吃蝦
[00:04:59.200 --> 00:05:03.400]  吃一些果實來維持他的生命
[00:05:03.400 --> 00:05:06.400]  他是不是不知道二次世界大戰已經結束呢?
[00:05:06.400 --> 00:05:07.400]  不是的
[00:05:07.400 --> 00:05:11.400]  因為很多時候都有很多的單張飄下來
[00:05:11.400 --> 00:05:12.600]  他是知道的
[00:05:12.600 --> 00:05:14.400]  但是他就是這樣
[00:05:14.400 --> 00:05:16.600]  不敢走出來
[00:05:16.600 --> 00:05:20.400]  繼續住在這個洞穴裏面
[00:05:20.400 --> 00:05:22.000]  有28年
[00:05:22.000 --> 00:05:25.400]  後來被兩個人發現了才把他抓出來
[00:05:25.400 --> 00:05:28.600]  這個叫做橫井莊一
[00:05:28.600 --> 00:05:31.400]  後來人家問他為甚麼你這樣做呢?
[00:05:31.400 --> 00:05:33.400]  你怕些甚麼呢?
[00:05:33.400 --> 00:05:34.800]  你怕些甚麼呢?
[00:05:34.800 --> 00:05:36.400]  他告訴我們
[00:05:36.400 --> 00:05:40.200]  我們日本的軍人一直被教導一件事
[00:05:40.200 --> 00:05:44.400]  寧願死都不會活生生被人捉拿的
[00:05:44.400 --> 00:05:47.600]  因為這樣是一件很羞辱的事
[00:05:47.600 --> 00:05:48.800]  就是這樣
[00:05:48.800 --> 00:05:50.000]  他躲起來
[00:05:50.000 --> 00:05:52.200]  住在這裏28年
[00:05:52.200 --> 00:05:55.400]  所以我們又發現有些人所怕的東西
[00:05:55.400 --> 00:05:58.200]  又真的很難以去想像
[00:05:58.200 --> 00:05:59.400]  但是我們真的知道
[00:05:59.400 --> 00:06:02.600]  原來我們怕些甚麼呢?
[00:06:02.600 --> 00:06:07.800]  真的有很多不同的現象、事件
[00:06:07.800 --> 00:06:10.200]  所以我們可以總結來說
[00:06:10.200 --> 00:06:17.600]  其實懼怕、害怕這種感覺是一定有的
[00:06:17.600 --> 00:06:19.600]  當我們知道之後
[00:06:19.600 --> 00:06:22.000]  其實我們要學些甚麼功課呢?
[00:06:22.000 --> 00:06:23.800]  講了這麼多東西都是告訴我們
[00:06:23.800 --> 00:06:25.800]  這個世間上不同的人
[00:06:25.800 --> 00:06:28.800]  不同的時間、地點都有些人去懼怕一些東西
[00:06:28.800 --> 00:06:31.200]  那究竟我們要學些甚麼呢?
[00:06:31.200 --> 00:06:33.400]  面對人生這種懼怕的現象
[00:06:33.400 --> 00:06:35.800]  我們要學些甚麼呢?
[00:06:35.800 --> 00:06:39.800]  我們要學的不是去討論究竟有沒有懼怕
[00:06:39.800 --> 00:06:41.400]  事實上一定有
[00:06:41.400 --> 00:06:43.400]  我們要學的不是去討論
[00:06:43.400 --> 00:06:46.800]  懼怕是這一回甚麼事
[00:06:46.800 --> 00:06:48.600]  講極都可能講不完
[00:06:48.600 --> 00:06:51.800]  講極我們都不是很明白甚麼叫做懼怕
[00:06:51.800 --> 00:06:55.600]  但是今天人生寶貴的功課是要學甚麼呢?
[00:06:55.600 --> 00:06:58.400]  人生寶貴的功課就是要學
[00:06:58.400 --> 00:07:03.400]  怎樣去面對懼怕
[00:07:03.400 --> 00:07:08.400]  怎樣去面對隨時臨到的害怕
[00:07:08.400 --> 00:07:11.800]  這個才是我們人生最重要的功課
[00:07:11.800 --> 00:07:13.800]  世人都知道這些事
[00:07:13.800 --> 00:07:16.200]  所以當我們去讀書
[00:07:16.200 --> 00:07:17.200]  跟別人請教一下
[00:07:17.200 --> 00:07:21.400]  我們發現很多人提供了很多指導、教導
[00:07:21.400 --> 00:07:23.800]  告訴我們怎樣去面對害怕
[00:07:23.800 --> 00:07:25.800]  怎樣去面對懼怕
[00:07:25.800 --> 00:07:27.800]  管理學都有提醒我們
[00:07:27.800 --> 00:07:30.400]  甚麼危機管理不用那麼害怕
[00:07:30.400 --> 00:07:33.600]  我們又發現很多輔導學都提很多這些東西
[00:07:33.600 --> 00:07:36.400]  心理學又教我們怎樣去克服心理
[00:07:36.400 --> 00:07:43.800]  EQ學都會教我們怎樣去勝過這些種種的艱難
[00:07:43.800 --> 00:07:46.800]  我們的文化、人類、傳統
[00:07:46.800 --> 00:07:48.400]  都一樣在教我們
[00:07:48.400 --> 00:07:49.800]  給我們一些智慧
[00:07:49.800 --> 00:07:52.200]  怎樣去面對這些東西
[00:07:52.200 --> 00:07:55.400]  當我們知道這些教導、指導
[00:07:55.400 --> 00:07:56.400]  我們都要學習
[00:07:56.400 --> 00:07:57.800]  都要聽的
[00:07:57.800 --> 00:07:59.400]  我們也從中得益
[00:07:59.400 --> 00:08:01.400]  不過今天對我們信徒來說
[00:08:01.400 --> 00:08:02.400]  我們基督徒
[00:08:02.400 --> 00:08:04.000]  我們認識神的人來說
[00:08:04.000 --> 00:08:08.400]  我覺得不只是在這些學問上所提供的途徑
[00:08:08.400 --> 00:08:10.600]  我們要學最重要的一件事
[00:08:10.600 --> 00:08:12.400]  今天我們要學甚麼呢
[00:08:12.400 --> 00:08:15.000]  就是回到神的話語裏面
[00:08:15.000 --> 00:08:18.800]  去學習怎樣不要懼怕
[00:08:18.800 --> 00:08:22.200]  這個我相信才是最重要的事
[00:08:22.200 --> 00:08:26.400]  因為神給我們有寶貴上帝的話語
[00:08:26.400 --> 00:08:28.000]  讓我們去學習一個功課
[00:08:28.000 --> 00:08:30.800]  如果我們真的不想害怕
[00:08:30.800 --> 00:08:32.400]  不想懼怕的話
[00:08:32.400 --> 00:08:35.000]  我們最重要有一件事情要留意
[00:08:35.000 --> 00:08:37.400]  就是我們必須多點去認識
[00:08:37.400 --> 00:08:40.200]  以及去依靠我們所相信的神
[00:08:40.200 --> 00:08:41.800]  當我們越認識祂
[00:08:41.800 --> 00:08:44.600]  越相信祂、投靠祂的時候
[00:08:44.600 --> 00:08:48.800]  我相信我們的懼怕感就會越來越少
[00:08:48.800 --> 00:08:50.200]  弟兄姊妹
[00:08:50.200 --> 00:08:51.800]  讓我重複去說
[00:08:51.800 --> 00:08:54.600]  如果我們想沒有那麼多懼怕
[00:08:54.600 --> 00:08:57.400]  除去懼怕、除去害怕的時候
[00:08:57.400 --> 00:08:59.000]  有一件事我們需要做的
[00:08:59.000 --> 00:09:01.200]  就是我們需要認識
[00:09:01.200 --> 00:09:05.000]  以及依靠我們所相信的神
[00:09:05.000 --> 00:09:06.600]  讓我們越認識祂
[00:09:06.600 --> 00:09:08.400]  越能夠依靠祂的時候
[00:09:08.400 --> 00:09:12.400]  我們的懼怕就會越來越少
[00:09:12.400 --> 00:09:16.200]  所以認識神是很重要
[00:09:16.200 --> 00:09:17.200]  弟兄姊妹
[00:09:17.200 --> 00:09:20.000]  讓我們回到剛才所讀的經文
[00:09:20.000 --> 00:09:21.800]  以賽亞書的四十三章
[00:09:21.800 --> 00:09:23.400]  一到三節裏面
[00:09:23.400 --> 00:09:26.200]  我們可以很清楚地透過這段經文
[00:09:26.200 --> 00:09:30.400]  知道我們所信的神是一位怎樣的神
[00:09:30.400 --> 00:09:33.200]  然後當我們認識了這位神是怎樣的神的時候
[00:09:33.200 --> 00:09:36.800]  原來就是可以幫助我們除去懼怕
[00:09:36.800 --> 00:09:43.600]  因為這個正是上帝在這裏所顯露出來
[00:09:43.600 --> 00:09:47.200]  祂知道當時的以色列人很害怕
[00:09:47.200 --> 00:09:47.600]  為甚麼呢?
[00:09:47.600 --> 00:09:50.000]  因為這段經文的背景讓我們知道
[00:09:50.000 --> 00:09:54.800]  當時的以色列人正是一個國破家亡的時代
[00:09:54.800 --> 00:09:58.000]  他們已經被擄到巴比倫的時候
[00:09:58.000 --> 00:09:59.400]  他們沒有國家
[00:09:59.400 --> 00:10:01.800]  民族是受到欺凌
[00:10:01.800 --> 00:10:04.200]  他們的前途是暗淡的
[00:10:04.200 --> 00:10:06.200]  人生的路是很徬徨的
[00:10:06.200 --> 00:10:07.400]  不知道怎樣
[00:10:07.400 --> 00:10:09.200]  而且不是一年半載那麼短
[00:10:09.200 --> 00:10:10.400]  還是很長很長
[00:10:10.400 --> 00:10:11.600]  所以慢慢慢慢
[00:10:11.600 --> 00:10:14.800]  他們的生命裏面越來越迷茫
[00:10:14.800 --> 00:10:18.000]  他們不知道前路應該怎樣走
[00:10:18.000 --> 00:10:20.400]  然後慢慢帶出來的是甚麼呢?
[00:10:20.400 --> 00:10:21.600]  就是懼怕
[00:10:21.600 --> 00:10:25.000]  慢慢有的是一種害怕的感覺
[00:10:25.000 --> 00:10:27.000]  所以他們是很艱辛的
[00:10:27.000 --> 00:10:29.200]  但是他們是屬神的子民
[00:10:29.200 --> 00:10:30.600]  神知道的
[00:10:30.600 --> 00:10:34.000]  神要幫助他們除去這種的懼怕感、害怕感的時候
[00:10:34.000 --> 00:10:36.800]  於是神就使用以塞瓦先知
[00:10:36.800 --> 00:10:39.200]  透過以塞瓦先知講的說話
[00:10:39.200 --> 00:10:40.400]  告訴他們
[00:10:40.400 --> 00:10:41.400]  你們不用怕的
[00:10:41.400 --> 00:10:42.600]  因為你要認識我
[00:10:42.600 --> 00:10:46.200]  你就知道不用怕的
[00:10:46.200 --> 00:10:48.200]  不會有事的
[00:10:48.200 --> 00:10:51.600]  四十三章第二節裏面講到的
[00:10:51.600 --> 00:10:53.400]  他們會經歷過江河
[00:10:53.400 --> 00:10:54.400]  又有水
[00:10:54.400 --> 00:10:55.400]  又經歷過火
[00:10:55.400 --> 00:10:56.400]  這裏是甚麼意思呢?
[00:10:56.400 --> 00:10:59.400]  這個意思就是他們經歷了很多的衝擊
[00:10:59.400 --> 00:11:00.600]  很多的混亂
[00:11:00.600 --> 00:11:01.800]  很多的審判
[00:11:01.800 --> 00:11:03.000]  很多的災禍
[00:11:03.000 --> 00:11:05.000]  不過當你經歷過這些
[00:11:05.000 --> 00:11:06.200]  都沒有事的
[00:11:06.200 --> 00:11:08.200]  在第二節裏面很清楚講
[00:11:08.200 --> 00:11:10.000]  然後他就提了
[00:11:10.000 --> 00:11:12.000]  你們不用怕
[00:11:12.000 --> 00:11:13.800]  不要害怕
[00:11:13.800 --> 00:11:16.600]  怎樣可以使他們不要害怕呢?
[00:11:16.600 --> 00:11:18.800]  神用了五方面去描述
[00:11:18.800 --> 00:11:20.800]  祂是一個怎樣的神
[00:11:20.800 --> 00:11:22.000]  真的
[00:11:22.000 --> 00:11:22.600]  你不用怕
[00:11:22.600 --> 00:11:25.400]  因為我是怎樣
[00:11:25.400 --> 00:11:27.800]  原來當我們能夠越認識神的時候
[00:11:27.800 --> 00:11:29.800]  我們就不需要懼怕了
[00:11:29.800 --> 00:11:31.000]  所以在這段經文裏面
[00:11:31.000 --> 00:11:33.400]  是很清楚的告訴我們
[00:11:33.400 --> 00:11:35.000]  我們不要懼怕
[00:11:35.000 --> 00:11:37.400]  其中一個很重要的途徑
[00:11:37.400 --> 00:11:39.400]  是怎樣可以得到呢?
[00:11:39.400 --> 00:11:41.400]  就是我們認識我們的神
[00:11:41.400 --> 00:11:43.000]  投靠祂
[00:11:43.000 --> 00:11:45.000]  我們發現
[00:11:45.000 --> 00:11:47.400]  無論前面有多艱難
[00:11:47.400 --> 00:11:51.200]  我們都可以因然的渡過
[00:11:51.200 --> 00:11:52.200]  好了
[00:11:52.200 --> 00:11:53.800]  在這段經文裏面
[00:11:53.800 --> 00:11:55.400]  透露給我們知道
[00:11:55.400 --> 00:11:57.800]  神告訴我們
[00:11:57.800 --> 00:11:59.600]  有五方面
[00:11:59.600 --> 00:12:01.600]  祂是一個怎樣的神
[00:12:01.600 --> 00:12:03.200]  只要我們認識的話
[00:12:03.200 --> 00:12:05.200]  我們就可以無需懼怕
[00:12:05.200 --> 00:12:06.800]  在哪幾方面呢?
[00:12:06.800 --> 00:12:07.800]  第一
[00:12:07.800 --> 00:12:08.800]  我們發現
[00:12:08.800 --> 00:12:10.200]  原來我們的神
[00:12:10.200 --> 00:12:14.400]  是一位認識和擁抱我們的神
[00:12:14.400 --> 00:12:16.600]  在第一節裏面說到
[00:12:16.600 --> 00:12:18.400]  神說你不要害怕
[00:12:18.400 --> 00:12:20.600]  因為我救贖了你
[00:12:20.600 --> 00:12:22.800]  我曾提你的名召你
[00:12:22.800 --> 00:12:26.200]  你是屬我的
[00:12:26.200 --> 00:12:27.200]  在這裏很清楚地說
[00:12:27.200 --> 00:12:27.600]  不怕
[00:12:27.600 --> 00:12:29.800]  因為我是怎樣的神呢?
[00:12:29.800 --> 00:12:32.000]  我是救贖你的神
[00:12:32.000 --> 00:12:33.400]  你遇到很多艱難
[00:12:33.400 --> 00:12:34.200]  很困苦
[00:12:34.200 --> 00:12:35.400]  很無助的時候
[00:12:35.400 --> 00:12:36.400]  我幫助你
[00:12:36.400 --> 00:12:37.400]  我救贖你
[00:12:37.400 --> 00:12:38.800]  歸於我
[00:12:38.800 --> 00:12:39.800]  並且
[00:12:39.800 --> 00:12:41.800]  我是怎樣的?
[00:12:41.800 --> 00:12:44.400]  是完全擁抱你
[00:12:44.400 --> 00:12:46.400]  因為你是屬於我的
[00:12:46.400 --> 00:12:48.400]  而且神在這裏更加提到
[00:12:48.400 --> 00:12:51.000]  我是曾提你的名來召你
[00:12:51.000 --> 00:12:52.000]  來這樣描述
[00:12:52.000 --> 00:12:53.200]  是因為什麼意思呢?
[00:12:53.200 --> 00:12:54.200]  意思就是說
[00:12:54.200 --> 00:12:56.600]  當神說到你的名字的時候
[00:12:56.600 --> 00:12:58.800]  和來呼喚你用你的名字的時候
[00:12:58.800 --> 00:13:00.200]  很重要的一個意思就是
[00:13:00.200 --> 00:13:01.800]  神是很認識你的
[00:13:01.800 --> 00:13:03.800]  不單止認識你的名字
[00:13:03.800 --> 00:13:05.800]  並且認識你的生命
[00:13:05.800 --> 00:13:06.800]  這樣的意思
[00:13:06.800 --> 00:13:08.800]  不像我們今天隨便說一個名字
[00:13:08.800 --> 00:13:09.800]  這麼簡單
[00:13:09.800 --> 00:13:11.800]  在這個遠古的人
[00:13:11.800 --> 00:13:13.800]  當提到你的名字的時候
[00:13:13.800 --> 00:13:14.800]  是我和你有交往的
[00:13:14.800 --> 00:13:15.800]  有心交的
[00:13:15.800 --> 00:13:16.800]  這樣的意思
[00:13:16.800 --> 00:13:17.800]  所以神在這裏就說
[00:13:17.800 --> 00:13:19.800]  我提你的名字來呼召你的時候
[00:13:19.800 --> 00:13:21.800]  我是很認識你的
[00:13:21.800 --> 00:13:22.800]  所以我是救你
[00:13:22.800 --> 00:13:23.800]  救你之後
[00:13:23.800 --> 00:13:26.800]  是你完全屬於我的
[00:13:26.800 --> 00:13:28.800]  既然是這樣的時候
[00:13:28.800 --> 00:13:29.800]  你投靠我
[00:13:29.800 --> 00:13:31.800]  就不需要怕
[00:13:31.800 --> 00:13:32.800]  所以神在這裏就說出了
[00:13:32.800 --> 00:13:34.800]  第一個的理由
[00:13:34.800 --> 00:13:36.800]  神真的很認識我們
[00:13:36.800 --> 00:13:39.800]  人與人之間的認識有時候是很表面
[00:13:39.800 --> 00:13:41.800]  很單一的角度
[00:13:41.800 --> 00:13:42.800]  但是神認識我們是怎樣呢?
[00:13:42.800 --> 00:13:43.800]  很整全
[00:13:43.800 --> 00:13:44.800]  神又認識我們
[00:13:44.800 --> 00:13:46.800]  不單止認識我們過去、現在
[00:13:46.800 --> 00:13:48.800]  也認識我們的將來
[00:13:48.800 --> 00:13:50.800]  是這樣的去認識我們
[00:13:50.800 --> 00:13:52.800]  神這麼認識我們的時候
[00:13:52.800 --> 00:13:54.800]  祂又很願意去擁抱我們的時候
[00:13:54.800 --> 00:13:56.800]  祂是屬於祂的我們
[00:13:56.800 --> 00:13:58.800]  所以我們就不需要怕
[00:13:58.800 --> 00:13:59.800]  不需要怕
[00:13:59.800 --> 00:14:01.800]  因此這個就是第一個的理由
[00:14:01.800 --> 00:14:02.800]  神叫我們
[00:14:02.800 --> 00:14:04.800]  你認識祂的話
[00:14:04.800 --> 00:14:06.800]  我們就不會怕
[00:14:06.800 --> 00:14:07.800]  讓我們知道
[00:14:07.800 --> 00:14:09.800]  我們的神是認識我們
[00:14:09.800 --> 00:14:12.800]  又擁抱我們的神
[00:14:12.800 --> 00:14:14.800]  讓我們不要怕
[00:14:14.800 --> 00:14:15.800]  不單止這樣
[00:14:15.800 --> 00:14:16.800]  在這段經文裏面
[00:14:16.800 --> 00:14:18.800]  是勞列了幾種的描述
[00:14:18.800 --> 00:14:20.800]  告訴我們我們的神是怎樣
[00:14:20.800 --> 00:14:21.800]  除了這樣之外
[00:14:21.800 --> 00:14:23.800]  我們發現神在這裏有透露
[00:14:23.800 --> 00:14:25.800]  透過以賽亞先知來透露
[00:14:25.800 --> 00:14:26.800]  神是一個怎樣的神呢?
[00:14:26.800 --> 00:14:29.800]  神是一個偉大無比的神
[00:14:29.800 --> 00:14:31.800]  是一個偉大無比的神
[00:14:31.800 --> 00:14:32.800]  為甚麼我們知道
[00:14:32.800 --> 00:14:34.800]  因為在第43章第三節裏說
[00:14:34.800 --> 00:14:36.800]  神跟著怎樣說呢?
[00:14:36.800 --> 00:14:40.800]  因為我是耶和華你的神
[00:14:40.800 --> 00:14:42.800]  是以色列的聖者
[00:14:42.800 --> 00:14:44.800]  是你的救主
[00:14:44.800 --> 00:14:48.800]  神透露祂的身份
[00:14:48.800 --> 00:14:51.800]  祂的實體是怎樣
[00:14:51.800 --> 00:14:53.800]  和祂的名稱是怎樣
[00:14:53.800 --> 00:14:55.800]  這裏怎樣說呢?
[00:14:55.800 --> 00:14:58.800]  我是耶和華你的神
[00:14:58.800 --> 00:14:59.800]  大家知道在舊約裏面
[00:14:59.800 --> 00:15:00.800]  很清楚讓我們知道
[00:15:00.800 --> 00:15:03.800]  神的名稱叫做耶和華
[00:15:03.800 --> 00:15:05.800]  但是究竟耶和華這個字
[00:15:05.800 --> 00:15:06.800]  為甚麼呢?
[00:15:06.800 --> 00:15:07.800]  對我們中文來說
[00:15:07.800 --> 00:15:09.800]  這三個字都沒有甚麼意思
[00:15:09.800 --> 00:15:10.800]  但是在原來的意思
[00:15:10.800 --> 00:15:11.800]  是非常豐富
[00:15:11.800 --> 00:15:12.800]  豐富到一個地步
[00:15:12.800 --> 00:15:14.800]  我們無法只用幾個字
[00:15:14.800 --> 00:15:16.800]  可以完全掌握
[00:15:16.800 --> 00:15:18.800]  所以在聖經裏面
[00:15:18.800 --> 00:15:20.800]  在《出拉及記》第三章十四節裏
[00:15:20.800 --> 00:15:22.800]  描述耶和華是怎樣
[00:15:22.800 --> 00:15:25.800]  自有永有的神
[00:15:25.800 --> 00:15:27.800]  對我們來說已經很難掌握
[00:15:27.800 --> 00:15:30.800]  又自然有又永遠有
[00:15:30.800 --> 00:15:32.800]  但是耶和華就是這樣
[00:15:32.800 --> 00:15:34.800]  或者我們都很難掌握的時候
[00:15:34.800 --> 00:15:36.800]  所以現代中文翻譯的時候
[00:15:36.800 --> 00:15:37.800]  就會翻譯成為
[00:15:37.800 --> 00:15:38.800]  神是怎樣的神
[00:15:38.800 --> 00:15:42.800]  耶和華就是創始成中的神
[00:15:42.800 --> 00:15:44.800]  又創始又成中
[00:15:44.800 --> 00:15:45.800]  但是都很厲害
[00:15:45.800 --> 00:15:46.800]  我們一聽完之後
[00:15:46.800 --> 00:15:48.800]  耶和華的神是這樣的
[00:15:48.800 --> 00:15:51.800]  是偉大無比的
[00:15:51.800 --> 00:15:55.800]  這個就是中文的盡可能去翻譯
[00:15:55.800 --> 00:15:58.800]  如果我們稍微認識一下英文
[00:15:58.800 --> 00:15:59.800]  或者透過少少英文
[00:15:59.800 --> 00:16:01.800]  我們更加了解到耶和華
[00:16:01.800 --> 00:16:02.800]  以及所帶來的含義
[00:16:02.800 --> 00:16:04.800]  真是很厲害很超越
[00:16:04.800 --> 00:16:06.800]  英文的翻譯是怎樣呢
[00:16:06.800 --> 00:16:07.800]  容許我因為是英文
[00:16:07.800 --> 00:16:09.800]  所以用回英文
[00:16:09.800 --> 00:16:11.800]  翻譯成為耶和華的時候
[00:16:11.800 --> 00:16:12.800]  就會是怎樣
[00:16:12.800 --> 00:16:14.800]  I am what I am
[00:16:14.800 --> 00:16:16.800]  是不是很厲害呢
[00:16:16.800 --> 00:16:18.800]  I am who I am
