
[00:00:00.000 --> 00:00:02.660]  想想教會的方向,大家都很清楚
[00:02:14.240 --> 00:02:16.240]  在這個黑暗紛亂的世代
[00:02:16.240 --> 00:02:20.080]  究竟教會跟這個世界有什麼不同?
[00:02:20.080 --> 00:02:22.440]  羅馬書十二章二節
[00:02:22.440 --> 00:02:24.840]  說「不要效法這個世界
[00:02:24.840 --> 00:02:27.560]  只要心意更新而變化
[00:02:27.560 --> 00:02:30.640]  叫我們測驗何謂神善良
[00:02:30.640 --> 00:02:33.080]  順傳可喜悅的旨意」
[00:02:33.080 --> 00:02:36.000]  弟兄姊妹,我們跟這個世界有什麼不同?
[00:02:36.000 --> 00:02:39.680]  當這個世界不斷散佈仇恨
[00:02:39.680 --> 00:02:42.120]  不斷用言語去攻擊人的時候
[00:02:42.120 --> 00:02:44.600]  教會是否應該彼此相愛
[00:02:44.600 --> 00:02:45.760]  彼此接納
[00:02:45.760 --> 00:02:47.080]  彼此包容
[00:02:47.080 --> 00:02:49.360]  彼此說造就人的話
[00:02:49.360 --> 00:02:51.200]  當這個世界充滿絕望
[00:02:51.200 --> 00:02:52.640]  很多人自殺的時候
[00:02:52.640 --> 00:02:54.720]  弟兄姊妹,我們心裡也很清楚
[00:02:54.720 --> 00:02:59.000]  我們的盼望不是會毀壞、會過去的世界
[00:02:59.000 --> 00:03:01.240]  我們的盼望是掌管一切
[00:03:01.240 --> 00:03:04.360]  掌管昨天、今天、明天、掌管歷史
[00:03:04.360 --> 00:03:06.120]  就算這個世界完全過去
[00:03:06.120 --> 00:03:08.640]  神也永遠長存著,對嗎?
[00:03:08.640 --> 00:03:10.280]  當這個世界
[00:03:10.280 --> 00:03:12.920]  大家都覺得沒有任何東西掌握
[00:03:12.920 --> 00:03:15.560]  我們很清楚以色列是呼召教會
[00:03:15.560 --> 00:03:17.960]  為這個城市禱告,堵住破口
[00:03:17.960 --> 00:03:20.720]  弟兄姊妹,我們今天有沒有效法這個世界?
[00:03:20.720 --> 00:03:22.720]  因為我們跟這個世界很不同
[00:03:22.720 --> 00:03:25.040]  我們信的是獨一的真神
[00:03:25.040 --> 00:03:26.720]  我們藉著我們的禱告
[00:03:26.720 --> 00:03:30.400]  向我們的神為這個城市呼求,對嗎?
[00:03:30.400 --> 00:03:32.960]  可能在這段日子裡
[00:03:32.960 --> 00:03:40.240]  我感受到人的有限
[00:03:40.240 --> 00:03:41.880]  我們人的有限是什麼呢?
[00:03:41.880 --> 00:03:44.720]  我們的言語是有限的
[00:03:44.720 --> 00:03:46.200]  我們說的話
[00:03:46.200 --> 00:03:47.480]  可能三言兩語
[00:03:47.480 --> 00:03:50.160]  我們沒辦法代表我們整個人想的東西
[00:03:50.160 --> 00:03:51.120]  我們說出去的東西
[00:03:51.120 --> 00:03:54.400]  可能大家收的結果是不同的
[00:03:54.400 --> 00:03:55.520]  我們看的資訊
[00:03:55.520 --> 00:03:56.920]  我們的視野有限
[00:03:56.920 --> 00:03:57.640]  我們看的資訊
[00:03:57.640 --> 00:04:00.520]  可能會選擇我們自己喜歡看的資訊
[00:04:00.520 --> 00:04:03.520]  對方又會選擇他喜歡看的資訊
[00:04:03.520 --> 00:04:05.400]  結果大家在兩個世界裡面
[00:04:05.400 --> 00:04:07.360]  沒辦法溝通
[00:04:07.360 --> 00:04:09.720]  可能我們的情緒都很有限
[00:04:09.720 --> 00:04:11.720]  我不知道大家有沒有留意到
[00:04:11.720 --> 00:04:12.840]  一邊看手機
[00:04:12.840 --> 00:04:14.400]  一邊看資訊的時候
[00:04:14.400 --> 00:04:16.240]  那個黑暗的勢力
[00:04:16.240 --> 00:04:17.920]  你選擇你的資訊去看的時候
[00:04:17.920 --> 00:04:20.000]  一邊看你就越來越憤怒
[00:04:20.000 --> 00:04:21.120]  越來越憤怒
[00:04:21.120 --> 00:04:23.360]  越來越想爆對方
[00:04:23.360 --> 00:04:25.080]  很有限
[00:04:25.080 --> 00:04:27.640]  但是等一會當我們跟從耶穌的人
[00:04:27.640 --> 00:04:28.880]  我們要知道
[00:04:28.880 --> 00:04:31.080]  當人的盡頭
[00:04:31.080 --> 00:04:32.680]  就是上帝的開始
[00:04:32.680 --> 00:04:34.320]  就是神的開始
[00:04:34.320 --> 00:04:36.240]  我們為什麼要祈禱
[00:04:36.240 --> 00:04:37.520]  為什麼要敬拜
[00:04:37.520 --> 00:04:40.000]  就是因為當我們明白人的盡頭
[00:04:40.000 --> 00:04:41.280]  我們要回去
[00:04:41.280 --> 00:04:44.040]  知道這個掌管一切的主
[00:04:44.040 --> 00:04:45.440]  我們要找回神
[00:04:45.440 --> 00:04:46.600]  明白祂的心
[00:04:46.600 --> 00:04:47.840]  經歷祂的能力
[00:04:47.840 --> 00:04:49.160]  經歷祂的心意
[00:04:49.160 --> 00:04:50.600]  讓我們更加知道
[00:04:50.600 --> 00:04:51.880]  這個世界是會過去的
[00:04:51.880 --> 00:04:54.160]  唯有我們的主永遠長存
[00:04:54.160 --> 00:04:57.920]  領事會當我們與神相遇的時候
[00:04:57.920 --> 00:04:59.520]  一切都會過去
[00:04:59.520 --> 00:05:02.680]  我們的生命要得著重新的開始
[00:05:02.680 --> 00:05:05.200]  重新的重拾起來
[00:05:05.200 --> 00:05:06.720]  一切再次站立
[00:05:06.720 --> 00:05:07.600]  Amen
[00:05:07.600 --> 00:05:09.440]  領事會我們用這首詩去敬拜我們的主
[00:05:09.440 --> 00:05:11.200]  讓我們找回我們的神
[00:05:11.200 --> 00:05:12.560]  我們不是找這個世界
[00:05:12.560 --> 00:05:14.160]  我們是找回我們的主
[00:05:14.160 --> 00:05:17.040]  請上天賦讓你的兒女
[00:05:17.040 --> 00:05:18.560]  被你所愛
[00:05:18.560 --> 00:05:20.000]  被你所揀選
[00:05:20.000 --> 00:05:21.320]  捍衛寶貴的兒女
[00:05:21.320 --> 00:05:23.320]  來到你的私人寶藏面前
[00:05:23.320 --> 00:05:27.680]  我們要貼著天賦的胸膛
[00:05:27.680 --> 00:05:30.480]  讓我們更加明白你的心
[00:05:30.480 --> 00:05:34.400]  知道你的旨意
[00:05:34.400 --> 00:05:39.680]  主要拿走一切的難阻、恐懼
[00:05:39.680 --> 00:05:42.120]  在天使的爸爸的面前
[00:05:42.120 --> 00:05:43.920]  在你的懷抱裡面
[00:05:43.920 --> 00:05:47.400]  一走的恐懼都要離開我們
[00:05:47.400 --> 00:05:50.600]  你很大的慈愛充滿我們
[00:05:50.600 --> 00:05:54.040]  讓今天我們每一個都很清楚
[00:05:54.040 --> 00:05:55.640]  是你呼召我們
[00:05:55.640 --> 00:05:58.640]  揀選我們
[00:05:58.640 --> 00:06:00.560]  看重我們
[00:06:00.560 --> 00:06:03.480]  主要帶領我們更加明白你的心
[00:06:03.480 --> 00:06:04.760]  知道你的旨意
[00:06:04.760 --> 00:06:07.080]  我奉耶穌的名去宣告一切阻隔
[00:06:07.080 --> 00:06:11.000]  不屬於你的勢力都要離開我們
[00:06:11.000 --> 00:06:12.240]  光照我們
[00:06:12.240 --> 00:06:13.360]  真理的靈來到
[00:06:13.360 --> 00:06:15.760]  讓我們明白你的心意
[00:06:15.760 --> 00:06:17.160]  讓我們信服你
[00:06:17.160 --> 00:06:19.440]  因為知道主因你的旨意
[00:06:19.440 --> 00:06:23.000]  你的心是永遠最好
[00:06:23.000 --> 00:06:23.840]  最後多謝你
[00:06:23.840 --> 00:06:24.920]  聽過你的禱告
[00:06:24.920 --> 00:06:26.640]  奉耶穌基督得逞的名
[00:06:26.640 --> 00:06:27.240]  Amen
[00:06:27.240 --> 00:06:28.240]  等姐妹請坐
[00:06:28.240 --> 00:06:34.200]  有一個這樣的寓言故事
[00:06:34.200 --> 00:06:37.440]  有一個年輕人遇到人生很多的挫折
[00:06:37.440 --> 00:06:39.080]  萬念俱灰
[00:06:39.080 --> 00:06:41.360]  這一天他就拿著繩子
[00:06:41.360 --> 00:06:42.760]  走去這棵樹那裡
[00:06:42.760 --> 00:06:45.120]  想著結束自己的生命
[00:06:45.120 --> 00:06:48.960]  因為他把繩子疊在樹枝上
[00:06:48.960 --> 00:06:51.520]  那棵樹枝竟然會說話
[00:06:51.520 --> 00:06:55.440]  先生請問你可不可以不要在我上面自殺呢
[00:06:55.440 --> 00:06:58.520]  因為兩隻小鳥剛剛在我上面築巢
[00:06:58.520 --> 00:07:00.280]  如果你在我上面自殺
[00:07:00.280 --> 00:07:02.120]  我就很容易截斷
[00:07:02.120 --> 00:07:05.400]  截斷了那個鳥巢就沒辦法保存
[00:07:05.400 --> 00:07:08.120]  求你可憐一下這兩隻小鳥
[00:07:08.120 --> 00:07:11.400]  這個年輕人就很明白
[00:07:11.400 --> 00:07:14.040]  很欣賞這些樹枝的愛心
[00:07:14.040 --> 00:07:15.880]  於是就爬高一點
[00:07:15.880 --> 00:07:18.080]  想著選擇第二棵樹枝
[00:07:18.080 --> 00:07:20.640]  誰知他把繩子疊在第二棵樹枝上
[00:07:20.640 --> 00:07:22.200]  那棵樹枝又會說話
[00:07:22.200 --> 00:07:26.080]  先生請問你可不可以不要在我上面自殺呢
[00:07:26.080 --> 00:07:28.400]  因為春天快到了
[00:07:28.400 --> 00:07:30.040]  我就快開花
[00:07:30.040 --> 00:07:33.440]  到那個時間就有一群蜜蜂來我那裡採蜜
[00:07:33.440 --> 00:07:34.880]  如果你在我上面自殺
[00:07:34.880 --> 00:07:36.120]  我就容易截斷
[00:07:36.120 --> 00:07:38.320]  截斷了那些花就會凋謝
[00:07:38.320 --> 00:07:41.640]  那些蜜蜂到那個時間來就會很失望
[00:07:41.640 --> 00:07:45.400]  那個年輕人聽到他很老了不選擇自殺
[00:07:45.400 --> 00:07:48.120]  於是就爬高一點去第三棵樹枝
[00:07:48.120 --> 00:07:51.080]  誰知他還沒把繩子疊在樹枝上
[00:07:51.080 --> 00:07:52.680]  那棵樹枝又會說話
[00:07:52.680 --> 00:07:56.280]  先生請問你可不可以不要在我上面自殺呢
[00:07:56.280 --> 00:07:59.880]  因為我把自己和樹葉伸到路上
[00:07:59.880 --> 00:08:02.280]  我就很希望在走這條路的時間
[00:08:02.280 --> 00:08:04.920]  那些人走得很累很疲乏困倦
[00:08:04.920 --> 00:08:07.960]  他們得到一個很陰涼的地方可以休息
[00:08:07.960 --> 00:08:09.480]  如果你在我上面自殺
[00:08:09.480 --> 00:08:10.600]  我就會截斷
[00:08:10.600 --> 00:08:13.560]  我就幫不到那些有需要的人
[00:08:13.560 --> 00:08:16.160]  年輕人在這個時間突然間想通了
[00:08:16.160 --> 00:08:18.960]  他在問自己為甚麼我要自殺呢
[00:08:18.960 --> 00:08:20.600]  難道因為這些挫折
[00:08:20.600 --> 00:08:23.160]  為甚麼我不可以像這些樹枝那樣
[00:08:23.160 --> 00:08:27.360]  用他自己的生命去幫助其他的人呢
[00:08:27.360 --> 00:08:29.400]  這個年輕人突然間
[00:08:29.400 --> 00:08:32.680]  好像是豁然開朗明白了所有東西
[00:08:32.680 --> 00:08:34.400]  於是重新振作
[00:08:34.400 --> 00:08:35.720]  由那個時間開始
[00:08:35.720 --> 00:08:37.200]  他就忘記背後
[00:08:37.200 --> 00:08:40.680]  努力去幫助他的認識有需要的人
[00:08:40.680 --> 00:08:44.360]  很快他就成為一個很開心的慈善家
[00:08:44.360 --> 00:08:46.200]  由於他到處去幫助人
[00:08:46.200 --> 00:08:48.000]  有很多的朋友
[00:08:48.000 --> 00:08:49.320]  過了這段時間
[00:08:49.320 --> 00:08:51.800]  他成為一個很成功的人
[00:08:51.800 --> 00:08:53.360]  這個年輕人
[00:08:53.360 --> 00:08:56.480]  與這些樹枝的相遇
[00:08:56.480 --> 00:08:59.080]  顛覆了他人生的態度
[00:08:59.080 --> 00:09:01.040]  改變了他的一生
[00:09:01.040 --> 00:09:05.040]  這一棵樹可能叫做生命樹
[00:09:05.040 --> 00:09:07.040]  同樣我們信耶穌的人
[00:09:07.040 --> 00:09:09.280]  我們不是被樹枝改變
[00:09:09.280 --> 00:09:10.440]  甚麼改變我們呢
[00:09:10.440 --> 00:09:13.640]  就是我們所相信
[00:09:13.640 --> 00:09:17.400]  信靠創造天地萬物的上帝
[00:09:17.400 --> 00:09:19.080]  我們怎樣可以親近上帝呢
[00:09:19.080 --> 00:09:20.640]  我們可以藉著禱告
[00:09:20.640 --> 00:09:23.120]  我們可以敬拜與神相遇
[00:09:23.120 --> 00:09:25.080]  我們被祂生命改變
[00:09:25.080 --> 00:09:26.480]  扭轉我們的生命
[00:09:26.480 --> 00:09:28.440]  顛覆我們的人生
[00:09:28.440 --> 00:09:31.760]  今天很想跟大家用詩篇95篇
[00:09:31.760 --> 00:09:36.840]  一起去回答有關敬拜的三個問題
[00:09:36.840 --> 00:09:38.400]  第一個問題是甚麼呢
[00:09:38.400 --> 00:09:42.480]  第一個問題是為甚麼我們要敬拜神
[00:09:42.480 --> 00:09:45.120]  為甚麼我們要敬拜神
[00:09:45.120 --> 00:09:46.440]  這裡有兩個原因
[00:09:46.440 --> 00:09:47.280]  第一個原因
[00:09:47.280 --> 00:09:49.800]  因為我們的神至高至大
[00:09:49.800 --> 00:09:51.600]  所以我們要敬拜祂
[00:09:51.600 --> 00:09:55.200]  待會我們一起看詩篇95篇3至5節
[00:09:55.200 --> 00:09:56.760]  如果看到我們一起讀
[00:09:56.760 --> 00:09:57.960]  1、2、3
[00:09:57.960 --> 00:10:00.160]  因耶和華為大神
[00:10:00.160 --> 00:10:01.360]  為大王
[00:10:01.360 --> 00:10:03.480]  超乎萬神之上
[00:10:03.480 --> 00:10:05.840]  地的深處在他手中
[00:10:05.840 --> 00:10:07.960]  山的高峰也屬他
[00:10:07.960 --> 00:10:09.880]  海洋屬他
[00:10:09.880 --> 00:10:11.280]  是他造的
[00:10:11.280 --> 00:10:15.240]  寒地也是他手造成的
[00:10:15.240 --> 00:10:16.880]  為甚麼我們要敬拜神呢
[00:10:16.880 --> 00:10:20.840]  大家看詩篇95篇一共有11節
[00:10:20.840 --> 00:10:22.680]  詩篇95篇1至7節裡面
[00:10:22.680 --> 00:10:24.280]  只是7節的聖經
[00:10:24.280 --> 00:10:26.080]  裡面有不同的字眼
[00:10:26.080 --> 00:10:27.400]  其實是在說一件事
[00:10:27.400 --> 00:10:30.440]  我們敬拜的中心就是我們的上帝
[00:10:30.440 --> 00:10:31.160]  為甚麼
[00:10:31.160 --> 00:10:34.680]  因為我們的上帝是超乎萬神之上
[00:10:34.680 --> 00:10:36.320]  換句話說
[00:10:36.320 --> 00:10:38.640]  因為上帝是至大的
[00:10:38.640 --> 00:10:40.640]  但問題是甚麼叫大呢
[00:10:40.640 --> 00:10:43.840]  相信大家如果問小朋友甚麼叫大
[00:10:43.840 --> 00:10:46.520]  小朋友就會這樣說
[00:10:46.520 --> 00:10:48.360]  這樣就是大
[00:10:48.360 --> 00:10:50.000]  這麼大
[00:10:50.000 --> 00:10:53.480]  如果你問四歲以下的小朋友
[00:10:53.480 --> 00:10:56.040]  我相信有八成以上會回答大家
[00:10:56.040 --> 00:10:58.480]  你將來喜歡做甚麼
[00:10:58.480 --> 00:11:00.480]  八成以上的小朋友會回答甚麼
[00:11:00.480 --> 00:11:02.400]  開巴士
[00:11:02.400 --> 00:11:03.800]  為甚麼開巴士呢
[00:11:03.800 --> 00:11:05.800]  因為大
[00:11:05.800 --> 00:11:07.480]  但甚麼是大呢
[00:11:07.480 --> 00:11:09.280]  稍後我們一起看看照片
[00:11:09.280 --> 00:11:10.960]  甚麼是大
[00:11:10.960 --> 00:11:12.440]  這張照片
[00:11:12.440 --> 00:11:15.280]  大家也知道在宇宙當中有很多隕石
[00:11:15.280 --> 00:11:16.520]  很多的彗星
[00:11:16.520 --> 00:11:17.920]  這一粒
[00:11:17.920 --> 00:11:18.840]  也不是一粒
[00:11:18.840 --> 00:11:24.520]  這一粒是宇宙其中一粒的彗星
[00:11:24.520 --> 00:11:25.560]  是一比一的
[00:11:25.560 --> 00:11:27.120]  不是造假的
[00:11:27.120 --> 00:11:31.880]  那些專家將這一粒尺寸的隕石和彗星
[00:11:31.880 --> 00:11:35.800]  放在今天美國洛杉磯的城市
[00:11:35.800 --> 00:11:37.280]  一比一的比例
[00:11:37.280 --> 00:11:38.640]  聽眾姐妹
[00:11:38.640 --> 00:11:40.320]  如果你當時在洛杉磯
[00:11:40.320 --> 00:11:41.920]  你在哪裏呢
[00:11:41.920 --> 00:11:43.200]  在哪裏呢
[00:11:43.200 --> 00:11:44.720]  大家都不知道在哪裏
[00:11:44.720 --> 00:11:46.400]  可想而知是多大
[00:11:46.400 --> 00:11:48.080]  這個未夠大
[00:11:48.080 --> 00:11:51.080]  我們今天生活在地球
[00:11:51.080 --> 00:11:53.200]  我們看看地球在哪裏
[00:11:53.200 --> 00:11:54.960]  可能香港也未找到
[00:11:54.960 --> 00:11:56.200]  地球
[00:11:56.200 --> 00:11:58.360]  是太陽系的其中一粒星
[00:11:58.360 --> 00:11:59.800]  我們再放大一點看看
[00:11:59.800 --> 00:12:03.000]  地球是太陽系其中一粒星
[00:12:03.000 --> 00:12:06.560]  太陽系以外還有其他星系
[00:12:06.560 --> 00:12:10.960]  太陽系和其他星系加起來叫銀河系
[00:12:10.960 --> 00:12:11.800]  聽眾姐妹
[00:12:11.800 --> 00:12:12.960]  我們在哪裏呢
[00:12:12.960 --> 00:12:13.880]  地球在哪裏呢
[00:12:13.880 --> 00:12:15.280]  香港在哪裏呢
[00:12:15.280 --> 00:12:16.560]  我們再放大一點
[00:12:16.560 --> 00:12:17.880]  再看遠一點
[00:12:17.880 --> 00:12:21.760]  這個銀河系又是其中的一粒
[00:12:21.760 --> 00:12:23.480]  再放遠一點
[00:12:23.480 --> 00:12:24.680]  又放遠一點
[00:12:24.680 --> 00:12:27.320]  我們剛才看的都是其中一點
[00:12:27.320 --> 00:12:29.520]  再放大一點
[00:12:29.520 --> 00:12:31.120]  多到好像雲一樣
[00:12:31.120 --> 00:12:33.400]  所以叫星雲
[00:12:33.400 --> 00:12:35.920]  你猜還是沒得大
[00:12:35.920 --> 00:12:38.080]  再放大一點看看
[00:12:38.080 --> 00:12:40.960]  這個是可觀察的宇宙
[00:12:40.960 --> 00:12:42.320]  什麼叫可觀察的宇宙呢
[00:12:42.320 --> 00:12:44.360]  就是人類的科技技術
[00:12:44.360 --> 00:12:46.160]  可以看得見的宇宙
[00:12:46.160 --> 00:12:46.840]  換句話說
[00:12:46.840 --> 00:12:48.240]  真的宇宙
[00:12:48.240 --> 00:12:51.000]  是比這個可觀察的宇宙更加大
[00:12:51.000 --> 00:12:54.840]  聖經說神是充塞宇宙
[00:12:54.840 --> 00:12:56.520]  充塞天地
[00:12:56.520 --> 00:13:00.480]  你可以想像為何我們要敬佩我們的神
[00:13:00.480 --> 00:13:02.320]  因為我們的神是極其偉大
[00:13:02.320 --> 00:13:03.880]  比一切都大
[00:13:03.880 --> 00:13:07.280]  但是如果神只有一個大字
[00:13:07.280 --> 00:13:08.560]  跟我們沒有關係
[00:13:08.560 --> 00:13:09.880]  又沒什麼意思
[00:13:09.880 --> 00:13:10.960]  大家剛才看到
[00:13:10.960 --> 00:13:11.920]  第一個聖經說
[00:13:11.920 --> 00:13:13.880]  海洋屬他
[00:13:13.880 --> 00:13:15.640]  因為是他所做的
[00:13:15.640 --> 00:13:17.880]  寒地也是他所做的
[00:13:17.880 --> 00:13:18.400]  換句話說
[00:13:18.400 --> 00:13:20.080]  我們的神跟我們是有關係的
[00:13:20.080 --> 00:13:21.560]  不只是只有一個大字
[00:13:21.560 --> 00:13:24.440]  我們今天所身處的這個世界
[00:13:24.440 --> 00:13:27.040]  甚至我們自己也是他創造的
[00:13:27.040 --> 00:13:28.920]  所以我們在敬佩的時候
[00:13:28.920 --> 00:13:31.200]  我們在宣告神不得其大
[00:13:31.200 --> 00:13:32.520]  在我們的生命裡面
[00:13:32.520 --> 00:13:34.040]  祂是我們的神
[00:13:34.040 --> 00:13:36.520]  我們的神是超級大
[00:13:36.520 --> 00:13:40.520]  如果大家在復活節的時候回來崇拜
[00:13:40.520 --> 00:13:41.560]  我曾經說過一位
[00:13:41.560 --> 00:13:43.520]  者伯的見證
[00:13:43.520 --> 00:13:45.720]  我要交代一下小小的背景
[00:13:45.720 --> 00:13:47.680]  者伯信了耶穌
[00:13:47.680 --> 00:13:49.840]  不過他自信耶穌之後
[00:13:49.840 --> 00:13:50.920]  他沒有看過聖經
[00:13:50.920 --> 00:13:52.160]  沒有上過主日學
[00:13:52.160 --> 00:13:53.880]  沒有聽過任何教導
[00:13:53.880 --> 00:13:57.360]  也沒有人跟他用聖經栽培
[00:13:57.360 --> 00:14:00.560]  所以者伯是不懂得聖經的
[00:14:00.560 --> 00:14:01.720]  但是
[00:14:01.720 --> 00:14:03.720]  者伯昏迷的經歷
[00:14:03.720 --> 00:14:05.320]  後來他蘇醒了之後
[00:14:05.320 --> 00:14:06.480]  告訴他的經歷
[00:14:06.480 --> 00:14:09.920]  竟然跟啟示錄很相似
[00:14:09.920 --> 00:14:10.840]  他在說什麼呢
[00:14:10.840 --> 00:14:12.360]  他昏迷的時候
[00:14:12.360 --> 00:14:16.320]  好像神將他提升到天上
[00:14:16.320 --> 00:14:18.240]  以下就是他的描述
[00:14:18.240 --> 00:14:18.960]  他說
[00:14:18.960 --> 00:14:19.640]  在那個時候
[00:14:19.640 --> 00:14:21.760]  我浮來浮去
[00:14:21.760 --> 00:14:23.080]  沒有煩惱
[00:14:23.080 --> 00:14:24.640]  我之前很煩
[00:14:24.640 --> 00:14:25.720]  很心煩意亂
[00:14:25.720 --> 00:14:27.600]  但是在那個境界裡面
[00:14:27.600 --> 00:14:29.040]  我是沒有任何煩惱
[00:14:29.040 --> 00:14:30.120]  這是第一點
[00:14:30.120 --> 00:14:31.360]  第二點
[00:14:31.360 --> 00:14:32.320]  他說
[00:14:32.320 --> 00:14:36.760]  那個地方是百分之一百沒有空氣污染
[00:14:36.760 --> 00:14:38.600]  你頂尖的有沒有去過這些地方
[00:14:38.600 --> 00:14:40.000]  百分之一百沒有空氣污染
[00:14:40.000 --> 00:14:40.640]  我也想去
[00:14:40.640 --> 00:14:41.960]  我也沒試過
[00:14:41.960 --> 00:14:42.800]  第三
[00:14:42.800 --> 00:14:44.200]  最重要的是什麼呢
[00:14:44.200 --> 00:14:47.960]  以下我要做一些翻譯的
[00:14:47.960 --> 00:14:49.160]  因為者伯說的話
[00:14:49.160 --> 00:14:50.600]  不是我們基督徒的術語
[00:14:50.600 --> 00:14:53.160]  我怕大家不太明白
[00:14:53.160 --> 00:14:54.440]  所以我要做一些翻譯
[00:14:54.440 --> 00:14:55.640]  者伯說什麼呢
[00:14:55.640 --> 00:14:59.320]  他說我見到一個人在我面前
[00:14:59.320 --> 00:15:01.200]  坐在一個位置上
[00:15:01.200 --> 00:15:02.960]  那個位置坐得很高
[00:15:02.960 --> 00:15:04.800]  就是至高至大
[00:15:04.800 --> 00:15:07.360]  高高坐在寶座上
[00:15:07.360 --> 00:15:09.200]  這個人
[00:15:09.200 --> 00:15:10.800]  是跟我們不同的
[00:15:10.800 --> 00:15:12.000]  就是聖潔
[00:15:12.000 --> 00:15:13.440]  分別為聖
[00:15:13.440 --> 00:15:15.000]  他說這個人是發光的
[00:15:15.000 --> 00:15:16.280]  就是充滿榮耀
[00:15:16.280 --> 00:15:17.280]  大家明白了吧
[00:15:17.280 --> 00:15:20.120]  我用大家明白的字眼
[00:15:20.120 --> 00:15:21.480]  滿有榮耀的
[00:15:21.480 --> 00:15:22.720]  還有這個人很威風的
[00:15:22.720 --> 00:15:23.840]  在這個世界上
[00:15:23.840 --> 00:15:25.720]  是找不到像他那麼威風的
[00:15:25.720 --> 00:15:26.960]  就是我們所說的
[00:15:26.960 --> 00:15:28.960]  滿有權柄
[00:15:28.960 --> 00:15:31.200]  最重要的重點是以下
[00:15:31.200 --> 00:15:33.880]  他說我見到他
[00:15:33.880 --> 00:15:35.240]  我不用說話
[00:15:35.240 --> 00:15:37.400]  我就要趴在這裡拜他
[00:15:37.400 --> 00:15:39.000]  頂尖的敬拜就是這件事
[00:15:39.000 --> 00:15:40.760]  我們的神是聖潔的
[00:15:40.760 --> 00:15:44.360]  以以色列的敬拜為他的居所
[00:15:44.360 --> 00:15:45.120]  就是這件事
[00:15:45.120 --> 00:15:46.960]  為什麼我們的神要配得敬拜
[00:15:46.960 --> 00:15:49.920]  因為祂是至大至高
[00:15:49.920 --> 00:15:50.960]  滿有聖潔
[00:15:50.960 --> 00:15:52.080]  滿有權能的神
