
[00:00:00.000 --> 00:00:06.880]  不少人都覺得信耶穌是不錯的
[00:01:10.000 --> 00:01:11.400]  令他們覺得
[00:01:11.400 --> 00:01:13.200]  信了耶穌 做了基督徒
[00:01:13.200 --> 00:01:15.640]  就很沒有自由
[00:01:15.640 --> 00:01:17.360]  究竟剛才你舉手時
[00:01:17.360 --> 00:01:18.520]  你覺得你有自由
[00:01:18.520 --> 00:01:19.920]  或者你不舉手時
[00:01:19.920 --> 00:01:21.840]  懷疑有沒有自由的時候
[00:01:21.840 --> 00:01:23.280]  你心目中的自由
[00:01:23.280 --> 00:01:25.080]  你所理解的自由
[00:01:25.080 --> 00:01:27.040]  跟保羅說的 跟耶穌說的
[00:01:27.040 --> 00:01:30.680]  在聖經裏面的自由是否一樣呢?
[00:01:30.680 --> 00:01:32.800]  保羅怎樣去看自由呢?
[00:01:32.800 --> 00:01:35.200]  怎樣去看基督徒的自由呢?
[00:01:35.200 --> 00:01:36.720]  如果你記得在《羅馬書》裏
[00:01:36.720 --> 00:01:38.760]  我們說過
[00:01:38.760 --> 00:01:41.880]  你們是從罪屢得釋放
[00:01:41.880 --> 00:01:44.040]  因為犯罪的代價就是死
[00:01:44.040 --> 00:01:45.360]  永遠的死
[00:01:45.360 --> 00:01:48.040]  但是這個代價 耶穌幫你承受了
[00:01:48.040 --> 00:01:49.760]  祂死在十字架上
[00:01:49.760 --> 00:01:50.680]  祂復活
[00:01:50.680 --> 00:01:52.880]  所以今天我們每一個信耶穌的人
[00:01:52.880 --> 00:01:55.720]  都脫離了罪的核制
[00:01:55.720 --> 00:01:57.640]  脫離了魔鬼的控訴
[00:01:57.640 --> 00:01:59.440]  這個就是真正的自由
[00:01:59.440 --> 00:02:00.560]  所以真正的自由
[00:02:00.560 --> 00:02:01.880]  在基督裏面
[00:02:01.880 --> 00:02:04.720]  從一個罪裏面得釋放的自由
[00:02:04.720 --> 00:02:05.720]  你們知不知道
[00:02:05.720 --> 00:02:09.200]  今天我們基督徒所擁有的自由
[00:02:09.200 --> 00:02:12.800]  是用很寶貴的代價換回來的
[00:02:12.800 --> 00:02:14.200]  很昂貴的
[00:02:14.200 --> 00:02:19.200]  是因為用耶穌的命換回來的
[00:02:19.200 --> 00:02:22.120]  在《迦拉太書》的五章第一節裏說
[00:02:22.120 --> 00:02:23.640]  基督釋放了我們
[00:02:23.640 --> 00:02:25.280]  所以我們得自由
[00:02:25.280 --> 00:02:26.520]  他意思是說
[00:02:26.520 --> 00:02:28.560]  所以猶太人的信徒
[00:02:28.560 --> 00:02:30.320]  你不要停留在一個
[00:02:30.320 --> 00:02:31.840]  以堅守律法
[00:02:31.840 --> 00:02:35.560]  才有得救永生的保障的觀念裏面
[00:02:35.560 --> 00:02:37.200]  你不要有這個觀念
[00:02:37.200 --> 00:02:39.880]  摩西的律法是讓人知道
[00:02:39.880 --> 00:02:41.720]  神如何保護他的子民
[00:02:41.720 --> 00:02:44.000]  讓子民不要無法無天
[00:02:44.000 --> 00:02:45.680]  做錯事
[00:02:45.680 --> 00:02:48.600]  那個律法是反映神的聖潔
[00:02:48.600 --> 00:02:52.520]  那個律法是反映神如何愛護他的百姓
[00:02:52.520 --> 00:02:54.520]  但是如果說到救贖
[00:02:54.520 --> 00:02:56.520]  本來就是說唯有耶穌
[00:02:56.520 --> 00:02:58.520]  唯有基督
[00:02:58.520 --> 00:03:01.560]  在同一章的第五章第十三節裏
[00:03:01.560 --> 00:03:03.720]  他又和那些外邦的信徒說
[00:03:03.720 --> 00:03:05.600]  他說你們蒙召
[00:03:05.600 --> 00:03:07.360]  是為了得自由
[00:03:07.360 --> 00:03:09.680]  所以你們不要放縱你的情慾
[00:03:09.680 --> 00:03:12.840]  繼續犯罪 若無其事
[00:03:12.840 --> 00:03:16.280]  似乎在兩邊的極端裏面
[00:03:16.280 --> 00:03:19.040]  一邊就是被律法箍住
[00:03:19.040 --> 00:03:22.400]  一邊就是在自由裏面放縱
[00:03:22.400 --> 00:03:24.920]  在這個兩極裏面
[00:03:24.920 --> 00:03:29.160]  正正就是加拉太教會的信徒面對的情況
[00:03:29.160 --> 00:03:32.000]  猶太人信了耶穌之後
[00:03:32.000 --> 00:03:35.000]  仍然有一種缺乏安全感
[00:03:35.000 --> 00:03:36.400]  他覺得信了耶穌
[00:03:36.400 --> 00:03:38.840]  耶穌的救恩以外
[00:03:38.840 --> 00:03:40.120]  好像也沒有什麼差別
[00:03:40.120 --> 00:03:40.960]  就這樣信
[00:03:40.960 --> 00:03:42.880]  所以他覺得要做一些事
[00:03:42.880 --> 00:03:46.080]  才有一個全面的安全感保障
[00:03:46.080 --> 00:03:48.440]  所以就加上以往有的
[00:03:48.440 --> 00:03:52.440]  實行這個律法和守這個國禮
[00:03:52.440 --> 00:03:55.360]  這是一個習慣上的安全感
[00:03:55.360 --> 00:03:57.440]  我們其實信了耶穌很久
[00:03:57.440 --> 00:03:59.480]  也慢慢變成這樣
[00:03:59.480 --> 00:04:02.640]  如果你回教會覺得
[00:04:02.640 --> 00:04:05.080]  這段時間我的靈修不錯
[00:04:05.080 --> 00:04:06.880]  每天都有看聖經
[00:04:06.880 --> 00:04:09.240]  這段時間我回教會是很穩定的
[00:04:09.240 --> 00:04:11.040]  回到小祖 回到崇拜
[00:04:11.040 --> 00:04:13.960]  這段時間我都很熱心侍奉
[00:04:13.960 --> 00:04:16.400]  你才覺得你和神的關係很好
[00:04:16.400 --> 00:04:18.520]  你覺得有一種安全感
[00:04:18.520 --> 00:04:20.720]  我的救恩很清楚
[00:04:20.720 --> 00:04:22.560]  你的得救很有把握
[00:04:22.560 --> 00:04:25.360]  如果你偶然有這種想法
[00:04:25.360 --> 00:04:27.360]  其實你就會像猶太人一樣
[00:04:27.360 --> 00:04:30.800]  在基督以外加添一些東西
[00:04:30.800 --> 00:04:33.400]  其實這個不需要
[00:04:33.400 --> 00:04:35.640]  對於外邦人的信徒
[00:04:35.640 --> 00:04:40.840]  就像現在有些性格巨星的信徒
[00:04:40.840 --> 00:04:42.640]  他會覺得我信耶穌就可以了
[00:04:42.640 --> 00:04:44.200]  為什麼要回教會
[00:04:44.200 --> 00:04:48.400]  我在網上聽了很多道都很好聽
[00:04:48.400 --> 00:04:51.520]  我要在我的房間裡
[00:04:51.520 --> 00:04:54.400]  整隊敬拜隊和我一起敬拜
[00:04:54.400 --> 00:04:56.040]  多出名的敬拜隊都可以在這裡
[00:04:56.040 --> 00:04:57.320]  和我一起敬拜
[00:04:57.320 --> 00:04:59.480]  我為什麼要回教會
[00:04:59.480 --> 00:05:00.240]  很自我
[00:05:00.240 --> 00:05:02.720]  那種自我中心是漠視了
[00:05:02.720 --> 00:05:08.160]  一個屬神的群體裡的合一和見證
[00:05:08.160 --> 00:05:10.480]  本來在這裡就告訴你
[00:05:10.480 --> 00:05:13.120]  真正的自由在基督裡面
[00:05:13.120 --> 00:05:15.760]  如何演繹?我們來看看這段經文
[00:05:15.760 --> 00:05:18.560]  是加拉太書的五章十三至十五字
[00:05:18.560 --> 00:05:20.240]  不如我們一起讀一次好不好?
[00:05:20.240 --> 00:05:21.440]  一二三
[00:05:21.440 --> 00:05:25.160]  弟兄們,你們蒙召是要得自由
[00:05:25.160 --> 00:05:30.000]  只是不可把這自由當作放縱情慾的機會
[00:05:30.000 --> 00:05:33.000]  總要用愛心互相服侍
[00:05:33.000 --> 00:05:35.880]  因為全部律法都包括在
[00:05:35.880 --> 00:05:39.160]  「愛倫如己」這一句話之內了
[00:05:39.160 --> 00:05:40.960]  你們要謹慎
[00:05:40.960 --> 00:05:43.440]  你們若相咬相吞
[00:05:43.440 --> 00:05:47.360]  恐怕要彼此消滅了
[00:05:47.360 --> 00:05:50.560]  保羅刻意引用了利未記十九章十八節
[00:05:50.560 --> 00:05:53.360]  提到「愛倫如己」這個教導
[00:05:53.360 --> 00:05:56.400]  他說真正的自由不是你想怎樣就怎樣
[00:05:56.400 --> 00:05:58.160]  是規範在基督裡面
[00:05:58.160 --> 00:06:01.600]  如何演繹呢?就是在愛的服侍裡面
[00:06:01.600 --> 00:06:04.320]  如果你像禽獸一樣
[00:06:04.320 --> 00:06:05.720]  繫著對方不放
[00:06:05.720 --> 00:06:07.360]  彼此爭拗的話
[00:06:07.360 --> 00:06:09.280]  那就會同歸於盡了
[00:06:09.280 --> 00:06:11.560]  什麼叫做基督律的自由
[00:06:11.560 --> 00:06:13.240]  愛心的彼此服侍呢?
[00:06:13.240 --> 00:06:15.960]  我不知道你怎樣去經驗到這東西
[00:06:15.960 --> 00:06:17.280]  我最近回來看
[00:06:17.280 --> 00:06:18.640]  重複看世界盃
[00:06:18.640 --> 00:06:21.200]  我有一個感動的經驗
[00:06:21.200 --> 00:06:25.040]  有一個姐妹說她預備了一盤
[00:06:25.040 --> 00:06:27.080]  如果我沒記錯是六磅的雞翼
[00:06:27.080 --> 00:06:28.480]  她做醉雞翼
[00:06:28.480 --> 00:06:30.560]  我問她是看球賽嗎?
[00:06:30.560 --> 00:06:32.240]  她說不是,我不看的
[00:06:32.240 --> 00:06:33.880]  我說那你做這麼多雞翼的?
[00:06:33.880 --> 00:06:37.840]  她說是的,因為姐妹們晚上看球賽很辛苦的
[00:06:37.840 --> 00:06:40.720]  還有同工也很辛苦的
[00:06:40.720 --> 00:06:42.560]  還要帶著遊戲做主持人
[00:06:42.560 --> 00:06:44.760]  所以我想支持一下他們
[00:06:44.760 --> 00:06:47.440]  我很感動,就像一家人一樣
[00:06:47.440 --> 00:06:50.440]  然後怎樣去看球賽,看到很自由呢?
[00:06:50.440 --> 00:06:51.600]  真的沒有壓力的
[00:06:51.600 --> 00:06:53.520]  無論你捧哪一隊國家隊
[00:06:53.520 --> 00:06:55.400]  那些人都是為你鼓掌的
[00:06:55.400 --> 00:06:56.520]  沒問題的
[00:06:56.520 --> 00:06:58.920]  不會說你和我不一樣,我就賴著你
[00:06:58.920 --> 00:07:01.600]  不會說你那隊差一點就取笑你
[00:07:01.600 --> 00:07:02.720]  不會的
[00:07:02.720 --> 00:07:04.440]  在這裡很有安全感的
[00:07:04.440 --> 00:07:07.480]  互相的接納,互相的支持
[00:07:07.480 --> 00:07:11.680]  但是如果有仇恨或憎恨在心裡
[00:07:11.680 --> 00:07:14.040]  我們是沒有能力去愛的
[00:07:14.040 --> 00:07:15.240]  愛不了的
[00:07:15.240 --> 00:07:16.840]  就像一個姐妹
[00:07:16.840 --> 00:07:20.200]  她被在教會裡有個肢體的說話傷害了她
[00:07:20.200 --> 00:07:22.320]  她很不開心
[00:07:22.320 --> 00:07:24.800]  不開心的地步是她回不了教會
[00:07:24.800 --> 00:07:27.840]  因為她說免得見到對方的時候
[00:07:27.840 --> 00:07:29.440]  她就更加不開心
[00:07:29.440 --> 00:07:32.840]  所以她回不了教會,也不要說是侍奉
[00:07:32.840 --> 00:07:35.560]  有一天她告訴我她祈禱的時候
[00:07:35.560 --> 00:07:37.800]  阿神改變了她
[00:07:37.800 --> 00:07:40.360]  聖靈幫她在祈禱裡
[00:07:40.360 --> 00:07:43.000]  去原諒那個人,饒恕那個人
[00:07:43.000 --> 00:07:49.480]  她形容那個感覺就像在鳥籠裡飛出來那麼輕鬆
[00:07:49.480 --> 00:07:51.760]  她說那個改變就是她回到教會的時候
[00:07:51.760 --> 00:07:52.880]  見到對方
[00:07:52.880 --> 00:07:55.280]  她可以和對方打招呼
[00:07:55.280 --> 00:07:56.720]  這個是很大的改變
[00:07:56.720 --> 00:08:00.280]  她是從一個不開心的受傷害
[00:08:00.280 --> 00:08:04.400]  那種憎恨裡面釋放了出來
[00:08:04.400 --> 00:08:05.800]  所以第一點我說
[00:08:05.800 --> 00:08:07.560]  基督裡真自由
[00:08:07.560 --> 00:08:09.960]  這個自由不是你做什麼
[00:08:09.960 --> 00:08:11.600]  你喜歡做什麼就做什麼
[00:08:11.600 --> 00:08:15.760]  而是一個擁有真正自由的生命在基督裡
[00:08:15.760 --> 00:08:18.800]  是基督將我們釋放出來
[00:08:18.800 --> 00:08:22.480]  有一個姐妹她帶了一個親人來見我
[00:08:22.480 --> 00:08:25.560]  第一次見面的時候親人說她的情況
[00:08:25.560 --> 00:08:26.760]  都很困難
[00:08:26.760 --> 00:08:29.240]  因為她說那個經濟壓力很大
[00:08:29.240 --> 00:08:30.880]  她不是沒得吃沒得住
[00:08:30.880 --> 00:08:33.000]  不過她做生意都很難做
[00:08:33.000 --> 00:08:35.440]  所以經常提心吊膽
[00:08:35.440 --> 00:08:37.800]  而最令她絕望的
[00:08:37.800 --> 00:08:40.640]  就是她辛辛苦苦捱大兒子大學畢業
[00:08:40.640 --> 00:08:42.880]  她不去做事
[00:08:42.880 --> 00:08:44.200]  她不踏出社會做事
[00:08:44.200 --> 00:08:45.720]  她覺得很絕望
[00:08:45.720 --> 00:08:47.520]  她很不開心
[00:08:47.520 --> 00:08:48.960]  那我為她祈禱的時候
[00:08:48.960 --> 00:08:50.640]  她很大感動
[00:08:50.640 --> 00:08:52.800]  那我就問這位親人
[00:08:52.800 --> 00:08:55.160]  我說你想不想信耶穌
[00:08:55.160 --> 00:08:57.400]  她就說信耶穌好
[00:08:57.400 --> 00:08:59.560]  不過不是這個時間遲一點
[00:08:59.560 --> 00:09:00.880]  我說為什麼
[00:09:00.880 --> 00:09:03.640]  因為她說我不是經常回到教會
[00:09:03.640 --> 00:09:06.440]  還有我先做好一點
[00:09:06.440 --> 00:09:07.800]  因為她覺得自己的品格
[00:09:07.800 --> 00:09:09.920]  各樣的操行都做得不太好
[00:09:09.920 --> 00:09:11.760]  她覺得基督徒可以有好的品格
[00:09:11.760 --> 00:09:13.920]  所以她說讓我先做好一點
[00:09:13.920 --> 00:09:15.160]  然後
[00:09:15.160 --> 00:09:16.600]  用一件事就是
[00:09:16.600 --> 00:09:18.080]  她說
[00:09:18.080 --> 00:09:20.600]  讓我先解決一些問題
[00:09:20.600 --> 00:09:21.640]  那我心想
[00:09:21.640 --> 00:09:23.480]  那不是你的問題解決不了
[00:09:23.480 --> 00:09:26.000]  那我就問耶穌可不可以幫我解決
[00:09:26.000 --> 00:09:27.520]  我們是這樣的
[00:09:27.520 --> 00:09:29.520]  就因為我們不行所以才去找耶穌
[00:09:29.520 --> 00:09:31.520]  她是反過來的我可以才去找耶穌
[00:09:31.520 --> 00:09:33.360]  我想是時候到了
[00:09:33.360 --> 00:09:34.720]  所以呢
[00:09:34.720 --> 00:09:36.720]  就好了就祝福她
[00:09:36.720 --> 00:09:40.240]  那下一次過了沒多久之後她又約我
[00:09:40.240 --> 00:09:41.960]  她就說
[00:09:41.960 --> 00:09:45.120]  你上次跟我祈禱我真的挺舒服 舒服了
[00:09:45.120 --> 00:09:46.640]  不過我還是有點胃痛
[00:09:46.640 --> 00:09:48.200]  我還是睡不著
[00:09:48.200 --> 00:09:50.440]  她又重覆說一次她的困難
[00:09:50.440 --> 00:09:53.080]  跟上次基本上是一樣的
[00:09:53.080 --> 00:09:54.200]  那我
[00:09:54.200 --> 00:09:56.040]  再為她祈禱的時候我就很大感動
[00:09:56.040 --> 00:09:58.400]  我只是求神
[00:09:58.400 --> 00:10:02.800]  讓她看到明白到上帝的那份愛
[00:10:02.800 --> 00:10:05.000]  我想她知道上帝愛她
[00:10:05.000 --> 00:10:07.920]  我為她祈禱我想聖靈讓她明白
[00:10:07.920 --> 00:10:10.800]  不是靠她的能力
[00:10:10.800 --> 00:10:12.720]  去解決她的困難
[00:10:12.720 --> 00:10:14.280]  我想她去明白
[00:10:14.280 --> 00:10:17.640]  神才能幫她解決她的困難
[00:10:17.640 --> 00:10:19.800]  那我一直為她祈禱的時候她也很大感動
[00:10:19.800 --> 00:10:21.280]  她也在哭
[00:10:21.280 --> 00:10:23.240]  那接著哭完之後
[00:10:23.240 --> 00:10:24.560]  我又問她
[00:10:24.560 --> 00:10:25.800]  你相不相信耶穌啊
[00:10:25.800 --> 00:10:27.920]  你覺得時候到了沒
[00:10:27.920 --> 00:10:29.240]  她就馬上說
[00:10:29.240 --> 00:10:31.040]  我覺得這個神很真
[00:10:31.040 --> 00:10:32.520]  所以我相信祂
[00:10:32.520 --> 00:10:34.520]  那我就去做了決志祈禱
[00:10:34.520 --> 00:10:36.200]  為什麼在祈禱的過程中
[00:10:36.200 --> 00:10:38.200]  她自己
[00:10:38.200 --> 00:10:39.800]  經歷到上帝很真呢
[00:10:39.800 --> 00:10:40.960]  我不是很清楚
[00:10:40.960 --> 00:10:41.680]  解釋不了
[00:10:41.680 --> 00:10:43.200]  不過她真的經歷到
[00:10:43.200 --> 00:10:44.480]  她覺得上帝很真
[00:10:44.480 --> 00:10:45.760]  這個神很真
[00:10:45.760 --> 00:10:47.760]  所以她決志她真的要相信
[00:10:47.760 --> 00:10:50.680]  相信了之後她的問題是不是解決了呢
[00:10:50.680 --> 00:10:52.880]  我跟她談起來其實沒什麼大改變
[00:10:52.880 --> 00:10:54.920]  不過她自己就很不同了
[00:10:54.920 --> 00:10:56.360]  她說
[00:10:56.360 --> 00:10:58.000]  她的身體好像放鬆了
[00:10:58.000 --> 00:11:00.000]  她睡著了
[00:11:00.000 --> 00:11:02.280]  還有她的胃沒那麼痛了
[00:11:02.280 --> 00:11:03.880]  還有一件最神奇的事
[00:11:03.880 --> 00:11:06.040]  就是她覺得自己不能回教會
[00:11:06.040 --> 00:11:07.320]  現在沒有人約她
[00:11:07.320 --> 00:11:08.280]  沒有人提醒她
[00:11:08.280 --> 00:11:10.000]  她自己想回教會崇拜
[00:11:10.000 --> 00:11:12.080]  她決定她自己
[00:11:12.080 --> 00:11:13.160]  有種動力
[00:11:13.160 --> 00:11:15.840]  她想自己回教會崇拜
[00:11:15.840 --> 00:11:18.960]  是她自己裡面不知道為什麼會變了
[00:11:18.960 --> 00:11:24.960]  我相信這是聖靈改變她的經歷
[00:11:24.960 --> 00:11:26.280]  保羅強調
[00:11:26.280 --> 00:11:29.320]  信徒要擁有真正自由的生命
[00:11:29.320 --> 00:11:32.960]  能夠用愛心彼此去服侍
[00:11:32.960 --> 00:11:36.120]  不是我們靠律法的規條
[00:11:36.120 --> 00:11:37.760]  做什麼可以達成的
[00:11:37.760 --> 00:11:39.280]  是聖靈的能力
[00:11:39.280 --> 00:11:42.080]  就好像那位姐妹的親人
[00:11:42.080 --> 00:11:45.160]  是聖靈的能力幫助她去明白
[00:11:45.160 --> 00:11:46.560]  神那份的愛
[00:11:46.560 --> 00:11:48.000]  那份的真實
[00:11:48.000 --> 00:11:50.600]  但是也要信徒的信心
[00:11:50.600 --> 00:11:52.640]  今天你要將你所知道的
[00:11:52.640 --> 00:11:55.080]  你所相信的去實踐
[00:11:55.080 --> 00:11:56.320]  你實踐的時候
[00:11:56.320 --> 00:11:59.520]  你才知道原來聖靈是那麼大有能力
[00:11:59.520 --> 00:12:03.240]  去幫你去做一些你以為做不到的事
[00:12:03.240 --> 00:12:04.600]  不過問題是
[00:12:04.600 --> 00:12:07.680]  我們怎樣看到聖靈幫助我們呢
[00:12:07.680 --> 00:12:09.480]  我想跟大家讀一段經文
[00:12:09.480 --> 00:12:10.280]  我們一起讀好嗎
[00:12:10.280 --> 00:12:11.880]  是加拉太書的五章
[00:12:11.880 --> 00:12:13.400]  十六至十八節
[00:12:13.400 --> 00:12:14.720]  一二三
[00:12:14.720 --> 00:12:15.640]  我說
[00:12:15.640 --> 00:12:18.520]  你們要順著聖靈而行
[00:12:18.520 --> 00:12:21.640]  絕不可滿足肉體的情慾
[00:12:21.640 --> 00:12:25.000]  因為肉體的情慾和聖靈相爭
[00:12:25.000 --> 00:12:27.440]  聖靈和肉體相爭
[00:12:27.440 --> 00:12:29.880]  這兩個彼此敵對
[00:12:29.880 --> 00:12:33.080]  使你們不能做所願意做的
[00:12:33.080 --> 00:12:35.600]  但你們若被聖靈引導
[00:12:35.600 --> 00:12:38.720]  就不在律法之下
[00:12:38.720 --> 00:12:40.880]  什麼叫做活在聖靈裡面呢
[00:12:40.880 --> 00:12:43.800]  就是說你將那個話事權給聖靈
[00:12:43.800 --> 00:12:46.520]  就是說你心裡面不是你去話事
[00:12:46.520 --> 00:12:47.840]  是聖靈的話事
[00:12:47.840 --> 00:12:49.560]  什麼是聖靈話事呢
[00:12:49.560 --> 00:12:51.240]  其實有些時候
[00:12:51.240 --> 00:12:53.480]  你覺得有一刻聖靈感動你
[00:12:53.480 --> 00:12:55.400]  你就停在那一刻的感動裡面
[00:12:55.400 --> 00:12:57.280]  再想一想你怎麼回應
[00:12:57.280 --> 00:12:58.720]  其實你是選擇的
[00:12:58.720 --> 00:13:01.440]  你選擇停在那個感動裡面想一想
[00:13:01.440 --> 00:13:03.880]  還是你馬上否定了它之後
[00:13:03.880 --> 00:13:05.000]  繼續做自己的事
[00:13:05.000 --> 00:13:06.240]  想自己的事
[00:13:06.240 --> 00:13:08.720]  這是你的選擇
[00:13:08.720 --> 00:13:09.560]  我們說
[00:13:09.560 --> 00:13:11.480]  聖靈和肉體相爭
[00:13:11.480 --> 00:13:13.480]  是一場你不能逃避
[00:13:13.480 --> 00:13:17.520]  也不能妥協的爭戰
[00:13:17.520 --> 00:13:19.920]  你知不知道自己在打仗
[00:13:19.920 --> 00:13:21.920]  整天在擾交戰
[00:13:21.920 --> 00:13:23.280]  你想做的事做不到
[00:13:23.280 --> 00:13:24.800]  你不想做的事經常去做
[00:13:24.800 --> 00:13:27.080]  你有沒有這種情況
[00:13:27.080 --> 00:13:29.800]  有時候我們說認清你的戰場
[00:13:29.800 --> 00:13:32.760]  你才能夠對準你的敵人
[00:13:32.760 --> 00:13:34.720]  你知不知道你的戰場在哪裡
[00:13:34.720 --> 00:13:37.320]  很多人說我的戰場在我的公司
[00:13:37.320 --> 00:13:39.040]  我的戰場在我的家庭
[00:13:39.040 --> 00:13:41.320]  我的戰場甚至在我的教會
[00:13:41.320 --> 00:13:43.360]  但很多時候我想告訴你
[00:13:43.360 --> 00:13:46.080]  你的戰場在你的內心
[00:13:46.080 --> 00:13:48.600]  你的敵人其實就是
[00:13:48.600 --> 00:13:51.320]  你一個舊我
[00:13:51.320 --> 00:13:52.600]  是你自己
[00:13:52.600 --> 00:13:54.840]  一個犯罪慣了的你自己
[00:13:54.840 --> 00:13:55.920]  和一個
[00:13:55.920 --> 00:13:59.040]  真是你重生的你自己
[00:13:59.040 --> 00:14:00.600]  在對敵
[00:14:00.600 --> 00:14:03.920]  就好像漫畫裡的Sally
[00:14:03.920 --> 00:14:06.080]  我們最大的問題
[00:14:06.080 --> 00:14:08.280]  就是我裡面知道
[00:14:08.280 --> 00:14:11.080]  但我外面做不到
[00:14:11.080 --> 00:14:12.080]  我不知道你有沒有想過
[00:14:12.080 --> 00:14:13.760]  你最近的戰場是什麼
[00:14:13.760 --> 00:14:15.080]  就是在你內心裡
[00:14:15.080 --> 00:14:17.880]  有什麼是你在擾交戰
[00:14:17.880 --> 00:14:19.760]  就是你想做的事做不到
[00:14:19.760 --> 00:14:21.680]  你不想做的事經常去做
[00:14:21.680 --> 00:14:24.280]  這些是交戰的裏面
[00:14:24.280 --> 00:14:27.800]  你想不想到是什麼
[00:14:27.800 --> 00:14:30.080]  《加拉太書》第五章19至21節
[00:14:30.080 --> 00:14:32.480]  有一個罪的清單
[00:14:32.480 --> 00:14:34.640]  如果你看這張清單裏面
[00:14:34.640 --> 00:14:36.880]  很多時候未信主的人
[00:14:36.880 --> 00:14:38.840]  他都會覺得
[00:14:38.840 --> 00:14:40.600]  他會去做
[00:14:40.600 --> 00:14:41.840]  很自由地去做
[00:14:41.840 --> 00:14:44.600]  我們說這個是從人的程序而來
[00:14:44.600 --> 00:14:46.440]  那個假自由
[00:14:46.440 --> 00:14:48.560]  是令你覺得做了沒有問題
[00:14:48.560 --> 00:14:49.680]  是一個假的自由
[00:14:49.680 --> 00:14:50.880]  騙人的自由
[00:14:50.880 --> 00:14:54.440]  是魔鬼要來克制人的東西
[00:14:54.440 --> 00:14:55.640]  如果你看這張清單裏面
[00:14:55.640 --> 00:14:57.080]  有些是情慾的罪
[00:14:57.080 --> 00:14:58.760]  放蕩 淫亂
[00:14:58.760 --> 00:15:00.520]  有些是拜偶像的罪
[00:15:00.520 --> 00:15:03.040]  就是希望得到邪靈的好處
[00:15:03.040 --> 00:15:06.800]  有些是人際關係裏面憎恨人的罪
[00:15:06.800 --> 00:15:07.920]  有些是結黨
[00:15:07.920 --> 00:15:10.640]  有些是紛爭 妒忌 仇恨
[00:15:10.640 --> 00:15:14.200]  有些是節制不了任意妄為的罪
[00:15:14.200 --> 00:15:16.280]  謊言 醉酒
[00:15:16.280 --> 00:15:18.280]  在這張清單裏面
[00:15:18.280 --> 00:15:21.880]  其實你可能想到這張清單以外
[00:15:21.880 --> 00:15:23.440]  還有些是罪
[00:15:23.440 --> 00:15:25.920]  因為保羅說我只是給例子
[00:15:25.920 --> 00:15:28.880]  你可能想到一些保羅沒有說出來的例子
[00:15:28.880 --> 00:15:32.440]  等類的意思就是例如這些例子
[00:15:32.440 --> 00:15:36.400]  現代版裏面可能想到更多的例子
[00:15:36.400 --> 00:15:39.880]  例如你會上網看色情片
[00:15:39.880 --> 00:15:42.040]  不停地上網
[00:15:42.040 --> 00:15:44.160]  看一些不應該看的東西
[00:15:44.160 --> 00:15:47.280]  在虛擬世界裏面犯奸淫
[00:15:47.280 --> 00:15:50.840]  帶一些以為會帶來好運的飾物
[00:15:50.840 --> 00:15:55.400]  這些其實有些事情
[00:15:55.400 --> 00:15:58.040]  你不應該做的事情
[00:15:58.040 --> 00:15:59.960]  你很忙的時候也會做
[00:15:59.960 --> 00:16:01.720]  因為有減壓
[00:16:01.720 --> 00:16:05.440]  通常減壓就會做一些
[00:16:05.440 --> 00:16:08.320]  停止不了的飲食
