
[00:00:00.000 --> 00:00:05.880]  在我們去言讀神的話語之前
[00:02:27.560 --> 00:02:31.920]  其實是針對怎樣用我們的自由
[00:02:31.920 --> 00:02:36.080]  怎樣去平衡來做一個教導
[00:02:36.080 --> 00:02:37.520]  他選擇了
[00:02:37.520 --> 00:02:41.800]  是否可以吃祭過偶像的食物
[00:02:41.800 --> 00:02:44.640]  這個題目來做教導
[00:02:44.640 --> 00:02:47.760]  為何他選擇這個題目呢?
[00:02:47.760 --> 00:02:51.760]  與當時教會的情況息息相關
[00:02:51.760 --> 00:02:54.360]  因為當時哥倫多的教會
[00:02:54.360 --> 00:02:56.920]  是處於一個外邦的地域
[00:02:56.920 --> 00:02:59.760]  是偶像臨立的地區
[00:02:59.760 --> 00:03:02.480]  很多外邦人信了主之後
[00:03:02.480 --> 00:03:04.880]  信了主之前
[00:03:04.880 --> 00:03:07.880]  他們都是拜偶像的
[00:03:07.880 --> 00:03:11.680]  而大部分在市場上賣的食物
[00:03:11.680 --> 00:03:14.760]  都是祭過偶像的
[00:03:14.760 --> 00:03:20.280]  有些人把食物祭偶像之後
[00:03:20.280 --> 00:03:27.040]  就會請他的親友一同來吃這些食物
[00:03:27.040 --> 00:03:30.920]  其實這是當時的社交生活
[00:03:30.920 --> 00:03:33.760]  有些人會在廟裡一起吃
[00:03:33.760 --> 00:03:36.560]  稱為「廟宴」
[00:03:36.560 --> 00:03:39.400]  以下讓我們看看保羅
[00:03:39.400 --> 00:03:41.600]  怎樣用三個原則
[00:03:41.600 --> 00:03:49.480]  來處理自由和克制之間的平衡
[00:03:49.480 --> 00:03:54.280]  第一個原則就是「榮臣益人」
[00:03:54.280 --> 00:03:56.560]  可否吃祭過偶像的食物呢?
[00:03:56.560 --> 00:03:58.040]  這個問題
[00:03:58.040 --> 00:04:01.400]  保羅在十章的二十三、二十四節
[00:04:01.400 --> 00:04:04.840]  要講出第一個原則
[00:04:04.840 --> 00:04:05.800]  二十三節說
[00:04:05.800 --> 00:04:10.680]  「甚麼事情都可以作,但不是都有益處」
[00:04:10.680 --> 00:04:12.680]  甚麼事情都可以作
[00:04:12.680 --> 00:04:15.600]  但不是都能造就人
[00:04:15.600 --> 00:04:18.000]  人不要求自己的好處
[00:04:18.000 --> 00:04:22.040]  卻要求別人的好處
[00:04:22.040 --> 00:04:25.440]  這裡講出了第一個原則
[00:04:25.440 --> 00:04:29.160]  基督徒所擁有的自由和權益
[00:04:29.160 --> 00:04:31.680]  並不是為了自己
[00:04:31.680 --> 00:04:33.800]  更重要的是要看看
[00:04:33.800 --> 00:04:36.800]  是否可以造就人、建立人
[00:04:36.800 --> 00:04:40.920]  宗旨就是求別人的好處
[00:04:40.920 --> 00:04:42.600]  哥倫多教會的信徒
[00:04:42.600 --> 00:04:46.160]  他們要爭取個人的權益
[00:04:46.160 --> 00:04:49.640]  他們亦要相信有另類的自由
[00:04:49.640 --> 00:04:52.960]  就一些非絕對真理的事情
[00:04:52.960 --> 00:04:56.960]  雖然我們可以做我們自己想做的事
[00:04:56.960 --> 00:05:01.200]  但亦要考慮是否有益處
[00:05:01.200 --> 00:05:04.520]  保羅勸信徒應該放下
[00:05:04.520 --> 00:05:08.040]  那種自我中心的取向
[00:05:08.040 --> 00:05:11.600]  和自私自利的生活態度
[00:05:11.600 --> 00:05:14.360]  例如堅持去赴這些廟宴
[00:05:14.360 --> 00:05:17.400]  反而要為別人的好處著想
[00:05:17.400 --> 00:05:19.240]  要有愛心
[00:05:19.240 --> 00:05:21.240]  其實在這一段之前
[00:05:21.240 --> 00:05:25.720]  在十章十四至二十二節
[00:05:25.720 --> 00:05:27.480]  保羅所教導的場景
[00:05:27.480 --> 00:05:30.880]  就是針對信徒赴廟宴的事情
[00:05:30.880 --> 00:05:35.400]  如果你細心慢慢再看
[00:05:35.400 --> 00:05:37.600]  你會看到保羅是反對的
[00:05:37.600 --> 00:05:43.160]  我們不會在這裡詳細討論這一段
[00:05:43.160 --> 00:05:45.520]  但今天這一段
[00:05:45.520 --> 00:05:47.880]  十章二十三至十一章一節
[00:05:47.880 --> 00:05:49.600]  這一段的場景
[00:05:49.600 --> 00:05:56.840]  是保羅針對市場上售賣的食物
[00:05:56.840 --> 00:05:58.600]  第二十五、二十六節
[00:05:58.600 --> 00:06:02.360]  他說「肉食市場所賣的一切
[00:06:02.360 --> 00:06:04.120]  你們只管吃
[00:06:04.120 --> 00:06:07.960]  不了為了良心的緣故問甚麼
[00:06:07.960 --> 00:06:10.880]  因為地和地上所充滿的
[00:06:10.880 --> 00:06:15.040]  都是屬於主的」
[00:06:15.040 --> 00:06:18.760]  因為當時在外邦的地域
[00:06:18.760 --> 00:06:20.680]  所有市場上賣的食物
[00:06:20.680 --> 00:06:22.520]  都是祭過偶像的
[00:06:22.520 --> 00:06:24.440]  我剛才也說過
[00:06:24.440 --> 00:06:28.800]  當時的肉食、桃膚
[00:06:28.800 --> 00:06:34.440]  不少都是由神廟的祭司充當
[00:06:34.440 --> 00:06:36.440]  所以所賣的肉
[00:06:36.440 --> 00:06:39.760]  其實大部分都是祭過神明的
[00:06:39.760 --> 00:06:42.120]  二十五節提到「只管吃」
[00:06:42.120 --> 00:06:44.040]  是一個命令語
[00:06:44.040 --> 00:06:46.000]  不要為良心的緣故
[00:06:46.000 --> 00:06:48.720]  查問甚麼是「只」
[00:06:48.720 --> 00:06:50.160]  不要因為良心的緣故
[00:06:50.160 --> 00:06:53.720]  問這些食物是否祭過偶像
[00:06:53.720 --> 00:06:56.320]  二十六節說
[00:06:56.320 --> 00:06:59.480]  「因為地和地上所充滿的
[00:06:59.480 --> 00:07:02.360]  都是屬於主的」
[00:07:02.360 --> 00:07:05.000]  在哥倫多前書第八章
[00:07:05.000 --> 00:07:09.840]  保羅也在討論類似的問題
[00:07:09.840 --> 00:07:12.760]  在第八和第六節下
[00:07:12.760 --> 00:07:15.760]  八章的四和六節
[00:07:15.760 --> 00:07:18.320]  我們看一看
[00:07:18.320 --> 00:07:22.600]  這裡說關於祭過偶像的食物
[00:07:22.600 --> 00:07:24.880]  我們知道世上的偶像
[00:07:24.880 --> 00:07:26.760]  算不得甚麼
[00:07:26.760 --> 00:07:28.680]  也知道神只有一位
[00:07:28.680 --> 00:07:30.800]  沒有別的神
[00:07:30.800 --> 00:07:33.080]  萬物都是從他而來
[00:07:33.080 --> 00:07:37.880]  我們也為了他而活
[00:07:37.880 --> 00:07:42.360]  我們再看十章的二十七節
[00:07:42.360 --> 00:07:44.960]  這裡說如果不信的人
[00:07:44.960 --> 00:07:46.760]  邀請你吃飯
[00:07:46.760 --> 00:07:48.120]  你也願意去
[00:07:48.120 --> 00:07:50.800]  凡擺在你面前的都可以吃
[00:07:50.800 --> 00:07:56.520]  不要為了良心的緣故問甚麼
[00:07:56.520 --> 00:07:58.080]  這裡說到
[00:07:58.080 --> 00:08:00.560]  當有異教徒請信徒
[00:08:00.560 --> 00:08:04.840]  去家裡吃飯作客
[00:08:04.840 --> 00:08:06.880]  他們所擺上的食物
[00:08:06.880 --> 00:08:10.920]  很可能都是祭過偶像
[00:08:10.920 --> 00:08:15.160]  雖然在第十章的十四至二十五節
[00:08:15.160 --> 00:08:17.520]  即是前一段
[00:08:17.520 --> 00:08:21.280]  保羅是反對信徒去赴廟宴
[00:08:21.280 --> 00:08:23.520]  但是
[00:08:23.520 --> 00:08:29.360]  他不想信徒和異教徒完全隔絕
[00:08:29.360 --> 00:08:32.280]  他不想他們完全斷絕
[00:08:32.280 --> 00:08:34.560]  和他們的社交生活
[00:08:34.560 --> 00:08:35.720]  所以他說
[00:08:35.720 --> 00:08:36.640]  你可以去
[00:08:36.640 --> 00:08:38.560]  也可以吃
[00:08:38.560 --> 00:08:40.440]  雖然是這樣
[00:08:40.440 --> 00:08:42.640]  大家要留意一個情況
[00:08:42.640 --> 00:08:44.120]  他又說到一個情況
[00:08:44.120 --> 00:08:47.960]  二十八至二十九節上
[00:08:47.960 --> 00:08:49.560]  這裡說
[00:08:49.560 --> 00:08:52.000]  但如果有人告訴你們
[00:08:52.000 --> 00:08:54.600]  這是祭過偶像的食物
[00:08:54.600 --> 00:08:57.320]  那麼為了那告訴你們的人
[00:08:57.320 --> 00:08:59.200]  為了良心的緣故
[00:08:59.200 --> 00:09:00.840]  就不要吃
[00:09:00.840 --> 00:09:03.240]  我說的良心不是你的
[00:09:03.240 --> 00:09:06.240]  而是他的
[00:09:06.240 --> 00:09:08.360]  這裡說如果有人
[00:09:08.360 --> 00:09:11.080]  那是甚麼人呢?
[00:09:11.080 --> 00:09:14.040]  很可能是在言籍上
[00:09:14.040 --> 00:09:15.560]  任何一個人
[00:09:15.560 --> 00:09:19.280]  亦都可能是一個未信主的人
[00:09:19.280 --> 00:09:20.640]  他向你提出
[00:09:20.640 --> 00:09:23.360]  這些食物是祭過偶像的
[00:09:23.360 --> 00:09:27.480]  為甚麼他會這樣提出呢?
[00:09:27.480 --> 00:09:28.440]  我們猜測
[00:09:28.440 --> 00:09:30.320]  可能他認為
[00:09:30.320 --> 00:09:33.200]  這些食物既然是祭過偶像
[00:09:33.200 --> 00:09:34.480]  你是一個信徒
[00:09:34.480 --> 00:09:35.880]  是一個基督徒
[00:09:35.880 --> 00:09:39.000]  你就不應該吃
[00:09:39.000 --> 00:09:41.240]  那麼這個信徒應該怎樣呢?
[00:09:41.240 --> 00:09:44.800]  他就應該關注這個人的良心
[00:09:44.800 --> 00:09:47.200]  如果你不理會他提出的
[00:09:47.200 --> 00:09:48.200]  吃了那些食物
[00:09:48.200 --> 00:09:50.680]  就是漠視這個人的良心
[00:09:50.680 --> 00:09:53.920]  使他良心不安
[00:09:53.920 --> 00:09:55.080]  這個人不明白
[00:09:55.080 --> 00:09:58.320]  你為甚麼要吃這些祭過偶像的食物
[00:09:58.320 --> 00:09:59.560]  他可能會想
[00:09:59.560 --> 00:10:01.400]  他說
[00:10:01.400 --> 00:10:03.080]  你信的神是怎樣的?
[00:10:03.080 --> 00:10:04.800]  這是甚麼信仰?
[00:10:04.800 --> 00:10:08.680]  你是基督徒沒有立場的嗎?
[00:10:08.680 --> 00:10:11.240]  但如果你為了祂而不吃
[00:10:11.240 --> 00:10:14.760]  可能祂的良心會平復下來
[00:10:14.760 --> 00:10:15.880]  我們又看
[00:10:15.880 --> 00:10:17.560]  很有趣的
[00:10:17.560 --> 00:10:21.280]  二十九節下至三十節
[00:10:21.280 --> 00:10:22.200]  這個保羅說
[00:10:22.200 --> 00:10:26.240]  為甚麼我因著我所感恩的食物
[00:10:26.240 --> 00:10:30.000]  被人毀謗呢?
[00:10:30.000 --> 00:10:32.440]  對不起,我先讀二十九節
[00:10:32.440 --> 00:10:36.800]  為甚麼我的自由要受別人的良心論斷呢?
[00:10:36.800 --> 00:10:39.840]  我若存著感恩的心吃了
[00:10:39.840 --> 00:10:43.960]  為甚麼我因著我所感恩的食物
[00:10:43.960 --> 00:10:46.880]  被毀謗呢?
[00:10:46.880 --> 00:10:48.800]  這裡你看到好像
[00:10:48.800 --> 00:10:50.000]  保羅有些掙扎
[00:10:50.000 --> 00:10:53.160]  你看不看到保羅的掙扎?
[00:10:53.160 --> 00:10:56.400]  明明這些食物可以吃的
[00:10:56.400 --> 00:11:01.200]  但信徒也可以存著感恩的心去吃
[00:11:01.200 --> 00:11:05.240]  因為地和地上所充滿都是屬於主的
[00:11:05.240 --> 00:11:09.480]  偶像算不得甚麼
[00:11:09.480 --> 00:11:13.920]  為甚麼他的自由要受別人的良心去論斷呢?
[00:11:13.920 --> 00:11:15.800]  好像很不公平
[00:11:15.800 --> 00:11:17.760]  很委屈
[00:11:17.760 --> 00:11:19.280]  不過最後
[00:11:19.280 --> 00:11:21.320]  保羅認為
[00:11:21.320 --> 00:11:23.400]  為了那個人的良心
[00:11:23.400 --> 00:11:27.920]  他都願意放棄這些食物
[00:11:27.920 --> 00:11:30.880]  所以在三十一節這裡說
[00:11:30.880 --> 00:11:34.400]  所以你們或作甚麼
[00:11:34.400 --> 00:11:37.280]  一切都要為榮耀神
[00:11:37.280 --> 00:11:42.480]  都要為神的榮耀而行
[00:11:42.480 --> 00:11:44.560]  做事最重要的原則
[00:11:44.560 --> 00:11:47.440]  是為榮耀神而行
[00:11:47.440 --> 00:11:50.680]  或者我講一個例子
[00:11:50.680 --> 00:11:54.520]  在香港我們都會去飲宴
[00:11:54.520 --> 00:11:57.720]  有很多微信主的人
[00:11:57.720 --> 00:12:00.480]  他們都會在開席之前
[00:12:00.480 --> 00:12:07.320]  設一些爵局讓親友來打麻雀
[00:12:07.320 --> 00:12:08.480]  招呼他們
[00:12:08.480 --> 00:12:12.240]  讓他們可以消遣一下
[00:12:12.240 --> 00:12:15.720]  假如你和幾個信徒
[00:12:15.720 --> 00:12:17.840]  去到這個飲宴
[00:12:17.840 --> 00:12:20.640]  不如我們四個人
[00:12:20.640 --> 00:12:22.720]  我們都打麻雀
[00:12:22.720 --> 00:12:24.800]  我們不玩錢
[00:12:24.800 --> 00:12:27.720]  我們當遊戲去玩
[00:12:27.720 --> 00:12:32.120]  於是你們四個就在打麻雀
[00:12:32.120 --> 00:12:35.480]  但你知不知道中國人的文化
[00:12:35.480 --> 00:12:39.680]  打麻雀等於賭錢
[00:12:39.680 --> 00:12:43.640]  如果有微信主的人看見你們打麻雀
[00:12:43.640 --> 00:12:46.840]  他不知道你們是否在賭錢
[00:12:46.840 --> 00:12:48.560]  他可能會想
[00:12:48.560 --> 00:12:51.080]  甚麼基督徒都賭錢嗎?
[00:12:51.080 --> 00:12:54.280]  這是一個怎樣的信仰
[00:12:54.280 --> 00:12:58.480]  所以很多事我們有自由去做
[00:12:58.480 --> 00:13:01.920]  但最重要是否造就人
[00:13:01.920 --> 00:13:04.760]  是否榮耀神
[00:13:04.760 --> 00:13:06.760]  我們又看第二個原則
[00:13:06.760 --> 00:13:09.520]  就是不叛道人
[00:13:09.520 --> 00:13:11.600]  三十二、三十三節
[00:13:11.600 --> 00:13:15.120]  無論是猶太人、是希臘人
[00:13:15.120 --> 00:13:16.640]  是神家的教會
[00:13:16.640 --> 00:13:19.600]  你們總不可使他們跌倒
[00:13:19.600 --> 00:13:21.920]  就好在我所作的一切
[00:13:21.920 --> 00:13:24.920]  都是要使大家喜悅
[00:13:24.920 --> 00:13:26.760]  不是要求自己的好處
[00:13:26.760 --> 00:13:29.280]  而是要求別人的好處
[00:13:29.280 --> 00:13:34.400]  為了要使他們得救
[00:13:34.400 --> 00:13:38.680]  這裡說的猶太人、希臘人、神的教會
[00:13:38.680 --> 00:13:42.120]  其實是代表世界上所有的人
[00:13:42.120 --> 00:13:46.640]  包括信主、微信主的人
[00:13:46.640 --> 00:13:49.400]  保羅做事的原則是甚麼呢?
[00:13:49.400 --> 00:13:51.320]  他沒有求自己的好處
[00:13:51.320 --> 00:13:53.960]  他是求別人的好處
[00:13:53.960 --> 00:13:55.480]  目的是甚麼?
[00:13:55.480 --> 00:13:58.400]  並要使他們得救
[00:13:58.400 --> 00:14:00.600]  說到這裏
[00:14:00.600 --> 00:14:03.640]  我又要說說宣教士
[00:14:03.640 --> 00:14:06.160]  我又想起一些宣教士
[00:14:06.160 --> 00:14:08.480]  一個成功的宣教士
[00:14:08.480 --> 00:14:11.080]  是要懂得怎樣去跨文化
[00:14:11.080 --> 00:14:13.720]  某程度放下自己的文化
[00:14:13.720 --> 00:14:16.960]  和某程度投入異地的文化
[00:14:16.960 --> 00:14:21.000]  才能夠有效地傳福音
[00:14:21.000 --> 00:14:22.560]  在香港
[00:14:22.560 --> 00:14:23.960]  我們跟別人打招呼
[00:14:23.960 --> 00:14:28.880]  我們會說「嗨」或「你好嗎」
[00:14:28.880 --> 00:14:31.280]  或是握手
[00:14:31.280 --> 00:14:32.960]  簡單地說
[00:14:32.960 --> 00:14:34.320]  如果你去到泰國
[00:14:34.320 --> 00:14:38.640]  你就要「你好嗎」
[00:14:38.640 --> 00:14:44.080]  「你好嗎」有甚麼大問題呢?
[00:14:44.080 --> 00:14:48.320]  有一個負責一個志願機構的宣教士
[00:14:48.320 --> 00:14:51.360]  他去到東亞一個國家
[00:14:51.360 --> 00:14:55.680]  他經常要跟當地的官員見面
[00:14:55.680 --> 00:14:59.160]  並且處理一些行政事務
[00:14:59.160 --> 00:15:01.160]  他是香港人
[00:15:01.160 --> 00:15:03.720]  他習慣了實事求是
[00:15:03.720 --> 00:15:05.560]  香港人很講效率
[00:15:05.560 --> 00:15:08.760]  我們辦事是一流的
[00:15:08.760 --> 00:15:10.880]  這位宣教士
[00:15:10.880 --> 00:15:13.600]  就用他慣常的作風
[00:15:13.600 --> 00:15:16.320]  和這個官員相處
[00:15:16.320 --> 00:15:19.480]  跟這個官員傾談
[00:15:19.480 --> 00:15:22.480]  一邊談一邊看手錶
[00:15:22.480 --> 00:15:23.960]  其實我們也很流行
[00:15:23.960 --> 00:15:25.840]  我們經常這樣做
[00:15:25.840 --> 00:15:26.560]  怕過時
[00:15:26.560 --> 00:15:31.920]  因為他又約了下一個約會
[00:15:31.920 --> 00:15:33.480]  有一次
[00:15:33.480 --> 00:15:35.840]  當他辦完事之後
[00:15:35.840 --> 00:15:39.040]  這個官員就問他
[00:15:39.040 --> 00:15:41.760]  他說「為甚麼你每一次見到我」
[00:15:41.760 --> 00:15:45.400]  「只說你機構的事呢?」
[00:15:45.400 --> 00:15:49.040]  「難道你不想先跟我建立關係嗎?」
[00:15:49.040 --> 00:15:50.760]  他說「難道建立關係」
[00:15:50.760 --> 00:15:53.640]  「也不是工作的一部分嗎?」
[00:15:53.640 --> 00:15:58.000]  這個宣教士就恍然大悟
[00:15:58.000 --> 00:15:59.960]  他醒悟到
[00:15:59.960 --> 00:16:03.400]  這是他國家的文化
[00:16:03.400 --> 00:16:05.760]  所以以後他就改變了作風
[00:16:05.760 --> 00:16:08.480]  他跟這個官員談完公事
[00:16:08.480 --> 00:16:13.280]  就預了多少時間跟他談天說地
[00:16:13.280 --> 00:16:17.360]  後來他們兩家人還不時有飯局
[00:16:17.360 --> 00:16:20.040]  他們彼此又關心大家的家庭
[00:16:20.040 --> 00:16:21.240]  大家的兒女
[00:16:21.240 --> 00:16:24.720]  建立了很好的關係
[00:16:24.720 --> 00:16:26.960]  其實是為了信仰
[00:16:26.960 --> 00:16:28.560]  做了美好的見證
[00:16:28.560 --> 00:16:33.800]  為了傳福音建立了重要的根基
[00:16:33.800 --> 00:16:38.200]  我們看看哥倫多前書第九章
[00:16:38.200 --> 00:16:39.960]  十九二十節二十二節
[00:16:39.960 --> 00:16:41.880]  保羅怎樣說
[00:16:41.880 --> 00:16:45.400]  「我雖然自由不受任何人管轄
[00:16:45.400 --> 00:16:49.760]  但我自願成為眾人的奴僕
[00:16:49.760 --> 00:16:52.680]  為的事要多得一些人
[00:16:52.680 --> 00:16:54.800]  對猶太人我就作猶太人
[00:16:54.800 --> 00:16:57.120]  為了要得著猶太人
[00:16:57.120 --> 00:16:58.480]  對律法以下的人
[00:16:58.480 --> 00:17:01.120]  雖然我自己不在律法以下
[00:17:01.120 --> 00:17:03.440]  還是作了律法以下的人
[00:17:03.440 --> 00:17:06.920]  為了要得著律法以下的人
[00:17:06.920 --> 00:17:10.040]  對軟弱的人我就成了軟弱的人
[00:17:10.040 --> 00:17:12.120]  為了要得著軟弱的人
[00:17:12.120 --> 00:17:16.000]  對甚麼人我就作甚麼樣的人
[00:17:16.000 --> 00:17:17.440]  無論如何
[00:17:17.440 --> 00:17:21.520]  總要救一些人」
[00:17:21.520 --> 00:17:23.480]  保羅不想他的行為
[00:17:23.480 --> 00:17:25.520]  是叛倒未信主的人
[00:17:25.520 --> 00:17:29.080]  以致影響他們對信仰的觀感
[00:17:29.080 --> 00:17:30.920]  他不求自己的好處
[00:17:30.920 --> 00:17:32.680]  目的是要造就別人
[00:17:32.680 --> 00:17:34.400]  求別人的好處
[00:17:34.400 --> 00:17:39.800]  並且總要救一些人
[00:17:39.800 --> 00:17:41.280]  第三個原則
[00:17:41.280 --> 00:17:43.320]  效法基督
[00:17:43.320 --> 00:17:45.200]  十一章一節
[00:17:45.200 --> 00:17:47.280]  「你們應該效法我
[00:17:47.280 --> 00:17:52.000]  好在我效法基督一樣」
[00:17:52.000 --> 00:17:54.600]  有些事是絕對的真理
[00:17:54.600 --> 00:17:56.400]  不可以違反
[00:17:56.400 --> 00:18:01.800]  但有些事不是絕對的真理
[00:18:01.800 --> 00:18:05.040]  如何決定如何做才最好呢?
[00:18:05.040 --> 00:18:07.480]  剛才說過兩個原則
[00:18:07.480 --> 00:18:09.760]  就是要求別人的益處
[00:18:09.760 --> 00:18:11.600]  要榮耀神
[00:18:11.600 --> 00:18:13.720]  不要叛倒別人
[00:18:13.720 --> 00:18:15.240]  第三個原則
[00:18:15.240 --> 00:18:17.800]  就是要效法基督
[00:18:17.800 --> 00:18:19.600]  保羅叫人效法他
[00:18:19.600 --> 00:18:21.880]  好像他效法基督一樣
[00:18:21.880 --> 00:18:24.440]  其實保羅也是一個人
[00:18:24.440 --> 00:18:26.280]  他也不是一個完全人
[00:18:26.280 --> 00:18:29.720]  但他很竭力去效法基督
[00:18:29.720 --> 00:18:32.280]  我們可以從他的書信裡
[00:18:32.280 --> 00:18:35.920]  可以看到他常常為了福音的緣故
[00:18:35.920 --> 00:18:38.520]  放棄他的權益
[00:18:38.520 --> 00:18:42.720]  好像他是跡象彭維生
[00:18:42.720 --> 00:18:45.240]  他本來可以靠福音養生
[00:18:45.240 --> 00:18:47.200]  是天公地道
[00:18:47.200 --> 00:18:51.000]  但他在哥林多前書第九章提到
[00:18:51.000 --> 00:18:54.760]  他很想人能夠白白得到福音
[00:18:54.760 --> 00:18:56.840]  他也不想人誤會他
[00:18:56.840 --> 00:18:59.200]  好像當時那些所謂的
[00:18:59.200 --> 00:19:02.680]  「巡迴傳道」的傳道者
[00:19:02.680 --> 00:19:06.720]  有些人其實是騙錢的
[00:19:06.720 --> 00:19:08.840]  所以他寧願放棄他的權利
[00:19:08.840 --> 00:19:10.840]  不受薪
[00:19:10.840 --> 00:19:13.080]  他效法基督
[00:19:13.080 --> 00:19:14.480]  基督是怎樣的呢?
[00:19:14.480 --> 00:19:17.880]  基督是從來沒有取悅他自己
[00:19:17.880 --> 00:19:19.520]  他是怎樣降卑
[00:19:19.520 --> 00:19:20.920]  成為人的樣式
[00:19:20.920 --> 00:19:22.600]  付出他自己
[00:19:22.600 --> 00:19:25.280]  捨己愛人
[00:19:25.280 --> 00:19:27.760]  保羅在哥林多前書八章
[00:19:27.760 --> 00:19:31.960]  也討論食祭偶像的食物
[00:19:31.960 --> 00:19:34.920]  他有甚麼原則呢?
[00:19:34.920 --> 00:19:36.800]  八章一節說
[00:19:36.800 --> 00:19:38.960]  「關於祭過偶像的食物
[00:19:38.960 --> 00:19:41.280]  我們曉得我們都有知識
[00:19:41.280 --> 00:19:44.320]  但知識使人自高自大
[00:19:44.320 --> 00:19:48.280]  唯有愛心能造就人」
[00:19:48.280 --> 00:19:51.760]  哥林多信徒所崇尚的知識
[00:19:51.760 --> 00:19:53.240]  並不是最重要的
[00:19:53.240 --> 00:19:56.680]  愛心才是最重要的
[00:19:56.680 --> 00:20:00.520]  講一下當時的情況
[00:20:00.520 --> 00:20:01.720]  第七節說
[00:20:01.720 --> 00:20:05.520]  「不過這種知識不是人人都有的
[00:20:05.520 --> 00:20:07.000]  有些人直到現在
[00:20:07.000 --> 00:20:09.040]  習慣了拜偶像的事
[00:20:09.040 --> 00:20:11.000]  因為他們吃的時候
[00:20:11.000 --> 00:20:14.000]  就把這些食物看作是
[00:20:14.000 --> 00:20:15.880]  真的獻給偶像的
[00:20:15.880 --> 00:20:17.960]  他們的良心既軟弱
[00:20:17.960 --> 00:20:21.560]  就被污穢了」
[00:20:21.560 --> 00:20:23.280]  這裡提到有些信徒
[00:20:23.280 --> 00:20:25.680]  因為以前拜過偶像
[00:20:25.680 --> 00:20:28.680]  但後來他們信了主
[00:20:28.680 --> 00:20:32.920]  但他們仍然不能視偶像為無物
[00:20:32.920 --> 00:20:37.440]  他們對拜過偶像的食物
[00:20:37.440 --> 00:20:39.080]  是有戒心的
[00:20:39.080 --> 00:20:41.280]  他們不能夠很自由地享用
[00:20:41.280 --> 00:20:43.160]  但當他們看到
[00:20:43.160 --> 00:20:45.760]  其他信徒都吃
[00:20:45.760 --> 00:20:49.560]  他們就會感到很不安很難受
[00:20:49.560 --> 00:20:51.120]  或者有些
[00:20:51.120 --> 00:20:52.840]  他們看到其他信徒吃
[00:20:52.840 --> 00:20:55.440]  「他吃了,我也吃了」
[00:20:55.440 --> 00:21:00.400]  吃完之後就良心極度不安
[00:21:00.400 --> 00:21:01.880]  所以
[00:21:01.880 --> 00:21:06.040]  保羅說面對這些軟弱的信徒
[00:21:06.040 --> 00:21:07.240]  要有愛心
[00:21:07.240 --> 00:21:09.320]  要體諒他們
[00:21:09.320 --> 00:21:10.800]  體諒他們
[00:21:10.800 --> 00:21:11.800]  愛他們
[00:21:11.800 --> 00:21:17.480]  比吃或不吃這些食物更加重要
