
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹,我們知道轉眼間很快2014就要過去了
[00:04:01.000 --> 00:04:04.000]  要帶他去治療的那位
[00:04:04.000 --> 00:04:06.000]  另一位左邊的是什麼?
[00:04:06.000 --> 00:04:08.000]  右邊的是什麼?
[00:04:08.000 --> 00:04:13.000]  伊斯蘭極端分子IS
[00:04:13.000 --> 00:04:16.000]  武裝屠殺
[00:04:16.000 --> 00:04:19.000]  這是兩伊聯誓
[00:04:19.000 --> 00:04:22.000]  這兩幅相片比較容易猜到
[00:04:22.000 --> 00:04:24.000]  或者下一幅吧
[00:04:24.000 --> 00:04:26.000]  這幅是最後一幅
[00:04:26.000 --> 00:04:28.000]  把握你的機會
[00:04:28.000 --> 00:04:31.000]  想不想到是什麼事?
[00:04:31.000 --> 00:04:33.000]  不要想那些郵輪
[00:04:33.000 --> 00:04:36.000]  雖然只是假期
[00:04:36.000 --> 00:04:41.000]  這就是因為西非和中東所說的亂世
[00:04:41.000 --> 00:04:42.000]  西非有伊波拉
[00:04:42.000 --> 00:04:45.000]  中東就是IS
[00:04:45.000 --> 00:04:47.000]  因為這麼亂 這麼多戰爭
[00:04:47.000 --> 00:04:56.000]  很多人在當地逃離西非和中東
[00:04:56.000 --> 00:04:59.000]  如果你是當時西非或中東的其中一個人
[00:04:59.000 --> 00:05:01.000]  你假裝一下
[00:05:01.000 --> 00:05:03.000]  你會去哪裡?
[00:05:03.000 --> 00:05:05.000]  你不會去中國
[00:05:05.000 --> 00:05:08.000]  最快就是坐船去意大利
[00:05:08.000 --> 00:05:13.000]  希望在歐洲能夠找到一個比較安穩的地方
[00:05:13.000 --> 00:05:15.000]  是不是?
[00:05:15.000 --> 00:05:20.000]  那個記者就隨著意大利的海軍隊
[00:05:20.000 --> 00:05:22.000]  直升機
[00:05:22.000 --> 00:05:26.000]  搜索的時候就見到其中一個這些艇
[00:05:26.000 --> 00:05:30.000]  但他發覺原來太多這些人逃難
[00:05:30.000 --> 00:05:33.000]  出現的問題就是超載的問題
[00:05:33.000 --> 00:05:37.000]  船經常超載
[00:05:37.000 --> 00:05:41.000]  翻船 溺斃的事件非常多
[00:05:41.000 --> 00:05:45.000]  他說當直升機走近這艘船的時候
[00:05:45.000 --> 00:05:48.000]  船上的人其實在揮手
[00:05:48.000 --> 00:05:54.000]  充滿著喜樂 充滿著被救的心情
[00:05:54.000 --> 00:05:55.000]  不過很可惜
[00:05:55.000 --> 00:05:56.000]  他最後的結論是什麼呢?
[00:05:56.000 --> 00:06:05.000]  記者說畢竟這艘船裏面不是每一個人都能夠被拯救
[00:06:05.000 --> 00:06:12.000]  不是每一個人在這艘船裏面都能夠生還
[00:06:12.000 --> 00:06:16.000]  Time Magazine 跟我們分享了這幾件大事
[00:06:16.000 --> 00:06:18.000]  世界的回顧
[00:06:18.000 --> 00:06:20.000]  我不知道你看完這幾幅圖畫
[00:06:20.000 --> 00:06:22.000]  你聽完剛才的事情的時候
[00:06:22.000 --> 00:06:24.000]  你有什麼感覺?
[00:06:24.000 --> 00:06:26.000]  會不會覺得2014好像很悲哀
[00:06:26.000 --> 00:06:29.000]  好像很無助呢?
[00:06:29.000 --> 00:06:31.000]  為什麼今天大家坐在這裏覺得
[00:06:31.000 --> 00:06:33.000]  不是很關我的事呢?
[00:06:33.000 --> 00:06:37.000]  都是天災人禍 年年都有的
[00:06:37.000 --> 00:06:40.000]  你有什麼感覺2014?
[00:06:40.000 --> 00:06:42.000]  可能你說這些事情不靠近
[00:06:42.000 --> 00:06:45.000]  那好吧 弟兄姊妹 靠近一點點
[00:06:45.000 --> 00:06:48.000]  你的2014 上帝再一次問你
[00:06:48.000 --> 00:06:50.000]  有什麼大事發生過?
[00:06:50.000 --> 00:06:54.000]  還是你已經患了失憶症 忘記了
[00:06:54.000 --> 00:06:58.000]  記不記得我在2014 怎樣為你做了一些大事
[00:06:58.000 --> 00:07:03.000]  你有沒有那幅圖畫可以拿出來回顧一下?
[00:07:03.000 --> 00:07:08.000]  弟兄姊妹 不要讓2014就此過去
[00:07:08.000 --> 00:07:09.000]  對我們的問題來說
[00:07:09.000 --> 00:07:11.000]  可能你沒有那麼刻骨銘心的經歷
[00:07:11.000 --> 00:07:15.000]  但是也許你仍然有你的重擔
[00:07:15.000 --> 00:07:17.000]  你的憂慮
[00:07:17.000 --> 00:07:18.000]  你過去很多失敗的事情
[00:07:18.000 --> 00:07:21.000]  在2014 無論是好還是不好
[00:07:21.000 --> 00:07:25.000]  願意你都擺在上帝面前
[00:07:25.000 --> 00:07:28.000]  不要就這樣讓它成為一個過去
[00:07:28.000 --> 00:07:31.000]  成為一個你2015的資本
[00:07:31.000 --> 00:07:35.000]  因為當中 神其實想你學習很多事情
[00:07:35.000 --> 00:07:37.000]  對剛才那些人來說
[00:07:37.000 --> 00:07:39.000]  他們去到歐洲
[00:07:39.000 --> 00:07:41.000]  是不是真的有一個安穩的生活?
[00:07:41.000 --> 00:07:47.000]  去到的時候他們怎樣面對他們全新的人生?
[00:07:47.000 --> 00:07:50.000]  你都可以面對全新的人生
[00:07:50.000 --> 00:07:52.000]  這個跟年齡沒有關係
[00:07:52.000 --> 00:07:54.000]  跟你什麼處境沒有關係
[00:07:54.000 --> 00:07:59.000]  碰到耶穌 人生就變得全新
[00:07:59.000 --> 00:08:04.000]  我們知道原來全新的人生是上帝的禮物
[00:08:04.000 --> 00:08:08.000]  並不是我們怎樣可以很努力去打造回來的事情
[00:08:08.000 --> 00:08:13.000]  有人問 什麼是上帝給你最大的禮物?2014
[00:08:13.000 --> 00:08:16.000]  上帝問你2014給你最大的禮物是什麼?
[00:08:16.000 --> 00:08:20.000]  你怎樣回答?
[00:08:20.000 --> 00:08:22.000]  沒有啊 沒什麼給我
[00:08:22.000 --> 00:08:25.000]  不會 給你很多東西
[00:08:25.000 --> 00:08:27.000]  給你很多東西
[00:08:27.000 --> 00:08:28.000]  第一個弟兄他分享
[00:08:28.000 --> 00:08:31.000]  他說2014 神給我最大的禮物就是
[00:08:31.000 --> 00:08:36.000]  我可以脫離經常纏繞著
[00:08:36.000 --> 00:08:41.000]  我揮之不去那種的罪
[00:08:41.000 --> 00:08:43.000]  當那個弟兄一說的時候
[00:08:43.000 --> 00:08:45.000]  他說這個是神給他最大的禮物
[00:08:45.000 --> 00:08:52.000]  就是他怎樣可以脫離纏繞著他的罪
[00:08:52.000 --> 00:08:56.000]  我不知道你會不會仍然活在罪中
[00:08:56.000 --> 00:08:58.000]  可能一些很小的事情
[00:08:58.000 --> 00:09:01.000]  你需要去改改
[00:09:01.000 --> 00:09:07.000]  有沒有人開車很喜歡tax的?
[00:09:07.000 --> 00:09:11.000]  2014可能你在車上tax了很多次
[00:09:11.000 --> 00:09:15.000]  2015可能不要再做
[00:09:15.000 --> 00:09:17.000]  有聽過很多新聞
[00:09:17.000 --> 00:09:20.000]  樣子都變了
[00:09:20.000 --> 00:09:23.000]  車毀人亡
[00:09:23.000 --> 00:09:26.000]  可能很多事情在2014
[00:09:26.000 --> 00:09:30.000]  小小的事
[00:09:30.000 --> 00:09:32.000]  但你可以在這些的習慣
[00:09:32.000 --> 00:09:36.000]  這些的罪當中走出來
[00:09:36.000 --> 00:09:39.000]  羅馬書保羅跟我們說這節聖經
[00:09:39.000 --> 00:09:41.000]  我們一起讀
[00:09:41.000 --> 00:09:44.000]  他告訴我們全新的人生
[00:09:44.000 --> 00:09:48.000]  是要使你罪身喪失機能
[00:09:48.000 --> 00:09:50.000]  過一個新生命的生活
[00:09:50.000 --> 00:09:53.000]  我們一起讀這節聖經
[00:09:53.000 --> 00:09:56.000]  所以我們藉著洗禮歸入死
[00:09:56.000 --> 00:09:58.000]  與他同葬
[00:09:58.000 --> 00:10:02.000]  為的是要我們過新生命的生活
[00:10:02.000 --> 00:10:04.000]  像基督耶穌
[00:10:04.000 --> 00:10:10.000]  藉著父的榮耀從死人中復活一樣
[00:10:10.000 --> 00:10:13.000]  死在罪惡過犯中的你和我
[00:10:13.000 --> 00:10:16.000]  能夠過一個新的生命
[00:10:16.000 --> 00:10:21.000]  其實是一件非常寶貴的事情
[00:10:21.000 --> 00:10:22.000]  寶貴到什麼呢?
[00:10:22.000 --> 00:10:24.000]  寶貴到怎樣呢?
[00:10:24.000 --> 00:10:27.000]  可能唯有你患過一些絕症
[00:10:27.000 --> 00:10:29.000]  或者患過一些大病的時候
[00:10:29.000 --> 00:10:31.000]  你才會明白
[00:10:31.000 --> 00:10:34.000]  那種經歷就像一個人真的患了絕症
[00:10:34.000 --> 00:10:36.000]  患了病幾個月
[00:10:36.000 --> 00:10:38.000]  躺在醫院裡諸如此類
[00:10:38.000 --> 00:10:40.000]  他康復了
[00:10:40.000 --> 00:10:41.000]  康復之後怎樣呢?
[00:10:41.000 --> 00:10:46.000]  康復之後很多時候都過不了以前的生活
[00:10:46.000 --> 00:10:48.000]  患過腸癌的人
[00:10:48.000 --> 00:10:50.000]  康復的時候
[00:10:50.000 --> 00:10:52.000]  他過的是什麼生活呢?
[00:10:52.000 --> 00:10:57.000]  完全是不同的飲食習慣
[00:10:57.000 --> 00:11:01.000]  人生觀也都全新
[00:11:01.000 --> 00:11:06.000]  最得赦免全新的生命
[00:11:06.000 --> 00:11:09.000]  就是剛才所說的這一種
[00:11:09.000 --> 00:11:14.000]  並不是很輕微的一些事情
[00:11:14.000 --> 00:11:19.000]  2014年也許你都會在一些罪裡面
[00:11:19.000 --> 00:11:21.000]  求主給你全新的人生
[00:11:21.000 --> 00:11:23.000]  剛才聖經說到
[00:11:23.000 --> 00:11:27.000]  所以我們藉著浸禮歸入死
[00:11:27.000 --> 00:11:28.000]  我們很感謝神
[00:11:28.000 --> 00:11:33.000]  今年我們看到有很多弟兄姊妹藉著浸禮
[00:11:33.000 --> 00:11:37.000]  去過一個新生命的生活
[00:11:37.000 --> 00:11:42.000]  當我回看今年十幾個弟兄姊妹的見證的時候
[00:11:42.000 --> 00:11:45.000]  我真的很感恩很感動
[00:11:45.000 --> 00:11:47.000]  有些見證是他們從中國大陸來
[00:11:47.000 --> 00:11:49.000]  完全不知道什麼是神
[00:11:49.000 --> 00:11:51.000]  可以說是無神論
[00:11:51.000 --> 00:11:53.000]  但來到教會的時候
[00:11:53.000 --> 00:11:54.000]  他認識耶穌基督
[00:11:54.000 --> 00:11:57.000]  他明白什麼是救恩
[00:11:57.000 --> 00:12:01.000]  藉著浸禮得新生命
[00:12:01.000 --> 00:12:04.000]  有馬來西亞來的姐妹
[00:12:04.000 --> 00:12:07.000]  以前是信佛教的
[00:12:07.000 --> 00:12:10.000]  現在歸信基督
[00:12:10.000 --> 00:12:15.000]  藉著浸禮得新生命
[00:12:15.000 --> 00:12:19.000]  有姐妹因為丈夫過世
[00:12:19.000 --> 00:12:23.000]  教會就和她的丈夫和一家人去做喪禮
[00:12:23.000 --> 00:12:26.000]  她因為這個緣故有機會來教會
[00:12:26.000 --> 00:12:28.000]  認識耶穌
[00:12:28.000 --> 00:12:30.000]  接受浸禮
[00:12:30.000 --> 00:12:31.000]  接受浸禮那一天
[00:12:31.000 --> 00:12:37.000]  就是她和她先生結婚的週年紀念
[00:12:37.000 --> 00:12:39.000]  就是她受浸那一天
[00:12:39.000 --> 00:12:43.000]  多美麗的一個新生命
[00:12:43.000 --> 00:12:45.000]  全新的人生
[00:12:45.000 --> 00:12:48.000]  是上帝給你的禮物
[00:12:48.000 --> 00:12:52.000]  當你的老伴有一天離開了
[00:12:52.000 --> 00:12:55.000]  你會過新的生活
[00:12:55.000 --> 00:12:57.000]  是不是
[00:12:57.000 --> 00:13:01.000]  上個星期我和家人都去了一個家庭旅行
[00:13:01.000 --> 00:13:03.000]  你知道家庭旅行
[00:13:03.000 --> 00:13:05.000]  road trip 很久的
[00:13:05.000 --> 00:13:07.000]  我和太太都談
[00:13:07.000 --> 00:13:09.000]  我們說到四個magic number
[00:13:09.000 --> 00:13:11.000]  哪四個呢
[00:13:11.000 --> 00:13:15.000]  80 85 90 95
[00:13:15.000 --> 00:13:17.000]  這四個magic number
[00:13:17.000 --> 00:13:19.000]  是歲數
[00:13:19.000 --> 00:13:20.000]  是歲數
[00:13:20.000 --> 00:13:21.000]  我們今年都有一個
[00:13:21.000 --> 00:13:23.000]  20 30 40
[00:13:23.000 --> 00:13:24.000]  我和她說
[00:13:24.000 --> 00:13:25.000]  我們有四個magic number
[00:13:25.000 --> 00:13:28.000]  80 85 90 95
[00:13:28.000 --> 00:13:29.000]  我說你選一個
[00:13:29.000 --> 00:13:31.000]  我又選一個
[00:13:31.000 --> 00:13:32.000]  選那個是什麼呢
[00:13:32.000 --> 00:13:34.000]  那個就是大家什麼時候go back home
[00:13:34.000 --> 00:13:37.000]  那個歲數
[00:13:37.000 --> 00:13:40.000]  她說你選一個我選一個
[00:13:40.000 --> 00:13:42.000]  我太太選了一個
[00:13:42.000 --> 00:13:44.000]  我又當然選一個
[00:13:44.000 --> 00:13:47.000]  我和她選的是豁然不同
[00:13:47.000 --> 00:13:48.000]  我都忍不住
[00:13:48.000 --> 00:13:50.000]  我都問我兩個女兒
[00:13:50.000 --> 00:13:51.000]  我說
[00:13:51.000 --> 00:13:53.000]  80 85 90 95
[00:13:53.000 --> 00:13:56.000]  小朋友你們兩個沒有人選一個吧
[00:13:56.000 --> 00:13:57.000]  她說不知道什麼事
[00:13:57.000 --> 00:13:58.000]  我說這個是歲數
[00:13:58.000 --> 00:14:00.000]  go back to god
[00:14:00.000 --> 00:14:01.000]  go back to home
[00:14:01.000 --> 00:14:03.000]  go back to god
[00:14:03.000 --> 00:14:04.000]  她們兩個可能太小了
[00:14:04.000 --> 00:14:06.000]  有同聲都說I don't know
[00:14:06.000 --> 00:14:08.000]  這個都
[00:14:08.000 --> 00:14:10.000]  expect
[00:14:10.000 --> 00:14:12.000]  我不知道你呢
[00:14:12.000 --> 00:14:13.000]  這四個數字
[00:14:13.000 --> 00:14:17.000]  80 85 90 95
[00:14:17.000 --> 00:14:19.000]  你選哪一個
[00:14:19.000 --> 00:14:20.000]  你選吧
[00:14:20.000 --> 00:14:22.000]  現在可以選
[00:14:22.000 --> 00:14:24.000]  不錯吧
[00:14:24.000 --> 00:14:26.000]  如果你是選八字頭那些呢
[00:14:26.000 --> 00:14:28.000]  我覺得你
[00:14:28.000 --> 00:14:31.000]  對生命都很滿足
[00:14:31.000 --> 00:14:33.000]  你都很享受自己的人生
[00:14:33.000 --> 00:14:35.000]  你選八字頭
[00:14:35.000 --> 00:14:38.000]  如果你選九字頭那些呢
[00:14:38.000 --> 00:14:40.000]  我覺得你很勇敢
[00:14:40.000 --> 00:14:44.000]  你對生命仍然充滿很多的憧憬
[00:14:44.000 --> 00:14:48.000]  你選九字
[00:14:48.000 --> 00:14:50.000]  但其實你都知道
[00:14:50.000 --> 00:14:53.000]  到不到你選
[00:14:53.000 --> 00:14:56.000]  不到你選的
[00:14:56.000 --> 00:15:01.000]  全新的人生天賦的禮物
[00:15:01.000 --> 00:15:02.000]  不是你可以選
[00:15:02.000 --> 00:15:04.000]  不是你可以打造
[00:15:04.000 --> 00:15:06.000]  過新生活
[00:15:06.000 --> 00:15:07.000]  記住
[00:15:07.000 --> 00:15:11.000]  同過新生命的生活是不同的
[00:15:11.000 --> 00:15:13.000]  單身的弟兄姊妹朋友
[00:15:13.000 --> 00:15:14.000]  你結了婚之後
[00:15:14.000 --> 00:15:16.000]  你會有新生活
[00:15:16.000 --> 00:15:19.000]  但不代表你有新生命的生活
[00:15:19.000 --> 00:15:20.000]  有小朋友了
[00:15:20.000 --> 00:15:22.000]  小朋友長大了
[00:15:22.000 --> 00:15:24.000]  你可能有新的生活
[00:15:24.000 --> 00:15:26.000]  你換間大一點的屋
[00:15:26.000 --> 00:15:27.000]  大一點的車
[00:15:27.000 --> 00:15:32.000]  但不代表你有新生命的生活
[00:15:32.000 --> 00:15:33.000]  老伴離開
[00:15:33.000 --> 00:15:35.000]  你又有新生活
[00:15:35.000 --> 00:15:39.000]  但又不代表你有新生命的生活
[00:15:39.000 --> 00:15:40.000]  為什麼呢
[00:15:40.000 --> 00:15:42.000]  因為我們在我們人生不同的階段
[00:15:42.000 --> 00:15:45.000]  我們其實都面對著很多
[00:15:45.000 --> 00:15:50.000]  纏繞著我們的重擔
[00:15:50.000 --> 00:15:51.000]  很多的罪惡
[00:15:51.000 --> 00:15:56.000]  在每一個階段都不斷挑戰著你
[00:15:56.000 --> 00:15:58.000]  要你去選擇上帝
[00:15:58.000 --> 00:16:05.000]  還是選擇走進罪惡這條路
[00:16:05.000 --> 00:16:07.000]  保羅最後一次告訴我們
[00:16:07.000 --> 00:16:09.000]  過新生命的生活
[00:16:09.000 --> 00:16:14.000]  是最新喪失的機能
[00:16:14.000 --> 00:16:16.000]  所以之後他就讀這篇聖經
[00:16:16.000 --> 00:16:18.000]  他就寫這篇聖經給我們
[00:16:18.000 --> 00:16:19.000]  我們一起讀好不好
[00:16:19.000 --> 00:16:20.000]  1,2,3
[00:16:20.000 --> 00:16:21.000]  我們知道
[00:16:21.000 --> 00:16:25.000]  我們的舊人已經和基督同釘十字架
[00:16:25.000 --> 00:16:26.000]  一起讀
[00:16:26.000 --> 00:16:29.000]  使最新喪失機能
[00:16:29.000 --> 00:16:32.000]  使我們不再作罪的奴僕
[00:16:32.000 --> 00:16:37.000]  因為死了的人已經脫離罪了
[00:16:37.000 --> 00:16:39.000]  耶穌基督死了
[00:16:39.000 --> 00:16:42.000]  祂不會再死了
[00:16:42.000 --> 00:16:47.000]  死亦都克制不了祂
[00:16:47.000 --> 00:16:48.000]  有人就說
[00:16:48.000 --> 00:16:50.000]  天父給祂最大的禮物
[00:16:50.000 --> 00:16:52.000]  就是一個免死金牌
[00:16:52.000 --> 00:16:54.000]  祂可以不用再死
[00:16:54.000 --> 00:16:55.000]  免死金牌
[00:16:55.000 --> 00:16:58.000]  祂給了免死金牌
[00:16:58.000 --> 00:16:59.000]  祂給了你免死金牌
[00:16:59.000 --> 00:17:02.000]  你會做些什麼
[00:17:02.000 --> 00:17:03.000]  這個免死金牌
[00:17:03.000 --> 00:17:04.000]  其實就是因為我們的
[00:17:04.000 --> 00:17:07.000]  最新喪失機能
[00:17:07.000 --> 00:17:10.000]  這是一個很寶貴
[00:17:10.000 --> 00:17:12.000]  很偉大的一個引點
[00:17:12.000 --> 00:17:13.000]  我不知道你有沒有試過
[00:17:13.000 --> 00:17:17.000]  一個最新喪失機能的經驗
[00:17:17.000 --> 00:17:20.000]  有沒有人試過經歷過
[00:17:20.000 --> 00:17:23.000]  你的最新喪失的機能
[00:17:23.000 --> 00:17:25.000]  多好
[00:17:25.000 --> 00:17:26.000]  在第四世紀
[00:17:26.000 --> 00:17:28.000]  有一個教父叫奧古斯丁
[00:17:28.000 --> 00:17:30.000]  奧古斯丁寫了一本書
[00:17:30.000 --> 00:17:31.000]  很出名的
[00:17:31.000 --> 00:17:36.000]  叫做《懺悔錄》
[00:17:36.000 --> 00:17:37.000]  寫這本《懺悔錄》的時候
[00:17:37.000 --> 00:17:38.000]  他講到
[00:17:38.000 --> 00:17:41.000]  他說他其實以前也是一個
[00:17:41.000 --> 00:17:43.000]  沉淪於罪惡的人
[00:17:43.000 --> 00:17:48.000]  他沉醉於情慾和貪慾
[00:17:48.000 --> 00:17:52.000]  過著一些聲色血脈的生活
[00:17:52.000 --> 00:17:55.000]  他對罪有一個很特別的體會
[00:17:55.000 --> 00:17:58.000]  他說他承認罪惡是醜陋
[00:17:58.000 --> 00:18:00.000]  很醜陋的罪惡
[00:18:00.000 --> 00:18:02.000]  但是這麼醜陋的罪惡
[00:18:02.000 --> 00:18:04.000]  卻是有一種吸引力
[00:18:04.000 --> 00:18:07.000]  這種吸引力讓他愛上了他
[00:18:07.000 --> 00:18:09.000]  讓他這麼墮落的人
[00:18:09.000 --> 00:18:12.000]  去愛上這份罪惡的墮落
[00:18:12.000 --> 00:18:16.000]  他說他偷竊不是因為他沒有錢
[00:18:16.000 --> 00:18:20.000]  是因為他享受那份刺激
[00:18:20.000 --> 00:18:23.000]  那份自我存在感
[00:18:23.000 --> 00:18:27.000]  他縱慾 縱慾 情慾
[00:18:27.000 --> 00:18:29.000]  他說不是因為他寂寞
[00:18:29.000 --> 00:18:33.000]  是因為他已經習慣了
[00:18:33.000 --> 00:18:38.000]  他對罪惡有一份非常深切的了解
[00:18:38.000 --> 00:18:40.000]  他非常願意體會這個
[00:18:40.000 --> 00:18:45.000]  什麼叫做罪身喪失機能的一個經驗
[00:18:45.000 --> 00:18:46.000]  直到有一天
[00:18:46.000 --> 00:18:49.000]  他在米蘭的主教引導之下
[00:18:49.000 --> 00:18:54.000]  以及他為他祈禱了31年的母親之下
[00:18:54.000 --> 00:18:56.000]  他有一天
[00:18:56.000 --> 00:18:59.000]  在他的屋宇旁邊
[00:18:59.000 --> 00:19:02.000]  聽到一個小朋友讀書
[00:19:02.000 --> 00:19:03.000]  而這麼巧
[00:19:03.000 --> 00:19:07.000]  他左邊也有一本新約聖經
[00:19:07.000 --> 00:19:09.000]  他打開的時候
[00:19:09.000 --> 00:19:12.000]  他就讀到這一節聖經
[00:19:12.000 --> 00:19:14.000]  那節聖經就在羅馬書裡面
[00:19:14.000 --> 00:19:19.000]  他說不可以放蕩自己
[00:19:19.000 --> 00:19:23.000]  不要再醉酒鬧事
[00:19:23.000 --> 00:19:27.000]  不要再嫉妒紛爭
[00:19:27.000 --> 00:19:30.000]  當他被神的話語光照的時候
[00:19:30.000 --> 00:19:34.000]  他的罪身喪失了機能的話
[00:19:34.000 --> 00:19:37.000]  是很奇妙的一件事
[00:19:37.000 --> 00:19:44.000]  頂姐妹你2014有沒有仍然有一些罪纏繞著你
[00:19:44.000 --> 00:19:46.000]  以致你踏入2015的時候
[00:19:46.000 --> 00:19:48.000]  你總是覺得好像被人拉住
[00:19:48.000 --> 00:19:50.000]  被人拉住那樣很不自在
[00:19:50.000 --> 00:19:53.000]  還有幾天就1月1號
[00:19:53.000 --> 00:19:56.000]  在這個時候我們要回顧
