
[00:00:00.000 --> 00:00:05.300]  踏入三月份就是全英堂一年一度的猜拳月
[00:02:18.400 --> 00:02:21.520]  裏面有很多喜樂的那些訊息
[00:02:21.520 --> 00:02:23.900]  而「後者」即是「哥林多後書」
[00:02:23.900 --> 00:02:26.820]  就代表了保羅的眼淚
[00:02:26.820 --> 00:02:29.660]  如果你們細心去讀《哥林多後書》
[00:02:29.660 --> 00:02:34.660]  你會發現裏面有很多表達感情受傷的句子
[00:02:34.660 --> 00:02:38.180]  就好像在《哥林多後書》的二章二到四節
[00:02:38.180 --> 00:02:42.880]  子女行間充滿了保羅的憂愁、快樂的感情
[00:02:42.880 --> 00:02:46.320]  亦都交織著很多的眼淚和愛
[00:02:46.320 --> 00:02:48.400]  譬如這段經文講到
[00:02:48.400 --> 00:02:53.300]  「如果我使你們憂愁,除了那因我而憂愁的人以外
[00:02:53.300 --> 00:02:57.840]  誰能使我快樂呢?我寫了這樣的信
[00:02:57.840 --> 00:03:01.660]  免得我來的時候應該使我快樂的人
[00:03:01.660 --> 00:03:03.600]  反而使我憂愁
[00:03:03.600 --> 00:03:08.140]  我深信你們眾人都以我的喜樂為你們的喜樂
[00:03:08.140 --> 00:03:10.240]  我從前心裏痛苦難過
[00:03:10.240 --> 00:03:12.800]  流著眼淚寫信給你們
[00:03:12.800 --> 00:03:14.940]  並不是要使你們憂愁
[00:03:14.940 --> 00:03:19.500]  而是要你們知道我是多麼愛你們」
[00:03:19.500 --> 00:03:23.420]  哥林多教會是保羅親手建立的
[00:03:23.420 --> 00:03:26.020]  但是他自己所牧養的信徒
[00:03:26.020 --> 00:03:30.180]  卻是在所謂的超級使徒的影響之下
[00:03:30.180 --> 00:03:34.140]  質疑保羅作為使徒的權柄
[00:03:34.140 --> 00:03:39.540]  他們背棄了這位用愛心去牧養他們的牧者
[00:03:39.540 --> 00:03:43.420]  後來亦都因為保羅改變了去哥林多教會的計劃
[00:03:43.420 --> 00:03:47.780]  而招來那些信徒的誤解
[00:03:47.780 --> 00:03:51.600]  在其他地方我們都看到保羅的人生裏面
[00:03:51.600 --> 00:03:55.520]  可以說為主受盡了苦難和屈辱
[00:03:55.520 --> 00:03:57.400]  例如在哥林多後書11章裏面
[00:03:57.400 --> 00:03:59.560]  他提到保羅說過
[00:03:59.560 --> 00:04:06.760]  他比其他所謂的基督的僕人受更多的苦
[00:04:06.760 --> 00:04:08.500]  他坐過更多的牢
[00:04:08.500 --> 00:04:10.600]  他受過更多的鞭打
[00:04:10.600 --> 00:04:12.700]  他又被人用棍打過
[00:04:12.700 --> 00:04:14.420]  又被石頭打過
[00:04:14.420 --> 00:04:16.220]  又遇到損壞
[00:04:16.220 --> 00:04:18.180]  他又遇到江河的危險
[00:04:18.180 --> 00:04:19.480]  強盜的危險
[00:04:19.480 --> 00:04:20.500]  同族的危險
[00:04:20.500 --> 00:04:21.900]  外族的危險
[00:04:21.900 --> 00:04:23.060]  城中的危險
[00:04:23.060 --> 00:04:24.420]  曠野的危險
[00:04:24.420 --> 00:04:25.660]  海上的危險
[00:04:25.660 --> 00:04:27.260]  賈弟兄的危險
[00:04:27.260 --> 00:04:28.420]  勞碌辛苦
[00:04:28.420 --> 00:04:29.860]  多次不得睡覺
[00:04:29.860 --> 00:04:31.060]  又飢又渴
[00:04:31.060 --> 00:04:32.180]  多次缺糧
[00:04:32.180 --> 00:04:34.180]  赤身捱難
[00:04:34.180 --> 00:04:37.460]  還有就是他為各教會掛身的事
[00:04:37.460 --> 00:04:40.620]  天天壓在他的身上
[00:04:40.620 --> 00:04:43.220]  當我們想想保羅這樣的人生
[00:04:43.220 --> 00:04:45.020]  如果換了是我們的話
[00:04:45.020 --> 00:04:48.300]  我想我們很多人早已經受不住了
[00:04:48.300 --> 00:04:55.460]  但是保羅他竟然說出今天的這段話
[00:04:55.460 --> 00:04:58.980]  他曾經也說過哥倫多教會的信徒
[00:04:58.980 --> 00:05:01.260]  他為他們的靈魂負上一切
[00:05:01.260 --> 00:05:02.740]  鞠躬盡瘁
[00:05:02.740 --> 00:05:06.220]  但是保羅很心酸的是他慨嘆
[00:05:06.220 --> 00:05:07.540]  難道我越愛你們
[00:05:07.540 --> 00:05:10.420]  就越得不到你們的愛嗎?
[00:05:10.420 --> 00:05:12.700]  但是在這樣的情況
[00:05:12.700 --> 00:05:14.860]  內憂外患的裡面
[00:05:14.860 --> 00:05:17.500]  保羅為什麼他仍然可以說出
[00:05:17.500 --> 00:05:21.740]  今天我們講道經文的這番話呢?
[00:05:21.740 --> 00:05:25.740]  原來第七節所描寫的
[00:05:25.740 --> 00:05:28.500]  其實就是我們一個基督徒的人生
[00:05:28.500 --> 00:05:30.820]  這一段話不只是給傳道人
[00:05:30.820 --> 00:05:32.780]  不是講傳道人的人生
[00:05:32.780 --> 00:05:36.540]  而是我們每一個跟隨主的人的人生
[00:05:36.540 --> 00:05:37.660]  我們每一個人
[00:05:37.660 --> 00:05:40.340]  其實我們自己就是一個雅氣
[00:05:40.340 --> 00:05:43.860]  這個雅氣本來是卑賤、脆弱
[00:05:43.860 --> 00:05:45.700]  是沒有價值的
[00:05:45.700 --> 00:05:47.620]  因為我們每一個人都是罪人
[00:05:47.620 --> 00:05:49.100]  我們有很多的敗壞
[00:05:49.100 --> 00:05:50.900]  我們有很多人性的問題
[00:05:50.900 --> 00:05:53.700]  我們有很多性格的缺陷
[00:05:53.700 --> 00:05:56.700]  這個雅氣是用來裝東西的
[00:05:56.700 --> 00:05:59.140]  如果我們這個雅氣不裝東西的話
[00:05:59.140 --> 00:06:00.460]  我們就沒有意義
[00:06:00.460 --> 00:06:05.340]  我們過的也只不過是一個虛空的人生
[00:06:05.340 --> 00:06:10.940]  除了我們的身體、我們這個人本身很卑微之外
[00:06:10.940 --> 00:06:13.820]  我們所身處的環境也都不完美
[00:06:13.820 --> 00:06:17.260]  我們面對的環境我們沒有辦法掌控
[00:06:17.260 --> 00:06:20.660]  我們面對四方八面而來的壓力、挑戰
[00:06:20.660 --> 00:06:22.140]  甚至迫不及待
[00:06:22.140 --> 00:06:26.180]  有來自社會的、有來自家庭、職場
[00:06:26.180 --> 00:06:29.380]  人際關係、侍奉的、個人的
[00:06:29.380 --> 00:06:31.980]  甚至是世界的大環境
[00:06:31.980 --> 00:06:36.980]  我們很多人可能會因此精神受到很大的衝擊
[00:06:36.980 --> 00:06:38.380]  嚴重的話
[00:06:38.380 --> 00:06:44.060]  甚至可能我們對生命都有很負面的看法
[00:06:44.060 --> 00:06:46.980]  不過我們這個雅氣雖然是軟弱
[00:06:46.980 --> 00:06:49.180]  但是卻不是空洞洞
[00:06:49.180 --> 00:06:52.020]  而是有一個寶貝在裏面
[00:06:52.020 --> 00:06:56.620]  使得我們的人生可以化腐朽為神奇
[00:06:56.620 --> 00:06:57.780]  第七節這樣說
[00:06:57.780 --> 00:07:00.340]  我們有這寶貝在雅氣裏
[00:07:00.340 --> 00:07:03.820]  是要顯明這極大的能力是屬於神
[00:07:03.820 --> 00:07:05.340]  不是出於我們
[00:07:05.340 --> 00:07:08.340]  我們雖然四面受壓卻沒有壓碎
[00:07:08.340 --> 00:07:11.100]  心裏作難卻不致絕望
[00:07:11.100 --> 00:07:13.820]  受到迫害卻沒有被凋棄
[00:07:13.820 --> 00:07:17.540]  打倒了卻不致死亡
[00:07:17.540 --> 00:07:24.140]  但到底這個寶貝又是指甚麼呢?
[00:07:24.140 --> 00:07:29.620]  這個寶貝就是上帝在耶穌基督裏面的榮光
[00:07:29.620 --> 00:07:33.420]  是保羅一直所傳的福音的真靈
[00:07:33.420 --> 00:07:35.460]  就是神藉著耶穌基督
[00:07:35.460 --> 00:07:39.700]  祂來到這個世界為我們的罪死而復活
[00:07:39.700 --> 00:07:43.340]  叫每一個信祂的人人罪得赦免
[00:07:43.340 --> 00:07:45.420]  可以稱為神的兒女
[00:07:45.420 --> 00:07:49.260]  並且得著生命的力量和永生的福氣
[00:07:49.260 --> 00:07:52.060]  是人生的真正的寶貝
[00:07:52.060 --> 00:07:55.340]  在《約翰福音》的一章和十七章裏面
[00:07:55.340 --> 00:07:59.740]  都有講到神給我們有作祂兒女的權柄
[00:07:59.740 --> 00:08:01.940]  並且我們認識獨一的真神
[00:08:01.940 --> 00:08:04.620]  並且認識祂所差來的耶穌基督
[00:08:04.620 --> 00:08:10.980]  這個就是永生
[00:08:10.980 --> 00:08:13.420]  基督徒在世
[00:08:13.420 --> 00:08:17.620]  其實我們一方面是面對著
[00:08:17.620 --> 00:08:20.620]  一方面是活在一個罪惡的世界裏面
[00:08:20.620 --> 00:08:22.620]  作一個軟弱的人
[00:08:22.620 --> 00:08:25.500]  我們本來都算不得甚麼
[00:08:25.500 --> 00:08:28.700]  但是因為有神這個寶貝
[00:08:28.700 --> 00:08:30.500]  有上帝的榮光
[00:08:30.500 --> 00:08:33.100]  有福音在我們的生命裏面
[00:08:33.100 --> 00:08:35.100]  我們的生命就有意義
[00:08:35.100 --> 00:08:37.100]  所以其實我們是活在一個
[00:08:37.100 --> 00:08:40.780]  已然及未然的張力裏面
[00:08:40.780 --> 00:08:42.980]  如果我們只有一個雅氣
[00:08:42.980 --> 00:08:45.180]  沒有了寶貝在其中的話
[00:08:45.180 --> 00:08:48.300]  我們的人生都是空虛
[00:08:48.300 --> 00:08:53.180]  我不知道大家去經歷保羅所講的這個說話
[00:08:53.180 --> 00:08:55.300]  雅氣在寶貝裏面
[00:08:55.300 --> 00:08:56.820]  你有甚麼的體會
[00:08:56.820 --> 00:09:00.260]  或者你覺得雅氣和寶貝的關係
[00:09:00.260 --> 00:09:02.980]  可以體會有多深呢?
[00:09:02.980 --> 00:09:05.540]  我自己就很深的經歷
[00:09:05.540 --> 00:09:09.460]  話說其實我們早早就去計劃
[00:09:09.460 --> 00:09:11.980]  這個三月份的猜拳聯會
[00:09:11.980 --> 00:09:15.900]  我自己其實很早就領受今天這一段的經文
[00:09:15.900 --> 00:09:17.900]  但是我一直覺得我不懂得講
[00:09:17.900 --> 00:09:19.620]  我跟神說我不懂得講
[00:09:19.620 --> 00:09:20.620]  我不知怎樣講
[00:09:20.620 --> 00:09:22.620]  我沒有力量講
[00:09:22.620 --> 00:09:25.420]  但是上帝很幽默、很奇妙
[00:09:25.420 --> 00:09:27.420]  祂就在一個多星期前
[00:09:27.420 --> 00:09:29.740]  給了我一段很獨特的經歷
[00:09:29.740 --> 00:09:32.220]  我在當中先來到很深刻
[00:09:32.220 --> 00:09:36.460]  去經歷這一段經文的意思
[00:09:36.460 --> 00:09:41.020]  其實在我預備這次講道前大概十天左右
[00:09:41.020 --> 00:09:43.500]  我突然間經歷了一個很大的掙扎
[00:09:43.500 --> 00:09:46.460]  和很大很大的無力感
[00:09:46.460 --> 00:09:48.780]  我跟上帝講我支持不下去
[00:09:48.780 --> 00:09:51.820]  我想放棄、我不行了
[00:09:51.820 --> 00:09:55.180]  有些事發生也令到我內心裏面
[00:09:55.180 --> 00:09:58.540]  很多很多的自我的控訴
[00:09:58.540 --> 00:10:00.340]  覺得自己好不好
[00:10:00.340 --> 00:10:02.340]  覺得我的人生很失敗
[00:10:02.340 --> 00:10:07.660]  我更加跟神說我沒有資格去侍奉祂
[00:10:07.660 --> 00:10:10.540]  我有一天在公園裏面跟神說
[00:10:10.540 --> 00:10:14.780]  我很辛苦、我不知怎樣走
[00:10:14.780 --> 00:10:18.140]  不如你找另一個去服侍你
[00:10:18.140 --> 00:10:22.780]  我沒有資格、我不行了
[00:10:22.780 --> 00:10:25.020]  但是很奇妙
[00:10:25.020 --> 00:10:26.380]  當我來到跟神
[00:10:26.380 --> 00:10:29.660]  我好像約伯伯一樣跟神討價還價
[00:10:29.660 --> 00:10:31.100]  去談的時候
[00:10:31.100 --> 00:10:33.980]  我將苦水倒在祂面前的時候
[00:10:33.980 --> 00:10:37.180]  神就在微星裏面用不同的方法
[00:10:37.180 --> 00:10:40.780]  給我不同的說話來鼓勵我
[00:10:40.780 --> 00:10:42.140]  在第二天的早上
[00:10:42.140 --> 00:10:45.660]  我收到朋友發來的一張圖畫
[00:10:45.660 --> 00:10:47.980]  它的題目就是「當你支持不下去」
[00:10:47.980 --> 00:10:50.780]  我看到的時候簡直覺得
[00:10:50.780 --> 00:10:53.100]  好像上帝對我說
[00:10:53.100 --> 00:10:56.140]  經文就是《哥倫多後書》十二章九節
[00:10:56.140 --> 00:10:57.420]  祂對我說
[00:10:57.420 --> 00:10:59.180]  我的恩典夠你用的
[00:10:59.180 --> 00:11:03.580]  因為我的能力在人的軟弱上顯得完全
[00:11:03.580 --> 00:11:07.020]  我覺得上帝是用這句說話去回應
[00:11:07.020 --> 00:11:08.140]  不用支持不到
[00:11:08.140 --> 00:11:09.900]  我的恩典夠你用
[00:11:09.900 --> 00:11:12.780]  祂在回應我的無力感
[00:11:12.780 --> 00:11:13.740]  然後在第二天
[00:11:13.740 --> 00:11:16.940]  我讀經讀到《啟示錄》十二章
[00:11:16.940 --> 00:11:18.860]  我就看到這兩節的經文
[00:11:18.860 --> 00:11:22.700]  它說:我又聽見天上有大聲音說
[00:11:22.700 --> 00:11:25.260]  我們神的救恩、能力、國道
[00:11:25.260 --> 00:11:27.820]  和祂所納的基督的權柄
[00:11:27.820 --> 00:11:30.060]  現在都已經來到您
[00:11:30.060 --> 00:11:32.460]  因為那晝夜在我們神面前
[00:11:32.460 --> 00:11:35.100]  控告我們弟兄的控告者
[00:11:35.100 --> 00:11:37.020]  已經被摔下來您
[00:11:37.020 --> 00:11:40.060]  弟兄勝過他人 因著陽高的權
[00:11:40.060 --> 00:11:42.780]  也因著自己所見證的道
[00:11:42.780 --> 00:11:46.940]  他們雖然致死 也不愛惜自己的性命
[00:11:46.940 --> 00:11:51.980]  我很被中間那段說話來觸動
[00:11:51.980 --> 00:11:55.180]  它說:因為那晝夜在我們神面前
[00:11:55.180 --> 00:11:57.740]  控告我們弟兄的控告者
[00:11:57.740 --> 00:11:59.820]  已經被摔下來您
[00:11:59.820 --> 00:12:03.580]  上帝在回應我內心的自我控訴
[00:12:03.580 --> 00:12:06.140]  祂讓我知道那個控訴我的人
[00:12:06.140 --> 00:12:09.420]  那個魔鬼的 他已經被摔下去
[00:12:09.420 --> 00:12:13.820]  我們要靠著我們的神得勝
[00:12:13.820 --> 00:12:16.060]  接著在第二天 我靈修的時候
[00:12:16.060 --> 00:12:18.540]  我正正就讀到《馬太福音》五章
[00:12:18.540 --> 00:12:20.860]  在這八幅經文裏面
[00:12:20.860 --> 00:12:24.300]  第一幅就說到心靈貧乏的人有福了
[00:12:24.300 --> 00:12:28.460]  因為天國是他們
[00:12:28.460 --> 00:12:30.140]  心靈貧窮
[00:12:30.140 --> 00:12:32.860]  就是人看到自己極其無助
[00:12:32.860 --> 00:12:34.380]  別無所靠
[00:12:34.380 --> 00:12:37.580]  只能夠一心一意來去投靠神
[00:12:37.580 --> 00:12:39.260]  這樣的人是有福的
[00:12:39.260 --> 00:12:42.540]  因為天國是屬於他們
[00:12:42.540 --> 00:12:45.260]  上帝就透過這個經文告訴我
[00:12:45.260 --> 00:12:46.620]  你不用怕
[00:12:46.620 --> 00:12:50.940]  你是不能自靠 但是你可以靠我
[00:12:50.940 --> 00:12:54.300]  你倚靠我 你就是一個有福的人
[00:12:54.300 --> 00:12:57.020]  當我自己在默想的時候
[00:12:57.020 --> 00:12:58.620]  我心裏面有一句說話
[00:12:58.620 --> 00:13:01.420]  覺得神啊 我沒有資格服侍你
[00:13:01.420 --> 00:13:04.460]  但他又略讓我去回想一句
[00:13:04.460 --> 00:13:07.180]  我以前聽人講過的一句說話
[00:13:07.180 --> 00:13:11.500]  他說「神不叫人資格 祂叫人資格」
[00:13:11.500 --> 00:13:12.460]  意思就是說
[00:13:12.460 --> 00:13:15.820]  上帝不是呼召那些自覺很有資格
[00:13:15.820 --> 00:13:18.380]  很夠班的人
[00:13:18.380 --> 00:13:22.780]  而是他親自令到那些他自己去呼召的人
[00:13:22.780 --> 00:13:27.180]  上帝自己去資格他們
[00:13:27.180 --> 00:13:30.620]  我經歷了這幾天的靈修
[00:13:30.620 --> 00:13:34.060]  接著很快我就完成了今天的講章
[00:13:34.060 --> 00:13:36.380]  我連PowerPoint都做了
[00:13:36.380 --> 00:13:37.980]  那天是星期一
[00:13:37.980 --> 00:13:41.260]  更奇妙的就是在我準備好
[00:13:41.260 --> 00:13:43.900]  今天的講道的那一晚
[00:13:43.900 --> 00:13:46.300]  我和一位姐妹談電話的時候
[00:13:46.300 --> 00:13:48.620]  她跟我分享她最近的經歷
[00:13:48.620 --> 00:13:50.620]  她正在經歷跟我類似的事情
[00:13:50.620 --> 00:13:56.380]  很無助、很無力、很多負面的意念
[00:13:56.380 --> 00:13:59.420]  但是神就讓我自己最近所經歷的
[00:13:59.420 --> 00:14:02.380]  來去安慰、去鼓勵這位姐妹
[00:14:02.380 --> 00:14:04.940]  我覺得上帝真的很奇妙
[00:14:04.940 --> 00:14:07.420]  今天我和大家分享這段經文
[00:14:07.420 --> 00:14:09.740]  我自己覺得其實是一個很Powerful
[00:14:09.740 --> 00:14:12.940]  很有力的一段經文
[00:14:12.940 --> 00:14:15.820]  我也用了這麼漂亮的PowerPoint
[00:14:15.820 --> 00:14:19.580]  來和大家分享這段經文
[00:14:19.580 --> 00:14:23.020]  但是這裡的有Power、有Point
[00:14:23.020 --> 00:14:24.380]  絕對不是我
[00:14:24.380 --> 00:14:27.020]  是上帝祂自己的Power
[00:14:27.020 --> 00:14:31.980]  祂讓我來有這些Points和大家分享
[00:14:31.980 --> 00:14:34.780]  我是一個很無力的一個雅氣
[00:14:34.780 --> 00:14:36.700]  但是我正正就是經歷
[00:14:36.700 --> 00:14:39.580]  是上帝這個寶貝親自的
[00:14:39.580 --> 00:14:44.140]  來去幫助這個雅氣
[00:14:44.140 --> 00:14:46.140]  我經常在想
[00:14:46.140 --> 00:14:48.380]  上帝這個寶貝的福音
[00:14:48.380 --> 00:14:51.580]  為什麼祂不選擇強勢的人
[00:14:51.580 --> 00:14:54.380]  或者強勢的天使去做呢?
[00:14:54.380 --> 00:14:57.020]  因為聖經說
[00:14:57.020 --> 00:15:00.700]  上帝創造我們比天使微小一點
[00:15:00.700 --> 00:15:02.140]  天使比我們好一點
[00:15:02.140 --> 00:15:05.180]  為什麼上帝不選擇天使去展色
[00:15:05.180 --> 00:15:06.780]  去教導人遵行
[00:15:06.780 --> 00:15:08.620]  或者去廣傳福音
[00:15:08.620 --> 00:15:11.660]  而是選擇我們這些這麼沒用的雅氣
[00:15:11.660 --> 00:15:14.780]  我們這些身體會脆弱、會生病
[00:15:14.780 --> 00:15:17.180]  會耗盡甚至會死亡的人
[00:15:17.180 --> 00:15:19.180]  去傳他的福音呢?
[00:15:19.180 --> 00:15:20.700]  我有時候也在問
[00:15:20.700 --> 00:15:24.540]  上帝你的算盤是不是打錯了呢?
[00:15:24.540 --> 00:15:27.340]  不過我想正正是因為我們人
[00:15:27.340 --> 00:15:30.140]  是這麼卑微、這麼不濟
[00:15:30.140 --> 00:15:33.100]  所以我們才懂得謙卑落零
[00:15:33.100 --> 00:15:36.860]  沒有什麼可以在神面前誇厚
[00:15:36.860 --> 00:15:39.980]  有時候想想有時候做傳道人
[00:15:39.980 --> 00:15:42.060]  很多傳道人可能都不太敢
[00:15:42.060 --> 00:15:44.300]  讓人知道自己的軟弱
[00:15:44.300 --> 00:15:47.660]  免得弟兄姊妹覺得你不夠淑靈
[00:15:47.660 --> 00:15:49.500]  所以在弟兄姊妹
[00:15:49.500 --> 00:15:51.180]  可能很多人都要在那裏
[00:15:51.180 --> 00:15:54.140]  裝一個很棒的樣子給人看
[00:15:54.140 --> 00:15:56.140]  但是裏面自己可能已經到了
[00:15:56.140 --> 00:15:59.820]  快要崩潰的地步
[00:15:59.820 --> 00:16:00.940]  弟兄姊妹
[00:16:00.940 --> 00:16:02.620]  其實我們千萬不要將一個
[00:16:02.620 --> 00:16:06.860]  淑靈的光環套在傳道人的身上
[00:16:06.860 --> 00:16:08.940]  正如保羅他自己也說
[00:16:08.940 --> 00:16:11.260]  有誰軟弱我不軟弱呢?
[00:16:11.260 --> 00:16:14.300]  有誰陷在墜壘我不焦急呢?
[00:16:14.300 --> 00:16:15.900]  如果我必須誇厚
[00:16:15.900 --> 00:16:21.340]  我就誇自己的軟弱
[00:16:21.340 --> 00:16:25.180]  其實傳道人都不一定比你強
[00:16:25.180 --> 00:16:29.980]  但他們面對的困難、挑戰和擔子
[00:16:29.980 --> 00:16:32.300]  一般都會比你多
[00:16:32.300 --> 00:16:36.380]  所以你不需要看傳道人看得太強
[00:16:36.380 --> 00:16:39.980]  他們都需要你的禱告和守望
[00:16:39.980 --> 00:16:43.340]  只有當我們常常看到自己是雅氣
[00:16:43.340 --> 00:16:45.020]  是會軟弱的時候
[00:16:45.020 --> 00:16:48.380]  我們才懂得拿出寶貝
[00:16:48.380 --> 00:16:51.980]  我們才懂得更加依靠神
[00:16:51.980 --> 00:16:55.340]  而這個雅氣中的寶貝
[00:16:55.340 --> 00:17:01.020]  能夠帶來兩個非常重要的彰顯
[00:17:01.020 --> 00:17:04.220]  第一個在七至九節
[00:17:04.220 --> 00:17:08.700]  就是神透過這個寶貝在雅氣裏面
[00:17:08.700 --> 00:17:11.660]  神的能力能夠更加清楚顯露
[00:17:11.660 --> 00:17:13.180]  當我們四面受壓
[00:17:13.180 --> 00:17:16.940]  心裡作難、受到逼迫、被打倒的時候
[00:17:16.940 --> 00:17:19.260]  我們仍然能夠站立得住
[00:17:19.260 --> 00:17:20.860]  不是因為我們有多厲害
[00:17:20.860 --> 00:17:22.940]  而是從神而來的能力
[00:17:22.940 --> 00:17:25.020]  使我們可以勝過這一切
[00:17:25.020 --> 00:17:28.460]  並且將榮耀歸給神
[00:17:28.460 --> 00:17:30.460]  在十到十二節
[00:17:30.460 --> 00:17:34.380]  當我們在雅氣裏面有寶貝的時候
[00:17:34.380 --> 00:17:38.540]  我們可以讓基督的生命更加能夠彰顯
[00:17:38.540 --> 00:17:41.820]  因為我們的生命已經與基督聯合了
[00:17:41.820 --> 00:17:44.060]  耶穌基督的死亡和復活
[00:17:44.060 --> 00:17:48.300]  同樣彰顯在我們的生命和侍奉裏面
[00:17:48.300 --> 00:17:51.660]  我們自己並沒有東西可以依靠
[00:17:51.660 --> 00:17:52.780]  我們沒有能力
[00:17:52.780 --> 00:17:55.900]  就像耶穌基督他也死亡
[00:17:55.900 --> 00:17:58.940]  但我們同樣擁有從神而來的能力
[00:17:58.940 --> 00:18:01.180]  就像耶穌基督他死了之後
[00:18:01.180 --> 00:18:03.660]  但是他三天就復活了
[00:18:03.660 --> 00:18:07.100]  使我們雖然與耶穌基督一同經歷苦難
[00:18:07.100 --> 00:18:10.140]  但是當我們來經歷這些苦難的時候
[00:18:10.140 --> 00:18:13.020]  我們可以造就別人的屬靈生命
[00:18:13.020 --> 00:18:19.100]  並且得到因信耶穌基督而來的復活生命
[00:18:19.100 --> 00:18:22.780]  靖姐妹 你看不看到我們這個雅氣
[00:18:22.780 --> 00:18:25.180]  又看不看到你雅氣裏面
[00:18:25.180 --> 00:18:30.380]  這個寶貝的榮耀和能力?
[00:18:30.380 --> 00:18:32.540]  今天我們在這段經文裏面
[00:18:32.540 --> 00:18:35.100]  有什麼可以來應用呢?
[00:18:35.100 --> 00:18:38.780]  靖姐妹 那種叫人生叫人死的權柄
[00:18:38.780 --> 00:18:40.540]  上帝沒有給天使
[00:18:40.540 --> 00:18:43.420]  而是託付給我們這一群人
[00:18:43.420 --> 00:18:47.260]  我們要珍惜這個尊貴的職份
[00:18:47.260 --> 00:18:50.220]  在《馬太福音》十六章裏面
[00:18:50.220 --> 00:18:53.340]  主耶穌說:我要把天國的藥事給你
[00:18:53.340 --> 00:18:56.940]  你在地上捆綁的 在天上也被捆綁
[00:18:56.940 --> 00:19:00.860]  你在地上釋放的 在天上也被釋放
[00:19:00.860 --> 00:19:04.140]  今天我們來到傳揚耶穌基督的福音的時候
[00:19:04.140 --> 00:19:06.140]  如果有人聽到我們的宣講
[00:19:06.140 --> 00:19:10.940]  他回轉歸向耶穌的話
[00:19:10.940 --> 00:19:15.980]  他就得著入天國這個鎖匙
[00:19:15.980 --> 00:19:19.740]  但是相反的 他就不能夠進去
[00:19:19.740 --> 00:19:22.780]  所以今天你拿著這個鎖匙
[00:19:22.780 --> 00:19:25.900]  是要帶領人去到天上
[00:19:25.900 --> 00:19:27.900]  帶領人去到耶穌那裏
