
[00:00:00.000 --> 00:00:03.040]  六月份是教會的猜傳月
[00:03:20.600 --> 00:03:22.960]  巴拿巴就去到大掃這個地方
[00:03:22.960 --> 00:03:24.520]  找了保羅回來
[00:03:24.520 --> 00:03:30.440]  然後就和他一起留在安提柯教會裡服事
[00:03:30.440 --> 00:03:34.280]  在當時教會的福音工作很興旺
[00:03:34.280 --> 00:03:39.000]  以至到周圍的人稱呼門徒為基督徒
[00:03:39.000 --> 00:03:41.640]  所以基督徒這個稱呼
[00:03:41.640 --> 00:03:45.800]  就是由安提柯教會開始
[00:03:45.800 --> 00:03:46.920]  在仕途行轉
[00:03:46.920 --> 00:03:49.760]  我們看見保羅一生的足跡
[00:03:49.760 --> 00:03:52.680]  他將福音帶到歐洲
[00:03:52.680 --> 00:03:54.040]  又在昔日
[00:03:54.040 --> 00:03:55.640]  歐洲的宣教士
[00:03:55.640 --> 00:03:57.400]  他們攀山涉水
[00:03:57.400 --> 00:04:00.520]  他們去到不同的地方來傳福音
[00:04:00.520 --> 00:04:02.440]  有去到東南亞
[00:04:02.440 --> 00:04:04.440]  有去到中國
[00:04:04.440 --> 00:04:06.960]  今天當我們在香港這個地方
[00:04:06.960 --> 00:04:09.440]  我們能夠得到寶貴的救恩
[00:04:09.440 --> 00:04:13.920]  同樣都是因為著西方的宣教士他們的努力
[00:04:13.920 --> 00:04:16.520]  所以我稱呼安提柯教會
[00:04:16.520 --> 00:04:19.000]  是一間祝福萬民的教會
[00:04:19.000 --> 00:04:21.280]  一點都沒有誇張
[00:04:21.280 --> 00:04:22.880]  究竟這間教會
[00:04:22.880 --> 00:04:26.880]  他們究竟具備了什麼因素
[00:04:26.880 --> 00:04:32.920]  以至到他們能夠成為一間祝福萬民的教會呢?
[00:04:32.920 --> 00:04:35.000]  以下下來有五節的經文
[00:04:35.000 --> 00:04:37.200]  讓我們同聲來中讀
[00:04:37.200 --> 00:04:39.280]  仕途行轉十三章
[00:04:39.280 --> 00:04:41.120]  預備起
[00:04:41.120 --> 00:04:43.520]  在安提柯的教會中
[00:04:43.520 --> 00:04:46.360]  有幾位先知和教師
[00:04:46.360 --> 00:04:50.520]  就是巴拿巴和稱呼離結的西面
[00:04:50.520 --> 00:04:52.680]  古里內人路求
[00:04:52.680 --> 00:04:56.560]  與分封之王希律同樣的馬念
[00:04:56.560 --> 00:04:58.320]  並掃羅
[00:04:58.320 --> 00:05:00.040]  他們侍奉主
[00:05:00.040 --> 00:05:01.560]  禁食的時候
[00:05:01.560 --> 00:05:02.800]  聖靈說
[00:05:02.800 --> 00:05:06.200]  要為我分派巴拿巴和部
[00:05:06.200 --> 00:05:10.040]  去作我召他們所作的功
[00:05:10.040 --> 00:05:12.200]  於是禁食禱告
[00:05:12.200 --> 00:05:14.640]  按守在他們頭上
[00:05:14.640 --> 00:05:17.360]  就打發他們去了
[00:05:17.360 --> 00:05:19.960]  他們既被聖靈差遣
[00:05:19.960 --> 00:05:22.200]  就下到西流基
[00:05:22.200 --> 00:05:26.160]  從那裡坐船往居比路去
[00:05:26.160 --> 00:05:28.000]  到了撒拉米
[00:05:28.000 --> 00:05:30.920]  就在猶太人國會堂裡
[00:05:30.920 --> 00:05:32.640]  傳講神的道
[00:05:32.640 --> 00:05:37.400]  也有若寒作他們的幫手
[00:05:37.400 --> 00:05:39.560]  安提柯教會能夠成為一間
[00:05:39.560 --> 00:05:41.480]  祝福萬民的教會
[00:05:41.480 --> 00:05:42.400]  最重要的
[00:05:42.400 --> 00:05:46.040]  他們有三方面的同心
[00:05:46.040 --> 00:05:47.000]  第一方面
[00:05:47.000 --> 00:05:50.880]  就是他們能夠同心合意去侍奉神
[00:05:50.880 --> 00:05:53.640]  剛才我們讀到經文第一節
[00:05:53.640 --> 00:05:55.560]  提到安提柯教會當中
[00:05:55.560 --> 00:05:58.520]  有幾位先知和教師
[00:05:58.520 --> 00:06:02.480]  其實他們都是教會的領袖
[00:06:02.480 --> 00:06:04.440]  究竟他們有什麼特別
[00:06:04.440 --> 00:06:06.920]  他們有什麼不同之處呢?
[00:06:06.920 --> 00:06:09.600]  或者我在以下跟大家講一講
[00:06:09.600 --> 00:06:12.280]  讓大家知道
[00:06:12.280 --> 00:06:14.480]  在教會裡有這幾位領袖
[00:06:14.480 --> 00:06:16.520]  第一位叫做巴拿巴
[00:06:16.520 --> 00:06:19.160]  其實在《使徒行傳》第四章和十一章
[00:06:19.160 --> 00:06:21.200]  都有介紹巴拿巴
[00:06:21.200 --> 00:06:23.360]  巴拿巴本身是一個利微人
[00:06:23.360 --> 00:06:24.880]  即是猶太人
[00:06:24.880 --> 00:06:26.600]  他是生於居比路
[00:06:26.600 --> 00:06:29.080]  即是今天的塞浦路斯
[00:06:29.080 --> 00:06:31.880]  經文又形容他是一個好人
[00:06:31.880 --> 00:06:34.080]  人際關係非常之好
[00:06:34.080 --> 00:06:36.400]  稱為「勸惠子」
[00:06:36.400 --> 00:06:37.440]  另一方面
[00:06:37.440 --> 00:06:39.200]  他也是一個很有錢
[00:06:39.200 --> 00:06:41.000]  很愛主的信徒
[00:06:41.000 --> 00:06:43.520]  當他知道教會有需要的時候
[00:06:43.520 --> 00:06:47.000]  他願意把自己的田地、房產
[00:06:47.000 --> 00:06:49.880]  全數來奉獻給教會
[00:06:49.880 --> 00:06:52.240]  他也是一個被聖靈充滿
[00:06:52.240 --> 00:06:54.360]  大有信心的人
[00:06:54.360 --> 00:06:56.600]  他不單有敬虔的生命
[00:06:56.600 --> 00:06:59.280]  他還有良好的品格
[00:06:59.280 --> 00:07:02.440]  還有他願意接納一些
[00:07:02.440 --> 00:07:05.840]  過去有不好地方的人
[00:07:05.840 --> 00:07:09.160]  並且他能夠善用人才
[00:07:09.160 --> 00:07:11.040]  剛才我都提到
[00:07:11.040 --> 00:07:14.600]  巴拿巴去到大掃找保羅
[00:07:14.600 --> 00:07:19.320]  所以其實當巴拿巴找到保羅之後
[00:07:19.320 --> 00:07:24.160]  他就帶著他一起去到安提拉服侍
[00:07:24.160 --> 00:07:26.360]  第二個就是西面
[00:07:26.360 --> 00:07:28.800]  西面是猶太人的名字
[00:07:28.800 --> 00:07:31.280]  又稱呼他為「尼傑」
[00:07:31.280 --> 00:07:33.960]  「尼傑」的意思是黑色
[00:07:33.960 --> 00:07:36.800]  所以可能估計因為他的皮膚
[00:07:36.800 --> 00:07:38.400]  有少許大黑
[00:07:38.400 --> 00:07:42.840]  估計他會不會是來自非洲的人呢?
[00:07:42.840 --> 00:07:44.880]  第三個就是「路球」
[00:07:44.880 --> 00:07:48.360]  「路球」是拉丁文的名字
[00:07:48.360 --> 00:07:50.600]  意思就是「發光」
[00:07:50.600 --> 00:07:53.280]  「路球」是來自古里內
[00:07:53.280 --> 00:07:55.720]  古里內是北非一個國家
[00:07:55.720 --> 00:07:57.960]  即是今天的利比亞
[00:07:57.960 --> 00:07:59.640]  所以同樣都估計
[00:07:59.640 --> 00:08:03.120]  「路球」可能都是來自非洲的人
[00:08:03.120 --> 00:08:05.440]  另外一位就是「馬念」
[00:08:05.440 --> 00:08:07.880]  「馬念」是猶太人的名字
[00:08:07.880 --> 00:08:10.200]  意思就是「安慰者」
[00:08:10.200 --> 00:08:11.720]  在經文裏面形容
[00:08:11.720 --> 00:08:16.880]  他就是當時和「昏風王」希律是同樣的
[00:08:16.880 --> 00:08:20.680]  同樣的意思就是他們一起去長大
[00:08:20.680 --> 00:08:22.440]  所以我們都估計
[00:08:22.440 --> 00:08:26.440]  當時的馬念都是一個有地位的人
[00:08:26.440 --> 00:08:28.160]  另外一位就是「素羅」
[00:08:28.160 --> 00:08:30.120]  我們比較熟悉的
[00:08:30.120 --> 00:08:32.440]  「素羅」是猶太人的名字
[00:08:32.440 --> 00:08:34.600]  他接受過良好教育
[00:08:34.600 --> 00:08:37.320]  是一個很敬虔的法利塞人
[00:08:37.320 --> 00:08:40.920]  他能夠完全遵守摩西的律法
[00:08:40.920 --> 00:08:43.800]  但是當他在大馬色路上
[00:08:43.800 --> 00:08:45.880]  遇見耶穌基督的時候
[00:08:45.880 --> 00:08:47.960]  他的生命改變
[00:08:47.960 --> 00:08:49.560]  他蒙恩德救
[00:08:49.560 --> 00:08:51.280]  成為了「保羅」
[00:08:51.280 --> 00:08:54.480]  「保羅」的意思是「微小」
[00:08:54.480 --> 00:08:56.000]  在「保羅」信主之後
[00:08:56.000 --> 00:08:57.160]  他的餘生
[00:08:57.160 --> 00:08:59.760]  他就努力來為主作見證
[00:08:59.760 --> 00:09:03.240]  將福音傳開
[00:09:03.240 --> 00:09:06.200]  短短在這幾個名字裏頭
[00:09:06.200 --> 00:09:07.560]  讓我們看得見
[00:09:07.560 --> 00:09:10.120]  在安提拉教會裏面的領袖
[00:09:10.120 --> 00:09:13.400]  他們有富有的人是「巴拿巴」
[00:09:13.400 --> 00:09:17.360]  有很平凡的人是「西面」和「路球」
[00:09:17.360 --> 00:09:20.640]  也有地位的人是「馬念」
[00:09:20.640 --> 00:09:24.720]  也有受過高深教育的是「素羅」
[00:09:24.720 --> 00:09:27.480]  雖然他們是來自不同的國家
[00:09:27.480 --> 00:09:29.840]  不同的種族、文化
[00:09:29.840 --> 00:09:32.600]  他們的身份、地位、學歷
[00:09:32.600 --> 00:09:34.320]  都很有不同
[00:09:34.320 --> 00:09:39.160]  但是他們沒有因此而感到驕傲或自誇
[00:09:39.160 --> 00:09:40.800]  他們願意走在一起
[00:09:40.800 --> 00:09:43.000]  來同心侍奉神
[00:09:43.000 --> 00:09:46.640]  同心來教導牧養弟兄姊妹
[00:09:46.640 --> 00:09:50.400]  這確實是一件很美的事
[00:09:50.400 --> 00:09:52.320]  不知道大家有沒有留意
[00:09:52.320 --> 00:09:53.960]  在城鎮教會
[00:09:53.960 --> 00:09:57.480]  除了我們有本地童工之外
[00:09:57.480 --> 00:10:00.840]  我們也有來自不同國家的童工
[00:10:00.840 --> 00:10:02.640]  來一齊服侍
[00:10:02.640 --> 00:10:05.600]  大家有沒有想起哪一位?
[00:10:05.600 --> 00:10:07.360]  原來也有幾位
[00:10:07.360 --> 00:10:10.640]  他們分別來自北美地區
[00:10:10.640 --> 00:10:14.760]  東南亞和東亞地區
[00:10:14.760 --> 00:10:19.040]  今天他們都在不同的侍工裏面去參與服侍
[00:10:19.040 --> 00:10:21.200]  包括普通話侍工
[00:10:21.200 --> 00:10:27.160]  英語侍工和印語侍工
[00:10:27.160 --> 00:10:31.800]  在教會,我們雖然有來自不同國籍的童工
[00:10:31.800 --> 00:10:34.240]  但是我們從來都沒有分國籍
[00:10:34.240 --> 00:10:38.480]  我們也沒有覺得很難去適應
[00:10:38.480 --> 00:10:41.360]  相反,我們都願意去學習
[00:10:41.360 --> 00:10:43.120]  互相去適應
[00:10:43.120 --> 00:10:45.400]  互相去包容
[00:10:45.400 --> 00:10:46.600]  同樣我們都知道
[00:10:46.600 --> 00:10:48.480]  因為我們來自不同的國家
[00:10:48.480 --> 00:10:51.640]  我們的侍奉模式有時候都可能會不同
[00:10:51.640 --> 00:10:54.200]  但是我們仍然都去學習
[00:10:54.200 --> 00:10:55.400]  為什麼呢?
[00:10:55.400 --> 00:10:56.480]  因為我們知道
[00:10:56.480 --> 00:10:59.120]  我們有一個共同的目標
[00:10:59.120 --> 00:11:01.160]  就是我們希望能夠帶領
[00:11:01.160 --> 00:11:06.280]  不同種族群體來歸向神
[00:11:06.280 --> 00:11:09.800]  所以當我們看見剛才安提拉教會的領袖
[00:11:09.800 --> 00:11:11.800]  他們能夠不分彼此
[00:11:11.800 --> 00:11:13.520]  同心侍奉
[00:11:13.520 --> 00:11:14.520]  另一方面
[00:11:14.520 --> 00:11:15.840]  我們也都看見
[00:11:15.840 --> 00:11:18.120]  當他們在處理事情上
[00:11:18.120 --> 00:11:20.680]  他們有一個同心
[00:11:20.680 --> 00:11:25.760]  就是他們願意同心尋求神的心意
[00:11:25.760 --> 00:11:28.440]  在剛才經文第二節裏面提到
[00:11:28.440 --> 00:11:31.760]  當他們侍奉的時候
[00:11:31.760 --> 00:11:34.120]  他們就禁食
[00:11:34.120 --> 00:11:36.800]  其實對經顯的猶太人來說
[00:11:36.800 --> 00:11:40.840]  禁食禱告是他們會經常實踐的
[00:11:40.840 --> 00:11:42.640]  目的是為了什麼呢?
[00:11:42.640 --> 00:11:46.120]  就是專心尋求神的旨意
[00:11:46.120 --> 00:11:49.000]  就正如在舊約以斯帖記
[00:11:49.000 --> 00:11:50.400]  以斯帖皇后
[00:11:50.400 --> 00:11:53.000]  她曾經邀請書山城的猶太人
[00:11:53.000 --> 00:11:54.920]  一起來禁食
[00:11:54.920 --> 00:11:58.720]  因為當時他們正面對一個艱難的問題
[00:11:58.720 --> 00:12:01.680]  關乎國家、民族的命運
[00:12:01.680 --> 00:12:04.960]  所以她就呼籲在書山城的猶太人
[00:12:04.960 --> 00:12:07.600]  來禁食禱告
[00:12:07.600 --> 00:12:09.240]  所以剛才我提到
[00:12:09.240 --> 00:12:11.000]  在安提拉教會
[00:12:11.000 --> 00:12:13.680]  這幾位領袖他們的行動
[00:12:13.680 --> 00:12:15.240]  讓我們看得見
[00:12:15.240 --> 00:12:18.200]  他們能夠為處理教會的事情
[00:12:18.200 --> 00:12:20.360]  來禁食
[00:12:20.360 --> 00:12:22.400]  這也反映了
[00:12:22.400 --> 00:12:24.800]  當時他們在教會裏面服侍
[00:12:24.800 --> 00:12:27.800]  他們不只是單單以人的智慧
[00:12:27.800 --> 00:12:29.600]  他們有不同的學識
[00:12:29.600 --> 00:12:32.560]  又或者他們有不同的侍奉經驗
[00:12:32.560 --> 00:12:33.480]  相反
[00:12:33.480 --> 00:12:34.880]  他們很專心
[00:12:34.880 --> 00:12:36.160]  他們很重視
[00:12:36.160 --> 00:12:40.280]  以禱告、禁食來尋求神的心意
[00:12:40.280 --> 00:12:44.440]  這實在成為我們一個很好的提醒
[00:12:44.440 --> 00:12:47.200]  當我們今天在教會侍奉的時候
[00:12:47.200 --> 00:12:48.760]  我們都要去學習
[00:12:48.760 --> 00:12:51.760]  努力在禱告的功課上
[00:12:51.760 --> 00:12:54.920]  尋求神的心意
[00:12:54.920 --> 00:12:58.120]  正當他們專心尋求神的心意的時候
[00:12:58.120 --> 00:13:06.400]  聖靈就跟他們說話了
[00:13:06.400 --> 00:13:07.680]  聖靈就說
[00:13:07.680 --> 00:13:10.440]  「為我分派巴拿巴和訴羅
[00:13:10.440 --> 00:13:15.320]  去作我照他們所作的功」
[00:13:15.320 --> 00:13:17.240]  在當時作為教會領袖
[00:13:17.240 --> 00:13:19.120]  他們會怎樣想呢?
[00:13:19.120 --> 00:13:22.520]  要差派保羅和巴拿巴出去
[00:13:22.520 --> 00:13:25.600]  他們會不會這樣跟他們說
[00:13:25.600 --> 00:13:29.120]  「其實你們兩位都是教會一個非常出色
[00:13:29.120 --> 00:13:31.120]  優秀的領袖
[00:13:31.120 --> 00:13:33.720]  你們在安提拉教會服侍了一年
[00:13:33.720 --> 00:13:37.200]  帶領弟兄姊妹來認識神
[00:13:37.200 --> 00:13:40.320]  你們也做了很多牧養的工作
[00:13:40.320 --> 00:13:42.960]  教會很需要你們
[00:13:42.960 --> 00:13:45.240]  弟兄姊妹也很需要你們
[00:13:45.240 --> 00:13:48.760]  所以請你們繼續留在安提拉教會
[00:13:48.760 --> 00:13:52.240]  繼續同心的服侍」
[00:13:52.240 --> 00:13:54.960]  但是從經文裏面去看
[00:13:54.960 --> 00:13:58.280]  剛才的說話是我自己去假設
[00:13:58.280 --> 00:13:59.760]  從經文裏面去看
[00:13:59.760 --> 00:14:01.560]  我們可以感受到
[00:14:01.560 --> 00:14:05.720]  安提拉教會真是一間很屬靈的教會
[00:14:05.720 --> 00:14:07.160]  他們幾位的領袖
[00:14:07.160 --> 00:14:09.640]  他們不是馬上召開會議
[00:14:09.640 --> 00:14:11.400]  來商討
[00:14:11.400 --> 00:14:13.240]  在第三節提到
[00:14:13.240 --> 00:14:16.920]  他們又再禁食禱告
[00:14:16.920 --> 00:14:23.400]  目的是他們希望能夠一起尋求神的心意和指引
[00:14:23.400 --> 00:14:27.040]  在尋求神的心意和指引的功課上
[00:14:27.040 --> 00:14:30.240]  我自己也有一個很寶貴的經歷
[00:14:30.240 --> 00:14:31.560]  在我年輕的時候
[00:14:31.560 --> 00:14:35.560]  我有一位同事帶領我回到教會
[00:14:35.560 --> 00:14:37.560]  參加一些活動
[00:14:37.560 --> 00:14:42.080]  我在那幾年的日子有機會去接觸信仰
[00:14:42.080 --> 00:14:45.320]  後來我也是決志信了耶穌
[00:14:45.320 --> 00:14:46.960]  在當時的教會
[00:14:46.960 --> 00:14:50.240]  牧者的生命對我們有很大的影響
[00:14:50.240 --> 00:14:54.200]  這位牧者他對傳福音的工作很有熱誠
[00:14:54.200 --> 00:14:56.720]  所以當時我們一班弟兄姊妹
[00:14:56.720 --> 00:15:01.600]  每個月我們都會出去街頭報道來派單張
[00:15:01.600 --> 00:15:04.960]  後來有一天這位牧者他就鼓勵我
[00:15:04.960 --> 00:15:08.000]  會不會願意奉獻兩年的時間
[00:15:08.000 --> 00:15:12.360]  去報讀一個報道訓練的課程
[00:15:12.360 --> 00:15:14.960]  我當時第一個想法就是
[00:15:14.960 --> 00:15:19.160]  那就是兩年要我停下我的工作
[00:15:19.160 --> 00:15:21.120]  可能我要辭工
[00:15:21.120 --> 00:15:22.280]  另一方面
[00:15:22.280 --> 00:15:26.800]  兩年也代表著我不可以再賺錢了
[00:15:26.800 --> 00:15:28.160]  再想多一層
[00:15:28.160 --> 00:15:30.760]  就是我家人會怎麼想呢?
[00:15:30.760 --> 00:15:36.040]  所以我也不敢馬上去跟這位牧者表達我的想法
[00:15:36.040 --> 00:15:37.240]  我就告訴他
[00:15:37.240 --> 00:15:38.680]  我很想去祈禱
[00:15:38.680 --> 00:15:41.240]  問一問神的心意
[00:15:41.240 --> 00:15:42.120]  所以有一天
[00:15:42.120 --> 00:15:44.840]  當我自己來到安靜禱告的時候
[00:15:44.840 --> 00:15:48.280]  我很深刻看到一些片段
[00:15:48.280 --> 00:15:49.480]  這些片段
[00:15:49.480 --> 00:15:54.560]  我相信大家在街上曾經都有經歷過
[00:15:54.560 --> 00:15:57.240]  在那天的禱告我就記起
[00:15:57.240 --> 00:16:02.920]  我經常在街上都有機會見到一些年輕的西方人
[00:16:02.920 --> 00:16:04.400]  他們很年輕
[00:16:04.400 --> 00:16:05.680]  兩個兩個
[00:16:05.680 --> 00:16:07.480]  他們可能去到商場
[00:16:07.480 --> 00:16:08.720]  去到屋苑
[00:16:08.720 --> 00:16:12.800]  去到不同的地方來傳他們的教
[00:16:12.800 --> 00:16:14.880]  所以當我自己信了耶穌之後
[00:16:14.880 --> 00:16:19.040]  我當然知道他們是一些異端教徒
[00:16:19.040 --> 00:16:23.320]  所以他們在傳的是一個和音
[00:16:23.320 --> 00:16:24.840]  我經常見到他們的時候
[00:16:24.840 --> 00:16:29.080]  我就想為什麼他們願意在這麼年輕的日子
[00:16:29.080 --> 00:16:30.680]  他們不是賺錢
[00:16:30.680 --> 00:16:33.080]  他們願意來擺上兩年
[00:16:33.080 --> 00:16:34.880]  去到不同的地方
[00:16:34.880 --> 00:16:36.720]  當他們來到香港的時候
[00:16:36.720 --> 00:16:40.200]  我曾經都有機會和他們一起聊天
[00:16:40.200 --> 00:16:42.680]  他們真的能說廣東話
[00:16:42.680 --> 00:16:43.840]  所以我就想
[00:16:43.840 --> 00:16:47.120]  為什麼他們都願意花上他們的時間
[00:16:47.120 --> 00:16:49.600]  來傳這個和音
[00:16:49.600 --> 00:16:52.480]  但是相反我們作為基督徒
[00:16:52.480 --> 00:16:55.720]  我們都很享受我們的生活
[00:16:55.720 --> 00:17:01.320]  有時候我們可能一年有一次去做傳福音的工作
[00:17:01.320 --> 00:17:03.080]  所以我就想
[00:17:03.080 --> 00:17:05.560]  我可不可以為耶穌基督的緣故
[00:17:05.560 --> 00:17:08.200]  我都去放下兩年的工作
[00:17:08.200 --> 00:17:09.640]  賺錢的機會
[00:17:09.640 --> 00:17:11.840]  我來到去傳福音呢?
[00:17:11.840 --> 00:17:15.720]  所以我跟著就和我的傳導人來分享
[00:17:15.720 --> 00:17:17.120]  我就去報名
[00:17:17.120 --> 00:17:20.320]  報讀這個課程
[00:17:20.320 --> 00:17:22.800]  很快兩年的課程完結了
[00:17:22.800 --> 00:17:25.200]  這個就是畢業禮
[00:17:25.200 --> 00:17:26.680]  在過去的兩年裡頭
[00:17:26.680 --> 00:17:28.680]  我領受了很多的學習
[00:17:28.680 --> 00:17:31.120]  和很多實踐報道的機會
[00:17:31.120 --> 00:17:36.200]  也都去加增了我對傳福音那份的委心和熱誠
[00:17:36.200 --> 00:17:38.120]  後來過了幾個月之後
[00:17:38.120 --> 00:17:40.680]  神又給我另一個的召命
[00:17:40.680 --> 00:17:42.520]  這個召命就是問我
[00:17:42.520 --> 00:17:46.000]  你願不願意再花上兩年的時間
[00:17:46.000 --> 00:17:50.280]  去到澳門做一個信徒宣教的服事呢?
[00:17:50.280 --> 00:17:51.920]  我當時就想
[00:17:51.920 --> 00:17:54.120]  我不是已經奉獻了兩年了嗎?
[00:17:54.120 --> 00:17:55.800]  再兩年?
[00:17:55.800 --> 00:17:58.240]  這是一個很大的挑戰
[00:17:58.240 --> 00:18:00.960]  但是我也不敢立時做決定
[00:18:00.960 --> 00:18:03.800]  所以我也去祈禱
[00:18:03.800 --> 00:18:04.800]  當我那段日子
[00:18:04.800 --> 00:18:08.880]  我自己也是在靈修讀《仕途行傳》
[00:18:08.880 --> 00:18:10.560]  有一段經文
[00:18:10.560 --> 00:18:12.080]  我很感受得到
[00:18:12.080 --> 00:18:17.360]  就好像聖靈確實和我說給我的免禮
[00:18:17.360 --> 00:18:20.320]  在《仕途行傳》26章18節
[00:18:20.320 --> 00:18:22.080]  經文是這樣說的
[00:18:22.080 --> 00:18:24.600]  「我差你到他們那裡去
[00:18:24.600 --> 00:18:27.360]  要叫他們的眼睛得開
[00:18:27.360 --> 00:18:30.200]  從黑暗中歸向光明
[00:18:30.200 --> 00:18:33.200]  從撒旦權下歸向神
[00:18:33.200 --> 00:18:36.320]  又因信我得蒙赦罪
[00:18:36.320 --> 00:18:40.360]  和一切誠信的人同得基業」
[00:18:40.360 --> 00:18:43.040]  我當時就是憑著這段經文
[00:18:43.040 --> 00:18:46.360]  我覺得神給我一個很大的免禮
[00:18:46.360 --> 00:18:50.080]  以致到我就鼓起勇氣和我媽媽去說
[00:18:50.080 --> 00:18:52.880]  我可不可以再用多兩年
[00:18:52.880 --> 00:18:54.800]  來做福音工作
[00:18:54.800 --> 00:18:57.680]  當時我媽媽還未信主
[00:18:57.680 --> 00:18:58.960]  很奇妙
[00:18:58.960 --> 00:19:00.640]  我媽媽聽完之後
[00:19:00.640 --> 00:19:02.800]  她竟然沒有反對
[00:19:02.800 --> 00:19:05.840]  她也沒有來責罰我
[00:19:05.840 --> 00:19:07.440]  我當時很興奮
[00:19:07.440 --> 00:19:08.360]  很開心
[00:19:08.360 --> 00:19:09.960]  很感恩
[00:19:09.960 --> 00:19:12.960]  於是我就和另外一位姐妹
[00:19:12.960 --> 00:19:14.680]  就用了兩年的時間
[00:19:14.680 --> 00:19:16.280]  我們去了澳門
[00:19:16.280 --> 00:19:19.560]  參與信徒宣教的服事
[00:19:19.560 --> 00:19:22.680]  當時我們也有一個差遣禮
[00:19:22.680 --> 00:19:23.960]  很感謝神
[00:19:23.960 --> 00:19:25.440]  透過這些經歷
[00:19:25.440 --> 00:19:27.520]  讓我深深明白到
[00:19:27.520 --> 00:19:33.080]  原來專心尋求神的心意是很重要
[00:19:33.080 --> 00:19:34.760]  當安提拉教會的領袖
