
[00:00:00.000 --> 00:00:09.000]  飲宴已經成為今天人類社會 社交的一種 差不多是必要的活動
[00:04:49.000 --> 00:04:53.000]  但你今天接到請帖 你不可以丟在一邊就不理
[00:04:53.000 --> 00:04:59.000]  當晚就去 因為多數人現在都會叫你回覆
[00:04:59.000 --> 00:05:05.000]  英文寫RSVP 即是叫你回覆
[00:05:05.000 --> 00:05:09.000]  甚至現在很多主人家都是補上一個電郵
[00:05:09.000 --> 00:05:13.000]  或者打電話問問你當晚有沒有空
[00:05:13.000 --> 00:05:17.000]  我辦過兩次的婚宴 因為我兩個兒子結婚
[00:05:17.000 --> 00:05:22.000]  所以我知道這些是正常的動作
[00:05:22.000 --> 00:05:25.000]  因為要估計人數 不要浪費
[00:05:25.000 --> 00:05:29.000]  那些人不來你擺得太多 真是浪費
[00:05:29.000 --> 00:05:33.000]  所以要計算你要回應的
[00:05:33.000 --> 00:05:39.000]  然後這個請帖的內容和時間是有的
[00:05:39.000 --> 00:05:45.000]  然後人接受邀請之後 你要學習一些禮儀
[00:05:45.000 --> 00:05:49.000]  要放棄某些你自己的壞習慣
[00:05:49.000 --> 00:05:52.000]  所以你知道你不是很舒服
[00:05:52.000 --> 00:05:56.000]  將主人家安排你在那些不熟的人當中
[00:05:56.000 --> 00:05:58.000]  你會覺得很侷促
[00:05:58.000 --> 00:06:04.000]  通常都是坐在那些熟的人圍著圍著 聊得很開心
[00:06:04.000 --> 00:06:09.000]  但如果不熟的人 你會比較禮貌周周的
[00:06:09.000 --> 00:06:12.000]  不敢隨隨便便的說話
[00:06:12.000 --> 00:06:15.000]  直到大家吃到雞了 開始慢慢聊天
[00:06:15.000 --> 00:06:19.000]  熟一點才大家開放說話
[00:06:19.000 --> 00:06:24.000]  這些情況都發生在這段聖經裏面
[00:06:24.000 --> 00:06:33.000]  但是最後這張請帖是帶來一個很明顯的最後美滿的結果
[00:06:33.000 --> 00:06:38.000]  我們廣東人叫美點生輝
[00:06:38.000 --> 00:06:44.000]  然後再加上美果 水果盤一碟放在這裏
[00:06:44.000 --> 00:06:48.000]  作為一個完結那晚的飲宴
[00:06:48.000 --> 00:06:53.000]  讓你吃得開心心又甜甜蜜蜜就回去了
[00:06:53.000 --> 00:07:01.000]  所以這段聖經就是我用一個這樣的框架來跟大家說
[00:07:01.000 --> 00:07:04.000]  我構思這篇信息的時候
[00:07:04.000 --> 00:07:09.000]  我是根據這篇經文本身的發展來構思的
[00:07:09.000 --> 00:07:15.000]  不過我用了一個請帖的觀念
[00:07:15.000 --> 00:07:20.000]  聖經講到找到這段聖經的主體在哪裏
[00:07:20.000 --> 00:07:25.000]  你們來來來來來來做甚麼 來赴宴
[00:07:25.000 --> 00:07:28.000]  這就是一個請帖的發出
[00:07:28.000 --> 00:07:33.000]  我就想到這樣來構思我這篇信息
[00:07:33.000 --> 00:07:39.000]  首先我們留意這張請帖寄給誰呢
[00:07:39.000 --> 00:07:52.000]  來自呼茲堯人禮 禮的人是甚麼 他們說你們所有乾渴的都來到水邊
[00:07:52.000 --> 00:07:56.000]  一切的人 乾渴的人 反映神的邀請
[00:07:56.000 --> 00:08:00.000]  是普遍的人類所發出來的
[00:08:00.000 --> 00:08:04.000]  人各有不同的背景 不同的經濟狀況
[00:08:04.000 --> 00:08:10.000]  不同的文化水平 不同的教育的高低
[00:08:10.000 --> 00:08:14.000]  都有居住不同的處境
[00:08:14.000 --> 00:08:19.000]  更加有講不同的說話的人 我是客家人
[00:08:19.000 --> 00:08:24.000]  你是泰普客嗎 我是甚麼泰普客 我是墨魚人客
[00:08:24.000 --> 00:08:28.000]  但這裡也有客家人 也有潮州人 有福建人 有中山人
[00:08:28.000 --> 00:08:31.000]  有潮汕人 有上海人
[00:08:31.000 --> 00:08:34.000]  背景你懂不懂講你的說話
[00:08:34.000 --> 00:08:40.000]  很多時候你一回到家可能跟你爸媽 因為他潮州人就會講潮州話
[00:08:40.000 --> 00:08:44.000]  不過現在這一代個個都開始不懂了 因為全部廣東話
[00:08:44.000 --> 00:08:49.000]  所以那些閩南語教會 潮州文化教會全部都廣東話
[00:08:49.000 --> 00:08:51.000]  客家教會都沒有了
[00:08:51.000 --> 00:08:54.000]  但是反映大家來自不同的背景
[00:08:54.000 --> 00:08:58.000]  但不要緊 都是渴求一樣的東西
[00:08:58.000 --> 00:09:03.000]  而且生命得到滿足
[00:09:03.000 --> 00:09:09.000]  所以我們的財政司司長 曾俊華先生
[00:09:09.000 --> 00:09:13.000]  他講過三月的時候宣佈他的預選案
[00:09:13.000 --> 00:09:18.000]  他說最重要香港人要心靈附足 記得嗎
[00:09:18.000 --> 00:09:21.000]  兩個多月前所講的話
[00:09:21.000 --> 00:09:25.000]  不單單物質 錢的多寡的問題
[00:09:25.000 --> 00:09:29.000]  是你內心裏面真正滿足嗎
[00:09:29.000 --> 00:09:34.000]  心靈的滿足是包括精神上的附足
[00:09:34.000 --> 00:09:38.000]  一顆善良的心
[00:09:38.000 --> 00:09:44.000]  一些體貼關懷人的行動和姿態
[00:09:44.000 --> 00:09:51.000]  你能夠上了地鐵 上了巴士 上了火車
[00:09:51.000 --> 00:09:56.000]  讓路給像我這樣七十一歲的老人家嗎
[00:09:56.000 --> 00:10:03.000]  我常常看到那些有需要的人坐
[00:10:03.000 --> 00:10:07.000]  坐了很多不是我們這類別的人
[00:10:07.000 --> 00:10:10.000]  或者孕婦或者抱著嬰兒的人
[00:10:10.000 --> 00:10:14.000]  就是說很多人仍然很自私
[00:10:14.000 --> 00:10:17.000]  自己覺得累 我需要坐就坐
[00:10:17.000 --> 00:10:23.000]  我管你你那麼多 這些就是反映人的不足
[00:10:23.000 --> 00:10:29.000]  所以我們要敏銳別人的需要
[00:10:29.000 --> 00:10:32.000]  多些有善心體恤
[00:10:32.000 --> 00:10:35.000]  你懂得有時間去護老院裏面
[00:10:35.000 --> 00:10:38.000]  餵老人家吃飯嗎
[00:10:38.000 --> 00:10:41.000]  我認識一個弟兄 他是做電工的
[00:10:41.000 --> 00:10:49.000]  他專門去老人家破舊的屋裏面幫他們換電燈泡
[00:10:49.000 --> 00:10:53.000]  因為老人家論盡 電燈泡燒了
[00:10:53.000 --> 00:10:55.000]  他不敢去換
[00:10:55.000 --> 00:10:59.000]  他就專門去這些地方幫人換電燈泡
[00:10:59.000 --> 00:11:04.000]  讓他們能夠在一個黑暗的環境裏面重建光明
[00:11:04.000 --> 00:11:07.000]  也幫到這些老人家跟他們聊天
[00:11:07.000 --> 00:11:12.000]  這些就是心靈的富足的人應該有的行動
[00:11:12.000 --> 00:11:18.000]  不只是打開Open Rice 去哪裏找吃的
[00:11:18.000 --> 00:11:23.000]  去哪裏哪間餐廳 哪裏好 哪裏的豬扒好
[00:11:23.000 --> 00:11:26.000]  昨天我來 我兒子告訴我
[00:11:26.000 --> 00:11:32.000]  大埔熟食中心有一檔很好的豬扒麵
[00:11:32.000 --> 00:11:35.000]  炸豬扒麵 冬季
[00:11:35.000 --> 00:11:38.000]  你們可能吃過了
[00:11:38.000 --> 00:11:42.000]  我去到不過我很失望 他沒有開檔
[00:11:42.000 --> 00:11:44.000]  他說明天才開檔
[00:11:44.000 --> 00:11:45.000]  但是我今天 我說完之後
[00:11:45.000 --> 00:11:48.000]  我要回去跟師母吃午餐
[00:11:48.000 --> 00:11:50.000]  我不會在這裏吃
[00:11:50.000 --> 00:11:53.000]  就是說有時候我們都很想找吃的
[00:11:53.000 --> 00:11:56.000]  滿足自己肉體的慾望
[00:11:56.000 --> 00:11:58.000]  但是你要知道 我們吃完又一餐又吃
[00:11:58.000 --> 00:12:03.000]  吃完又一餐又吃 是永遠不會滿足的
[00:12:03.000 --> 00:12:05.000]  是不是
[00:12:05.000 --> 00:12:09.000]  他說你們來買了吃 不用銀錢 不付代價
[00:12:09.000 --> 00:12:13.000]  就可以買酒和奶
[00:12:13.000 --> 00:12:18.000]  這裏講到水是象徵屬靈的滋潤
[00:12:18.000 --> 00:12:25.000]  而奶和酒是象徵風俗 享受和滋養
[00:12:25.000 --> 00:12:28.000]  所以第二節 當你享受這些的時候
[00:12:28.000 --> 00:12:35.000]  你得享肥金 心中喜樂
[00:12:35.000 --> 00:12:41.000]  我三個星期前去了山東的青島
[00:12:41.000 --> 00:12:47.000]  很奇怪 香港很多人去青島喝啤酒
[00:12:47.000 --> 00:12:51.000]  但是我在青島裏面見不到任何廣告牌
[00:12:51.000 --> 00:12:54.000]  是賣青島啤酒的
[00:12:54.000 --> 00:12:57.000]  也不是好像香港那些小姐那樣
[00:12:57.000 --> 00:13:00.000]  在餐廳裏面推薦你喝青島啤酒
[00:13:00.000 --> 00:13:02.000]  沒有
[00:13:02.000 --> 00:13:08.000]  當地的人都不是喝的 很奇怪
[00:13:08.000 --> 00:13:12.000]  我來到青島當然想喝一杯
[00:13:12.000 --> 00:13:17.000]  真是這裏出產的青島啤酒
[00:13:17.000 --> 00:13:22.000]  他說我們山東人真的在飲宴的環境裏
[00:13:22.000 --> 00:13:25.000]  普通吃飯我們不會喝的
[00:13:25.000 --> 00:13:29.000]  我們知道香港人是多麼奢華享受
[00:13:29.000 --> 00:13:32.000]  普通吃一塊燉飯都會弄一杯啤酒
[00:13:32.000 --> 00:13:40.000]  嘆下心中肥金 心中歡喜快樂
[00:13:40.000 --> 00:13:46.000]  這顯然是指著我們不單是滿足禱福的衝擊
[00:13:46.000 --> 00:13:50.000]  而是要豐富生命的尋求
[00:13:50.000 --> 00:13:52.000]  從背景來講
[00:13:52.000 --> 00:13:55.000]  神呼籲這班以色列的子民離開巴比倫
[00:13:55.000 --> 00:13:58.000]  這個物質豐盛的引誘
[00:13:58.000 --> 00:14:00.000]  你回到你的家園裏面
[00:14:00.000 --> 00:14:02.000]  你面對一個荒蕪
[00:14:02.000 --> 00:14:05.000]  已經荒廢了幾十年的地方
[00:14:05.000 --> 00:14:07.000]  一定沒有好的物質
[00:14:07.000 --> 00:14:10.000]  你要刻苦經營
[00:14:10.000 --> 00:14:15.000]  你才會重得你的酒水
[00:14:15.000 --> 00:14:20.000]  但神說你和我所渴望的
[00:14:20.000 --> 00:14:24.000]  不是單是這些物質的東西
[00:14:24.000 --> 00:14:29.000]  其實一個人生活可以很簡單
[00:14:29.000 --> 00:14:32.000]  你當然要高床軟臥
[00:14:32.000 --> 00:14:34.000]  睡得很舒服
[00:14:34.000 --> 00:14:36.000]  但基本上人只要有
[00:14:36.000 --> 00:14:39.000]  都不用三尺的一個小小的空間
[00:14:39.000 --> 00:14:44.000]  你睡下去轉身就已經搞定了
[00:14:44.000 --> 00:14:46.000]  我休息時在大陸教師培訓
[00:14:46.000 --> 00:14:50.000]  都是睡在不舒服的硬板床上
[00:14:50.000 --> 00:14:52.000]  鋪一張席我就睡了
[00:14:52.000 --> 00:14:54.000]  當然對我老人家的骨頭
[00:14:54.000 --> 00:14:55.000]  是真的有點不舒服
[00:14:55.000 --> 00:14:57.000]  不過都要接受的
[00:14:57.000 --> 00:14:59.000]  人家的環境是這樣
[00:14:59.000 --> 00:15:01.000]  我亦和豬欄
[00:15:01.000 --> 00:15:02.000]  對面就是豬欄
[00:15:02.000 --> 00:15:04.000]  晚上半夜生一隻湯豬
[00:15:04.000 --> 00:15:05.000]  叫一聲
[00:15:05.000 --> 00:15:08.000]  吵醒我又精神不好
[00:15:08.000 --> 00:15:10.000]  又聞到豬味
[00:15:10.000 --> 00:15:11.000]  豬扒是好吃的
[00:15:11.000 --> 00:15:15.000]  但豬味湯的時候是很腥的
[00:15:15.000 --> 00:15:17.000]  是血嘛
[00:15:17.000 --> 00:15:22.000]  所以其實人可以很簡單生活
[00:15:22.000 --> 00:15:26.000]  不過我們人是要尋求更豐富
[00:15:26.000 --> 00:15:28.000]  滿足自己
[00:15:28.000 --> 00:15:31.000]  所以我們在這個消費主義社會裏面
[00:15:31.000 --> 00:15:35.000]  我們沉溺在消費購物的浪潮裏面
[00:15:35.000 --> 00:15:37.000]  慢慢都模糊了我們自己
[00:15:37.000 --> 00:15:43.000]  應該有的生活態度
[00:15:43.000 --> 00:15:45.000]  我不是鼓吹禁慾主義
[00:15:45.000 --> 00:15:47.000]  不要誤會我
[00:15:47.000 --> 00:15:49.000]  Galto是合適的消費
[00:15:49.000 --> 00:15:51.000]  是完全沒有問題的
[00:15:51.000 --> 00:15:54.000]  但哥倫多書信裏面告訴我們
[00:15:54.000 --> 00:15:57.000]  我們用細物等於不要用細物
[00:15:57.000 --> 00:16:00.000]  即是我們要用物質的時候
[00:16:00.000 --> 00:16:04.000]  記得不要將物質當為我們的主人
[00:16:04.000 --> 00:16:06.000]  我們要宰割它
[00:16:06.000 --> 00:16:08.000]  不是宰割我們
[00:16:08.000 --> 00:16:10.000]  所以各位姊妹
[00:16:10.000 --> 00:16:12.000]  當你有一雙很漂亮的鞋
[00:16:12.000 --> 00:16:14.000]  穿了三個月
[00:16:14.000 --> 00:16:16.000]  還是新的
[00:16:16.000 --> 00:16:19.000]  但你看到是新的款式
[00:16:19.000 --> 00:16:22.000]  你是不是心裏面又蠢蠢欲動
[00:16:22.000 --> 00:16:24.000]  幾百元而已
[00:16:24.000 --> 00:16:26.000]  又買一雙呢
[00:16:26.000 --> 00:16:28.000]  你今天回去數數你的鞋
[00:16:28.000 --> 00:16:30.000]  所有姊妹都是鞋多
[00:16:30.000 --> 00:16:32.000]  手袋多
[00:16:32.000 --> 00:16:34.000]  淋淋灑灑的東西多
[00:16:34.000 --> 00:16:37.000]  因為你們貪靚
[00:16:37.000 --> 00:16:39.000]  我師母都貪靚的
[00:16:39.000 --> 00:16:41.000]  貪靚是人類的天性不是錯的
[00:16:41.000 --> 00:16:45.000]  不過有時候會不會囤積得太多呢
[00:16:45.000 --> 00:16:47.000]  這個就是問題
[00:16:47.000 --> 00:16:49.000]  老人家會不會
[00:16:49.000 --> 00:16:51.000]  這裏沒有老人家了
[00:16:51.000 --> 00:16:53.000]  我祖堂的時候有很多老人家
[00:16:53.000 --> 00:16:55.000]  會不會儲起來的月餅
[00:16:55.000 --> 00:16:59.000]  鐵箱都不捨得扔呢
[00:16:59.000 --> 00:17:03.000]  是不是
[00:17:03.000 --> 00:17:05.000]  我們去超級市場買東西的時候
[00:17:05.000 --> 00:17:07.000]  買一大堆回家
[00:17:07.000 --> 00:17:09.000]  是不是真的有用呢
[00:17:09.000 --> 00:17:11.000]  正常的必須的就要買
[00:17:11.000 --> 00:17:13.000]  但是否則有時候
[00:17:13.000 --> 00:17:15.000]  我們是買多了
[00:17:15.000 --> 00:17:17.000]  很多東西
[00:17:17.000 --> 00:17:19.000]  你送了個禮物
[00:17:19.000 --> 00:17:21.000]  上個禮拜母親節
[00:17:21.000 --> 00:17:23.000]  那個錢袋
[00:17:23.000 --> 00:17:25.000]  是不是
[00:17:25.000 --> 00:17:27.000]  我的學生張佩明
[00:17:27.000 --> 00:17:29.000]  昨晚送了我一個
[00:17:29.000 --> 00:17:31.000]  但其實我屋企裏面
[00:17:31.000 --> 00:17:33.000]  有很多錢袋
[00:17:33.000 --> 00:17:35.000]  所以你見到香港人真是物質太豐盛
[00:17:39.000 --> 00:17:41.000]  我們有時候眼目模糊
[00:17:41.000 --> 00:17:43.000]  所以他說你們現在不要買了
[00:17:43.000 --> 00:17:47.000]  你不花錢來買
[00:17:47.000 --> 00:17:49.000]  你質疑要聽
[00:17:49.000 --> 00:17:51.000]  來到我這裏聽
[00:17:51.000 --> 00:17:53.000]  甚麼呢
[00:17:53.000 --> 00:17:55.000]  我的永活的
[00:17:55.000 --> 00:17:57.000]  跟你納了約的說話
[00:17:57.000 --> 00:17:59.000]  你要停止這種
[00:17:59.000 --> 00:18:01.000]  這樣的消費
[00:18:01.000 --> 00:18:03.000]  走上另類的
[00:18:03.000 --> 00:18:05.000]  一種的
[00:18:05.000 --> 00:18:07.000]  思維裏面去
[00:18:07.000 --> 00:18:09.000]  所以
[00:18:09.000 --> 00:18:11.000]  這段聖經裏面
[00:18:11.000 --> 00:18:13.000]  這張請帖的內容是甚麼呢
[00:18:13.000 --> 00:18:15.000]  你要歸向神
[00:18:15.000 --> 00:18:17.000]  你要擺脫
[00:18:17.000 --> 00:18:19.000]  那些人間以為
[00:18:19.000 --> 00:18:21.000]  正確的路
[00:18:21.000 --> 00:18:23.000]  要尋找神的道路
[00:18:23.000 --> 00:18:25.000]  下面說的六到八節
[00:18:25.000 --> 00:18:27.000]  焦點就是你歸向神
[00:18:27.000 --> 00:18:29.000]  途徑就是
[00:18:29.000 --> 00:18:31.000]  尋找
[00:18:31.000 --> 00:18:33.000]  You seek first
[00:18:35.000 --> 00:18:37.000]  甚麼是尋找
[00:18:37.000 --> 00:18:39.000]  用我們中國領導人
[00:18:39.000 --> 00:18:41.000]  一句對我們上一任特首的
[00:18:41.000 --> 00:18:43.000]  一句勸勉說話
[00:18:43.000 --> 00:18:45.000]  查找不足
[00:18:45.000 --> 00:18:49.000]  即是你有缺點
[00:18:49.000 --> 00:18:51.000]  有些不太足夠的地方
[00:18:51.000 --> 00:18:53.000]  你去想一想
[00:18:53.000 --> 00:18:55.000]  填補一下
[00:18:55.000 --> 00:18:57.000]  你就放下你心裏的疑惑
[00:18:57.000 --> 00:18:59.000]  肯定神的作為
[00:18:59.000 --> 00:19:01.000]  歸向神
[00:19:01.000 --> 00:19:03.000]  不要為自己單有的道路
[00:19:03.000 --> 00:19:05.000]  來去設計
[00:19:05.000 --> 00:19:07.000]  自己太多
[00:19:07.000 --> 00:19:09.000]  而慢慢你否定了
[00:19:09.000 --> 00:19:11.000]  神已經為你預備了道路
[00:19:11.000 --> 00:19:13.000]  換一句說話來說
[00:19:13.000 --> 00:19:15.000]  一個人的心思價值
[00:19:15.000 --> 00:19:17.000]  系統的轉變
[00:19:17.000 --> 00:19:19.000]  和更新
[00:19:19.000 --> 00:19:21.000]  是需要的
[00:19:21.000 --> 00:19:23.000]  這個就等同
[00:19:23.000 --> 00:19:25.000]  新約裏面的悔改的觀念
[00:19:25.000 --> 00:19:27.000]  將一己的意志
[00:19:27.000 --> 00:19:29.000]  習慣和計劃
[00:19:29.000 --> 00:19:31.000]  意念等等
[00:19:31.000 --> 00:19:33.000]  重新要有
[00:19:33.000 --> 00:19:35.000]  一種調教
[00:19:35.000 --> 00:19:37.000]  一種更新
[00:19:37.000 --> 00:19:41.000]  一位社會分析學家
[00:19:41.000 --> 00:19:43.000]  他叫紀勤博士
[00:19:43.000 --> 00:19:45.000]  Robert Deacon
[00:19:45.000 --> 00:19:47.000]  他說他分析
[00:19:47.000 --> 00:19:49.000]  社會裏面的人類
[00:19:49.000 --> 00:19:51.000]  是三類
[00:19:51.000 --> 00:19:53.000]  這三類和現在香港
[00:19:53.000 --> 00:19:55.000]  進行這個政改
[00:19:55.000 --> 00:19:57.000]  所謂滾動的調查
[00:19:57.000 --> 00:19:59.000]  是有很密切的關係
[00:19:59.000 --> 00:20:01.000]  聽完我們就知道
[00:20:01.000 --> 00:20:03.000]  第一類
[00:20:03.000 --> 00:20:05.000]  大概有6%的人
[00:20:05.000 --> 00:20:07.000]  是開放參考
[00:20:07.000 --> 00:20:09.000]  的腔格裏面
[00:20:09.000 --> 00:20:11.000]  去尋求主動
[00:20:11.000 --> 00:20:13.000]  的自我轉化
[00:20:13.000 --> 00:20:15.000]  一種叫
[00:20:15.000 --> 00:20:17.000]  self transforming mind
[00:20:17.000 --> 00:20:21.000]  另外有34%的人
[00:20:21.000 --> 00:20:23.000]  是有獨立思考
[00:20:23.000 --> 00:20:25.000]  不過
[00:20:25.000 --> 00:20:27.000]  他常常會受著
[00:20:27.000 --> 00:20:29.000]  外面的環境
[00:20:29.000 --> 00:20:31.000]  大趨勢的影響
[00:20:31.000 --> 00:20:33.000]  有時是拿捏不定
[00:20:33.000 --> 00:20:39.000]  所以你見到現在中間
[00:20:39.000 --> 00:20:41.000]  是不是有些
[00:20:41.000 --> 00:20:43.000]  拿捏不定
[00:20:43.000 --> 00:20:45.000]  傾向反對或贊成
[00:20:45.000 --> 00:20:47.000]  你見到
[00:20:47.000 --> 00:20:51.000]  然後大概社會上
[00:20:51.000 --> 00:20:53.000]  60%的人
[00:20:53.000 --> 00:20:55.000]  是跟隨主流意見
[00:20:55.000 --> 00:20:57.000]  一種socialize mind
[00:20:57.000 --> 00:21:01.000]  但他說在一些
[00:21:01.000 --> 00:21:03.000]  不需要自我否定
[00:21:03.000 --> 00:21:05.000]  自己觀點上
[00:21:05.000 --> 00:21:07.000]  就會
[00:21:07.000 --> 00:21:09.000]  有所改變
[00:21:09.000 --> 00:21:13.000]  所以現在你見到
[00:21:13.000 --> 00:21:15.000]  社會在做很多
[00:21:15.000 --> 00:21:17.000]  兩個陣營在做不同的活動
[00:21:17.000 --> 00:21:19.000]  就是想改變
[00:21:19.000 --> 00:21:21.000]  人的思維
[00:21:21.000 --> 00:21:23.000]  轉向哪一方面來支持
[00:21:25.000 --> 00:21:27.000]  不過他繼續說
[00:21:27.000 --> 00:21:29.000]  很有趣的
[00:21:29.000 --> 00:21:31.000]  能夠自我轉化的人
[00:21:31.000 --> 00:21:33.000]  多數是
[00:21:33.000 --> 00:21:35.000]  屬於那些
[00:21:35.000 --> 00:21:37.000]  學歷高的學者們
[00:21:37.000 --> 00:21:41.000]  包括宗教領袖
[00:21:41.000 --> 00:21:43.000]  和一些
[00:21:43.000 --> 00:21:45.000]  能夠有獨立思維
[00:21:45.000 --> 00:21:47.000]  的信徒
[00:21:47.000 --> 00:21:49.000]  對信仰很認真的
[00:21:49.000 --> 00:21:51.000]  信徒
[00:21:51.000 --> 00:21:53.000]  和一些社會
[00:21:53.000 --> 00:21:55.000]  持久的成功人士
[00:21:55.000 --> 00:22:01.000]  所以陳智思所說
[00:22:01.000 --> 00:22:03.000]  你媽媽為你選老婆
[00:22:03.000 --> 00:22:05.000]  就不是這一類
[00:22:05.000 --> 00:22:07.000]  高知識的人
[00:22:07.000 --> 00:22:09.000]  但他都有這樣的mindset
[00:22:09.000 --> 00:22:11.000]  古老的
[00:22:11.000 --> 00:22:13.000]  過去的這樣的mindset
[00:22:13.000 --> 00:22:15.000]  不過沒辦法
[00:22:15.000 --> 00:22:17.000]  他要撐政府
[00:22:17.000 --> 00:22:19.000]  就是這樣
[00:22:23.000 --> 00:22:25.000]  所以
[00:22:25.000 --> 00:22:27.000]  能夠真的有
[00:22:27.000 --> 00:22:29.000]  自我轉化的人
[00:22:29.000 --> 00:22:31.000]  要學習
[00:22:31.000 --> 00:22:33.000]  擺脫主流意識的形態那種結構
[00:22:33.000 --> 00:22:35.000]  自我能夠去
[00:22:35.000 --> 00:22:37.000]  抽離
[00:22:37.000 --> 00:22:39.000]  以一種旁觀的角度
[00:22:39.000 --> 00:22:41.000]  去審視自己
[00:22:41.000 --> 00:22:43.000]  然後自己定位
[00:22:43.000 --> 00:22:45.000]  做一個
[00:22:45.000 --> 00:22:47.000]  我不會跟隨人
[00:22:47.000 --> 00:22:49.000]  也不跟隨大隊走
[00:22:49.000 --> 00:22:51.000]  我有另類的思維
[00:22:53.000 --> 00:22:55.000]  他說這類的人
[00:22:55.000 --> 00:22:57.000]  只有兩種的
[00:22:57.000 --> 00:22:59.000]  描述
[00:22:59.000 --> 00:23:01.000]  一種是天才
[00:23:01.000 --> 00:23:03.000]  一種是怪胎
[00:23:03.000 --> 00:23:05.000]  二類人
[00:23:05.000 --> 00:23:07.000]  他說兩個典型例子
[00:23:07.000 --> 00:23:09.000]  其中一個
