
[00:00:00.000 --> 00:00:13.000]  想想看 如果今天你是處在以色列或者巴勒斯坦的情況當中
[00:04:03.000 --> 00:04:14.000]  第一節 我們一直讀到第五節
[00:04:14.000 --> 00:04:16.000]  來 預備 請
[00:04:16.000 --> 00:04:18.000]  耶穌出了聖殿 正走的時候
[00:04:18.000 --> 00:04:21.000]  門徒進前來把殿宇指給祂看
[00:04:21.000 --> 00:04:23.000]  耶穌對他們說
[00:04:23.000 --> 00:04:25.000]  你們不是看見這殿宇嗎
[00:04:25.000 --> 00:04:27.000]  我實在告訴你們
[00:04:27.000 --> 00:04:32.000]  將來在這裡沒有一塊石頭留在石頭上
[00:04:32.000 --> 00:04:34.000]  不被拆毀了
[00:04:34.000 --> 00:04:36.000]  耶穌在感恩山上坐著
[00:04:36.000 --> 00:04:38.000]  門徒暗暗的來說
[00:04:38.000 --> 00:04:42.000]  請告訴我們什麼時候有這些事
[00:04:42.000 --> 00:04:44.000]  你降臨和世界的末了
[00:04:44.000 --> 00:04:47.000]  有什麼預兆呢
[00:04:47.000 --> 00:04:48.000]  耶穌回答說
[00:04:48.000 --> 00:04:50.000]  你們要謹慎
[00:04:50.000 --> 00:04:53.000]  免得有人迷惑你們
[00:04:53.000 --> 00:04:55.000]  因為將來有好心人
[00:04:55.000 --> 00:04:57.000]  冒我的名來說
[00:04:57.000 --> 00:05:03.000]  我是基督並且要迷惑許多人
[00:05:03.000 --> 00:05:05.000]  耶穌在這裡告訴我們說
[00:05:05.000 --> 00:05:08.000]  祂說這個世界
[00:05:08.000 --> 00:05:09.000]  祂說你降臨
[00:05:09.000 --> 00:05:11.000]  門徒在問祂
[00:05:11.000 --> 00:05:14.000]  你降臨就是指耶穌要降臨
[00:05:14.000 --> 00:05:15.000]  和世界的末了
[00:05:15.000 --> 00:05:16.000]  你看到沒有
[00:05:16.000 --> 00:05:20.000]  祂把這兩件事情放在一起
[00:05:20.000 --> 00:05:22.000]  對不認識神者來講
[00:05:22.000 --> 00:05:25.000]  我們關心的是什麼
[00:05:25.000 --> 00:05:27.000]  是末日對不對
[00:05:27.000 --> 00:05:29.000]  所以包括好萊塢的電影裡面
[00:05:29.000 --> 00:05:30.000]  出了一些這些電影
[00:05:30.000 --> 00:05:32.000]  末日迷蹤等等這些
[00:05:32.000 --> 00:05:33.000]  很多人看了之後
[00:05:33.000 --> 00:05:36.000]  現在大概對末日比較有概念
[00:05:36.000 --> 00:05:38.000]  看到夏威夷大火
[00:05:38.000 --> 00:05:40.000]  你可以看見報紙裡面就在形容說
[00:05:40.000 --> 00:05:43.000]  彷彿末日來臨
[00:05:43.000 --> 00:05:46.000]  所以大家對末日都已經開始有概念了
[00:05:46.000 --> 00:05:48.000]  但是基督徒你要記得一件事情
[00:05:48.000 --> 00:05:51.000]  末日跟什麼有關係
[00:05:51.000 --> 00:05:53.000]  跟主在來
[00:05:53.000 --> 00:05:55.000]  所以門徒問主耶穌說
[00:05:55.000 --> 00:05:58.000]  主啊你降臨和末日
[00:05:58.000 --> 00:06:01.000]  世界末了有什麼關係嗎
[00:06:01.000 --> 00:06:02.000]  有什麼預兆嗎
[00:06:02.000 --> 00:06:04.000]  耶穌就回答了說
[00:06:04.000 --> 00:06:06.000]  祂說你們要謹慎免得有人迷惑你們
[00:06:06.000 --> 00:06:08.000]  第五節就提到說
[00:06:08.000 --> 00:06:10.000]  這個第五節我等一下來說
[00:06:10.000 --> 00:06:11.000]  我現在再來看
[00:06:11.000 --> 00:06:13.000]  我先來看第六節
[00:06:13.000 --> 00:06:15.000]  我們大家來念第六節第七節
[00:06:15.000 --> 00:06:17.000]  來 預備 請
[00:06:23.000 --> 00:06:34.000]  多數必有饑荒地震
[00:06:34.000 --> 00:06:40.000]  這都是災難起頭
[00:06:40.000 --> 00:06:43.000]  現在也要殺害你們
[00:06:43.000 --> 00:06:47.000]  你們要為我的民被萬民恨惡
[00:06:47.000 --> 00:06:50.000]  那時必有許多的人跌倒
[00:06:50.000 --> 00:06:53.000]  也要彼此陷害彼此恨惡
[00:06:53.000 --> 00:06:56.000]  且有好些假先知起來
[00:06:56.000 --> 00:06:58.000]  迷惑多人
[00:06:58.000 --> 00:07:00.000]  只因不法的事爭奪
[00:07:00.000 --> 00:07:04.000]  許多的人愛心才漸漸冷淡了
[00:07:04.000 --> 00:07:07.000]  唯有忍耐到底的必然得救
[00:07:07.000 --> 00:07:11.000]  這天國的福音要傳遍天下
[00:07:11.000 --> 00:07:13.000]  對萬民做見證
[00:07:13.000 --> 00:07:15.000]  然後末期才來到
[00:07:15.000 --> 00:07:17.000]  馬太福音二十四章
[00:07:17.000 --> 00:07:22.000]  其實整章是講到末世預言
[00:07:22.000 --> 00:07:25.000]  主耶穌講末世預言最清楚的一次
[00:07:25.000 --> 00:07:28.000]  當然在其他的四福音書裡面也有
[00:07:28.000 --> 00:07:30.000]  你如果去看四福音合參
[00:07:30.000 --> 00:07:33.000]  你可以看到耶穌講的這一段是
[00:07:33.000 --> 00:07:37.000]  新約當中關於將來末世的預言
[00:07:37.000 --> 00:07:39.000]  最清楚也是最多的
[00:07:39.000 --> 00:07:41.000]  當然彼得也有說
[00:07:41.000 --> 00:07:45.000]  其他的使徒們也有在說這些事情
[00:07:45.000 --> 00:07:48.000]  但是這段聖經裡面
[00:07:48.000 --> 00:07:51.000]  今天我們主要從這段聖經裡面來看
[00:07:51.000 --> 00:07:56.000]  末世有些什麼徵兆呢
[00:07:56.000 --> 00:08:00.000]  第一個就是這裡說
[00:08:00.000 --> 00:08:04.000]  末世會有許多的災難
[00:08:04.000 --> 00:08:06.000]  什麼災難呢
[00:08:06.000 --> 00:08:10.000]  他說你們要聽見打仗和打仗的風聲
[00:08:10.000 --> 00:08:12.000]  總不要驚慌
[00:08:12.000 --> 00:08:17.000]  因為這些事必須有的
[00:08:17.000 --> 00:08:19.000]  然後接著說民要攻打民
[00:08:19.000 --> 00:08:21.000]  國要攻打國
[00:08:21.000 --> 00:08:23.000]  多處必有饑荒地震
[00:08:23.000 --> 00:08:26.000]  看到沒有
[00:08:26.000 --> 00:08:29.000]  切究什麼
[00:08:29.000 --> 00:08:35.000]  這一些事情都會有的
[00:08:35.000 --> 00:08:37.000]  所以我們今天來看
[00:08:37.000 --> 00:08:42.000]  整個世界天災人禍越來越多
[00:08:42.000 --> 00:08:44.000]  今年二月六號
[00:08:44.000 --> 00:08:47.000]  土耳其發生大地震
[00:08:47.000 --> 00:08:51.000]  死了超過三千多人
[00:08:51.000 --> 00:08:54.000]  然後你知道最近就是最近了
[00:08:54.000 --> 00:08:57.000]  阿富汗又發生了地震
[00:08:57.000 --> 00:08:59.000]  只不過因為以阿戰爭
[00:08:59.000 --> 00:09:02.000]  所以阿富汗的地震
[00:09:02.000 --> 00:09:04.000]  根本這個新聞沒有它的空間
[00:09:04.000 --> 00:09:06.000]  你懂我意思嗎
[00:09:06.000 --> 00:09:08.000]  再加上你看見
[00:09:08.000 --> 00:09:10.000]  我們夏威夷的大火
[00:09:10.000 --> 00:09:11.000]  是不是
[00:09:11.000 --> 00:09:13.000]  中國的洪水
[00:09:13.000 --> 00:09:17.000]  單單今年就這麼多的災難
[00:09:17.000 --> 00:09:19.000]  切究什麼
[00:09:19.000 --> 00:09:21.000]  這些的災難
[00:09:21.000 --> 00:09:22.000]  聲音上說
[00:09:22.000 --> 00:09:25.000]  他說是起頭
[00:09:25.000 --> 00:09:28.000]  來看看原文怎麼說
[00:09:28.000 --> 00:09:34.000]  原文說是生產之難
[00:09:34.000 --> 00:09:36.000]  生產之難
[00:09:36.000 --> 00:09:37.000]  什麼意思呢
[00:09:37.000 --> 00:09:40.000]  姐妹們生過產了請告訴我
[00:09:40.000 --> 00:09:42.000]  生產會不會有症痛
[00:09:42.000 --> 00:09:44.000]  當然你如果是打那個
[00:09:44.000 --> 00:09:46.000]  那叫無痛生產
[00:09:46.000 --> 00:09:47.000]  就沒有這個經驗了
[00:09:47.000 --> 00:09:50.000]  會不會有症痛
[00:09:50.000 --> 00:09:53.000]  姐妹你們沒痛過
[00:09:53.000 --> 00:09:54.000]  有痛吧
[00:09:54.000 --> 00:09:55.000]  症痛怎麼痛法
[00:09:55.000 --> 00:09:57.000]  可能已經忘掉了
[00:09:57.000 --> 00:10:00.000]  怎麼痛法
[00:10:00.000 --> 00:10:01.000]  一直痛
[00:10:01.000 --> 00:10:04.000]  越來越痛
[00:10:04.000 --> 00:10:06.000]  本來是多少分鐘
[00:10:06.000 --> 00:10:10.000]  我也記不太懂了
[00:10:10.000 --> 00:10:12.000]  什麼半小時
[00:10:12.000 --> 00:10:13.000]  二十分鐘
[00:10:13.000 --> 00:10:14.000]  十分鐘
[00:10:14.000 --> 00:10:15.000]  五分鐘
[00:10:15.000 --> 00:10:17.000]  然後會越來越怎麼樣
[00:10:17.000 --> 00:10:18.000]  那個痛的次數
[00:10:18.000 --> 00:10:19.000]  越來越頻繁
[00:10:19.000 --> 00:10:22.000]  這個叫做症痛
[00:10:22.000 --> 00:10:23.000]  生產之痛
[00:10:23.000 --> 00:10:25.000]  生產之苦
[00:10:25.000 --> 00:10:27.000]  這個世界你記得一件事情
[00:10:27.000 --> 00:10:29.000]  漠視的情況就是
[00:10:29.000 --> 00:10:32.000]  這些的災難像婦女生產一樣
[00:10:32.000 --> 00:10:33.000]  會越來越頻繁
[00:10:33.000 --> 00:10:35.000]  越來越頻繁
[00:10:35.000 --> 00:10:37.000]  直到最後怎麼樣
[00:10:37.000 --> 00:10:39.000]  末期來到
[00:10:39.000 --> 00:10:40.000]  直到孩子生下來
[00:10:40.000 --> 00:10:42.000]  末期來到
[00:10:42.000 --> 00:10:43.000]  所以耶穌在這裡
[00:10:43.000 --> 00:10:44.000]  讓我們看見這件事情
[00:10:44.000 --> 00:10:46.000]  就是天災人禍
[00:10:46.000 --> 00:10:50.000]  是一定會越來越增加的
[00:10:50.000 --> 00:10:53.000]  所以戰爭也會越來越多的
[00:10:53.000 --> 00:11:00.000]  而烏戰爭去年開打
[00:11:00.000 --> 00:11:02.000]  到現在還沒打完
[00:11:02.000 --> 00:11:03.000]  大家本來正在關注
[00:11:03.000 --> 00:11:06.000]  烏克蘭怎麼樣子可以反攻回去
[00:11:06.000 --> 00:11:08.000]  甚至大家可能期待
[00:11:08.000 --> 00:11:11.000]  好像看電影一樣
[00:11:11.000 --> 00:11:12.000]  最後怎麼樣
[00:11:12.000 --> 00:11:14.000]  好人一定得勝
[00:11:14.000 --> 00:11:16.000]  烏克蘭一定要勝利
[00:11:16.000 --> 00:11:18.000]  我們可能就是這樣想法
[00:11:18.000 --> 00:11:20.000]  但是還沒打完
[00:11:20.000 --> 00:11:23.000]  結果呢
[00:11:23.000 --> 00:11:24.000]  又來了一個
[00:11:24.000 --> 00:11:26.000]  你現在看得到烏克蘭新聞嗎
[00:11:26.000 --> 00:11:28.000]  幾乎被淹沒了
[00:11:28.000 --> 00:11:30.000]  現在大家的焦住點
[00:11:30.000 --> 00:11:32.000]  都在以巴戰爭裡面
[00:11:32.000 --> 00:11:33.000]  親愛的兄弟妹
[00:11:33.000 --> 00:11:36.000]  以巴戰爭還沒結束
[00:11:36.000 --> 00:11:38.000]  是不是
[00:11:38.000 --> 00:11:40.000]  以色列現在正準備
[00:11:40.000 --> 00:11:41.000]  已經集結部隊
[00:11:41.000 --> 00:11:43.000]  集結的坦克車
[00:11:43.000 --> 00:11:44.000]  已經在加薩走廊
[00:11:44.000 --> 00:11:47.000]  準備進去要做地面戰了
[00:11:47.000 --> 00:11:49.000]  親愛的兄弟妹
[00:11:49.000 --> 00:11:52.000]  所以你可以看見這一切
[00:11:52.000 --> 00:11:55.000]  就讓我們再次把我們的焦點回到
[00:11:55.000 --> 00:11:59.000]  為什麼呢
[00:11:59.000 --> 00:12:01.000]  接下來我就要從聖經裡面來看看
[00:12:01.000 --> 00:12:03.000]  以巴戰爭
[00:12:03.000 --> 00:12:07.000]  到底聖經怎麼說的
[00:12:07.000 --> 00:12:10.000]  首先
[00:12:10.000 --> 00:12:12.000]  這個等一下再說
[00:12:12.000 --> 00:12:15.000]  首先我們要來看
[00:12:15.000 --> 00:12:18.000]  以巴戰爭其實從聖經裡面
[00:12:18.000 --> 00:12:19.000]  你可以看見就是
[00:12:19.000 --> 00:12:22.000]  兩個女人的戰爭開始
[00:12:22.000 --> 00:12:23.000]  跟你旁邊說
[00:12:23.000 --> 00:12:26.000]  兩個女人的戰爭
[00:12:26.000 --> 00:12:30.000]  哪兩個女人呢
[00:12:30.000 --> 00:12:32.000]  撒拉跟夏甲
[00:12:32.000 --> 00:12:34.000]  是不是
[00:12:34.000 --> 00:12:36.000]  亞伯拉罕是上帝
[00:12:36.000 --> 00:12:38.000]  是以色列人的
[00:12:38.000 --> 00:12:40.000]  可以說是始祖
[00:12:40.000 --> 00:12:41.000]  但是你知道嗎
[00:12:41.000 --> 00:12:44.000]  也是阿拉伯人的始祖
[00:12:44.000 --> 00:12:45.000]  所以你跟穆斯林
[00:12:45.000 --> 00:12:47.000]  去跟他分享傳福音的時候
[00:12:47.000 --> 00:12:50.000]  他們
[00:12:50.000 --> 00:12:51.000]  對他們來講
[00:12:51.000 --> 00:12:54.000]  亞伯拉罕是他們非常尊崇的
[00:12:54.000 --> 00:12:55.000]  就像我們今天講
[00:12:55.000 --> 00:12:59.000]  我們的炎黃子孫有沒有
[00:12:59.000 --> 00:13:01.000]  可惜的是
[00:13:01.000 --> 00:13:03.000]  亞伯拉罕呢
[00:13:03.000 --> 00:13:05.000]  他有一個妻
[00:13:05.000 --> 00:13:07.000]  叫做撒拉
[00:13:07.000 --> 00:13:11.000]  有一個妾叫做夏甲
[00:13:11.000 --> 00:13:14.000]  那麼妻不太爭氣
[00:13:14.000 --> 00:13:16.000]  生不出來
[00:13:16.000 --> 00:13:18.000]  結果怎麼辦呢
[00:13:18.000 --> 00:13:19.000]  妻就說
[00:13:19.000 --> 00:13:22.000]  哎呀
[00:13:22.000 --> 00:13:24.000]  我生不出來
[00:13:24.000 --> 00:13:29.000]  你找那個妾去生吧
[00:13:29.000 --> 00:13:30.000]  結果
[00:13:30.000 --> 00:13:33.000]  妾生了一個兒子叫做什麼
[00:13:33.000 --> 00:13:35.000]  叫做以史瑪利
[00:13:35.000 --> 00:13:36.000]  我們看看下面這個圖
[00:13:36.000 --> 00:13:43.000]  這個可能字小一點
[00:13:43.000 --> 00:13:46.000]  你看左邊這個圖
[00:13:46.000 --> 00:13:55.000]  左邊的這邊
[00:13:55.000 --> 00:13:56.000]  左邊的地方
[00:13:56.000 --> 00:14:00.000]  那邊有沒有寫著以史瑪利
[00:14:00.000 --> 00:14:03.000]  左邊最左邊的第二個
[00:14:03.000 --> 00:14:06.000]  那個大鬍子的
[00:14:06.000 --> 00:14:08.000]  那個就是以史瑪利
[00:14:08.000 --> 00:14:10.000]  以史瑪利下面寫著阿拉伯有沒有
[00:14:10.000 --> 00:14:12.000]  所以以史瑪利呢
[00:14:12.000 --> 00:14:15.000]  是夏甲生的
[00:14:15.000 --> 00:14:17.000]  但是記得一件事情
[00:14:17.000 --> 00:14:21.000]  他不是神應許亞伯拉罕的
[00:14:21.000 --> 00:14:22.000]  懂這意思嗎
[00:14:22.000 --> 00:14:24.000]  所以他不是應許之子
[00:14:24.000 --> 00:14:26.000]  所以後來神應許
[00:14:26.000 --> 00:14:29.000]  這個亞伯拉罕要生一個兒子的時候呢
[00:14:29.000 --> 00:14:33.000]  就說到撒拉就懷孕對不對
[00:14:33.000 --> 00:14:35.000]  撒拉懷孕之後
[00:14:35.000 --> 00:14:38.000]  生出來的孩子叫什麼
[00:14:38.000 --> 00:14:40.000]  叫做以薩
[00:14:40.000 --> 00:14:43.000]  所以以薩是應許之子
[00:14:43.000 --> 00:14:46.000]  所以當撒拉生了以薩之後
[00:14:46.000 --> 00:14:49.000]  他終於覺得出口氣了
[00:14:49.000 --> 00:14:52.000]  他這時候開始惹膏吃牙了
[00:14:52.000 --> 00:14:53.000]  他就說夏甲
[00:14:53.000 --> 00:14:55.000]  他就跟亞伯拉罕講說
[00:14:55.000 --> 00:14:58.000]  夏甲把他趕出去
[00:14:58.000 --> 00:15:01.000]  所以就把夏甲趕出去了
[00:15:01.000 --> 00:15:03.000]  以史瑪利也就喊出去
[00:15:03.000 --> 00:15:06.000]  從此就開始了兩個女人的戰爭
[00:15:06.000 --> 00:15:07.000]  懂這意思嗎
[00:15:07.000 --> 00:15:11.000]  從此也開始了阿拉伯人跟以色列人
[00:15:11.000 --> 00:15:14.000]  在整個幾千年的歷史當中的
[00:15:14.000 --> 00:15:17.000]  這一種的戰爭
[00:15:17.000 --> 00:15:20.000]  那你看看
[00:15:20.000 --> 00:15:22.000]  中間很大的一段歷史
[00:15:22.000 --> 00:15:25.000]  鼓勵大家好好把就業歷史讀一讀
[00:15:25.000 --> 00:15:26.000]  我以前教就業歷史的時候
[00:15:26.000 --> 00:15:28.000]  我給學生們最後一個考試
[00:15:28.000 --> 00:15:29.000]  非常簡單
[00:15:29.000 --> 00:15:30.000]  你知道這考試是什麼
[00:15:30.000 --> 00:15:31.000]  你知道嗎
[00:15:31.000 --> 00:15:35.000]  就是五分鐘把就業歷史講完
[00:15:35.000 --> 00:15:40.000]  簡不簡單
[00:15:40.000 --> 00:15:42.000]  太簡單了這個功課對不對
[00:15:42.000 --> 00:15:45.000]  你能夠五分鐘把就業歷史講完
[00:15:45.000 --> 00:15:52.000]  那就表示你就業歷史很熟了
[00:15:52.000 --> 00:15:54.000]  從剛才亞伯拉罕兩個女人
[00:15:54.000 --> 00:15:56.000]  他的一個妻跟妾
[00:15:56.000 --> 00:15:59.000]  以史瑪利跟以煞
[00:15:59.000 --> 00:16:01.000]  然後接著你可以看見聖經裡面
[00:16:01.000 --> 00:16:07.000]  從創世紀接下來亞伯拉罕的兒子是什麼
[00:16:07.000 --> 00:16:09.000]  以煞是不是
[00:16:09.000 --> 00:16:11.000]  然後再過來了
[00:16:11.000 --> 00:16:12.000]  雅各是不是
[00:16:12.000 --> 00:16:14.000]  所以就業裡面常常出現
[00:16:14.000 --> 00:16:16.000]  亞伯拉罕以煞雅各的神
[00:16:16.000 --> 00:16:17.000]  看到沒有
[00:16:17.000 --> 00:16:18.000]  對以色列人來講
[00:16:18.000 --> 00:16:22.000]  亞伯拉罕以煞雅各是陰脈相存的
[00:16:22.000 --> 00:16:25.000]  這就是他們所說的這位神
[00:16:25.000 --> 00:16:26.000]  神應許他們
[00:16:26.000 --> 00:16:29.000]  神告訴亞伯拉罕以煞雅各
[00:16:29.000 --> 00:16:33.000]  他們都居住在當時候所謂的迦蘭地
[00:16:33.000 --> 00:16:36.000]  但是遲到什麼時候呢
[00:16:36.000 --> 00:16:38.000]  遲到後來
[00:16:38.000 --> 00:16:44.000]  他們因為雅各為了怎麼樣
[00:16:44.000 --> 00:16:46.000]  饑荒是不是
[00:16:46.000 --> 00:16:48.000]  所以後來他們到哪去了
[00:16:48.000 --> 00:16:50.000]  他們到埃及去了
[00:16:50.000 --> 00:16:51.000]  有沒有
[00:16:51.000 --> 00:16:52.000]  到埃及去了
[00:16:52.000 --> 00:16:53.000]  千秋之輩
[00:16:53.000 --> 00:16:59.000]  所以以色列人在埃及整個四百年的時間
[00:16:59.000 --> 00:17:03.000]  受到埃及的壓迫對不對
[00:17:03.000 --> 00:17:05.000]  最後神拆遣摩西
[00:17:05.000 --> 00:17:06.000]  把以色列人從埃及帶出來
[00:17:06.000 --> 00:17:08.000]  是不是 出埃及去
[00:17:08.000 --> 00:17:10.000]  所以創出利
[00:17:10.000 --> 00:17:12.000]  利就是奉獻利民生
[00:17:12.000 --> 00:17:14.000]  所以在這裡面就在講到什麼
[00:17:14.000 --> 00:17:16.000]  講到以色列人出埃及了
[00:17:16.000 --> 00:17:17.000]  出埃及進去之後
[00:17:17.000 --> 00:17:20.000]  神應許他們說要進入哪裡
[00:17:20.000 --> 00:17:26.000]  進入迦蘭地叫做Promised Land
[00:17:26.000 --> 00:17:32.000]  迦蘭地就是今天你我所看到的這個巴勒斯坦
[00:17:32.000 --> 00:17:35.000]  當然不是那個size完全一樣
[00:17:35.000 --> 00:17:37.000]  所以你可以看見
[00:17:37.000 --> 00:17:40.000]  從以色列人的角度來講
[00:17:40.000 --> 00:17:43.000]  這是上帝給我們的什麼
[00:17:43.000 --> 00:17:45.000]  應許之地
[00:17:45.000 --> 00:17:49.000]  這也是為什麼也有不少的基督徒認為說
[00:17:49.000 --> 00:17:51.000]  在立場上面
[00:17:51.000 --> 00:17:54.000]  他們認為這個迦蘭地怎麼樣
[00:17:54.000 --> 00:17:56.000]  巴勒斯坦是什麼
[00:17:56.000 --> 00:17:59.000]  是以色列的
[00:17:59.000 --> 00:18:04.000]  我剛講是在政治立場上面
[00:18:04.000 --> 00:18:06.000]  但是竟然留著沒
[00:18:06.000 --> 00:18:08.000]  聖經上當我們看見事情
[00:18:08.000 --> 00:18:12.000]  什麼時候當以色列人經手遵從祂的吩咐
[00:18:12.000 --> 00:18:14.000]  神就怎麼樣
[00:18:14.000 --> 00:18:15.000]  祝福他們
[00:18:15.000 --> 00:18:18.000]  但是什麼時候當他們不遵守神的吩咐的時候
[00:18:18.000 --> 00:18:20.000]  怎麼樣
[00:18:20.000 --> 00:18:24.000]  神就要管教他們是不是
[00:18:24.000 --> 00:18:28.000]  所以聖經的預言裡面提到說
[00:18:28.000 --> 00:18:33.000]  以色列人要被擄
[00:18:33.000 --> 00:18:35.000]  這件事情有發生兩次
[00:18:35.000 --> 00:18:36.000]  第一次是什麼
[00:18:36.000 --> 00:18:42.000]  第一次就是被擄到巴比倫
[00:18:42.000 --> 00:18:49.000]  這是在公元前586年的時候
[00:18:49.000 --> 00:18:52.000]  然後被擄了七十年之後
[00:18:52.000 --> 00:18:53.000]  他們又歸回了
[00:18:53.000 --> 00:18:56.000]  所以這個叫被擄歸回
[00:18:56.000 --> 00:18:58.000]  第二次
[00:18:58.000 --> 00:19:01.000]  第二次以色列又被擄了
[00:19:01.000 --> 00:19:02.000]  被擄到哪裡呢
[00:19:02.000 --> 00:19:04.000]  聖經上告訴我們說
[00:19:04.000 --> 00:19:06.000]  他被擄到列國
[00:19:06.000 --> 00:19:11.000]  他在萬國當中拋來拋去
[00:19:11.000 --> 00:19:14.000]  這是在祖後七十年的時候
[00:19:14.000 --> 00:19:17.000]  祖後七十年的時候發生什麼事情呢
[00:19:17.000 --> 00:19:19.000]  羅馬將軍提多
[00:19:19.000 --> 00:19:24.000]  他毀滅了耶路撒冷
[00:19:24.000 --> 00:19:31.000]  從此羅馬人就把以色列人趕逐到世界列國去
[00:19:31.000 --> 00:19:38.000]  這是祖後也就是公元七十年的時候
[00:19:38.000 --> 00:19:40.000]  一直到什麼時候
[00:19:40.000 --> 00:19:45.000]  一直到1948年的時候
[00:19:45.000 --> 00:19:48.000]  這中間我沒時間解釋了
[00:19:48.000 --> 00:19:51.000]  中間被希臘統治的時候
[00:19:51.000 --> 00:19:53.000]  還有羅馬統治的時候
[00:19:53.000 --> 00:19:55.000]  還有後來英國統治
[00:19:55.000 --> 00:19:58.000]  希特勒殺了多少的猶太人
[00:19:58.000 --> 00:20:03.000]  中間猶太人的命運確實是非常的悲慘
[00:20:03.000 --> 00:20:05.000]  好了那第二次沒
[00:20:05.000 --> 00:20:11.000]  到了1948年的時候
[00:20:11.000 --> 00:20:16.000]  以色列復國了
[00:20:16.000 --> 00:20:21.000]  超過兩千年的時間
[00:20:21.000 --> 00:20:23.000]  一個國家被滅了
