
[00:00:00.000 --> 00:00:01.380]  大英節目好
[00:14:10.920 --> 00:14:12.720]  成就了你的救恩
[00:14:12.720 --> 00:14:13.600]  還有呢
[00:14:13.600 --> 00:14:17.360]  將耶穌整個的生命賜給人
[00:14:17.360 --> 00:14:18.640]  祂是誰
[00:14:18.640 --> 00:14:21.280]  祂是群羊的大牧人
[00:14:21.280 --> 00:14:23.360]  祂能夠帶領我們走我們人生路
[00:14:23.360 --> 00:14:26.480]  不單止你被拯救
[00:14:26.480 --> 00:14:29.800]  整個的生命在神的大慶底下
[00:14:29.800 --> 00:14:32.800]  有時我看到這個經文
[00:14:32.800 --> 00:14:35.960]  很得安慰
[00:14:35.960 --> 00:14:38.000]  我雖然是一個小小的牧者
[00:14:38.000 --> 00:14:39.560]  但我有位大牧人
[00:14:39.560 --> 00:14:42.560]  是成為我的依靠
[00:14:42.560 --> 00:14:45.840]  他時常成為我們的扶持
[00:14:45.840 --> 00:14:48.360]  而所有的信徒都是這樣
[00:14:48.360 --> 00:14:52.000]  在彼得前書中給予很大的安慰
[00:14:52.000 --> 00:14:53.520]  我們群羊的大牧人
[00:14:53.520 --> 00:14:54.760]  血面的那一群長老
[00:14:54.760 --> 00:14:56.960]  我們是同一群長老的
[00:14:56.960 --> 00:14:59.240]  當這位大牧者顯現的時候
[00:14:59.240 --> 00:15:01.120]  我們就得著榮耀的冠冕
[00:15:01.120 --> 00:15:04.240]  一個個想像
[00:15:04.240 --> 00:15:05.960]  看重這位牧者
[00:15:05.960 --> 00:15:08.320]  以祂的成就這件事
[00:15:08.320 --> 00:15:09.480]  講到這裏還未講
[00:15:09.480 --> 00:15:11.240]  究竟祂祈願了些甚麼
[00:15:11.240 --> 00:15:12.400]  留意祈願了些甚麼
[00:15:12.400 --> 00:15:14.160]  亦都很值得我們留意
[00:15:14.160 --> 00:15:15.560]  在21節就講
[00:15:15.560 --> 00:15:19.520]  祂說照各樣善事上裝備你們
[00:15:19.520 --> 00:15:22.640]  使你們遵行祂的旨意
[00:15:22.640 --> 00:15:23.840]  這很重要
[00:15:23.840 --> 00:15:27.000]  剛才我們說信徒有很多掙扎
[00:15:27.000 --> 00:15:28.000]  有些事做不到
[00:15:28.000 --> 00:15:33.440]  這個信仰好像只停留在頭腦上
[00:15:33.440 --> 00:15:37.800]  我們似乎不能夠完全地實踐出來
[00:15:37.800 --> 00:15:39.120]  其實這裏怎樣說呢
[00:15:39.120 --> 00:15:40.840]  祂說遵行祂的旨意
[00:15:40.840 --> 00:15:42.480]  不是我們的旨意
[00:15:42.480 --> 00:15:44.520]  是要服從神的旨意
[00:15:44.520 --> 00:15:47.480]  以致我們裝備的意思
[00:15:47.480 --> 00:15:49.800]  就是說能夠預備好
[00:15:49.800 --> 00:15:53.560]  做齊這些各樣的善事
[00:15:53.560 --> 00:15:56.120]  裝備這個字用一個圖畫
[00:15:56.120 --> 00:15:59.640]  大家能夠更加理解
[00:15:59.640 --> 00:16:02.280]  這個字有時亦就是
[00:16:02.280 --> 00:16:05.400]  是那些網如果有些孔
[00:16:05.400 --> 00:16:06.480]  補回它
[00:16:06.480 --> 00:16:11.880]  你想想如果你很有技巧的漁夫
[00:16:11.880 --> 00:16:13.960]  你如果拿著漏了的網
[00:16:13.960 --> 00:16:16.560]  那你真是沒什麼用
[00:16:16.560 --> 00:16:18.760]  但是如果網能夠修補好
[00:16:18.760 --> 00:16:20.640]  你就能夠有收穫
[00:16:20.640 --> 00:16:21.960]  這個意思就是這樣
[00:16:21.960 --> 00:16:23.880]  神能夠裝備我們
[00:16:23.880 --> 00:16:24.760]  預備我們
[00:16:24.760 --> 00:16:27.960]  以致我們能夠做到很多的善事
[00:16:27.960 --> 00:16:31.840]  很多善事其實在希伯來書之前
[00:16:31.840 --> 00:16:33.040]  就已經說了
[00:16:33.040 --> 00:16:34.520]  是一個命令
[00:16:34.520 --> 00:16:38.640]  但這裏就說神是裝備你們
[00:16:38.640 --> 00:16:40.600]  做盡這些一切
[00:16:40.600 --> 00:16:42.640]  那為什麼呢
[00:16:42.640 --> 00:16:44.840]  如果我們再看
[00:16:44.840 --> 00:16:46.120]  下一句就說
[00:16:46.120 --> 00:16:47.040]  還有
[00:16:47.040 --> 00:16:52.120]  又叫神是怎樣裝備
[00:16:52.120 --> 00:16:53.440]  是使我們
[00:16:53.440 --> 00:16:56.520]  在神造成祂所喜悅的事
[00:16:56.520 --> 00:16:57.800]  在神造成的我留意
[00:16:57.800 --> 00:17:00.120]  不是信徒
[00:17:00.120 --> 00:17:04.080]  是神造成在我們身上這些事情
[00:17:04.080 --> 00:17:06.800]  並且是直住耶穌基督
[00:17:06.800 --> 00:17:08.920]  哇 我不知道大家有沒有把握
[00:17:08.920 --> 00:17:10.320]  如果你真是
[00:17:10.320 --> 00:17:12.040]  是神在我們身上造成
[00:17:12.040 --> 00:17:13.920]  不是你
[00:17:13.920 --> 00:17:14.680]  那你說
[00:17:14.680 --> 00:17:16.560]  那究竟是我們還是神
[00:17:16.560 --> 00:17:18.840]  在我們生命裏面要落功夫呢
[00:17:18.840 --> 00:17:19.440]  我想問大家
[00:17:19.440 --> 00:17:22.680]  你要不要去立志去行出來
[00:17:22.680 --> 00:17:23.640]  要不要
[00:17:23.640 --> 00:17:25.280]  那什麼都是神做
[00:17:25.280 --> 00:17:27.520]  那當然是的
[00:17:27.520 --> 00:17:28.560]  但是呢
[00:17:28.560 --> 00:17:30.800]  我們要留意
[00:17:30.800 --> 00:17:31.920]  在希伯來書之前
[00:17:31.920 --> 00:17:33.800]  就說了很多的善事
[00:17:33.800 --> 00:17:35.160]  要信徒做的
[00:17:35.160 --> 00:17:37.720]  就是作者吩咐他們做的
[00:17:37.720 --> 00:17:40.000]  譬如在第十二章第十四節
[00:17:40.000 --> 00:17:42.080]  你們要追求與眾人和睦
[00:17:42.080 --> 00:17:44.120]  並要追求聖潔
[00:17:44.120 --> 00:17:45.200]  很高的標準
[00:17:45.200 --> 00:17:47.040]  信徒要做
[00:17:47.040 --> 00:17:47.960]  然後呢
[00:17:47.960 --> 00:17:50.320]  我們再看第十三章第一節
[00:17:50.320 --> 00:17:54.720]  你們不要常傳兄弟相愛的心
[00:17:54.720 --> 00:17:56.640]  第四節
[00:17:56.640 --> 00:17:58.680]  婚姻人人都當尊重
[00:17:58.680 --> 00:18:00.960]  共眠的床也不可污穢
[00:18:00.960 --> 00:18:07.200]  因為淫亂和通姦的人神必審判
[00:18:07.200 --> 00:18:08.080]  接著第五節
[00:18:08.080 --> 00:18:09.960]  不可貪愛錢財
[00:18:09.960 --> 00:18:11.960]  很多事情都要做的
[00:18:11.960 --> 00:18:12.720]  然後呢
[00:18:12.720 --> 00:18:14.440]  我們再看
[00:18:14.440 --> 00:18:15.080]  然後呢
[00:18:15.080 --> 00:18:16.680]  第十五節說什麼呢
[00:18:16.680 --> 00:18:19.400]  你們應當藉著耶穌上上
[00:18:19.400 --> 00:18:21.280]  重贊為祭獻給神
[00:18:21.280 --> 00:18:22.560]  不得要讚美神
[00:18:22.560 --> 00:18:23.800]  然後十六節
[00:18:23.800 --> 00:18:26.680]  只要不可忘記行善和分享
[00:18:26.680 --> 00:18:29.560]  因為這樣的祭是神所喜悅的
[00:18:29.560 --> 00:18:31.240]  就是講到神所喜悅
[00:18:31.240 --> 00:18:32.400]  所有事情都會
[00:18:32.400 --> 00:18:34.720]  那你最後問回問題
[00:18:34.720 --> 00:18:38.960]  你做還是神做呢
[00:18:38.960 --> 00:18:40.400]  這裡我吩咐你做
[00:18:40.400 --> 00:18:44.800]  接著說神是預備你做這些工作
[00:18:44.800 --> 00:18:49.080]  接著說是神在你身上完成這些工作
[00:18:49.080 --> 00:18:53.800]  那究竟是我們做還是神做呢
[00:18:53.800 --> 00:18:55.200]  是的
[00:18:55.200 --> 00:18:57.600]  講到不需要不作聲
