
[00:00:00.000 --> 00:00:05.040]  早晨 大家好 很開心能夠和大家一起敬拜 服侍天父上帝
[00:02:08.040 --> 00:02:11.400]  不是時時有 有時會覺得真的不太行
[00:02:11.400 --> 00:02:13.000]  缺乏能力
[00:02:13.000 --> 00:02:15.240]  不過很多時候我相信也會覺得
[00:02:15.240 --> 00:02:17.840]  我們根本是沒有能力
[00:02:17.840 --> 00:02:19.960]  我們什麼都做不到
[00:02:19.960 --> 00:02:21.760]  所以有時呢 我經常說
[00:02:21.760 --> 00:02:24.440]  我們覺得人生有時也挺無奈
[00:02:24.440 --> 00:02:25.520]  想做一些東西
[00:02:25.520 --> 00:02:29.600]  但我沒有力量做到那些東西
[00:02:29.600 --> 00:02:32.360]  幾年前有個心理學家
[00:02:32.360 --> 00:02:34.600]  叫做Andrea Matthews
[00:02:34.600 --> 00:02:36.080]  她在《Psychology Today》
[00:02:36.080 --> 00:02:38.760]  這個就是今日心理學
[00:02:38.760 --> 00:02:40.560]  她發表了一篇文章
[00:02:40.560 --> 00:02:42.840]  這篇文章也挺有趣的
[00:02:42.840 --> 00:02:44.680]  跟我們今天的題目有關
[00:02:44.680 --> 00:02:48.520]  她說 Powerlessness is power
[00:02:48.520 --> 00:02:51.680]  無能呢 原來也可以成爲一種力量
[00:02:51.680 --> 00:02:53.560]  有一個subtitle是什麼呢
[00:02:53.560 --> 00:02:57.200]  The Power of the Victim Identity
[00:02:57.200 --> 00:02:59.800]  就是說你成爲一個受害者
[00:02:59.800 --> 00:03:01.360]  無能的受害者的時候
[00:03:01.360 --> 00:03:03.360]  這種身份
[00:03:03.360 --> 00:03:07.680]  很多時候會變成一種力量
[00:03:07.680 --> 00:03:09.040]  到底是怎麼一回事呢
[00:03:09.040 --> 00:03:09.960]  她一開始就說
[00:03:09.960 --> 00:03:11.760]  其實我們時時在身邊
[00:03:11.760 --> 00:03:13.240]  周圍都會聽到
[00:03:13.240 --> 00:03:15.000]  那些人跟我們說一些
[00:03:15.000 --> 00:03:18.200]  很無能啊 無助啊 無力的說話
[00:03:18.200 --> 00:03:19.000]  譬如說
[00:03:19.000 --> 00:03:20.240]  I can't help it
[00:03:20.240 --> 00:03:21.200]  有沒有聽過
[00:03:21.200 --> 00:03:22.360]  我辦不到
[00:03:22.360 --> 00:03:24.320]  我處理不來
[00:03:24.320 --> 00:03:25.840]  或者是說
[00:03:25.840 --> 00:03:27.920]  You just don't understand
[00:03:27.920 --> 00:03:29.600]  你不明白的 你怎麼都不明白
[00:03:29.600 --> 00:03:32.720]  你不知道我的苦況是怎樣的
[00:03:32.720 --> 00:03:33.400]  或者呢
[00:03:33.400 --> 00:03:35.200]  I don't have a choice
[00:03:35.200 --> 00:03:35.960]  我沒有選擇
[00:03:35.960 --> 00:03:37.200]  所以唯有是這樣
[00:03:37.200 --> 00:03:38.440]  選擇不了
[00:03:38.440 --> 00:03:41.160]  你又不明白 我又做不到
[00:03:41.160 --> 00:03:42.720]  或者I didn't mean it
[00:03:42.720 --> 00:03:44.720]  我沒想過會這樣的
[00:03:44.720 --> 00:03:46.720]  但是做出來了
[00:03:46.720 --> 00:03:48.080]  沒辦法
[00:03:48.080 --> 00:03:49.760]  還有 有沒有聽人說
[00:03:49.760 --> 00:03:51.360]  這個比較嚴重一點
[00:03:51.360 --> 00:03:53.640]  You ruined my life
[00:03:53.640 --> 00:03:55.200]  你毀了我的一生
[00:03:55.200 --> 00:03:55.720]  或者
[00:03:55.720 --> 00:03:58.400]  我兒子喜歡說小時候的事
[00:03:58.400 --> 00:03:59.920]  You made me do it
[00:03:59.920 --> 00:04:01.680]  是你逼我做這件事的
[00:04:01.680 --> 00:04:02.520]  我不想的
[00:04:02.520 --> 00:04:03.800]  不過You made me do it
[00:04:03.800 --> 00:04:05.960]  你讓我做了這些事
[00:04:05.960 --> 00:04:07.200]  出來這樣
[00:04:07.200 --> 00:04:08.320]  很多時候呢
[00:04:08.320 --> 00:04:09.680]  我不知道大家有沒有
[00:04:09.680 --> 00:04:11.680]  在你的同事朋友同學
[00:04:11.680 --> 00:04:13.680]  一起生活的時間呢
[00:04:13.680 --> 00:04:16.600]  會聽到一些人說類似的說話
[00:04:16.600 --> 00:04:18.680]  或者會不會你就是那個人
[00:04:18.680 --> 00:04:21.800]  有時候也會說這樣的說話
[00:04:21.800 --> 00:04:23.400]  其實這些是
[00:04:23.400 --> 00:04:25.960]  自己去向自己解釋
[00:04:25.960 --> 00:04:27.560]  我們在生活當中
[00:04:27.560 --> 00:04:28.320]  遇到一些處境
[00:04:28.320 --> 00:04:29.400]  我們不知道怎麼辦
[00:04:29.400 --> 00:04:31.720]  或者不知道可以做些什麼的時候
[00:04:31.720 --> 00:04:35.480]  會有的一些說話情況
[00:04:35.480 --> 00:04:38.080]  這個Dr. Andrew Matthews
[00:04:38.080 --> 00:04:38.680]  他就說
[00:04:38.680 --> 00:04:39.600]  其實呢
[00:04:39.600 --> 00:04:41.600]  說這些話的人呢
[00:04:41.600 --> 00:04:43.240]  他不知不覺地
[00:04:43.240 --> 00:04:45.040]  扮演着一個
[00:04:45.040 --> 00:04:48.880]  受害者 無助者的一個角色
[00:04:48.880 --> 00:04:50.280]  而這個角色呢
[00:04:50.280 --> 00:04:52.960]  讓他能夠有這樣的力量去
[00:04:52.960 --> 00:04:54.080]  manipulate
[00:04:54.080 --> 00:04:56.200]  去操控那些關心他的人
[00:04:56.200 --> 00:04:57.040]  有些人不在乎的
[00:04:57.040 --> 00:04:58.680]  那你的事就你自己的事
[00:04:58.680 --> 00:04:59.240]  你不就說了
[00:04:59.240 --> 00:04:59.880]  I can't help it
[00:04:59.880 --> 00:05:01.120]  那你就不help到
[00:05:01.120 --> 00:05:01.720]  我可以不理你
[00:05:01.720 --> 00:05:02.640]  你轉頭走的
[00:05:02.640 --> 00:05:03.240]  不過
[00:05:03.240 --> 00:05:05.240]  通常我們人都有些感情的
[00:05:05.240 --> 00:05:06.320]  聽到他這樣說的時候
[00:05:06.320 --> 00:05:07.800]  那我怎麼幫你啊
[00:05:07.800 --> 00:05:09.080]  那他就有方法
[00:05:09.080 --> 00:05:12.120]  透過這個受害者的角色呢
[00:05:12.120 --> 00:05:15.960]  就能夠去操控這些人
[00:05:15.960 --> 00:05:17.080]  有意無意地
[00:05:17.080 --> 00:05:20.320]  讓他能夠幫你做一些你需要做的事
[00:05:20.320 --> 00:05:21.400]  明白我的意思嗎
[00:05:21.400 --> 00:05:22.080]  所以他就說
[00:05:22.080 --> 00:05:23.800]  Powerlessness as power
[00:05:23.800 --> 00:05:25.120]  無能無力呢
[00:05:25.120 --> 00:05:27.640]  都會變成一種力量
[00:05:27.640 --> 00:05:29.400]  但其實呢
[00:05:29.400 --> 00:05:31.640]  這個Dr. Matthews
[00:05:31.640 --> 00:05:33.120]  他說
[00:05:33.120 --> 00:05:34.160]  在這個世界上
[00:05:34.160 --> 00:05:36.080]  是不是真的有些事情是沒辦法的
[00:05:36.080 --> 00:05:37.160]  做不到的呢
[00:05:37.160 --> 00:05:38.960]  他就不buy-in的
[00:05:38.960 --> 00:05:40.400]  他說那些人通常說
[00:05:40.400 --> 00:05:41.480]  I can't help it
[00:05:41.480 --> 00:05:42.200]  我不行啊
[00:05:42.200 --> 00:05:42.760]  我做不到啊
[00:05:42.760 --> 00:05:44.240]  我沒辦法啊
[00:05:44.240 --> 00:05:45.680]  通常我不會只說一句的
[00:05:45.680 --> 00:05:47.280]  他接着說一句是什麼呢
[00:05:47.280 --> 00:05:49.320]  You just don't understand
[00:05:49.320 --> 00:05:49.920]  爲什麼呢
[00:05:49.920 --> 00:05:50.760]  因爲I can't help it
[00:05:50.760 --> 00:05:51.640]  那就let me help you啦
[00:05:51.640 --> 00:05:53.280]  那他就不知道怎麼辦了
[00:05:53.280 --> 00:05:55.480]  但他還說
[00:05:55.480 --> 00:05:56.880]  You just don't understand
[00:05:56.880 --> 00:05:58.040]  你不明白的了
[00:05:58.040 --> 00:05:59.640]  你不知道我的處境了
[00:05:59.640 --> 00:06:01.080]  就是你想幫就幫不了了
[00:06:01.080 --> 00:06:01.720]  我幫不了
[00:06:01.720 --> 00:06:02.920]  你也幫不了
[00:06:02.920 --> 00:06:03.600]  我很慘啊
[00:06:03.600 --> 00:06:04.200]  我很無奈啊
[00:06:04.200 --> 00:06:05.040]  所以你跟我做一樣
[00:06:05.040 --> 00:06:06.440]  就跟我做一樣啦
[00:06:06.440 --> 00:06:08.280]  明白我的意思嗎
[00:06:08.280 --> 00:06:09.640]  哇 原來
[00:06:09.640 --> 00:06:10.600]  大家知不知道啊
[00:06:10.600 --> 00:06:12.200]  無能都可以成爲一種力量
[00:06:12.200 --> 00:06:13.160]  但是
[00:06:13.160 --> 00:06:14.680]  Dr. Matthew 說
[00:06:14.680 --> 00:06:16.280]  這個很多時候
[00:06:16.280 --> 00:06:17.680]  是我們的選擇
[00:06:17.680 --> 00:06:18.640]  不單單說
[00:06:18.640 --> 00:06:19.440]  I can't help it
[00:06:19.440 --> 00:06:20.760]  You don't understand
[00:06:20.760 --> 00:06:21.720]  你不明白的了
[00:06:21.720 --> 00:06:22.720]  或者我沒辦法了
[00:06:22.720 --> 00:06:23.760]  我做不到啊
[00:06:23.760 --> 00:06:25.600]  這些會成爲我們的藉口
[00:06:25.600 --> 00:06:26.560]  不過事實上
[00:06:26.560 --> 00:06:27.680]  剛纔所說的那些
[00:06:27.680 --> 00:06:29.160]  有誰會win your life
[00:06:29.160 --> 00:06:30.360]  有誰會毀你一生
[00:06:30.360 --> 00:06:33.120]  有誰make you do it
[00:06:33.120 --> 00:06:34.840]  其實都是你自己的choice
[00:06:34.840 --> 00:06:36.240]  是你自己的選擇
[00:06:36.240 --> 00:06:37.960]  每個人最少都有兩個選擇
[00:06:37.960 --> 00:06:38.840]  要麼做要麼不做
[00:06:38.840 --> 00:06:39.520]  yes or no
[00:06:39.520 --> 00:06:40.080]  對不對
[00:06:40.080 --> 00:06:41.640]  但他說通常
[00:06:41.640 --> 00:06:43.120]  在他的經驗當中
[00:06:43.120 --> 00:06:45.280]  人會多過兩個
[00:06:45.280 --> 00:06:46.680]  就是yes and no
[00:06:46.680 --> 00:06:47.880]  做或不做
[00:06:47.880 --> 00:06:50.640]  那個選擇
[00:06:50.640 --> 00:06:52.400]  然後在文章的結論裏面
[00:06:52.400 --> 00:06:53.160]  他怎麼說呢
[00:06:53.160 --> 00:06:57.000]  We have all the power
[00:06:57.000 --> 00:07:00.680]  So the only question left is
[00:07:00.680 --> 00:07:04.720]  How are we going to use it
[00:07:04.720 --> 00:07:05.840]  Dr. Matthew
[00:07:05.840 --> 00:07:07.400]  他的conviction是
[00:07:07.400 --> 00:07:08.320]  We have all the power
[00:07:08.320 --> 00:07:10.000]  我們有所有的能力
[00:07:10.000 --> 00:07:12.680]  所以我們要問的問題是
[00:07:12.680 --> 00:07:16.160]  我們怎麼去用這些能力
[00:07:16.160 --> 00:07:18.920]  當然我不知道大家認不認同
[00:07:18.920 --> 00:07:20.840]  Dr. Matthew這個結論
[00:07:20.840 --> 00:07:23.240]  We have all the power
[00:07:23.240 --> 00:07:25.440]  對我來說
[00:07:25.440 --> 00:07:27.560]  我覺得神創造人的時候
[00:07:27.560 --> 00:07:31.160]  真的賜給我們很多與生俱來的能力
[00:07:31.160 --> 00:07:32.440]  甚至我相信
[00:07:32.440 --> 00:07:34.320]  人本來真的很有能力
[00:07:34.320 --> 00:07:35.360]  很有智慧
[00:07:35.360 --> 00:07:36.680]  是superman來的
[00:07:36.680 --> 00:07:38.600]  我以前都提過
[00:07:38.600 --> 00:07:40.280]  你就是看阿當
[00:07:40.280 --> 00:07:41.360]  始終阿當
[00:07:41.360 --> 00:07:42.160]  生出來的時候
[00:07:42.160 --> 00:07:46.080]  要管理整個伊甸園
[00:07:46.080 --> 00:07:47.480]  每個生物走過的時候
[00:07:47.480 --> 00:07:49.440]  各從其類給他改名
[00:07:49.440 --> 00:07:51.200]  這個要很有智慧
[00:07:51.200 --> 00:07:52.640]  很有能力的人
[00:07:52.640 --> 00:07:54.440]  纔可以做得到
[00:07:54.440 --> 00:07:56.920]  但是這個不是阿當的問題
[00:07:56.920 --> 00:07:58.440]  他完全可以去應付
[00:07:58.440 --> 00:08:01.280]  完全可以去處理得到
[00:08:01.280 --> 00:08:02.720]  所以我相信神造人的時候
[00:08:02.720 --> 00:08:03.880]  賜給我們很多力量
[00:08:03.880 --> 00:08:06.840]  甚至是超乎我們想象中的力量
[00:08:06.840 --> 00:08:07.960]  問題是什麼呢
[00:08:07.960 --> 00:08:08.920]  真正的問題是
[00:08:08.920 --> 00:08:11.680]  當人犯罪之後
[00:08:11.680 --> 00:08:15.200]  神學家表達的方法就是
[00:08:15.200 --> 00:08:17.200]  完美受了虧損
[00:08:17.200 --> 00:08:18.920]  完美的創造神造人
[00:08:18.920 --> 00:08:21.280]  本來是一個perfect human being
[00:08:21.280 --> 00:08:23.320]  但是因爲人故意犯罪的緣故
[00:08:23.320 --> 00:08:25.240]  這個完美的創造
[00:08:25.240 --> 00:08:27.240]  受到破壞了
[00:08:27.240 --> 00:08:29.480]  所以呢
[00:08:29.480 --> 00:08:32.400]  我們不會覺得我們完全沒有能力
[00:08:32.400 --> 00:08:34.960]  不過我們覺得我們缺乏能力
[00:08:34.960 --> 00:08:38.400]  或者我們能力不足夠
[00:08:38.400 --> 00:08:40.680]  我們缺乏能力去做什麼呢
[00:08:40.680 --> 00:08:42.680]  去戒除一些不好的習慣
[00:08:42.680 --> 00:08:45.600]  我們缺乏能力去面對引誘
[00:08:45.600 --> 00:08:49.160]  我們缺乏能力去克服一些的試煉
[00:08:49.160 --> 00:08:51.640]  我們缺乏能力去爲主做見證
[00:08:51.640 --> 00:08:54.720]  我們缺乏能力去完成天父上帝給我們的使命
[00:08:54.720 --> 00:08:57.720]  我們缺乏能力和我們的配偶和好
[00:08:57.720 --> 00:08:59.880]  我們缺乏能力和我們的小朋友溝通
[00:08:59.880 --> 00:09:02.040]  我們缺乏能力和我們的同事
[00:09:02.040 --> 00:09:04.040]  如何能和諧共處
[00:09:04.040 --> 00:09:06.040]  我們缺乏很多的能力
[00:09:06.040 --> 00:09:08.840]  這些是不是你的缺乏呢
[00:09:08.840 --> 00:09:12.160]  所以如果我們要得着能力
[00:09:12.160 --> 00:09:14.440]  要啓動能源的話
[00:09:14.440 --> 00:09:17.120]  其實原來我們所需要的能力
[00:09:17.120 --> 00:09:18.480]  不是我們一般所講的
[00:09:18.480 --> 00:09:20.280]  現在你和我所擁有的能力
[00:09:20.280 --> 00:09:21.880]  我們所需要的能力
[00:09:21.880 --> 00:09:23.680]  是必須來自天父上帝
[00:09:23.680 --> 00:09:26.320]  是上帝賜給我們的能力
[00:09:26.320 --> 00:09:29.000]  我們才能夠去改變這個處境
[00:09:29.000 --> 00:09:33.200]  事實上在聖經和我們實際信仰的經歷當中
[00:09:33.200 --> 00:09:36.240]  當我們擁有了從上帝而來的力量的時候
[00:09:36.240 --> 00:09:38.560]  原來我們可以做很多事情
[00:09:38.560 --> 00:09:43.200]  我們可以撫平心靈裏面的那些創傷
[00:09:43.200 --> 00:09:45.960]  我們能夠醫治破碎人的心靈
[00:09:45.960 --> 00:09:48.160]  我們能夠將不可能的變成可能
[00:09:48.160 --> 00:09:50.000]  我們可以使靈魂甦醒
[00:09:50.000 --> 00:09:52.400]  我們可以讓生命被轉化
[00:09:52.400 --> 00:09:56.880]  我們可以有力量去幫助人信耶穌
[00:09:56.880 --> 00:10:00.880]  這個上帝的能力是不可小說的
[00:10:00.880 --> 00:10:04.200]  基督徒你知不知道我們有這樣的能力
[00:10:04.200 --> 00:10:05.760]  知不知道有的
[00:10:05.760 --> 00:10:08.880]  聽過了,不過好像我自己還沒有
[00:10:08.880 --> 00:10:11.080]  所以如果你還沒有的話
[00:10:11.080 --> 00:10:11.960]  我想告訴大家
[00:10:11.960 --> 00:10:14.560]  這種能力
[00:10:14.560 --> 00:10:18.920]  甚至能夠讓耶穌基督從死裏復活
[00:10:18.920 --> 00:10:24.920]  是一種能使耶穌基督使你和我復活的能力
[00:10:24.920 --> 00:10:25.680]  Do you know
[00:10:25.680 --> 00:10:28.200]  你知不知道我們有這樣的power
[00:10:28.200 --> 00:10:33.760]  能力可以去面對我剛纔所說的那一大堆
[00:10:33.760 --> 00:10:35.680]  那些似乎我們沒有力量去處理
[00:10:35.680 --> 00:10:39.160]  沒有力量去面對的那些問題
[00:10:39.160 --> 00:10:40.600]  保羅怎麼說
[00:10:40.600 --> 00:10:43.320]  保羅說我只渴望認識基督
[00:10:43.320 --> 00:10:45.200]  體驗祂復活的大能
[00:10:45.200 --> 00:10:46.960]  分擔祂的苦難
[00:10:46.960 --> 00:10:48.360]  經歷祂的死
[00:10:48.360 --> 00:10:51.480]  希望我自己也得以從死裏復活
[00:10:51.480 --> 00:10:53.680]  這句是保羅
[00:10:53.680 --> 00:10:54.680]  我們從小試過
[00:10:54.680 --> 00:10:57.560]  心裏面要單純地渴慕的是什麼
[00:10:57.560 --> 00:10:58.960]  我能夠認識
[00:10:58.960 --> 00:11:00.600]  這個認識不單單是know
[00:11:00.600 --> 00:11:02.200]  but experience
[00:11:02.200 --> 00:11:05.880]  經歷到耶穌基督
[00:11:05.880 --> 00:11:07.120]  保羅的期望是什麼
[00:11:07.120 --> 00:11:08.760]  我能夠親身去體驗
[00:11:08.760 --> 00:11:11.080]  耶穌基督復活的那種能力
[00:11:11.080 --> 00:11:13.560]  以致我可以分擔耶穌的痛苦
[00:11:13.560 --> 00:11:15.160]  分擔耶穌的使命
[00:11:15.160 --> 00:11:16.960]  而且在將來
[00:11:16.960 --> 00:11:19.240]  我也希望能夠像耶穌基督一樣
[00:11:19.240 --> 00:11:22.000]  按照聖經的預言和教導
[00:11:22.000 --> 00:11:24.640]  可以從死裏復活
[00:11:24.640 --> 00:11:27.240]  保羅的一生就是追求渴慕
[00:11:27.240 --> 00:11:28.720]  能夠經歷
[00:11:28.720 --> 00:11:30.320]  擁有這種力量
[00:11:30.320 --> 00:11:33.720]  以致他可以去做神要他做的事
[00:11:33.720 --> 00:11:35.960]  所以問題就是
[00:11:35.960 --> 00:11:38.800]  我們怎樣才能夠去啓動這些能力呢
[00:11:38.800 --> 00:11:39.840]  我剛纔講過
[00:11:39.840 --> 00:11:41.480]  信耶穌之前
[00:11:41.480 --> 00:11:42.920]  其實真的很多東西是沒有能力的
[00:11:42.920 --> 00:11:44.760]  不是啊 牧師 我信耶穌很久了
[00:11:44.760 --> 00:11:47.680]  我還是覺得沒有能力
[00:11:47.680 --> 00:11:49.800]  因爲你不懂得
[00:11:49.800 --> 00:11:51.720]  怎樣去啓動
[00:11:51.720 --> 00:11:52.520]  打開
[00:11:52.520 --> 00:11:54.920]  去activate
[00:11:54.920 --> 00:11:57.880]  這些神已經放在你和我生命當中
[00:11:57.880 --> 00:11:59.560]  那種力量
[00:11:59.560 --> 00:12:01.880]  今天希望能夠神直接去話語
[00:12:01.880 --> 00:12:03.360]  幫助大家
[00:12:03.360 --> 00:12:05.280]  我相信其中一個
[00:12:05.280 --> 00:12:07.000]  我們必須要掌握
[00:12:07.000 --> 00:12:09.840]  必須要開啓的能力是什麼呢
[00:12:09.840 --> 00:12:12.120]  是禱告的能力
[00:12:12.120 --> 00:12:14.440]  禱告的能力
[00:12:14.440 --> 00:12:18.800]  我們今天會看《士道行傳》第四章
[00:12:18.800 --> 00:12:20.240]  第四章的背景是講什麼呢
[00:12:20.240 --> 00:12:22.200]  講到彼得和約翰
[00:12:22.200 --> 00:12:23.920]  耶穌復活了之後
[00:12:23.920 --> 00:12:25.560]  很熱心地傳福音
[00:12:25.560 --> 00:12:26.600]  在聖殿裏面講道
[00:12:26.600 --> 00:12:28.560]  告訴別人耶穌復活了
[00:12:28.560 --> 00:12:30.600]  看到一個跛了腳
[00:12:30.600 --> 00:12:33.840]  一出來就生離渠
[00:12:33.840 --> 00:12:36.000]  現在就醫好他了
[00:12:36.000 --> 00:12:37.080]  繼續去講道
[00:12:37.080 --> 00:12:37.920]  在聖殿裏傳福音
[00:12:37.920 --> 00:12:38.680]  說耶穌復活了
[00:12:38.680 --> 00:12:39.640]  要信耶穌了
[00:12:39.640 --> 00:12:41.080]  耶穌就是救主了
[00:12:41.080 --> 00:12:42.160]  聖經說
[00:12:42.160 --> 00:12:43.880]  法利塞人
[00:12:43.880 --> 00:12:46.280]  公議會里面的人就來抓他
[00:12:46.280 --> 00:12:49.880]  抓了約彼得和約翰
[00:12:49.880 --> 00:12:50.720]  去坐牢
[00:12:50.720 --> 00:12:54.080]  過了一晚出來受審
[00:12:54.080 --> 00:12:56.600]  當這兩個仕途站在議會的面前
[00:12:56.600 --> 00:12:58.360]  這些全部都是
[00:12:58.360 --> 00:12:59.960]  在社會當中有名望
[00:12:59.960 --> 00:13:01.080]  和有影響力
[00:13:01.080 --> 00:13:02.600]  有權勢的人
[00:13:02.600 --> 00:13:03.760]  去審問他們
[00:13:03.760 --> 00:13:05.760]  和恐嚇他們
[00:13:05.760 --> 00:13:06.960]  審判沒什麼好審的了
[00:13:06.960 --> 00:13:08.040]  他醫好了那個人
[00:13:08.040 --> 00:13:09.080]  他又是講耶穌
[00:13:09.080 --> 00:13:10.040]  他唯一就說
[00:13:10.040 --> 00:13:11.920]  以後不可以再講
[00:13:11.920 --> 00:13:13.720]  耶穌重生來複活
[00:13:13.720 --> 00:13:15.480]  恐嚇他們
[00:13:15.480 --> 00:13:17.480]  但如果你熟悉這個故事的背景的時候
[00:13:17.480 --> 00:13:18.360]  你會發覺
[00:13:18.360 --> 00:13:20.800]  這兩個仕途本來是什麼人
[00:13:20.800 --> 00:13:21.960]  是打魚佬
[00:13:21.960 --> 00:13:23.160]  沒什麼受教育的
[00:13:23.160 --> 00:13:26.320]  但是竟然去戀慕巨色
[00:13:26.320 --> 00:13:27.640]  信從神
[00:13:27.640 --> 00:13:28.600]  不信從人
[00:13:28.600 --> 00:13:29.360]  哪有合理呢
[00:13:29.360 --> 00:13:30.680]  你自己說吧
[00:13:30.680 --> 00:13:33.680]  那羣人都沒了苦
[00:13:33.680 --> 00:13:35.440]  所以唯有是怎樣呢
[00:13:35.440 --> 00:13:37.080]  再次恐嚇他們一番
[00:13:37.080 --> 00:13:38.040]  就放他們走
[00:13:38.040 --> 00:13:39.440]  今天看的聖經
[00:13:39.440 --> 00:13:40.880]  就從23節開始
[00:13:40.880 --> 00:13:42.320]  四尊23節
[00:13:42.320 --> 00:13:43.120]  就說到
[00:13:43.120 --> 00:13:45.440]  彼得和約翰一被釋放
[00:13:45.440 --> 00:13:47.520]  就立刻回到自己的人那裏
[00:13:47.520 --> 00:13:49.240]  回到自己的教會
[00:13:49.240 --> 00:13:50.160]  一放出來
[00:13:50.160 --> 00:13:51.280]  就回到教會
[00:13:51.280 --> 00:13:53.480]  不祭司長和長老所說的話
[00:13:53.480 --> 00:13:55.600]  向大家報告
[00:13:55.600 --> 00:13:57.680]  他們聽見了
[00:13:57.680 --> 00:14:01.840]  就同心高聲討告上帝說
[00:14:01.840 --> 00:14:04.360]  以下這一段
[00:14:04.360 --> 00:14:07.880]  就是他們當日的祈禱文
[00:14:07.880 --> 00:14:10.200]  我們試試一起去讀這段祈禱文
[00:14:10.200 --> 00:14:11.440]  慢慢讀
[00:14:11.440 --> 00:14:13.760]  看看他們究竟求些什麼
[00:14:13.760 --> 00:14:14.360]  好不好
[00:14:14.360 --> 00:14:16.520]  如果我們要去unlock
[00:14:16.520 --> 00:14:20.600]  要activate 打開討告的能力的時候
[00:14:20.600 --> 00:14:22.560]  我們可以從這個祈禱文裏面
[00:14:22.560 --> 00:14:23.960]  去學習幾個功課
[00:14:23.960 --> 00:14:26.160]  慢慢一起讀這個祈禱文
[00:14:26.160 --> 00:14:28.200]  當時我們今天有祈禱了
[00:14:28.200 --> 00:14:29.640]  一起來
[00:14:29.640 --> 00:14:32.120]  創造天地海
[00:14:32.120 --> 00:14:34.280]  和其中萬物的主宰
[00:14:34.280 --> 00:14:35.840]  你曾藉着聖靈
[00:14:35.840 --> 00:14:37.160]  用你的僕人
[00:14:37.160 --> 00:14:39.440]  我們先祖大魏的口
[00:14:39.440 --> 00:14:40.320]  說
[00:14:40.320 --> 00:14:42.440]  外邦爲什麼叩叫
[00:14:42.440 --> 00:14:45.920]  萬民爲什麼妄圖虛幻的事
[00:14:45.920 --> 00:14:49.000]  地上的君王都披瓜上枕
[00:14:49.000 --> 00:14:51.800]  統治者也都結雜在一起
[00:14:51.800 --> 00:14:55.600]  要攻擊主和他的受告者基督
[00:14:55.600 --> 00:14:57.120]  果然這樣
[00:14:57.120 --> 00:14:59.120]  希律和旁修比拉多
[00:14:59.120 --> 00:15:02.880]  在本城跟外邦人和以色列人勾結
[00:15:02.880 --> 00:15:06.240]  要攻擊你神聖的僕人耶穌
[00:15:06.240 --> 00:15:08.640]  就是你所選立的基督
