
[00:00:00.000 --> 00:00:05.000]  我們今天要講的題目是很直接的
[00:03:50.300 --> 00:03:53.300]  如果把所有的人都周濟窮人的話
[00:03:53.300 --> 00:03:57.300]  甚至捨己將自己焚燒
[00:03:57.300 --> 00:03:59.300]  甚至捨己將自己焚燒
[00:03:59.300 --> 00:04:01.300]  卻沒有愛的話
[00:04:01.300 --> 00:04:03.300]  這就算不得什麼
[00:04:03.300 --> 00:04:04.300]  這就算不得什麼
[00:04:04.300 --> 00:04:08.300]  所以偽身是必須出於愛神
[00:04:08.300 --> 00:04:10.300]  所以偽身是必須出於愛神
[00:04:10.300 --> 00:04:13.300]  這就是侍奉的第一個要點
[00:04:13.300 --> 00:04:15.300]  這就是侍奉的第一個要點
[00:04:15.300 --> 00:04:20.300]  第二個要點是侍奉是一種準確的衡量
[00:04:20.300 --> 00:04:24.300]  第二個要點是侍奉是一種準確的衡量
[00:04:24.300 --> 00:04:26.300]  羅馬書十二章第三節這樣說
[00:04:26.300 --> 00:04:29.300]  羅馬書十二章第三節這樣說
[00:04:29.300 --> 00:04:35.300]  我憑著所賜我的恩
[00:04:35.300 --> 00:04:38.300]  對你們個人說
[00:04:38.300 --> 00:04:43.300]  不要看自己過於所當看的
[00:04:43.300 --> 00:04:47.300]  要照著神所分給個人信心的大小
[00:04:47.300 --> 00:04:53.300]  看得合乎忠道
[00:04:53.300 --> 00:04:56.300]  我們怎樣看自己的恩賜呢
[00:04:56.300 --> 00:04:58.300]  我們怎樣去看自己的恩賜呢
[00:04:58.300 --> 00:05:07.300]  這就是我們自己所看到的可能不準確
[00:05:07.300 --> 00:05:16.300]  我們要反省一下神賜給我們的信心有多大
[00:05:16.300 --> 00:05:21.300]  然後可以看得合乎忠道
[00:05:21.300 --> 00:05:26.300]  簡單來說就是看得準確
[00:05:26.300 --> 00:05:31.300]  不要看自己過於所當看的
[00:05:31.300 --> 00:05:36.300]  否則我們就會自大或者自卑
[00:05:36.300 --> 00:05:38.300]  很多人會自大
[00:05:38.300 --> 00:05:48.300]  聖經裏面有個例子就是西比泰的兒子雅各約翰
[00:05:48.300 --> 00:05:52.300]  馬克福音告訴我們這兩個人向耶穌求的一件事
[00:05:52.300 --> 00:06:01.300]  馬克福音十章三十七節說
[00:06:01.300 --> 00:06:03.300]  賜我們在你的榮耀裏
[00:06:03.300 --> 00:06:11.300]  一個坐在你的右邊一個坐在你的左邊
[00:06:11.300 --> 00:06:17.300]  這是一個很好的屬靈的心智
[00:06:17.300 --> 00:06:31.300]  起碼他要爭取得到一個在神家裏面有一個好的位置
[00:06:31.300 --> 00:06:34.300]  好像左右丞相一樣
[00:06:34.300 --> 00:06:43.300]  但耶穌回答說神為誰預備的就賜給誰
[00:06:43.300 --> 00:06:53.300]  但神要求我們對自己從他領受的恩賜
[00:06:53.300 --> 00:07:01.300]  和能力是有合宜和準確的判斷
[00:07:01.300 --> 00:07:05.300]  然後按照信心的大小
[00:07:05.300 --> 00:07:13.300]  憑著神所賜的這些東西實現出來
[00:07:13.300 --> 00:07:24.300]  所以如果我們是按照自己所擁有的恩賜去侍奉的話
[00:07:24.300 --> 00:07:28.300]  就不會自高也不會自卑
[00:07:28.300 --> 00:07:33.300]  這樣我們就會做一個剛強的人
[00:07:33.300 --> 00:07:38.300]  相反如果我們做多了或者做少了
[00:07:38.300 --> 00:07:40.300]  我們就會軟弱
[00:07:40.300 --> 00:07:44.300]  聖經說我們要做大丈夫
[00:07:44.300 --> 00:07:47.300]  不要做小孩子
[00:07:47.300 --> 00:07:51.300]  所以我們要靠主剛強
[00:07:51.300 --> 00:07:56.300]  我們要好好運用自己的恩賜
[00:07:56.300 --> 00:08:04.300]  第三方面,侍奉是一種聽從的協作
[00:08:04.300 --> 00:08:11.300]  我們看第四和第五節
[00:08:11.300 --> 00:08:17.300]  正如我們一個身體上有很多肢體
[00:08:17.300 --> 00:08:24.300]  肢體也不都是一樣的用處
[00:08:24.300 --> 00:08:30.300]  我們這許多人在基督裡成為一身
[00:08:30.300 --> 00:08:35.300]  互相聯絡作肢體也是如此
[00:08:35.300 --> 00:08:43.300]  我們是教會裏面的肢體
[00:08:43.300 --> 00:08:50.300]  因為有不同的用處所以我們要彼此的配搭
[00:08:50.300 --> 00:08:55.300]  這裏說互相聯絡作肢體
[00:08:55.300 --> 00:09:02.300]  就是要配搭得好
[00:09:02.300 --> 00:09:07.300]  如果講起配搭我想舉個例子
[00:09:07.300 --> 00:09:14.300]  最近我去了一家新開張的飯店
[00:09:14.300 --> 00:09:21.300]  我進去點了一碟飯
[00:09:21.300 --> 00:09:29.300]  但等了很久都沒有送來
[00:09:29.300 --> 00:09:32.300]  我覺得很奇怪
[00:09:32.300 --> 00:09:36.300]  後來有個人來問我你點了什麼飯
[00:09:36.300 --> 00:09:44.300]  後來他幫我去問入單的職員
[00:09:44.300 --> 00:09:52.300]  原來入電腦的職員出了錯
[00:09:52.300 --> 00:09:57.300]  所以廚房沒有收到指令
[00:09:57.300 --> 00:10:06.300]  所以我繼續等的話永遠都等不到那碟飯
[00:10:06.300 --> 00:10:12.300]  後來他才發現我出了錯馬上入單
[00:10:12.300 --> 00:10:18.300]  我還在等的時候
[00:10:18.300 --> 00:10:26.300]  旁邊桌子有個食客要套餐
[00:10:26.300 --> 00:10:30.300]  套餐是一碟燒味飯和一碟菜
[00:10:30.300 --> 00:10:34.300]  套餐是燒味飯和一碟菜
[00:10:34.300 --> 00:10:42.300]  新開張的老闆在那裏走來走去
[00:10:42.300 --> 00:10:45.300]  老闆問我點了什麼菜
[00:10:45.300 --> 00:10:47.300]  就問他是不是少了一碟菜
[00:10:47.300 --> 00:10:56.300]  他馬上下令廚房拿一碟菜出來
[00:10:56.300 --> 00:11:03.300]  沒多久我看到廚房有個老闆拿著一碟菜出來
[00:11:03.300 --> 00:11:08.300]  我看見廚房有個領班的拿一碟菜出來
[00:11:08.300 --> 00:11:12.300]  他就把那碟菜放下來
[00:11:12.300 --> 00:11:17.300]  誰知原來是放給另一桌的食客
[00:11:17.300 --> 00:11:20.300]  原來是放錯了給另一桌的食客
[00:11:20.300 --> 00:11:23.300]  那個人看到有菜吃就馬上吃了
[00:11:23.300 --> 00:11:25.300]  食客看到有菜吃就馬上吃了
[00:11:25.300 --> 00:11:29.300]  老闆看到不是這桌是另一桌
[00:11:29.300 --> 00:11:31.300]  老闆發現不是這桌是另一桌
[00:11:31.300 --> 00:11:34.300]  是不是很好笑
[00:11:34.300 --> 00:11:38.300]  他馬上進去再拿另一碟菜出來
[00:11:38.300 --> 00:11:42.300]  他馬上進廚房再拿另一碟菜出來
[00:11:42.300 --> 00:11:44.300]  然後到我那碟飯
[00:11:44.300 --> 00:11:46.300]  之後就講到我那碟飯了
[00:11:46.300 --> 00:11:52.300]  有一個穿白衣服的職員在廚房拿著兩碟菜
[00:11:52.300 --> 00:11:57.300]  有一個穿白衣服的職員從廚房拿了兩碟菜
[00:11:57.300 --> 00:12:01.300]  因為旁邊的桌子也叫了一碟飯
[00:12:01.300 --> 00:12:03.300]  因為旁邊的桌子也叫了一碟飯
[00:12:03.300 --> 00:12:08.300]  他拿了兩碟菜出來
[00:12:08.300 --> 00:12:11.300]  因為他那個燒臘布是在那裡舀飯的
[00:12:11.300 --> 00:12:12.300]  他自己拿出來
[00:12:12.300 --> 00:12:16.300]  因為那個燒臘布是直接在裡面拿飯出來的
[00:12:16.300 --> 00:12:18.300]  他拿了兩碟菜出來的時候
[00:12:18.300 --> 00:12:21.300]  那些燒臘布的人舀飯給他
[00:12:21.300 --> 00:12:23.300]  舀飯在兩個碟上
[00:12:23.300 --> 00:12:26.300]  就是他把兩碟飯都拿出來了
[00:12:26.300 --> 00:12:33.300]  不如我示範一下
[00:12:33.300 --> 00:12:35.300]  牧師示範一下比較清楚
[00:12:35.300 --> 00:12:37.300]  他舀了一碟飯出來之後
[00:12:37.300 --> 00:12:39.300]  他把那碟飯舀出來之後
[00:12:39.300 --> 00:12:43.300]  因為有玻璃我看得到他在做什麼
[00:12:43.300 --> 00:12:46.300]  因為有玻璃我看得到他在做什麼
[00:12:46.300 --> 00:12:48.300]  他的那碟飯不是很整齊
[00:12:48.300 --> 00:12:50.300]  他的那碟飯不是很整齊
[00:12:50.300 --> 00:12:53.300]  他用手在那裡
[00:12:53.300 --> 00:12:57.300]  他用手在那裡把飯舀得整齊一些
[00:12:57.300 --> 00:13:01.300]  然後有多的就撥回去飯煲裡
[00:13:01.300 --> 00:13:03.300]  如果有剩下多的話
[00:13:03.300 --> 00:13:05.300]  他就再把它舀到那個飯煲裡
[00:13:05.300 --> 00:13:08.300]  我看著他們眼光光
[00:13:08.300 --> 00:13:10.300]  我在玻璃外看見了
[00:13:10.300 --> 00:13:12.300]  我覺得十分的驚訝
[00:13:12.300 --> 00:13:14.300]  我說那怎麼吃呢
[00:13:14.300 --> 00:13:15.300]  我想這樣怎麼吃呢
[00:13:15.300 --> 00:13:18.300]  如果我看不到你沒所謂
[00:13:18.300 --> 00:13:19.300]  我吃了沒問題
[00:13:19.300 --> 00:13:20.300]  如果我看不見就無所謂
[00:13:20.300 --> 00:13:22.300]  我就會把它吃掉
[00:13:22.300 --> 00:13:26.300]  最後那碟飯送來的時候
[00:13:26.300 --> 00:13:28.300]  我就撥了
[00:13:28.300 --> 00:13:30.300]  最後那碟飯出來的時候
[00:13:30.300 --> 00:13:32.300]  我也把旁邊的拿走了
[00:13:32.300 --> 00:13:34.300]  把外面的全部撥走
[00:13:34.300 --> 00:13:36.300]  把外面的全部拿走了
[00:13:36.300 --> 00:13:38.300]  之後才吃
[00:13:38.300 --> 00:13:43.300]  其實這個新飯店的職員犯了幾個錯處
[00:13:43.300 --> 00:13:46.300]  這個新飯店的職員犯了幾個錯處
[00:13:46.300 --> 00:13:50.300]  第一就是櫃位的管電腦的職員
[00:13:50.300 --> 00:13:53.300]  第一就是櫃位的管電腦的職員
[00:13:53.300 --> 00:13:59.300]  他根本就不熟習他自己負責的工作和器具
[00:13:59.300 --> 00:14:04.300]  他根本就不熟悉自己的工作和器具
[00:14:04.300 --> 00:14:07.300]  起碼你電腦的操作應該清楚
[00:14:07.300 --> 00:14:10.300]  起碼電腦的操作應該清楚
[00:14:10.300 --> 00:14:11.300]  但竟然出錯都不知道
[00:14:11.300 --> 00:14:14.300]  但竟然他自己出錯了都不知道
[00:14:14.300 --> 00:14:17.300]  第二方面
[00:14:17.300 --> 00:14:23.300]  有些人不按正確的指示和程序去做事
[00:14:23.300 --> 00:14:27.300]  有些人不按正確的指示和程序去做事
[00:14:27.300 --> 00:14:28.300]  有些人不按正確的指示和程序去做事
[00:14:28.300 --> 00:14:29.300]  那個老闆就說
[00:14:29.300 --> 00:14:30.300]  那個老闆就說
[00:14:30.300 --> 00:14:32.300]  你是管廚房的嗎
[00:14:32.300 --> 00:14:33.300]  你是管廚房的
[00:14:33.300 --> 00:14:34.300]  你是管廚房的
[00:14:34.300 --> 00:14:35.300]  你如果把一碟菜拿出來
[00:14:35.300 --> 00:14:36.300]  你如果把一碟菜拿出來
[00:14:36.300 --> 00:14:37.300]  應該放在桌子上
[00:14:37.300 --> 00:14:38.300]  你如果把一碟菜拿出來
[00:14:38.300 --> 00:14:39.300]  你如果把一碟菜拿出來
[00:14:39.300 --> 00:14:40.300]  你應該放在桌子上
[00:14:40.300 --> 00:14:45.300]  就交由銷納部的人傳那碟菜出去
[00:14:45.300 --> 00:14:50.300]  就交由銷納部的人傳那碟菜出去
[00:14:50.300 --> 00:14:51.300]  不是你自己去做
[00:14:51.300 --> 00:14:52.300]  不是你自己去做
[00:14:52.300 --> 00:14:53.300]  那你就錯了
[00:14:53.300 --> 00:14:54.300]  那你就錯了
[00:14:54.300 --> 00:14:55.300]  那你就錯了
[00:14:55.300 --> 00:14:57.300]  你不要做了人家要做的事
[00:14:57.300 --> 00:14:59.300]  你不要做了人家要做的事
[00:14:59.300 --> 00:15:00.300]  你不要做了人家要做的事
[00:15:00.300 --> 00:15:01.300]  第三個錯
[00:15:01.300 --> 00:15:02.300]  第三個錯
[00:15:02.300 --> 00:15:03.300]  第三個錯
[00:15:03.300 --> 00:15:04.300]  就是那些裝飯的人
[00:15:04.300 --> 00:15:06.300]  就是那些裝飯的人
[00:15:06.300 --> 00:15:07.300]  就是裝飯的人的錯
[00:15:07.300 --> 00:15:08.300]  就是裝飯的人的錯
[00:15:08.300 --> 00:15:11.300]  他們是按照自己的喜好去辦事
[00:15:11.300 --> 00:15:13.300]  他們是按照自己的喜好去辦事
[00:15:13.300 --> 00:15:14.300]  他們是按照自己的喜好去辦事
[00:15:14.300 --> 00:15:15.300]  他們是按照自己的喜好去辦事
[00:15:15.300 --> 00:15:16.300]  他們是按照自己的喜好去辦事
[00:15:16.300 --> 00:15:17.300]  他們是按照自己的喜好去辦事
[00:15:17.300 --> 00:15:18.300]  他們是按照自己的喜好去辦事
[00:15:18.300 --> 00:15:19.300]  他們是按照自己的喜好去辦事
[00:15:19.300 --> 00:15:20.300]  他們是按照自己的喜好去辦事
[00:15:20.300 --> 00:15:21.300]  他們是按照自己的喜好去辦事
[00:15:21.300 --> 00:15:22.300]  他們是按照自己的喜好去辦事
[00:15:22.300 --> 00:15:23.300]  他們是按照自己的喜好去辦事
[00:15:23.300 --> 00:15:24.300]  他們是按照自己的喜好去辦事
[00:15:24.300 --> 00:15:25.300]  他們是按照自己的喜好去辦事
[00:15:25.300 --> 00:15:26.300]  他們是按照自己的喜好去辦事
[00:15:26.300 --> 00:15:27.300]  他們是按照自己的喜好去辦事
[00:15:27.300 --> 00:15:28.300]  他們是按照自己的喜好去辦事
[00:15:28.300 --> 00:15:29.300]  他們是按照自己的喜好去辦事
[00:15:29.300 --> 00:15:30.300]  他們是按照自己的喜好去辦事
[00:15:30.300 --> 00:15:45.300]  他們是按照自己的喜好去辦事
[00:15:45.300 --> 00:15:46.300]  他們是按照自己的喜好去辦事
[00:15:46.300 --> 00:15:47.300]  他們是按照自己的喜好去辦事
[00:15:47.300 --> 00:15:48.300]  他們是按照自己的喜好去辦事
[00:15:48.300 --> 00:15:49.300]  他們是按照自己的喜好去辦事
[00:15:49.300 --> 00:15:50.300]  他們是按照自己的喜好去辦事
[00:15:50.300 --> 00:15:51.300]  他們是按照自己的喜好去辦事
[00:15:51.300 --> 00:15:52.300]  他們是按照自己的喜好去辦事
[00:15:52.300 --> 00:15:53.300]  他們是按照自己的喜好去辦事
[00:15:53.300 --> 00:15:54.300]  他們是按照自己的喜好去辦事
[00:15:54.300 --> 00:15:55.300]  他們是按照自己的喜好去辦事
[00:15:55.300 --> 00:15:56.300]  他們是按照自己的喜好去辦事
[00:15:56.300 --> 00:15:57.300]  他們是按照自己的喜好去辦事
[00:15:57.300 --> 00:15:58.300]  他們是按照自己的喜好去辦事
[00:15:58.300 --> 00:15:59.300]  他們是按照自己的喜好去辦事
[00:15:59.300 --> 00:16:00.300]  他們是按照自己的喜好去辦事
[00:16:00.300 --> 00:16:01.300]  他們是按照自己的喜好去辦事
[00:16:01.300 --> 00:16:02.300]  他們是按照自己的喜好去辦事
[00:16:02.300 --> 00:16:03.300]  他們是按照自己的喜好去辦事
[00:16:03.300 --> 00:16:29.300]  他們是按照自己的喜好去辦事
[00:16:29.300 --> 00:16:33.300]  他們是按照自己的喜好去辦事
[00:16:33.300 --> 00:16:34.300]  他們是按照自己的喜好去辦事
[00:16:34.300 --> 00:16:35.300]  他們是按照自己的喜好去辦事
[00:16:35.300 --> 00:16:36.300]  他們是按照自己的喜好去辦事
[00:16:36.300 --> 00:16:37.300]  他們是按照自己的喜好去辦事
[00:16:37.300 --> 00:16:38.300]  他們是按照自己的喜好去辦事
[00:16:38.300 --> 00:16:39.300]  他們是按照自己的喜好去辦事
[00:16:39.300 --> 00:16:40.300]  他們是按照自己的喜好去辦事
[00:16:40.300 --> 00:16:41.300]  他們是按照自己的喜好去辦事
[00:16:41.300 --> 00:16:42.300]  他們是按照自己的喜好去辦事
[00:16:42.300 --> 00:16:43.300]  他們是按照自己的喜好去辦事
[00:16:43.300 --> 00:16:44.300]  他們是按照自己的喜好去辦事
[00:16:44.300 --> 00:16:45.300]  他們是按照自己的喜好去辦事
[00:16:45.300 --> 00:16:46.300]  他們是按照自己的喜好去辦事
[00:16:46.300 --> 00:16:47.300]  他們是按照自己的喜好去辦事
[00:16:47.300 --> 00:16:48.300]  他們是按照自己的喜好去辦事
[00:16:48.300 --> 00:16:59.300]  他們是按照自己的喜好去辦事
[00:16:59.300 --> 00:17:00.300]  他們是按照自己的喜好去辦事
[00:17:00.300 --> 00:17:01.300]  他們是按照自己的喜好去辦事
[00:17:01.300 --> 00:17:02.300]  他們是按照自己的喜好去辦事
[00:17:02.300 --> 00:17:03.300]  他們是按照自己的喜好去辦事
[00:17:03.300 --> 00:17:04.300]  他們是按照自己的喜好去辦事
[00:17:04.300 --> 00:17:05.300]  他們是按照自己的喜好去辦事
[00:17:05.300 --> 00:17:06.300]  他們是按照自己的喜好去辦事
[00:17:06.300 --> 00:17:07.300]  他們是按照自己的喜好去辦事
[00:17:07.300 --> 00:17:08.300]  他們是按照自己的喜好去辦事
[00:17:08.300 --> 00:17:09.300]  他們是按照自己的喜好去辦事
[00:17:09.300 --> 00:17:10.300]  他們是按照自己的喜好去辦事
[00:17:10.300 --> 00:17:11.300]  他們是按照自己的喜好去辦事
[00:17:11.300 --> 00:17:12.300]  他們是按照自己的喜好去辦事
[00:17:12.300 --> 00:17:13.300]  他們是按照自己的喜好去辦事
[00:17:13.300 --> 00:17:14.300]  他們是按照自己的喜好去辦事
[00:17:14.300 --> 00:17:19.300]  他們是按照自己的喜好去辦事
[00:17:19.300 --> 00:17:20.300]  他們是按照自己的喜好去辦事
[00:17:20.300 --> 00:17:21.300]  他們是按照自己的喜好去辦事
[00:17:21.300 --> 00:17:22.300]  他們是按照自己的喜好去辦事
[00:17:22.300 --> 00:17:23.300]  他們是按照自己的喜好去辦事
[00:17:23.300 --> 00:17:24.300]  他們是按照自己的喜好去辦事
[00:17:24.300 --> 00:17:25.300]  他們是按照自己的喜好去辦事
[00:17:25.300 --> 00:17:26.300]  他們是按照自己的喜好去辦事
[00:17:26.300 --> 00:17:27.300]  他們是按照自己的喜好去辦事
[00:17:27.300 --> 00:17:28.300]  他們是按照自己的喜好去辦事
[00:17:28.300 --> 00:17:29.300]  他們是按照自己的喜好去辦事
[00:17:29.300 --> 00:17:30.300]  他們是按照自己的喜好去辦事
[00:17:30.300 --> 00:17:31.300]  他們是按照自己的喜好去辦事
[00:17:31.300 --> 00:17:32.300]  他們是按照自己的喜好去辦事
[00:17:32.300 --> 00:17:33.300]  他們是按照自己的喜好去辦事
[00:17:33.300 --> 00:17:34.300]  他們是按照自己的喜好去辦事
[00:17:34.300 --> 00:17:45.300]  他們是按照自己的喜好去辦事
[00:17:45.300 --> 00:17:46.300]  他們是按照自己的喜好去辦事
[00:17:46.300 --> 00:17:47.300]  他們是按照自己的喜好去辦事
[00:17:47.300 --> 00:17:48.300]  他們是按照自己的喜好去辦事
[00:17:48.300 --> 00:17:49.300]  他們是按照自己的喜好去辦事
[00:17:49.300 --> 00:17:50.300]  他們是按照自己的喜好去辦事
[00:17:50.300 --> 00:17:51.300]  他們是按照自己的喜好去辦事
[00:17:51.300 --> 00:17:52.300]  他們是按照自己的喜好去辦事
[00:17:52.300 --> 00:17:53.300]  他們是按照自己的喜好去辦事
[00:17:53.300 --> 00:17:54.300]  他們是按照自己的喜好去辦事
[00:17:54.300 --> 00:17:55.300]  他們是按照自己的喜好去辦事
[00:17:55.300 --> 00:17:56.300]  他們是按照自己的喜好去辦事
[00:17:56.300 --> 00:17:57.300]  他們是按照自己的喜好去辦事
[00:17:57.300 --> 00:17:58.300]  他們是按照自己的喜好去辦事
[00:17:58.300 --> 00:17:59.300]  他們是按照自己的喜好去辦事
[00:17:59.300 --> 00:18:00.300]  他們是按照自己的喜好去辦事
[00:18:00.300 --> 00:18:05.300]  他們是按照自己的喜好去辦事
[00:18:05.300 --> 00:18:06.300]  他們是按照自己的喜好去辦事
[00:18:06.300 --> 00:18:07.300]  他們是按照自己的喜好去辦事
[00:18:07.300 --> 00:18:08.300]  他們是按照自己的喜好去辦事
[00:18:08.300 --> 00:18:09.300]  他們是按照自己的喜好去辦事
[00:18:09.300 --> 00:18:10.300]  他們是按照自己的喜好去辦事
[00:18:10.300 --> 00:18:11.300]  他們是按照自己的喜好去辦事
[00:18:11.300 --> 00:18:12.300]  他們是按照自己的喜好去辦事
[00:18:12.300 --> 00:18:13.300]  他們是按照自己的喜好去辦事
[00:18:13.300 --> 00:18:14.300]  他們是按照自己的喜好去辦事
[00:18:14.300 --> 00:18:15.300]  他們是按照自己的喜好去辦事
[00:18:15.300 --> 00:18:16.300]  他們是按照自己的喜好去辦事
[00:18:16.300 --> 00:18:17.300]  他們是按照自己的喜好去辦事
[00:18:17.300 --> 00:18:18.300]  他們是按照自己的喜好去辦事
[00:18:18.300 --> 00:18:19.300]  他們是按照自己的喜好去辦事
[00:18:19.300 --> 00:18:20.300]  他們是按照自己的喜好去辦事
[00:18:20.300 --> 00:18:34.300]  他們是按照自己的喜好去辦事
[00:18:34.300 --> 00:18:35.300]  他們是按照自己的喜好去辦事
[00:18:35.300 --> 00:18:36.300]  他們是按照自己的喜好去辦事
[00:18:36.300 --> 00:18:37.300]  他們是按照自己的喜好去辦事
[00:18:37.300 --> 00:18:38.300]  他們是按照自己的喜好去辦事
[00:18:38.300 --> 00:18:39.300]  他們是按照自己的喜好去辦事
[00:18:39.300 --> 00:18:40.300]  他們是按照自己的喜好去辦事
[00:18:40.300 --> 00:18:41.300]  他們是按照自己的喜好去辦事
[00:18:41.300 --> 00:18:42.300]  他們是按照自己的喜好去辦事
[00:18:42.300 --> 00:18:43.300]  他們是按照自己的喜好去辦事
[00:18:43.300 --> 00:18:44.300]  他們是按照自己的喜好去辦事
[00:18:44.300 --> 00:18:45.300]  他們是按照自己的喜好去辦事
[00:18:45.300 --> 00:18:46.300]  他們是按照自己的喜好去辦事
[00:18:46.300 --> 00:18:47.300]  他們是按照自己的喜好去辦事
[00:18:47.300 --> 00:18:48.300]  他們是按照自己的喜好去辦事
[00:18:48.300 --> 00:18:49.300]  他們是按照自己的喜好去辦事
[00:18:49.300 --> 00:18:50.300]  他們是按照自己的喜好去辦事
[00:18:50.300 --> 00:18:51.300]  他們是按照自己的喜好去辦事
[00:18:51.300 --> 00:18:52.300]  他們是按照自己的喜好去辦事
[00:18:52.300 --> 00:18:53.300]  他們是按照自己的喜好去辦事
[00:18:53.300 --> 00:18:54.300]  他們是按照自己的喜好去辦事
[00:18:54.300 --> 00:18:55.300]  他們是按照自己的喜好去辦事
[00:18:55.300 --> 00:18:56.300]  他們是按照自己的喜好去辦事
[00:18:56.300 --> 00:18:57.300]  他們是按照自己的喜好去辦事
[00:18:57.300 --> 00:18:58.300]  他們是按照自己的喜好去辦事
[00:18:58.300 --> 00:18:59.300]  他們是按照自己的喜好去辦事
[00:18:59.300 --> 00:19:00.300]  他們是按照自己的喜好去辦事
[00:19:00.300 --> 00:19:01.300]  他們是按照自己的喜好去辦事
[00:19:01.300 --> 00:19:02.300]  他們是按照自己的喜好去辦事
[00:19:02.300 --> 00:19:03.300]  他們是按照自己的喜好去辦事
[00:19:03.300 --> 00:19:04.300]  他們是按照自己的喜好去辦事
[00:19:04.300 --> 00:19:05.300]  他們是按照自己的喜好去辦事
[00:19:05.300 --> 00:19:20.300]  他們是按照自己的喜好去辦事
[00:19:20.300 --> 00:19:21.300]  他們是按照自己的喜好去辦事
[00:19:21.300 --> 00:19:22.300]  他們是按照自己的喜好去辦事
