
[00:00:00.000 --> 00:00:04.000]  今日和大家分享的就是《馬禾福音》
[00:02:04.000 --> 00:02:11.000]  因為猶太人是不願意接受羅馬國的統治
[00:02:11.000 --> 00:02:17.000]  所以羅馬國在當時都是給他們相當自由的
[00:02:17.000 --> 00:02:24.000]  他們需要納粹外交的權交給羅馬帝國
[00:02:24.000 --> 00:02:25.000]  但是他們都不願意
[00:02:25.000 --> 00:02:30.000]  因為他們享受他們自由自在去敬拜神
[00:02:30.000 --> 00:02:34.000]  他們不想受到政權的干擾
[00:02:34.000 --> 00:02:41.000]  當時他們羅馬帝國就分封希律王
[00:02:41.000 --> 00:02:44.000]  大希律然後他的子女
[00:02:44.000 --> 00:02:46.000]  子侄子孫
[00:02:46.000 --> 00:02:52.000]  而這些大希律王亦都不是很乾淨
[00:02:52.000 --> 00:02:56.000]  甚至祭司都可以從他的家族出來
[00:02:56.000 --> 00:03:00.000]  亦都可以買祭司的積分
[00:03:00.000 --> 00:03:05.000]  所以當時不是一個很太平
[00:03:05.000 --> 00:03:09.000]  亦都不是一個很乾淨的時代
[00:03:09.000 --> 00:03:13.000]  在這個時代人是很需要福音
[00:03:13.000 --> 00:03:15.000]  而寫羅馬書的時候
[00:03:15.000 --> 00:03:23.000]  第一句就講到神的兒子耶穌基督福音的起頭
[00:03:23.000 --> 00:03:32.000]  這個耶穌基督的福音是承捲馬可福音的核心
[00:03:32.000 --> 00:03:34.000]  是它的主題
[00:03:34.000 --> 00:03:39.000]  所以我們會用這本書成為今年的其中一個系列
[00:03:39.000 --> 00:03:43.000]  亦都是我們今年說要肩負使命
[00:03:43.000 --> 00:03:44.000]  落傳福音
[00:03:44.000 --> 00:03:49.000]  鼓勵大家去傳福音
[00:03:49.000 --> 00:03:52.000]  在馬可福音第一章
[00:03:52.000 --> 00:03:56.000]  今天會和大家分享的就是第一節到十五節
[00:03:56.000 --> 00:04:01.000]  我們一起讀這段經文
[00:04:01.000 --> 00:04:02.000]  好,我們一起讀
[00:04:02.000 --> 00:04:06.000]  神的兒子耶穌基督福音的起頭
[00:04:06.000 --> 00:04:10.000]  正如詩詩意在雅書上記著說
[00:04:10.000 --> 00:04:14.000]  看啊,我要差遣我的使者在你前面
[00:04:14.000 --> 00:04:19.000]  預備動我,在看你有人聲喊著說
[00:04:19.000 --> 00:04:22.000]  為主的道,修植他的奴
[00:04:22.000 --> 00:04:26.000]  照者說,若看來了,在看你施襲
[00:04:26.000 --> 00:04:28.000]  亦會改的襲來
[00:04:28.000 --> 00:04:30.000]  使罪人得食
[00:04:30.000 --> 00:04:33.000]  猶太地外的數十萬的人
[00:04:33.000 --> 00:04:35.000]  都出去到若翰雅裡
[00:04:35.000 --> 00:04:37.000]  涉嫌貪污罪
[00:04:37.000 --> 00:04:40.000]  在若但河裡受他的襲
[00:04:40.000 --> 00:04:43.000]  若看孫樂堂無的衣服
[00:04:43.000 --> 00:04:44.000]  腰束皮帶
[00:04:44.000 --> 00:04:47.000]  吃的是黃蟲野蜜
[00:04:47.000 --> 00:04:57.000]  他全途說
[00:04:57.000 --> 00:05:02.000]  有一位在我而後來的能力比我更大
[00:05:02.000 --> 00:05:05.000]  我就是彎腰給他解鞋帶
[00:05:05.000 --> 00:05:07.000]  也是不配的
[00:05:07.000 --> 00:05:09.000]  我是用水給你們施襲
[00:05:09.000 --> 00:05:13.000]  他卻用聖靈給你們施襲
[00:05:13.000 --> 00:05:17.000]  那時耶穌從加里尼的那撒勒羅
[00:05:17.000 --> 00:05:20.000]  在若但河裡受了若翰的襲
[00:05:20.000 --> 00:05:25.000]  他在水裡渡漢天海
[00:05:25.000 --> 00:05:29.000]  聖靈彷彿甲子降在他身上
[00:05:29.000 --> 00:05:32.000]  又有聲音從天上來說
[00:05:32.000 --> 00:05:34.000]  你是我的愛子
[00:05:34.000 --> 00:05:35.000]  我喜悅你
[00:05:35.000 --> 00:05:39.000]  聖靈就把耶穌吹到漢耶裡去
[00:05:39.000 --> 00:05:43.000]  他在漢耶四十受撒旦的施他
[00:05:43.000 --> 00:05:46.000]  並與耶獸同在一處
[00:05:46.000 --> 00:05:49.000]  且有天使來侍候他
[00:05:49.000 --> 00:06:05.000]  這十五章裡面
[00:06:05.000 --> 00:06:12.000]  主題就是傳耶穌基督的福音
[00:06:12.000 --> 00:06:16.000]  第一節裡很清楚講明出來
[00:06:16.000 --> 00:06:21.000]  在第一節裡我們看到耶穌是很特別的
[00:06:21.000 --> 00:06:24.000]  如果大家細心看的時候
[00:06:24.000 --> 00:06:30.000]  這裡講神的兒子
[00:06:30.000 --> 00:06:33.000]  耶穌基督
[00:06:33.000 --> 00:06:34.000]  在這裡有什麼特別呢?
[00:06:34.000 --> 00:06:39.000]  因為講出耶穌的神聖
[00:06:39.000 --> 00:06:44.000]  耶穌的神聖對我們是非常重要
[00:06:44.000 --> 00:06:47.000]  因為祂是完完全全是一個神
[00:06:47.000 --> 00:06:48.000]  神的兒子
[00:06:48.000 --> 00:06:50.000]  三位一體的神
[00:06:50.000 --> 00:06:54.000]  因為祂可以開走救恩的路
[00:06:54.000 --> 00:07:00.000]  以致我們藉著祂可以去到神那裡
[00:07:00.000 --> 00:07:05.000]  神的兒子耶穌基督福音的起頭
[00:07:05.000 --> 00:07:10.000]  耶穌這個名字是當時很流行的一個名字
[00:07:10.000 --> 00:07:13.000]  即是舊約的約書亞
[00:07:13.000 --> 00:07:17.000]  耶穌是一個歷史的人物
[00:07:17.000 --> 00:07:22.000]  但基督就是尼賽亞的意思
[00:07:22.000 --> 00:07:24.000]  希伯來文尼賽亞
[00:07:24.000 --> 00:07:29.000]  新約希臘文基督
[00:07:29.000 --> 00:07:34.000]  耶穌是一個歷史上的人物
[00:07:34.000 --> 00:07:38.000]  耶穌是歷史人物對於我們信仰裡也很重要
[00:07:38.000 --> 00:07:41.000]  因為祂是一個完完全全的人
[00:07:41.000 --> 00:07:45.000]  祂是一個完全的人又是一個完全的神
[00:07:45.000 --> 00:07:48.000]  祂有神聖完全的人性
[00:07:48.000 --> 00:07:53.000]  這個就是我們救恩奇妙的地方
[00:07:53.000 --> 00:07:59.000]  就在耶穌這個人的身上很清楚現出來
[00:07:59.000 --> 00:08:05.000]  在後來耶穌受浸的時候
[00:08:05.000 --> 00:08:10.000]  天裂開,聖靈格子地去到耶穌的身上
[00:08:10.000 --> 00:08:16.000]  有聲音說這是我的兒子,我所喜悅的
[00:08:16.000 --> 00:08:24.000]  這裡也說到耶穌被神肯定祂是祂的兒子,是神子
[00:08:24.000 --> 00:08:27.000]  又是歷史上一個完完全全的人
[00:08:27.000 --> 00:08:30.000]  因為這樣特別的身份
[00:08:30.000 --> 00:08:33.000]  馬可福音你讀的時候
[00:08:33.000 --> 00:08:37.000]  你就更加體驗到耶穌是多特別
[00:08:37.000 --> 00:08:40.000]  而在一些卷寂經文裡
[00:08:40.000 --> 00:08:44.000]  給我們看到另外一個很重要的人物
[00:08:44.000 --> 00:08:47.000]  施浸若寒
[00:08:47.000 --> 00:08:49.000]  第二節開始我們這樣說
[00:08:49.000 --> 00:08:54.000]  正如斯芝與塞亞書上記著說
[00:08:54.000 --> 00:08:57.000]  看啊,我要差遣我的使者
[00:08:57.000 --> 00:09:01.000]  在你前面預備道路
[00:09:01.000 --> 00:09:04.000]  在曠野有人聲喊著說
[00:09:04.000 --> 00:09:08.000]  預備著的道,修直他的路
[00:09:08.000 --> 00:09:13.000]  這裡是舊約先知的應許
[00:09:13.000 --> 00:09:18.000]  應許說有一個很特別的人
[00:09:18.000 --> 00:09:24.000]  這個特別的人就會去幫助之後的人
[00:09:24.000 --> 00:09:29.000]  這個特別的人其實應驗在施浸若寒
[00:09:29.000 --> 00:09:33.000]  和施浸若寒所介紹的
[00:09:33.000 --> 00:09:37.000]  所作先鋒的耶穌身上
[00:09:37.000 --> 00:09:42.000]  所以我們這樣特別的人物
[00:09:42.000 --> 00:09:47.000]  會繼承著舊約而來到新約
[00:09:47.000 --> 00:09:53.000]  新約在馬可福音一記載的時候
[00:09:53.000 --> 00:09:58.000]  就先記載施浸若寒的事蹟
[00:09:58.000 --> 00:10:00.000]  這個是一個承傳下去的
[00:10:00.000 --> 00:10:03.000]  是一個連續性下去的
[00:10:03.000 --> 00:10:07.000]  施浸若寒他是很特別的
[00:10:07.000 --> 00:10:13.000]  他是一個人,當他是先知
[00:10:13.000 --> 00:10:16.000]  但他生活是非常特別
[00:10:16.000 --> 00:10:20.000]  因為他不是生活在耶路撒冷
[00:10:20.000 --> 00:10:22.000]  他是宗教的領袖
[00:10:22.000 --> 00:10:27.000]  但他又選擇了在曠野居住
[00:10:27.000 --> 00:10:29.000]  在經文裏面可以看到
[00:10:29.000 --> 00:10:31.000]  他在曠野裏面
[00:10:31.000 --> 00:10:38.000]  所穿的就是駱駝的毛
[00:10:38.000 --> 00:10:41.000]  腰束了一條皮帶
[00:10:41.000 --> 00:10:44.000]  這個比起人們想像得到
[00:10:44.000 --> 00:10:46.000]  在舊約的先知
[00:10:46.000 --> 00:10:48.000]  以利亞也是這樣的
[00:10:48.000 --> 00:10:50.000]  一個他們所尊崇的人
[00:10:50.000 --> 00:10:53.000]  尊崇的先知以利亞的模樣
[00:10:53.000 --> 00:10:56.000]  現在在耶穌這個時代又出現了
[00:10:56.000 --> 00:11:00.000]  他們非常敬佩這個人
[00:11:00.000 --> 00:11:04.000]  很多人就從各處各地
[00:11:04.000 --> 00:11:08.000]  甚至從耶路撒冷,猶太全地
[00:11:08.000 --> 00:11:13.000]  都來到聽他講話,悔改
[00:11:13.000 --> 00:11:15.000]  然後受他的浸
[00:11:15.000 --> 00:11:19.000]  這班團體都是相當多人
[00:11:19.000 --> 00:11:20.000]  因為聖經裏面說
[00:11:20.000 --> 00:11:23.000]  都來到他那裏
[00:11:23.000 --> 00:11:26.000]  當時這班人有什麼特別呢?
[00:11:26.000 --> 00:11:28.000]  其實耶穌的時代
[00:11:28.000 --> 00:11:30.000]  他叫愛錫尼人
[00:11:30.000 --> 00:11:34.000]  這班人他們對政權
[00:11:34.000 --> 00:11:37.000]  對宗教的領袖是相當不滿的
[00:11:37.000 --> 00:11:38.000]  為什麼呢?
[00:11:38.000 --> 00:11:40.000]  因為羅馬帝國
[00:11:40.000 --> 00:11:43.000]  他分封給希律王
[00:11:43.000 --> 00:11:45.000]  希律王的子孫
[00:11:45.000 --> 00:11:50.000]  他們也是把祭祀的積分
[00:11:50.000 --> 00:11:54.000]  可以用買賣賣出去
[00:11:54.000 --> 00:12:00.000]  所以宗教的生活越來越腐敗
[00:12:00.000 --> 00:12:02.000]  而當時愛錫尼人
[00:12:02.000 --> 00:12:05.000]  包括施浸約翰
[00:12:05.000 --> 00:12:12.000]  都是對當時的宗教特別不滿
[00:12:12.000 --> 00:12:14.000]  他們要改革
[00:12:14.000 --> 00:12:18.000]  他們改革就用修道主義的方式
[00:12:18.000 --> 00:12:26.000]  去到曠野,一個很不適合人居住的地方
[00:12:26.000 --> 00:12:29.000]  如果大家知道那裏是沙漠
[00:12:29.000 --> 00:12:31.000]  沒有什麼水,很乾
[00:12:31.000 --> 00:12:35.000]  乾旱,夏天熱得不得了
[00:12:35.000 --> 00:12:36.000]  是很辛苦的地方
[00:12:36.000 --> 00:12:39.000]  他們就躲在山洞裏面
[00:12:39.000 --> 00:12:42.000]  讀聖經,讀古卷
[00:12:42.000 --> 00:12:45.000]  祈禱,追求神的聖潔
[00:12:45.000 --> 00:12:48.000]  以致他們能夠親近神
[00:12:48.000 --> 00:12:52.000]  以致他們能夠明白神的心念
[00:12:52.000 --> 00:12:54.000]  這班人在當時來說
[00:12:54.000 --> 00:12:56.000]  雖然說不是主流
[00:12:56.000 --> 00:12:59.000]  但他們有相當的影響力
[00:12:59.000 --> 00:13:04.000]  這個就是施浸約翰
[00:13:04.000 --> 00:13:07.000]  耶穌是完全的神,完全的人
[00:13:07.000 --> 00:13:10.000]  他在世上只是做一個木匠
[00:13:10.000 --> 00:13:13.000]  但是在經文裏面我們看到
[00:13:13.000 --> 00:13:15.000]  這段經文就說到
[00:13:15.000 --> 00:13:18.000]  他開始他的事工
[00:13:18.000 --> 00:13:20.000]  他開始的事工是做什麼呢?
[00:13:20.000 --> 00:13:22.000]  傳福音
[00:13:22.000 --> 00:13:24.000]  所以第一節已經說到
[00:13:24.000 --> 00:13:29.000]  這個是耶穌傳福音的起頭
[00:13:29.000 --> 00:13:32.000]  耶穌福音的記載
[00:13:32.000 --> 00:13:36.000]  亦都在這裏開始
[00:13:36.000 --> 00:13:43.000]  傳福音是我們生命裏面很重要的東西
[00:13:43.000 --> 00:13:47.000]  因為耶穌基督給我們的福音
[00:13:47.000 --> 00:13:51.000]  是使我們生命有很大的改變
[00:13:51.000 --> 00:13:54.000]  我們以前可能沒有喜樂,沒有平安
[00:13:54.000 --> 00:13:58.000]  但是信了耶穌之後,我們有
[00:13:58.000 --> 00:14:02.000]  因為耶穌的救恩是這麼特別的時候
[00:14:02.000 --> 00:14:06.000]  所以我們都要拿著福音的棒
[00:14:06.000 --> 00:14:09.000]  傳給其他人
[00:14:09.000 --> 00:14:11.000]  歷代歷世很多基督徒
[00:14:11.000 --> 00:14:13.000]  因為傳福音的緣故
[00:14:13.000 --> 00:14:15.000]  命都沒有了
[00:14:15.000 --> 00:14:21.000]  在一些很抗拒基督教的國家
[00:14:21.000 --> 00:14:25.000]  傳福音可以引致殺頭
[00:14:25.000 --> 00:14:28.000]  可以引致放在監牢裏面
[00:14:28.000 --> 00:14:33.000]  所以傳福音是很重要的東西
[00:14:33.000 --> 00:14:35.000]  對基督徒是很重要
[00:14:35.000 --> 00:14:37.000]  我們重不重視呢?
[00:14:37.000 --> 00:14:43.000]  傳福音在當時羅馬的文化裏面
[00:14:43.000 --> 00:14:45.000]  希臘的文化裏面
[00:14:45.000 --> 00:14:47.000]  他們是特別指到
[00:14:47.000 --> 00:14:50.000]  在皇家那裏,在皇帝那裏
[00:14:50.000 --> 00:14:52.000]  有一些好的消息
[00:14:52.000 --> 00:14:56.000]  例如打贏一場仗
[00:14:56.000 --> 00:15:00.000]  有些使者就來報戒音
[00:15:00.000 --> 00:15:02.000]  報好訊息
[00:15:02.000 --> 00:15:05.000]  說我們打贏一場仗了
[00:15:05.000 --> 00:15:10.000]  後來軍隊就慢慢操入城裏面
[00:15:10.000 --> 00:15:13.000]  他們就看到,是喔
[00:15:13.000 --> 00:15:16.000]  有好消息,有福音
[00:15:16.000 --> 00:15:20.000]  福音的字在當時社會是這樣用
[00:15:20.000 --> 00:15:26.000]  傳福音的核心是耶穌基督的福音
[00:15:26.000 --> 00:15:29.000]  而福音的核心在哪裏呢?
[00:15:29.000 --> 00:15:31.000]  就在耶穌基督身上
[00:15:31.000 --> 00:15:34.000]  耶穌基督他來到這個世界
[00:15:34.000 --> 00:15:38.000]  他被人看到天父是怎樣
[00:15:38.000 --> 00:15:42.000]  他是啟示出神的屬性
[00:15:42.000 --> 00:15:45.000]  神的特性,神的心意
[00:15:45.000 --> 00:15:48.000]  他更加除了用了教導之外
[00:15:48.000 --> 00:15:51.000]  他也用他的身體
[00:15:51.000 --> 00:15:53.000]  用他所做過的事
[00:15:53.000 --> 00:15:57.000]  去表現神的愛,神的救贖
[00:15:57.000 --> 00:16:02.000]  大家都知道耶穌死在十字架上
[00:16:02.000 --> 00:16:05.000]  是為了救贖我們的罪
[00:16:05.000 --> 00:16:07.000]  他是完全的神,完全的人
[00:16:07.000 --> 00:16:10.000]  所以他這個奇妙的救恩
[00:16:10.000 --> 00:16:14.000]  不是一般人可以用理性了解得到
[00:16:14.000 --> 00:16:19.000]  而是當我們真的接受他成為救主的時候
[00:16:19.000 --> 00:16:22.000]  我們會特別感受到
[00:16:22.000 --> 00:16:27.000]  這個救恩是何等的奇妙
[00:16:27.000 --> 00:16:32.000]  這個救恩就是福音的核心
[00:16:32.000 --> 00:16:36.000]  耶穌來到是一個新時代的開始
[00:16:36.000 --> 00:16:40.000]  救恩的時代因為耶穌基督
[00:16:40.000 --> 00:16:43.000]  而進入一個高峰
[00:16:43.000 --> 00:16:46.000]  所以我們說耶穌基督
[00:16:46.000 --> 00:16:51.000]  是這本書馬可福音的主角
[00:16:51.000 --> 00:16:54.000]  這個主角就是將福音這個訊息
[00:16:54.000 --> 00:16:57.000]  很清楚地帶給我們
[00:16:57.000 --> 00:17:00.000]  我們想想現代人
[00:17:00.000 --> 00:17:04.000]  現代人其實生活是一個相疏離
[00:17:04.000 --> 00:17:08.000]  人與人之間疏離的一個社會
[00:17:08.000 --> 00:17:12.000]  不知道你們會不會跟你的鄰居很熟悉
[00:17:12.000 --> 00:17:16.000]  不知道你會不會跟你的朋友很熟悉
[00:17:16.000 --> 00:17:18.000]  我可以見到的就是
[00:17:18.000 --> 00:17:22.000]  我們鄰居之間真的不是太熟
[00:17:22.000 --> 00:17:24.000]  譬如我在吃飯的時候
[00:17:24.000 --> 00:17:27.000]  見到人在吃飯桌上
[00:17:27.000 --> 00:17:28.000]  他們做甚麼呢?
[00:17:28.000 --> 00:17:31.000]  就是低頭去看手機
[00:17:31.000 --> 00:17:34.000]  看訊息,寫訊息
[00:17:34.000 --> 00:17:37.000]  人與人之間是相當疏離
[00:17:37.000 --> 00:17:41.000]  這個時候是很需要福音的時候
[00:17:41.000 --> 00:17:44.000]  這個時候是需要愛的時候
[00:17:44.000 --> 00:17:47.000]  需要我們基督徒主動地
[00:17:47.000 --> 00:17:50.000]  給其他人去看到
[00:17:50.000 --> 00:17:52.000]  我們去關懷他們
[00:17:52.000 --> 00:17:55.000]  福音才可以傳開出去
[00:17:55.000 --> 00:17:57.000]  等於我們在這個世上
[00:17:57.000 --> 00:18:00.000]  其實要承擔一個使命就是
[00:18:00.000 --> 00:18:05.000]  將福音帶到周圍的人當中
[00:18:05.000 --> 00:18:08.000]  在第十四節裏面說
[00:18:08.000 --> 00:18:12.000]  約翰下監以後,耶穌來到加利利
[00:18:12.000 --> 00:18:15.000]  宣傳神的福音
[00:18:15.000 --> 00:18:18.000]  這個就是說耶穌開始的事工
[00:18:18.000 --> 00:18:22.000]  就去到加利利那裏去傳福音
[00:18:22.000 --> 00:18:25.000]  接著第十五節就說
[00:18:25.000 --> 00:18:28.000]  日期滿了,神的國勤
[00:18:28.000 --> 00:18:32.000]  你們應該悔改,順福音
[00:18:32.000 --> 00:18:37.000]  日期滿,這個其實有神學的意義在這裏
[00:18:37.000 --> 00:18:42.000]  代表著日子是在神的掌握上面
[00:18:42.000 --> 00:18:48.000]  神說日期到了,神的國就來了
[00:18:48.000 --> 00:18:51.000]  耶穌就帶著神國的訊息
[00:18:51.000 --> 00:18:58.000]  而耶穌的能力就是神國來臨的象徵
[00:18:58.000 --> 00:19:01.000]  日期滿了,有另外一個意思就是
[00:19:01.000 --> 00:19:06.000]  當時文化、社會等等的東西
[00:19:06.000 --> 00:19:12.000]  都是適合福音傳播的時候
[00:19:12.000 --> 00:19:17.000]  例如當時羅馬都是算太平盛世
[00:19:17.000 --> 00:19:20.000]  人是藉著羅馬大道
[00:19:20.000 --> 00:19:24.000]  是可以將福音帶到不同的地方
[00:19:24.000 --> 00:19:28.000]  這些就是時間成熟的意思
[00:19:28.000 --> 00:19:35.000]  時間成熟,天國勤,我們要悔改順福音
[00:19:35.000 --> 00:19:39.000]  當我們順福音的時候,第一步就是悔改
[00:19:39.000 --> 00:19:42.000]  我們人是帶著一個很強的自我
[00:19:42.000 --> 00:19:45.000]  我會覺得我是對的
[00:19:45.000 --> 00:19:49.000]  我會覺得我做的事是比其他人好的
[00:19:49.000 --> 00:19:54.000]  最低限度,我不會承認是我犯罪
[00:19:54.000 --> 00:19:58.000]  如果我是有罪,可能我只是大意
[00:19:58.000 --> 00:20:02.000]  我忘記了,我疏漏了
[00:20:02.000 --> 00:20:06.000]  所以人會用很多的藉口去說
[00:20:06.000 --> 00:20:10.000]  我其實沒事的,我不需要福音
[00:20:10.000 --> 00:20:12.000]  就算是基督徒也是
[00:20:12.000 --> 00:20:15.000]  基督徒我們有時候心是硬的
[00:20:15.000 --> 00:20:17.000]  我們不知道我們要悔改
[00:20:17.000 --> 00:20:22.000]  去順耶穌,順福音
[00:20:22.000 --> 00:20:26.000]  但是你要一般人肯順福音
[00:20:26.000 --> 00:20:30.000]  我們基督徒首先要悔改
[00:20:30.000 --> 00:20:33.000]  在一個世紀有一個很出名的神學家
[00:20:33.000 --> 00:20:35.000]  叫做Carl Henry
[00:20:35.000 --> 00:20:37.000]  他講了一句說話
[00:20:37.000 --> 00:20:40.000]  他說現在為什麼教會傳不到福音呢?
[00:20:40.000 --> 00:20:43.000]  是因為基督徒一聽下去
[00:20:43.000 --> 00:20:46.000]  嘩!這麼大的罪?
[00:20:46.000 --> 00:20:49.000]  是的,因為我們的生命
[00:20:49.000 --> 00:20:52.000]  不能夠活出耶穌出來的時候
[00:20:52.000 --> 00:20:54.000]  怎樣去傳福音呢?
[00:20:54.000 --> 00:20:57.000]  我們傳福音哪裡有效果呢?
[00:20:57.000 --> 00:21:02.000]  我們生命有沒有愛?有沒有公義?
[00:21:02.000 --> 00:21:08.000]  這個是Carl Henry心目中所講的
[00:21:08.000 --> 00:21:10.000]  基督徒其實不知不覺
[00:21:10.000 --> 00:21:14.000]  會破壞了福音的全部
[00:21:14.000 --> 00:21:18.000]  到底我們成為耶穌基督的使者
[00:21:18.000 --> 00:21:21.000]  我們有沒有神的愛?
[00:21:21.000 --> 00:21:24.000]  神的公義?
[00:21:24.000 --> 00:21:26.000]  這個是對我們的挑戰
[00:21:26.000 --> 00:21:27.000]  為什麼我們要悔改?
[00:21:27.000 --> 00:21:29.000]  如果我們能夠悔改的時候
[00:21:29.000 --> 00:21:34.000]  我們才會感染到其他人願意順福音
[00:21:34.000 --> 00:21:38.000]  我們作為耶穌基督的使者的時候
[00:21:38.000 --> 00:21:41.000]  我們要先檢視我們的生命
[00:21:41.000 --> 00:21:42.000]  在新年的時候
[00:21:42.000 --> 00:21:46.000]  希望大家能夠檢視我們自己的生命
[00:21:46.000 --> 00:21:57.000]  是不是一個神中心的使者去落傳福音
[00:21:57.000 --> 00:21:59.000]  如果我們悔改的時候
[00:21:59.000 --> 00:22:02.000]  很多時候我們要對付自我
[00:22:02.000 --> 00:22:05.000]  很多時候我們要將我們的信
[00:22:05.000 --> 00:22:07.000]  和我們的表現
[00:22:07.000 --> 00:22:09.000]  表裏一致地活出來
[00:22:09.000 --> 00:22:13.000]  這個常常是我們的挑戰
[00:22:13.000 --> 00:22:15.000]  新一年給大家這個挑戰
[00:22:15.000 --> 00:22:20.000]  可不可以是這樣呢?
[00:22:20.000 --> 00:22:22.000]  在這個經文裏面
[00:22:22.000 --> 00:22:23.000]  日期滿了
[00:22:23.000 --> 00:22:25.000]  神的國勤
[00:22:25.000 --> 00:22:27.000]  神的國其實是講什麼呢?
[00:22:27.000 --> 00:22:28.000]  神的國度
[00:22:28.000 --> 00:22:30.000]  一般人想一個國家
[00:22:30.000 --> 00:22:32.000]  就一定有皇帝
[00:22:32.000 --> 00:22:34.000]  有他的統治權
[00:22:34.000 --> 00:22:36.000]  有他的疆土
[00:22:36.000 --> 00:22:38.000]  有他的子民
[00:22:38.000 --> 00:22:40.000]  但聖經裏面所講的
[00:22:40.000 --> 00:22:41.000]  上帝的國
[00:22:41.000 --> 00:22:43.000]  神的國
[00:22:43.000 --> 00:22:45.000]  我們想講什麼呢?
[00:22:45.000 --> 00:22:48.000]  主要是神的王權
[00:22:48.000 --> 00:22:51.000]  他所管治的一班人民
[00:22:51.000 --> 00:22:53.000]  神的子民
[00:22:53.000 --> 00:23:00.000]  所以重點並非在疆土那裏
[00:23:00.000 --> 00:23:02.000]  神的國利
[00:23:02.000 --> 00:23:04.000]  神的國利
[00:23:04.000 --> 00:23:07.000]  在耶穌身上就彰顯了出來
[00:23:07.000 --> 00:23:08.000]  怎樣看到呢?
[00:23:08.000 --> 00:23:11.000]  醫病趕鬼
[00:23:11.000 --> 00:23:13.000]  耶穌行很多神蹟
[00:23:13.000 --> 00:23:15.000]  挑戰的神蹟
[00:23:15.000 --> 00:23:19.000]  這個看到耶穌是帶著權柄的
[00:23:19.000 --> 00:23:21.000]  帶著王權
[00:23:21.000 --> 00:23:23.000]  帶著神的能力
[00:23:23.000 --> 00:23:28.000]  帶入這個歷史裏面
[00:23:28.000 --> 00:23:31.000]  天的國已經臨到了
[00:23:31.000 --> 00:23:36.000]  天國裏面要焦聚一班天國的子民
[00:23:36.000 --> 00:23:40.000]  願意承認神你是我王的一班子民
[00:23:40.000 --> 00:23:44.000]  我們是天國的子民
[00:23:44.000 --> 00:23:47.000]  代表著我們要將我們的王權
[00:23:47.000 --> 00:23:49.000]  完全交給神
[00:23:49.000 --> 00:23:51.000]  其實很多時候我們覺得
[00:23:51.000 --> 00:23:53.000]  我們心裏面說
[00:23:53.000 --> 00:23:56.000]  其實我是拿主的
[00:23:56.000 --> 00:23:58.000]  我有我的主場
[00:23:58.000 --> 00:24:00.000]  但是聖經裏面
[00:24:00.000 --> 00:24:02.000]  一講到天國的時候
[00:24:02.000 --> 00:24:06.000]  其實代表著主權不在我身上
[00:24:06.000 --> 00:24:09.000]  主權在上帝身上
[00:24:09.000 --> 00:24:14.000]  這個才是上帝子民的一個最重要的要求
[00:24:14.000 --> 00:24:18.000]  我們願不願意給神去管治我們呢?
[00:24:18.000 --> 00:24:22.000]  耶穌當日能夠做很多奇蹟
[00:24:22.000 --> 00:24:26.000]  我相信如果我們是服在神的權柄裏面
