
[00:00:00.000 --> 00:00:05.640]  我們今年的主題是講到walk by the spirit
[00:03:48.820 --> 00:03:51.160]  所以保羅首先在第六節到第九節
[00:03:51.160 --> 00:03:53.420]  告訴他們說一件事情就是
[00:03:53.420 --> 00:03:59.820]  這個別的福音你絕對不要去接受它
[00:03:59.820 --> 00:04:02.760]  什麼是別的福音
[00:04:02.760 --> 00:04:10.360]  保羅說別的福音並不是福音
[00:04:10.360 --> 00:04:12.160]  所以保羅在這邊講的意思
[00:04:12.160 --> 00:04:17.220]  其實這個福音不是我傳給你們的福音
[00:04:17.220 --> 00:04:20.120]  這個福音根本就不是福音
[00:04:20.120 --> 00:04:22.760]  是禍音
[00:04:22.760 --> 00:04:27.880]  這個福音他說是被更改的福音
[00:04:27.880 --> 00:04:30.820]  因為有人把基督的福音更改了
[00:04:30.820 --> 00:04:33.920]  好 接下來我要講一連串
[00:04:33.920 --> 00:04:38.020]  可能跟我們現在從以前到現在
[00:04:38.020 --> 00:04:39.820]  在我們信仰上面
[00:04:39.820 --> 00:04:43.620]  在福音上面偏差的一些的信仰
[00:04:43.620 --> 00:04:47.320]  也就是這裡所說的別的福音
[00:04:47.320 --> 00:04:55.160]  首先保羅針對的是當時候的猶太律法主義
[00:04:55.160 --> 00:04:56.720]  現在以色列的新聞
[00:04:56.720 --> 00:04:59.420]  大家你要特別注意看
[00:04:59.420 --> 00:05:02.020]  因為整個世界的局勢
[00:05:02.020 --> 00:05:05.620]  其實跟美國的福音派基督徒
[00:05:05.620 --> 00:05:09.560]  特別是以色列跟以巴的關係是非常有關係的
[00:05:09.560 --> 00:05:12.760]  記不記得最近川普總統上任
[00:05:12.760 --> 00:05:14.720]  有關以色列跟巴勒斯坦的
[00:05:14.720 --> 00:05:20.320]  他發表了一個什麼震撼全世界的一個決定
[00:05:20.320 --> 00:05:23.820]  他說要接管加薩
[00:05:23.820 --> 00:05:25.720]  當然現在因為他講完之後
[00:05:25.720 --> 00:05:29.420]  其他的幕僚 什麼白宮發言人就幫他做軟夾
[00:05:29.420 --> 00:05:31.520]  是不是要解釋 對不對
[00:05:31.520 --> 00:05:36.120]  總之他到底是什麼意思啊
[00:05:36.120 --> 00:05:37.720]  是不是 現在也搞不清楚
[00:05:37.720 --> 00:05:40.920]  因為現在他就沒有繼續再講細節了
[00:05:40.920 --> 00:05:42.820]  就是旁邊人在幫他講了
[00:05:42.820 --> 00:05:44.420]  所以有人就講說
[00:05:44.420 --> 00:05:48.520]  他要把這個加薩 把它建設成
[00:05:48.520 --> 00:05:51.520]  那叫什麼 他講了一個我不知道那個
[00:05:51.520 --> 00:05:52.520]  你們有誰講
[00:05:52.520 --> 00:05:57.420]  好像是一個歐洲的一個類似像歐洲的一種
[00:05:57.420 --> 00:06:01.120]  天堂的一個度假聖地的樣子
[00:06:01.120 --> 00:06:05.420]  他要把加薩人全部都送到哪裡去啊
[00:06:05.420 --> 00:06:09.220]  送到埃及啦 旁邊這幾個國家去
[00:06:09.220 --> 00:06:13.220]  兩百萬人耶
[00:06:13.220 --> 00:06:15.520]  就是你知道嗎
[00:06:15.520 --> 00:06:21.820]  其實這個跟美國很多福音派的基督徒
[00:06:21.820 --> 00:06:24.320]  的觀念有關係
[00:06:24.320 --> 00:06:29.120]  就是他們認為將來耶穌基督要再來
[00:06:29.120 --> 00:06:33.020]  其中一個很重要的一件事情是什麼
[00:06:33.020 --> 00:06:37.620]  就是以色列要回歸
[00:06:37.620 --> 00:06:43.920]  所有的流亡的以色列人要回到巴勒斯坦
[00:06:43.920 --> 00:06:46.020]  那這件事情
[00:06:46.020 --> 00:06:48.920]  所以當他有這樣觀念的時候
[00:06:48.920 --> 00:06:53.420]  他就想要去促成這件事情發生 你懂我意思嗎
[00:06:53.420 --> 00:06:58.220]  好 那我現在要回到我剛才講的就是說
[00:06:58.220 --> 00:07:01.120]  舊約猶太人
[00:07:01.120 --> 00:07:04.620]  他們說他們是神立約的子民
[00:07:04.620 --> 00:07:07.220]  也就是神的選民 對不對
[00:07:07.220 --> 00:07:09.720]  所以律法是頒給誰的
[00:07:09.720 --> 00:07:12.120]  頒給以色列人 是不是
[00:07:12.120 --> 00:07:17.620]  以色列 摩西在這個西萊山上面領受了這個法版
[00:07:17.620 --> 00:07:19.120]  就把這個實踐
[00:07:19.120 --> 00:07:24.720]  把這個律法頒布給以色列人 是不是
[00:07:24.720 --> 00:07:27.120]  但是親愛的諸子們
[00:07:27.120 --> 00:07:29.120]  在加拉太書裡面講了說
[00:07:29.120 --> 00:07:35.320]  當時候這一些信耶穌的猶太人
[00:07:35.320 --> 00:07:38.520]  他們還是有一些人想著說
[00:07:38.520 --> 00:07:41.520]  哎呀 我們猶太人生下來
[00:07:41.520 --> 00:07:44.720]  男生第八天都要做什麼
[00:07:44.720 --> 00:07:47.320]  要割禮
[00:07:47.320 --> 00:07:51.020]  所以就有人從耶路撒冷
[00:07:51.020 --> 00:07:53.120]  從安提亞上來
[00:07:53.120 --> 00:07:56.320]  告訴這一些新信主的
[00:07:56.320 --> 00:07:58.020]  加拉太的教會的人說
[00:07:58.020 --> 00:07:59.720]  你們這些外邦人
[00:07:59.720 --> 00:08:02.120]  你們不單單要信耶穌
[00:08:02.120 --> 00:08:03.820]  而且你們要怎麼樣
[00:08:03.820 --> 00:08:09.520]  你們要受割禮
[00:08:09.520 --> 00:08:10.320]  零
[00:08:10.320 --> 00:08:11.520]  換句話說
[00:08:11.520 --> 00:08:14.520]  保羅在責備他們一件事情是什麼
[00:08:14.520 --> 00:08:19.120]  請問我們得救的根據是什麼
[00:08:19.120 --> 00:08:22.020]  我們得救是
[00:08:22.020 --> 00:08:26.520]  本乎恩因者信
[00:08:26.520 --> 00:08:28.820]  不是出於我們自己
[00:08:28.820 --> 00:08:32.920]  也不是出於行為
[00:08:32.920 --> 00:08:34.120]  親愛的諸子們
[00:08:34.120 --> 00:08:35.920]  要很清楚這件事情
[00:08:35.920 --> 00:08:40.020]  我們得救是本乎恩因者信
[00:08:40.020 --> 00:08:40.920]  不是出於自己
[00:08:40.920 --> 00:08:42.220]  不是出於你的好行為
[00:08:42.220 --> 00:08:43.720]  不是出於你的努力
[00:08:43.720 --> 00:08:44.820]  不是靠割禮
[00:08:44.820 --> 00:08:49.120]  不是靠守律法得救
[00:08:49.120 --> 00:08:51.420]  因此保羅責備他們
[00:08:51.420 --> 00:08:55.320]  他說你們聽信了這個別的福音
[00:08:55.320 --> 00:08:59.220]  這是律法主義
[00:08:59.220 --> 00:09:02.820]  那麼這個律法主義今天有沒有呢
[00:09:02.820 --> 00:09:04.920]  等一下我會講
[00:09:04.920 --> 00:09:08.620]  今天這個律法主義的思想
[00:09:08.620 --> 00:09:14.020]  它在天主教當軍事坦丁
[00:09:14.020 --> 00:09:17.320]  打贏了一統天下之後
[00:09:17.320 --> 00:09:20.620]  它把基督教變成國教之後
[00:09:20.620 --> 00:09:23.620]  就形成了所謂羅馬大公教會
[00:09:23.620 --> 00:09:24.620]  是不是
[00:09:24.620 --> 00:09:28.420]  我們今天有人上教會歷史的
[00:09:28.420 --> 00:09:31.220]  羅馬大公教會
[00:09:31.220 --> 00:09:35.820]  馬丁路德1517年為什麼要改教
[00:09:35.820 --> 00:09:38.920]  你知道嗎
[00:09:38.920 --> 00:09:45.720]  為什麼
[00:09:45.720 --> 00:09:49.120]  當時候天主教會羅馬大公教會
[00:09:49.120 --> 00:09:51.820]  到達一個地步實在是
[00:09:51.820 --> 00:09:55.420]  這個信仰已經變成是什麼樣的信仰
[00:09:55.420 --> 00:09:59.120]  最厲害的就是當時候發行贖罪件
[00:09:59.120 --> 00:10:01.620]  有沒有
[00:10:01.620 --> 00:10:04.920]  你今天殺了黃
[00:10:04.920 --> 00:10:07.720]  付50塊美金
[00:10:07.720 --> 00:10:10.120]  這個罪就被贖掉了
[00:10:10.120 --> 00:10:13.720]  你今天在外面有女人怎麼辦
[00:10:13.720 --> 00:10:16.920]  這個罪比較大
[00:10:16.920 --> 00:10:19.720]  要10萬美金
[00:10:19.720 --> 00:10:22.320]  你殺了人多少
[00:10:22.320 --> 00:10:24.420]  100萬美金
[00:10:24.420 --> 00:10:26.020]  親愛的幼稚妹
[00:10:26.020 --> 00:10:28.620]  肥缺啊
[00:10:28.620 --> 00:10:30.620]  當主教當神父啊
[00:10:30.620 --> 00:10:33.620]  那真是肥頭
[00:10:33.620 --> 00:10:35.920]  肥什麼
[00:10:35.920 --> 00:10:38.920]  肥頭大耳
[00:10:38.920 --> 00:10:41.720]  真的你去看那個
[00:10:41.720 --> 00:10:45.120]  當初來兜售贖罪件的那個人
[00:10:45.120 --> 00:10:47.720]  被這個教廷敗派出來的那個人
[00:10:47.720 --> 00:10:51.120]  就是肥頭大耳
[00:10:51.120 --> 00:10:52.520]  肥缺啊
[00:10:52.520 --> 00:10:53.320]  親愛的幼稚妹
[00:10:53.320 --> 00:10:56.920]  這是中世紀天主教會的墮落
[00:10:56.920 --> 00:10:59.620]  可以說黑暗
[00:10:59.620 --> 00:11:02.220]  所以馬丁路德1517年改教
[00:11:02.220 --> 00:11:03.120]  是不是
[00:11:03.120 --> 00:11:05.720]  我們比較知道就是陰性誠意
[00:11:05.720 --> 00:11:06.920]  其實你知道嗎
[00:11:06.920 --> 00:11:10.320]  宗教改革裡面有五個唯一
[00:11:10.320 --> 00:11:12.720]  solo怎麼樣
[00:11:12.720 --> 00:11:13.820]  獨一是什麼
[00:11:13.820 --> 00:11:16.020]  其中一個唯一是什麼
[00:11:16.020 --> 00:11:20.920]  就是唯獨恩典
[00:11:20.920 --> 00:11:24.720]  馬丁路德自己做神父
[00:11:24.720 --> 00:11:27.020]  他照著天主教
[00:11:27.020 --> 00:11:29.320]  當時候的這些條條框框
[00:11:29.320 --> 00:11:32.020]  按照這些的一些規定律法裡面
[00:11:32.020 --> 00:11:34.720]  他努力的要去
[00:11:34.720 --> 00:11:39.620]  你知道天主教的這個救恩觀是什麼呢
[00:11:39.620 --> 00:11:47.420]  除了要得到耶穌基督為我們定十字架
[00:11:47.420 --> 00:11:49.020]  赦免我們的罪之外
[00:11:49.020 --> 00:11:52.620]  你還必須要加上什麼
[00:11:52.620 --> 00:11:54.620]  加上補贖
[00:11:54.620 --> 00:11:59.120]  他叫做補贖
[00:11:59.120 --> 00:12:02.020]  所以不是單單恩典
[00:12:02.020 --> 00:12:03.520]  還需要什麼呢
[00:12:03.520 --> 00:12:04.920]  需要補贖
[00:12:04.920 --> 00:12:08.120]  這個是我從天主教的一個
[00:12:08.120 --> 00:12:12.120]  他們的一個網站裡面出來的
[00:12:12.120 --> 00:12:14.920]  反正這是他們的解釋
[00:12:14.920 --> 00:12:18.320]  他說赦罪是去掉什麼
[00:12:18.320 --> 00:12:19.320]  罪過
[00:12:19.320 --> 00:12:26.820]  但沒有補救所有因罪過而造成的混亂
[00:12:26.820 --> 00:12:33.020]  應該做些事情來彌補他的罪過
[00:12:33.020 --> 00:12:36.720]  所以他就提到這個補贖
[00:12:36.720 --> 00:12:38.620]  看到沒有
[00:12:38.620 --> 00:12:41.020]  那什麼是補贖呢
[00:12:41.020 --> 00:12:42.320]  舉例來講
[00:12:42.320 --> 00:12:46.520]  他說可以是善行
[00:12:46.520 --> 00:12:48.620]  這個非常像佛教
[00:12:48.620 --> 00:12:50.520]  你做好事
[00:12:50.520 --> 00:12:51.620]  這是善行
[00:12:51.620 --> 00:12:53.520]  所以你看天主教
[00:12:53.520 --> 00:12:56.920]  非常著重社會的救濟、扶貧工作
[00:12:56.920 --> 00:12:58.920]  懂我意思嗎
[00:12:58.920 --> 00:13:01.620]  好 還有呢
[00:13:01.620 --> 00:13:07.220]  如果你在一個禮拜之內多多去教堂望彌撒
[00:13:07.220 --> 00:13:08.220]  以我們的角度來講
[00:13:08.220 --> 00:13:11.020]  多多到教會來聚會
[00:13:11.020 --> 00:13:12.220]  人家來一次
[00:13:12.220 --> 00:13:14.020]  你來幾次啊
[00:13:14.020 --> 00:13:18.020]  每天都來
[00:13:18.020 --> 00:13:19.420]  好了 還有呢
[00:13:19.420 --> 00:13:20.820]  或者呢
[00:13:20.820 --> 00:13:24.320]  你求上帝饒恕另外一個人罪
[00:13:24.320 --> 00:13:25.820]  為別人禱告
[00:13:25.820 --> 00:13:27.620]  你多多的禱告
[00:13:27.620 --> 00:13:30.020]  抓 赦免我老婆
[00:13:30.020 --> 00:13:32.620]  她老是嘮嘮叨叨的
[00:13:32.620 --> 00:13:34.020]  赦免她
[00:13:34.020 --> 00:13:35.420]  赦免我女兒
[00:13:35.420 --> 00:13:36.820]  赦免我兒子
[00:13:36.820 --> 00:13:38.320]  你都是為別人祝福禱告
[00:13:38.320 --> 00:13:39.520]  為別人這個醫治
[00:13:39.520 --> 00:13:40.520]  為別人得醫治
[00:13:40.520 --> 00:13:42.820]  為別人這個罪得赦免
[00:13:42.820 --> 00:13:45.420]  你為別人做這一切的禱告
[00:13:45.420 --> 00:13:46.820]  通通叫做什麼
[00:13:46.820 --> 00:13:50.220]  補贖
[00:13:50.220 --> 00:13:51.520]  懂什麼呀
[00:13:51.520 --> 00:13:55.820]  這種信仰觀到達一個結果
[00:13:55.820 --> 00:13:58.620]  你說我們今天基督教會
[00:13:58.620 --> 00:14:01.020]  有沒有這種觀念呢
[00:14:01.020 --> 00:14:03.220]  有
[00:14:03.220 --> 00:14:07.020]  我稱它叫做天主教的遺毒
[00:14:07.020 --> 00:14:09.220]  也就是馬丁路德改教
[00:14:09.220 --> 00:14:11.120]  其實沒有完全
[00:14:11.120 --> 00:14:13.420]  你要知道在那個年代
[00:14:13.420 --> 00:14:15.420]  馬丁路德已經很了不起了
[00:14:15.420 --> 00:14:16.020]  說實在的
[00:14:16.020 --> 00:14:21.220]  但是很難整個的改變
[00:14:21.220 --> 00:14:24.020]  今天許多的基督教會
[00:14:24.020 --> 00:14:26.220]  仍然遺留了一些
[00:14:26.220 --> 00:14:28.620]  從天主教來這種的補贖觀
[00:14:28.620 --> 00:14:31.520]  或者功德觀
[00:14:31.520 --> 00:14:35.020]  所以有一次我聽到有一個弟兄說
[00:14:35.020 --> 00:14:37.820]  他犯了罪
[00:14:37.820 --> 00:14:42.120]  他說我要到教會裡面來服侍
[00:14:42.120 --> 00:14:45.220]  將功贖罪
[00:14:45.220 --> 00:14:47.020]  我一聽
[00:14:47.020 --> 00:14:49.420]  真的傻眼了
[00:14:49.420 --> 00:14:50.420]  哇這個用詞
[00:14:50.420 --> 00:14:54.320]  怎麼會用在一個信主的人身上呢
[00:14:54.320 --> 00:14:56.620]  清楚對不對
[00:14:56.620 --> 00:15:00.420]  你到教會來服侍是為什麼
[00:15:00.420 --> 00:15:02.020]  將功贖罪
[00:15:02.020 --> 00:15:04.220]  過去做的罪孽太多了
[00:15:04.220 --> 00:15:05.720]  到教會多做點事
[00:15:05.720 --> 00:15:07.120]  是嗎
[00:15:07.120 --> 00:15:09.420]  不是
[00:15:09.420 --> 00:15:11.420]  就像今天張牧師禱告
[00:15:11.420 --> 00:15:13.320]  因為基督的愛保祿所因
[00:15:13.320 --> 00:15:14.920]  基督的愛激勵我
[00:15:14.920 --> 00:15:16.020]  教我怎麼樣
[00:15:16.020 --> 00:15:17.120]  如今不再為自己活
[00:15:17.120 --> 00:15:21.220]  來為那位替我死而復活的主而活
[00:15:21.220 --> 00:15:22.720]  所以我今天來服侍神
[00:15:22.720 --> 00:15:24.320]  我今天來帶敬拜
[00:15:24.320 --> 00:15:26.020]  我今天在這裡做酒席
[00:15:26.020 --> 00:15:27.420]  我教主入學
[00:15:27.420 --> 00:15:29.820]  這一切都是因為主的恩典
[00:15:29.820 --> 00:15:31.420]  主的愛激勵我
[00:15:31.420 --> 00:15:32.820]  所以我要來服侍他
[00:15:32.820 --> 00:15:35.120]  你懂這意思嗎
[00:15:35.120 --> 00:15:38.720]  如果不是出於這樣的動機
[00:15:38.720 --> 00:15:41.720]  你信錯了
[00:15:41.720 --> 00:15:42.820]  當然有很多人
[00:15:42.820 --> 00:15:44.020]  不是因為律法的關係
[00:15:44.020 --> 00:15:45.120]  是因為什麼
[00:15:45.120 --> 00:15:47.620]  是因為自我的關係
[00:15:47.620 --> 00:15:50.120]  在外面社會裡面
[00:15:50.120 --> 00:15:51.820]  工作不順利
[00:15:51.820 --> 00:15:58.420]  好歹來教會混個直式幹
[00:15:58.420 --> 00:15:59.420]  我不是開玩笑
[00:15:59.420 --> 00:16:01.120]  真的有人這樣想
[00:16:01.120 --> 00:16:03.220]  或者他不知道他的動機
[00:16:03.220 --> 00:16:06.220]  其實是這樣子
[00:16:06.220 --> 00:16:08.120]  特別在北美的教會
[00:16:08.120 --> 00:16:11.320]  我們在一個以英文為主的社會裡面
[00:16:11.320 --> 00:16:14.020]  我們華人很多時候沒有辦法出頭
[00:16:14.020 --> 00:16:15.320]  懂這意思嗎
[00:16:15.320 --> 00:16:17.820]  到哪裡能夠出頭呢
[00:16:17.820 --> 00:16:20.220]  到教會出頭
[00:16:20.220 --> 00:16:21.520]  跟你旁邊說
[00:16:21.520 --> 00:16:25.220]  不要亂出頭
[00:16:25.220 --> 00:16:27.720]  槍打出頭
[00:16:27.720 --> 00:16:29.520]  出頭了
[00:16:29.520 --> 00:16:31.020]  丟什麼你懂我意思嗎
[00:16:31.020 --> 00:16:33.520]  我們真的需要常常檢視我們
[00:16:33.520 --> 00:16:35.520]  我們到底為什麼來聚會
[00:16:35.520 --> 00:16:37.120]  我們到底為什麼服侍
[00:16:37.120 --> 00:16:38.420]  我們到底為什麼在教會
[00:16:38.420 --> 00:16:41.620]  做這些事情 做那些事情
[00:16:41.620 --> 00:16:46.820]  千萬不要因為這些不正確的動機
[00:16:46.820 --> 00:16:50.920]  一切都是恩典
[00:16:50.920 --> 00:16:52.220]  是恩典
[00:16:52.220 --> 00:16:53.820]  是主的恩典
[00:16:53.820 --> 00:16:57.520]  讓我們這樣子的人可以來服侍他
[00:16:57.520 --> 00:17:00.620]  Amen
[00:17:00.620 --> 00:17:03.320]  所以天主教這個問題在這裡
[00:17:03.320 --> 00:17:05.920]  另外呢
[00:17:05.920 --> 00:17:11.120]  我曾經提過很多次
[00:17:11.120 --> 00:17:17.320]  這個人叫做 Joseph Prince
[00:17:17.320 --> 00:17:25.520]  他是一個華人跟印度人的一個混血兒
[00:17:25.520 --> 00:17:28.720]  中文把他翻叫做平約社牧師
[00:17:28.720 --> 00:17:30.920]  平約社
[00:17:30.920 --> 00:17:32.820]  他是在新加坡牧養一個教會
[00:17:32.820 --> 00:17:36.920]  也是一個大教會
[00:17:36.920 --> 00:17:39.820]  那他的恩典觀是什麼呢
[00:17:39.820 --> 00:17:43.120]  這個又是跟我們剛講不要律法對不對
[00:17:43.120 --> 00:17:44.520]  不要活在律法這裡面
[00:17:44.520 --> 00:17:47.520]  要知道我們得就是因的恩典
[00:17:47.520 --> 00:17:49.220]  但是他的恩典觀是什麼
[00:17:49.220 --> 00:17:55.620]  他的恩典觀就是耶穌基督已經做成了
[00:17:55.620 --> 00:17:58.320]  Finish
[00:17:58.320 --> 00:18:03.620]  你不需要再做什麼
[00:18:03.620 --> 00:18:05.120]  包括認罪
[00:18:05.120 --> 00:18:06.120]  你也不需要
[00:18:06.120 --> 00:18:07.520]  為什麼
[00:18:07.520 --> 00:18:11.020]  耶穌的救恩已經成全了
[00:18:11.020 --> 00:18:13.120]  不需要你認罪
[00:18:13.120 --> 00:18:13.820]  你懂我意思嗎
[00:18:13.820 --> 00:18:16.620]  這個跟天主教剛才是什麼
[00:18:16.620 --> 00:18:17.720]  相反
[00:18:17.720 --> 00:18:20.120]  你恩典不夠還需要怎麼
[00:18:20.120 --> 00:18:22.020]  還需要做些事情
[00:18:22.020 --> 00:18:23.920]  這裡說根本不要做
[00:18:23.920 --> 00:18:31.420]  什麼都不要做包括認罪也不要做
[00:18:31.420 --> 00:18:33.820]  所以你看撒旦
[00:18:33.820 --> 00:18:36.820]  撒旦很詭詐
[00:18:36.820 --> 00:18:39.320]  過與不及都是罪
[00:18:39.320 --> 00:18:46.720]  撒旦就是讓你過或者讓你不及
[00:18:46.720 --> 00:18:52.920]  那麼最近在華人教會
[00:18:52.920 --> 00:18:59.920]  特別以臺灣來講是可以說是受的影響更大
[00:18:59.920 --> 00:19:03.220]  又出現了一種叫做
[00:19:03.220 --> 00:19:05.620]  這個Misaia運動
[00:19:05.620 --> 00:19:09.820]  或者叫做希伯來循根運動
[00:19:09.820 --> 00:19:12.120]  也許你第一次聽
[00:19:12.120 --> 00:19:15.820]  但是你大概也許你沒聽過這一個用詞
[00:19:15.820 --> 00:19:17.120]  可是你聽過什麼
[00:19:17.120 --> 00:19:21.720]  你聽過現在開始一些教會開始怎麼樣
[00:19:21.720 --> 00:19:23.220]  開始怎麼樣
[00:19:23.220 --> 00:19:25.720]  開始過祝童節了
[00:19:25.720 --> 00:19:28.320]  開始過月月節了
[00:19:28.320 --> 00:19:30.120]  開始過光明節了
[00:19:30.120 --> 00:19:32.220]  以前我都不知道這是什麼節
[00:19:32.220 --> 00:19:34.720]  很多人對就業不太熟悉對不對
[00:19:34.720 --> 00:19:35.920]  現在一下子
[00:19:35.920 --> 00:19:38.620]  他跟你講現在是按照以色列的例
[00:19:38.620 --> 00:19:40.120]  這個現在是光明節
[00:19:40.120 --> 00:19:44.920]  今天是光明節
[00:19:44.920 --> 00:19:49.620]  好了開始過就業的節期
[00:19:49.620 --> 00:19:51.720]  這個有程度不同
[00:19:51.720 --> 00:19:54.220]  這些過就業節期的
[00:19:54.220 --> 00:19:56.820]  不完全都是過
[00:19:56.820 --> 00:20:00.620]  按照這個猶太人的那種的想法在過
[00:20:00.620 --> 00:20:04.920]  他也說我們賦予現代的意義
[00:20:04.920 --> 00:20:08.520]  但是總之就開始回到什麼
[00:20:08.520 --> 00:20:12.920]  回到就業的日子節期這些東西了
[00:20:12.920 --> 00:20:16.420]  加拿大書後面會講這個問題
[00:20:16.420 --> 00:20:19.120]  那更進一步的呢
[00:20:19.120 --> 00:20:23.020]  不知不覺的就像這個希伯來運動一樣
[00:20:23.020 --> 00:20:31.320]  他們採用猶太教的拉比的奧秘寺解經
[00:20:31.320 --> 00:20:33.820]  解出來的東西
[00:20:33.820 --> 00:20:37.920]  不知不覺的就把人拉回到哪裡去了
[00:20:37.920 --> 00:20:42.120]  猶太教
[00:20:42.120 --> 00:20:46.420]  親愛的牛仔妹
[00:20:46.420 --> 00:20:48.920]  我剛講台灣教會
[00:20:48.920 --> 00:20:54.620]  其實我是非常的擔心
[00:20:54.620 --> 00:20:56.320]  因為這種趨勢
[00:20:56.320 --> 00:20:57.820]  人就是這樣子
[00:20:57.820 --> 00:21:01.620]  大家都這樣的時候你就會覺得怎麼樣
[00:21:01.620 --> 00:21:04.920]  這個就是對的是不是
[00:21:04.920 --> 00:21:06.720]  好比說
[00:21:06.720 --> 00:21:08.420]  我到以色列去的時候
[00:21:08.420 --> 00:21:11.120]  我看見我第一次去的時候
[00:21:11.120 --> 00:21:12.620]  我看見他們在聚會裡面
[00:21:12.620 --> 00:21:14.620]  我去參加他們的一個禱告會
[00:21:14.620 --> 00:21:16.120]  我就看他們在禱告會裡面
[00:21:16.120 --> 00:21:17.920]  大家就開始吹腳
[00:21:17.920 --> 00:21:22.720]  有沒有
[00:21:22.720 --> 00:21:26.320]  那麼十幾年下來
[00:21:26.320 --> 00:21:28.420]  現在有些教會也是一樣
