
[00:00:00.000 --> 00:00:03.440]  我們繼續我們講到的Series
[00:02:13.720 --> 00:02:17.360]  但是風所帶來的效果
[00:02:17.360 --> 00:02:19.280]  你就能夠看得見的
[00:02:19.280 --> 00:02:20.080]  對不對?
[00:02:20.080 --> 00:02:20.920]  打風也好
[00:02:20.920 --> 00:02:23.240]  或者我們在芝加哥封城也好
[00:02:23.240 --> 00:02:25.320]  我們全部都看到風
[00:02:25.320 --> 00:02:27.960]  所有的consequence
[00:02:27.960 --> 00:02:32.000]  或者做出來的那種效果
[00:02:32.000 --> 00:02:33.960]  所以聖靈對我來說
[00:02:33.960 --> 00:02:36.480]  有時候有些足不著
[00:02:36.480 --> 00:02:37.880]  有些模糊
[00:02:37.880 --> 00:02:40.360]  今天我們想去看看
[00:02:40.360 --> 00:02:43.480]  到底耶穌怎樣去討論聖靈
[00:02:43.480 --> 00:02:46.360]  聖靈是一回什麼事呢?
[00:02:46.360 --> 00:02:48.440]  我們首先搞定了一些
[00:02:48.440 --> 00:02:50.040]  比較框架的東西
[00:02:50.040 --> 00:02:53.240]  這個就是所謂系統神學裡面
[00:02:53.240 --> 00:02:55.960]  所結論出來的
[00:02:55.960 --> 00:02:56.960]  什麼叫做聖靈
[00:02:56.960 --> 00:02:58.480]  或者什麼叫做神
[00:02:58.480 --> 00:02:59.800]  神自己的本性是怎樣呢?
[00:02:59.800 --> 00:03:02.520]  這裡我嘗試用七句話來講
[00:03:02.520 --> 00:03:03.600]  這個就是神
[00:03:03.600 --> 00:03:05.480]  是三位一體的真神
[00:03:05.480 --> 00:03:06.120]  三位一體的神
[00:03:06.120 --> 00:03:09.480]  右邊那一幅可以給你有少少的印象
[00:03:09.480 --> 00:03:10.680]  第一樣聖父是神
[00:03:10.680 --> 00:03:11.400]  聖子是神
[00:03:11.400 --> 00:03:12.480]  聖子也是神
[00:03:12.480 --> 00:03:14.240]  聖父不是聖子也不是聖靈
[00:03:14.240 --> 00:03:15.920]  聖子不是聖父也不是聖靈
[00:03:15.920 --> 00:03:18.400]  聖靈也不是聖父也不是聖子
[00:03:18.400 --> 00:03:19.440]  但是不是三個神
[00:03:19.440 --> 00:03:20.360]  是一個神而已
[00:03:20.360 --> 00:03:21.000]  行不行?
[00:03:21.000 --> 00:03:22.080]  背了它行不行?
[00:03:22.080 --> 00:03:23.000]  OK?
[00:03:23.000 --> 00:03:25.200]  這是一個很大的總結
[00:03:25.200 --> 00:03:27.440]  正如我所說
[00:03:27.440 --> 00:03:31.240]  講到總結或者一些神學的綱領
[00:03:31.240 --> 00:03:36.760]  其實就是一些很抽象的總結
[00:03:36.760 --> 00:03:39.360]  因為是一種總結
[00:03:39.360 --> 00:03:44.960]  所以有很多重要的細節就會跳過
[00:03:44.960 --> 00:03:45.760]  對嗎?
[00:03:45.760 --> 00:03:47.600]  所有總結都是這樣的
[00:03:47.600 --> 00:03:49.360]  總結不會講完所有的東西
[00:03:49.360 --> 00:03:51.720]  總結只會講出一些
[00:03:51.720 --> 00:03:54.520]  框架的東西
[00:03:54.520 --> 00:03:55.080]  對嗎?
[00:03:55.080 --> 00:03:56.480]  明白嗎?
[00:03:56.480 --> 00:03:58.800]  我做了一整天的事情回到家
[00:03:58.800 --> 00:03:59.720]  太太問我
[00:03:59.720 --> 00:04:01.040]  How's your day?
[00:04:01.040 --> 00:04:03.240]  我就跟她說OK
[00:04:03.240 --> 00:04:06.120]  OK就是總結
[00:04:06.120 --> 00:04:08.480]  就等於沒有講過
[00:04:08.480 --> 00:04:10.280]  她要的不是這件事
[00:04:10.280 --> 00:04:12.120]  因為我跳過了很多細節
[00:04:12.120 --> 00:04:15.200]  總綱或者綱領的重要的東西
[00:04:15.200 --> 00:04:18.640]  很多時候有這樣的限制
[00:04:18.640 --> 00:04:19.560]  但是無論如何
[00:04:19.560 --> 00:04:21.240]  這個就是所謂Trinity
[00:04:21.240 --> 00:04:22.600]  就是三活一體
[00:04:22.600 --> 00:04:24.080]  對面講到聖靈
[00:04:24.080 --> 00:04:26.640]  聖靈是什麼呢?
[00:04:26.640 --> 00:04:29.440]  聖靈就是三活一體的第三個維革
[00:04:29.440 --> 00:04:31.560]  The Third Person
[00:04:31.560 --> 00:04:33.000]  Person是有維革的
[00:04:33.000 --> 00:04:35.240]  就等於我們這裡有多少人
[00:04:35.240 --> 00:04:36.880]  我們有一個維
[00:04:36.880 --> 00:04:38.880]  也有一個格
[00:04:38.880 --> 00:04:40.680]  聖靈Holy Spirit
[00:04:40.680 --> 00:04:42.240]  就是Third Person
[00:04:42.240 --> 00:04:43.440]  但是聖靈是哪一個呢?
[00:04:43.440 --> 00:04:45.240]  我們就來看看
[00:04:45.240 --> 00:04:47.400]  耶穌怎麼去講論
[00:04:47.400 --> 00:04:48.880]  我們上個禮拜開始
[00:04:48.880 --> 00:04:50.280]  我們都在講什麼
[00:04:50.280 --> 00:04:52.760]  約翰福音第十四至十七章
[00:04:52.760 --> 00:04:56.240]  那裡是一個離別的講話
[00:04:56.240 --> 00:04:57.960]  Farewell Speech
[00:04:57.960 --> 00:04:59.200]  Farewell Discourse
[00:04:59.200 --> 00:05:01.080]  你記得那個情況是怎樣
[00:05:01.080 --> 00:05:02.480]  是耶穌和門徒
[00:05:02.480 --> 00:05:04.160]  守最後的晚餐
[00:05:04.160 --> 00:05:07.200]  然後在那個所謂上樓房的地方
[00:05:07.200 --> 00:05:07.960]  二樓的地方
[00:05:07.960 --> 00:05:09.480]  在飯廳那裡
[00:05:09.480 --> 00:05:11.560]  跟他們講了很多的說話
[00:05:11.560 --> 00:05:13.840]  就是約翰福音第十四至十七章
[00:05:13.840 --> 00:05:15.640]  上一次我們講到其中一段
[00:05:15.640 --> 00:05:18.280]  就是葡萄樹與枝子的關係
[00:05:18.280 --> 00:05:19.280]  對嗎?
[00:05:19.280 --> 00:05:20.480]  我們要結果子的話
[00:05:20.480 --> 00:05:21.600]  我們有上帝的生命的話
[00:05:21.600 --> 00:05:23.400]  就是要連於誰?
[00:05:23.400 --> 00:05:24.360]  連於那棵樹
[00:05:24.360 --> 00:05:24.680]  是不是?
[00:05:24.680 --> 00:05:26.560]  因為我們就是那個樹幹
[00:05:26.560 --> 00:05:27.680]  不是樹幹
[00:05:27.680 --> 00:05:28.920]  我們是樹枝
[00:05:28.920 --> 00:05:29.760]  是不是?
[00:05:29.760 --> 00:05:33.400]  這個就是離別講話的其中一段
[00:05:33.400 --> 00:05:35.520]  在約翰福音第十四至十七章
[00:05:35.520 --> 00:05:38.840]  這個Farewell的講話裡面
[00:05:38.840 --> 00:05:39.720]  離別的講話裡面
[00:05:39.720 --> 00:05:41.440]  很多時候提到聖靈
[00:05:41.440 --> 00:05:44.360]  我們看看耶穌怎麼去形容聖靈
[00:05:44.360 --> 00:05:45.840]  對我們有什麼形容呢?
[00:05:45.840 --> 00:05:47.280]  所以我們只需要
[00:05:47.280 --> 00:05:49.040]  我們嘗試回答三個問題
[00:05:49.040 --> 00:05:50.040]  三個大的問題
[00:05:50.040 --> 00:05:52.240]  就是聖靈是誰?
[00:05:52.240 --> 00:05:53.360]  第一個問題
[00:05:53.360 --> 00:05:54.560]  第二個問題
[00:05:54.560 --> 00:05:56.800]  就是聖靈作什麼?
[00:05:56.800 --> 00:05:58.480]  What does he do?
[00:05:58.480 --> 00:06:00.960]  這三個跟我們有什麼關係?
[00:06:00.960 --> 00:06:01.800]  聖靈是誰呢?
[00:06:01.800 --> 00:06:03.760]  約翰福音第十四章十五節
[00:06:03.760 --> 00:06:06.000]  他說你們約愛我
[00:06:06.000 --> 00:06:07.560]  耶穌跟門徒講
[00:06:07.560 --> 00:06:09.040]  或者跟教會講
[00:06:09.040 --> 00:06:11.160]  因為在上樓房
[00:06:11.160 --> 00:06:12.480]  十一個門徒剩下
[00:06:12.480 --> 00:06:14.560]  賣耶穌的又帶走了
[00:06:14.560 --> 00:06:16.440]  那個教會其實就是代表
[00:06:16.440 --> 00:06:19.320]  那班門徒就是代表所有的教會
[00:06:19.320 --> 00:06:21.960]  他說你們約愛我
[00:06:21.960 --> 00:06:24.040]  就會遵守我的命令
[00:06:24.040 --> 00:06:25.840]  我要求父父就賜給你們
[00:06:25.840 --> 00:06:28.320]  另外一位保衛師
[00:06:28.320 --> 00:06:31.120]  使他永遠與你們同在
[00:06:31.120 --> 00:06:33.000]  他就是真理的靈
[00:06:33.000 --> 00:06:35.160]  是世人不能接受的
[00:06:35.160 --> 00:06:37.960]  因為他們既看不見他
[00:06:37.960 --> 00:06:39.640]  也不認識他
[00:06:39.640 --> 00:06:41.440]  你們卻認識他
[00:06:41.440 --> 00:06:44.560]  因他常與你們同在
[00:06:44.560 --> 00:06:47.400]  也要在你們裡面
[00:06:47.400 --> 00:06:48.440]  這裡說什麼?
[00:06:48.440 --> 00:06:50.120]  怎麼形容聖靈?
[00:06:50.120 --> 00:06:51.520]  另外一位
[00:06:51.520 --> 00:06:52.800]  another one
[00:06:52.800 --> 00:06:53.760]  是嗎?
[00:06:53.760 --> 00:06:54.880]  意思是什麼?
[00:06:54.880 --> 00:06:56.400]  說話的那個是誰?
[00:06:56.400 --> 00:06:58.080]  是耶穌是不是?
[00:06:58.080 --> 00:06:59.440]  耶穌跟門徒講的說話
[00:06:59.440 --> 00:07:01.360]  跟教會講的說話
[00:07:01.360 --> 00:07:04.160]  他說我會另外差派一位
[00:07:04.160 --> 00:07:07.400]  賦賜給你們另外一位
[00:07:07.400 --> 00:07:08.600]  就是說有另外一位
[00:07:08.600 --> 00:07:10.440]  類似他這樣的
[00:07:10.440 --> 00:07:11.200]  對嗎?
[00:07:11.200 --> 00:07:12.640]  是世人不能夠接受的
[00:07:12.640 --> 00:07:13.480]  未信耶穌的
[00:07:13.480 --> 00:07:14.960]  是不能夠接受的
[00:07:14.960 --> 00:07:16.560]  因為不能夠認識他
[00:07:16.560 --> 00:07:17.960]  也不認識他
[00:07:17.960 --> 00:07:18.960]  說到認識的時候
[00:07:18.960 --> 00:07:20.480]  就不是說一些冷知識
[00:07:20.480 --> 00:07:21.000]  是嗎?
[00:07:21.000 --> 00:07:22.480]  不是一些事實
[00:07:22.480 --> 00:07:23.320]  是knowing
[00:07:23.320 --> 00:07:26.280]  就是說關係來的
[00:07:26.280 --> 00:07:27.160]  對嗎?
[00:07:27.160 --> 00:07:28.400]  你可以對一個人
[00:07:28.400 --> 00:07:29.640]  有很多的冷知識
[00:07:29.640 --> 00:07:30.320]  你認識他
[00:07:30.320 --> 00:07:31.480]  是嗎?
[00:07:31.480 --> 00:07:33.120]  知道他有些什麼事實
[00:07:33.120 --> 00:07:35.360]  但是你是否認識他呢?
[00:07:35.360 --> 00:07:36.720]  不一定的
[00:07:36.720 --> 00:07:38.240]  對嗎?
[00:07:38.240 --> 00:07:40.640]  所以他說世人不能夠認識的
[00:07:40.640 --> 00:07:42.120]  是一種關係來的
[00:07:42.120 --> 00:07:45.600]  另一個的衛格是可以跟他建立關係的
[00:07:45.600 --> 00:07:47.760]  下面這句聖經
[00:07:47.760 --> 00:07:50.640]  就是在約翰一書二章第一節
[00:07:50.640 --> 00:07:52.760]  那裡就形容
[00:07:52.760 --> 00:07:55.680]  耶穌就是所謂的第一位
[00:07:55.680 --> 00:07:56.080]  說什麼呢?
[00:07:56.080 --> 00:07:57.040]  他說在庫裡面
[00:07:57.040 --> 00:07:59.000]  我們有一位的宗保
[00:07:59.000 --> 00:08:00.680]  就是那二者
[00:08:00.680 --> 00:08:01.960]  耶穌基督
[00:08:01.960 --> 00:08:03.120]  他為我們的罪作
[00:08:03.120 --> 00:08:05.240]  你要贖罪制
[00:08:05.240 --> 00:08:08.000]  就是洗席我們等等
[00:08:08.000 --> 00:08:09.200]  那裡說第一位
[00:08:09.200 --> 00:08:10.440]  耶穌基督
[00:08:10.440 --> 00:08:12.120]  聖靈就是另外一位
[00:08:12.120 --> 00:08:13.560]  another one
[00:08:13.560 --> 00:08:13.960]  是嗎?
[00:08:13.960 --> 00:08:15.560]  another one
[00:08:15.560 --> 00:08:17.720]  然後怎麼形容他呢?
[00:08:17.720 --> 00:08:20.120]  形容他說是保衛師
[00:08:20.120 --> 00:08:21.360]  這個真是奇怪
[00:08:21.360 --> 00:08:23.680]  我們平時不會說保衛師
[00:08:23.680 --> 00:08:25.280]  我們平時日常用語
[00:08:25.280 --> 00:08:27.360]  我們不會用保衛師
[00:08:27.360 --> 00:08:29.360]  是什麼意思呢?
[00:08:29.360 --> 00:08:31.640]  這個是很多的討論
[00:08:31.640 --> 00:08:33.720]  聖靈是保衛師
[00:08:33.720 --> 00:08:34.640]  這個字
[00:08:34.640 --> 00:08:36.880]  在新約裡面用過五次而已
[00:08:36.880 --> 00:08:39.680]  剛才已經說了約翰一書二章一節
[00:08:39.680 --> 00:08:40.560]  是形容耶穌的
[00:08:40.560 --> 00:08:41.680]  耶穌都是保衛師
[00:08:41.680 --> 00:08:43.520]  譯作宗保
[00:08:43.520 --> 00:08:44.400]  作玩回祭
[00:08:44.400 --> 00:08:46.040]  作贖罪制
[00:08:46.040 --> 00:08:47.320]  然後十四章十六
[00:08:47.320 --> 00:08:47.880]  二十六
[00:08:47.880 --> 00:08:48.880]  十五章二十六
[00:08:48.880 --> 00:08:49.960]  十六章七節
[00:08:49.960 --> 00:08:51.440]  另外四次
[00:08:51.440 --> 00:08:53.560]  就是用在聖靈身上的
[00:08:53.560 --> 00:08:55.960]  這個字就叫 pericletus
[00:08:55.960 --> 00:08:57.400]  pericletus 大概意思就是
[00:08:57.400 --> 00:08:59.560]  希臘文是兩個字拼在一起的
[00:08:59.560 --> 00:09:00.960]  就是alongside
[00:09:00.960 --> 00:09:02.440]  call
[00:09:02.440 --> 00:09:03.000]  兩個字
[00:09:03.000 --> 00:09:05.280]  就是call to walk alongside的意思
[00:09:05.280 --> 00:09:07.080]  就是在你身邊
[00:09:07.080 --> 00:09:09.960]  跟你走的意思
[00:09:09.960 --> 00:09:11.040]  基本上是這樣的意思
[00:09:11.040 --> 00:09:14.720]  但是不同的聖經譯本
[00:09:14.720 --> 00:09:19.120]  就會用不同的字來翻譯 pericletus 這個字
[00:09:19.120 --> 00:09:21.200]  pericletus 是什麼呢?
[00:09:21.200 --> 00:09:22.280]  有不同的翻譯
[00:09:22.280 --> 00:09:24.280]  當你看聖經的時候
[00:09:24.280 --> 00:09:27.760]  我們有不同的翻譯本去比對的時候
[00:09:27.760 --> 00:09:30.640]  我們就發現這個字
[00:09:30.640 --> 00:09:32.440]  是很特別的字
[00:09:32.440 --> 00:09:34.920]  就是說可能現代的語文
[00:09:34.920 --> 00:09:38.840]  很難去將這個 pericletus 的字
[00:09:38.840 --> 00:09:40.120]  去翻譯得
[00:09:40.120 --> 00:09:43.120]  找到一個合適的字去翻譯
[00:09:43.120 --> 00:09:44.480]  所以有這麼多不同的翻譯本
[00:09:44.480 --> 00:09:45.320]  有不同的翻譯
[00:09:45.320 --> 00:09:46.000]  保衛師
[00:09:46.000 --> 00:09:47.280]  中保
[00:09:47.280 --> 00:09:48.160]  Fund
[00:09:48.160 --> 00:09:49.800]  衛師
[00:09:49.800 --> 00:09:52.320]  護衛者
[00:09:52.320 --> 00:09:53.800]  或者英文counselor
[00:09:53.800 --> 00:09:55.360]  helper
[00:09:55.360 --> 00:09:58.840]  然後最後一個就是辯護者
[00:09:58.840 --> 00:10:00.200]  advocate
[00:10:00.200 --> 00:10:02.960]  每個翻譯都有利有弊
[00:10:02.960 --> 00:10:05.640]  如果說做counselor的時候你就會想起
[00:10:05.640 --> 00:10:07.000]  去見輔導
[00:10:07.000 --> 00:10:08.240]  是不是?
[00:10:08.240 --> 00:10:11.120]  或者是見治療師
[00:10:11.120 --> 00:10:12.960]  或者說到安慰的時候
[00:10:12.960 --> 00:10:15.000]  就會是一種comforting
[00:10:15.000 --> 00:10:17.240]  就是去安慰你
[00:10:17.240 --> 00:10:22.080]  然後給你一些支持等等
[00:10:22.080 --> 00:10:24.360]  訓慰
[00:10:24.360 --> 00:10:26.800]  這個是天主教師高逸本的翻譯
[00:10:26.800 --> 00:10:28.080]  或者護衛
[00:10:28.080 --> 00:10:29.320]  護衛者
[00:10:29.320 --> 00:10:31.840]  護衛者就是當代逸本的翻譯
[00:10:31.840 --> 00:10:34.440]  各有千秋各有好
[00:10:34.440 --> 00:10:36.440]  各有不好的地方
[00:10:36.440 --> 00:10:38.760]  強調的很多時候就是
[00:10:38.760 --> 00:10:41.200]  如果中保的話就是和事佬
[00:10:41.200 --> 00:10:43.080]  就是兩者之間
[00:10:43.080 --> 00:10:44.760]  他們合在一起
[00:10:44.760 --> 00:10:47.160]  但是通常都是
[00:10:47.160 --> 00:10:49.360]  那個印象就是比較溫柔一點的
[00:10:49.360 --> 00:10:50.640]  誰是Holy Spirit?
[00:10:50.640 --> 00:10:51.360]  比較溫柔一點
[00:10:51.360 --> 00:10:52.120]  因為他是counselor
[00:10:52.120 --> 00:10:53.360]  因為他是helper
[00:10:53.360 --> 00:10:56.040]  因為他是去給你安慰等等
[00:10:56.040 --> 00:10:58.760]  那可不可以全部捕捉他呢?
[00:10:58.760 --> 00:11:00.840]  所以就有些困難
[00:11:00.840 --> 00:11:03.080]  怎樣翻譯是一個保衛師
[00:11:03.080 --> 00:11:04.440]  這件事
[00:11:04.440 --> 00:11:07.280]  可能一個最好的翻譯就是最後這個
[00:11:07.280 --> 00:11:08.800]  advocate
[00:11:08.800 --> 00:11:10.920]  辯護者
[00:11:10.920 --> 00:11:11.680]  辯護者
[00:11:11.680 --> 00:11:13.000]  這個有什麼不好處呢?
[00:11:13.000 --> 00:11:15.280]  就是這個字很少用
[00:11:15.280 --> 00:11:15.840]  advocate
[00:11:15.840 --> 00:11:18.000]  誰會用advocate的?
[00:11:18.000 --> 00:11:19.400]  平時
[00:11:19.400 --> 00:11:22.240]  辯護者
[00:11:22.240 --> 00:11:24.240]  可能你去看醫生的時候
[00:11:24.240 --> 00:11:25.000]  看醫院的時候
[00:11:25.000 --> 00:11:27.080]  有一間醫院叫做advocate
[00:11:27.080 --> 00:11:31.240]  有advocate的醫院
[00:11:31.240 --> 00:11:33.880]  但是為什麼這樣翻譯會比較好一點呢?
[00:11:33.880 --> 00:11:36.000]  因為這個字
[00:11:36.000 --> 00:11:37.360]  通常用在一些地方
[00:11:37.360 --> 00:11:39.840]  都是用一些法律的用語
[00:11:39.840 --> 00:11:42.040]  就是法庭上面發生了什麼事
[00:11:42.040 --> 00:11:45.320]  然後有一個的護衛者
[00:11:45.320 --> 00:11:46.120]  advocate
[00:11:46.120 --> 00:11:47.520]  一個辯護者
[00:11:47.520 --> 00:11:50.640]  來保障你或者幫你講話的
[00:11:50.640 --> 00:11:52.160]  speak for you的
[00:11:52.160 --> 00:11:54.200]  這個人就叫做advocate
[00:11:54.200 --> 00:11:56.000]  正如今天醫院醫療制度
[00:11:56.000 --> 00:11:58.680]  都會有一種叫做patient advocate
[00:11:58.680 --> 00:12:01.880]  patient advocate是什麼?
[00:12:01.880 --> 00:12:04.000]  你進醫院的時候很嚴重
[00:12:04.000 --> 00:12:05.600]  然後很亂
[00:12:05.600 --> 00:12:08.400]  然後可能有些醫院或者一些的制度
[00:12:08.400 --> 00:12:11.200]  就會給你一個的所謂辯護者
[00:12:11.200 --> 00:12:12.120]  一個的advocate
[00:12:12.120 --> 00:12:13.280]  patient advocate
[00:12:13.280 --> 00:12:15.480]  就是保障病人和了解你的情況
[00:12:15.480 --> 00:12:17.560]  然後告訴你有什麼方案等等
[00:12:17.560 --> 00:12:19.800]  站在你的方來講話的
[00:12:19.800 --> 00:12:22.600]  站在你的方來幫助你的
[00:12:22.600 --> 00:12:24.000]  這個優點就是這樣
[00:12:24.000 --> 00:12:26.840]  因為這個字通常在當時的語文
[00:12:26.840 --> 00:12:29.720]  或者當時的文學裡面出現的時候
[00:12:29.720 --> 00:12:31.480]  就是講到法律的層面
[00:12:31.480 --> 00:12:33.920]  是forensic legal的東西
[00:12:33.920 --> 00:12:35.680]  所以可能這個advocate
[00:12:35.680 --> 00:12:38.240]  是比較容易給我們想到
[00:12:38.240 --> 00:12:39.560]  到底聖靈在做什麼
[00:12:39.560 --> 00:12:41.720]  另一位的保衛師
[00:12:41.720 --> 00:12:43.600]  另一位的advocate
[00:12:43.600 --> 00:12:45.040]  這個advocate就是上
[00:12:45.040 --> 00:12:48.360]  耶穌叫父差派給我們
[00:12:48.360 --> 00:12:50.520]  雖然耶穌會離開這個世界
[00:12:50.520 --> 00:12:51.720]  祂會死而復活
[00:12:51.720 --> 00:12:53.080]  然後升天
[00:12:53.080 --> 00:12:55.160]  但是耶穌跟門徒說
[00:12:55.160 --> 00:12:57.480]  我會給你一個的advocate
[00:12:57.480 --> 00:13:00.360]  一個的辯護者
[00:13:00.360 --> 00:13:03.280]  是站在你的方來幫助你的
[00:13:03.280 --> 00:13:04.600]  所以你就可以想到
[00:13:04.600 --> 00:13:05.720]  在法庭上面
[00:13:05.720 --> 00:13:07.720]  如果我是被告
[00:13:07.720 --> 00:13:11.400]  有一個advocate在你身邊
[00:13:11.400 --> 00:13:13.080]  這個是聖靈
[00:13:13.080 --> 00:13:14.760]  聖靈做些什麼呢
[00:13:14.760 --> 00:13:18.880]  我們儘管看看一些經文
[00:13:18.880 --> 00:13:20.200]  當然這裡講了很多
[00:13:20.200 --> 00:13:23.280]  14至17章的fair discourse裡面
[00:13:23.280 --> 00:13:25.760]  講了很多跟聖靈的工作有關的東西
[00:13:25.760 --> 00:13:27.200]  不過
[00:13:27.200 --> 00:13:31.160]  我們只能夠選擇性地去看一點點
[00:13:31.160 --> 00:13:32.400]  這裡絕對不是說
[00:13:32.400 --> 00:13:33.440]  半個小時裡面
[00:13:33.440 --> 00:13:34.400]  我們就可以
[00:13:34.400 --> 00:13:37.080]  囊括所有聖靈所做的東西
[00:13:37.080 --> 00:13:38.640]  但是有一些經文值得我們留意的
[00:13:38.640 --> 00:13:39.640]  14章第16節
[00:13:39.640 --> 00:13:44.680]  這個也是整個告別的講話裡面
[00:13:44.680 --> 00:13:46.440]  其中一段來的
[00:13:46.440 --> 00:13:49.120]  14章第16節
[00:13:49.120 --> 00:13:51.040]  他說他永遠與你們同在
[00:13:51.040 --> 00:13:51.920]  講得很聖靈
[00:13:51.920 --> 00:13:53.520]  advocate
[00:13:53.520 --> 00:13:55.440]  你們卻認識他
[00:13:55.440 --> 00:13:57.680]  因他常與你們同在
[00:13:57.680 --> 00:13:59.600]  也要在你們裡面
[00:13:59.600 --> 00:14:02.280]  我不會撇下你們為孤兒
[00:14:02.280 --> 00:14:05.160]  我必到你們這裡來
[00:14:05.160 --> 00:14:06.440]  凡愛我的
[00:14:06.440 --> 00:14:08.520]  就會遵守我的道
[00:14:08.520 --> 00:14:10.000]  我父也愛他
[00:14:10.000 --> 00:14:16.360]  並且我們要到他那裡去與他同住
[00:14:16.360 --> 00:14:18.000]  好像講得很遠
[00:14:18.000 --> 00:14:19.360]  但是有一件事要留意的
[00:14:19.360 --> 00:14:21.120]  他說你們
[00:14:21.120 --> 00:14:22.800]  是眾數
[00:14:22.800 --> 00:14:24.840]  就是說門徒
[00:14:24.840 --> 00:14:25.680]  群體
[00:14:25.680 --> 00:14:26.960]  教會
[00:14:26.960 --> 00:14:29.520]  聖靈會與門徒
