
[00:00:00.000 --> 00:00:02.460]  內生這個字比較古舊的
[00:01:58.400 --> 00:01:59.900]  上帝的內室裡面
[00:01:59.900 --> 00:02:01.800]  因為上帝要保護我們
[00:02:01.800 --> 00:02:03.400]  上帝要去擁抱我們
[00:02:03.400 --> 00:02:05.700]  讓我們在任何的危難裡面
[00:02:05.700 --> 00:02:07.900]  都能夠穩妥
[00:02:07.900 --> 00:02:09.500]  所以在這篇廣章裡面
[00:02:09.500 --> 00:02:10.300]  「內室」的定義
[00:02:10.300 --> 00:02:13.400]  我是給了一個簡單的廣東話
[00:02:13.400 --> 00:02:16.500]  就是一個我們跟神建立
[00:02:16.500 --> 00:02:18.900]  個人親密的地方
[00:02:18.900 --> 00:02:20.500]  所以鼎姐妹
[00:02:20.500 --> 00:02:22.800]  你跟上帝的距離有多遠呢?
[00:02:22.800 --> 00:02:24.700]  究竟你信了主多久呢?
[00:02:24.700 --> 00:02:26.900]  你跟上帝是真的好像
[00:02:26.900 --> 00:02:28.900]  享受美酒那樣甘甜
[00:02:28.900 --> 00:02:31.300]  你靈修的時候是你很開心
[00:02:31.300 --> 00:02:32.600]  很快樂的
[00:02:32.600 --> 00:02:34.200]  為什麼我不是因為祖長給我分享
[00:02:34.200 --> 00:02:35.800]  所以我要靈修呢?
[00:02:35.800 --> 00:02:36.800]  OK?
[00:02:36.800 --> 00:02:39.300]  有些倉順主的鼎姐妹
[00:02:39.300 --> 00:02:41.900]  她們都會覺得幸福少了很開心
[00:02:41.900 --> 00:02:42.800]  我決志順主
[00:02:42.800 --> 00:02:44.200]  順耶穌就OK啦
[00:02:44.200 --> 00:02:45.600]  為什麼我會順耶穌呢?
[00:02:45.600 --> 00:02:47.200]  我也是想上天堂而已
[00:02:47.200 --> 00:02:47.800]  是不是?
[00:02:47.800 --> 00:02:48.900]  最重要就是順耶穌
[00:02:48.900 --> 00:02:50.900]  原來死了之後不用去地獄的
[00:02:50.900 --> 00:02:52.700]  上天堂那我就順耶穌囉
[00:02:52.700 --> 00:02:55.200]  又或者有些人覺得祈禱很靈
[00:02:55.200 --> 00:02:57.500]  所以我也是拜過神
[00:02:57.500 --> 00:02:58.900]  不過保佑到我
[00:02:58.900 --> 00:03:00.500]  在世平平安安
[00:03:00.500 --> 00:03:02.900]  向下福這樣就OK囉
[00:03:02.900 --> 00:03:04.200]  但是發覺為什麼
[00:03:04.200 --> 00:03:05.500]  做了基督徒之後
[00:03:05.500 --> 00:03:07.900]  這麼多東西要求的呢?
[00:03:07.900 --> 00:03:09.300]  鼎姐妹是不是你的心聲?
[00:03:09.300 --> 00:03:11.600]  這麼多要求的呢?
[00:03:11.600 --> 00:03:13.400]  在這個關係裡面
[00:03:13.400 --> 00:03:15.400]  如果你明白的時候
[00:03:15.400 --> 00:03:16.900]  其實不是一個要求
[00:03:16.900 --> 00:03:19.100]  其實是因為你建立關係的時候
[00:03:19.100 --> 00:03:21.900]  你就會希望越來越好
[00:03:21.900 --> 00:03:24.200]  所以我相信拍拖的鼎姐妹
[00:03:24.200 --> 00:03:27.300]  享受過愛情滋味的鼎姐妹都明白
[00:03:27.300 --> 00:03:29.200]  你不是想你永遠
[00:03:29.200 --> 00:03:30.200]  這樣就是這樣
[00:03:30.200 --> 00:03:32.300]  你很想你每一天大家的關係
[00:03:32.300 --> 00:03:34.700]  是會更加晉升更加認識
[00:03:34.700 --> 00:03:36.500]  最好是去到就是望一眼
[00:03:36.500 --> 00:03:38.400]  大家都已經意會
[00:03:38.400 --> 00:03:39.800]  這些神仙眷侶
[00:03:39.800 --> 00:03:41.600]  大家都是很嚮往
[00:03:41.600 --> 00:03:42.900]  為什麼基督徒
[00:03:42.900 --> 00:03:46.400]  需要跟上帝建立一個親密的關係呢?
[00:03:46.400 --> 00:03:47.100]  很坦白
[00:03:47.100 --> 00:03:49.000]  整個的救恩觀裡面你都知道
[00:03:49.000 --> 00:03:50.700]  人因為犯罪的緣故
[00:03:50.700 --> 00:03:53.900]  我們已經跟上帝決絕了
[00:03:53.900 --> 00:03:55.900]  沒辦法你都是去經歷神
[00:03:55.900 --> 00:03:57.200]  聽不到上帝的聲音
[00:03:57.200 --> 00:03:58.800]  也都親近不到神
[00:03:58.800 --> 00:04:00.100]  所以天堂呢
[00:04:00.100 --> 00:04:01.200]  離我們是很遠的
[00:04:01.200 --> 00:04:03.100]  因為也都不知道是什麼來的
[00:04:03.100 --> 00:04:04.900]  但是當我們出生的時候
[00:04:04.900 --> 00:04:07.200]  我們已經會在一個叫做有罪的世界
[00:04:07.200 --> 00:04:09.200]  因此人的身體
[00:04:09.200 --> 00:04:11.200]  也都不可以永遠長存
[00:04:11.200 --> 00:04:13.800]  他會進入一個叫做肉身死亡
[00:04:13.800 --> 00:04:15.200]  無論你是不是信耶穌的
[00:04:15.200 --> 00:04:16.300]  我們始終都要死的
[00:04:16.300 --> 00:04:18.600]  跟伽利諾說我們怎樣都會死的
[00:04:18.600 --> 00:04:22.100]  當然是看你怎樣死的
[00:04:22.100 --> 00:04:23.200]  問題
[00:04:23.200 --> 00:04:24.600]  我們除了肉身之外
[00:04:24.600 --> 00:04:25.800]  我們還有靈魂
[00:04:25.800 --> 00:04:27.200]  靈魂是不滅的
[00:04:27.200 --> 00:04:28.400]  如果我們在罪的裡面
[00:04:28.400 --> 00:04:30.700]  我們已經成為了魔鬼的奴隸
[00:04:30.700 --> 00:04:33.400]  所以你的肉身雖然死去
[00:04:33.400 --> 00:04:36.700]  你的靈魂是永遠屬於那惡者的
[00:04:36.700 --> 00:04:39.900]  於是你會跟魔鬼永遠在地獄裡面
[00:04:39.900 --> 00:04:41.700]  而耶穌基督的出現
[00:04:41.700 --> 00:04:43.500]  就好像在我們的生命當中
[00:04:43.500 --> 00:04:46.200]  在你不知道多少歲的時候
[00:04:46.200 --> 00:04:49.300]  然後上帝就介入在你的生命當中
[00:04:49.300 --> 00:04:52.900]  這個信耶穌上天堂的口號吸引了你
[00:04:52.900 --> 00:04:54.900]  你就決志信主
[00:04:54.900 --> 00:04:56.000]  但是很坦白
[00:04:56.000 --> 00:04:58.500]  我們又不是一決志信主就上天堂
[00:04:58.500 --> 00:05:01.700]  我們發覺我們仍然面對很多各樣的問題
[00:05:01.700 --> 00:05:04.800]  跟旁邊那個不信耶穌的都差不多
[00:05:04.800 --> 00:05:07.800]  甚至我們會覺得做基督更艱難
[00:05:07.800 --> 00:05:09.500]  因為我們對罪敏感
[00:05:09.500 --> 00:05:10.300]  很多事情
[00:05:10.300 --> 00:05:12.600]  如果不知道喜歡怎樣做就怎樣做
[00:05:12.600 --> 00:05:13.700]  現在又信了主
[00:05:13.700 --> 00:05:15.700]  有些事情又知道不應該這樣做
[00:05:15.700 --> 00:05:17.100]  但是自己很想做
[00:05:17.100 --> 00:05:18.800]  或者你不做不行
[00:05:18.800 --> 00:05:20.100]  在那個掙扎的裡面
[00:05:20.100 --> 00:05:21.900]  我們發覺好像做了基督徒之後
[00:05:21.900 --> 00:05:23.500]  那條路好像更加難走
[00:05:23.500 --> 00:05:25.000]  而最重要的就是
[00:05:25.000 --> 00:05:27.000]  魔鬼一定傾盡全力
[00:05:27.000 --> 00:05:29.300]  在你未死之前
[00:05:29.300 --> 00:05:32.000]  希望你便捷的
[00:05:32.000 --> 00:05:34.100]  因為只要你一便捷
[00:05:34.100 --> 00:05:35.500]  當你一斷氣那一下
[00:05:35.500 --> 00:05:37.400]  祂就將你的靈魂接受了
[00:05:37.400 --> 00:05:39.900]  所以我們遇到很多的攻擊引誘
[00:05:39.900 --> 00:05:42.100]  也是一個很真實的事
[00:05:42.100 --> 00:05:43.600]  正因為是這樣頂姐妹
[00:05:43.600 --> 00:05:46.400]  信耶穌就不只是舉手厥子
[00:05:46.400 --> 00:05:48.400]  因為你不是立刻死
[00:05:48.400 --> 00:05:50.000]  舉手或者上天堂
[00:05:50.000 --> 00:05:51.200]  這樣是可以的
[00:05:51.200 --> 00:05:52.000]  但是最慘的就是
[00:05:52.000 --> 00:05:54.700]  我們仍然活著在這個有罪的世界
[00:05:54.700 --> 00:05:56.300]  我們就需要去學習
[00:05:56.300 --> 00:05:58.300]  怎樣去跟從耶穌
[00:05:58.300 --> 00:05:59.700]  耶穌說祂就是那個道路
[00:05:59.700 --> 00:06:01.000]  真理和生命
[00:06:01.000 --> 00:06:02.200]  如果你不藉著祂
[00:06:02.200 --> 00:06:05.100]  你是沒有辦法回到父那裡
[00:06:05.100 --> 00:06:07.500]  就是你沒有辦法去天堂的
[00:06:07.500 --> 00:06:10.200]  所以為什麼要去學做一個基督徒
[00:06:10.200 --> 00:06:12.600]  就是去學習跟從耶穌
[00:06:12.600 --> 00:06:14.200]  耶穌是切切實實活著
[00:06:14.200 --> 00:06:16.500]  在人類歷史當中的神
[00:06:16.500 --> 00:06:18.200]  祂知道我們在地上
[00:06:18.200 --> 00:06:21.700]  所面對一切的身心靈的誘惑
[00:06:21.700 --> 00:06:24.000]  所以祂走過的路
[00:06:24.000 --> 00:06:25.700]  是可以幫助我們
[00:06:25.700 --> 00:06:27.200]  讓我們能夠
[00:06:27.200 --> 00:06:30.200]  在一個遮風擋雨的狀態裡面
[00:06:30.200 --> 00:06:33.100]  平平安安的過渡到這個日子
[00:06:33.100 --> 00:06:36.700]  好讓我們真的能夠順利的到達天堂
[00:06:36.700 --> 00:06:39.300]  因此為什麼我們要回教會
[00:06:39.300 --> 00:06:40.700]  我們要在一班弟兄姐妹當中
[00:06:40.700 --> 00:06:41.900]  讓他們去學習
[00:06:41.900 --> 00:06:43.500]  為什麼我們要認識聖經
[00:06:43.500 --> 00:06:45.000]  為什麼要學習敬拜
[00:06:45.000 --> 00:06:46.100]  甚至現在還在說
[00:06:46.100 --> 00:06:48.800]  要進入到上帝的來世裡面
[00:06:48.800 --> 00:06:51.100]  好像很嚴重
[00:06:51.100 --> 00:06:54.800]  如果你經常下雨
[00:06:54.800 --> 00:06:56.500]  在下雨的時候你就知道
[00:06:56.500 --> 00:06:59.100]  如果有一把雨傘是擔你的時候
[00:06:59.100 --> 00:07:00.100]  你很開心
[00:07:00.100 --> 00:07:01.100]  可能是你老公
[00:07:01.100 --> 00:07:02.900]  你男朋友來載你
[00:07:02.900 --> 00:07:04.700]  所以你一定是拿著雨傘的時候
[00:07:04.700 --> 00:07:05.700]  你就會怎樣
[00:07:05.700 --> 00:07:07.100]  當然是靠在一旁
[00:07:07.100 --> 00:07:09.500]  親密的時候他應該會抱著你
[00:07:09.500 --> 00:07:10.900]  如果很愛你的那個
[00:07:10.900 --> 00:07:13.000]  他應該會把雨傘擋著你多一點
[00:07:13.000 --> 00:07:14.400]  這些是很細微的事情
[00:07:14.400 --> 00:07:16.100]  女孩子是挑肚眼眉的
[00:07:16.100 --> 00:07:17.100]  不好意思
[00:07:17.100 --> 00:07:18.000]  但是你想想
[00:07:18.000 --> 00:07:19.300]  如果大家很生疏
[00:07:19.300 --> 00:07:21.000]  就算你的雨傘也是這樣說
[00:07:21.000 --> 00:07:23.300]  每一個都隨便有個半邊手
[00:07:23.300 --> 00:07:24.800]  是一定濕身的
[00:07:24.800 --> 00:07:26.200]  所以頂智慧我鼓勵你
[00:07:26.200 --> 00:07:30.400]  為什麼是需要去渴求同主親近呢
[00:07:30.400 --> 00:07:31.700]  可能剛剛回教會
[00:07:31.700 --> 00:07:33.800]  或順著頂智慧你都很好奇
[00:07:33.800 --> 00:07:36.800]  為什麼早上說的都聽到神的聲音
[00:07:36.800 --> 00:07:39.600]  他又覺得很清楚前面的路怎麼決定的
[00:07:39.600 --> 00:07:41.600]  為什麼我又聽不到呢
[00:07:41.600 --> 00:07:43.300]  很坦白這個是一個過程
[00:07:43.300 --> 00:07:45.800]  我們需要跟上帝建立親密的關係
[00:07:45.800 --> 00:07:50.300]  是因為我們需要跟上帝建立一個信任的關係
[00:07:50.300 --> 00:07:52.600]  魔鬼怎樣可以把我們擔走
[00:07:52.600 --> 00:07:55.200]  就是挑撥離間
[00:07:55.200 --> 00:07:57.500]  當我們任何遇到的事情
[00:07:57.500 --> 00:07:58.700]  都有聲音
[00:07:58.700 --> 00:08:00.800]  總是覺得上帝不愛我們
[00:08:00.800 --> 00:08:02.300]  上帝對我們不好
[00:08:02.300 --> 00:08:04.900]  又或者是你太差了
[00:08:04.900 --> 00:08:07.300]  你這個樣子你都不好意思找神
[00:08:07.300 --> 00:08:09.100]  很普通的這把聲音
[00:08:09.100 --> 00:08:11.100]  永遠都在我們身邊
[00:08:11.100 --> 00:08:12.600]  當中就要令到我們
[00:08:12.600 --> 00:08:14.600]  無論自殘營衛也好
[00:08:14.600 --> 00:08:17.900]  或者是手指指罵上帝也好
[00:08:17.900 --> 00:08:21.600]  都是要破壞我們跟上帝之間的關係
[00:08:21.600 --> 00:08:23.200]  因為魔鬼在這個世界上
[00:08:23.200 --> 00:08:24.700]  他只是做一件事
[00:08:24.700 --> 00:08:28.600]  就是偷竊、毀壞和殺戮
[00:08:28.600 --> 00:08:29.600]  很容易做的
[00:08:29.600 --> 00:08:31.100]  什麼都可以做的魔鬼
[00:08:31.100 --> 00:08:32.700]  因為他目的只有一個
[00:08:32.700 --> 00:08:34.200]  最重要你不信耶穌
[00:08:34.200 --> 00:08:35.700]  你懷疑神就可以了
[00:08:35.700 --> 00:08:36.800]  所以你想要什麼
[00:08:36.800 --> 00:08:38.100]  祂可以給你什麼
[00:08:38.100 --> 00:08:39.700]  正如狐狸精也一樣
[00:08:39.700 --> 00:08:41.100]  狐狸精很簡單
[00:08:41.100 --> 00:08:42.100]  就是你想要什麼
[00:08:42.100 --> 00:08:44.900]  祂可以給你什麼
[00:08:44.900 --> 00:08:46.300]  這個就是魔鬼
[00:08:46.300 --> 00:08:49.500]  我們需要跟上帝建立一個信任的關係
[00:08:49.500 --> 00:08:52.700]  以致我們能夠抵擋第三者的攻擊
[00:08:52.700 --> 00:08:54.600]  同樣我們在人生路裡面
[00:08:54.600 --> 00:08:56.500]  實在有很多東西不知道
[00:08:56.500 --> 00:08:59.600]  每一個決定是會帶來不同的後果
[00:08:59.600 --> 00:09:01.000]  我們需要跟神親密
[00:09:01.000 --> 00:09:03.200]  是因為我們需要有智慧
[00:09:03.200 --> 00:09:05.300]  因為世代真是邪惡
[00:09:05.300 --> 00:09:06.700]  我們現在好像在A
[00:09:06.700 --> 00:09:08.700]  我們將會去到天堂一樣
[00:09:08.700 --> 00:09:11.200]  但在這條路途當中迂迴曲折
[00:09:11.200 --> 00:09:12.700]  有不同的謎話
[00:09:12.700 --> 00:09:14.400]  有不同的人會親近
[00:09:14.400 --> 00:09:16.100]  我們需要智慧
[00:09:16.100 --> 00:09:20.100]  求上帝帶領我們走一條正確的路
[00:09:20.100 --> 00:09:23.300]  走一條不需要受那麼多苦的路
[00:09:23.300 --> 00:09:24.800]  頂姐妹有時候你有沒有發覺
[00:09:24.800 --> 00:09:26.100]  大家都信耶穌
[00:09:26.100 --> 00:09:29.100]  為什麼有些人的路這麼艱難呢
[00:09:29.100 --> 00:09:30.300]  一個問題
[00:09:30.300 --> 00:09:33.200]  唉 信主一時在這裡
[00:09:33.200 --> 00:09:35.700]  三年又在這裡
[00:09:35.700 --> 00:09:38.000]  十年都還在這裡
[00:09:38.000 --> 00:09:40.400]  可能三十年前我們在千萬一齊信主
[00:09:40.400 --> 00:09:41.800]  一齊加入教會的
[00:09:41.800 --> 00:09:42.800]  很坦白
[00:09:42.800 --> 00:09:45.200]  可能那個問題是仍然在這裡
[00:09:45.200 --> 00:09:47.500]  我們需要上帝
[00:09:47.500 --> 00:09:48.500]  是因為
[00:09:48.500 --> 00:09:51.800]  神話歌祂為我們預備的人生是不再一樣
[00:09:51.800 --> 00:09:53.100]  由你缺志開始
[00:09:53.100 --> 00:09:54.800]  天上為你預備的禮物
[00:09:54.800 --> 00:09:57.900]  是應該如罐這樣送下來的
[00:09:57.900 --> 00:09:59.000]  所以你沒想過
[00:09:59.000 --> 00:10:00.000]  你一切的缺憲
[00:10:00.000 --> 00:10:01.100]  你一切的缺乏
[00:10:01.100 --> 00:10:03.300]  為什麼你不向天上求呢
[00:10:03.300 --> 00:10:05.700]  凡你所需要的你日用的飲食
[00:10:05.700 --> 00:10:07.300]  你想遇到的需要
[00:10:07.300 --> 00:10:08.900]  上帝已經為你預備的
[00:10:08.900 --> 00:10:10.900]  不過我們不懂祈求
[00:10:10.900 --> 00:10:12.800]  我們不懂下命令
[00:10:12.800 --> 00:10:14.800]  於是我們根本就不知道
[00:10:14.800 --> 00:10:16.800]  原來上帝為我們預備的
[00:10:16.800 --> 00:10:19.300]  是一個如何豐盛的生命
[00:10:19.300 --> 00:10:22.200]  頂姐妹特別那些已經回到現在
[00:10:22.200 --> 00:10:23.700]  很久的頂姐妹
[00:10:23.700 --> 00:10:25.500]  我們在教會的生活裡面
[00:10:25.500 --> 00:10:27.400]  上帝保護我們很多
[00:10:27.400 --> 00:10:30.900]  很多新的更新的運動
[00:10:30.900 --> 00:10:33.300]  無論敬拜讚美 無論小組
[00:10:33.300 --> 00:10:35.200]  無論你說靈恩不靈恩
[00:10:35.200 --> 00:10:38.700]  或者是我們這些神學家的聖經講座
[00:10:38.700 --> 00:10:41.300]  千萬真是很多的
[00:10:41.300 --> 00:10:43.400]  上帝將這麼豐盛的賢職
[00:10:43.400 --> 00:10:45.100]  都賜給我們每一個
[00:10:45.100 --> 00:10:45.900]  但是
[00:10:45.900 --> 00:10:49.200]  是不是每一個都能夠張開你的口
[00:10:49.200 --> 00:10:51.400]  在神的面前得到飽足的呢
[00:10:51.400 --> 00:10:53.500]  你過往的教會生活
[00:10:53.500 --> 00:10:54.700]  你信徒的生活
[00:10:54.700 --> 00:10:58.900]  你是否覺得精彩 豐盛和滿足呢
[00:10:58.900 --> 00:11:01.900]  事實上講七分關係是有很多困難的
[00:11:01.900 --> 00:11:03.600]  究竟是我們和人的關係
[00:11:03.600 --> 00:11:05.500]  影響我們和神的關係
[00:11:05.500 --> 00:11:07.300]  還是和神的關係
[00:11:07.300 --> 00:11:09.900]  會影響我們和人的關係呢
[00:11:09.900 --> 00:11:12.600]  用我自己過來人的分享就是
[00:11:12.600 --> 00:11:14.900]  我從小就不能夠信主
[00:11:14.900 --> 00:11:16.600]  這是很大的恩賜
[00:11:16.600 --> 00:11:20.000]  但是當我開始去經歷聖靈這件事的時候
[00:11:20.000 --> 00:11:22.500]  我開始發現原來我和神的關係
[00:11:22.500 --> 00:11:24.100]  是很有距離的
[00:11:24.100 --> 00:11:25.100]  我已經分享過
[00:11:25.100 --> 00:11:28.100]  當中原來最大的問題就是
[00:11:28.100 --> 00:11:31.000]  我和我爸爸媽媽之間的關係
[00:11:31.000 --> 00:11:32.900]  父親重男輕女
[00:11:32.900 --> 00:11:36.600]  當女孩子一文不值
[00:11:36.600 --> 00:11:38.600]  所以上帝多麼愛我
[00:11:38.600 --> 00:11:40.700]  多麼聽話 多麼侍奉
[00:11:40.700 --> 00:11:42.400]  神在這裡
[00:11:42.400 --> 00:11:44.000]  祂永遠不要走過來
[00:11:44.000 --> 00:11:45.500]  走過來是很害怕的
[00:11:45.500 --> 00:11:46.900]  因為媽媽對我很重要
[00:11:46.900 --> 00:11:48.100]  但是媽媽真的很兇
[00:11:48.100 --> 00:11:49.000]  很嚴謹
[00:11:49.000 --> 00:11:50.900]  所以媽媽很好
[00:11:50.900 --> 00:11:53.000]  但是不可以親人
[00:11:53.000 --> 00:11:54.700]  在當中你要去突破
[00:11:54.700 --> 00:11:57.600]  和上帝親密的感覺
[00:11:57.600 --> 00:11:59.600]  事實上遇到很多眼淚
[00:11:59.600 --> 00:12:00.700]  很多憂傷
[00:12:00.700 --> 00:12:02.800]  是因為我們背後帶著
[00:12:02.800 --> 00:12:06.100]  很多我們成長以來一切的傷口
[00:12:06.100 --> 00:12:09.100]  你想想你如果手燒傷了
[00:12:09.100 --> 00:12:10.900]  起了泡 癢了
[00:12:10.900 --> 00:12:12.600]  有人說愛你和你握手
[00:12:12.600 --> 00:12:14.600]  嘩 好痛啊
[00:12:14.600 --> 00:12:16.500]  往往在親密關係的裏面
[00:12:16.500 --> 00:12:18.200]  它這麼困難的就是因為
[00:12:18.200 --> 00:12:20.500]  如果我們未處理的傷口
[00:12:20.500 --> 00:12:22.600]  就算有人來擁抱你
[00:12:22.600 --> 00:12:24.200]  你是覺得
[00:12:24.200 --> 00:12:26.100]  好痛 好痛
[00:12:26.100 --> 00:12:27.900]  等於我真的鼓勵你
[00:12:27.900 --> 00:12:29.700]  好好地去正視和面對
[00:12:29.700 --> 00:12:31.900]  是不是我要解決人際關係的問題
[00:12:31.900 --> 00:12:34.100]  我才可以和神親近呢
[00:12:34.100 --> 00:12:35.200]  我挑戰
[00:12:35.200 --> 00:12:38.000]  為什麼不是我們竭力和上帝親近
[00:12:38.000 --> 00:12:39.300]  以致我有能力去處理
[00:12:39.300 --> 00:12:41.900]  我的人際關係的問題呢
[00:12:41.900 --> 00:12:44.600]  因為上帝是創造我們的
[00:12:44.600 --> 00:12:46.500]  祂知道我們的需要
[00:12:46.500 --> 00:12:48.500]  為什麼我們不先在上帝裏面
[00:12:48.500 --> 00:12:51.500]  來享受那份的飽足
[00:12:51.500 --> 00:12:53.900]  當你在上帝的愛裏面得到滿足
[00:12:53.900 --> 00:12:55.000]  很坦白
[00:12:55.000 --> 00:12:57.500]  其他的東西不重要了
[00:12:57.500 --> 00:12:58.600]  你明白嗎
[00:12:58.600 --> 00:13:00.300]  當你吃飽了
[00:13:00.300 --> 00:13:02.600]  其實你喜歡的東西放在你面前
[00:13:02.600 --> 00:13:04.500]  你發覺它沒有什麼吸引力
[00:13:04.500 --> 00:13:06.300]  今天可能我們未結婚
[00:13:06.300 --> 00:13:08.600]  又或者我們在婚姻上很失敗的
[00:13:08.600 --> 00:13:11.400]  很多人都很渴求人的愛情
[00:13:11.400 --> 00:13:12.400]  都很坦白
[00:13:12.400 --> 00:13:14.500]  如果你在上帝的愛裏得到滿足
[00:13:14.500 --> 00:13:16.700]  你就覺得人的愛情
[00:13:16.700 --> 00:13:18.300]  很小事而已
[00:13:18.300 --> 00:13:20.800]  它只不過是各樣的愛裏面其中一種
[00:13:20.800 --> 00:13:22.800]  現在最重要人是不可靠的
[00:13:22.800 --> 00:13:24.700]  唯有上帝才是可靠
[00:13:24.700 --> 00:13:25.900]  所以我鼓勵你
[00:13:25.900 --> 00:13:27.400]  不知道你究竟
[00:13:27.400 --> 00:13:30.300]  在親密的關係是怎樣的狀態
[00:13:30.300 --> 00:13:31.100]  有沒有閨密
[00:13:31.100 --> 00:13:32.300]  可能有些人很痛苦
[00:13:32.300 --> 00:13:34.700]  因為有很好的朋友出賣過你
[00:13:34.700 --> 00:13:38.000]  又或者兄弟之間又是追女生
[00:13:38.000 --> 00:13:40.300]  又開始不開心諸如此類
[00:13:40.300 --> 00:13:42.000]  如果我們不處理好人際關係
[00:13:42.000 --> 00:13:44.200]  你見到就算我們找到一個
[00:13:44.200 --> 00:13:45.200]  我們很愛的人
[00:13:45.200 --> 00:13:46.800]  在結婚在婚姻之後
[00:13:46.800 --> 00:13:49.500]  你都見到很多的難處會出現
[00:13:49.500 --> 00:13:52.300]  因為你揹著你的傷口
[00:13:52.300 --> 00:13:54.400]  我又揹著我的傷口
[00:13:54.400 --> 00:13:56.600]  兩個人怎樣去相擁呢
[00:13:56.600 --> 00:13:58.100]  一個不覺意
[00:13:58.100 --> 00:13:59.500]  做壞爸爸媽媽
[00:13:59.500 --> 00:14:01.700]  更糟糕
[00:14:01.700 --> 00:14:03.200]  大家所有的問題
[00:14:03.200 --> 00:14:05.200]  就一路一路
[00:14:05.200 --> 00:14:07.500]  錯配地
[00:14:07.500 --> 00:14:10.500]  嫌禍在下一代的裏面
[00:14:10.500 --> 00:14:12.200]  在香港這個繁榮的城市裏面
[00:14:12.200 --> 00:14:14.400]  講關係講親密
