
[00:00:00.000 --> 00:00:04.000]  在我們過去的半年裏面
[00:06:17.260 --> 00:06:21.260]  他第一次賭波
[00:06:21.260 --> 00:06:23.260]  輸了幾十萬
[00:06:23.260 --> 00:06:25.260]  還不了
[00:06:25.260 --> 00:06:30.260]  他的家人幫他還債
[00:06:30.260 --> 00:06:32.260]  還完一次
[00:06:32.260 --> 00:06:34.260]  爆完一次波
[00:06:34.260 --> 00:06:35.260]  又爆第二次
[00:06:35.260 --> 00:06:37.260]  又爆第三次
[00:06:37.260 --> 00:06:38.260]  又爆第四次
[00:06:38.260 --> 00:06:40.260]  又爆第五次
[00:06:40.260 --> 00:06:44.260]  執迷不悟
[00:06:44.260 --> 00:06:47.260]  屢勸不改
[00:06:47.260 --> 00:06:50.260]  最後很感恩
[00:06:50.260 --> 00:06:52.260]  他信了耶穌
[00:06:52.260 --> 00:06:55.260]  以致將他的賭癮戒了
[00:06:55.260 --> 00:06:57.260]  幾多人
[00:06:57.260 --> 00:06:59.260]  我們一些的習慣
[00:06:59.260 --> 00:07:02.260]  別人勸我們改變改變改變
[00:07:02.260 --> 00:07:04.260]  我們都很難去改變
[00:07:04.260 --> 00:07:06.260]  執迷不悟
[00:07:06.260 --> 00:07:07.260]  第二
[00:07:07.260 --> 00:07:09.260]  羊有什麼特徵呢
[00:07:09.260 --> 00:07:11.260]  我都是讀書讀回來的
[00:07:11.260 --> 00:07:13.260]  羊有羊群心理
[00:07:13.260 --> 00:07:15.260]  什麼叫羊群心理
[00:07:15.260 --> 00:07:17.260]  羊群心理就是
[00:07:17.260 --> 00:07:19.260]  我們跟大隊
[00:07:19.260 --> 00:07:21.260]  我們其實都不知道對不對
[00:07:21.260 --> 00:07:23.260]  不過大隊是這樣
[00:07:23.260 --> 00:07:25.260]  我們就跟了去這樣做
[00:07:25.260 --> 00:07:27.260]  很久之前
[00:07:27.260 --> 00:07:29.260]  1978年
[00:07:29.260 --> 00:07:31.260]  有一個
[00:07:31.260 --> 00:07:33.260]  邪教
[00:07:33.260 --> 00:07:35.260]  這個邪教在南美洲
[00:07:35.260 --> 00:07:37.260]  他們本來在美國
[00:07:37.260 --> 00:07:39.260]  然後去了南美洲
[00:07:39.260 --> 00:07:41.260]  在一個鎮那裡
[00:07:41.260 --> 00:07:43.260]  他們來到這個鎮那裡
[00:07:43.260 --> 00:07:45.260]  所有他們的信徒
[00:07:45.260 --> 00:07:47.260]  都住在那個鎮那裡
[00:07:47.260 --> 00:07:49.260]  在1978年
[00:07:49.260 --> 00:07:53.260]  這個邪教的教主自殺
[00:07:53.260 --> 00:07:55.260]  他強迫他的信徒
[00:07:55.260 --> 00:07:57.260]  都跟著去自殺
[00:07:57.260 --> 00:07:59.260]  結果有900人
[00:07:59.260 --> 00:08:01.260]  在那裡自殺死亡
[00:08:01.260 --> 00:08:03.260]  人
[00:08:03.260 --> 00:08:05.260]  怎麼做
[00:08:05.260 --> 00:08:07.260]  他就跟著做
[00:08:07.260 --> 00:08:09.260]  羊群心理
[00:08:09.260 --> 00:08:11.260]  很多時候我們沒有自己的立場
[00:08:11.260 --> 00:08:13.260]  不知道
[00:08:13.260 --> 00:08:15.260]  對還是錯
[00:08:15.260 --> 00:08:17.260]  不過別人這樣跟著
[00:08:17.260 --> 00:08:19.260]  我又跟著去做
[00:08:19.260 --> 00:08:21.260]  這個是羊的特性
[00:08:21.260 --> 00:08:23.260]  羊很脆弱
[00:08:23.260 --> 00:08:25.260]  羊沒有抵禦能力
[00:08:25.260 --> 00:08:27.260]  當有
[00:08:27.260 --> 00:08:29.260]  野獸去襲擊牠
[00:08:29.260 --> 00:08:31.260]  牠就沒有辦法抗拒
[00:08:31.260 --> 00:08:33.260]  羊
[00:08:33.260 --> 00:08:35.260]  很容易迷失方向
[00:08:35.260 --> 00:08:37.260]  所以聖經形容我們是迷途的羔羊
[00:08:37.260 --> 00:08:39.260]  很容易
[00:08:39.260 --> 00:08:41.260]  會走錯路
[00:08:41.260 --> 00:08:43.260]  聖經
[00:08:43.260 --> 00:08:45.260]  更加告訴我們
[00:08:45.260 --> 00:08:47.260]  羊很容易受驚
[00:08:47.260 --> 00:08:49.260]  很容易受驚
[00:08:49.260 --> 00:08:51.260]  在這個
[00:08:51.260 --> 00:08:53.260]  19世紀
[00:08:53.260 --> 00:08:55.260]  有一位歷史學家
[00:08:55.260 --> 00:08:57.260]  也是一個評論家
[00:08:57.260 --> 00:08:59.260]  他是一個英國人
[00:08:59.260 --> 00:09:01.260]  他住在倫敦市中心
[00:09:01.260 --> 00:09:03.260]  他因為要寫東西
[00:09:03.260 --> 00:09:05.260]  所以他很想
[00:09:05.260 --> 00:09:07.260]  一個安靜的環境
[00:09:07.260 --> 00:09:09.260]  不受騷擾的環境
[00:09:09.260 --> 00:09:11.260]  來寫作
[00:09:11.260 --> 00:09:13.260]  來寫評論
[00:09:13.260 --> 00:09:15.260]  所以他將自己的家
[00:09:15.260 --> 00:09:17.260]  打造成一間隔音的屋
[00:09:17.260 --> 00:09:19.260]  所以用
[00:09:19.260 --> 00:09:21.260]  很厚的磚
[00:09:21.260 --> 00:09:23.260]  很有特色的磚來建造
[00:09:23.260 --> 00:09:25.260]  不過成效也不錯
[00:09:25.260 --> 00:09:27.260]  不過有一樣東西
[00:09:27.260 --> 00:09:29.260]  他解決不了
[00:09:29.260 --> 00:09:31.260]  就是公雞的聲音
[00:09:31.260 --> 00:09:33.260]  總是走進來
[00:09:33.260 --> 00:09:35.260]  所以當
[00:09:35.260 --> 00:09:37.260]  雞的聲音走進來
[00:09:37.260 --> 00:09:39.260]  雖然他坐著拿著筆
[00:09:39.260 --> 00:09:41.260]  但是他也不能夠集中精神
[00:09:41.260 --> 00:09:43.260]  來寫東西
[00:09:43.260 --> 00:09:45.260]  所以他向他的鄰舍
[00:09:45.260 --> 00:09:47.260]  來投訴
[00:09:47.260 --> 00:09:49.260]  你知不知道
[00:09:49.260 --> 00:09:51.260]  你所養的雞
[00:09:51.260 --> 00:09:53.260]  令到我很困擾
[00:09:53.260 --> 00:09:55.260]  你所不知
[00:09:55.260 --> 00:09:57.260]  困擾不在於雞叫的聲音
[00:09:57.260 --> 00:09:59.260]  在於
[00:09:59.260 --> 00:10:01.260]  我等雞叫聲的時候
[00:10:01.260 --> 00:10:03.260]  那種困擾
[00:10:03.260 --> 00:10:07.260]  快雞叫了
[00:10:07.260 --> 00:10:09.260]  我快集中不了
[00:10:09.260 --> 00:10:11.260]  他就開始憂慮了
[00:10:11.260 --> 00:10:13.260]  開始緊張了
[00:10:13.260 --> 00:10:15.260]  已經不集中精神了
[00:10:15.260 --> 00:10:17.260]  是會的
[00:10:17.260 --> 00:10:19.260]  是會的
[00:10:19.260 --> 00:10:21.260]  一到一些事情的來臨
[00:10:21.260 --> 00:10:23.260]  之前你已經開始緊張了
[00:10:23.260 --> 00:10:25.260]  你開始
[00:10:25.260 --> 00:10:27.260]  來到
[00:10:27.260 --> 00:10:29.260]  不安
[00:10:29.260 --> 00:10:31.260]  究竟有什麼東西
[00:10:31.260 --> 00:10:33.260]  令到我們不安樂呢
[00:10:33.260 --> 00:10:35.260]  有什麼東西令到我們擔憂呢
[00:10:35.260 --> 00:10:37.260]  當我們今天看到
[00:10:37.260 --> 00:10:39.260]  這個社會的現象
[00:10:39.260 --> 00:10:41.260]  會不會令我們擔憂
[00:10:41.260 --> 00:10:43.260]  這個世界究竟有沒有
[00:10:43.260 --> 00:10:45.260]  一個安全的地方
[00:10:45.260 --> 00:10:47.260]  這個世界究竟
[00:10:47.260 --> 00:10:49.260]  有沒有一個地方是沒有吵吵的呢
[00:10:49.260 --> 00:10:51.260]  這個世界
[00:10:51.260 --> 00:10:53.260]  有沒有一個地方是沒有危險的呢
[00:10:53.260 --> 00:10:57.260]  世界
[00:10:57.260 --> 00:10:59.260]  有沒有一個地方
[00:10:59.260 --> 00:11:01.260]  我們可以逃避危險
[00:11:01.260 --> 00:11:03.260]  逃避煩惱
[00:11:03.260 --> 00:11:05.260]  逃避我們的擔心
[00:11:05.260 --> 00:11:07.260]  我們以為
[00:11:07.260 --> 00:11:09.260]  印度很不安全
[00:11:09.260 --> 00:11:11.260]  女孩子千萬不要去
[00:11:11.260 --> 00:11:13.260]  不過澳洲其實也不安全
[00:11:13.260 --> 00:11:15.260]  大家有沒有聽過
[00:11:15.260 --> 00:11:17.260]  在墨爾本
[00:11:17.260 --> 00:11:19.260]  一個香港的女孩子
[00:11:19.260 --> 00:11:21.260]  被人姦殺了
[00:11:21.260 --> 00:11:23.260]  一樣這麼危險
[00:11:23.260 --> 00:11:25.260]  你不要以為
[00:11:25.260 --> 00:11:27.260]  澳洲比印度
[00:11:27.260 --> 00:11:29.260]  安全很多
[00:11:29.260 --> 00:11:31.260]  一樣很危險
[00:11:31.260 --> 00:11:33.260]  所以為醫生
[00:11:33.260 --> 00:11:35.260]  去分析
[00:11:35.260 --> 00:11:37.260]  我們的憂慮
[00:11:37.260 --> 00:11:39.260]  人的憂慮有很多種類
[00:11:39.260 --> 00:11:41.260]  為未來的事而憂慮
[00:11:41.260 --> 00:11:43.260]  我們每個人都知道
[00:11:43.260 --> 00:11:47.260]  為過去的事而憂慮
[00:11:47.260 --> 00:11:49.260]  你有沒有
[00:11:49.260 --> 00:11:51.260]  可能你想不到
[00:11:51.260 --> 00:11:53.260]  你試一下掉了手提電話
[00:11:53.260 --> 00:11:55.260]  你就會想到了
[00:11:55.260 --> 00:11:57.260]  你掉了手提電話
[00:11:57.260 --> 00:11:59.260]  掉了之後你憂多久
[00:11:59.260 --> 00:12:01.260]  我想你
[00:12:01.260 --> 00:12:03.260]  起碼憂幾個月
[00:12:03.260 --> 00:12:05.260]  有沒有人撿到資料呢
[00:12:05.260 --> 00:12:07.260]  有沒有人打電話給我媽
[00:12:07.260 --> 00:12:09.260]  說我綁架了
[00:12:09.260 --> 00:12:11.260]  你會憂的
[00:12:11.260 --> 00:12:13.260]  你一直憂過去
[00:12:13.260 --> 00:12:15.260]  所發生的事
[00:12:15.260 --> 00:12:17.260]  你會憂
[00:12:17.260 --> 00:12:19.260]  你很擔心健康
[00:12:19.260 --> 00:12:21.260]  特別上了年紀
[00:12:21.260 --> 00:12:23.260]  像我們這些經常擔心
[00:12:23.260 --> 00:12:25.260]  又會不會有什麼事呢
[00:12:25.260 --> 00:12:27.260]  你會擔心
[00:12:27.260 --> 00:12:29.260]  會擔心很多小事
[00:12:29.260 --> 00:12:31.260]  他說
[00:12:31.260 --> 00:12:33.260]  只有8%
[00:12:33.260 --> 00:12:35.260]  是合法的憂慮
[00:12:37.260 --> 00:12:39.260]  我女兒
[00:12:39.260 --> 00:12:41.260]  現在在泰國
[00:12:41.260 --> 00:12:43.260]  遲些去印度
[00:12:43.260 --> 00:12:45.260]  我真的不知道應不應該憂
[00:12:45.260 --> 00:12:47.260]  合不合法
[00:12:47.260 --> 00:12:49.260]  應不應該留憂呢
[00:12:49.260 --> 00:12:51.260]  最近
[00:12:51.260 --> 00:12:53.260]  李嘉誠先生
[00:12:53.260 --> 00:12:55.260]  他在汕頭大學的畢業禮
[00:12:55.260 --> 00:12:57.260]  他用了一個題目
[00:12:57.260 --> 00:12:59.260]  叫無心睡覺
[00:12:59.260 --> 00:13:01.260]  因為失眠
[00:13:01.260 --> 00:13:03.260]  他為什麼憂呢
[00:13:03.260 --> 00:13:05.260]  當然不會為錢憂
[00:13:05.260 --> 00:13:07.260]  為天下而憂
[00:13:07.260 --> 00:13:09.260]  為國家資源而憂
[00:13:09.260 --> 00:13:13.260]  為政府而憂
[00:13:13.260 --> 00:13:15.260]  你有沒有憂呢
[00:13:15.260 --> 00:13:17.260]  當我們小的時候
[00:13:17.260 --> 00:13:19.260]  我們憂慮
[00:13:19.260 --> 00:13:21.260]  我們有困難
[00:13:21.260 --> 00:13:23.260]  我們就會告訴爸爸媽媽
[00:13:23.260 --> 00:13:25.260]  但當我們長大的時候
[00:13:25.260 --> 00:13:27.260]  你告訴誰呢
[00:13:27.260 --> 00:13:29.260]  你可能告訴自己
[00:13:29.260 --> 00:13:31.260]  你就憂了
[00:13:31.260 --> 00:13:33.260]  耶穌說
[00:13:33.260 --> 00:13:35.260]  我是好木人
[00:13:35.260 --> 00:13:37.260]  好木人為羊捨棄生命
[00:13:37.260 --> 00:13:39.260]  你有沒有交托給
[00:13:39.260 --> 00:13:41.260]  這位好木人呢
[00:13:41.260 --> 00:13:43.260]  聖經說
[00:13:43.260 --> 00:13:45.260]  我是好木人
[00:13:45.260 --> 00:13:47.260]  好木人為羊捨棄生命
[00:13:47.260 --> 00:13:49.260]  故宮不是木人
[00:13:49.260 --> 00:13:51.260]  羊不是牠自己
[00:13:51.260 --> 00:13:53.260]  當狼來的時候
[00:13:53.260 --> 00:13:55.260]  牠就叼下羊群逃跑
[00:13:55.260 --> 00:13:57.260]  狼就抓住牠們
[00:13:57.260 --> 00:13:59.260]  趕散牠們
[00:13:59.260 --> 00:14:01.260]  因為那個人
[00:14:01.260 --> 00:14:03.260]  是故宮
[00:14:03.260 --> 00:14:05.260]  並不關心羊群
[00:14:05.260 --> 00:14:07.260]  當耶穌基督
[00:14:07.260 --> 00:14:09.260]  說他自己
[00:14:09.260 --> 00:14:11.260]  好木人的時候
[00:14:11.260 --> 00:14:13.260]  一班以色列人想到什麼呢
[00:14:13.260 --> 00:14:15.260]  我們
[00:14:15.260 --> 00:14:17.260]  或者我自己就聯想到
[00:14:17.260 --> 00:14:19.260]  好的主人
[00:14:19.260 --> 00:14:21.260]  好的寵物的主人
[00:14:21.260 --> 00:14:23.260]  當時以色列人
[00:14:23.260 --> 00:14:25.260]  當耶穌說
[00:14:25.260 --> 00:14:27.260]  我是好木人
[00:14:27.260 --> 00:14:29.260]  他想到什麼呢
[00:14:29.260 --> 00:14:31.260]  或者你看第十九節
[00:14:31.260 --> 00:14:33.260]  你會很奇怪
[00:14:33.260 --> 00:14:35.260]  當耶穌基督說
[00:14:35.260 --> 00:14:36.260]  我是好木人
[00:14:36.260 --> 00:14:37.260]  第十九節怎麼說呢
[00:14:37.260 --> 00:14:39.260]  猶太人就
[00:14:39.260 --> 00:14:41.260]  又起了爭論
[00:14:41.260 --> 00:14:43.260]  爭紛爭
[00:14:43.260 --> 00:14:45.260]  內宗有些人說
[00:14:45.260 --> 00:14:47.260]  他是被鬼附的
[00:14:47.260 --> 00:14:49.260]  他是瘋了的
[00:14:49.260 --> 00:14:51.260]  為什麼我們要聽他說呢
[00:14:51.260 --> 00:14:53.260]  有人說
[00:14:53.260 --> 00:14:55.260]  這個不是鬼附的人所說的話嗎
[00:14:55.260 --> 00:14:57.260]  鬼
[00:14:57.260 --> 00:14:59.260]  豈能叫
[00:14:59.260 --> 00:15:01.260]  乞子的眼睛開呢
[00:15:01.260 --> 00:15:03.260]  當耶穌說
[00:15:03.260 --> 00:15:05.260]  他是好木人
[00:15:05.260 --> 00:15:07.260]  為什麼
[00:15:07.260 --> 00:15:09.260]  他會令到當時的人
[00:15:09.260 --> 00:15:11.260]  有爭議呢
[00:15:11.260 --> 00:15:15.260]  所以
[00:15:15.260 --> 00:15:17.260]  如果你能夠認識舊約的時候
[00:15:17.260 --> 00:15:19.260]  你就會知道
[00:15:19.260 --> 00:15:21.260]  原來當時耶穌說好木人
[00:15:21.260 --> 00:15:23.260]  那幅圖畫
[00:15:23.260 --> 00:15:25.260]  正是在
[00:15:25.260 --> 00:15:27.260]  以西傑書第三十四章裏面
[00:15:27.260 --> 00:15:29.260]  神去預言
[00:15:29.260 --> 00:15:31.260]  到將來
[00:15:31.260 --> 00:15:33.260]  有一位好木人
[00:15:33.260 --> 00:15:35.260]  去出現
[00:15:35.260 --> 00:15:37.260]  去治理以色列國
[00:15:37.260 --> 00:15:39.260]  所以
[00:15:39.260 --> 00:15:41.260]  第廿三節
[00:15:41.260 --> 00:15:43.260]  我必立一位木人
[00:15:43.260 --> 00:15:45.260]  照管他們
[00:15:45.260 --> 00:15:47.260]  牧養他們
[00:15:47.260 --> 00:15:49.260]  就是我們的僕人大衛
[00:15:49.260 --> 00:15:51.260]  當然不是說大衛王
[00:15:51.260 --> 00:15:53.260]  是說大衛王的系列裏面
[00:15:53.260 --> 00:15:55.260]  興起一個公義
[00:15:55.260 --> 00:15:57.260]  又公平的一個君主
[00:15:57.260 --> 00:15:59.260]  去牧養他們
[00:15:59.260 --> 00:16:01.260]  帶領他們
[00:16:01.260 --> 00:16:03.260]  可能就是預言到
[00:16:03.260 --> 00:16:05.260]  這位尼塞亞的降臨
[00:16:05.260 --> 00:16:07.260]  而耶穌基督說
[00:16:07.260 --> 00:16:09.260]  我是好木人
[00:16:09.260 --> 00:16:11.260]  其實耶穌基督就說
[00:16:11.260 --> 00:16:13.260]  我是那位要來的
[00:16:13.260 --> 00:16:15.260]  那位尼塞亞
[00:16:15.260 --> 00:16:17.260]  那個君王
[00:16:17.260 --> 00:16:19.260]  你理想的那個君王
[00:16:19.260 --> 00:16:21.260]  要來管治你們
[00:16:21.260 --> 00:16:23.260]  所以有
[00:16:23.260 --> 00:16:25.260]  解經式學者
[00:16:25.260 --> 00:16:27.260]  他說耶穌是生命的娘
[00:16:27.260 --> 00:16:29.260]  他和舊約的時候
[00:16:29.260 --> 00:16:31.260]  摩西的時代的瑪那
[00:16:31.260 --> 00:16:33.260]  去比較
[00:16:33.260 --> 00:16:35.260]  我比這個舊約的瑪那
[00:16:35.260 --> 00:16:37.260]  更超乘
[00:16:37.260 --> 00:16:39.260]  舊約的瑪那
[00:16:39.260 --> 00:16:41.260]  吃瑪那的人他們都要過去
[00:16:41.260 --> 00:16:43.260]  但是吃我生命娘的人
[00:16:43.260 --> 00:16:45.260]  他能夠得著永恆的生命
[00:16:45.260 --> 00:16:47.260]  超越了
[00:16:47.260 --> 00:16:49.260]  摩西
[00:16:49.260 --> 00:16:51.260]  他說我是世界的光
[00:16:51.260 --> 00:16:53.260]  在第八章的時候
[00:16:53.260 --> 00:16:55.260]  接著耶穌說
[00:16:55.260 --> 00:16:57.260]  還沒有阿伯拉罕就有我
[00:16:57.260 --> 00:16:59.260]  耶穌基督
[00:16:59.260 --> 00:17:01.260]  勝過他們的先祖
[00:17:01.260 --> 00:17:03.260]  勝過他們的國父
[00:17:03.260 --> 00:17:05.260]  勝過阿伯拉罕
[00:17:05.260 --> 00:17:07.260]  現在
[00:17:07.260 --> 00:17:09.260]  耶穌說我是好木人
[00:17:09.260 --> 00:17:11.260]  我就是那個尼塞亞
[00:17:11.260 --> 00:17:13.260]  我就是那個你們期望的
[00:17:13.260 --> 00:17:15.260]  那個救主
[00:17:15.260 --> 00:17:17.260]  神
[00:17:17.260 --> 00:17:19.260]  興起那個僕人
[00:17:19.260 --> 00:17:21.260]  一位合神心意
[00:17:21.260 --> 00:17:23.260]  用公平公義去治理
[00:17:23.260 --> 00:17:25.260]  百姓那個人
[00:17:25.260 --> 00:17:27.260]  我就是那個要來的
[00:17:27.260 --> 00:17:29.260]  王現在來了
[00:17:29.260 --> 00:17:31.260]  耶穌宣稱
[00:17:31.260 --> 00:17:33.260]  他就是好木人
[00:17:33.260 --> 00:17:35.260]  他就是大衛加
[00:17:35.260 --> 00:17:37.260]  來到避神揀選作木人
[00:17:37.260 --> 00:17:39.260]  作尼塞亞
[00:17:39.260 --> 00:17:41.260]  那個的僕人
[00:17:41.260 --> 00:17:43.260]  按福音的作者
[00:17:43.260 --> 00:17:45.260]  告訴我們這位耶穌
[00:17:45.260 --> 00:17:47.260]  是救主
[00:17:47.260 --> 00:17:49.260]  他就是神的兒子
