
[00:00:00.000 --> 00:00:07.000]  今日的講題是我借用了近期在新聞界裏面發生的事件
[00:03:33.400 --> 00:03:34.800]  分三個段落
[00:03:34.800 --> 00:03:36.600]  怎樣是字母詩呢
[00:03:36.600 --> 00:03:38.200]  每一個小段落
[00:03:38.200 --> 00:03:41.600]  一開始就是用希伯來文第一個字母
[00:03:41.600 --> 00:03:42.400]  二章一節
[00:03:42.400 --> 00:03:43.000]  二章五節
[00:03:43.000 --> 00:03:44.400]  二章九節
[00:03:44.400 --> 00:03:46.000]  先上一章
[00:03:46.000 --> 00:03:47.800]  不好意思
[00:03:47.800 --> 00:03:50.200]  用 Aleph 第一個字母
[00:03:50.200 --> 00:03:51.600]  希伯來文的字母
[00:03:51.600 --> 00:03:52.600]  第二個大段
[00:03:52.600 --> 00:03:54.600]  二章十二節
[00:03:54.600 --> 00:03:56.000]  十二節十六節二十節
[00:03:56.000 --> 00:03:58.400]  用另一個字母寫成的
[00:03:58.400 --> 00:03:59.400]  Namek
[00:03:59.400 --> 00:04:00.200]  你想像一下
[00:04:00.200 --> 00:04:02.200]  我們中國人數字
[00:04:02.200 --> 00:04:04.200]  一節十節
[00:04:04.200 --> 00:04:06.400]  有幾節是凡是開始
[00:04:06.400 --> 00:04:07.400]  就用一
[00:04:07.400 --> 00:04:08.000]  一
[00:04:08.000 --> 00:04:09.800]  讀的時候會特別留意
[00:04:09.800 --> 00:04:11.600]  寫到另一部分的時候
[00:04:11.600 --> 00:04:12.600]  又用六
[00:04:12.600 --> 00:04:13.800]  六
[00:04:13.800 --> 00:04:16.000]  你會想他想說什麼呢
[00:04:16.000 --> 00:04:18.000]  這是他的特色
[00:04:18.000 --> 00:04:19.400]  在聖經裏面
[00:04:19.400 --> 00:04:21.000]  其實除了這一章
[00:04:21.000 --> 00:04:23.800]  還有很多經文都是用字母詩
[00:04:23.800 --> 00:04:26.200]  或者好像字母詩那樣寫的
[00:04:26.200 --> 00:04:28.000]  例如剛才看的那一章
[00:04:28.000 --> 00:04:29.200]  曾賢三十一章
[00:04:29.200 --> 00:04:31.400]  我們不知道何時才說到曾賢三十一章
[00:04:31.400 --> 00:04:33.200]  第十節至三十一節
[00:04:33.200 --> 00:04:35.000]  是講財德的婦人
[00:04:35.000 --> 00:04:37.400]  他用字母詩來寫成
[00:04:37.400 --> 00:04:39.000]  如果用英文
[00:04:39.000 --> 00:04:40.200]  A 是第一節
[00:04:40.200 --> 00:04:41.200]  B 是第二節
[00:04:41.200 --> 00:04:42.000]  C 是第三節
[00:04:42.000 --> 00:04:43.800]  一直寫成
[00:04:43.800 --> 00:04:46.600]  還有就是詩篇一百一十九篇
[00:04:46.600 --> 00:04:50.000]  如果做聖經常識問答題
[00:04:50.000 --> 00:04:51.800]  聖經裏面
[00:04:51.800 --> 00:04:53.800]  哪一卷書最長
[00:04:53.800 --> 00:04:55.000]  大英姐妹你要懂得回答
[00:04:55.000 --> 00:04:55.600]  是什麼呢
[00:04:55.600 --> 00:04:56.200]  詩篇
[00:04:56.200 --> 00:04:57.600]  因為一百五十篇
[00:04:57.600 --> 00:05:00.600]  知不知道哪一章最長
[00:05:00.600 --> 00:05:02.200]  哪一章知不知道
[00:05:02.200 --> 00:05:03.400]  一一九
[00:05:03.400 --> 00:05:04.400]  有多少字
[00:05:04.400 --> 00:05:06.000]  為什麼最長
[00:05:06.000 --> 00:05:07.400]  很容易記
[00:05:07.400 --> 00:05:09.800]  二十二個字母
[00:05:09.800 --> 00:05:14.400]  首八句是用第一個字母寫成
[00:05:14.400 --> 00:05:16.600]  之後的八句是用第二個字母寫成
[00:05:16.600 --> 00:05:19.200]  之後的八句是用第三個字母寫成
[00:05:19.200 --> 00:05:22.200]  所以二十二個字母
[00:05:22.200 --> 00:05:24.000]  每個字母寫八句
[00:05:24.000 --> 00:05:25.800]  八乘二十二是多少
[00:05:25.800 --> 00:05:26.800]  一百七十六字
[00:05:26.800 --> 00:05:27.600]  所以你要懂得回答
[00:05:27.600 --> 00:05:30.200]  這個聖經常識問答題
[00:05:30.200 --> 00:05:32.600]  是常識
[00:05:32.600 --> 00:05:34.600]  還有的一卷書就是
[00:05:34.600 --> 00:05:36.000]  耶利米埃哥
[00:05:36.000 --> 00:05:38.000]  我前幾年教過主一學
[00:05:38.000 --> 00:05:39.400]  就是耶利米埃哥
[00:05:39.400 --> 00:05:41.800]  他又是點寫成字母詩
[00:05:41.800 --> 00:05:43.600]  有五章的聖經
[00:05:43.600 --> 00:05:44.600]  除了第三章
[00:05:44.600 --> 00:05:47.600]  其他都是二十二節
[00:05:47.600 --> 00:05:49.800]  第三章都和二十二節有關
[00:05:49.800 --> 00:05:52.600]  之前的每一節有三句
[00:05:52.600 --> 00:05:54.000]  但他很特別
[00:05:54.000 --> 00:05:55.400]  去到第三章的時候
[00:05:55.400 --> 00:05:57.000]  又要吸引你注意
[00:05:57.000 --> 00:05:58.200]  六十六節
[00:05:58.200 --> 00:06:00.400]  但其實每一節只有一句
[00:06:00.400 --> 00:06:01.800]  去到第五章的時候
[00:06:01.800 --> 00:06:04.200]  每一節有多少句
[00:06:04.200 --> 00:06:07.200]  他和二十二節有關
[00:06:07.200 --> 00:06:08.400]  耶利米埃哥很特別
[00:06:08.400 --> 00:06:09.400]  他告訴我們
[00:06:09.400 --> 00:06:11.600]  其實我們的哀傷
[00:06:11.600 --> 00:06:13.000]  都有一些層次
[00:06:13.000 --> 00:06:14.200]  有一些節奏
[00:06:14.200 --> 00:06:15.400]  甚至是在說什麼
[00:06:15.400 --> 00:06:16.600]  一數到二十二的時候
[00:06:16.600 --> 00:06:20.000]  你就知道停了
[00:06:20.000 --> 00:06:21.400]  對我們面對哀傷
[00:06:21.400 --> 00:06:22.600]  很大的鼓勵
[00:06:22.600 --> 00:06:23.800]  也有很大的安慰
[00:06:23.800 --> 00:06:24.600]  又告訴我們
[00:06:24.600 --> 00:06:26.800]  總有終結的時候
[00:06:26.800 --> 00:06:27.600]  這裡說多了
[00:06:27.600 --> 00:06:28.600]  耶利米埃哥希望有機會
[00:06:28.600 --> 00:06:29.600]  再開主一學的時候
[00:06:29.600 --> 00:06:31.000]  頂姊妹來上
[00:06:31.000 --> 00:06:32.800]  作者採用這種格式
[00:06:32.800 --> 00:06:34.200]  是要我們特別留意
[00:06:34.200 --> 00:06:36.400]  他有一些訊息要表達
[00:06:36.400 --> 00:06:37.400]  他在表達什麼呢
[00:06:37.400 --> 00:06:39.200]  六個小段
[00:06:39.200 --> 00:06:41.200]  在這六個小段裡面
[00:06:41.200 --> 00:06:43.200]  作者或者所羅門
[00:06:43.200 --> 00:06:44.800]  他收集的時候
[00:06:44.800 --> 00:06:46.200]  他寫的時候
[00:06:46.200 --> 00:06:47.600]  就叫我們留意什麼呢
[00:06:47.600 --> 00:06:50.200]  二章一節四節
[00:06:50.200 --> 00:06:52.400]  和二章二十節至二十二節
[00:06:52.400 --> 00:06:55.200]  頭和尾是互相呼應的
[00:06:55.200 --> 00:06:56.600]  前文是說
[00:06:56.600 --> 00:06:59.000]  我們要領受並且傳記真理
[00:06:59.000 --> 00:07:00.000]  最後是說
[00:07:00.000 --> 00:07:01.000]  我們不單單領受
[00:07:01.000 --> 00:07:02.600]  傳記並且要怎樣
[00:07:02.600 --> 00:07:05.400]  我們要遵行並且持守真理
[00:07:05.400 --> 00:07:07.200]  中間的四個段落
[00:07:07.200 --> 00:07:08.200]  告訴我們
[00:07:08.200 --> 00:07:09.800]  當我們這樣去領受
[00:07:09.800 --> 00:07:11.800]  傳記追尋的時候
[00:07:11.800 --> 00:07:14.600]  是會帶給我們兩個結果
[00:07:14.600 --> 00:07:16.000]  兩個應許
[00:07:16.000 --> 00:07:17.000]  兩個正面的
[00:07:17.000 --> 00:07:18.400]  兩個消極的
[00:07:18.400 --> 00:07:19.800]  即是說
[00:07:19.800 --> 00:07:21.000]  使我們明白
[00:07:21.000 --> 00:07:22.000]  敬畏耶和華
[00:07:22.000 --> 00:07:23.200]  得以認識神
[00:07:23.200 --> 00:07:24.600]  並且使我們明白
[00:07:24.600 --> 00:07:26.600]  仁義公平正直的道理
[00:07:26.600 --> 00:07:28.600]  第四第五個小段落是
[00:07:28.600 --> 00:07:30.200]  智慧或者真理
[00:07:30.200 --> 00:07:31.200]  是救我們什麼呢
[00:07:31.200 --> 00:07:33.400]  救我們脫離兩種人
[00:07:33.400 --> 00:07:34.600]  第一是惡人
[00:07:34.600 --> 00:07:35.600]  或者惡道
[00:07:35.600 --> 00:07:37.400]  第二是淫婦
[00:07:37.400 --> 00:07:39.400]  我們很少用這些露骨的話
[00:07:39.400 --> 00:07:41.600]  它擺明是要告訴我們
[00:07:41.600 --> 00:07:44.200]  真理是使我們可以脫離
[00:07:44.200 --> 00:07:46.400]  這些惡道和淫婦
[00:07:46.400 --> 00:07:48.200]  我們逐一個小段
[00:07:48.200 --> 00:07:50.200]  來跟頂尖一起思想
[00:07:50.200 --> 00:07:51.400]  和一起分享
[00:07:51.400 --> 00:07:53.600]  一起去學習
[00:07:53.600 --> 00:07:54.800]  第一個小段
[00:07:54.800 --> 00:07:57.400]  領受並且傳記真理
[00:07:57.400 --> 00:07:59.400]  請聽我再讀這四節經文
[00:07:59.400 --> 00:08:01.600]  我而你如果領受我的言語
[00:08:01.600 --> 00:08:03.000]  傳記我的命令
[00:08:03.000 --> 00:08:05.800]  質以聽智慧專心求聰明
[00:08:05.800 --> 00:08:08.000]  呼求明智揚聲求聰明
[00:08:08.000 --> 00:08:10.400]  尋找他如尋找銀紙
[00:08:10.400 --> 00:08:14.200]  搜求他如搜求隱藏的珍寶
[00:08:14.200 --> 00:08:16.400]  這四節經文其實是說
[00:08:16.400 --> 00:08:20.800]  我們對待上帝話語的態度
[00:08:20.800 --> 00:08:24.000]  傳記和領受好像很相似
[00:08:24.000 --> 00:08:26.200]  希伯來文寫的時候好像很重複
[00:08:26.200 --> 00:08:28.400]  但它不是純粹的重複
[00:08:28.400 --> 00:08:30.000]  領受是第一步
[00:08:30.000 --> 00:08:30.800]  就是告訴我們
[00:08:30.800 --> 00:08:31.600]  就像大家這樣
[00:08:31.600 --> 00:08:32.800]  現在我說你聽
[00:08:32.800 --> 00:08:33.800]  是被動的
[00:08:33.800 --> 00:08:34.800]  傳記是怎樣呢
[00:08:34.800 --> 00:08:35.800]  不單單聽了
[00:08:35.800 --> 00:08:38.200]  聽了很快之後就要忘記
[00:08:38.200 --> 00:08:39.000]  你回家
[00:08:39.000 --> 00:08:40.000]  如果有家人問你
[00:08:40.000 --> 00:08:41.000]  今天回崇拜
[00:08:41.000 --> 00:08:42.400]  那句說完說甚麼
[00:08:42.400 --> 00:08:43.600]  哦 忘記了
[00:08:43.600 --> 00:08:44.800]  因為你沒有記在心
[00:08:44.800 --> 00:08:45.800]  聽完就算了
[00:08:45.800 --> 00:08:46.800]  並且要怎樣
[00:08:46.800 --> 00:08:48.000]  它說要傳記
[00:08:48.000 --> 00:08:49.800]  傳記是主動的
[00:08:49.800 --> 00:08:52.000]  它不單單只是停在傳記
[00:08:52.000 --> 00:08:54.000]  第二節到第四節
[00:08:54.000 --> 00:08:56.200]  作者用了很多動詞
[00:08:56.200 --> 00:08:59.000]  繪形繪聲來描述
[00:08:59.000 --> 00:09:02.400]  我們怎樣一方面領受並且傳記
[00:09:02.400 --> 00:09:04.800]  再去到追求
[00:09:04.800 --> 00:09:06.600]  要側耳聽
[00:09:06.600 --> 00:09:08.800]  我們有幾個是側耳聽一些東西
[00:09:08.800 --> 00:09:09.800]  要麼對方說得很小聲
[00:09:09.800 --> 00:09:10.600]  要側耳聽
[00:09:10.600 --> 00:09:13.400]  或者你們很想聽得清楚一點
[00:09:13.400 --> 00:09:14.400]  崇拜
[00:09:14.400 --> 00:09:16.600]  有時我們見到弟兄姊妹都很累
[00:09:16.600 --> 00:09:17.600]  站在一邊 靠後
[00:09:17.600 --> 00:09:21.400]  好像隨時做了一個準備睡覺的狀態
[00:09:21.400 --> 00:09:23.000]  我們會不會積極一點
[00:09:23.000 --> 00:09:23.600]  坐直一點
[00:09:23.600 --> 00:09:24.400]  都會累的
[00:09:24.400 --> 00:09:25.600]  有時弟兄姊妹
[00:09:25.600 --> 00:09:26.800]  譬如今早我見到一個弟兄姊妹
[00:09:26.800 --> 00:09:27.200]  腰骨痛
[00:09:27.200 --> 00:09:29.200]  聽著聽著都要走出去
[00:09:29.200 --> 00:09:30.200]  是側耳聽
[00:09:30.200 --> 00:09:33.600]  表達我們一種聆聽的意欲
[00:09:33.600 --> 00:09:35.000]  專心求
[00:09:35.000 --> 00:09:37.000]  是代表我們一種專注
[00:09:37.000 --> 00:09:38.400]  全心全意的
[00:09:38.400 --> 00:09:39.600]  無論在崇拜也好
[00:09:39.600 --> 00:09:40.400]  甚麼時候也好
[00:09:40.400 --> 00:09:42.000]  我們一心二用的
[00:09:42.000 --> 00:09:43.600]  一邊聽一邊想
[00:09:43.600 --> 00:09:44.600]  一會去哪裡吃飯
[00:09:44.600 --> 00:09:45.600]  不知道有沒有空
[00:09:45.600 --> 00:09:47.600]  或者那些事情還沒做完
[00:09:47.600 --> 00:09:49.000]  但這裡表達的是甚麼
[00:09:49.000 --> 00:09:50.600]  要專心
[00:09:50.600 --> 00:09:53.200]  專心地去求
[00:09:53.200 --> 00:09:54.400]  全心全意
[00:09:54.400 --> 00:09:56.200]  第三是呼求
[00:09:56.200 --> 00:09:57.600]  並且要揚聲求
[00:09:57.600 --> 00:09:59.200]  呼求是在說很想要
[00:09:59.200 --> 00:10:01.600]  喂!我正在尋找真理
[00:10:01.600 --> 00:10:03.400]  我正在尋找智慧
[00:10:03.400 --> 00:10:05.000]  是大聲的
[00:10:05.000 --> 00:10:08.200]  表達那種迫切感
[00:10:08.200 --> 00:10:11.000]  第四是用一個比喻
[00:10:11.000 --> 00:10:12.800]  要尋找真理
[00:10:12.800 --> 00:10:13.600]  尋找智慧
[00:10:13.600 --> 00:10:14.400]  好像甚麼
[00:10:14.400 --> 00:10:15.600]  尋找銀紙
[00:10:15.600 --> 00:10:17.000]  要搜求它
[00:10:17.000 --> 00:10:21.400]  好像搜求隱藏了的珍寶
[00:10:21.400 --> 00:10:22.400]  尋找
[00:10:22.400 --> 00:10:23.800]  搜求
[00:10:23.800 --> 00:10:25.400]  尋找銀紙
[00:10:25.400 --> 00:10:29.200]  搜求這個珍寶
[00:10:29.200 --> 00:10:30.200]  各位姐妹都知道
[00:10:30.200 --> 00:10:32.200]  前陣子我爸爸入院
[00:10:32.200 --> 00:10:35.800]  入院他總是要處理一下
[00:10:35.800 --> 00:10:38.000]  他在家裡的財產
[00:10:38.000 --> 00:10:38.800]  為甚麼呢
[00:10:38.800 --> 00:10:41.600]  老人家很喜歡把錢
[00:10:41.600 --> 00:10:44.400]  一方面有多的就放在銀行
[00:10:44.400 --> 00:10:46.800]  另外那些他要使用的就放在哪裡呢
[00:10:46.800 --> 00:10:47.800]  放在家裡
[00:10:47.800 --> 00:10:48.800]  現在也是這樣
[00:10:48.800 --> 00:10:49.800]  古代也是這樣
[00:10:49.800 --> 00:10:51.400]  把錢藏在襪子裡
[00:10:51.400 --> 00:10:52.800]  藏在床下底
[00:10:52.800 --> 00:10:55.600]  用衣服捲起來
[00:10:55.600 --> 00:10:56.800]  他就
[00:10:56.800 --> 00:10:57.800]  不要公開
[00:10:57.800 --> 00:11:00.000]  他就叫姐姐
[00:11:00.000 --> 00:11:02.400]  你在我房間的抽屜拿鑰匙去找
[00:11:02.400 --> 00:11:04.400]  好像有二萬多元的
[00:11:04.400 --> 00:11:05.600]  這麼多錢在家裡
[00:11:05.600 --> 00:11:06.600]  這麼危險
[00:11:06.600 --> 00:11:08.200]  然後姐姐不搜
[00:11:08.200 --> 00:11:10.200]  由自可一搜
[00:11:10.200 --> 00:11:11.400]  就帶來很多驚喜
[00:11:11.400 --> 00:11:13.200]  在這件衣服找到二千
[00:11:13.200 --> 00:11:14.400]  在這裡找到五百
[00:11:14.400 --> 00:11:15.600]  在那裡又找到
[00:11:15.600 --> 00:11:16.800]  最後找到多少錢呢
[00:11:16.800 --> 00:11:18.200]  找到四萬多
[00:11:18.200 --> 00:11:20.600]  我就說那些錢比我多
[00:11:20.600 --> 00:11:24.000]  爸爸就很好的知道自己有這麼多錢
[00:11:24.000 --> 00:11:25.800]  就在醫院免我一個月
[00:11:25.800 --> 00:11:28.200]  給他的家用
[00:11:28.200 --> 00:11:29.000]  他就是這樣
[00:11:29.000 --> 00:11:30.400]  就是搜尋銀紙
[00:11:30.400 --> 00:11:31.400]  搜尋是代表甚麼
[00:11:31.400 --> 00:11:32.800]  你想找到它
[00:11:32.800 --> 00:11:33.800]  是寶貴的
[00:11:33.800 --> 00:11:35.000]  還要在這裡說
[00:11:35.000 --> 00:11:35.600]  搜尋
[00:11:35.600 --> 00:11:36.400]  就是尋找銀紙
[00:11:36.400 --> 00:11:38.200]  搜尋珍寶
[00:11:38.200 --> 00:11:39.200]  以前的人也是
[00:11:39.200 --> 00:11:40.600]  很多家裝各樣的東西
[00:11:40.600 --> 00:11:42.200]  現在就說放在保險箱
[00:11:42.200 --> 00:11:43.000]  銀行安全
[00:11:43.000 --> 00:11:44.600]  以前銀行不安全的時候
[00:11:44.600 --> 00:11:45.600]  放在哪裡呢
[00:11:45.600 --> 00:11:46.200]  也是
[00:11:46.200 --> 00:11:47.000]  放在床下底也好
[00:11:47.000 --> 00:11:47.600]  放在甚麼呢
[00:11:47.600 --> 00:11:50.200]  有些人是放在地底
[00:11:50.200 --> 00:11:52.000]  不知道何時回來找
[00:11:52.000 --> 00:11:53.600]  又或者怕別人找到
[00:11:53.600 --> 00:11:55.200]  或者得來的財產
[00:11:55.200 --> 00:11:56.600]  珠寶可能也不見得光
[00:11:56.600 --> 00:11:58.000]  不知道何時才能用
[00:11:58.000 --> 00:11:58.800]  就收起來
[00:11:58.800 --> 00:12:01.000]  總之在樹上綁個記號
[00:12:01.000 --> 00:12:02.600]  第二天挖挖挖
[00:12:02.600 --> 00:12:03.800]  或者那些寶藏
[00:12:03.800 --> 00:12:05.200]  那些大盜
[00:12:05.200 --> 00:12:06.600]  劫富濟貧那些
[00:12:06.600 --> 00:12:08.800]  收起來在山洞裡找
[00:12:08.800 --> 00:12:10.800]  有一套電影叫《盜墓迷城》
[00:12:10.800 --> 00:12:11.400]  就是這樣
[00:12:11.400 --> 00:12:12.800]  你要搜尋它
[00:12:12.800 --> 00:12:13.800]  賠償性命
[00:12:13.800 --> 00:12:15.600]  你也要找到它
[00:12:15.600 --> 00:12:16.800]  賠償多少代價
[00:12:16.800 --> 00:12:18.000]  你也要找到它
[00:12:18.000 --> 00:12:19.000]  就是這樣的態度
[00:12:19.000 --> 00:12:19.800]  對真理
[00:12:19.800 --> 00:12:21.600]  或者最近發生的事件
[00:12:21.600 --> 00:12:25.000]  我們要找回失蹤的客機
[00:12:25.000 --> 00:12:27.000]  運用多少的人力物力
[00:12:27.000 --> 00:12:28.600]  都要找到它為止
[00:12:28.600 --> 00:12:31.600]  因為這個很重要的
[00:12:31.600 --> 00:12:32.400]  對真理
[00:12:32.400 --> 00:12:35.800]  原來要是這樣
[00:12:35.800 --> 00:12:37.600]  有關神的說話
[00:12:37.600 --> 00:12:39.000]  其實記得
[00:12:39.000 --> 00:12:41.400]  首先不是神學院的老師
[00:12:41.400 --> 00:12:43.000]  或者我們全能人的專利
[00:12:43.000 --> 00:12:44.800]  怎麼會只要努力地追求
[00:12:44.800 --> 00:12:46.000]  我們也得到
[00:12:46.000 --> 00:12:47.600]  但在我們努力追求的時候
[00:12:47.600 --> 00:12:49.400]  真的不是我們隨手可得
[00:12:49.400 --> 00:12:51.400]  不是不費吹灰之力
[00:12:51.400 --> 00:12:52.600]  一說你就明白
[00:12:52.600 --> 00:12:54.600]  以前去西藏旅行
[00:12:54.600 --> 00:12:56.600]  他們唸經是怎樣呢?
[00:12:56.600 --> 00:12:57.400]  掛在這裡
[00:12:57.400 --> 00:13:00.000]  一風吹就讀了一章
[00:13:00.000 --> 00:13:01.200]  吹一篇讀一篇
[00:13:01.200 --> 00:13:02.000]  我經常說
[00:13:02.000 --> 00:13:02.800]  打開風扇
[00:13:02.800 --> 00:13:04.400]  吹這個聖經等於讀完了
[00:13:04.400 --> 00:13:06.000]  多快多開心
[00:13:06.000 --> 00:13:07.200]  不行的
[00:13:07.200 --> 00:13:08.800]  是要我們付代價的
[00:13:08.800 --> 00:13:11.400]  你看到他們這樣的領受傳記
[00:13:11.400 --> 00:13:14.400]  並且要來搜尋是付代價的
[00:13:14.400 --> 00:13:15.600]  最近有一個姐妹
[00:13:15.600 --> 00:13:17.400]  跟我們分享她的靈修習慣
[00:13:17.400 --> 00:13:19.600]  早前,一個月前
[00:13:19.600 --> 00:13:20.400]  我說對了
[00:13:20.400 --> 00:13:21.400]  我說第二章的時候
[00:13:21.400 --> 00:13:24.800]  就說我們如何努力追尋上帝的說話
[00:13:24.800 --> 00:13:27.800]  問她拿一些手稿來
[00:13:27.800 --> 00:13:31.200]  做一個今天講道的例子
[00:13:31.200 --> 00:13:33.200]  就是她每天抄聖經
[00:13:33.200 --> 00:13:34.200]  我叫她拍張照片
[00:13:34.200 --> 00:13:35.600]  看她抄
[00:13:35.600 --> 00:13:37.600]  因為她說怕越來越不記得
[00:13:37.600 --> 00:13:40.000]  靈修的時候好像讀完就不記得了
[00:13:40.000 --> 00:13:41.600]  不知道自己讀過什麼
[00:13:41.600 --> 00:13:42.800]  抄
[00:13:42.800 --> 00:13:44.600]  抄了一天就只有一天
[00:13:44.600 --> 00:13:46.200]  抄了一章就只有一章
[00:13:46.200 --> 00:13:47.200]  希望是怎樣呢?
[00:13:47.200 --> 00:13:49.000]  潛移默化的
[00:13:49.000 --> 00:13:50.600]  讓自己記得
[00:13:50.600 --> 00:13:51.800]  她短孫的時候
[00:13:51.800 --> 00:13:53.800]  剛好跟我們一起去柬埔寨短孫
[00:13:53.800 --> 00:13:54.800]  我也不知道
[00:13:54.800 --> 00:13:55.800]  短孫的時候也有抄
[00:13:55.800 --> 00:13:57.400]  她同房跟我們分享
[00:13:57.400 --> 00:13:58.600]  真的很佩服
[00:13:58.600 --> 00:14:00.600]  一個媽媽級的
