
[00:00:00.000 --> 00:00:03.600]  第二位姐妹 今天是今年的第一個主日
[00:01:24.300 --> 00:01:28.700]  8月1號青少年牧師Rex正式上任了
[00:01:28.700 --> 00:01:29.700]  第四
[00:01:29.700 --> 00:01:33.100]  9月3號到4號小組長退休會
[00:01:33.100 --> 00:01:35.700]  也許你說小組長退休有什麼大不了
[00:01:35.700 --> 00:01:36.400]  No No
[00:01:36.400 --> 00:01:40.600]  你知道上一次小組長退休會是12年前
[00:01:40.600 --> 00:01:42.100]  所以真的很不容易
[00:01:42.100 --> 00:01:44.600]  所以我們一定要講一下
[00:01:44.600 --> 00:01:45.500]  第五
[00:01:45.500 --> 00:01:47.600]  我們看見9月10號
[00:01:47.600 --> 00:01:50.300]  生命和基金會十週年慶祝
[00:01:50.300 --> 00:01:53.200]  哇 基金會也十年了
[00:01:53.200 --> 00:01:54.700]  第六
[00:01:54.700 --> 00:01:58.600]  10月8號生命和職堂二十週年
[00:01:58.600 --> 00:02:02.900]  因爲10月8號我們在奧蘭多分堂
[00:02:02.900 --> 00:02:05.900]  爲他們舉辦了二十週年的慶祝儀式
[00:02:05.900 --> 00:02:07.700]  奧蘭多是我們第一間分堂
[00:02:07.700 --> 00:02:11.100]  可見得我們教會職堂也二十週年了
[00:02:11.100 --> 00:02:12.800]  第七
[00:02:12.800 --> 00:02:16.700]  兒童部Nursery的擴建工程完工
[00:02:16.700 --> 00:02:18.100]  第八
[00:02:18.100 --> 00:02:21.700]  優勢頻道自制節目Ronnie and Justin
[00:02:21.700 --> 00:02:26.400]  榮獲了中美電視節獎的最佳紀錄片獎
[00:02:26.400 --> 00:02:27.800]  第九
[00:02:27.800 --> 00:02:32.400]  第八張敬拜專輯Shakina Glory出版
[00:02:32.400 --> 00:02:34.000]  第十
[00:02:34.000 --> 00:02:37.000]  神賜下美好的健康天氣跟經濟大環境
[00:02:37.000 --> 00:02:38.500]  Hallelujah
[00:02:38.500 --> 00:02:43.200]  向榮耀歸給我們的神
[00:02:43.200 --> 00:02:44.900]  面對着2018年
[00:02:44.900 --> 00:02:49.500]  我相信神要帶領我們進入一個新的季節當中
[00:02:49.500 --> 00:02:51.700]  就好像當春雨降臨
[00:02:51.700 --> 00:02:54.400]  你就知道春季就要來臨
[00:02:54.400 --> 00:02:56.200]  當秋雨降臨
[00:02:56.200 --> 00:02:59.200]  你就知道秋季將要來臨
[00:02:59.200 --> 00:03:02.100]  同樣在屬靈的季節當中
[00:03:02.100 --> 00:03:07.300]  當你看見神降下一個突破的恩高的時候
[00:03:07.300 --> 00:03:12.300]  就代表着神新的季節要來到我們中間
[00:03:12.300 --> 00:03:15.100]  所以讓我們準備好
[00:03:15.100 --> 00:03:17.400]  因爲當新的季節來到的時候
[00:03:17.400 --> 00:03:20.700]  一切都會不再一樣的
[00:03:20.700 --> 00:03:22.500]  那你說在2018年
[00:03:22.500 --> 00:03:27.600]  神帶領我們教會進入到怎麼樣新的季節當中呢
[00:03:27.600 --> 00:03:29.200]  三方面
[00:03:29.200 --> 00:03:29.900]  第一個
[00:03:29.900 --> 00:03:34.200]  我們相信神要帶領我們進入一個恢復的季節當中
[00:03:34.200 --> 00:03:38.400]  跟你們好像說進入恢復的季節
[00:03:38.400 --> 00:03:42.500]  你知道當神要帶領我們進入新的季節的時候
[00:03:42.500 --> 00:03:46.300]  首先神一定要來做恢復的工作
[00:03:46.300 --> 00:03:47.400]  爲什麼
[00:03:47.400 --> 00:03:51.200]  因爲我們人常常就是活在過去的裏面
[00:03:51.200 --> 00:03:54.900]  我們很習慣於過去的方式
[00:03:54.900 --> 00:03:57.500]  以及過去的生活環境
[00:03:57.500 --> 00:03:59.900]  以至於我們不大願意改變
[00:03:59.900 --> 00:04:02.400]  來進入神的工作當中
[00:04:02.400 --> 00:04:07.400]  或者我們會活在過去的失敗跟挫折當中
[00:04:07.400 --> 00:04:10.600]  我們也不敢再期待
[00:04:10.600 --> 00:04:14.300]  神在我們生命當中做什麼新的事情
[00:04:14.300 --> 00:04:18.200]  所以當神要帶領我們進入新的季節之前
[00:04:18.200 --> 00:04:20.000]  神一定要做第一個工作
[00:04:20.000 --> 00:04:22.200]  就是恢復的工作
[00:04:22.200 --> 00:04:24.700]  你說恢復什麼呢
[00:04:24.700 --> 00:04:28.500]  第一個就是恢復我們屬靈的飢渴
[00:04:28.500 --> 00:04:32.500]  跟你們好像說恢復我們屬靈的飢渴
[00:04:32.500 --> 00:04:36.300]  你知道一個屬靈的飢渴
[00:04:36.300 --> 00:04:41.400]  就是神要帶領我們進入新的季節一個徵兆
[00:04:41.400 --> 00:04:44.800]  那是一個神放在我們心中的渴望
[00:04:44.800 --> 00:04:48.200]  渴望能夠更多來經歷神
[00:04:48.200 --> 00:04:50.300]  我相信當我們進入2018年的時候
[00:04:50.300 --> 00:04:54.400]  第二年你多多少少心中會有一些期待
[00:04:54.400 --> 00:05:00.400]  特別是當你看見Shakina Glory建電工程不斷在進行的時候
[00:05:00.400 --> 00:05:03.600]  特別當你想到在今年的夏天
[00:05:03.600 --> 00:05:05.600]  這個工程就要完畢的時候
[00:05:05.600 --> 00:05:10.000]  難道你心中不有一些新的期待嗎
[00:05:10.000 --> 00:05:14.000]  難道你不期待新的事情會發生嗎
[00:05:14.000 --> 00:05:17.400]  我們就看見一個新的渴望
[00:05:17.400 --> 00:05:19.900]  就是一個新的季節的一個徵兆
[00:05:19.900 --> 00:05:20.900]  但第二年我告訴你
[00:05:20.900 --> 00:05:24.900]  光是期待新的事情是不夠的
[00:05:24.900 --> 00:05:27.200]  我們要渴慕更多
[00:05:27.200 --> 00:05:31.200]  我們要渴慕神同在的彰顯
[00:05:31.200 --> 00:05:35.400]  事實上你看見我們整個Shakina Glory建電工程
[00:05:35.400 --> 00:05:41.200]  就是從這一種對神同在的渴望開始的
[00:05:41.200 --> 00:05:44.200]  我們渴望更多的經歷神
[00:05:44.200 --> 00:05:48.000]  我們渴望神的榮耀同在彰顯在我們中間
[00:05:48.000 --> 00:05:52.900]  你還記得Mike Jacobs在我們20週年慶典的時候
[00:05:52.900 --> 00:05:55.200]  他爲我們發出了一個預言
[00:05:55.200 --> 00:05:56.400]  他說主說
[00:05:56.400 --> 00:06:00.200]  If you build it, I will fill it with my glory
[00:06:00.200 --> 00:06:03.100]  主說如果你把這聖殿建造起來
[00:06:03.100 --> 00:06:06.000]  我就要用我的榮耀充滿這殿
[00:06:06.000 --> 00:06:09.300]  你們這是我們心中的渴望
[00:06:09.300 --> 00:06:11.400]  我們不但渴望新的事情
[00:06:11.400 --> 00:06:14.300]  我們渴望神的同在能夠彰顯出來
[00:06:14.300 --> 00:06:16.900]  因爲只有當神的同在彰顯出來的時候
[00:06:16.900 --> 00:06:20.000]  我們心靈才能夠得到真實的滿足
[00:06:20.000 --> 00:06:23.700]  我們的生命才能得到真正的改變
[00:06:23.700 --> 00:06:26.300]  但另外不但是渴慕神的同在
[00:06:26.300 --> 00:06:30.100]  我們更是渴慕神能力的彰顯
[00:06:30.100 --> 00:06:32.400]  因爲今天這個世代弟兄姐妹
[00:06:32.400 --> 00:06:34.300]  不但是需要神的真理
[00:06:34.300 --> 00:06:34.900]  我告訴你
[00:06:34.900 --> 00:06:39.700]  今天這個世代更需要看見神的作爲來
[00:06:39.700 --> 00:06:43.800]  今天這個世代已經聽太多所謂的大道理
[00:06:43.800 --> 00:06:46.300]  聽太多所謂的教條
[00:06:46.300 --> 00:06:49.700]  這個世代已經厭煩這種教條
[00:06:49.700 --> 00:06:54.200]  這個世代需要看見的是神的作爲來
[00:06:54.200 --> 00:06:57.400]  只有當他們親眼看見神的作爲的時候
[00:06:57.400 --> 00:07:02.700]  他們的心就無可推諉承認耶穌基督是主
[00:07:02.700 --> 00:07:07.300]  他們的心纔會降服來歸向這位真神的
[00:07:07.300 --> 00:07:11.800]  事實上這也是初代教會傳福音的方式不是嗎
[00:07:11.800 --> 00:07:12.600]  初代教會
[00:07:12.600 --> 00:07:13.100]  我告訴你
[00:07:13.100 --> 00:07:16.200]  不但傳講神國的道
[00:07:16.200 --> 00:07:21.800]  事實上神也用神蹟奇事印證所傳的道
[00:07:21.800 --> 00:07:26.500]  所以你看見他們傳福音大有果效嗎
[00:07:26.500 --> 00:07:29.100]  今天我們心就要來渴慕神
[00:07:29.100 --> 00:07:30.300]  不但是渴慕是的
[00:07:30.300 --> 00:07:32.100]  是會有新的事情
[00:07:32.100 --> 00:07:33.900]  但我們更深的渴慕
[00:07:33.900 --> 00:07:35.500]  渴慕神的同在
[00:07:35.500 --> 00:07:38.600]  渴慕神能力的彰顯
[00:07:38.600 --> 00:07:42.300]  就是恢復我們對他的信心跟熱情
[00:07:42.300 --> 00:07:48.200]  相信他今天仍要在我們中間做偉大奇妙的工作
[00:07:48.200 --> 00:07:50.500]  所以第一個恢復我們屬靈的飢渴
[00:07:50.500 --> 00:07:54.200]  第二個要恢復我們手中的侍奉
[00:07:54.200 --> 00:07:58.500]  跟你們說恢復我們手中的侍奉
[00:07:58.500 --> 00:08:01.300]  神不但要來恢復我們屬靈的胃口
[00:08:01.300 --> 00:08:02.100]  這是很重要
[00:08:02.100 --> 00:08:03.400]  如果沒有屬靈的胃口
[00:08:03.400 --> 00:08:05.400]  你沒辦法做什麼
[00:08:05.400 --> 00:08:06.700]  但是神更重要
[00:08:06.700 --> 00:08:08.200]  我們重新站立起來
[00:08:08.200 --> 00:08:10.300]  不但胃口要被打開
[00:08:10.300 --> 00:08:11.900]  也要重新站立起來
[00:08:11.900 --> 00:08:14.300]  與神來同宮了
[00:08:14.300 --> 00:08:16.900]  今天也許仇敵在過去
[00:08:16.900 --> 00:08:22.000]  曾經在我們生命當中奪去我們生命當中火熱的靈
[00:08:22.000 --> 00:08:24.300]  也許仇敵在過去
[00:08:24.300 --> 00:08:29.300]  在我們生命當中曾經叫我們軟弱跌倒失敗
[00:08:29.300 --> 00:08:34.700]  很多時候我看見很多的基督徒常常活在羞愧當中
[00:08:34.700 --> 00:08:39.500]  被魔鬼撒旦的控告所捆綁
[00:08:39.500 --> 00:08:43.400]  以至於我們不願意再起來侍奉神
[00:08:43.400 --> 00:08:46.800]  或者我們不敢再起來侍奉神
[00:08:46.800 --> 00:08:50.300]  但第二個今天當神帶領我們進入一個新的季節的時候
[00:08:50.300 --> 00:08:55.700]  你要明白今天我們就活在一個新的屬靈的時間裏面
[00:08:55.700 --> 00:08:58.400]  在神新的屬靈的時間裏面
[00:08:58.400 --> 00:09:01.300]  神要做新的工作
[00:09:01.300 --> 00:09:05.300]  給你們說神要做新的工作
[00:09:05.300 --> 00:09:11.000]  你還記得有一次當主耶穌呼召一個門徒來跟從他的時候
[00:09:11.000 --> 00:09:12.800]  主對這個門徒說
[00:09:12.800 --> 00:09:17.300]  讓死人去埋葬死人吧
[00:09:17.300 --> 00:09:19.200]  什麼意思
[00:09:19.200 --> 00:09:24.600]  那個意思就是讓過去成爲過去吧
[00:09:24.600 --> 00:09:31.500]  不要再把你的過去帶進到神新的日子裏面
[00:09:31.500 --> 00:09:34.600]  因爲今天如果一個人永遠活在過去當中
[00:09:34.600 --> 00:09:37.100]  他永遠無法面對現實
[00:09:37.100 --> 00:09:40.000]  他的生命永遠不可能成長
[00:09:40.000 --> 00:09:45.200]  同樣今天如果你的眼光永遠停留在過去
[00:09:45.200 --> 00:09:49.900]  你就無法進入神新的工作當中
[00:09:49.900 --> 00:09:51.600]  第二個你今天需要明白
[00:09:51.600 --> 00:09:56.200]  神已經帶領我們進入一個新的季節裏面
[00:09:56.200 --> 00:09:59.700]  在新的季節所謂季節的改變
[00:09:59.700 --> 00:10:03.000]  新的季節跟新的工作是不一樣的
[00:10:03.000 --> 00:10:05.200]  當新的季節一來
[00:10:05.200 --> 00:10:07.200]  一切都不再一樣了
[00:10:07.200 --> 00:10:09.300]  不是season change
[00:10:09.300 --> 00:10:11.500]  everything change
[00:10:11.500 --> 00:10:15.700]  無論以前你有多少的失敗跟挫折
[00:10:15.700 --> 00:10:18.000]  灰心與失望
[00:10:18.000 --> 00:10:20.800]  我們看見約爾書第二章第25節裏面
[00:10:20.800 --> 00:10:22.200]  主在這裏說什麼
[00:10:22.200 --> 00:10:24.700]  主說我打發到你們中間的大軍隊
[00:10:24.700 --> 00:10:27.000]  就是蝗蟲、南子、馬紮、繭蟲
[00:10:27.000 --> 00:10:28.500]  那些人所喫的
[00:10:28.500 --> 00:10:31.000]  主說我要補還給你們
[00:10:31.000 --> 00:10:32.200]  Hallelujah
[00:10:32.200 --> 00:10:35.400]  換作神要在我們做恢復的工作
[00:10:35.400 --> 00:10:38.000]  無論過去仇敵在我們生命當中
[00:10:38.000 --> 00:10:39.900]  搶奪去的是什麼
[00:10:39.900 --> 00:10:42.400]  神說我要補還給你們
[00:10:42.400 --> 00:10:43.700]  Hallelujah
[00:10:43.700 --> 00:10:45.700]  這爲什麼你要再一次
[00:10:45.700 --> 00:10:48.600]  把你下垂的手、發酸的腿
[00:10:48.600 --> 00:10:50.400]  重新挺起來
[00:10:50.400 --> 00:10:53.600]  重新站立起來來侍奉神
[00:10:53.600 --> 00:10:57.500]  因爲神要恢復你手中的侍奉
[00:10:57.500 --> 00:11:01.900]  讓你親自看見那侍奉的果效的
[00:11:01.900 --> 00:11:02.800]  Amen
[00:11:02.800 --> 00:11:04.400]  所以我們看見第一個
[00:11:04.400 --> 00:11:06.100]  我們看見神要帶領我們
[00:11:06.100 --> 00:11:09.800]  進入一個恢復的季節裏面
[00:11:09.800 --> 00:11:10.600]  第二
[00:11:10.600 --> 00:11:12.400]  神要帶領我們進入一個
[00:11:12.400 --> 00:11:13.800]  突破的季節裏面
[00:11:13.800 --> 00:11:15.400]  跟你們說要進入一個突破的季節
[00:11:15.400 --> 00:11:18.400]  跟他說
[00:11:18.400 --> 00:11:19.800]  怎麼知道呢
[00:11:19.800 --> 00:11:21.900]  因爲神已經在我們中間
[00:11:21.900 --> 00:11:25.400]  降下了突破的恩高嘛
[00:11:25.400 --> 00:11:27.000]  你千萬不要以爲說
[00:11:27.000 --> 00:11:29.500]  那個Shakina突破的恩高
[00:11:29.500 --> 00:11:31.300]  是不是已經停止了
[00:11:31.300 --> 00:11:33.100]  No no no no no
[00:11:33.100 --> 00:11:36.600]  只要我們看見加州的天氣還這麼好
[00:11:36.600 --> 00:11:38.600]  我女兒在紐約上班
[00:11:38.600 --> 00:11:40.400]  她告訴我上個禮拜
[00:11:40.400 --> 00:11:43.200]  紐約的溫度是10度以下
[00:11:43.200 --> 00:11:45.000]  低於10度
[00:11:45.000 --> 00:11:50.000]  你知道華氏30度就是攝氏零度了
[00:11:50.000 --> 00:11:51.300]  它是低於10度
[00:11:51.300 --> 00:11:54.100]  我說那不是跟蒙古差不多了
[00:11:54.100 --> 00:11:55.200]  但我們在這裏
[00:11:55.200 --> 00:11:56.300]  今年到如今
[00:11:56.300 --> 00:11:57.800]  雖然下一點點雨
[00:11:57.800 --> 00:11:59.100]  我們還是覺得
[00:11:59.100 --> 00:12:01.900]  出去也不需要穿什麼太透洞的衣服
[00:12:01.900 --> 00:12:03.800]  昨天我出去的時候還看見
[00:12:03.800 --> 00:12:07.500]  有人搶着坐在外面喫飯跟喝咖啡
[00:12:07.500 --> 00:12:08.700]  一月了
[00:12:08.700 --> 00:12:12.400]  還要坐在外面喫飯喝咖啡
[00:12:12.400 --> 00:12:13.800]  只要你看看天氣
[00:12:13.800 --> 00:12:16.500]  我們就要來宣告Shakina Glory
[00:12:16.500 --> 00:12:19.700]  突破恩高已經降臨了
[00:12:19.700 --> 00:12:22.200]  只要我們看看經濟大環境
[00:12:22.200 --> 00:12:23.300]  一過完年
[00:12:23.300 --> 00:12:26.400]  股票又漲超過兩萬五千點
[00:12:26.400 --> 00:12:27.700]  以前我很少注意股票的
[00:12:27.700 --> 00:12:29.500]  我告訴你
[00:12:29.500 --> 00:12:32.000]  因爲我自己也沒有股票
[00:12:32.000 --> 00:12:34.100]  但現在每天看見股票上漲
[00:12:34.100 --> 00:12:36.500]  我就感謝讚美神了
[00:12:36.500 --> 00:12:38.800]  神真的爲我們預備一個
[00:12:38.800 --> 00:12:41.700]  這麼好的奉獻大環境
[00:12:41.700 --> 00:12:45.800]  讓弟兄姐妹奉獻不必作難
[00:12:45.800 --> 00:12:46.900]  這是何等大的恩典
[00:12:46.900 --> 00:12:48.600]  think about it
[00:12:48.600 --> 00:12:52.000]  沒有讓你奉獻覺得割肉一樣
[00:12:52.000 --> 00:12:55.300]  讓你奉獻不必作難
[00:12:55.300 --> 00:12:56.600]  這是何等的恩典
[00:12:56.600 --> 00:12:59.100]  think about it
[00:12:59.100 --> 00:13:00.700]  所以我看見神正帶領我們
[00:13:00.700 --> 00:13:04.900]  進入一個突破的季節當中
[00:13:04.900 --> 00:13:06.600]  不只是突破
[00:13:06.600 --> 00:13:08.500]  而且我們說Shakina Glory
[00:13:08.500 --> 00:13:09.700]  突破的很特別
[00:13:09.700 --> 00:13:14.200]  是一個快速成就的恩典降臨在我們中間
[00:13:14.200 --> 00:13:17.400]  我們在過去聽到非常多弟兄姐妹
[00:13:17.400 --> 00:13:21.100]  看見神突破的恩典忽然間降臨
[00:13:21.100 --> 00:13:21.700]  當然也許你說
[00:13:21.700 --> 00:13:23.700]  爲什麼還沒有在我身上呢
[00:13:23.700 --> 00:13:25.900]  爲什麼還沒有經歷到呢
[00:13:25.900 --> 00:13:26.700]  弟兄姐妹有些時候
[00:13:26.700 --> 00:13:30.500]  神的應許看起來有些遲延
[00:13:30.500 --> 00:13:31.300]  但是我告訴你
[00:13:31.300 --> 00:13:34.300]  卻不是不能成就的
[00:13:34.300 --> 00:13:37.900]  今天當你感覺到神的應許遲延的時候
[00:13:37.900 --> 00:13:39.900]  你要怎麼辦呢
[00:13:39.900 --> 00:13:42.700]  基本來說十章第三十五到三十七節
[00:13:42.700 --> 00:13:45.000]  我們看是非常好的教導在這裏
[00:13:45.000 --> 00:13:46.900]  我們一同來唸這本聖經
[00:13:46.900 --> 00:13:50.200]  所以你不可丟棄勇敢的心
[00:13:50.200 --> 00:13:53.400]  存這樣的心必得大賞賜
[00:13:53.400 --> 00:13:55.000]  你們必須忍耐
[00:13:55.000 --> 00:13:57.400]  使你們行完了神的旨意
[00:13:57.400 --> 00:14:00.900]  就可以得到所應許的三十七節
[00:14:00.900 --> 00:14:03.300]  因爲還有一點點時候
[00:14:03.300 --> 00:14:05.100]  那要來的就來
[00:14:05.100 --> 00:14:06.700]  並不遲延
[00:14:06.700 --> 00:14:07.400]  三方面
[00:14:07.400 --> 00:14:09.500]  第一個不可丟棄勇敢的心
[00:14:09.500 --> 00:14:13.000]  跟你們說不可丟棄勇敢的心
[00:14:13.000 --> 00:14:14.800]  什麼是勇敢的心
[00:14:14.800 --> 00:14:15.300]  我告訴你
[00:14:15.300 --> 00:14:20.800]  勇敢的心就是一個堅持到底的信心
[00:14:20.800 --> 00:14:23.700]  堅持到底的信心
[00:14:23.700 --> 00:14:27.700]  那就無論你眼見的環境是如何
[00:14:27.700 --> 00:14:30.200]  你仍然選擇相信
[00:14:30.200 --> 00:14:34.700]  神能夠在你的曠野當中爲你開路
[00:14:34.700 --> 00:14:39.200]  無論你眼見是多麼不可能的事實
[00:14:39.200 --> 00:14:41.500]  你仍然選擇相信
[00:14:41.500 --> 00:14:47.800]  神能夠在你的沙漠當中爲你開江河
[00:14:47.800 --> 00:14:50.700]  這些年在我侍奉當中
[00:14:50.700 --> 00:14:55.500]  我就是有這種堅持到底的信心
[00:14:55.500 --> 00:14:58.300]  我還記得最近優勢
[00:14:58.300 --> 00:15:02.000]  在製作一個新的節目叫《誰來做客》
[00:15:02.000 --> 00:15:04.600]  第一集他們就訪問我
[00:15:04.600 --> 00:15:05.200]  很特別
[00:15:05.200 --> 00:15:08.200]  他們訪問我不是談到教會的士工
[00:15:08.200 --> 00:15:10.500]  談到宣教的士工
[00:15:10.500 --> 00:15:15.000]  他們訪問我就是關於我做一個父親
[00:15:15.000 --> 00:15:16.000]  很personal
[00:15:16.000 --> 00:15:17.200]  做一個父親
[00:15:17.200 --> 00:15:19.800]  我怎麼走過這條路
[00:15:19.800 --> 00:15:21.200]  爲了增加果效
[00:15:21.200 --> 00:15:25.400]  他們首先訪問我兩個女兒
[00:15:25.400 --> 00:15:30.800]  問他們對父親印象最深刻的一件事情是什麼
[00:15:30.800 --> 00:15:32.400]  當我看這個節目的時候
[00:15:32.400 --> 00:15:33.300]  禮拜五晚上
[00:15:33.300 --> 00:15:36.000]  我很驚訝地發現
[00:15:36.000 --> 00:15:42.500]  我兩個女兒竟然異口同聲說出來
[00:15:42.500 --> 00:15:48.800]  她說我們的父親就是有一個堅持到底的信心跟毅力
[00:15:48.800 --> 00:15:50.000]  哇
[00:15:50.000 --> 00:15:52.300]  如果這是從我兩個女兒口中講出來的
[00:15:52.300 --> 00:16:00.300]  這必然是真的
[00:16:00.300 --> 00:16:05.600]  我就看見就是因爲這種堅持到底的信心跟毅力
[00:16:05.600 --> 00:16:11.200]  幫助我走過多少人生當中的高山低谷
[00:16:11.200 --> 00:16:16.300]  走過多少人生當中的挫折跟失望
[00:16:16.300 --> 00:16:19.300]  甚至在教養兒女的事情上
[00:16:19.300 --> 00:16:24.000]  我因此也經歷到神翻轉的神蹟
[00:16:24.000 --> 00:16:26.200]  很多人不知道我兩個女兒的故事
[00:16:26.200 --> 00:16:27.500]  但是真的
[00:16:27.500 --> 00:16:29.800]  我兩個女兒今天能夠這樣的地步
[00:16:29.800 --> 00:16:32.900]  真的我經歷到神翻轉的神蹟
[00:16:32.900 --> 00:16:34.800]  如果你有機會看這個訪問
[00:16:34.800 --> 00:16:36.800]  我真的鼓勵你去優勢看一下
[00:16:36.800 --> 00:16:40.700]  特別是如果你有青少年的兒女的父母們
[00:16:40.700 --> 00:16:43.800]  這一集一定會對你非常有幫助
[00:16:43.800 --> 00:16:49.600]  所以今天當你面對人生中的失望跟挫折的時候
[00:16:49.600 --> 00:16:50.300]  我告訴你
[00:16:50.300 --> 00:16:55.700]  真的需要這一種堅持到底的信心
[00:16:55.700 --> 00:16:58.900]  只有這種堅持到底的信心
[00:16:58.900 --> 00:17:03.400]  能夠幫助你看見那個不能看見的
[00:17:03.400 --> 00:17:07.100]  能夠去完成那個不能完成的
[00:17:07.100 --> 00:17:12.600]  To see the invisible to do the impossible
[00:17:12.600 --> 00:17:16.900]  只有你有這種堅持到底的信心
[00:17:16.900 --> 00:17:22.700]  你才能夠經歷到神得聖的恩典
[00:17:22.700 --> 00:17:23.900]  第二
[00:17:23.900 --> 00:17:25.900]  要忍耐行完神的旨意
[00:17:25.900 --> 00:17:29.500]  給你們忍耐行完神的旨意
[00:17:29.500 --> 00:17:32.000]  爲什麼有時候神會食言
[00:17:32.000 --> 00:17:34.900]  神在三十六節給我們很好的答案
[00:17:34.900 --> 00:17:39.900]  就是爲了等我們能夠行完了神的旨意
[00:17:39.900 --> 00:17:44.900]  因爲有時候神在我們身上的工作是有祂的時間的
[00:17:44.900 --> 00:17:48.800]  祂必須等我們做完了我們當做的
[00:17:48.800 --> 00:17:52.300]  祂必須等我們生命到某一個程度
[00:17:52.300 --> 00:17:54.900]  神的應許纔會實現
[00:17:54.900 --> 00:17:57.800]  而在這個等候的時間當中
[00:17:57.800 --> 00:18:04.600]  祂就要求我們就是忠心的去做神所要我們做的事情
[00:18:04.600 --> 00:18:07.300]  然後忍耐等候
[00:18:07.300 --> 00:18:11.300]  神的旨意要成全在我們身上
[00:18:11.300 --> 00:18:12.300]  第三
[00:18:12.300 --> 00:18:14.300]  要確信神的時候
[00:18:14.300 --> 00:18:17.300]  跟你們說要確信神的時候
[00:18:17.300 --> 00:18:19.300]  第三十七節我非常喜歡
[00:18:19.300 --> 00:18:21.300]  那你說還有一點點時候
[00:18:21.300 --> 00:18:23.800]  那你說那要來的就來
[00:18:23.800 --> 00:18:25.300]  並不食言
[00:18:25.300 --> 00:18:26.300]  你以爲神食言
[00:18:26.300 --> 00:18:27.300]  神沒有食言
[00:18:27.300 --> 00:18:29.800]  神的時候是剛剛好的時候
[00:18:29.800 --> 00:18:31.800]  他說還有一點點時候
[00:18:31.800 --> 00:18:33.800]  那要來的就來
[00:18:33.800 --> 00:18:36.300]  很多時候我們在苦難的環境當中的時候
[00:18:36.300 --> 00:18:38.300]  我們的心常常變得很苦澀
[00:18:38.300 --> 00:18:39.300]  很急躁
[00:18:39.300 --> 00:18:43.300]  我們急的想用我們自己的方法來解決
[00:18:43.300 --> 00:18:47.300]  想用我們自己的手來取代神的手來工作
[00:18:47.300 --> 00:18:49.300]  但事實上讓我告訴你
[00:18:49.300 --> 00:18:52.800]  神做事永遠有祂自己的時候
[00:18:52.800 --> 00:18:55.300]  有祂自己的方法的
[00:18:55.300 --> 00:18:58.300]  傳道出第三章第一節到第二節怎麼說呢
[00:18:58.300 --> 00:18:59.300]  我們從來唸來
[00:18:59.300 --> 00:19:00.800]  凡事都有定期
[00:19:00.800 --> 00:19:02.800]  天下萬物都有定時
[00:19:02.800 --> 00:19:03.800]  生有時
[00:19:03.800 --> 00:19:04.800]  死有時
[00:19:04.800 --> 00:19:06.300]  栽種有時
[00:19:06.300 --> 00:19:08.300]  拔除所栽種的也有時
[00:19:08.300 --> 00:19:09.300]  換句話說
[00:19:09.300 --> 00:19:11.300]  這一切都在神的手中
[00:19:11.300 --> 00:19:12.300]  一切
[00:19:12.300 --> 00:19:14.800]  我們的人生是有季節性的
