
[00:00:00.000 --> 00:00:06.240]  禱告是基督徒生命當中是非常之重要的一件事
[00:03:28.400 --> 00:03:32.400]  而這個貨倉就是屬於你自己
[00:03:32.400 --> 00:03:34.400]  原來這個William Hearst
[00:03:34.400 --> 00:03:38.400]  很多年前已經收買了這件藝術品
[00:03:38.400 --> 00:03:39.400]  他自己都不知道
[00:03:39.400 --> 00:03:42.400]  還派人到處去找
[00:03:42.400 --> 00:03:45.400]  這個有點像我們基督徒
[00:03:45.400 --> 00:03:49.400]  當我們基督徒不知道我們原來這麼有福氣
[00:03:49.400 --> 00:03:51.400]  我們的身份是這麼崇高
[00:03:51.400 --> 00:03:53.400]  我們不能夠活出來
[00:03:53.400 --> 00:03:55.400]  我們不能夠享受
[00:03:55.400 --> 00:03:59.400]  就好像William Hearst一樣
[00:03:59.400 --> 00:04:02.400]  保羅所以在第一章
[00:04:02.400 --> 00:04:04.400]  以弗所書的第一章尾
[00:04:04.400 --> 00:04:06.400]  來到禱告
[00:04:06.400 --> 00:04:10.400]  要神幫助我們明白我們自己的身份
[00:04:10.400 --> 00:04:12.400]  在以弗所書的一章十七節
[00:04:12.400 --> 00:04:13.400]  保羅說
[00:04:13.400 --> 00:04:16.400]  求我們主耶穌基督的神
[00:04:16.400 --> 00:04:20.400]  榮耀的父將那賜人智慧和啟示的靈
[00:04:20.400 --> 00:04:23.400]  上給你們使你們真知道他
[00:04:23.400 --> 00:04:28.400]  保羅不單止說出我們在主內的身份和地位
[00:04:28.400 --> 00:04:30.400]  他還求神
[00:04:30.400 --> 00:04:34.400]  能夠給我們有聖靈啟示我們
[00:04:34.400 --> 00:04:37.400]  以致我們能夠知道自己的身份地位
[00:04:37.400 --> 00:04:41.400]  才能夠活出這個身份地位
[00:04:41.400 --> 00:04:44.400]  有點像一個演員
[00:04:44.400 --> 00:04:47.400]  如果是懶惰去看劇本
[00:04:47.400 --> 00:04:48.400]  沒有看劇本的話
[00:04:48.400 --> 00:04:51.400]  能不能夠知道自己的角色是怎樣
[00:04:51.400 --> 00:04:54.400]  不知道自己的角色你是演不出來
[00:04:54.400 --> 00:04:55.400]  我們基督徒也是一樣
[00:04:55.400 --> 00:04:58.400]  當我們不知道自己的身份地位
[00:04:58.400 --> 00:05:01.400]  不知道原來我們是這麼有福份
[00:05:01.400 --> 00:05:06.400]  我們不可能將這個地位活出來
[00:05:06.400 --> 00:05:10.400]  很多基督徒我們都時時在追求一些東西
[00:05:10.400 --> 00:05:12.400]  其實神已經給了我們
[00:05:12.400 --> 00:05:14.400]  很多時候我們都求神
[00:05:14.400 --> 00:05:17.400]  求祢賜多些愛給我
[00:05:17.400 --> 00:05:20.400]  神說我還不夠愛你
[00:05:20.400 --> 00:05:23.400]  在宇宙的開始我已經揀選你了
[00:05:23.400 --> 00:05:25.400]  有人說神啊
[00:05:25.400 --> 00:05:27.400]  祢給我多些恩典
[00:05:27.400 --> 00:05:30.400]  神說我還不給多些恩典
[00:05:30.400 --> 00:05:32.400]  我收養你成為我的兒女
[00:05:32.400 --> 00:05:33.400]  我接受你
[00:05:33.400 --> 00:05:36.400]  我還派我的獨生子來為你贖罪
[00:05:36.400 --> 00:05:38.400]  為你寫命
[00:05:38.400 --> 00:05:40.400]  我給你有多大恩典
[00:05:40.400 --> 00:05:43.400]  有人說神啊給我多些智慧
[00:05:43.400 --> 00:05:47.400]  神說我已經猜派聖靈在你的身上
[00:05:47.400 --> 00:05:49.400]  以至你能夠明白聖經
[00:05:49.400 --> 00:05:52.400]  能夠明白我的旨意
[00:05:52.400 --> 00:05:53.400]  我們求神
[00:05:53.400 --> 00:05:55.400]  神啊祢給我這樣祢給我那樣
[00:05:55.400 --> 00:06:00.400]  神說天上各樣的基業我已經給了你
[00:06:00.400 --> 00:06:02.400]  有人說神啊我很軟弱
[00:06:02.400 --> 00:06:04.400]  祢賜我多些力量
[00:06:04.400 --> 00:06:06.400]  神說我就是知道你軟弱
[00:06:06.400 --> 00:06:09.400]  所以我擺聖靈在你的身上
[00:06:09.400 --> 00:06:10.400]  成為你的印記
[00:06:10.400 --> 00:06:12.400]  成為你的憑據
[00:06:12.400 --> 00:06:18.400]  靠著聖靈你能夠得到很大的力量
[00:06:18.400 --> 00:06:21.400]  其實基督徒已經得到一切
[00:06:21.400 --> 00:06:23.400]  在哥羅西書二章十節
[00:06:23.400 --> 00:06:28.400]  保羅說你們在他裡面也得了豐盛
[00:06:28.400 --> 00:06:30.400]  在希伯來書十章十節
[00:06:30.400 --> 00:06:34.400]  經文說耶穌基督只一次獻上他的身體
[00:06:34.400 --> 00:06:38.400]  我們就得以成聖成為聖傑
[00:06:38.400 --> 00:06:40.400]  我們已經成聖了
[00:06:40.400 --> 00:06:42.400]  我們已經聖傑
[00:06:42.400 --> 00:06:45.400]  我們已經得到一切的豐盛
[00:06:45.400 --> 00:06:48.400]  基督徒不是丑小鴨
[00:06:48.400 --> 00:06:50.400]  丑小鴨就要等很長的時間
[00:06:50.400 --> 00:06:52.400]  慢慢慢慢變天鵝
[00:06:52.400 --> 00:06:55.400]  基督徒已經是一隻小天鵝
[00:06:55.400 --> 00:06:57.400]  當我們接受神的時候
[00:06:57.400 --> 00:07:00.400]  我們已經成為神的兒女
[00:07:00.400 --> 00:07:02.400]  我們已經成為聖徒
[00:07:02.400 --> 00:07:04.400]  我上一次跟大家講過
[00:07:04.400 --> 00:07:08.400]  就是因為耶穌基督的緣故
[00:07:08.400 --> 00:07:11.400]  以致我們每個基督徒去到神的面前
[00:07:11.400 --> 00:07:13.400]  神見到的不是我們
[00:07:13.400 --> 00:07:16.400]  神是見到耶穌基督的聖傑
[00:07:16.400 --> 00:07:18.400]  是見到耶穌基督的兒
[00:07:18.400 --> 00:07:20.400]  我們已經有了名分
[00:07:20.400 --> 00:07:21.400]  已經有了地位
[00:07:21.400 --> 00:07:26.400]  問題就是我們要將這個名分和地位活出來
[00:07:26.400 --> 00:07:31.400]  在彼得後書的一章四節
[00:07:31.400 --> 00:07:35.400]  彼得說我們得寶貴又極大的英許
[00:07:35.400 --> 00:07:36.400]  致給我們
[00:07:36.400 --> 00:07:40.400]  這個地位這個身份就是寶貴的英許
[00:07:40.400 --> 00:07:42.400]  已經給了我們
[00:07:42.400 --> 00:07:46.400]  保羅在二弗所書用了三章的經文
[00:07:46.400 --> 00:07:48.400]  告訴我們我們的福氣
[00:07:48.400 --> 00:07:49.400]  我們的地位
[00:07:49.400 --> 00:07:51.400]  我們的身份
[00:07:51.400 --> 00:07:54.400]  然後在四章一節二弗所書
[00:07:54.400 --> 00:07:58.400]  他說我為主被困的勸你們
[00:07:58.400 --> 00:08:01.400]  既然蒙召行事為人
[00:08:01.400 --> 00:08:04.400]  就當與蒙召的恩相稱
[00:08:04.400 --> 00:08:07.400]  我們每個人都已經有了地位
[00:08:07.400 --> 00:08:10.400]  已經有了這個身份
[00:08:10.400 --> 00:08:12.400]  所以我說已經成為小天鵝
[00:08:12.400 --> 00:08:14.400]  不是醜小鴨
[00:08:14.400 --> 00:08:16.400]  但問題就是我們屬靈的程度
[00:08:16.400 --> 00:08:20.400]  和我們的地位相差很遠
[00:08:20.400 --> 00:08:24.400]  所以保羅在四章一節二弗所書提醒我們
[00:08:24.400 --> 00:08:27.400]  我們的行為要與我們蒙召的恩相稱
[00:08:27.400 --> 00:08:30.400]  我們要越來越似基於耶穌基督
[00:08:30.400 --> 00:08:33.400]  以致我們能夠真真正正
[00:08:33.400 --> 00:08:39.400]  與我們的地位相稱
[00:08:39.400 --> 00:08:44.400]  這個正是保羅為我們禱告的目的
[00:08:44.400 --> 00:08:47.400]  保羅在第一章告訴我們
[00:08:47.400 --> 00:08:50.400]  神給我們充充滿滿的福氣
[00:08:50.400 --> 00:08:54.400]  然後在第一章尾幫我們禱告
[00:08:54.400 --> 00:08:59.400]  不僅是幫我們 也是幫當時二弗所教會來禱告
[00:08:59.400 --> 00:09:03.400]  希望我們能夠明白自己的地位
[00:09:03.400 --> 00:09:07.400]  所以我們看到一章三至到十四節
[00:09:07.400 --> 00:09:11.400]  他用了長篇大論的篇幅來讚美神
[00:09:11.400 --> 00:09:13.400]  講出我們的福氣
[00:09:13.400 --> 00:09:17.400]  然後在今天的經文十五至到二十三節
[00:09:17.400 --> 00:09:23.400]  又是很長篇的經文來幫基督徒來禱告
[00:09:23.400 --> 00:09:25.400]  希望神會開我們的眼
[00:09:25.400 --> 00:09:28.400]  希望我們能夠明白自己的身份地位
[00:09:28.400 --> 00:09:31.400]  以致能夠活出來
[00:09:31.400 --> 00:09:34.400]  其實這樣的結構
[00:09:34.400 --> 00:09:38.400]  在保羅的書信裡面是司空見慣
[00:09:38.400 --> 00:09:40.400]  是時時都是一樣的
[00:09:40.400 --> 00:09:42.400]  我們看到在羅馬書也是
[00:09:42.400 --> 00:09:45.400]  保羅用十一章的經文
[00:09:45.400 --> 00:09:47.400]  一章至到十一章
[00:09:47.400 --> 00:09:50.400]  講了很多神學 講了很多理論
[00:09:50.400 --> 00:09:52.400]  然後去到十二章又怎樣?
[00:09:52.400 --> 00:09:56.400]  說你們要將自己獻上 成為活祭
[00:09:56.400 --> 00:09:59.400]  是理所當然的 是神所喜悅的
[00:09:59.400 --> 00:10:02.400]  你要走出來 你聽了十一章的理論
[00:10:02.400 --> 00:10:04.400]  你不可以再不動
[00:10:04.400 --> 00:10:07.400]  十二章叫我們要走出來
[00:10:07.400 --> 00:10:09.400]  在加拉太書也是一樣
[00:10:09.400 --> 00:10:12.400]  一至到四章是講教導
[00:10:12.400 --> 00:10:14.400]  然後第五章開始
[00:10:14.400 --> 00:10:18.400]  保羅說你要將你學到的東西走出來
[00:10:18.400 --> 00:10:21.400]  哥羅西書也是一樣
[00:10:21.400 --> 00:10:24.400]  第一章和第二章是神學 是理論
[00:10:24.400 --> 00:10:27.400]  第三 第四章是實踐
[00:10:27.400 --> 00:10:29.400]  要有好的行為
[00:10:29.400 --> 00:10:33.400]  爾弗所書也是一模一樣
[00:10:33.400 --> 00:10:35.400]  你再聽下去爾弗所書的系列
[00:10:35.400 --> 00:10:37.400]  你就會知道第一章
[00:10:37.400 --> 00:10:39.400]  我們上一次講了
[00:10:39.400 --> 00:10:42.400]  講了我們聽我們是多有福分
[00:10:42.400 --> 00:10:44.400]  是多有福氣
[00:10:44.400 --> 00:10:46.400]  然後今天的經文
[00:10:46.400 --> 00:10:48.400]  說保羅是為我們禱告
[00:10:48.400 --> 00:10:50.400]  要我們明白一切
[00:10:50.400 --> 00:10:53.400]  去到第二章也是這樣照板煮碗
[00:10:53.400 --> 00:10:56.400]  保羅說我要告訴你你主內的身份
[00:10:56.400 --> 00:10:59.400]  去到第三章尾又有一個禱告
[00:10:59.400 --> 00:11:01.400]  為基督徒來禱告
[00:11:01.400 --> 00:11:03.400]  然後去到第四章
[00:11:03.400 --> 00:11:05.400]  剛才我們講了
[00:11:05.400 --> 00:11:07.400]  你要與蒙召的恩相稱
[00:11:07.400 --> 00:11:09.400]  你要走出來
[00:11:09.400 --> 00:11:11.400]  所以我們見到爾弗所書
[00:11:11.400 --> 00:11:14.400]  和其他保羅的書信都是一樣
[00:11:14.400 --> 00:11:18.400]  一至三章是講理論 是講神學
[00:11:18.400 --> 00:11:20.400]  然後第四至第六章
[00:11:20.400 --> 00:11:22.400]  你會見到有很多的關係
[00:11:22.400 --> 00:11:24.400]  屬靈的關係
[00:11:24.400 --> 00:11:26.400]  夫妻之間的關係
[00:11:26.400 --> 00:11:28.400]  父母和兒女的關係
[00:11:28.400 --> 00:11:29.400]  主僕的關係
[00:11:29.400 --> 00:11:31.400]  你要在這些關係當中
[00:11:31.400 --> 00:11:34.400]  將你所學到的活出來
[00:11:34.400 --> 00:11:37.400]  這個就是爾弗所書
[00:11:37.400 --> 00:11:40.400]  其實如果我們單單知道
[00:11:40.400 --> 00:11:43.400]  爾弗所書裡面告訴我們福氣
[00:11:43.400 --> 00:11:47.400]  就是一章三至十四節的福氣
[00:11:47.400 --> 00:11:49.400]  能不能夠改變我們
[00:11:49.400 --> 00:11:51.400]  只知道這些福氣
[00:11:51.400 --> 00:11:53.400]  不能夠改變我們
[00:11:53.400 --> 00:11:56.400]  我們要走出來才能夠改變我們
[00:11:56.400 --> 00:11:59.400]  一個人聽了很多這些屬靈的知識
[00:11:59.400 --> 00:12:01.400]  這些腦裡面的知識
[00:12:01.400 --> 00:12:03.400]  如果走不出來的話
[00:12:03.400 --> 00:12:05.400]  其實是很危險的
[00:12:05.400 --> 00:12:07.400]  起初一個人
[00:12:07.400 --> 00:12:09.400]  如果走不出來
[00:12:09.400 --> 00:12:10.400]  他可能會擔心
[00:12:10.400 --> 00:12:12.400]  可能會自責
[00:12:12.400 --> 00:12:15.400]  其實這個自責這個擔心是好的
[00:12:15.400 --> 00:12:17.400]  因為是一個警告的訊號
[00:12:17.400 --> 00:12:19.400]  警告你有些事情不妥了
[00:12:19.400 --> 00:12:21.400]  你要改了
[00:12:21.400 --> 00:12:23.400]  有些像我們的鬧鐘
[00:12:23.400 --> 00:12:25.400]  我們今天改了鐘
[00:12:25.400 --> 00:12:27.400]  改慢一個鐘就無所謂
[00:12:27.400 --> 00:12:30.400]  你說改快一個鐘就大件事了
[00:12:30.400 --> 00:12:31.400]  是不是
[00:12:31.400 --> 00:12:33.400]  少了一個鐘頭睡覺
[00:12:33.400 --> 00:12:34.400]  不知醒了
[00:12:34.400 --> 00:12:35.400]  所以你要調鬧鐘
[00:12:35.400 --> 00:12:37.400]  鬧鐘就是你的警告
[00:12:37.400 --> 00:12:40.400]  但是如果當鬧鐘在鬧的時候
[00:12:40.400 --> 00:12:41.400]  你不去理它
[00:12:41.400 --> 00:12:42.400]  你按了它
[00:12:42.400 --> 00:12:44.400]  一樣侮辱
[00:12:44.400 --> 00:12:46.400]  你不能夠走出來
[00:12:46.400 --> 00:12:48.400]  就是一件大事
[00:12:48.400 --> 00:12:51.400]  也都好像我們身上的感覺一樣
[00:12:51.400 --> 00:12:53.400]  我們身上都有感覺
[00:12:53.400 --> 00:12:55.400]  你碰到一些很鋒利的東西
[00:12:55.400 --> 00:12:56.400]  刺到你你會縮手
[00:12:56.400 --> 00:12:58.400]  你碰到一些東西很熱
[00:12:58.400 --> 00:12:59.400]  你會縮手
[00:12:59.400 --> 00:13:01.400]  但是如果你不知道
[00:13:01.400 --> 00:13:02.400]  沒有了這個感覺
[00:13:02.400 --> 00:13:03.400]  你會怎樣
[00:13:03.400 --> 00:13:04.400]  很危險
[00:13:04.400 --> 00:13:07.400]  我七年前中了風之後
[00:13:07.400 --> 00:13:09.400]  一直到現在都是
[00:13:09.400 --> 00:13:11.400]  右邊的身體和左邊的臉
[00:13:11.400 --> 00:13:13.400]  都是沒有知覺
[00:13:13.400 --> 00:13:15.400]  我碰到很熱的東西
[00:13:15.400 --> 00:13:16.400]  或者是一些很鋒利的東西
[00:13:16.400 --> 00:13:18.400]  我不懂縮回頭
[00:13:18.400 --> 00:13:21.400]  這樣就容易受傷害
[00:13:21.400 --> 00:13:23.400]  基督徒都是一樣
[00:13:23.400 --> 00:13:25.400]  當有東西警告我們
[00:13:25.400 --> 00:13:27.400]  你這樣的生命不行
[00:13:27.400 --> 00:13:29.400]  我們不去理它的時候
[00:13:29.400 --> 00:13:30.400]  危險到不得了
[00:13:30.400 --> 00:13:33.400]  這個警告是誰警告我們
[00:13:33.400 --> 00:13:36.400]  這個警告是我們身體裏面的聖靈
[00:13:36.400 --> 00:13:38.400]  在警告我們
[00:13:38.400 --> 00:13:41.400]  當聖靈見到我們的生命
[00:13:41.400 --> 00:13:44.400]  不是和蒙召的恩相稱的時候
[00:13:44.400 --> 00:13:47.400]  就會給我們一個警告
[00:13:47.400 --> 00:13:51.400]  我們見到在書約翰一書
[00:13:51.400 --> 00:13:54.400]  二章二十七節告訴我們
[00:13:54.400 --> 00:13:57.400]  你們從主所授的恩羔
[00:13:57.400 --> 00:13:59.400]  這個恩羔就是聖靈
[00:13:59.400 --> 00:14:02.400]  常存在你們的心裏
[00:14:02.400 --> 00:14:04.400]  並不用人教訓你們
[00:14:04.400 --> 00:14:06.400]  自有主的恩羔
[00:14:06.400 --> 00:14:08.400]  在凡事上教訓你們
[00:14:08.400 --> 00:14:11.400]  這恩羔是真的不是假的
[00:14:11.400 --> 00:14:15.400]  你們要按這恩羔的教訓住在主裏面
[00:14:15.400 --> 00:14:19.400]  我們要藉著聖靈給我們的提醒
[00:14:19.400 --> 00:14:22.400]  給我們的教訓來活出每一天
[00:14:22.400 --> 00:14:24.400]  聖靈是幫助我們
[00:14:24.400 --> 00:14:27.400]  明白我們在主內的地位
[00:14:27.400 --> 00:14:28.400]  我們的身份
[00:14:28.400 --> 00:14:34.400]  以致我們能夠有一個不一樣的生命活出來
[00:14:34.400 --> 00:14:38.400]  保羅在今天經文已不所書的
[00:14:38.400 --> 00:14:40.400]  一章十五和十六節
[00:14:40.400 --> 00:14:44.400]  他說:我聽見你們信從主耶穌
[00:14:44.400 --> 00:14:46.400]  愛頌聖徒
[00:14:46.400 --> 00:14:48.400]  我們得救是因為什麼?
[00:14:48.400 --> 00:14:50.400]  是因為我們信耶穌基督
[00:14:50.400 --> 00:14:52.400]  毫無疑問
[00:14:52.400 --> 00:14:54.400]  但是如果我們信了之後
[00:14:54.400 --> 00:14:56.400]  應該有什麼表現?
[00:14:56.400 --> 00:15:00.400]  保羅說:你們愛頌聖徒
[00:15:00.400 --> 00:15:05.400]  真正相信的人是會愛弟兄姊妹
[00:15:05.400 --> 00:15:07.400]  那你說愛神呢?
[00:15:07.400 --> 00:15:09.400]  需要愛神嗎?
[00:15:09.400 --> 00:15:10.400]  當然需要
[00:15:10.400 --> 00:15:13.400]  但是當我們愛弟兄姊妹的時候
[00:15:13.400 --> 00:15:16.400]  就反映出我們是愛神
[00:15:16.400 --> 00:15:21.400]  我們同人的關係反映出我們是同神的關係
[00:15:21.400 --> 00:15:25.400]  在約翰一書的四章二十節
[00:15:25.400 --> 00:15:26.400]  告訴我們
[00:15:26.400 --> 00:15:29.400]  如果我們不去愛見得到的弟兄姊妹
[00:15:29.400 --> 00:15:33.400]  我們怎能夠說自己愛那位見不到的神
[00:15:33.400 --> 00:15:37.400]  保羅說:我知道你們有愛心
[00:15:37.400 --> 00:15:41.400]  保羅說:我知道你們信從主耶穌
[00:15:41.400 --> 00:15:43.400]  愛頌聖徒
[00:15:43.400 --> 00:15:46.400]  但是保羅說:這個還不夠
[00:15:46.400 --> 00:15:48.400]  還不夠?
[00:15:48.400 --> 00:15:51.400]  還不夠我們還要做什麼?
[00:15:51.400 --> 00:15:53.400]  保羅接著告訴我們
[00:15:53.400 --> 00:15:56.400]  在耶福所書的一章十七節
[00:15:56.400 --> 00:15:59.400]  說我們要真知道他
[00:15:59.400 --> 00:16:02.400]  我們要真真正正的來認識耶穌基督
[00:16:02.400 --> 00:16:06.400]  我們要和耶穌基督有一個個人的關係
[00:16:06.400 --> 00:16:09.400]  而不單單只是頭腦的知識
[00:16:09.400 --> 00:16:13.400]  真正認識耶穌基督不是單單頭腦的知識
[00:16:13.400 --> 00:16:18.400]  有很多時候我們基督徒很著重侍奉
[00:16:18.400 --> 00:16:20.400]  我不是說侍奉不重要
[00:16:20.400 --> 00:16:23.400]  侍奉是非常非常之重要
[00:16:23.400 --> 00:16:26.400]  但是很多時候我們的侍奉
[00:16:26.400 --> 00:16:29.400]  可能是阻礙我們與神親近
[00:16:29.400 --> 00:16:33.400]  很多時候我們甚至有一個錯誤的想法
[00:16:33.400 --> 00:16:35.400]  就是我們有侍奉就夠了
[00:16:35.400 --> 00:16:37.400]  好像交了功課一樣
[00:16:37.400 --> 00:16:40.400]  垃圾彈會用我們的侍奉
[00:16:40.400 --> 00:16:43.400]  甚至我們的侍奉來纏擾我們
[00:16:43.400 --> 00:16:46.400]  令到我們忙到不得了
[00:16:46.400 --> 00:16:50.400]  忙到我們沒有時間來與神親近
[00:16:50.400 --> 00:16:54.400]  唯一一個來認識神的方法
[00:16:54.400 --> 00:16:57.400]  就是花時間在聖經裏面
[00:16:57.400 --> 00:17:00.400]  在神的話語上來下功夫
[00:17:00.400 --> 00:17:02.400]  來認識神
[00:17:02.400 --> 00:17:07.400]  所以我們很多做牧師、做長老的
[00:17:07.400 --> 00:17:08.400]  都要很小心
[00:17:08.400 --> 00:17:11.400]  不是說有侍奉就夠了
[00:17:11.400 --> 00:17:14.400]  不要太著重侍奉
[00:17:14.400 --> 00:17:18.400]  而我們忘記了自己需要與神親近
[00:17:18.400 --> 00:17:24.400]  忘記了我們需要與神有個人的關係
[00:17:24.400 --> 00:17:29.400]  認得神不等於認識神
[00:17:29.400 --> 00:17:30.400]  在這裏已乎所書
[00:17:30.400 --> 00:17:33.400]  第一章的尾
[00:17:33.400 --> 00:17:35.400]  保羅告訴我們
[00:17:35.400 --> 00:17:39.400]  我們不單止需要有頭腦的知識
[00:17:39.400 --> 00:17:42.400]  我們還要將這個知識活出來
[00:17:42.400 --> 00:17:46.400]  這樣才叫做真正認識耶穌基督
[00:17:46.400 --> 00:17:48.400]  不單止是頭腦的知識
[00:17:48.400 --> 00:17:51.400]  但你要將這個知識活出來
[00:17:51.400 --> 00:17:53.400]  在這裏已乎所書的一章十七節
[00:17:53.400 --> 00:17:54.400]  剛才讀過了
[00:17:54.400 --> 00:17:59.400]  將那賜人智慧和啟示的靈賞給你們
[00:17:59.400 --> 00:18:01.400]  使你們真認識他
[00:18:01.400 --> 00:18:04.400]  我們要真真正正的認識耶穌基督
[00:18:04.400 --> 00:18:07.400]  我們要真知道他
[00:18:07.400 --> 00:18:12.400]  有很多人讀聖經就是為了頭腦的知識
[00:18:12.400 --> 00:18:14.400]  整個腦袋都是知識
[00:18:14.400 --> 00:18:17.400]  有很多關於聖經的知識
[00:18:17.400 --> 00:18:19.400]  聖經的故事
[00:18:19.400 --> 00:18:22.400]  有很多關於耶穌基督的故事
[00:18:22.400 --> 00:18:23.400]  都熟到不得了
[00:18:23.400 --> 00:18:27.400]  但不等於我們是認識耶穌基督
[00:18:27.400 --> 00:18:31.400]  就好像我們認得歷史的人物
[00:18:31.400 --> 00:18:35.400]  我講到時是講林肯的故事很多次
[00:18:35.400 --> 00:18:38.400]  我們知道在美國的歷史當中
[00:18:38.400 --> 00:18:41.400]  第十六屆的美國總統是林肯
[00:18:41.400 --> 00:18:44.400]  我們知道他是解放黑奴
[00:18:44.400 --> 00:18:45.400]  是很出名
[00:18:45.400 --> 00:18:47.400]  但是我們認得這些東西
[00:18:47.400 --> 00:18:50.400]  不等於我們是認識林肯總統
[00:18:50.400 --> 00:18:53.400]  基督徒都是一樣
[00:18:53.400 --> 00:18:57.400]  基督徒很多時候我們只不過是認得耶穌基督
[00:18:57.400 --> 00:19:01.400]  我們不是真真正正的認識他
