
[00:00:00.000 --> 00:00:03.000]  弟兄姊妹平安,我們一齊祈禱
[00:01:48.000 --> 00:01:50.000]  元宵節晚會
[00:01:50.000 --> 00:01:52.000]  等到中秋節的時候
[00:01:52.000 --> 00:01:55.000]  我們又會舉辦中秋節晚會
[00:01:55.000 --> 00:01:59.000]  「D」代表「Doing Life Together」
[00:01:59.000 --> 00:02:04.000]  我想中文可以翻譯為「與別人結伴同行」
[00:02:04.000 --> 00:02:07.000]  今天我會專注於「O」
[00:02:07.000 --> 00:02:10.000]  就是向別人表明自己的信仰
[00:02:10.000 --> 00:02:13.000]  當然我們跟別人做朋友
[00:02:13.000 --> 00:02:17.000]  不能夠馬上向別人傳福音
[00:02:17.000 --> 00:02:24.000]  否則很容易會令人害怕跟我們交朋友
[00:02:24.000 --> 00:02:27.000]  甚至連基督徒都害怕
[00:02:27.000 --> 00:02:32.000]  基督徒一遇到他就跟我說耶穌
[00:02:32.000 --> 00:02:35.000]  最近聽到一位牧師的見證
[00:02:35.000 --> 00:02:37.000]  很有趣
[00:02:37.000 --> 00:02:39.000]  他說有一位會友
[00:02:39.000 --> 00:02:44.000]  特別請了牧師跟父母喝茶
[00:02:44.000 --> 00:02:50.000]  還說很難得父母肯同意跟一位牧師喝茶
[00:02:50.000 --> 00:02:54.000]  但那晚喝完茶
[00:02:54.000 --> 00:02:56.000]  那位會友就打電話給牧師
[00:02:56.000 --> 00:02:59.000]  帶著疾病的口吻問牧師
[00:02:59.000 --> 00:03:03.000]  「為何你沒有跟父母傳福音?」
[00:03:03.000 --> 00:03:07.000]  「你知不知道我很難才能勸他們同意跟你喝茶」
[00:03:07.000 --> 00:03:10.000]  「你竟然浪費了機會」
[00:03:10.000 --> 00:03:15.000]  牧師說:「我覺得不是時候跟他們分享福音」
[00:03:15.000 --> 00:03:19.000]  「所以我就跟他們閒談談」
[00:03:19.000 --> 00:03:21.000]  過了幾個星期後
[00:03:21.000 --> 00:03:24.000]  那位會友又打電話給牧師
[00:03:24.000 --> 00:03:28.000]  「牧師的父母現在回中國」
[00:03:28.000 --> 00:03:34.000]  「但開始肯讀牧師的著作」
[00:03:34.000 --> 00:03:40.000]  所以我們傳福音不單要勇敢亦要有智慧
[00:03:40.000 --> 00:03:44.000]  要在合適的時候講合適的話
[00:03:44.000 --> 00:03:47.000]  我們從今天的經文學習
[00:03:47.000 --> 00:03:52.000]  如何打開傳福音的機會之門
[00:03:52.000 --> 00:03:54.000]  經文只有五節
[00:03:54.000 --> 00:03:57.000]  但非常實際地教導我們
[00:03:57.000 --> 00:04:02.000]  不是向每一位我們遇見的人都講福音
[00:04:02.000 --> 00:04:06.000]  先來看《古羅西書》第四章第二節提到
[00:04:06.000 --> 00:04:13.000]  「你們要行節普告,在禱告中警醒感恩」
[00:04:13.000 --> 00:04:17.000]  這是保羅對教會說的說話
[00:04:17.000 --> 00:04:21.000]  很可惜,今天大部份教會
[00:04:21.000 --> 00:04:25.000]  最少人參加的活動就是祈禱會
[00:04:25.000 --> 00:04:28.000]  很多人都以繁忙做藉口
[00:04:28.000 --> 00:04:33.000]  做工都這麼忙,回到家還要照顧兒女
[00:04:33.000 --> 00:04:38.000]  周末又要購物,主日又要回教會
[00:04:38.000 --> 00:04:42.000]  哪有時間再參加多一個祈禱會呢?
[00:04:42.000 --> 00:04:47.000]  但保羅不只勸教會要禱告
[00:04:47.000 --> 00:04:49.000]  還要行節禱告
[00:04:49.000 --> 00:04:54.000]  即是行常不間斷地禱告
[00:04:58.000 --> 00:05:05.000]  今天教會人數不多
[00:05:05.000 --> 00:05:10.000]  還有下降的趨勢
[00:05:10.000 --> 00:05:13.000]  很可能是由於我們缺少了
[00:05:13.000 --> 00:05:17.000]  一些願意行節禱告的勇士
[00:05:17.000 --> 00:05:19.000]  以致教會凋零
[00:05:19.000 --> 00:05:22.000]  如何解決這個問題呢?
[00:05:22.000 --> 00:05:28.000]  如果有人想到有甚麼辦法
[00:05:28.000 --> 00:05:31.000]  請你在散會之後告訴我
[00:05:31.000 --> 00:05:34.000]  不一定是今天,以後都可以
[00:05:34.000 --> 00:05:40.000]  在下半句提醒我們要警醒和感恩
[00:05:40.000 --> 00:05:44.000]  主耶穌在赫西瑪來完祈禱之前
[00:05:44.000 --> 00:05:49.000]  帶了幾位門徒,要他們一起去祈禱
[00:05:49.000 --> 00:05:53.000]  還吩咐他們要警醒禱告
[00:05:53.000 --> 00:05:57.000]  但主耶穌自己在祈禱的時候
[00:05:57.000 --> 00:06:00.000]  發現門徒睡著了
[00:06:00.000 --> 00:06:02.000]  主耶穌就問他們
[00:06:02.000 --> 00:06:07.000]  你們不能幫我警醒一小時嗎?
[00:06:07.000 --> 00:06:09.000]  我不知道大家在祈禱的時候
[00:06:09.000 --> 00:06:12.000]  是否能夠專心警醒
[00:06:12.000 --> 00:06:19.000]  或是正在祈禱的時候,想其他事不能專心
[00:06:19.000 --> 00:06:21.000]  我記得有一個故事
[00:06:21.000 --> 00:06:26.000]  講到有兩位天主教神父在討論禱告
[00:06:26.000 --> 00:06:28.000]  其中有一位說
[00:06:28.000 --> 00:06:35.000]  有時候很難集中精神,背完主導文
[00:06:35.000 --> 00:06:40.000]  另一位說,我相信我可以
[00:06:40.000 --> 00:06:45.000]  另一位回答他
[00:06:45.000 --> 00:06:49.000]  請你現在嘗試背主導文
[00:06:49.000 --> 00:06:53.000]  如果你能夠專心一致背完
[00:06:53.000 --> 00:06:59.000]  我就將我自己那一匹剛奪獎的馬送給你
[00:06:59.000 --> 00:07:04.000]  結果神父背完之後很坦白承認
[00:07:04.000 --> 00:07:12.000]  不行,剛才我一面祈禱,一邊想著那匹馬
[00:07:12.000 --> 00:07:15.000]  警醒禱告的意思是
[00:07:15.000 --> 00:07:18.000]  不要睡覺,不要心懷雜念
[00:07:18.000 --> 00:07:22.000]  要專心一致去禱告
[00:07:22.000 --> 00:07:25.000]  怎樣可以做到呢?
[00:07:25.000 --> 00:07:29.000]  我相信我們要注意禱告的姿勢、環境
[00:07:29.000 --> 00:07:33.000]  和禱告之前喝了些什麼
[00:07:33.000 --> 00:07:37.000]  我記得我曾經教過我女兒
[00:07:37.000 --> 00:07:39.000]  我說,你祈禱之後
[00:07:39.000 --> 00:07:43.000]  不要馬上睜大眼去做其他事
[00:07:43.000 --> 00:07:48.000]  你等一等,聽聽上帝有沒有話跟你說
[00:07:48.000 --> 00:07:50.000]  你一說完就走了
[00:07:50.000 --> 00:07:53.000]  上帝有話跟你說,你也聽不到
[00:07:53.000 --> 00:07:58.000]  後來我就問他,怎樣?有沒有試過?
[00:07:58.000 --> 00:08:00.000]  聽不聽得到上帝跟你說話?
[00:08:00.000 --> 00:08:03.000]  他又跟我說,聽不到
[00:08:03.000 --> 00:08:07.000]  後來我就奇怪,我問他,為什麼?
[00:08:07.000 --> 00:08:11.000]  原來他說,他是躺在床上禱告的
[00:08:11.000 --> 00:08:15.000]  等著聽聽上帝的聲音
[00:08:15.000 --> 00:08:17.000]  慢慢地就睡著了
[00:08:17.000 --> 00:08:21.000]  雖然禱告的姿勢不是最重要
[00:08:21.000 --> 00:08:25.000]  但是躺在床上禱告當然容易睡著
[00:08:25.000 --> 00:08:30.000]  此外,我時時在想
[00:08:30.000 --> 00:08:33.000]  那些門徒為什麼不能夠
[00:08:33.000 --> 00:08:36.000]  跟主耶穌一起警醒禱告
[00:08:36.000 --> 00:08:39.000]  反而睡著了
[00:08:39.000 --> 00:08:42.000]  我想可能有三個原因
[00:08:42.000 --> 00:08:45.000]  第一,就是天黑
[00:08:45.000 --> 00:08:49.000]  上帝做黑暗是讓我們可以睡覺
[00:08:49.000 --> 00:08:54.000]  那時候的赫西瑪利元沒有燈火
[00:08:54.000 --> 00:08:59.000]  所以黑暗門徒很容易睡覺
[00:08:59.000 --> 00:09:03.000]  第二,可能他們坐在地上
[00:09:03.000 --> 00:09:07.000]  甚至好像吃晚餐的時候
[00:09:07.000 --> 00:09:12.000]  半躺半餓地在地上
[00:09:12.000 --> 00:09:19.000]  第三,他們剛剛吃完如月節的晚餐
[00:09:19.000 --> 00:09:23.000]  如月節的晚餐一定會喝酒
[00:09:23.000 --> 00:09:28.000]  因此,如果我們要警醒禱告
[00:09:28.000 --> 00:09:31.000]  我們要注意禱告的環境
[00:09:31.000 --> 00:09:33.000]  我們的姿勢
[00:09:33.000 --> 00:09:36.000]  我想站著,坐著,跪著都好
[00:09:36.000 --> 00:09:38.000]  最好不要睡著
[00:09:38.000 --> 00:09:42.000]  並且祈禱之前最好不要喝酒
[00:09:42.000 --> 00:09:51.000]  這樣是很容易讓我們睏的
[00:09:51.000 --> 00:09:54.000]  此外,祈禱的時候
[00:09:54.000 --> 00:09:58.000]  我們內容方面要時時感恩
[00:09:58.000 --> 00:10:02.000]  在我們生命中發生的好事
[00:10:02.000 --> 00:10:05.000]  我們要學習感恩
[00:10:05.000 --> 00:10:07.000]  最近我又聽一位牧師說
[00:10:07.000 --> 00:10:10.000]  「喜樂的心乃是良藥」
[00:10:10.000 --> 00:10:14.000]  這個說法我相信很多人都熟悉
[00:10:14.000 --> 00:10:17.000]  是來自《針言》17章22節
[00:10:17.000 --> 00:10:20.000]  這位牧師加多了兩句
[00:10:20.000 --> 00:10:22.000]  不是直接來自《聖經》
[00:10:22.000 --> 00:10:24.000]  不過都很有道理
[00:10:24.000 --> 00:10:27.000]  他就說「怨恨的心乃是毒藥」
[00:10:27.000 --> 00:10:31.000]  「感恩的心乃是寶品」
[00:10:31.000 --> 00:10:34.000]  我們中國人都很喜歡吃寶品
[00:10:34.000 --> 00:10:36.000]  我們如果能夠在祈禱的時候
[00:10:36.000 --> 00:10:38.000]  事上感恩
[00:10:38.000 --> 00:10:44.000]  其實會幫助我們活出喜樂的人生
[00:10:44.000 --> 00:10:48.000]  當我們活得很開心的時候
[00:10:48.000 --> 00:10:52.000]  會使別人很樂意和我們做朋友
[00:10:52.000 --> 00:10:54.000]  甚至好奇地問
[00:10:54.000 --> 00:10:59.000]  「為什麼你時時都開心得笑口果金?」
[00:10:59.000 --> 00:11:02.000]  所以我鼓勵大家多吃點寶品
[00:11:02.000 --> 00:11:06.000]  時時向上帝發出感恩的禱告
[00:11:06.000 --> 00:11:08.000]  第三、第四節
[00:11:08.000 --> 00:11:12.000]  保羅要求教會為他禱告
[00:11:12.000 --> 00:11:15.000]  保羅當時的情況是怎樣的呢?
[00:11:15.000 --> 00:11:18.000]  在第四節尾他提到
[00:11:18.000 --> 00:11:22.000]  「我為此而被困鎖」
[00:11:22.000 --> 00:11:25.000]  保羅當時應該是身在羅馬
[00:11:25.000 --> 00:11:31.000]  因為他曾經在其他地方得不到公平的審判
[00:11:31.000 --> 00:11:34.000]  被人拘捕、監禁、困住
[00:11:34.000 --> 00:11:36.000]  所以他就要求
[00:11:36.000 --> 00:11:39.000]  「我要上訴去羅馬皇帝那裡」
[00:11:39.000 --> 00:11:41.000]  在羅馬的時候
[00:11:41.000 --> 00:11:46.000]  他屬於一種居家囚犯
[00:11:46.000 --> 00:11:49.000]  他不是住在皇家監獄
[00:11:49.000 --> 00:11:51.000]  故此他有機會
[00:11:51.000 --> 00:11:55.000]  向那些看守他的羅馬兵傳福音
[00:11:55.000 --> 00:12:00.000]  也可以向任何探訪他的人傳福音
[00:12:00.000 --> 00:12:03.000]  他要求教會為他禱告
[00:12:03.000 --> 00:12:07.000]  「求上帝給我們開全道的門」
[00:12:07.000 --> 00:12:10.000]  「能宣講基督的奧秘」
[00:12:10.000 --> 00:12:14.000]  如果我們時時覺得沒什麼意義
[00:12:14.000 --> 00:12:16.000]  我們可以向他傳福音的話
[00:12:16.000 --> 00:12:19.000]  大概我們都要祈禱
[00:12:19.000 --> 00:12:22.000]  「求上帝為我們開啟機會之門」
[00:12:22.000 --> 00:12:25.000]  「能夠和別人分享福音」
[00:12:25.000 --> 00:12:30.000]  保羅除了要求教會為他祈求上帝給他機會之外
[00:12:30.000 --> 00:12:32.000]  還要求他們祈禱
[00:12:32.000 --> 00:12:36.000]  「使我能按著所該說的話」
[00:12:36.000 --> 00:12:39.000]  「將這奧秘顯明出來」
[00:12:39.000 --> 00:12:41.000]  讀到這次聖經
[00:12:41.000 --> 00:12:44.000]  不知道大家會不會覺得很奇怪
[00:12:44.000 --> 00:12:45.000]  這個時候
[00:12:45.000 --> 00:12:48.000]  保羅其實已經傳道了幾十年
[00:12:48.000 --> 00:12:50.000]  上個星期張傳道還說
[00:12:50.000 --> 00:12:52.000]  保羅不單止是勇者
[00:12:52.000 --> 00:12:53.000]  還是智者
[00:12:53.000 --> 00:12:57.000]  有智慧向雅典人傳福音
[00:12:57.000 --> 00:12:59.000]  現在我們看到他
[00:12:59.000 --> 00:13:03.000]  竟然要求教會為他禱告
[00:13:03.000 --> 00:13:05.000]  讓他有機會
[00:13:05.000 --> 00:13:09.000]  還要懂得說「該說的話」
[00:13:09.000 --> 00:13:14.000]  含義就是不要說那些不該說的話
[00:13:14.000 --> 00:13:21.000]  為什麼保羅要求教會為他有這些事情來祈禱呢?
[00:13:21.000 --> 00:13:25.000]  我相信一個很重要的原因
[00:13:25.000 --> 00:13:29.000]  就是我們活在一個屬靈的世界中
[00:13:29.000 --> 00:13:32.000]  保羅在《二法所書》六章十二節說
[00:13:32.000 --> 00:13:35.000]  「因為我們的爭戰」
[00:13:35.000 --> 00:13:38.000]  「並不是對抗有血有肉的人」
[00:13:38.000 --> 00:13:41.000]  「而是對抗那些執政的掌權的」
[00:13:41.000 --> 00:13:44.000]  「管轄著幽暗世界的」
[00:13:44.000 --> 00:13:47.000]  「以及天空靈界的惡魔」
[00:13:47.000 --> 00:13:51.000]  然後他在十八至十九節說
[00:13:51.000 --> 00:13:56.000]  「要靠著聖靈隨時多方禱告祈求」
[00:13:56.000 --> 00:13:58.000]  「也要為我祈求」
[00:13:58.000 --> 00:14:02.000]  「讓我有口才能放膽」
[00:14:02.000 --> 00:14:05.000]  「開口講明福音的奧秘」
[00:14:05.000 --> 00:14:11.000]  所以連保羅這個上帝所揀選的使徒
[00:14:11.000 --> 00:14:13.000]  他要傳福音
[00:14:13.000 --> 00:14:17.000]  都要求教會為他祈禱
[00:14:17.000 --> 00:14:23.000]  我們就真是應該多些著重禱告
[00:14:23.000 --> 00:14:26.000]  保羅講完有關禱告的事之後
[00:14:26.000 --> 00:14:28.000]  就教導弟兄姊妹
[00:14:28.000 --> 00:14:33.000]  怎樣在一個充滿非信徒的地方生活
[00:14:33.000 --> 00:14:35.000]  看看四章五節
[00:14:35.000 --> 00:14:37.000]  「你們要把握時機」
[00:14:37.000 --> 00:14:41.000]  「用智慧與外人來往」
[00:14:41.000 --> 00:14:44.000]  機會有時是一瞬即逝
[00:14:44.000 --> 00:14:47.000]  每次我們真是要好好把握機會
[00:14:47.000 --> 00:14:50.000]  如果上帝給我們開了機會之門
[00:14:50.000 --> 00:14:53.000]  但是我們就沒有把握機會
[00:14:53.000 --> 00:14:55.000]  那就非常可惜
[00:14:55.000 --> 00:14:56.000]  就像華人所說的
[00:14:56.000 --> 00:14:59.000]  「捉到鹿都不識絕角」
[00:14:59.000 --> 00:15:00.000]  在這裏
[00:15:00.000 --> 00:15:02.000]  保羅特別想到的機會
[00:15:02.000 --> 00:15:05.000]  是與外人來往
[00:15:05.000 --> 00:15:07.000]  外人即是非信徒
[00:15:07.000 --> 00:15:09.000]  非基督徒
[00:15:09.000 --> 00:15:15.000]  我相信大家可能都和我差不多
[00:15:15.000 --> 00:15:17.000]  信主時間長了
[00:15:17.000 --> 00:15:20.000]  就會發覺身邊的朋友
[00:15:20.000 --> 00:15:22.000]  他們都是基督徒
[00:15:22.000 --> 00:15:26.000]  越來越少外人非信徒的朋友
[00:15:26.000 --> 00:15:28.000]  那我們就很難有機會
[00:15:28.000 --> 00:15:32.000]  向外人來傳福音了
[00:15:32.000 --> 00:15:33.000]  故子
[00:15:33.000 --> 00:15:35.000]  假如我們有機會
[00:15:35.000 --> 00:15:38.000]  認識了非信徒的朋友
[00:15:38.000 --> 00:15:39.000]  保羅教導我們
[00:15:39.000 --> 00:15:42.000]  千萬不要錯失機會
[00:15:42.000 --> 00:15:45.000]  我們要繼續與外人來往
[00:15:45.000 --> 00:15:48.000]  不過我們要有智慧
[00:15:48.000 --> 00:15:49.000]  舉個例子
[00:15:49.000 --> 00:15:52.000]  比如有位非基督徒
[00:15:52.000 --> 00:15:54.000]  約你星期日喝茶
[00:15:54.000 --> 00:15:57.000]  我們不要一開口就拒絕
[00:15:57.000 --> 00:15:59.000]  星期日中午那段時間
[00:15:59.000 --> 00:16:01.000]  我已經有約了
[00:16:01.000 --> 00:16:03.000]  不如星期六去喝茶
[00:16:03.000 --> 00:16:06.000]  或者星期日晚飯都可以
[00:16:06.000 --> 00:16:08.000]  我們不用馬上說
[00:16:08.000 --> 00:16:10.000]  那段時間我要回教會
[00:16:10.000 --> 00:16:13.000]  因為那個可能不是合適的時候
[00:16:13.000 --> 00:16:15.000]  和剛剛認識的非信徒
[00:16:15.000 --> 00:16:17.000]  表明立場
[00:16:17.000 --> 00:16:20.000]  但是星期日我們的確
[00:16:20.000 --> 00:16:22.000]  是和上帝有個約會
[00:16:22.000 --> 00:16:24.000]  所以我們這樣說
[00:16:24.000 --> 00:16:27.000]  不算是說謊
[00:16:27.000 --> 00:16:30.000]  四央六節還教導我們
[00:16:30.000 --> 00:16:33.000]  和非信徒聊天要怎樣呢
[00:16:33.000 --> 00:16:35.000]  怎樣說呢
[00:16:35.000 --> 00:16:37.000]  說你們的言談
[00:16:37.000 --> 00:16:40.000]  要時常帶著溫和
[00:16:40.000 --> 00:16:43.000]  好像用鹽調味
[00:16:43.000 --> 00:16:46.000]  溫和這個字的原文
[00:16:46.000 --> 00:16:48.000]  其實有很多種意思
[00:16:48.000 --> 00:16:51.000]  包括帶著一些恩惠
[00:16:51.000 --> 00:16:54.000]  不要批評別人
[00:16:54.000 --> 00:16:57.000]  我很喜歡現中版的翻譯
[00:16:57.000 --> 00:16:58.000]  他說
[00:16:58.000 --> 00:17:01.000]  說話要溫和風趣
[00:17:01.000 --> 00:17:04.000]  好像用鹽調味
[00:17:04.000 --> 00:17:07.000]  溫和風趣
[00:17:07.000 --> 00:17:10.000]  如果我們說話
[00:17:10.000 --> 00:17:12.000]  可以風趣幽默一點的話
[00:17:12.000 --> 00:17:16.000]  比較容易和外人做朋友
[00:17:16.000 --> 00:17:19.000]  我講話就比較缺少風趣幽默
[00:17:19.000 --> 00:17:22.000]  所以我都要祈禱和學習
[00:17:22.000 --> 00:17:24.000]  怎樣學習呢
[00:17:24.000 --> 00:17:27.000]  就是我的方法
[00:17:27.000 --> 00:17:29.000]  就是和一些風趣幽默的人
[00:17:29.000 --> 00:17:31.000]  多些來和
[00:17:31.000 --> 00:17:34.000]  學習他怎樣講話
[00:17:34.000 --> 00:17:37.000]  我記得從前有一位牧師朋友
[00:17:37.000 --> 00:17:41.000]  有一次我請他夫婦來我家吃飯
[00:17:41.000 --> 00:17:44.000]  我親自下廚
[00:17:44.000 --> 00:17:46.000]  做了一個焗南瓜
[00:17:46.000 --> 00:17:51.000]  可惜我把南瓜切得比較大塊
[00:17:51.000 --> 00:17:54.000]  那位師母和我很熟
[00:17:54.000 --> 00:17:57.000]  她說切得這麼大塊怎麼吃
[00:17:57.000 --> 00:18:00.000]  她的丈夫真的很幽默地說
[00:18:00.000 --> 00:18:02.000]  我們鄉下教的
[00:18:02.000 --> 00:18:06.000]  都是用筷子用口去吃的
[00:18:06.000 --> 00:18:08.000]  好了
[00:18:08.000 --> 00:18:10.000]  今天的經文很短
[00:18:10.000 --> 00:18:12.000]  但是非常實用
[00:18:12.000 --> 00:18:14.000]  當我們鼓勵大家
[00:18:14.000 --> 00:18:16.000]  要勇敢傳福音的時候
[00:18:16.000 --> 00:18:18.000]  我們都鼓勵大家要祈禱
[00:18:18.000 --> 00:18:22.000]  求上主為我們開啟機會之門
[00:18:22.000 --> 00:18:24.000]  我們教會印了一些書
[00:18:24.000 --> 00:18:26.000]  鼓勵每人拿一張
[00:18:26.000 --> 00:18:29.000]  正面寫著「報」這個字
[00:18:29.000 --> 00:18:31.000]  並且每個字母所代表的意思
[00:18:31.000 --> 00:18:33.000]  都寫在上面
[00:18:33.000 --> 00:18:35.000]  就是 Be Curious, Open Our Faith
[00:18:35.000 --> 00:18:38.000]  Link Them In, Do Life Together
[00:18:38.000 --> 00:18:41.000]  在這張書籤後面
[00:18:41.000 --> 00:18:43.000]  請大家回到後面
[00:18:43.000 --> 00:18:45.000]  有三個空格
[00:18:45.000 --> 00:18:47.000]  請大家回家想一想
[00:18:47.000 --> 00:18:50.000]  有哪三位親戚朋友
[00:18:50.000 --> 00:18:53.000]  你很想他們上主
[00:18:53.000 --> 00:18:56.000]  你就把他們的名字寫在上面
[00:18:56.000 --> 00:19:00.000]  然後這張書籤後面
[00:19:00.000 --> 00:19:03.000]  列了四個祈禱事項
[00:19:03.000 --> 00:19:06.000]  你就可以為他們祈禱
[00:19:06.000 --> 00:19:09.000]  第一,祈求上主軟化他們的心
[00:19:09.000 --> 00:19:12.000]  第二,祈求上主給我們
[00:19:12.000 --> 00:19:14.000]  跟他們建立友誼
[00:19:14.000 --> 00:19:16.000]  還有聊天的機會
[00:19:16.000 --> 00:19:18.000]  第三,祈求機會
[00:19:18.000 --> 00:19:20.000]  讓我們邀請對方
[00:19:20.000 --> 00:19:22.000]  來參加教會聚會
[00:19:22.000 --> 00:19:26.000]  第四,求主拯救他們
[00:19:26.000 --> 00:19:28.000]  第一,姐妹,我以身作則
[00:19:28.000 --> 00:19:30.000]  我已經拿了書籤
[00:19:30.000 --> 00:19:33.000]  上面寫了三個名字
[00:19:33.000 --> 00:19:36.000]  這三位就是我在英語繪畫班
[00:19:36.000 --> 00:19:38.000]  剛剛認識的同學
[00:19:38.000 --> 00:19:40.000]  也是剛剛認識他們
[00:19:40.000 --> 00:19:42.000]  所以我鼓勵大家
[00:19:42.000 --> 00:19:45.000]  真是要有樣學樣
[00:19:45.000 --> 00:19:47.000]  學牧師不要緊
[00:19:47.000 --> 00:19:49.000]  勇敢去傳福音
[00:19:49.000 --> 00:19:53.000]  好,我們一起祈禱
[00:19:53.000 --> 00:19:55.000]  採訪天父,感謝您的簡訊
[00:19:55.000 --> 00:19:57.000]  將我們成為您的兒女
[00:19:57.000 --> 00:19:59.000]  求您幫助我們有勇氣
[00:19:59.000 --> 00:20:00.000]  有智慧
[00:20:00.000 --> 00:20:02.000]  做好各方面的準備
[00:20:02.000 --> 00:20:04.000]  更加求您為我們開啟
[00:20:04.000 --> 00:20:05.000]  機會之門
[00:20:05.000 --> 00:20:07.000]  與外人交往
[00:20:07.000 --> 00:20:09.000]  以及賜給我們機會
[00:20:09.000 --> 00:20:11.000]  跟他們分享福音
[00:20:11.000 --> 00:20:13.000]  奉耶穌基督的名祈禱
[00:20:13.000 --> 00:20:14.000]  阿們
