
[00:00:00.000 --> 00:00:02.000]  新瓶中的鹽
[00:01:40.900 --> 00:01:42.900]  不過
[00:01:42.900 --> 00:01:44.900]  它們如果要發揮作用
[00:01:44.900 --> 00:01:46.900]  同樣的
[00:01:46.900 --> 00:01:48.900]  光是要燃燒
[00:01:48.900 --> 00:01:50.900]  那些燃燒物
[00:01:50.900 --> 00:01:52.900]  才會有光出現
[00:01:54.900 --> 00:01:56.900]  他又說
[00:01:56.900 --> 00:01:58.900]  燃燒自己
[00:01:58.900 --> 00:02:00.900]  才可以發光
[00:02:00.900 --> 00:02:02.900]  鹽呢
[00:02:02.900 --> 00:02:04.900]  你不燃燒 燃燒太激烈了
[00:02:04.900 --> 00:02:06.900]  火來的
[00:02:06.900 --> 00:02:08.900]  那你就融解自己
[00:02:08.900 --> 00:02:10.900]  融解自己
[00:02:10.900 --> 00:02:12.900]  你就發揮了鹽的作用
[00:02:12.900 --> 00:02:14.900]  最後都沒有了什麼
[00:02:14.900 --> 00:02:16.900]  沒了自己
[00:02:16.900 --> 00:02:18.900]  跟脫鞋一樣
[00:02:18.900 --> 00:02:20.900]  是不是
[00:02:20.900 --> 00:02:22.900]  脫鞋一樣
[00:02:22.900 --> 00:02:24.900]  其實這個就是基督徒的
[00:02:24.900 --> 00:02:26.900]  什麼呢 本質
[00:02:26.900 --> 00:02:28.900]  你同不同意
[00:02:28.900 --> 00:02:30.900]  同不同意
[00:02:30.900 --> 00:02:32.900]  我們燃燒自己
[00:02:32.900 --> 00:02:34.900]  融解自己
[00:02:34.900 --> 00:02:36.900]  完全是為了別人
[00:02:36.900 --> 00:02:38.900]  就發揮了作用
[00:02:38.900 --> 00:02:40.900]  因為耶穌說
[00:02:40.900 --> 00:02:42.900]  學生不可以高過先生
[00:02:42.900 --> 00:02:44.900]  他受的困難
[00:02:44.900 --> 00:02:48.900]  他遭受的挑戰
[00:02:48.900 --> 00:02:50.900]  他的犧牲
[00:02:50.900 --> 00:02:52.900]  我們是要跟隨他的
[00:02:52.900 --> 00:02:54.900]  是不是
[00:02:54.900 --> 00:02:58.900]  前天
[00:02:58.900 --> 00:03:00.900]  在中環
[00:03:00.900 --> 00:03:02.900]  和一個相當有名望的人吃飯
[00:03:02.900 --> 00:03:04.900]  他就這樣跟我說
[00:03:04.900 --> 00:03:06.900]  他快65歲了
[00:03:06.900 --> 00:03:08.900]  他就說
[00:03:08.900 --> 00:03:10.900]  我在思考
[00:03:10.900 --> 00:03:12.900]  我在思考
[00:03:12.900 --> 00:03:14.900]  我出道36年了
[00:03:14.900 --> 00:03:16.900]  36年了
[00:03:16.900 --> 00:03:18.900]  我其實
[00:03:18.900 --> 00:03:20.900]  是蠻好的
[00:03:20.900 --> 00:03:22.900]  不過這56年
[00:03:22.900 --> 00:03:24.900]  很多眼淚
[00:03:24.900 --> 00:03:30.900]  這些叫什麼
[00:03:30.900 --> 00:03:32.900]  先甜後什麼
[00:03:32.900 --> 00:03:34.900]  後苦
[00:03:34.900 --> 00:03:36.900]  有一種是先苦
[00:03:36.900 --> 00:03:38.900]  後甜
[00:03:38.900 --> 00:03:40.900]  有一種是什麼
[00:03:40.900 --> 00:03:42.900]  很多苦
[00:03:42.900 --> 00:03:44.900]  少少甜
[00:03:44.900 --> 00:03:46.900]  是不是
[00:03:46.900 --> 00:03:48.900]  完全苦
[00:03:48.900 --> 00:03:50.900]  因為是黑咖啡
[00:03:50.900 --> 00:03:52.900]  不知道是什麼
[00:03:52.900 --> 00:03:54.900]  不過不會全部喝糖
[00:03:54.900 --> 00:03:58.900]  是不是
[00:03:58.900 --> 00:04:00.900]  這就是人生
[00:04:00.900 --> 00:04:02.900]  是不是
[00:04:02.900 --> 00:04:04.900]  不過
[00:04:04.900 --> 00:04:06.900]  如果只是為我們自己
[00:04:06.900 --> 00:04:08.900]  其實就
[00:04:08.900 --> 00:04:10.900]  長歎一聲
[00:04:10.900 --> 00:04:12.900]  但現在為了主就不同了
[00:04:12.900 --> 00:04:14.900]  他還不下去
[00:04:14.900 --> 00:04:16.900]  我講了這麼久
[00:04:16.900 --> 00:04:18.900]  好聰明
[00:04:18.900 --> 00:04:20.900]  這張走吧
[00:04:20.900 --> 00:04:24.900]  有空位按吧
[00:04:24.900 --> 00:04:26.900]  我的現代科技進步了一點
[00:04:26.900 --> 00:04:28.900]  好不好吃
[00:04:28.900 --> 00:04:32.900]  我做的泡泡
[00:04:32.900 --> 00:04:36.900]  蘇如虹在不在
[00:04:36.900 --> 00:04:38.900]  她教我做的
[00:04:38.900 --> 00:04:40.900]  她用了7分鐘教我做的
[00:04:42.900 --> 00:04:44.900]  她的教導因此強
[00:04:44.900 --> 00:04:46.900]  還是我學習能力強
[00:04:46.900 --> 00:04:48.900]  嚴的作用
[00:04:48.900 --> 00:04:50.900]  有三款
[00:04:50.900 --> 00:04:52.900]  調和
[00:04:52.900 --> 00:04:54.900]  帶出人生別人的美味
[00:04:54.900 --> 00:04:56.900]  仿佛
[00:04:56.900 --> 00:04:58.900]  讓人的生命質素
[00:04:58.900 --> 00:05:00.900]  被提升
[00:05:00.900 --> 00:05:02.900]  潔淨
[00:05:02.900 --> 00:05:04.900]  預防環境的敗壞
[00:05:04.900 --> 00:05:06.900]  你有沒有遭遇過
[00:05:06.900 --> 00:05:08.900]  你有沒有發生過
[00:05:08.900 --> 00:05:10.900]  你有沒有被人調和過你的人生
[00:05:10.900 --> 00:05:12.900]  你有沒有被人
[00:05:12.900 --> 00:05:14.900]  提升過你的生命質素
[00:05:14.900 --> 00:05:16.900]  你有沒有
[00:05:16.900 --> 00:05:18.900]  在你現實的環境
[00:05:18.900 --> 00:05:20.900]  修改環境的腐敗
[00:05:20.900 --> 00:05:22.900]  因著你出現的緣故
[00:05:22.900 --> 00:05:24.900]  環境如何
[00:05:24.900 --> 00:05:26.900]  不同了
[00:05:26.900 --> 00:05:28.900]  因著你計算的緣故
[00:05:28.900 --> 00:05:30.900]  你的數字乾淨了很多
[00:05:30.900 --> 00:05:32.900]  有沒有
[00:05:32.900 --> 00:05:34.900]  講個故事給你們聽
[00:05:34.900 --> 00:05:36.900]  挺有趣的
[00:05:36.900 --> 00:05:38.900]  我有一程飛機
[00:05:38.900 --> 00:05:40.900]  由吉隆坡飛廣州
[00:05:40.900 --> 00:05:42.900]  由廣州飛洛杉磯
[00:05:42.900 --> 00:05:44.900]  為什麼會由廣州
[00:05:44.900 --> 00:05:46.900]  飛去洛杉磯呢
[00:05:46.900 --> 00:05:48.900]  很便宜
[00:05:48.900 --> 00:05:50.900]  所以這樣做
[00:05:50.900 --> 00:05:52.900]  南方航空公司
[00:05:52.900 --> 00:05:54.900]  來回都是
[00:05:54.900 --> 00:05:56.900]  二千多元
[00:05:56.900 --> 00:05:58.900]  死了沒有
[00:05:58.900 --> 00:06:00.900]  死了
[00:06:00.900 --> 00:06:02.900]  郭泰你死了
[00:06:02.900 --> 00:06:04.900]  哇
[00:06:04.900 --> 00:06:06.900]  還坐一架大機
[00:06:06.900 --> 00:06:08.900]  有兩層
[00:06:08.900 --> 00:06:10.900]  全世界只有八架
[00:06:10.900 --> 00:06:12.900]  我坐過
[00:06:12.900 --> 00:06:14.900]  三架
[00:06:14.900 --> 00:06:16.900]  多威風
[00:06:16.900 --> 00:06:18.900]  在吉隆坡check in
[00:06:18.900 --> 00:06:20.900]  的時候
[00:06:20.900 --> 00:06:22.900]  地勤小姐對我很好
[00:06:22.900 --> 00:06:24.900]  麻煩你給我路邊位
[00:06:24.900 --> 00:06:26.900]  因為我的腳
[00:06:26.900 --> 00:06:28.900]  受傷了
[00:06:28.900 --> 00:06:30.900]  長途機年紀大
[00:06:30.900 --> 00:06:32.900]  經常要去廁所
[00:06:32.900 --> 00:06:34.900]  幫你找路邊位
[00:06:34.900 --> 00:06:36.900]  路邊位
[00:06:36.900 --> 00:06:38.900]  不過後一點
[00:06:38.900 --> 00:06:40.900]  不要緊
[00:06:40.900 --> 00:06:42.900]  通常後一點
[00:06:42.900 --> 00:06:44.900]  人們經常去廁所
[00:06:44.900 --> 00:06:46.900]  但小姐突然說
[00:06:46.900 --> 00:06:48.900]  不是
[00:06:48.900 --> 00:06:50.900]  你坐樓上
[00:06:50.900 --> 00:06:52.900]  你介不介意
[00:06:52.900 --> 00:06:54.900]  我不介意
[00:06:54.900 --> 00:06:56.900]  樓下經常坐
[00:06:56.900 --> 00:06:58.900]  樓上很少機會坐
[00:06:58.900 --> 00:07:00.900]  樓上最後一行
[00:07:00.900 --> 00:07:02.900]  有個窗口位
[00:07:02.900 --> 00:07:04.900]  兩個位
[00:07:04.900 --> 00:07:08.900]  闊很多
[00:07:08.900 --> 00:07:10.900]  知不知道
[00:07:10.900 --> 00:07:12.900]  為什麼闊很多
[00:07:12.900 --> 00:07:14.900]  旁邊有個locker
[00:07:14.900 --> 00:07:16.900]  差不多有半張椅子
[00:07:16.900 --> 00:07:18.900]  闊很多
[00:07:18.900 --> 00:07:20.900]  夠了
[00:07:20.900 --> 00:07:22.900]  好啊
[00:07:22.900 --> 00:07:24.900]  因為一個人
[00:07:24.900 --> 00:07:26.900]  接受了他
[00:07:26.900 --> 00:07:28.900]  上機了
[00:07:28.900 --> 00:07:30.900]  坐在樓上
[00:07:30.900 --> 00:07:32.900]  一坐下來
[00:07:32.900 --> 00:07:34.900]  糟了
[00:07:34.900 --> 00:07:36.900]  是我的屬靈恩賜
[00:07:36.900 --> 00:07:38.900]  發揮功效
[00:07:38.900 --> 00:07:40.900]  還是什麼事
[00:07:40.900 --> 00:07:42.900]  旁邊的男人很臭
[00:07:42.900 --> 00:07:46.900]  很臭
[00:07:46.900 --> 00:07:48.900]  臭得很厲害
[00:07:48.900 --> 00:07:50.900]  當然要祈禱
[00:07:50.900 --> 00:07:52.900]  但心裏想
[00:07:52.900 --> 00:07:54.900]  沒理由跟他講鬼
[00:07:54.900 --> 00:07:56.900]  有點害怕
[00:07:56.900 --> 00:07:58.900]  有點緊張
[00:07:58.900 --> 00:08:00.900]  他不是有鬼
[00:08:00.900 --> 00:08:02.900]  他是有病
[00:08:02.900 --> 00:08:06.900]  被他臭了十幾個小時
[00:08:06.900 --> 00:08:08.900]  真的很慘
[00:08:08.900 --> 00:08:10.900]  所以人生就是窮
[00:08:10.900 --> 00:08:12.900]  有些環境
[00:08:12.900 --> 00:08:14.900]  你想跳
[00:08:14.900 --> 00:08:16.900]  都跳不到
[00:08:16.900 --> 00:08:18.900]  你想潔淨都潔淨不到
[00:08:18.900 --> 00:08:20.900]  我下機的時候
[00:08:20.900 --> 00:08:22.900]  問我買藥的朋友
[00:08:22.900 --> 00:08:24.900]  為什麼會這樣
[00:08:24.900 --> 00:08:26.900]  我們藥房
[00:08:26.900 --> 00:08:28.900]  有些人買藥
[00:08:28.900 --> 00:08:30.900]  很臭
[00:08:30.900 --> 00:08:32.900]  我問醫生
[00:08:32.900 --> 00:08:34.900]  為什麼會這麼臭
[00:08:34.900 --> 00:08:36.900]  因為長期病
[00:08:36.900 --> 00:08:38.900]  吃某些藥會發臭
[00:08:38.900 --> 00:08:40.900]  我在想
[00:08:40.900 --> 00:08:42.900]  我長期都吃藥
[00:08:42.900 --> 00:08:44.900]  我也有長期病
[00:08:44.900 --> 00:08:46.900]  我馬上問
[00:08:46.900 --> 00:08:48.900]  我有沒有臭
[00:08:48.900 --> 00:08:50.900]  這個妨礙公眾衛生
[00:08:50.900 --> 00:08:52.900]  如果有就快點告訴我
[00:08:52.900 --> 00:08:54.900]  他說沒有
[00:08:54.900 --> 00:08:56.900]  我不知道他鼻子有沒有問題
[00:08:56.900 --> 00:08:58.900]  感謝主
[00:08:58.900 --> 00:09:00.900]  所以我們可以
[00:09:00.900 --> 00:09:02.900]  改善人
[00:09:02.900 --> 00:09:04.900]  改善環境
[00:09:04.900 --> 00:09:06.900]  實在是我們的祝福
[00:09:06.900 --> 00:09:08.900]  下去了
[00:09:08.900 --> 00:09:10.900]  要發揮什麼
[00:09:10.900 --> 00:09:12.900]  要發揮影響力
[00:09:12.900 --> 00:09:14.900]  發揮什麼影響力
[00:09:14.900 --> 00:09:16.900]  就是天國子民
[00:09:16.900 --> 00:09:18.900]  生活的任務
[00:09:18.900 --> 00:09:20.900]  所以
[00:09:20.900 --> 00:09:22.900]  你有沒有想過
[00:09:22.900 --> 00:09:24.900]  你去一個公共廁所
[00:09:24.900 --> 00:09:26.900]  從廁格
[00:09:26.900 --> 00:09:28.900]  出來的時候
[00:09:28.900 --> 00:09:30.900]  應該比你進去之前更加乾淨
[00:09:30.900 --> 00:09:32.900]  有沒有想過
[00:09:32.900 --> 00:09:34.900]  有沒有
[00:09:34.900 --> 00:09:36.900]  有沒有
[00:09:36.900 --> 00:09:38.900]  可不可以成為一個任務
[00:09:38.900 --> 00:09:40.900]  當我去
[00:09:40.900 --> 00:09:42.900]  國際機場多的時候
[00:09:42.900 --> 00:09:44.900]  我就在想
[00:09:44.900 --> 00:09:46.900]  嘩
[00:09:46.900 --> 00:09:48.900]  這個機場
[00:09:48.900 --> 00:09:50.900]  廁所是這樣的
[00:09:50.900 --> 00:09:52.900]  這就表示什麼
[00:09:52.900 --> 00:09:54.900]  這裡的國民有問題
[00:09:54.900 --> 00:09:56.900]  不是 是旅客有問題
[00:09:56.900 --> 00:09:58.900]  國際機場
[00:09:58.900 --> 00:10:00.900]  除了旅客有問題
[00:10:00.900 --> 00:10:02.900]  還有收拾廁所的人也有問題
[00:10:02.900 --> 00:10:04.900]  嘩
[00:10:04.900 --> 00:10:06.900]  原來國際機場的廁所很難收
[00:10:06.900 --> 00:10:08.900]  感謝主
[00:10:08.900 --> 00:10:10.900]  香港機場在我的排行第三
[00:10:10.900 --> 00:10:12.900]  感謝主
[00:10:12.900 --> 00:10:14.900]  因為去國際機場的廁所多
[00:10:14.900 --> 00:10:16.900]  所以就有個決心
[00:10:16.900 --> 00:10:18.900]  要什麼
[00:10:18.900 --> 00:10:20.900]  這個廁格在我出來之前
[00:10:20.900 --> 00:10:22.900]  要比我進去的時候更加乾淨
[00:10:22.900 --> 00:10:24.900]  嘩
[00:10:24.900 --> 00:10:26.900]  如果這樣也不錯
[00:10:26.900 --> 00:10:28.900]  成為一種什麼
[00:10:28.900 --> 00:10:30.900]  一種慣性的操練
[00:10:30.900 --> 00:10:32.900]  你覺得這種操練好不好
[00:10:32.900 --> 00:10:34.900]  好不好
[00:10:34.900 --> 00:10:36.900]  如果好的 大家試一下
[00:10:36.900 --> 00:10:38.900]  不經意一分鐘就做一件事
[00:10:38.900 --> 00:10:40.900]  下面那個進來
[00:10:40.900 --> 00:10:42.900]  真的很好
[00:10:42.900 --> 00:10:44.900]  你知不知道
[00:10:44.900 --> 00:10:46.900]  Phoebe以前在錦輝就經常做這件事
[00:10:46.900 --> 00:10:48.900]  你出來
[00:10:48.900 --> 00:10:50.900]  其實
[00:10:50.900 --> 00:10:52.900]  她很快就進去
[00:10:52.900 --> 00:10:54.900]  每隔十五分鐘就進去
[00:10:54.900 --> 00:10:56.900]  轉一個輪
[00:10:56.900 --> 00:10:58.900]  然後我們那個千人使用的
[00:10:58.900 --> 00:11:00.900]  二樓
[00:11:00.900 --> 00:11:02.900]  廁所可以保持這麼乾淨
[00:11:02.900 --> 00:11:04.900]  並且她不聽話
[00:11:04.900 --> 00:11:06.900]  經常都塞
[00:11:06.900 --> 00:11:08.900]  但我們仍然可以保持這麼好
[00:11:08.900 --> 00:11:10.900]  你和我鼓勵旁邊的人
[00:11:10.900 --> 00:11:12.900]  池江的子民
[00:11:12.900 --> 00:11:14.900]  應該有這種質素
[00:11:16.900 --> 00:11:18.900]  是不是
[00:11:18.900 --> 00:11:20.900]  是不是
[00:11:20.900 --> 00:11:22.900]  這個很重要
[00:11:22.900 --> 00:11:24.900]  因為我們知道
[00:11:24.900 --> 00:11:26.900]  用好的空間
[00:11:26.900 --> 00:11:28.900]  好的廁所有多大的影響
[00:11:28.900 --> 00:11:30.900]  再來
[00:11:30.900 --> 00:11:32.900]  現在很好
[00:11:32.900 --> 00:11:34.900]  很準時就提早打了出來
[00:11:34.900 --> 00:11:36.900]  這是什麼
[00:11:36.900 --> 00:11:38.900]  你們這麼厲害
[00:11:38.900 --> 00:11:40.900]  證明你們喜歡吃焗薯
[00:11:40.900 --> 00:11:42.900]  我去年去Kansas City
[00:11:42.900 --> 00:11:44.900]  那裡是鳥不生蛋的地方
[00:11:44.900 --> 00:11:46.900]  但中國人很厲害
[00:11:46.900 --> 00:11:48.900]  去到那裡都會找到好吃的
[00:11:48.900 --> 00:11:50.900]  他說你找中國食物
[00:11:50.900 --> 00:11:52.900]  在這裡吃就沒有東西好吃
[00:11:52.900 --> 00:11:54.900]  沒有一口好吃
[00:11:54.900 --> 00:11:56.900]  等你離開
[00:11:56.900 --> 00:11:58.900]  但是這個城市
[00:11:58.900 --> 00:12:00.900]  有一間西餐
[00:12:00.900 --> 00:12:02.900]  他賣牛扒
[00:12:02.900 --> 00:12:04.900]  但他的薯仔比牛扒更好吃
[00:12:04.900 --> 00:12:06.900]  我最不喜歡吃薯仔
[00:12:06.900 --> 00:12:08.900]  現在人家帶你去吃薯仔
[00:12:08.900 --> 00:12:10.900]  可不可以拒絕他
[00:12:10.900 --> 00:12:12.900]  不過
[00:12:12.900 --> 00:12:14.900]  我聽到有牛扒
[00:12:14.900 --> 00:12:16.900]  I like 牛扒
[00:12:16.900 --> 00:12:18.900]  所以去吧
[00:12:18.900 --> 00:12:20.900]  薯仔就隨便吧
[00:12:20.900 --> 00:12:22.900]  嘩
[00:12:22.900 --> 00:12:24.900]  吃完一口之後
[00:12:24.900 --> 00:12:26.900]  你才發覺
[00:12:26.900 --> 00:12:28.900]  嘩
[00:12:28.900 --> 00:12:30.900]  什麼叫焗薯好吃
[00:12:30.900 --> 00:12:32.900]  真的很好吃
[00:12:32.900 --> 00:12:34.900]  接著看著主人
[00:12:34.900 --> 00:12:36.900]  意思是不夠吃
[00:12:36.900 --> 00:12:38.900]  可不可以叫多一份
[00:12:38.900 --> 00:12:40.900]  嘩
[00:12:40.900 --> 00:12:42.900]  天國子民
[00:12:42.900 --> 00:12:44.900]  那種影響力
[00:12:44.900 --> 00:12:46.900]  搞到人家要添食
[00:12:46.900 --> 00:12:48.900]  可不可以
[00:12:48.900 --> 00:12:50.900]  祝福旁邊的人
[00:12:50.900 --> 00:12:52.900]  祝福你被人添食
[00:12:52.900 --> 00:12:54.900]  是不是
[00:12:54.900 --> 00:12:56.900]  具有不能取代的生命本質
[00:12:56.900 --> 00:12:58.900]  是不是
[00:12:58.900 --> 00:13:00.900]  人家嘗你一口之後
[00:13:00.900 --> 00:13:02.900]  覺得真的很好
[00:13:02.900 --> 00:13:04.900]  添食
[00:13:04.900 --> 00:13:06.900]  我看你們應該被人添食
[00:13:06.900 --> 00:13:08.900]  又好樣
[00:13:08.900 --> 00:13:10.900]  又不衰
[00:13:10.900 --> 00:13:12.900]  是不是
[00:13:12.900 --> 00:13:14.900]  星期六
[00:13:14.900 --> 00:13:16.900]  我被人找去
[00:13:16.900 --> 00:13:18.900]  講一個
[00:13:18.900 --> 00:13:20.900]  很特別的聚會
[00:13:20.900 --> 00:13:22.900]  他們有個讀書會
[00:13:22.900 --> 00:13:24.900]  讀了你的書
[00:13:24.900 --> 00:13:26.900]  請你來解答問題
[00:13:26.900 --> 00:13:28.900]  沒試過
[00:13:28.900 --> 00:13:30.900]  所以去了筲箕灣
[00:13:30.900 --> 00:13:32.900]  沒雷公那麼遠的一個群體
[00:13:32.900 --> 00:13:34.900]  那麼
[00:13:34.900 --> 00:13:36.900]  因為腳不太好
[00:13:36.900 --> 00:13:38.900]  不要上下樓梯那麼多
[00:13:38.900 --> 00:13:40.900]  乘電梯
[00:13:40.900 --> 00:13:42.900]  乘電梯
[00:13:42.900 --> 00:13:44.900]  前面有一對年輕人
[00:13:44.900 --> 00:13:46.900]  一看就知道他們是大學生
[00:13:46.900 --> 00:13:48.900]  穿著學聯的衣服
[00:13:48.900 --> 00:13:50.900]  等電梯
[00:13:50.900 --> 00:13:52.900]  電梯到了
[00:13:52.900 --> 00:13:54.900]  站在最前的年輕人
[00:13:54.900 --> 00:13:56.900]  男生來的
[00:13:56.900 --> 00:13:58.900]  動著拐杖
[00:13:58.900 --> 00:14:00.900]  腳腕受傷
[00:14:00.900 --> 00:14:02.900]  他覺得自己受傷
[00:14:02.900 --> 00:14:04.900]  站在門口
[00:14:04.900 --> 00:14:06.900]  他避都不避
[00:14:06.900 --> 00:14:08.900]  B車怎麼出去
[00:14:08.900 --> 00:14:10.900]  他的意思是
[00:14:10.900 --> 00:14:12.900]  你應該縮小你的車自己出去
[00:14:12.900 --> 00:14:14.900]  幾經掙扎辛苦
[00:14:14.900 --> 00:14:16.900]  才出去
[00:14:16.900 --> 00:14:18.900]  他大無私樣的走進去
[00:14:18.900 --> 00:14:20.900]  沒多久
[00:14:20.900 --> 00:14:22.900]  他的女朋友拍了他的臉
[00:14:22.900 --> 00:14:24.900]  年輕人
[00:14:24.900 --> 00:14:26.900]  不要常常說髒話
[00:14:26.900 --> 00:14:28.900]  大聲的說
[00:14:28.900 --> 00:14:30.900]  他就很大聲的說
[00:14:30.900 --> 00:14:32.900]  我又不是基督徒
[00:14:32.900 --> 00:14:34.900]  基督徒
[00:14:34.900 --> 00:14:36.900]  我為什麼不說髒話
[00:14:36.900 --> 00:14:38.900]  你跟隔壁的人說
[00:14:38.900 --> 00:14:40.900]  他給你面子
[00:14:40.900 --> 00:14:42.900]  他說你基督徒不說髒話
[00:14:42.900 --> 00:14:44.900]  我就想回答他
[00:14:44.900 --> 00:14:46.900]  年輕人
[00:14:46.900 --> 00:14:48.900]  說不說髒話
[00:14:48.900 --> 00:14:50.900]  和是不是基督徒沒什麼關係
[00:14:50.900 --> 00:14:52.900]  你說髒話是因為你形容詞不夠
[00:14:52.900 --> 00:14:56.900]  我正想這樣回答他的時候
[00:14:56.900 --> 00:14:58.900]  他就一副輕佻的樣子
[00:14:58.900 --> 00:15:00.900]  就說
[00:15:00.900 --> 00:15:02.900]  我知道最後
[00:15:02.900 --> 00:15:04.900]  耶穌也會饒恕我的
[00:15:04.900 --> 00:15:08.900]  我又想回答他
[00:15:08.900 --> 00:15:10.900]  年輕人
[00:15:10.900 --> 00:15:12.900]  耶穌饒恕你是客觀的真理
[00:15:12.900 --> 00:15:14.900]  不過你要認罪悔改
[00:15:14.900 --> 00:15:16.900]  才會得到饒恕
[00:15:16.900 --> 00:15:18.900]  我一想他已經出了電梯
[00:15:18.900 --> 00:15:20.900]  來不及回答他
[00:15:20.900 --> 00:15:22.900]  看他走得多快
[00:15:22.900 --> 00:15:24.900]  等我吧
[00:15:24.900 --> 00:15:26.900]  好像比我還快
[00:15:26.900 --> 00:15:28.900]  真的很有趣
[00:15:28.900 --> 00:15:30.900]  其實
[00:15:30.900 --> 00:15:32.900]  生命影響生命
[00:15:32.900 --> 00:15:34.900]  原來有些說髒話的人
[00:15:34.900 --> 00:15:36.900]  是因為他承認他不是基督徒
[00:15:36.900 --> 00:15:38.900]  如果他是基督徒
[00:15:38.900 --> 00:15:40.900]  他會不說髒話
[00:15:40.900 --> 00:15:42.900]  多好
[00:15:42.900 --> 00:15:44.900]  感謝主
[00:15:44.900 --> 00:15:46.900]  你不說髒話吧
[00:15:46.900 --> 00:15:48.900]  OK
[00:15:48.900 --> 00:15:50.900]  問題是
[00:15:50.900 --> 00:15:52.900]  這個異形怎麼發揮作用呢
[00:15:52.900 --> 00:15:54.900]  說得多了
[00:15:54.900 --> 00:15:56.900]  怎麼發揮作用呢
[00:15:56.900 --> 00:15:58.900]  以莉莎的一個事件
[00:15:58.900 --> 00:16:00.900]  給我一個很大的啟發
[00:16:00.900 --> 00:16:02.900]  跟大家分享
[00:16:02.900 --> 00:16:04.900]  一起讀這段聖經
[00:16:04.900 --> 00:16:06.900]  直到今天寫這段經文的時候
[00:16:06.900 --> 00:16:08.900]  你說
[00:16:08.900 --> 00:16:10.900]  耶利哥城的人
[00:16:10.900 --> 00:16:12.900]  是不是很開心
[00:16:12.900 --> 00:16:14.900]  一個水源得到醫治
[00:16:14.900 --> 00:16:16.900]  你看看
[00:16:16.900 --> 00:16:18.900]  以莉莎是不是得到神的一句說話
[00:16:18.900 --> 00:16:20.900]  所以她要去
[00:16:20.900 --> 00:16:22.900]  那個水源那裡
[00:16:22.900 --> 00:16:24.900]  作出這句說話的宣告
[00:16:24.900 --> 00:16:26.900]  等一下
[00:16:26.900 --> 00:16:28.900]  這次快了一點
[00:16:28.900 --> 00:16:30.900]  耶和華如處說
[00:16:30.900 --> 00:16:32.900]  我治好了這水
[00:16:32.900 --> 00:16:34.900]  不是以莉莎治好這水
[00:16:34.900 --> 00:16:36.900]  是耶和華這樣說
[00:16:36.900 --> 00:16:38.900]  我治好這水
[00:16:38.900 --> 00:16:40.900]  所以你看見先知
[00:16:40.900 --> 00:16:42.900]  突然變成第一人稱
[00:16:42.900 --> 00:16:44.900]  是不是
[00:16:44.900 --> 00:16:46.900]  因為他前面已經說了
