
[00:00:00.000 --> 00:00:02.860]  上一個星期和大家分享的題目就是
[00:03:40.140 --> 00:03:42.140]  就是說不是我喜歡怎樣過就怎樣過
[00:03:42.140 --> 00:03:46.140]  我喜歡怎樣生活方式就怎樣生活方式
[00:03:46.140 --> 00:03:48.140]  我怎樣用我的時間就怎樣用我的時間
[00:03:48.140 --> 00:03:52.140]  原來我們都是做一個管家的
[00:03:52.140 --> 00:03:53.140]  因為為甚麼呢
[00:03:53.140 --> 00:03:55.140]  原來時間就是代表我們的生命
[00:03:55.140 --> 00:03:57.140]  代表我們人生
[00:03:57.140 --> 00:03:58.140]  我們用我們的時間
[00:03:58.140 --> 00:03:59.140]  就是在用我們的生命
[00:03:59.140 --> 00:04:01.140]  如果我們浪費我們的時間
[00:04:01.140 --> 00:04:04.140]  就是浪費我們的生命
[00:04:04.140 --> 00:04:07.140]  那究竟我們的時間將來去到神面前
[00:04:07.140 --> 00:04:09.140]  我託付一生給你
[00:04:09.140 --> 00:04:11.140]  究竟你怎樣用它呢
[00:04:11.140 --> 00:04:14.140]  所以這個作為一個結束很有意思
[00:04:14.140 --> 00:04:16.140]  我們所有東西
[00:04:16.140 --> 00:04:18.140]  包括我們的家庭、事業、工作
[00:04:18.140 --> 00:04:19.140]  社會的侍奉
[00:04:19.140 --> 00:04:23.140]  所有東西都是在每一天的時間的運用上
[00:04:23.140 --> 00:04:25.140]  究竟我們用得好不好呢
[00:04:25.140 --> 00:04:27.140]  用得對不對呢
[00:04:27.140 --> 00:04:32.140]  這個正是我們所需要提醒的
[00:04:32.140 --> 00:04:34.140]  以致我們的人生不會浪費
[00:04:34.140 --> 00:04:37.140]  我們的時間能夠好好的運用
[00:04:37.140 --> 00:04:39.140]  以致我們向神交代的時候
[00:04:39.140 --> 00:04:41.140]  神你給了我人生這麼多時間
[00:04:41.140 --> 00:04:44.140]  現在我用在甚麼上面
[00:04:44.140 --> 00:04:47.140]  以致我能夠向你交代
[00:04:47.140 --> 00:04:49.140]  有人說句話說得挺好的
[00:04:49.140 --> 00:04:51.140]  To realize the value of four years
[00:04:51.140 --> 00:04:53.140]  as a graduate
[00:04:53.140 --> 00:04:54.140]  即是說
[00:04:54.140 --> 00:04:57.140]  如果你想想四年裏面有甚麼價值呢
[00:04:57.140 --> 00:05:00.140]  去問一問我們今天這些大學畢業生
[00:05:00.140 --> 00:05:03.140]  因為四年裏面實在不容易
[00:05:03.140 --> 00:05:05.140]  很艱難地經過了很辛苦的
[00:05:05.140 --> 00:05:06.140]  大家有個子女
[00:05:06.140 --> 00:05:08.140]  知道讀過大學都明白到
[00:05:08.140 --> 00:05:11.140]  不單止她辛苦,你也很辛苦
[00:05:11.140 --> 00:05:13.140]  因為你很擔心她究竟她的時間怎麼用
[00:05:13.140 --> 00:05:16.140]  她究竟怎樣去過她的生活
[00:05:16.140 --> 00:05:18.140]  所以
[00:05:18.140 --> 00:05:21.140]  To realize the value of four years
[00:05:21.140 --> 00:05:22.140]  as a graduate
[00:05:22.140 --> 00:05:25.140]  跟著To realize the value of one year
[00:05:25.140 --> 00:05:29.140]  Ask a student who has failed a final test
[00:05:29.140 --> 00:05:30.140]  意思是說
[00:05:30.140 --> 00:05:34.140]  如果她考畢業試考不到
[00:05:34.140 --> 00:05:37.140]  要臨班再讀一年
[00:05:37.140 --> 00:05:39.140]  那一年是很長的
[00:05:39.140 --> 00:05:41.140]  如果浪費了一年
[00:05:41.140 --> 00:05:44.140]  那一年真的覺得很浪費
[00:05:44.140 --> 00:05:47.140]  當然可能現在美國的教學制度
[00:05:47.140 --> 00:05:50.140]  未必有臨班中學
[00:05:50.140 --> 00:05:52.140]  不過也有些人畢不了業
[00:05:52.140 --> 00:05:53.140]  High School畢不了業
[00:05:53.140 --> 00:05:54.140]  因為她不上學
[00:05:54.140 --> 00:05:56.140]  或者大學也有
[00:05:56.140 --> 00:05:57.140]  大學畢不了業
[00:05:57.140 --> 00:05:59.140]  她要多一年才畢到業
[00:05:59.140 --> 00:06:00.140]  因為她選不到科
[00:06:00.140 --> 00:06:01.140]  或者真的考試肥佬了
[00:06:01.140 --> 00:06:03.140]  那科就差一科
[00:06:03.140 --> 00:06:08.140]  就要再讀多一季或者一年
[00:06:08.140 --> 00:06:10.140]  所以其實時間真的
[00:06:10.140 --> 00:06:12.140]  你如果用錯了的時候
[00:06:12.140 --> 00:06:14.140]  就可能浪費了很多
[00:06:14.140 --> 00:06:15.140]  或者你掌握到的時候
[00:06:15.140 --> 00:06:18.140]  就是成功的要訣
[00:06:18.140 --> 00:06:20.140]  所以今天我們來看看
[00:06:20.140 --> 00:06:21.140]  有一句話這樣說
[00:06:21.140 --> 00:06:23.140]  時間就是金錢
[00:06:23.140 --> 00:06:25.140]  有沒有聽過這句話
[00:06:25.140 --> 00:06:26.140]  一定有吧
[00:06:26.140 --> 00:06:28.140]  時間就是金錢
[00:06:28.140 --> 00:06:31.140]  因為錢不見了
[00:06:31.140 --> 00:06:33.140]  可以怎樣呢
[00:06:33.140 --> 00:06:35.140]  找回吧
[00:06:35.140 --> 00:06:37.140]  健康有時候病了
[00:06:37.140 --> 00:06:40.140]  也有機會康復
[00:06:40.140 --> 00:06:42.140]  但是時間過了
[00:06:42.140 --> 00:06:44.140]  那又怎樣呢
[00:06:44.140 --> 00:06:45.140]  那就沒有了
[00:06:45.140 --> 00:06:46.140]  真的沒有辦法
[00:06:46.140 --> 00:06:48.140]  可以再拿回頭
[00:06:48.140 --> 00:06:50.140]  不能回頭
[00:06:50.140 --> 00:06:53.140]  所以時間真的比金錢更重要
[00:06:53.140 --> 00:06:54.140]  所以有人也說
[00:06:54.140 --> 00:06:56.140]  一寸光陰怎麼樣
[00:06:56.140 --> 00:06:57.140]  一寸金
[00:06:57.140 --> 00:07:00.140]  下一句呢
[00:07:00.140 --> 00:07:01.140]  是囉
[00:07:01.140 --> 00:07:04.140]  寸金難買寸光陰
[00:07:04.140 --> 00:07:06.140]  你有多少錢都好
[00:07:06.140 --> 00:07:07.140]  大家有這麼多時間
[00:07:07.140 --> 00:07:09.140]  萬富翁億萬富翁都好
[00:07:09.140 --> 00:07:11.140]  你不可以多過我有的時間
[00:07:11.140 --> 00:07:14.140]  因為你用錢是買不到的
[00:07:14.140 --> 00:07:15.140]  所以我們上次說
[00:07:15.140 --> 00:07:17.140]  錢很多東西都買不到的
[00:07:17.140 --> 00:07:18.140]  其中一樣就是
[00:07:18.140 --> 00:07:19.140]  一定是這樣
[00:07:19.140 --> 00:07:21.140]  就是時間是買不到的
[00:07:21.140 --> 00:07:23.140]  你有多少錢都好
[00:07:23.140 --> 00:07:24.140]  你買不到時間
[00:07:24.140 --> 00:07:26.140]  不可以回頭
[00:07:26.140 --> 00:07:28.140]  除非那些科幻小說
[00:07:28.140 --> 00:07:30.140]  時光倒流
[00:07:30.140 --> 00:07:33.140]  時光隧道
[00:07:33.140 --> 00:07:35.140]  當然這個不是真的
[00:07:35.140 --> 00:07:38.140]  所以作為我們人生當中
[00:07:38.140 --> 00:07:40.140]  神給我們有多少時間
[00:07:40.140 --> 00:07:41.140]  我們不知道
[00:07:41.140 --> 00:07:43.140]  不過我們要好好的善用
[00:07:43.140 --> 00:07:45.140]  這個是一定的
[00:07:45.140 --> 00:07:49.140]  所以在聖經裡面提到
[00:07:49.140 --> 00:07:50.140]  時間運用
[00:07:50.140 --> 00:07:51.140]  我相信就是
[00:07:51.140 --> 00:07:53.140]  保羅的書信裡面
[00:07:53.140 --> 00:07:55.140]  其中這一段是最明顯的
[00:07:55.140 --> 00:07:58.140]  就是《二分所書》第五章
[00:07:58.140 --> 00:07:59.140]  只有三節
[00:07:59.140 --> 00:08:01.140]  上個星期我跟大家說了三節
[00:08:01.140 --> 00:08:03.140]  今個星期又跟大家說了這三節
[00:08:03.140 --> 00:08:05.140]  都是保羅的書信
[00:08:05.140 --> 00:08:06.140]  《二分所書》第五章
[00:08:06.140 --> 00:08:07.140]  十五到十七節
[00:08:07.140 --> 00:08:09.140]  我們一起來讀一讀這三節經文
[00:08:09.140 --> 00:08:10.140]  請讀
[00:08:10.140 --> 00:08:13.140]  你們要謹慎行事
[00:08:13.140 --> 00:08:15.140]  不要像愚昧人
[00:08:15.140 --> 00:08:17.140]  當像智慧人
[00:08:17.140 --> 00:08:19.140]  要愛惜光陰
[00:08:19.140 --> 00:08:22.140]  因為現今的世代邪惡
[00:08:22.140 --> 00:08:24.140]  不要像糊塗人
[00:08:24.140 --> 00:08:27.140]  要明白主的旨意如何
[00:08:27.140 --> 00:08:29.140]  很多時候我們以為
[00:08:29.140 --> 00:08:31.140]  十七節和十六節未必有關係
[00:08:31.140 --> 00:08:33.140]  其實原來是有關係的
[00:08:33.140 --> 00:08:36.140]  這三節都是彼此相扣於的
[00:08:36.140 --> 00:08:38.140]  因為我們要謹慎行事
[00:08:38.140 --> 00:08:40.140]  所以要愛惜光陰
[00:08:40.140 --> 00:08:42.140]  接著要愛惜光陰又怎樣
[00:08:42.140 --> 00:08:45.140]  在原文《新譯本》
[00:08:45.140 --> 00:08:47.140]  翻譯成這樣
[00:08:47.140 --> 00:08:48.140]  它說因此
[00:08:48.140 --> 00:08:50.140]  不要像糊塗人
[00:08:50.140 --> 00:08:52.140]  要明白什麼是主的旨意
[00:08:52.140 --> 00:08:54.140]  你留意到《新譯本》
[00:08:54.140 --> 00:08:57.140]  原本的文字裡
[00:08:57.140 --> 00:09:00.140]  有一個相關的連接詞
[00:09:00.140 --> 00:09:01.140]  就是「因此」
[00:09:01.140 --> 00:09:03.140]  「因此」不要像糊塗人
[00:09:03.140 --> 00:09:04.140]  所以換句話說
[00:09:04.140 --> 00:09:06.140]  上面要愛惜光陰
[00:09:06.140 --> 00:09:09.140]  要明白世代邪惡
[00:09:09.140 --> 00:09:12.140]  「因此」我們要不要像糊塗人
[00:09:12.140 --> 00:09:14.140]  所以這三節經文
[00:09:14.140 --> 00:09:16.140]  是彼此關連著
[00:09:16.140 --> 00:09:18.140]  很重要地告訴我們
[00:09:18.140 --> 00:09:20.140]  要過一個智慧的人生
[00:09:20.140 --> 00:09:23.140]  包括了好好管理我們的時間
[00:09:23.140 --> 00:09:25.140]  所以在這三節經文裡
[00:09:25.140 --> 00:09:27.140]  我又有五方面跟大家分享
[00:09:27.140 --> 00:09:29.140]  上個星期也有五方面
[00:09:29.140 --> 00:09:30.140]  今天我們也是
[00:09:30.140 --> 00:09:32.140]  第一,我們要留意
[00:09:32.140 --> 00:09:34.140]  自己的生活形態
[00:09:34.140 --> 00:09:36.140]  因為在這個十五節
[00:09:36.140 --> 00:09:37.140]  也有這樣說
[00:09:37.140 --> 00:09:40.140]  它說你們要謹慎行事
[00:09:40.140 --> 00:09:41.140]  不要像糊塗人
[00:09:41.140 --> 00:09:42.140]  當像智慧人
[00:09:42.140 --> 00:09:44.140]  這個謹慎的意思
[00:09:44.140 --> 00:09:46.140]  就是說你要留意一下
[00:09:46.140 --> 00:09:47.140]  究竟你怎樣生活
[00:09:47.140 --> 00:09:51.140]  留意一下你怎樣用你人生
[00:09:51.140 --> 00:09:53.140]  所以在這個
[00:09:53.140 --> 00:09:55.140]  Amplified Version Classics
[00:09:55.140 --> 00:09:56.140]  它說
[00:09:56.140 --> 00:09:57.140]  Look carefully
[00:09:57.140 --> 00:09:59.140]  than how you walk
[00:09:59.140 --> 00:10:01.140]  Live purposefully
[00:10:01.140 --> 00:10:03.140]  and worthily
[00:10:03.140 --> 00:10:05.140]  and accurately
[00:10:05.140 --> 00:10:08.140]  not as the unwise
[00:10:08.140 --> 00:10:09.140]  and witless
[00:10:09.140 --> 00:10:10.140]  but as wise
[00:10:10.140 --> 00:10:12.140]  所以這裡給我們看見
[00:10:12.140 --> 00:10:14.140]  有兩個很重要的字
[00:10:14.140 --> 00:10:16.140]  這個引伸出來的意思
[00:10:16.140 --> 00:10:17.140]  它說
[00:10:17.140 --> 00:10:18.140]  Look carefully
[00:10:18.140 --> 00:10:19.140]  即是你留意一下
[00:10:19.140 --> 00:10:21.140]  究竟你怎樣過你的生活
[00:10:21.140 --> 00:10:22.140]  怎樣用你的時間
[00:10:22.140 --> 00:10:24.140]  看一看你究竟怎樣用
[00:10:24.140 --> 00:10:25.140]  你的時間
[00:10:25.140 --> 00:10:27.140]  不要像糊塗人那樣
[00:10:27.140 --> 00:10:28.140]  等它過去
[00:10:28.140 --> 00:10:29.140]  過去就不能回頭了
[00:10:29.140 --> 00:10:32.140]  過去就不能再找回它了
[00:10:32.140 --> 00:10:33.140]  而且
[00:10:33.140 --> 00:10:34.140]  Live purposefully
[00:10:34.140 --> 00:10:35.140]  即是說
[00:10:35.140 --> 00:10:37.140]  你要有一個目的
[00:10:37.140 --> 00:10:38.140]  去做你的人
[00:10:38.140 --> 00:10:39.140]  以致你能夠
[00:10:39.140 --> 00:10:42.140]  不要像愚昧人那樣
[00:10:42.140 --> 00:10:46.140]  而是像智慧聰明的人那樣
[00:10:46.140 --> 00:10:47.140]  用我們的人生
[00:10:47.140 --> 00:10:48.140]  所以第一
[00:10:48.140 --> 00:10:50.140]  它說你要謹慎行事
[00:10:50.140 --> 00:10:51.140]  意思是你留意一下
[00:10:51.140 --> 00:10:52.140]  自己的生活形態
[00:10:52.140 --> 00:10:54.140]  究竟你怎樣
[00:10:54.140 --> 00:10:56.140]  去用你的時間
[00:10:56.140 --> 00:10:57.140]  怎樣用你的人生
[00:10:57.140 --> 00:10:58.140]  現在我退休了
[00:10:58.140 --> 00:11:00.140]  有很多時間了
[00:11:00.140 --> 00:11:01.140]  其實不是的
[00:11:01.140 --> 00:11:02.140]  那些時間過去就沒有了
[00:11:02.140 --> 00:11:04.140]  你怎樣好好地運用它
[00:11:04.140 --> 00:11:05.140]  怎樣好好地
[00:11:05.140 --> 00:11:08.140]  將這段神給你的人生
[00:11:08.140 --> 00:11:09.140]  好好地管理它
[00:11:09.140 --> 00:11:12.140]  以致我們能夠去膠著
[00:11:12.140 --> 00:11:13.140]  正在讀書的
[00:11:13.140 --> 00:11:14.140]  正在做事的
[00:11:14.140 --> 00:11:17.140]  我們好像前面還有很多日子
[00:11:17.140 --> 00:11:19.140]  其實日子不是很多
[00:11:19.140 --> 00:11:21.140]  究竟我們怎樣過我們人生
[00:11:21.140 --> 00:11:22.140]  有人這樣說
[00:11:22.140 --> 00:11:24.140]  他說三十年前
[00:11:24.140 --> 00:11:27.140]  我唯一可以浪費的就是時間
[00:11:27.140 --> 00:11:29.140]  因為那時候有很多時間
[00:11:29.140 --> 00:11:30.140]  他說三十年後
[00:11:30.140 --> 00:11:32.140]  我除了時間
[00:11:32.140 --> 00:11:34.140]  什麼都不可以浪費
[00:11:34.140 --> 00:11:35.140]  因為知道
[00:11:35.140 --> 00:11:37.140]  時間真的不是很多
[00:11:37.140 --> 00:11:38.140]  他又這樣說
[00:11:38.140 --> 00:11:39.140]  三十年前
[00:11:39.140 --> 00:11:41.140]  我們可以遊戲人生
[00:11:41.140 --> 00:11:43.140]  玩一下
[00:11:43.140 --> 00:11:45.140]  沒什麼所謂
[00:11:45.140 --> 00:11:47.140]  玩一下遊戲人生
[00:11:47.140 --> 00:11:48.140]  三十年後
[00:11:48.140 --> 00:11:49.140]  我們明白
[00:11:49.140 --> 00:11:52.140]  我們處於人生的遊戲當中
[00:11:52.140 --> 00:11:55.140]  即是快要玩完了
[00:11:55.140 --> 00:11:56.140]  人生遊戲不是很多
[00:11:56.140 --> 00:11:59.140]  快要完了
[00:11:59.140 --> 00:12:00.140]  所以我們怎樣
[00:12:00.140 --> 00:12:01.140]  去用我們的時間
[00:12:01.140 --> 00:12:02.140]  其實一天裡面
[00:12:02.140 --> 00:12:03.140]  我覺得很快
[00:12:03.140 --> 00:12:04.140]  大家覺不覺得
[00:12:04.140 --> 00:12:05.140]  一天真的快
[00:12:05.140 --> 00:12:06.140]  上個星期到現在
[00:12:06.140 --> 00:12:08.140]  七天就過了
[00:12:08.140 --> 00:12:10.140]  一天很快
[00:12:10.140 --> 00:12:11.140]  一個星期又到星期二
[00:12:11.140 --> 00:12:12.140]  又到星期三
[00:12:12.140 --> 00:12:14.140]  很快又到週末
[00:12:14.140 --> 00:12:16.140]  接著又一個星期開始
[00:12:16.140 --> 00:12:19.140]  一天有多少個小時
[00:12:19.140 --> 00:12:20.140]  二十四個小時
[00:12:20.140 --> 00:12:21.140]  二十四個小時
[00:12:21.140 --> 00:12:22.140]  究竟我們做什麼
[00:12:22.140 --> 00:12:23.140]  我們說說
[00:12:23.140 --> 00:12:25.140]  二十四個小時我們做什麼
[00:12:25.140 --> 00:12:27.140]  你們說
[00:12:27.140 --> 00:12:29.140]  吃飯
[00:12:29.140 --> 00:12:30.140]  接著呢
[00:12:30.140 --> 00:12:32.140]  最長時間是睡覺
[00:12:32.140 --> 00:12:36.140]  所以睡覺
[00:12:36.140 --> 00:12:37.140]  小一點
[00:12:37.140 --> 00:12:38.140]  對不起
[00:12:38.140 --> 00:12:40.140]  我希望全列出來一次
[00:12:40.140 --> 00:12:42.140]  睡覺
[00:12:42.140 --> 00:12:43.140]  吃東西
[00:12:43.140 --> 00:12:44.140]  還有什麼
[00:12:44.140 --> 00:12:49.140]  看電視
[00:12:49.140 --> 00:12:50.140]  看電視
[00:12:50.140 --> 00:12:51.140]  工作
[00:12:51.140 --> 00:12:52.140]  打機
[00:12:52.140 --> 00:12:53.140]  還有呢
[00:12:53.140 --> 00:12:54.140]  梳洗
[00:12:54.140 --> 00:12:55.140]  還有呢
[00:12:55.140 --> 00:12:57.140]  工作
[00:12:57.140 --> 00:12:58.140]  工作講了
[00:12:58.140 --> 00:12:59.140]  還有呢
[00:12:59.140 --> 00:13:00.140]  上學了
[00:13:00.140 --> 00:13:01.140]  我們有這麼多學生
[00:13:01.140 --> 00:13:04.140]  所以我們有沒有靈修
[00:13:04.140 --> 00:13:05.140]  哎喲
[00:13:05.140 --> 00:13:06.140]  沒人講的
[00:13:06.140 --> 00:13:12.140]  為什麼這個
[00:13:12.140 --> 00:13:13.140]  梳洗
[00:13:13.140 --> 00:13:14.140]  清潔
[00:13:14.140 --> 00:13:15.140]  洗澡
[00:13:15.140 --> 00:13:16.140]  洗澡時間長不長
[00:13:16.140 --> 00:13:18.140]  有些人洗一個小時就這麼長
[00:13:18.140 --> 00:13:19.140]  現在不好了
[00:13:19.140 --> 00:13:22.140]  只能用水
[00:13:22.140 --> 00:13:24.140]  上班
[00:13:24.140 --> 00:13:26.140]  上課
[00:13:26.140 --> 00:13:29.140]  現在上網
[00:13:29.140 --> 00:13:31.140]  接著呢
[00:13:31.140 --> 00:13:33.140]  娛樂
[00:13:33.140 --> 00:13:34.140]  交通
[00:13:34.140 --> 00:13:36.140]  開車上班
[00:13:36.140 --> 00:13:38.140]  乘車
[00:13:38.140 --> 00:13:40.140]  看醫生
[00:13:40.140 --> 00:13:41.140]  還有呢
[00:13:41.140 --> 00:13:43.140]  我們有很多人在工作
[00:13:43.140 --> 00:13:44.140]  家務
[00:13:44.140 --> 00:13:45.140]  很多家庭主婦
[00:13:45.140 --> 00:13:46.140]  很多家務
[00:13:46.140 --> 00:13:47.140]  後面那些
[00:13:47.140 --> 00:13:49.140]  真的有很多時間
[00:13:49.140 --> 00:13:50.140]  又要煮飯
[00:13:50.140 --> 00:13:51.140]  又要清理
[00:13:51.140 --> 00:13:52.140]  又要洗衣服
[00:13:52.140 --> 00:13:53.140]  真的
[00:13:53.140 --> 00:13:55.140]  真的很忙
[00:13:55.140 --> 00:13:57.140]  當然也要休息
[00:13:57.140 --> 00:13:58.140]  休閒
[00:13:58.140 --> 00:14:00.140]  有運動
[00:14:00.140 --> 00:14:02.140]  有些人要運動
[00:14:02.140 --> 00:14:03.140]  還有呢
[00:14:03.140 --> 00:14:05.140]  購物
[00:14:05.140 --> 00:14:06.140]  照顧
[00:14:06.140 --> 00:14:07.140]  照顧
[00:14:07.140 --> 00:14:08.140]  照顧你的家人
[00:14:08.140 --> 00:14:10.140]  有些要照顧老人家
[00:14:10.140 --> 00:14:12.140]  有些要照顧你的家庭
[00:14:12.140 --> 00:14:15.140]  有些要照顧子女
[00:14:15.140 --> 00:14:16.140]  要弄
[00:14:16.140 --> 00:14:17.140]  這東西壞了要弄
[00:14:17.140 --> 00:14:18.140]  維修
[00:14:18.140 --> 00:14:19.140]  夠時間
[00:14:19.140 --> 00:14:21.140]  要拿車去維修
[00:14:21.140 --> 00:14:23.140]  所以不僅是照顧兒子
[00:14:23.140 --> 00:14:25.140]  現在還要照顧什麼
[00:14:25.140 --> 00:14:26.140]  照顧孫子
[00:14:26.140 --> 00:14:28.140]  真的有很多東西要照顧
[00:14:28.140 --> 00:14:30.140]  還有子女要去哪裡
[00:14:30.140 --> 00:14:31.140]  要帶他們去
[00:14:31.140 --> 00:14:33.140]  還不懂得開車
[00:14:33.140 --> 00:14:34.140]  要帶他們去
[00:14:34.140 --> 00:14:36.140]  真的有很多東西要照顧
[00:14:36.140 --> 00:14:37.140]  聚會
[00:14:37.140 --> 00:14:38.140]  有沒有聚會
[00:14:38.140 --> 00:14:40.140]  你們回來就知道了
[00:14:40.140 --> 00:14:42.140]  聚會起碼
[00:14:42.140 --> 00:14:44.140]  一個星期有三個小時
[00:14:44.140 --> 00:14:45.140]  開車
[00:14:45.140 --> 00:14:46.140]  回去聊天
[00:14:46.140 --> 00:14:47.140]  聚會
[00:14:47.140 --> 00:14:48.140]  還有侍奉
[00:14:48.140 --> 00:14:50.140]  用了時間預備
[00:14:50.140 --> 00:14:51.140]  用了幾個小時
[00:14:51.140 --> 00:14:52.140]  Rita
[00:14:52.140 --> 00:14:54.140]  包禮物
[00:14:54.140 --> 00:14:56.140]  這次不是很多
[00:14:56.140 --> 00:14:58.140]  以前我們有三十多個
[00:14:58.140 --> 00:14:59.140]  今次二十多個
[00:14:59.140 --> 00:15:00.140]  都是很多
