
[00:00:00.000 --> 00:00:03.000]  在正道之前,我們同心祈禱
[00:02:38.000 --> 00:02:40.000]  不會吧?
[00:02:40.000 --> 00:02:42.000]  他就硬來硬去
[00:02:42.000 --> 00:02:44.000]  爬一爬
[00:02:44.000 --> 00:02:46.000]  慢慢好像糸爛似的過去
[00:02:46.000 --> 00:02:49.000]  他望著很急的流水
[00:02:49.000 --> 00:02:52.000]  突然間腳一鬆
[00:02:52.000 --> 00:02:54.000]  他又望著
[00:02:54.000 --> 00:02:58.000]  嘩!很緊張地在那邊滑
[00:02:58.000 --> 00:03:03.000]  土著說:向上望!
[00:03:03.000 --> 00:03:07.000]  突然間滑下來
[00:03:07.000 --> 00:03:09.000]  捉緊繩子
[00:03:09.000 --> 00:03:11.000]  站在那裡
[00:03:11.000 --> 00:03:13.000]  再爬過去
[00:03:13.000 --> 00:03:16.000]  今天我們來到黑開書
[00:03:16.000 --> 00:03:18.000]  第二章的結尾
[00:03:18.000 --> 00:03:22.000]  黑開來總結
[00:03:22.000 --> 00:03:24.000]  或者是技術
[00:03:24.000 --> 00:03:28.000]  來勉勵重建聖殿的事情
[00:03:28.000 --> 00:03:31.000]  重建聖殿的工作
[00:03:31.000 --> 00:03:33.000]  一點都不容易
[00:03:33.000 --> 00:03:35.000]  參與工作的人
[00:03:35.000 --> 00:03:40.000]  如果只是注視面前的困難
[00:03:40.000 --> 00:03:42.000]  真的好像如履薄冰
[00:03:42.000 --> 00:03:45.000]  在尼瓜拉瓜大瀑布
[00:03:45.000 --> 00:03:47.000]  來行走幹線
[00:03:47.000 --> 00:03:50.000]  隨時會粉身碎骨
[00:03:50.000 --> 00:03:52.000]  如何自處
[00:03:52.000 --> 00:03:55.000]  如何能夠跨越這個幽谷呢?
[00:03:55.000 --> 00:03:58.000]  神透過哈蓋
[00:03:58.000 --> 00:04:02.000]  來到圈禦游帶散長索羅巴柏
[00:04:02.000 --> 00:04:04.000]  作主中僕
[00:04:04.000 --> 00:04:07.000]  迎難而上
[00:04:07.000 --> 00:04:09.000]  不敢努力
[00:04:09.000 --> 00:04:11.000]  兼且主動滑坑
[00:04:11.000 --> 00:04:14.000]  這是一個自我刺探
[00:04:14.000 --> 00:04:17.000]  這個看來好像很不明智
[00:04:17.000 --> 00:04:19.000]  很不道理
[00:04:19.000 --> 00:04:21.000]  不單止不努力
[00:04:21.000 --> 00:04:24.000]  更加幫自己滑陷阱
[00:04:24.000 --> 00:04:26.000]  在滑坑的行為
[00:04:26.000 --> 00:04:29.000]  在心理學來說
[00:04:29.000 --> 00:04:31.000]  是一種對應的概念
[00:04:31.000 --> 00:04:34.000]  這個叫自我限制
[00:04:34.000 --> 00:04:36.000]  自我切限
[00:04:36.000 --> 00:04:38.000]  Cell Handicap
[00:04:38.000 --> 00:04:39.000]  自我切限
[00:04:39.000 --> 00:04:42.000]  是指在計劃進行之前
[00:04:42.000 --> 00:04:45.000]  預先設定障礙
[00:04:45.000 --> 00:04:49.000]  做出成功不利的行為
[00:04:49.000 --> 00:04:52.000]  或者延遲
[00:04:52.000 --> 00:04:54.000]  自我切限
[00:04:54.000 --> 00:04:56.000]  是預測
[00:04:56.000 --> 00:05:00.000]  做出成功不利的行為和延遲
[00:05:00.000 --> 00:05:02.000]  並且事後
[00:05:02.000 --> 00:05:05.000]  將結果貴因為不理想
[00:05:05.000 --> 00:05:07.000]  預先來拖廁
[00:05:07.000 --> 00:05:09.000]  說自己是這樣的
[00:05:09.000 --> 00:05:11.000]  我想了這些理由
[00:05:11.000 --> 00:05:14.000]  所以預計是做不到
[00:05:14.000 --> 00:05:17.000]  這是一種認知的策略
[00:05:17.000 --> 00:05:19.000]  自我切限
[00:05:19.000 --> 00:05:22.000]  在預測自己無法達到目標
[00:05:22.000 --> 00:05:25.000]  或者可能表現到極不理想的時間
[00:05:25.000 --> 00:05:27.000]  會使用這些策略
[00:05:27.000 --> 00:05:29.000]  值得注意的是
[00:05:29.000 --> 00:05:32.000]  自我切限雖然是策略
[00:05:32.000 --> 00:05:35.000]  但通常都是自動的
[00:05:35.000 --> 00:05:37.000]  無意的
[00:05:37.000 --> 00:05:39.000]  無意的發生
[00:05:39.000 --> 00:05:41.000]  換言之
[00:05:41.000 --> 00:05:43.000]  自我切限的人
[00:05:43.000 --> 00:05:46.000]  或自己幻想的人
[00:05:46.000 --> 00:05:50.000]  可能意識不到自己這種行為
[00:05:50.000 --> 00:05:52.000]  也不知道有什麼傾向
[00:05:52.000 --> 00:05:56.000]  察覺不到自己行為的意圖
[00:05:56.000 --> 00:05:59.000]  為何會是自我切限呢?
[00:05:59.000 --> 00:06:01.000]  有學者認為
[00:06:01.000 --> 00:06:03.000]  畢竟對於很多人來說
[00:06:03.000 --> 00:06:06.000]  面對和接受
[00:06:06.000 --> 00:06:08.000]  「我努力過了」
[00:06:08.000 --> 00:06:10.000]  「但也不外如是」
[00:06:10.000 --> 00:06:13.000]  「這才是最困難的」
[00:06:13.000 --> 00:06:15.000]  意思是
[00:06:15.000 --> 00:06:16.000]  「我努力過了」
[00:06:16.000 --> 00:06:18.000]  「但原來我還是不行」
[00:06:18.000 --> 00:06:20.000]  「不如我已經預先放棄」
[00:06:20.000 --> 00:06:23.000]  「我還要給自己一些障礙」
[00:06:23.000 --> 00:06:25.000]  「去容讓這件事」
[00:06:25.000 --> 00:06:28.000]  「真實地發生」
[00:06:28.000 --> 00:06:30.000]  以往在學校裏面
[00:06:30.000 --> 00:06:32.000]  接見的學生
[00:06:32.000 --> 00:06:35.000]  都會有類似相同的狀況
[00:06:35.000 --> 00:06:37.000]  他們會覺得
[00:06:37.000 --> 00:06:39.000]  「我怎麼讀也讀不好」
[00:06:39.000 --> 00:06:41.000]  「那我讀來幹什麼呢?」
[00:06:41.000 --> 00:06:43.000]  「我已經年年包尾了」
[00:06:43.000 --> 00:06:46.000]  「不如還是怎樣呢?」
[00:06:46.000 --> 00:06:49.000]  試過包膠白卷
[00:06:49.000 --> 00:06:52.000]  我們跟他們說
[00:06:52.000 --> 00:07:07.000]  「會不會ABCD撞一下」
[00:07:07.000 --> 00:07:09.000]  在面對困難的時候
[00:07:09.000 --> 00:07:11.000]  你會不會
[00:07:11.000 --> 00:07:14.000]  都為自己來遲下呢?
[00:07:14.000 --> 00:07:16.000]  刻意來拖延
[00:07:16.000 --> 00:07:18.000]  不想太過努力
[00:07:18.000 --> 00:07:20.000]  以往讀書的時候
[00:07:20.000 --> 00:07:23.000]  臨到考試才來溫習
[00:07:23.000 --> 00:07:26.000]  交功課晚才來通頂
[00:07:26.000 --> 00:07:30.000]  有時是故意來拖延
[00:07:30.000 --> 00:07:33.000]  難是其中一個問題
[00:07:33.000 --> 00:07:35.000]  但更多因素覺得
[00:07:35.000 --> 00:07:37.000]  「我都不會做得好」
[00:07:37.000 --> 00:07:39.000]  「我故意趕時間」
[00:07:39.000 --> 00:07:40.000]  「最後才做」
[00:07:40.000 --> 00:07:43.000]  「真是成績差又如何?」
[00:07:43.000 --> 00:07:48.000]  「我趕嘛」
[00:07:48.000 --> 00:07:50.000]  「最後才發力」
[00:07:50.000 --> 00:07:51.000]  「交不及」
[00:07:51.000 --> 00:07:52.000]  「或者趕不及」
[00:07:52.000 --> 00:07:54.000]  「所以沒成績」
[00:07:54.000 --> 00:07:56.000]  「下次再來過」
[00:07:56.000 --> 00:07:57.000]  「下次又再遲」
[00:07:57.000 --> 00:07:59.000]  「又再遲才來做」
[00:07:59.000 --> 00:08:02.000]  是一個自我刺探的情況
[00:08:02.000 --> 00:08:05.000]  你會不會都為自己刺探?
[00:08:05.000 --> 00:08:07.000]  你會不會刻意來拖延?
[00:08:07.000 --> 00:08:10.000]  你會不會不想太努力
[00:08:10.000 --> 00:08:15.000]  當你預計達不到目標的時間?
[00:08:15.000 --> 00:08:18.000]  如果說挑戰的困難
[00:08:18.000 --> 00:08:21.000]  重建聖殿的難度
[00:08:21.000 --> 00:08:24.000]  確實是一個不可能的任務
[00:08:24.000 --> 00:08:26.000]  剛才大家經常讀
[00:08:26.000 --> 00:08:30.000]  下個書2章21到22節
[00:08:30.000 --> 00:08:36.000]  神宣告祂會主動排除挑戰障礙
[00:08:36.000 --> 00:08:38.000]  「我必震動天地」
[00:08:38.000 --> 00:08:41.000]  「我必傾覆列國的寶座」
[00:08:41.000 --> 00:08:43.000]  「除滅列邦的勢力」
[00:08:43.000 --> 00:08:45.000]  「並傾覆戰車」
[00:08:45.000 --> 00:08:47.000]  「和坐在旗上」
[00:08:47.000 --> 00:08:48.000]  「馬必跌倒」
[00:08:48.000 --> 00:08:52.000]  「個人要被弟兄的刀所殺」
[00:08:52.000 --> 00:08:53.000]  「反面」
[00:08:53.000 --> 00:08:55.000]  「來凸顯所羅巴伯約斯拉」
[00:08:55.000 --> 00:08:57.000]  「甚至以色列人」
[00:08:57.000 --> 00:09:03.000]  「當時處境的危急嚴峻」
[00:09:03.000 --> 00:09:04.000]  我們看這些字
[00:09:04.000 --> 00:09:06.000]  或者看聖經的宣告
[00:09:06.000 --> 00:09:08.000]  不是覺得什麼
[00:09:08.000 --> 00:09:09.000]  但是如果我們看回
[00:09:09.000 --> 00:09:11.000]  以斯拉記1到6章
[00:09:11.000 --> 00:09:14.000]  是以回憶歷史的手法
[00:09:14.000 --> 00:09:18.000]  去記述以色列人秘魯回歸的情況
[00:09:18.000 --> 00:09:20.000]  是在初頭
[00:09:20.000 --> 00:09:21.000]  是如何回去
[00:09:21.000 --> 00:09:24.000]  如何參與重建聖殿的工作
[00:09:24.000 --> 00:09:27.000]  你又看到一點都不容易
[00:09:27.000 --> 00:09:29.000]  以斯拉記2章
[00:09:29.000 --> 00:09:32.000]  來記述回歸的名單
[00:09:32.000 --> 00:09:34.000]  到了54節的時間
[00:09:34.000 --> 00:09:35.000]  2章54節
[00:09:35.000 --> 00:09:43.000]  總結會中是有42,360名
[00:09:43.000 --> 00:09:44.000]  我聽下去
[00:09:44.000 --> 00:09:45.000]  這個數字都不小
[00:09:45.000 --> 00:09:47.000]  四萬多人
[00:09:47.000 --> 00:09:49.000]  到底四萬多人
[00:09:49.000 --> 00:09:54.000]  是一個什麼概念呢
[00:09:54.000 --> 00:09:55.000]  相較於
[00:09:55.000 --> 00:10:00.000]  以色列人出埃及的時間
[00:10:00.000 --> 00:10:03.000]  以色列人出埃及的時間
[00:10:03.000 --> 00:10:05.000]  數點南丁的人數
[00:10:05.000 --> 00:10:10.000]  已經是六十萬
[00:10:10.000 --> 00:10:12.000]  出埃及的時間
[00:10:12.000 --> 00:10:13.000]  已經有六十萬
[00:10:13.000 --> 00:10:15.000]  現在返秘魯回歸
[00:10:15.000 --> 00:10:20.000]  回去五萬人都不夠
[00:10:20.000 --> 00:10:21.000]  好像很多人
[00:10:21.000 --> 00:10:24.000]  但是相較於先前亞述
[00:10:24.000 --> 00:10:25.000]  巴比倫
[00:10:25.000 --> 00:10:27.000]  向他們被征服的地方
[00:10:27.000 --> 00:10:30.000]  行使移民的政策
[00:10:30.000 --> 00:10:33.000]  將大量的外族人
[00:10:33.000 --> 00:10:35.000]  遷徙到耶路撒冷
[00:10:35.000 --> 00:10:40.000]  這個外邦人的人數
[00:10:40.000 --> 00:10:42.000]  這五萬人不夠
[00:10:42.000 --> 00:10:45.000]  加上本身剩下的
[00:10:45.000 --> 00:10:47.000]  在耶路撒冷的人
[00:10:47.000 --> 00:10:49.000]  都是又貧窮
[00:10:49.000 --> 00:10:50.000]  在赤貧
[00:10:50.000 --> 00:10:53.000]  沒有求生技能的人
[00:10:53.000 --> 00:10:54.000]  這些是社會
[00:10:54.000 --> 00:10:56.000]  最低下階層的人
[00:10:56.000 --> 00:11:00.000]  他們沒有奴役利用的價值
[00:11:00.000 --> 00:11:02.000]  所以不努力
[00:11:02.000 --> 00:11:09.000]  讓他們留在耶路撒冷
[00:11:09.000 --> 00:11:12.000]  以色列人失去了身份
[00:11:12.000 --> 00:11:14.000]  失去了國家
[00:11:14.000 --> 00:11:17.000]  現在回去重建聖殿
[00:11:17.000 --> 00:11:19.000]  成為弱勢社群
[00:11:19.000 --> 00:11:22.000]  在虎口奪食
[00:11:22.000 --> 00:11:24.000]  真是一點都不容易
[00:11:24.000 --> 00:11:27.000]  情況就好像一些封閉的國家
[00:11:27.000 --> 00:11:29.000]  或者回教國家
[00:11:29.000 --> 00:11:31.000]  我們看到裡面的基督徒
[00:11:31.000 --> 00:11:37.000]  每天生命受到威脅
[00:11:37.000 --> 00:11:38.000]  工作
[00:11:38.000 --> 00:11:39.000]  上學
[00:11:39.000 --> 00:11:40.000]  生活
[00:11:40.000 --> 00:11:44.000]  都受到不同程度的監管
[00:11:44.000 --> 00:11:47.000]  和限制
[00:11:47.000 --> 00:11:49.000]  我們準備這個講章的時間
[00:11:49.000 --> 00:11:51.000]  特意上一個網站
[00:11:51.000 --> 00:11:55.000]  是關於基督徒被迫害的
[00:11:55.000 --> 00:11:59.000]  剛剛我看到
[00:11:59.000 --> 00:12:02.000]  在非洲某個東面的國家
[00:12:02.000 --> 00:12:04.000]  是很封閉的
[00:12:04.000 --> 00:12:07.000]  因為這些人信耶穌的緣故
[00:12:07.000 --> 00:12:09.000]  真是信耶穌的緣故
[00:12:09.000 --> 00:12:14.000]  有110人已經坐牢18年
[00:12:14.000 --> 00:12:18.000]  好像很遙遠
[00:12:18.000 --> 00:12:21.000]  但是今天仍然在發生
[00:12:21.000 --> 00:12:23.000]  根據教會更新運動
[00:12:23.000 --> 00:12:26.000]  2019年3月報告
[00:12:26.000 --> 00:12:29.000]  平均每個禮拜
[00:12:29.000 --> 00:12:36.000]  整體崇拜的人數是268,822人
[00:12:36.000 --> 00:12:39.000]  因應移民和老齡化估計
[00:12:39.000 --> 00:12:41.000]  2024年的教會普查
[00:12:41.000 --> 00:12:43.000]  呈現的整體人數
[00:12:43.000 --> 00:12:46.000]  將會回落
[00:12:46.000 --> 00:12:51.000]  大概20萬左右
[00:12:51.000 --> 00:12:53.000]  其實我們都看到
[00:12:53.000 --> 00:12:55.000]  這是實際的情況
[00:12:55.000 --> 00:12:57.000]  我們教會崇拜的人數
[00:12:57.000 --> 00:12:59.000]  都因應移民的原因
[00:12:59.000 --> 00:13:01.000]  為了下跌
[00:13:01.000 --> 00:13:03.000]  教會面對的挑戰
[00:13:03.000 --> 00:13:05.000]  會更加嚴峻
[00:13:05.000 --> 00:13:08.000]  從聖經而來的婚姻觀
[00:13:08.000 --> 00:13:12.000]  我們說一夫一妻
[00:13:12.000 --> 00:13:13.000]  一男一女
[00:13:13.000 --> 00:13:15.000]  一生一世
[00:13:15.000 --> 00:13:18.000]  被大眾傳媒
[00:13:18.000 --> 00:13:23.000]  機笑嘲諷守舊過時
[00:13:23.000 --> 00:13:26.000]  就是教會裡面的年輕人
[00:13:26.000 --> 00:13:28.000]  如果私下和他們聊天
[00:13:28.000 --> 00:13:31.000]  他們有不少人認為
[00:13:31.000 --> 00:13:33.000]  教會所堅持的婚姻觀
[00:13:33.000 --> 00:13:36.000]  缺乏包容和大愛
[00:13:36.000 --> 00:13:37.000]  如果你問他們
[00:13:37.000 --> 00:13:39.000]  怎樣看待這件事
[00:13:39.000 --> 00:13:45.000]  他們可能會覺得跟我們很不同
[00:13:45.000 --> 00:13:47.000]  香港某些大學
[00:13:47.000 --> 00:13:52.000]  陸續推出風水
[00:13:52.000 --> 00:13:53.000]  命理
[00:13:53.000 --> 00:13:57.000]  研學等學位課程
[00:13:57.000 --> 00:13:58.000]  開始是正書
[00:13:58.000 --> 00:14:01.000]  但應該會更高階
[00:14:01.000 --> 00:14:03.000]  反映市場需求
[00:14:03.000 --> 00:14:05.000]  你有沒有想過
[00:14:05.000 --> 00:14:09.000]  香港某些大學
[00:14:09.000 --> 00:14:13.000]  竟然會推出這些課程
[00:14:13.000 --> 00:14:17.000]  講風水
[00:14:17.000 --> 00:14:18.000]  命理
[00:14:18.000 --> 00:14:20.000]  研學
[00:14:20.000 --> 00:14:21.000]  反映市場需要
[00:14:21.000 --> 00:14:23.000]  被人覺得是科學
[00:14:23.000 --> 00:14:25.000]  但反而你不會見到
[00:14:25.000 --> 00:14:27.000]  在香港的大學
[00:14:27.000 --> 00:14:33.000]  會有聖經的課程
[00:14:33.000 --> 00:14:36.000]  沒有
[00:14:36.000 --> 00:14:37.000]  風水
[00:14:37.000 --> 00:14:38.000]  命理
[00:14:38.000 --> 00:14:39.000]  研學
[00:14:39.000 --> 00:14:40.000]  紫薇
[00:14:40.000 --> 00:14:41.000]  斗數
[00:14:41.000 --> 00:14:42.000]  竟然有
[00:14:42.000 --> 00:14:43.000]  我們給教信仰的課程
[00:14:43.000 --> 00:14:46.000]  就不會有出現
[00:14:46.000 --> 00:14:49.000]  我們說
[00:14:49.000 --> 00:14:52.000]  一方面是缺乏師資
[00:14:52.000 --> 00:14:54.000]  術有專攻
[00:14:54.000 --> 00:14:56.000]  但如果有市場需要
[00:14:56.000 --> 00:14:57.000]  有需要的話
[00:14:57.000 --> 00:14:58.000]  自然開辦
[00:14:58.000 --> 00:15:01.000]  最多就是請人
[00:15:01.000 --> 00:15:03.000]  錢可以解決的問題
[00:15:03.000 --> 00:15:06.000]  這不是問題
[00:15:06.000 --> 00:15:07.000]  但問題就是
[00:15:07.000 --> 00:15:08.000]  香港神學院
[00:15:08.000 --> 00:15:11.000]  面對修身下跌的挑戰
[00:15:11.000 --> 00:15:12.000]  連香港神學院
[00:15:12.000 --> 00:15:14.000]  我們這麼多間神學院
[00:15:14.000 --> 00:15:16.000]  我們都面對
[00:15:16.000 --> 00:15:21.000]  修身下跌的挑戰
[00:15:21.000 --> 00:15:24.000]  面對眾多的困難
[00:15:24.000 --> 00:15:25.000]  和挑戰
[00:15:25.000 --> 00:15:28.000]  乞丐來奉神的名宣告神
[00:15:28.000 --> 00:15:31.000]  要親自處理解決
[00:15:31.000 --> 00:15:33.000]  這些重大困難
[00:15:33.000 --> 00:15:34.000]  說我必震動天地
[00:15:34.000 --> 00:15:37.000]  我必傾覆列國的寶座
[00:15:37.000 --> 00:15:39.000]  除滅列邦的勢力
[00:15:39.000 --> 00:15:41.000]  並傾覆戰車
[00:15:41.000 --> 00:15:44.000]  和坐在騎上的馬必跌倒
[00:15:44.000 --> 00:15:47.000]  個人被弟兄的刀所殺
[00:15:47.000 --> 00:15:50.000]  是強調神的管治
[00:15:50.000 --> 00:15:51.000]  震動天地
[00:15:51.000 --> 00:15:53.000]  是回響創世紀
[00:15:53.000 --> 00:15:56.000]  講到神創造天地
[00:15:56.000 --> 00:15:59.000]  整個靈魂行在水面上
[00:15:59.000 --> 00:16:00.000]  神說
[00:16:00.000 --> 00:16:03.000]  有個就有了個
[00:16:03.000 --> 00:16:06.000]  神要傾覆列國的寶座
[00:16:06.000 --> 00:16:09.000]  除滅列邦的勢力
[00:16:09.000 --> 00:16:11.000]  是回響創世紀
[00:16:11.000 --> 00:16:13.000]  十九章二十五節
[00:16:13.000 --> 00:16:17.000]  所多瑪俄摩拉罪惡滿盈
[00:16:17.000 --> 00:16:19.000]  神要將我城和全平原
[00:16:19.000 --> 00:16:22.000]  和城裏面所有的居民
[00:16:22.000 --> 00:16:26.000]  連地上生長的都毀滅了
[00:16:26.000 --> 00:16:28.000]  對於地上的殘暴
[00:16:28.000 --> 00:16:31.000]  神不會坐視不理
[00:16:31.000 --> 00:16:32.000]  時候到了
[00:16:32.000 --> 00:16:35.000]  神的審判必然臨到
[00:16:35.000 --> 00:16:38.000]  除滅列邦的勢力
[00:16:38.000 --> 00:16:40.000]  並傾覆戰車
[00:16:40.000 --> 00:16:42.000]  和坐在騎上的馬必跌倒
[00:16:42.000 --> 00:16:44.000]  騎馬的敗落
[00:16:44.000 --> 00:16:48.000]  這就是回響出埃及記十四章
[00:16:48.000 --> 00:16:51.000]  是以色列人出埃及的時間
[00:16:51.000 --> 00:16:55.000]  他們被神帶著騰騰圈騰騰圈
[00:16:55.000 --> 00:16:57.000]  安認在紅海的旁邊
[00:16:57.000 --> 00:16:59.000]  埃及的馬車
[00:16:59.000 --> 00:17:01.000]  來追上來
[00:17:01.000 --> 00:17:02.000]  前無去路
[00:17:02.000 --> 00:17:04.000]  後有追兵
[00:17:04.000 --> 00:17:06.000]  神摩西照著
[00:17:06.000 --> 00:17:08.000]  當以色列人覺得
[00:17:08.000 --> 00:17:10.000]  實死無生的時間
[00:17:10.000 --> 00:17:12.000]  摩西就照著神的吩咐
[00:17:12.000 --> 00:17:14.000]  向紅海伸脹
[00:17:14.000 --> 00:17:17.000]  紅海就在他們面前分開
[00:17:17.000 --> 00:17:18.000]  以色列人昂首
[00:17:18.000 --> 00:17:21.000]  撥步在河床上
[00:17:21.000 --> 00:17:23.000]  河床上行走
[00:17:23.000 --> 00:17:27.000]  當摩西再向紅海伸脹的時間
[00:17:27.000 --> 00:17:29.000]  紅海恢復原狀
[00:17:29.000 --> 00:17:32.000]  法老的軍隊全軍覆沒
[00:17:32.000 --> 00:17:33.000]  昔日
[00:17:33.000 --> 00:17:37.000]  索羅波柏去迎難而上
[00:17:37.000 --> 00:17:39.000]  找緊神的鷹
[00:17:39.000 --> 00:17:41.000]  去排除萬難
[00:17:41.000 --> 00:17:45.000]  去完成重建聖殿的創舉
[00:17:45.000 --> 00:17:49.000]  出師表,我讀會考的時間
[00:17:49.000 --> 00:17:52.000]  其中一個課文
[00:17:52.000 --> 00:17:54.000]  他講到神諒言
[00:17:54.000 --> 00:17:55.000]  先帝創業未半
[00:17:55.000 --> 00:17:57.000]  而中道崩草
[00:17:57.000 --> 00:17:59.000]  今天下三分
[00:17:59.000 --> 00:18:01.000]  益周疲憊
[00:18:01.000 --> 00:18:05.000]  此成危急存亡之秋也
[00:18:05.000 --> 00:18:08.000]  我們到現在就背到這段
[00:18:08.000 --> 00:18:10.000]  我們講
[00:18:10.000 --> 00:18:15.000]  是從國力、經濟、財力、地方
[00:18:15.000 --> 00:18:17.000]  軍隊
[00:18:17.000 --> 00:18:19.000]  其實是屬國
[00:18:19.000 --> 00:18:21.000]  在偽屬五
[00:18:21.000 --> 00:18:23.000]  三個國家裏面
[00:18:23.000 --> 00:18:25.000]  排在最尾
[00:18:25.000 --> 00:18:27.000]  但偏偏
[00:18:27.000 --> 00:18:29.000]  諸葛亮
[00:18:29.000 --> 00:18:32.000]  他的政策是主動攻擊
[00:18:32.000 --> 00:18:35.000]  以攻擊代替防守
[00:18:35.000 --> 00:18:38.000]  諸葛亮的北伐
[00:18:38.000 --> 00:18:40.000]  又稱為母后北伐
[00:18:40.000 --> 00:18:42.000]  在這三個時期
[00:18:42.000 --> 00:18:44.000]  屬漢在諸葛亮執政期間
[00:18:44.000 --> 00:18:47.000]  去對曹魏的戰爭
[00:18:47.000 --> 00:18:49.000]  有人講是六次
[00:18:49.000 --> 00:18:51.000]  有人講五次
[00:18:51.000 --> 00:18:54.000]  三國志有不同的講法
[00:18:54.000 --> 00:18:57.000]  但最終是維持
[00:18:57.000 --> 00:19:01.000]  魏漢在漢中對峙的局面
[00:19:01.000 --> 00:19:03.000]  總括而言
[00:19:03.000 --> 00:19:06.000]  北伐取得局部性的勝利
[00:19:06.000 --> 00:19:10.000]  屬漢來奪得武刀陰平以棍
[00:19:10.000 --> 00:19:13.000]  令到魏軍損兵折將
[00:19:13.000 --> 00:19:15.000]  處下風
[00:19:15.000 --> 00:19:17.000]  對曹魏的經濟造成
[00:19:17.000 --> 00:19:23.000]  頗大的打擊
[00:19:23.000 --> 00:19:25.000]  但我們去講
[00:19:25.000 --> 00:19:27.000]  這是明知不可以
[00:19:27.000 --> 00:19:30.000]  而為之
[00:19:30.000 --> 00:19:32.000]  坐在這裏只是等死
[00:19:32.000 --> 00:19:34.000]  但主動出擊
[00:19:34.000 --> 00:19:37.000]  反而有希望
[00:19:37.000 --> 00:19:42.000]  神來免禮當時的所羅伯伯
[00:19:42.000 --> 00:19:45.000]  也是免禮今天我們每一個
[00:19:45.000 --> 00:19:49.000]  我們要迎難而上
[00:19:49.000 --> 00:19:52.000]  正是因為我們面對的艱難
[00:19:52.000 --> 00:19:55.000]  我們更加不要退縮
[00:19:55.000 --> 00:19:58.000]  正是因為我們面對的情況
[00:19:58.000 --> 00:20:00.000]  有別於以前
[00:20:00.000 --> 00:20:04.000]  更加要我們要站穩
[00:20:04.000 --> 00:20:09.000]  我們要堅持
