
[00:00:00.000 --> 00:00:04.000]  爲何牧師會安排這個新的系列
[00:01:53.800 --> 00:01:57.280]  他說聖經裏面有很多人爲的錯誤
[00:01:57.280 --> 00:01:59.300]  很多時候自相矛盾
[00:01:59.300 --> 00:02:01.760]  聖經裏面的神很殘酷
[00:02:01.760 --> 00:02:05.100]  猶太人的歷史充滿了血腥
[00:02:05.100 --> 00:02:09.360]  教會里面又牽涉到販賣奴隸
[00:02:09.360 --> 00:02:14.600]  一大堆這些對基督教負面的批評
[00:02:14.600 --> 00:02:17.040]  就成爲他說
[00:02:17.040 --> 00:02:21.760]  離開基督教信仰的原因
[00:02:21.760 --> 00:02:24.220]  不過我相信如果你在教會long in love
[00:02:24.220 --> 00:02:27.160]  你在教會里面聽到 又去查聖經
[00:02:27.160 --> 00:02:30.300]  你一聽他所說的這大堆理由 原因的時候
[00:02:30.300 --> 00:02:32.360]  你會發覺 其實這個人
[00:02:32.360 --> 00:02:34.100]  說信耶穌20年
[00:02:34.100 --> 00:02:37.480]  他對於自己的信仰是一知半解
[00:02:37.480 --> 00:02:39.320]  我不去怎麼每一個去defend
[00:02:39.320 --> 00:02:42.560]  這個不是我今天說到的那個信息
[00:02:42.560 --> 00:02:45.160]  但是從他的表現裏面來說
[00:02:45.160 --> 00:02:47.040]  是更加加深了
[00:02:47.040 --> 00:02:52.680]  爲什麼今天要跟大家說這個系列真基督徒
[00:02:52.680 --> 00:02:54.880]  這個就是Hashem
[00:02:54.880 --> 00:02:57.140]  他一直以來以爲自己是一個基督徒
[00:02:57.140 --> 00:03:01.880]  很多人都相信他是一個不折不扣的基督徒
[00:03:01.880 --> 00:03:03.700]  但是忽然之間
[00:03:03.700 --> 00:03:05.360]  他將他的信仰推翻
[00:03:05.360 --> 00:03:08.540]  Again 背後有沒有什麼其他的原因呢
[00:03:08.540 --> 00:03:10.280]  我們無從稽考的
[00:03:10.280 --> 00:03:12.040]  因爲這個表面上就是說
[00:03:12.040 --> 00:03:13.920]  1234516列出來
[00:03:13.920 --> 00:03:19.520]  這些對基督教的負面的批評
[00:03:19.520 --> 00:03:22.040]  但是在過去的20年裏面
[00:03:22.040 --> 00:03:24.280]  他以爲自己是基督徒
[00:03:24.280 --> 00:03:27.120]  別人以爲他是一個基督徒
[00:03:27.120 --> 00:03:30.560]  但是原來他只是活像一個基督徒
[00:03:30.560 --> 00:03:33.240]  到底他是不是一個基督徒呢
[00:03:33.240 --> 00:03:34.840]  現在成爲一個很大的疑問
[00:03:34.840 --> 00:03:37.440]  起碼現在表面上說 我不是了
[00:03:37.440 --> 00:03:38.560]  我不再信耶穌了
[00:03:38.560 --> 00:03:41.160]  到底一個真基督徒
[00:03:41.160 --> 00:03:43.680]  真正相信耶穌的人
[00:03:43.680 --> 00:03:45.200]  是應該怎麼樣的呢
[00:03:45.200 --> 00:03:46.880]  今天在教會里面我們發覺
[00:03:46.880 --> 00:03:49.440]  有很多人說自己是信耶穌
[00:03:49.440 --> 00:03:51.080]  自己是基督徒
[00:03:51.080 --> 00:03:52.400]  但是我做了牧師這麼久
[00:03:52.400 --> 00:03:55.920]  也很坦白的和大家說
[00:03:55.920 --> 00:03:57.200]  有時候我發覺很多人
[00:03:57.200 --> 00:04:01.040]  不是很明白做基督徒的意義
[00:04:01.040 --> 00:04:05.840]  也不知道信仰裏面的教導
[00:04:05.840 --> 00:04:08.240]  到底所說的是些什麼
[00:04:08.240 --> 00:04:11.240]  很多時候我們缺乏聖經的知識
[00:04:11.240 --> 00:04:12.640]  即是來崇拜
[00:04:12.640 --> 00:04:16.720]  很少去參加言經小組
[00:04:16.720 --> 00:04:18.600]  聖經的知識不夠
[00:04:18.600 --> 00:04:21.200]  又缺乏信仰的那種經歷
[00:04:21.200 --> 00:04:23.760]  所以很多時候當我們一遇到
[00:04:23.760 --> 00:04:25.800]  生活上 人生裏面
[00:04:25.800 --> 00:04:31.000]  一些重大的挫折 難處 問題 痛苦
[00:04:31.000 --> 00:04:33.440]  或者忽然之間乃伴聖經
[00:04:33.440 --> 00:04:35.720]  看到一些令我們覺得不能夠明白
[00:04:35.720 --> 00:04:36.840]  不能夠接受
[00:04:36.840 --> 00:04:41.760]  我們不知道的一些教導的時候
[00:04:41.760 --> 00:04:45.240]  我們就很容易對我們的信仰產生懷疑
[00:04:45.240 --> 00:04:47.760]  對神的屬性產生懷疑
[00:04:47.760 --> 00:04:49.600]  而好像這位Jahashu
[00:04:49.600 --> 00:04:52.760]  竟然會忽然之間"噔"一聲
[00:04:52.760 --> 00:04:55.600]  很多人都無法估計的情況下
[00:04:55.600 --> 00:04:59.560]  就離開了他自己的信仰
[00:04:59.560 --> 00:05:01.960]  所以到底一個真基督徒
[00:05:01.960 --> 00:05:03.680]  是應該怎麼樣的呢
[00:05:03.680 --> 00:05:04.840]  以後幾個禮拜
[00:05:04.840 --> 00:05:08.320]  就會和大家講真基督徒
[00:05:08.320 --> 00:05:10.400]  今天和大家講的是什麼呢
[00:05:10.400 --> 00:05:12.400]  如果我們說是一個真基督徒的時候
[00:05:12.400 --> 00:05:14.680]  第一件事我們要學習要知道的就是
[00:05:14.680 --> 00:05:18.880]  一個真的基督徒
[00:05:18.880 --> 00:05:22.200]  也是一個真的僕人
[00:05:22.200 --> 00:05:23.400]  真基督徒
[00:05:23.400 --> 00:05:25.400]  是一個真心跟隨耶穌
[00:05:25.400 --> 00:05:28.400]  以耶穌爲主的一個僕人
[00:05:28.400 --> 00:05:30.480]  而我們在教會都聽過了
[00:05:30.480 --> 00:05:33.560]  主人對僕人的要求是什麼
[00:05:33.560 --> 00:05:35.920]  主人對僕人的一個基本要求
[00:05:35.920 --> 00:05:38.400]  是什麼 聖經說的
[00:05:38.400 --> 00:05:40.760]  是忠心 這個不用我說了
[00:05:40.760 --> 00:05:42.760]  大家都知道
[00:05:42.760 --> 00:05:46.840]  我們看看哥林多前書第四章第一第二節
[00:05:46.840 --> 00:05:48.960]  這個就是這個觀念的來源
[00:05:48.960 --> 00:05:53.680]  哥林多前書第四章第一到第二節
[00:05:53.680 --> 00:05:57.760]  這裏說你們應該把我們看作是基督的僕人
[00:05:57.760 --> 00:06:02.080]  受命作上帝奧祕時的管家
[00:06:02.080 --> 00:06:06.200]  主人對管家所要求的就是忠心
[00:06:06.200 --> 00:06:10.920]  在這段經文裏面提到有兩個很類似的身份
[00:06:10.920 --> 00:06:12.720]  一個是僕人
[00:06:12.720 --> 00:06:14.400]  一個是管家
[00:06:14.400 --> 00:06:16.040]  那麼僕人用來做什麼呢
[00:06:16.040 --> 00:06:17.960]  僕人就是服侍主人的
[00:06:17.960 --> 00:06:19.320]  主人有什麼工作交給他
[00:06:19.320 --> 00:06:21.560]  他就要做得好
[00:06:21.560 --> 00:06:25.640]  僕人是用來服侍主人的
[00:06:25.640 --> 00:06:27.400]  那這個管家呢
[00:06:27.400 --> 00:06:29.280]  管家也是僕人
[00:06:29.280 --> 00:06:30.680]  不過管家有點不一樣
[00:06:30.680 --> 00:06:32.920]  管家就是特別得到主人的信任
[00:06:32.920 --> 00:06:34.120]  在這麼多僕人當中
[00:06:34.120 --> 00:06:35.520]  去挑一個出來
[00:06:35.520 --> 00:06:37.200]  或者可能你是唯一一個
[00:06:37.200 --> 00:06:39.480]  不過如果多一個僕人的話
[00:06:39.480 --> 00:06:44.120]  在僕人當中主人選了一個人出來做管家
[00:06:44.120 --> 00:06:48.040]  將他的家庭裏面上上下下各樣的事情
[00:06:48.040 --> 00:06:50.160]  交給管家去管理
[00:06:50.160 --> 00:06:52.840]  特別當主人不在的時候
[00:06:52.840 --> 00:06:54.640]  他就好像變成主人一樣
[00:06:54.640 --> 00:07:00.840]  去管理整個主人所有的家產和物業
[00:07:00.840 --> 00:07:03.280]  這裏所說的僕人
[00:07:03.280 --> 00:07:07.240]  和奴隸的觀念是不一樣的
[00:07:07.240 --> 00:07:08.280]  奴隸呢
[00:07:08.280 --> 00:07:09.360]  我們沒有自主權的
[00:07:09.360 --> 00:07:10.720]  你的生命你的前途
[00:07:10.720 --> 00:07:11.880]  不在你自己掌握當中
[00:07:11.880 --> 00:07:13.480]  全在主人的掌握當中
[00:07:13.480 --> 00:07:15.480]  就是僕人呢
[00:07:15.480 --> 00:07:17.360]  僕人是你自己去決定
[00:07:17.360 --> 00:07:19.360]  選擇哪一個做你的主人
[00:07:19.360 --> 00:07:20.320]  就好像找工作
[00:07:20.320 --> 00:07:22.720]  人家請你了你可以不做的
[00:07:22.720 --> 00:07:24.600]  你選擇和誰打工
[00:07:24.600 --> 00:07:26.600]  你選擇哪個做你的老闆
[00:07:26.600 --> 00:07:28.160]  但是當你選擇了之後呢
[00:07:28.160 --> 00:07:29.360]  你就成爲他的僕人了
[00:07:29.360 --> 00:07:30.720]  你就成爲他的工人了
[00:07:30.720 --> 00:07:34.840]  你就去做好你的工人的工作
[00:07:34.840 --> 00:07:36.600]  所以我們發覺在哲學當中
[00:07:36.600 --> 00:07:38.760]  有兩個很類似的觀念
[00:07:38.760 --> 00:07:40.760]  僕人和管家
[00:07:40.760 --> 00:07:43.080]  而聖經告訴我們
[00:07:43.080 --> 00:07:45.120]  神要求一個管家的
[00:07:45.120 --> 00:07:47.520]  應該是一個僕人的
[00:07:47.520 --> 00:07:49.080]  除了做好工作之外
[00:07:49.080 --> 00:07:50.600]  就是要忠心
[00:07:50.600 --> 00:07:51.560]  那保羅華呢
[00:07:51.560 --> 00:07:56.240]  人應該將我們當作是基督的僕人
[00:07:56.240 --> 00:07:57.600]  這是第一樣
[00:07:57.600 --> 00:07:58.640]  第二樣呢
[00:07:58.640 --> 00:08:03.720]  人應該將我們當作是上帝奧祕士的管家
[00:08:03.720 --> 00:08:05.600]  不僅僅是我們服侍神服侍主
[00:08:05.600 --> 00:08:07.120]  耶穌基督是我們的主人
[00:08:07.120 --> 00:08:10.680]  而且我們成爲上帝奧祕士的管家
[00:08:10.680 --> 00:08:13.480]  問題是什麼是奧祕呢
[00:08:13.480 --> 00:08:15.320]  奧祕這個字呢
[00:08:15.320 --> 00:08:16.720]  很多時候對我們來說
[00:08:16.720 --> 00:08:19.920]  就好像很神祕
[00:08:19.920 --> 00:08:22.040]  奧祕不是等於神祕的
[00:08:22.040 --> 00:08:23.120]  在聖經裏面來說
[00:08:23.120 --> 00:08:24.200]  其實奧祕的意思就是
[00:08:24.200 --> 00:08:25.280]  以前不知道的
[00:08:25.280 --> 00:08:26.520]  現在知道了
[00:08:26.520 --> 00:08:28.200]  現在被我們發現了
[00:08:28.200 --> 00:08:30.200]  現在顯露了出來
[00:08:30.200 --> 00:08:32.960]  所以聖經最後一本書叫什麼
[00:08:32.960 --> 00:08:34.160]  聖經最後一本書
[00:08:34.160 --> 00:08:37.000]  聖經最後一本書叫什麼
[00:08:37.000 --> 00:08:38.640]  啓示錄嘛
[00:08:38.640 --> 00:08:39.680]  以前不知道的
[00:08:39.680 --> 00:08:41.080]  現在啓示了出來
[00:08:41.080 --> 00:08:42.680]  我們知道了
[00:08:42.680 --> 00:08:44.520]  啓示錄其實不是講語言的東西
[00:08:44.520 --> 00:08:46.800]  大家不要誤會
[00:08:46.800 --> 00:08:48.160]  是將我們不知道的
[00:08:48.160 --> 00:08:50.000]  講給我們知道
[00:08:50.000 --> 00:08:51.440]  那到底聖經裏面說
[00:08:51.440 --> 00:08:53.920]  我們要成爲奧祕士的管家
[00:08:53.920 --> 00:08:56.120]  這個奧祕到底是指什麼呢
[00:08:56.120 --> 00:08:58.680]  以前不知道的現在知道的是什麼呢
[00:08:58.680 --> 00:09:03.560]  我們看哥羅西書第一章27-29節
[00:09:03.560 --> 00:09:05.680]  哥羅西書第一章27-29節
[00:09:05.680 --> 00:09:06.720]  他怎麼說呢
[00:09:06.720 --> 00:09:08.480]  他說這個奧祕是什麼呢
[00:09:08.480 --> 00:09:11.920]  這個奧祕是基督在你們的生命裏面
[00:09:11.920 --> 00:09:12.760]  也就是說
[00:09:12.760 --> 00:09:15.560]  你們要分享上帝的榮耀
[00:09:15.560 --> 00:09:19.720]  因此我們向所有的人傳揚基督
[00:09:19.720 --> 00:09:23.160]  用各樣的智慧勸戒教導大家
[00:09:23.160 --> 00:09:27.320]  爲要使每一個人成爲成熟的基督徒
[00:09:27.320 --> 00:09:29.760]  把他們帶到上帝面前
[00:09:29.760 --> 00:09:30.920]  爲了這個目的
[00:09:30.920 --> 00:09:33.600]  我運用基督賜給我的大能力
[00:09:33.600 --> 00:09:35.400]  不辭勞苦
[00:09:35.400 --> 00:09:38.320]  竭力工作
[00:09:38.320 --> 00:09:39.240]  在這裏告訴我們知道
[00:09:39.240 --> 00:09:40.720]  原來以前我們不知道的
[00:09:40.720 --> 00:09:42.240]  現在知道的奧祕是什麼呢
[00:09:42.240 --> 00:09:43.640]  我們透過耶穌基督
[00:09:43.640 --> 00:09:46.200]  可以與天父上帝重建一個關係
[00:09:46.200 --> 00:09:47.600]  我們在主裏面
[00:09:47.600 --> 00:09:49.760]  能夠和神有一個新的身份
[00:09:49.760 --> 00:09:51.680]  我們成爲神的子女
[00:09:51.680 --> 00:09:52.840]  不單如此
[00:09:52.840 --> 00:09:54.680]  而保羅告訴我們
[00:09:54.680 --> 00:09:56.640]  基督徒從神裏面領受的
[00:09:56.640 --> 00:09:58.960]  不單單是這個新的身份
[00:09:58.960 --> 00:10:02.520]  而且我們還有責任給他們建立
[00:10:02.520 --> 00:10:05.760]  讓我們成爲一個成熟的基督徒
[00:10:05.760 --> 00:10:08.600]  這個就是以往沒有人說不知道
[00:10:08.600 --> 00:10:10.480]  但是耶穌來了之後
[00:10:10.480 --> 00:10:13.120]  現在我們明白知道的
[00:10:13.120 --> 00:10:14.320]  保羅說
[00:10:14.320 --> 00:10:18.040]  我們要當我們自己是基督的僕人
[00:10:18.040 --> 00:10:20.760]  上帝奧祕士的管家
[00:10:20.760 --> 00:10:24.120]  而神要求僕人和管家要做的是什麼呢
[00:10:24.120 --> 00:10:26.320]  是忠心
[00:10:26.320 --> 00:10:29.080]  所以今天我們說的就是忠心
[00:10:29.080 --> 00:10:31.800]  什麼是忠心的僕人呢
[00:10:31.800 --> 00:10:32.840]  在聖經裏面我發覺
[00:10:32.840 --> 00:10:34.920]  其實忠心最低限度
[00:10:34.920 --> 00:10:37.720]  包含有三重的意思
[00:10:37.720 --> 00:10:39.520]  盡忠有三重的意思
[00:10:39.520 --> 00:10:41.640]  第一要盡責
[00:10:41.640 --> 00:10:43.560]  第二要盡心
[00:10:43.560 --> 00:10:46.560]  第三是盡忠
[00:10:46.560 --> 00:10:47.800]  Accountable
[00:10:47.800 --> 00:10:49.320]  Responsible
[00:10:49.320 --> 00:10:50.840]  Reliable
[00:10:50.840 --> 00:10:53.320]  或者是Trustworthy
[00:10:53.320 --> 00:10:55.520]  Faithful
[00:10:55.520 --> 00:10:57.040]  首先我們看聖經
[00:10:57.040 --> 00:10:57.640]  保羅說
[00:10:57.640 --> 00:11:00.160]  我們應該看自己是基督的僕人
[00:11:00.160 --> 00:11:03.840]  應該是Let a man show account of us
[00:11:03.840 --> 00:11:08.200]  as of the servant of Christ
[00:11:08.200 --> 00:11:10.320]  意思就好像我剛纔所說的
[00:11:10.320 --> 00:11:14.040]  我們基督徒必須要以耶穌爲主人
[00:11:14.040 --> 00:11:17.160]  我們就要向耶穌負責的
[00:11:17.160 --> 00:11:18.920]  我們要有責任感
[00:11:18.920 --> 00:11:20.880]  因爲是透過耶穌基督
[00:11:20.880 --> 00:11:21.560]  聖經說
[00:11:21.560 --> 00:11:25.360]  我們纔可以分享上帝的榮耀
[00:11:25.360 --> 00:11:27.920]  也將這個奧祕告訴我們
[00:11:27.920 --> 00:11:29.320]  而耶穌在聖經裏面
[00:11:29.320 --> 00:11:31.000]  再一次清楚地告訴我們
[00:11:31.000 --> 00:11:32.280]  祂不單單是救主
[00:11:32.280 --> 00:11:33.960]  是基督
[00:11:33.960 --> 00:11:35.880]  事實上祂就是神
[00:11:35.880 --> 00:11:38.040]  祂就是上帝
[00:11:38.040 --> 00:11:40.080]  《羅馬書》第十四章第十一節說
[00:11:40.080 --> 00:11:42.480]  因爲聖經主說
[00:11:42.480 --> 00:11:44.760]  我主着生命起誓
[00:11:44.760 --> 00:11:47.440]  是主着我的生命來發誓
[00:11:47.440 --> 00:11:49.600]  人人要向我屈膝下拜
[00:11:49.600 --> 00:11:51.480]  人人要宣認我是誰
[00:11:51.480 --> 00:11:53.560]  上帝
[00:11:53.560 --> 00:11:55.000]  耶穌不單單是救主
[00:11:55.000 --> 00:11:56.160]  是基督
[00:11:56.160 --> 00:11:59.720]  耶穌原來就是上帝本身
[00:11:59.720 --> 00:12:01.040]  所以弟兄姊妹
[00:12:01.040 --> 00:12:04.720]  如果我們說以耶穌爲我們的主人
[00:12:04.720 --> 00:12:08.440]  原來我們不單只是以耶穌作爲我們的主人
[00:12:08.440 --> 00:12:11.720]  我們更加要當耶穌
[00:12:11.720 --> 00:12:14.120]  看耶穌是上帝
[00:12:14.120 --> 00:12:16.320]  耶穌根本就是神
[00:12:16.320 --> 00:12:19.480]  我們原來是向上帝負責
[00:12:19.480 --> 00:12:21.320]  如果是這樣的話
[00:12:21.320 --> 00:12:23.920]  上帝吩咐我們做的事
[00:12:23.920 --> 00:12:26.400]  我們就不可以敷衍了事
[00:12:26.400 --> 00:12:29.440]  我們就不能馬馬虎虎
[00:12:29.440 --> 00:12:32.720]  而上帝要我們做的是什麼
[00:12:32.720 --> 00:12:34.240]  向全人類
[00:12:34.240 --> 00:12:36.120]  分享福音的奧祕
[00:12:36.120 --> 00:12:38.360]  將神的愛告訴人
[00:12:38.360 --> 00:12:40.480]  這件事
[00:12:40.480 --> 00:12:42.880]  對一個基督徒來說
[00:12:42.880 --> 00:12:45.320]  是義不容辭的事
[00:12:45.320 --> 00:12:46.760]  就好像我們當中
[00:12:46.760 --> 00:12:49.040]  有很多爹地媽咪在
[00:12:49.040 --> 00:12:50.800]  養育子女
[00:12:50.800 --> 00:12:53.000]  是不是義不容辭的事
[00:12:53.000 --> 00:12:53.960]  是不是
[00:12:53.960 --> 00:12:57.000]  我自己生出來的嘛
[00:12:57.000 --> 00:12:58.040]  問題是什麼呢
[00:12:58.040 --> 00:12:59.680]  今天我們基督徒的問題是
[00:12:59.680 --> 00:13:02.800]  我們選擇聖地
[00:13:02.800 --> 00:13:05.880]  去做神要我們做的事
[00:13:05.880 --> 00:13:07.280]  很多基督徒
[00:13:07.280 --> 00:13:10.200]  選擇做一個好的爹地媽咪
[00:13:10.200 --> 00:13:11.640]  義不容辭嘛
[00:13:11.640 --> 00:13:13.080]  天父給我們的產業
[00:13:13.080 --> 00:13:14.720]  所以我們好好保養故事
[00:13:14.720 --> 00:13:16.360]  好好教導它
[00:13:16.360 --> 00:13:17.440]  特別
[00:13:17.440 --> 00:13:19.680]  就算不信耶穌的人也說
[00:13:19.680 --> 00:13:22.120]  做父母是我們的天職
[00:13:22.120 --> 00:13:24.800]  天父上帝給我們的責任
[00:13:24.800 --> 00:13:26.480]  所以我們努力
[00:13:26.480 --> 00:13:27.480]  做好一個爹地
[00:13:27.480 --> 00:13:28.960]  努力做好一個媽咪
[00:13:28.960 --> 00:13:30.440]  應不應該
[00:13:30.440 --> 00:13:31.440]  應該
[00:13:31.440 --> 00:13:34.320]  聖經是這樣教我們的
[00:13:34.320 --> 00:13:35.160]  問題是
[00:13:35.160 --> 00:13:38.280]  同樣都是天父給我們的天職
[00:13:38.280 --> 00:13:39.440]  同樣
[00:13:39.440 --> 00:13:42.120]  都是天父上帝給我們很大的責任
[00:13:42.120 --> 00:13:43.720]  我們要傳福音
[00:13:43.720 --> 00:13:45.200]  把福音的奧祕告訴別人
[00:13:45.200 --> 00:13:47.520]  把整個愛告訴別人
[00:13:47.520 --> 00:13:49.680]  但是不知道爲什麼
[00:13:49.680 --> 00:13:51.440]  我們對這個天職很多時候
[00:13:51.440 --> 00:13:52.440]  好像是
[00:13:52.440 --> 00:13:56.440]  要理不理
[00:13:56.440 --> 00:13:58.160]  有時候我在想
[00:13:58.160 --> 00:14:01.320]  爲什麼我們會忽略一個這麼重要的天職呢
[00:14:01.320 --> 00:14:04.000]  做父母的天職我們不忽略哦
[00:14:04.000 --> 00:14:04.800]  但是
[00:14:04.800 --> 00:14:06.000]  聖經說得這麼清楚
[00:14:06.000 --> 00:14:09.000]  沉沉氣氣地經常提及
[00:14:09.000 --> 00:14:10.200]  做見證傳福音
[00:14:10.200 --> 00:14:13.400]  把愛告訴別人
[00:14:13.400 --> 00:14:15.200]  很多時候我們不知道爲什麼
[00:14:15.200 --> 00:14:17.200]  要理不理
[00:14:17.200 --> 00:14:19.600]  其實我相信
[00:14:19.600 --> 00:14:22.160]  這是反映什麼呢
[00:14:22.160 --> 00:14:23.880]  這是反映
[00:14:23.880 --> 00:14:26.200]  我們自己出了問題
[00:14:26.200 --> 00:14:27.720]  我們的靈性
[00:14:27.720 --> 00:14:29.920]  我們屬靈的生命
[00:14:29.920 --> 00:14:31.040]  出現了問題
[00:14:31.040 --> 00:14:33.720]  不然你不會一點做一點不做
[00:14:33.720 --> 00:14:34.600]  是不是
[00:14:34.600 --> 00:14:37.680]  當然有些原因
[00:14:37.680 --> 00:14:40.720]  幾年前
[00:14:40.720 --> 00:14:42.640]  Dr. Robert Whittaker
[00:14:42.640 --> 00:14:45.360]  他在Temple University
[00:14:45.360 --> 00:14:47.840]  在菲爾德爾的費城
[00:14:47.840 --> 00:14:50.520]  做了一個調查研究
[00:14:50.520 --> 00:14:52.440]  幾年前大家記不記得
[00:14:52.440 --> 00:14:54.080]  在美國新聞經常播出
[00:14:54.080 --> 00:14:57.200]  他說在美國有很多癡肥的小朋友
[00:14:57.200 --> 00:14:58.360]  大家記不記得
[00:14:58.360 --> 00:14:59.880]  現在還有很多
[00:14:59.880 --> 00:15:01.520]  所以現在你留意到
[00:15:01.520 --> 00:15:03.520]  學校不允許買汽水了
[00:15:03.520 --> 00:15:07.520]  不允許買高糖分的飲品了
[00:15:07.520 --> 00:15:10.760]  Dr. Whittaker和他的團隊做了一個研究
[00:15:10.760 --> 00:15:12.880]  他發現原來小朋友癡肥
[00:15:12.880 --> 00:15:15.400]  和爹地媽咪很有關係
[00:15:15.400 --> 00:15:20.520]  是爹地媽咪疏忽了子女的健康
[00:15:20.520 --> 00:15:23.440]  所以讓他們變成癡肥
[00:15:23.440 --> 00:15:24.520]  那爲什麼
[00:15:24.520 --> 00:15:27.480]  父母的天職不是要教導養育小朋友的嗎
[00:15:27.480 --> 00:15:30.440]  爲什麼父母要忽略小朋友的健康
[00:15:30.440 --> 00:15:31.840]  OK
[00:15:31.840 --> 00:15:35.160]  因爲他發現原來這些父母
[00:15:35.160 --> 00:15:38.120]  他同樣忽略了自己的健康
[00:15:38.120 --> 00:15:39.480]  他根本不知道
[00:15:39.480 --> 00:15:40.640]  要教導小朋友
[00:15:40.640 --> 00:15:42.520]  不要喝那麼多汽水
[00:15:42.520 --> 00:15:44.920]  不要喫那麼多糖和巧克力
[00:15:44.920 --> 00:15:47.760]  不要步飲步食
[00:15:47.760 --> 00:15:49.680]  他根本不會教導小朋友一件事
[00:15:49.680 --> 00:15:50.520]  爲什麼
[00:15:50.520 --> 00:15:52.520]  因爲他自己喝很多汽水
[00:15:52.520 --> 00:15:54.320]  他自己喫很多巧克力
[00:15:54.320 --> 00:15:57.360]  自己也步飲步食
[00:15:57.360 --> 00:16:00.160]  他不覺得這是很重要的教導
[00:16:00.160 --> 00:16:01.480]  需要告訴小朋友
[00:16:01.480 --> 00:16:03.600]  對你的健康有影響
[00:16:03.600 --> 00:16:05.280]  他不覺得是
[00:16:05.280 --> 00:16:07.920]  所以這些家長裏面的小朋友
[00:16:07.920 --> 00:16:09.320]  癡肥的情況
[00:16:09.320 --> 00:16:15.200]  比其他一般的小朋友高出56%
[00:16:15.200 --> 00:16:18.000]  我們忽略某一個責任
[00:16:18.000 --> 00:16:20.000]  是因爲我們覺得這個責任
[00:16:20.000 --> 00:16:22.520]  不是那麼重要
[00:16:22.520 --> 00:16:25.240]  不用那麼緊張
[00:16:25.240 --> 00:16:26.800]  甚至我們不覺得
[00:16:26.800 --> 00:16:30.520]  這個是我們的職責
[00:16:30.520 --> 00:16:31.600]  讓我再講
[00:16:31.600 --> 00:16:35.160]  爲什麼我們會忽略某些工作
[00:16:35.160 --> 00:16:37.800]  應該做但不去做
[00:16:37.800 --> 00:16:40.080]  因爲我們覺得不重要
[00:16:40.080 --> 00:16:42.560]  我們的觀念出了問題
[00:16:42.560 --> 00:16:45.560]  因爲我們覺得不用那麼緊張
[00:16:45.560 --> 00:16:49.280]  我們的心理出了問題
