
[00:00:00.000 --> 00:00:03.920]  今天是農曆新年的年初五
[00:08:22.600 --> 00:08:25.480]  腸胃不適、很不舒服
[00:08:25.480 --> 00:08:28.000]  整天晚上半夜三更
[00:08:28.000 --> 00:08:29.960]  就起床痛得不得了
[00:08:29.960 --> 00:08:31.720]  臉青口唇白
[00:08:31.720 --> 00:08:33.320]  所以有一段時間
[00:08:33.320 --> 00:08:34.640]  未睡覺之前
[00:08:34.640 --> 00:08:37.840]  師母說腸胃一般般舒服
[00:08:37.840 --> 00:08:39.960]  我就開始害怕、開始擔心
[00:08:39.960 --> 00:08:43.280]  但真的有無數次的晚上
[00:08:43.280 --> 00:08:44.880]  半夜三更三、四點
[00:08:44.880 --> 00:08:46.560]  她起床痛得不得了
[00:08:46.560 --> 00:08:50.320]  於是我們就飛去醫院夜診
[00:08:50.320 --> 00:08:52.640]  我記得無數次她坐在我旁邊的時候
[00:08:52.640 --> 00:08:54.360]  痛得頭暈
[00:08:54.360 --> 00:08:55.800]  臉青口唇白
[00:08:55.800 --> 00:08:57.800]  又冒著冷汗
[00:08:57.800 --> 00:09:01.320]  當時我周圍的丈夫覺得很心痛
[00:09:01.320 --> 00:09:04.360]  我預料到自己痛得比她痛好
[00:09:04.360 --> 00:09:05.800]  在那時候
[00:09:05.800 --> 00:09:09.320]  有些時間都很混亂、很情急
[00:09:09.320 --> 00:09:11.200]  經常胡思亂想
[00:09:11.200 --> 00:09:13.080]  有些時間又想多了
[00:09:13.080 --> 00:09:15.200]  有一次想多了是甚麼呢?
[00:09:15.200 --> 00:09:20.640]  如果神要我將至愛的太太獻上為祭
[00:09:20.640 --> 00:09:24.000]  究竟我捨不捨得呢?
[00:09:24.000 --> 00:09:26.800]  雖然真的很明顯是想多了
[00:09:26.800 --> 00:09:28.360]  但我在那一刻
[00:09:28.360 --> 00:09:31.080]  真的很明白阿巴拉罕的那種心情
[00:09:31.080 --> 00:09:34.760]  將你至愛獻上給神
[00:09:34.760 --> 00:09:36.440]  那你會怎樣呢?
[00:09:36.440 --> 00:09:37.880]  這是第一個
[00:09:37.880 --> 00:09:40.560]  以撒對阿巴拉罕來說
[00:09:40.560 --> 00:09:43.320]  是他的寶貝兒子、唯一的兒子
[00:09:43.320 --> 00:09:46.480]  第二個以撒對阿巴拉罕的心理代表甚麼呢?
[00:09:46.480 --> 00:09:50.440]  神應許的核心標記
[00:09:50.440 --> 00:09:54.840]  如果大家看《創世紀》的二十二章一至十節
[00:09:54.840 --> 00:09:56.040]  你會發覺
[00:09:56.040 --> 00:09:57.640]  有一個字很密集
[00:09:57.640 --> 00:09:59.320]  經常會出現
[00:09:59.320 --> 00:10:00.360]  我不是叫大家讀
[00:10:00.360 --> 00:10:02.280]  大家讀不到這些這麼小的字
[00:10:02.280 --> 00:10:04.160]  大家留意這十字的聖經
[00:10:04.160 --> 00:10:06.640]  有一個字是經常出現的
[00:10:06.640 --> 00:10:08.400]  兒子
[00:10:08.400 --> 00:10:09.680]  為甚麼十字聖經中
[00:10:09.680 --> 00:10:14.520]  會這麼密集、經常重複地說呢?
[00:10:14.520 --> 00:10:15.960]  代表甚麼呢?
[00:10:15.960 --> 00:10:20.000]  如果大家留意《創世紀》那十章的聖經
[00:10:20.000 --> 00:10:22.800]  由《創世紀》第十二章開始
[00:10:22.800 --> 00:10:26.240]  到《創世紀》二十一章這十章的聖經
[00:10:26.240 --> 00:10:28.720]  其實劇情發展
[00:10:28.720 --> 00:10:30.520]  一直在說很多很多
[00:10:30.520 --> 00:10:32.960]  其實它只指向一件事而已
[00:10:32.960 --> 00:10:34.240]  指向甚麼呢?
[00:10:34.240 --> 00:10:38.000]  阿巴拉罕生了一個兒子
[00:10:38.000 --> 00:10:43.000]  神用十章的聖經去鋪排生兒子
[00:10:43.000 --> 00:10:45.280]  其實究竟為甚麼會這樣呢?
[00:10:45.280 --> 00:10:48.640]  因為生兒子、生兒子
[00:10:48.640 --> 00:10:51.080]  是代表著很重要的東西
[00:10:51.080 --> 00:10:53.280]  就是神對阿巴拉的應許
[00:10:53.280 --> 00:10:57.720]  也就是神對這個傳人去拯救計劃的應許
[00:10:57.720 --> 00:10:59.520]  會說如果是這樣的話
[00:10:59.520 --> 00:11:01.880]  以實就必定要生存
[00:11:01.880 --> 00:11:03.720]  必定要有後代
[00:11:03.720 --> 00:11:06.120]  並且這些後代繼續延續下去
[00:11:06.120 --> 00:11:08.280]  這個應許才成就
[00:11:08.280 --> 00:11:12.280]  但是劇情發展是急速的改變
[00:11:12.280 --> 00:11:14.120]  到了第二十二章的時候
[00:11:14.120 --> 00:11:16.680]  神說你燒了你的兒子
[00:11:16.680 --> 00:11:19.640]  這是一個一百八十六個改變
[00:11:19.640 --> 00:11:21.120]  帶來的衝擊
[00:11:21.120 --> 00:11:23.320]  你想像對於阿巴拉罕來說甚麼?
[00:11:23.320 --> 00:11:26.000]  難道神收回他的應許?
[00:11:26.000 --> 00:11:27.480]  神是信實的
[00:11:27.480 --> 00:11:29.200]  他從來都沒有食言過
[00:11:29.200 --> 00:11:30.760]  為甚麼他會出爾反爾
[00:11:30.760 --> 00:11:32.480]  說過不算數呢?
[00:11:32.480 --> 00:11:34.360]  這是第二個
[00:11:34.360 --> 00:11:37.880]  以撒在阿巴拉罕生命裡面的意義
[00:11:37.880 --> 00:11:42.200]  第二個就是神應許的核心標記
[00:11:42.200 --> 00:11:44.800]  但是我覺得還有第三個意義
[00:11:44.800 --> 00:11:46.080]  是甚麼呢?
[00:11:46.080 --> 00:11:47.680]  以撒在阿巴拉罕
[00:11:47.680 --> 00:11:52.120]  是代表阿巴拉罕的畢生的成就
[00:11:52.120 --> 00:11:54.080]  如果你留意
[00:11:54.080 --> 00:11:56.960]  創世紀的第十三章開始
[00:11:56.960 --> 00:11:58.560]  其實這個故事
[00:11:58.560 --> 00:12:01.120]  這個劇情的發展的張力
[00:12:01.120 --> 00:12:03.480]  一直一直地在提升
[00:12:03.480 --> 00:12:05.560]  在創世紀的第十三章
[00:12:05.560 --> 00:12:07.200]  神應許阿巴拉罕
[00:12:07.200 --> 00:12:10.760]  你的後裔就好像地上的塵土那麼多
[00:12:10.760 --> 00:12:12.800]  接著到了第十五章
[00:12:12.800 --> 00:12:15.200]  神說阿巴拉罕你會生一個兒子
[00:12:15.200 --> 00:12:17.160]  是你的親生兒子
[00:12:17.160 --> 00:12:18.520]  但是當時
[00:12:18.520 --> 00:12:20.600]  阿巴拉罕的太太撒拉
[00:12:20.600 --> 00:12:21.840]  年事已高
[00:12:21.840 --> 00:12:24.200]  覺得自己不可能生育
[00:12:24.200 --> 00:12:28.560]  於是就安排她的婢女夏格
[00:12:28.560 --> 00:12:31.440]  和阿巴拉罕生了以實瑪利
[00:12:31.440 --> 00:12:34.040]  但是神和阿巴拉罕說這個不算數的
[00:12:34.040 --> 00:12:39.840]  只有你和你的正室撒拉所生的兒子才算數
[00:12:39.840 --> 00:12:42.520]  於是寫了這麼多章的聖經裏面
[00:12:42.520 --> 00:12:44.200]  一路兜兜轉轉
[00:12:44.200 --> 00:12:46.240]  一路繞繞圓圓
[00:12:46.240 --> 00:12:51.320]  終於都去到創世紀的第二十一章
[00:12:51.320 --> 00:12:55.600]  這個以撒千呼萬喚始出來
[00:12:55.600 --> 00:12:58.600]  終於「砰」一聲就生了出來
[00:12:58.600 --> 00:13:01.360]  那麼大家可以想像
[00:13:01.360 --> 00:13:04.000]  以撒對於阿巴拉罕來說
[00:13:04.000 --> 00:13:07.600]  不單止是一個寶貝兒子獨生兒子
[00:13:07.600 --> 00:13:12.960]  不單止是神應許的核心標記
[00:13:12.960 --> 00:13:17.360]  還是阿巴拉罕的畢生成就
[00:13:17.360 --> 00:13:20.080]  哇!我多麼的辛苦
[00:13:20.080 --> 00:13:25.200]  一百歲的人才努力生了一個兒子出來
[00:13:25.200 --> 00:13:29.400]  才是千辛萬苦、千呼萬喚始出來
[00:13:29.400 --> 00:13:33.960]  所以這個兒子是成就神的心儀
[00:13:33.960 --> 00:13:37.720]  是成就神救世最偉大的計劃
[00:13:37.720 --> 00:13:39.760]  他注定要這樣做
[00:13:39.760 --> 00:13:45.040]  他注定要成為神救贖計劃的重要的標記
[00:13:45.040 --> 00:13:46.280]  他也是
[00:13:46.280 --> 00:13:49.600]  所以我要用盡我一切的資源
[00:13:49.600 --> 00:13:51.520]  用盡我一切的人力物力
[00:13:51.520 --> 00:13:53.480]  用盡我一切的心機
[00:13:53.480 --> 00:13:56.920]  用盡我一切的精力去栽培他
[00:13:56.920 --> 00:13:58.040]  讓他成長
[00:13:58.040 --> 00:14:00.240]  他要贏在起跑線
[00:14:00.240 --> 00:14:02.240]  因為他是人類的未來
[00:14:02.240 --> 00:14:04.080]  他是我們家族的未來
[00:14:04.080 --> 00:14:07.000]  也是我的未來
[00:14:07.000 --> 00:14:10.440]  以撒的出世本來是一件好事
[00:14:10.440 --> 00:14:12.280]  是一件極大的祝福
[00:14:12.280 --> 00:14:15.920]  但是當中也隱伏那種危機
[00:14:15.920 --> 00:14:17.720]  那種危機是什麼?
[00:14:17.720 --> 00:14:20.880]  那種危機在阿巴拉罕的心裡面
[00:14:20.880 --> 00:14:28.640]  以撒成為比任何人、任何事更加重要
[00:14:28.640 --> 00:14:31.080]  無論任何人失去都不要緊
[00:14:31.080 --> 00:14:33.560]  任何事物失去都不要緊
[00:14:33.560 --> 00:14:37.160]  以撒一定不可以失去
[00:14:37.160 --> 00:14:39.000]  丁子梅,你不要以為
[00:14:39.000 --> 00:14:42.120]  一個人的高峰就是高峰
[00:14:42.120 --> 00:14:46.040]  一個人的高峰往往是他迷失的開始
[00:14:46.040 --> 00:14:49.680]  你不要以為阿巴拉罕不會這樣做
[00:14:49.680 --> 00:14:55.200]  其實每一個人都會有很多生命成長的空間
[00:14:55.200 --> 00:14:57.760]  如果你留意阿巴拉罕曾經
[00:14:57.760 --> 00:14:59.880]  他父親呼召他沒多久
[00:14:59.880 --> 00:15:01.560]  接著他去到埃及的時候
[00:15:01.560 --> 00:15:03.480]  他做了些什麼?
[00:15:03.480 --> 00:15:05.880]  他跟他的老婆說
[00:15:05.880 --> 00:15:06.880]  你記住啊
[00:15:06.880 --> 00:15:08.560]  認我做你哥哥
[00:15:08.560 --> 00:15:09.800]  你是我妹妹
[00:15:09.800 --> 00:15:14.640]  令到法老王幾乎娶了他老婆做自己的老婆
[00:15:14.640 --> 00:15:15.560]  結果是怎樣?
[00:15:15.560 --> 00:15:18.400]  神親自出世去矯正這個錯誤
[00:15:18.400 --> 00:15:20.120]  但最奇怪的是什麼呢?
[00:15:20.120 --> 00:15:22.800]  阿巴拉罕好像從來都沒有學過東西
[00:15:22.800 --> 00:15:25.160]  整件事都沒有發生過
[00:15:25.160 --> 00:15:28.440]  接著他去到阿比米勒的時候
[00:15:28.440 --> 00:15:30.640]  一樣重演同一樣的東西
[00:15:30.640 --> 00:15:33.000]  人家做續集都有些改變
[00:15:33.000 --> 00:15:37.240]  但阿巴拉罕好像完全一樣照抄之前的版本
[00:15:37.240 --> 00:15:40.880]  就是說他從來都沒有學過這個功課
[00:15:40.880 --> 00:15:45.120]  結果又是神出手去矯正這個錯誤
[00:15:45.120 --> 00:15:50.400]  今次以撒的事可能都是一樣
[00:15:50.400 --> 00:15:52.120]  如果不是神出手
[00:15:52.120 --> 00:15:54.280]  你猜阿巴拉罕的生命會怎樣?
[00:15:54.280 --> 00:15:58.240]  他的生命會完全圍繞在以撒的周圍
[00:15:58.240 --> 00:15:58.960]  換句話說
[00:15:58.960 --> 00:16:02.160]  以撒比任何東西更重要
[00:16:02.160 --> 00:16:06.000]  甚至比神更重要
[00:16:06.000 --> 00:16:09.920]  神怎樣幫助阿巴拉罕去勝過這個挑戰呢?
[00:16:09.920 --> 00:16:15.600]  神叫阿巴拉罕「你要將以撒獻賞給我」
[00:16:15.600 --> 00:16:17.960]  「獻賞」這個字在聖經裡面有特別的意思
[00:16:17.960 --> 00:16:19.600]  我們一起看看羅馬書
[00:16:19.600 --> 00:16:21.280]  十二章一至二節
[00:16:21.280 --> 00:16:22.000]  我們一起讀
[00:16:22.000 --> 00:16:23.160]  一、二、三
[00:16:23.160 --> 00:16:27.280]  「所以弟兄們,我以神的慈悲勸你們
[00:16:27.280 --> 00:16:30.640]  將身體獻賞當作活祭
[00:16:30.640 --> 00:16:33.840]  是聖潔的,是神所喜悅的
[00:16:33.840 --> 00:16:38.160]  你們如此侍奉乃是理所當然的
[00:16:38.160 --> 00:16:40.360]  不要效法這個世界
[00:16:40.360 --> 00:16:43.400]  只要心意更新而變化
[00:16:43.400 --> 00:16:46.920]  叫你們察而何為神的善良
[00:16:46.920 --> 00:16:50.080]  順傳可喜悅的旨意」
[00:16:50.080 --> 00:16:51.680]  「獻賞」
[00:16:51.680 --> 00:16:53.680]  「獻賞」的意思是什麼呢?
[00:16:53.680 --> 00:16:56.200]  「獻賞」是在說阿巴拉罕
[00:16:56.200 --> 00:16:59.160]  用具體的行動去宣告
[00:16:59.160 --> 00:17:04.400]  主啊!以撒再不是我生命的中心
[00:17:04.400 --> 00:17:08.320]  只有賜以撒的神、你
[00:17:08.320 --> 00:17:11.200]  才是我生命的全部
[00:17:11.200 --> 00:17:13.600]  是我生命的守衛」
[00:17:13.600 --> 00:17:14.760]  我再說一次
[00:17:14.760 --> 00:17:17.200]  「獻賞」這個意思是
[00:17:17.200 --> 00:17:20.720]  阿巴拉罕用具體的行動去宣告
[00:17:20.720 --> 00:17:24.800]  主啊!以撒再不是我生命的中心
[00:17:24.800 --> 00:17:27.640]  唯有賜以撒給我的神、你
[00:17:27.640 --> 00:17:29.480]  才是我生命的全部
[00:17:29.480 --> 00:17:32.160]  是我生命的守衛」
[00:17:32.160 --> 00:17:35.920]  等於你的以撒是什麼呢?
[00:17:35.920 --> 00:17:38.560]  可能你的以撒和每個人的以撒都不同
[00:17:38.560 --> 00:17:43.280]  可能是你的子女未來的前途
[00:17:43.280 --> 00:17:47.040]  可能是你家庭未來的計劃
[00:17:47.040 --> 00:17:51.960]  也可能是你對事業的野心
[00:17:51.960 --> 00:17:55.560]  也可能是你的投資大計
[00:17:55.560 --> 00:18:00.200]  也可能是你打算退休之後的理想生活
[00:18:00.200 --> 00:18:01.120]  每個人都不同
[00:18:01.120 --> 00:18:03.120]  但這些東西都是好的
[00:18:03.120 --> 00:18:05.840]  但是那個潛伏的危機是什麼呢?
[00:18:05.840 --> 00:18:12.040]  可能到最後他這些東西成為你的神
[00:18:12.040 --> 00:18:17.680]  在二零二三年三月的《今日基督教》雜誌裡面
[00:18:17.680 --> 00:18:19.200]  有一篇文章
[00:18:19.200 --> 00:18:21.200]  有一個基督徒的母親
[00:18:21.200 --> 00:18:23.880]  對阿巴拉罕獻賞以撒
[00:18:23.880 --> 00:18:26.200]  有一個很深刻的反省
[00:18:26.200 --> 00:18:29.640]  這個母親叫做高麥(Rebecca Comer)
