
[00:00:00.000 --> 00:00:03.080]  母親節平安 根據動量的定律
[00:04:26.080 --> 00:04:28.640]  一家六口齊齊整整
[00:04:28.640 --> 00:04:30.280]  一個很完美的家庭
[00:04:30.280 --> 00:04:32.800]  一個很圓滿的家庭
[00:04:32.800 --> 00:04:35.560]  留意一下這幾個人的名字很特別
[00:04:35.560 --> 00:04:38.440]  伊利米勒的意思很特別
[00:04:38.440 --> 00:04:39.720]  什麼叫伊利?
[00:04:39.720 --> 00:04:41.360]  伊利就是我的神
[00:04:41.360 --> 00:04:43.960]  而米勒就是我的作王
[00:04:43.960 --> 00:04:46.200]  所以路德一開始這位男主角
[00:04:46.200 --> 00:04:48.520]  他的名字很有意思 很有來頭
[00:04:48.520 --> 00:04:50.760]  我的神作王
[00:04:50.760 --> 00:04:52.320]  我神作王
[00:04:52.320 --> 00:04:55.200]  一個很淑齡 很愛主
[00:04:55.200 --> 00:04:57.720]  一個多麼高尚的名字
[00:04:57.720 --> 00:05:00.040]  不過這個那麼堅定的名字
[00:05:00.040 --> 00:05:03.120]  就跟他前往摩亞地的行動剛剛相反
[00:05:03.120 --> 00:05:05.440]  一會兒我們要講摩亞這個地方
[00:05:05.440 --> 00:05:06.880]  然後你再看第二個字
[00:05:06.880 --> 00:05:08.280]  伯特利
[00:05:08.280 --> 00:05:09.360]  什麼叫伯?
[00:05:09.360 --> 00:05:10.880]  伯的意思就是家
[00:05:10.880 --> 00:05:13.000]  所以你今天如果聽到小朋友告訴你
[00:05:13.000 --> 00:05:16.080]  我現在回伯了 就是回家了
[00:05:16.080 --> 00:05:18.480]  伯特利的伯是家
[00:05:18.480 --> 00:05:21.040]  特利就是糧食的意思
[00:05:21.040 --> 00:05:24.320]  所以合在一起的意思就是糧食之家
[00:05:24.320 --> 00:05:26.320]  或者用麵包之家也可以
[00:05:26.320 --> 00:05:28.920]  糧食之家 麵包之家也可以
[00:05:28.920 --> 00:05:30.120]  換句話說
[00:05:30.120 --> 00:05:32.360]  這一處應該是一個非常富庶
[00:05:32.360 --> 00:05:34.240]  食物很充足的地方
[00:05:34.240 --> 00:05:35.520]  伊利米勒
[00:05:35.520 --> 00:05:37.720]  一個那麼有信心的人
[00:05:37.720 --> 00:05:39.520]  我的神作王
[00:05:39.520 --> 00:05:42.080]  生活在伯特利一處環境那麼好
[00:05:42.080 --> 00:05:44.480]  糧食那麼充沛的地方
[00:05:44.480 --> 00:05:45.880]  很可惜的就是
[00:05:45.880 --> 00:05:48.280]  現在這一處糧食之家
[00:05:48.280 --> 00:05:50.040]  竟然出現了饑荒
[00:05:50.040 --> 00:05:53.520]  而這位打著我神作王的生命招牌的人
[00:05:53.520 --> 00:05:56.640]  竟然帶著他的家人去到摩亞這個地方
[00:05:56.640 --> 00:05:58.640]  摩亞到底是什麼地方呢?
[00:05:58.640 --> 00:06:01.240]  摩亞當然不是以色列人的地方
[00:06:01.240 --> 00:06:04.160]  摩亞是一個不單只是外邦人的地方
[00:06:04.160 --> 00:06:06.640]  不是希伯來人住的地方
[00:06:06.640 --> 00:06:08.640]  甚至是一個外族的地方
[00:06:08.640 --> 00:06:10.160]  不單只是外族
[00:06:10.160 --> 00:06:13.320]  甚至這個地方是有人亂之稱的
[00:06:13.320 --> 00:06:14.440]  為什麼呢?
[00:06:14.440 --> 00:06:17.160]  因為當時有舊約的背景
[00:06:17.160 --> 00:06:18.480]  特別是在舊約的時候
[00:06:18.480 --> 00:06:19.920]  出現了某些情節
[00:06:19.920 --> 00:06:21.000]  有些故事
[00:06:21.000 --> 00:06:22.760]  使得摩亞這個地方
[00:06:22.760 --> 00:06:26.400]  是被人有淫亂的稱呼
[00:06:26.400 --> 00:06:27.720]  因為今天時間的緣故
[00:06:27.720 --> 00:06:28.920]  我不會詳細的多講
[00:06:28.920 --> 00:06:30.040]  但無論如何
[00:06:30.040 --> 00:06:33.920]  就等於今天來到荷蘭阿姆斯特丹的櫥窗街一樣
[00:06:33.920 --> 00:06:36.120]  你馬上就想到紅燈區了
[00:06:36.120 --> 00:06:39.680]  摩亞其實是一個淫亂的地方
[00:06:39.680 --> 00:06:41.680]  南俄米又怎麼樣呢?
[00:06:41.680 --> 00:06:45.240]  南俄米的名字其實是一個陰役的名字
[00:06:45.240 --> 00:06:47.240]  它的意思是「甜」
[00:06:47.240 --> 00:06:49.480]  不知道是不是它的花名叫「小甜甜」呢?
[00:06:49.480 --> 00:06:51.640]  而兩個兒子的意思
[00:06:51.640 --> 00:06:54.440]  兩個兒子的名字都一樣有意思的
[00:06:54.440 --> 00:06:55.960]  一樣很特別的
[00:06:55.960 --> 00:06:57.960]  恐怕也沒什麼人會改的
[00:06:57.960 --> 00:06:59.720]  第一個兒子叫馬倫
[00:06:59.720 --> 00:07:00.760]  什麼叫馬倫呢?
[00:07:00.760 --> 00:07:02.240]  馬倫的意思就是疾病
[00:07:02.240 --> 00:07:03.480]  病壞
[00:07:03.480 --> 00:07:05.120]  第二個兒子的名字更有趣
[00:07:05.120 --> 00:07:05.920]  基連
[00:07:05.920 --> 00:07:06.640]  什麼叫基連呢?
[00:07:06.640 --> 00:07:08.160]  是短命啊大哥
[00:07:08.160 --> 00:07:10.560]  你會不會生一個兒子出來叫病壞
[00:07:10.560 --> 00:07:11.760]  短命鬼
[00:07:11.760 --> 00:07:12.880]  你看看事實
[00:07:12.880 --> 00:07:15.440]  誰會生一個兒子出來會改成這樣呢?
[00:07:15.440 --> 00:07:16.160]  是不是?
[00:07:16.160 --> 00:07:17.720]  它的命運
[00:07:17.720 --> 00:07:20.760]  其實就好像人如其命一樣
[00:07:20.760 --> 00:07:23.000]  你說那兩個媳婦又怎麼樣呢?
[00:07:23.000 --> 00:07:25.240]  兩個媳婦的名字都有意思的
[00:07:25.240 --> 00:07:28.080]  俄爾巴的意思就是「後頸」
[00:07:28.080 --> 00:07:29.280]  大概這個字
[00:07:29.280 --> 00:07:30.800]  是因為在路德的記錄裡面
[00:07:30.800 --> 00:07:33.800]  第一章提到他轉身離開南俄米
[00:07:33.800 --> 00:07:34.600]  轉身
[00:07:34.600 --> 00:07:35.800]  轉一條頸
[00:07:35.800 --> 00:07:39.000]  所以叫他的名字叫做「後頸」
[00:07:39.000 --> 00:07:40.360]  路德呢
[00:07:40.360 --> 00:07:43.120]  路德的名字的意思叫做「友伴」
[00:07:43.120 --> 00:07:46.440]  時刻是一個相伴的好友
[00:07:46.440 --> 00:07:49.680]  路德一直都成為南俄米生命的友伴
[00:07:49.680 --> 00:07:51.560]  你看看基督這六個人
[00:07:51.560 --> 00:07:57.160]  他的名字全部都好像人如其命一樣特別
[00:07:57.160 --> 00:07:59.800]  或者裡面有些諷刺的意味
[00:07:59.800 --> 00:08:01.320]  雖然單從經文來看
[00:08:01.320 --> 00:08:02.640]  路德的作者
[00:08:02.640 --> 00:08:05.120]  似乎沒有太過怪責
[00:08:05.120 --> 00:08:08.920]  「里利米勒遷到摩訶地」這個地方
[00:08:08.920 --> 00:08:12.320]  但如果從名字背後的意思來看
[00:08:12.320 --> 00:08:15.960]  卻是好像隱藏著一種諷刺在裡面
[00:08:15.960 --> 00:08:16.920]  坦白講
[00:08:16.920 --> 00:08:18.840]  以前亞伯拉罕和雅各
[00:08:18.840 --> 00:08:20.480]  也有饑荒的日子
[00:08:20.480 --> 00:08:21.880]  他們都去到第二個地方
[00:08:21.880 --> 00:08:24.080]  去到異地尋求食物
[00:08:24.080 --> 00:08:28.760]  現在摩訶成為了這個家庭的食物的來源之地
[00:08:28.760 --> 00:08:31.680]  而並不是猶大的伯利衡
[00:08:31.680 --> 00:08:32.760]  可惜的就是
[00:08:32.760 --> 00:08:34.920]  一章第五節講到的死亡
[00:08:34.920 --> 00:08:37.080]  和南俄米的不育
[00:08:37.080 --> 00:08:39.920]  路德的母兒女
[00:08:39.920 --> 00:08:44.520]  和甚至之前的里利米勒的死亡
[00:08:44.520 --> 00:08:46.760]  破壞了整個家庭的
[00:08:46.760 --> 00:08:50.840]  在這個這麼美好有糧食的地方裡面的美夢
[00:08:50.840 --> 00:08:53.200]  一章第二到第四節
[00:08:53.200 --> 00:08:56.120]  將這六個人物講了出來
[00:08:56.120 --> 00:08:57.640]  但很可惜的就是
[00:08:57.640 --> 00:08:59.000]  這個這麼大的家庭
[00:08:59.000 --> 00:09:00.760]  這個移民到摩訶地的家庭
[00:09:00.760 --> 00:09:04.000]  這個結合了以色列人和摩訶人組合的家庭
[00:09:04.000 --> 00:09:06.880]  接二連三的發生了男性的悲劇
[00:09:06.880 --> 00:09:09.600]  家庭的主要骨幹的三個男人
[00:09:09.600 --> 00:09:10.960]  都分別死了
[00:09:10.960 --> 00:09:12.480]  而更加特別的就是
[00:09:12.480 --> 00:09:14.000]  就在第一章第五節
[00:09:14.000 --> 00:09:15.600]  一章第一到第五節
[00:09:15.600 --> 00:09:17.720]  提到這個家庭裡面所有的男人
[00:09:17.720 --> 00:09:18.960]  包括了以利米勒
[00:09:18.960 --> 00:09:19.840]  包括了馬倫
[00:09:19.840 --> 00:09:21.400]  包括了基年
[00:09:21.400 --> 00:09:23.880]  甚至沒有講過一句話
[00:09:23.880 --> 00:09:26.960]  就已經說他們死了
[00:09:26.960 --> 00:09:29.160]  在這個饑荒日子裡面
[00:09:29.160 --> 00:09:32.320]  雖然這個家庭找到了食物
[00:09:32.320 --> 00:09:36.120]  但是卻失去了生命
[00:09:36.120 --> 00:09:38.920]  他找到的只有死亡
[00:09:38.920 --> 00:09:40.880]  三節的經文裡面
[00:09:40.880 --> 00:09:44.760]  路德記作者很快就交代了這三個男人的死亡
[00:09:44.760 --> 00:09:47.560]  寄居了這麼多年的摩訶這個地方
[00:09:47.560 --> 00:09:49.880]  沒有留下什麼特別的記錄
[00:09:49.880 --> 00:09:51.840]  只有的就是死亡
[00:09:51.840 --> 00:09:55.280]  而馬倫基連子女都沒有
[00:09:55.280 --> 00:09:58.400]  你想想作為一個男人
[00:09:58.400 --> 00:09:59.800]  又沒有子女
[00:09:59.800 --> 00:10:01.480]  這麼快就死了
[00:10:01.480 --> 00:10:03.520]  簡直是令人難以置信
[00:10:03.520 --> 00:10:06.600]  簡直是一個很難令人接受的事情
[00:10:06.600 --> 00:10:08.360]  而這個故事的焦點
[00:10:08.360 --> 00:10:10.800]  就是由三個男人
[00:10:10.800 --> 00:10:14.240]  發展到三個女人的身上
[00:10:14.240 --> 00:10:16.560]  比起這兩個的媳婦
[00:10:16.560 --> 00:10:19.120]  我相信南俄米的承受和痛苦
[00:10:19.120 --> 00:10:20.800]  比他們多不知多少倍
[00:10:20.800 --> 00:10:22.600]  留意第一章第三節
[00:10:22.600 --> 00:10:25.240]  當第一個男人以利米勒死了之後
[00:10:25.240 --> 00:10:27.640]  你有沒有留意到底哪一個擔起頭家呢?
[00:10:27.640 --> 00:10:28.640]  經文說
[00:10:28.640 --> 00:10:31.640]  剩下婦人南俄米
[00:10:31.640 --> 00:10:33.520]  還有她們兩個兒子
[00:10:33.520 --> 00:10:35.120]  你有沒有留意第一章第二節
[00:10:35.120 --> 00:10:36.800]  明明是說她
[00:10:36.800 --> 00:10:38.520]  她是指男人的她
[00:10:38.520 --> 00:10:40.760]  以利米勒的兩個兒子
[00:10:40.760 --> 00:10:42.600]  但是第一章第三節就用了她
[00:10:42.600 --> 00:10:43.600]  女人的她
[00:10:43.600 --> 00:10:46.880]  而且南俄米和婦人兩個字都是先行的
[00:10:46.880 --> 00:10:49.000]  是突出的主角
[00:10:49.000 --> 00:10:52.040]  一個女人要背起這一頭家
[00:10:52.040 --> 00:10:53.280]  而一章第四節
[00:10:53.280 --> 00:10:56.440]  又說到南俄米在難過的處境裡面
[00:10:56.440 --> 00:10:58.680]  兩個兒子都相繼娶妻
[00:10:58.680 --> 00:11:00.360]  娶的都是摩訶地的女子
[00:11:00.360 --> 00:11:02.480]  不要理了 終於結婚了
[00:11:02.480 --> 00:11:05.800]  作為女主人的南俄米自然感覺到
[00:11:05.800 --> 00:11:07.680]  終於有了安慰
[00:11:07.680 --> 00:11:10.880]  終於有了一種難過的感覺
[00:11:10.880 --> 00:11:12.760]  有一種快樂的感覺
[00:11:12.760 --> 00:11:14.960]  你看看 兒子都長大了
[00:11:14.960 --> 00:11:16.160]  成家立室了
[00:11:16.160 --> 00:11:19.960]  或者我們估計他們也是一些專業的人士也說不定
[00:11:19.960 --> 00:11:25.200]  南俄米總算可以守得雲開見月明了這一次
[00:11:25.200 --> 00:11:27.800]  不過好景不常
[00:11:27.800 --> 00:11:31.080]  快樂的時光永遠都是很短暫的
[00:11:31.080 --> 00:11:32.720]  讓了十年過去之後
[00:11:32.720 --> 00:11:35.800]  想不到馬倫和基年都分別死了
[00:11:35.800 --> 00:11:38.440]  你可以想像南俄米自從老公死了之後
[00:11:38.440 --> 00:11:39.560]  她生存的希望
[00:11:39.560 --> 00:11:42.920]  她人生的目的都幾乎放在兩個人的身上
[00:11:42.920 --> 00:11:47.680]  兩個兒子的死亡代表了她的希望幻滅了
[00:11:47.680 --> 00:11:49.000]  所以一章第五節
[00:11:49.000 --> 00:11:52.400]  現在剩下的只有南俄米一個人
[00:11:52.400 --> 00:11:54.480]  她失去了丈夫
[00:11:54.480 --> 00:11:58.000]  她也失去了兩個兒子
[00:11:58.000 --> 00:12:02.280]  一個女人接二連三面對這樣的打擊
[00:12:02.280 --> 00:12:04.040]  兩個兒子的死亡
[00:12:04.040 --> 00:12:06.200]  老伴又死了
[00:12:06.200 --> 00:12:09.160]  有很多人的確會看不開
[00:12:09.160 --> 00:12:11.280]  南韓的《中央日報》曾經報導過
[00:12:11.280 --> 00:12:14.960]  南韓的老人面對孤獨的黃昏的處境
[00:12:14.960 --> 00:12:17.440]  因為那些孤獨的老人忍受不了寂寞
[00:12:17.440 --> 00:12:19.400]  而走上自殺的不歸路
[00:12:19.400 --> 00:12:21.560]  而且人數越來越多
[00:12:21.560 --> 00:12:24.240]  根據南韓的統計廳的資料顯示
[00:12:24.240 --> 00:12:27.640]  南韓65歲以上的老人自殺的人數
[00:12:27.640 --> 00:12:31.280]  在2001年的1448人
[00:12:31.280 --> 00:12:35.480]  到了2011年上升到4406人
[00:12:35.480 --> 00:12:38.200]  10年裡面有3倍的升幅
[00:12:38.200 --> 00:12:42.800]  也就是說每天平均有12個老人家自殺
[00:12:42.800 --> 00:12:47.360]  孤獨和疾病是導致老人自殺的其中一個原因
[00:12:47.360 --> 00:12:49.120]  但是更加特別的就是
[00:12:49.120 --> 00:12:52.320]  有很多老人是因為老伴離開這個世界
[00:12:52.320 --> 00:12:54.320]  他們覺得太寂寞
[00:12:54.320 --> 00:12:56.960]  沒辦法面對著現實的環境
[00:12:56.960 --> 00:12:58.840]  也加上疾病纏身
[00:12:58.840 --> 00:13:03.200]  於是他們下定決心要了結他們的餘生
[00:13:03.200 --> 00:13:04.720]  我有看過一宗新聞
[00:13:04.720 --> 00:13:07.680]  提到香港有一對很恩愛的夫妻
[00:13:07.680 --> 00:13:10.160]  結了婚很久幾乎近半個世紀
[00:13:10.160 --> 00:13:11.680]  很恩愛的夫妻
[00:13:11.680 --> 00:13:15.880]  連老的妻子因為患了癌症的緣故離開這個世界
[00:13:15.880 --> 00:13:18.880]  過了80歲以上的丈夫
[00:13:18.880 --> 00:13:20.880]  懷疑是一個人一個孤獨
[00:13:20.880 --> 00:13:23.680]  在家裡他的老伴又死了
[00:13:23.680 --> 00:13:29.720]  於是趁著剛剛離世的太太做頭七的日子
[00:13:29.720 --> 00:13:34.640]  他在寓所裡一躍而下跳樓自殺
[00:13:34.640 --> 00:13:39.080]  不是這麼多人可以面對得到老伴離開的日子
[00:13:39.080 --> 00:13:41.200]  我不是說一家人死了
[00:13:41.200 --> 00:13:43.200]  不是一個不是兩個
[00:13:43.200 --> 00:13:45.200]  而是三個這麼多
[00:13:45.200 --> 00:13:47.080]  所有都是男人
[00:13:47.080 --> 00:13:50.840]  這個打擊不是一個普通人可以承受得起的
[00:13:50.840 --> 00:13:53.960]  更何況是一個活在異地的女人
[00:13:53.960 --> 00:13:55.960]  不過萊俄米你留意
[00:13:55.960 --> 00:13:59.200]  她真的是一個可以夠堅夠硬不認命的女人
[00:13:59.200 --> 00:14:01.200]  你看看第一章第六節你就知道
[00:14:01.200 --> 00:14:03.200]  你留意第一章第六節
[00:14:03.200 --> 00:14:05.200]  你看看這個女人萊俄米
[00:14:05.200 --> 00:14:07.200]  當她知道神眷顧以色列人
[00:14:07.200 --> 00:14:09.200]  賜糧食給以色列人的時候
[00:14:09.200 --> 00:14:12.600]  於是她準備帶著兩個兒婦上路
[00:14:12.600 --> 00:14:15.400]  當然從故事的下文告訴我們
[00:14:15.400 --> 00:14:17.680]  萊俄米其實不想帶他們去的
[00:14:17.680 --> 00:14:18.960]  不想他們跟著去
[00:14:18.960 --> 00:14:20.960]  他打算自己一個人回去
[00:14:20.960 --> 00:14:22.960]  其實他回去
[00:14:22.960 --> 00:14:24.960]  他回去有可能是因為
[00:14:24.960 --> 00:14:26.960]  你可不可以說他回去的時候
[00:14:26.960 --> 00:14:29.960]  可能同村的人背地你會笑他的
[00:14:29.960 --> 00:14:31.960]  可能怎樣笑他呢
[00:14:31.960 --> 00:14:34.960]  你當初走去摩崖找食物
[00:14:34.960 --> 00:14:36.960]  你又怕這裡尼泊爾沒有東西吃
[00:14:36.960 --> 00:14:38.960]  於是走到摩崖這個淫亂的地方
[00:14:38.960 --> 00:14:40.960]  結果又怎樣
[00:14:40.960 --> 00:14:42.960]  食物找到了
[00:14:42.960 --> 00:14:44.960]  但是失去了三個最親的男人
[00:14:44.960 --> 00:14:46.960]  現在天譴了
[00:14:46.960 --> 00:14:48.960]  不過萊俄米仍然回去
[00:14:48.960 --> 00:14:51.960]  就算哪怕自己一個人回去
[00:14:51.960 --> 00:14:53.960]  他仍然堅持要回去
[00:14:53.960 --> 00:14:57.960]  如果他只是想逃避摩崖這個傷心之地
[00:14:57.960 --> 00:14:59.960]  死了三個男人的傷心之地
[00:14:59.960 --> 00:15:02.960]  死了三個家庭成員不開心的地方
[00:15:02.960 --> 00:15:04.960]  他大可以去其他地方
[00:15:04.960 --> 00:15:06.960]  他來英國 他來香港
[00:15:06.960 --> 00:15:08.960]  他去法國都可以
[00:15:08.960 --> 00:15:11.960]  當然聖經沒有說為什麼
[00:15:11.960 --> 00:15:13.960]  不過我們相信
[00:15:13.960 --> 00:15:18.960]  他仍然選擇回到以色列的伯特利的這個地方
[00:15:18.960 --> 00:15:23.960]  就顯示其實他不是認命的人
[00:15:23.960 --> 00:15:26.960]  聖經在第一章第六節清楚告訴我們
[00:15:26.960 --> 00:15:29.960]  因為神眷顧那個地方賜下食物
[00:15:29.960 --> 00:15:31.960]  但是他還有生存的希望
[00:15:31.960 --> 00:15:33.960]  他還有一絲生存的意欲
[00:15:33.960 --> 00:15:35.960]  他還有一點鬥志
[00:15:35.960 --> 00:15:37.960]  他不打算這樣就認命
[00:15:37.960 --> 00:15:40.960]  他的人生不是停留在三個男人的身上
[00:15:40.960 --> 00:15:41.960]  你看看今時今日
[00:15:41.960 --> 00:15:44.960]  多少人因為失戀 多少人因為失婚
[00:15:44.960 --> 00:15:46.960]  就走上人生的不歸路
[00:15:46.960 --> 00:15:49.960]  你看看南俄米 他比我們還慘
[00:15:49.960 --> 00:15:51.960]  你再看第一章第六節
[00:15:51.960 --> 00:15:53.960]  強調了四件很重要的事情
[00:15:53.960 --> 00:15:58.960]  第一 正當南俄米經歷著痛苦和傷心的時間
[00:15:58.960 --> 00:16:01.960]  他能夠聽到一個好的消息
[00:16:01.960 --> 00:16:04.960]  他身邊都有很多負面的東西 坦白說
[00:16:04.960 --> 00:16:07.960]  我們都知道問題天經都多日子的裏面
[00:16:07.960 --> 00:16:10.960]  他仍然可以找到至少有一件好消息
[00:16:10.960 --> 00:16:12.960]  是正面的東西
[00:16:12.960 --> 00:16:14.960]  你細心去找
[00:16:14.960 --> 00:16:15.960]  你留意一下
[00:16:15.960 --> 00:16:18.960]  一定在你很多絕景裏面
[00:16:18.960 --> 00:16:22.960]  你找到一定有一件正面的東西
[00:16:22.960 --> 00:16:24.960]  南俄米他找到
[00:16:24.960 --> 00:16:26.960]  南俄米他聽到這個消息
[00:16:26.960 --> 00:16:28.960]  這個是一個正面的消息
[00:16:28.960 --> 00:16:30.960]  第二件事你留意南俄米聽到
[00:16:30.960 --> 00:16:33.960]  已經為他自己百姓的緣故
[00:16:33.960 --> 00:16:35.960]  介入了歷史裏面
[00:16:35.960 --> 00:16:38.960]  介入了他們的痛苦當中
[00:16:38.960 --> 00:16:41.960]  又說眷顧他們 又說臨在他們當中
[00:16:41.960 --> 00:16:45.960]  又說探訪他們 又說親臨在百姓裏面
[00:16:45.960 --> 00:16:49.960]  難道南俄米接二連三的家庭悲劇
[00:16:49.960 --> 00:16:53.960]  又說又怎會不理呢
[00:16:53.960 --> 00:16:57.960]  第三 英文用「百姓」這個字
