
[00:00:00.000 --> 00:00:01.680]  當我預備今天這篇講章的時候
[00:03:21.360 --> 00:03:23.880]  甚麼是我們最重要的
[00:03:23.880 --> 00:03:25.560]  有時我們以為最重要的東西
[00:03:25.560 --> 00:03:26.960]  但我們忽略了也不出奇
[00:03:26.960 --> 00:03:31.520]  而我們去看重一些次要的東西
[00:03:31.520 --> 00:03:33.920]  十多年前美國的911事件
[00:03:33.920 --> 00:03:37.280]  當時可以說是震撼全世界
[00:03:37.280 --> 00:03:38.680]  對美國來說
[00:03:38.680 --> 00:03:42.120]  未試過一個本土的一場災難
[00:03:42.120 --> 00:03:46.240]  會失去這麼多人命
[00:03:46.240 --> 00:03:48.960]  在911之後 過了四五天
[00:03:48.960 --> 00:03:50.360]  我忽然在Facebook
[00:03:50.360 --> 00:03:53.080]  收到一個兒子的訊息
[00:03:53.080 --> 00:03:54.640]  兒子跟我們說
[00:03:54.640 --> 00:03:57.560]  姐姐 姐夫 為我祈禱
[00:03:57.560 --> 00:04:00.920]  因為我自願和一班工程師
[00:04:00.920 --> 00:04:03.680]  是第一批災後之後
[00:04:03.680 --> 00:04:06.240]  第一批進入這個世貿中心
[00:04:06.240 --> 00:04:07.480]  然後去勘察
[00:04:07.480 --> 00:04:10.720]  究竟經過飛機撞完之後
[00:04:10.720 --> 00:04:12.240]  淹完之後 燒完之後
[00:04:12.240 --> 00:04:14.880]  所剩餘的那些結構
[00:04:14.880 --> 00:04:18.240]  是否仍然會隨時塌下來
[00:04:18.240 --> 00:04:20.920]  以致到去做了勘察之後
[00:04:20.920 --> 00:04:23.560]  能夠讓其他善後的人進來的時候
[00:04:23.560 --> 00:04:25.200]  他們會比較安全
[00:04:25.200 --> 00:04:26.480]  不過他們進去的時候
[00:04:26.480 --> 00:04:28.320]  是要簽一個生死狀
[00:04:28.320 --> 00:04:31.760]  因為隨時可能命都不保
[00:04:31.760 --> 00:04:34.720]  我的兒子就自願和一班工程師
[00:04:34.720 --> 00:04:38.200]  他第一批進入災場
[00:04:38.200 --> 00:04:41.480]  當時裏面的溫度非常高 很高
[00:04:41.480 --> 00:04:42.240]  他進去的時候
[00:04:42.240 --> 00:04:45.440]  那雙鞋子穿著工人鞋帶的
[00:04:45.440 --> 00:04:47.480]  很重 很厚的鞋子
[00:04:47.480 --> 00:04:48.400]  進去的時候
[00:04:48.400 --> 00:04:52.400]  那雙鞋底仍然都會被溶化
[00:04:52.400 --> 00:04:54.040]  熱成這樣
[00:04:54.040 --> 00:04:55.960]  當然他沒有事出來
[00:04:55.960 --> 00:04:58.240]  整班工程師都沒有事出來
[00:04:58.240 --> 00:05:01.880]  但是因為他那一次的勘察
[00:05:01.880 --> 00:05:03.840]  將他的生命改變
[00:05:03.840 --> 00:05:06.040]  將我的兒子的生命改變
[00:05:06.040 --> 00:05:08.840]  雖然那件災難對他沒有直接影響
[00:05:08.840 --> 00:05:10.360]  但因為他進去之後
[00:05:10.360 --> 00:05:12.640]  他看到整個過程之後
[00:05:12.640 --> 00:05:16.080]  他原本是一個很成功的工程師
[00:05:16.080 --> 00:05:18.360]  他在一間顧問公司做到一個合夥人
[00:05:18.360 --> 00:05:21.640]  他是一個很出色的一個很聰明的人
[00:05:21.640 --> 00:05:23.440]  他讀書是在當時來講
[00:05:23.440 --> 00:05:25.520]  長春藤學校那邊的
[00:05:25.520 --> 00:05:28.240]  可以說是工程系那邊的第一名的畢業生
[00:05:28.240 --> 00:05:29.840]  他是很出色的人
[00:05:29.840 --> 00:05:32.760]  工作很厲害 賺很多錢
[00:05:32.760 --> 00:05:35.640]  但是因著一場的勘察
[00:05:35.640 --> 00:05:37.360]  上帝改變了人生
[00:05:37.360 --> 00:05:39.240]  他放下他的高薪厚職
[00:05:39.240 --> 00:05:42.280]  他跟我們說 姐夫 我會讀神學院
[00:05:42.280 --> 00:05:43.920]  他說我要進神學院讀書
[00:05:43.920 --> 00:05:46.040]  所以將來大家如果去到紐約
[00:05:46.040 --> 00:05:47.880]  有機會去到紐約去到Fashion
[00:05:47.880 --> 00:05:49.360]  可以去我舅仔的教會
[00:05:49.360 --> 00:05:50.200]  他是宣導會
[00:05:50.200 --> 00:05:54.440]  他現在在宣導會做英文部的傳導人
[00:05:54.440 --> 00:05:55.840]  但是第一姐妹
[00:05:55.840 --> 00:06:00.120]  一場的災難就算不是跟他有很直接的關係
[00:06:00.120 --> 00:06:02.520]  但是當他看著這場災難的時候
[00:06:02.520 --> 00:06:04.840]  他生命有很大的改變
[00:06:04.840 --> 00:06:08.200]  同樣有一個投資的人
[00:06:08.200 --> 00:06:09.880]  同樣在911之後
[00:06:09.880 --> 00:06:11.960]  正如那個William一樣
[00:06:11.960 --> 00:06:14.360]  他說當他經過一場911
[00:06:14.360 --> 00:06:16.560]  他的下屬全部死了
[00:06:16.560 --> 00:06:19.320]  剩下他自己一個人 倖免怨難
[00:06:19.320 --> 00:06:20.840]  但是自從那件事之後
[00:06:20.840 --> 00:06:24.080]  他說當我再重拾一個投資之後
[00:06:24.080 --> 00:06:25.560]  他說我人生改變
[00:06:25.560 --> 00:06:29.200]  他說我不再看重我自己的生意額
[00:06:29.200 --> 00:06:31.440]  我會覺得我的朋友 我的家人
[00:06:31.440 --> 00:06:35.640]  遠遠比我的生意額是更加的重要
[00:06:35.640 --> 00:06:39.800]  因為媽媽911之後 她每一天早上晚上
[00:06:39.800 --> 00:06:42.200]  都擁抱她自己的小孩
[00:06:42.200 --> 00:06:44.360]  她看著自己的小孩 擁抱著他
[00:06:44.360 --> 00:06:46.960]  她很珍惜那份擁抱
[00:06:46.960 --> 00:06:49.720]  在擁抱過程當中 她會說我愛你
[00:06:49.720 --> 00:06:52.320]  因為她說她自己的丈夫離世
[00:06:52.320 --> 00:06:57.520]  原來擁抱著自己的親人都不是必然
[00:06:57.520 --> 00:07:03.120]  她發現到究竟什麼是她人生裡面最重要
[00:07:03.120 --> 00:07:07.080]  弟兄姊妹 苦難
[00:07:07.080 --> 00:07:08.880]  當我自己預備這篇講章的時候
[00:07:08.880 --> 00:07:11.200]  我曾經想改一個題目
[00:07:11.200 --> 00:07:15.080]  題目就是苦難是人的敵人
[00:07:15.080 --> 00:07:18.320]  還是人的朋友
[00:07:18.320 --> 00:07:20.200]  我想大家即時的反應會覺得
[00:07:20.200 --> 00:07:23.960]  何牧師是不是因為師母病了 傻了
[00:07:23.960 --> 00:07:26.080]  苦難怎麼可能是朋友
[00:07:26.080 --> 00:07:29.720]  今天你和我絕對不會帶著感恩的心
[00:07:29.720 --> 00:07:31.920]  去進入到這個苦難裡面
[00:07:31.920 --> 00:07:33.640]  我相信我們每一個人都會覺得
[00:07:33.640 --> 00:07:34.800]  來吧 苦難來吧
[00:07:34.800 --> 00:07:36.240]  我現在迎接你 我好開心
[00:07:36.240 --> 00:07:38.640]  來吧 讓我們有些反省
[00:07:38.640 --> 00:07:41.200]  我相信今天你和我都不會這樣做
[00:07:41.200 --> 00:07:45.160]  但另一方面 我們的確無論看到911事件
[00:07:45.160 --> 00:07:48.640]  很多人看到我自己的小朋友
[00:07:48.640 --> 00:07:49.800]  他的生命的改變
[00:07:49.800 --> 00:07:52.000]  他今天很用心去侍奉
[00:07:52.000 --> 00:07:55.960]  我覺得上帝藉著某些事情的發生
[00:07:55.960 --> 00:08:00.200]  就將我們人生裡面究竟什麼是最重要
[00:08:00.200 --> 00:08:02.280]  重拾起來
[00:08:02.280 --> 00:08:05.640]  約伯去到第27、28章
[00:08:05.640 --> 00:08:07.840]  我們看回由第1章到第28章的時候
[00:08:07.840 --> 00:08:10.920]  我們看到約伯他是一個一夜之間
[00:08:10.920 --> 00:08:13.680]  可以說用今天來說他是破了橙的人
[00:08:13.680 --> 00:08:16.480]  一夜之間沒有了所有的東西
[00:08:16.480 --> 00:08:19.040]  同樣一夜之間沒有了他的親人
[00:08:19.040 --> 00:08:21.200]  沒有了他自己的健康
[00:08:21.200 --> 00:08:23.440]  縱然他有三個朋友
[00:08:23.440 --> 00:08:24.800]  三位好的朋友
[00:08:24.800 --> 00:08:29.400]  我的確覺得這三位朋友是很難說的
[00:08:29.400 --> 00:08:31.600]  能夠可以陪他七天七夜
[00:08:31.600 --> 00:08:34.920]  甚至和他有一段很長時間的溝通
[00:08:34.920 --> 00:08:36.680]  不過很可惜這三位朋友
[00:08:36.680 --> 00:08:38.880]  他們很想去安慰約伯
[00:08:38.880 --> 00:08:41.800]  卻卻反而造成很多的傷害
[00:08:41.800 --> 00:08:45.000]  以致到我們很不想成為約伯的朋友
[00:08:45.000 --> 00:08:48.680]  不能夠將安慰帶到有需要的人
[00:08:48.680 --> 00:08:51.360]  我們結尾我會說這個結論的時候
[00:08:51.360 --> 00:08:54.360]  以致到我們不想成為約伯的朋友
[00:08:54.360 --> 00:08:57.760]  我們很想真的成為安慰人的人
[00:08:57.760 --> 00:09:01.840]  去到最後這三位朋友都覺得約伯沒救了
[00:09:01.840 --> 00:09:03.120]  要他認罪悔改
[00:09:03.120 --> 00:09:04.880]  他怎麼也不認罪悔改
[00:09:04.880 --> 00:09:06.600]  等著他死的 看著他死的
[00:09:06.600 --> 00:09:08.400]  於是就離開他
[00:09:08.400 --> 00:09:11.440]  去到二十七章這三位朋友就消失了
[00:09:11.440 --> 00:09:14.160]  去到那個階段約伯沒有錢
[00:09:14.160 --> 00:09:16.040]  沒有家人 沒有健康
[00:09:16.040 --> 00:09:17.800]  連朋友都沒有了
[00:09:17.800 --> 00:09:20.080]  孤孤獨獨一個人在城外
[00:09:20.080 --> 00:09:23.520]  繼續去挖他自己身體上的瘡
[00:09:23.520 --> 00:09:24.600]  但去到那個時候
[00:09:24.600 --> 00:09:26.520]  忽然之間二十七章二十八章
[00:09:26.520 --> 00:09:28.000]  當他靜下來
[00:09:28.000 --> 00:09:30.520]  沒有再有人在他耳邊來跟他聊天
[00:09:30.520 --> 00:09:34.240]  沒有再去自辯辯論究竟苦難的成因是什麼的時候
[00:09:34.240 --> 00:09:35.440]  他忽然靜下來
[00:09:35.440 --> 00:09:37.360]  當我自己看到二十七章二十八章的時候
[00:09:37.360 --> 00:09:40.240]  我發覺約伯在他安靜的裏面
[00:09:40.240 --> 00:09:43.000]  他忽然之間有很大的改變
[00:09:43.000 --> 00:09:44.880]  他的改變有兩方面
[00:09:44.880 --> 00:09:48.960]  第一 約伯重新去定位
[00:09:48.960 --> 00:09:50.800]  當他靜下來的時候
[00:09:50.800 --> 00:09:53.840]  他開始重新去定位
[00:09:53.840 --> 00:09:54.720]  在二十七章
[00:09:54.720 --> 00:09:57.280]  由第一節到十三節當中有七節聖經
[00:09:57.280 --> 00:09:59.800]  第二節 第三節 第八節
[00:09:59.800 --> 00:10:01.920]  去到十一節和十三節
[00:10:01.920 --> 00:10:03.480]  這七節聖經裏面
[00:10:03.480 --> 00:10:05.800]  在頭十三節當中
[00:10:05.800 --> 00:10:07.600]  在七節當中
[00:10:07.600 --> 00:10:11.600]  居然出現了十一次神的名字
[00:10:11.600 --> 00:10:15.080]  即是說約伯在頭十三節當中的
[00:10:15.080 --> 00:10:16.680]  其中的七節聖經裏面
[00:10:16.680 --> 00:10:20.600]  他講了十一次對神的稱呼
[00:10:20.600 --> 00:10:22.080]  包括祂是永生的神
[00:10:22.080 --> 00:10:23.200]  祂是傳能者
[00:10:23.200 --> 00:10:24.120]  祂是神
[00:10:24.120 --> 00:10:25.360]  我忽然之間發覺
[00:10:25.360 --> 00:10:28.280]  約伯經過這麼大的苦難
[00:10:28.280 --> 00:10:30.960]  他忽然間靜下來的時候
[00:10:30.960 --> 00:10:33.240]  他重新去擺位
[00:10:33.240 --> 00:10:34.400]  他重新去定位
[00:10:34.400 --> 00:10:35.720]  究竟他的眼睛
[00:10:35.720 --> 00:10:38.120]  要繼續看著這些苦難
[00:10:38.120 --> 00:10:40.760]  在他餘生裏面繼續去無奈地
[00:10:40.760 --> 00:10:41.920]  去面對這個苦難
[00:10:41.920 --> 00:10:43.360]  無奈地去和上帝講
[00:10:43.360 --> 00:10:44.360]  上帝你不公平
[00:10:44.360 --> 00:10:45.040]  為甚麼是這樣
[00:10:45.040 --> 00:10:45.600]  為甚麼是這樣
[00:10:45.600 --> 00:10:46.480]  為甚麼是這樣
[00:10:46.480 --> 00:10:48.320]  抑或他將他的眼睛
[00:10:48.320 --> 00:10:50.480]  不再看著這個苦難
[00:10:50.480 --> 00:10:52.120]  將他的眼睛轉向
[00:10:52.120 --> 00:10:54.400]  去看著這個永生的神
[00:10:54.400 --> 00:10:55.920]  這位傳能者
[00:10:55.920 --> 00:10:58.640]  我們發覺約伯他重新去定位
[00:10:58.640 --> 00:11:01.160]  約伯在這個過程當中
[00:11:01.160 --> 00:11:02.440]  他提醒了我自己
[00:11:02.440 --> 00:11:05.080]  今天當我們永遠將眼睛
[00:11:05.080 --> 00:11:06.320]  擺在苦難的時候
[00:11:06.320 --> 00:11:08.720]  我們一生裏面都不會開心
[00:11:08.720 --> 00:11:10.360]  我們一生裏面只會埋怨
[00:11:10.360 --> 00:11:11.120]  只會咒詛
[00:11:11.120 --> 00:11:13.640]  只會說上帝不公平
[00:11:13.640 --> 00:11:14.960]  但我們人生裏面
[00:11:14.960 --> 00:11:19.120]  永遠被這種感受去克制
[00:11:19.120 --> 00:11:20.520]  但約伯提醒我們
[00:11:20.520 --> 00:11:23.200]  為甚麼我們不將我們的眼睛
[00:11:23.200 --> 00:11:25.080]  遠離這個苦難
[00:11:25.080 --> 00:11:29.360]  回到我們神的身上
[00:11:29.360 --> 00:11:30.600]  約伯讓我看到
[00:11:30.600 --> 00:11:33.080]  他重新的定位
[00:11:33.080 --> 00:11:35.680]  他定位在這位永生的神
[00:11:35.680 --> 00:11:39.320]  定位在這位傳能者的身上
[00:11:39.320 --> 00:11:41.200]  因為他轉變
[00:11:41.200 --> 00:11:44.320]  他定位擺在神的身上
[00:11:44.320 --> 00:11:46.640]  就好像那個William一樣
[00:11:46.640 --> 00:11:49.000]  他回看上帝的時候
[00:11:49.000 --> 00:11:50.600]  上帝跟他說究竟
[00:11:50.600 --> 00:11:53.960]  甚麼是他人生裏面最重要
[00:11:53.960 --> 00:11:56.080]  當我看回二十七章二十八章的時候
[00:11:56.080 --> 00:11:57.560]  約伯提醒我們
[00:11:57.560 --> 00:12:01.560]  他說原來人生有四樣東西是很重要
[00:12:01.560 --> 00:12:04.200]  無論今天你是甚麼職業
[00:12:04.200 --> 00:12:05.520]  甚麼年紀都好
[00:12:05.520 --> 00:12:08.320]  他說人生有四樣東西是很重要
[00:12:08.320 --> 00:12:11.760]  是透過當約伯重新定位之後
[00:12:11.760 --> 00:12:14.200]  他看到他人生的優先次序
[00:12:14.200 --> 00:12:16.720]  究竟哪四樣東西是他最重要
[00:12:16.720 --> 00:12:19.080]  第一 他居然說
[00:12:19.080 --> 00:12:23.560]  他說更深的認識神是最重要
[00:12:23.560 --> 00:12:27.920]  他說更深的認識神是最重要
[00:12:27.920 --> 00:12:29.120]  這個甚麼意思
[00:12:29.120 --> 00:12:29.800]  弟兄姊妹
[00:12:29.800 --> 00:12:31.720]  如果今天有時候我們玩遊戲
[00:12:31.720 --> 00:12:33.480]  玩一些聯想遊戲
[00:12:33.480 --> 00:12:34.640]  這個聯想遊戲就是說
[00:12:34.640 --> 00:12:36.600]  如果我跟大家說一樣東西
[00:12:36.600 --> 00:12:38.280]  你即時聯想到甚麼
[00:12:38.280 --> 00:12:39.360]  譬如說狗
[00:12:39.360 --> 00:12:40.520]  你會聯想到甚麼
[00:12:40.520 --> 00:12:42.760]  即是你會即時聯想到甚麼
[00:12:42.760 --> 00:12:43.760]  即是等於一樣
[00:12:43.760 --> 00:12:44.960]  如果今天我跟大家說
[00:12:44.960 --> 00:12:45.960]  各位弟兄姊妹
[00:12:45.960 --> 00:12:46.880]  我說一個字
[00:12:46.880 --> 00:12:48.520]  你看聯想到甚麼
[00:12:48.520 --> 00:12:49.280]  我說神
[00:12:49.280 --> 00:12:51.680]  你會聯想到甚麼
[00:12:51.680 --> 00:12:52.200]  我說神
[00:12:52.200 --> 00:12:54.560]  你會即時聯想到
[00:12:54.560 --> 00:12:56.160]  我的神觀是甚麼
[00:12:56.160 --> 00:12:57.200]  如果上星期
[00:12:57.200 --> 00:13:00.120]  那個坐著椅子而來的中風的朋友
[00:13:00.120 --> 00:13:01.120]  他站起來走
[00:13:01.120 --> 00:13:04.400]  他說我的神是一個醫治者
[00:13:04.400 --> 00:13:05.760]  我的神是一個大能者
[00:13:05.760 --> 00:13:06.920]  肯定的
[00:13:06.920 --> 00:13:09.200]  同樣 如果今天你正在面對苦難
[00:13:09.200 --> 00:13:11.840]  上帝好像沒有任何的工作在你身上
[00:13:11.840 --> 00:13:13.840]  你會覺得上帝不理睬我
[00:13:13.840 --> 00:13:15.440]  上帝很麻煩的
[00:13:15.440 --> 00:13:17.680]  可能我們會覺得上帝是慈愛的
[00:13:17.680 --> 00:13:20.240]  於是我們永遠覺得上帝是慈愛慈愛慈愛
[00:13:20.240 --> 00:13:23.120]  但如果有一天上帝有少少公義的時候
[00:13:23.120 --> 00:13:26.640]  你會覺得為甚麼上帝不像我爸爸
[00:13:26.640 --> 00:13:28.000]  但是弟兄姊妹
[00:13:28.000 --> 00:13:30.760]  今天我們對神的觀念是怎樣的
[00:13:30.760 --> 00:13:33.040]  究竟我們的神的觀念有沒有偏差
[00:13:33.040 --> 00:13:34.960]  或者我們有沒有偏向一方面
[00:13:34.960 --> 00:13:36.800]  以致到有時我們某些教會
[00:13:36.800 --> 00:13:39.440]  可能他對神的觀念是比較偏向的
[00:13:39.440 --> 00:13:41.080]  是慈愛慈愛慈愛的
[00:13:41.080 --> 00:13:43.160]  所以當他面對苦難的時候
[00:13:43.160 --> 00:13:45.320]  他們會覺得上帝不是這樣的
[00:13:45.320 --> 00:13:47.680]  上帝應該是給我們豐盛的
[00:13:47.680 --> 00:13:49.840]  我給了十分之一的奉獻
[00:13:49.840 --> 00:13:51.560]  為甚麼我買股票都不升
[00:13:51.560 --> 00:13:53.520]  弟兄姊妹
[00:13:53.520 --> 00:13:55.320]  我們會這樣想為甚麼上帝會這樣
[00:13:55.320 --> 00:13:56.560]  如果我們教導就是這樣
[00:13:56.560 --> 00:13:58.240]  耶穌耶穌給我們奉獻十分之一
[00:13:58.240 --> 00:13:59.240]  我們一定會發達
[00:13:59.240 --> 00:14:01.240]  為甚麼我不發達
[00:14:01.240 --> 00:14:05.680]  究竟上帝是否一個偏向於豐盛金錢的上帝
[00:14:05.680 --> 00:14:07.160]  一個成谷神的上帝
[00:14:07.160 --> 00:14:10.520]  因為上帝同樣是有苦難的方面
[00:14:10.520 --> 00:14:12.520]  以致到今天我們看聖經的時候
[00:14:12.520 --> 00:14:15.920]  如果我們能夠有機會從創世紀看到啟示局的時候
[00:14:15.920 --> 00:14:17.520]  我們整本聖經看完的時候
[00:14:17.520 --> 00:14:20.800]  我們會發覺我們的上帝是非常平衡的上帝
[00:14:20.800 --> 00:14:23.120]  我們的上帝是百分之一百公義
[00:14:23.120 --> 00:14:25.680]  我們的上帝亦是百分之一百的慈愛
[00:14:25.680 --> 00:14:28.440]  讓我們能夠看到今天我們的人生裏面
[00:14:28.440 --> 00:14:30.720]  我們的上帝一個全面的認識
[00:14:30.720 --> 00:14:34.520]  以致到我們的教會不會偏向某一方面
[00:14:34.520 --> 00:14:35.800]  弟兄姊妹
[00:14:35.800 --> 00:14:38.840]  教會為甚麼有TWA
[00:14:38.840 --> 00:14:39.960]  親父時刻
[00:14:39.960 --> 00:14:42.280]  為甚麼我們希望弟兄姊妹能夠好好的
[00:14:42.280 --> 00:14:44.080]  能夠每一天有上帝的說話
[00:14:44.080 --> 00:14:45.320]  對我們的幫助
[00:14:45.320 --> 00:14:47.920]  讓我們對神的熟悉的認識
[00:14:47.920 --> 00:14:50.240]  而同樣我們為甚麼有教會學校
[00:14:50.240 --> 00:14:53.080]  因為我們很希望幫助到弟兄姊妹用五年的時間
[00:14:53.080 --> 00:14:55.840]  能夠所謂walk through the bible
[00:14:55.840 --> 00:14:59.280]  即是說將整本聖經幫我們走過一次
[00:14:59.280 --> 00:15:01.680]  走過一次的原因就是因為我們能夠
[00:15:01.680 --> 00:15:07.680]  可以更深的更全面的認識我們今天所信的信仰
[00:15:07.680 --> 00:15:10.080]  而不是一個偏差的信仰
[00:15:10.080 --> 00:15:12.680]  或者是一些偏向的信仰
[00:15:12.680 --> 00:15:15.520]  約伯為甚麼可以在這麼低谷起身
[00:15:15.520 --> 00:15:17.320]  為甚麼在一個家破人亡
[00:15:17.320 --> 00:15:20.640]  孤獨無人採取的人生裏面
[00:15:20.640 --> 00:15:21.840]  他忽然間起身
[00:15:21.840 --> 00:15:24.000]  他定了自己的位置
[00:15:24.000 --> 00:15:26.880]  就因為第一章第一節裏說
[00:15:26.880 --> 00:15:29.160]  約伯是一個二人
[00:15:29.160 --> 00:15:31.840]  第一章裏面說約伯是神的僕人
[00:15:31.840 --> 00:15:34.320]  約伯對神的認識是全面
[00:15:34.320 --> 00:15:36.680]  所以當他對神的認識是全面的時候
[00:15:36.680 --> 00:15:38.080]  就算他去到低谷的時候
[00:15:38.080 --> 00:15:38.840]  他會起身
[00:15:38.840 --> 00:15:41.800]  他說我要回到神那裏
[00:15:41.800 --> 00:15:42.800]  所以第一節會
[00:15:42.800 --> 00:15:46.320]  如果今天我們的信仰只有半桶水的時候
[00:15:46.320 --> 00:15:49.960]  我們可能一沉就不會起身
[00:15:49.960 --> 00:15:52.880]  因為我們會覺得上帝不公平
[00:15:52.880 --> 00:15:54.680]  因為如果我們教會的教導
[00:15:54.680 --> 00:15:56.840]  就是說病一定得醫治的不用怕
[00:15:56.840 --> 00:16:00.840]  甚麼病都可以彌同福
[00:16:00.840 --> 00:16:04.440]  如果病不得醫治就不要彌同福
[00:16:04.440 --> 00:16:05.840]  不是的
[00:16:05.840 --> 00:16:08.800]  我們只是說今天上帝有他的主權
[00:16:08.800 --> 00:16:11.200]  我們感謝上帝有他的醫治
[00:16:11.200 --> 00:16:13.080]  但同樣我們感謝上帝
[00:16:13.080 --> 00:16:16.200]  可能上帝讓我的生命就此離開
[00:16:16.200 --> 00:16:17.680]  第一節我不知道
[00:16:17.680 --> 00:16:20.640]  不過今天我們上帝的主權仍然是很重要
[00:16:20.640 --> 00:16:22.240]  今天我們對上帝的認識
