
[00:00:00.000 --> 00:00:05.240]  今年我們真的會用這個主題來講道
[00:09:24.120 --> 00:09:27.120]  買兩塊小羊扒
[00:09:27.120 --> 00:09:29.120]  也一百多元的
[00:09:29.120 --> 00:09:30.120]  很貴的
[00:09:30.120 --> 00:09:31.120]  我不知道大家有沒有試過
[00:09:31.120 --> 00:09:34.120]  因爲我老公比較喜歡喫羊扒
[00:09:34.120 --> 00:09:35.120]  所以我就發覺
[00:09:35.120 --> 00:09:38.120]  哇 真的很貴的
[00:09:38.120 --> 00:09:39.120]  但是呢
[00:09:39.120 --> 00:09:42.120]  貴是不是就是好的呢
[00:09:42.120 --> 00:09:44.120]  可能你說
[00:09:44.120 --> 00:09:45.120]  也可能是的
[00:09:45.120 --> 00:09:46.120]  因爲平時送禮物
[00:09:46.120 --> 00:09:48.120]  好像接下來農曆新年那樣
[00:09:48.120 --> 00:09:50.120]  通常你去
[00:09:50.120 --> 00:09:52.120]  家裏人都說
[00:09:52.120 --> 00:09:57.120]  你拜年記得要買某個牌子的巧克力
[00:09:57.120 --> 00:10:00.120]  就是要買某個牌子的曲奇餅
[00:10:00.120 --> 00:10:02.120]  這樣才得體的
[00:10:02.120 --> 00:10:04.120]  我不知道你有沒有試過
[00:10:04.120 --> 00:10:05.120]  是不是
[00:10:05.120 --> 00:10:07.120]  去到人家樓下
[00:10:07.120 --> 00:10:09.120]  都特意找回那個牌子
[00:10:09.120 --> 00:10:10.120]  還要不要買錯
[00:10:10.120 --> 00:10:12.120]  不要串錯名
[00:10:12.120 --> 00:10:14.120]  不過我們要想一想
[00:10:14.120 --> 00:10:17.120]  神看禮物的價值
[00:10:17.120 --> 00:10:21.120]  是不是隻喜歡貴一點呢
[00:10:21.120 --> 00:10:24.120]  是不是這樣的呢
[00:10:24.120 --> 00:10:27.120]  當然不是
[00:10:27.120 --> 00:10:29.120]  有些人說
[00:10:29.120 --> 00:10:30.120]  我想到了
[00:10:30.120 --> 00:10:31.120]  限制嘛
[00:10:31.120 --> 00:10:34.120]  限制當然是用伸縮
[00:10:34.120 --> 00:10:37.120]  不過其實在禮美記裏面
[00:10:37.120 --> 00:10:40.120]  都不是單單用伸縮來限制的
[00:10:40.120 --> 00:10:44.120]  其實是有用地的出產去限制
[00:10:44.120 --> 00:10:46.120]  那些叫做數制
[00:10:46.120 --> 00:10:51.120]  所以又不是這個原因
[00:10:51.120 --> 00:10:54.120]  另外有些詩經書其實都有提過
[00:10:54.120 --> 00:10:55.120]  不是啊
[00:10:55.120 --> 00:11:00.120]  阿伯的禮物好像合神心意一點
[00:11:00.120 --> 00:11:02.120]  這裏我們要小心
[00:11:02.120 --> 00:11:07.120]  其實經文沒有再特別說這件事
[00:11:07.120 --> 00:11:11.120]  所以我們不可以就這樣推斷下去
[00:11:11.120 --> 00:11:13.120]  那是怎樣
[00:11:13.120 --> 00:11:15.120]  那就是我們不知道
[00:11:15.120 --> 00:11:18.120]  但是我們再看下去的時候
[00:11:18.120 --> 00:11:21.120]  其實我們知道聖經曾經說過
[00:11:21.120 --> 00:11:26.120]  神起月人聽命勝於限制
[00:11:26.120 --> 00:11:28.120]  我不知道你記不記得這件事
[00:11:28.120 --> 00:11:30.120]  聽命勝於限制
[00:11:30.120 --> 00:11:36.120]  而當我們再看第四第五節下半段
[00:11:36.120 --> 00:11:43.120]  我們看到耶和華是看中了阿伯
[00:11:43.120 --> 00:11:45.120]  OK
[00:11:45.120 --> 00:11:48.120]  還有祂的禮物
[00:11:48.120 --> 00:11:50.120]  還有看不中該人
[00:11:50.120 --> 00:11:51.120]  還有祂的禮物
[00:11:51.120 --> 00:11:53.120]  我們發現經文其實
[00:11:53.120 --> 00:11:57.120]  神是說祂看中了預備禮物的那個人
[00:11:57.120 --> 00:12:01.120]  再月立他獻上的禮物
[00:12:01.120 --> 00:12:06.120]  那我們去推論神其實他都看中
[00:12:06.120 --> 00:12:10.120]  看重了限制人的心
[00:12:10.120 --> 00:12:13.120]  所以禮物其實不是這裏的重點
[00:12:13.120 --> 00:12:15.120]  那你說
[00:12:15.120 --> 00:12:18.120]  Sandy你這樣說
[00:12:18.120 --> 00:12:19.120]  日後送禮物
[00:12:19.120 --> 00:12:20.120]  講心就可以了
[00:12:20.120 --> 00:12:22.120]  何必講金呢
[00:12:22.120 --> 00:12:24.120]  我不是說這個意思
[00:12:24.120 --> 00:12:25.120]  OK
[00:12:25.120 --> 00:12:27.120]  我的意思是說
[00:12:27.120 --> 00:12:30.120]  當你送禮物給一個重要的人
[00:12:30.120 --> 00:12:33.120]  你是不會隨便在家裏找一份禮物
[00:12:33.120 --> 00:12:35.120]  就拿去送的
[00:12:35.120 --> 00:12:36.120]  OK
[00:12:36.120 --> 00:12:39.120]  因爲禮物本身是帶着
[00:12:39.120 --> 00:12:41.120]  你對那個人的心意的
[00:12:41.120 --> 00:12:43.120]  如果他是重要的人
[00:12:43.120 --> 00:12:45.120]  你想去表達那份愛的時候
[00:12:45.120 --> 00:12:46.120]  你不會隨便
[00:12:46.120 --> 00:12:48.120]  你不會求其
[00:12:48.120 --> 00:12:50.120]  是不是
[00:12:50.120 --> 00:12:51.120]  好
[00:12:51.120 --> 00:12:52.120]  但是呢
[00:12:52.120 --> 00:12:56.120]  我們看回來
[00:12:56.120 --> 00:12:58.120]  經文說該人
[00:12:58.120 --> 00:13:01.120]  當他不備神去看中那份禮物的時候
[00:13:01.120 --> 00:13:03.120]  他有一個很特別的反應
[00:13:03.120 --> 00:13:06.120]  就是紅色那幾個字
[00:13:06.120 --> 00:13:08.120]  非常憤怒
[00:13:08.120 --> 00:13:10.120]  垂頭喪氣
[00:13:10.120 --> 00:13:11.120]  究竟是什麼意思呢
[00:13:11.120 --> 00:13:14.120]  有些譯本就翻譯成
[00:13:14.120 --> 00:13:16.120]  是變了念
[00:13:16.120 --> 00:13:19.120]  沉了念
[00:13:19.120 --> 00:13:22.120]  那大家會不會覺得很奇怪呢
[00:13:22.120 --> 00:13:23.120]  我不知道你有沒有試過
[00:13:23.120 --> 00:13:25.120]  大家都試過送禮物給別人的嘛
[00:13:25.120 --> 00:13:26.120]  有沒有人沒試過送禮物給別人的
[00:13:26.120 --> 00:13:31.120]  不如舉個手讓我知道
[00:13:31.120 --> 00:13:32.120]  咦
[00:13:32.120 --> 00:13:33.120]  有人指人
[00:13:33.120 --> 00:13:34.120]  OK
[00:13:34.120 --> 00:13:35.120]  但是就沒有了
[00:13:35.120 --> 00:13:36.120]  很明顯
[00:13:36.120 --> 00:13:38.120]  大家都送禮物給別人的
[00:13:38.120 --> 00:13:39.120]  其實呢
[00:13:39.120 --> 00:13:40.120]  大家都很明白的
[00:13:40.120 --> 00:13:42.120]  有時候你送禮物給別人的時候
[00:13:42.120 --> 00:13:44.120]  別人喜歡不喜歡
[00:13:44.120 --> 00:13:46.120]  很主觀的
[00:13:46.120 --> 00:13:47.120]  是不是
[00:13:47.120 --> 00:13:49.120]  我打個比喻
[00:13:49.120 --> 00:13:50.120]  比喻而已
[00:13:50.120 --> 00:13:52.120]  不是事實
[00:13:52.120 --> 00:13:55.120]  那阿楠生日
[00:13:55.120 --> 00:13:57.120]  我和Ivan送禮物給他
[00:13:57.120 --> 00:13:58.120]  OK
[00:13:58.120 --> 00:14:00.120]  那當場他當然很開心
[00:14:00.120 --> 00:14:02.120]  現在有禮物收了
[00:14:02.120 --> 00:14:04.120]  但是當場呢
[00:14:04.120 --> 00:14:06.120]  阿楠呢
[00:14:06.120 --> 00:14:08.120]  就看着Ivan的禮物
[00:14:08.120 --> 00:14:09.120]  就說
[00:14:09.120 --> 00:14:11.120]  好正啊
[00:14:11.120 --> 00:14:12.120]  但是看都不看
[00:14:12.120 --> 00:14:14.120]  我那份禮物一眼
[00:14:14.120 --> 00:14:15.120]  喂
[00:14:15.120 --> 00:14:17.120]  你問我啊
[00:14:17.120 --> 00:14:19.120]  我呢
[00:14:19.120 --> 00:14:20.120]  都是人來的嘛
[00:14:20.120 --> 00:14:21.120]  是不是
[00:14:21.120 --> 00:14:23.120]  我當然會有少少不開心
[00:14:23.120 --> 00:14:25.120]  看都不看
[00:14:25.120 --> 00:14:26.120]  但是
[00:14:26.120 --> 00:14:28.120]  你的朋友生日
[00:14:28.120 --> 00:14:29.120]  你又送禮物給他
[00:14:29.120 --> 00:14:30.120]  其實呢
[00:14:30.120 --> 00:14:32.120]  是想他開心的嘛
[00:14:32.120 --> 00:14:33.120]  是不是
[00:14:33.120 --> 00:14:34.120]  就算別人沒有即時說
[00:14:34.120 --> 00:14:36.120]  喂 我很喜歡你那份禮物啊
[00:14:36.120 --> 00:14:37.120]  真的好正
[00:14:37.120 --> 00:14:39.120]  你也不會即時在那裏黑麪
[00:14:39.120 --> 00:14:41.120]  接着還要不友好
[00:14:41.120 --> 00:14:43.120]  這件事是有些奇怪的行爲
[00:14:43.120 --> 00:14:45.120]  是不是
[00:14:45.120 --> 00:14:47.120]  所以呢
[00:14:47.120 --> 00:14:49.120]  我們要問回
[00:14:49.120 --> 00:14:52.120]  其實當該人獻禮物給上帝
[00:14:52.120 --> 00:14:55.120]  或者人獻禮物給上帝的時候呢
[00:14:55.120 --> 00:14:57.120]  其實是出於呢
[00:14:57.120 --> 00:15:01.120]  一個感恩的心
[00:15:01.120 --> 00:15:02.120]  OK
[00:15:02.120 --> 00:15:04.120]  而該人的反應
[00:15:04.120 --> 00:15:07.120]  他顯出是什麼呢
[00:15:07.120 --> 00:15:09.120]  其實他很介意
[00:15:09.120 --> 00:15:11.120]  他很介意自己所做的事
[00:15:11.120 --> 00:15:14.120]  是不是被神去肯定
[00:15:14.120 --> 00:15:16.120]  去贊他
[00:15:16.120 --> 00:15:18.120]  就多過神
[00:15:18.120 --> 00:15:20.120]  所以由此推論
[00:15:20.120 --> 00:15:21.120]  神其實
[00:15:21.120 --> 00:15:22.120]  剛纔說
[00:15:22.120 --> 00:15:25.120]  神很看重人那種內心
[00:15:25.120 --> 00:15:27.120]  是想些什麼
[00:15:27.120 --> 00:15:29.120]  而神其實是不比喻
[00:15:29.120 --> 00:15:32.120]  就是該人獻祭時候的心態
[00:15:32.120 --> 00:15:34.120]  所以就連他那份禮物
[00:15:34.120 --> 00:15:36.120]  也不越納了
[00:15:36.120 --> 00:15:37.120]  我不知道大家
[00:15:37.120 --> 00:15:40.120]  當你見到人家發火
[00:15:40.120 --> 00:15:43.120]  哇 你生氣啊
[00:15:43.120 --> 00:15:46.120]  接着你可能就會說
[00:15:46.120 --> 00:15:50.120]  哇 你生氣得有沒有理啊
[00:15:50.120 --> 00:15:52.120]  或者你做什麼事生氣呢
[00:15:52.120 --> 00:15:55.120]  有些人可能是父母
[00:15:55.120 --> 00:15:58.120]  一見到子女發脾氣
[00:15:58.120 --> 00:16:00.120]  我不知道你有沒有試過
[00:16:00.120 --> 00:16:01.120]  不準生氣
[00:16:01.120 --> 00:16:03.120]  或者有沒有被你父母罵過
[00:16:03.120 --> 00:16:05.120]  不準生氣
[00:16:05.120 --> 00:16:07.120]  尤其是在公衆場所
[00:16:07.120 --> 00:16:09.120]  很尷尬
[00:16:09.120 --> 00:16:11.120]  或者你比較內斂
[00:16:11.120 --> 00:16:13.120]  通常你見到這些人
[00:16:13.120 --> 00:16:14.120]  在發火
[00:16:14.120 --> 00:16:16.120]  你就馬上離開
[00:16:16.120 --> 00:16:17.120]  找地方躲
[00:16:17.120 --> 00:16:19.120]  但我們又看看
[00:16:19.120 --> 00:16:21.120]  神對該人
[00:16:21.120 --> 00:16:23.120]  這樣發脾氣的時候
[00:16:23.120 --> 00:16:27.120]  他有什麼反應
[00:16:27.120 --> 00:16:29.120]  我們發現第六節
[00:16:29.120 --> 00:16:31.120]  耶和華對該人說
[00:16:31.120 --> 00:16:35.120]  你爲什麼憤怒呢
[00:16:35.120 --> 00:16:40.120]  你爲什麼垂頭喪氣呢
[00:16:40.120 --> 00:16:41.120]  神在問該人
[00:16:41.120 --> 00:16:44.120]  你爲什麼這麼生氣呢
[00:16:44.120 --> 00:16:48.120]  爲什麼變了面呢
[00:16:48.120 --> 00:16:53.120]  其實憤怒是情緒的一種
